SA4_CODE_2021,M_15_19_Mgrs,M_15_19_Profnls,M_15_19_Techs_trades_workers,M_15_19_Comm_psnl_serv_wrkrs,M_15_19_Cler_admin_wrkrs,M_15_19_Sales_wrkrs,M_15_19_Mach_oper_dvrs,M_15_19_Labrs,M_15_19_Inad_desc_Ns,M_15_19_Tot,M_20_24_Mgrs,M_20_24_Profnls,M_20_24_Techs_trades_wrkrs,M_20_24_Comm_psnl_serv_wrkrs,M_20_24_Cler_admin_wrkrs,M_20_24_Sales_wrkrs,M_20_24_Mach_oper_dvrs,M_20_24_Labrs,M_20_24_Inad_desc_Ns,M_20_24_Tot,M_25_34_Mgrs,M_25_34_Profnls,M_25_34_Techs_trades_wrkrs,M_25_34_Comm_psnl_serv_wrkrs,M_25_34_Cler_admin_wrkrs,M_25_34_Sales_wrkrs,M_25_34_Mach_oper_dvrs,M_25_34_Labrs,M_25_34_Inad_desc_Ns,M_25_34_Tot,M_35_44_Mgrs,M_35_44_Profnls,M_35_44_Techs_trades_wrkrs,M_35_44_Comm_psnl_serv_wrkrs,M_35_44_Cler_admin_wrkrs,M_35_44_Sales_wrkrs,M_35_44_Mach_oper_dvrs,M_35_44_Labrs,M_35_44_Inad_desc_Ns,M_35_44_Tot,M_45_54_Mgrs,M_45_54_Profnls,M_45_54_Techs_trades_wrkrs,M_45_54_Comm_psnl_serv_wrkrs,M_45_54_Cler_admin_wrkrs,M_45_54_Sales_wrkrs,M_45_54_Mach_oper_dvrs,M_45_54_Labrs,M_45_54_Inad_desc_Ns,M_45_54_Tot,M_55_64_Mgrs,M_55_64_Profnls,M_55_64_Techs_trades_wrkrs,M_55_64_Comm_psnl_serv_wrkrs,M_55_64_Cler_admin_wrkrs,M_55_64_Sales_wrkrs,M_55_64_Mach_oper_dvrs,M_55_64_Labrs,M_55_64_Inad_desc_Ns,M_55_64_Tot,M_65_74_Mgrs,M_65_74_Profnls,M_65_74_Techs_trades_wrkrs,M_65_74_Comm_psnl_serv_wrkrs,M_65_74_Cler_admin_wrkrs,M_65_74_Sales_wrkrs,M_65_74_Mach_oper_dvrs,M_65_74_Labrs,M_65_74_Inad_desc_Ns,M_65_74_Tot,M_75_84_Mgrs,M_75_84_Profnls,M_75_84_Techs_trades_wrkrs,M_75_84_Comm_psnl_serv_wrkrs,M_75_84_Cler_admin_wrkrs,M_75_84_Sales_wrkrs,M_75_84_Mach_oper_dvrs,M_75_84_Labrs,M_75_84_Inad_desc_Ns,M_75_84_Tot,M_85_yr_over_Mgrs,M_85_yr_over_Profnls,M_85ov_Techs_trades_wrkrs,M_85ov_Com_psnl_serv_wrkrs,M_85_yr_over_Cler_admin_wrkrs,M_85_yr_over_Sales_wrkrs,M_85_yr_over_Mach_oper_dvrs,M_85_yr_over_Labrs,M_85_yr_over_Inad_desc_Ns,M_85_yr_over_Tot,M_Tot_Mgrs,M_Tot_Profnls,M_Tot_Techs_trades_wrkrs,M_Tot_Comm_psnl_serv_wrkrs,M_Tot_Cler_admin_wrkrs,M_Tot_Sales_wrkrs,M_Tot_Mach_oper_dvrs,M_Tot_Labrs,M_Tot_Inad_desc_Ns,M_Tot_Tot,F_15_19_Mgrs,F_15_19_Profnls,F_15_19_Techs_trades_workers,F_15_19_Comm_psnl_serv_wrkrs,F_15_19_Cler_admin_wrkrs,F_15_19_Sales_wrkrs,F_15_19_Mach_oper_dvrs,F_15_19_Labrs,F_15_19_Inad_desc_Ns,F_15_19_Tot,F_20_24_Mgrs,F_20_24_Profnls,F_20_24_Techs_trades_wrkrs,F_20_24_Comm_psnl_serv_wrkrs,F_20_24_Cler_admin_wrkrs,F_20_24_Sales_wrkrs,F_20_24_Mach_oper_dvrs,F_20_24_Labrs,F_20_24_Inad_desc_Ns,F_20_24_Tot,F_25_34_Mgrs,F_25_34_Profnls,F_25_34_Techs_trades_wrkrs,F_25_34_Comm_psnl_serv_wrkrs,F_25_34_Cler_admin_wrkrs,F_25_34_Sales_wrkrs,F_25_34_Mach_oper_dvrs,F_25_34_Labrs,F_25_34_Inad_desc_Ns,F_25_34_Tot,F_35_44_Mgrs,F_35_44_Profnls,F_35_44_Techs_trades_wrkrs,F_35_44_Comm_psnl_serv_wrkrs,F_35_44_Cler_admin_wrkrs,F_35_44_Sales_wrkrs,F_35_44_Mach_oper_dvrs,F_35_44_Labrs,F_35_44_Inad_desc_Ns,F_35_44_Tot,F_45_54_Mgrs,F_45_54_Profnls,F_45_54_Techs_trades_wrkrs,F_45_54_Comm_psnl_serv_wrkrs,F_45_54_Cler_admin_wrkrs,F_45_54_Sales_wrkrs,F_45_54_Mach_oper_dvrs,F_45_54_Labrs,F_45_54_Inad_desc_Ns,F_45_54_Tot,F_55_64_Mgrs,F_55_64_Profnls,F_55_64_Techs_trades_wrkrs,F_55_64_Comm_psnl_serv_wrkrs,F_55_64_Cler_admin_wrkrs,F_55_64_Sales_wrkrs,F_55_64_Mach_oper_dvrs,F_55_64_Labrs,F_55_64_Inad_desc_Ns,F_55_64_Tot,F_65_74_Mgrs,F_65_74_Profnls,F_65_74_Techs_trades_wrkrs,F_65_74_Comm_psnl_serv_wrkrs,F_65_74_Cler_admin_wrkrs,F_65_74_Sales_wrkrs,F_65_74_Mach_oper_dvrs,F_65_74_Labrs,F_65_74_Inad_desc_Ns,F_65_74_Tot,F_75_84_Mgrs,F_75_84_Profnls,F_75_84_Techs_trades_wrkrs,F_75_84_Comm_psnl_serv_wrkrs,F_75_84_Cler_admin_wrkrs,F_75_84_Sales_wrkrs,F_75_84_Mach_oper_dvrs,F_75_84_Labrs,F_75_84_Inad_desc_Ns,F_75_84_Tot,F_85_yr_over_Mgrs,F_85_yr_over_Profnls,F_85_yr_over_Techs_tra_wrkrs,F_85ov_Com_psnl_serv_wrkrs,F_85ov_Cler_admin_wrkrs,F_85_yr_over_Sales_wrkrs,F_85_yr_over_Mach_oper_dvrs,F_85_yr_over_Labrs,F_85_yr_over_Inad_desc_Ns,F_85_yr_over_Tot,F_Tot_Mgrs,F_Tot_Profnls,F_Tot_Techs_trades_wrkrs,F_Tot_Comm_psnl_serv_wrkrs,F_Tot_Cler_admin_wrkrs,F_Tot_Sales_wrkrs,F_Tot_Mach_oper_dvrs,F_Tot_Labrs,F_Tot_Inad_desc_Ns,F_Tot_Tot
312,46,24,873,148,29,647,194,826,53,2836,139,264,1617,236,93,250,569,750,84,3989,714,1199,3784,500,218,304,1765,1271,226,9983,1385,1114,3483,326,273,248,2355,880,291,10350,1641,1031,2843,321,336,262,2699,887,267,10283,1392,836,2114,241,339,292,2509,915,219,8862,566,297,433,75,104,89,610,284,59,2524,140,33,29,3,7,17,35,33,15,314,18,0,0,0,0,0,3,0,5,32,6039,4790,15168,1843,1417,2108,10730,5839,1234,49177,35,44,190,727,223,1158,59,443,56,2940,161,641,354,902,587,463,229,418,64,3817,720,2189,701,1446,1643,781,534,896,149,9060,983,2102,545,1476,1998,783,434,764,143,9241,1053,1662,406,1466,2009,854,549,957,139,9092,747,1069,292,1030,1508,757,263,902,89,6671,214,255,50,220,356,184,27,191,38,1542,49,19,0,19,36,9,0,21,18,170,6,0,0,0,0,0,0,3,4,19,3976,7986,2539,7290,8375,4985,2102,4588,708,42553
313,46,34,815,299,72,706,253,1308,75,3612,203,235,1683,372,207,494,565,1199,126,5081,913,975,3435,669,499,559,1339,2032,275,10699,1591,1372,3091,639,619,526,1587,1568,257,11242,1977,1483,2900,772,777,561,1929,1503,267,12171,1465,1164,2012,589,630,549,1721,1221,204,9546,440,429,486,158,180,187,466,319,45,2696,83,52,24,17,21,27,32,34,15,311,8,9,0,0,0,0,6,6,3,25,6724,5750,14437,3513,3001,3602,7899,9182,1270,55384,56,49,151,978,213,1740,79,574,77,3914,245,519,323,1427,783,885,87,464,88,4828,949,2139,623,2228,2031,981,160,1083,193,10398,1272,2657,516,2328,2620,891,183,896,195,11558,1384,2457,532,2500,3046,1064,229,1079,177,12462,804,1621,336,1974,2309,939,176,996,126,9287,199,394,77,329,542,163,47,216,44,2001,25,20,3,13,36,15,0,22,19,151,0,3,0,0,0,0,0,0,11,20,4936,9853,2562,11776,11581,6681,966,5332,932,54613
314,53,51,681,329,71,805,278,1074,46,3390,223,432,1464,554,321,597,497,812,81,4978,1139,1917,3239,1006,838,659,1338,1175,257,11572,2327,2948,3035,854,1004,569,1300,1001,249,13282,2604,2610,2489,738,1011,588,1222,947,227,12434,1442,1417,1584,418,685,436,967,663,113,7731,313,352,285,110,166,117,241,194,40,1820,45,35,22,10,14,13,28,31,6,197,5,0,0,0,0,0,0,0,0,5,8152,9757,12797,4022,4116,3790,5868,5898,1016,55411,57,69,132,979,272,1731,58,502,54,3849,255,708,277,1470,897,879,90,289,82,4942,1103,3333,690,2087,2491,957,185,478,196,11499,1651,4182,537,2107,2961,798,141,526,209,13101,1541,3490,478,1957,3171,848,158,637,169,12453,666,1719,237,1244,2078,586,115,525,97,7260,106,273,41,199,457,144,14,124,19,1386,10,10,3,5,38,14,0,14,4,103,0,0,0,0,0,0,0,0,5,5,5387,13773,2392,10044,12363,5963,755,3091,831,54602
315,18,15,242,49,14,162,73,421,45,1039,76,151,535,117,33,84,230,524,56,1811,446,650,1392,285,125,123,780,701,124,4621,707,472,1133,209,112,82,779,446,91,4042,842,425,1044,227,167,78,888,470,119,4270,894,416,808,166,191,76,855,498,97,4006,415,157,209,49,48,41,251,174,51,1391,111,14,13,5,12,15,20,21,14,226,6,0,0,0,0,0,0,0,0,16,3517,2300,5381,1117,705,662,3875,3259,606,21412,16,33,48,206,93,247,16,203,32,881,64,348,91,376,271,159,71,255,48,1682,350,1149,176,741,728,219,175,389,93,4025,535,840,160,581,696,217,113,312,91,3550,648,677,172,582,739,243,142,384,77,3656,562,688,152,488,652,232,94,406,52,3325,219,150,50,101,179,64,15,121,28,926,58,14,9,9,11,0,0,13,10,132,0,0,0,0,0,0,0,0,4,6,2453,3889,850,3079,3378,1384,622,2089,436,18185
316,94,89,1399,675,112,1332,320,1948,108,6073,306,520,2440,813,275,860,493,1406,140,7258,1673,2769,5215,1380,662,1012,1217,2006,344,16264,3441,3754,5144,1140,828,948,1371,1753,408,18791,4073,4140,4547,1392,988,1192,1713,1893,432,20370,3068,2964,3314,995,903,1047,1677,1682,298,15941,1140,1157,771,193,291,435,556,579,95,5213,230,177,51,20,50,79,53,69,55,773,16,10,0,0,0,0,4,6,14,50,14035,15573,22882,6612,4106,6903,7410,11332,1890,90741,106,129,243,2095,356,2751,87,1004,85,6864,383,953,466,2372,1105,1394,138,600,129,7545,1577,5071,1027,3328,2764,1447,192,928,265,16598,2426,6452,959,3262,3750,1312,164,1066,293,19676,2756,6049,1028,3678,4790,1840,208,1342,284,21971,1763,3926,668,2882,4124,1664,190,1360,202,16780,494,846,115,533,1072,467,32,359,82,4003,69,53,9,22,91,44,0,27,32,349,0,4,0,0,7,0,0,0,13,19,9575,23481,4521,18176,18051,10925,1016,6686,1381,93816
317,48,29,641,260,59,584,123,825,50,2619,164,282,1193,459,188,373,276,761,87,3783,817,1345,2336,709,407,458,793,1421,160,8452,1166,1448,1741,564,386,350,858,889,140,7545,1271,1358,1473,483,423,365,904,753,118,7140,1008,1022,1105,372,389,290,913,667,102,5871,346,357,287,71,78,110,253,160,44,1711,86,53,23,12,19,19,23,35,17,288,8,5,0,0,4,0,0,0,5,22,4920,5899,8805,2925,1955,2557,4143,5510,726,37426,49,67,114,700,232,1193,24,404,44,2834,166,641,258,1099,602,545,44,324,57,3742,596,2546,459,1548,1477,620,62,798,100,8207,787,2437,340,1359,1502,498,68,587,114,7693,834,2043,289,1346,1814,590,75,653,82,7726,543,1355,206,996,1430,451,70,623,56,5726,152,312,50,203,364,139,14,169,22,1418,28,24,8,17,43,13,0,20,19,165,8,0,0,0,0,0,0,0,0,12,3167,9420,1718,7269,7474,4038,360,3590,499,37535
318,56,44,823,415,62,841,193,1114,68,3615,252,493,1714,1216,245,566,596,914,124,6120,1094,1859,3545,1670,436,524,1393,1404,291,12211,1704,1668,2743,915,471,404,1504,1002,193,10603,1909,1664,2388,871,531,401,1792,1092,229,10868,1623,1217,1870,602,538,317,1743,1094,196,9194,583,412,462,142,125,129,506,328,68,2751,157,54,37,15,10,8,37,58,25,407,22,0,0,0,0,0,4,0,3,36,7399,7411,13572,5830,2413,3198,7770,7011,1199,55800,60,102,185,1098,264,1813,51,508,85,4154,228,996,358,1730,856,956,122,388,85,5713,876,3700,643,2327,2058,901,218,667,167,11565,1281,3445,539,1979,2441,757,179,705,163,11474,1336,2862,452,2096,2676,867,182,879,163,11514,896,1832,297,1634,2169,767,169,957,116,8834,256,427,72,331,524,216,41,281,48,2197,40,35,6,23,46,19,4,38,13,222,4,0,0,0,6,0,0,3,6,21,4976,13396,2550,11217,11037,6290,955,4423,842,55681
319,71,31,878,248,61,843,205,1462,99,3890,215,227,1356,388,126,480,453,1298,113,4652,995,1020,2847,788,320,592,1198,2131,210,10102,1559,1324,2511,765,358,489,1456,1564,236,10268,2007,1445,2583,874,524,592,2001,1787,297,12108,1977,1237,2363,761,508,551,2060,1707,219,11384,974,460,505,186,147,208,567,462,99,3610,329,61,48,10,24,30,53,67,62,683,42,4,3,0,3,3,3,9,21,79,8164,5813,13089,4016,2071,3788,7995,10486,1360,56782,45,44,187,984,258,1857,53,549,76,4054,183,519,303,1285,667,765,59,504,73,4358,732,2265,599,2112,1649,1003,105,1146,152,9766,1194,2731,476,2348,2125,951,121,1021,184,11138,1434,2794,606,2818,2675,1171,161,1339,172,13168,1157,2156,405,2537,2518,997,167,1465,156,11564,459,498,68,413,604,232,41,338,77,2729,127,30,12,23,74,17,4,31,46,368,11,5,0,5,4,0,0,0,16,38,5347,11036,2653,12515,10574,6992,700,6402,954,57179
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,3,4,0,16,0,8,0,0,0,0,3,12,0,28,0,9,0,0,0,0,9,10,0,25,0,5,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,0,5,0,0,21,32,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,3,0,0,3,0,13
401,59,113,496,612,119,947,164,1172,60,3754,340,1206,1511,1124,552,964,452,1180,117,7455,1824,5463,3164,1375,1207,957,947,1479,260,16676,3537,5847,2596,901,1164,684,781,943,256,16711,4232,5164,2327,825,1121,761,828,983,264,16494,3117,3910,1981,604,844,666,858,844,217,13046,1121,1790,587,177,274,311,257,292,90,4893,266,302,67,16,50,65,27,38,49,876,27,20,9,0,3,3,0,5,8,82,14520,23820,12738,5637,5343,5358,4315,6938,1317,79985,48,119,109,1377,240,1857,27,563,43,4386,322,1621,394,2295,1090,1429,52,465,102,7773,1444,6943,897,2588,2376,1008,95,654,216,16227,2509,7092,680,1900,2852,729,61,531,244,16592,2677,6056,683,1761,3575,980,83,598,174,16582,1704,4261,465,1436,3074,924,70,577,128,12648,480,1235,136,349,952,247,19,193,50,3667,58,96,15,29,97,35,3,19,27,383,13,3,0,0,0,0,0,4,9,36,9255,27434,3378,11733,14266,7196,407,3609,999,78282
402,75,58,931,424,106,1239,298,1943,115,5182,395,900,2824,1129,639,1197,1177,2220,298,10778,2166,3970,6700,2225,1710,1484,3648,3969,586,26452,3588,4031,5473,1840,1875,1152,3558,2885,577,24979,3252,2700,4578,1411,1514,925,3244,2518,501,20640,2273,1793,3297,1038,1207,743,3039,1947,361,15706,528,524,690,246,269,226,600,438,93,3619,77,56,50,12,29,30,26,49,32,362,8,5,3,0,0,0,0,3,13,27,12354,14027,24547,8331,7351,7005,15594,15973,2563,107746,72,107,178,1160,321,2828,53,800,106,5628,460,1390,602,2689,1541,1916,119,858,173,9754,1749,6091,1428,5073,4119,1932,274,1719,390,22771,2276,5584,1144,4485,4526,1409,260,1825,334,21858,2001,3857,912,3850,4739,1477,356,1950,289,19435,1263,2450,577,2906,3729,1263,267,1786,193,14438,214,492,88,482,837,240,66,354,55,2831,19,31,12,19,46,18,9,14,28,195,0,0,0,4,0,0,0,4,5,13,8057,20005,4949,20656,19868,11083,1411,9308,1575,96922
403,66,85,802,558,114,1118,252,1738,72,4803,305,851,2193,1022,503,1105,518,1402,125,8031,1921,3844,5024,1785,1189,1172,1337,2116,339,18728,3485,4820,4455,1452,1319,892,1377,1572,369,19737,3873,4065,3912,1382,1392,935,1588,1510,387,19020,2703,2963,3074,1056,1193,761,1518,1392,263,14922,824,1018,694,264,342,269,380,374,83,4251,128,149,71,14,52,42,24,45,37,577,12,3,5,0,6,4,0,0,10,44,13320,17784,20241,7531,6109,6301,6989,10152,1683,90110,63,110,191,1395,286,2505,44,811,61,5458,356,1301,455,2607,1181,1681,98,550,106,8330,1556,6380,1020,3802,3077,1401,150,790,231,18406,2444,7022,972,3327,3933,1151,111,738,263,19951,2407,5589,805,3405,4513,1275,153,929,275,19351,1481,3847,579,2734,3997,1227,141,1010,168,15185,346,934,131,508,967,264,29,272,51,3502,38,65,9,26,95,21,0,28,25,314,0,0,0,3,5,4,0,0,12,31,8684,25252,4160,17797,18054,9530,734,5134,1187,90533
404,27,41,423,356,70,646,119,898,47,2629,221,746,1422,831,402,737,498,1014,119,5991,1514,3751,3492,1435,1154,943,1512,1633,305,15744,2305,3144,2585,1000,1101,614,1186,1175,277,13381,2326,2220,2340,769,941,622,1298,1162,238,11912,1685,1576,1833,625,804,498,1275,987,175,9454,429,519,452,131,205,154,263,231,60,2442,77,77,46,10,23,28,26,27,18,332,6,6,5,0,0,4,0,0,3,25,8599,12071,12597,5153,4697,4240,6169,7126,1246,61897,28,79,63,795,157,1449,26,349,46,2988,256,1094,345,1808,950,1182,75,385,102,6191,1266,5421,855,2938,2360,942,130,772,219,14905,1647,4254,597,2051,2472,688,115,662,190,12682,1631,2960,511,1742,2981,905,138,933,166,11955,914,2110,367,1341,2638,753,125,758,99,9098,189,451,80,229,605,176,22,175,43,1981,19,31,9,13,43,12,0,23,16,173,0,6,3,0,0,5,0,0,5,16,5955,16399,2822,10918,12208,6112,640,4050,892,59988
405,25,13,353,80,17,247,66,572,32,1406,151,82,669,111,41,131,202,480,29,1899,683,419,1201,185,114,164,533,780,78,4155,1090,503,986,170,149,182,622,686,94,4486,1340,506,1022,205,229,193,830,731,111,5161,1460,485,966,238,215,226,929,806,132,5450,835,208,274,49,68,83,247,244,50,2069,215,21,37,3,12,12,26,49,36,408,28,0,0,0,0,0,4,0,10,42,5818,2236,5514,1045,844,1233,3461,4344,571,25071,24,17,51,419,52,554,16,286,26,1446,66,268,119,478,202,271,35,198,20,1661,330,993,255,778,550,380,68,344,48,3744,603,1116,246,850,873,362,51,385,39,4524,726,1021,284,1038,1107,497,74,579,65,5380,747,879,213,1038,978,461,67,638,61,5079,363,239,50,192,286,76,16,151,44,1417,89,12,0,3,29,12,0,19,26,200,13,0,0,0,3,0,0,0,7,17,2949,4545,1227,4806,4079,2600,323,2602,340,23475
406,28,10,257,64,8,261,64,348,37,1078,91,98,521,126,32,109,250,352,39,1610,493,589,1499,320,98,183,811,715,102,4811,767,449,1197,238,133,126,825,475,96,4307,853,484,1164,267,152,127,900,543,107,4599,922,437,947,239,184,128,882,526,112,4376,368,152,196,52,52,44,218,172,37,1298,98,17,14,7,0,5,20,14,12,192,0,0,0,0,0,0,0,3,5,9,3628,2232,5793,1309,670,984,3969,3143,551,22283,12,25,45,248,61,413,8,168,23,1005,50,244,85,404,202,178,70,166,26,1416,291,1045,239,748,556,359,198,317,54,3804,416,877,166,664,667,270,93,284,50,3493,516,787,181,779,780,380,88,379,58,3949,487,582,127,684,621,299,56,418,43,3334,162,124,27,113,146,54,12,109,20,784,31,16,4,10,19,3,3,10,26,116,0,0,0,0,7,0,0,0,0,9,1972,3703,856,3648,3071,1962,526,1859,296,17895
407,63,17,671,167,34,479,118,1016,51,2612,223,140,1104,161,66,270,314,984,77,3341,1033,648,2175,418,170,372,859,1696,159,7521,1607,745,1709,419,235,348,971,1335,164,7532,2257,797,1692,463,315,421,1261,1499,211,8918,2235,771,1583,450,340,431,1389,1484,180,8868,1293,379,462,139,122,153,464,447,81,3542,394,49,45,7,30,16,32,78,51,703,41,0,0,0,0,0,0,3,10,61,9150,3553,9446,2217,1295,2502,5412,8533,981,43096,43,26,95,745,123,991,25,493,48,2585,141,346,200,868,323,544,45,447,47,2958,563,1585,453,1457,998,729,80,884,78,6840,918,1665,375,1390,1412,653,59,851,118,7438,1243,1561,415,1728,1771,861,107,1060,116,8864,1163,1340,342,1708,1698,798,119,1080,89,8341,580,373,74,325,491,163,32,281,69,2395,152,25,5,19,70,21,0,30,34,358,10,0,0,0,0,5,0,5,10,31,4807,6934,1959,8232,6891,4768,475,5140,616,39813
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,29,24,713,235,28,630,156,979,54,2839,106,125,1207,169,71,231,385,788,51,3135,665,785,2776,355,175,316,972,1396,145,7587,1276,1182,2860,385,259,270,1438,1169,215,9047,1651,1306,2614,403,338,339,1654,1076,179,9548,1447,1077,1905,375,353,312,1649,1012,153,8287,783,433,463,95,140,144,463,338,66,2917,225,41,19,10,25,23,35,56,24,463,30,0,0,0,0,0,0,0,11,54,6220,4970,12552,2024,1378,2268,6754,6815,896,43881,30,32,128,865,152,1180,49,492,53,2984,129,290,246,748,388,425,71,362,50,2706,630,1684,588,1313,1128,648,173,838,76,7071,1030,2407,602,1624,1670,800,178,916,122,9345,1135,2167,553,1810,2018,909,211,1055,109,9959,850,1564,374,1351,1663,779,180,896,73,7736,356,385,76,252,422,192,40,234,37,1988,86,19,3,18,42,8,3,39,18,241,7,0,0,0,0,0,0,0,3,12,4265,8553,2567,7976,7484,4933,904,4823,533,42044
502,17,18,305,122,24,293,97,485,19,1392,57,100,596,151,41,196,216,382,36,1782,274,295,1424,235,100,166,593,496,89,3673,464,436,1298,216,124,117,779,443,101,3983,652,482,1295,209,172,133,941,427,98,4405,556,497,1098,182,165,147,844,399,82,3974,214,175,228,55,59,80,226,133,30,1207,46,28,17,4,16,18,24,16,8,176,5,4,0,0,0,0,0,0,3,14,2285,2034,6263,1172,702,1165,3728,2775,471,20598,14,17,78,419,65,689,26,199,25,1530,87,184,159,552,208,376,61,147,22,1798,296,786,313,785,582,375,126,227,52,3543,418,933,309,930,765,386,119,305,31,4181,494,987,282,1006,918,482,160,378,49,4750,354,691,195,840,814,412,128,361,43,3846,82,148,32,123,225,86,22,85,13,828,6,7,9,3,17,5,0,10,15,68,0,0,0,0,0,0,0,0,4,5,1752,3752,1361,4659,3600,2816,651,1711,254,20553
503,27,115,166,485,88,429,133,614,23,2083,167,1016,579,888,314,552,250,526,76,4367,1358,5415,1590,1013,821,538,551,850,195,12332,2544,4947,1223,489,574,343,453,495,170,11229,2975,3960,849,325,498,337,336,305,142,9724,2144,2996,701,223,405,271,246,295,112,7404,802,1289,225,95,158,147,110,120,51,3000,162,256,22,9,37,41,15,28,22,600,12,18,0,0,4,6,0,3,8,58,10182,20020,5352,3531,2911,2671,2086,3248,794,50803,19,94,50,939,183,893,24,231,27,2456,206,1166,211,1619,782,805,39,248,52,5135,1191,5954,594,1741,1548,622,76,600,123,12442,1697,4876,376,893,1324,350,50,315,116,10010,1695,4133,276,705,1567,421,48,212,124,9191,944,2718,194,537,1321,375,41,172,79,6383,262,851,69,164,491,126,13,49,33,2059,46,96,3,20,83,22,0,16,20,302,3,3,0,0,7,0,0,0,4,19,6072,19895,1776,6613,7310,3619,292,1844,578,47995
504,35,64,682,347,79,814,301,1235,65,3628,215,527,1706,661,323,759,745,1091,148,6169,1390,2929,4578,1105,950,778,2029,1588,340,15683,2558,3234,4096,966,1036,575,2216,1238,317,16229,2411,2325,3367,793,955,572,1900,1137,275,13737,1680,1642,2479,660,856,493,1815,1033,188,10846,489,585,599,144,245,172,525,365,64,3191,86,95,45,8,21,16,40,57,18,389,6,3,7,0,3,0,0,7,3,28,8863,11404,17562,4691,4467,4179,9573,7761,1400,69893,49,62,137,962,193,1626,68,597,61,3758,296,806,427,1647,947,1136,146,449,109,5968,1351,4374,1060,2802,2875,1278,335,756,238,15073,1635,4162,875,2583,3221,1009,277,912,245,14916,1612,3133,705,2427,3267,1051,316,1004,187,13700,975,1963,491,1759,2627,876,207,914,122,9939,207,491,122,379,639,208,42,211,33,2342,29,46,8,22,50,16,4,28,5,203,3,0,0,0,0,4,0,0,4,11,6158,15042,3833,12585,13825,7195,1394,4885,1006,65917
505,79,141,1391,960,196,1872,552,2579,108,7881,458,1452,3334,1617,728,1717,1140,2231,254,12938,2978,6542,8865,2374,1737,1616,2980,3149,668,30906,6175,8146,8345,1881,1957,1291,3041,2641,635,34109,6626,6628,6918,1647,1893,1269,2922,2326,544,30784,4350,4367,5129,1181,1528,985,2583,2067,327,22514,1151,1450,1222,299,493,407,773,752,117,6664,138,197,105,22,84,65,64,102,43,830,8,14,8,0,11,4,0,4,11,57,21976,28951,35319,9990,8617,9244,14055,15848,2699,146687,97,170,272,2333,502,3881,98,1070,100,8523,552,2032,739,3834,2080,2680,199,793,169,13069,2886,10308,1933,5423,5489,2275,452,1437,524,30739,3932,10970,1686,4914,6716,1906,373,1556,472,32526,3534,8500,1459,4877,7340,2208,399,1922,390,30631,2032,5076,960,3432,5842,1837,296,1601,223,21295,390,1089,201,705,1618,475,65,451,69,5067,35,81,19,32,110,33,10,37,32,389,4,6,0,0,3,3,0,0,6,22,13467,38228,7267,25546,29714,15292,1898,8873,1984,142256
506,86,151,1165,623,160,1463,572,2147,113,6492,446,1401,3381,1549,696,1502,1591,2378,295,13236,2532,6691,8100,2105,1938,1566,4328,3429,735,31425,4851,7750,7693,1709,2200,1154,4274,2481,633,32735,4389,5094,5987,1353,1658,887,3727,2092,495,25687,3225,3254,4004,952,1375,681,3413,1744,362,19022,944,1198,1089,258,421,327,892,639,103,5871,153,178,94,26,43,45,54,97,43,712,10,9,0,0,7,3,4,3,16,51,16637,25720,31522,8572,8493,7641,18848,14997,2799,135227,102,171,232,1744,442,3001,140,935,112,6879,472,1880,834,3526,1894,2327,310,897,194,12334,2255,8861,1977,5220,5012,2085,629,1828,469,28330,2843,8891,1677,4763,5605,1679,601,1887,410,28356,2565,5951,1165,3992,5499,1604,561,2006,308,23656,1573,3634,786,2695,4589,1418,402,1505,208,16805,411,962,176,624,1197,379,100,389,73,4307,40,66,11,37,115,14,3,45,24,353,5,4,0,0,3,0,0,3,13,23,10262,30420,6859,22604,24350,12504,2742,9495,1811,121044
