SA4_CODE_2021,M_Arthritis_0_14,M_Arthritis_15_24,M_Arthritis_25_34,M_Arthritis_35_44,M_Arthritis_45_54,M_Arthritis_55_64,M_Arthritis_65_74,M_Arthritis_75_84,M_Arthritis_85_over,M_Arthritis_Tot,M_Asthma_0_14,M_Asthma_15_24,M_Asthma_25_34,M_Asthma_35_44,M_Asthma_45_54,M_Asthma_55_64,M_Asthma_65_74,M_Asthma_75_84,M_Asthma_85_over,M_Asthma_Tot,M_Cancer_0_14,M_Cancer_15_24,M_Cancer_25_34,M_Cancer_35_44,M_Cancer_45_54,M_Cancer_55_64,M_Cancer_65_74,M_Cancer_75_84,M_Cancer_85_over,M_Cancer_Tot,M_Dementia_0_14,M_Dementia_15_24,M_Dementia_25_34,M_Dementia_35_44,M_Dementia_45_54,M_Dementia_55_64,M_Dementia_65_74,M_Dementia_75_84,M_Dementia_85_over,M_Dementia_Tot,M_Diabetes_0_14,M_Diabetes_15_24,M_Diabetes_25_34,M_Diabetes_35_44,M_Diabetes_45_54,M_Diabetes_55_64,M_Diabetes_65_74,M_Diabetes_75_84,M_Diabetes_85_over,M_Diabetes_Tot,M_Heart_disease_0_14,M_Heart_disease_15_24,M_Heart_disease_25_34,M_Heart_disease_35_44,M_Heart_disease_45_54,M_Heart_disease_55_64,M_Heart_disease_65_74,M_Heart_disease_75_84,M_Heart_disease_85_over,M_Heart_disease_Tot,M_Kidney_disease_0_14,M_Kidney_disease_15_24,M_Kidney_disease_25_34,M_Kidney_disease_35_44,M_Kidney_disease_45_54,M_Kidney_disease_55_64,M_Kidney_disease_65_74,M_Kidney_disease_75_84,M_Kidney_disease_85_over,M_Kidney_disease_Tot,M_Lung_cond_0_14,M_Lung_cond_15_24,M_Lung_cond_25_34,M_Lung_cond_35_44,M_Lung_cond_45_54,M_Lung_cond_55_64,M_Lung_cond_65_74,M_Lung_cond_75_84,M_Lung_cond_85_over,M_Lung_cond_Tot,M_Mental_health_cond_0_14,M_Mental_health_cond_15_24,M_Mental_health_cond_25_34,M_Mental_health_cond_35_44,M_Mental_health_cond_45_54,M_Mental_health_cond_55_64,M_Mental_health_cond_65_74,M_Mental_health_cond_75_84,M_Mental_health_cond_85_over,M_Mental_health_cond_Tot,M_Stroke_0_14,M_Stroke_15_24,M_Stroke_25_34,M_Stroke_35_44,M_Stroke_45_54,M_Stroke_55_64,M_Stroke_65_74,M_Stroke_75_84,M_Stroke_85_over,M_Stroke_Tot,M_Oth_lt_health_cond_0_14,M_Oth_lt_health_cond_15_24,M_Oth_lt_health_cond_25_34,M_Oth_lt_health_cond_35_44,M_Oth_lt_health_cond_45_54,M_Oth_lt_health_cond_55_64,M_Oth_lt_health_cond_65_74,M_Oth_lt_health_cond_75_84,M_Oth_lt_health_cond_85_over,M_Oth_lt_health_cond_Tot,M_No_lt_health_cond_0_14,M_No_lt_health_cond_15_24,M_No_lt_health_cond_25_34,M_No_lt_health_cond_35_44,M_No_lt_health_cond_45_54,M_No_lt_health_cond_55_64,M_No_lt_health_cond_65_74,M_No_lt_health_cond_75_84,M_No_lt_health_cond_85_over,M_No_lt_health_cond_Tot,M_NS_0_14,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_over,M_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_Arthritis_0_14,F_Arthritis_15_24,F_Arthritis_25_34,F_Arthritis_35_44,F_Arthritis_45_54,F_Arthritis_55_64,F_Arthritis_65_74,F_Arthritis_75_84,F_Arthritis_85_over,F_Arthritis_Tot,F_Asthma_0_14,F_Asthma_15_24,F_Asthma_25_34,F_Asthma_35_44,F_Asthma_45_54,F_Asthma_55_64,F_Asthma_65_74,F_Asthma_75_84,F_Asthma_85_over,F_Asthma_Tot,F_Cancer_0_14,F_Cancer_15_24,F_Cancer_25_34,F_Cancer_35_44,F_Cancer_45_54,F_Cancer_55_64,F_Cancer_65_74,F_Cancer_75_84,F_Cancer_85_over,F_Cancer_Tot,F_Dementia_0_14,F_Dementia_15_24,F_Dementia_25_34,F_Dementia_35_44,F_Dementia_45_54,F_Dementia_55_64,F_Dementia_65_74,F_Dementia_75_84,F_Dementia_85_over,F_Dementia_Tot,F_Diabetes_0_14,F_Diabetes_15_24,F_Diabetes_25_34,F_Diabetes_35_44,F_Diabetes_45_54,F_Diabetes_55_64,F_Diabetes_65_74,F_Diabetes_75_84,F_Diabetes_85_over,F_Diabetes_Tot,F_Heart_disease_0_14,F_Heart_disease_15_24,F_Heart_disease_25_34,F_Heart_disease_35_44,F_Heart_disease_45_54,F_Heart_disease_55_64,F_Heart_disease_65_74,F_Heart_disease_75_84,F_Heart_disease_85_over,F_Heart_disease_Tot
311,40,124,376,817,1592,2746,3355,2007,530,11596,3462,2087,2259,2153,1731,1422,1126,567,99,14905,33,46,99,204,445,811,1354,1013,247,4243,0,0,7,13,29,57,224,442,248,1023,70,147,299,721,1606,2464,2852,1552,287,9998,93,82,118,267,791,1689,2639,1820,514,8024,40,38,71,113,196,298,473,423,147,1800,94,50,81,142,345,768,1134,862,197,3675,1263,2081,2495,2346,2274,1770,1259,575,179,14244,16,11,36,65,176,365,566,473,144,1849,2359,1274,1375,1660,1978,2148,1860,962,321,13941,30089,16857,16549,14808,11916,7928,4205,1448,231,104037,4461,2566,2511,2371,2030,1494,949,519,212,17110,40922,24302,24705,23519,21458,18146,14077,7054,1709,175891,34,152,595,1205,2895,4556,5551,3336,1181,19507,2503,2351,3244,3176,2984,2592,2083,1038,278,20245,29,51,158,371,741,1159,1398,813,235,4952,3,4,10,8,22,50,184,484,449,1216,68,143,403,720,1499,2108,2323,1272,313,8851,57,84,114,188,497,994,1658,1348,675,5622
312,14,41,151,299,703,1539,1938,1088,270,6039,1263,718,903,909,775,683,611,239,58,6161,22,21,55,109,229,579,910,543,158,2628,0,3,0,5,13,30,99,166,149,472,21,44,108,272,654,1246,1485,780,150,4766,42,32,51,91,434,1019,1563,1028,306,4569,16,13,29,48,78,145,238,197,79,846,41,10,33,70,176,497,573,411,103,1906,339,649,836,869,983,937,644,274,94,5635,4,4,7,43,80,159,284,227,77,879,799,394,476,601,834,1072,846,352,138,5518,14116,7540,8524,8236,7574,6345,3394,1138,207,57076,2097,1891,3431,3409,3508,2972,1405,569,146,19436,18509,11095,14141,14289,14632,14445,10109,4445,1072,102738,18,57,206,516,1146,2235,2611,1620,638,9046,888,887,1233,1241,1186,1185,909,408,117,8064,17,32,62,177,338,636,720,369,137,2487,4,3,6,0,3,36,84,244,280,667,30,56,124,223,505,871,914,601,209,3536,30,41,63,96,264,571,827,711,398,3002
313,23,95,307,616,1400,2487,3819,2644,738,12134,2251,1366,1369,1367,1319,1207,1285,661,160,10980,32,38,70,135,334,856,1805,1469,377,5112,8,3,9,3,21,62,236,458,362,1167,42,96,192,418,1071,1895,2718,1755,344,8531,70,49,90,212,653,1668,3032,2516,760,9051,33,37,35,60,139,266,498,489,212,1775,79,36,49,135,329,752,1304,1083,321,4091,1124,1704,1750,1912,2005,1867,1547,734,194,12845,11,8,18,42,150,300,549,544,177,1797,1868,1070,959,1133,1645,2022,2001,1121,372,12194,17584,10162,9020,8575,8642,6592,4546,1844,362,67329,2407,1739,1902,1719,1526,1133,888,563,220,12082,24540,15478,14589,14678,16080,15471,15219,8857,2444,127358,40,143,471,1111,2430,4304,6248,4193,1563,20490,1656,1539,2133,2320,2389,2342,2384,1209,322,16299,18,28,95,265,644,1142,1691,1146,385,5418,3,0,6,4,14,55,201,480,606,1363,33,111,215,478,925,1577,2126,1378,401,7262,48,65,105,155,427,938,1835,1740,863,6165
314,10,58,257,538,966,1328,1669,1041,280,6145,1735,1164,1303,1423,1132,805,581,277,78,8498,25,30,55,149,276,551,882,638,153,2760,0,0,5,8,8,27,112,191,128,478,39,66,150,439,822,1192,1375,736,119,4941,46,30,62,198,505,1013,1588,1087,298,4822,24,21,32,53,103,139,209,218,77,879,65,27,37,91,151,332,462,455,111,1732,802,1396,1655,1710,1536,1001,714,295,78,9184,10,4,10,32,95,164,254,247,63,880,1640,873,858,1141,1351,1260,1032,513,143,8814,19335,9966,9416,9946,8644,5164,2537,913,146,66069,1555,932,892,845,850,503,345,169,83,6170,24664,13925,13761,15161,14429,10630,7839,3904,913,105226,22,109,316,728,1602,2303,2925,1856,683,10547,1281,1337,1854,2053,1827,1369,1099,499,140,11460,22,27,96,253,563,756,835,570,180,3309,0,0,3,0,5,24,83,257,336,712,49,81,187,380,688,999,1109,642,185,4314,44,52,72,123,265,531,898,797,389,3181
315,10,21,54,109,260,712,1048,456,88,2757,476,264,338,331,292,356,333,122,26,2546,6,11,20,44,75,240,478,238,40,1152,0,0,0,0,10,22,60,72,59,225,9,32,75,177,422,746,779,294,48,2577,37,38,38,68,198,560,819,412,70,2244,8,3,16,27,54,86,144,88,31,453,29,5,10,18,61,199,309,155,26,816,89,153,284,262,317,389,317,94,23,1921,0,5,10,12,28,86,149,77,23,389,288,137,166,228,335,526,488,153,56,2371,7172,4063,4785,3771,3586,3302,2199,574,69,29521,1339,1093,1763,1490,1503,1382,1093,359,51,10080,9374,5742,7396,6279,6617,7263,6262,2160,359,51448,10,27,66,140,415,1013,1141,515,140,3458,278,333,488,460,458,601,494,166,30,3316,9,7,21,43,132,295,315,132,32,980,0,6,0,0,0,19,53,73,71,229,17,36,114,244,436,675,570,242,52,2386,29,46,74,87,146,337,370,219,89,1388
316,24,99,311,723,1559,3321,4903,3872,1269,16073,2321,1538,1580,1848,1764,1661,1617,968,265,13552,37,52,88,201,471,1333,2601,2259,695,7743,3,3,3,8,20,72,273,701,558,1647,59,144,145,312,840,1644,2671,2036,526,8373,48,60,88,169,654,1894,3813,3678,1372,11774,40,24,41,83,139,240,460,532,261,1814,77,36,48,105,248,718,1312,1276,432,4257,968,1713,1741,2241,2416,2416,1862,955,334,14643,15,20,27,53,140,349,711,824,372,2504,1808,1091,988,1355,1963,2677,2688,1720,720,15006,27373,15269,14056,15016,15548,12495,9158,3691,763,113365,3043,1986,1800,1977,2138,1880,1632,1092,503,16048,35131,21272,20017,22471,25032,24797,24408,14693,4507,192317,40,141,408,1072,2597,5457,8062,6148,2673,26605,1628,1771,2041,2647,2711,2790,2935,1711,588,18829,35,42,117,343,996,1703,2391,1746,613,7987,3,0,3,9,17,64,233,694,1036,2064,70,90,175,305,647,1254,1772,1471,565,6343,69,65,67,144,306,942,2089,2368,1511,7558
317,17,44,161,331,702,1300,1754,1257,465,6034,1397,970,921,856,745,681,536,321,100,6519,16,25,43,95,173,424,789,705,206,2482,3,0,0,4,6,28,102,217,178,545,27,66,106,239,582,950,1272,816,190,4236,33,30,43,90,306,756,1352,1164,441,4221,21,14,29,48,77,142,213,217,97,851,32,18,33,59,134,285,467,388,152,1571,575,1042,1119,1066,1111,1036,724,345,110,7125,12,6,7,29,65,142,247,272,109,879,886,564,560,649,862,994,928,512,177,6134,12494,7454,7212,5882,4999,3826,2305,1000,246,45421,1246,945,853,763,775,694,524,345,143,6280,16296,10700,10434,9237,9018,8619,7378,4436,1419,77533,14,71,220,492,1195,2201,2988,2388,1138,10703,1033,1090,1366,1303,1239,1227,1096,677,234,9263,22,29,70,146,334,581,783,598,246,2798,0,0,4,6,6,38,91,294,386,829,32,63,138,277,559,858,1012,754,257,3944,24,31,48,90,236,453,822,930,631,3258
318,21,74,298,561,1117,2060,2654,1647,449,8881,1621,1122,1154,933,870,907,751,357,62,7789,21,37,65,117,241,773,1360,903,217,3746,4,5,7,7,8,73,184,327,221,840,32,75,149,322,915,1604,1983,1068,226,6369,65,61,90,152,551,1353,2116,1464,420,6269,26,25,43,43,94,209,376,301,108,1222,39,25,39,72,197,520,843,605,136,2476,583,1108,1431,1554,1684,1520,1088,462,97,9530,6,14,17,44,96,231,362,302,108,1185,1237,758,802,938,1302,1521,1260,692,219,8726,17584,11378,10561,8492,7971,6395,3972,1341,269,67970,2430,2416,2223,1835,1735,1462,1103,583,176,13953,23216,16581,16005,13872,14462,14427,12158,5961,1504,118186,10,108,300,686,1651,3222,3785,2576,1056,13394,1085,1413,1702,1660,1668,1619,1349,622,181,11304,20,32,65,225,506,888,1122,646,230,3743,0,0,0,7,14,52,175,374,473,1092,34,95,186,376,831,1327,1427,924,271,5475,68,58,77,175,327,795,1216,1102,569,4389
319,27,105,280,666,1696,4171,6707,4393,1100,19143,2161,1299,1252,1330,1442,1793,1872,1079,226,12447,23,44,68,131,375,1224,2735,2108,536,7240,4,3,4,16,23,103,323,623,408,1507,54,114,182,411,1074,2503,4087,2568,509,11510,46,65,85,205,719,2247,4527,3586,1057,12541,23,30,41,72,160,385,665,759,246,2370,58,38,41,146,439,1307,2249,1744,392,6413,1063,1696,1733,2018,2628,3029,2544,1080,286,16071,0,18,27,56,166,463,887,827,284,2735,1733,1008,818,1209,1910,3039,3036,1603,463,14823,18591,10394,8975,8236,9179,9029,7618,3277,614,75905,2801,1860,1725,1668,1944,2027,1912,1181,358,15477,25739,15788,14179,14333,17868,22382,25186,14205,3476,153159,30,128,385,1070,2775,6266,9201,5959,2165,27978,1546,1575,1835,2188,2500,3124,3262,1559,409,17999,24,34,92,231,715,1464,2236,1482,466,6746,0,0,0,9,23,83,240,618,781,1760,61,110,241,445,1023,2035,2861,1824,536,9146,63,57,94,143,463,1307,2535,2398,1230,8302
397,0,0,0,3,0,0,3,0,0,9,0,0,5,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,19,19,20,6,3,0,0,87,0,4,42,72,44,16,12,0,0,194,6,17,69,102,77,26,14,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,21,68,208,414,919,1738,2547,1992,945,8848,1630,1512,1474,1424,1342,1100,988,585,229,10281,38,45,89,153,301,776,1546,1252,523,4728,0,3,3,9,16,52,153,430,503,1175,41,102,151,409,969,1573,2129,1517,535,7429,43,51,71,149,490,1314,2391,2158,1058,7730,28,28,29,55,113,174,288,320,176,1220,32,29,45,50,130,351,566,584,299,2079,311,1352,1761,1620,1894,1622,1038,560,268,10430,13,10,13,17,96,232,408,446,269,1508,1124,845,859,1152,1604,1878,1838,1130,509,10944,21085,15752,15259,13933,12537,9745,6046,2421,632,97416,1401,1269,1411,1321,1363,1151,785,528,279,9492,25461,20455,20547,19599,19747,18231,15395,8883,3454,151769,19,93,280,554,1460,3000,4802,4190,2479,16874,1027,1540,1771,1840,1820,1734,1737,1086,489,13043,31,37,79,259,650,1107,1487,1130,542,5311,3,0,8,0,9,30,163,586,1104,1905,37,87,182,301,616,1081,1512,1326,660,5819,48,36,57,92,234,569,1278,1527,1348,5187
402,35,112,472,965,1943,3621,4183,3130,1125,15585,3621,2556,2808,2665,2137,1993,1564,862,272,18465,29,52,94,212,434,1120,1780,1440,535,5699,0,5,12,17,22,86,265,613,526,1548,86,195,435,1207,2175,3665,4186,2484,656,15091,79,76,155,310,1009,2346,3406,2726,1065,11174,78,55,87,125,195,366,490,467,220,2077,86,61,87,141,390,912,1261,1065,349,4350,1022,2348,3332,3252,3111,2760,1748,764,293,18622,8,5,30,81,186,449,675,608,283,2321,2767,1538,1679,2120,2626,3116,2427,1259,591,18127,35296,21623,23743,20639,15415,10905,5697,2248,598,136172,3418,2197,2386,2248,1994,1524,1007,593,325,15701,45508,29572,33394,31184,27108,24807,18674,10405,3556,224209,46,200,687,1487,3552,6322,7493,5811,2659,28260,2544,2726,3891,3713,3460,3435,2865,1681,551,24861,21,48,146,357,855,1402,1788,1298,505,6409,6,11,5,18,26,91,284,760,1026,2225,69,191,488,1010,1904,2978,3362,2216,897,13118,77,81,162,225,629,1220,1870,2020,1334,7610
403,22,73,328,684,1454,2750,3967,2862,1267,13410,2450,1927,2133,2226,1877,1661,1515,777,244,14815,39,50,104,214,399,1080,2104,1585,609,6188,0,0,6,13,17,67,244,530,553,1433,60,122,226,558,1280,2433,3385,2116,658,10839,66,70,90,211,729,1921,3391,2825,1303,10600,49,50,53,73,139,264,451,446,243,1772,81,28,67,99,225,584,1092,867,387,3427,730,1884,2439,2449,2528,2212,1678,720,316,14967,6,5,22,45,185,333,693,659,326,2271,1874,1200,1180,1624,2065,2639,2480,1315,572,14958,25520,16063,15967,15466,14039,10550,6671,2556,631,107470,2008,1355,1269,1271,1360,1231,907,561,266,10231,32254,21954,22529,23089,23086,21899,19519,10737,3869,178942,31,135,477,1126,2605,4989,7345,5332,2986,25035,1723,2097,2769,3070,2699,2876,2730,1472,619,20051,33,45,103,312,802,1455,2040,1316,664,6779,4,4,5,6,21,57,253,687,1222,2255,55,127,263,593,1105,1900,2583,1700,779,9120,48,54,87,158,344,979,1915,1961,1596,7147
404,18,64,195,391,834,1846,2181,1564,851,7929,1309,1100,1382,1227,1042,939,755,408,172,8328,26,23,75,131,252,670,1085,851,396,3500,0,5,0,4,12,55,144,376,471,1067,35,83,164,414,930,1735,1984,1325,521,7195,27,44,60,109,472,1241,1872,1530,914,6266,32,39,34,66,108,226,286,258,175,1214,30,16,28,56,157,452,618,502,281,2131,289,1006,1512,1465,1610,1473,917,486,295,9049,9,10,15,27,95,277,380,366,235,1412,960,618,779,897,1248,1692,1396,808,495,8902,15244,10977,14284,11223,9286,7252,3813,1629,508,74211,1165,985,1061,970,1030,944,526,316,155,7155,18823,14500,18828,15959,15158,14880,11057,6227,2831,118266,17,93,247,514,1394,2899,3920,3338,2179,14602,822,1191,1706,1613,1499,1490,1377,842,420,10944,24,23,70,200,467,848,1044,801,423,3894,0,6,0,5,17,33,149,558,1020,1780,36,66,205,351,721,1289,1540,1282,712,6197,27,35,49,74,214,575,1055,1271,1215,4510
405,14,27,93,222,601,1486,2002,1312,436,6189,882,543,545,610,621,788,694,368,105,5165,12,7,20,37,124,355,841,641,190,2225,0,0,3,0,8,23,88,198,144,467,23,36,70,152,447,1064,1582,972,260,4608,26,10,29,54,235,824,1427,1106,401,4113,15,7,16,34,63,123,177,187,77,693,24,9,20,33,120,373,591,422,124,1717,217,506,621,654,878,1021,820,308,100,5119,3,0,4,9,45,131,234,244,92,770,492,301,297,384,652,978,887,420,169,4577,7466,3903,3475,3484,3784,3946,2864,1148,238,30304,876,553,445,514,621,705,613,370,137,4837,9837,5671,5283,5634,6935,8951,8632,4610,1333,56885,20,44,139,354,941,2076,2738,1966,889,9174,617,583,724,830,886,1117,1073,580,178,6589,8,8,24,86,224,475,675,443,159,2104,0,0,0,3,3,21,95,236,341,705,20,25,68,159,355,812,1090,749,288,3567,12,10,14,46,158,398,668,674,432,2411
406,3,19,92,192,392,919,1024,627,193,3467,605,445,553,477,429,481,385,187,44,3612,6,4,29,32,83,271,427,335,108,1304,0,0,0,0,11,32,44,130,94,310,15,37,81,144,395,806,905,547,147,3068,20,17,27,51,194,527,782,547,216,2388,8,4,11,26,38,79,115,110,42,432,13,8,19,29,85,240,338,236,67,1033,111,302,466,417,499,545,303,140,47,2820,0,3,4,11,37,99,137,114,56,465,323,209,248,275,492,616,464,245,84,2950,6022,3285,4312,3685,3599,3265,1894,652,124,26847,860,698,1290,1132,1163,1048,582,292,95,7160,7858,4878,6838,6088,6603,7173,5289,2590,727,48051,9,34,128,230,586,1217,1419,997,398,5005,471,473,658,617,639,715,595,328,98,4589,10,11,29,54,137,313,369,260,87,1253,0,0,0,0,7,20,55,141,168,390,23,35,126,181,349,603,651,460,142,2564,31,31,36,63,117,291,378,393,223,1558
407,11,50,155,351,857,2023,3093,2156,728,9430,1363,871,874,872,934,1033,991,563,154,7652,13,19,36,85,193,619,1333,1053,331,3678,0,0,0,6,13,37,163,336,290,842,27,65,102,229,696,1480,2368,1535,400,6911,21,38,57,86,406,1208,2356,1940,712,6817,19,20,24,39,70,183,301,269,106,1032,25,21,25,64,187,512,841,657,246,2576,395,833,990,1087,1320,1457,1205,491,158,7931,0,4,15,19,93,236,463,399,176,1408,856,484,487,622,1005,1548,1451,710,286,7438,11966,6864,6523,6097,6789,6411,4884,1988,448,51974,1377,1007,1200,1306,1310,1313,1090,635,233,9462,15715,9853,9899,9989,11974,14043,14274,7886,2405,96034,18,82,197,514,1338,3094,4375,3373,1515,14505,948,1003,1204,1228,1406,1621,1689,927,291,10315,10,22,47,145,367,765,1106,829,267,3575,0,0,0,3,6,42,137,421,591,1206,30,68,109,271,610,1162,1651,1195,487,5576,18,23,42,90,215,618,1177,1286,785,4245
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,0,0,0,18,0,0,0,4,5,0,0,0,0,6,0,0,0,16,10,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,14,54,144,367,743,1549,2173,1367,423,6850,1512,743,732,853,766,702,671,329,91,6405,17,16,34,85,189,575,1013,714,218,2863,0,0,4,4,3,36,110,235,176,576,36,61,98,217,607,1060,1553,916,233,4788,23,21,34,89,323,829,1553,1210,460,4545,20,13,25,38,76,136,193,217,91,807,26,19,28,36,99,348,617,483,124,1785,451,798,930,1064,1146,1133,818,344,104,6781,6,3,13,7,65,162,313,273,105,949,854,507,384,604,791,1140,1096,577,214,6165,14166,6823,6400,7254,7087,5922,3939,1452,286,53331,1653,956,1073,1140,1244,1088,835,443,184,8621,18442,9667,9437,11001,11796,11962,10786,5380,1565,90039,27,71,210,592,1447,2686,3432,2223,1042,11728,969,826,1014,1290,1237,1249,1180,553,195,8510,14,12,64,176,394,727,957,600,206,3148,0,0,4,6,10,36,112,284,401,844,25,51,130,231,470,839,1180,684,299,3916,20,20,26,54,162,423,813,752,505,2777
502,9,24,65,168,372,844,1461,1226,368,4536,706,430,381,394,432,388,437,266,75,3506,15,14,22,60,107,348,733,701,206,2205,0,0,0,4,4,16,66,152,115,365,13,40,47,118,330,651,1119,812,210,3347,17,15,36,48,184,588,1199,1083,369,3534,4,6,3,18,34,71,156,218,115,625,18,8,11,25,58,202,468,415,144,1350,267,497,563,577,625,587,544,275,68,4006,8,4,7,24,45,96,227,251,94,751,558,300,230,323,475,631,742,435,151,3844,7198,3861,3190,3292,3311,2985,2150,972,218,27170,851,483,400,428,477,402,400,292,165,3897,9443,5450,4694,5006,5637,6089,6561,4207,1269,48355,9,45,115,309,737,1521,2392,1945,811,7880,543,481,597,682,656,791,805,488,143,5189,9,12,32,81,221,416,624,490,164,2052,0,0,0,0,3,14,71,169,193,462,17,45,66,147,260,556,808,596,205,2708,8,13,15,42,96,295,603,657,376,2100
503,6,35,123,207,435,773,1096,895,384,3958,689,847,1015,929,758,598,464,284,96,5680,30,26,53,88,195,457,761,686,277,2570,0,3,0,0,8,23,92,235,216,570,23,46,72,197,349,529,797,603,224,2836,10,21,40,60,259,657,1180,1048,470,3755,4,17,16,43,52,85,100,172,86,586,19,18,19,35,62,144,267,269,127,959,212,884,1350,1099,919,711,489,257,91,6012,4,9,11,17,49,95,166,258,118,733,574,479,577,608,772,937,893,506,266,5615,12015,8530,11050,9379,7735,5791,3281,1259,314,59353,846,906,1437,1175,1078,890,645,390,208,7572,14284,11477,15208,13236,11731,10213,7961,4491,1705,90297,26,78,192,245,655,1318,1978,1625,1046,7156,477,924,1191,929,882,823,646,372,184,6419,21,23,59,153,386,657,713,547,277,2841,3,0,0,3,3,28,85,274,526,925,29,53,88,118,217,374,562,432,244,2126,15,22,31,36,99,256,512,622,566,2162
504,23,63,214,471,909,1622,2001,1341,454,7088,1820,1283,1392,1448,1145,920,700,382,119,9209,27,27,68,162,282,606,963,774,243,3146,0,0,0,7,21,38,118,267,230,691,40,92,206,529,1033,1720,1906,1139,265,6936,41,44,63,136,505,1216,1789,1394,461,5649,29,19,38,69,111,198,260,262,123,1113,48,24,38,63,179,410,650,534,201,2151,565,1259,1786,1726,1522,1247,734,334,121,9290,7,11,9,36,90,232,323,348,143,1199,1380,829,894,1054,1373,1559,1274,657,271,9294,22226,12139,13519,13098,10183,7457,3939,1501,306,84373,2020,1418,1915,1887,1543,1180,695,353,163,11164,27758,16607,19348,19499,16906,15037,10990,5678,1686,133519,28,109,334,709,1589,2878,3433,2519,1139,12737,1273,1376,2021,1959,1828,1636,1232,681,211,12215,18,19,92,265,586,868,1016,665,248,3785,0,0,5,0,11,29,126,355,518,1050,39,60,208,420,870,1366,1531,1015,379,5890,21,31,50,102,255,582,964,1040,633,3683
505,33,132,395,842,1683,3106,4117,2879,1104,14289,3663,2549,2569,2779,2457,1753,1377,723,227,18090,60,69,128,281,581,1324,2277,1778,619,7128,0,5,5,10,22,75,236,667,599,1624,97,168,339,819,1732,2846,3664,2352,668,12686,87,80,101,307,996,2362,3808,2959,1172,11864,72,43,62,116,174,323,522,521,279,2117,66,43,82,119,294,658,1179,966,373,3783,1186,2422,2893,3034,2846,2244,1460,680,284,17054,9,18,25,76,173,343,663,693,344,2340,2624,1652,1526,1985,2501,2943,2736,1500,704,18169,46488,26334,27210,28125,23522,16149,8917,3261,727,180745,3697,2355,2362,2454,2305,1697,1170,675,337,17059,57200,34785,36302,38967,35973,30049,23279,12245,4126,272924,64,199,592,1312,3191,5614,7592,5758,2848,27171,2478,2633,3503,3754,3367,2905,2559,1401,539,23144,43,76,178,508,1181,1743,2285,1521,629,8165,5,9,3,9,14,79,250,826,1284,2477,78,165,306,687,1302,2192,2989,1996,750,10468,60,55,70,186,510,1169,2034,2123,1416,7623
506,41,132,363,824,1516,2718,3691,2483,898,12660,3090,2354,2471,2376,1897,1569,1263,649,199,15879,46,66,135,257,499,1086,1971,1412,494,5967,3,0,8,10,16,79,252,534,438,1342,97,167,371,1120,2151,3170,3820,2117,566,13576,74,73,121,347,982,2181,3418,2552,991,10735,71,33,71,133,189,307,523,512,225,2058,76,42,70,126,308,717,1125,961,304,3724,1004,2262,3065,2866,2488,2017,1294,601,241,15840,9,8,26,90,176,353,645,609,276,2197,2376,1534,1559,2090,2448,2703,2396,1237,493,16838,43333,25587,28550,27645,19745,13451,7470,2708,611,169101,3677,2735,3266,3001,2488,1866,1166,729,462,19394,53051,33965,38642,38731,31540,26479,20713,10603,3518,257243,50,206,578,1285,2776,5012,6519,4790,2231,23440,2156,2514,3270,3330,2897,2665,2321,1225,392,20771,39,64,156,498,957,1467,1923,1253,462,6822,4,3,5,14,14,51,199,658,846,1796,76,185,379,961,1722,2528,3000,1815,719,11383,42,64,108,204,472,1075,1860,1850,1191,6868
