SA4_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_mo_con_0_14,M_1_mo_con_15_24,M_1_mo_con_25_34,M_1_mo_con_35_44,M_1_mo_con_45_54,M_1_mo_con_55_64,M_1_mo_con_65_74,M_1_mo_con_75_84,M_1_mo_con_85_over,M_1_mo_con_Tot,M_2_mo_con_0_14,M_2_mo_con_15_24,M_2_mo_con_25_34,M_2_mo_con_35_44,M_2_mo_con_45_54,M_2_mo_con_55_64,M_2_mo_con_65_74,M_2_mo_con_75_84,M_2_mo_con_85_over,M_2_mo_con_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_OM_Lterm_Health_Tot_0_14,M_OM_Lterm_Health_Tot_15_24,M_OM_Lterm_Health_Tot_25_34,M_OM_Lterm_Health_Tot_35_44,M_OM_Lterm_Health_Tot_45_54,M_OM_Lterm_Health_Tot_55_64,M_OM_Lterm_Health_Tot_65_74,M_OM_Lterm_Health_Tot_75_84,M_OM_Lterm_Health_Tot_85_ov,M_OM_Lterm_Health_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_mo_con_0_14,F_1_mo_con_15_24,F_1_mo_con_25_34,F_1_mo_con_35_44,F_1_mo_con_45_54,F_1_mo_con_55_64,F_1_mo_con_65_74,F_1_mo_con_75_84,F_1_mo_con_85_over,F_1_mo_con_Tot,F_2_mo_con_0_14,F_2_mo_con_15_24,F_2_mo_con_25_34,F_2_mo_con_35_44,F_2_mo_con_45_54,F_2_mo_con_55_64,F_2_mo_con_65_74,F_2_mo_con_75_84,F_2_mo_con_85_over,F_2_mo_con_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_OM_Lterm_Health_Tot_0_14,F_OM_Lterm_Health_Tot_15_24,F_OM_Lterm_Health_Tot_25_34,F_OM_Lterm_Health_Tot_35_44,F_OM_Lterm_Health_Tot_45_54,F_OM_Lterm_Health_Tot_55_64,F_OM_Lterm_Health_Tot_65_74,F_OM_Lterm_Health_Tot_75_84,F_OM_Lterm_Health_Tot_85_ov,F_OM_Lterm_Health_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_mo_con_0_14,P_1_mo_con_15_24,P_1_mo_con_25_34,P_1_mo_con_35_44,P_1_mo_con_45_54,P_1_mo_con_55_64,P_1_mo_con_65_74,P_1_mo_con_75_84,P_1_mo_con_85_over,P_1_mo_con_Tot,P_2_mo_con_0_14,P_2_mo_con_15_24,P_2_mo_con_25_34,P_2_mo_con_35_44,P_2_mo_con_45_54,P_2_mo_con_55_64,P_2_mo_con_65_74,P_2_mo_con_75_84,P_2_mo_con_85_over,P_2_mo_con_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_OM_Lterm_Health_Tot_0_14,P_OM_Lterm_Health_Tot_15_24,P_OM_Lterm_Health_Tot_25_34,P_OM_Lterm_Health_Tot_35_44,P_OM_Lterm_Health_Tot_45_54,P_OM_Lterm_Health_Tot_55_64,P_OM_Lterm_Health_Tot_65_74,P_OM_Lterm_Health_Tot_75_84,P_OM_Lterm_Health_Tot_85_ov,P_OM_Lterm_Health_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
603,2610,1491,1409,1496,1650,1807,1268,410,59,12205,334,307,345,431,601,955,967,515,84,4534,16,40,64,85,181,351,468,256,59,1511,0,4,4,25,79,183,337,206,61,895,348,351,411,533,861,1485,1770,970,209,6939,341,220,219,222,280,319,284,122,61,2064,3292,2064,2043,2252,2791,3610,3320,1507,329,21211,2581,1105,1284,1431,1512,1670,1136,325,71,11108,265,349,458,568,663,946,874,410,117,4656,21,68,130,181,234,431,440,241,79,1816,0,4,21,36,115,229,284,158,70,919,286,419,612,780,1005,1605,1601,815,267,7395,301,178,201,207,209,299,216,124,54,1787,3175,1703,2092,2415,2722,3575,2955,1259,391,20291,5192,2597,2692,2925,3161,3474,2409,734,127,23317,604,658,802,999,1258,1900,1846,925,204,9199,33,102,190,261,409,782,908,492,138,3327,0,9,26,58,194,409,612,365,126,1811,635,768,1019,1313,1867,3096,3370,1783,474,14336,635,400,417,432,488,617,499,245,119,3850
604,7719,4403,4736,3873,4168,4125,2641,1053,218,32930,1191,1059,1067,1168,1570,2067,2189,1212,327,11849,90,144,205,277,501,825,1059,770,231,4108,4,14,29,78,225,462,753,637,215,2420,1288,1217,1308,1523,2301,3349,4004,2617,777,18379,911,560,570,569,655,628,551,333,129,4917,9921,6187,6612,5955,7126,8100,7197,4004,1127,56228,7620,3847,4268,3816,4151,3990,2630,1150,351,31831,916,1350,1512,1572,1787,2363,2278,1407,547,13729,73,287,442,453,754,1067,1226,813,376,5485,6,21,82,165,386,638,860,634,306,3101,994,1652,2031,2182,2926,4077,4364,2856,1232,22311,903,498,517,493,583,573,549,379,160,4659,9522,6004,6820,6496,7668,8638,7539,4383,1744,58802,15337,8257,9008,7689,8322,8119,5269,2200,574,64764,2109,2404,2579,2735,3358,4429,4468,2617,876,25582,162,434,646,725,1259,1890,2286,1580,604,9593,12,38,114,237,609,1102,1612,1277,520,5524,2282,2870,3340,3703,5226,7425,8369,5473,2005,40695,1822,1061,1092,1059,1243,1194,1093,716,288,9571
697,0,10,28,32,30,19,7,0,0,137,0,4,0,5,6,14,11,4,0,48,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,4,0,7,10,17,16,4,0,57,0,0,25,24,26,23,0,0,0,97,0,12,58,65,70,62,25,4,0,294,0,9,7,7,7,8,3,0,0,43,0,5,3,0,6,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,5,0,0,0,23,0,0,0,3,4,3,0,0,0,15,0,7,13,12,18,11,9,0,0,72,0,17,37,40,41,26,16,0,0,179,0,3,4,5,11,17,12,3,0,58,0,0,0,0,4,6,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,3,4,10,15,23,20,3,0,76,0,0,28,25,30,30,0,0,0,114
701,12256,6881,9863,8036,6295,4582,2626,699,97,51334,1023,870,1288,1430,1704,2101,1880,686,127,11096,52,69,160,220,389,580,763,383,73,2693,0,6,21,54,131,300,473,255,48,1298,1077,945,1470,1708,2222,2980,3116,1326,244,15081,1664,1270,2035,1686,1503,1282,885,260,58,10639,14995,9093,13365,11420,10017,8842,6629,2289,397,77059,12086,5980,10162,8239,6142,4441,2534,638,86,50289,697,1146,1907,1927,1854,2057,1685,646,154,12068,27,159,372,368,507,746,685,343,90,3296,0,18,39,85,169,314,420,242,95,1396,734,1314,2321,2383,2536,3114,2793,1228,339,16756,1606,1019,1653,1384,1212,1114,737,254,72,9049,14419,8308,14133,12003,9886,8667,6060,2121,493,76095,24341,12857,20024,16275,12432,9020,5157,1333,180,101623,1718,2012,3204,3354,3560,4157,3563,1328,277,23161,79,224,533,587,901,1321,1445,728,166,5986,5,21,62,141,303,611,896,501,143,2687,1807,2262,3791,4087,4756,6090,5906,2560,586,31834,3268,2286,3687,3067,2712,2402,1625,511,130,19689
702,9145,5459,6531,5113,3881,3309,1986,420,34,35879,644,581,814,1037,1195,1425,1353,339,40,7425,28,31,86,140,264,456,523,169,20,1721,0,5,12,23,80,210,279,117,27,756,672,622,915,1201,1533,2093,2159,628,83,9905,1314,1019,1748,1448,1354,1280,889,227,20,9300,11131,7102,9190,7761,6767,6678,5037,1273,143,55083,8437,5094,6771,4896,3705,3256,1778,302,37,34281,419,751,1253,1250,1445,1678,1196,280,59,8331,23,91,196,222,420,558,482,144,48,2192,0,7,20,74,133,270,215,108,42,881,440,846,1476,1545,2007,2504,1901,535,150,11404,1165,776,1221,903,926,1056,712,143,21,6913,10041,6721,9463,7341,6634,6808,4393,983,211,52600,17581,10562,13300,10004,7584,6562,3768,725,79,70159,1057,1334,2068,2287,2642,3098,2556,620,103,15762,50,125,280,360,681,1014,1012,318,72,3912,5,17,37,98,211,472,498,227,66,1635,1116,1469,2388,2750,3533,4590,4061,1164,237,21308,2477,1794,2964,2353,2279,2332,1606,370,41,16209
797,0,15,33,53,61,40,8,0,0,219,0,4,4,9,10,16,9,0,0,48,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,3,4,5,15,19,6,0,0,58,0,6,14,40,39,34,7,0,0,140,0,26,51,101,111,97,19,4,0,414,0,4,6,0,6,4,11,0,0,42,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,8,0,0,5,0,0,0,5,0,0,16,0,12,12,3,7,12,21,5,0,65,0,22,42,54,67,51,17,3,0,256,0,9,4,6,10,17,6,0,0,57,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,7,4,10,14,18,14,4,0,69,0,11,15,38,39,36,11,3,0,156
801,35802,22757,29127,24984,18491,12014,6744,2525,584,153016,4135,4804,5870,5942,5839,5666,5011,2813,888,40967,248,619,921,1119,1419,1858,2356,1584,631,10754,11,37,91,192,403,787,1275,1200,554,4555,4395,5459,6881,7254,7660,8310,8644,5603,2067,56277,2411,2451,2636,2004,1674,1236,819,455,211,13902,42600,30668,38646,34238,27823,21556,16210,8589,2860,223190,34471,20056,26891,23730,17259,12016,7605,2933,790,145743,3074,6731,7805,7206,6703,6420,5828,3487,1393,48651,180,1245,1869,1826,2062,2448,2783,2007,1015,15422,10,101,262,413,765,1181,1494,1476,823,6520,3265,8073,9937,9443,9529,10045,10106,6965,3226,70597,2273,2191,2149,1755,1441,1136,960,548,323,12773,40007,30326,38978,34928,28226,23191,18666,10447,4337,229114,70271,42813,56023,48711,35745,24028,14349,5461,1371,298763,7206,11538,13676,13144,12538,12090,10839,6308,2283,89609,429,1856,2786,2945,3482,4302,5142,3592,1640,26177,19,140,357,605,1166,1970,2770,2672,1370,11082,7659,13533,16816,16698,17194,18356,18750,12567,5293,126869,4686,4645,4781,3762,3116,2367,1775,1009,537,26676
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,344,177,226,191,224,260,162,48,14,1642,29,22,24,41,34,70,81,45,3,357,0,0,0,10,20,18,25,11,5,99,0,0,0,0,0,12,21,7,3,46,29,22,27,53,59,104,128,66,12,500,68,63,194,121,103,92,74,34,4,743,434,259,448,365,389,452,361,148,30,2883,301,150,186,214,220,255,151,54,8,1545,19,35,33,44,62,84,70,38,11,393,0,8,5,9,11,24,22,10,5,95,0,0,0,0,6,3,16,11,0,38,19,41,41,48,80,113,107,59,22,530,65,40,67,68,79,75,47,32,4,470,384,231,296,332,379,437,307,142,34,2542,645,328,414,411,450,516,310,98,25,3186,45,54,61,83,96,157,151,77,18,748,0,8,3,16,33,41,55,27,3,190,0,0,0,0,10,14,29,19,6,89,45,62,68,104,140,212,238,127,34,1025,128,101,261,186,180,164,118,65,6,1212
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
