SA4_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_mo_con_0_14,M_1_mo_con_15_24,M_1_mo_con_25_34,M_1_mo_con_35_44,M_1_mo_con_45_54,M_1_mo_con_55_64,M_1_mo_con_65_74,M_1_mo_con_75_84,M_1_mo_con_85_over,M_1_mo_con_Tot,M_2_mo_con_0_14,M_2_mo_con_15_24,M_2_mo_con_25_34,M_2_mo_con_35_44,M_2_mo_con_45_54,M_2_mo_con_55_64,M_2_mo_con_65_74,M_2_mo_con_75_84,M_2_mo_con_85_over,M_2_mo_con_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_OM_Lterm_Health_Tot_0_14,M_OM_Lterm_Health_Tot_15_24,M_OM_Lterm_Health_Tot_25_34,M_OM_Lterm_Health_Tot_35_44,M_OM_Lterm_Health_Tot_45_54,M_OM_Lterm_Health_Tot_55_64,M_OM_Lterm_Health_Tot_65_74,M_OM_Lterm_Health_Tot_75_84,M_OM_Lterm_Health_Tot_85_ov,M_OM_Lterm_Health_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_mo_con_0_14,F_1_mo_con_15_24,F_1_mo_con_25_34,F_1_mo_con_35_44,F_1_mo_con_45_54,F_1_mo_con_55_64,F_1_mo_con_65_74,F_1_mo_con_75_84,F_1_mo_con_85_over,F_1_mo_con_Tot,F_2_mo_con_0_14,F_2_mo_con_15_24,F_2_mo_con_25_34,F_2_mo_con_35_44,F_2_mo_con_45_54,F_2_mo_con_55_64,F_2_mo_con_65_74,F_2_mo_con_75_84,F_2_mo_con_85_over,F_2_mo_con_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_OM_Lterm_Health_Tot_0_14,F_OM_Lterm_Health_Tot_15_24,F_OM_Lterm_Health_Tot_25_34,F_OM_Lterm_Health_Tot_35_44,F_OM_Lterm_Health_Tot_45_54,F_OM_Lterm_Health_Tot_55_64,F_OM_Lterm_Health_Tot_65_74,F_OM_Lterm_Health_Tot_75_84,F_OM_Lterm_Health_Tot_85_ov,F_OM_Lterm_Health_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_mo_con_0_14,P_1_mo_con_15_24,P_1_mo_con_25_34,P_1_mo_con_35_44,P_1_mo_con_45_54,P_1_mo_con_55_64,P_1_mo_con_65_74,P_1_mo_con_75_84,P_1_mo_con_85_over,P_1_mo_con_Tot,P_2_mo_con_0_14,P_2_mo_con_15_24,P_2_mo_con_25_34,P_2_mo_con_35_44,P_2_mo_con_45_54,P_2_mo_con_55_64,P_2_mo_con_65_74,P_2_mo_con_75_84,P_2_mo_con_85_over,P_2_mo_con_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_OM_Lterm_Health_Tot_0_14,P_OM_Lterm_Health_Tot_15_24,P_OM_Lterm_Health_Tot_25_34,P_OM_Lterm_Health_Tot_35_44,P_OM_Lterm_Health_Tot_45_54,P_OM_Lterm_Health_Tot_55_64,P_OM_Lterm_Health_Tot_65_74,P_OM_Lterm_Health_Tot_75_84,P_OM_Lterm_Health_Tot_85_ov,P_OM_Lterm_Health_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
301,19040,11040,8860,10593,10478,8120,4679,1809,379,74999,2151,2076,2108,2756,3352,3761,3844,2128,603,22788,153,226,298,479,771,1328,1783,1259,467,6764,4,22,38,93,294,643,1213,1041,413,3756,2313,2322,2443,3334,4416,5739,6836,4424,1480,33309,1551,975,798,835,1013,815,578,324,173,7048,22904,14339,12103,14758,15908,14668,12091,6557,2033,115358,18412,9128,8575,10922,10855,8382,5255,2069,549,74152,1637,2554,2913,3576,4055,4269,4186,2491,1020,26705,136,411,636,909,1254,1701,2022,1451,726,9246,5,32,89,172,488,905,1346,1156,714,4904,1777,2999,3638,4659,5787,6874,7550,5096,2462,40856,1364,824,739,856,966,827,629,422,300,6925,21548,12951,12956,16441,17606,16083,13434,7589,3313,121929,37454,20170,17436,21512,21338,16501,9932,3878,926,149149,3793,4635,5026,6334,7399,8036,8033,4619,1625,49492,286,634,940,1391,2023,3037,3805,2709,1191,16009,10,50,123,267,783,1550,2554,2196,1131,8664,4087,5321,6089,7992,10206,12613,14389,9516,3943,74167,2913,1801,1532,1691,1973,1637,1202,745,475,13973
302,17737,10138,12366,12188,9288,6268,3303,1389,424,73094,1596,1948,2719,2877,2993,2975,2680,1478,566,19835,74,210,436,504,736,997,1321,927,396,5601,0,13,39,99,236,505,776,809,394,2876,1674,2176,3199,3485,3970,4471,4778,3216,1350,28306,1297,880,1109,997,951,697,509,336,240,7002,20700,13193,16668,16673,14206,11434,8580,4933,2011,108408,16951,8977,12116,11925,9390,6514,3846,1788,637,72146,1196,2728,3763,3475,3328,3286,2963,2088,1019,23841,75,474,813,776,1044,1269,1471,1287,764,7970,5,31,93,165,437,677,948,1013,729,4088,1272,3232,4669,4413,4814,5229,5375,4381,2517,35896,1239,799,1025,961,860,667,552,450,538,7088,19455,13010,17803,17300,15062,12407,9769,6614,3684,115121,34681,19121,24479,24115,18684,12781,7145,3175,1061,145239,2788,4675,6484,6356,6327,6257,5646,3563,1585,43677,145,688,1248,1279,1782,2261,2795,2212,1161,13565,3,42,135,265,672,1180,1718,1820,1126,6958,2941,5406,7864,7902,8775,9693,10156,7593,3862,64204,2538,1680,2132,1953,1812,1363,1052,780,773,14088
303,30336,19738,24296,22033,15480,10207,5502,2124,545,130265,2477,3240,4064,4087,4266,4382,3836,2151,691,29199,132,386,566,650,957,1316,1702,1266,463,7427,8,23,72,122,293,633,981,980,457,3563,2617,3652,4698,4861,5513,6331,6522,4394,1609,40192,1926,1624,1861,1574,1373,1054,711,460,227,10807,34880,25015,30858,28463,22366,17594,12730,6975,2386,181261,29460,17794,23229,22141,15672,10870,6256,2382,794,128589,1784,4464,5159,4806,4863,4638,4346,2654,1193,33905,95,711,1073,1056,1287,1653,1854,1590,894,10209,6,49,129,221,479,779,1046,1157,821,4692,1882,5226,6364,6083,6630,7071,7243,5394,2908,48801,1870,1503,1716,1562,1251,1014,766,528,502,10721,33211,24527,31307,29787,23553,18953,14269,8310,4197,188116,59791,37539,47524,44172,31149,21073,11759,4508,1336,258850,4259,7702,9220,8899,9129,9018,8183,4800,1883,63105,224,1095,1639,1709,2244,2967,3551,2852,1354,17638,14,74,200,341,771,1410,2026,2136,1279,8258,4506,8877,11064,10944,12145,13403,13763,9784,4518,88998,3794,3129,3580,3133,2625,2073,1478,992,728,21525
304,16351,11459,7725,9570,8903,5603,3358,1347,285,64602,1524,2122,1713,2096,2489,2326,2300,1444,435,16449,74,245,239,320,473,605,957,855,347,4123,4,12,33,56,123,247,489,537,238,1737,1602,2389,1990,2467,3080,3170,3753,2833,1019,22310,809,769,535,564,570,455,260,174,119,4249,18766,14612,10249,12602,12552,9230,7375,4355,1418,91158,15446,9598,7479,10205,9420,5937,4003,1655,476,64220,1045,2820,2217,2595,2838,2541,2591,1699,744,19098,73,412,477,559,656,829,1093,860,591,5541,5,25,40,103,211,345,558,605,511,2400,1125,3256,2730,3262,3698,3719,4247,3171,1838,27035,838,622,475,598,595,426,352,224,181,4320,17401,13479,10685,14070,13715,10084,8604,5047,2496,95582,31794,21059,15203,19780,18322,11543,7365,2999,757,128827,2567,4944,3934,4686,5325,4866,4896,3149,1181,35552,142,661,717,879,1126,1434,2055,1710,935,9668,5,40,68,161,332,589,1049,1140,742,4130,2719,5644,4722,5726,6780,6890,8000,6002,2861,49344,1644,1389,1007,1162,1167,882,616,398,296,8569
305,17033,17153,24389,16873,13002,8334,4028,1341,306,102467,1283,3162,4759,3804,3692,3329,2635,1371,427,24454,55,328,708,582,712,926,1091,722,245,5373,4,26,68,156,232,416,547,517,216,2177,1339,3518,5531,4543,4637,4676,4273,2611,892,32009,1271,1708,2970,2033,1795,1259,769,436,190,12422,19648,22382,32885,23453,19432,14266,9063,4391,1385,146903,17027,16774,23024,15929,12891,8236,4300,1543,495,100212,977,5058,6076,4031,3774,3295,2713,1589,724,28240,52,811,1152,797,902,1042,1089,760,432,7036,7,62,140,156,287,413,547,529,327,2475,1038,5928,7374,4988,4965,4750,4355,2871,1489,37757,1164,1941,2736,1741,1474,1142,734,490,313,11733,19224,24650,33138,22658,19332,14119,9386,4902,2294,149697,34065,33924,47409,32803,25891,16565,8325,2885,800,202684,2261,8221,10834,7834,7462,6623,5348,2961,1157,52700,107,1138,1859,1383,1614,1969,2185,1475,677,12414,8,89,209,311,524,827,1092,1049,546,4660,2374,9447,12906,9533,9607,9417,8621,5485,2379,69764,2430,3648,5707,3778,3259,2404,1497,925,502,24157
306,19760,10759,11123,10509,10803,9477,6405,2343,444,81621,1751,1566,1744,2259,3122,4305,4714,2360,603,22422,100,149,234,428,816,1445,2027,1288,370,6852,4,11,28,103,257,752,1231,880,324,3598,1847,1724,2002,2797,4197,6499,7978,4530,1296,32876,2996,2005,2440,2065,2255,2103,2020,945,285,17125,24607,14489,15565,15375,17256,18077,16402,7822,2023,131622,19142,9767,11428,11582,11391,9693,6236,2252,541,82034,1245,1973,2661,2989,3651,4431,4478,2370,773,24570,53,327,493,686,1032,1718,1943,1238,563,8049,3,12,70,153,413,858,1113,808,420,3850,1299,2312,3217,3835,5089,7009,7541,4409,1754,36468,2760,1848,2389,1960,2023,2104,1729,869,367,16064,23205,13932,17033,17377,18508,18810,15510,7533,2659,134563,38897,20519,22552,22095,22194,19168,12641,4591,989,163654,2992,3541,4401,5252,6772,8733,9195,4734,1375,46991,149,478,726,1120,1853,3166,3973,2523,930,14901,9,27,97,258,665,1614,2347,1689,746,7449,3152,4041,5220,6636,9288,13505,15515,8942,3048,69341,5757,3859,4834,4021,4280,4211,3751,1819,647,33183
307,9826,5079,5048,4635,4928,4497,3077,1252,263,38592,1374,1052,1062,1222,1691,2368,2515,1313,382,12974,103,159,169,249,471,865,1166,749,204,4130,3,17,25,78,229,489,835,612,195,2478,1476,1224,1254,1552,2382,3718,4518,2681,779,19589,1485,981,1151,1048,1236,1170,817,472,174,8535,12791,7286,7450,7228,8542,9384,8416,4404,1216,66719,9597,4339,4558,4444,4621,4190,2798,1238,329,36122,1032,1221,1457,1489,1818,2271,2207,1356,506,13351,82,288,372,421,702,973,1200,764,357,5166,0,20,66,149,353,707,802,633,277,3006,1113,1528,1890,2064,2869,3948,4206,2753,1144,21524,1465,828,868,828,899,840,724,478,265,7204,12175,6694,7323,7331,8397,8984,7726,4475,1742,64846,19423,9417,9608,9073,9543,8682,5874,2487,595,74716,2409,2274,2515,2717,3505,4636,4723,2664,890,26327,185,443,542,671,1175,1842,2365,1517,560,9295,4,30,92,230,579,1194,1639,1252,471,5487,2590,2753,3145,3612,5255,7669,8730,5435,1921,41108,2959,1810,2018,1875,2129,2015,1542,958,445,15739
308,19228,10102,10103,9871,9033,7737,4508,1465,301,72340,2371,1891,2128,2383,2884,3884,3545,1636,419,21135,157,242,368,462,826,1430,1782,1047,303,6615,12,26,59,135,334,795,1234,883,301,3774,2542,2153,2549,2984,4047,6106,6566,3558,1022,31523,2588,1803,2394,2513,2453,2196,1388,601,189,16118,24359,14056,15041,15363,15529,16031,12459,5624,1513,119984,18792,8733,9470,9301,8324,7126,3927,1443,359,67474,1858,2488,3120,2944,3212,3835,3452,1828,644,23376,119,482,711,908,1225,1691,1718,1163,471,8484,7,42,115,284,592,1099,1147,906,436,4633,1975,3007,3947,4138,5030,6630,6317,3886,1551,36488,2452,1381,1453,1508,1479,1480,1080,580,276,11691,23222,13120,14871,14951,14838,15235,11325,5908,2193,115656,38020,18833,19571,19172,17356,14857,8434,2910,659,139818,4228,4372,5244,5324,6099,7719,7000,3455,1060,44509,271,720,1076,1373,2050,3118,3501,2201,776,15094,21,66,175,427,924,1896,2378,1788,737,8407,4517,5163,6500,7117,9077,12734,12878,7444,2575,68011,5038,3182,3845,4016,3942,3676,2467,1175,471,27808
309,47197,29257,31200,29694,27286,20048,12827,5495,1171,204177,5411,5048,5720,6648,7823,8708,9275,5507,1538,55669,360,533,772,1108,1733,2799,3955,3225,1016,15507,23,42,101,249,550,1235,2481,2448,992,8121,5790,5616,6591,8000,10110,12750,15712,11173,3550,79293,5217,3582,4215,3701,3755,3017,2448,1558,620,28117,58205,38454,42003,41395,41150,35808,30985,18231,5341,311583,45764,27393,31826,31269,28670,21785,14516,5826,1511,208557,4160,6795,7847,8014,9059,9842,10214,6355,2305,64594,265,1096,1554,1798,2551,3446,4583,3445,1623,20366,11,74,173,431,911,1676,2592,2522,1549,9944,4438,7959,9576,10247,12532,14959,17387,12332,5474,94900,4731,3584,4237,3881,3643,3244,2623,1746,1054,28749,54942,38939,45626,45397,44847,39981,34523,19902,8044,332205,92969,56653,63027,60960,55950,41824,27341,11318,2687,412733,9570,11839,13564,14660,16883,18548,19482,11866,3849,120263,631,1623,2324,2914,4291,6244,8541,6675,2637,35873,31,114,270,682,1469,2908,5069,4969,2536,18063,10228,13577,16162,18254,22642,27709,33094,23505,9021,174197,9949,7170,8445,7578,7403,6260,5073,3305,1679,56859
310,33015,17400,17395,16201,13089,9013,4674,1632,397,112817,4396,3641,4262,4466,4747,5180,4103,2069,510,33386,386,579,796,1030,1455,2165,2167,1335,385,10297,25,59,136,267,591,1280,1710,1229,366,5664,4804,4283,5198,5771,6798,8622,7982,4636,1265,49352,3893,2727,3631,3135,2293,1562,927,509,205,18886,41717,24407,26220,25103,22185,19193,13583,6777,1864,181057,31702,15507,17351,15987,12679,8743,4802,1766,511,109047,3406,4650,5906,5539,5520,5463,4332,2504,828,38147,278,1021,1664,1723,2161,2550,2457,1509,612,13980,24,106,294,565,1193,1794,1888,1410,596,7859,3710,5773,7856,7828,8877,9807,8674,5421,2039,59982,3638,2161,2280,2056,1664,1305,864,629,351,14953,39048,23443,27489,25875,23221,19853,14345,7812,2898,183984,64720,32906,34744,32191,25769,17757,9479,3398,904,221865,7801,8286,10169,10006,10265,10644,8440,4573,1341,71535,664,1600,2459,2756,3622,4712,4622,2844,1000,24275,47,166,426,830,1781,3077,3593,2638,960,13524,8518,10058,13054,13600,15675,18423,16656,10053,3298,109329,7534,4884,5910,5194,3965,2868,1798,1143,557,33841
311,31724,17671,17356,15780,12933,8869,4832,1696,306,111172,4380,3528,3984,4246,4603,4833,4319,2154,437,32479,335,480,734,878,1350,1842,2286,1369,361,9636,16,56,114,252,540,1108,1697,1316,393,5494,4738,4065,4829,5378,6487,7784,8298,4834,1191,47609,4461,2566,2511,2371,2030,1494,949,519,212,17110,40922,24302,24705,23519,21458,18146,14077,7054,1709,175891,31502,15362,16743,15352,12225,8766,5232,1733,430,107351,3221,4356,5266,5210,5395,5276,4677,2366,717,36488,275,906,1453,1559,2053,2416,2562,1475,572,13264,12,92,270,484,1063,1582,2017,1463,625,7611,3511,5350,6987,7251,8511,9272,9258,5299,1922,57360,4137,2349,2473,2271,1883,1318,995,655,398,16478,39150,23060,26200,24878,22622,19358,15484,7695,2741,181187,63230,33031,34105,31131,25158,17637,10066,3434,736,218525,7606,7886,9252,9454,9993,10108,8996,4514,1151,68970,607,1387,2181,2441,3400,4258,4851,2838,933,22895,30,148,381,738,1608,2683,3711,2780,1018,13108,8247,9419,11817,12626,15003,17056,17561,10142,3108,104970,8594,4917,4986,4640,3917,2810,1943,1176,604,33585
312,14751,7819,8841,8627,8059,6860,3711,1239,231,60135,1560,1255,1598,1889,2335,3080,2898,1277,296,16185,93,116,231,300,527,1062,1280,747,191,4550,9,15,34,67,200,477,815,613,211,2438,1658,1389,1865,2249,3061,4611,4991,2638,699,23169,2097,1891,3431,3409,3508,2972,1405,569,146,19436,18509,11095,14141,14289,14632,14445,10109,4445,1072,102738,14063,6881,8481,7836,7114,6037,3429,1161,289,55285,1209,1707,2230,2335,2403,2908,2614,1281,486,17179,79,304,475,547,817,1169,1194,731,312,5626,6,23,69,144,336,655,746,612,317,2907,1292,2031,2776,3032,3557,4730,4562,2623,1111,25709,1967,1517,1982,1658,1614,1565,994,507,172,11968,17318,10430,13232,12523,12282,12337,8976,4289,1573,92963,28815,14702,17319,16463,15171,12896,7138,2398,520,115420,2773,2963,3824,4219,4742,5989,5510,2558,778,33355,170,421,705,849,1342,2229,2475,1478,501,10176,12,38,104,213,534,1126,1558,1224,526,5346,2949,3422,4642,5279,6620,9340,9548,5263,1809,48875,4064,3405,5410,5065,5123,4544,2401,1083,318,31400
313,18811,10785,9559,9187,9423,7399,5190,2137,460,72948,3022,2555,2518,2892,3576,4146,4590,2722,716,26736,292,362,530,680,1086,1746,2594,1781,531,9588,16,44,91,201,472,1051,1960,1650,512,5998,3332,2960,3134,3771,5134,6940,9138,6158,1764,42326,2407,1739,1902,1719,1526,1133,888,563,220,12082,24540,15478,14589,14678,16080,15471,15219,8857,2444,127358,18644,9329,9195,9459,9371,7905,5827,2346,573,72646,2333,3203,3549,3770,4242,4699,5340,3153,1139,31422,221,662,1036,1252,1645,2267,2942,1900,776,12700,17,64,233,460,936,1555,2100,1658,727,7742,2571,3929,4812,5476,6817,8519,10385,6710,2640,51866,2220,1342,1287,1296,1290,1056,983,631,402,10513,23436,14604,15297,16235,17482,17483,17195,9693,3618,135029,37458,20113,18749,18644,18795,15306,11015,4485,1033,145595,5353,5758,6065,6654,7810,8841,9931,5876,1858,58152,506,1024,1562,1931,2735,4013,5534,3681,1308,22293,33,112,323,659,1409,2606,4061,3301,1243,13747,5899,6889,7949,9242,11955,15464,19524,12867,4405,94191,4625,3080,3190,3021,2810,2185,1868,1197,619,22598
314,20557,10483,9898,10589,9399,5776,2938,1049,182,70865,2362,2225,2440,2997,3107,2839,2488,1252,262,19966,188,264,490,586,833,1016,1261,785,201,5624,10,15,48,138,244,490,814,645,189,2595,2553,2506,2970,3727,4181,4351,4558,2685,649,28182,1555,932,892,845,850,503,345,169,83,6170,24664,13925,13761,15161,14429,10630,7839,3904,913,105226,19231,9067,9610,10873,9276,5840,3209,1184,273,68560,1824,2994,3541,3704,3699,3287,2882,1401,459,23795,157,533,876,949,1239,1287,1361,880,328,7611,14,31,125,237,482,687,929,744,374,3613,1986,3563,4545,4886,5418,5262,5165,3030,1161,35022,1484,852,874,899,818,522,394,258,172,6263,22705,13479,15026,16663,15513,11623,8772,4470,1601,109850,39788,19555,19503,21462,18677,11619,6142,2234,451,139432,4183,5219,5986,6704,6804,6122,5367,2655,721,43761,340,796,1362,1538,2069,2305,2624,1670,528,13235,12,51,175,371,724,1181,1738,1395,564,6215,4540,6062,7517,8616,9600,9607,9726,5719,1813,63209,3035,1787,1768,1741,1662,1028,741,428,252,12439
315,7414,4158,4892,3924,3794,3573,2425,619,82,30886,589,460,657,723,1018,1566,1644,649,113,7417,30,28,61,122,224,511,705,314,56,2061,3,6,16,24,73,234,394,214,49,1008,621,490,737,867,1319,2307,2747,1178,221,10489,1339,1093,1763,1490,1503,1382,1093,359,51,10080,9374,5742,7396,6279,6617,7263,6262,2160,359,51448,7161,3747,4543,3563,3208,3179,1918,509,86,27921,391,626,878,872,1142,1591,1359,482,139,7473,16,81,169,200,316,569,575,237,77,2243,0,10,21,55,112,301,303,196,56,1060,405,713,1065,1126,1574,2458,2242,908,275,10773,1211,726,936,748,800,1037,761,235,71,6515,8781,5183,6543,5435,5579,6678,4922,1648,434,45213,14578,7907,9438,7485,7006,6751,4348,1125,166,58801,980,1080,1530,1597,2161,3152,3003,1131,248,14892,45,110,233,317,539,1082,1287,548,136,4301,4,11,40,81,187,532,692,406,111,2070,1026,1204,1805,1997,2890,4768,4987,2092,497,21260,2549,1819,2696,2238,2304,2422,1851,597,123,16593
316,28735,15964,14699,15801,16657,13782,10298,4223,928,121081,3150,2999,3041,3853,4739,6106,7398,4743,1335,37357,204,298,423,693,1115,2005,3249,2679,906,11578,7,24,54,153,382,1016,1827,1952,833,6255,3360,3322,3526,4697,6233,9130,12484,9375,3073,55189,3043,1986,1800,1977,2138,1880,1632,1092,503,16048,35131,21272,20017,22471,25032,24797,24408,14693,4507,192317,27872,14820,15007,17224,18002,15915,11384,4705,1095,126033,2364,3982,4284,4970,5844,7244,8313,5240,1888,44129,172,620,834,1211,1834,2589,3572,2790,1366,14986,13,43,113,297,647,1363,1970,1951,1223,7617,2550,4646,5229,6483,8326,11203,13848,9980,4474,66738,2755,1843,1834,2063,2158,2156,1812,1290,820,16732,33180,21314,22080,25764,28490,29278,27042,15974,6390,209504,56604,30791,29703,33023,34663,29701,21682,8929,2025,247118,5514,6983,7326,8823,10581,13350,15715,9986,3224,81488,375,917,1260,1907,2954,4602,6823,5473,2272,26568,21,62,170,448,1028,2382,3797,3904,2049,13868,5907,7966,8755,11177,14561,20337,26330,19351,7547,121928,5796,3831,3634,4034,4292,4037,3439,2379,1324,32781
317,13088,7805,7532,6257,5440,4271,2633,1132,292,48460,1821,1688,1693,1759,2017,2295,2244,1345,418,15275,148,242,308,358,570,865,1169,883,268,4809,4,18,47,111,217,492,801,727,293,2709,1967,1942,2051,2218,2806,3650,4214,2953,987,22792,1246,945,853,763,775,694,524,345,143,6280,16296,10700,10434,9237,9018,8619,7378,4436,1419,77533,12925,7172,7293,6406,5713,4519,3034,1377,464,48902,1390,2214,2381,2233,2424,2596,2610,1753,767,18363,108,459,625,660,851,1132,1323,1096,540,6786,12,36,103,214,420,725,933,842,505,3786,1509,2707,3104,3109,3697,4451,4866,3683,1816,28943,1191,905,760,746,737,679,533,373,193,6129,15627,10786,11158,10258,10149,9657,8437,5440,2469,83969,26015,14986,14823,12663,11156,8794,5672,2511,751,97363,3211,3899,4075,3987,4445,4893,4852,3095,1184,33641,257,697,932,1015,1423,1995,2495,1981,813,11594,17,51,151,319,636,1220,1741,1568,798,6494,3477,4646,5155,5327,6502,8107,9081,6641,2799,51732,2438,1855,1614,1503,1510,1378,1062,716,336,12405
318,18536,11901,11034,8999,8609,7076,4412,1548,309,72423,2098,2020,2295,2424,2918,3701,3568,1782,435,21245,143,227,392,494,879,1403,1792,1106,302,6738,4,13,58,120,323,779,1288,945,288,3826,2252,2264,2754,3037,4121,5884,6645,3833,1023,31809,2430,2416,2223,1835,1735,1462,1103,583,176,13953,23216,16581,16005,13872,14462,14427,12158,5961,1504,118186,17527,10797,10287,9455,8690,7009,4431,1590,454,70243,1583,2912,3216,3141,3502,4034,3679,1922,740,24720,80,473,739,881,1208,1657,1741,1210,501,8495,7,42,94,255,558,1025,1242,991,517,4725,1670,3432,4048,4276,5259,6717,6660,4130,1757,37941,2311,1636,1650,1556,1467,1223,992,554,274,11666,21502,15862,15983,15287,15423,14948,12087,6274,2486,119853,36060,22698,21323,18456,17299,14087,8848,3135,765,142671,3681,4933,5514,5566,6420,7735,7240,3707,1170,45966,226,706,1129,1367,2084,3058,3533,2319,808,15233,17,59,157,373,882,1810,2527,1934,798,8555,3921,5692,6799,7311,9383,12600,13302,7958,2775,69749,4737,4053,3868,3394,3205,2686,2096,1135,447,25618
319,19791,10991,9428,8826,10005,10157,8549,3641,713,82101,2857,2542,2457,2947,3996,5863,7592,4149,981,33388,265,351,483,683,1305,2608,4089,2740,691,13212,25,42,83,215,618,1733,3040,2497,732,8981,3148,2938,3026,3850,5920,10195,14725,9384,2406,55583,2801,1860,1725,1668,1944,2027,1912,1181,358,15477,25739,15788,14179,14333,17868,22382,25186,14205,3476,153159,18903,9504,9100,9480,10365,11070,8642,3360,865,81285,2207,3101,3305,3651,4645,6489,7656,4424,1388,36869,219,659,900,1203,1846,3125,4124,2599,1048,15717,16,54,181,417,1065,2197,2972,2253,1013,10159,2438,3816,4389,5273,7549,11812,14746,9274,3455,62748,2655,1494,1372,1411,1734,1884,1916,1225,496,14184,23997,14816,14853,16155,19642,24772,25300,13860,4812,158213,38695,20497,18526,18300,20371,21227,17188,7001,1578,163380,5065,5643,5761,6597,8639,12349,15248,8576,2370,70250,479,1012,1385,1885,3148,5732,8212,5337,1744,28938,37,97,265,633,1678,3929,6010,4743,1749,19147,5583,6756,7413,9115,13468,22009,29473,18656,5860,118330,5452,3357,3095,3077,3674,3915,3824,2410,857,29664
397,0,5,19,25,24,6,3,0,0,89,0,0,5,0,6,3,4,0,0,21,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,5,10,6,3,5,0,0,26,0,4,42,72,44,16,12,0,0,194,6,17,69,102,77,26,14,0,0,306,0,0,4,3,3,4,0,0,0,21,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,6,12,3,0,0,0,0,0,29,0,13,23,7,3,5,0,0,0,53,0,12,27,24,28,7,3,0,0,103,0,0,6,4,6,4,4,0,0,24,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,6,14,6,7,5,0,0,32,0,13,60,75,43,16,12,0,0,220
