SA4_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85_yr_over_Married,M_85_yr_over_Separated,M_85_yr_over_Divorced,M_85_yr_over_Widowed,M_85_yr_over_Never_married,M_85_yr_over_Tot,M_OS_visitors_Married,M_OS_visitors_Separated,M_OS_visitors_Divorced,M_OS_visitors_Widowed,M_OS_visitors_Never_married,M_OS_visitors_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85_yr_over_Married,F_85_yr_over_Separated,F_85_yr_over_Divorced,F_85_yr_over_Widowed,F_85_yr_over_Never_married,F_85_yr_over_Tot,F_OS_visitors_Married,F_OS_visitors_Separated,F_OS_visitors_Divorced,F_OS_visitors_Widowed,F_OS_visitors_Never_married,F_OS_visitors_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85_yr_over_Married,P_85_yr_over_Separated,P_85_yr_over_Divorced,P_85_yr_over_Widowed,P_85_yr_over_Never_married,P_85_yr_over_Tot,P_OS_vis_Married,P_OS_vis_Separated,P_OS_vis_Divorced,P_OS_vis_Widowed,P_OS_vis_Never_married,P_OS_vis_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
111,15,0,3,3,11371,11388,203,0,3,14,12910,13136,6542,355,325,11,18256,25489,13209,923,1460,60,7926,23583,13177,1311,2886,152,5844,23366,13286,1060,3588,439,4122,22490,12799,713,3120,890,1734,19257,7884,313,1277,1445,513,11433,2171,55,247,1385,116,3973,91,8,7,5,65,174,69379,4730,12911,4402,62867,154293,13,0,0,0,10908,10921,372,18,11,3,12412,12815,8761,579,556,37,16145,26081,13990,1305,2099,145,7146,24679,13781,1508,4016,414,4820,24544,13605,1237,5173,1282,2916,24207,12006,711,4304,3073,1231,21321,6178,238,1910,4920,458,13699,1166,46,448,5015,202,6874,81,0,21,28,66,192,69940,5647,18536,14911,56311,165341,24,6,0,5,22283,22313,578,23,15,19,25322,25956,15301,937,877,48,34399,51571,27198,2232,3554,198,15081,48264,26959,2817,6902,561,10672,47914,26891,2291,8762,1715,7037,46698,24807,1428,7422,3960,2962,40579,14059,547,3186,6365,974,25134,3342,97,691,6398,324,10845,171,7,23,33,130,364,139318,10378,31443,19314,119181,319641
112,3,0,3,4,7070,7076,77,4,5,7,5643,5737,2769,164,170,11,9288,12392,6873,471,754,38,6081,14213,7976,823,1914,83,5006,15798,9441,933,3289,306,4047,18018,10418,831,3393,750,2034,17424,6098,259,1346,1043,472,9222,1782,56,224,1026,139,3234,76,7,22,9,139,248,45515,3547,11120,3263,39917,103370,3,0,0,0,6716,6718,169,11,3,0,5493,5685,3911,304,277,13,9262,13768,7950,775,1257,93,5809,15886,8650,1097,2828,322,4541,17437,9910,1068,4447,917,3263,19609,9651,711,4209,2193,1392,18152,4700,176,1543,3557,372,10352,989,38,372,3562,150,5112,64,4,27,13,119,233,45992,4189,14968,10682,37116,112948,9,0,5,7,13782,13792,256,18,6,11,11141,11422,6682,465,445,21,18550,26160,14820,1252,2012,128,11895,30106,16623,1926,4748,405,9540,33236,19351,1998,7737,1222,7315,37621,20067,1542,7602,2942,3427,35572,10804,435,2888,4596,851,19572,2773,96,599,4593,280,8343,138,12,49,24,257,474,91509,7743,26090,13944,77032,216312
113,17,0,0,0,5617,5636,142,17,5,3,5181,5349,3488,177,137,8,7029,10833,5704,390,468,19,3071,9648,5856,552,1027,76,2251,9765,6427,544,1427,176,1635,10207,5595,379,1185,400,740,8298,3203,139,470,596,262,4664,884,24,67,523,80,1584,147,5,4,4,107,273,31467,2221,4790,1810,25964,66251,8,4,0,0,5197,5209,255,30,4,5,4849,5134,4100,266,203,20,5941,10532,5823,541,600,75,2611,9656,5890,611,1363,237,1729,9828,6387,570,1700,575,1087,10327,5004,314,1302,1293,466,8377,2471,91,439,2086,164,5247,451,18,109,2007,55,2630,33,0,8,20,42,100,30411,2444,5731,6310,22144,67053,22,4,5,4,10814,10841,395,45,5,5,10026,10484,7591,441,336,29,12971,21364,11531,926,1071,92,5681,19302,11738,1168,2391,311,3977,19588,12812,1110,3130,754,2721,20534,10598,692,2490,1691,1206,16675,5675,230,913,2682,425,9920,1332,44,179,2529,131,4216,180,11,11,19,154,376,61878,4674,10524,8123,48109,133301
114,7,0,0,0,4411,4413,77,0,6,0,3617,3712,2345,129,97,4,5353,7929,4581,328,448,15,2800,8161,5192,486,1152,54,2345,9244,6705,498,1809,211,1867,11097,8013,464,1830,525,912,11751,5047,239,793,825,303,7212,1256,33,123,664,73,2155,41,0,9,7,26,78,33271,2190,6265,2303,21716,65747,4,0,0,3,4105,4112,123,7,0,3,3264,3393,3038,237,180,21,4482,7959,4906,428,694,46,2412,8491,5609,624,1621,201,1901,9950,7175,605,2405,557,1473,12218,7790,397,2239,1585,793,12803,3805,139,969,2495,284,7696,579,20,217,2179,90,3084,31,6,6,14,22,78,33060,2459,8331,7103,18826,69788,5,0,7,3,8512,8527,195,7,6,4,6883,7105,5381,370,279,23,9832,15889,9487,754,1142,59,5208,16650,10801,1117,2774,256,4249,19194,13892,1103,4209,773,3339,23314,15801,863,4067,2109,1708,24551,8856,377,1765,3319,593,14908,1838,56,343,2843,167,5238,73,7,14,14,51,164,66333,4650,14602,9409,40547,135539
115,9,0,0,0,9476,9488,91,4,0,0,8086,8180,4483,104,128,9,7885,12601,14958,389,646,22,2639,18656,14744,584,1212,79,1690,18309,12363,386,1294,161,947,15147,9633,313,918,350,428,11636,5010,120,363,624,159,6278,1206,27,77,639,47,1994,166,3,13,5,57,249,62654,1922,4650,1896,31406,102538,6,0,5,0,8730,8738,204,5,3,0,7208,7422,6517,191,238,14,6302,13262,16594,569,1040,59,2217,20478,15068,736,1912,201,1441,19361,12018,470,1895,598,843,15821,8723,293,1526,1590,398,12529,3536,108,645,2364,187,6844,624,17,149,2172,74,3031,173,9,23,70,47,319,63466,2402,7430,7063,27443,107799,22,0,4,0,18206,18231,294,11,5,0,15295,15606,11000,298,356,23,14184,25865,31547,961,1681,85,4858,39130,29814,1320,3123,273,3132,37666,24376,853,3189,763,1788,30967,18353,605,2443,1939,825,24163,8548,227,1010,2993,348,13122,1823,43,228,2812,119,5025,336,16,37,79,101,562,126115,4327,12079,8962,58850,210335
116,20,3,0,3,12661,12687,402,24,7,4,13497,13937,11471,441,452,21,16771,29153,25652,972,1248,46,6358,34273,16879,1134,1915,161,3984,24077,12948,946,2041,313,2435,18685,9286,617,1503,670,763,12836,4088,218,531,819,202,5849,843,29,94,568,55,1585,241,18,11,15,61,336,81827,4396,7797,2616,56783,153421,15,6,0,5,11741,11773,1014,70,26,6,11549,12659,16489,692,617,42,13097,30936,25331,1340,1828,165,5285,33939,15575,1409,2959,490,3381,23818,11938,1092,3041,1468,1845,19385,7973,636,2178,2907,643,14331,2529,158,857,2999,186,6732,381,23,192,2160,69,2825,271,15,20,151,68,520,81517,5439,11720,10390,47853,156916,39,14,0,4,24402,24464,1419,92,33,10,25046,26599,27963,1139,1068,66,29865,60088,50981,2306,3078,206,11640,68212,32456,2541,4877,652,7369,47892,24885,2033,5083,1783,4276,38072,17252,1253,3674,3578,1404,27167,6614,381,1378,3822,386,12578,1225,47,292,2723,119,4412,508,29,34,161,127,860,163345,9837,19517,13006,104637,310340
117,9,0,0,0,5041,5050,222,11,8,16,15404,15660,8212,365,696,21,40313,49601,12898,820,1906,46,16677,32351,8660,876,2357,93,9129,21120,6754,720,2550,205,5658,15885,4865,508,1823,363,2613,10185,2794,204,799,451,925,5165,878,35,123,383,202,1622,538,17,62,8,634,1266,45822,3561,10329,1593,96599,157905,7,0,0,3,5089,5099,369,40,21,8,15416,15858,9737,500,938,29,35881,47083,11902,884,2127,80,12545,27536,7886,846,2666,249,6013,17654,6033,679,3007,658,3341,13720,4264,453,2350,1431,1575,10069,1957,146,1005,1976,512,5599,373,32,236,1527,158,2319,423,24,76,52,484,1053,42949,3609,12424,6014,81001,145996,15,0,5,5,10129,10143,596,51,29,23,30818,31520,17939,867,1635,54,76192,96687,24801,1705,4032,125,29221,59889,16538,1722,5028,341,15144,38779,12785,1405,5555,864,8999,29606,9131,962,4176,1796,4190,20254,4752,353,1801,2431,1434,10766,1253,60,360,1906,355,3945,965,46,136,58,1115,2323,88772,7169,22756,7604,177604,303905
118,5,0,5,0,6238,6244,64,4,4,0,7365,7433,3480,127,212,10,19383,23207,9765,421,993,27,8048,19254,9859,578,1558,69,4207,16270,7801,470,1776,141,2748,12939,6158,353,1406,307,1529,9761,4010,168,701,548,693,6119,1417,33,167,639,223,2474,175,17,33,7,273,507,42735,2176,6848,1748,50704,104213,0,0,0,3,5835,5845,115,10,0,0,7905,8033,4844,207,354,23,20681,26110,10737,568,1309,49,7489,20161,9888,801,2278,167,4072,17203,7475,550,2426,546,2537,13531,5728,373,2261,1328,1445,11143,3070,160,1218,2499,655,7608,605,30,307,2683,314,3937,164,13,34,40,249,499,42627,2708,10206,7334,51187,114061,9,0,0,3,12071,12089,172,14,11,4,15272,15469,8324,334,568,26,40068,49315,20497,991,2301,79,15543,39416,19743,1381,3843,231,8278,33474,15276,1017,4201,685,5284,26465,11891,733,3674,1639,2978,20901,7080,329,1926,3048,1348,13728,2028,63,468,3318,530,6414,341,27,70,45,520,1006,85361,4882,17055,9081,101895,218273
119,29,5,6,13,17434,17480,1026,73,34,8,21136,22269,17689,726,1017,25,29312,48770,27924,1464,2279,48,10246,41967,23919,1701,3699,191,6360,35873,22383,1707,4541,395,4488,33512,16761,1173,3142,925,2185,24193,10080,492,1214,1512,850,14149,3624,86,288,1691,220,5918,318,25,42,11,208,596,123749,7460,16265,4825,92436,244738,70,6,0,8,16023,16110,2558,143,114,9,17395,20215,22808,1280,1513,60,21493,47150,28063,2077,3502,197,8226,42063,24055,2302,5732,696,5448,38231,20982,1882,6515,2013,3578,34976,14843,1045,4215,4172,1844,26123,7052,323,1649,6553,675,16253,1645,63,451,6332,252,8748,318,14,54,121,157,660,122394,9134,23754,20168,75088,250532,96,10,11,14,33455,33586,3583,213,147,17,38535,42486,40498,2002,2534,84,50802,95919,55984,3545,5780,249,18477,84032,47977,3998,9435,885,11804,74105,43368,3589,11056,2412,8066,68494,31612,2216,7358,5099,4023,50311,17138,823,2862,8064,1524,30405,5263,151,749,8028,473,14668,629,40,97,137,358,1263,246145,16587,40019,24995,167522,495267
120,6,4,3,0,6803,6815,435,47,27,5,10964,11478,8110,269,456,22,19361,28220,14114,558,1151,35,7048,22902,11663,774,1771,67,4225,18495,10111,594,2096,191,2866,15860,7537,373,1646,400,1500,11448,4463,186,658,570,665,6538,1648,50,107,718,182,2713,169,3,22,11,160,365,58254,2858,7930,2013,53772,124827,5,0,5,0,6604,6616,865,60,42,0,9710,10677,10251,400,609,17,17190,28468,14214,757,1680,73,6604,23329,12146,1006,2777,215,4474,20621,9797,777,3231,686,2985,17472,7061,440,2431,1826,1629,13388,3257,159,976,2861,655,7911,739,37,274,2975,290,4314,195,14,35,30,116,390,58524,3658,12062,8687,50260,133188,7,7,3,0,13408,13431,1296,108,70,5,20668,22148,18363,676,1070,36,36544,56691,28320,1310,2834,109,13654,46231,23806,1777,4546,284,8697,39114,19907,1370,5330,877,5849,33332,14600,816,4076,2224,3132,24840,7721,344,1625,3437,1323,14448,2390,88,379,3696,472,7025,363,19,61,44,273,758,116779,6511,19989,10701,104028,258015
121,9,0,0,0,12298,12312,157,12,0,3,11045,11220,7246,188,263,3,17022,24723,21970,656,1270,40,7293,31231,20979,940,2165,95,4196,28377,16733,806,2519,217,2685,22956,13200,442,1865,534,1379,17423,8290,205,899,920,615,10932,2615,55,199,1153,167,4187,456,15,21,3,155,660,91661,3315,9201,2978,56858,164014,6,0,3,5,11545,11556,297,13,9,3,10481,10812,9999,308,557,21,16481,27367,24275,1005,2122,115,7393,34905,21773,1279,3615,332,4562,31561,16452,868,4114,869,2700,24998,12600,508,3390,2365,1633,20501,6303,192,1774,4032,772,13075,1349,42,464,4454,413,6727,399,12,42,80,179,716,93450,4237,16095,12277,56168,182221,15,0,3,4,23839,23868,456,26,7,11,21526,22030,17246,495,819,25,33502,52086,46243,1665,3392,150,14686,66131,42751,2217,5775,426,8761,59939,33181,1673,6635,1091,5384,47956,25796,951,5259,2901,3015,37923,14592,399,2673,4954,1391,24010,3965,98,665,5607,575,10911,860,30,66,87,333,1379,185112,7553,25295,15256,113027,346233
122,0,0,0,0,8426,8430,89,3,6,5,6996,7099,3239,67,137,10,10442,13890,10795,376,765,15,4829,16786,13379,731,1713,80,3232,19137,10939,536,2105,190,2034,15809,8053,325,1446,394,990,11208,5476,171,733,710,347,7430,1630,28,167,836,81,2741,103,6,22,7,94,234,53703,2253,7097,2239,37474,102773,0,0,3,0,7729,7735,184,10,6,3,6332,6537,4705,158,239,12,9617,14730,12158,533,1098,53,4554,18393,13813,872,2566,216,2955,20416,10395,604,2892,595,1708,16189,7541,326,2363,1437,809,12478,4264,140,1296,2856,303,8856,819,23,351,3150,146,4488,99,7,20,15,106,249,53977,2674,10825,8333,34260,110075,5,3,3,0,16151,16161,272,11,16,10,13336,13639,7936,228,376,20,20058,28623,22953,912,1863,69,9386,35179,27195,1610,4278,290,6190,39562,21337,1142,4993,787,3742,31995,15596,651,3813,1836,1797,23681,9734,315,2022,3560,650,16289,2450,46,522,3979,230,7227,200,19,41,25,197,483,107682,4931,17924,10573,71730,212842
123,7,0,0,0,9898,9911,205,16,4,0,9219,9445,7078,347,282,14,11837,19557,14149,858,958,28,5173,21171,11949,965,1758,101,3263,18038,10496,798,2004,282,1768,15352,8381,582,1411,614,628,11614,3732,195,517,736,214,5392,714,34,88,414,61,1303,114,11,13,16,58,202,56821,3810,7035,2211,42102,111987,20,0,0,3,9367,9387,488,39,8,0,8460,8992,10222,648,498,16,10197,21584,14616,1220,1527,127,4600,22092,11488,1221,2598,358,2862,18520,10236,993,2991,1008,1445,16676,7149,572,2262,2094,577,12655,2584,125,838,2377,168,6088,365,22,159,1735,70,2361,109,4,11,52,50,224,57279,4844,10892,7774,37790,118579,20,0,0,8,19263,19297,693,52,20,3,17674,18437,17301,996,778,32,22027,41142,28770,2083,2488,152,9770,43262,23438,2186,4358,461,6120,36557,20732,1794,4989,1289,3214,32024,15527,1151,3672,2712,1201,24270,6314,327,1354,3109,381,11481,1075,58,248,2153,133,3666,225,11,21,71,103,430,114104,8658,17926,9983,79899,230569
124,10,5,3,4,10530,10554,247,12,12,4,10285,10562,7222,386,326,8,14264,22210,13361,936,1216,38,6789,22341,12382,1095,2327,123,4729,20653,11633,953,2752,328,2885,18546,9995,643,2110,724,1249,14731,4736,242,804,894,376,7047,1038,48,143,548,82,1860,109,8,15,5,48,191,60725,4329,9707,2689,51231,128684,8,0,4,3,9873,9890,493,39,15,3,9392,9934,9608,652,581,43,12696,23583,14005,1272,1855,112,6074,23316,12528,1371,3384,397,3949,21640,11567,1069,3986,1153,2307,20075,8859,669,3292,2387,1015,16218,3354,181,1316,3135,343,8333,503,32,308,2412,146,3395,86,6,16,46,41,196,61003,5292,14758,9684,45842,136574,20,3,9,9,20404,20449,739,51,22,13,19673,20497,16824,1034,908,54,26962,45791,27365,2208,3064,154,12861,45653,24905,2471,5717,523,8678,42291,23196,2025,6740,1478,5187,38617,18856,1314,5407,3107,2272,30948,8095,428,2121,4027,715,15378,1540,79,448,2958,228,5256,193,15,32,46,94,384,121726,9619,24466,12375,97071,265255
125,20,0,4,4,13002,13027,1053,34,38,7,18137,19264,18834,707,829,32,27443,47841,29899,1278,2130,71,8516,41898,19076,1270,2608,133,4820,27909,16121,1124,3262,294,3119,23914,11711,798,2105,642,1459,16721,6450,310,749,963,511,8983,1848,42,190,1074,110,3259,331,26,31,19,161,566,105345,5582,11948,3235,77277,203390,56,6,3,4,12027,12093,2397,157,89,8,13995,16643,24132,1080,1302,46,17648,44203,26950,1750,2761,204,6145,37818,17771,1526,4075,575,3686,27640,14889,1256,4454,1622,2431,24655,10091,712,2730,2986,1202,17730,4407,208,996,3974,409,9993,804,39,264,3407,161,4681,312,21,37,142,132,642,101805,6750,16721,12977,57839,196093,78,3,8,4,25029,25122,3448,186,130,13,32127,35904,42966,1785,2128,74,45095,92042,56853,3026,4889,278,14666,79712,36845,2794,6685,708,8508,55545,31005,2380,7720,1915,5544,48570,21803,1518,4837,3634,2668,34449,10859,516,1744,4940,921,18977,2653,81,448,4481,273,7937,645,44,70,166,296,1213,207157,12334,28664,16213,135122,399487
126,8,0,0,3,5209,5219,122,3,6,0,6483,6620,5272,116,205,9,10133,15735,11208,354,690,14,3333,15599,8725,384,911,46,1896,11968,7857,333,1069,111,1368,10743,6229,230,770,229,681,8139,3235,124,344,384,254,4337,1156,37,87,563,90,1937,178,3,18,6,62,274,43991,1585,4114,1374,29514,80572,0,0,0,0,4960,4967,214,11,5,3,6020,6248,7024,188,328,16,8996,16546,11605,503,1063,44,3083,16302,8866,505,1519,148,1804,12842,7967,406,1750,496,1203,11829,5678,234,1367,1191,701,9169,2464,83,592,1875,342,5347,585,22,173,2132,200,3104,205,4,20,51,85,365,44606,1953,6813,5945,27395,86714,11,0,0,6,10176,10189,332,8,15,3,12504,12864,12295,300,533,24,19132,32283,22814,862,1755,60,6412,31902,17591,887,2428,194,3702,24803,15826,746,2818,604,2576,22567,11906,459,2140,1419,1385,17311,5698,203,937,2255,597,9691,1739,57,262,2692,288,5040,385,8,37,57,142,636,88598,3537,10931,7312,56906,167292
127,35,0,0,0,16535,16573,560,30,25,12,16060,16682,11438,655,729,30,20204,33054,20773,1379,2053,66,7523,31792,19606,1470,3115,152,4625,28969,18758,1489,3427,417,3006,27100,13128,949,1950,767,1043,17836,6348,328,685,995,314,8669,1709,66,123,880,77,2856,157,15,26,10,83,293,92501,6385,12130,3341,69460,183820,52,3,0,0,15458,15514,1488,108,68,10,14258,15935,16830,1213,1326,64,15283,34723,22510,1948,3115,285,5791,33649,19398,1974,4562,722,3900,30558,16779,1598,4570,2070,2517,27535,10833,852,2648,3828,1113,19273,3938,218,780,4448,296,9680,696,34,199,3247,111,4287,195,16,27,74,63,374,92711,7973,17296,14754,58786,191513,82,6,0,5,31990,32088,2051,140,95,17,30319,32613,28268,1868,2057,97,35484,67768,43283,3324,5167,351,13315,65439,38998,3447,7683,880,8522,59525,35535,3087,7997,2487,5521,54636,23963,1801,4597,4598,2151,37106,10289,547,1460,5450,612,18350,2404,103,321,4124,189,7139,347,28,47,90,151,668,185212,14352,29428,18091,128246,375334
128,7,0,0,0,7195,7203,77,6,5,0,6460,6540,3648,112,160,10,8792,12726,9865,385,706,22,3543,14512,10519,623,1494,66,2560,15260,9582,458,1690,193,1715,13631,8144,332,1156,387,681,10705,4706,141,518,652,232,6244,1438,43,113,779,67,2439,51,14,12,9,35,116,48029,2113,5844,2117,31274,89380,7,0,0,0,6713,6716,128,8,7,6,6082,6227,5057,174,241,9,7935,13419,10861,545,1033,71,3281,15792,10950,749,2238,185,2226,16341,9519,555,2524,606,1272,14482,7506,383,1919,1396,562,11762,3650,107,1000,2544,164,7471,798,13,253,2801,107,3973,69,0,16,15,29,126,48538,2543,9240,7628,28366,96315,17,3,0,0,13910,13923,203,9,14,6,12546,12771,8707,293,401,22,16727,26141,20725,924,1742,89,6821,30304,21463,1377,3728,251,4782,31599,19098,1015,4209,800,2988,28113,15653,719,3078,1780,1244,22468,8354,251,1521,3200,396,13721,2230,54,367,3578,179,6411,117,13,25,21,61,245,96563,4653,15083,9749,59639,185695
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,3,16,4,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,5,18,9,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21,0,0,0,14,38
201,4,0,5,0,5222,5234,82,8,4,3,4716,4809,2578,153,125,6,7301,10166,5285,412,535,13,3558,9798,5904,631,1304,73,2923,10833,6298,565,1735,201,2046,10840,6257,482,1649,457,981,9823,3392,169,628,719,328,5241,836,23,92,583,72,1609,29,0,9,6,26,69,30661,2456,6081,2063,27171,68425,3,0,0,0,4945,4949,175,23,6,0,4537,4741,3297,231,187,21,6734,10472,5827,581,804,67,3441,10714,6143,744,1840,206,2652,11589,6377,692,2423,570,1651,11715,5775,454,2145,1457,730,10565,2580,110,718,2134,257,5794,453,17,139,1969,103,2683,25,3,4,4,13,56,30660,2858,8259,6439,25066,73275,9,5,5,0,10166,10183,261,31,6,5,9255,9555,5876,381,314,26,14035,20644,11108,994,1335,78,6997,20513,12047,1378,3141,284,5573,22419,12672,1259,4162,771,3698,22559,12033,939,3788,1918,1713,20388,5968,280,1341,2856,582,11029,1287,39,237,2550,168,4290,55,5,12,12,42,125,61322,5310,14342,8502,52231,141705
202,0,0,0,0,4786,4792,90,6,3,4,4409,4511,2541,156,110,14,6673,9489,5315,375,489,17,3335,9533,5701,584,1216,73,2683,10256,6192,574,1738,202,1822,10518,6220,462,1605,453,972,9711,3500,160,636,642,296,5237,939,25,90,627,85,1756,19,4,9,5,39,69,30515,2342,5888,2034,25093,65869,0,0,0,0,4661,4662,141,16,0,8,4277,4440,3258,254,192,19,6314,10042,5668,561,749,53,3329,10366,5868,670,1725,190,2547,11001,6516,632,2418,543,1562,11669,5708,427,2077,1312,735,10256,2721,97,787,1909,264,5773,497,22,171,1950,103,2731,15,3,3,12,16,54,30400,2678,8121,5989,23801,70988,6,0,0,3,9446,9460,227,24,5,9,8684,8952,5799,405,303,36,12988,19535,10985,934,1236,75,6671,19898,11573,1248,2940,258,5231,21257,12706,1203,4153,745,3383,22182,11933,887,3679,1761,1705,19963,6220,258,1427,2546,553,11009,1438,51,252,2572,184,4493,36,10,11,10,54,119,60913,5024,14002,8021,48896,136861
203,10,7,0,0,9428,9452,152,8,6,4,9838,10013,5895,232,224,13,15384,21748,12072,707,1070,50,6310,20215,11898,1035,2172,116,4399,19622,11768,956,2663,309,2657,18359,11800,607,2248,710,1200,16565,6461,213,820,1046,328,8870,1681,52,138,1034,95,3005,47,8,17,6,50,125,61785,3823,9362,3296,49697,127964,4,3,3,0,8982,8998,266,23,3,3,9259,9555,7459,420,359,22,13610,21875,12828,1027,1524,136,6352,21868,12123,1315,3142,367,4116,21052,12080,1070,4128,984,2385,20642,11112,605,3329,2328,1061,18439,5008,177,1337,3674,334,10533,890,37,249,3592,121,4886,60,5,17,19,62,155,61827,4690,14084,11125,46280,138001,16,10,6,5,18414,18448,414,29,16,7,19093,19567,13355,656,584,35,28994,43624,24897,1736,2596,189,12664,42082,24012,2346,5310,479,8517,40675,23845,2024,6798,1296,5045,39001,22912,1220,5579,3036,2259,35002,11466,387,2160,4726,662,19405,2574,87,378,4626,219,7891,104,12,31,21,115,280,123610,8509,23446,14423,95977,265967
