SA4_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
101,33575,2031,917,642,132,37304,27779,1701,822,58,58,30426,6876,2418,2732,74,32,12126,1349,412,179,10,6,1957,337,304,121,4,4,769,4152,639,652,69,54,5576,1115,143,190,229,103,1775,91,33,23,4,3,155,13923,3956,3889,399,199,22358,1634,387,120,66,54,2263,4866,651,491,281,86,6370,81779,8727,6239,1444,531,98716
102,37951,5093,2570,372,57,46044,40724,2494,1709,64,38,45024,16117,3815,4689,313,87,25025,1247,1312,789,5,14,3358,362,380,371,5,3,1117,4340,658,664,66,33,5760,676,146,63,137,16,1033,120,45,44,29,0,232,22858,6352,6612,547,154,36531,1282,1521,544,34,15,3399,4670,1290,994,187,45,7178,107480,16745,12438,1200,313,138174
103,29125,1018,241,314,93,30793,24623,487,113,121,47,25396,9092,2489,1205,79,25,12893,1883,475,253,0,6,2613,341,241,112,4,7,704,3843,374,157,42,44,4457,748,105,67,114,50,1090,123,27,20,6,0,176,16039,3705,1813,242,132,21926,1570,270,119,34,35,2031,4952,580,351,283,64,6228,76320,6064,2628,993,371,86372
104,20511,1326,848,1217,123,24027,14769,761,391,114,23,16063,5045,1661,1916,50,42,8711,625,291,255,0,0,1178,312,257,149,0,0,724,2799,437,445,63,35,3783,383,68,72,304,49,877,74,33,21,10,3,138,9238,2750,2859,423,128,15399,710,213,113,46,27,1111,2602,449,425,336,32,3853,47834,5498,4633,2129,340,60448
105,14589,349,102,446,231,15722,11962,145,44,45,57,12256,4032,807,851,31,16,5737,1078,206,217,7,11,1512,504,139,103,4,10,753,2599,127,117,52,28,2923,950,121,143,149,83,1445,79,23,25,6,3,137,9241,1421,1460,241,150,12515,1161,203,103,70,72,1611,4382,336,317,271,116,5422,41340,2452,2024,1075,635,47524
106,33103,2450,505,564,119,36742,37028,1345,219,46,43,38677,13426,4201,1184,78,26,18919,1859,631,228,4,5,2722,532,397,127,7,0,1060,3795,541,157,45,28,4568,1231,148,32,275,39,1733,87,46,11,8,0,158,20935,5962,1738,416,113,29159,1804,691,61,30,28,2611,4076,807,219,221,34,5357,96940,11255,2736,1282,333,112548
107,33851,3592,3298,518,41,41302,32596,3292,2632,85,26,38631,9166,4275,7176,174,62,20856,3250,2019,1552,7,3,6825,208,303,251,3,8,777,2992,781,1088,65,34,4959,304,74,124,79,14,602,85,40,47,0,0,173,16001,7482,10244,334,126,34194,804,486,689,25,10,2012,2974,917,1217,135,45,5291,86229,15774,18075,1096,248,121418
108,36844,3102,1708,1050,144,42845,21874,1036,581,73,35,23600,8248,2439,3140,135,40,14009,742,312,335,0,0,1394,693,475,416,5,10,1592,3565,500,506,67,33,4666,518,120,106,256,60,1056,88,51,38,5,3,190,13855,3897,4539,469,147,22904,1311,507,397,62,34,2305,4559,783,653,510,83,6592,78440,9327,7864,2167,441,98245
109,16942,1040,76,205,92,18356,14186,455,21,30,26,14718,4814,2960,266,30,7,8078,719,228,19,0,0,966,205,179,13,0,0,406,2099,410,26,12,16,2569,551,86,16,95,35,789,63,39,10,0,0,114,8455,3897,349,144,67,12916,1154,205,36,25,23,1445,3191,609,87,175,90,4150,43928,6213,575,574,295,51583
110,24962,647,80,358,126,26184,19242,317,44,60,31,19693,8249,2926,783,50,29,12038,1274,339,161,0,3,1778,572,293,156,6,11,1044,3721,312,80,37,32,4182,938,97,31,189,56,1314,117,60,17,7,0,203,14875,4030,1234,281,138,20559,2029,225,24,53,64,2395,5779,858,256,340,73,7310,66884,6085,1642,1096,432,76139
111,43707,4799,2148,307,46,51004,46368,3103,1670,43,26,51208,16274,5794,5441,182,73,27765,2490,1950,1759,3,15,6210,412,470,466,6,6,1358,5406,1101,973,51,36,7570,660,181,133,78,30,1079,133,46,50,0,0,221,25373,9535,8823,327,156,44207,1359,1068,351,19,16,2815,3787,1121,1147,135,52,6242,120592,19619,14136,830,292,155470
112,32277,4765,2164,1622,169,40996,25205,2811,1056,96,35,29202,7152,3776,2687,81,42,13743,900,847,368,0,4,2115,302,405,183,6,4,900,5251,1313,853,170,62,7659,677,240,154,488,81,1638,105,61,25,7,3,211,14391,6636,4277,760,198,26260,1548,522,371,89,25,2560,5251,1115,813,750,59,7986,78666,15851,8680,3322,484,107001
113,20475,480,430,185,69,21643,17955,208,202,64,35,18459,6434,1111,2349,92,20,10011,1496,103,241,0,3,1840,158,121,135,0,0,413,3240,228,298,41,27,3825,993,69,110,121,35,1326,81,24,32,5,3,142,12406,1659,3148,259,94,17555,1393,214,105,32,44,1781,3585,314,443,184,66,4582,55803,2875,4327,716,305,64024
114,26282,1440,277,743,122,28863,17821,445,139,51,27,18480,6551,1418,544,39,12,8562,697,258,69,0,4,1027,607,329,113,0,0,1055,2568,227,96,36,8,2937,615,54,25,143,36,870,50,30,10,4,4,91,11094,2319,848,221,66,14548,903,510,67,32,33,1553,2838,383,128,230,95,3671,58933,5101,1469,1272,339,67117
115,24427,1639,1333,98,38,27536,33604,2479,1455,19,54,37594,7728,1842,2632,14,37,12246,52,85,25,0,7,169,35,56,147,0,6,245,1693,223,282,8,17,2227,278,49,36,59,8,430,35,11,25,0,3,73,9820,2270,3147,78,69,15391,828,517,545,10,3,1904,1736,228,351,81,19,2413,70417,7131,6828,281,188,84846
116,22901,1509,404,10,9,24837,44849,5576,2169,29,91,52712,19856,4393,4483,52,63,28845,4499,1776,887,0,8,7167,359,256,184,0,0,805,3613,481,425,6,19,4548,672,108,72,0,8,858,150,52,37,0,3,243,29155,7062,6096,55,96,42469,843,365,108,0,3,1324,5503,1182,912,14,32,7646,103249,15690,9702,108,237,128982
117,5864,6400,11435,105,38,23852,5057,8426,18618,106,41,32245,2243,8300,54236,760,275,65812,204,2106,5230,8,21,7564,89,205,1566,21,20,1906,628,1952,6430,209,86,9296,63,173,1165,41,49,1497,16,46,236,0,0,298,3239,12777,68864,1035,461,86372,189,340,1344,22,15,1916,519,1253,7380,202,116,9479,14875,29201,107640,1468,679,153861
118,11578,6485,10699,190,20,28979,8021,6655,9852,137,18,24679,2143,3911,29314,590,57,36015,97,518,2588,0,5,3210,40,81,506,4,5,633,722,890,4581,129,23,6353,120,149,329,20,23,645,21,16,129,5,0,177,3148,5567,37448,742,120,47025,326,244,1350,28,16,1962,777,725,3776,119,53,5449,23847,19683,63130,1212,220,108087
119,43555,7402,8790,162,24,59935,34750,9912,15832,139,54,60690,12859,5941,32690,549,174,52219,2426,2296,4099,3,13,8833,357,679,1141,11,9,2188,4104,1219,3695,152,57,9226,868,295,656,49,29,1895,116,61,204,8,5,394,20731,10488,42485,768,286,74761,1504,514,1139,36,11,3203,5025,1628,5867,181,103,12801,105560,29950,74115,1283,482,211385
120,18646,5450,7974,126,21,32217,13698,6484,12714,150,24,33071,4801,4414,29102,637,141,39098,174,538,1717,0,4,2440,112,94,699,3,6,920,1298,866,3202,138,30,5538,171,140,625,28,24,990,28,16,139,3,0,185,6578,6091,35483,808,208,49168,501,256,1011,25,11,1799,1154,604,3238,98,64,5164,40580,18881,60419,1209,329,121417
121,32967,4405,14724,57,26,52175,30634,3697,15778,71,25,50197,6802,2651,34818,210,87,44574,105,191,917,0,9,1224,88,150,781,3,6,1031,1864,563,4267,56,24,6776,179,49,424,15,19,684,32,14,139,5,0,186,9072,3622,41340,289,149,54476,835,285,1722,12,21,2870,1371,357,3029,55,33,4844,74871,12368,76599,477,255,164571
122,22839,2964,7169,95,35,33106,23524,2100,7379,61,26,33102,4664,1263,12511,158,54,18650,177,343,399,0,0,918,112,258,291,0,0,667,1911,392,2378,40,34,4758,149,117,164,24,10,463,52,28,75,0,0,160,7070,2397,15824,230,100,25613,520,764,1016,10,8,2320,1375,399,1381,65,17,3233,55334,8623,32767,459,191,97369
123,21193,1753,510,70,25,23547,38800,2711,777,7,31,42337,13236,2777,1818,45,37,17907,2910,1859,259,0,3,5022,274,306,116,0,6,702,2490,370,188,7,15,3069,370,55,37,47,4,515,80,32,13,0,0,128,19352,5399,2433,102,61,27351,831,657,323,8,13,1837,3542,931,326,29,27,4850,83719,11458,4369,214,155,99918
124,31373,2043,740,122,41,34327,41226,3314,1337,13,26,45914,16004,4390,4250,65,60,24766,1485,1131,540,0,3,3165,429,521,469,10,3,1429,3435,507,380,18,29,4360,474,61,51,16,17,617,94,34,33,0,4,168,21919,6648,5726,106,110,34511,1084,283,243,4,16,1636,4075,992,884,34,43,6021,99689,13282,8930,277,234,122411
125,27360,3654,5063,45,23,36144,26407,7796,13862,73,66,48194,12134,6173,33165,204,225,51904,2342,2551,3280,0,24,8201,254,545,1309,0,6,2110,3638,1014,3073,67,66,7866,1036,399,682,23,36,2174,154,64,214,4,5,442,19565,10754,41723,303,359,72698,1106,387,1238,32,15,2774,4811,1603,4984,68,79,11549,79240,24193,66866,518,546,171363
126,15642,2552,3228,9,13,21447,13259,2822,6584,17,16,22700,3741,2654,15726,78,42,22244,208,515,560,0,0,1277,131,238,484,0,20,880,1226,417,1588,11,25,3272,145,81,199,6,23,462,33,24,65,0,0,125,5490,3926,18632,102,108,28256,433,225,702,3,10,1369,888,363,1414,25,22,2712,35704,9893,30558,157,164,76484
127,31989,2033,2009,102,38,36178,42434,4388,3065,9,106,50007,18322,4303,9464,52,148,32299,3036,2405,1873,0,19,7333,440,524,698,0,10,1668,4213,630,1020,16,39,5920,1798,230,348,42,27,2454,198,52,105,0,3,358,28011,8147,13506,114,247,50028,1380,368,366,11,18,2143,5656,1088,2198,72,57,9075,109467,16033,21142,317,463,147434
128,21989,4089,4228,73,28,30396,22954,3862,5404,21,19,32264,3388,2040,8219,99,36,13774,212,639,673,0,0,1529,91,155,227,0,0,481,1059,339,992,44,11,2445,121,141,54,44,11,364,22,10,36,4,0,70,4888,3333,10196,191,55,18665,394,173,755,3,5,1327,1099,514,1024,43,22,2702,51324,11967,21605,332,123,85350
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,23711,1392,231,207,41,25578,22454,857,108,47,33,23498,8619,2247,629,31,19,11542,1018,575,113,0,3,1718,174,201,52,4,6,438,2823,384,106,34,12,3366,269,56,19,68,19,425,83,30,0,0,0,119,12991,3499,919,141,54,17602,971,200,32,21,4,1230,3297,526,142,111,19,4092,63416,6474,1432,524,151,72000
202,23835,885,60,187,50,25026,22451,452,59,65,36,23056,7540,1604,172,33,13,9361,1035,553,87,0,0,1672,287,158,17,0,3,472,3057,303,40,28,20,3440,301,29,6,53,9,403,64,13,3,0,0,85,12287,2656,327,119,44,15433,921,66,8,19,5,1023,3405,409,77,116,9,4019,62905,4471,533,503,152,68557
203,40467,2822,513,288,34,44122,42064,1922,374,31,32,44421,16910,4154,1344,49,41,22494,1632,919,108,0,0,2664,347,363,87,4,9,814,4416,792,196,39,30,5476,478,115,30,241,21,886,124,51,11,0,0,188,23912,6400,1784,333,91,32521,1682,588,40,63,16,2384,4846,931,205,178,17,6181,112969,12650,2916,897,199,129641
204,27944,986,189,354,48,29534,23368,424,82,68,41,23976,7151,1861,211,35,22,9282,1418,596,67,6,0,2083,157,121,6,0,0,289,3167,364,85,27,19,3661,861,88,50,117,21,1146,77,37,0,3,0,116,12833,3064,427,185,64,16569,1330,171,30,25,27,1588,4441,704,101,275,48,5570,69916,5353,825,910,230,77241
205,48012,1810,784,852,81,51542,37969,663,270,48,53,39004,11347,1781,1408,33,22,14598,1573,696,410,4,5,2687,369,196,145,8,4,720,5077,348,205,36,30,5694,768,76,68,239,22,1174,135,44,28,6,0,219,19282,3136,2270,330,85,25095,1838,289,137,64,9,2341,7262,654,397,330,39,8674,114359,6551,3856,1624,264,126657
206,24893,16034,19339,206,68,60537,19106,16484,30255,284,65,66195,8755,19765,86958,764,201,116446,279,2127,8338,3,6,10759,122,358,1718,5,9,2218,2468,4254,10309,235,63,17338,154,192,884,37,40,1301,43,60,308,0,6,418,11825,26755,108521,1047,323,148477,767,987,2607,31,18,4409,1687,2351,12089,429,145,16702,58272,62606,172812,1995,625,296316
207,39441,9780,4675,40,36,53974,28080,8062,5654,22,26,41850,10540,8009,12462,126,41,31181,370,420,392,0,6,1193,98,184,248,0,8,537,2584,1482,1633,43,14,5751,288,160,245,9,6,711,55,38,56,0,6,155,13941,10298,15041,173,74,39521,1251,971,904,3,14,3138,2176,987,1573,37,17,4799,84888,30099,27845,284,165,143279
208,38021,12446,6387,226,40,57119,34445,12677,8960,160,32,56280,9876,10521,15984,380,51,36811,425,769,842,0,0,2041,89,199,444,4,0,736,2401,2054,1991,105,21,6573,184,102,165,78,9,534,57,50,70,0,0,179,13033,13698,19490,567,79,46866,980,620,911,58,6,2575,2508,1462,1916,120,14,6026,88996,40910,37666,1125,173,168868
209,53981,4980,1544,43,22,60570,66041,8307,2299,49,31,76734,21192,9952,4920,111,37,36210,1815,1570,433,0,3,3833,260,264,248,0,3,779,4782,1329,575,50,22,6746,892,190,86,17,12,1194,126,79,31,0,0,240,29065,13381,6299,182,69,48997,1681,721,251,15,13,2682,5987,1648,753,147,34,8568,156751,29040,11150,437,171,197544
210,37360,4041,630,59,26,42115,52096,7321,838,23,25,60309,15563,8136,1605,48,39,25391,1434,636,316,0,5,2392,176,116,89,0,0,389,4181,1072,257,32,14,5557,931,209,47,107,12,1313,156,51,9,5,3,224,22442,10221,2327,189,75,35255,1387,450,72,10,8,1914,5909,1497,410,90,25,7932,119190,23522,4285,370,153,147519
211,60150,5139,790,142,40,66254,72222,5968,1285,27,44,79551,19711,5430,1447,36,25,26658,1430,930,256,0,3,2617,301,304,155,0,6,769,5017,845,234,21,26,6140,439,112,24,77,9,657,110,55,12,3,3,184,26999,7670,2130,134,79,37021,1901,1425,154,9,6,3493,5186,1156,299,78,17,6736,166462,21353,4659,391,184,193051
212,68972,6957,2879,165,33,79013,103747,10284,3616,22,57,117727,37951,11413,7136,51,89,56635,2565,1231,825,4,3,4618,347,264,324,0,3,935,8548,1757,909,23,31,11261,1609,393,183,282,17,2482,283,90,55,10,4,442,51297,15136,9432,362,151,76371,2662,1558,891,11,11,5139,10805,2286,1354,117,73,14635,237487,36224,18172,681,327,292892
213,61788,7283,1928,156,47,71201,102402,12821,3634,65,74,118991,42496,12293,7832,134,79,62833,2280,1661,815,0,4,4763,497,407,372,0,5,1283,8784,2020,934,68,23,11840,1534,361,165,186,25,2278,350,102,60,4,4,516,55943,16848,10175,400,141,83503,2552,876,357,20,8,3810,12744,2707,1661,194,36,17351,235432,40532,17750,840,300,294854
214,36980,4497,869,361,33,42744,40484,3856,498,23,14,44875,13287,4579,1153,42,22,19084,1245,586,193,0,3,2033,175,173,42,3,3,392,3556,799,195,31,13,4588,521,121,31,287,10,963,97,42,14,4,0,168,18883,6300,1621,369,51,27231,1470,1255,160,18,6,2904,5035,1083,316,270,17,6718,102843,16994,3467,1038,117,124469
215,23794,747,278,536,63,25417,17196,251,96,39,12,17602,5460,1217,949,27,18,7672,1010,445,290,0,3,1747,168,85,152,0,4,402,3408,298,170,51,21,3951,868,70,76,281,38,1333,100,26,32,23,3,185,11012,2145,1662,384,86,15296,1521,125,94,45,18,1800,3983,398,344,330,45,5095,57508,3659,2472,1331,228,65201
216,18843,937,15,522,31,20345,16293,325,4,45,23,16693,5078,1766,53,21,7,6932,1072,519,20,4,0,1615,178,134,28,16,0,356,2663,305,7,45,13,3030,550,95,0,221,15,884,86,39,0,12,0,135,9625,2870,110,315,38,12962,998,141,0,113,3,1266,3194,578,30,444,8,4262,48957,4849,165,1449,111,55527
217,20937,812,117,207,34,22101,15336,347,78,48,20,15826,3996,1181,334,39,4,5555,888,380,105,3,0,1371,128,98,54,0,0,279,2646,293,81,20,11,3058,558,82,45,125,10,824,60,34,7,4,0,102,8277,2066,630,196,35,11204,1349,126,53,21,15,1560,2784,313,83,133,11,3323,48681,3663,964,603,111,54018
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,24761,2352,1084,254,30,28484,32702,2350,643,22,12,35732,10055,2808,1220,5,18,14106,844,865,585,0,4,2294,119,181,118,0,0,415,2720,672,333,27,21,3768,207,591,110,59,13,975,47,45,28,6,0,119,13989,5160,2389,94,54,21685,659,909,157,9,12,1738,2183,636,285,101,12,3216,74291,11408,4567,471,126,90854
302,19418,2066,1499,24,14,23016,25880,2803,2271,6,7,30973,9948,3985,7394,20,35,21382,1172,767,1063,0,9,3017,104,154,232,6,5,497,2425,692,1024,6,7,4165,298,573,274,155,15,1318,44,46,61,3,0,154,14000,6226,10045,193,71,30536,595,636,500,3,9,1745,1508,617,929,197,19,3270,61402,12346,15242,426,116,89541
303,30024,2650,2113,187,12,34994,37646,5490,3517,24,28,46703,15436,7039,9970,40,82,32568,1750,807,1589,0,5,4157,198,156,315,0,8,681,4532,1306,1648,13,34,7535,537,1005,386,363,23,2312,112,70,59,7,0,245,22568,10388,13959,423,154,47500,1079,466,589,6,7,2143,2772,939,1337,126,42,5219,94095,19935,21514,760,246,136555
304,18562,1116,1930,3,15,21628,22502,1142,1854,0,12,25515,6444,1268,5017,5,25,12766,520,147,548,0,0,1216,44,29,129,0,0,207,1715,263,966,4,16,2957,595,182,229,3,20,1023,32,12,24,0,0,65,9351,1899,6908,12,57,18232,469,272,369,3,3,1115,906,207,492,4,5,1607,51786,4636,11557,24,100,68103
305,13902,1409,9063,45,48,24463,17887,2295,11691,10,48,31930,7726,3412,38198,55,219,49602,173,369,2017,0,9,2573,49,29,814,0,7,899,2316,645,6687,24,90,9755,154,95,1531,9,39,1823,34,14,188,0,9,237,10449,4564,49428,82,365,64889,443,90,892,3,23,1455,1109,422,4603,143,93,6369,43790,8779,75674,285,581,129105
