SA4_CODE_2021,P_400_499_15_19_yr,P_400_499_20_24_yr,P_400_499_25_34_yr,P_400_499_35_44_yr,P_400_499_45_54_yr,P_400_499_55_64_yr,P_400_499_65_74_yr,P_400_499_75_84_yr,P_400_499_85_yr_over,P_400_499_Tot,P_500_649_15_19_yr,P_500_649_20_24_yr,P_500_649_25_34_yr,P_500_649_35_44_yr,P_500_649_45_54_yr,P_500_649_55_64_yr,P_500_649_65_74_yr,P_500_649_75_84_yr,P_500_649_85_yr_over,P_500_649_Tot,P_650_799_15_19_yr,P_650_799_20_24_yr,P_650_799_25_34_yr,P_650_799_35_44_yr,P_650_799_45_54_yr,P_650_799_55_64_yr,P_650_799_65_74_yr,P_650_799_75_84_yr,P_650_799_85_yr_over,P_650_799_Tot,P_800_999_15_19_yr,P_800_999_20_24_yr,P_800_999_25_34_yr,P_800_999_35_44_yr,P_800_999_45_54_yr,P_800_999_55_64_yr,P_800_999_65_74_yr,P_800_999_75_84_yr,P_800_999_85_yr_over,P_800_999_Tot,P_1000_1249_15_19_yr,P_1000_1249_20_24_yr,P_1000_1249_25_34_yr,P_1000_1249_35_44_yr,P_1000_1249_45_54_yr,P_1000_1249_55_64_yr,P_1000_1249_65_74_yr,P_1000_1249_75_84_yr,P_1000_1249_85_yr_over,P_1000_1249_Tot,P_1250_1499_15_19_yr,P_1250_1499_20_24_yr,P_1250_1499_25_34_yr,P_1250_1499_35_44_yr,P_1250_1499_45_54_yr,P_1250_1499_55_64_yr,P_1250_1499_65_74_yr,P_1250_1499_75_84_yr,P_1250_1499_85_yr_over,P_1250_1499_Tot,P_1500_1749_15_19_yr,P_1500_1749_20_24_yr,P_1500_1749_25_34_yr,P_1500_1749_35_44_yr,P_1500_1749_45_54_yr,P_1500_1749_55_64_yr,P_1500_1749_65_74_yr,P_1500_1749_75_84_yr,P_1500_1749_85_yr_over,P_1500_1749_Tot,P_1750_1999_15_19_yr,P_1750_1999_20_24_yr,P_1750_1999_25_34_yr,P_1750_1999_35_44_yr,P_1750_1999_45_54_yr,P_1750_1999_55_64_yr,P_1750_1999_65_74_yr,P_1750_1999_75_84_yr,P_1750_1999_85_yr_over,P_1750_1999_Tot,P_2000_2999_15_19_yr,P_2000_2999_20_24_yr,P_2000_2999_25_34_yr,P_2000_2999_35_44_yr,P_2000_2999_45_54_yr,P_2000_2999_55_64_yr,P_2000_2999_65_74_yr,P_2000_2999_75_84_yr,P_2000_2999_85_yr_over,P_2000_2999_Tot,P_3000_3499_15_19_yr,P_3000_3499_20_24_yr,P_3000_3499_25_34_yr,P_3000_3499_35_44_yr,P_3000_3499_45_54_yr,P_3000_3499_55_64_yr,P_3000_3499_65_74_yr,P_3000_3499_75_84_yr,P_3000_3499_85_yr_over,P_3000_3499_Tot,P_3500_more_15_19_yr,P_3500_more_20_24_yr,P_3500_more_25_34_yr,P_3500_more_35_44_yr,P_3500_more_45_54_yr,P_3500_more_55_64_yr,P_3500_more_65_74_yr,P_3500_more_75_84_yr,P_3500_more_85_yr_over,P_3500_more_Tot,P_Personal_inc_ns_15_19_yr,P_Personal_inc_ns_20_24_yr,P_Personal_inc_ns_25_34_yr,P_Personal_inc_ns_35_44_yr,P_Personal_inc_ns_45_54_yr,P_Personal_inc_ns_55_64_yr,P_Personal_inc_ns_65_74_yr,P_Personal_inc_ns_75_84_yr,P_Personal_inc_ns_85_yr_over,P_Personal_inc_ns_Tot,P_OS_vis_15_19_yr,P_OS_vis_20_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_OS_vis_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
314,559,950,1141,977,1070,1217,2397,1851,726,10886,707,1408,1698,1551,1486,1380,2066,1162,305,11770,461,1803,2399,2046,1696,1511,1395,683,147,12150,277,2039,3659,2917,2653,1963,1168,389,76,15137,141,1583,4328,3883,3465,2594,1134,286,52,17464,41,867,3529,3391,2996,1927,635,148,21,13545,11,349,2930,3140,2857,1657,453,109,25,11534,5,118,1702,2552,2350,1321,247,33,10,8335,0,89,2062,4672,4500,2289,356,50,9,14026,0,12,312,989,988,486,84,12,3,2893,13,12,250,1114,1578,711,157,49,11,3895,516,556,1285,1153,999,609,585,569,477,6749,11,8,29,28,33,58,49,16,4,247,14528,12896,28815,31854,29974,22314,16660,8387,2518,167952
315,166,256,513,492,460,833,1538,822,230,5313,232,364,746,657,618,824,1018,311,78,4846,267,482,773,648,711,772,745,227,22,4654,222,644,1057,793,820,965,632,152,20,5299,162,649,1238,876,978,1150,616,100,8,5782,59,482,1084,756,820,822,402,54,7,4475,35,310,1061,822,862,812,286,60,3,4257,21,217,828,659,676,619,192,31,0,3259,10,241,1514,1488,1475,1153,280,36,3,6197,0,20,221,362,358,296,63,18,0,1347,3,16,188,376,363,351,159,59,8,1531,904,1111,2690,2109,2192,2345,1919,710,178,14154,4,84,274,107,34,27,20,9,6,559,4869,6147,14212,11821,12230,13966,11204,3823,792,79062
316,1124,1530,1857,1965,2436,3782,7732,6019,2793,29250,1337,2367,3096,2980,3329,4390,6495,4179,1395,29580,851,3086,3978,3601,3902,4250,4526,2501,741,27431,455,3073,5492,4763,5369,5024,3709,1696,434,30013,170,2066,5971,5943,6260,5785,3370,1323,284,31163,47,860,4278,4530,4906,3911,1932,667,140,21274,18,401,3399,4289,4470,3390,1487,578,153,18185,14,176,2132,3229,3656,2544,945,302,80,13071,11,144,2677,5179,5918,3810,1223,406,85,19459,4,24,465,1142,1385,926,322,129,37,4444,12,52,574,1985,2610,1842,884,369,83,8410,1359,1360,2929,2966,2966,2876,3039,2739,2045,22285,26,61,266,145,134,125,158,96,19,1021,23172,19504,42356,48382,53650,54197,51607,30759,10915,334536
317,494,661,920,795,901,1353,2507,2284,1176,11096,596,1055,1471,1273,1166,1319,2012,1366,516,10774,433,1412,1983,1501,1343,1310,1349,752,229,10312,313,1671,3031,2056,1874,1680,1040,459,133,12266,129,1216,3125,2466,2254,2110,961,318,67,12646,35,673,2328,1920,1847,1419,554,133,46,8956,12,347,1879,1721,1652,1205,395,134,43,7387,13,147,1146,1275,1332,1038,269,62,16,5301,7,105,1320,2077,2221,1436,291,73,30,7567,0,14,171,365,404,299,71,31,12,1359,11,16,165,539,638,422,179,70,32,2075,620,678,1246,1060,1041,955,958,890,561,8023,12,26,71,25,25,23,15,15,0,213,11158,10360,21664,19520,19190,18293,15826,9884,3888,129790
318,725,952,1124,1045,1216,1802,3592,2572,1156,14186,838,1490,1868,1586,1612,2123,2883,1579,429,14415,597,1857,2467,1901,1917,2010,1908,916,222,13792,415,2280,3558,2685,2727,2673,1588,568,137,16627,179,1925,4171,3424,3289,3099,1501,376,59,18016,94,1498,3661,2780,2697,2313,816,222,39,14120,38,694,3240,2797,2744,2008,666,163,33,12383,22,267,1954,2148,2283,1597,383,75,15,8740,8,256,2360,3508,3634,2347,518,80,21,12743,0,27,300,601,618,466,102,28,9,2144,9,27,288,754,994,727,227,80,20,3138,1453,1955,3362,2787,2569,2254,2090,1448,821,18746,21,112,248,91,40,56,51,21,8,637,15588,16978,32242,29247,29924,29433,24297,12255,3995,193956
319,794,1088,1783,1820,2757,4861,9484,6481,2687,31742,1010,1564,2616,2538,2951,4298,5827,3306,957,25069,678,1930,2995,2706,3031,3459,3578,2010,455,20850,379,2083,3999,3454,3936,3870,2446,1079,256,21493,189,1319,3757,3549,4113,4119,2093,735,111,19979,38,663,2186,2551,2788,2539,1035,297,55,12160,18,326,1688,2098,2465,2084,752,329,100,9853,13,128,1012,1568,1790,1469,396,110,28,6512,6,133,1266,2166,2719,1927,513,129,21,8877,5,19,197,378,454,344,110,49,12,1563,10,34,218,514,710,619,303,144,46,2597,1534,1247,2736,2530,3037,3409,3851,3033,1291,22663,3,109,370,142,67,72,66,37,8,874,16932,13785,29405,30634,37582,47221,50549,28104,8298,262514
397,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,4,5,4,0,0,0,0,12,0,0,11,4,4,0,0,0,0,17,0,0,4,3,6,0,0,0,0,11,0,0,5,8,6,0,0,0,0,14,0,0,4,3,3,3,0,0,0,16,0,0,4,7,7,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,56,77,54,16,6,0,0,221,0,5,15,6,0,0,4,0,0,24,11,18,102,114,79,34,23,0,0,380
401,643,1778,1617,1286,1576,2092,3980,3592,2218,18780,590,2360,2802,1965,1914,2380,3521,2512,1131,19177,326,2078,2985,2231,2159,2237,2883,1710,664,17273,174,2238,4427,3182,2990,2786,2541,1306,478,20121,111,2018,5907,4192,3863,3671,2544,1118,342,23766,25,1059,4673,3725,3355,2979,1744,691,174,18421,13,497,3834,3744,3395,2690,1440,526,171,16317,10,195,2472,3142,3043,2350,990,386,114,12694,15,141,3284,6120,6225,4249,1547,544,140,22272,3,38,554,1508,1610,1157,421,173,56,5522,14,45,669,2908,4083,3001,1240,417,135,12512,731,1038,2230,1788,1684,1492,1436,1410,1471,13289,54,61,190,148,119,133,101,41,12,860,18585,22067,41593,40677,40640,38038,32982,19966,9294,263841
402,1018,2324,3288,3041,3267,4347,7496,5913,2934,33626,1124,3299,5200,4082,3666,3878,4627,2928,1188,29989,602,3416,6080,5003,4145,3720,3035,1724,549,28269,396,3990,8918,7255,5968,4944,2243,1010,328,35044,172,3115,10163,8647,7110,5810,2077,578,130,37809,55,1551,7020,6370,5295,3912,1079,247,55,25580,23,609,5158,5124,4188,3000,784,195,71,19143,9,216,2757,3706,3106,2073,432,63,13,12375,5,124,2816,5120,4577,2842,556,83,19,16142,4,19,308,698,700,443,103,29,15,2312,19,67,302,726,836,578,183,89,30,2831,1445,1532,3538,3069,2580,2098,1984,1955,1483,19692,12,30,100,62,80,137,165,37,13,628,26651,30103,67032,62349,54804,51289,39750,23132,9091,364211
403,846,1857,2060,1968,2179,3353,6826,5245,3003,27339,965,2832,3339,2840,2752,3322,5240,3277,1523,26079,480,2711,3859,3419,3105,3239,3758,2014,803,23395,261,2659,5524,4592,4320,4225,2974,1389,538,26487,111,2128,7111,6012,5822,5254,2839,1023,267,30563,39,1018,5423,5080,4685,3845,1701,474,132,22394,20,446,4373,4671,4321,3312,1160,364,142,18805,4,171,2611,3773,3505,2417,706,191,52,13429,4,117,2939,5919,5980,3887,896,236,54,20017,3,22,393,1117,1177,739,236,72,22,3786,6,40,346,1552,2099,1413,480,177,81,6200,809,868,1714,1659,1612,1575,1593,1522,1326,12667,24,30,68,47,51,76,98,40,12,446,21408,21971,46170,48337,47513,46487,41870,23465,10354,307583
404,470,1396,1594,1304,1643,2537,4266,3749,2545,19508,471,1905,2601,1858,1889,2277,2866,1752,907,16522,253,1915,3098,2251,2041,2172,1858,1041,476,15113,133,1990,4606,3081,2974,2650,1532,672,287,17926,90,1642,5654,4084,3696,3335,1417,479,140,20537,21,957,4449,3329,2944,2313,847,208,77,15143,25,401,3585,3008,2648,2033,636,189,77,12604,8,142,2199,2472,2012,1478,349,88,35,8788,5,98,2658,3928,3579,2317,536,109,43,13263,0,14,331,743,707,434,119,37,4,2400,6,39,338,959,1053,714,243,106,33,3486,489,713,1559,1310,1182,1153,955,954,766,9071,12,23,67,47,53,70,80,22,6,392,12125,16389,37706,32401,30923,30527,23710,14321,7509,205615
405,254,393,675,676,936,1738,2995,2253,1191,11118,350,521,882,921,1016,1452,1857,1080,379,8458,214,678,979,1007,1128,1322,1395,735,183,7637,112,690,1339,1216,1423,1516,1008,407,106,7816,62,564,1429,1393,1691,1757,901,251,50,8096,21,327,1048,1075,1201,1201,574,133,28,5609,10,141,796,990,1080,995,367,141,36,4556,0,61,458,671,771,684,206,52,9,2926,3,48,569,1051,1182,980,302,78,17,4229,0,3,85,149,215,174,61,26,0,717,0,16,78,211,324,326,136,59,21,1176,496,324,696,801,994,1185,1209,980,518,7196,6,11,15,14,8,3,14,5,0,72,5848,4952,10670,11757,14238,17927,17014,9414,3297,95117
406,194,266,558,442,600,980,1707,1162,510,6415,259,399,779,630,656,886,1093,523,192,5429,151,506,885,706,710,823,831,441,108,5165,115,563,1056,879,925,986,603,219,71,5415,64,453,1275,1003,1156,1195,523,163,23,5858,29,322,1003,831,958,887,365,55,18,4466,20,189,967,832,883,822,260,63,14,4062,9,148,755,690,792,639,137,31,0,3207,7,179,1284,1316,1376,999,202,38,4,5410,7,26,247,343,331,230,53,13,0,1247,15,26,225,382,381,355,103,35,10,1541,546,626,1794,1484,1604,1486,1055,697,307,9599,3,11,39,26,12,22,12,0,0,125,4491,4696,12542,11033,12169,13193,10120,5205,1761,75210
407,474,666,1100,1115,1515,2500,4856,3686,1720,17638,650,979,1552,1500,1793,2393,3419,2000,836,15124,408,1220,1942,1818,2086,2401,2323,1302,386,13878,251,1454,2820,2468,2672,2852,1803,769,197,15291,127,997,2732,2603,2970,2997,1562,484,119,14595,28,441,1708,1724,2126,1876,798,235,46,8997,19,191,1272,1468,1639,1450,616,248,65,6963,6,77,735,942,1150,1009,391,102,21,4434,5,74,750,1304,1640,1326,438,144,28,5701,4,10,94,212,290,241,135,26,7,1029,5,35,163,339,493,538,306,130,29,2041,878,662,1703,1771,1928,2034,2022,1608,910,13521,7,98,443,193,58,42,37,15,13,904,10021,8749,19938,20229,24021,28444,28567,16246,5953,162171
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,6,0,0,0,0,0,5,0,0,0,4,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,8,0,0,0,5,0,0,0,0,0,7,0,0,0,19,15,0,0,0,0,40
501,536,455,950,1064,1124,1709,3354,2323,1016,12526,701,773,1351,1569,1581,1782,2551,1441,456,12206,478,1020,1587,1698,1787,1728,1787,896,257,11246,291,1259,2132,2093,2143,1994,1361,552,154,11978,133,964,2365,2470,2602,2368,1278,377,79,12620,34,531,1798,1905,2001,1776,658,177,42,8924,33,305,1448,1880,1945,1567,524,162,60,7915,13,169,1091,1476,1721,1308,316,75,16,6184,13,204,1732,2883,3075,2252,510,89,21,10779,4,30,324,647,757,519,138,30,12,2451,13,22,271,779,980,709,313,83,27,3190,772,541,1516,1609,1650,1578,1439,1059,709,10870,13,37,142,63,34,38,29,16,0,366,10894,7860,19857,23522,24727,25038,21786,11184,3940,148794
502,278,423,541,576,628,975,2281,1928,721,8358,304,564,823,793,780,964,1732,1117,371,7447,175,573,783,831,760,822,1111,705,205,5969,104,600,938,892,963,865,767,382,117,5633,59,459,1088,1024,1153,1174,641,265,57,5917,29,277,820,737,914,864,355,130,27,4154,17,183,682,764,836,778,257,97,43,3658,10,97,528,644,818,624,164,44,5,2936,9,157,994,1489,1734,1311,284,47,13,6039,0,10,218,387,398,314,66,17,3,1411,4,16,165,401,612,443,151,57,27,1873,344,306,598,604,633,544,722,733,601,5095,4,3,19,15,12,16,21,4,5,100,5921,5056,10308,11171,12309,13280,13763,8737,3055,83597
503,369,1130,977,596,632,867,1572,1353,863,8363,310,1392,1666,915,811,902,1424,1090,539,9047,178,1155,1803,985,740,846,1133,699,281,7818,117,1078,2452,1347,1060,1026,1196,666,264,9205,47,1157,3315,1881,1385,1354,1174,638,229,11187,35,743,3073,1681,1310,1240,911,371,133,9489,27,437,3149,1905,1499,1359,784,356,112,9641,4,207,2423,1785,1421,1177,589,229,73,7911,6,219,4161,4442,3723,2717,1122,411,143,16943,8,42,1017,1574,1485,1057,408,129,45,5765,15,35,1132,4654,5628,3645,1318,425,112,16975,448,874,2223,1631,1305,1168,1122,928,773,10481,44,152,408,204,190,147,95,37,15,1288,10461,13449,31210,26609,23863,20586,16401,9550,4547,156670
504,654,1194,1550,1366,1401,1712,3578,2710,1279,15447,689,1670,2299,2017,1893,1953,2509,1435,495,14974,452,1818,2698,2471,1978,1875,1672,872,264,14109,322,2024,4111,3269,2974,2440,1420,486,142,17200,178,1842,5382,4233,3767,3363,1325,320,77,20477,64,1040,4363,3902,3211,2560,797,169,36,16141,29,523,3620,3463,3053,2410,675,148,40,13961,15,231,2447,2803,2527,1682,427,58,11,10204,11,270,3565,5325,4646,3052,644,90,17,17622,0,33,695,1246,1066,646,160,24,0,3878,10,41,537,1426,1571,876,232,62,14,4770,832,1072,2687,2416,1914,1446,1114,997,768,13245,11,68,79,51,41,110,90,29,4,474,15810,16354,39978,39609,35012,31075,22956,12098,4427,217319
505,1418,2713,2951,2819,2721,3407,7271,5804,2740,31842,1386,3568,4323,4014,3768,3825,5710,3526,1257,31378,862,3656,5231,4693,4226,3956,3972,2268,793,29664,583,4154,7618,6116,5825,4863,3290,1371,448,34266,261,3535,10032,8235,7545,6405,3158,937,263,40379,111,2077,8703,7485,6520,5085,2053,513,126,32665,50,1128,7691,7404,6466,4805,1561,384,114,29600,16,457,5368,6034,5507,3663,962,168,45,22221,10,469,7681,12424,11100,7007,1469,256,64,40483,7,75,1365,3181,3000,1715,399,98,21,9852,8,52,1374,4796,5543,2884,713,188,52,15604,1385,1626,3680,3382,2865,2213,1999,1996,1797,20941,21,66,193,120,122,199,147,61,15,942,34337,33797,76665,81683,74939,63333,49767,27157,10850,452521
506,1232,2708,3179,2657,2463,2897,6521,4838,2226,28726,1267,3629,4897,3949,3210,3267,4685,2995,1075,28969,879,3785,5614,4594,3641,3172,3151,1633,548,27021,596,4242,8253,6327,5254,4252,2679,1046,371,33023,333,3548,10458,8763,6802,5500,2533,652,169,38745,105,2000,8402,7225,5669,4400,1616,359,81,29858,48,1084,6904,6995,5364,4069,1200,280,95,26055,20,474,4373,5429,4286,2940,881,140,32,18573,30,517,6449,10289,8373,5294,1244,185,49,32432,5,84,1188,2579,2130,1269,333,50,14,7649,18,69,1066,3276,3400,2118,576,189,53,10769,1641,2257,5002,4276,3282,2566,2160,2131,1969,25280,25,86,210,147,160,282,282,84,24,1293,30592,35523,78799,78625,63794,54888,43648,22986,9130,417991
507,1080,2002,2132,2066,2160,2789,5432,4436,2174,24270,1213,2680,3294,3023,2851,2902,4161,2553,1034,23719,737,2787,3800,3422,3053,2878,2971,1618,540,21799,501,2957,5226,4499,4001,3523,2466,1040,342,24547,271,2689,7080,5897,5508,4644,2322,743,208,29371,108,1751,6230,5304,4725,3698,1514,398,82,23805,55,941,5775,5373,4920,3703,1213,289,140,22402,27,410,4062,4522,4030,2867,788,156,60,16930,21,504,6170,9461,8763,5597,1314,217,77,32128,4,78,1250,2465,2248,1393,326,87,33,7877,12,63,1054,3656,4067,2604,700,219,55,12442,1254,1608,3649,3124,2538,2006,1961,1989,1804,19925,36,70,179,114,120,175,166,47,11,915,26379,26456,58347,61499,56736,49352,38238,21175,8839,347021
509,345,318,633,753,903,1425,2754,1924,691,9739,457,512,978,1020,1146,1409,1872,1058,387,8845,314,705,1044,1076,1166,1345,1288,679,206,7835,232,847,1363,1352,1546,1684,1087,436,153,8696,140,723,1755,1668,1850,2080,997,316,70,9594,40,393,1221,1269,1402,1482,597,160,38,6613,24,232,1117,1151,1428,1362,498,153,55,6020,8,120,717,937,1092,1016,327,99,22,4334,6,138,1033,1570,2021,1738,489,100,22,7116,3,19,203,361,416,396,126,27,13,1579,4,27,179,418,605,561,264,85,36,2183,770,685,1749,1785,1994,2011,1713,1182,649,12544,4,48,119,63,17,11,18,10,4,294,7228,5859,14303,15569,18149,20945,18054,9394,3246,112735
510,137,214,432,377,356,511,982,390,74,3462,193,252,565,565,391,538,928,289,26,3753,174,327,667,551,466,574,680,158,0,3604,156,492,1043,758,647,759,634,158,21,4670,154,636,1505,1108,973,1081,661,124,10,6252,84,583,1552,1142,1051,1000,450,60,8,5919,54,413,1776,1411,1191,1071,387,44,5,6346,35,290,1616,1443,1239,1007,294,22,0,5943,39,596,3878,4129,3593,2402,521,48,4,15208,4,116,1353,1601,1341,882,168,15,0,5481,8,79,1301,2339,1874,1202,274,76,5,7172,960,1674,6121,5732,5227,4085,1735,504,86,26123,4,131,306,125,80,83,60,5,0,796,4964,7068,24640,23486,20217,17613,10455,2620,313,111367
511,276,313,602,594,673,978,2123,1352,435,7337,412,568,823,804,792,1051,1561,760,192,6969,333,708,1026,843,909,1021,1095,489,103,6530,246,804,1302,1113,1193,1305,838,264,72,7133,134,718,1642,1368,1562,1689,884,201,38,8239,94,557,1386,1301,1325,1201,517,112,15,6517,55,483,1592,1314,1474,1285,395,105,32,6728,31,346,1346,1262,1286,1086,337,52,8,5763,31,489,2708,2989,3006,2338,521,83,14,12179,3,66,712,869,832,587,117,33,0,3219,10,51,499,926,1053,770,227,61,7,3602,955,1491,4111,3764,3633,3191,2068,1006,389,20605,7,62,195,54,41,52,29,4,8,453,6713,7827,20213,19275,19859,20247,15647,6695,1832,118291
597,0,5,4,3,4,3,6,0,0,20,0,0,3,0,7,3,7,5,0,28,0,0,7,4,3,5,5,0,0,31,0,3,11,9,4,8,16,4,0,44,4,13,22,15,16,17,8,3,0,92,0,10,22,13,18,12,16,0,0,99,0,12,27,21,25,16,16,0,0,119,3,10,19,25,29,16,3,0,0,105,0,17,78,141,116,79,9,0,0,449,0,0,26,84,65,33,6,0,0,211,0,0,76,185,196,102,13,0,0,578,8,45,221,433,403,220,56,8,0,1394,0,0,33,37,61,29,0,0,4,164,19,121,549,999,951,560,178,32,3,3410
601,492,1221,2155,1518,1614,2341,4143,3157,1472,18115,543,1649,3343,1978,1700,2191,3013,1814,705,16943,295,1702,3699,2374,1898,2010,2365,1269,473,16083,194,1779,4991,3142,2495,2559,1941,893,324,18311,89,1522,5900,4022,3374,3292,1880,685,190,20952,25,828,3997,3173,2849,2450,1089,318,82,14809,10,324,2902,2888,2813,2262,781,267,85,12335,10,111,1835,2210,2307,1566,465,120,29,8656,6,54,1970,3628,3801,2556,602,158,48,12826,3,10,239,562,687,484,142,56,14,2203,15,34,298,943,1256,908,352,134,40,3985,720,806,2142,1580,1314,1240,1318,1168,888,11181,6,67,182,51,41,61,40,22,7,482,13339,14931,39927,31784,29652,29621,25470,14348,5603,204671
602,384,693,1137,911,1234,1743,3524,2592,1143,13362,409,1001,1656,1286,1437,1697,2126,1239,475,11336,269,1076,1978,1436,1507,1606,1496,848,217,10433,143,1237,2551,1809,1879,1919,1038,441,138,11164,59,860,2918,2126,2261,2232,934,294,73,11753,12,399,1838,1620,1634,1373,491,153,25,7548,4,195,1356,1318,1441,1186,400,135,41,6079,5,66,769,1062,1130,946,243,53,13,4289,4,37,794,1421,1666,1161,311,65,16,5474,0,10,115,239,279,219,82,23,12,976,16,12,133,391,533,423,189,85,26,1815,542,603,1131,855,953,1123,1133,966,664,7957,8,60,100,53,23,18,13,11,8,298,8315,8537,19470,16981,18951,20659,18433,10398,3708,125452
603,78,125,229,298,398,734,1125,625,222,3827,89,191,355,364,431,587,661,309,81,3061,60,201,376,407,440,538,454,197,33,2710,39,246,521,503,532,577,341,113,29,2906,22,215,600,566,674,689,304,92,11,3179,3,68,394,447,474,410,158,48,0,2002,0,46,273,376,401,386,139,44,11,1678,4,18,146,241,272,249,81,8,0,1011,0,13,160,276,348,306,114,34,8,1257,0,3,19,53,67,71,29,8,3,250,0,4,31,83,109,135,65,20,6,451,201,152,364,343,380,502,479,296,142,2857,0,10,29,13,0,0,6,0,0,57,2015,1764,4164,4681,5519,7185,6281,2764,722,35097
604,290,440,834,794,1068,1532,2792,2023,974,10749,375,615,1110,979,1152,1394,1710,1016,403,8743,213,834,1357,1039,1138,1248,1086,598,196,7709,135,930,1762,1296,1429,1504,796,342,89,8278,52,663,1791,1507,1730,1673,743,189,44,8386,18,376,1240,1145,1218,1127,365,86,13,5583,8,164,982,1063,1098,987,291,81,30,4707,3,83,650,730,843,725,168,34,0,3231,0,71,712,1016,1232,933,182,32,13,4189,0,8,72,156,199,154,57,13,0,654,6,18,97,216,322,289,111,47,5,1105,453,374,871,774,914,928,995,827,434,6560,0,17,52,26,13,22,13,6,7,157,6312,5890,13485,12481,14807,16757,14746,8392,2875,95745
697,0,0,0,0,0,0,4,0,0,10,0,0,0,0,3,0,4,0,0,15,0,4,0,0,0,0,7,0,0,9,0,0,3,3,4,3,0,0,0,14,0,0,5,3,4,4,4,0,0,15,0,0,19,14,17,8,0,0,0,56,0,0,8,11,10,9,0,0,0,36,0,0,7,4,9,3,0,0,0,26,0,0,15,18,23,22,5,0,0,82,0,0,5,8,3,3,0,0,0,19,0,0,3,9,11,5,0,0,0,26,0,0,4,3,9,12,3,0,0,36,0,0,3,4,0,0,0,0,0,13,5,15,69,78,90,77,33,3,0,374
701,281,503,801,596,640,789,1485,772,211,6066,367,679,1265,809,663,813,1175,484,94,6342,274,830,1581,1024,739,786,837,323,66,6456,266,1143,2558,1547,1239,1142,933,276,38,9143,189,1383,3667,2382,1874,1645,857,234,21,12253,81,1147,3206,2250,1708,1292,579,115,13,10389,26,526,2982,2442,1892,1399,469,102,17,9862,5,218,2009,1944,1657,1134,336,59,4,7368,7,159,2585,3851,3479,2275,566,83,8,13025,0,17,344,712,734,536,155,19,0,2520,9,26,331,955,1145,824,303,56,14,3652,831,1254,3395,2674,2301,2040,1575,522,153,14741,99,1221,688,198,87,150,83,22,6,2555,7921,10795,28189,23627,19990,17665,12766,4433,904,126296
702,157,259,613,643,638,787,1141,401,92,4727,162,310,752,645,567,688,829,219,36,4213,185,401,734,606,459,589,584,145,21,3726,200,541,1172,711,619,690,521,127,30,4616,112,524,1630,994,908,1040,569,72,4,5849,49,388,1411,961,848,818,409,55,0,4944,12,219,1340,940,860,826,303,45,0,4556,10,96,903,784,744,644,248,20,0,3456,4,95,1179,1509,1481,1301,341,34,3,5940,0,12,208,314,294,287,107,12,0,1239,6,7,172,400,405,437,161,28,0,1602,1100,1103,2929,2329,2184,2194,1513,372,42,13774,10,98,231,63,33,65,33,13,0,553,6598,7336,18888,15167,13439,13556,9464,2264,357,87063
797,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,5,0,0,10,0,0,0,4,3,0,4,0,0,12,6,4,6,0,0,0,5,0,0,20,0,7,5,4,10,4,0,0,0,29,0,7,0,0,4,3,0,0,0,14,0,0,7,3,8,4,6,0,0,21,0,0,6,6,4,5,0,0,0,22,0,3,4,15,22,22,0,0,0,75,0,0,0,6,8,11,0,0,0,23,0,0,9,27,26,18,5,0,0,83,4,7,18,43,40,32,11,3,0,159,0,0,9,0,0,0,0,0,0,17,11,27,65,112,124,106,40,10,0,494
801,983,2497,2267,1508,1397,1813,3400,2718,1321,17905,1121,3312,3698,2123,1572,1929,2775,1940,770,19245,842,3290,4363,2364,1780,2042,2761,1743,615,19793,735,3945,6631,3793,2738,2767,3071,1727,599,26020,352,4222,9517,5660,4067,3859,3331,1566,467,33034,138,3521,9719,5838,3971,3530,2628,1069,337,30746,54,1853,10173,7030,5164,3932,2269,877,233,31581,16,569,6980,6917,5184,3530,1551,491,136,25377,19,431,10592,16771,14044,7768,2198,611,170,52602,9,54,1281,3365,3176,1855,549,138,45,10462,16,55,1379,5593,6372,3867,999,272,94,18651,1353,2172,3988,2849,2059,1592,1471,1224,1055,17749,45,92,177,177,139,179,152,49,7,1020,26526,34599,77804,69342,56195,44930,35030,19085,7204,370716
