SA4_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
314,3035,1787,1768,1741,1662,1028,741,428,252,12439,47366,27406,28789,31824,29941,22252,16611,8371,2513,215074
315,2549,1819,2696,2238,2304,2422,1851,597,123,16593,18155,10930,13937,11718,12196,13944,11187,3806,791,96662
316,5796,3831,3634,4034,4292,4037,3439,2379,1324,32781,68306,42585,42092,48234,53517,54072,51449,30667,10897,401821
317,2438,1855,1614,1503,1510,1378,1062,716,336,12405,31929,21484,21590,19496,19164,18270,15815,9874,3887,161504
318,4737,4053,3868,3394,3205,2686,2096,1135,447,25618,44720,32446,31992,29161,29882,29377,24249,12235,3992,238041
319,5452,3357,3095,3077,3674,3915,3824,2410,857,29664,49736,30604,29034,30496,37513,47153,50483,28065,8289,311376
397,0,13,60,75,43,16,12,0,0,220,6,24,87,111,79,34,14,0,0,354
401,2694,2471,2615,2464,2543,2237,1680,1192,775,18671,49711,40541,41397,40530,40518,37902,32880,19926,9282,312685
402,6539,4108,4428,4163,3743,2955,2081,1396,857,30281,88345,56717,66933,62289,54731,51158,39588,23094,9075,451931
403,3848,2582,2424,2568,2669,2512,1905,1278,698,20481,62763,43323,46101,48287,47462,46411,41773,23426,10343,369898
404,2310,1828,1993,1926,1948,1776,1164,787,384,14117,36829,28475,37637,32352,30872,30456,23630,14304,7497,242051
405,1694,972,843,975,1198,1372,1213,795,348,9405,19037,10787,10654,11747,14228,17925,17003,9405,3297,114081
406,1710,1176,1914,1635,1707,1644,1051,559,228,11623,15482,9172,12501,11007,12152,13174,10113,5205,1761,90565
407,2699,1735,1936,2066,2304,2378,2119,1310,625,17166,30747,18668,19495,20039,23964,28401,28528,16232,5944,192013
497,0,0,0,4,5,0,0,0,0,6,0,0,0,16,10,0,0,0,0,34
501,3216,1790,1938,2089,2269,2093,1647,950,459,16449,35713,18700,19718,23457,24694,24998,21763,11168,3938,184143
502,1679,970,806,867,982,870,812,669,451,8112,18841,10970,10293,11150,12292,13259,13743,8732,3054,102337
503,1638,1802,2627,2056,1863,1567,1275,820,532,14181,27766,23706,30810,26406,23669,20437,16307,9510,4535,183153
504,3783,2608,3320,3174,2747,2119,1387,776,430,20343,53474,32081,39898,39560,34969,30966,22875,12071,4421,270316
505,7151,4509,4823,4972,4627,3508,2524,1611,853,34580,111338,68044,76475,81562,74817,63133,49614,27093,10834,562915
506,7229,5031,6024,5540,4594,3565,2400,1724,1257,37374,103196,65998,78589,78476,63638,54609,43371,22906,9105,519886
507,6076,4110,4553,4386,3990,3077,2295,1664,1177,31333,86543,52736,58167,61384,56617,49179,38073,21128,8823,432650
509,2748,1680,2013,2082,2292,2345,1841,1015,369,16384,23781,13035,14180,15507,18130,20931,18033,9382,3243,136222
510,3832,2665,6287,6037,5520,4336,1843,490,82,31092,22249,11892,24330,23363,20138,17532,10391,2612,309,132822
511,3508,2689,4416,4105,4031,3498,2141,916,251,25556,23831,14472,20017,19219,19812,20196,15615,6688,1826,141673
597,0,51,220,435,397,221,57,6,0,1396,3,137,518,957,896,533,176,32,0,3250
601,3223,2236,2675,2264,2152,1887,1481,964,443,17319,41548,28204,39747,31729,29613,29553,25431,14326,5593,245742
602,2103,1556,1410,1295,1394,1501,1241,765,355,11617,25071,16785,19368,16926,18932,20643,18414,10385,3695,150226
603,635,400,417,432,488,617,499,245,119,3850,6466,3773,4132,4670,5516,7182,6276,2764,722,41502
604,1822,1061,1092,1059,1243,1194,1093,716,288,9571,19443,12188,13429,12452,14790,16738,14731,8389,2867,115026
697,0,0,28,25,30,30,0,0,0,114,5,21,62,80,90,75,33,3,0,366
701,3268,2286,3687,3067,2712,2402,1625,511,130,19689,29418,17406,27502,23427,19906,17510,12685,4411,895,153156
702,2477,1794,2964,2353,2279,2332,1606,370,41,16209,21170,13820,18656,15108,13401,13484,9432,2249,357,107676
797,0,11,15,38,39,36,11,3,0,156,0,37,58,105,120,106,42,10,0,482
801,4686,4645,4781,3762,3116,2367,1775,1009,537,26676,82610,60988,77621,69171,56053,44750,34875,19042,7200,452305
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,128,101,261,186,180,164,118,65,6,1212,819,488,741,697,767,893,669,295,60,5425
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
