SA4_CODE_2021,Neg_Nil_Inc_Family_hholds,Neg_Nil_Inc_Non_fam_household,Neg_Nil_Inc_Tot,1_149_Family_hholds,1_149_NonFamHholds,1_149_Tot,150_299_Family_hholds,150_299_NonFamHholds,150_299_Tot,300_399_Family_hholds,300_399_NonFamHholds,300_399_Tot,400_499_Family_hholds,400_499_NonFamHholds,400_499_Tot,500_649_Family_hholds,500_649_NonFamHholds,500_649_Tot,650_799_Family_hholds,650_799_NonFamHholds,650_799_Tot,800_999_Family_hholds,800_999_NonFamHholds,800_999_Tot,1000_1249_Family_hholds,1000_1249_NonFamHholds,1000_1249_Tot,1250_1499_Family_hholds,1250_1499_NonFamHholds,1250_1499_Tot,1500_1749_Family_hholds,1500_1749_NonFamHholds,1500_1749_Tot,1750_1999_Family_hholds,1750_1999_NonFamHholds,1750_1999_Tot,2000_2499_Family_hholds,2000_2499_NonFamHholds,2000_2499_Tot,2500_2999_Family_hholds,2500_2999_NonFamHholds,2500_2999_Tot,3000_3499_Family_hholds,3000_3499_NonFamHholds,3000_3499_Tot,3500_3999_Family_hholds,3500_3999_NonFamHholds,3500_3999_Tot,4000orMore_Family_hholds,4000orMore_NonFamHholds,4000orMore_Tot,Part_Inc_st_Family_hholds,Part_Inc_st_NonFamHholds,Part_Inc_stated_Tot,All_Inc_NS_Family_hh,All_Inc_NS_NonFamily_hh,All_Inc_NS_Tot,Tot_Family_hholds,Tot_NonFamHholds,Tot_Tot
125,2036,2158,4193,502,505,1002,707,1502,2202,772,3292,4060,2163,5441,7601,2328,2970,5303,5912,2414,8328,5522,3151,8679,7179,3760,10942,8422,3220,11642,6848,2804,9646,6907,2248,9159,15724,4162,19891,11326,952,12281,9817,1118,10937,6742,421,7165,17979,1683,19662,6018,1068,7085,1422,1505,2923,118322,44386,162709
126,780,1035,1816,258,298,551,249,584,837,231,1089,1317,688,1922,2609,674,1486,2163,1724,1172,2894,1763,1489,3251,2303,1925,4222,2874,1712,4586,2300,1539,3841,2460,1282,3740,6228,2540,8766,4847,289,5137,4603,635,5232,3538,155,3694,15137,962,16093,2500,327,2822,415,524,945,53564,20957,74524
127,2155,1566,3725,451,357,808,659,1109,1768,886,2608,3499,2353,4623,6975,2521,2235,4750,7228,1601,8829,6454,2221,8673,7615,2346,9962,8500,1715,10215,6808,1264,8075,6898,1022,7917,14188,1488,15677,11179,197,11376,8783,305,9089,6002,74,6074,14204,391,14593,5902,285,6185,1541,1155,2692,114328,26552,140878
128,550,726,1278,246,307,549,194,566,757,169,1098,1269,696,2836,3532,706,1760,2469,2046,1368,3421,2060,1581,3644,2756,1848,4604,3347,1537,4887,2509,1408,3921,2889,1140,4027,7001,2076,9076,6133,195,6328,6086,532,6617,4662,108,4774,17111,744,17857,3176,217,3390,502,563,1068,62825,20620,83448
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,376,670,1049,189,279,465,184,771,957,263,1653,1912,875,4600,5474,1064,2684,3747,3430,1699,5125,2966,2139,5108,3465,2142,5609,3996,1450,5452,2845,1203,4051,3014,876,3888,5760,1224,6977,4194,187,4380,3145,285,3429,1855,70,1927,4314,508,4820,2705,274,2982,673,1045,1722,45319,23761,69077
202,347,606,954,189,288,476,175,707,886,210,1464,1674,798,3977,4774,930,2419,3352,3097,1650,4749,2819,2003,4825,3258,1908,5167,3784,1310,5093,2720,1127,3844,2806,857,3663,5883,1154,7030,4221,191,4413,3297,238,3532,1960,64,2015,4249,441,4694,2629,300,2923,612,866,1480,43987,21560,65549
203,785,1136,1923,375,443,822,349,1089,1438,378,2291,2663,1390,6021,7412,1652,4275,5929,4986,2749,7739,4691,3234,7925,5703,3360,9061,6507,2613,9118,4736,2317,7051,4911,1776,6686,11191,2810,14004,8822,500,9319,7441,709,8150,4610,259,4870,11677,1387,13058,4956,637,5593,1045,1503,2551,86214,39111,125322
204,443,747,1188,229,321,545,194,771,965,266,1700,1967,991,4498,5488,1032,2732,3765,3667,1909,5571,3167,2256,5423,3760,2241,5994,4256,1526,5779,2984,1221,4197,3244,841,4089,6784,1157,7944,4562,199,4760,3255,298,3548,1941,89,2029,3901,721,4616,3388,225,3608,809,1318,2125,48856,24760,73614
205,992,1416,2410,462,559,1028,484,1444,1923,529,3085,3617,1877,8131,10008,1988,4922,6909,6833,3047,9883,5962,3663,9625,6466,3279,9747,7061,2315,9379,4652,1785,6435,5229,1343,6565,9748,1831,11585,6574,255,6832,4836,480,5313,2651,114,2769,6327,974,7310,5281,365,5647,1488,2167,3658,79449,41186,120643
206,1882,5931,7811,594,1498,2098,748,3415,4167,745,6138,6878,1759,9211,10972,1824,7146,8977,4251,6581,10831,4298,8704,13008,5667,11929,17597,7025,11545,18571,5691,11280,16976,6393,9731,16128,15597,19371,34970,13259,2925,16184,12809,5770,18577,9734,1567,11299,42696,10724,53418,6499,4048,10551,1055,3089,4150,142533,140620,283152
207,1948,1962,3915,673,667,1340,680,1199,1875,553,1974,2529,1463,4300,5761,1501,3369,4870,3792,2696,6487,3654,3143,6799,4792,3503,8290,5587,3055,8646,4260,2702,6964,4572,2278,6843,10170,4105,14269,8058,604,8668,7548,1193,8740,5464,308,5775,27911,2137,30050,5407,766,6172,868,1123,1990,98901,41088,139981
208,1287,2060,3349,466,751,1223,483,1358,1842,425,2556,2977,1271,6040,7309,1324,4323,5649,3603,3325,6929,3683,4013,7692,4877,4564,9444,5740,3919,9664,4537,3579,8117,4879,2983,7868,11637,5231,16870,10033,628,10664,9790,1499,11289,7155,273,7426,34794,2516,37312,5843,615,6465,1117,1546,2664,112961,51788,164749
209,1799,1951,3748,613,600,1212,681,1510,2191,722,2923,3644,2133,7025,9161,2309,3949,6256,7007,3161,10164,6489,3896,10382,8164,4333,12498,9760,3804,13562,8066,3386,11446,8381,2584,10970,19000,4131,23130,15262,654,15918,12808,993,13803,8651,253,8909,22188,1152,23335,7374,817,8196,1675,1580,3257,143087,48693,191781
210,1485,1491,2978,463,404,871,572,1079,1655,632,2086,2716,1852,5201,7057,2182,2643,4827,5991,2005,7996,5674,2607,8283,6933,2841,9772,8071,2366,10434,6508,2175,8683,6641,1597,8238,14410,2691,17107,11212,413,11631,9102,601,9699,6058,198,6259,14070,836,14900,5635,488,6125,1476,1248,2721,108960,32978,141945
211,1532,1764,3295,608,642,1249,574,1331,1910,619,2639,3266,1911,7513,9433,2082,4764,6848,6454,3485,9937,6465,4101,10563,8190,4288,12483,9774,3296,13070,7501,2862,10356,7968,2188,10152,18514,3431,21947,15584,478,16063,13177,756,13931,8798,183,8981,22890,977,23868,7547,533,8074,1422,1631,3051,141613,46859,188475
212,3038,3112,6147,985,872,1853,1123,1940,3067,1187,3844,5030,3400,9750,13150,3696,5620,9321,11055,3984,15037,10863,5587,16451,13596,6004,19601,16651,4708,21361,13354,3888,17245,14309,2879,17184,31198,4322,35519,23610,1038,24655,17946,1200,19145,11255,521,11780,26251,1765,28013,12032,1300,13333,2523,2325,4846,218079,64655,282736
213,2863,2842,5701,845,730,1574,1116,1941,3057,1289,4201,5494,3411,8971,12381,3975,5104,9078,10670,3981,14645,10256,5440,15695,12491,6171,18663,15647,5334,20984,12878,4652,17527,13180,3556,16732,29768,5822,35588,22510,1024,23536,18344,1545,19887,11997,474,12470,29848,1981,31837,11322,1261,12580,2598,2296,4896,214999,67331,282326
214,824,1287,2110,355,468,822,358,1044,1401,345,2159,2506,1374,6157,7527,1410,4359,5772,4729,2759,7487,4461,3203,7660,5617,3291,8903,6251,2471,8714,4523,2029,6550,4926,1485,6414,10798,2200,12998,8540,308,8850,6680,540,7221,4249,120,4378,11021,1334,12359,4825,359,5186,1179,1696,2873,82475,37258,119733
215,426,673,1099,181,290,470,202,767,971,257,1607,1862,936,4353,5286,954,2341,3293,3231,1595,4823,2773,2081,4858,3257,1876,5129,3609,1279,4888,2483,1009,3491,2694,684,3380,5278,981,6260,3513,183,3699,2299,239,2538,1305,83,1396,2683,421,3102,2677,200,2880,845,1413,2258,39605,22070,61680
216,455,506,966,181,218,400,167,581,753,243,1286,1534,833,3294,4119,860,1943,2807,3001,1310,4306,2493,1539,4038,2697,1513,4218,3169,1035,4209,2181,784,2975,2340,528,2870,4597,774,5373,3200,139,3339,2130,191,2326,1234,37,1271,2544,328,2872,2314,165,2475,724,1075,1799,35380,17258,52643
217,345,524,876,161,260,426,154,638,788,200,1251,1452,683,3299,3981,738,2037,2775,2520,1377,3899,2329,1721,4045,2569,1620,4189,3061,1077,4137,2122,783,2908,2300,617,2915,4487,855,5340,3134,149,3278,2135,216,2354,1213,47,1261,2744,404,3151,2225,178,2402,610,980,1592,33727,18032,51759
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,542,715,1253,216,256,469,230,696,927,247,1486,1734,917,4104,5020,996,2463,3459,3572,1548,5117,3157,1786,4944,3901,1902,5806,4337,1432,5765,3299,1196,4500,3705,888,4588,8570,1441,10015,7025,230,7253,6031,350,6385,4150,75,4224,11045,482,11526,3990,321,4311,639,829,1476,66587,22191,88778
302,389,728,1111,179,282,459,209,707,920,207,1505,1713,674,3687,4358,825,2656,3484,2305,1804,4110,2541,2172,4717,3199,2396,5590,3713,2268,5985,3014,1871,4889,3311,1519,4832,7797,2575,10376,6613,418,7033,5881,649,6533,4113,156,4275,11212,747,11959,3293,531,3820,448,832,1282,59934,27505,87437
303,1071,1225,2293,390,452,838,407,1073,1478,450,2004,2457,1216,4264,5477,1382,3032,4411,3621,2244,5870,3751,3007,6756,4897,3421,8315,6013,3025,9037,4895,2676,7572,5225,2209,7436,12225,3978,16202,9800,857,10655,8600,1073,9671,6335,339,6679,18524,1376,19906,5215,1177,6392,626,939,1569,94642,38375,133020
304,433,589,1026,191,214,404,194,489,688,161,741,907,460,1786,2250,613,1391,2003,1412,1081,2493,1593,1279,2869,2302,1497,3803,2612,1247,3859,2156,1159,3318,2337,1010,3342,5519,1751,7272,4663,291,4952,4729,442,5170,3576,86,3663,14303,676,14976,2883,491,3372,285,342,629,50427,16569,66991
305,650,1759,2413,241,505,746,226,1104,1331,204,2139,2343,561,3123,3680,689,3095,3782,1485,2796,4276,1723,3773,5496,2676,4913,7587,3407,4741,8158,2755,4319,7069,3107,3784,6895,8004,7594,15589,6053,1398,7451,5892,2197,8083,4609,611,5218,23032,3898,26932,3765,1871,5631,372,1131,1501,69460,54735,124196
306,661,1034,1700,309,414,723,335,1009,1342,374,2156,2534,1153,4742,5901,1444,3359,4800,4018,2613,6632,3767,3305,7073,4493,3239,7733,5290,2480,7772,3904,1794,5701,4151,1435,5592,8278,2122,10402,5762,476,6238,4373,573,4947,2680,183,2864,5511,958,6471,5551,697,6254,952,1913,2858,63025,34496,97521
307,469,515,988,188,219,408,188,507,694,197,1075,1269,777,3023,3803,772,1747,2520,2954,1163,4113,2281,1473,3757,2500,1428,3931,2859,977,3838,2009,766,2781,2091,611,2700,4006,848,4848,2643,141,2782,1830,234,2067,1025,54,1084,2076,451,2523,3171,185,3353,668,939,1615,32710,16363,49074
308,587,916,1507,254,316,567,267,873,1145,305,1708,2008,1054,4128,5179,1241,2448,3690,3621,1886,5510,2977,2251,5230,3425,2409,5835,3883,1900,5775,2853,1596,4453,3118,1338,4455,7272,2352,9620,5379,352,5727,4580,681,5262,2901,139,3047,6815,954,7770,6326,432,6765,881,1649,2534,57738,28341,86080
309,1945,2599,4546,687,865,1550,711,1742,2453,791,3800,4598,2433,9323,11757,2996,7256,10249,9004,4855,13859,8643,6257,14903,10913,6655,17571,13042,5288,18334,9844,4008,13848,10601,3225,13828,22868,5013,27880,16762,1171,17936,13131,1429,14560,8194,438,8629,21735,2253,23985,10987,1829,12815,1954,2737,4689,167242,70735,237977
310,844,1025,1871,294,321,613,406,901,1307,579,1887,2463,1518,5116,6639,2058,3338,5399,5570,2205,7774,5514,3021,8531,6412,3303,9708,7656,2548,10207,6155,2049,8208,6230,1528,7761,13546,1919,15466,9498,329,9826,7137,401,7541,4308,88,4398,8101,451,8549,6232,556,6789,1049,1231,2280,93123,32215,125340
311,882,982,1861,285,324,613,393,792,1191,491,1759,2253,1463,4249,5704,2037,3374,5414,5672,2021,7693,5360,2862,8221,6286,3081,9364,7658,2229,9885,6026,1641,7666,6071,1122,7187,12789,1525,14313,9206,309,9511,6462,307,6769,4077,82,4164,7752,357,8103,5985,514,6497,1129,1195,2330,90008,28727,118738
312,458,653,1117,198,227,419,188,602,785,195,1099,1292,698,2547,3242,765,1769,2535,2277,1356,3637,1856,1720,3572,2235,1810,4048,2627,1480,4106,2056,1234,3286,2466,1057,3525,5378,2183,7563,4317,359,4668,3826,692,4522,2445,134,2582,6206,973,7180,5558,511,6069,673,1254,1932,44420,21664,66088
