SA4_CODE_2021,M15_19_C_Own_chld_childr,M15_19_C_Oth_ch_chiln,M15_19_Ca_Ow_ch_ch_oth_ch_ch,M15_19_yr_C_for_Tot,M15_19_D_not_prov_ch_care,M15_19_U_ch_care_ns,M15_19_OS_vis,M15_19_yr_Tot,M20_24_C_Own_chld_childr,M20_24_C_Oth_ch_chiln,M20_24_Ca_Ow_ch_ch_oth_ch_ch,M20_24_yr_C_for_Tot,M20_24_D_not_prov_ch_care,M20_24_U_ch_care_ns,M20_24_OS_vis,M20_24_yr_Tot,M25_34_C_Own_chld_childr,M25_34_C_Oth_ch_chiln,M25_34_Ca_Ow_ch_ch_oth_ch_ch,M25_34_yr_C_for_Tot,M25_34_D_not_prov_ch_care,M25_34_U_ch_care_ns,M25_34_OS_vis,M25_34_yr_Tot,M35_44_C_Own_chld_childr,M35_44_C_Oth_ch_chiln,M35_44_Ca_Ow_ch_ch_oth_ch_ch,M35_44_yr_C_for_Tot,M35_44_D_not_prov_ch_care,M35_44_U_ch_care_ns,M35_44_OS_vis,M35_44_yr_Tot,M45_54_C_Own_chld_childr,M45_54_C_Oth_ch_chiln,M45_54_Ca_Ow_ch_ch_oth_ch_ch,M45_54_yr_C_for_Tot,M45_54_D_not_prov_ch_care,M45_54_U_ch_care_ns,M45_54_OS_vis,M45_54_yr_Tot,M55_64_C_Own_chld_childr,M55_64_C_Oth_ch_chiln,M55_64_Ca_Ow_ch_ch_oth_ch_ch,M55_64_yr_C_for_Tot,M55_64_D_not_prov_ch_care,M55_64_U_ch_care_ns,M55_64_OS_vis,M55_64_yr_Tot,M65_74_C_Own_chld_childr,M65_74_C_Oth_ch_chiln,M65_74_Ca_Ow_ch_ch_oth_ch_ch,M65_74_yr_C_for_Tot,M65_74_D_not_prov_ch_care,M65_74_U_ch_care_ns,M65_74_OS_vis,M65_74_yr_Tot,M75_84_C_Own_chld_childr,M75_84_C_Oth_ch_chiln,M75_84_Ca_Ow_ch_ch_oth_ch_ch,M75_84_yr_C_for_Tot,M75_84_D_not_prov_ch_care,M75_84_U_ch_care_ns,M75_84_OS_vis,M75_84_yr_Tot,M85ovr_C_Own_chld_childr,M85ovr_C_Oth_ch_chiln,M85ov_Ca_Ow_ch_ch_oth_ch_ch,M85ovr_C_for_Tot,M85ovr_D_not_prov_ch_care,M85ovr_U_ch_care_ns,M85ovr_OS_vis,M85ovr_Tot,MTot_C_Own_chld_childrn,MTot_C_Oth_ch_chiln,MTot_Ca_Ow_ch_ch_oth_ch_ch,MTot_C_for_Tot,MTot_D_not_prov_ch_care,MTot_U_ch_care_ns,MTot_OS_vis,MTot_Tot,F15_19_C_Own_chld_childr,F15_19_C_Oth_ch_chiln,F15_19_Ca_Ow_ch_ch_oth_ch_ch,F15_19_yr_C_for_Tot,F15_19_D_not_prov_ch_care,F15_19_U_ch_care_ns,F15_19_OS_vis,F15_19_yr_Tot,F20_24_C_Own_chld_childr,F20_24_C_Oth_ch_chiln,F20_24_Ca_Ow_ch_ch_oth_ch_ch,F20_24_yr_C_for_Tot,F20_24_D_not_prov_ch_care,F20_24_U_ch_care_ns,F20_24_OS_vis,F20_24_yr_Tot,F25_34_C_Own_chld_childr,F25_34_C_Oth_ch_chiln,F25_34_Ca_Ow_ch_ch_oth_ch_ch,F25_34_yr_C_for_Tot,F25_34_D_not_prov_ch_care,F25_34_U_ch_care_ns,F25_34_OS_vis,F25_34_yr_Tot,F35_44_C_Own_chld_childr,F35_44_C_Oth_ch_chiln,F35_44_Ca_Ow_ch_ch_oth_ch_ch,F35_44_yr_C_for_Tot,F35_44_D_not_prov_ch_care,F35_44_U_ch_care_ns,F35_44_OS_vis,F35_44_yr_Tot,F45_54_C_Own_chld_childr,F45_54_C_Oth_ch_chiln,F45_54_Ca_Ow_ch_ch_oth_ch_ch,F45_54_yr_C_for_Tot,F45_54_D_not_prov_ch_care,F45_54_U_ch_care_ns,F45_54_OS_vis,F45_54_yr_Tot,F55_64_C_Own_chld_childr,F55_64_C_Oth_ch_chiln,F55_64_Ca_Ow_ch_ch_oth_ch_ch,F55_64_yr_C_for_Tot,F55_64_D_not_prov_ch_care,F55_64_U_ch_care_ns,F55_64_OS_vis,F55_64_yr_Tot,F65_74_C_Own_chld_childr,F65_74_C_Oth_ch_chiln,F65_74_Ca_Ow_ch_ch_oth_ch_ch,F65_74_yr_C_for_Tot,F65_74_D_not_prov_ch_care,F65_74_U_ch_care_ns,F65_74_OS_vis,F65_74_yr_Tot,F75_84_C_Own_chld_childr,F75_84_C_Oth_ch_chiln,F75_84_Ca_Ow_ch_ch_oth_ch_ch,F75_84_yr_C_for_Tot,F75_84_D_not_prov_ch_care,F75_84_U_ch_care_ns,F75_84_OS_vis,F75_84_yr_Tot,F85ovr_C_Own_chld_childr,F85ovr_C_Oth_ch_chiln,F85ov_Ca_Ow_ch_ch_oth_ch_ch,F85ovr_C_for_Tot,F85ovr_D_not_prov_ch_care,F85ovr_U_ch_care_ns,F85ovr_OS_vis,F85ovr_Tot,FTot_C_Own_chld_childrn,FTot_C_Oth_ch_chiln,FTot_Ca_Ow_ch_ch_oth_ch_ch,FTot_C_for_Tot,FTot_D_not_prov_ch_care,FTot_U_ch_care_ns,FTot_OS_vis,FTot_Tot,P15_19_C_Own_chld_childr,P15_19_C_Oth_ch_chiln,P15_19_Ca_Ow_ch_ch_oth_ch_ch,P15_19_yr_C_for_Tot,P15_19_D_not_prov_ch_care,P15_19_U_ch_care_ns,P15_19_OS_vis,P15_19_yr_Tot,P20_24_C_Own_chld_childr,P20_24_C_Oth_ch_chiln,P20_24_Ca_Ow_ch_ch_oth_ch_ch,P20_24_yr_C_for_Tot,P20_24_D_not_prov_ch_care,P20_24_U_ch_care_ns,P20_24_OS_vis,P20_24_yr_Tot,P25_34_C_Own_chld_childr,P25_34_C_Oth_ch_chiln,P25_34_Ca_Ow_ch_ch_oth_ch_ch,P25_34_yr_C_for_Tot,P25_34_D_not_prov_ch_care,P25_34_U_ch_care_ns,P25_34_OS_vis,P25_34_yr_Tot,P35_44_C_Own_chld_childr,P35_44_C_Oth_ch_chiln,P35_44_Ca_Ow_ch_ch_oth_ch_ch,P35_44_yr_C_for_Tot,P35_44_D_not_prov_ch_care,P35_44_U_ch_care_ns,P35_44_OS_vis,P35_44_yr_Tot,P45_54_C_Own_chld_childr,P45_54_C_Oth_ch_chiln,P45_54_Ca_Ow_ch_ch_oth_ch_ch,P45_54_yr_C_for_Tot,P45_54_D_not_prov_ch_care,P45_54_U_ch_care_ns,P45_54_OS_vis,P45_54_yr_Tot
203,26,342,0,367,8556,527,12,9462,161,237,3,400,8945,664,11,10020,4917,447,90,5453,14720,1574,21,21765,11602,317,253,12174,6762,1280,23,20243,7299,407,110,7820,10707,1087,10,19635,1156,1498,17,2664,14796,892,21,18377,178,2357,9,2548,13195,820,15,16582,22,484,0,508,7740,623,9,8876,0,24,0,22,2614,368,5,3006,25356,6115,489,31962,88033,7845,125,127964,29,556,3,590,7898,516,16,9017,416,477,30,915,8162,475,5,9560,7361,915,344,8618,12220,1036,24,21897,13919,617,574,15104,5768,994,25,21892,7151,1069,215,8432,11734,888,18,21068,565,3926,52,4542,15333,763,26,20665,131,4041,24,4194,13387,862,21,18460,35,563,3,596,9084,846,5,10542,4,23,0,26,4189,673,5,4888,29602,12183,1233,43023,87767,7058,155,138001,56,901,4,963,16451,1043,31,18486,575,716,30,1323,17109,1139,20,19586,12279,1359,432,14074,26938,2610,45,43666,25522,930,828,27276,12529,2276,52,42136,14446,1479,326,16252,22440,1979,27,40706
204,19,198,5,223,4971,536,3,5738,178,126,4,315,4194,459,10,4983,2782,248,72,3097,6177,836,44,10154,5343,181,152,5679,3595,820,20,10117,3521,348,74,3937,6720,863,10,11531,682,865,14,1559,10560,938,8,13069,119,1126,7,1256,10056,865,10,12183,22,216,3,242,5617,517,6,6374,3,15,0,20,1686,222,0,1923,12672,3316,331,16322,53579,6054,121,76069,34,353,3,395,4362,516,6,5273,358,267,14,647,3440,408,12,4506,4070,386,238,4691,4833,747,45,10328,6567,325,342,7228,3014,746,9,10992,3452,828,124,4410,7228,813,15,12469,307,2343,28,2675,10298,832,22,13823,72,1845,10,1929,9451,716,7,12101,17,300,6,324,5879,618,6,6820,0,15,0,16,2614,393,0,3024,14886,6671,759,22317,51113,5793,117,79344,56,556,7,617,9335,1047,8,11010,538,396,20,961,7637,870,19,9487,6853,632,308,7791,11010,1586,94,20479,11905,506,493,12902,6610,1566,30,21107,6971,1177,201,8349,13942,1679,28,23997
205,34,311,0,348,7089,763,8,8207,318,237,13,567,5977,597,18,7154,4708,403,127,5234,9320,1520,70,16147,8258,311,239,8806,5484,1567,43,15906,4757,519,108,5379,10538,1312,26,17255,958,1616,33,2602,16783,1362,22,20774,189,1946,3,2141,17216,1406,5,20768,41,332,0,375,9566,942,3,10892,0,13,0,13,2671,508,3,3197,19261,5688,524,25477,84649,9969,202,120292,69,615,5,686,6467,722,0,7877,671,471,28,1169,5117,503,11,6796,7148,714,411,8275,7393,1254,39,16968,9869,505,596,10979,4582,1278,21,16861,4671,1381,205,6256,11401,1186,13,18855,465,4120,32,4616,16612,1279,13,22528,112,2946,9,3073,16622,1337,12,21048,42,413,5,452,9972,1098,12,11536,7,25,0,33,3968,746,4,4751,23048,11193,1300,35543,82150,9399,125,127222,103,927,6,1035,13556,1481,9,16084,990,714,37,1742,11094,1092,28,13954,11854,1115,540,13514,16716,2777,108,33113,18128,816,838,19783,10067,2848,62,32762,9424,1895,316,11634,21942,2489,43,36111
206,19,304,4,327,10424,696,56,11495,63,260,4,322,24682,1897,149,27053,3836,856,42,4735,69889,5420,338,80382,15694,604,210,16510,30959,3430,200,51097,11698,364,158,12217,20910,2344,205,35670,2502,910,28,3441,22655,1868,163,28126,352,2166,15,2529,15171,1280,74,19053,47,676,0,727,8715,820,22,10289,5,43,0,44,3283,479,16,3810,34213,6176,459,40848,206687,18220,1223,266975,23,443,4,465,11142,683,57,12343,170,585,17,770,27658,1938,131,30504,6335,1906,117,8359,70758,5152,301,84573,18912,1325,525,20762,26083,2886,148,49879,11974,925,263,13158,21379,1912,162,36610,1316,2657,39,4011,23188,1498,158,28855,211,4073,32,4315,15687,1184,94,21275,73,889,7,976,10417,944,26,12365,14,56,0,65,5244,765,6,6086,39026,12855,1004,52884,211560,16949,1086,282480,40,745,5,788,21561,1375,110,23839,230,842,21,1096,52337,3833,285,57555,10174,2760,159,13095,140649,10572,641,164960,34610,1927,734,37270,57044,6315,346,100974,23673,1285,421,25378,42284,4250,366,72280
207,18,261,0,282,11403,347,22,12051,48,201,0,246,13101,588,45,13989,2844,276,29,3145,19893,1230,65,24332,12621,218,122,12962,8785,848,80,22669,10732,200,107,11037,11652,757,153,23596,2147,933,31,3112,17251,553,120,21027,379,2689,12,3080,12222,486,91,15877,69,893,3,963,9212,447,25,10649,12,45,0,56,4334,317,9,4716,28861,5719,306,34883,107844,5579,601,148912,23,428,0,454,10742,327,18,11548,85,419,4,511,11830,515,35,12889,4719,574,72,5371,17807,1069,69,24316,16067,444,315,16830,7445,811,67,25148,11627,482,191,12294,13649,757,89,26791,1228,2779,62,4070,18467,585,143,23267,332,4736,37,5107,13098,580,108,18892,81,1070,11,1153,11737,662,38,13591,12,34,0,46,6752,670,9,7468,34182,10967,694,45838,111517,5985,576,163908,49,690,0,736,22150,678,40,23605,131,619,7,761,24929,1106,80,26875,7563,852,103,8518,37705,2299,126,48649,28691,665,435,29783,16230,1659,138,47817,22353,683,301,23338,25294,1510,245,50389
208,30,341,0,370,11902,384,9,12669,60,217,4,274,11609,446,34,12367,3354,388,36,3781,20378,1259,52,25478,15595,306,210,16109,10390,1054,38,27590,13609,280,168,14052,14214,916,77,29257,2526,1098,32,3653,19595,692,51,23992,300,2868,21,3180,14150,630,54,18015,65,780,0,846,8998,603,16,10462,8,43,0,48,3975,380,4,4403,35541,6313,471,42325,115208,6366,336,164231,13,579,9,606,11265,354,14,12242,115,445,9,569,10907,376,26,11879,5514,799,126,6441,19017,1120,66,26637,19231,615,561,20406,8785,1035,48,30279,14222,711,257,15194,16199,899,53,32342,1283,3315,51,4650,20672,723,85,26131,230,5146,27,5409,14770,806,82,21067,80,981,6,1066,11470,819,33,13384,11,41,0,56,7002,828,11,7895,40710,12639,1045,54394,120093,6962,407,181859,43,922,12,974,23174,740,26,24915,175,659,9,845,22519,821,57,24242,8868,1187,165,10223,39396,2380,114,52113,34828,918,768,36516,19180,2093,82,57873,27830,990,425,29244,30412,1809,127,61600
209,20,460,0,483,14515,782,18,15794,179,372,0,556,15822,974,31,17389,7574,644,91,8311,28915,2188,64,39479,21911,432,286,22626,15977,1900,48,40551,12926,434,161,13524,19568,1482,47,34615,2043,1664,37,3747,23379,1173,47,28344,333,3058,13,3411,16618,925,72,21030,52,701,0,751,10048,733,32,11562,4,36,0,37,3548,481,4,4079,45048,7802,597,53441,148400,10638,370,212848,42,754,4,802,13144,672,11,14628,460,726,10,1193,13944,729,15,15879,12394,1289,312,13994,24364,1936,61,40353,25896,827,746,27477,12391,1684,45,41595,12648,1208,266,14121,20524,1303,43,35991,1096,5215,63,6371,23229,1114,109,30825,277,5144,37,5459,17060,1077,101,23696,64,793,3,862,11794,883,33,13573,16,25,3,42,5621,796,10,6476,52887,15983,1453,70330,142074,10189,424,223016,60,1214,5,1283,27656,1457,26,30427,635,1097,16,1747,29769,1702,47,33265,19970,1934,406,22305,53281,4124,124,79836,47810,1255,1031,50104,28372,3578,92,82146,25571,1643,434,27645,40097,2785,85,70611
210,27,385,8,419,11736,798,8,12957,186,289,0,480,12729,955,16,14182,6719,558,89,7356,23302,2476,79,33220,16241,329,184,16752,12998,1994,79,31825,8538,340,85,8964,15105,1422,37,25530,1540,1164,32,2728,17818,1024,48,21630,245,1733,15,1987,11790,639,42,14463,34,437,6,478,7292,527,20,8316,3,22,0,26,2746,271,0,3048,33532,5251,415,39200,115522,10116,333,165171,35,698,0,736,10591,703,5,12033,556,694,13,1264,10783,714,17,12780,11719,1003,267,12995,18273,1958,65,33298,19318,622,460,20406,9623,1687,34,31750,8279,1118,200,9593,15774,1259,37,26663,755,3569,63,4391,17083,944,87,22494,216,3038,32,3292,12399,763,71,16516,47,479,9,533,8772,653,26,9982,8,27,0,36,4127,483,7,4650,40943,11246,1050,53241,107415,9163,342,170165,63,1084,6,1151,22323,1505,14,24994,743,982,17,1742,23514,1671,30,26961,18439,1566,354,20357,41579,4440,146,66521,35561,949,649,37158,22620,3684,105,63572,16820,1450,284,18556,30880,2680,79,52193
211,28,536,4,570,14959,547,11,16092,197,349,11,555,14450,578,11,15589,6954,595,137,7687,22215,1339,43,31279,20275,489,369,21130,11994,1227,46,34396,13108,539,211,13859,18997,1190,44,34092,2113,2213,43,4358,25556,898,71,30885,382,3823,29,4235,18539,777,72,23621,80,885,7,972,11699,723,28,13416,9,39,0,43,3994,481,11,4533,43137,9467,805,53410,142399,7758,331,203900,43,877,4,923,13235,492,13,14663,387,721,11,1127,12753,468,12,14361,10483,1212,414,12109,18775,1199,33,32120,24287,782,907,25970,9532,1217,34,36753,12813,1363,329,14508,21034,1009,38,36586,1065,6240,69,7371,24942,948,116,33379,370,6470,40,6882,19245,876,105,27112,79,945,8,1038,14070,961,37,16106,13,37,0,45,6209,1011,11,7274,49537,18647,1793,69979,139792,8177,396,218342,69,1411,14,1489,28202,1035,23,30750,581,1072,19,1678,27203,1046,23,29948,17430,1810,555,19797,40991,2531,80,63394,44564,1262,1273,47105,21524,2442,78,71149,25920,1909,536,28363,40025,2196,88,70675
212,100,849,8,963,24163,1404,23,26558,570,783,19,1374,28453,2042,86,31950,13850,1190,254,15292,48498,4972,146,68911,33350,730,453,34534,26023,3545,124,64219,17500,868,225,18589,30690,2513,119,51911,3310,2422,56,5781,35085,1913,150,42934,655,3669,32,4355,24579,1342,198,30473,121,965,8,1091,15526,1138,62,17814,15,53,0,64,5624,599,14,6309,69465,11526,1054,82043,238640,19471,927,341086,124,1470,9,1604,22072,1309,35,25014,1392,1384,74,2850,24211,1565,73,28702,23359,2021,663,26042,36385,4029,114,66569,39937,1205,952,42092,18823,3100,78,64092,16231,2344,394,18977,31936,2362,113,53381,1737,7179,139,9063,33493,1862,303,44716,558,6476,75,7108,25312,1546,257,34228,123,1032,18,1167,18071,1355,82,20683,16,67,0,83,8556,1093,19,9759,83466,23183,2330,108983,218859,18221,1072,347138,221,2325,15,2565,46241,2714,59,51570,1954,2164,98,4226,52665,3603,161,60651,37210,3214,914,41332,84885,9006,258,135479,73285,1929,1407,76625,44845,6646,196,128313,33730,3211,621,37566,62629,4873,228,105289
213,82,772,8,859,21673,1620,30,24184,479,765,17,1266,24390,2513,33,28203,13676,1254,184,15105,48767,6742,109,70729,37107,762,423,38302,29521,5474,103,73396,17175,801,219,18195,29968,3186,74,51434,3150,2119,55,5325,31646,2156,155,39279,546,3105,30,3679,22298,1425,199,27604,71,604,3,687,11158,989,57,12889,10,26,0,36,3373,395,6,3814,72292,10208,948,83447,222796,24508,772,331525,123,1370,12,1505,20098,1414,14,23030,1254,1375,58,2687,20650,1689,44,25064,25200,2075,577,27849,38984,5136,93,72065,43123,1393,914,45427,21953,4097,62,71544,16102,2218,379,18701,30706,2624,116,52143,1560,6448,129,8137,30908,1888,342,41271,477,5216,51,5747,22406,1456,298,29903,74,688,18,782,12759,1058,49,14648,13,46,0,56,5585,791,4,6443,87925,20825,2139,110892,204041,20154,1027,336113,203,2139,18,2362,41774,3038,46,47212,1735,2144,77,3951,45039,4204,81,53273,38874,3321,752,42955,87750,11887,206,142788,80229,2153,1340,83732,51475,9569,164,144937,33287,3017,599,36899,60677,5809,187,103575
214,22,322,6,347,8319,551,9,9221,134,206,6,344,7254,412,9,8016,4223,366,78,4665,10890,999,22,16583,10116,300,263,10679,6192,1028,17,17915,7184,450,117,7755,11067,1163,20,20002,1280,1411,31,2727,15137,970,16,18849,190,2299,15,2508,13253,845,18,16629,31,540,4,571,8985,744,11,10306,7,19,0,27,3077,529,5,3636,23192,5912,516,29621,84184,7238,117,121158,42,515,5,558,7207,575,0,8341,343,442,21,800,6302,416,7,7529,6313,737,303,7356,8973,956,24,17308,12460,557,632,13655,5004,999,11,19671,7282,1076,234,8582,11998,1053,12,21643,587,3909,37,4533,15282,872,19,20705,162,3987,19,4164,13899,925,34,19023,39,658,4,694,10395,1057,16,12170,12,30,5,47,4393,941,7,5386,27238,11906,1256,40402,83461,7785,136,131785,65,843,0,908,15522,1121,13,17564,473,643,27,1141,13560,828,17,15546,10539,1104,384,12025,19867,1955,50,33893,22577,861,895,24332,11199,2030,31,37587,14469,1523,351,16342,23071,2211,30,41652
215,17,173,0,189,3740,447,3,4377,177,123,3,309,3485,364,12,4174,2518,203,75,2789,5795,1008,60,9649,4087,148,114,4344,3245,932,30,8546,2326,249,42,2615,5729,901,10,9255,442,795,16,1254,8930,948,8,11142,105,785,5,892,7827,877,10,9603,16,167,0,183,4514,555,0,5247,4,9,0,12,1596,271,0,1881,9692,2660,251,12596,44854,6296,132,63884,38,337,3,376,3216,391,0,3984,375,253,21,646,2850,302,22,3821,3757,355,222,4333,4426,743,32,9536,4980,222,270,5475,2455,716,18,8663,2223,695,91,3008,5930,672,14,9622,211,2012,20,2248,7990,693,15,10946,48,1283,4,1337,7220,684,12,9252,16,211,0,222,5003,644,5,5866,4,21,0,22,2543,441,0,3010,11653,5385,635,17671,41635,5284,114,64704,58,508,3,564,6951,836,3,8364,551,378,22,955,6338,668,37,7993,6267,561,293,7123,10224,1749,88,19189,9067,374,387,9820,5700,1643,44,17211,4552,941,133,5626,11652,1573,24,18877
216,19,128,0,149,3648,419,0,4220,164,113,4,284,3010,310,8,3606,2152,192,54,2399,4639,808,23,7873,3697,136,75,3909,2700,697,7,7309,2340,249,57,2647,5160,746,5,8553,453,640,9,1107,7326,676,9,9118,90,705,4,794,6611,604,3,8019,13,148,0,164,4196,466,0,4819,0,0,0,0,1350,223,0,1577,8923,2314,208,11443,38637,4938,64,55092,28,267,4,303,3144,344,0,3794,349,225,18,599,2632,264,8,3500,3348,343,143,3841,3685,660,16,8202,4627,234,197,5055,2151,601,5,7810,2199,629,78,2908,5161,560,13,8636,215,1679,24,1921,6839,571,0,9334,70,1137,7,1223,6409,532,16,8178,7,161,0,171,4340,542,9,5055,0,16,0,16,1977,368,3,2370,10847,4699,484,16026,36331,4444,66,56866,49,395,6,454,6798,767,0,8011,515,335,27,877,5638,570,15,7106,5504,532,202,6238,8319,1469,43,16072,8322,367,272,8965,4850,1292,11,15118,4536,877,140,5551,10314,1301,18,17186
217,9,118,0,128,3316,365,0,3804,115,86,4,204,2688,219,7,3118,1971,190,53,2212,4301,500,24,7034,3592,124,104,3817,2427,487,12,6744,2427,227,42,2690,4676,557,9,7937,408,666,10,1077,7429,533,6,9048,81,833,4,917,6731,498,7,8158,11,172,0,187,3681,351,0,4223,0,9,0,11,1220,180,0,1407,8610,2423,208,11241,36470,3692,71,51473,25,243,6,277,2931,330,0,3533,228,173,16,410,2320,189,4,2923,2841,319,159,3314,3341,429,10,7099,4419,234,227,4882,1856,447,13,7208,2207,553,62,2821,5107,442,9,8376,192,1755,25,1976,7065,484,7,9522,56,1334,5,1398,6339,510,5,8249,15,230,0,247,4082,436,3,4769,3,13,0,14,2030,341,0,2389,9988,4855,491,15337,35061,3608,57,54069,34,361,4,401,6246,692,3,7343,343,259,15,616,5007,410,10,6043,4806,510,208,5522,7642,929,39,14135,8009,360,330,8696,4288,940,26,13954,4634,779,101,5514,9778,998,17,16311
297,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,4,5,0,0,5,9,19,0,30,23,0,0,23,18,84,0,131,18,0,0,14,27,116,0,163,0,3,0,3,39,100,0,141,0,0,0,0,7,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,4,0,45,109,336,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,16,0,17,0,0,0,0,3,8,0,14,0,0,0,0,7,13,0,18,0,0,0,0,6,16,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,19,49,0,72,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,4,11,0,0,7,13,38,0,52,25,0,0,25,20,96,0,140,18,0,0,14,36,128,0,182
301,20,312,0,336,7251,237,0,7825,206,190,3,396,5871,248,10,6519,3562,269,98,3932,7650,518,22,12121,8722,252,236,9212,5069,482,11,14772,5594,436,113,6142,9217,550,12,15922,939,1171,13,2127,12086,452,18,14686,151,1591,4,1742,9929,431,22,12115,18,381,0,397,5777,387,7,6567,0,11,0,11,1704,317,3,2037,19215,4604,471,24287,64538,3627,107,92566,31,501,5,529,6364,256,6,7160,397,336,20,753,4843,211,12,5812,5442,500,262,6203,6266,482,19,12974,10864,419,461,11745,4178,519,18,16458,5513,1028,195,6736,10363,509,9,17614,410,3056,23,3490,12165,433,26,16107,95,2614,14,2727,10260,447,39,13480,18,406,0,427,6607,554,15,7604,3,26,0,28,2585,704,3,3318,22766,8891,987,32647,63624,4110,144,100522,52,814,5,870,13608,493,10,14982,598,520,26,1148,10711,459,16,12332,9010,769,354,10136,13917,1006,40,25094,19588,675,694,20956,9247,1002,33,31227,11106,1461,313,12883,19577,1056,26,33540
302,15,227,0,239,5796,235,9,6282,111,153,8,273,6288,365,16,6936,3338,331,46,3713,12125,829,28,16698,8767,277,183,9225,6770,675,28,16706,5160,291,88,5539,8126,543,29,14236,787,731,17,1534,9507,398,39,11475,115,1213,3,1335,6879,367,39,8618,22,295,0,314,4304,313,9,4939,0,11,0,14,1754,253,4,2019,18307,3530,348,22187,61561,3964,196,87901,23,386,0,408,5318,209,8,5947,257,328,13,598,6165,305,14,7086,5244,591,156,5986,11025,792,21,17832,10509,414,337,11259,5457,578,25,17328,4889,616,144,5649,8961,459,37,15098,353,1975,23,2355,9685,370,49,12459,84,2081,14,2178,7229,361,39,9810,22,400,0,422,5765,433,13,6630,3,21,0,25,3077,590,4,3696,21386,6814,682,28886,62681,4103,212,95876,39,611,4,651,11116,446,15,12230,368,476,24,873,12455,666,26,14019,8575,928,201,9708,23153,1622,53,34526,19274,698,515,20486,12230,1254,54,34029,10051,910,228,11188,17079,999,65,29330
303,33,374,3,408,9933,407,9,10757,199,339,5,546,12963,764,33,14301,5065,514,67,5652,23537,1667,119,30974,14883,391,216,15491,11786,1178,53,28520,8506,390,129,9026,12453,884,35,22401,1501,1120,29,2655,14226,711,65,17663,328,1893,18,2238,9944,550,99,12833,45,458,7,509,6066,396,17,6997,3,23,0,20,2158,200,0,2386,30577,5501,474,36550,103067,6768,444,146828,54,626,11,693,9367,410,17,10486,377,615,12,1004,12387,662,46,14110,8187,950,214,9349,20538,1415,88,31392,18040,707,486,19227,9492,1067,41,29826,8121,949,208,9280,13517,754,62,23617,721,2963,50,3726,14593,627,138,19093,255,3080,32,3367,10399,496,92,14358,49,573,3,622,7192,493,19,8327,6,28,0,31,3742,422,4,4200,35805,10489,1012,47302,101240,6360,515,155414,90,997,14,1101,19301,812,25,21240,577,952,17,1552,25353,1428,84,28411,13256,1465,282,15004,44079,3086,205,62369,32924,1101,698,34720,21285,2254,99,58350,16631,1338,336,18307,25966,1645,97,46019
304,13,220,4,241,7034,163,15,7449,53,125,6,180,6707,286,19,7196,1870,189,26,2081,7793,369,36,10283,7780,125,141,8043,4252,307,24,12630,5929,171,83,6190,6115,249,32,12583,857,534,11,1401,7639,189,33,9259,124,1278,4,1412,5818,143,36,7414,32,405,0,432,3798,129,11,4367,4,15,0,16,1299,98,0,1417,16660,3061,269,19994,50456,1944,195,72595,14,377,3,393,6419,164,18,6983,103,214,3,322,6004,182,22,6529,3005,316,98,3414,6943,329,29,10717,9842,282,283,10402,3339,323,28,14094,5911,375,136,6419,7062,242,33,13750,365,1470,15,1854,8058,174,42,10129,93,2232,12,2337,6067,196,49,8647,26,477,0,502,4351,191,8,5058,3,31,0,31,2261,206,4,2503,19358,5776,547,25686,50501,1996,225,78407,26,600,3,628,13453,324,28,14435,154,345,4,501,12715,464,36,13717,4871,501,123,5499,14736,699,70,20999,17625,406,422,18449,7590,629,51,26724,11835,548,219,12604,13175,491,60,26336
305,15,229,0,246,7319,365,29,7963,60,198,4,261,13242,949,91,14545,2397,443,37,2876,27433,2573,297,33182,8703,328,142,9173,12589,1695,172,23625,6791,257,120,7165,10891,1366,144,19578,1215,591,12,1823,11516,933,120,14384,149,1165,11,1322,7085,652,71,9128,16,305,0,318,3666,407,21,4413,4,10,0,11,1189,183,5,1391,19350,3526,319,23194,94925,9129,956,128211,10,418,0,437,7315,430,24,8202,180,478,10,667,14724,1077,90,16561,3726,946,102,4765,26020,2356,222,33360,10591,565,338,11487,9793,1371,107,22760,6695,526,160,7385,10952,997,73,19403,532,1600,25,2157,11149,815,93,14217,73,2140,13,2227,6601,555,51,9440,12,385,3,401,4060,441,18,4919,7,13,3,17,1971,306,4,2302,21830,7077,647,29554,92588,8338,682,131160,29,650,3,678,14635,801,57,16165,242,671,15,930,27965,2022,185,31103,6126,1382,133,7639,53451,4932,517,66541,19290,890,476,20657,22379,3069,275,46387,13490,785,276,14553,21848,2365,219,38980
