SA4_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_pers_occ_private_dwgs_M,Count_pers_occ_private_dwgs_F,Count_pers_occ_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_inst_0_4_M,Age_per_att_educ_inst_0_4_F,Age_per_att_educ_inst_0_4_P,Age_per_att_educ_inst_5_14_M,Age_per_att_educ_inst_5_14_F,Age_per_att_educ_inst_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_inst_25ov_M,Age_per_att_educ_inst_25ov_F,Age_per_att_educ_inst_25ov_P,Hi_yr_sch_com_Yr_12_equiv_M,Hi_yr_sch_com_Yr_12_equiv_F,Hi_yr_sch_com_Yr_12_equiv_P,Hi_yr_sch_com_Yr_11_equiv_M,Hi_yr_sch_com_Yr_11_equiv_F,Hi_yr_sch_com_Yr_11_equiv_P,Hi_yr_sch_com_Yr_10_equiv_M,Hi_yr_sch_com_Yr_10_equiv_F,Hi_yr_sch_com_Yr_10_equiv_P,Hi_yr_sch_comp_Yr_9_equiv_M,Hi_yr_sch_comp_Yr_9_equiv_F,Hi_yr_sch_comp_Yr_9_equiv_P,Hi_yr_sch_comp_Yr_8_below_M,Hi_yr_sch_comp_Yr_8_below_F,Hi_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
206,300823,315393,616210,12379,12010,24389,21464,20901,42365,11495,12343,23839,27053,30504,57555,80382,84573,164960,51097,49879,100974,35670,36610,72280,28126,28855,56978,19053,21275,40325,10289,12365,22652,3810,6086,9903,1296,1177,2473,287984,304223,592205,12838,11169,24005,1671,1595,3259,63,52,114,74,70,140,1805,1714,3513,176907,181590,358495,104909,115755,220670,199840,202401,402236,81309,94454,175761,224938,234876,459819,3669,3584,7255,20183,19638,39823,9707,10742,20449,15094,17587,32680,21496,28551,50053,203630,219334,422962,16235,14950,31189,14363,12670,27034,5451,5331,10778,6052,8423,14480,1954,3201,5157
207,178910,192537,371446,8042,7690,15736,21962,20931,42897,12051,11548,23605,13989,12889,26875,24332,24316,48649,22669,25148,47817,23596,26791,50389,21027,23267,44293,15877,18892,34771,10649,13591,24240,4716,7468,12181,658,624,1279,175422,187958,363383,3491,4576,8068,495,428,920,17,18,38,17,16,25,532,454,984,104222,107718,211939,68680,78548,147230,105336,108764,214097,67361,77206,144568,143880,153458,297336,2880,2754,5637,21142,20239,41378,11090,10769,21866,8549,8047,16593,7836,10111,17946,111094,120252,231346,10743,11873,22619,9784,10851,20635,4962,5512,10471,4605,6527,11131,1289,1737,3023
208,201432,217352,418786,10769,10389,21149,26432,25114,51540,12669,12242,24915,12367,11879,24242,25478,26637,52113,27590,30279,57873,29257,32342,61600,23992,26131,50121,18015,21067,39078,10462,13384,23852,4403,7895,12301,360,439,802,198773,213199,411970,2663,4158,6816,707,658,1365,41,33,71,20,17,36,761,708,1471,134139,141291,275433,61022,69135,130156,149216,157478,306701,45336,52330,97669,172880,185688,358569,3830,3720,7551,25392,24165,49561,11403,11220,22624,6991,7041,14032,6795,9946,16739,117462,130868,248326,15010,15626,30639,13893,14244,28141,5797,5968,11763,4438,5943,10381,881,1179,2063
209,266090,273144,539239,17776,16571,34349,35465,33554,69016,15794,14628,30427,17389,15879,33265,39479,40353,79836,40551,41595,82146,34615,35991,70611,28344,30825,59168,21030,23696,44728,11562,13573,25137,4079,6476,10553,391,453,844,262308,268678,530980,3786,4469,8254,2395,2484,4880,74,64,144,66,71,138,2534,2620,5162,174080,177796,351878,80908,84480,165391,167611,170431,338043,86660,90966,177620,225227,232096,457321,5580,5081,10656,33634,31818,65447,12953,12630,25584,7691,7996,15690,9760,14090,23850,128899,141356,270254,23304,21199,44505,25524,22083,47601,11101,10384,21489,10240,13396,23636,2795,3702,6502
210,210488,212853,423343,15483,14575,30058,29831,28119,57950,12957,12033,24994,14182,12780,26961,33220,33298,66521,31825,31750,63572,25530,26663,52193,21630,22494,44124,14463,16516,30980,8316,9982,18297,3048,4650,7697,365,386,749,208500,210777,419278,1982,2078,4068,1437,1355,2788,62,68,133,39,36,78,1540,1457,2999,125932,127603,253542,73871,75062,148936,112182,112686,224869,86333,88500,174833,171493,175671,347165,4184,3993,8177,27757,26114,53867,10281,10222,20506,5919,5944,11859,7371,10880,18254,93481,100854,194337,17757,16375,34138,21076,17696,38771,9686,8701,18381,9676,12079,21760,3108,4528,7637
211,251394,262877,514269,14791,13983,28774,32700,30546,63246,16092,14663,30750,15589,14361,29948,31279,32120,63394,34396,36753,71149,34092,36586,70675,30885,33379,64264,23621,27112,50733,13416,16106,29523,4533,7274,11810,348,414,762,248510,258688,507202,2884,4188,7065,1735,1786,3522,77,61,139,55,40,96,1859,1890,3750,177921,181631,359556,65503,73070,138575,190566,195789,386355,52292,58091,110378,219571,227485,447054,4860,4596,9458,31406,29344,60744,13452,12624,26073,6543,6732,13274,7108,11481,18590,117073,134814,251888,27690,26214,53906,29891,26556,56446,12195,11071,23264,7227,8559,15784,1483,1880,3366
212,429164,430369,859535,29051,27500,56552,59029,55735,114758,26558,25014,51570,31950,28702,60651,68911,66569,135479,64219,64092,128313,51911,53381,105289,42934,44716,87652,30473,34228,64699,17814,20683,38492,6309,9759,16059,995,1121,2116,422499,423163,845663,6663,7212,13875,2186,2274,4466,100,90,191,60,58,117,2350,2423,4768,219600,217135,436732,189035,193754,382790,214202,211636,425836,192108,196202,388313,332250,334822,667070,8194,7507,15702,55195,52209,107403,21757,21386,43144,14695,14463,29163,16548,22971,39520,202694,213287,415987,33917,30904,64824,42643,37470,80114,18125,16897,35020,15898,19435,35331,7772,9381,17154
213,426160,425711,851868,32454,30546,62999,62186,59043,121233,24184,23030,47212,28203,25064,53273,70729,72065,142788,73396,71544,144937,51434,52143,103575,39279,41271,80554,27604,29903,57509,12889,14648,27530,3814,6443,10257,813,1087,1905,420159,421701,841858,6002,4014,10012,3444,3224,6675,89,75,164,87,97,186,3628,3394,7024,226053,223190,449243,176946,180523,357467,209566,207085,416648,188380,193895,382271,327202,330061,657261,8833,8390,17220,57471,54680,112150,19280,19277,38555,11985,11669,23653,16350,23457,39804,198891,209210,408101,31514,28442,59956,41249,34240,75497,16403,15611,32011,15233,19457,34687,5820,7871,13692
214,148645,157829,306469,8475,8045,16523,19005,17997,37005,9221,8341,17564,8016,7529,15546,16583,17308,33893,17915,19671,37587,20002,21643,41652,18849,20705,39559,16629,19023,35653,10306,12170,22476,3636,5386,9020,128,142,270,145571,154475,300048,3067,3356,6420,1665,1581,3244,78,76,152,47,52,99,1790,1708,3496,112681,118302,230979,27997,31300,59300,129360,136363,265728,11543,13426,24973,132247,140139,272387,2702,2526,5230,17830,16877,34705,6966,6651,13620,2673,3037,5711,3162,6160,9320,59903,72282,132187,18332,17536,35864,21628,19506,41137,8533,8095,16626,4661,5330,9992,505,545,1053
215,77710,77922,155636,4225,4250,8473,9607,8967,18573,4377,3984,8364,4174,3821,7993,9649,9536,19189,8546,8663,17211,9255,9622,18877,11142,10946,22084,9603,9252,18855,5247,5866,11123,1881,3010,4891,147,115,260,75041,75827,150867,2671,2096,4767,2324,2438,4759,78,60,142,70,81,156,2468,2584,5048,62282,62980,125266,8816,8769,17584,63813,65387,129201,7047,6803,13845,66123,67557,133689,1160,1175,2341,8658,8166,16821,2857,2848,5706,723,962,1684,1197,2667,3860,21557,26948,48499,10790,10407,21196,13663,11229,24893,6105,5205,11313,4675,4227,8908,697,623,1324
216,67954,68897,136853,3906,3606,7508,8958,8424,17386,4220,3794,8011,3606,3500,7106,7873,8202,16072,7309,7810,15118,8553,8636,17186,9118,9334,18446,8019,8178,16193,4819,5055,9871,1577,2370,3950,76,74,145,66158,67148,133306,1796,1750,3546,2093,2179,4276,55,59,114,66,59,127,2216,2299,4513,53619,54615,108238,8743,9087,17831,54970,56367,111332,7556,7691,15248,58226,59609,117836,1042,956,2000,8134,7686,15826,2937,2879,5815,738,1076,1814,1186,2552,3738,18534,24257,42790,9034,8716,17751,11959,10134,22096,5671,4582,10251,4022,3542,7568,603,553,1153
217,62726,64589,127315,3300,3128,6427,7957,7389,15346,3804,3533,7343,3118,2923,6043,7034,7099,14135,6744,7208,13954,7937,8376,16311,9048,9522,18571,8158,8249,16407,4223,4769,8987,1407,2389,3793,73,65,140,61253,62914,124162,1477,1678,3152,1196,1196,2384,23,20,46,35,12,46,1258,1227,2480,52745,54480,107219,5518,5840,11352,56076,57998,114071,2557,2631,5188,56072,58109,114180,915,921,1836,7324,6835,14156,2632,2675,5300,587,844,1433,1160,2245,3402,18971,25224,44195,9207,8956,18161,10634,8653,19289,5045,3948,8990,3268,2957,6228,245,196,444
297,493,72,565,0,0,0,0,0,0,0,0,0,4,0,4,30,17,52,131,14,140,163,18,182,141,24,158,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,493,74,560,6,0,10,0,0,0,0,0,3,3,3,7,122,20,138,28,6,41,141,20,163,13,0,13,148,20,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,16,86,36,3,38,47,3,49,5,0,5,4,0,4,0,0,0
301,115480,122090,237574,6736,6374,13114,16178,15189,31368,7825,7160,14982,6519,5812,12332,12121,12974,25094,14772,16458,31227,15922,17614,33540,14686,16107,30795,12115,13480,25596,6567,7604,14162,2037,3318,5352,123,163,286,114436,120360,234798,1047,1730,2771,2929,3084,6016,160,145,311,186,178,365,3280,3404,6687,85363,89233,174600,26496,29028,55529,102284,106500,208784,9409,11479,20889,102489,108123,210613,2171,2004,4183,15459,14559,30020,5897,5841,11736,1924,2292,4214,2550,5002,7555,51947,57843,109789,7705,7061,14766,21093,22820,43917,4540,4466,9009,3251,3616,6864,268,301,568
302,108614,115355,223973,6944,6538,13480,13770,12943,26714,6282,5947,12230,6936,7086,14019,16698,17832,34526,16706,17328,34029,14236,15098,29330,11475,12459,23936,8618,9810,18424,4939,6630,11566,2019,3696,5717,208,233,441,106336,112746,219083,2282,2607,4886,2331,2459,4789,151,201,356,176,199,380,2666,2857,5522,77410,81361,158772,27319,29896,57219,86320,90445,176763,17932,20377,38308,93475,98992,192469,2026,1960,3983,13107,12409,25516,4990,4995,9983,2458,3116,5578,4140,6524,10667,57867,62506,120368,5731,5205,10938,13928,16294,30223,3058,2953,6015,2689,3818,6511,439,513,954
303,181740,188666,370406,11300,10653,21956,23613,22594,46207,10757,10486,21240,14301,14110,28411,30974,31392,62369,28520,29826,58350,22401,23617,46019,17663,19093,36751,12833,14358,27191,6997,8327,15326,2386,4200,6582,479,549,1030,178511,185012,363525,3229,3651,6879,2366,2550,4911,195,229,420,181,222,404,2744,2995,5737,107134,109243,216379,67658,72623,140285,112341,114210,226550,61713,66844,128562,145520,150588,296110,3373,3104,6476,22513,21582,44095,8779,9008,17790,6708,7224,13929,9066,12216,21284,105803,111035,216845,7617,6827,14445,16743,19070,35812,4448,4398,8845,3844,5362,9202,1257,1630,2890
304,91375,95823,187199,4997,4566,9561,13784,12850,26632,7449,6983,14435,7196,6529,13717,10283,10717,20999,12630,14094,26724,12583,13750,26336,9259,10129,19388,7414,8647,16055,4367,5058,9426,1417,2503,3921,216,244,462,88877,93098,181978,2500,2726,5224,966,1001,1970,93,90,188,66,71,138,1133,1158,2289,62049,64244,126296,27211,29444,56655,72804,74960,147760,16246,18496,34738,79766,82861,162629,1745,1545,3293,13424,12509,25929,6405,6259,12664,3888,3970,7858,3862,5614,9468,55528,58842,114372,3890,3842,7726,7573,9327,16901,1967,1971,3941,1081,1549,2624,249,266,516
305,147919,150446,298361,6291,6116,12404,13420,13173,26589,7963,8202,16165,14545,16561,31103,33182,33360,66541,23625,22760,46387,19578,19403,38980,14384,14217,28602,9128,9440,18570,4413,4919,9332,1391,2302,3689,1011,743,1757,137404,141414,278820,10509,9028,19538,1814,1867,3684,147,157,302,139,116,261,2105,2143,4244,94901,95846,190745,43117,45686,88799,111331,111092,222423,26204,29924,56136,116015,117232,233249,1813,1914,3727,12734,12560,25302,6699,7023,13726,7260,8762,16022,9943,12898,22838,97243,100998,198240,6010,5483,11497,10258,10978,21240,2667,2352,5018,1629,1871,3500,411,464,873
306,132840,135322,268163,7021,6698,13711,17608,16515,34122,7804,7425,15228,6856,6608,13466,16215,17388,33602,15533,17470,32998,17315,18562,35882,18152,18880,37035,16467,15556,32024,7848,7553,15405,2028,2667,4700,1215,765,1982,123531,127427,250957,9313,7898,17211,8213,9116,17326,2450,2706,5150,2404,2496,4903,13068,14311,27379,93456,93286,186741,24347,28366,52722,102451,103167,205623,15185,18230,33414,109244,110808,220051,1673,1606,3281,15638,14715,30355,4948,5073,10014,1161,1711,2871,3075,6411,9484,48622,56286,104909,9802,9308,19113,24739,23622,48360,5933,5169,11104,4582,4225,8804,685,780,1466
307,66881,64963,131842,3853,3573,7422,8948,8613,17558,3845,3506,7352,3450,3201,6654,7540,7388,14927,7245,7343,14586,8565,8395,16960,9401,8987,18388,8416,7734,16150,4404,4479,8882,1220,1742,2963,161,112,275,62542,62808,125355,4333,2153,6485,4323,4512,8839,114,126,238,126,122,253,4565,4763,9330,54031,53232,107261,5609,5751,11364,57488,56787,114285,2518,2597,5121,57752,57092,114848,785,764,1547,8013,7727,15739,2188,2315,4494,416,657,1078,907,2096,3004,19461,23019,42480,3881,3830,7711,15942,14216,30160,3976,3122,7094,3967,3033,7004,267,214,475
308,120500,115836,236336,7325,6949,14268,17041,16279,33324,7468,6822,14295,6707,6327,13030,15240,14936,30173,15466,14969,30429,15564,14844,30408,16060,15250,31314,12490,11349,23841,5631,5917,11547,1515,2196,3704,518,177,702,110850,112054,222903,9651,3783,13436,7270,7380,14647,377,317,695,635,609,1246,8282,8305,16594,95154,93747,188901,12930,13318,26251,101337,100834,202171,6117,6476,12596,101766,101393,203157,1760,1716,3481,15594,14913,30509,4587,4608,9198,929,1417,2341,2008,4553,6564,38146,43705,81851,8213,7596,15803,26282,23677,49962,6189,4982,11170,5092,4380,9475,401,293,698
309,312569,333115,645684,17810,16648,34454,40474,38357,78833,19022,18408,37426,19543,20633,40177,42212,45790,88001,41506,45487,86998,41267,44958,86230,35960,40135,76088,31122,34681,65808,18303,19962,38257,5356,8057,13411,985,909,1891,303388,323175,626555,9186,9938,19126,6359,6485,12845,299,296,595,266,314,588,6926,7095,14026,206269,214901,421177,87299,98414,185710,252926,265361,518292,39580,46985,86558,252223,267862,520092,5526,5112,10640,37587,35848,73434,13897,14366,28262,6535,8376,14914,10404,17981,28387,142254,161121,303376,21829,21500,43333,51555,55024,106575,12380,12032,24414,6535,7084,13623,892,1034,1921
310,181308,184281,365585,13395,12410,25803,28341,26657,54999,12282,11822,24101,12153,11645,23803,26277,27532,53814,25148,25900,51049,22207,23242,45449,19236,19923,39163,13624,14401,28023,6782,7843,14627,1869,2899,4769,255,294,547,175025,181619,356645,6281,2657,8941,8403,8285,16688,428,359,785,497,523,1018,9326,9165,18495,129389,128617,258009,42307,46073,88380,136590,139486,276081,30691,33970,64660,150037,154453,304488,3358,3113,6470,26098,24590,50696,8134,8704,16844,2612,3686,6297,4676,8965,13634,70059,78107,148170,11082,10791,21868,33126,31050,64176,8035,7386,15416,6712,7041,13756,1359,1747,3102
311,176112,181425,357530,13061,12585,25650,27876,26583,54461,12475,11561,24035,11865,11519,23386,24740,26226,50969,23554,24902,48452,21482,22647,44134,18176,19411,37585,14115,15524,29634,7056,7710,14768,1714,2743,4459,217,238,452,174560,179593,354148,1555,1830,3379,6570,7083,13652,414,408,820,476,511,995,7458,8006,15465,117747,119668,237419,47132,50420,97554,133654,137046,270700,30347,32380,62732,141160,146004,287164,3208,3034,6244,25189,24186,49378,8130,8295,16422,2522,3311,5832,4099,8075,12174,65991,73715,139708,11767,11175,22943,31371,31458,62827,8427,7471,15892,5900,6072,11975,1751,2009,3769
312,103130,93257,196388,5759,5330,11088,12763,12002,24755,5418,5014,10432,5725,5466,11190,14290,13356,27648,14351,12544,26895,14668,12301,26971,14478,12362,26839,10140,9007,19146,4460,4304,8765,1075,1579,2652,388,296,683,86241,86579,172813,16893,6678,23570,3878,3831,7714,873,815,1687,805,825,1628,5556,5474,11031,74276,70792,145070,11823,12661,24490,80945,77575,158525,5302,5958,11257,80974,77832,158806,1395,1271,2661,11544,10906,22455,3242,3303,6547,733,1055,1790,1614,3480,5093,31138,35302,66440,7034,6077,13113,21701,18449,40153,4692,3826,8516,3653,2977,6629,267,217,487
313,127762,135289,263051,7233,6935,14162,17330,16519,33846,8093,7643,15738,7424,6979,14406,14781,15398,30183,14735,16262,31004,16104,17500,33606,15498,17508,33008,15239,17219,32456,8866,9709,18577,2449,3619,6068,409,264,667,124389,132969,257355,3375,2320,5696,5551,5731,11285,228,224,455,339,325,667,6125,6284,12407,97188,101313,198499,23476,26806,50281,111757,118877,230642,7443,9260,16698,110038,117762,227797,2031,1877,3908,15997,15320,31320,5240,5428,10672,1333,1898,3228,2412,5406,7811,44640,52251,96889,9079,9343,18417,29361,30171,59531,7232,6780,14013,5261,5366,10620,500,451,951
314,105345,109995,215337,7515,6891,14404,17161,15818,32980,7418,7110,14528,6518,6378,12896,13779,15040,28815,15176,16674,31854,14439,15528,29974,10649,11666,22314,7853,8808,16660,3912,4474,8387,913,1601,2518,116,146,262,104940,109245,214182,403,745,1151,2769,2898,5666,164,162,321,190,166,348,3120,3222,6338,78284,80793,159068,24102,26017,50115,90515,93456,183967,11616,13080,24694,92606,96174,188781,2247,2109,4354,16442,15109,31551,5557,5740,11300,1871,2308,4181,2875,5685,8561,48879,54359,103238,6681,6242,12927,16193,17277,33467,3550,3397,6952,2219,2495,4718,305,301,601
315,51833,45410,97240,3151,2927,6075,6237,5872,12108,2622,2253,4869,3181,2964,6147,7569,6633,14212,6363,5460,11821,6636,5592,12230,7277,6692,13966,6276,4932,11204,2166,1655,3823,358,434,792,382,201,582,43884,42462,86349,7942,2951,10893,8412,8143,16554,2969,2912,5881,2232,2122,4352,13612,13172,26786,39181,35186,74368,4735,4675,9406,35621,32423,68043,7119,7475,14595,40959,38019,78971,562,591,1147,5345,5066,10412,1049,987,2034,185,364,547,706,1399,2107,14623,16218,30836,3426,3267,6693,11232,8313,19543,2720,1788,4508,2556,1703,4258,267,180,448
316,192891,210017,402914,9931,9294,19223,25236,23915,49152,11746,11430,23172,9570,9935,19504,20161,22195,42356,22549,25832,48382,25102,28545,53650,24854,29341,54197,24480,27127,51607,14753,16008,30759,4517,6396,10915,573,517,1090,186829,203228,390060,6060,6789,12853,4220,4295,8511,190,198,382,183,190,376,4591,4681,9272,143329,154218,297550,39253,44981,84236,171382,185629,357008,11058,13437,24493,167374,182153,349527,2983,2815,5800,23599,22419,46018,8249,8799,17054,2575,3688,6268,4632,9497,14125,84029,97914,181938,14043,14424,28470,36137,39966,76097,7976,7712,15688,4981,5169,10147,408,368,781
317,77632,84087,161724,4872,4751,9629,11432,10880,22311,5604,5557,11158,5112,5249,10360,10474,11187,21664,9253,10271,19520,9030,10162,19190,8620,9674,18293,7378,8450,15826,4439,5439,9884,1415,2468,3888,104,117,224,74485,80868,155353,3148,3220,6369,3517,3806,7319,90,135,226,118,140,254,3727,4076,7808,61824,67107,128930,11827,13002,24831,65418,71283,136699,8114,8719,16827,67468,73607,141074,1288,1245,2529,10770,10274,21046,3910,4195,8102,1345,1891,3236,2642,4419,7063,30289,35868,66163,4524,4647,9174,15039,16107,31145,3550,3411,6959,3559,3699,7256,544,796,1340
318,118624,120063,238684,7028,6304,13331,16195,15204,31400,7809,7778,15588,8853,8126,16978,16195,16048,32242,13940,15309,29247,14490,15434,29924,14454,14977,29433,12183,12114,24297,5975,6277,12255,1507,2490,3995,441,210,650,111023,115157,226179,7605,4906,12508,7893,8143,16029,1152,1168,2321,1513,1534,3043,10552,10842,21395,93866,95074,188941,14736,16541,31282,99047,101365,200407,8515,9868,18383,102196,105018,207207,1885,1665,3549,14712,13939,28650,4936,5562,10498,1784,2754,4533,2868,5407,8279,44370,50527,94898,8218,7743,15961,23229,22882,46107,5372,4879,10245,4472,4226,8696,473,444,916
319,153744,158525,312271,7032,6622,13655,18719,17383,36103,8801,8130,16932,7061,6726,13785,14440,14970,29405,14444,16191,30634,17908,19673,37582,22414,24809,47221,25217,25331,50549,14230,13875,28104,3479,4823,8298,595,308,903,148582,154512,303096,5164,4010,9177,7651,7625,15283,350,301,656,447,478,929,8459,8406,16863,122818,125553,248367,19144,21839,40985,136535,141270,277797,5688,7131,12820,135761,140990,276749,1689,1693,3383,17051,15937,32988,5225,5482,10710,860,1479,2336,2256,5224,7481,44438,52975,97411,10740,11195,21936,40576,41047,81620,10704,9599,20300,9797,8508,18301,629,516,1142
397,317,65,385,0,0,0,6,0,6,8,6,11,8,9,18,69,35,102,107,7,114,77,3,79,26,5,34,23,0,23,0,0,0,0,0,0,17,10,24,9,3,12,308,61,370,5,0,5,0,0,0,0,0,0,5,0,5,76,9,87,39,12,48,89,19,109,24,7,29,82,16,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,16,69,10,0,10,36,0,33,8,0,11,4,0,7,0,0,0
401,152280,161353,313633,7426,7014,14437,18085,17273,35360,9379,9208,18585,11146,10922,22067,20650,20938,41593,19687,20994,40677,19822,20822,40640,18291,19741,38038,15442,17536,32982,8899,11066,19966,3456,5841,9294,512,431,944,145738,154282,300028,6536,7068,13603,1190,1179,2371,48,49,96,40,47,94,1283,1281,2559,103194,108198,211395,42748,46907,89653,111966,117465,229429,33719,37594,71309,127449,135089,262538,2244,2155,4399,17385,16606,33994,7992,8007,16000,5947,6313,12256,6780,9396,16182,83789,91604,175395,16211,16107,32317,12106,12913,25014,4033,4224,8260,3650,4644,8295,598,928,1523
402,224515,228073,452587,14894,13852,28745,30627,29002,59629,13809,12847,26651,15784,14319,30103,33448,33580,67032,31220,31129,62349,27141,27661,54804,24848,26442,51289,18754,21001,39750,10424,12708,23132,3558,5528,9091,309,354,657,221404,224637,446044,3112,3435,6546,5381,5477,10854,151,144,297,129,126,261,5662,5755,11417,151062,151849,302912,64297,67045,131347,159763,162947,322712,54558,55169,109728,192086,196105,388186,3697,3392,7091,28899,27405,56304,10180,10212,20386,5383,5776,11163,7520,11786,19302,86223,93442,179664,32539,29706,62246,29413,29354,58765,9898,10037,19938,8382,9279,17654,3329,4041,7371
403,179143,191233,370371,9805,9373,19172,22464,21154,43615,10924,10484,21408,11056,10918,21971,22568,23602,46170,23113,25227,48337,23117,24397,47513,21925,24566,46487,19544,22327,41870,10756,12707,23465,3876,6476,10354,200,276,475,176307,186925,363236,2836,4303,7140,2464,2621,5084,77,82,157,90,73,162,2633,2770,5401,131747,138677,270421,41651,46499,88153,151664,160605,312271,21702,24651,46355,160371,170491,330866,2902,2686,5588,21590,20350,41942,8491,8669,17165,4248,5140,9388,6019,9624,15643,81549,93164,174714,26373,25135,51503,21444,23339,44782,6703,6883,13590,4363,5047,9407,615,676,1283
404,118461,124008,242467,6379,6128,12508,12455,11887,24344,6261,5862,12125,8259,8134,16389,18867,18838,37706,15984,16417,32401,15182,15740,30923,14910,15614,30527,11089,12623,23710,6232,8087,14321,2835,4675,7509,190,224,413,116545,121475,238017,1918,2532,4443,2134,2193,4329,59,68,132,69,63,136,2269,2325,4596,79949,82479,162428,34197,37251,71447,81527,84106,165637,32527,35557,68086,101522,106704,208225,1759,1656,3421,11874,11359,23228,4907,4934,9850,3542,4052,7583,4888,6928,11820,58013,62035,120046,15084,14124,29209,12321,12827,25143,4182,4586,8770,4588,6212,10793,1040,1678,2724
405,56921,57233,114153,2825,2698,5527,7015,6502,13511,3076,2778,5848,2602,2348,4952,5290,5380,10670,5639,6114,11757,6942,7302,14238,8948,8982,17927,8642,8374,17014,4616,4800,9414,1331,1960,3297,41,40,76,55622,55691,111309,1302,1539,2845,1457,1583,3039,40,37,82,30,37,66,1524,1655,3177,47680,47512,95198,5274,5941,11217,51895,52101,103995,1479,1755,3233,52025,52303,104323,654,634,1286,6505,6046,12544,2066,2029,4094,403,709,1112,650,1713,2357,15927,19998,35929,10814,9780,20592,9928,8998,18924,3714,3066,6784,2997,2617,5612,121,117,240
406,48122,42566,90694,2435,2415,4848,5426,5204,10634,2373,2115,4491,2511,2186,4696,6865,5680,12542,6108,4930,11033,6611,5554,12169,7189,6002,13193,5294,4830,10120,2592,2615,5205,727,1030,1761,79,49,129,41236,40297,81537,6889,2273,9160,4752,4841,9596,71,49,118,65,81,149,4893,4971,9862,37522,33992,71510,5196,4929,10123,38457,35428,73883,3667,3680,7345,40285,37270,77556,565,606,1174,4910,4716,9623,1380,1352,2738,255,383,639,685,1384,2068,13292,14500,27801,8713,6883,15595,8079,6110,14197,2477,1934,4412,2097,1772,3868,164,147,311
407,96779,96147,192926,4604,4419,9022,11118,10621,21737,5278,4737,10021,4663,4089,8749,10290,9641,19938,10161,10067,20229,12016,12005,24021,14053,14385,28444,14291,14274,28567,7887,8359,16246,2413,3545,5953,750,160,916,92893,93769,186667,3891,2373,6265,2761,2538,5301,50,59,105,68,44,110,2884,2639,5523,77360,76700,154058,12105,13053,25163,83486,84918,168402,5462,5584,11049,84572,86174,170754,1066,1016,2080,10306,9870,20177,3441,3410,6857,631,979,1617,1376,3099,4476,27791,34120,61911,17028,16196,33223,17556,14931,32485,6184,5012,11191,4920,4368,9293,552,390,944
497,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,17,0,17,17,0,17,7,0,7,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0
