SA4_CODE_2021,F_Tot_LF_15_19_yr,F_Tot_LF_20_24_yr,F_Tot_LF_25_34_yr,F_Tot_LF_35_44_yr,F_Tot_LF_45_54_yr,F_Tot_LF_55_64_yr,F_Tot_LF_65_74_yr,F_Tot_LF_75_84_yr,F_Tot_LF_85_yr_over,F_Tot_LF_Tot,F_NILF_15_19_yr,F_NILF_20_24_yr,F_NILF_25_34_yr,F_NILF_35_44_yr,F_NILF_45_54_yr,F_NILF_55_64_yr,F_NILF_65_74_yr,F_NILF_75_84_yr,F_NILF_85_yr_over,F_NILF_Tot,F_LF_st_ns_15_19,F_LF_st_ns_20_24,F_LF_st_ns_25_34,F_LF_st_ns_35_44,F_LF_st_ns_45_54,F_LF_st_ns_55_64,F_LF_st_ns_65_74,F_LF_st_ns_75_84,F_LF_st_ns_85_yr_over,F_LF_st_ns_Total,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Emp_wrk_Ft_15_19,P_Emp_wrk_Ft_20_24,P_Emp_wrk_Ft_25_34,P_Emp_wrk_Ft_35_44,P_Emp_wrk_Ft_45_54,P_Emp_wrk_Ft_55_64,P_Emp_wrk_Ft_65_74,P_Emp_wrk_Ft_75_84,P_Emp_wrk_Ft_85_yr_over,P_Emp_wrk_Ft_Tot,P_Emp_wrk_Pt_15_19,P_Emp_wrk_Pt_20_24,P_Emp_wrk_Pt_25_34,P_Emp_wrk_Pt_35_44,P_Emp_wrk_Pt_45_54,P_Emp_wrk_Pt_55_64,P_Emp_wrk_Pt_65_74,P_Emp_wrk_Pt_75_84,P_Emp_wrk_Pt_85_yr_over,P_Emp_wrk_Pt_Tot,P_Emp_a_f_wrk_15_19,P_Emp_a_f_wrk_20_24,P_Emp_a_f_wrk_25_34,P_Emp_a_f_wrk_35_44,P_Emp_a_f_wrk_45_54,P_Emp_a_f_wrk_55_64,P_Emp_a_f_wrk_65_74,P_Emp_a_f_wrk_75_84,P_Emp_a_f_wrk_85_yr_over,P_Emp_a_f_wrk_Tot,P_Hr_wrk_ns_15_19,P_Hr_wrk_ns_20_24,P_Hr_wrk_ns_25_34,P_Hr_wrk_ns_35_44,P_Hr_wrk_ns_45_54,P_Hr_wrk_ns_55_64,P_Hr_wrk_ns_65_74,P_Hr_wrk_ns_75_84,P_Hr_wrk_ns_85_yr_over,P_Hr_wrk_ns_Tot,P_Tot_emp_15_19,P_Tot_emp_20_24,P_Tot_emp_25_34,P_Tot_emp_35_44,P_Tot_emp_45_54,P_Tot_emp_55_64,P_Tot_emp_65_74,P_Tot_emp_75_84,P_Tot_emp_85_yr_over,P_Tot_emp_Tot,P_UE_lk_fr_Ft_wrk_15_19,P_UE_lk_fr_Ft_wrk_20_24,P_UE_lk_fr_Ft_wrk_25_34,P_UE_lk_fr_Ft_wrk_35_44,P_UE_lk_fr_Ft_wrk_45_54,P_UE_lk_fr_Ft_wrk_55_64,P_UE_lk_fr_Ft_wrk_65_74,P_UE_lk_fr_Ft_wrk_75_84,P_UE_lk_for_Ft_wrk_85_over,P_UE_looking_for_Ft_wk_Tot,P_UE_lk_for_Pt_wk_15_19,P_UE_lk_for_Pt_wk_20_24,P_UE_lk_for_Pt_wk_25_34,P_UE_lk_for_Pt_wk_35_44,P_UE_lk_for_Pt_wk_45_54,P_UE_lk_for_Pt_wk_55_64,P_UE_lk_for_Pt_wk_65_74,P_UE_lk_for_Pt_wk_75_84,P_UE_looking_for_Pt_wk_85ov,P_UE_lk_for_Pt_wrk_Tot,P_Tot_unemp_15_19,P_Tot_unemp_20_24,P_Tot_unemp_25_34,P_Tot_unemp_35_44,P_Tot_unemp_45_54,P_Tot_unemp_55_64,P_Tot_unemp_65_74,P_Tot_unemp_75_84,P_Tot_unemp_85_yr_over,P_Tot_unemp_Total,P_Tot_LF_15_19_yr,P_Tot_LF_20_24_yr,P_Tot_LF_25_34_yr,P_Tot_LF_35_44_yr,P_Tot_LF_45_54_yr,P_Tot_LF_55_64_yr,P_Tot_LF_65_74_yr,P_Tot_LF_75_84_yr,P_Tot_LF_85_yr_over,P_Tot_LF_Tot,P_NILF_15_19_yr,P_NILF_20_24_yr,P_NILF_25_34_yr,P_NILF_35_44_yr,P_NILF_45_54_yr,P_NILF_55_64_yr,P_NILF_65_74_yr,P_NILF_75_84_yr,P_NILF_85_yr_over,P_NILF_Tot,P_LF_st_ns_15_19,P_LF_st_ns_20_24,P_LF_st_ns_25_34,P_LF_st_ns_35_44,P_LF_st_ns_45_54,P_LF_st_ns_55_64,P_LF_st_ns_65_74,P_LF_st_ns_75_84,P_LF_st_ns_85_yr_over,P_LF_st_ns_Total,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
121,4366,8688,23158,27979,24841,16104,5012,707,55,110900,6939,1841,3189,5911,5939,8275,14834,11676,5796,64402,252,281,1021,1022,782,622,652,695,878,6197,11556,10812,27367,34905,31561,24998,20501,13075,6727,181501,530,6372,31478,38967,34549,20110,4519,489,31,137048,4703,7111,8447,11882,11347,9944,5724,1417,110,60679,2034,2535,3065,3083,1999,1897,917,169,18,15722,59,178,567,600,390,247,90,45,12,2199,7313,16202,43556,54541,48286,32198,11246,2111,177,215638,97,468,987,1200,1194,916,136,10,0,5007,963,645,470,536,509,522,221,44,5,3913,1060,1114,1459,1732,1704,1436,361,50,5,8920,8377,17321,45015,56271,49992,33634,11606,2168,182,224557,15001,4112,5138,7825,8448,13084,25100,20660,9481,108853,491,600,1935,2034,1501,1237,1216,1177,1252,11452,23868,22030,52086,66131,59939,47956,37923,24010,10911,344857
122,3788,5418,12501,15161,16847,11102,3120,406,28,68366,3782,927,1652,2662,3031,4667,8965,7946,3777,37404,172,191,581,571,540,419,393,508,681,4049,7735,6537,14730,18393,20416,16189,12478,8856,4488,109828,862,4392,16016,19266,22272,12986,2508,213,18,78537,4218,4544,5703,8103,8884,7872,3668,741,47,43778,1797,1607,2023,1979,1684,1556,686,114,14,11467,63,150,368,358,274,193,59,27,10,1500,6934,10693,24113,29709,33122,22612,6916,1106,89,135285,83,236,455,451,596,468,65,3,0,2366,647,294,234,225,269,296,114,14,0,2098,739,532,691,673,871,761,179,16,0,4464,7669,11224,24802,30380,33990,23370,7094,1121,92,139746,8098,2029,2725,3656,4507,7758,15846,14309,6157,65084,392,384,1103,1151,1058,868,738,856,980,7528,16161,13639,28623,35179,39562,31995,23681,16289,7227,212361
123,4201,6487,15271,15829,13374,9300,1967,118,11,66561,4731,2071,5175,5174,4388,6754,10087,5361,1824,45566,452,436,1138,1085,757,618,603,607,526,6230,9387,8992,21584,22092,18520,16676,12655,6088,2361,118358,1502,5601,17294,19648,17330,11403,2134,97,11,75014,4093,4249,7605,8478,6732,5358,1832,202,4,38542,1656,2210,4049,3176,2466,2224,644,61,6,16492,149,306,703,622,399,273,85,23,0,2552,7398,12360,29656,31924,26921,19257,4689,381,22,132607,362,655,1031,868,708,464,70,3,0,4166,742,434,475,429,280,253,60,3,0,2666,1100,1081,1506,1292,982,717,133,10,0,6829,8503,13445,31155,33225,27912,19967,4823,384,22,139438,9857,4090,7814,7852,7067,10825,18355,10024,2912,78804,936,903,2179,2185,1581,1229,1079,1071,732,11900,19297,18437,41142,43262,36557,32024,24270,11481,3666,230139
124,4949,7392,17383,17468,16339,11986,2804,236,18,78572,4506,2000,4884,4734,4381,7390,12725,7373,2738,50732,438,541,1315,1118,926,692,685,725,637,7072,9890,9934,23583,23316,21640,20075,16218,8333,3395,136379,1788,6889,20561,22122,21013,14165,2655,155,11,89361,4821,5086,8696,9325,8219,7377,2847,384,26,46781,1956,2169,4167,3086,2432,2340,798,86,9,17036,159,309,744,549,406,271,76,33,7,2540,8722,14456,34167,35084,32068,24148,6370,652,48,155712,377,698,1007,768,717,617,86,0,0,4266,781,424,469,364,282,312,103,17,0,2757,1158,1122,1476,1129,1005,931,190,13,0,7023,9879,15575,35645,36212,33071,25081,6562,666,55,162736,9587,3804,7562,7226,7322,12080,23079,13458,4319,88436,980,1116,2586,2215,1896,1456,1309,1254,883,13698,20449,20497,45791,45653,42291,38617,30948,15378,5256,264877
125,3716,10910,29045,24170,17052,11604,2488,192,15,99184,7649,4624,11911,11138,8991,11709,14187,8952,3904,83067,734,1112,3251,2508,1589,1342,1053,850,771,13201,12093,16643,44203,37818,27640,24655,17730,9993,4681,195450,665,7190,34662,33944,21233,13584,2644,140,4,114063,3707,9286,15346,11932,8369,6474,2266,285,24,57682,1497,3185,6521,5103,3822,3398,962,96,4,24594,136,719,1937,1178,634,446,110,34,9,5208,6007,20378,58469,52157,34061,23908,5975,550,45,201545,273,1174,3009,2181,1404,1063,138,4,0,9245,950,1385,1470,870,594,610,146,14,6,6033,1218,2553,4478,3051,2002,1674,286,16,6,15276,7225,22927,62949,55203,36062,25576,6260,565,49,216824,16386,10357,21975,19068,16017,20135,26042,16790,6564,153335,1509,2618,7123,5444,3466,2857,2151,1625,1324,28113,25122,35904,92042,79712,55545,48570,34449,18977,7937,398274
126,1948,4611,13226,12711,9799,7001,1789,193,14,51294,2905,1394,2593,3019,2683,4483,7069,4807,2546,31497,113,236,724,571,360,345,312,352,549,3571,4967,6248,16546,16302,12842,11829,9169,5347,3104,86359,251,3231,17157,17465,13143,8340,1736,136,5,61465,2037,3753,5520,5798,4701,4347,1919,325,28,28424,893,1477,2092,1658,1168,1161,422,63,6,8937,33,158,454,352,184,143,44,10,9,1391,3213,8611,25220,25274,19190,13997,4127,537,43,100212,58,301,819,745,559,388,72,0,0,2934,454,467,421,345,246,253,87,16,0,2279,511,766,1236,1088,805,636,157,16,0,5208,3719,9382,26456,26365,19997,14631,4285,553,43,105428,6224,2992,4356,4378,4046,7226,12449,8538,4197,54408,238,489,1466,1164,765,710,583,599,800,6819,10189,12864,32283,31902,24803,22567,17311,9691,5040,166657
127,4785,10129,21506,19458,17352,11333,2069,119,9,86765,9943,4966,11047,12177,11666,14842,16076,8618,3426,92756,790,837,2173,2013,1539,1358,1121,938,856,11620,15514,15935,34723,33649,30558,27535,19273,9680,4287,191144,1216,7834,25079,23604,20346,13761,2398,123,3,94359,4473,6500,9982,10104,8796,6511,1845,167,12,48392,2076,3528,5991,4820,4510,3815,967,82,7,25810,215,565,1224,886,740,480,115,13,9,4243,7986,18424,42281,39407,34389,24564,5330,390,29,172795,423,1204,1882,1542,1396,1020,122,6,0,7582,1257,970,842,719,710,728,132,7,0,5377,1681,2172,2727,2263,2110,1743,252,14,3,12958,9662,20594,45001,41674,36497,26309,5579,402,34,185758,20743,10194,18457,19690,19873,25445,29343,16196,5692,165628,1682,1830,4313,4075,3157,2880,2185,1748,1415,23281,32088,32613,67768,65439,59525,54636,37106,18350,7139,374670
128,3499,5262,11393,13203,13621,9596,2459,236,19,59299,3093,829,1576,2151,2334,4602,8983,6770,3233,33570,129,132,443,437,382,282,320,472,721,3322,6716,6227,13419,15792,16341,14482,11762,7471,3973,96186,1084,4811,14611,16232,17278,10830,2064,160,9,67092,3702,3783,4943,7317,7244,6404,2657,416,32,36502,1531,1538,2324,1937,1746,1751,679,95,10,11616,62,109,348,302,210,170,61,17,4,1290,6375,10242,22225,25798,26488,19153,5467,695,62,116501,105,263,415,335,440,358,35,3,0,1963,596,227,179,189,192,263,96,12,4,1758,697,496,600,524,632,620,133,18,4,3721,7073,10738,22825,26320,27119,19772,5600,709,62,120217,6559,1730,2441,3073,3678,7740,16286,12242,5334,59089,287,301,877,907,804,602,580,766,1010,6141,13923,12771,26141,30304,31599,28113,22468,13721,6411,185451
197,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,16,7,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,12,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,12,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,8,3,0,0,32
201,2776,3658,7996,8243,8765,7097,1699,174,19,40412,1886,821,1890,1914,2224,4096,8303,5095,2246,28476,293,265,589,556,593,524,571,520,419,4332,4949,4741,10472,10714,11589,11715,10565,5794,2683,73225,959,3360,9587,9727,10731,7665,1473,163,14,43681,3312,3055,4810,5235,5191,5264,2065,291,23,29251,470,413,1017,672,606,798,285,44,8,4320,116,133,296,187,240,175,93,39,9,1290,4859,6957,15712,15832,16767,13903,3913,535,56,78536,160,280,501,369,360,295,34,4,0,2003,482,235,276,223,213,227,82,11,0,1744,647,511,774,594,574,513,119,11,0,3742,5504,7473,16487,16421,17342,14417,4033,549,57,82287,4108,1507,2983,2984,3856,7036,15199,9527,3581,50771,574,577,1172,1107,1224,1108,1162,953,651,8527,10183,9555,20644,20513,22419,22559,20388,11029,4290,141579
202,2698,3400,7676,8070,8511,7202,1800,191,24,39568,1714,816,1792,1737,1917,3881,7947,5087,2258,27152,249,225,577,556,571,582,513,502,453,4222,4662,4440,10042,10366,11001,11669,10256,5773,2731,70936,834,3199,9157,9349,10396,7395,1531,167,18,42044,3313,2757,4520,5322,5061,5373,2218,325,27,28920,414,404,981,703,613,842,289,28,5,4269,103,131,258,210,228,190,75,46,17,1251,4671,6487,14924,15580,16293,13801,4111,567,62,76490,129,247,365,270,306,276,38,0,0,1626,498,205,234,161,180,261,80,6,0,1629,627,450,601,425,485,532,112,6,3,3254,5300,6940,15523,16006,16778,14331,4228,576,63,79750,3656,1532,2854,2759,3284,6663,14682,9524,3740,48690,502,476,1157,1127,1196,1191,1056,909,687,8306,9460,8952,19535,19898,21257,22182,19963,11009,4493,136740
203,5308,7724,17698,17526,16766,12660,3009,259,30,80990,3319,1383,3231,3402,3480,7275,14595,9481,4209,50375,375,446,946,942,804,709,837,788,647,6484,8998,9555,21875,21868,21052,20642,18439,10533,4886,137844,1332,6305,21915,20914,20693,13512,2366,216,20,87272,6562,7026,10172,11111,9964,9541,3960,499,37,58872,944,1015,2184,1634,1153,1372,522,62,7,8902,139,273,580,459,405,288,125,48,15,2332,8987,14617,34852,34115,32222,24718,6963,826,74,157372,231,539,837,566,651,463,73,5,0,3358,1105,548,530,399,350,375,123,24,0,3454,1334,1082,1368,961,1003,836,192,25,0,6815,10322,15707,36215,35078,33220,25554,7161,850,81,164189,7366,2892,5404,5216,5770,11972,26268,17146,6818,88849,761,973,1998,1792,1681,1470,1574,1406,995,12647,18448,19567,43624,42082,40675,39001,35002,19405,7891,265686
204,3023,3458,7938,8494,9744,8720,2549,341,40,44298,1859,660,1626,1776,1918,4304,8877,5854,2590,29462,380,381,717,714,787,782,677,621,391,5458,5264,4497,10275,10987,12452,13811,12098,6822,3019,79225,1485,3910,9867,10301,11905,9514,2465,422,29,49891,3489,2506,4661,5174,5545,6289,3018,510,61,31259,567,393,1050,740,757,1102,423,70,14,5103,186,200,351,299,338,242,151,77,20,1866,5728,7012,15924,16512,18536,17142,6057,1081,118,88111,139,219,355,262,326,311,56,0,0,1670,372,155,194,148,192,265,75,8,3,1402,507,368,546,408,512,573,133,9,5,3066,6232,7389,16473,16922,19050,17722,6190,1087,122,91185,3997,1250,2467,2715,3332,7504,16610,11005,4228,53111,767,828,1448,1449,1586,1646,1472,1099,592,10881,11004,9467,20385,21079,23974,26868,24271,13189,4946,155176
205,4407,5177,12504,12503,14119,12839,3508,439,51,65536,2952,1141,3228,3095,3588,8437,16251,10010,3984,52684,513,475,1197,1241,1139,1238,1274,1082,716,8873,7871,6794,16927,16838,18846,22510,21038,11527,4746,127099,1712,5348,15049,14474,16196,13105,3102,420,48,69448,5087,3764,7183,8184,8742,9897,4285,743,58,47951,743,544,1616,1160,1064,1622,603,88,21,7449,251,297,558,472,504,403,226,92,24,2821,7791,9948,24409,24289,26502,25022,8210,1346,152,127669,311,522,769,531,675,663,94,4,0,3569,648,281,431,335,369,482,143,18,5,2708,961,800,1197,865,1040,1145,234,20,12,6285,8748,10753,25613,25158,27542,26171,8445,1362,155,133948,6302,2186,5082,5083,6210,14580,30783,19063,6582,95867,1027,991,2311,2465,2316,2506,2578,1979,1206,17370,16079,13926,33009,32698,36064,43262,41802,22407,7944,247191
206,6126,22560,71301,40788,28701,18236,5095,549,38,193394,5566,6028,8106,6155,5906,9018,14929,10843,5277,71835,594,1782,4862,2791,1837,1449,1156,941,762,16166,12284,30367,84269,49732,36447,28698,21182,12343,6075,281398,628,13284,92407,58346,39406,22640,4746,479,18,231959,6788,20507,34373,19180,14051,11606,5738,1042,72,113345,1318,3207,5872,3614,1609,1495,609,99,14,17839,111,686,1772,826,490,304,106,48,13,4362,8854,37683,134421,81971,55549,36043,11195,1675,119,367512,187,1406,3615,2071,1677,1130,170,13,0,10274,1937,2816,2216,912,748,731,245,34,0,9634,2120,4217,5832,2981,2419,1857,411,49,0,19904,10981,41896,140253,84952,57972,37903,11613,1720,123,387413,11561,11864,14238,9711,9903,15528,26165,19111,8512,126604,1184,3505,9824,5962,4042,3221,2383,1768,1239,33133,23725,57270,164315,100625,71914,56660,40162,22606,9878,547150
207,5364,10169,19973,19765,20734,14463,4067,552,53,95136,5913,2237,3303,4567,5240,8149,14176,12360,6746,62692,253,439,971,757,728,514,546,641,664,5507,11523,12853,24254,25085,26698,23129,18785,13553,7461,163336,405,6241,26082,25791,26904,17639,3703,363,10,107150,6608,11097,10391,10628,11355,10115,5038,1054,81,66369,1118,1362,1719,1485,982,1034,497,95,20,8311,87,298,658,460,368,261,78,48,13,2284,8221,18996,38855,38369,39611,29045,9320,1563,133,184112,94,574,1124,863,902,668,105,10,0,4348,1685,1164,728,552,526,518,172,26,0,5378,1778,1739,1849,1420,1432,1189,276,39,0,9725,9997,20738,40709,39785,41045,30234,9596,1605,134,193838,13031,5120,5768,6373,7665,12790,23992,21512,11049,107303,526,934,2049,1512,1434,1011,991,1064,985,10503,23563,26790,48524,47677,50145,44034,34575,24179,12166,311645
208,6357,9808,22746,24947,26620,17441,5044,548,44,113567,5602,1728,2828,4330,4831,7971,15178,12001,6999,61476,274,319,1007,951,836,626,761,798,837,6405,12225,11854,26578,30232,32291,26044,20983,13352,7886,181447,718,6495,30409,33361,35598,21302,4536,376,34,132827,7970,10190,10199,12785,13745,12008,6118,1111,89,74212,1254,1337,2236,1986,1278,1295,600,113,15,10112,90,246,663,586,458,299,120,42,19,2521,10034,18261,43508,48716,51079,34904,11370,1640,156,219669,120,517,1132,870,1024,790,130,7,3,4584,1761,865,544,468,533,521,202,25,3,4924,1873,1380,1671,1332,1556,1307,332,33,8,9507,11910,19641,45185,50050,52637,36215,11711,1677,164,229176,12429,3847,4695,5882,7147,12569,25891,20771,10907,104129,546,704,2120,1858,1686,1207,1352,1355,1217,12047,24886,24187,51998,57785,61474,49984,38946,23801,12285,345345
209,7404,12576,31446,32125,27708,18253,4000,334,22,133860,6705,2660,7096,7854,7031,11461,18567,12294,5634,79295,511,631,1757,1569,1213,995,1034,915,811,9436,14618,15867,40295,41549,35950,30714,23598,13544,6466,222592,1650,9970,40255,42321,36486,22139,4043,224,20,157103,8593,11872,17070,19000,15896,12742,4577,606,39,90391,1217,1525,3470,2746,1665,1782,629,88,3,13130,164,552,1320,992,660,408,156,56,11,4317,11625,23911,62114,65057,54712,37079,9400,972,77,264944,368,1069,1993,1544,1374,893,103,4,5,7352,2311,1173,1119,962,741,639,170,22,5,7147,2684,2241,3109,2506,2111,1528,281,28,8,14489,14306,26157,65221,67560,56819,38605,9678,1005,84,279435,14963,5569,10800,11232,11131,18306,32945,22414,9176,136540,1126,1496,3689,3257,2574,2094,1930,1657,1276,19095,30397,33221,79709,82050,70526,59009,44553,25072,10535,435073
210,5407,9460,23560,22177,18567,12159,2419,190,9,93943,6086,2675,7868,7953,6865,9381,13302,9123,4161,67403,538,631,1797,1585,1197,874,727,641,479,8476,12026,12766,33228,31713,26625,22409,16450,9952,4641,169820,1305,7856,31235,30283,24392,15685,2530,174,12,113467,6235,8748,13096,13247,10782,8247,2712,353,12,63431,890,1034,2659,1930,1252,1235,405,52,0,9460,179,523,1296,945,591,365,119,24,9,4059,8607,18153,48288,46402,37016,25540,5771,605,31,190420,393,1122,1843,1411,1245,748,69,5,0,6834,1845,915,969,864,651,523,123,7,4,5894,2232,2038,2812,2273,1897,1272,194,13,4,12734,10845,20193,51101,48672,38913,26812,5963,616,37,203151,12948,5274,11323,11485,10709,15366,23584,16468,6923,114085,1181,1466,3955,3312,2489,1809,1319,1161,727,17417,24977,26928,66371,63461,52121,43987,30867,18253,7686,334653
211,8377,11995,26248,29494,29565,21633,5121,440,25,132911,5897,1943,4766,6102,6065,10788,21073,14657,6264,77544,377,414,1063,1126,918,843,819,976,978,7495,14647,14345,32082,36722,36541,33261,27005,16073,7264,217955,2029,10594,34795,38198,38277,26052,4864,294,16,155111,10236,10799,13268,17375,16964,15278,6169,889,44,91035,1510,1364,3067,2319,1775,1976,750,134,12,12904,172,379,894,742,641,406,134,36,20,3428,13954,23136,52021,58630,57654,43717,11911,1356,93,262480,304,800,1158,1007,987,864,122,3,0,5247,2212,886,690,703,645,654,208,18,4,6011,2508,1688,1849,1703,1636,1514,334,25,3,11261,16456,24823,53871,60336,59292,45233,12245,1379,99,273741,13463,4192,7221,8513,9288,17196,36811,26415,10219,133305,810,907,2234,2222,2004,1652,1493,1669,1476,14470,30727,29924,63321,71074,70584,64078,50560,29460,11791,421521
212,11737,21123,48491,46914,38971,24974,5222,460,38,197938,12221,6146,14277,14225,12095,17728,27236,18803,8606,131341,1027,1353,3688,2875,2209,1711,1507,1335,1088,16785,24987,28624,66454,64012,53272,44418,33969,20595,9732,346067,2603,17318,64582,65451,53523,33433,5821,365,25,243120,13634,20054,28635,27581,21970,16768,6064,848,51,135608,1579,2142,4899,3383,2348,2130,759,105,21,17366,302,1056,2655,1799,1186,768,221,74,31,8088,18117,40572,100770,98207,79026,53111,12865,1388,128,404186,634,1971,3545,2521,2047,1515,197,8,0,12439,4068,2492,1881,1497,1136,1042,295,28,5,12448,4702,4456,5427,4018,3186,2557,494,36,4,24886,22819,45024,106193,102229,82217,55667,13354,1428,127,429074,26577,12295,20921,19873,18323,28044,48089,34488,14244,222848,2116,3172,8107,6009,4530,3487,2807,2434,1647,34307,51515,60495,135223,128114,105066,87198,64252,38350,16023,686223
213,10509,18677,51905,52261,37839,21928,3818,225,17,197186,11359,4896,15506,15481,11819,17269,24351,13320,5622,119611,1155,1452,4559,3739,2369,1728,1440,1049,798,18286,23012,25022,71971,71481,52030,40927,29614,14595,6435,335088,2113,14763,65815,74695,51984,28730,4490,150,5,242744,12138,17568,29153,28069,20094,14452,4232,426,16,126165,1648,2090,5316,4316,2519,2156,652,62,3,18757,334,1129,2949,2119,1210,686,191,34,16,8670,16233,35549,103234,109199,75806,46020,9572,669,47,396327,724,2099,4405,3510,2728,1782,216,6,4,15479,3489,2167,2383,1903,1303,1200,251,21,0,12722,4209,4268,6787,5413,4036,2982,467,29,7,28199,20440,39817,110020,114615,79836,49007,10038,701,51,424528,24307,10068,23060,22310,18557,27471,44156,24729,8961,203627,2413,3309,9504,7850,4986,3578,2818,2001,1221,37687,47169,53193,142585,144776,103384,80054,57019,27430,10241,665840
214,4746,6050,13752,15365,16918,12958,3507,332,11,73628,3171,1084,2648,3322,3720,6910,14565,10818,4413,50656,425,390,889,972,997,815,922,1001,949,7363,8339,7521,17288,19663,21630,20689,18990,12153,5379,131645,1543,5725,17429,18565,20999,14460,2895,243,10,81872,5780,5039,7239,9393,9856,9488,4347,697,48,51885,928,827,1865,1518,1326,1437,558,107,10,8582,178,265,510,461,450,310,121,52,10,2355,8431,11859,27038,29935,32636,25696,7925,1103,76,144696,224,464,643,495,607,512,80,4,0,3030,1061,330,358,331,338,404,113,8,0,2937,1286,798,1004,822,948,915,187,10,4,5972,9715,12655,28045,30755,33584,26612,8117,1113,76,150668,7003,2126,3980,4876,5915,11195,25772,19620,7452,87939,833,752,1819,1935,2119,1711,1712,1727,1480,14085,17555,15531,33842,37559,41622,39514,35595,22451,9012,252688
215,2123,2784,6946,6336,7165,6767,1817,268,23,34245,1566,728,1842,1617,1806,3478,6768,4997,2537,25347,290,287,715,687,636,680,655,597,443,5001,3982,3800,9508,8648,9609,10934,9246,5864,3013,64592,989,3373,8971,7888,9023,8141,2061,315,31,40792,2569,1773,3896,3941,3999,4682,2041,398,45,23354,252,266,816,471,472,741,284,48,17,3363,111,153,368,274,297,257,124,87,15,1679,3921,5574,14054,12579,13780,13816,4512,843,107,69185,136,267,356,282,295,271,33,0,0,1642,283,155,238,155,155,212,52,4,0,1268,418,426,598,443,453,488,86,4,3,2908,4340,5994,14649,13019,14230,14300,4591,852,112,72094,3383,1363,2927,2730,3274,6276,12840,9180,4086,46068,629,595,1516,1419,1347,1486,1408,1086,695,10179,8356,7956,19097,17167,18853,22063,18837,11117,4895,128343
216,2101,2554,5971,5773,6526,5735,1540,167,21,30382,1453,688,1588,1454,1585,3051,6112,4372,1990,22296,236,245,626,580,518,545,515,509,352,4126,3794,3488,8182,7802,8625,9330,8161,5051,2368,56801,931,2930,7493,6964,8351,6677,1575,181,15,35120,2472,1684,3321,3570,3680,3991,1742,291,26,20778,337,244,636,421,473,639,244,23,9,3033,132,127,290,233,248,217,107,51,19,1422,3865,4986,11736,11191,12753,11518,3668,547,75,60352,126,215,323,259,254,218,16,6,0,1417,335,142,184,141,129,162,52,7,0,1143,462,358,506,403,381,379,63,11,0,2566,4329,5342,12244,11589,13135,11903,3736,559,79,62909,3156,1223,2465,2348,2827,5354,11346,8356,3310,40374,532,525,1323,1166,1207,1184,1093,952,556,8533,8012,7093,16028,15103,17170,18443,16175,9864,3941,111825
217,2111,2267,5469,5628,6607,6101,1799,256,31,30286,1212,471,1197,1130,1322,2958,5948,4098,2036,20377,206,176,424,434,437,457,493,409,314,3347,3534,2918,7086,7190,8372,9518,8242,4767,2384,54008,1020,2791,6872,6526,7973,6724,1873,320,26,34128,2546,1485,3277,3759,3991,4534,2060,370,49,22062,309,216,710,490,528,705,260,50,7,3264,124,97,256,219,200,199,158,77,25,1352,3999,4578,11109,11003,12693,12161,4346,814,103,60803,70,141,213,165,200,167,17,3,0,980,227,98,124,127,133,184,44,0,0,945,298,242,335,298,334,353,61,3,0,1922,4291,4822,11446,11296,13025,12513,4408,822,103,62730,2578,828,1758,1733,2305,5072,11013,7438,3200,35932,467,387,888,892,958,970,978,729,480,6754,7342,6033,14100,13924,16295,18559,16395,8983,3786,105411
297,0,0,7,5,7,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,16,8,13,16,0,0,0,49,0,0,17,14,18,24,0,0,0,72,0,4,12,42,45,44,5,0,0,147,0,0,0,5,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,16,44,56,44,5,0,0,170,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,20,44,52,44,5,0,0,174,0,0,0,0,0,3,0,0,0,9,0,9,38,96,129,106,13,0,0,385,0,4,52,140,182,158,16,0,0,565
