SA4_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
305,300,7244,386,29,7963,475,12998,980,91,14545,1251,29031,2605,297,33182,1535,20161,1746,172,23625,2171,15864,1396,144,19578,2106,11224,943,120,14384,1084,7317,660,71,9128,445,3519,424,21,4413,115,1084,188,5,1391,9482,108443,9334,956,128211,333,7392,457,24,8202,688,14679,1094,90,16561,1561,29175,2399,222,33360,2174,19054,1429,107,22760,3354,14954,1025,73,19403,3143,10144,834,93,14217,1590,7221,571,51,9440,516,3933,448,18,4919,86,1892,316,4,2302,13453,108452,8572,682,131160,631,14641,841,57,16165,1165,27680,2074,185,31103,2810,58204,5010,517,66541,3709,39217,3182,275,46387,5528,30815,2419,219,38980,5247,21368,1776,215,28602,2675,14538,1234,121,18570,964,7453,877,39,9332,204,2977,505,7,3689,22933,216892,17907,1636,259363
306,326,6552,918,13,7804,296,5479,927,156,6856,815,12480,2276,646,16215,1335,12246,1798,154,15533,1899,13472,1883,60,17315,2107,14202,1776,76,18152,1595,12976,1828,68,16467,704,6161,957,30,7848,181,1509,333,3,2028,9256,85064,12691,1201,108213,402,6179,828,9,7425,361,5280,879,97,6608,1390,13417,2230,350,17388,2325,13357,1696,94,17470,3223,13638,1638,60,18562,3322,13781,1712,68,18880,2182,11821,1509,48,15556,838,5772,921,20,7553,124,2067,468,6,2667,14166,85303,11887,751,112109,727,12734,1752,22,15228,656,10756,1802,252,13466,2204,25895,4512,1000,33602,3656,25602,3488,251,32998,5125,27118,3518,113,35882,5424,27976,3484,148,37035,3777,24789,3339,113,32024,1548,11929,1876,46,15405,302,3577,807,7,4700,23427,170374,24576,1951,220327
307,173,3208,458,6,3845,173,2826,445,6,3450,425,5993,1032,88,7540,715,5624,892,17,7245,1027,6492,1030,22,8565,1217,7161,1007,11,9401,897,6773,746,0,8416,430,3506,468,0,4404,112,916,188,0,1220,5178,42490,6260,156,54084,208,2913,391,0,3506,209,2652,332,13,3201,711,5831,776,66,7388,1184,5483,673,14,7343,1672,5999,725,7,8395,1866,6433,684,6,8987,1151,5935,643,8,7734,469,3482,525,0,4479,88,1373,280,0,1742,7557,40088,5023,108,52777,378,6120,850,5,7352,381,5479,772,17,6654,1133,11825,1808,156,14927,1899,11103,1562,30,14586,2699,12485,1750,25,16960,3087,13593,1692,19,18388,2052,12704,1391,8,16150,900,6985,995,0,8882,200,2291,472,0,2963,12734,82575,11284,267,106857
308,307,6448,709,3,7468,262,5523,806,110,6707,819,12068,2154,200,15240,1316,11810,2238,97,15466,1610,11792,2130,31,15564,1944,12261,1827,31,16060,1285,9921,1251,30,12490,580,4419,623,10,5631,147,1121,239,5,1515,8267,75380,11978,514,96136,337,5863,617,3,6822,383,5373,548,28,6327,1471,12162,1246,65,14936,2337,11394,1214,16,14969,2668,11039,1130,13,14844,3060,11059,1117,14,15250,1658,8715,946,26,11349,648,4621,648,9,5917,112,1689,384,6,2196,12669,71910,7853,177,92610,648,12307,1327,8,14295,641,10897,1354,137,13030,2282,24229,3397,264,30173,3653,23202,3457,119,30429,4277,22830,3257,35,30408,5003,23324,2944,38,31314,2943,18634,2204,58,23841,1221,9044,1268,14,11547,259,2814,629,3,3704,20936,147288,19831,688,188747
309,697,17107,1189,27,19022,774,17229,1470,76,19543,2085,36233,3688,208,42212,3395,35108,2894,112,41506,4572,33979,2595,124,41267,4491,29205,2113,142,35960,3298,25673,2015,137,31122,1943,14733,1551,69,18303,471,4022,847,15,5356,21732,213293,18357,911,254293,846,16392,1132,33,18408,1050,17995,1523,68,20633,3390,38652,3584,164,45790,5990,36459,2952,89,45487,7840,34433,2577,107,44958,7866,29923,2198,154,40135,5203,27278,2046,156,34681,2188,15775,1944,59,19962,342,6057,1640,15,8057,34712,222955,19598,848,278104,1544,33493,2319,67,37426,1823,35218,2991,144,40177,5478,74886,7269,368,88001,9390,71564,5846,200,86998,12412,68414,5172,232,86230,12360,59128,4309,298,76088,8496,52952,4060,297,65808,4130,30507,3498,128,38257,816,10076,2485,33,13411,56440,436247,37947,1757,532398
310,589,10698,984,12,12282,676,10141,1319,19,12153,1606,21336,3281,55,26277,2460,19973,2679,40,25148,2722,17724,1739,23,22207,2642,15384,1167,41,19236,1685,11078,823,39,13624,842,5410,527,7,6782,178,1427,256,5,1869,13402,113165,12774,238,139576,710,10252,856,8,11822,795,9963,865,19,11645,2986,22470,2031,46,27532,4196,19990,1696,24,25900,4566,17368,1287,27,23242,4247,14633,963,70,19923,2382,11194,771,55,14401,861,6254,706,21,7843,111,2303,475,0,2899,20851,114425,9655,274,145209,1297,20949,1841,21,24101,1473,20101,2190,35,23803,4588,43805,5315,103,53814,6653,39962,4369,66,51049,7290,35085,3027,40,45449,6893,30024,2130,116,39163,4065,22274,1586,97,28023,1701,11661,1238,32,14627,296,3737,737,8,4769,34251,227592,22427,512,284782
311,564,10801,1092,12,12475,625,10215,1002,18,11865,1689,20844,2167,40,24740,2437,19146,1944,30,23554,2496,17451,1518,25,21482,2275,14803,1064,33,18176,1602,11723,754,37,14115,850,5698,504,8,7056,150,1360,195,0,1714,12693,112050,10234,205,135171,674,9955,926,7,11561,851,9720,941,14,11519,2900,21085,2208,30,26226,4184,18856,1831,25,24902,4362,16855,1405,29,22647,3914,14498,947,53,19411,2397,12214,871,37,15524,837,6181,676,14,7710,93,2236,409,3,2743,20221,111609,10206,215,142247,1235,20755,2014,23,24035,1471,19940,1942,32,23386,4599,41928,4375,65,50969,6621,38008,3770,58,48452,6856,34300,2919,55,44134,6186,29303,2009,83,37585,4001,23940,1620,76,29634,1689,11878,1176,27,14768,249,3599,607,7,4459,32904,223652,20442,421,277425
312,200,4644,571,0,5418,189,4420,1072,48,5725,550,10339,3247,151,14290,965,10193,3129,63,14351,1185,10289,3157,41,14668,1331,10437,2677,33,14478,895,7957,1256,34,10140,400,3481,559,11,4460,83,830,163,3,1075,5799,62598,15838,376,84612,213,4275,526,7,5014,249,4370,803,47,5466,959,10457,1809,127,13356,1533,9588,1394,24,12544,1925,9033,1333,17,12301,2069,8980,1283,27,12362,1227,6864,887,30,9007,450,3340,501,9,4304,72,1275,232,3,1579,8694,58187,8765,286,75932,414,8913,1092,11,10432,436,8787,1878,94,11190,1509,20802,5056,275,27648,2498,19784,4528,82,26895,3104,19322,4492,54,26971,3401,19420,3960,56,26839,2118,14825,2144,63,19146,852,6823,1065,21,8765,158,2101,392,7,2652,14495,120779,24604,664,160542
313,372,7163,552,0,8093,389,6288,705,44,7424,1036,11938,1617,197,14781,1524,11810,1345,58,14735,2086,12917,1083,20,16104,2146,12548,777,33,15498,1902,12581,736,20,15239,1041,7174,635,14,8866,221,1961,264,3,2449,10717,84379,7716,386,103206,456,6666,521,0,7643,535,5942,484,15,6979,1917,12329,1044,107,15398,3136,12118,979,29,16262,3767,12809,910,17,17500,3814,12941,729,22,17508,2943,13455,796,22,17219,1152,7825,713,19,9709,165,2916,538,0,3619,17884,87008,6703,246,111832,829,13834,1082,6,15738,926,12232,1189,58,14406,2956,24272,2654,300,30183,4656,23927,2328,87,31004,5853,25721,1990,41,33606,5965,25492,1506,50,33008,4841,26034,1534,44,32456,2196,14996,1350,35,18577,383,4881,797,4,6068,28597,171391,14424,633,215037
314,300,6831,285,4,7418,299,5942,267,10,6518,802,12308,655,15,13779,1486,13109,568,20,15176,1697,12272,466,11,14439,1555,8811,263,20,10649,1138,6476,223,15,7853,498,3236,162,9,3912,104,720,93,0,913,7872,69701,2991,105,80665,396,6452,258,4,7110,383,5740,253,5,6378,1386,12981,656,11,15040,2532,13525,606,12,16674,3078,12003,432,18,15528,2566,8795,262,40,11666,1560,6958,259,34,8808,544,3672,252,8,4474,59,1339,204,0,1601,12507,71465,3172,140,87284,696,13282,544,11,14528,679,11680,524,8,12896,2189,25287,1314,29,28815,4013,26630,1169,28,31854,4776,24270,894,33,29974,4124,17607,529,58,22314,2693,13434,481,49,16660,1050,6910,417,16,8387,166,2053,293,4,2518,20385,141161,6159,247,167952
315,116,2028,476,5,2622,105,2344,678,52,3181,338,5317,1732,181,7569,397,4448,1439,85,6363,500,4711,1413,20,6636,551,5470,1244,11,7277,376,4854,1032,12,6276,119,1681,361,6,2166,20,276,59,0,358,2512,31131,8433,369,42445,131,1772,344,0,2253,151,2352,434,31,2964,504,5164,881,88,6633,628,4126,680,28,5460,715,4118,747,16,5592,798,4937,946,13,6692,486,3742,695,9,4932,126,1269,259,4,1655,23,349,65,0,434,3555,27827,5051,184,36613,248,3800,817,4,4869,253,4693,1109,84,6147,839,10485,2612,274,14212,1016,8580,2119,107,11821,1209,8827,2157,34,12230,1348,10403,2187,27,13966,859,8595,1727,20,11204,245,2950,619,9,3823,43,623,127,6,792,6063,58955,13480,559,79062
316,497,10576,659,15,11746,439,8463,641,28,9570,1079,17494,1449,145,20161,1902,19126,1446,71,22549,2992,20645,1393,74,25102,3296,20282,1221,59,24854,2776,20368,1262,75,24480,1634,11972,1081,62,14753,449,3474,581,12,4517,15068,132387,9736,535,157723,494,10282,641,11,11430,532,8736,631,34,9935,1830,18804,1438,118,22195,3700,20606,1458,67,25832,5311,21796,1386,56,28545,6221,21696,1358,62,29341,4258,21446,1340,86,27127,1837,12834,1302,40,16008,324,5059,1008,11,6396,24501,141256,10566,489,176812,991,20856,1299,26,23172,970,17195,1274,61,19504,2910,36297,2891,266,42356,5600,39726,2907,145,48382,8301,42442,2780,134,53650,9517,41975,2578,125,54197,7033,41813,2603,158,51607,3470,24813,2384,96,30759,774,8530,1591,19,10915,39567,273644,20303,1021,334536
317,287,4966,346,6,5604,247,4488,362,10,5112,617,9112,709,41,10474,906,7780,551,17,9253,1241,7251,528,13,9030,1284,6874,458,0,8620,972,5985,413,3,7378,566,3559,311,3,4439,162,1104,147,0,1415,6283,51127,3824,99,61331,302,4928,318,4,5557,300,4581,352,13,5249,1096,9470,592,29,11187,1748,7956,552,16,10271,2106,7573,462,11,10162,2291,6912,456,17,9674,1467,6545,425,16,8450,698,4317,425,4,5439,92,2100,272,0,2468,10102,54387,3855,112,68459,586,9894,668,12,11158,553,9071,711,26,10360,1709,18579,1301,71,21664,2650,15738,1106,25,19520,3346,14825,990,25,19190,3566,13787,921,23,18293,2447,12526,837,15,15826,1263,7873,736,15,9884,253,3209,419,0,3888,16384,105506,7685,213,129790
318,350,6646,795,10,7809,364,7154,1272,72,8853,901,13154,1951,187,16195,1290,11054,1524,68,13940,1675,11473,1317,23,14490,1821,11416,1192,32,14454,1335,9858,966,30,12183,673,4717,575,14,5975,131,1163,209,0,1507,8539,76627,9807,433,95403,387,6729,666,4,7778,484,6903,703,41,8126,1434,13102,1451,59,16048,2382,11671,1231,21,15309,2784,11503,1138,17,15434,3049,10981,914,23,14977,1900,9325,865,26,12114,740,4955,576,4,6277,93,2019,372,0,2490,13251,77187,7915,198,98548,739,13370,1457,21,15588,843,14055,1974,112,16978,2330,26254,3407,248,32242,3675,22731,2759,91,29247,4457,22970,2457,40,29924,4877,22397,2106,56,29433,3238,19177,1831,51,24297,1412,9668,1152,21,12255,221,3186,580,8,3995,21789,153821,17714,637,193956
319,480,7469,846,4,8801,430,5883,675,71,7061,1079,11617,1487,262,14440,1631,11322,1377,105,14444,2486,13858,1525,41,17908,3295,17504,1579,34,22414,3031,20446,1717,33,25217,1687,11320,1202,23,14230,333,2718,425,0,3479,14450,102132,10836,577,127995,474,6956,697,0,8130,543,5626,519,35,6726,1904,11756,1201,110,14970,3245,11798,1113,34,16191,4389,13951,1302,31,19673,5640,17635,1500,39,24809,4331,19322,1641,33,25331,1660,10865,1337,14,13875,258,3951,617,0,4823,22445,101848,9926,293,134520,955,14430,1545,3,16932,971,11508,1198,109,13785,2985,23369,2684,370,29405,4877,23121,2496,142,30634,6874,27810,2829,67,37582,8935,35140,3081,72,47221,7359,39767,3359,66,50549,3349,22185,2536,37,28104,589,6662,1035,8,8298,36894,203981,20761,874,262514
397,0,0,0,0,8,0,6,5,0,8,0,24,40,6,69,3,29,74,6,107,0,32,45,0,77,0,7,16,0,26,0,8,6,4,23,0,0,0,0,0,0,0,0,0,0,9,102,187,17,317,0,3,4,0,6,0,3,4,5,9,0,9,12,7,35,0,3,3,0,7,0,3,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,10,65,0,8,10,0,11,0,5,8,5,18,0,30,57,15,102,3,28,77,6,114,0,31,45,0,79,4,14,16,0,34,0,8,6,4,23,0,0,0,0,0,0,0,0,0,0,10,121,220,24,380
401,385,8608,362,28,9379,500,10086,519,37,11146,1072,18254,1216,112,20650,1812,16773,1018,82,19687,2912,15933,901,72,19822,3407,14087,735,58,18291,2204,12602,587,46,15442,1154,7295,430,14,8899,352,2822,277,8,3456,13805,106457,6045,458,126766,435,8355,389,20,9208,609,9791,504,19,10922,1464,18357,1024,86,20938,2811,17321,796,62,20994,4649,15420,706,50,20822,5486,13547,632,74,19741,3371,13487,618,54,17536,1457,8978,603,25,11066,258,5066,510,9,5841,20544,110333,5787,406,137072,819,16964,748,54,18585,1104,19874,1026,61,22067,2537,36611,2248,190,41593,4621,34098,1815,148,40677,7561,31360,1599,119,40640,8896,27638,1372,133,38038,5579,26093,1207,101,32982,2617,16274,1035,41,19966,609,7888,787,12,9294,34349,216793,11830,860,263841
402,620,12435,747,4,13809,889,14052,834,16,15784,2264,29205,1927,57,33448,3287,26167,1736,34,31220,3695,22115,1302,37,27141,3897,19947,963,45,24848,2493,15353,836,75,18754,1301,8494,614,17,10424,330,2846,372,8,3558,18763,150613,9326,288,178991,664,11483,693,3,12847,1065,12575,668,12,14319,3856,28015,1662,48,33580,5443,24264,1395,27,31129,5917,20590,1115,38,27661,6154,19338,865,97,26442,3547,16509,859,88,21001,1394,10410,885,23,12708,229,4653,642,8,5528,28278,147842,8767,336,185224,1286,23924,1436,12,26651,1952,26625,1501,30,30103,6121,57224,3586,100,67032,8727,50433,3128,62,62349,9612,42700,2418,80,54804,10050,39283,1826,137,51289,6035,31858,1692,165,39750,2692,18906,1497,37,23132,561,7503,1014,13,9091,47035,298457,18092,628,364211
403,450,10033,425,11,10924,601,10041,401,12,11056,1475,20171,888,36,22568,2376,19911,802,20,23113,3194,19093,803,36,23117,3848,17365,687,26,21925,2873,16017,625,34,19544,1359,8867,516,17,10756,389,3185,295,7,3876,16561,124677,5443,194,146879,535,9542,390,12,10484,756,9776,374,13,10918,2215,20536,823,35,23602,3947,20444,811,31,25227,5360,18299,722,22,24397,6350,17461,699,48,24566,4189,17359,708,70,22327,1605,10369,708,25,12707,270,5652,552,8,6476,25237,129428,5794,257,160706,986,19581,821,24,21408,1354,19815,771,30,21971,3693,40701,1707,68,46170,6330,40346,1617,47,48337,8550,37394,1520,51,47513,10195,34826,1393,76,46487,7066,33372,1333,98,41870,2961,19232,1229,40,23465,662,8835,846,12,10354,41800,254104,11237,446,307583
404,271,5686,288,11,6261,436,7430,377,11,8259,1105,16860,864,38,18867,1621,13665,672,27,15984,2266,12260,630,25,15182,2647,11671,561,27,14910,1500,9146,409,32,11089,713,5202,317,8,6232,283,2368,178,4,2835,10847,84292,4305,180,99623,317,5334,209,8,5862,580,7210,335,10,8134,1615,16452,736,29,18838,2451,13286,657,25,16417,3469,11750,497,31,15740,4099,10996,484,39,15614,2284,9845,438,52,12623,930,6702,447,13,8087,219,4177,271,6,4675,15967,85745,4073,214,105992,592,11020,497,12,12125,1017,14640,709,23,16389,2722,33316,1596,67,37706,4078,26948,1330,47,32401,5739,24010,1122,53,30923,6740,22666,1046,70,30527,3782,18990,852,80,23710,1642,11900,761,22,14321,502,6543,452,6,7509,26814,170031,8372,392,205615
405,159,2628,283,6,3076,155,2267,173,4,2602,348,4604,333,10,5290,607,4623,405,3,5639,953,5492,485,9,6942,1292,7086,576,0,8948,1107,6993,539,10,8642,480,3730,402,6,4616,121,1037,176,0,1331,5218,38453,3378,35,47084,153,2394,226,0,2778,163,2056,124,9,2348,618,4419,337,6,5380,1112,4627,372,4,6114,1587,5267,438,3,7302,2109,6359,505,3,8982,1413,6445,513,3,8374,532,3835,426,6,4800,63,1663,239,0,1960,7754,37069,3170,36,48036,312,5025,513,6,5848,321,4318,297,11,4952,967,9017,672,15,10670,1718,9254,780,14,11757,2545,10764,923,8,14238,3401,13447,1079,3,17927,2516,13439,1046,14,17014,1010,7567,825,5,9414,182,2697,414,0,3297,12977,75520,6554,72,95117
406,105,2003,268,3,2373,119,2001,384,6,2511,360,5261,1218,25,6865,498,4535,1049,19,6108,728,4819,1052,10,6611,874,5412,893,11,7189,534,4249,510,3,5294,245,2032,313,3,2592,77,557,101,0,727,3540,30866,5784,74,40264,115,1730,266,0,2115,152,1824,205,8,2186,575,4522,565,10,5680,756,3720,443,7,4930,1075,3971,503,6,5554,1216,4274,505,9,6002,728,3652,441,11,4830,271,2081,269,0,2615,45,848,135,0,1030,4927,26637,3341,49,34947,218,3732,538,3,4491,266,3826,585,11,4696,933,9782,1787,39,12542,1253,8255,1495,26,11033,1804,8791,1559,12,12169,2087,9682,1397,22,13193,1263,7902,949,12,10120,513,4114,579,0,5205,122,1409,231,0,1761,8465,57500,9121,125,75210
407,254,4558,467,3,5278,268,3902,403,89,4663,697,8121,1083,390,10290,992,7883,1119,168,10161,1549,9370,1049,46,12016,2104,10916,1022,15,14053,1720,11590,960,19,14291,923,6316,635,3,7887,242,1913,245,10,2413,8748,64583,6986,744,81066,297,4067,380,5,4737,323,3495,260,5,4089,1096,7891,608,45,9641,1695,7737,619,23,10067,2552,8716,721,15,12005,3435,10144,782,29,14385,2478,10916,863,19,14274,959,6679,707,8,8359,180,2923,436,4,3545,13013,62563,5373,158,81104,545,8624,843,7,10021,588,7394,666,98,8749,1793,16013,1690,443,19938,2684,15621,1730,193,20229,4100,18092,1773,58,24021,5542,21062,1800,42,28444,4203,22508,1827,37,28567,1891,12995,1345,15,16246,427,4835,679,13,5953,21767,127147,12359,904,162171
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,5,19,0,4,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,11,7,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,5,19,0,4,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,11,7,40
501,221,4948,388,6,5558,172,3651,294,21,4130,499,8026,918,92,9529,918,9161,927,42,11047,1288,9592,918,21,11813,1609,9556,795,13,11980,1194,8925,667,9,10800,586,4366,425,10,5388,150,1193,223,0,1565,6634,59413,5550,215,71815,273,4675,372,8,5326,208,3256,246,16,3727,918,8678,678,47,10327,1781,9957,710,24,12476,2374,9823,702,14,12911,2842,9507,687,22,13059,1770,8580,627,12,10989,704,4573,512,7,5793,119,1895,360,0,2377,10989,60953,4896,152,76983,494,9622,765,13,10894,382,6900,538,37,7860,1415,16708,1593,142,19857,2706,19118,1635,63,23522,3662,19412,1619,34,24727,4449,19065,1481,38,25038,2960,17509,1292,29,21786,1291,8940,938,16,11184,265,3084,589,0,3940,17622,120363,10448,366,148794
502,135,2668,177,0,2984,128,2192,143,0,2464,287,4122,287,5,4696,442,4255,300,10,5010,607,4741,289,8,5641,787,5066,240,6,6097,750,5500,307,12,6569,458,3476,274,6,4208,141,972,163,0,1269,3734,32987,2189,45,38956,143,2601,191,0,2934,194,2252,141,5,2594,557,4738,311,11,5611,923,4898,332,6,6158,1227,5114,313,8,6662,1577,5338,260,10,7181,1177,5718,293,12,7195,507,3648,366,5,4524,111,1349,322,5,1783,6403,35664,2512,56,44640,277,5272,370,4,5921,320,4445,292,3,5056,840,8853,601,19,10308,1368,9156,632,15,11171,1833,9861,598,12,12309,2361,10402,494,16,13280,1925,11220,602,21,13763,967,7122,638,4,8737,251,2320,480,5,3055,10139,68650,4702,100,83597
503,205,4714,202,16,5139,268,5647,440,93,6449,620,13308,1279,222,15430,870,11389,979,141,13379,1343,9595,793,126,11860,1649,7896,668,94,10312,1025,6415,520,41,8000,457,3617,413,19,4506,170,1300,238,6,1713,6609,63870,5533,774,76787,216,4829,246,25,5322,348,6144,447,57,7005,847,13744,1008,180,15779,1357,11091,725,64,13229,2320,9091,532,62,12002,2703,7071,447,52,10271,1553,6293,504,51,8398,659,3935,430,19,5040,166,2289,378,4,2841,10161,64489,4722,514,79883,421,9545,449,44,10461,616,11788,888,152,13449,1467,27053,2288,408,31210,2223,22478,1708,204,26609,3660,18691,1326,190,23863,4357,14969,1114,147,20586,2578,12704,1026,95,16401,1118,7554,845,37,9550,336,3592,613,15,4547,16770,128363,10249,1288,156670
504,355,7464,402,3,8223,401,7388,608,50,8440,1060,16602,1684,28,19378,1571,16398,1529,24,19527,1988,13815,1104,22,16924,1986,12273,776,37,15081,1284,9208,503,31,11022,654,4669,353,16,5693,167,1313,202,4,1684,9465,89133,7158,216,105966,422,6763,395,9,7585,501,6982,418,18,7916,1748,17722,1086,46,20596,2659,16437,964,24,20087,3362,13942,766,19,18081,3542,11837,548,71,16001,1991,9418,471,56,11939,727,5221,439,14,6406,110,2269,353,6,2745,15065,90583,5439,266,111352,781,14223,795,11,15810,894,14371,1019,68,16354,2804,34324,2767,79,39978,4232,32838,2496,51,39609,5347,27750,1871,41,35012,5531,24113,1325,110,31075,3279,18630,974,90,22956,1388,9887,794,29,12098,276,3587,556,4,4427,24529,179718,12594,474,217319
505,647,16360,693,8,17719,761,15493,824,24,17097,1728,32753,1821,107,36407,2897,34304,1768,57,39021,4001,30588,1386,60,36032,4102,24976,967,74,30120,2850,19676,751,68,23348,1343,10229,678,24,12275,442,3279,403,4,4131,18766,187661,9297,426,216148,721,15200,690,9,16618,958,15009,687,45,16700,2955,35384,1837,86,40256,5076,35857,1666,64,42660,6756,30828,1264,63,38906,7050,25105,928,128,33209,4444,20969,926,79,26416,1646,12236,965,33,14886,327,5669,716,11,6721,29924,196262,9679,514,236379,1373,31564,1384,21,34337,1717,30499,1511,66,33797,4680,68144,3653,193,76665,7969,70164,3435,120,81683,10755,61420,2642,122,74939,11156,50078,1894,199,63333,7287,40641,1683,147,49767,2986,22459,1642,61,27157,765,8947,1119,15,10850,48693,383919,18969,942,452521
