SA4_CODE_2021,Separate_house_NB0_i_sa_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sd_r_or_t_h_t_1_s_NB0_i_sa_b,Sd_r_or_t_h_t_1_st_NofB_1,Sd_r_or_t_h_t_1_st_NofB_2,Sd_r_or_t_h_t_1_st_NofB_3,Sd_r_or_t_h_t_1_st_NofB_4,Sd_r_or_t_h_t_1_st_NofB_5,Sd_r_or_t_h_t_1_st_NofB_6_m,Sd_r_or_t_h_t_1_st_NofB_NS,Sd_r_or_t_h_t_1_st_Total,Sd_r_or_t_h_t_2m_s_NB0_i_sa_b,Sd_r_or_t_h_t_2m_sts_NofB_1,Sd_r_or_t_h_t_2m_sts_NofB_2m,Sd_r_or_t_h_t_2m_sts_NofB_3,Sd_r_or_t_h_t_2m_sts_NofB_4,Sd_r_or_t_h_t_2m_sts_NofB_5,Sd_r_or_t_h_t_2m_st_NofB_6_m,Sd_r_or_t_h_t_2m_sts_NofB_NS,Sd_r_or_t_h_t_2m_sts_Total,Sd_r_or_t_h_t_T_NB0_i_sa_b,Sd_r_or_t_h_t_Total_NofB_1,Sd_r_or_t_h_t_Total_NofB_2,Sd_r_or_t_h_t_Total_NofB_3,Sd_r_or_t_h_t_Total_NofB_4,Sd_r_or_t_h_t_Total_NofB_5,Sd_r_or_t_h_t_Tot_NofB_6_m,Sd_r_or_t_h_t_Tot_NofB_NS,Sd_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NB0_i_sa_b,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NB0_i_sa_b,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_to_8_s_b_NB0_i_sa_b,Fl_a_4_to_8_s_b_NofB_1,Fl_a_4_to_8_s_b_NofB_2,Fl_a_4_to_8_s_b_NofB_3,Fl_a_4_to_8_s_b_NofB_4,Fl_a_4_to_8_s_b_NofB_5,Fl_a_4_to_8_s_b_NofB_6_m,Fl_a_4_to_8_s_b_NofB_NS,Fl_a_4_to_8_s_b_Total,Fl_a_9_or_m_s_b_NB0_i_sa_b,Fl_a_9_or_m_s_b_NofB_1,Fl_a_9_or_m_s_b_NofB_2,Fl_a_9_or_m_s_b_NofB_3,Fl_a_9_or_m_s_b_NofB_4,Fl_a_9_or_m_s_b_NofB_5,Fl_a_9_or_m_s_b_NofB_6_m,Fl_a_9_or_m_s_b_NofB_NS,Fl_a_9_or_m_s_b_Total,Fl_a_At_to_a_h_NB0_i_sa_b,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NB0_i_sa_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NB0_i_sa_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NB0_i_sa_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NB0_i_sa_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
206,63,681,10750,27317,14207,3083,594,1577,58272,63,1920,14368,9878,2105,267,59,1020,29688,115,2084,10643,14330,3735,600,116,1290,32919,185,4003,25010,24211,5839,872,178,2312,62606,440,7657,13267,3065,294,36,47,1741,26543,585,11412,16900,2706,150,30,22,2261,34070,699,13421,19956,3154,166,16,21,2378,39820,1277,21956,36031,6831,238,20,37,5850,72234,6,25,35,27,21,4,0,27,143,3014,54475,86180,15780,877,107,123,12259,172812,30,442,678,313,68,19,9,434,1995,31,151,201,67,21,0,4,152,625,3320,59749,122817,67697,21012,4087,909,16725,296316
207,47,346,5426,32400,33168,9897,1584,2018,84888,35,651,8075,6173,1072,137,21,550,16726,24,138,2060,6889,3444,374,25,418,13375,57,790,10138,13063,4520,511,44,964,30099,183,1389,5074,1635,178,22,15,426,8927,162,1748,4281,599,50,3,3,349,7192,114,2221,4366,694,26,4,0,421,7857,26,924,2257,273,5,0,0,314,3799,0,15,11,11,9,10,0,17,71,482,6300,15993,3213,267,32,26,1529,27845,3,52,100,75,4,7,5,42,284,4,24,39,36,25,6,5,17,165,599,7514,31703,48793,37988,10451,1654,4575,143279
208,72,426,7881,37815,31448,7826,1168,2358,88996,47,1348,12608,7848,874,79,26,829,23654,8,226,3521,9219,3411,269,43,554,17247,55,1570,16130,17056,4289,350,70,1382,40910,124,5099,11347,3523,401,41,28,1194,21761,46,1266,4606,779,46,13,7,313,7081,81,1955,4575,534,17,4,5,315,7492,0,368,774,55,0,0,0,52,1261,0,12,15,15,20,4,0,12,75,249,8707,21314,4913,491,63,40,1888,37666,18,268,541,152,22,9,0,117,1125,7,35,43,49,22,7,0,14,173,406,11006,45911,59990,36268,8245,1282,5765,168868
209,175,945,11528,71320,56519,9040,1510,5717,156751,39,1523,8194,4268,921,74,22,1035,16071,15,388,4771,6034,1061,104,12,585,12966,57,1905,12961,10302,1975,179,33,1623,29040,43,847,2769,1082,101,8,4,330,5192,49,482,994,123,13,0,0,209,1864,45,836,2100,151,4,0,6,171,3302,0,326,292,26,0,0,0,30,677,3,31,36,11,9,7,4,19,115,140,2515,6190,1402,125,19,10,749,11150,6,49,126,80,16,3,0,147,437,6,29,48,28,21,7,6,38,171,381,5450,30841,83129,58665,9240,1567,8272,197544
210,130,677,6488,55432,42772,6914,1088,5695,119190,26,627,5034,3987,490,40,12,750,10951,12,117,4699,5712,1213,100,8,710,12569,37,742,9733,9691,1698,132,18,1465,23522,32,349,1723,1040,59,11,0,330,3545,0,34,187,26,0,0,0,13,266,16,100,186,21,0,0,0,53,371,0,0,0,0,0,0,0,0,0,3,29,30,15,4,0,0,21,102,51,512,2122,1104,65,16,3,417,4285,14,131,64,48,13,0,0,92,370,11,18,25,46,25,6,0,27,153,240,2076,18436,66328,44570,7068,1119,7683,147519
211,187,1400,15383,74784,55013,12289,2345,5067,166462,42,1520,7418,3977,627,75,27,819,14507,4,163,2049,3481,789,86,16,254,6847,50,1683,9470,7462,1415,164,43,1074,21353,12,280,778,372,38,0,7,106,1593,0,194,864,99,3,0,0,79,1236,0,358,828,117,0,0,0,75,1376,0,89,139,11,0,0,0,19,259,0,43,57,26,20,13,5,28,194,15,964,2668,627,59,12,10,299,4659,23,115,100,44,20,0,5,81,391,9,33,40,54,20,13,8,16,184,284,4200,27657,82974,56524,12479,2405,6536,193051
212,270,1131,12653,100278,92691,17065,2989,10408,237487,47,1312,10403,7111,2002,197,51,1525,22634,20,134,2670,6746,2915,340,84,688,13588,62,1439,13074,13858,4912,533,133,2210,36224,53,1414,5953,3515,687,67,15,843,12540,28,342,1123,142,4,0,0,130,1772,31,796,1402,125,28,0,0,219,2598,0,248,662,53,0,0,0,122,1085,0,46,46,23,16,5,5,34,183,123,2848,9184,3856,731,69,22,1345,18172,52,296,149,44,12,0,0,126,681,15,41,55,79,42,9,8,78,327,519,5761,35113,118117,98382,17682,3160,14172,292892
213,231,1019,13083,102038,92571,12348,1763,12371,235432,49,1447,7787,8084,2331,173,18,1580,21483,14,279,4444,9999,2817,380,48,1073,19055,67,1726,12225,18089,5154,550,71,2650,40532,43,1830,4727,1629,98,14,16,930,9279,19,616,1403,224,10,0,0,188,2464,55,953,2311,217,3,0,0,372,3914,30,718,860,130,8,0,3,142,1900,0,49,52,26,12,8,6,32,197,151,4171,9354,2222,135,21,25,1670,17750,47,256,165,108,42,5,5,199,840,11,42,58,68,75,6,5,36,300,507,7215,34894,122530,97972,12937,1858,16937,294854
214,160,773,8574,49906,31223,6141,1222,4853,102843,28,986,6778,3839,328,26,12,804,12793,19,82,1100,2291,452,43,7,212,4199,44,1070,7880,6132,777,69,15,1015,16994,56,420,1497,550,32,0,6,259,2818,0,37,216,58,0,0,0,28,348,0,9,127,11,0,0,0,12,166,10,14,5,0,0,0,0,6,31,0,33,33,8,14,4,3,9,109,68,519,1877,625,52,6,5,315,3467,45,306,326,60,22,7,0,278,1038,14,22,21,32,9,0,0,12,117,320,2696,18687,56752,32080,6222,1248,6466,124469
215,141,787,6441,29692,14223,1926,416,3882,57508,22,546,1770,716,69,4,6,388,3529,0,10,30,67,9,0,0,15,133,22,560,1805,780,80,6,7,398,3659,10,578,1263,192,14,0,6,342,2406,0,13,28,0,0,0,0,6,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,16,10,590,1298,196,16,0,6,349,2472,195,470,152,105,61,12,9,331,1331,13,46,48,48,12,6,11,51,228,383,2450,9738,30817,14397,1950,450,5017,65201
216,94,465,4810,24398,13823,1869,361,3142,48957,31,778,2687,536,78,6,8,548,4677,0,16,46,65,23,0,0,15,167,31,794,2738,603,104,6,5,567,4849,8,47,35,14,0,0,0,22,129,0,5,8,0,0,0,0,4,21,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,15,6,63,42,22,4,0,0,30,165,98,366,422,90,22,0,4,443,1449,8,20,14,24,21,3,3,11,111,238,1707,8029,25130,13975,1886,377,4191,55527
217,115,675,5534,24622,12565,2041,442,2685,48681,25,548,1836,401,51,4,3,271,3136,4,32,242,171,39,3,0,34,525,33,577,2078,575,85,10,9,304,3663,10,212,490,84,9,0,0,88,885,0,35,14,11,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,3,0,0,0,17,7,248,503,101,8,3,0,89,964,85,139,115,75,42,3,0,137,603,3,15,17,26,14,3,4,14,111,248,1659,8253,25399,12713,2063,459,3222,54018
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,133,697,4235,25321,32472,7914,1369,2141,74291,60,621,2267,1287,159,19,4,250,4668,21,209,1593,4231,319,10,4,349,6737,78,834,3859,5518,473,27,8,600,11408,50,718,937,532,44,7,4,174,2475,16,75,559,214,11,0,0,65,935,3,72,581,272,29,4,3,36,998,0,0,11,5,0,0,0,0,15,6,31,46,15,11,11,8,16,138,80,893,2128,1035,102,22,13,289,4567,73,135,104,37,13,0,0,109,471,10,33,24,25,17,0,3,14,126,384,2592,10363,31935,33074,7974,1397,3142,90854
302,76,392,4053,26704,21836,5813,1043,1481,61402,13,466,1291,1164,67,0,3,207,3221,23,577,2408,5139,573,4,8,390,9122,39,1043,3698,6302,640,8,15,597,12346,65,1189,2770,942,82,5,9,356,5414,51,414,3498,439,20,3,3,308,4736,29,663,1850,413,21,0,0,197,3175,18,410,1142,193,6,0,0,77,1848,7,20,27,9,10,7,0,9,81,169,2694,9285,2001,136,11,13,949,15242,43,110,46,14,7,0,0,202,426,18,22,20,19,10,5,4,21,116,346,4258,17108,35037,22629,5834,1071,3248,89541
303,163,827,5021,32618,36925,13045,2787,2701,94095,31,237,1049,981,88,7,6,111,2507,40,663,3154,11251,1381,91,19,826,17429,72,902,4202,12233,1471,102,22,942,19935,157,2109,3193,1111,113,30,16,518,7250,56,698,5109,858,35,9,9,325,7103,31,740,2746,668,9,4,3,340,4542,15,555,1401,351,10,0,0,118,2449,14,25,31,23,7,11,10,54,170,267,4128,12480,3006,179,57,34,1356,21514,82,319,183,44,9,4,0,133,760,10,57,52,43,28,5,7,51,246,593,6229,21934,47947,38610,13208,2851,5183,136555
304,38,245,1765,16534,23160,7652,1497,888,51786,4,113,427,311,42,4,0,85,987,0,132,783,2302,288,26,6,109,3645,4,251,1207,2616,327,30,6,199,4636,14,574,1802,745,130,18,11,151,3445,18,395,2962,772,27,4,11,171,4363,13,256,1842,612,26,0,0,126,2875,0,51,356,353,12,0,0,23,798,0,11,19,9,6,12,4,19,81,49,1296,6977,2490,203,32,23,484,11557,0,3,4,4,3,0,0,4,24,0,22,24,22,12,4,3,5,100,99,1814,9976,21668,23718,7715,1528,1582,68103
305,75,483,4290,15172,14197,6947,1547,1079,43790,18,94,223,127,20,8,0,49,551,29,450,2287,4585,411,47,35,378,8227,42,544,2514,4714,436,59,40,428,8779,299,3388,5292,1382,203,39,41,776,11424,239,2516,11297,2239,134,17,25,857,17332,390,4450,10106,2997,188,24,13,1264,19439,367,8919,12627,2943,231,17,11,1781,26893,5,161,315,36,12,10,4,42,580,1306,19439,39641,9593,779,105,90,4722,75674,10,40,51,19,10,6,0,144,285,40,165,159,71,27,6,13,98,581,1481,20674,46658,29572,15437,7121,1694,6466,129105
306,421,1792,6903,32443,24784,4208,1001,5261,76815,41,550,2758,785,78,10,6,555,4785,39,471,2374,531,59,12,10,411,3914,86,1026,5133,1316,139,13,19,967,8701,170,1368,4243,742,68,17,10,1092,7710,35,608,1998,670,17,0,5,435,3774,14,97,560,254,7,0,3,157,1088,4,66,207,155,8,0,4,67,516,3,9,6,8,4,0,0,12,39,217,2150,7019,1827,113,27,19,1767,13131,1069,1405,310,218,106,17,25,825,3973,198,399,247,127,52,10,28,215,1271,1999,6772,19605,35939,25186,4269,1095,9032,103886
307,320,1165,5032,19500,13945,2580,730,3733,47000,9,266,1492,603,89,15,13,341,2833,0,12,121,103,25,6,3,33,300,9,281,1611,706,119,23,14,375,3130,3,71,213,86,8,0,0,146,542,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,16,7,75,218,86,14,4,3,153,560,280,483,100,106,68,8,23,245,1311,47,100,53,72,33,9,13,65,402,663,2101,7013,20467,14176,2633,786,4580,52412
308,395,1608,6692,30449,26784,4402,1018,5072,76413,14,320,1585,903,161,28,11,366,3386,28,219,695,670,69,9,7,237,1931,44,540,2277,1576,232,32,13,603,5322,35,614,2086,807,64,17,8,445,4081,15,34,204,66,3,0,0,37,356,3,23,272,84,5,0,0,52,437,3,26,147,40,0,0,0,29,242,0,6,18,15,4,0,7,22,73,58,712,2721,1013,73,19,15,579,5187,700,1124,193,138,78,13,4,920,3178,167,346,76,93,50,7,22,143,901,1361,4326,11956,33272,27216,4478,1078,7313,91002
309,240,924,6149,43747,65703,14060,3502,5925,140251,83,658,7209,7461,710,41,22,1093,17285,61,857,6367,20065,3136,224,52,1946,32703,138,1512,13576,27529,3843,266,82,3043,49990,168,1617,5047,1574,230,31,26,966,9656,74,2569,9849,1923,148,18,9,1250,15833,88,2036,6038,1824,132,8,9,906,11042,291,3610,9460,3004,177,14,8,2237,18798,9,59,104,48,34,22,12,73,367,629,9884,30497,8379,721,90,60,5439,55694,305,908,457,109,52,9,23,523,2377,37,186,247,186,93,13,5,127,901,1351,13419,50929,79949,70413,14436,3670,15054,249212
310,215,1448,6832,44626,47333,6750,1576,5575,114355,48,887,2012,1665,330,5,10,617,5575,23,311,1108,4778,565,11,7,682,7487,69,1193,3120,6439,897,23,17,1289,13060,19,492,458,214,32,3,3,199,1417,5,102,175,25,0,0,0,36,352,0,26,60,0,0,0,0,5,94,4,19,20,9,0,0,0,5,53,0,30,31,42,18,6,6,43,179,28,669,736,296,55,11,9,286,2088,81,296,134,44,23,3,5,201,792,24,57,42,59,34,10,4,76,306,419,3668,10866,51471,48344,6799,1607,7432,130610
311,127,606,4691,39958,43018,8237,2537,6244,105421,34,490,2761,1848,240,22,6,704,6110,28,366,3205,4284,402,28,15,1097,9423,61,857,5969,6133,637,51,16,1801,15529,14,374,1082,670,40,5,3,421,2607,5,147,162,28,12,0,0,114,461,0,16,111,3,0,0,0,15,146,0,36,25,11,3,0,0,7,80,3,40,106,42,16,9,7,54,281,23,620,1475,751,72,14,10,605,3577,54,238,84,14,14,9,0,252,662,16,43,42,51,33,3,0,46,218,282,2357,12262,46906,43779,8309,2570,8942,125403
312,288,1111,4483,23487,19056,2835,590,4074,55924,64,459,2084,1085,161,16,9,570,4447,20,319,981,849,108,9,5,299,2590,87,780,3059,1931,270,19,17,874,7035,25,344,1258,464,38,11,6,272,2413,8,40,191,98,3,0,0,46,391,0,36,75,79,3,0,0,26,215,0,33,49,120,18,0,0,113,327,0,5,4,8,4,0,0,13,32,32,449,1576,766,65,10,6,471,3375,716,1172,216,204,93,18,21,606,3044,212,372,114,110,54,9,5,152,1025,1339,3885,9449,26491,19536,2891,634,6179,70405
313,114,755,6310,30106,34048,5560,1389,3548,81832,30,723,2582,2613,361,16,6,553,6879,16,364,1490,2667,209,13,4,452,5212,46,1085,4071,5280,570,22,15,1002,12100,37,752,1544,579,63,10,3,334,3334,32,139,582,324,10,0,0,84,1165,13,111,700,618,9,0,0,106,1565,27,44,276,549,8,0,0,31,929,0,63,107,48,26,8,8,61,321,106,1108,3211,2123,114,22,15,610,7314,194,610,245,65,34,0,5,464,1622,28,43,40,47,24,4,4,27,224,483,3597,13882,37619,34799,5611,1424,5660,103081
314,43,267,1513,21955,30743,6013,1222,1686,63446,13,421,1800,1338,103,5,0,213,3890,16,151,1153,5799,659,8,4,542,8320,28,573,2953,7139,765,4,6,748,12216,3,173,236,197,14,3,6,50,682,0,57,83,35,9,0,0,14,195,0,42,157,9,0,0,0,11,218,0,0,0,0,0,0,0,0,0,0,29,56,18,13,9,0,23,156,3,307,541,256,35,17,5,94,1260,51,191,45,6,6,0,0,68,359,6,20,12,24,16,4,0,9,94,134,1353,5056,29379,31562,6045,1238,2607,77377
315,312,1154,3338,9941,4782,1032,558,2472,23583,23,392,968,383,88,11,10,237,2110,0,81,305,134,21,5,0,100,650,25,476,1272,516,106,16,11,337,2768,10,202,462,107,25,3,5,147,951,0,0,40,5,3,0,0,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,35,41,10,207,501,118,23,9,5,184,1047,1535,2123,273,315,212,27,29,1398,5899,271,415,128,170,95,43,54,169,1351,2150,4371,5510,11054,5211,1128,655,4558,34644
316,362,1636,7996,43081,46917,8832,1973,4459,115251,47,448,5218,3742,215,16,12,656,10351,39,489,3423,4974,607,44,11,595,10181,89,940,8635,8716,818,63,28,1246,20532,112,1067,3485,1765,155,16,11,616,7221,23,296,2126,1051,47,8,6,252,3806,24,594,3170,1976,140,4,0,544,6451,24,183,1051,781,36,0,0,169,2240,14,124,141,54,39,19,7,78,480,195,2262,9975,5624,412,55,29,1654,20205,518,917,319,140,78,8,6,505,2500,115,217,134,143,48,13,7,105,783,1275,5974,27055,57706,48275,8975,2045,7968,159265
317,78,418,3289,20889,19714,3615,776,1872,50660,23,668,3572,2229,126,22,8,475,7118,13,199,882,616,77,11,3,146,1934,35,868,4456,2840,198,34,10,617,9051,10,203,1579,495,45,4,0,134,2461,12,9,41,0,0,0,0,5,66,0,0,36,8,0,0,0,0,50,0,0,14,13,12,0,0,58,102,3,5,9,0,3,0,4,9,32,23,225,1682,515,59,6,0,210,2705,48,112,28,36,32,10,5,172,446,14,19,17,22,27,4,0,24,128,198,1646,9462,24299,20025,3663,795,2892,62994
318,214,1080,5766,32262,25995,3928,950,4382,74572,72,615,3688,856,171,18,4,688,6111,16,449,2034,678,62,8,23,420,3697,91,1064,5718,1536,231,30,29,1104,9806,37,444,1107,359,26,12,13,284,2282,0,165,1084,206,4,3,0,136,1604,11,83,590,399,11,0,0,96,1194,3,99,274,229,5,0,0,121,742,0,3,9,4,5,0,0,11,32,55,795,3059,1204,53,22,15,649,5849,577,874,139,135,60,9,10,389,2188,148,259,65,74,31,6,20,105,711,1078,4075,14751,35202,26374,3990,1019,6628,93129
319,772,2483,13268,49224,32828,5151,1290,6529,111556,45,750,3107,1284,102,14,6,552,5869,34,376,906,787,48,6,5,258,2415,79,1127,4014,2069,146,18,12,815,8284,48,759,2241,629,58,4,3,438,4185,0,32,130,57,6,0,0,19,247,4,39,258,185,7,0,0,44,530,0,0,4,6,0,0,0,0,9,3,11,13,10,5,3,0,14,61,53,838,2650,884,73,7,4,521,5032,995,1759,440,251,149,16,20,767,4397,251,384,139,120,79,13,14,176,1178,2148,6597,20510,52555,33287,5209,1342,8808,130448
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,3,5
401,83,828,8197,40858,25309,4963,938,1994,83175,31,1425,6875,4693,585,63,10,488,14181,16,442,2996,4131,602,70,13,304,8572,51,1864,9871,8828,1189,134,25,788,22758,75,1978,7344,1252,63,16,17,539,11287,37,307,1269,181,13,0,0,135,1943,64,638,1852,359,28,0,0,187,3141,71,1069,1740,358,10,0,0,247,3497,0,8,13,6,8,5,0,15,57,258,4005,12214,2148,128,29,15,1133,19926,35,110,98,54,14,8,4,127,442,19,83,107,80,39,7,12,57,400,441,6889,30488,51969,26674,5138,990,4100,126696
402,133,697,7820,86215,37099,5663,1007,4872,143499,83,1253,7834,7489,609,77,21,1437,18799,5,64,1031,2596,236,21,6,200,4165,89,1318,8863,10086,848,96,26,1636,22963,36,903,2753,525,15,0,0,400,4634,0,46,377,97,0,0,0,40,560,3,35,397,38,0,0,0,22,499,0,0,0,0,0,0,0,0,0,0,13,13,18,3,5,0,34,91,43,996,3540,673,20,8,0,490,5782,75,202,64,39,12,4,0,124,518,26,81,53,130,58,0,5,58,410,368,3296,20338,97152,38037,5769,1040,7181,173169
403,79,754,8741,67244,32553,5477,957,3026,118828,34,1375,8810,6234,632,70,30,951,18136,7,172,1191,2583,432,57,5,194,4635,35,1553,9997,8820,1065,124,34,1143,22772,17,1218,4712,903,41,4,0,346,7242,0,140,535,150,7,0,0,45,872,3,119,348,217,12,0,0,25,720,3,93,124,66,0,0,0,10,303,0,25,17,15,8,3,0,22,87,29,1595,5737,1347,64,12,5,445,9227,94,226,178,59,14,0,0,147,728,19,57,69,77,34,4,11,32,304,258,4189,24728,77552,33726,5620,1001,4796,151859
404,88,603,8384,39078,14319,2093,403,1736,66707,41,1280,7410,5593,554,50,16,879,15828,11,232,2101,3897,707,83,17,286,7331,50,1514,9505,9492,1261,135,31,1167,23153,38,1357,5651,654,63,5,9,465,8243,12,125,948,96,4,0,5,97,1288,3,325,1070,132,3,0,0,81,1615,0,20,145,63,0,0,0,7,239,3,24,45,32,8,0,3,20,139,66,1855,7860,971,71,8,10,675,11524,28,62,74,69,25,4,4,131,391,14,38,84,107,24,9,6,38,312,243,4067,25903,49718,15705,2248,458,3742,102090
405,147,763,5843,22596,11682,1635,303,2314,45284,16,436,886,943,83,15,3,249,2631,0,0,10,46,32,6,0,13,105,16,440,900,992,122,20,4,252,2739,7,97,146,28,3,0,0,39,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,7,97,148,35,3,4,0,42,327,142,316,141,80,23,9,4,320,1037,34,63,30,44,20,5,4,24,219,338,1684,7059,23739,11841,1668,315,2958,49611
406,149,698,3181,14129,6003,835,163,1686,26849,15,225,1122,3188,231,54,43,625,5497,0,4,14,101,30,4,0,8,173,15,226,1136,3288,264,56,43,632,5668,18,253,745,222,20,3,0,186,1446,0,15,42,0,0,0,0,4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,19,9,0,0,15,52,16,274,792,239,23,6,0,202,1559,277,487,166,109,54,13,5,468,1576,108,235,82,81,38,11,22,85,663,574,1920,5354,17849,6381,921,235,3082,36316
407,246,1323,8930,38244,17928,2474,517,3973,73639,19,557,2678,1809,130,29,11,580,5812,0,24,81,159,28,11,7,19,329,19,584,2759,1968,160,33,18,605,6146,12,331,984,204,19,0,5,128,1688,0,25,29,15,6,0,0,7,84,0,0,27,5,0,0,0,4,44,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,6,17,11,362,1042,241,25,0,5,148,1824,150,406,197,167,53,13,8,299,1283,53,94,89,103,46,3,12,118,518,480,2764,13017,40722,18209,2530,558,5145,83412
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,194,904,4751,24090,28931,3279,653,3299,66102,14,627,2000,1847,230,15,12,470,5211,0,68,177,425,111,17,0,64,869,19,696,2179,2271,343,33,13,537,6076,8,177,323,151,17,0,5,85,759,0,10,70,25,0,0,0,12,123,0,4,26,7,0,0,0,6,42,0,0,13,23,0,0,0,6,38,7,19,10,7,9,0,0,0,53,12,203,442,220,27,4,5,111,1017,162,471,311,77,61,3,4,501,1596,14,44,46,47,40,11,25,68,290,390,2306,7725,26707,29399,3329,696,4515,75085
502,63,449,2438,11658,18447,1935,345,1447,36786,9,411,1613,1556,72,9,8,269,3937,5,48,317,662,69,7,0,58,1163,13,456,1929,2210,140,19,8,324,5097,0,103,217,91,0,0,0,55,474,0,4,59,121,12,4,0,10,203,0,7,65,120,0,0,0,14,212,0,0,48,107,0,0,0,8,170,0,6,22,3,7,0,0,3,45,0,126,414,444,19,3,0,87,1105,43,219,121,25,9,0,0,138,548,4,10,16,6,8,0,0,10,59,118,1258,4924,14350,18624,1961,352,2017,43597
