SA4_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
206,..,791,1769,241,79,57,33,14,5,2990,..,10748,17366,2537,719,573,424,168,43,32572,..,4738,15687,11053,7294,7224,7025,4893,2528,60442,275,916,1246,473,365,395,276,131,61,4135,26,54,125,54,62,89,62,17,8,495,31127,37459,78352,46381,34192,26822,19674,11099,4491,289598,..,728,22808,37669,31440,25021,18509,9871,2428,148478,..,7430,46345,19964,9563,5639,2560,649,67,92218,..,119,914,3445,5644,3574,1484,1142,912,17236,62566,..,..,..,..,..,..,..,..,62566,..,20161,..,..,..,..,..,..,..,20161,..,6836,6414,1999,1869,1087,181,6,0,18399,..,3932,4158,1013,716,985,980,715,466,12965,..,1615,3880,614,216,152,76,30,6,6595,..,19793,35148,6061,1908,1385,923,364,90,65667,..,8466,29547,21241,14373,13494,11511,7131,3388,109161,547,1723,2682,1078,822,785,503,215,92,8448,48,113,236,119,111,162,99,22,17,926,63158,70913,152132,93207,66665,52276,36827,20162,7481,562827
207,..,553,621,164,121,83,42,13,8,1598,..,2057,2461,530,320,340,268,131,56,6169,..,764,2621,1871,1757,2958,4092,4552,2943,21555,208,403,446,248,177,231,214,124,74,2117,25,31,39,31,68,125,87,31,3,440,27890,23135,23298,24306,25943,22618,18191,12527,5340,183242,..,303,12503,30620,33556,29356,22824,13728,3587,146468,..,1964,9959,4304,3050,2134,1032,358,69,22886,..,47,524,2583,4715,2898,1142,935,758,13604,56614,..,..,..,..,..,..,..,..,56614,..,27542,..,..,..,..,..,..,..,27542,..,8041,8253,1997,1677,925,168,12,0,21066,..,1753,1616,497,475,1122,1215,913,642,8224,..,1121,1519,449,277,168,87,30,14,3667,..,4571,6187,1365,816,746,560,253,99,14598,..,1590,4905,3693,3535,4945,5838,6013,3883,34398,426,769,913,504,407,441,351,209,108,4126,56,75,78,87,191,223,157,49,8,927,57096,47781,46452,46098,48693,42951,33372,22497,9170,354110
208,..,344,489,136,75,60,25,11,5,1145,..,1676,2222,467,369,458,356,161,33,5740,..,691,3061,2761,2714,4383,5855,5038,3209,27715,304,506,536,253,239,281,218,153,75,2570,12,20,43,30,27,74,70,21,4,310,34468,23466,25625,29324,31454,25364,20158,12205,5463,207521,..,296,13291,35728,39258,30640,22960,12070,3028,157272,..,1865,14016,7781,5830,3512,1833,514,104,35450,..,73,592,2824,5487,3432,1258,951,820,15440,70087,..,..,..,..,..,..,..,..,70087,..,28308,..,..,..,..,..,..,..,28308,..,9539,7471,1893,1551,876,211,9,0,21557,..,1317,1277,389,441,877,1057,816,563,6737,..,742,1151,303,187,145,65,37,11,2638,..,3345,5328,1165,854,945,744,364,79,12812,..,1334,5824,5247,5603,7533,8709,6840,4236,45333,592,905,973,582,506,534,401,225,111,4828,29,53,79,64,83,113,119,31,5,569,70709,47776,49996,55979,59791,48611,37352,21847,8966,401022
209,..,704,873,245,158,118,59,15,4,2169,..,1540,2373,709,516,602,418,148,31,6336,..,552,2522,2357,2599,4151,4919,4215,2245,23543,421,612,630,345,296,376,232,180,127,3228,21,17,36,23,34,99,98,23,5,361,48440,29130,38652,40129,34813,29888,22733,12461,4535,260787,..,819,25999,50485,42391,35570,27823,13672,2867,199620,..,2509,16693,10198,6694,3809,1524,372,51,41865,..,233,1881,4770,6825,4556,2082,1413,875,22639,99081,..,..,..,..,..,..,..,..,99081,..,30182,..,..,..,..,..,..,..,30182,..,17033,13758,3986,2776,1341,189,9,0,39098,..,2463,2697,951,1046,1893,1887,1193,691,12826,..,1558,2196,714,441,329,156,44,12,5448,..,3558,6500,1866,1312,1352,863,283,64,15798,..,1047,5219,5227,5775,7443,7712,5883,3044,41345,873,1144,1277,789,705,708,424,278,162,6358,33,38,76,62,65,137,163,55,11,636,99989,60593,76297,79047,68030,57142,42811,23199,7774,514886
210,..,594,574,158,97,90,35,14,7,1582,..,648,1064,355,289,414,272,72,12,3137,..,273,1500,1471,1684,2698,3341,3046,1755,15772,311,432,465,239,212,254,212,118,68,2319,21,14,34,16,32,74,59,19,0,268,40892,23820,31746,30349,25628,21733,15851,9224,3505,202738,..,1192,25253,40782,31759,26865,19060,9834,2201,156953,..,1842,11048,6095,4209,2490,886,242,20,26824,..,229,1826,3792,5223,3438,1574,1205,740,18025,83680,..,..,..,..,..,..,..,..,83680,..,24840,..,..,..,..,..,..,..,24840,..,14805,12511,3318,2219,1042,210,10,0,34115,..,1977,2401,889,953,1635,1611,1056,562,11084,..,1315,1652,534,329,256,102,38,16,4239,..,2125,3866,1092,808,887,575,187,32,9581,..,613,3528,3414,3843,5181,5201,4206,2392,28383,639,768,950,579,517,502,358,189,96,4582,38,23,68,46,50,104,102,29,0,464,84350,49723,63101,60547,49903,42397,29693,16990,6059,402766
211,..,613,585,208,162,125,72,28,12,1807,..,718,1340,474,494,640,486,207,48,4404,..,310,1722,1783,2321,4298,6078,5294,2680,24487,443,795,591,328,291,282,261,154,81,3218,12,18,25,21,31,101,93,37,10,346,43340,28241,31096,35655,35638,32417,26185,14889,4915,252378,..,435,20699,45538,43873,40744,32255,16248,3081,202880,..,2694,14715,8323,7009,4366,1939,572,62,39683,..,201,1558,4234,6925,4372,1930,1278,708,21207,88678,..,..,..,..,..,..,..,..,88678,..,30543,..,..,..,..,..,..,..,30543,..,18368,12868,3442,2240,990,191,3,0,38103,..,1817,1723,751,794,1613,1799,1199,690,10393,..,1278,1539,584,480,364,171,59,19,4502,..,1601,3296,1220,1149,1347,1018,423,86,10137,..,646,3636,4042,5357,7814,9021,7269,3665,41462,897,1443,1192,738,661,567,458,262,110,6330,21,37,52,53,71,147,147,59,15,612,89594,59074,61285,68947,68561,62320,48928,27381,8442,494531
212,..,1617,1925,541,355,249,100,36,22,4852,..,2547,3184,902,761,945,666,239,77,9325,..,767,2715,2194,2725,4801,6431,5848,3259,28737,722,976,955,518,356,480,340,240,132,4721,39,60,77,56,87,282,241,69,13,924,79960,50648,63174,61476,51330,43109,32789,18836,6908,408237,..,2090,49032,83997,66319,54187,40014,20641,4483,320759,..,5130,21342,10765,7524,4769,1865,606,87,52092,..,708,3899,7700,10177,6520,2997,2007,1213,35236,163016,..,..,..,..,..,..,..,..,163016,..,51270,..,..,..,..,..,..,..,51270,..,27228,22828,5928,3678,1729,325,12,0,61732,..,5424,5726,1996,1990,3560,3735,2489,1335,26254,..,3528,5285,1813,1109,753,324,102,29,12956,..,6794,11369,3339,2272,2163,1437,511,121,28006,..,1671,6493,5761,6814,9180,10105,8312,4451,52783,1408,1806,1978,1245,898,902,603,372,172,9393,88,124,171,140,175,407,420,127,22,1684,164511,105773,128134,122698,100965,84178,61826,35179,11917,815186
213,..,1402,1862,516,302,238,126,31,9,4488,..,1859,3343,1012,776,858,531,162,39,8585,..,811,3748,3284,3729,5179,5968,4555,2101,29383,690,899,965,502,416,451,360,210,97,4588,42,47,67,35,95,331,270,44,3,932,85443,45729,68146,68210,49986,39770,28679,13377,4570,403898,..,1806,51145,91246,60084,46425,33628,13724,2487,300540,..,4485,23935,14680,9364,4958,1821,412,50,59705,..,659,4475,8859,10745,6524,3066,1761,976,37061,174150,..,..,..,..,..,..,..,..,174150,..,45802,..,..,..,..,..,..,..,45802,..,24662,21034,5946,3380,1408,240,11,0,56678,..,5683,6537,2233,2168,3803,3720,1940,961,27039,..,3104,4965,1540,994,795,350,80,21,11848,..,5338,11089,3254,2073,1968,1230,405,76,25438,..,1717,8348,8063,8622,9890,9812,6481,2910,55844,1394,1595,2105,1236,1007,900,629,317,125,9310,82,97,146,105,151,458,448,90,10,1584,175620,94942,133779,137160,98594,77133,54950,25211,7614,805001
214,..,341,255,91,91,67,48,14,9,912,..,411,630,236,342,474,391,163,34,2684,..,260,1092,1058,1753,3529,4792,4265,2103,18847,347,551,416,235,237,269,230,117,68,2468,6,11,12,10,12,17,22,11,3,102,24684,14651,16249,18564,20467,19566,17839,11061,3766,146854,..,179,8718,19670,21716,21357,20505,11822,2513,106489,..,1946,9683,6327,5296,3550,1796,631,104,29326,..,208,1462,3170,4646,2645,1128,750,504,14518,50037,..,..,..,..,..,..,..,..,50037,..,14241,..,..,..,..,..,..,..,14241,..,9886,5588,1785,1250,661,145,7,0,19316,..,940,808,349,534,912,949,590,384,5459,..,665,699,298,268,187,123,44,18,2300,..,841,1463,621,784,993,785,345,77,5905,..,518,2370,2568,4116,6379,7500,6054,2917,32429,704,969,844,528,505,510,377,203,97,4738,4,19,29,26,19,26,32,18,9,180,50749,30416,31653,35331,39132,37216,33338,20470,6619,284937
215,..,211,241,86,51,36,18,3,4,652,..,392,515,212,185,255,175,75,7,1827,..,309,760,495,908,1816,2159,2121,1327,9885,169,336,204,87,150,159,114,48,21,1287,3,12,13,9,9,10,9,0,0,56,12323,7152,8717,7947,8898,10055,8471,5204,2028,70791,..,235,5327,8369,9457,11838,10529,5572,1206,52542,..,1553,4273,2334,2028,1615,794,214,28,12845,..,204,1092,1526,1659,905,442,342,230,6402,24826,..,..,..,..,..,..,..,..,24826,..,5188,..,..,..,..,..,..,..,5188,..,4479,1954,673,593,340,57,0,0,8088,..,698,485,180,240,447,427,265,127,2870,..,434,582,264,174,110,56,14,5,1641,..,878,1309,577,509,574,407,164,21,4432,..,633,1735,1309,2144,3858,4092,3185,1837,18794,342,622,435,261,307,314,220,86,29,2619,7,20,33,23,19,18,11,0,0,124,25175,14951,17227,15508,17127,20017,17037,9848,3483,140367
216,..,181,184,55,45,27,10,7,0,518,..,268,438,127,160,244,183,68,12,1499,..,208,510,430,761,1480,1847,1703,913,7849,161,299,181,92,99,126,104,46,22,1138,0,5,14,3,4,0,8,6,0,45,11277,6708,7516,7217,8082,8707,7647,4534,1541,63223,..,253,4611,7759,8939,10154,9354,5131,1018,47225,..,1266,3656,1969,1851,1498,817,267,48,11369,..,186,985,1409,1605,857,420,286,232,5978,22956,..,..,..,..,..,..,..,..,22956,..,5309,..,..,..,..,..,..,..,5309,..,4505,1915,712,527,295,62,0,0,8020,..,507,362,137,243,381,396,234,108,2366,..,358,450,167,142,89,47,14,7,1277,..,541,961,384,387,499,416,154,23,3364,..,430,1200,1095,1887,3051,3311,2664,1299,14932,336,562,393,228,243,237,174,91,34,2304,5,12,23,8,11,5,12,5,3,77,23298,13924,14559,13858,15837,17060,15016,8853,2768,125171
217,..,138,130,37,26,18,11,0,3,369,..,298,375,94,137,213,147,59,9,1330,..,204,505,424,791,1700,2015,1780,1045,8472,135,239,204,95,106,151,81,40,26,1069,3,6,5,8,8,3,4,0,0,24,9922,5944,6573,6688,7863,8869,7660,4325,1616,59466,..,111,3713,7011,8544,10163,9592,4555,887,44568,..,1213,3713,2176,1963,1570,840,210,34,11716,..,118,669,1221,1447,809,355,309,191,5110,20201,..,..,..,..,..,..,..,..,20201,..,4744,..,..,..,..,..,..,..,4744,..,3913,1708,573,504,270,50,0,0,7012,..,435,276,135,176,309,344,181,135,1992,..,306,355,125,99,67,30,18,3,995,..,608,944,271,317,429,338,116,16,3051,..,469,1248,1127,1859,3294,3494,2684,1402,15581,273,427,385,210,220,272,143,77,47,2052,9,9,14,10,7,11,5,0,0,57,20476,12343,13021,12862,15139,17186,15188,8145,2705,117073
297,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,..,370,239,109,99,93,48,18,7,986,..,298,410,198,319,443,327,119,26,2140,..,163,539,561,1115,2233,3017,2542,1205,11366,243,405,277,178,186,236,243,117,51,1939,11,12,21,11,9,18,33,10,0,134,20984,12637,12553,15978,17147,15625,13017,7068,2254,117264,..,255,8426,18710,20358,18852,15645,7570,1353,91183,..,1948,6511,4619,3760,2513,1133,359,52,20901,..,204,1170,2551,3302,1702,825,577,350,10692,42751,..,..,..,..,..,..,..,..,42751,..,12439,..,..,..,..,..,..,..,12439,..,8270,3950,1406,951,505,113,5,0,15202,..,943,670,333,397,811,940,607,342,5040,..,748,633,313,316,227,135,56,20,2453,..,667,1069,508,690,893,662,256,55,4792,..,370,1195,1423,2378,3852,4732,3586,1654,19187,500,735,608,403,397,439,399,197,69,3740,17,19,37,21,27,30,52,19,7,224,43271,26613,24274,30297,32563,29826,24639,13229,3900,228612
302,..,479,440,116,76,51,35,9,3,1215,..,1152,1311,288,290,375,232,89,13,3763,..,437,1436,1269,1558,2258,2752,2481,1466,13661,168,335,327,142,160,227,179,81,52,1671,9,15,12,12,22,37,31,6,3,166,18917,12603,17135,16781,14644,12031,9380,6053,2503,110052,..,324,10647,19762,16579,12872,9799,5505,1326,76812,..,2440,9179,4944,3080,1836,740,207,14,22449,..,147,966,2290,2852,1590,741,553,398,9534,38536,..,..,..,..,..,..,..,..,38536,..,10621,..,..,..,..,..,..,..,10621,..,5668,3342,1148,892,506,102,4,0,11654,..,1296,1300,459,423,787,862,539,280,5942,..,944,1063,322,223,147,84,25,4,2815,..,2260,3052,829,747,803,504,191,40,8435,..,818,2910,2713,3134,4040,4336,3379,1924,23259,371,636,670,370,342,407,307,126,77,3305,15,34,32,25,44,69,58,9,8,306,38927,25193,33157,32861,28317,23054,17524,10545,4076,213656
303,..,1055,1373,376,176,119,59,17,0,3179,..,3194,3380,785,476,467,315,120,18,8750,..,687,2332,1797,1858,2700,3162,2645,1537,16725,279,595,597,239,256,304,288,143,59,2755,24,42,72,31,49,127,83,16,4,444,32257,23271,30119,28863,22918,18453,13759,7515,2915,180064,..,703,18710,35854,28084,21753,15876,7701,1575,130264,..,3743,13225,6540,3850,2145,839,244,28,30613,..,229,1304,3418,4302,2420,1137,732,552,14103,65538,..,..,..,..,..,..,..,..,65538,..,19533,..,..,..,..,..,..,..,19533,..,8888,6460,2085,1316,700,148,8,0,19606,..,2636,2384,771,665,1386,1415,878,438,10584,..,2177,3277,990,466,323,168,47,12,7462,..,6692,8351,2117,1240,1090,689,243,38,20467,..,1338,4655,3913,3968,4819,4944,3738,2041,29413,580,1046,1219,580,481,518,494,220,77,5225,40,68,156,66,70,186,169,34,4,803,66155,47061,59745,56340,44466,35342,25885,13844,4771,353607
304,..,382,253,79,48,40,23,14,3,844,..,1618,1000,194,145,165,138,80,13,3361,..,324,709,588,760,1331,1806,1614,866,8007,127,360,242,137,107,155,163,76,41,1404,6,20,25,17,21,39,43,8,3,177,17107,11980,10351,13797,13523,9947,8390,4673,1665,91441,..,177,6444,18178,18074,13082,10704,5438,987,73071,..,1364,4944,3014,2282,1260,572,143,20,13601,..,74,398,1526,2490,1113,482,284,254,6613,35311,..,..,..,..,..,..,..,..,35311,..,12308,..,..,..,..,..,..,..,12308,..,4485,2720,823,503,261,67,0,0,8870,..,964,681,227,212,358,500,411,257,3620,..,742,604,206,127,102,41,24,4,1847,..,3465,2335,508,351,344,286,141,21,7436,..,654,1476,1310,1558,2181,2600,2187,1155,13118,262,664,469,304,226,265,280,130,61,2652,17,31,50,32,47,64,70,19,3,332,35586,24922,20123,26115,25859,19027,15602,8767,2773,178776
305,..,625,893,169,72,53,25,9,0,1846,..,5727,5821,944,409,350,208,60,28,13536,..,1912,4942,3459,2825,2974,2817,1790,892,21613,165,690,646,223,210,226,211,117,49,2525,9,56,86,26,25,50,36,13,0,296,18204,21512,30077,20807,17889,12885,8499,4189,1541,135597,..,422,10943,20671,19572,14087,8967,3950,741,79361,..,5370,18201,7283,4059,2216,922,205,33,38295,..,95,534,2059,3095,1520,510,308,251,8375,36398,..,..,..,..,..,..,..,..,36398,..,12478,..,..,..,..,..,..,..,12478,..,3978,2351,684,491,276,59,3,0,7834,..,2057,1776,421,299,425,424,336,179,5921,..,1265,1913,421,170,107,57,14,4,3952,..,10662,12429,2241,1026,750,442,139,49,27736,..,3457,9994,7543,5988,5637,4643,2693,1192,41144,330,1270,1315,486,449,417,344,193,67,4867,23,78,153,57,72,81,65,22,5,570,36747,41135,59615,41872,35213,25513,16434,7876,2518,266929
306,..,381,379,132,121,100,50,20,5,1183,..,696,974,408,496,611,444,124,26,3770,..,437,1040,984,1692,2889,3073,2122,903,13148,434,615,467,265,351,535,515,242,70,3500,6,24,67,18,19,32,22,4,3,190,20947,11941,14226,15395,16474,15798,12344,6108,1789,115018,..,314,6989,13985,15841,15972,13586,6409,1139,74232,..,2472,7856,5468,4671,3499,1616,420,49,26057,..,360,1869,3171,3426,1712,867,539,296,12246,42219,..,..,..,..,..,..,..,..,42219,..,8856,..,..,..,..,..,..,..,8856,..,6944,2893,1161,829,471,90,0,0,12384,..,1404,866,395,596,949,873,583,289,5954,..,800,920,378,370,279,168,52,15,2983,..,1317,2212,965,1113,1323,1012,326,52,8326,..,840,2245,2394,3705,5706,5767,3430,1328,25417,912,1101,941,619,703,949,997,461,126,6819,21,62,126,47,44,50,41,9,3,398,43148,24479,26919,28587,31298,30898,25022,12240,3301,225893
307,..,210,111,45,44,34,21,17,8,488,..,302,264,72,136,215,164,63,12,1235,..,298,460,320,641,1197,1513,1372,626,6426,202,365,188,98,139,175,169,94,31,1459,0,3,13,4,0,0,8,0,0,40,11174,5942,6452,6608,7519,7934,6751,3893,1136,57412,..,286,4299,7125,8497,9562,8588,4352,755,43463,..,1640,2987,1756,1705,1304,715,227,19,10359,..,237,1006,1279,1195,687,353,286,180,5222,22551,..,..,..,..,..,..,..,..,22551,..,3835,..,..,..,..,..,..,..,3835,..,3384,1305,588,484,250,55,0,0,6060,..,555,263,104,215,379,410,283,129,2333,..,412,306,146,150,111,74,35,7,1244,..,600,638,219,299,430,385,145,23,2737,..,658,1144,905,1626,2660,2960,2214,888,13062,386,663,464,267,307,347,356,162,45,3009,5,6,40,3,10,14,10,0,0,90,22942,12276,12454,12401,14487,15741,13908,7698,2057,113964
308,..,415,220,75,75,53,29,16,5,888,..,610,458,193,290,362,203,73,15,2209,..,599,973,707,1167,2046,2099,1791,783,10166,375,488,345,187,298,423,369,161,62,2713,3,11,14,0,0,7,14,8,6,61,21491,11829,13512,13644,13406,13206,9282,4996,1504,102860,..,494,8839,14685,14618,15204,11443,5178,858,71316,..,3331,6937,4013,3179,2360,885,260,40,21002,..,438,1995,2724,2487,1188,556,422,280,10085,43175,..,..,..,..,..,..,..,..,43175,..,7816,..,..,..,..,..,..,..,7816,..,6601,2258,967,695,389,71,3,0,10981,..,1192,587,282,420,718,660,432,202,4493,..,816,585,288,230,179,94,36,13,2244,..,1257,1238,562,651,768,512,162,31,5177,..,1181,2458,1984,2954,4503,4169,2791,1162,21203,800,962,873,508,644,753,716,284,95,5627,11,14,29,12,9,20,21,12,3,125,43984,24102,25786,26018,25880,26091,19122,9575,2680,203245
309,..,1484,1541,480,351,340,197,62,15,4470,..,3599,4387,1161,1047,1462,1044,445,84,13231,..,1020,2701,2378,3218,5921,7647,6004,2732,31611,566,1129,882,485,491,663,698,341,135,5385,27,56,96,38,53,95,88,29,7,489,51930,35977,42147,42518,42227,37187,31582,17448,5514,306536,..,884,21953,44844,46082,40333,35300,18680,3225,211308,..,6427,23248,13845,10082,6479,3364,1127,179,64741,..,508,3318,7312,9146,4601,2142,1417,995,29429,105598,..,..,..,..,..,..,..,..,105598,..,28351,..,..,..,..,..,..,..,28351,..,19073,9343,3203,2305,1393,331,12,0,35666,..,2932,2404,1030,1162,2062,2490,1671,933,14682,..,2920,3534,1269,989,764,458,164,39,10127,..,6540,9298,2807,2503,3012,2281,1014,192,27647,..,1937,5560,5576,7252,10317,11791,8669,3830,54933,1148,2020,1807,1113,1077,1230,1206,608,192,10398,58,92,189,97,110,161,153,63,14,927,106805,71689,80639,81102,80707,70356,59529,33418,9582,593823
310,..,759,510,186,160,136,83,29,11,1873,..,952,811,352,524,631,403,136,30,3841,..,565,1429,1120,1757,2848,3011,2443,1062,14248,495,656,491,269,266,393,263,126,47,3005,14,20,33,11,16,61,51,22,0,231,37209,22057,25848,24501,22207,19062,13704,7168,2152,173901,..,906,17082,26802,23955,21377,15546,7180,1209,114069,..,4788,12396,6726,4894,2848,1110,289,33,33083,..,798,3711,5160,5062,2661,1287,793,413,19883,75832,..,..,..,..,..,..,..,..,75832,..,16725,..,..,..,..,..,..,..,16725,..,12898,6294,2204,1434,659,126,9,0,23621,..,2404,1675,817,992,1603,1627,952,394,10456,..,1574,1435,624,536,404,242,62,19,4896,..,1887,2139,1064,1200,1425,902,294,47,8963,..,1100,3260,3044,4078,5396,5117,3611,1499,27105,978,1281,1105,735,617,685,463,209,72,6143,25,33,62,25,33,101,88,23,3,395,76832,44395,49172,47192,42796,37162,26504,13427,3686,341163
311,..,876,538,257,190,174,89,27,0,2153,..,698,697,320,505,650,402,140,22,3433,..,402,1111,949,1502,2453,3129,2206,812,12572,454,621,462,268,257,284,291,140,58,2838,12,20,20,19,22,48,37,14,4,187,36730,21687,24427,23427,21475,18633,14752,6934,1843,169904,..,1093,16368,25265,23445,20959,16904,7232,1022,112298,..,4609,11350,6607,4936,2954,1170,346,34,32001,..,844,3727,5063,4752,2613,1407,816,340,19559,74035,..,..,..,..,..,..,..,..,74035,..,16402,..,..,..,..,..,..,..,16402,..,13672,6788,2392,1466,635,93,5,0,25041,..,2495,1764,826,1042,1632,1708,1092,458,11015,..,1857,1600,788,617,462,226,76,10,5633,..,1513,2156,1064,1206,1333,897,311,52,8535,..,830,2660,2730,3671,4705,5119,3301,1134,24152,952,1152,1040,674,557,547,510,234,71,5736,20,45,47,46,39,74,65,14,9,355,75009,44514,47500,45456,41723,35909,28098,13424,3131,334763
