SA4_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
213,5076,5345,10421,805,1345,2158,42,18,62,74,146,221,586,527,1113,124846,78203,203059,6649,9310,15955,2204,52,2254,784,85,869,1088,389,1476,1222,651,1871,1495,2020,3512,144879,98082,242965,972,1563,2538,0,0,0,317,494,810,1167,808,1976,157,407,568,219,120,340,2832,3401,6229,0,0,0,23,49,79,92,76,167,104,201,300,27,50,73,250,375,623,1463,813,2276,4544,4590,9131,983,1496,2483,35,57,92,49,17,72,1068,1574,2641,44942,52977,97917,16444,25414,41853,1092,731,1824,212966,183361,396327
214,383,222,602,318,352,675,29,19,47,7,5,11,81,59,137,45925,35006,80929,2475,2454,4932,921,29,954,245,13,258,335,94,435,351,211,562,1485,1073,2550,52553,39541,92092,90,85,175,0,0,0,11,3,15,170,75,250,18,19,36,26,9,33,319,185,510,0,0,0,0,0,0,22,17,43,31,65,98,13,15,29,69,103,170,407,181,592,797,471,1269,67,53,119,14,13,28,27,4,28,99,74,172,13415,18154,31567,6584,12243,18835,367,393,759,73816,70879,144696
215,12,9,15,176,92,266,16,3,16,5,0,5,51,44,92,24697,20338,45038,1883,2198,4084,477,19,495,157,47,204,322,115,435,306,113,427,1862,1623,3484,29957,24599,54558,0,3,3,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,7,8,16,0,0,0,0,0,0,13,4,19,6,13,22,4,0,7,22,25,54,285,121,407,322,154,475,0,0,0,3,4,4,24,4,38,27,16,45,3380,4080,7462,2108,3852,5966,372,305,680,36169,33013,69185
216,12,7,20,45,56,93,7,3,11,6,5,12,36,43,78,21801,18469,40273,1496,1691,3185,409,16,422,195,39,235,335,112,447,179,92,266,1176,1094,2265,25697,21620,47315,0,0,4,0,0,0,0,3,3,3,7,11,0,0,0,0,0,4,8,11,21,0,0,0,0,0,0,8,3,8,6,8,14,4,0,6,16,11,35,224,123,349,250,150,400,5,0,3,0,0,0,13,3,17,12,7,28,2858,3552,6407,1947,3727,5676,289,240,522,31060,29294,60352
217,15,10,31,65,45,114,7,0,7,4,5,7,53,45,94,20449,17636,38085,1343,1477,2821,419,16,438,206,51,256,265,85,349,247,112,358,1618,1359,2978,24695,20850,45541,3,0,3,0,0,0,0,0,0,6,4,12,0,0,0,0,0,0,11,4,17,0,0,0,0,0,0,17,5,13,3,15,17,0,0,0,14,17,34,215,97,317,243,121,363,0,4,4,0,0,8,25,3,25,26,8,39,3899,4306,8200,2252,3899,6149,277,237,517,31388,29416,60803
297,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,22,7,30,0,0,0,14,0,14,0,0,0,0,0,0,92,7,98,13,6,17,139,18,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,22,170
301,990,1036,2029,388,583,968,65,59,129,3,6,9,86,77,170,37747,32677,70417,1903,2397,4299,925,20,941,644,55,697,278,90,367,344,157,501,594,694,1287,43968,37848,81819,62,106,165,0,5,0,0,0,4,225,255,479,33,51,83,52,14,67,376,429,805,11,36,51,0,0,0,75,116,190,22,67,83,11,12,23,114,229,347,746,491,1231,1233,1150,2385,67,67,133,24,51,81,46,26,71,141,147,284,8761,11318,20082,4986,7942,12923,216,212,430,59301,58620,117922
302,1933,2191,4122,1137,1698,2834,16,22,34,3,0,3,209,217,419,33700,28441,62142,1579,2749,4331,554,11,566,790,97,888,638,136,776,341,163,507,835,955,1790,41744,36682,78430,257,293,549,0,0,0,0,0,0,418,421,840,65,92,159,82,37,114,825,844,1664,0,3,4,0,0,0,68,125,194,39,91,130,21,31,49,129,255,378,346,210,561,1301,1305,2605,79,144,221,17,23,41,15,9,25,114,175,290,10429,11903,22334,5082,8390,13474,228,162,385,58904,58612,117517
303,1222,1237,2455,4569,6325,10889,37,23,67,3,3,7,365,396,751,56783,44738,101518,2709,5135,7841,808,16,821,1095,153,1250,1404,459,1870,551,256,809,1372,1726,3092,70902,60469,131372,346,368,713,0,0,4,4,3,9,236,195,431,41,64,105,49,32,83,679,662,1340,4,8,11,0,0,0,335,396,731,130,343,469,125,101,222,593,844,1437,686,448,1133,1959,1950,3913,184,186,364,71,96,170,22,10,33,271,288,560,17363,18625,35992,7139,12177,19312,400,321,724,98036,93833,191869
304,1509,1393,2905,1141,1240,2382,64,46,115,5,0,6,80,76,157,22845,20287,43133,988,1789,2779,245,3,249,564,67,633,939,260,1203,225,150,369,952,839,1791,29570,26163,55730,265,242,508,0,0,0,0,0,3,236,232,468,44,72,119,52,26,77,604,574,1179,26,15,41,0,0,0,86,94,177,24,90,116,32,31,61,167,235,396,317,154,471,1079,958,2045,94,99,192,31,16,46,22,0,22,148,117,264,13224,12837,26057,4432,7349,11781,147,116,266,48606,47537,96140
305,2500,2394,4890,4106,5539,9644,552,551,1100,4,7,11,610,678,1285,35953,29627,65579,1937,3694,5627,261,14,268,1494,291,1784,2607,945,3551,943,462,1409,6639,6562,13201,57611,50753,108361,423,554,974,4,4,9,4,0,7,137,154,289,42,76,113,106,61,169,719,845,1562,87,137,222,0,4,0,86,102,189,73,190,259,135,149,286,374,584,953,589,387,981,1679,1815,3495,179,214,391,75,94,170,34,23,56,283,329,613,21591,22301,43891,7449,11530,18977,321,275,591,88926,87004,175931
306,12,9,16,709,644,1355,31,19,51,8,0,9,131,142,274,35053,33134,68184,2747,3561,6307,768,20,788,591,116,707,838,372,1210,770,313,1086,1940,1793,3727,43598,40117,83715,0,0,0,0,0,0,0,0,0,11,4,17,0,0,0,0,0,4,17,5,22,0,3,5,0,0,0,31,18,53,39,87,123,41,16,55,107,125,239,493,292,781,610,428,1042,4,5,7,35,34,68,43,13,54,78,48,126,5630,7741,13372,8111,10319,18428,442,357,800,58472,59011,117479
307,0,8,6,259,120,381,10,0,10,0,0,0,38,35,77,19689,17065,36757,1628,1459,3081,868,34,901,227,40,263,213,49,264,407,149,554,1701,1405,3110,25053,20365,45414,0,0,3,0,0,0,0,0,0,0,9,13,0,0,0,5,4,4,9,14,20,0,0,0,0,0,0,19,4,28,7,4,18,11,0,16,43,13,53,278,112,393,327,135,464,3,6,6,8,0,13,28,10,40,43,16,55,3450,3558,7010,1965,2947,4908,305,237,542,31147,27259,58402
308,10,0,21,1089,318,1409,80,13,96,6,0,7,107,155,262,36972,33313,70285,2991,3110,6105,871,25,891,533,54,583,365,116,482,452,203,654,1604,1598,3201,45081,38914,83996,0,0,7,0,0,0,0,0,0,10,14,25,0,0,0,4,0,4,18,15,32,187,13,204,0,0,0,168,30,195,14,16,34,12,5,25,389,71,461,682,311,996,1090,400,1489,4,4,7,192,27,223,48,9,57,243,41,285,2914,4172,7089,6359,6514,12872,354,271,629,56044,50319,106353
309,902,776,1679,694,1130,1821,44,22,70,637,1016,1649,280,331,615,103541,91978,195516,5088,6974,12058,1990,46,2031,1544,210,1754,1401,600,1999,1045,504,1553,2909,3313,6217,120070,106890,226961,185,203,386,0,0,0,48,58,107,324,248,574,44,58,105,61,22,86,668,593,1260,0,0,4,176,297,473,56,46,108,44,112,156,37,44,82,313,505,818,1223,961,2185,2200,2057,4266,204,245,445,77,115,197,58,33,87,335,387,726,19178,24979,44156,13214,21242,34449,736,731,1461,155732,156283,312020
310,1367,1650,3016,366,544,908,11,9,18,6,0,8,190,201,391,56416,46550,102968,3558,4668,8224,1467,53,1515,985,70,1055,275,72,344,484,229,710,817,909,1729,65939,54939,120882,199,277,479,0,0,0,0,0,0,445,510,958,81,143,217,82,34,118,809,968,1777,0,4,4,0,0,0,61,47,109,32,72,103,14,19,32,107,143,249,658,394,1054,1572,1506,3077,144,189,336,16,24,44,31,14,45,192,234,426,8465,11326,19787,6519,10201,16720,472,394,871,83160,78604,161768
311,469,562,1029,731,1204,1939,14,6,19,0,3,8,194,181,375,58517,45625,104146,3576,4111,7689,2088,63,2152,916,64,980,202,45,245,465,225,690,633,724,1360,67804,52826,120623,79,149,229,0,0,0,12,14,25,183,190,368,39,58,99,51,33,83,359,441,807,0,0,0,0,0,0,173,281,453,56,121,179,25,25,47,256,427,683,670,376,1043,1292,1245,2537,101,123,225,24,34,58,26,12,41,150,174,321,6514,10425,16941,5777,9289,15066,420,356,776,81951,74308,156261
312,14,6,14,1374,522,1888,82,46,126,3,0,3,96,88,190,32501,27777,60281,2654,2508,5163,688,34,722,393,57,449,354,131,489,666,362,1028,1723,1793,3519,40550,33320,73869,4,0,4,0,0,0,3,0,3,10,3,12,0,0,0,7,0,7,22,0,28,0,0,3,0,0,0,114,23,131,27,25,53,25,17,46,167,70,236,517,242,759,705,315,1023,10,4,15,46,13,61,44,11,58,111,32,137,2074,3311,5387,5420,5320,10742,318,257,577,49177,42553,91729
313,836,881,1718,182,243,425,15,10,22,6,0,6,79,107,184,36328,32318,68640,2419,3064,5481,1381,37,1420,723,62,789,265,96,359,372,171,539,751,891,1639,43351,37879,81234,145,152,296,0,0,0,0,0,0,292,323,609,50,64,114,68,23,87,555,557,1115,0,0,0,0,0,0,22,23,48,15,32,47,11,8,26,49,68,115,451,217,665,1049,844,1894,94,90,183,11,11,19,19,5,25,116,108,224,5440,7855,13294,5109,7658,12769,308,276,583,55384,54613,110000
314,1491,1580,3073,180,245,422,12,4,15,5,0,5,111,90,199,34651,30234,64885,1689,2422,4105,806,13,817,833,67,904,209,54,270,296,149,442,377,457,834,40655,35318,75972,155,191,349,0,0,0,0,0,0,488,480,963,72,106,183,109,30,142,831,804,1629,0,0,0,0,0,0,34,44,77,20,37,57,17,14,28,61,97,159,338,185,526,1230,1088,2313,88,112,198,3,6,12,13,8,22,104,132,235,8492,10110,18595,4765,7799,12560,171,167,332,55411,54602,110015
315,6,0,8,552,133,680,49,37,83,3,0,3,42,58,96,10812,9028,19839,1269,1355,2625,355,21,385,211,20,227,226,133,358,740,288,1035,2442,2687,5133,16710,13768,30479,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,4,0,4,9,8,12,28,14,38,0,0,0,9,3,17,9,9,16,53,7,59,101,32,130,265,138,403,366,177,544,0,4,4,83,22,102,27,21,50,111,44,161,1620,1665,3290,2240,2265,4502,362,261,624,21412,18185,39596
316,178,126,305,593,657,1247,27,8,31,4,0,7,91,106,199,58422,55191,113615,3025,4017,7044,1365,34,1399,829,102,928,931,452,1378,719,294,1011,1677,1967,3644,67857,62960,130814,22,30,49,0,0,0,0,0,0,114,69,184,14,3,20,9,8,16,158,109,264,0,0,0,0,0,0,30,31,65,42,83,120,27,23,51,101,134,240,611,313,925,873,557,1433,18,25,41,38,19,56,34,13,49,93,50,148,12428,16164,28590,9005,13614,22612,489,468,956,90741,93816,184558
317,7,4,15,110,148,260,3,3,6,0,0,4,149,185,334,27261,25268,52532,1867,2624,4496,582,9,595,363,32,390,293,90,378,215,108,316,948,774,1721,31799,29248,61043,3,0,5,0,0,0,0,0,0,9,6,13,0,0,0,0,0,0,13,12,24,0,0,0,0,0,0,24,11,39,7,21,27,10,15,24,41,46,90,299,191,489,350,242,593,0,0,3,9,9,20,14,4,21,20,18,47,2330,3260,5588,2774,4608,7381,149,156,309,37426,37535,74959
318,9,4,13,556,355,906,36,15,49,0,0,0,116,147,270,39034,38504,77540,2507,3444,5957,883,30,919,898,105,999,760,259,1017,570,219,791,1555,1333,2894,46927,44435,91364,0,0,0,0,0,0,0,0,0,9,7,10,5,0,5,0,0,0,10,9,19,3,9,8,0,0,0,67,21,85,24,45,65,26,27,51,118,94,213,595,369,964,721,475,1196,4,4,5,27,21,48,49,26,71,76,47,123,2649,3716,6370,5095,6766,11858,323,246,575,55800,55681,111487
319,16,11,25,368,188,553,21,12,31,4,0,3,76,99,178,38551,38215,76765,2984,3689,6670,1209,39,1251,613,56,671,440,153,595,448,187,637,1670,1615,3292,46408,44266,90673,4,0,6,0,0,0,0,0,0,11,10,15,0,0,0,3,0,5,11,10,26,3,0,3,0,0,0,47,18,64,16,20,34,13,7,13,73,43,120,422,253,675,511,307,815,7,5,8,16,8,21,23,7,31,44,20,59,4084,5083,9164,5257,7072,12330,486,434,915,56782,57179,113955
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,10,0,10,0,0,0,0,0,0,57,0,57,3,0,0,75,5,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,11,0,0,0,90,13,99
401,123,136,254,3334,4495,7833,9,3,11,299,344,644,244,288,529,49092,41586,90679,2274,4314,6586,512,8,522,561,83,640,2036,866,2898,517,191,707,3196,3158,6357,62194,55475,117661,59,55,112,0,0,0,8,5,15,14,22,38,3,9,14,15,11,17,96,98,185,0,0,0,48,101,147,278,360,633,118,225,338,109,95,199,544,776,1321,531,461,997,1176,1330,2501,36,41,75,70,91,166,19,10,26,127,145,272,10084,10541,20631,6113,10529,16642,294,258,553,79985,78282,158265
402,49,51,104,3595,5029,8625,26,7,30,8,16,20,323,271,598,79374,61472,140847,3912,5445,9358,1044,33,1076,773,57,830,580,108,688,728,245,974,964,969,1931,91377,73703,165083,88,78,163,0,0,0,0,0,0,36,35,70,3,7,12,0,0,0,126,125,249,3,3,5,29,52,82,502,702,1206,144,331,480,78,75,156,749,1164,1919,760,514,1276,1635,1809,3443,67,70,140,70,123,194,38,10,43,169,204,372,6373,8025,14404,7676,12779,20454,514,400,919,107746,96922,204668
403,1778,1662,3439,1464,2013,3477,18,7,28,345,514,856,156,166,328,60682,54217,114899,2610,4034,6638,666,20,685,675,74,751,1081,318,1399,637,167,800,1054,1150,2197,71159,64335,135493,244,209,458,0,0,0,35,57,87,401,410,814,43,83,120,56,30,84,777,787,1561,0,0,0,58,51,107,100,115,218,63,149,217,32,51,78,248,371,616,679,542,1224,1703,1696,3402,123,205,329,36,49,83,12,9,25,172,265,435,9028,10186,19214,7746,13712,21459,305,333,643,90110,90533,180637
404,652,866,1520,1879,2879,4755,11,12,24,314,450,769,222,261,483,42088,34648,76740,1927,3522,5447,427,6,432,506,73,580,1177,443,1620,458,149,607,886,981,1867,50555,44283,94836,108,134,240,0,0,0,16,36,51,55,77,134,20,31,46,21,13,29,215,285,500,0,0,0,48,57,104,114,96,203,41,180,230,43,75,120,252,411,662,569,615,1180,1034,1306,2344,73,109,188,52,74,127,24,21,51,158,208,361,5224,6068,11295,4670,7909,12573,266,213,474,61897,59988,121886
405,0,0,4,100,60,157,4,0,3,4,0,3,22,14,35,16835,15261,32087,844,901,1746,411,14,426,146,17,161,143,43,192,298,76,371,1250,1014,2264,20047,17393,37444,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,8,5,11,0,0,0,0,0,0,19,26,39,0,12,19,5,0,5,23,37,59,185,81,262,209,121,332,0,0,0,0,0,0,7,0,7,9,3,12,2408,2556,4955,2166,3203,5369,240,193,429,25071,23475,48549
406,7,0,10,1098,202,1305,13,0,11,0,0,0,67,74,143,13373,11327,24704,1280,996,2282,214,9,226,154,17,170,193,33,225,676,191,874,1244,1218,2458,18313,14082,32392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,17,123,13,3,15,34,8,44,149,26,181,221,103,318,373,134,505,3,0,3,30,0,32,35,15,51,67,19,85,1090,1195,2281,2193,2310,4502,244,165,412,22283,17895,40178
407,17,16,29,208,97,302,17,3,23,0,3,6,36,40,76,30016,26013,56029,1924,2140,4066,646,30,679,207,31,244,217,63,286,400,113,515,1728,1370,3100,35417,29931,65345,0,0,0,0,0,0,0,0,0,17,29,44,0,3,3,0,0,0,15,32,48,0,0,0,0,0,0,18,23,49,11,10,16,3,0,5,36,38,69,358,190,549,414,250,669,9,9,12,3,0,0,26,10,34,32,19,52,3719,4127,7851,3115,5155,8271,402,328,729,43096,39813,82907
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,16,0,16,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22
501,21,17,38,766,168,937,10,5,12,5,0,0,65,58,119,28565,27747,56307,2308,2267,4576,500,20,521,156,20,184,432,146,577,668,200,862,1034,985,2018,34518,31635,66154,7,0,9,0,0,0,0,0,0,16,14,26,0,0,6,0,0,0,20,20,40,0,0,0,0,0,0,240,69,310,23,17,43,42,3,46,303,93,393,413,182,597,737,292,1028,5,3,9,38,4,47,20,3,21,63,15,77,2711,3723,6438,5532,6150,11677,322,225,548,43881,42044,85928
502,271,300,570,312,181,493,5,0,3,0,0,0,40,36,76,12564,13065,25629,914,1021,1936,268,14,282,61,5,67,76,35,109,619,163,782,210,232,440,15345,15055,30397,99,87,185,0,0,0,0,0,0,154,140,291,21,23,39,14,3,14,285,248,526,0,0,0,0,0,0,40,9,45,12,31,47,16,10,29,71,50,119,226,88,309,574,391,965,84,81,160,12,9,18,13,3,14,100,94,194,1038,1698,2735,3417,3214,6634,134,102,231,20598,20553,41151
503,1533,1337,2869,4308,3939,8245,9,8,16,6,0,6,312,371,678,25526,22581,48112,1460,2508,3968,134,0,135,327,55,388,1631,570,2203,657,232,884,3228,2809,6035,39122,34407,73531,513,653,1170,4,5,10,0,0,3,101,89,194,36,48,83,77,35,113,725,840,1561,5,0,6,0,0,0,84,104,187,50,119,172,114,107,226,255,332,592,337,221,557,1320,1387,2713,120,148,273,61,36,102,25,8,31,211,199,406,5540,5586,11134,4406,6245,10653,203,163,361,50803,47995,98798
504,1205,1240,2448,1371,1332,2699,12,0,15,3,0,7,238,243,480,47451,41786,89239,2461,3434,5897,877,37,916,363,26,389,589,154,748,1278,314,1591,633,630,1257,56485,49198,105679,473,539,1008,0,0,0,0,0,0,594,605,1193,64,111,178,44,26,68,1179,1277,2458,0,0,0,0,0,3,106,113,220,56,122,186,60,44,104,222,278,506,534,323,853,1928,1878,3811,177,260,432,32,22,56,20,10,33,225,294,520,3936,5542,9479,6987,8785,15773,325,216,544,69893,65917,135811
505,3693,3667,7360,2372,2366,4745,34,18,51,3,8,13,480,358,836,96843,88329,185174,5106,6976,12082,1597,39,1633,711,51,764,976,190,1166,2533,526,3064,1029,1171,2203,115375,103710,219089,2232,1908,4146,6,0,6,0,0,0,1747,1587,3330,229,310,539,150,37,192,4361,3848,8206,0,0,0,0,0,0,198,204,393,120,186,306,81,53,137,397,440,836,1045,530,1576,5802,4815,10622,676,709,1387,59,49,114,54,19,72,794,777,1572,10200,13464,23665,13927,19075,33002,584,411,998,146687,142256,288942
506,2110,2303,4412,3767,3750,7517,44,37,85,11,3,14,614,473,1087,91812,75108,166916,4667,6728,11394,1424,52,1472,574,52,629,1068,248,1319,2250,586,2830,1236,1221,2453,109573,90571,200142,1741,1718,3455,0,0,9,0,3,3,1038,874,1910,150,193,348,93,29,122,3025,2818,5843,12,8,17,5,0,3,207,223,431,129,303,430,151,99,248,497,631,1127,1002,529,1530,4525,3974,8499,580,732,1308,88,72,161,48,28,71,719,828,1546,7426,9592,17013,12317,15652,27973,670,434,1102,135227,121044,256274
507,2666,2616,5284,1948,1653,3597,32,13,46,5,0,9,290,202,501,70809,64968,135778,3976,4985,8965,833,25,857,495,59,555,943,320,1267,1909,486,2395,1155,1293,2449,85075,76617,161698,1723,1676,3401,0,3,3,0,0,0,1069,989,2056,161,242,402,128,54,175,3082,2956,6041,0,3,5,3,0,4,114,124,235,85,120,207,76,45,117,282,285,570,848,433,1281,4210,3682,7893,518,623,1148,62,34,102,43,11,59,626,674,1300,6937,9453,16393,11460,14592,26058,434,327,763,108750,105350,214103
509,12,15,24,609,186,803,8,0,8,0,0,0,30,30,60,20586,17852,38438,1407,1479,2880,686,17,706,116,17,140,189,75,273,674,188,863,1739,1429,3169,26057,21299,47366,0,0,0,0,0,0,0,0,0,25,30,52,0,6,9,0,0,0,27,38,63,0,0,0,0,0,0,34,8,43,11,7,21,10,4,13,62,25,82,303,125,428,385,183,569,13,11,28,23,0,23,32,9,42,70,18,84,3262,3474,6733,2972,3480,6449,338,238,572,33086,28695,61780
510,26,16,45,5121,1038,6156,13,5,19,0,6,5,102,47,149,16834,11776,28611,3032,1666,4698,526,46,568,249,77,324,318,221,540,2775,718,3495,2274,2408,4683,31280,18008,49292,13,7,17,0,0,0,0,0,0,8,3,16,0,0,3,0,0,0,21,16,35,0,0,0,0,0,0,67,43,104,40,16,51,249,53,301,352,103,458,698,191,890,1068,310,1378,15,8,21,228,46,270,72,23,90,316,73,380,633,1076,1703,3764,3696,7459,364,232,597,37427,23391,60812
511,19,9,30,2248,432,2686,17,4,22,0,0,0,95,83,173,20481,16905,37381,2508,1777,4278,613,34,646,213,44,256,330,221,552,1726,461,2194,1584,1652,3235,29843,21623,51460,8,3,10,0,0,0,0,0,0,9,5,14,0,0,4,0,0,0,22,11,31,0,0,0,0,0,0,96,25,123,32,12,48,117,27,146,244,66,317,508,233,742,776,312,1088,5,4,13,84,16,101,47,14,59,139,29,171,1333,1849,3185,4127,3899,8028,282,196,478,36498,27906,64403
597,0,0,0,190,15,207,4,3,7,0,0,0,5,0,5,81,8,91,27,0,27,13,0,13,0,0,0,0,0,0,767,78,850,287,36,324,1390,143,1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,9,8,6,11,38,4,39,46,8,50,0,0,0,5,0,10,0,0,0,8,0,11,17,4,23,31,34,64,23,0,24,1517,186,1697
601,12,13,23,1948,3126,5071,38,46,86,0,0,0,216,222,438,39154,32209,71357,2367,4402,6764,678,18,695,556,59,615,905,404,1310,304,154,452,2610,3027,5635,48788,43675,92464,0,7,7,0,0,0,0,0,0,10,9,17,0,0,3,0,0,0,13,16,32,3,8,11,0,0,0,164,302,469,109,242,346,52,65,117,330,613,945,508,441,946,853,1073,1923,0,5,9,45,74,125,19,8,31,69,92,158,4564,5171,9730,5186,8757,13937,267,257,523,59717,59019,118737
602,6,3,5,271,396,666,8,0,8,0,0,0,86,126,217,24661,21191,45854,1415,1962,3380,425,8,435,221,31,252,224,63,287,217,104,319,1351,1336,2688,28890,25227,54115,0,0,0,0,0,0,0,0,0,5,6,12,0,0,0,3,0,3,3,9,14,0,0,0,0,0,0,15,17,36,26,59,86,8,16,23,48,90,143,218,139,362,275,242,516,0,0,0,10,24,33,10,8,18,29,28,56,2361,2920,5279,2747,4684,7425,237,188,429,34537,33286,67824
603,3,0,3,37,58,98,6,3,8,0,0,0,0,0,0,5963,4913,10875,370,410,783,252,6,262,50,6,54,28,15,39,64,32,94,383,354,735,7145,5799,12945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,11,22,37,13,15,30,0,0,5,29,47,70,71,41,114,109,84,187,0,0,0,0,5,5,0,0,3,4,4,4,1066,1117,2184,898,1204,2098,110,92,205,9328,8303,17630
604,0,6,0,154,88,239,3,7,10,0,0,5,36,63,93,18466,16549,35016,1132,1293,2425,329,5,334,182,24,209,92,35,129,153,58,206,815,844,1660,21362,18965,40327,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,4,0,3,5,5,7,0,0,0,0,0,0,19,7,24,14,15,24,5,4,10,33,22,59,160,102,258,196,132,327,0,3,5,4,6,9,14,5,18,16,9,27,1524,1764,3295,2303,3356,5657,222,160,379,25627,24388,50010
697,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,29,14,39,4,0,4,5,0,5,0,0,0,0,0,0,89,8,94,20,4,24,147,26,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,10,9,19,67,10,80,228,48,277
