SA4_CODE_2021,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Samoan_Both_prnts_born_os,Samoan_Father_only_born_os,Samoan_Mother_only_born_os,Samoan_Bth_prnts_born_Aus,Samoan_bp_ns,Samoan_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_P_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
111,1953,13917,10419,129240,1332,156860,65,733,334,17787,166,19084,4396,262,419,936,38,6044,772,196,75,441,6,1498,1818,872,480,2113,21,5305,16765,12795,9206,124078,1387,164234,2146,112,730,171,23,3172,600,180,152,1015,12,1960,2916,1345,945,10811,95,16115,1202,399,172,1362,27,3173,403,138,57,289,0,893,3258,199,122,192,5,3782,3779,2645,1873,36026,238,44568,2811,1145,417,5130,64,9572,750,17,82,45,3,891,272,108,50,361,0,792,1656,262,128,731,10,2790,426,204,141,803,18,1597,736,393,236,332,11,1712,926,671,458,459,19,2530,1694,455,320,1417,23,3911,498,115,129,415,5,1170,538,245,77,96,9,957,4890,3605,2433,34045,215,45187,517,70,57,170,7,821,905,196,189,110,8,1407,693,118,87,379,6,1278,251,53,40,51,0,401,906,37,90,34,4,1079,877,490,316,2394,11,4087,16228,3240,2607,5789,197,28055,730,175,137,2597,15062,18696,61640,25944,18690,262313,18166,386758
112,1380,9549,7169,77555,1117,96765,58,466,301,10183,131,11143,1064,135,197,564,21,1984,279,108,45,209,5,644,1733,547,416,1037,21,3749,17737,8913,6419,76094,1281,110440,1226,57,387,108,12,1800,1110,217,139,739,13,2215,2993,916,696,7439,105,12156,376,218,84,610,8,1297,329,95,46,128,4,607,1155,157,137,170,26,1637,4023,2252,1564,28399,316,36558,2630,961,366,4346,75,8381,160,5,20,22,0,208,126,73,25,259,4,485,62,23,4,24,0,109,357,141,81,421,8,1002,680,276,160,211,10,1332,1034,492,363,233,15,2133,751,201,139,419,5,1519,396,93,71,179,8,751,126,71,30,15,4,247,4517,2307,1661,21823,245,30551,134,36,13,38,0,223,573,169,90,116,3,949,761,75,68,277,10,1186,95,40,24,40,5,199,236,18,48,12,0,322,676,196,120,779,11,1786,9170,2415,1976,4242,162,17965,491,147,109,1800,17984,20533,42972,17936,13087,164010,20845,258862
113,884,3635,2569,56074,652,63810,20,312,122,9473,142,10068,1447,36,91,311,9,1888,112,20,13,104,10,260,563,236,159,646,7,1606,4508,3149,2245,50716,724,61345,1349,12,153,60,7,1582,163,36,34,347,0,577,762,355,295,6145,60,7613,170,58,30,286,0,542,72,12,12,60,0,153,2686,54,28,48,10,2823,885,708,498,17117,145,19354,3189,1063,335,5220,67,9883,112,10,15,11,5,143,87,25,14,133,4,264,28,3,5,30,0,65,112,38,37,199,5,392,306,112,63,74,10,572,260,197,126,141,9,733,184,60,34,238,0,514,62,9,24,55,3,153,518,68,39,22,7,655,1092,783,630,13364,100,15979,69,9,5,24,0,105,344,67,52,28,3,494,198,38,21,165,5,426,114,8,8,10,0,140,189,9,15,11,0,221,132,59,29,334,0,558,8879,848,569,1611,104,12005,428,66,35,1406,11119,13052,25463,7121,4801,114737,12803,164925
114,934,6378,4797,51143,657,63911,26,286,184,7035,108,7643,988,67,126,312,13,1503,446,84,66,194,3,795,1121,381,223,681,28,2434,12154,6255,4506,46856,788,70562,850,52,208,57,15,1184,411,84,63,431,3,992,1723,487,364,3696,58,6332,613,136,75,512,17,1346,353,90,30,150,9,628,929,50,29,52,0,1058,2435,1286,863,15379,193,20155,1518,590,232,2136,32,4504,153,12,13,7,0,188,175,58,41,196,5,477,160,26,11,46,0,249,552,171,86,494,9,1313,262,95,67,108,6,534,469,258,200,210,11,1145,646,133,70,286,14,1158,253,40,43,108,8,447,65,32,9,3,6,116,3100,1669,1133,12791,162,18860,174,25,4,70,5,278,343,76,78,41,4,547,327,43,33,125,3,543,68,15,27,8,5,118,182,22,25,6,0,235,530,159,99,501,9,1300,5978,1296,1027,2217,91,10606,305,64,58,884,8566,9884,30503,11705,8460,100911,10352,161921
115,3452,8233,6176,46727,299,64885,52,166,99,2309,16,2645,33084,442,958,683,177,35350,1298,247,198,609,12,2355,1740,479,272,848,9,3353,15443,6585,4695,40013,332,67067,5089,249,492,181,3,6017,684,102,91,383,6,1259,2337,582,437,3263,31,6647,1331,372,212,1120,7,3040,537,100,67,178,5,888,19705,347,270,146,31,20502,3644,1580,1093,13300,73,19686,4784,1506,711,4793,42,11837,5198,45,144,23,7,5419,2726,722,379,1440,5,5271,169,44,17,89,3,322,2486,738,417,2605,31,6278,448,115,72,73,4,718,748,385,282,216,6,1631,1264,209,211,530,12,2224,873,86,100,197,9,1272,183,52,24,12,0,263,3391,1535,1179,11112,48,17265,580,107,70,158,0,921,2128,229,118,70,3,2549,1217,93,83,148,9,1560,2378,97,57,50,6,2595,1133,64,100,63,5,1366,577,134,91,522,5,1330,35240,2442,2111,2966,156,42918,1391,93,72,651,6293,8493,135216,16434,12350,92206,7424,263633
116,9432,9412,6660,49588,685,75780,139,827,381,9396,161,10902,16698,278,492,493,94,18049,1826,313,180,601,28,2949,1250,399,221,762,21,2659,16637,6481,4459,38663,785,67013,32971,703,1525,353,108,35653,652,93,51,312,6,1119,2419,552,366,3150,74,6553,1792,409,218,1082,20,3518,769,140,56,238,7,1201,54130,377,259,176,98,55044,2848,1307,904,11453,120,16635,3686,1264,569,3601,37,9155,2950,28,83,30,7,3098,3547,987,452,1016,25,6030,332,48,43,89,6,512,4007,1000,518,2906,51,8483,3116,491,335,235,32,4219,1465,484,317,244,21,2536,1752,218,176,547,18,2718,789,65,63,179,8,1099,6009,689,311,201,81,7297,2895,1327,948,8820,76,14075,1112,94,60,140,9,1406,1374,149,162,79,11,1776,2602,129,83,177,10,2998,2884,80,86,50,9,3107,1693,79,121,59,5,1956,282,115,70,407,7,869,97578,4574,2918,3899,527,109499,4597,212,130,846,21324,27111,248239,19670,13566,95179,23897,400546
117,3471,10179,8288,37153,449,59551,138,397,164,4120,93,4916,46120,787,1337,1013,227,49492,1299,264,168,466,17,2214,1737,577,333,901,14,3561,26583,8605,6615,37854,539,80202,5399,170,664,107,32,6366,2881,303,240,611,20,4057,4248,960,712,4110,71,10101,6204,1100,578,2697,58,10635,915,220,122,317,7,1586,7328,235,213,127,23,7922,11006,2903,2158,19625,187,35883,7209,1684,806,4031,53,13778,3374,64,159,60,19,3670,2149,433,247,816,43,3685,820,111,66,120,7,1120,912,353,214,757,18,2261,1280,255,124,119,10,1789,1841,430,336,158,13,2769,2212,348,272,638,16,3492,2560,176,203,312,20,3269,425,71,29,23,7,554,6687,2227,1808,13175,104,23993,1300,101,81,150,7,1648,1208,206,136,57,11,1618,3558,181,123,243,14,4125,787,76,54,35,4,943,5963,132,261,126,44,6530,1042,238,181,779,7,2245,57467,4158,3598,4282,407,69911,2480,92,98,525,23827,27031,183217,21506,17004,86890,25879,334493
118,3049,10174,8372,33974,395,55966,86,208,114,2155,30,2598,16859,590,927,904,116,19388,992,204,135,414,10,1753,1469,428,282,672,12,2863,27308,8101,5863,33062,453,74782,2393,76,349,98,17,2924,3843,374,304,572,22,5118,4690,839,650,3250,38,9467,5415,1204,632,3369,101,10717,2005,339,225,519,11,3102,3298,220,223,129,6,3882,11734,2551,1853,17415,176,33724,7119,1430,693,3556,70,12878,978,35,109,27,6,1157,1228,325,264,827,11,2653,251,63,37,57,0,409,798,205,150,580,16,1748,809,177,90,68,8,1150,1461,420,331,158,8,2382,3300,513,415,767,12,5004,3584,275,281,349,20,4505,194,29,30,11,5,273,6014,1850,1379,10879,102,20216,799,79,107,86,6,1071,4642,513,369,78,17,5619,2858,131,142,197,10,3336,398,63,47,31,0,545,1258,45,115,41,4,1464,1052,153,118,498,4,1824,35930,4114,3629,4054,247,47982,1643,148,141,575,13400,15912,126562,20709,16207,78290,14936,256707
119,16547,12442,8666,44727,851,83234,193,423,194,3293,36,4144,89279,1032,1811,1139,550,93810,3262,396,248,1002,36,4936,918,278,210,497,13,1925,22670,7512,5302,38813,799,75096,11364,281,991,195,62,12892,1327,199,141,452,6,2125,2708,612,391,3160,45,6912,26790,3796,2077,11539,236,44436,911,154,85,213,7,1375,14062,331,258,135,39,14825,4279,2013,1245,15771,156,23458,12960,2810,1335,7227,144,24480,4639,48,137,26,31,4883,41240,8294,3461,8396,267,61660,10515,1137,650,2018,77,14398,1921,515,279,1158,28,3904,2570,377,279,122,34,3384,1416,432,293,203,16,2360,1882,248,172,402,21,2721,1731,110,121,206,8,2183,1958,273,105,70,33,2442,3392,1586,1099,10400,113,16590,2225,227,148,254,11,2869,809,151,121,77,6,1165,3420,173,177,289,26,4078,648,60,51,54,0,806,26252,321,580,313,117,27584,425,165,93,512,6,1201,123512,7394,5240,6901,840,143884,8960,606,406,1257,33319,44540,396420,35364,22858,110511,37319,602470
120,3593,9257,6981,33302,379,53506,101,199,88,1723,26,2133,46149,910,1502,1271,315,50149,1703,260,158,623,22,2768,1036,416,252,720,8,2434,17694,7314,5047,31704,456,62213,4796,168,528,134,29,5646,1178,196,147,455,10,1991,2366,648,500,2998,35,6554,6009,969,520,2979,51,10531,703,166,103,242,0,1215,11474,311,275,150,31,12246,6255,2665,1688,16993,115,27711,16037,3151,1516,8027,174,28906,8206,88,225,91,93,8709,5152,1169,687,1982,44,9032,469,92,49,138,5,746,935,348,206,784,12,2280,620,124,95,54,8,892,1197,392,274,127,12,2005,1548,273,243,490,19,2571,1252,145,149,263,11,1818,248,67,36,11,7,369,4166,1899,1379,10977,78,18499,896,129,105,171,0,1301,760,155,98,50,3,1065,2026,183,142,270,19,2630,1171,85,53,64,7,1376,5206,174,280,185,17,5867,586,169,140,648,10,1549,43534,3518,3028,3842,352,54280,2086,84,91,434,12436,15133,173514,20724,15263,78837,14441,302775
121,4481,16295,13953,62448,477,97657,95,137,100,1205,16,1549,70674,1450,2848,1732,357,77058,1542,287,179,605,17,2631,2808,820,505,1224,19,5371,37577,13933,10160,61551,561,123782,5893,178,599,141,24,6833,2460,390,320,902,21,4094,5419,1251,938,5233,51,12891,2139,633,358,1587,14,4734,1351,264,173,368,7,2163,15961,408,361,238,32,17002,9112,3648,2544,26024,169,41491,6112,1730,908,4514,51,13302,8932,96,378,96,16,9515,1516,385,209,875,7,2986,426,53,44,102,0,629,525,246,146,556,0,1471,564,110,87,28,3,793,2079,732,526,276,11,3620,2873,360,344,669,13,4261,2635,198,275,296,15,3410,174,44,28,14,0,252,8732,3451,2578,21388,114,36267,820,87,81,164,0,1156,4369,476,385,99,19,5351,2281,157,169,187,17,2809,1616,150,121,77,10,1971,2375,85,237,93,14,2798,1440,290,223,1024,6,2985,51240,4390,5148,4845,247,65873,1794,140,102,640,11960,14643,219841,29987,25445,131246,13816,420338
122,2757,13487,11128,53252,424,81046,56,150,93,1434,19,1748,7219,395,605,724,49,8991,1438,246,141,631,13,2472,2756,778,529,1182,12,5261,35474,11893,9040,50628,511,107543,2172,96,373,68,12,2727,2448,360,308,764,13,3896,4926,1006,787,4052,52,10820,1268,389,217,1041,14,2928,719,175,82,212,5,1195,2222,146,132,110,10,2615,8181,2672,2027,19593,147,32612,7511,1613,870,4442,75,14502,896,25,85,21,4,1040,482,149,91,359,0,1084,217,28,17,72,5,339,407,155,98,432,5,1098,738,195,124,60,10,1123,1795,694,520,347,13,3372,1519,241,213,424,5,2404,1019,113,138,196,8,1483,228,76,29,21,0,350,7985,2566,2060,15518,110,28244,1375,166,99,219,7,1862,2459,408,256,66,4,3187,1825,103,134,194,6,2266,198,41,39,37,5,316,645,25,79,32,3,790,1479,288,186,741,9,2712,23964,3376,3549,3661,201,34758,827,112,114,643,7476,9166,99507,24017,19265,108965,8867,260619
123,5432,10678,7322,68116,794,92336,77,819,403,10014,133,11443,6696,181,354,435,54,7713,1571,294,182,807,20,2868,1109,419,243,943,23,2730,15533,8286,5764,53879,760,84218,7206,328,748,193,35,8507,633,99,78,412,0,1229,2386,740,504,4439,83,8152,1397,466,221,1292,21,3401,579,123,66,256,0,1037,11713,288,148,150,25,12328,3424,1721,1079,15619,120,21968,4042,1634,717,5442,53,11887,334,8,43,15,0,400,3196,995,375,1162,19,5750,676,133,74,224,0,1111,1691,640,358,2272,30,4992,1810,328,232,230,28,2620,1114,465,294,342,19,2233,1415,257,191,630,17,2507,674,88,70,190,6,1034,4772,553,283,198,63,5868,3687,1806,1300,12395,116,19310,1158,224,119,276,9,1791,1091,199,168,120,10,1592,1837,161,112,243,21,2369,559,39,33,17,4,653,2110,98,145,97,18,2461,531,174,114,536,5,1368,48426,3987,2707,4371,305,59788,2196,217,142,1102,13181,16829,117510,21342,14288,127745,15430,296320
124,3765,14274,9879,88494,778,117188,75,872,473,12624,149,14193,4846,236,341,648,47,6122,1652,358,183,765,26,2983,2151,823,571,2000,28,5577,20661,11939,8381,72675,830,114486,7378,330,788,226,32,8757,751,183,125,634,9,1701,3075,1178,776,6228,90,11348,1607,435,235,1383,25,3676,873,174,113,398,11,1563,8934,301,197,177,19,9627,5289,2777,1742,24016,166,33990,3710,1613,675,5511,57,11571,815,19,48,16,5,894,1901,538,284,790,14,3528,434,84,51,166,6,739,4122,1407,741,5003,34,11313,1817,451,283,286,14,2854,1173,641,420,442,16,2696,1711,352,245,942,20,3264,660,113,103,318,14,1203,2240,412,134,100,18,2907,5208,2766,1960,18332,128,28391,669,147,84,186,8,1100,911,221,189,134,7,1464,1332,135,100,305,14,1892,761,91,60,59,0,970,798,40,97,39,4,973,748,265,161,855,9,2038,29367,4004,2785,5057,239,41449,1476,183,144,1411,16465,19673,99254,27090,18365,168236,18661,331606
125,12042,8871,6164,33325,597,60995,176,323,143,2584,55,3292,74289,635,1257,841,507,77534,2481,259,177,655,23,3587,824,282,150,414,6,1667,19166,5391,3683,28551,657,57448,11128,258,777,157,35,12352,760,80,67,285,3,1190,1821,448,303,2273,41,4886,2877,518,250,1355,17,5017,557,128,34,165,5,894,44915,277,209,102,76,45589,2817,1284,873,11063,92,16126,5562,1441,687,3724,83,11489,17147,115,256,59,54,17626,27341,6378,2646,5997,209,42580,397,50,50,102,10,603,2535,486,255,1251,26,4550,1572,250,160,97,20,2097,914,298,243,154,3,1609,1555,163,143,374,14,2248,1416,108,92,206,7,1830,1654,243,57,46,16,2026,2420,1177,811,7670,99,12185,1167,120,67,124,12,1494,639,122,78,37,9,884,2061,100,116,150,12,2446,2795,62,61,47,15,2977,11210,168,294,226,43,11939,312,117,59,398,0,894,124103,5133,3400,4117,732,137482,6804,428,251,853,32145,40490,346731,23020,14839,73208,35177,492967
126,2308,5097,4280,22189,190,34060,54,58,47,664,14,839,51155,727,1298,724,265,54168,818,135,77,312,0,1341,733,244,152,389,3,1522,9291,3963,2899,20149,220,36533,4064,94,320,73,16,4567,595,98,71,255,0,1018,1280,326,273,1729,22,3629,1595,295,188,1079,13,3165,399,71,37,135,5,646,10422,196,160,71,18,10871,2369,1091,801,8949,45,13258,4804,1302,590,3407,48,10149,10145,94,216,57,14,10525,1783,405,285,883,8,3362,243,26,24,74,0,371,378,122,112,380,5,991,249,45,33,19,4,355,572,232,143,103,3,1055,864,157,96,230,3,1352,960,56,87,118,10,1239,107,24,8,4,0,142,2045,1100,739,6767,43,10687,458,50,32,77,0,618,607,129,79,27,0,844,971,47,51,84,3,1162,1063,58,45,41,0,1202,2022,80,109,45,3,2254,307,126,71,364,0,870,26806,1791,1846,2000,140,32578,1232,51,45,211,6878,8418,126086,10678,8822,47473,7788,200853
127,15160,8206,5575,34863,718,64520,147,500,271,5062,100,6072,37043,608,842,872,426,39787,5226,562,330,1289,42,7444,594,207,109,448,6,1366,16402,4613,3388,26339,684,51426,9971,338,753,245,39,11348,868,100,67,251,6,1297,2261,458,356,2118,47,5237,3692,869,440,2107,36,7144,638,91,43,149,9,928,18241,286,236,106,51,18916,2019,928,646,7659,75,11331,14041,3261,1490,8809,205,27806,610,13,42,15,3,680,11632,3178,1206,2780,65,18865,3601,470,308,696,37,5106,3446,828,421,2470,37,7201,1887,320,203,116,18,2540,1002,271,206,145,14,1641,2029,216,167,442,17,2864,1334,98,57,186,10,1688,5845,508,271,186,60,6877,2056,880,644,5654,72,9306,9221,639,433,655,64,11021,605,98,48,44,0,799,4280,219,207,256,51,5015,534,42,22,30,0,634,48214,744,1035,725,387,51101,221,87,37,239,3,591,144262,5924,4231,4913,969,160296,9150,460,319,845,24752,35527,331013,23030,15292,75806,28383,473521
128,1784,9807,7463,61769,331,81153,32,205,132,2821,25,3216,7677,223,500,632,38,9069,1166,212,112,606,8,2099,1247,469,279,1051,6,3048,14616,8570,6048,56850,449,86534,1617,81,431,123,11,2263,792,182,112,634,3,1729,2115,706,505,4164,30,7515,4095,924,487,3056,25,8590,431,109,60,207,6,820,1806,163,110,111,4,2196,4080,2139,1440,20561,100,28315,4156,1432,674,4916,47,11227,352,6,62,20,3,446,1466,389,225,808,10,2897,1413,240,122,477,12,2263,1004,399,191,1131,7,2734,817,265,130,137,9,1364,888,491,373,281,12,2041,1196,170,171,420,11,1966,1401,92,117,181,9,1804,169,84,22,20,0,303,3453,1923,1298,15007,65,21751,608,95,46,137,0,881,831,185,179,79,0,1276,1045,87,96,225,3,1456,175,52,33,38,0,302,698,26,97,33,0,857,633,223,137,722,5,1717,14331,2640,2505,3743,104,23321,664,85,94,865,6219,7930,62775,18885,13839,124859,7275,227639
197,0,0,4,19,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,26,0,32
201,776,5174,3722,57613,843,68130,29,119,64,2644,43,2896,1573,76,120,602,19,2389,418,89,41,261,8,818,1594,682,438,1871,24,4617,7766,4770,3595,55486,849,72466,900,30,192,32,19,1175,247,53,49,420,8,778,1282,508,388,5246,63,7478,376,113,44,401,3,939,238,53,33,126,5,461,1955,107,41,77,4,2185,1789,1259,860,21369,198,25481,978,515,211,3102,39,4851,86,3,17,8,0,112,56,41,3,83,0,175,104,28,5,62,0,211,554,212,96,599,11,1478,173,76,38,75,0,362,370,233,150,128,8,887,476,148,79,382,11,1095,202,37,40,92,8,372,48,13,14,0,0,79,2082,1458,943,17188,158,21830,203,45,23,62,0,338,210,61,26,33,6,342,199,29,31,149,6,408,168,56,21,29,0,275,230,9,15,13,0,278,290,115,81,602,9,1091,5709,1011,795,2162,82,9760,282,61,49,1329,8928,10645,25334,9764,6902,119778,10881,172656
202,680,4861,3281,57009,736,66566,5,115,48,2927,60,3160,1122,81,107,714,27,2054,213,54,28,146,3,449,950,456,259,1018,16,2700,6812,4682,3254,55760,783,71284,968,22,170,27,5,1194,239,65,55,397,8,760,1087,515,327,5485,53,7468,314,103,47,314,8,792,184,84,27,106,4,406,1457,82,33,65,4,1645,1521,1237,748,20099,209,23819,964,508,210,3469,36,5185,101,8,6,4,0,114,47,19,7,57,0,137,54,15,5,35,0,119,326,132,59,311,9,830,162,56,53,78,3,354,310,197,155,125,3,791,349,101,54,297,6,806,128,31,15,91,0,258,35,33,8,5,0,78,1866,1275,912,16467,146,20667,102,18,14,48,0,184,239,63,33,31,3,368,155,26,27,152,6,363,201,40,21,24,4,282,184,11,34,9,4,238,307,125,70,619,8,1125,6220,957,650,2095,91,10007,289,66,48,1422,9530,11361,22362,9169,6125,117840,11291,166797
203,2101,11936,8779,94559,1288,118658,44,181,127,3412,51,3821,3598,190,278,733,15,4813,2933,487,250,1225,43,4945,3357,1288,823,3165,52,8688,18051,10705,7848,89492,1223,127314,2314,97,410,127,33,2981,578,172,113,754,5,1619,3205,1226,811,9196,112,14552,1412,378,167,1024,14,2999,711,178,100,387,6,1375,4665,157,94,132,19,5078,4385,2761,1872,33869,288,43172,4872,1582,651,7088,96,14287,229,5,28,13,0,282,245,89,45,197,8,580,1227,212,102,427,16,1983,1255,333,209,1091,19,2910,508,177,115,109,6,911,865,530,385,245,15,2031,1670,405,247,1070,15,3413,545,106,89,230,8,975,132,66,18,19,0,237,4989,2962,2222,28300,240,38718,1150,155,84,215,16,1610,701,173,119,113,6,1106,768,145,122,355,7,1391,489,87,54,78,7,713,895,44,80,20,3,1039,720,286,202,1070,10,2295,17871,2576,2036,4503,214,27207,855,143,128,1910,14365,17396,72115,22766,16289,196285,17436,324890
204,911,5976,4277,63769,900,75831,13,128,69,3522,48,3790,1031,37,97,414,13,1598,425,96,37,203,14,769,1539,570,340,1265,34,3750,8334,5607,4085,58331,997,77356,947,17,195,50,21,1228,332,76,62,450,0,925,2053,747,524,6576,127,10030,363,135,42,340,9,890,281,78,24,145,10,536,1042,49,35,51,7,1185,1780,1321,896,20644,269,24910,2432,864,336,4139,53,7821,59,0,7,3,0,76,80,37,8,116,0,238,74,34,12,77,0,201,348,142,94,408,9,1005,223,65,52,70,6,419,410,226,188,173,6,998,586,117,79,406,16,1202,174,35,30,96,0,335,67,11,15,7,0,103,2306,1449,1063,16982,202,22004,201,26,23,69,0,323,226,61,38,40,3,363,203,31,30,146,4,414,132,27,16,16,0,195,286,13,30,8,3,338,343,103,58,546,3,1052,5628,1062,826,2268,107,9892,313,97,50,1644,11680,13779,26731,11047,7828,127988,13891,187480
205,1783,10281,7516,99327,1690,120597,34,180,113,4966,102,5397,1726,86,147,497,23,2485,532,118,48,208,9,927,4025,1341,867,3331,81,9655,17634,9709,7093,88478,1887,124807,1759,90,403,102,22,2375,470,86,99,601,9,1262,3079,991,715,7368,149,12306,847,221,79,613,19,1768,505,114,37,204,3,860,1709,124,41,129,4,2008,3526,2143,1342,25786,437,33225,3769,1227,486,5874,133,11489,102,6,14,7,0,132,81,23,17,90,4,214,94,22,16,58,0,190,1174,331,144,1136,25,2817,464,140,105,130,10,847,726,438,279,267,17,1727,1099,232,126,654,24,2132,324,53,42,169,8,597,125,40,19,19,0,193,4789,2540,1901,24612,365,34209,277,51,23,87,5,434,507,84,81,63,6,732,419,56,35,257,9,776,303,60,46,63,3,475,468,17,65,15,9,575,651,208,115,752,16,1739,8805,1624,1237,3555,193,15412,656,158,137,2488,18954,22387,50730,18984,13454,192110,23075,298359
