SA4_CODE_2021,M_15_19_yr_VWOG_Volunteer,M_15_19_yr_VWOG_Not_vol,M_15_19_yr_VWOG_NS,M_15_19_yr_Oseas_visitors,M_15_19_yr_Total,M_20_24_yr_VWOG_Volunteer,M_20_24_yr_VWOG_Not_vol,M_20_24_yr_VWOG_NS,M_20_24_yr_Oseas_visitors,M_20_24_yr_Total,M_25_34_yr_VWOG_Volunteer,M_25_34_yr_VWOG_Not_vol,M_25_34_yr_VWOG_NS,M_25_34_yr_Oseas_visitors,M_25_34_yr_Total,M_35_44_yr_VWOG_Volunteer,M_35_44_yr_VWOG_Not_vol,M_35_44_yr_VWOG_NS,M_35_44_yr_Oseas_visitors,M_35_44_yr_Total,M_45_54_yr_VWOG_Volunteer,M_45_54_yr_VWOG_Not_vol,M_45_54_yr_VWOG_NS,M_45_54_yr_Oseas_visitors,M_45_54_yr_Total,M_55_64_yr_VWOG_Volunteer,M_55_64_yr_VWOG_Not_vol,M_55_64_yr_VWOG_NS,M_55_64_yr_Oseas_visitors,M_55_64_yr_Total,M_65_74_yr_VWOG_Volunteer,M_65_74_yr_VWOG_Not_vol,M_65_74_yr_VWOG_NS,M_65_74_yr_Oseas_visitors,M_65_74_yr_Total,M_75_84_yr_VWOG_Volunteer,M_75_84_yr_VWOG_Not_vol,M_75_84_yr_VWOG_NS,M_75_84_yr_Oseas_visitors,M_75_84_yr_Total,M_85_yr_over_VWOG_Volunteer,M_85_yr_over_VWOG_Not_vol,M_85_yr_over_Voluntary_wk_ns,M_85_yr_over_Oseas_visitors,M_85_yr_over_Tot,M_Tot_VWOG_Volunteer,M_Tot_VWOG_Not_vol,M_Tot_VWOG_NS,M_Tot_Overseas_visitors,M_Tot_Tot,F_15_19_yr_VWOG_Volunteer,F_15_19_yr_VWOG_Not_vol,F_15_19_yr_VWOG_NS,F_15_19_yr_Oseas_visitors,F_15_19_yr_Total,F_20_24_yr_VWOG_Volunteer,F_20_24_yr_VWOG_Not_vol,F_20_24_yr_VWOG_NS,F_20_24_yr_Oseas_visitors,F_20_24_yr_Total,F_25_34_yr_VWOG_Volunteer,F_25_34_yr_VWOG_Not_vol,F_25_34_yr_VWOG_NS,F_25_34_yr_Oseas_visitors,F_25_34_yr_Total,F_35_44_yr_VWOG_Volunteer,F_35_44_yr_VWOG_Not_vol,F_35_44_yr_VWOG_NS,F_35_44_yr_Oseas_visitors,F_35_44_yr_Total,F_45_54_yr_VWOG_Volunteer,F_45_54_yr_VWOG_Not_vol,F_45_54_yr_VWOG_NS,F_45_54_yr_Oseas_visitors,F_45_54_yr_Total,F_55_64_yr_VWOG_Volunteer,F_55_64_yr_VWOG_Not_vol,F_55_64_yr_VWOG_NS,F_55_64_yr_Oseas_visitors,F_55_64_yr_Total,F_65_74_yr_VWOG_Volunteer,F_65_74_yr_VWOG_Not_vol,F_65_74_yr_VWOG_NS,F_65_74_yr_Oseas_visitors,F_65_74_yr_Total,F_75_84_yr_VWOG_Volunteer,F_75_84_yr_VWOG_Not_vol,F_75_84_yr_VWOG_NS,F_75_84_yr_Oseas_visitors,F_75_84_yr_Total,F_85_yr_over_VWOG_Volunteer,F_85_yr_over_VWOG_Not_vol,F_85_yr_over_Voluntary_wk_ns,F_85yr_over_Oseas_visitors,F_85_yr_over_Tot,F_Tot_VWOG_Volunteer,F_Tot_VWOG_Not_vol,F_Tot_VWOG_NS,F_Tot_Overseas_visitors,F_Tot_Tot,P_15_19_yr_VWOG_Volunteer,P_15_19_yr_VWOG_Not_vol,P_15_19_yr_VWOG_NS,P_15_19_yr_Oseas_visitors,P_15_19_yr_Total,P_20_24_yr_VWOG_Volunteer,P_20_24_yr_VWOG_Not_vol,P_20_24_yr_VWOG_NS,P_20_24_yr_Oseas_visitors,P_20_24_yr_Total,P_25_34_yr_VWOG_Volunteer,P_25_34_yr_VWOG_Not_vol,P_25_34_yr_VWOG_NS,P_25_34_yr_Oseas_visitors,P_25_34_yr_Total,P_35_44_yr_VWOG_Volunteer,P_35_44_yr_VWOG_Not_vol,P_35_44_yr_VWOG_NS,P_35_44_yr_Oseas_visitors,P_35_44_yr_Total,P_45_54_yr_VWOG_Volunteer,P_45_54_yr_VWOG_Not_vol,P_45_54_yr_VWOG_NS,P_45_54_yr_Oseas_visitors,P_45_54_yr_Total,P_55_64_yr_VWOG_Volunteer,P_55_64_yr_VWOG_Not_vol,P_55_64_yr_VWOG_NS,P_55_64_yr_Oseas_visitors,P_55_64_yr_Total,P_65_74_yr_VWOG_Volunteer,P_65_74_yr_VWOG_Not_vol,P_65_74_yr_VWOG_NS,P_65_74_yr_Oseas_visitors,P_65_74_yr_Total,P_75_84_yr_VWOG_Volunteer,P_75_84_yr_VWOG_Not_vol,P_75_84_yr_VWOG_NS,P_75_84_yr_Oseas_visitors,P_75_84_yr_Total,P_85_yr_over_VWOG_Volunteer,P_85_yr_over_VWOG_Not_vol,P_85_yr_over_Voluntary_wk_ns,P_85_yr_over_Oseas_visitors,P_85_yr_over_Tot,P_Tot_VWOG_Volunteer,P_Tot_VWOG_Not_vol,P_Tot_VWOG_NS,P_Tot_Overseas_visitors,P_Tot_Total
505,2616,14433,655,8,17719,2105,14206,768,24,17097,3354,31258,1690,107,36407,5074,32260,1638,57,39021,5623,29074,1271,60,36032,3585,25552,906,74,30120,3361,19230,683,68,23348,1693,9937,618,24,12275,269,3482,376,4,4131,27680,179431,8604,426,216148,3221,12762,632,9,16618,2935,13072,644,45,16700,4848,33571,1747,86,40256,7879,33160,1562,64,42660,7296,30374,1177,63,38906,4668,27515,900,128,33209,4138,21314,879,79,26416,1868,12082,896,33,14886,304,5712,693,11,6721,37161,189567,9135,514,236379,5841,27193,1290,21,34337,5046,27276,1412,66,33797,8202,64829,3438,193,76665,12950,65417,3197,120,81683,12923,59448,2452,122,74939,8258,53069,1804,199,63333,7501,40547,1566,147,49767,3563,22019,1509,61,27157,573,9194,1066,15,10850,64846,368997,17740,942,452521
506,2610,12247,834,11,15691,2443,14669,1173,52,18333,3873,32033,2735,117,38760,4945,31446,2333,96,38818,4607,25212,1722,93,31636,3305,21982,1192,106,26584,3211,16648,862,114,20829,1483,8440,678,37,10639,231,2778,505,9,3526,26704,165460,12028,635,204822,3135,11037,716,16,14897,3319,12926,906,37,17188,5202,32529,2214,93,40040,7218,30659,1876,56,39809,6114,24654,1323,65,32156,4435,22678,1017,175,28303,3918,17866,878,160,22825,1766,9579,955,45,12347,298,4376,916,15,5606,35411,166289,10805,657,213164,5733,23281,1550,25,30592,5763,27593,2078,86,35523,9079,64564,4947,210,78799,12164,62108,4213,147,78625,10725,49868,3046,160,63794,7738,44661,2203,282,54888,7124,34506,1737,282,43648,3251,18019,1637,84,22986,532,7152,1421,24,9130,62117,331745,22836,1293,417991
507,2055,10702,619,22,13398,1620,10728,869,34,13248,2632,23239,2031,102,28006,3823,23669,1761,71,29330,4210,21609,1284,62,27160,2996,19507,933,85,23525,2750,14415,776,81,18024,1355,7782,724,29,9882,222,2722,507,6,3457,21655,134381,9507,490,166028,2803,9590,582,10,12982,2428,10135,614,30,13212,3926,24862,1476,79,30345,6232,24636,1261,42,32167,5764,22702,1048,59,29573,3970,20931,846,86,25830,3505,15793,831,87,20215,1577,8808,885,20,11292,238,4276,853,10,5383,30433,141743,8396,427,180997,4854,20294,1197,36,26379,4041,20858,1486,70,26456,6554,48104,3509,179,58347,10053,48302,3026,114,61499,9974,44306,2335,120,56736,6960,40437,1779,175,49352,6257,30215,1607,166,38238,2928,16595,1603,47,21175,463,7001,1360,11,8839,52091,276117,17902,915,347021
509,682,2705,421,0,3811,455,2308,405,35,3212,1154,5061,1078,81,7382,1868,4808,1075,41,7790,2094,5936,1106,5,9140,2340,7232,1064,9,10638,2218,6342,792,7,9359,1065,3146,475,4,4702,183,1012,185,0,1381,12061,38548,6609,188,57410,673,2374,373,0,3417,447,1933,261,11,2648,1509,4749,628,40,6918,2734,4328,697,19,7777,2601,5632,756,11,9010,2757,6778,766,11,10306,2480,5494,708,11,8694,1118,3046,529,3,4695,233,1349,286,0,1860,14548,35679,4994,107,55326,1346,5073,794,4,7228,904,4239,667,48,5859,2664,9819,1701,119,14303,4594,9138,1774,63,15569,4698,11563,1864,17,18149,5091,14012,1829,11,20945,4698,11832,1496,18,18054,2187,6188,1004,10,9394,412,2361,471,4,3246,26606,74231,11604,294,112735
510,234,1884,498,0,2618,267,2440,978,53,3737,1198,8739,4067,150,14157,1682,8847,4294,102,14929,1422,7743,3888,71,13128,1107,6641,2866,56,10665,948,3870,990,29,5838,264,977,262,3,1507,11,113,34,0,156,7141,41252,17877,463,66731,276,1640,414,4,2340,361,2210,680,77,3330,1433,6844,2053,156,10487,1799,5296,1441,23,8557,1287,4443,1344,8,7089,1239,4510,1169,29,6949,884,3041,666,27,4616,212,689,211,0,1116,11,104,36,0,150,7505,28792,8005,332,44636,514,3529,916,4,4964,632,4648,1654,131,7068,2626,15587,6118,306,24640,3485,14141,5736,125,23486,2714,12194,5235,80,20217,2346,11153,4026,83,17613,1831,6913,1655,60,10455,479,1666,470,5,2620,23,214,72,0,313,14647,70043,25882,796,111367
511,445,2599,494,5,3539,368,2907,915,38,4227,1023,7408,2824,119,11369,1472,6758,2601,49,10876,1553,7224,2510,29,11311,1561,7550,1986,37,11125,1525,5693,1104,11,8333,643,2403,466,4,3522,92,579,116,4,794,8683,43115,13012,288,65099,457,2293,424,0,3179,422,2584,568,24,3595,1282,6188,1288,74,8839,1955,5238,1191,6,8396,1806,5666,1058,13,8547,1730,6322,1048,18,9120,1673,4808,813,16,7317,668,2118,384,4,3171,98,771,168,4,1039,10101,35995,6940,165,53193,900,4893,916,7,6713,789,5490,1483,62,7827,2312,13595,4108,195,20213,3430,12000,3785,54,19275,3355,12886,3573,41,19859,3296,13871,3026,52,20247,3197,10504,1914,29,15647,1313,4521,851,4,6695,191,1351,284,8,1832,18786,79107,19954,453,118291
597,0,3,10,0,14,6,50,28,0,81,18,223,194,24,459,71,422,413,37,945,62,402,377,53,896,31,223,196,24,473,18,58,37,0,119,3,9,0,0,15,0,0,0,0,0,212,1392,1254,143,3002,0,7,3,0,8,3,16,15,0,37,11,44,32,3,94,5,23,20,7,55,7,34,23,0,57,11,47,24,3,86,10,35,14,0,61,6,8,5,0,17,0,0,0,4,3,54,208,125,16,405,0,10,6,0,19,7,65,43,0,121,27,266,225,33,549,79,444,432,37,999,64,433,394,61,951,43,270,218,29,560,28,90,52,0,178,10,14,6,0,32,0,0,0,4,3,263,1602,1376,164,3410
601,1030,5499,363,0,6889,1083,6017,395,54,7551,3106,15617,1168,149,20033,2629,11942,860,44,15477,2701,10786,676,22,14187,2499,10998,612,19,14125,2601,8851,543,22,12015,1152,4844,411,6,6410,155,1748,191,4,2103,16957,76307,5209,314,98792,1332,4782,333,6,6449,1400,5617,354,9,7385,3701,15206,949,33,19892,3498,12075,725,15,16307,3395,11478,569,17,15460,2945,11979,523,42,15488,3105,9742,583,22,13454,1351,6041,534,15,7935,199,2963,339,4,3504,20937,79878,4904,161,105882,2364,10277,695,6,13339,2485,11631,751,67,14931,6807,30827,2113,182,39927,6122,24020,1585,51,31784,6103,22263,1242,41,29652,5448,22976,1134,61,29621,5713,18592,1123,40,25470,2502,10887,941,22,14348,354,4716,529,7,5603,37891,156189,10113,482,204671
602,534,3416,305,6,4258,483,3536,308,53,4383,1277,7883,624,44,9828,1344,6325,439,38,8144,1590,6959,467,11,9027,1826,7622,519,8,9968,1868,6678,493,8,9051,864,3681,331,7,4891,114,1177,163,4,1451,9893,47269,3650,174,60996,706,3091,254,0,4055,605,3279,269,3,4156,1428,7666,499,56,9643,1914,6494,412,13,8839,2008,7475,435,15,9931,2130,8064,483,5,10687,2199,6686,491,7,9378,894,4180,428,6,5512,115,1847,283,10,2257,11994,48793,3541,123,64455,1246,6501,561,8,8315,1087,6817,574,60,8537,2705,15545,1124,100,19470,3257,12817,853,53,16981,3593,14432,903,23,18951,3956,15687,1003,18,20659,4067,13365,984,13,18433,1760,7868,756,11,10398,231,3027,441,8,3708,21890,96065,7195,298,125452
603,120,855,128,0,1111,104,772,78,3,962,235,1637,169,23,2061,368,1712,170,9,2260,461,2129,201,0,2796,692,2677,245,0,3612,743,2341,239,0,3323,294,1079,128,0,1507,23,248,55,0,329,3050,13452,1414,39,17958,146,669,93,0,909,107,629,65,0,799,309,1596,183,10,2102,574,1671,173,3,2426,604,1956,164,0,2722,824,2530,219,4,3573,758,2013,189,6,2959,222,912,128,0,1259,36,292,67,0,391,3578,12276,1270,23,17140,266,1530,218,0,2015,214,1398,142,10,1764,545,3236,353,29,4164,945,3385,340,13,4681,1065,4086,364,0,5519,1516,5205,469,0,7185,1502,4354,424,6,6281,517,1990,259,0,2764,59,538,124,0,722,6629,25723,2682,57,35097
604,413,2552,249,0,3215,332,2454,188,13,2984,793,5367,451,29,6642,956,4592,410,20,5976,1169,5508,448,12,7135,1319,6351,429,8,8111,1492,5270,431,4,7200,682,3015,309,3,4005,79,912,141,5,1130,7233,36026,3056,96,46401,476,2393,224,0,3097,380,2366,162,4,2906,995,5410,410,23,6844,1397,4731,368,8,6498,1432,5854,379,7,7668,1729,6515,396,10,8653,1767,5361,411,8,7545,703,3303,373,5,4387,85,1488,173,4,1743,8964,37421,2896,63,49340,890,4947,477,0,6312,711,4813,347,17,5890,1790,10779,866,52,13485,2352,9321,775,26,12481,2601,11362,828,13,14807,3050,12863,826,22,16757,3257,10633,839,13,14746,1383,6320,679,6,8392,158,2396,317,7,2875,16194,73445,5950,157,95745
697,0,0,0,0,0,3,8,0,0,9,0,29,25,3,58,3,37,24,3,67,12,35,22,0,71,4,39,20,0,63,3,20,0,0,25,0,4,0,0,4,0,0,0,0,0,31,161,97,8,296,0,0,0,0,4,0,3,0,0,6,0,8,0,0,13,0,7,3,0,16,0,10,4,0,18,8,9,3,0,11,4,4,0,0,9,0,0,0,0,0,0,0,0,0,0,17,44,11,0,75,6,5,0,0,5,6,11,0,0,15,4,36,25,3,69,8,41,30,4,78,11,46,31,0,90,8,43,25,0,77,5,26,0,0,33,0,7,0,0,3,0,0,0,0,0,42,209,112,13,374
701,531,3010,435,89,4057,566,3775,784,1098,6224,1450,10002,1916,510,13877,1716,8169,1543,158,11580,1575,7095,1351,68,10083,1378,6316,1152,72,8915,1157,4634,839,37,6668,323,1688,268,13,2294,38,306,52,0,399,8724,45003,8337,2046,64106,691,2754,410,12,3867,609,3322,522,126,4577,2089,10466,1581,177,14305,2337,8390,1279,46,12046,2030,6762,1097,23,9906,1581,6099,986,78,8744,1246,4125,689,43,6102,369,1507,244,8,2136,30,382,85,8,504,10979,43807,6891,509,62191,1215,5765,846,99,7921,1170,7101,1301,1221,10795,3536,20473,3496,688,28189,4051,16564,2819,198,23627,3604,13851,2448,87,19990,2956,12417,2143,150,17665,2403,8758,1523,83,12766,699,3195,516,22,4433,68,696,136,6,904,19698,88813,15226,2555,126296
702,220,2747,467,6,3443,220,2822,629,82,3752,784,6701,1705,135,9322,869,5450,1446,47,7812,833,4628,1313,19,6790,978,4507,1193,32,6706,901,3298,836,21,5052,237,819,217,4,1274,5,112,21,0,143,5052,31079,7819,344,44302,222,2497,436,5,3163,270,2873,422,19,3582,1052,7205,1203,102,9563,1069,5367,906,15,7360,995,4760,877,11,6645,1197,4635,978,37,6843,888,2854,658,16,4410,193,650,133,8,989,23,164,25,0,211,5908,31005,5643,208,42763,441,5245,900,10,6598,489,5689,1051,98,7336,1837,13910,2914,231,18888,1942,10819,2349,63,15167,1829,9385,2189,33,13439,2171,9139,2175,65,13556,1790,6149,1488,33,9464,429,1472,351,13,2264,24,280,49,0,357,10960,62091,13463,553,87063
797,0,9,0,0,10,3,10,4,0,17,0,32,19,0,54,4,60,41,0,106,9,61,42,0,117,5,62,33,0,96,6,7,4,0,22,0,0,0,0,4,0,0,0,0,0,32,244,141,12,429,0,0,0,0,0,0,5,0,0,15,0,4,5,7,16,0,6,0,0,3,0,7,0,0,7,0,9,0,0,12,7,6,5,0,21,0,0,0,0,5,0,0,0,0,0,15,34,17,7,67,0,9,0,0,11,4,18,4,0,27,3,37,19,9,65,4,68,43,0,112,11,70,42,0,124,4,68,34,0,106,8,15,15,0,40,0,4,3,0,10,0,0,0,0,0,44,280,156,17,494
801,2456,10315,666,19,13461,2687,13425,1110,50,17274,4375,32050,2218,88,38737,5246,27416,1572,100,34340,5455,21283,1086,72,27903,4235,16514,809,60,21617,3972,11637,605,65,16276,1965,6162,455,22,8612,307,2283,276,5,2864,30700,141088,8795,493,181082,3084,9292,668,20,13059,3594,12688,1007,43,17328,5526,31652,1803,88,39065,7101,26596,1233,75,35004,6337,21008,886,63,28290,4828,17712,650,122,23317,4526,13465,677,87,18755,2064,7812,567,21,10468,331,3522,487,3,4342,37396,143743,7968,520,189630,5540,19612,1325,45,26526,6279,26114,2117,92,34599,9900,63698,4018,177,77804,12348,54014,2804,177,69342,11789,42290,1976,139,56195,9064,34227,1458,179,44930,8500,25096,1279,152,35030,4037,13982,1025,49,19085,632,5799,762,7,7204,68098,284828,16765,1020,370716
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,17,79,17,0,110,20,82,47,5,148,44,214,193,4,453,75,176,116,0,365,91,198,99,3,389,106,259,87,3,457,85,215,65,0,361,29,86,32,0,148,9,18,0,0,30,469,1325,657,15,2464,19,71,16,0,113,27,77,24,7,130,42,184,62,0,290,83,187,61,0,332,92,219,68,0,379,108,262,69,0,442,87,172,48,0,309,32,83,28,0,142,4,18,3,0,34,487,1275,390,10,2163,36,147,33,0,220,40,156,73,4,273,82,401,258,8,745,158,361,180,0,701,181,414,169,3,767,216,523,159,5,893,168,388,114,0,673,59,168,62,0,295,11,43,5,0,60,959,2603,1051,23,4630
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
