SA4_CODE_2021,M_15_19_Ud_wk_L_5_hrs,M_15_19_Ud_wk_5_14_hrs,M_15_19_Ud_wk_15_29_hrs,M_15_19_Ud_wk_30h_more,M_15_19_no_Ud_wk,M_15_19_Ud_wk_ns,M_15_19_OS_vis,M_15_19_yr_Tot,M_20_24_Ud_wk_L_5_hrs,M_20_24_Ud_wk_5_14_hrs,M_20_24_Ud_wk_15_29_hrs,M_20_24_Ud_wk_30h_more,M_20_24_no_Ud_wk,M_20_24_Ud_wk_ns,M_20_24_OS_vis,M_20_24_yr_Tot,M_25_34_Ud_wk_L_5_hrs,M_25_34_Ud_wk_5_14_hrs,M_25_34_Ud_wk_15_29_hrs,M_25_34_Ud_wk_30h_more,M_25_34_no_Ud_wk,M_25_34_Ud_wk_ns,M_25_34_OS_vis,M_25_34_yr_Tot,M_35_44_Ud_wk_L_5_hrs,M_35_44_Ud_wk_5_14_hrs,M_35_44_Ud_wk_15_29_hrs,M_35_44_Ud_wk_30h_more,M_35_44_no_Ud_wk,M_35_44_Ud_wk_ns,M_35_44_OS_vis,M_35_44_yr_Tot,M_45_54_Ud_wk_L_5_hrs,M_45_54_Ud_wk_5_14_hrs,M_45_54_Ud_wk_15_29_hrs,M_45_54_Ud_wk_30h_more,M_45_54_no_Ud_wk,M_45_54_Ud_wk_ns,M_45_54_OS_vis,M_45_54_yr_Tot,M_55_64_Ud_wk_L_5_hrs,M_55_64_Ud_wk_5_14_hrs,M_55_64_Ud_wk_15_29_hrs,M_55_64_Ud_wk_30h_more,M_55_64_no_Ud_wk,M_55_64_Ud_wk_ns,M_55_64_OS_vis,M_55_64_yr_Tot,M_65_74_Ud_wk_L_5_hrs,M_65_74_Ud_wk_5_14_hrs,M_65_74_Ud_wk_15_29_hrs,M_65_74_Ud_wk_30h_more,M_65_74_no_Ud_wk,M_65_74_Ud_wk_ns,M_65_74_OS_vis,M_65_74_yr_Tot,M_75_84_Ud_wk_L_5_hrs,M_75_84_Ud_wk_5_14_hrs,M_75_84_Ud_wk_15_29_hrs,M_75_84_Ud_wk_30h_more,M_75_84_no_Ud_wk,M_75_84_Ud_wk_ns,M_75_84_OS_vis,M_75_84_yr_Tot,M_85ov_Ud_wk_L_5_h,M_85ov_Ud_wk_5_14_h,M_85ov_Ud_wk_15_29_h,M_85ov_Ud_wk_30h_more,M_85ov_no_Ud_wk,M_85ov_Ud_wk_ns,M_85ov_OS_vis,M_85_yr_over_Tot,M_Tot_Ud_wk_L_5_hrs,M_Tot_Ud_wk_5_14_hrs,M_Tot_Ud_wk_15_29_hrs,M_Tot_Ud_wk_30h_more,M_Tot_no_Ud_wk,M_Tot_Ud_wk_ns,M_Tot_OS_vis,M_Total_Tot,F_15_19_Ud_wk_L_5_hrs,F_15_19_Ud_wk_5_14_hrs,F_15_19_Ud_wk_15_29_hrs,F_15_19_Ud_wk_30h_more,F_15_19_no_Ud_wk,F_15_19_Ud_wk_ns,F_15_19_OS_vis,F_15_19_yr_Tot,F_20_24_Ud_wk_L_5_hrs,F_20_24_Ud_wk_5_14_hrs,F_20_24_Ud_wk_15_29_hrs,F_20_24_Ud_wk_30h_more,F_20_24_no_Ud_wk,F_20_24_Ud_wk_ns,F_20_24_OS_vis,F_20_24_yr_Tot,F_25_34_Ud_wk_L_5_hrs,F_25_34_Ud_wk_5_14_hrs,F_25_34_Ud_wk_15_29_hrs,F_25_34_Ud_wk_30h_more,F_25_34_no_Ud_wk,F_25_34_Ud_wk_ns,F_25_34_OS_vis,F_25_34_yr_Tot,F_35_44_Ud_wk_L_5_hrs,F_35_44_Ud_wk_5_14_hrs,F_35_44_Ud_wk_15_29_hrs,F_35_44_Ud_wk_30h_more,F_35_44_no_Ud_wk,F_35_44_Ud_wk_ns,F_35_44_OS_vis,F_35_44_yr_Tot,F_45_54_Ud_wk_L_5_hrs,F_45_54_Ud_wk_5_14_hrs,F_45_54_Ud_wk_15_29_hrs,F_45_54_Ud_wk_30h_more,F_45_54_no_Ud_wk,F_45_54_Ud_wk_ns,F_45_54_OS_vis,F_45_54_yr_Tot,F_55_64_Ud_wk_L_5_hrs,F_55_64_Ud_wk_5_14_hrs,F_55_64_Ud_wk_15_29_hrs,F_55_64_Ud_wk_30h_more,F_55_64_no_Ud_wk,F_55_64_Ud_wk_ns,F_55_64_OS_vis,F_55_64_yr_Tot,F_65_74_Ud_wk_L_5_hrs,F_65_74_Ud_wk_5_14_hrs,F_65_74_Ud_wk_15_29_hrs,F_65_74_Ud_wk_30h_more,F_65_74_no_Ud_wk,F_65_74_Ud_wk_ns,F_65_74_OS_vis,F_65_74_yr_Tot,F_75_84_Ud_wk_L_5_hrs,F_75_84_Ud_wk_5_14_hrs,F_75_84_Ud_wk_15_29_hrs,F_75_84_Ud_wk_30h_more,F_75_84_no_Ud_wk,F_75_84_Ud_wk_ns,F_75_84_OS_vis,F_75_84_yr_Tot,F_85ov_Ud_wk_L_5_h,F_85ov_Ud_wk_5_14_h,F_85ov_Ud_wk_15_29_h,F_85ov_Ud_wk_30h_more,F_85ov_no_Ud_wk,F_85ov_Ud_wk_ns,F_85ov_OS_vis,F_85_yr_over_Tot,F_Tot_Ud_wk_L_5_hrs,F_Tot_Ud_wk_5_14_hrs,F_Tot_Ud_wk_15_29_hrs,F_Tot_Ud_wk_30h_more,F_Tot_no_Ud_wk,F_Tot_Ud_wk_ns,F_Tot_OS_vis,F_Total_Tot,P_15_19_Ud_wk_L_5_hrs,P_15_19_Ud_wk_5_14_hrs,P_15_19_Ud_wk_15_29_hrs,P_15_19_Ud_wk_30h_more,P_15_19_no_Ud_wk,P_15_19_Ud_wk_ns,P_15_19_OS_vis,P_15_19_yr_Tot,P_20_24_Ud_wk_L_5_hrs,P_20_24_Ud_wk_5_14_hrs,P_20_24_Ud_wk_15_29_hrs,P_20_24_Ud_wk_30h_more,P_20_24_no_Ud_wk,P_20_24_Ud_wk_ns,P_20_24_OS_vis,P_20_24_yr_Tot,P_25_34_Ud_wk_L_5_hrs,P_25_34_Ud_wk_5_14_hrs,P_25_34_Ud_wk_15_29_hrs,P_25_34_Ud_wk_30h_more,P_25_34_no_Ud_wk,P_25_34_Ud_wk_ns,P_25_34_OS_vis,P_25_34_yr_Tot,P_35_44_Ud_wk_L_5_hrs,P_35_44_Ud_wk_5_14_hrs,P_35_44_Ud_wk_15_29_hrs,P_35_44_Ud_wk_30h_more,P_35_44_no_Ud_wk,P_35_44_Ud_wk_ns,P_35_44_OS_vis,P_35_44_yr_Tot,P_45_54_Ud_wk_L_5_hrs,P_45_54_Ud_wk_5_14_hrs,P_45_54_Ud_wk_15_29_hrs,P_45_54_Ud_wk_30h_more,P_45_54_no_Ud_wk,P_45_54_Ud_wk_ns,P_45_54_OS_vis,P_45_54_yr_Tot
120,3217,543,43,15,2741,256,12,6826,3265,1807,287,137,5196,777,23,11499,6897,7640,1389,559,9931,1798,92,28312,5196,7978,2325,934,5295,1174,53,22959,4341,6842,2033,746,3753,783,42,18535,3491,5464,1696,641,3885,682,62,15911,2173,3426,1373,559,3332,589,61,11508,1134,1617,647,304,2356,480,16,6554,385,394,181,79,1348,327,7,2714,30089,35721,9977,3975,37836,6871,365,124827,3162,775,69,35,2322,251,12,6630,3225,2543,460,192,3630,621,30,10703,5654,8967,2726,1942,7534,1645,63,28531,2788,7257,4578,3796,3838,1070,45,23376,2282,7155,4616,2931,2880,751,45,20667,1988,5709,3678,2305,3170,631,109,17584,1278,3631,2768,1913,3216,591,69,13456,833,1697,1291,931,2550,607,22,7929,453,580,284,173,2142,685,0,4314,21658,38312,20464,14227,31280,6857,390,133188,6373,1319,110,52,5059,514,23,13455,6491,4352,752,334,8821,1403,48,22200,12552,16613,4114,2501,17465,3446,153,56847,7982,15236,6899,4735,9132,2246,103,46338,6621,13995,6649,3679,6634,1533,89,39205
121,6484,940,64,28,4493,307,25,12335,4848,2063,201,68,3667,366,35,11250,7458,7952,1349,459,6438,1054,73,24801,7145,11839,3841,1398,5869,1137,104,31332,6806,11842,3658,1185,4090,804,115,28492,5468,9250,2888,1067,3615,677,110,23069,3592,6172,2463,1084,3502,610,138,17561,2095,3445,1457,611,2793,524,49,10985,635,831,345,214,1765,394,11,4197,44537,54332,16271,6125,36228,5870,660,164014,6216,1279,71,31,3655,302,32,11589,4621,2798,400,105,2575,320,29,10843,6195,9625,2920,2086,5411,1131,90,27461,3798,10776,7475,6644,5059,1149,89,34994,3352,11055,7866,5202,3247,843,95,31654,2802,8817,5993,3517,3199,684,163,25160,1877,5968,4981,3197,3743,726,159,20656,1356,3127,2690,1918,3242,752,50,13133,786,1053,559,421,2999,907,7,6730,31008,54491,32950,23115,33121,6807,716,182221,12702,2219,140,63,8145,607,56,23924,9472,4856,600,173,6239,684,61,22088,13657,17572,4268,2548,11851,2190,171,52259,10943,22615,11320,8040,10933,2286,193,66325,10160,22896,11520,6386,7339,1645,207,60149
122,4332,526,36,15,3250,269,15,8443,3078,1017,103,48,2622,235,13,7114,4687,3927,669,230,3772,610,51,13946,4248,6647,1884,679,2667,659,39,16822,4953,7999,2230,799,2584,571,34,19178,4028,6298,1855,643,2485,499,36,15848,2281,4032,1524,609,2377,388,24,11229,1373,2104,983,461,2159,348,19,7444,403,510,211,152,1178,289,6,2744,29377,33059,9496,3633,23095,3878,234,102773,4278,774,46,19,2414,205,3,7740,2882,1575,212,66,1597,215,15,6556,3404,5224,1599,1241,2604,652,71,14799,1963,6107,4067,3843,1800,622,35,18430,2077,7722,5230,3115,1697,574,36,20455,1893,6184,3854,1932,1876,457,38,16224,1127,3680,3096,1847,2280,444,31,12510,881,2040,1702,1316,2397,518,14,8868,513,640,368,244,2053,668,3,4490,19015,33943,20163,13622,18722,4359,249,110075,8603,1303,83,34,5661,478,25,16184,5959,2589,311,113,4224,447,25,13666,8098,9150,2262,1472,6375,1266,124,28744,6214,12752,5950,4519,4471,1274,71,35249,7023,15728,7464,3921,4280,1144,71,39633
123,3686,985,98,46,4480,611,4,9913,2979,1467,223,128,4133,520,12,9456,4948,5102,1327,685,6317,1175,31,19587,4454,6555,2189,1259,5468,1252,32,21204,3926,5793,1764,914,4717,924,23,18060,3177,4620,1611,838,4433,670,27,15377,1889,3006,1472,914,3781,547,49,11669,744,1047,610,432,2079,474,11,5403,186,165,81,51,615,209,9,1307,25992,28743,9377,5266,36014,6392,202,111987,3725,1277,176,73,3567,573,0,9391,2667,2189,506,376,2772,483,14,9007,2678,5837,2911,3962,4940,1264,27,21616,1492,5775,4423,5105,4091,1203,9,22102,1581,5654,3852,3208,3382,849,23,18541,1474,4618,3241,2890,3790,668,70,16748,991,2678,2341,2217,3773,653,55,12709,604,1005,823,756,2246,651,12,6102,236,267,115,88,1074,575,7,2366,15441,29294,18398,18673,29626,6919,224,118579,7407,2264,275,115,8045,1188,10,19306,5642,3656,729,503,6903,1002,28,18468,7625,10941,4243,4647,11249,2442,60,41208,5945,12325,6611,6363,9555,2461,41,43309,5508,11438,5616,4128,8100,1772,45,36603
124,4340,1023,108,50,4381,652,0,10554,3623,1734,267,152,4100,692,4,10566,5827,6248,1570,719,6202,1637,47,22259,4840,7506,2506,1207,4783,1498,32,22370,4590,7066,2221,995,4561,1222,23,20675,3920,6183,2080,1017,4452,894,28,18574,2340,4279,2096,1181,4143,695,36,14769,1029,1639,844,543,2448,546,4,7057,228,303,138,124,830,242,0,1862,30730,35977,11833,5980,35905,8077,191,128684,4304,1443,165,67,3400,517,10,9896,2984,2501,640,405,2761,635,10,9942,3203,7036,3389,4088,4282,1586,26,23604,1907,6797,4836,5209,3216,1357,20,23336,1997,7280,4623,3462,3200,1078,21,21663,1938,6321,4325,3104,3591,788,38,20111,1273,3765,3382,3003,4040,758,52,16272,774,1538,1266,1196,2837,714,12,8347,334,357,217,168,1675,635,9,3398,18725,37041,22841,20709,28997,8065,196,136574,8642,2463,274,117,7780,1168,13,20454,6610,4236,909,556,6862,1327,15,20510,9032,13281,4963,4809,10480,3219,75,45865,6749,14305,7343,6413,8001,2849,47,45706,6584,14347,6841,4456,7763,2305,40,42338
125,4344,1193,109,55,6402,929,12,13041,4449,2583,481,250,9597,1908,45,19303,8867,9327,2344,1195,21133,4984,97,47939,7065,10865,3595,1862,14675,3837,100,41998,5347,7341,2460,1223,9180,2358,88,27990,4452,6139,2180,1084,8349,1719,82,24001,2613,3953,1720,968,6293,1174,109,16830,1378,1802,837,475,3703,788,34,9018,407,434,195,122,1520,575,10,3269,38917,43632,13920,7236,80860,18266,566,203390,4096,1657,233,100,5129,876,16,12104,3876,3331,869,551,6719,1294,40,16681,5568,9573,4716,5455,15218,3667,94,44292,2817,8141,6494,7754,9795,2815,62,37878,2218,6727,5078,4830,7024,1761,68,27705,2002,5674,4356,4028,7106,1488,168,24823,1407,3495,3191,2871,5676,1089,146,17871,1001,1892,1350,1178,3677,894,48,10045,484,533,326,198,2332,801,12,4696,23469,41024,26607,26979,62680,14685,642,196093,8442,2853,344,155,11535,1802,24,25147,8323,5914,1353,804,16313,3199,84,35982,14432,18894,7060,6650,36350,8653,189,92237,9882,19004,10085,9621,24471,6651,158,79875,7561,14069,7545,6047,16206,4114,156,55703
126,2565,447,25,20,2014,155,8,5229,2381,1136,150,63,2594,294,8,6630,4051,4236,879,354,5352,862,27,15767,3250,5271,1727,718,3936,695,34,15636,2652,4545,1507,554,2257,452,35,12002,2328,3895,1318,493,2280,423,62,10806,1435,2598,1191,543,2089,284,70,8210,753,1125,567,266,1367,265,18,4354,269,337,151,87,838,251,0,1941,19677,23599,7515,3103,22717,3688,274,80572,2496,629,60,17,1620,145,16,4978,2189,1484,269,79,1954,270,24,6266,3051,4999,1707,1421,4567,805,36,16582,1584,4526,3255,3139,3152,637,36,16337,1207,4021,3140,2151,1935,387,38,12878,1064,3514,2818,1909,2144,375,96,11925,695,2248,2131,1627,2122,350,93,9261,535,1169,963,717,1612,362,26,5368,349,436,239,198,1344,544,0,3108,13162,23031,14584,11246,20457,3872,365,86714,5060,1074,85,34,3634,305,25,10214,4572,2624,416,147,4550,569,32,12903,7100,9235,2589,1774,9920,1663,69,32346,4834,9799,4980,3854,7089,1334,72,31973,3857,8566,4648,2701,4191,843,77,24876
127,4644,1434,173,86,9106,1126,5,16577,4229,2048,340,202,8746,1121,14,16693,7037,6502,1594,931,14627,2366,58,33109,5718,7390,2494,1565,12306,2311,55,31842,5154,6683,2130,1332,11835,1830,46,29011,4682,5774,2061,1306,11562,1715,39,27139,2738,3453,1515,963,8056,1114,64,17903,1259,1365,633,460,4127,827,9,8683,295,273,125,81,1527,548,8,2860,35752,34931,11070,6922,81893,12952,293,183820,4709,1993,340,136,7357,980,6,15527,3903,3237,871,537,6412,965,16,15953,4422,7484,3711,4946,11770,2389,48,34765,2267,6605,5076,6964,10510,2228,30,33680,2137,6502,5079,5498,9593,1745,40,30599,1979,5480,4376,4764,9412,1519,113,27654,1566,3331,2737,2908,7555,1171,76,19341,929,1497,978,968,4347,960,24,9702,379,391,172,136,2354,857,5,4296,22294,36519,23351,26860,69309,12813,374,191513,9358,3430,519,223,16457,2104,15,32101,8126,5287,1211,738,15161,2092,30,32651,11457,13987,5305,5873,26401,4756,106,67878,7986,13996,7562,8532,22814,4536,88,65524,7299,13185,7213,6829,21432,3579,80,59610
128,3511,465,27,21,3000,190,4,7207,2685,911,100,38,2622,183,3,6552,4073,3842,774,302,3250,484,15,12744,3544,5605,1779,712,2362,516,14,14532,3888,6061,1759,631,2445,478,23,15285,3285,5097,1670,667,2520,393,20,13654,2005,3557,1591,682,2557,307,19,10724,990,1601,793,470,2047,338,8,6252,336,400,202,148,1044,307,4,2441,24304,27543,8704,3659,21845,3201,116,89380,3573,669,40,15,2239,178,0,6720,2630,1510,227,84,1621,156,8,6233,2714,4795,1741,1608,2070,489,14,13431,1425,5110,3741,3480,1555,481,24,15813,1542,5978,4109,2660,1630,415,18,16356,1439,5087,3447,2142,2033,325,30,14507,874,3112,2853,2064,2479,382,24,11788,672,1492,1300,1096,2417,495,5,7478,429,582,319,187,1675,765,3,3977,15298,28341,17786,13341,17720,3696,126,96315,7076,1138,64,34,5238,367,7,13927,5312,2421,330,122,4242,338,13,12779,6792,8632,2518,1905,5325,976,28,26176,4965,10720,5522,4195,3915,993,39,30348,5429,12043,5871,3287,4070,896,38,31642
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,7,0,0,16,4,5,0,0,3,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,14,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,0,0,0,7,0,0,18
201,2289,403,35,18,2126,363,8,5238,1690,819,111,44,1807,339,0,4815,2911,3068,615,314,2589,673,11,10178,2336,3575,1078,453,1707,655,13,9810,2664,3776,1121,459,2048,761,9,10846,2492,3568,1123,510,2491,659,11,10855,1595,2746,1327,809,2667,676,7,9832,703,1124,613,435,1872,495,3,5244,183,205,116,70,764,264,0,1609,16869,19291,6136,3106,18075,4875,69,68425,2322,547,53,25,1634,367,3,4955,1517,1268,297,161,1186,301,3,4743,1502,3545,1520,1709,1575,620,8,10484,911,3459,2363,2316,1067,596,9,10719,1164,4190,2627,1624,1342,636,8,11592,1210,3813,2583,1700,1834,582,14,11728,725,2334,2280,2140,2458,621,9,10574,463,932,919,991,1929,561,5,5791,258,338,196,148,1312,425,0,2683,10079,20433,12839,10824,14331,4714,56,73275,4606,952,89,43,3758,729,9,10194,3211,2089,415,199,2995,642,9,9559,4411,6617,2129,2026,4164,1289,22,20661,3247,7034,3444,2766,2776,1243,13,20532,3830,7971,3751,2079,3391,1397,23,22445
202,2164,405,27,13,1820,363,0,4792,1674,776,91,43,1621,307,10,4518,2534,2855,678,294,2278,865,19,9509,2256,3426,1102,512,1472,760,7,9540,2418,3705,1110,485,1765,765,9,10267,2454,3441,1156,540,2211,715,7,10526,1648,2787,1411,800,2440,627,11,9722,717,1215,667,478,1673,485,0,5239,189,241,135,126,804,267,0,1758,16053,18837,6387,3280,16090,5157,69,65869,2223,543,50,20,1492,326,0,4664,1396,1235,262,173,1113,257,6,4446,1502,3249,1552,1631,1483,625,9,10047,893,3390,2318,2182,964,612,4,10373,1118,4099,2433,1566,1164,624,6,11003,1282,3769,2569,1702,1705,645,7,11677,721,2413,2275,2051,2219,578,12,10269,439,1005,943,1014,1798,570,3,5776,296,274,180,182,1273,530,6,2738,9884,19974,12583,10523,13214,4764,54,70988,4388,948,86,33,3316,690,0,9462,3068,2008,353,212,2741,561,15,8964,4037,6096,2227,1922,3759,1486,26,19557,3156,6823,3421,2693,2440,1366,12,19914,3537,7804,3549,2051,2929,1389,10,21267
203,4289,629,55,23,3928,526,12,9462,3570,1638,243,81,3807,678,11,10020,6171,6524,1272,488,5696,1594,21,21765,5030,7517,2180,821,3354,1314,23,20243,4943,7291,1901,768,3559,1153,10,19635,4316,6274,1950,833,4073,917,21,18377,2899,5061,2312,1149,4319,830,15,16582,1247,2238,1161,712,2852,659,9,8876,352,411,263,196,1404,374,5,3006,32820,37575,11328,5074,33001,8053,125,127964,4323,966,91,30,3084,507,16,9017,3341,2581,475,258,2408,489,5,9560,3796,7487,3059,2946,3552,1043,24,21897,2049,6961,5026,4618,2189,1022,25,21892,2120,7750,4764,3120,2391,904,18,21068,2136,6921,4590,2874,3316,808,26,20665,1225,4531,4274,3333,4173,905,21,18460,824,1884,1806,1750,3384,882,5,10542,459,613,347,301,2467,699,5,4888,20273,39685,24440,19214,26972,7262,155,138001,8615,1591,145,55,7013,1032,31,18486,6910,4216,716,337,6217,1170,20,19586,9967,14006,4325,3434,9251,2640,45,43666,7080,14481,7203,5435,5548,2330,52,42136,7063,15044,6666,3889,5957,2057,27,40706
204,2486,453,34,22,2215,523,3,5738,1663,772,96,55,1925,457,10,4983,2815,2923,705,296,2533,843,44,10154,2408,3636,1085,494,1642,832,20,10117,2841,4055,1156,488,2100,874,10,11531,2984,4233,1443,650,2804,946,8,13069,2069,3399,1628,1025,3187,869,10,12183,919,1414,735,563,2201,546,6,6374,246,287,131,133,913,222,0,1923,18435,21159,7011,3727,19515,6100,121,76069,2457,624,73,29,1571,505,6,5273,1304,1192,283,175,1130,407,12,4506,1473,3330,1519,1674,1505,773,45,10328,1049,3496,2479,2194,1012,759,9,10992,1217,4576,2719,1761,1340,837,15,12469,1290,4667,3047,1967,1995,847,22,13823,791,2786,2631,2458,2677,754,7,12101,499,1186,1097,1185,2196,658,6,6820,255,346,222,188,1607,405,0,3024,10335,22221,14059,11625,15038,5948,117,79344,4947,1083,110,50,3787,1031,8,11010,2973,1971,379,230,3057,861,19,9487,4288,6256,2223,1972,4033,1616,94,20479,3459,7132,3564,2686,2657,1592,30,21107,4058,8631,3883,2250,3443,1710,28,23997
205,3627,664,47,29,3082,755,8,8207,2489,1180,182,89,2601,593,18,7154,4327,4687,1141,538,3830,1553,70,16147,3621,5394,1715,845,2689,1592,43,15906,4152,5755,1763,844,3369,1345,26,17255,4498,6584,2240,1277,4764,1394,22,20774,3308,5596,3043,1956,5410,1450,5,20768,1461,2404,1428,1073,3533,983,3,10892,346,448,237,209,1437,515,3,3197,27832,32703,11803,6859,30722,10172,202,120292,3622,960,120,49,2414,703,0,7877,1941,1797,476,367,1710,503,11,6796,2162,5221,2608,3219,2451,1265,39,16968,1370,4998,3638,3815,1711,1311,21,16861,1836,6652,4069,2801,2263,1210,13,18855,2018,7040,4971,3558,3624,1301,13,22528,1264,4518,4675,4450,4691,1431,12,21048,823,1858,1934,2037,3716,1162,12,11536,404,512,373,288,2411,760,4,4751,15435,33560,22864,20591,24996,9651,125,127222,7251,1624,172,77,5495,1461,9,16084,4430,2975,654,457,4312,1098,28,13954,6489,9912,3755,3755,6287,2813,108,33113,4997,10388,5349,4659,4402,2903,62,32762,5991,12410,5835,3641,5634,2555,43,36111
206,5045,924,81,40,4649,698,56,11495,8478,5489,694,317,10022,1904,149,27053,24298,24178,3530,1083,21489,5460,338,80382,13596,18373,4285,1425,9729,3486,200,51097,9339,12977,3232,1033,6498,2379,205,35670,6974,9692,2423,838,6116,1926,163,28126,3978,5869,1994,766,5062,1314,74,19053,1879,2486,950,397,3705,847,22,10289,583,619,224,106,1773,491,16,3810,74171,80618,17411,5999,69037,18519,1223,266975,5724,1481,164,49,4167,692,57,12343,9686,8208,1291,456,8756,1970,131,30504,21996,30876,6019,2982,17173,5223,301,84573,8963,17813,7768,5677,6577,2926,148,49879,5413,13614,6953,3975,4557,1947,162,36610,4048,10616,5219,2733,4526,1556,158,28855,2262,6362,4115,2422,4783,1239,94,21275,1277,2743,1965,1408,3940,1009,26,12365,707,900,442,275,2950,792,6,6086,60071,92619,33939,19969,57431,17366,1086,282480,10768,2410,243,89,8815,1395,110,23839,18162,13698,1986,772,18776,3871,285,57555,46299,55053,9551,4056,38662,10684,641,164960,22560,36186,12056,7106,16306,6420,346,100974,14756,26592,10188,5008,11048,4323,366,72280
207,5931,855,54,26,4812,353,22,12051,5473,2278,269,120,5217,588,45,13989,7254,6395,1070,417,7899,1237,65,24332,5353,8110,2324,831,5109,870,80,22669,5990,9189,2479,862,4132,798,153,23596,5170,7905,2247,840,4159,592,120,21027,3237,5458,2090,810,3682,506,91,15877,1891,3029,1411,590,3230,475,25,10649,714,889,364,235,2174,334,9,4716,41019,44097,12309,4737,40404,5741,601,148912,6005,1160,69,30,3940,329,18,11548,5242,3066,393,135,3504,514,35,12889,5554,7659,2247,1614,6094,1087,69,24316,2715,7437,5154,4686,4262,833,67,25148,2440,8968,6607,4467,3420,790,89,26791,2263,7902,5397,3446,3499,611,143,23267,1495,5057,4555,3087,3980,612,108,18892,1336,2962,2708,1965,3885,703,38,13591,774,1153,713,391,3746,688,9,7468,27809,45360,27836,19826,36338,6164,576,163908,11935,2013,125,53,8754,680,40,23605,10714,5344,659,256,8716,1100,80,26875,12811,14051,3317,2029,13988,2323,126,48649,8069,15545,7469,5513,9374,1700,138,47817,8434,18155,9091,5330,7558,1582,245,50389
208,6405,674,45,20,5127,391,9,12669,5084,1885,200,83,4624,452,34,12367,7799,7526,1195,444,7187,1267,52,25478,7048,10743,2886,958,4838,1083,38,27590,8175,11814,2857,891,4492,954,77,29257,6568,9114,2258,739,4547,719,51,23992,4064,5921,2049,775,4509,642,54,18015,1987,2758,1067,494,3514,628,16,10462,623,730,351,237,2078,390,4,4403,47758,51162,12916,4627,40913,6523,336,164231,6545,1040,66,24,4200,361,14,12242,5014,2771,372,127,3197,374,26,11879,6140,9504,2692,2037,5053,1146,66,26637,3502,10181,6666,5390,3416,1071,48,30279,3517,12483,7705,4419,3227,936,53,32342,3072,9748,5807,2981,3690,735,85,26131,2009,6062,4650,2833,4541,885,82,21067,1380,2842,2322,1713,4200,902,33,13384,843,1129,591,367,4099,855,11,7895,32030,55771,30870,19891,35625,7265,407,181859,12945,1709,112,43,9329,749,26,24915,10101,4661,577,209,7816,827,57,24242,13943,17032,3887,2478,12239,2415,114,52113,10554,20922,9553,6349,8257,2155,82,57873,11693,24298,10567,5310,7721,1891,127,61600
209,6633,1056,113,47,7132,801,18,15794,5704,2320,286,136,7914,1000,31,17389,10484,10530,2012,858,13291,2238,64,39479,9332,13645,4005,1592,9953,1975,48,40551,8514,11748,3040,1261,8483,1534,47,34615,6438,8916,2502,1087,8096,1251,47,28344,3772,5837,2380,1212,6753,1001,72,21030,1824,2561,1235,755,4373,777,32,11562,544,569,277,170,2017,488,4,4079,53253,57179,15860,7106,68017,11063,370,212848,6512,1587,169,54,5620,672,11,14628,5386,3599,694,309,5137,741,15,15879,6815,12551,4784,4806,9343,1994,61,40353,3796,12245,8490,8466,6798,1755,45,41595,3347,11940,7796,5629,5895,1337,43,35991,2919,9452,6115,4556,6519,1154,109,30825,1858,5289,4793,4013,6495,1149,101,23696,1282,2531,2155,1838,4785,948,33,13573,696,820,427,316,3368,842,10,6476,32621,60009,35422,29982,53960,10590,424,223016,13144,2646,287,92,12752,1476,26,30427,11090,5917,976,448,13053,1742,47,33265,17299,23081,6798,5668,22637,4233,124,79836,13131,25890,12498,10054,16752,3729,92,82146,11865,23682,10838,6888,14375,2868,85,70611
210,4455,879,76,38,6681,812,8,12957,3888,1663,246,109,7267,985,16,14182,7912,7536,1497,697,12983,2522,79,33220,6793,9191,2641,1247,9836,2036,79,31825,5827,7522,1943,898,7808,1486,37,25530,4585,5854,1741,816,7514,1066,48,21630,2423,3505,1469,798,5532,690,42,14463,1226,1652,813,519,3533,552,20,8316,412,429,173,148,1608,270,0,3048,37524,38230,10609,5279,62773,10424,333,165171,4634,1329,161,77,5124,699,5,12033,3512,2803,581,348,4774,743,17,12780,4583,8751,3858,4721,9286,2026,65,33298,2497,8170,5717,6676,6921,1735,34,31750,2241,7729,5085,4448,5789,1327,37,26663,1938,5848,4248,3529,5883,979,87,22494,1256,3304,2973,2727,5390,795,71,16516,905,1725,1369,1367,3885,709,26,9982,516,576,322,227,2501,503,7,4650,22075,40239,24322,24115,49555,9520,342,170165,9095,2210,240,112,11804,1511,14,24994,7403,4470,826,451,12046,1736,30,26961,12495,16285,5356,5422,22270,4554,146,66521,9289,17360,8359,7926,16760,3774,105,63572,8066,15256,7033,5348,13597,2812,79,52193
