SA4_CODE_2021,M_15_19_Ud_wk_L_5_hrs,M_15_19_Ud_wk_5_14_hrs,M_15_19_Ud_wk_15_29_hrs,M_15_19_Ud_wk_30h_more,M_15_19_no_Ud_wk,M_15_19_Ud_wk_ns,M_15_19_OS_vis,M_15_19_yr_Tot,M_20_24_Ud_wk_L_5_hrs,M_20_24_Ud_wk_5_14_hrs,M_20_24_Ud_wk_15_29_hrs,M_20_24_Ud_wk_30h_more,M_20_24_no_Ud_wk,M_20_24_Ud_wk_ns,M_20_24_OS_vis,M_20_24_yr_Tot,M_25_34_Ud_wk_L_5_hrs,M_25_34_Ud_wk_5_14_hrs,M_25_34_Ud_wk_15_29_hrs,M_25_34_Ud_wk_30h_more,M_25_34_no_Ud_wk,M_25_34_Ud_wk_ns,M_25_34_OS_vis,M_25_34_yr_Tot,M_35_44_Ud_wk_L_5_hrs,M_35_44_Ud_wk_5_14_hrs,M_35_44_Ud_wk_15_29_hrs,M_35_44_Ud_wk_30h_more,M_35_44_no_Ud_wk,M_35_44_Ud_wk_ns,M_35_44_OS_vis,M_35_44_yr_Tot,M_45_54_Ud_wk_L_5_hrs,M_45_54_Ud_wk_5_14_hrs,M_45_54_Ud_wk_15_29_hrs,M_45_54_Ud_wk_30h_more,M_45_54_no_Ud_wk,M_45_54_Ud_wk_ns,M_45_54_OS_vis,M_45_54_yr_Tot,M_55_64_Ud_wk_L_5_hrs,M_55_64_Ud_wk_5_14_hrs,M_55_64_Ud_wk_15_29_hrs,M_55_64_Ud_wk_30h_more,M_55_64_no_Ud_wk,M_55_64_Ud_wk_ns,M_55_64_OS_vis,M_55_64_yr_Tot,M_65_74_Ud_wk_L_5_hrs,M_65_74_Ud_wk_5_14_hrs,M_65_74_Ud_wk_15_29_hrs,M_65_74_Ud_wk_30h_more,M_65_74_no_Ud_wk,M_65_74_Ud_wk_ns,M_65_74_OS_vis,M_65_74_yr_Tot,M_75_84_Ud_wk_L_5_hrs,M_75_84_Ud_wk_5_14_hrs,M_75_84_Ud_wk_15_29_hrs,M_75_84_Ud_wk_30h_more,M_75_84_no_Ud_wk,M_75_84_Ud_wk_ns,M_75_84_OS_vis,M_75_84_yr_Tot,M_85ov_Ud_wk_L_5_h,M_85ov_Ud_wk_5_14_h,M_85ov_Ud_wk_15_29_h,M_85ov_Ud_wk_30h_more,M_85ov_no_Ud_wk,M_85ov_Ud_wk_ns,M_85ov_OS_vis,M_85_yr_over_Tot,M_Tot_Ud_wk_L_5_hrs,M_Tot_Ud_wk_5_14_hrs,M_Tot_Ud_wk_15_29_hrs,M_Tot_Ud_wk_30h_more,M_Tot_no_Ud_wk,M_Tot_Ud_wk_ns,M_Tot_OS_vis,M_Total_Tot,F_15_19_Ud_wk_L_5_hrs,F_15_19_Ud_wk_5_14_hrs,F_15_19_Ud_wk_15_29_hrs,F_15_19_Ud_wk_30h_more,F_15_19_no_Ud_wk,F_15_19_Ud_wk_ns,F_15_19_OS_vis,F_15_19_yr_Tot,F_20_24_Ud_wk_L_5_hrs,F_20_24_Ud_wk_5_14_hrs,F_20_24_Ud_wk_15_29_hrs,F_20_24_Ud_wk_30h_more,F_20_24_no_Ud_wk,F_20_24_Ud_wk_ns,F_20_24_OS_vis,F_20_24_yr_Tot,F_25_34_Ud_wk_L_5_hrs,F_25_34_Ud_wk_5_14_hrs,F_25_34_Ud_wk_15_29_hrs,F_25_34_Ud_wk_30h_more,F_25_34_no_Ud_wk,F_25_34_Ud_wk_ns,F_25_34_OS_vis,F_25_34_yr_Tot,F_35_44_Ud_wk_L_5_hrs,F_35_44_Ud_wk_5_14_hrs,F_35_44_Ud_wk_15_29_hrs,F_35_44_Ud_wk_30h_more,F_35_44_no_Ud_wk,F_35_44_Ud_wk_ns,F_35_44_OS_vis,F_35_44_yr_Tot,F_45_54_Ud_wk_L_5_hrs,F_45_54_Ud_wk_5_14_hrs,F_45_54_Ud_wk_15_29_hrs,F_45_54_Ud_wk_30h_more,F_45_54_no_Ud_wk,F_45_54_Ud_wk_ns,F_45_54_OS_vis,F_45_54_yr_Tot,F_55_64_Ud_wk_L_5_hrs,F_55_64_Ud_wk_5_14_hrs,F_55_64_Ud_wk_15_29_hrs,F_55_64_Ud_wk_30h_more,F_55_64_no_Ud_wk,F_55_64_Ud_wk_ns,F_55_64_OS_vis,F_55_64_yr_Tot,F_65_74_Ud_wk_L_5_hrs,F_65_74_Ud_wk_5_14_hrs,F_65_74_Ud_wk_15_29_hrs,F_65_74_Ud_wk_30h_more,F_65_74_no_Ud_wk,F_65_74_Ud_wk_ns,F_65_74_OS_vis,F_65_74_yr_Tot,F_75_84_Ud_wk_L_5_hrs,F_75_84_Ud_wk_5_14_hrs,F_75_84_Ud_wk_15_29_hrs,F_75_84_Ud_wk_30h_more,F_75_84_no_Ud_wk,F_75_84_Ud_wk_ns,F_75_84_OS_vis,F_75_84_yr_Tot,F_85ov_Ud_wk_L_5_h,F_85ov_Ud_wk_5_14_h,F_85ov_Ud_wk_15_29_h,F_85ov_Ud_wk_30h_more,F_85ov_no_Ud_wk,F_85ov_Ud_wk_ns,F_85ov_OS_vis,F_85_yr_over_Tot,F_Tot_Ud_wk_L_5_hrs,F_Tot_Ud_wk_5_14_hrs,F_Tot_Ud_wk_15_29_hrs,F_Tot_Ud_wk_30h_more,F_Tot_no_Ud_wk,F_Tot_Ud_wk_ns,F_Tot_OS_vis,F_Total_Tot,P_15_19_Ud_wk_L_5_hrs,P_15_19_Ud_wk_5_14_hrs,P_15_19_Ud_wk_15_29_hrs,P_15_19_Ud_wk_30h_more,P_15_19_no_Ud_wk,P_15_19_Ud_wk_ns,P_15_19_OS_vis,P_15_19_yr_Tot,P_20_24_Ud_wk_L_5_hrs,P_20_24_Ud_wk_5_14_hrs,P_20_24_Ud_wk_15_29_hrs,P_20_24_Ud_wk_30h_more,P_20_24_no_Ud_wk,P_20_24_Ud_wk_ns,P_20_24_OS_vis,P_20_24_yr_Tot,P_25_34_Ud_wk_L_5_hrs,P_25_34_Ud_wk_5_14_hrs,P_25_34_Ud_wk_15_29_hrs,P_25_34_Ud_wk_30h_more,P_25_34_no_Ud_wk,P_25_34_Ud_wk_ns,P_25_34_OS_vis,P_25_34_yr_Tot,P_35_44_Ud_wk_L_5_hrs,P_35_44_Ud_wk_5_14_hrs,P_35_44_Ud_wk_15_29_hrs,P_35_44_Ud_wk_30h_more,P_35_44_no_Ud_wk,P_35_44_Ud_wk_ns,P_35_44_OS_vis,P_35_44_yr_Tot,P_45_54_Ud_wk_L_5_hrs,P_45_54_Ud_wk_5_14_hrs,P_45_54_Ud_wk_15_29_hrs,P_45_54_Ud_wk_30h_more,P_45_54_no_Ud_wk,P_45_54_Ud_wk_ns,P_45_54_OS_vis,P_45_54_yr_Tot
506,6760,1409,97,56,6505,860,11,15691,6139,2826,368,134,7621,1202,52,18333,10787,9499,1691,739,13083,2849,117,38760,9529,12183,3121,1433,10049,2411,96,38818,7963,10209,2445,1106,8006,1812,93,31636,6534,8197,2182,1015,7263,1282,106,26584,3762,5953,2591,1372,6131,917,114,20829,1588,2454,1234,781,3834,714,37,10639,434,543,245,184,1604,516,9,3526,53475,53280,13965,6814,64090,12561,635,204822,6417,2004,204,84,5451,718,16,14897,5532,4124,823,523,5226,932,37,17188,7018,11086,4611,5482,9461,2283,93,40040,4001,11423,7318,8097,7025,1893,56,39809,3590,10917,6205,4707,5293,1388,65,32156,3124,8885,5350,4106,5581,1084,175,28303,1778,5301,4700,4175,5747,956,160,22825,1098,2250,1946,1912,4107,994,45,12347,584,753,359,285,2659,949,15,5606,33136,56738,31516,29376,50547,11195,657,213164,13173,3414,302,135,11957,1583,25,30592,11666,6942,1183,659,12849,2136,86,35523,17805,20589,6299,6226,22548,5127,210,78799,13529,23610,10437,9524,17077,4307,147,78625,11550,21125,8650,5810,13292,3205,160,63794
507,6120,945,77,38,5556,642,22,13398,4783,1927,230,105,5270,896,34,13248,8291,7647,1341,587,7952,2086,102,28006,7576,9923,2594,1102,6236,1826,71,29330,7364,9309,2200,980,5915,1326,62,27160,5907,7862,2026,877,5765,995,85,23525,3227,5407,2244,1117,5119,826,81,18024,1506,2340,1139,714,3416,740,29,9882,423,582,268,195,1476,510,6,3457,45209,45935,12118,5724,46712,9838,490,166028,6193,1390,144,72,4587,592,10,12982,4707,3156,630,411,3646,629,30,13212,5500,9726,3865,4484,5186,1507,79,30345,3380,10088,6566,6765,4032,1292,42,32167,3366,10755,6145,4253,3925,1087,59,29573,2948,8816,5063,3537,4495,881,86,25830,1626,4894,4134,3680,4914,879,87,20215,909,2179,1800,1705,3731,948,20,11292,578,704,414,303,2491,881,10,5383,29200,51698,28759,25207,37009,8695,427,180997,12312,2333,224,105,10150,1229,36,26379,9489,5078,866,514,8919,1518,70,26456,13795,17377,5201,5073,13141,3590,179,58347,10952,20004,9165,7871,10271,3121,114,61499,10724,20063,8340,5236,9838,2411,120,56736
509,1540,344,45,34,1428,419,0,3811,1023,539,91,33,1078,417,35,3212,2023,1807,422,204,1766,1077,81,7382,2021,2303,636,336,1370,1085,41,7790,2385,2744,691,359,1832,1125,5,9140,2536,3109,957,525,2411,1082,9,10638,1703,2471,1100,828,2405,834,7,9359,714,1006,569,460,1444,500,4,4702,182,231,121,103,548,198,0,1381,14131,14554,4628,2885,14294,6738,188,57410,1455,458,59,23,1046,376,0,3417,628,777,216,160,591,265,11,2648,863,1972,962,1527,941,620,40,6918,674,2252,1678,1772,680,696,19,7777,870,3185,1891,1296,981,770,11,9010,996,3276,2226,1635,1393,776,11,10306,574,1789,1828,2006,1749,738,11,8694,343,768,770,919,1353,531,3,4695,205,235,161,147,817,286,0,1860,6613,14714,9791,9485,9552,5050,107,55326,2996,801,102,52,2476,793,4,7228,1646,1314,305,193,1677,675,48,5859,2885,3775,1386,1730,2702,1694,119,14303,2693,4553,2313,2111,2050,1788,63,15569,3248,5928,2587,1652,2810,1893,17,18149
510,808,273,42,30,976,495,0,2618,849,486,124,58,1201,971,53,3737,2629,2571,545,312,3894,4053,150,14157,2584,3132,895,464,3446,4303,102,14929,2154,2546,616,368,3492,3888,71,13128,1888,1993,497,254,3112,2862,56,10665,1007,1264,400,251,1873,1010,29,5838,253,303,106,75,507,257,3,1507,20,19,14,5,67,39,0,156,12186,12576,3241,1819,18575,17878,463,66731,823,333,74,34,644,422,4,2340,735,706,193,137,813,673,77,3330,1730,2559,987,1092,1905,2053,156,10487,984,2408,1278,1301,1148,1426,23,8557,952,2015,970,592,1214,1335,8,7089,951,1950,826,542,1481,1177,29,6949,496,1071,677,479,1190,682,27,4616,110,201,152,117,316,215,0,1116,13,25,7,11,70,37,0,150,6790,11264,5148,4313,8777,8017,332,44636,1627,604,124,62,1614,921,4,4964,1584,1193,314,195,2009,1646,131,7068,4360,5132,1534,1407,5797,6107,306,24640,3562,5542,2169,1766,4599,5724,125,23486,3102,4559,1579,959,4705,5224,80,20217
511,1303,297,42,14,1371,501,5,3539,1034,619,111,44,1483,909,38,4227,2417,2362,466,250,2916,2841,119,11369,2236,2707,709,354,2215,2609,49,10876,2241,2893,721,306,2586,2542,29,11311,2183,2802,772,404,2918,2017,37,11125,1368,1984,804,572,2453,1134,11,8333,476,687,357,283,1220,495,4,3522,94,105,64,62,352,124,4,794,13356,14449,4046,2293,17503,13159,288,65099,1189,430,64,34,1028,430,0,3179,810,895,218,173,913,566,24,3595,1269,2302,1109,1397,1402,1286,74,8839,756,2420,1515,1526,992,1181,6,8396,916,2870,1521,934,1205,1078,13,8547,917,2641,1582,1177,1709,1074,18,9120,560,1537,1325,1334,1717,821,16,7317,275,509,447,525,997,419,4,3171,95,149,76,78,462,172,4,1039,6787,13754,7849,7176,10431,7035,165,53193,2497,729,108,46,2399,930,7,6713,1842,1512,331,219,2390,1475,62,7827,3680,4665,1576,1646,4320,4128,195,20213,2991,5129,2223,1880,3202,3795,54,19275,3163,5762,2243,1237,3795,3614,41,19859
597,0,0,0,0,8,7,0,14,7,0,0,0,41,28,0,81,25,32,5,4,172,193,24,459,56,63,22,24,332,413,37,945,43,41,16,14,342,376,53,896,34,30,9,6,178,195,24,473,7,15,0,0,51,35,0,119,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,181,178,61,46,1129,1255,143,3002,0,0,0,0,3,3,0,8,6,0,0,0,17,15,0,37,10,5,3,5,36,28,3,94,3,6,3,0,18,20,7,55,5,9,0,0,25,23,0,57,10,15,3,7,23,29,3,86,4,12,5,7,12,14,0,61,0,3,0,0,4,5,0,17,0,0,0,0,0,0,4,3,41,56,17,19,140,122,16,405,0,0,0,0,7,10,0,19,13,0,0,3,61,43,0,121,35,35,8,7,209,224,33,549,58,72,27,21,349,429,37,999,46,48,19,14,364,394,61,951
601,3222,483,32,16,2778,359,0,6889,2752,1269,173,60,2840,401,54,7551,5587,5364,1054,476,6179,1223,149,20033,3894,5517,1592,609,2941,880,44,15477,3620,5419,1395,483,2553,699,22,14187,3362,4940,1425,636,3130,611,19,14125,2092,3713,1648,843,3127,566,22,12015,958,1590,774,536,2126,428,6,6410,267,372,160,122,988,193,4,2103,25743,28655,8261,3780,26670,5361,314,98792,3081,671,76,43,2228,346,6,6449,2566,1907,389,222,1935,355,9,7385,3779,6110,2411,2127,4467,965,33,19892,2042,5637,3406,2658,1833,718,15,16307,1919,6189,3260,1652,1856,573,17,15460,1891,5624,3096,1731,2557,548,42,15488,1063,3488,3066,2204,2993,625,22,13454,639,1598,1283,1166,2682,558,15,7935,400,485,253,216,1799,343,4,3504,17384,31712,17235,12017,22348,5024,161,105882,6304,1148,109,56,5005,707,6,13339,5314,3172,556,285,4777,755,67,14931,9372,11479,3467,2605,10646,2184,182,39927,5940,11149,5007,3264,4777,1593,51,31784,5532,11614,4657,2131,4413,1269,41,29652
602,1769,324,33,16,1808,302,6,4258,1422,763,96,54,1690,305,53,4383,2721,2703,583,246,2898,633,44,9828,2101,2765,794,377,1629,448,38,8144,2290,3098,833,399,1912,477,11,9027,2312,3073,1013,517,2521,525,8,9968,1416,2425,1268,746,2642,545,8,9051,616,1064,593,466,1782,364,7,4891,167,238,112,72,690,175,4,1451,14822,16446,5323,2897,17570,3770,174,60996,1803,456,61,33,1453,245,0,4055,1228,1078,231,189,1161,259,3,4156,1467,2980,1394,1439,1807,492,56,9643,877,2845,1896,1750,1041,408,13,8839,1104,3629,2099,1293,1369,433,15,9931,1063,3560,2151,1511,1904,496,5,10687,615,2078,2026,1809,2321,528,7,9378,359,928,848,950,1954,460,6,5512,192,302,167,132,1168,285,10,2257,8718,17854,10869,9112,14181,3603,123,64455,3572,777,95,49,3258,549,8,8315,2656,1838,324,247,2852,569,60,8537,4198,5690,1974,1684,4702,1124,100,19470,2979,5605,2690,2127,2670,859,53,16981,3397,6724,2933,1693,3278,908,23,18951
603,454,120,13,6,396,124,0,1111,351,151,31,12,333,81,3,962,570,580,151,92,478,169,23,2061,521,756,312,132,360,171,9,2260,609,1011,315,143,521,192,0,2796,744,1135,462,284,721,264,0,3612,491,952,498,352,779,251,0,3323,179,347,187,192,464,146,0,1507,36,44,24,26,141,58,0,329,3947,5094,1983,1233,4196,1459,39,17958,406,124,15,8,277,84,0,909,238,215,39,49,198,67,0,799,288,623,362,337,306,180,10,2102,220,806,541,518,174,166,3,2426,293,1023,561,425,279,154,0,2722,343,1157,851,575,432,217,4,3573,188,663,707,631,570,200,6,2959,91,214,200,215,396,147,0,1259,35,43,29,36,179,70,0,391,2094,4863,3299,2779,2799,1287,23,17140,861,241,21,11,670,211,0,2015,589,368,68,61,523,149,10,1764,849,1204,511,431,782,354,29,4164,738,1563,852,646,531,337,13,4681,898,2028,875,564,799,351,0,5519
604,1310,211,26,6,1407,259,0,3215,1002,531,76,37,1139,189,13,2984,1837,1833,431,232,1821,450,29,6642,1422,2045,611,306,1169,406,20,5976,1742,2304,637,354,1629,457,12,7135,1835,2461,794,396,2161,446,8,8111,1103,1837,957,648,2190,455,4,7200,492,786,490,426,1461,350,3,4005,128,148,86,76,535,152,5,1130,10874,12162,4109,2486,13521,3156,96,46401,1370,352,60,22,1081,216,0,3097,768,800,210,184,780,167,4,2906,898,2124,1095,1211,1100,397,23,6844,544,2116,1464,1288,715,372,8,6498,808,2746,1625,1042,1070,370,7,7668,818,2680,1826,1278,1645,394,10,8653,471,1520,1630,1533,1944,444,8,7545,307,627,627,742,1661,412,5,4387,178,206,124,91,965,185,4,1743,6162,13161,8652,7391,10955,2960,63,49340,2679,562,85,27,2487,477,0,6312,1770,1333,279,217,1920,349,17,5890,2734,3959,1522,1443,2923,852,52,13485,1968,4160,2072,1595,1880,772,26,12481,2554,5052,2262,1397,2706,827,13,14807
697,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,9,5,10,0,0,18,25,3,58,7,3,4,5,27,24,3,67,7,10,0,0,29,22,0,71,10,7,8,0,20,20,0,63,3,7,0,0,9,0,0,25,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,26,33,10,3,112,102,8,296,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,4,0,0,3,0,0,13,0,3,0,0,4,3,0,16,5,0,0,0,3,4,0,18,0,9,0,6,0,3,0,11,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,8,5,15,13,0,75,0,0,0,0,3,0,0,5,3,0,0,0,9,0,0,15,4,9,0,0,21,25,3,69,9,4,3,5,31,30,4,78,6,11,0,0,36,31,0,90
701,1584,397,41,15,1492,439,89,4057,1408,810,118,46,1952,795,1098,6224,3218,3191,655,294,4076,1940,510,13877,2499,3447,990,465,2469,1551,158,11580,2236,3085,811,368,2127,1381,68,10083,1920,2517,708,371,2168,1157,72,8915,1205,1629,645,340,1954,848,37,6668,366,497,211,124,810,275,13,2294,42,61,20,23,203,57,0,399,14470,15636,4213,2045,17256,8437,2046,64106,1580,515,72,27,1248,409,12,3867,1145,1047,244,140,1360,519,126,4577,2615,3895,1488,1440,3091,1602,177,14305,1459,3695,2004,1736,1811,1296,46,12046,1385,3465,1586,874,1460,1118,23,9906,1151,2762,1381,804,1589,989,78,8744,639,1541,1015,725,1437,694,43,6102,215,423,300,235,687,258,8,2136,72,64,29,15,235,79,8,504,10259,17406,8117,6005,12916,6968,509,62191,3163,913,113,49,2745,845,99,7921,2553,1855,361,185,3318,1309,1221,10795,5832,7084,2139,1736,7170,3540,688,28189,3950,7139,3001,2205,4285,2851,198,23627,3624,6548,2403,1243,3589,2499,87,19990
702,1147,552,169,102,1009,451,6,3443,1045,665,234,124,1004,604,82,3752,2237,2106,614,332,2231,1668,135,9322,1679,1975,692,370,1651,1400,47,7812,1513,1642,549,289,1493,1282,19,6790,1423,1606,479,227,1749,1195,32,6706,865,1154,423,235,1514,841,21,5052,192,221,95,65,483,215,4,1274,21,19,4,7,77,17,0,143,10120,9941,3250,1750,11207,7682,344,44302,1054,602,226,101,768,406,5,3163,980,838,367,245,735,401,19,3582,2045,2573,1134,892,1670,1162,102,9563,1247,2016,1217,903,1081,877,15,7360,1203,1955,941,551,1129,859,11,6645,1126,1967,887,501,1378,953,37,6843,581,1036,613,391,1115,658,16,4410,124,177,109,96,333,143,8,989,38,23,13,10,110,29,0,211,8383,11181,5507,3689,8307,5476,208,42763,2200,1157,396,208,1773,857,10,6598,2020,1503,597,363,1738,1003,98,7336,4280,4679,1749,1221,3900,2832,231,18888,2931,3986,1910,1277,2729,2269,63,15167,2717,3596,1489,837,2619,2144,33,13439
797,0,0,0,0,0,0,0,10,0,3,0,3,10,5,0,17,0,5,3,0,25,18,0,54,0,10,8,0,53,41,0,106,3,8,0,3,53,43,0,117,4,8,7,0,50,33,0,96,0,0,0,0,13,7,0,22,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,21,32,9,8,210,141,12,429,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,15,0,0,0,0,3,5,7,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,12,0,3,0,0,12,5,0,21,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,10,0,5,31,17,7,67,0,0,0,0,0,0,0,11,3,4,0,3,10,3,0,27,0,9,3,0,29,16,9,65,4,10,8,0,50,43,0,112,3,12,0,4,57,43,0,124
801,6710,1243,82,32,4689,687,19,13461,6624,3368,325,143,5624,1129,50,17274,11431,11927,2080,761,10185,2262,88,38737,7953,13488,3917,1294,5984,1595,100,34340,7027,11404,3062,927,4309,1101,72,27903,5203,8511,2480,901,3636,822,60,21617,3015,6026,2380,927,3217,643,65,16276,1519,2600,1206,603,2181,478,22,8612,462,541,274,153,1158,272,5,2864,49939,59122,15811,5741,40986,8993,493,181082,6657,1664,141,53,3857,663,20,13059,6470,4884,693,279,3954,1005,43,17328,8036,13952,4456,3400,7317,1813,88,39065,4293,12834,7448,5127,4003,1226,75,35004,3739,11918,6155,2727,2792,897,63,28290,3071,9043,4973,2409,3011,682,122,23317,1733,5546,4561,2861,3241,728,87,18755,979,2521,2066,1590,2686,604,21,10468,551,772,409,282,1837,483,3,4342,35530,63136,30903,18735,32699,8103,520,189630,13365,2907,221,89,8546,1353,45,26526,13095,8257,1022,423,9577,2138,92,34599,19469,25879,6541,4164,17505,4071,177,77804,12247,26325,11364,6417,9990,2824,177,69342,10770,23322,9217,3657,7099,1996,139,56195
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,35,9,3,4,42,15,0,110,27,18,0,0,46,49,5,148,71,56,13,13,106,192,4,453,68,78,26,11,62,115,0,365,70,101,31,19,70,99,3,389,97,125,42,18,76,82,3,457,39,100,38,34,87,66,0,361,17,27,10,10,50,33,0,148,3,3,7,3,15,3,0,30,431,517,163,117,555,655,15,2464,44,13,6,0,33,17,0,113,28,26,8,6,41,20,7,130,43,74,29,26,63,61,0,290,32,95,58,30,50,61,0,332,51,108,69,39,49,69,0,379,48,144,77,42,67,72,0,442,32,73,43,51,63,49,0,309,10,30,15,22,40,29,0,142,3,5,3,3,9,3,0,34,285,569,305,215,412,378,10,2163,79,23,3,0,79,33,0,220,53,49,7,6,88,70,4,273,109,129,38,33,170,253,8,745,104,172,87,46,111,179,0,701,118,202,96,63,120,164,3,767
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
