SA4_CODE_2021,M_PG_Deg_15_24_yr,M_PG_Deg_25_34_yr,M_PG_Deg_35_44_yr,M_PG_Deg_45_54_yr,M_PG_Deg_55_64_yr,M_PG_Deg_65_74_yr,M_PG_Deg_75_84_yr,M_PG_Deg_85_yr_over,M_PG_Deg_Tot,M_Grad_Dip_Cer_15_24,M_Grad_Dip_Cer_25_34,M_Grad_Dip_Cer_35_44,M_Grad_Dip_Cer_45_54,M_Grad_Dip_Cer_55_64,M_Grad_Dip_Cer_65_74,M_Grad_Dip_Cer_75_84,M_Grad_Dip_Cer_85_over,M_Grad_Dip_Cer_Tot,M_B_Deg_15_24_yr,M_B_Deg_25_34_yr,M_B_Deg_35_44_yr,M_B_Deg_45_54_yr,M_B_Deg_55_64_yr,M_B_Deg_65_74_yr,M_B_Deg_75_84_yr,M_B_Deg_85_yr_over,M_B_Deg_Tot,M_Adv_Dip_Dip_15_24_yr,M_Adv_Dip_Dip_25_34_yr,M_Adv_Dip_Dip_35_44_yr,M_Adv_Dip_Dip_45_54_yr,M_Adv_Dip_Dip_55_64_yr,M_Adv_Dip_Dip_65_74_yr,M_Adv_Dip_Dip_75_84_yr,M_Adv_Dip_Dip_85_yr_over,M_Adv_Dip_Dip_Total,M_Cer_III_IV_15_24_yr,M_Cer_III_IV_25_34_yr,M_Cer_III_IV_35_44_yr,M_Cer_III_IV_45_54_yr,M_Cer_III_IV_55_64_yr,M_Cer_III_IV_65_74_yr,M_Cer_III_IV_75_84_yr,M_Cer_III_IV_85_yr_over,M_Cer_III_IV_Tot,M_Cer_I_II_15_24_yr,M_Cer_I_II_25_34_yr,M_Cer_I_II_35_44_yr,M_Cer_I_II_45_54_yr,M_Cer_I_II_55_64_yr,M_Cer_I_II_65_74_yr,M_Cer_I_II_75_84_yr,M_Cer_I_II_85_yr_over,M_Cer_I_II_Tot,M_Cer_nfd_15_24_yr,M_Cer_nfd_25_34_yr,M_Cer_nfd_35_44_yr,M_Cer_nfd_45_54_yr,M_Cer_nfd_55_64_yr,M_Cer_nfd_65_74_yr,M_Cer_nfd_75_84_yr,M_Cer_nfd_85_yr_over,M_Cer_nfd_Tot,M_Cer_Tot_15_24_yr,M_Cer_Tot_25_34_yr,M_Cer_Tot_35_44_yr,M_Cer_Tot_45_54_yr,M_Cer_Tot_55_64_yr,M_Cer_Tot_65_74_yr,M_Cer_Tot_75_84_yr,M_Cer_Tot_85_yr_over,M_Cer_Tot_Tot,M_lvl_educ_inad_desc_15_24,M_lvl_educ_inad_desc_25_34,M_lvl_educ_inad_desc_35_44,M_lvl_educ_inad_desc_45_54,M_lvl_educ_inad_desc_55_64,M_lvl_educ_inad_desc_65_74,M_lvl_educ_inad_desc_75_84,M_lvl_educ_inad_desc_85ov,M_lvl_educ_inad_desc_Tot,M_lvl_educ_ns_15_24,M_lvl_educ_ns_25_34,M_lvl_educ_ns_35_44,M_lvl_educ_ns_45_54,M_lvl_educ_ns_55_64,M_lvl_educ_ns_65_74,M_lvl_educ_ns_75_84,M_lvl_educ_ns_85_yr_over,M_lvl_educ_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_PG_Deg_15_24_yr,F_PG_Deg_25_34_yr,F_PG_Deg_35_44_yr,F_PG_Deg_45_54_yr,F_PG_Deg_55_64_yr,F_PG_Deg_65_74_yr,F_PG_Deg_75_84_yr,F_PG_Deg_85_yr_over,F_PGuate_Deg_Tot,F_Grad_Dip_Cer_15_24_yr,F_Grad_Dip_Cer_25_34_yr,F_Grad_Dip_Cer_35_44_yr,F_Grad_Dip_Cer_45_54_yr,F_Grad_Dip_Cer_55_64_yr,F_Grad_Dip_Cer_65_74_yr,F_Grad_Dip_Cer_75_84_yr,F_Grad_Dip_Cer_85_yr_over,F_Grad_Dip_Cer_Tot,F_B_Deg_15_24_yr,F_B_Deg_25_34_yr,F_B_Deg_35_44_yr,F_B_Deg_45_54_yr,F_B_Deg_55_64_yr,F_B_Deg_65_74_yr,F_B_Deg_75_84_yr,F_B_Deg_85_yr_over,F_B_Deg_Tot,F_Adv_Dip_Dip_15_24,F_Adv_Dip_Dip_25_34,F_Adv_Dip_Dip_35_44,F_Adv_Dip_Dip_45_54,F_Adv_Dip_Dip_55_64,F_Adv_Dip_Dip_65_74,F_Adv_Dip_Dip_75_84,F_Adv_Dip_Dip_85_over,F_Adv_Dip_Dip_Total,F_Cer_III_IV_15_24_yr,F_Cer_III_IV_25_34_yr,F_Cer_III_IV_35_44_yr,F_Cer_III_IV_45_54_yr,F_Cer_III_IV_55_64_yr,F_Cer_III_IV_65_74_yr,F_Cer_III_IV_75_84_yr,F_Cer_III_IV_85_yr_over,F_Cer_III_IV_Tot,F_Cer_I_II_15_24_yr,F_Cer_I_II_25_34_yr,F_Cer_I_II_35_44_yr,F_Cer_I_II_45_54_yr,F_Cer_I_II_55_64_yr,F_Cer_I_II_65_74_yr,F_Cer_I_II_75_84_yr,F_Cer_I_II_85_yr_over,F_Cer_I_II_Tot,F_Cer_nfd_15_24_yr,F_Cer_nfd_25_34_yr,F_Cer_nfd_35_44_yr,F_Cer_nfd_45_54_yr,F_Cer_nfd_55_64_yr,F_Cer_nfd_65_74_yr,F_Cer_nfd_75_84_yr,F_Cer_nfd_85_yr_over,F_Cer_nfd_Tot,F_Cer_Tot_15_24_yr,F_Cer_Tot_25_34_yr,F_Cer_Tot_35_44_yr,F_Cer_Tot_45_54_yr,F_Cer_Tot_55_64_yr,F_Cer_Tot_65_74_yr,F_Cer_Tot_75_84_yr,F_Cer_Tot_85_yr_over,F_Cer_Tot_Tot,F_lvl_educ_inad_desc_15_24,F_lvl_educ_inad_desc_25_34,F_lvl_educ_inad_desc_35_44,F_lvl_educ_inad_desc_45_54,F_lvl_educ_inad_desc_55_64,F_lvl_educ_inad_desc_65_74,F_lvl_educ_inad_desc_75_84,F_lvl_educ_inad_desc_85ov,F_lvl_educ_inad_desc_Tot,F_lvl_educ_ns_15_24_yr,F_lvl_educ_ns_25_34_yr,F_lvl_educ_ns_35_44_yr,F_lvl_educ_ns_45_54_yr,F_lvl_educ_ns_55_64_yr,F_lvl_educ_ns_65_74_yr,F_lvl_educ_ns_75_84_yr,F_lvl_educ_ns_85_yr_over,F_lvl_educ_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_PG_Deg_15_24_yr,P_PG_Deg_25_34_yr
307,4,113,105,132,138,120,49,9,667,3,50,60,94,100,79,17,6,407,159,714,693,596,481,416,147,32,3230,60,319,572,689,711,508,175,25,3067,1282,2707,2478,2437,2311,1799,689,133,13841,253,144,97,80,73,46,13,0,711,63,81,96,177,149,143,54,12,770,1595,2928,2673,2693,2533,1994,758,152,15323,7,36,31,42,42,49,48,4,262,905,1061,966,1147,1172,917,633,265,7077,2745,5221,5103,5388,5180,4077,1835,493,30038,8,178,204,221,195,95,33,0,939,26,156,181,214,207,127,47,4,963,424,1446,1401,1112,851,630,218,52,6136,182,613,880,1041,1000,643,244,51,4658,1055,1765,1537,1524,1334,617,125,17,7972,333,181,166,145,136,91,26,4,1088,96,96,151,227,198,143,56,10,974,1481,2042,1853,1896,1665,856,210,31,10035,16,36,28,31,44,50,34,13,257,740,821,730,854,889,905,798,453,6192,2875,5290,5275,5380,4847,3308,1592,601,29175,14,287
308,17,279,416,386,344,228,70,13,1762,10,120,165,217,215,161,32,3,918,364,1326,1436,1135,930,743,216,42,6194,124,559,931,1198,1196,806,220,46,5073,2006,5798,5791,5253,4934,3340,1243,270,28629,646,266,178,137,91,54,29,3,1406,133,160,205,236,245,213,91,15,1302,2789,6219,6174,5630,5272,3601,1360,290,31334,21,58,70,86,75,72,37,15,439,1384,1906,2084,2156,2022,1485,830,322,12188,4716,10475,11267,10818,10048,7093,2758,725,57902,30,441,546,459,330,171,28,6,2013,54,374,406,456,396,187,45,3,1935,750,2883,2953,2165,1533,889,329,63,11568,310,1301,1638,1698,1568,889,293,61,7760,1855,3440,3210,2664,2199,821,157,26,14366,670,427,335,216,214,125,22,0,2007,151,208,283,327,344,222,87,20,1633,2673,4073,3833,3199,2750,1170,260,51,18010,24,62,55,55,82,71,46,14,410,1166,1301,1327,1269,1353,1290,959,534,9202,5025,10426,10744,9319,8011,4672,1967,732,50897,51,721
309,167,2554,2848,2189,1778,1280,550,91,11454,75,601,686,776,583,501,155,32,3411,2277,8197,7453,5922,4011,3454,1487,331,33136,2170,3894,4771,4923,3931,2783,1295,281,24039,5495,11244,11754,11898,10537,7909,4404,1006,64255,1065,466,311,258,214,186,81,11,2589,407,499,754,762,724,689,409,98,4344,6964,12209,12825,12922,11475,8786,4898,1115,71186,119,214,252,264,234,273,204,79,1640,2600,3787,3192,2941,2534,2571,2189,1151,20968,14372,31457,32028,29939,24544,19649,10781,3072,165843,209,3601,3755,2544,1684,951,243,28,13009,225,1516,1705,1629,1134,793,219,31,7248,3803,13053,12027,8493,5317,3459,1280,250,47687,3410,6465,7339,7773,5885,3637,1376,326,36212,5010,6816,6834,7002,5554,2966,903,202,35285,924,575,552,546,547,428,130,13,3728,543,724,1038,1339,1361,1188,564,121,6877,6476,8117,8422,8887,7464,4583,1593,338,45896,140,256,321,282,371,396,253,86,2099,2704,3864,3327,3074,3008,3247,3147,2271,24652,16973,36880,36897,32678,24869,17062,8116,3325,176799,375,6156
310,34,764,1482,948,614,345,151,20,4354,19,253,387,364,287,184,59,4,1558,751,3228,3279,2338,1423,927,381,83,12407,649,1967,2431,2246,1804,1003,354,57,10522,3688,7823,7034,6093,5165,3527,1607,363,35291,974,450,312,174,129,58,19,6,2125,253,334,415,377,322,246,141,34,2118,4921,8604,7756,6647,5617,3837,1764,396,39539,63,111,162,123,88,98,62,22,724,1771,1883,1667,1418,1203,1010,699,316,9960,8195,16810,17163,14076,11035,7401,3473,909,79058,48,1221,1676,985,583,271,57,10,4851,124,791,895,742,476,293,74,11,3404,1373,5850,5503,3319,1888,1103,422,101,19557,1225,3450,3559,3203,2339,1211,424,96,15517,3461,5496,4819,4080,3056,1189,258,38,22396,1047,634,452,363,286,170,34,4,2998,341,419,582,642,589,351,143,25,3084,4841,6551,5851,5081,3931,1716,437,70,28482,65,108,115,100,125,148,70,16,747,1619,1950,1687,1407,1287,1208,1096,602,10859,9302,19915,19299,14837,10624,5945,2579,910,83408,80,1983
311,29,674,974,644,422,311,108,23,3183,18,204,263,240,215,132,39,7,1117,704,2564,2657,1790,1191,928,323,65,10217,724,1721,2149,1936,1487,974,397,57,9457,3778,7776,7190,6373,5580,4026,1760,341,36817,861,436,278,175,106,50,24,7,1935,264,331,416,401,328,262,133,26,2163,4909,8540,7880,6940,6018,4339,1917,372,40917,41,112,146,117,85,108,78,17,712,2054,2206,1977,1658,1222,1014,770,325,11214,8482,16006,16051,13336,10642,7811,3631,862,76817,65,1106,1243,693,411,217,51,7,3802,111,720,697,612,367,235,66,11,2809,1184,4714,4580,2799,1705,1096,386,73,16539,1358,3479,3600,3154,2311,1300,403,93,15706,3469,5424,4777,4231,2927,1239,271,70,22406,881,558,486,364,286,202,53,4,2829,321,445,565,638,596,458,160,51,3229,4666,6426,5833,5230,3808,1895,486,121,28467,69,105,131,118,131,131,74,26,777,1902,2371,2021,1658,1277,1416,1095,620,12364,9357,18922,18106,14267,10012,6292,2561,952,80459,96,1782
312,10,273,305,265,221,170,50,7,1289,3,85,105,155,154,82,22,4,610,299,1326,1086,865,670,529,147,34,4946,85,513,837,1043,961,629,207,25,4309,1662,5189,5403,4920,4512,2898,1041,167,25791,371,178,128,90,74,57,11,0,917,86,97,169,190,184,171,79,7,983,2120,5464,5699,5200,4769,3131,1133,177,27685,28,54,59,59,54,45,43,6,345,1617,3266,3206,3242,2849,1414,710,242,16557,4164,10979,11293,10834,9681,6001,2301,490,55746,23,374,401,279,250,133,18,0,1479,44,292,321,322,265,156,27,6,1433,671,2595,2358,1605,1094,659,176,46,9205,312,1142,1421,1438,1257,684,235,49,6539,1352,2892,2517,2176,1744,678,135,22,11510,403,280,277,211,156,83,24,7,1440,144,191,261,295,282,178,70,8,1438,1906,3362,3061,2677,2180,937,228,34,14392,27,46,53,52,56,61,31,8,328,1326,1886,1521,1479,1509,1175,749,332,9973,4309,9700,9130,7854,6602,3819,1467,473,43347,40,643
313,4,167,323,360,392,398,160,34,1833,7,107,145,201,245,221,80,9,1013,374,1257,1372,1351,1045,1041,519,99,7063,290,891,1314,1582,1539,1337,623,118,7695,2563,5234,5208,5343,4854,4273,2297,530,30297,622,265,176,124,108,82,38,4,1412,179,205,319,281,306,336,168,26,1823,3362,5699,5696,5754,5263,4692,2500,563,33527,38,70,76,78,82,125,81,24,569,1097,1070,1058,1087,970,1046,936,445,7707,5175,9268,9991,10410,9535,8854,4904,1285,59421,23,326,589,491,435,328,85,6,2283,63,415,530,517,405,359,100,8,2405,706,2622,2926,2400,1706,1467,604,118,12546,744,2184,2543,2741,2286,1582,614,123,12819,2474,3717,3697,3557,3078,1531,393,60,18514,521,384,354,263,256,244,64,10,2094,235,304,356,530,512,511,208,40,2702,3231,4410,4405,4355,3846,2284,662,117,23310,40,76,64,78,136,172,104,36,702,1036,1162,1156,1101,1109,1433,1300,940,9243,5840,11197,12215,11690,9924,7615,3470,1348,63307,26,498
314,23,422,1086,913,599,355,103,15,3515,18,168,337,383,279,183,59,9,1442,559,2195,3005,2412,1330,836,314,46,10693,385,1285,1897,2009,1448,851,303,50,8235,2216,4595,4438,4080,3108,2086,1012,178,21712,509,212,135,100,56,48,15,0,1068,154,188,256,256,180,191,97,11,1334,2878,4990,4824,4437,3345,2323,1119,195,24112,22,44,93,92,70,68,37,13,432,538,664,626,572,355,324,262,123,3474,4418,9774,11867,10818,7429,4946,2207,452,51903,22,774,1281,904,491,220,45,5,3744,100,563,735,735,447,223,61,11,2870,1015,3908,4848,3339,1672,901,325,55,16070,730,2135,2634,2524,1684,891,313,76,10982,2087,2975,2816,2557,1721,719,137,33,13033,489,318,224,196,175,108,29,4,1549,200,250,354,484,405,269,94,25,2079,2772,3550,3388,3233,2302,1093,263,57,16663,34,51,88,106,82,77,69,12,521,498,747,693,605,436,459,427,288,4153,5185,11730,13661,11443,7109,3870,1505,512,54999,44,1191
315,6,139,140,86,140,129,18,0,666,0,58,48,61,64,78,14,0,324,142,584,439,313,357,361,66,8,2262,68,230,333,436,534,368,83,4,2058,797,2304,1985,1941,1963,1516,392,35,10930,205,149,72,81,54,29,13,0,594,37,60,72,89,112,101,23,3,508,1043,2509,2129,2105,2132,1649,426,36,12033,7,14,15,16,30,22,7,3,105,954,1341,1197,1316,1337,1151,425,79,7800,2218,4869,4300,4329,4593,3757,1047,134,25248,7,170,214,160,169,85,10,0,820,21,158,162,151,199,106,19,0,812,336,1277,906,616,687,436,100,10,4359,139,438,509,662,745,434,86,5,3020,699,1175,962,863,801,351,41,6,4899,216,167,118,107,114,78,9,0,814,61,92,100,103,132,87,27,6,613,977,1436,1181,1075,1050,511,79,11,6328,3,17,14,17,27,26,12,4,125,814,957,753,838,1056,870,327,102,5714,2301,4443,3740,3525,3941,2462,631,129,21170,15,307
316,42,788,1182,1317,1209,1228,610,90,6467,19,249,398,575,633,580,197,25,2672,706,3506,4214,3878,3116,3038,1430,293,20172,502,1543,2402,3010,2829,2634,1293,321,14538,3331,6692,7560,7939,7767,6262,3316,904,43776,723,253,160,136,143,127,70,12,1622,243,255,344,438,462,584,318,98,2739,4291,7204,8067,8516,8377,6968,3697,1022,48135,49,79,123,156,174,187,185,62,1010,1285,1514,1557,1587,1483,1650,1576,814,11463,6882,14881,17932,19037,17818,16291,8985,2630,104456,65,1282,1779,1631,1367,973,230,23,7355,91,639,1115,1256,1113,872,275,44,5400,1446,6465,7300,6288,4582,3289,1380,301,31053,1005,2899,4098,4790,4460,3204,1416,352,22226,3018,4029,4353,4750,4477,2297,657,134,23717,740,355,389,362,409,374,103,24,2755,295,349,522,772,915,903,388,129,4285,4056,4734,5264,5890,5798,3577,1149,290,30759,50,86,143,196,243,287,204,74,1288,1306,1607,1657,1701,1901,2143,2240,1539,14087,8016,17719,21352,21751,19468,14343,6890,2625,112170,102,2066
317,36,584,603,508,434,344,141,21,2676,13,147,179,189,208,127,49,10,924,395,1584,1504,1179,897,780,291,70,6707,206,677,826,977,878,573,269,66,4471,1719,3436,2845,2538,2381,1712,866,204,15705,407,221,101,65,45,29,12,0,882,97,115,132,157,121,126,66,30,853,2224,3773,3080,2762,2555,1868,949,237,17444,24,55,38,43,40,40,43,9,289,702,715,607,586,536,533,443,209,4336,3596,7541,6837,6249,5555,4270,2185,615,36845,37,620,707,599,449,234,71,7,2716,65,373,404,418,359,250,80,16,1964,804,2919,2665,1947,1325,950,435,102,11147,475,1197,1243,1393,1227,849,375,103,6853,1724,2324,1926,1765,1448,650,157,26,10013,470,270,189,158,103,94,27,3,1313,151,144,171,253,249,215,100,35,1322,2346,2746,2281,2176,1794,960,283,66,12645,42,66,49,52,43,63,54,17,383,670,658,606,552,591,612,709,410,4814,4442,8578,7949,7137,5797,3902,1996,715,40520,73,1202
318,28,499,639,557,490,355,129,16,2712,13,156,174,220,196,168,33,8,971,518,2106,1688,1468,1115,830,305,55,8095,207,828,1077,1387,1287,930,323,49,6080,2195,5330,4682,4454,4538,3326,1417,251,26204,533,277,127,118,64,46,26,3,1191,110,166,194,226,212,204,96,17,1224,2837,5770,5004,4797,4820,3578,1539,270,28615,50,56,46,72,65,63,51,4,416,1918,1667,1327,1298,1298,1151,745,282,9675,5571,11086,9961,9802,9263,7076,3131,683,56569,45,774,859,725,555,274,80,8,3316,110,534,644,522,413,247,53,10,2525,1067,3947,3404,2668,1816,1111,423,69,14499,493,1591,1821,2009,1621,981,351,83,8954,1957,3041,3019,2617,2225,947,189,36,14022,593,327,241,214,184,117,36,4,1714,182,214,251,329,343,254,81,23,1681,2726,3580,3513,3161,2753,1313,301,66,17417,35,57,48,67,65,77,46,19,430,1351,1429,1280,1268,1161,1174,848,531,9030,5823,11908,11568,10418,8378,5187,2107,786,56173,70,1273
319,10,248,332,378,401,385,159,29,1935,10,96,139,213,254,279,89,15,1088,270,1149,1384,1359,1309,1274,481,83,7304,148,616,963,1378,1816,1729,717,116,7490,2265,4890,4888,5736,7087,7485,3472,640,36463,738,384,216,221,166,158,54,7,1941,176,158,224,308,374,463,237,51,1994,3172,5433,5331,6261,7628,8103,3767,700,40394,34,59,56,85,100,148,123,33,636,1446,1389,1317,1662,1939,2214,1756,585,12319,5086,8987,9519,11337,13449,14123,7099,1554,71163,23,363,475,510,489,359,95,8,2329,45,321,476,533,546,413,110,9,2457,604,2609,2970,2681,2378,1942,633,137,13941,375,1410,1918,2578,3074,2188,790,146,12479,2268,3620,3866,4135,4219,2222,518,83,20925,708,479,411,387,416,316,97,7,2809,207,286,366,521,660,607,232,41,2919,3184,4382,4646,5038,5302,3149,835,126,26657,32,53,74,87,139,195,121,31,735,1253,1276,1309,1573,2031,2577,2257,957,13235,5510,10411,11875,13003,13950,10822,4841,1420,71832,30,614
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,3,0,0,0,3,0,14,3,9,0,5,0,0,34,0,0,8,0,0,0,0,0,10,0,0,0,4,0,0,0,0,4,0,17,15,12,4,3,0,0,50,0,0,0,0,0,0,0,0,0,4,40,73,48,16,6,0,0,197,9,58,95,64,26,12,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,12,3,0,0,0,0,0,29,13,24,7,4,4,0,0,0,47,0,0
401,179,2856,3256,2610,2021,1615,825,204,13557,47,513,676,743,723,600,207,29,3552,2065,6651,6046,5075,3828,3371,1492,381,28914,621,1499,1881,2164,1926,1683,852,219,10846,1780,3428,3154,3529,3529,2469,1330,497,19718,244,199,147,130,103,80,23,6,946,84,170,219,296,368,360,198,62,1764,2112,3796,3525,3962,4000,2911,1552,570,22423,80,141,137,113,105,117,101,40,841,878,1172,1060,993,911,802,656,448,6923,5996,16634,16581,15657,13515,11102,5688,1892,87057,199,3678,3753,2532,1812,1222,397,50,13644,81,799,1208,1276,1189,1030,293,59,5928,2810,8530,7963,6287,4255,3260,1456,412,34967,562,1545,2136,2739,2754,2326,1104,376,13551,1653,2027,2003,2126,1950,1043,364,134,11306,235,238,235,203,213,145,58,20,1340,145,175,264,488,520,470,283,106,2455,2033,2440,2501,2822,2681,1662,705,260,15105,82,118,149,125,151,155,103,45,932,916,1076,889,886,895,1037,1123,948,7766,6680,18190,18606,16656,13738,10683,5190,2146,91890,377,6535
402,202,2138,2345,1103,649,423,147,29,7042,38,363,439,332,312,263,73,11,1827,1571,5498,4928,2734,1717,1274,474,108,18306,744,2378,2829,2544,2208,1599,588,104,12997,3588,8724,7680,7263,6460,4868,2764,739,42091,624,820,449,263,215,110,40,13,2532,176,297,450,428,445,387,203,60,2444,4389,9840,8585,7953,7118,5369,2999,815,47069,86,207,201,160,122,113,91,29,1012,1530,1854,1724,1492,1258,1167,959,572,10562,8561,22282,21048,16323,13383,10215,5335,1670,98811,169,2875,2491,1013,506,247,73,22,7386,119,857,1060,760,582,355,96,13,3842,2195,7873,6725,3742,2260,1445,553,140,24927,659,3238,3816,3679,3062,1834,617,133,17043,3443,6736,5799,4900,3786,1625,452,118,26850,585,944,712,544,423,237,61,9,3513,306,476,595,789,695,467,233,79,3642,4330,8151,7108,6236,4906,2332,745,204,34007,62,182,182,144,140,151,92,32,980,1427,1705,1484,1376,1267,1534,1659,1100,11560,8951,24884,22866,16946,12716,7892,3838,1641,99739,368,5015
403,81,1449,2061,1625,1251,1004,452,108,8021,22,327,517,632,588,496,194,31,2800,1318,5048,5079,3847,2838,2503,1070,241,21938,380,1512,2432,2632,2519,2101,955,234,12763,2689,6538,6178,6333,6089,4853,2596,843,36115,522,445,297,205,158,116,54,7,1806,137,226,333,433,424,525,285,88,2443,3346,7203,6809,6962,6668,5501,2930,938,40362,70,101,138,131,141,146,144,43,917,844,966,987,969,938,953,834,486,6976,6062,16611,18017,16793,14949,12694,6573,2084,93783,109,2307,2670,1679,1269,812,226,31,9110,74,884,1210,1142,1048,778,252,28,5421,2064,7723,7527,5461,3730,2783,1097,317,30698,504,2158,3210,3634,3507,2602,1005,304,16925,2530,4187,4156,3905,3340,1822,528,162,20627,458,477,496,386,314,253,80,29,2485,214,323,496,729,734,695,325,130,3645,3206,4981,5149,5017,4393,2770,926,317,26756,60,124,113,144,183,197,153,51,1026,796,924,982,967,1049,1317,1412,979,8420,6811,19092,20858,18058,15176,11263,5075,2027,98364,194,3758
404,124,1754,1658,860,592,402,137,32,5562,30,343,387,348,304,220,54,7,1694,1220,5182,3763,2376,1673,1224,459,116,16008,487,1541,1690,1653,1540,1037,419,121,8489,1631,3938,3524,3711,3661,2553,1354,511,20878,251,276,178,126,106,76,32,0,1049,91,160,200,273,277,267,119,41,1422,1967,4380,3901,4116,4042,2891,1501,557,23348,57,115,118,104,78,84,53,29,633,648,934,749,759,764,622,476,289,5234,4535,14239,12271,10213,8982,6479,3086,1155,60969,137,2481,1932,943,630,335,83,21,6561,58,649,760,629,536,352,83,8,3073,1840,6725,5076,3054,2063,1302,408,132,20591,483,1771,1954,2169,1982,1179,375,139,10054,1529,2490,2282,2175,1878,842,286,109,11586,224,282,221,218,176,124,30,7,1296,113,206,294,473,437,330,151,61,2067,1859,2985,2794,2869,2494,1301,471,178,14950,48,96,82,96,101,94,65,26,604,584,837,746,698,754,784,811,515,5727,5002,15548,13351,10451,8556,5337,2297,1028,61558,262,4241
405,10,95,139,117,141,147,49,4,705,5,30,49,72,121,97,27,4,403,106,495,515,506,404,528,180,33,2763,40,199,369,507,610,616,196,37,2569,858,2047,2007,2139,2504,2064,885,206,12707,132,171,113,76,75,47,18,0,634,31,52,90,146,168,165,85,16,744,1020,2274,2207,2353,2745,2273,988,225,14091,10,14,26,32,51,41,29,11,217,470,389,467,582,719,724,562,232,4149,1662,3500,3776,4170,4793,4433,2029,534,24901,14,188,194,180,160,106,27,6,874,16,126,215,189,234,175,44,3,1001,346,1121,1202,927,824,692,219,55,5375,100,474,724,937,1148,785,301,63,4539,683,1340,1403,1474,1375,715,156,43,7193,135,200,186,150,130,104,13,0,918,48,93,142,201,201,149,67,18,919,864,1629,1730,1828,1712,967,237,67,9030,3,15,29,35,40,45,36,12,217,378,361,435,539,718,867,775,376,4448,1717,3907,4537,4632,4839,3632,1638,584,25487,21,282
406,10,179,144,103,104,88,21,0,647,4,37,50,44,75,45,17,0,271,104,601,500,411,341,239,61,10,2265,55,240,338,410,470,364,118,18,2013,643,2263,1934,2068,2129,1348,541,139,11071,105,163,99,58,69,29,10,3,537,40,82,88,99,103,109,45,4,563,787,2507,2124,2227,2301,1480,588,145,12166,15,30,45,41,29,38,8,3,209,613,989,902,1026,976,656,404,131,5701,1584,4580,4103,4266,4292,2909,1222,311,23268,19,239,166,112,110,61,18,3,723,13,117,122,137,152,111,21,0,671,249,1109,874,632,505,343,110,22,3833,66,397,504,682,670,411,127,27,2877,548,1125,990,1000,799,375,72,17,4934,93,175,186,118,111,52,17,0,751,54,97,106,130,132,87,31,0,627,697,1395,1276,1247,1043,508,123,20,6307,12,26,23,28,20,31,14,9,164,467,587,506,562,623,612,449,225,4031,1519,3871,3470,3405,3121,2071,858,312,18612,35,416
407,13,179,199,190,221,246,135,16,1198,0,46,86,113,174,199,62,8,698,159,885,886,850,789,982,418,77,5042,94,389,601,884,956,1148,475,89,4628,1536,3490,3399,3508,3750,3204,1533,355,20767,233,252,173,157,112,92,25,7,1042,62,110,158,247,261,320,148,41,1338,1827,3847,3729,3905,4124,3612,1702,407,23151,29,57,82,68,75,89,80,24,499,792,819,785,987,1193,1198,916,357,7065,2914,6224,6362,6987,7539,7485,3789,980,42282,28,332,339,279,292,254,59,5,1587,37,226,287,318,364,349,72,10,1672,416,1901,1902,1545,1353,1200,520,121,8953,167,850,1105,1495,1805,1520,558,104,7608,1361,2475,2357,2376,2283,1176,285,70,12371,259,305,318,262,249,189,46,12,1643,113,154,252,368,361,344,132,37,1760,1732,2927,2928,3008,2893,1699,470,124,15775,22,43,31,66,78,93,94,27,451,682,690,709,887,1094,1387,1218,714,7380,3082,6966,7302,7599,7876,6506,2989,1103,43424,42,505
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,9,0,0,12,7,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
