SA4_CODE_2021,M_PG_Deg_15_24_yr,M_PG_Deg_25_34_yr,M_PG_Deg_35_44_yr,M_PG_Deg_45_54_yr,M_PG_Deg_55_64_yr,M_PG_Deg_65_74_yr,M_PG_Deg_75_84_yr,M_PG_Deg_85_yr_over,M_PG_Deg_Tot,M_Grad_Dip_Cer_15_24,M_Grad_Dip_Cer_25_34,M_Grad_Dip_Cer_35_44,M_Grad_Dip_Cer_45_54,M_Grad_Dip_Cer_55_64,M_Grad_Dip_Cer_65_74,M_Grad_Dip_Cer_75_84,M_Grad_Dip_Cer_85_over,M_Grad_Dip_Cer_Tot,M_B_Deg_15_24_yr,M_B_Deg_25_34_yr,M_B_Deg_35_44_yr,M_B_Deg_45_54_yr,M_B_Deg_55_64_yr,M_B_Deg_65_74_yr,M_B_Deg_75_84_yr,M_B_Deg_85_yr_over,M_B_Deg_Tot,M_Adv_Dip_Dip_15_24_yr,M_Adv_Dip_Dip_25_34_yr,M_Adv_Dip_Dip_35_44_yr,M_Adv_Dip_Dip_45_54_yr,M_Adv_Dip_Dip_55_64_yr,M_Adv_Dip_Dip_65_74_yr,M_Adv_Dip_Dip_75_84_yr,M_Adv_Dip_Dip_85_yr_over,M_Adv_Dip_Dip_Total,M_Cer_III_IV_15_24_yr,M_Cer_III_IV_25_34_yr,M_Cer_III_IV_35_44_yr,M_Cer_III_IV_45_54_yr,M_Cer_III_IV_55_64_yr,M_Cer_III_IV_65_74_yr,M_Cer_III_IV_75_84_yr,M_Cer_III_IV_85_yr_over,M_Cer_III_IV_Tot,M_Cer_I_II_15_24_yr,M_Cer_I_II_25_34_yr,M_Cer_I_II_35_44_yr,M_Cer_I_II_45_54_yr,M_Cer_I_II_55_64_yr,M_Cer_I_II_65_74_yr,M_Cer_I_II_75_84_yr,M_Cer_I_II_85_yr_over,M_Cer_I_II_Tot,M_Cer_nfd_15_24_yr,M_Cer_nfd_25_34_yr,M_Cer_nfd_35_44_yr,M_Cer_nfd_45_54_yr,M_Cer_nfd_55_64_yr,M_Cer_nfd_65_74_yr,M_Cer_nfd_75_84_yr,M_Cer_nfd_85_yr_over,M_Cer_nfd_Tot,M_Cer_Tot_15_24_yr,M_Cer_Tot_25_34_yr,M_Cer_Tot_35_44_yr,M_Cer_Tot_45_54_yr,M_Cer_Tot_55_64_yr,M_Cer_Tot_65_74_yr,M_Cer_Tot_75_84_yr,M_Cer_Tot_85_yr_over,M_Cer_Tot_Tot,M_lvl_educ_inad_desc_15_24,M_lvl_educ_inad_desc_25_34,M_lvl_educ_inad_desc_35_44,M_lvl_educ_inad_desc_45_54,M_lvl_educ_inad_desc_55_64,M_lvl_educ_inad_desc_65_74,M_lvl_educ_inad_desc_75_84,M_lvl_educ_inad_desc_85ov,M_lvl_educ_inad_desc_Tot,M_lvl_educ_ns_15_24,M_lvl_educ_ns_25_34,M_lvl_educ_ns_35_44,M_lvl_educ_ns_45_54,M_lvl_educ_ns_55_64,M_lvl_educ_ns_65_74,M_lvl_educ_ns_75_84,M_lvl_educ_ns_85_yr_over,M_lvl_educ_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_PG_Deg_15_24_yr,F_PG_Deg_25_34_yr,F_PG_Deg_35_44_yr,F_PG_Deg_45_54_yr,F_PG_Deg_55_64_yr,F_PG_Deg_65_74_yr,F_PG_Deg_75_84_yr,F_PG_Deg_85_yr_over,F_PGuate_Deg_Tot,F_Grad_Dip_Cer_15_24_yr,F_Grad_Dip_Cer_25_34_yr,F_Grad_Dip_Cer_35_44_yr,F_Grad_Dip_Cer_45_54_yr,F_Grad_Dip_Cer_55_64_yr,F_Grad_Dip_Cer_65_74_yr,F_Grad_Dip_Cer_75_84_yr,F_Grad_Dip_Cer_85_yr_over,F_Grad_Dip_Cer_Tot,F_B_Deg_15_24_yr,F_B_Deg_25_34_yr,F_B_Deg_35_44_yr,F_B_Deg_45_54_yr,F_B_Deg_55_64_yr,F_B_Deg_65_74_yr,F_B_Deg_75_84_yr,F_B_Deg_85_yr_over,F_B_Deg_Tot,F_Adv_Dip_Dip_15_24,F_Adv_Dip_Dip_25_34,F_Adv_Dip_Dip_35_44,F_Adv_Dip_Dip_45_54,F_Adv_Dip_Dip_55_64,F_Adv_Dip_Dip_65_74,F_Adv_Dip_Dip_75_84,F_Adv_Dip_Dip_85_over,F_Adv_Dip_Dip_Total,F_Cer_III_IV_15_24_yr,F_Cer_III_IV_25_34_yr,F_Cer_III_IV_35_44_yr,F_Cer_III_IV_45_54_yr,F_Cer_III_IV_55_64_yr,F_Cer_III_IV_65_74_yr,F_Cer_III_IV_75_84_yr,F_Cer_III_IV_85_yr_over,F_Cer_III_IV_Tot,F_Cer_I_II_15_24_yr,F_Cer_I_II_25_34_yr,F_Cer_I_II_35_44_yr,F_Cer_I_II_45_54_yr,F_Cer_I_II_55_64_yr,F_Cer_I_II_65_74_yr,F_Cer_I_II_75_84_yr,F_Cer_I_II_85_yr_over,F_Cer_I_II_Tot,F_Cer_nfd_15_24_yr,F_Cer_nfd_25_34_yr,F_Cer_nfd_35_44_yr,F_Cer_nfd_45_54_yr,F_Cer_nfd_55_64_yr,F_Cer_nfd_65_74_yr,F_Cer_nfd_75_84_yr,F_Cer_nfd_85_yr_over,F_Cer_nfd_Tot,F_Cer_Tot_15_24_yr,F_Cer_Tot_25_34_yr,F_Cer_Tot_35_44_yr,F_Cer_Tot_45_54_yr,F_Cer_Tot_55_64_yr,F_Cer_Tot_65_74_yr,F_Cer_Tot_75_84_yr,F_Cer_Tot_85_yr_over,F_Cer_Tot_Tot,F_lvl_educ_inad_desc_15_24,F_lvl_educ_inad_desc_25_34,F_lvl_educ_inad_desc_35_44,F_lvl_educ_inad_desc_45_54,F_lvl_educ_inad_desc_55_64,F_lvl_educ_inad_desc_65_74,F_lvl_educ_inad_desc_75_84,F_lvl_educ_inad_desc_85ov,F_lvl_educ_inad_desc_Tot,F_lvl_educ_ns_15_24_yr,F_lvl_educ_ns_25_34_yr,F_lvl_educ_ns_35_44_yr,F_lvl_educ_ns_45_54_yr,F_lvl_educ_ns_55_64_yr,F_lvl_educ_ns_65_74_yr,F_lvl_educ_ns_75_84_yr,F_lvl_educ_ns_85_yr_over,F_lvl_educ_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_PG_Deg_15_24_yr,P_PG_Deg_25_34_yr
112,16,400,681,691,700,733,268,44,3533,5,94,248,275,335,413,94,13,1486,270,1901,2483,2451,2059,2059,667,177,12067,227,853,1360,1494,1595,1397,625,168,7717,1498,3868,4222,4456,5348,4285,2129,573,26384,200,190,142,139,140,125,22,12,975,71,134,231,283,325,397,206,60,1705,1766,4194,4596,4876,5817,4808,2359,646,29063,37,61,64,82,100,144,82,42,605,1211,1313,1465,1471,1552,1548,1158,674,10402,3530,8815,10904,11351,12152,11104,5248,1771,64871,25,775,1076,994,876,652,153,11,4567,39,366,630,677,713,576,143,27,3176,563,3658,4466,3755,2900,2318,788,159,18607,403,1691,2120,2591,2812,2177,822,239,12856,1556,2486,2653,2958,2917,1465,333,128,14500,254,249,259,307,374,271,85,17,1817,147,254,345,481,787,728,313,106,3158,1964,2980,3258,3743,4082,2461,732,252,19481,28,69,83,99,178,209,135,65,866,1179,1366,1458,1477,1724,1870,1693,1310,12080,4205,10923,13083,13339,13290,10269,4462,2073,71635,44,1177
113,14,367,362,298,279,204,67,20,1612,4,84,121,151,140,119,42,3,660,242,1406,1228,998,687,546,193,43,5343,154,588,704,772,721,481,206,55,3686,1650,3456,3016,2829,2975,2026,847,232,17027,165,166,101,98,90,66,18,3,705,53,118,138,165,161,170,85,16,902,1863,3738,3254,3091,3232,2255,953,252,18633,21,52,49,31,29,34,26,8,258,1092,1271,1151,1097,965,864,653,307,7392,3390,7505,6868,6438,6053,4496,2128,696,37585,30,525,495,371,271,141,34,4,1877,40,282,320,341,275,219,40,8,1531,609,2561,2201,1624,1071,731,314,79,9179,345,1049,1094,1167,1166,764,336,103,6023,1188,2141,1941,1749,1512,638,137,44,9348,217,249,181,217,242,134,38,10,1295,102,150,164,311,419,341,115,45,1649,1508,2543,2289,2281,2175,1108,288,99,12294,34,57,49,50,95,82,64,26,466,825,820,747,811,941,1002,872,585,6600,3380,7838,7195,6640,5995,4055,1962,908,37980,44,895
114,10,310,420,496,551,689,338,77,2898,0,61,110,154,211,269,104,12,918,197,1012,1160,1135,1349,1418,692,154,7106,98,465,811,952,1057,983,545,132,5043,1193,2896,2768,2960,3560,3208,1884,486,18948,113,110,106,67,88,103,32,9,620,67,79,112,178,228,330,205,41,1239,1369,3089,2986,3203,3879,3630,2113,536,20806,21,36,47,48,63,103,67,26,413,682,835,807,822,775,818,709,364,5817,2381,5807,6339,6802,7886,7905,4570,1295,42998,24,507,635,595,604,575,161,29,3134,35,264,346,337,469,470,122,8,2052,350,1864,2036,1936,1784,1582,643,156,10355,248,912,1095,1487,1774,1585,751,172,8025,908,1861,1717,1732,1767,965,278,84,9308,150,160,175,215,296,215,80,19,1307,85,142,185,299,534,600,315,80,2239,1145,2166,2076,2251,2599,1780,669,184,12853,19,37,46,59,107,180,132,37,624,602,563,586,668,838,1096,1081,710,6141,2424,6309,6813,7339,8170,7267,3558,1296,43181,32,815
115,42,1305,4112,2858,1969,1205,374,90,11940,17,178,472,485,400,312,96,22,1985,1400,4013,5553,4692,3371,2511,972,235,22740,456,995,1857,2306,1812,1252,574,147,9388,1686,2837,3022,3802,3402,2215,1423,368,18758,93,82,76,77,90,80,52,11,567,110,139,246,311,386,362,196,46,1802,1893,3060,3351,4193,3873,2659,1676,431,21135,40,81,158,157,124,116,105,26,801,471,506,721,658,512,535,458,403,4269,4309,10131,16217,15349,12064,8594,4244,1344,72254,90,2133,4456,2365,1250,611,174,34,11102,85,407,767,785,543,457,130,19,3190,1775,5361,7735,5714,3548,2155,674,182,27147,780,1424,2450,3167,2436,1695,707,221,12867,986,1352,1526,1912,1447,738,285,60,8307,191,116,160,277,281,173,50,12,1271,137,156,305,619,717,657,294,90,2974,1319,1623,1994,2810,2451,1570,628,166,12551,51,93,154,170,186,185,139,47,1022,418,572,758,666,654,678,771,718,5239,4517,11605,18317,15683,11063,7349,3219,1377,73125,130,3433
116,140,2639,6099,2222,1147,628,176,29,13075,23,290,660,434,223,152,47,0,1835,1728,6867,8851,4406,2818,1705,501,91,26969,1010,2992,3530,2536,1718,901,306,50,13043,2195,4913,4718,4623,3893,2420,1110,274,24149,222,228,224,183,152,91,26,5,1134,168,278,452,475,414,303,139,25,2243,2584,5421,5394,5286,4456,2813,1270,298,27521,78,220,321,229,161,149,54,6,1223,2062,2886,2590,1772,1290,1041,715,299,12653,7624,21321,27448,16881,11817,7383,3072,776,96322,220,4223,5665,1697,758,371,78,13,13027,124,768,930,554,353,178,49,0,2963,2334,9925,10283,5140,3203,1845,439,102,33258,1086,3229,3823,3041,1987,1038,315,83,14608,1898,3334,3462,2966,1901,748,172,60,14542,372,321,433,396,321,162,51,7,2063,218,358,559,762,658,451,140,47,3195,2486,4012,4448,4123,2886,1359,366,109,19801,61,232,359,214,187,164,71,12,1299,1598,2436,2308,1577,1341,1288,899,661,12105,7916,24825,27815,16350,10708,6247,2208,979,97049,364,6865
117,332,7911,6258,3294,2094,1276,405,64,21627,73,1037,877,672,455,275,70,8,3462,4126,19085,10689,5436,3418,1894,678,160,45473,1264,4511,3352,2375,1480,756,299,89,14125,1255,4401,2989,2440,2006,1132,586,163,14972,132,216,184,134,117,63,14,4,865,134,350,348,371,330,218,85,22,1862,1517,4968,3527,2942,2449,1413,696,191,17697,137,374,271,180,151,111,72,23,1316,2232,4795,2971,2001,1580,1099,708,301,15686,9681,42679,27941,16894,11614,6823,2928,833,119391,505,9060,6210,3004,1816,978,291,43,21911,100,1370,1144,807,648,415,109,11,4609,5208,20935,10184,5164,3053,1696,574,172,46993,1498,4344,3131,2322,1649,976,419,124,14459,977,2145,1433,1120,839,437,144,57,7148,169,223,155,189,156,115,25,10,1037,150,370,317,452,456,279,132,40,2202,1298,2731,1906,1764,1452,825,301,110,10379,142,333,217,152,138,134,54,19,1202,1798,3801,2069,1283,1105,965,743,438,12205,10551,42579,24865,14493,9857,5998,2496,911,111758,840,16969
118,100,3296,3912,3042,2085,1383,686,160,14653,23,393,527,498,347,229,106,27,2155,1676,9900,6778,5260,3577,2464,1098,325,31070,422,1603,1741,1541,1205,767,376,147,7805,681,2706,2067,1841,1762,1229,890,318,11501,80,88,75,75,72,57,20,4,476,81,218,210,260,274,224,120,31,1412,840,3012,2357,2175,2108,1511,1038,354,13387,55,235,163,127,121,117,89,36,951,918,1899,1539,1094,844,740,678,490,8200,4035,20331,17015,13740,10285,7211,4070,1531,78220,159,4244,4384,3159,1881,1061,393,71,15362,45,780,814,787,646,541,162,28,3798,2592,13363,8564,5962,3685,2256,1044,314,37777,600,2127,2109,2355,1930,1454,771,280,11616,460,1077,926,919,815,479,255,94,5025,92,119,118,149,154,113,61,13,822,86,239,227,412,511,438,242,93,2249,641,1441,1272,1475,1477,1028,558,203,8093,42,225,194,143,180,200,152,42,1184,765,1714,1203,944,743,912,1091,1120,8494,4846,23898,18537,14829,10531,7457,4172,2058,86324,262,7538
119,243,6473,5482,3038,2024,1033,326,72,18702,52,600,696,539,483,327,113,17,2833,4028,14360,10256,6250,5045,2825,1094,340,44201,2130,4402,5058,4067,3134,1713,654,201,21355,2635,6015,5877,6464,5906,3826,2471,894,34093,271,284,279,295,239,140,54,12,1571,273,482,620,729,769,566,265,104,3804,3180,6780,6779,7486,6911,4527,2792,1018,39472,156,481,405,296,283,230,103,45,2000,2761,4280,3374,2532,2295,1898,1643,1111,19892,12546,37373,32048,24208,20175,12560,6738,2803,148455,394,7185,5599,2741,1420,604,141,24,18116,213,1080,1134,943,686,463,126,30,4686,4915,16707,12360,7576,4824,2387,811,278,49856,2266,5157,5765,5815,4079,2198,819,288,26384,1832,3544,3566,3572,2734,1240,444,176,17099,336,349,513,631,608,289,76,29,2822,311,540,801,1371,1469,925,364,152,5937,2476,4434,4873,5580,4808,2448,887,354,25859,148,396,378,414,430,306,147,56,2289,2420,3878,3200,2614,2410,2232,2096,2107,20954,12840,38845,33309,25681,18651,10651,5027,3145,148144,644,13661
120,182,4860,4501,2864,2112,1282,460,84,16356,37,572,640,610,419,323,101,23,2731,2511,10729,7829,5222,3847,2495,961,234,33830,1637,2372,2468,2176,1627,940,389,95,11703,957,2591,2265,2457,2376,1510,930,319,13413,125,132,114,107,99,54,39,4,669,118,239,281,344,386,288,134,40,1831,1203,2959,2663,2907,2859,1847,1101,366,15910,102,207,191,163,142,131,67,32,1028,1043,1957,1316,909,824,800,678,442,7969,6713,23668,19604,14854,11839,7815,3757,1282,89524,260,5953,5051,3148,2114,1220,307,61,18113,141,896,1068,995,818,608,176,32,4735,3121,12439,9186,6603,4137,2249,825,206,38760,1323,2602,2530,3016,2358,1507,563,223,14113,815,1362,1244,1355,1184,616,226,86,6894,142,136,172,238,221,121,44,12,1086,102,210,293,584,677,491,228,84,2671,1049,1711,1706,2183,2084,1233,499,181,10656,69,184,185,157,196,205,112,41,1149,880,1777,1205,935,890,951,912,986,8538,6846,25550,20930,17028,12601,7978,3392,1725,96056,444,10817
121,108,4042,8304,6649,4673,3103,1611,372,28862,34,581,1082,1166,878,633,257,59,4697,2812,11093,12194,10118,7619,5232,2935,932,52944,683,1819,2653,2822,2330,1711,1068,450,13537,968,2377,2293,2419,2363,1629,1169,493,13702,149,117,116,108,110,82,64,26,776,108,183,305,442,481,455,317,95,2392,1223,2674,2718,2977,2955,2165,1547,615,16874,59,156,239,284,188,214,191,86,1416,671,1110,1314,1010,867,823,792,549,7143,5592,21481,28504,25021,19520,13883,8407,3058,125472,211,5834,9379,6375,3551,1978,765,128,28230,82,1018,1627,1719,1407,1094,463,95,7508,3517,13376,15178,12156,7735,4785,2336,851,59924,732,2088,3154,4087,3764,3120,1943,755,19649,766,1246,1287,1515,1330,820,380,156,7490,169,99,153,256,255,242,117,35,1328,110,184,326,718,893,966,643,286,4123,1043,1535,1759,2490,2480,2023,1139,482,12941,60,170,302,267,291,362,267,106,1826,643,1241,1322,1094,1017,1207,1306,1310,9137,6283,25268,32718,28188,20242,14572,8223,3733,139226,323,9874
122,26,1252,2375,2512,1804,1044,517,103,9639,16,211,411,539,432,322,127,18,2082,1142,4768,5405,5689,3996,2551,1256,372,25179,377,1305,1878,2447,1775,1228,758,227,9989,1232,3083,3119,3490,3265,2076,1536,542,18351,109,68,103,103,100,93,41,10,618,82,130,252,368,473,399,272,102,2081,1420,3280,3473,3961,3836,2565,1846,657,21049,31,114,127,166,132,98,113,42,815,487,667,792,755,675,586,582,404,4955,3502,11598,14466,16072,12655,8396,5199,1828,73714,63,1745,2857,2428,1398,664,236,55,9445,52,475,778,1003,785,570,190,40,3888,1627,6838,7523,6700,3854,2139,976,299,29951,623,1769,2567,3506,2805,1897,1104,349,14620,759,1156,1338,1697,1408,739,339,116,7544,147,95,158,279,265,226,90,30,1289,114,177,297,654,800,711,497,160,3420,1018,1433,1791,2628,2478,1677,927,307,12255,35,110,150,178,185,218,193,67,1135,450,733,799,838,710,841,1038,957,6376,3865,13102,16461,17275,12216,8004,4665,2086,77676,91,2993
123,27,996,1972,1135,695,400,123,25,5367,12,143,297,269,191,161,47,7,1122,829,3090,3507,2101,1366,951,315,65,12219,458,1731,2269,1861,1457,871,265,50,8966,2487,5660,5559,5323,4487,3251,1396,257,28428,170,212,183,141,119,95,26,0,932,132,217,323,341,361,355,129,21,1879,2785,6088,6066,5796,4963,3697,1553,275,31236,50,116,138,116,105,72,55,15,668,1142,1288,1376,1093,840,764,637,247,7387,5305,13443,15621,12372,9611,6919,2998,685,66960,92,1811,2177,945,527,265,54,10,5880,98,553,580,433,336,226,36,6,2258,1283,5223,5079,3010,1773,1034,279,58,17733,1002,2836,3053,2580,1927,1144,298,70,12913,1861,3801,3495,2799,2142,858,202,44,15194,336,383,392,357,333,207,42,11,2053,215,306,445,665,733,537,167,44,3113,2411,4491,4333,3817,3214,1597,411,96,20368,53,113,172,166,174,175,67,7,933,1080,1425,1411,1085,1051,1082,962,680,8769,6018,16450,16811,12031,8991,5519,2108,927,68854,128,2807
124,46,1131,1777,1181,974,783,270,59,6219,13,220,316,351,367,353,103,12,1731,823,3247,3367,2530,2052,1691,590,131,14436,496,1754,2239,2178,1818,1220,446,98,10254,3043,7061,6287,5914,5315,3621,1622,353,33215,242,249,244,158,141,103,40,4,1186,134,249,334,384,449,395,207,39,2182,3416,7555,6870,6452,5903,4117,1866,397,36584,50,99,144,105,104,104,74,25,711,1321,1703,1630,1351,1128,966,773,378,9263,6173,15716,16347,14151,12349,9242,4129,1095,79197,101,2035,2198,1400,1065,723,161,22,7705,103,603,721,732,653,531,129,17,3491,1412,5522,5316,3768,2649,1964,695,161,21482,934,2998,3219,3004,2536,1644,659,164,15168,2333,4561,3983,3336,2608,1100,257,86,18253,395,408,399,425,391,255,44,14,2321,231,306,467,686,779,654,277,74,3470,2961,5272,4845,4444,3781,2006,584,166,24047,52,99,155,163,175,195,126,35,1003,1187,1720,1552,1339,1180,1241,1243,922,10385,6747,18246,18002,14850,12039,8312,3597,1483,83276,147,3165
125,348,7690,7341,2806,1885,925,292,52,21334,47,585,783,443,357,270,76,21,2576,3239,13633,11166,5243,3697,2304,948,236,40464,2013,3955,4122,2894,2103,1216,534,155,16988,1981,4443,4336,4212,3783,2557,1484,505,23293,212,256,235,200,164,103,37,8,1215,193,377,477,478,459,359,218,65,2632,2382,5075,5049,4893,4407,3024,1735,581,27145,127,462,451,258,204,165,90,41,1811,2787,5073,4029,2502,1977,1515,1021,671,19578,10953,36477,32943,19040,14634,9411,4691,1745,129897,419,8260,6696,2364,1161,499,153,19,19573,191,1054,1080,764,503,326,96,14,4036,3825,15469,11363,5908,3652,1940,707,199,43066,1941,4279,4418,3814,2805,1499,648,177,19588,1523,2762,2776,2420,1834,721,260,93,12386,316,309,349,414,364,209,60,13,2038,242,387,591,868,817,611,267,91,3882,2080,3453,3717,3700,3025,1547,592,198,18305,145,399,350,262,285,238,113,32,1829,2180,3884,3139,2019,1890,1548,1282,1021,16963,10783,36801,30760,18835,13324,7600,3589,1658,123354,766,15950
126,126,3266,4049,2448,1835,1136,439,108,13411,25,267,380,385,321,231,68,12,1697,1629,6269,5677,3650,2932,2079,870,282,23387,461,1204,1446,1346,1133,763,358,158,6868,597,1416,1288,1392,1492,1039,685,288,8194,77,81,55,46,65,43,28,5,406,62,97,152,192,213,221,112,45,1098,740,1592,1497,1636,1764,1309,832,337,9701,43,130,142,122,100,90,59,30,718,461,877,754,543,500,402,373,311,4226,3493,13612,13943,10130,8583,6014,2997,1233,60008,152,4225,4456,2145,1293,602,196,40,13112,67,514,626,567,518,390,151,37,2875,1915,7357,6554,4382,3053,1754,715,244,25968,531,1187,1521,1879,1664,1214,582,224,8807,443,692,700,844,804,475,168,89,4222,90,68,76,131,190,110,53,20,727,66,109,175,372,465,414,230,120,1949,596,873,956,1343,1457,1004,448,227,6906,49,126,135,113,121,158,103,38,842,422,849,737,503,576,577,591,669,4932,3731,15126,14984,10932,8677,5701,2792,1482,63427,279,7491
127,108,1774,2163,1168,716,388,100,15,6437,30,250,333,251,185,111,28,6,1201,2076,6888,5158,3252,2270,1454,480,75,21651,929,3007,3579,2892,2139,973,366,74,13950,2594,6172,5697,5604,4900,3051,1480,344,29832,297,303,251,186,170,82,25,3,1318,201,378,524,532,489,335,129,30,2614,3091,6854,6470,6326,5556,3469,1629,375,33767,95,203,253,223,216,144,57,23,1210,2173,2518,2524,2036,2026,1456,1055,605,14394,8500,21486,20481,16156,13102,8004,3714,1166,92606,229,2980,2325,946,487,221,47,5,7244,171,708,678,432,257,142,38,13,2437,3108,9755,6912,3879,2203,1291,303,59,27516,1520,4360,4652,3969,2529,1132,359,68,18579,1920,3924,3946,3283,2199,857,249,48,16434,351,380,567,615,454,173,32,7,2581,261,491,755,1012,913,468,131,33,4067,2531,4790,5272,4909,3563,1501,418,93,23078,76,226,234,229,233,178,69,13,1252,1960,2606,2570,2075,1962,1620,1233,913,14943,9598,25432,22641,16442,11232,6078,2466,1167,95053,338,4754
128,25,771,1491,1276,1017,672,260,64,5570,19,210,293,337,321,294,84,12,1563,967,3610,3430,2860,2175,1717,623,179,15562,340,1161,1997,2210,1667,1093,504,168,9143,1753,3843,3834,4497,4180,2903,1851,679,23545,110,91,90,98,100,86,52,12,641,91,154,240,329,426,454,228,52,1977,1957,4089,4164,4927,4707,3442,2131,743,26157,35,66,97,96,108,101,81,27,610,395,543,614,587,507,438,477,350,3913,3727,10450,12089,12283,10507,7761,4162,1538,62514,64,1411,1869,1275,773,425,119,16,5957,77,461,683,609,634,463,95,16,3043,1533,5253,5338,3988,2452,1446,480,126,20609,732,1837,2560,3139,2307,1482,628,212,12879,999,1677,1829,1899,1667,839,322,117,9351,138,148,194,281,305,196,80,31,1374,150,149,357,724,805,710,400,165,3453,1290,1976,2372,2902,2777,1745,806,313,14185,24,71,112,151,198,238,152,64,1008,350,582,633,676,608,752,915,864,5381,4062,11578,13564,12744,9751,6555,3188,1613,63061,89,2180
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,35,555,626,568,470,407,167,30,2859,6,140,250,287,297,328,77,9,1389,379,1644,1726,1424,1055,932,367,58,7588,181,725,935,1099,919,867,337,68,5136,1346,3380,2945,3068,2965,2239,1107,275,17320,157,171,96,85,80,57,21,4,673,44,102,118,132,174,156,75,21,820,1545,3651,3165,3287,3216,2443,1204,300,18810,9,38,33,44,38,54,35,11,268,714,671,660,816,783,893,680,312,5528,2875,7425,7398,7526,6772,5927,2858,790,41574,52,762,813,712,638,414,97,6,3497,44,440,646,643,556,448,114,26,2909,600,2646,2760,2172,1552,1195,448,104,11486,376,1220,1462,1548,1500,1064,460,112,7739,985,2124,1974,1932,1581,829,158,54,9636,197,218,206,166,149,133,37,8,1108,74,133,162,220,245,216,86,35,1163,1252,2478,2336,2312,1976,1182,279,97,11913,24,40,39,58,53,72,53,22,364,704,686,673,790,827,1057,949,601,6285,3052,8279,8735,8234,7099,5434,2396,962,44181,92,1315
202,30,375,542,522,458,449,192,22,2591,11,141,279,317,320,288,62,4,1418,299,1493,1686,1475,1024,1038,423,94,7527,163,650,867,1009,984,945,462,77,5164,1069,3127,2870,2970,2969,2156,1084,286,16542,152,127,103,81,60,57,15,0,600,46,91,107,128,189,163,78,27,840,1266,3344,3083,3187,3216,2380,1178,319,17979,10,46,31,45,36,53,37,17,269,624,696,684,779,828,787,690,395,5490,2403,6749,7177,7340,6871,5932,3045,928,40434,69,755,780,692,573,403,114,13,3408,58,467,700,716,618,444,113,18,3133,549,2551,2780,2252,1581,1264,498,117,11593,340,1150,1307,1482,1435,1166,497,113,7485,900,1979,1770,1754,1592,751,197,36,8992,165,178,197,155,209,140,30,7,1082,86,104,149,233,262,205,106,37,1181,1150,2257,2116,2146,2064,1099,335,82,11257,6,58,36,47,61,60,56,25,349,610,712,683,764,882,1015,1014,774,6453,2789,7946,8411,8094,7212,5457,2626,1145,43675,104,1131
203,187,1946,1482,1143,984,760,346,43,6881,20,377,520,496,536,482,146,16,2578,1163,4559,4320,3166,2393,2098,779,183,18665,639,1853,2189,2188,1843,1866,810,175,11562,2251,6278,5783,5498,5147,3769,1871,604,31195,257,216,196,127,105,78,33,5,1018,86,177,234,263,266,311,187,35,1552,2590,6667,6212,5886,5521,4152,2092,643,33766,49,83,122,78,77,93,89,37,638,1178,1327,1104,1170,1103,1116,985,514,8507,5828,16812,15950,14132,12460,10567,5250,1613,82606,111,2168,1965,1308,1019,646,166,9,7386,124,1115,1357,1209,985,751,203,26,5774,1652,6988,6461,4419,3126,2398,880,194,26123,839,2739,3149,3279,2863,2159,965,279,16272,1829,3691,3505,3288,2866,1379,375,103,17049,296,252,312,293,255,219,67,11,1698,179,253,349,427,453,427,185,76,2341,2308,4196,4168,4008,3575,2021,621,197,21087,47,79,76,88,111,156,141,44,735,1042,1168,1239,1121,1200,1542,1600,1122,10037,6119,18457,18408,15440,12874,9674,4587,1869,87417,300,4113
