SA4_CODE_2021,F_Mgmt_Cmrce_35_44_yr,F_Mgmt_Cmrce_45_54_yr,F_Mgmt_Cmrce_55_64_yr,F_Mgmt_Cmrce_65_74_yr,F_Mgmt_Cmrce_75_84_yr,F_Mgmt_Cmrce_85_yr_over,F_Mgmt_Cmrce_Tot,F_Scty_Cul_15_24_yr,F_Scty_Cul_25_34_yr,F_Scty_Cul_35_44_yr,F_Scty_Cul_45_54_yr,F_Scty_Cul_55_64_yr,F_Scty_Cul_65_74_yr,F_Scty_Cul_75_84_yr,F_Scty_Cul_85_yr_over,F_Scty_Cul_Tot,F_Crtve_Arts_15_24_yr,F_Crtve_Arts_25_34_yr,F_Crtve_Arts_35_44_yr,F_Crtve_Arts_45_54_yr,F_Crtve_Arts_55_64_yr,F_Crtve_Arts_65_74_yr,F_Crtve_Arts_75_84_yr,F_Crtve_Arts_85_yr_over,F_Crtve_Arts_Tot,F_FoodHos_PsnlSvcs_15_24_yr,F_FoodHos_PsnlSvcs_25_34_yr,F_FoodHos_PsnlSvcs_35_44_yr,F_FoodHos_PsnlSvcs_45_54_yr,F_FoodHos_PsnlSvcs_55_64_yr,F_FoodHos_PsnlSvcs_65_74_yr,F_FoodHos_PsnlSvcs_75_84_ye,F_FoodHos_PsnlSvcs_85_over,F_FoodHos_PsnlSvcs_Tot,F_Mix_Fld_Prog_15_24_yr,F_Mix_Fld_Prog_25_34_yr,F_Mix_Fld_Prog_35_44_yr,F_Mix_Fld_Prog_45_54_yr,F_Mix_Fld_Prog_55_64_yr,F_Mix_Fld_Prog_65_74_yr,F_Mix_Fld_Prog_75_84_yr,F_Mix_Fld_Prog_85_yr_over,F_Mix_Fld_Prog_Tot,F_Fld_stud_inad_desc_15_24,F_Fld_stud_inad_desc_25_34,F_Fld_stud_inad_desc_35_44,F_Fld_stud_inad_desc_45_54,F_Fld_stud_inad_desc_55_64,F_Fld_stud_inad_desc_65_74,F_Fld_stud_inad_desc_75_84,F_Fld_stud_inad_desc_85_over,F_Fld_stud_inad_desc_Tot,F_Fld_stud_ns_15_24_yr,F_Fld_stud_ns_25_34_yr,F_Fld_stud_ns_35_44_yr,F_Fld_stud_ns_45_54_yr,F_Fld_stud_ns_55_64_yr,F_Fld_stud_ns_65_74_yr,F_Fld_stud_ns_75_84_yr,F_Fld_stud_ns_85_yr_over,F_Fld_stud_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Nat_Phy_Sci_15_24_yr,P_Nat_Phy_Sci_25_34_yr,P_Nat_Phy_Sci_35_44_yr,P_Nat_Phy_Sci_45_54_yr,P_Nat_Phy_Sci_55_64_yr,P_Nat_Phy_Sci_65_74_yr,P_Nat_Phy_Sci_75_84_yr,P_Nat_Phy_Sci_85_yr_over,P_Nat_Phy_Sci_Tot,P_IT_15_24_yr,P_IT_25_34_yr,P_IT_35_44_yr,P_IT_45_54_yr,P_IT_55_64_yr,P_IT_65_74_yr,P_IT_75_84_yr,P_IT_85_yr_over,P_IT_Tot,P_Egnr_rel_Tech_15_24_yr,P_Egnr_rel_Tech_25_34_yr,P_Egnr_rel_Tech_35_44_yr,P_Egnr_rel_Tech_45_54_yr,P_Egnr_rel_Tech_55_64_yr,P_Egnr_rel_Tech_65_74_yr,P_Egnr_rel_Tech_75_84_yr,P_Egnr_rel_Tech_85_yr_over,P_Egnr_rel_Tech_Tot,P_Arc_Bld_15_24_yr,P_Arc_Bld_25_34_yr,P_Arc_Bld_35_44_yr,P_Arc_Bld_45_54_yr,P_Arc_Bld_55_64_yr,P_Arc_Bld_65_74_yr,P_Arc_Bld_75_84_yr,P_Arc_Bld_85_yr_over,P_Arc_Bld_Tot,P_Agric_Env_Rel_Stud_15_24,P_Agric_Env_Rel_Stud_25_34,P_Agric_Env_Rel_Stud_35_44,P_Agric_Env_Rel_Stud_45_54,P_Agric_Env_Rel_Stud_55_64,P_Agric_Env_Rel_Stud_65_74,P_Agric_Env_Rel_Stud_75_84,P_Agric_Env_Rel_Stud_85_over,P_Agric_Envir_Rel_Stud_Tot,P_Hlth_15_24_yr,P_Hlth_25_34_yr,P_Hlth_35_44_yr,P_Hlth_45_54_yr,P_Hlth_55_64_yr,P_Hlth_65_74_yr,P_Hlth_75_84_yr,P_Hlth_85_yr_over,P_Hlth_Tot,P_Edu_15_24_yr,P_Edu_25_34_yr,P_Edu_35_44_yr,P_Edu_45_54_yr,P_Edu_55_64_yr,P_Edu_65_74_yr,P_Edu_75_84_yr,P_Edu_85_yr_over,P_Edu_Tot,P_Mgmt_Cmrce_15_24_yr,P_Mgmt_Cmrce_25_34_yr,P_Mgmt_Cmrce_35_44_yr,P_Mgmt_Cmrce_45_54_yr,P_Mgmt_Cmrce_55_64_yr,P_Mgmt_Cmrce_65_74_yr,P_Mgmt_Cmrce_75_84_yr,P_Mgmt_Cmrce_85_yr_over,P_Mgmt_Cmrce_Tot,P_Scty_Cul_15_24_yr,P_Scty_Cul_25_34_yr,P_Scty_Cul_35_44_yr,P_Scty_Cul_45_54_yr,P_Scty_Cul_55_64_yr,P_Scty_Cul_65_74_yr,P_Scty_Cul_75_84_yr,P_Scty_Cul_85_yr_over,P_Scty_Cul_Tot,P_Crtve_Arts_15_24_yr,P_Crtve_Arts_25_34_yr,P_Crtve_Arts_35_44_yr,P_Crtve_Arts_45_54_yr,P_Crtve_Arts_55_64_yr,P_Crtve_Arts_65_74_yr,P_Crtve_Arts_75_84_yr,P_Crtve_Arts_85_yr_over,P_Crtve_Arts_Tot,P_FoodHos_PsnlSvcs_15_24,P_FoodHos_PsnlSvcs_25_34,P_FoodHos_PsnlSvcs_35_44,P_FoodHos_PsnlSvcs_45_54,P_FoodHos_PsnlSvcs_55_64,P_FoodHos_PsnlSvcs_65_74,P_FoodHos_PsnlSvcs_75_84,P_FoodHos_PsnlSvcs_85_over,P_FoodHos_PsnlSvcs_Tot,P_Mix_Fld_Prog_15_24_yr,P_Mix_Fld_Prog_25_34_yr,P_Mix_Fld_Prog_35_44_yr,P_Mix_Fld_Prog_45_54_yr,P_Mix_Fld_Prog_55_64_yr,P_Mix_Fld_Prog_65_74_yr,P_Mix_Fld_Prog_75_84_yr,P_Mix_Fld_Prog_85_yr_over,P_Mix_Fld_Prog_Tot,P_Fld_stud_inad_desc_15_24,P_Fld_stud_inad_desc_25_34,P_Fld_stud_inad_desc_35_44,P_Fld_stud_inad_desc_45_54,P_Fld_stud_inad_desc_55_64,P_Fld_stud_inad_desc_65_74,P_Fld_stud_inad_desc_75_84,P_Fld_stud_inad_desc_85_over,P_Fld_stud_inad_desc_Tot,P_Fld_stud_ns_15_24_yr,P_Fld_stud_ns_25_34_yr,P_Fld_stud_ns_35_44_yr,P_Fld_stud_ns_45_54_yr,P_Fld_stud_ns_55_64_yr,P_Fld_stud_ns_65_74_yr,P_Fld_stud_ns_75_84_yr,P_Fld_stud_ns_85_yr_over,P_Fld_stud_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr
305,5754,4686,2425,1022,300,80,23981,1742,4832,3509,2874,1870,1110,344,58,16336,1396,2664,1520,1081,536,244,86,35,7560,862,1324,691,567,394,195,77,18,4140,81,36,10,11,12,8,5,4,162,148,313,306,288,183,108,46,16,1418,1549,2595,1589,1120,912,658,568,406,9401,11551,29344,20524,16466,10899,6138,2549,914,98383,1040,2516,1564,1173,792,545,188,46,7856,784,2596,2280,1341,667,171,27,5,7866,1315,5985,4141,3033,2502,1549,707,216,19445,588,2455,1768,1413,1033,560,257,64,8143,187,577,459,377,259,159,67,14,2105,1938,7070,4438,3686,2945,1529,768,201,22571,441,2031,1894,2157,2087,1722,695,147,11168,4567,12747,10702,9011,5118,2324,734,164,45357,2738,7839,5639,4740,3170,2043,698,121,26990,2309,4705,2598,1681,857,394,141,49,12738,1391,2400,1327,961,619,277,110,30,7110,147,77,30,19,19,8,9,4,312,286,614,562,543,356,205,91,30,2688,2979,5438,3520,2699,1970,1430,1089,668,19792,20698,57059,40916,32830
306,3010,2828,2341,1240,333,59,13259,700,1939,2253,2262,1941,1032,293,26,10448,178,447,428,363,296,194,72,13,1993,776,1163,1039,984,636,362,113,22,5101,36,6,14,10,12,13,10,0,95,45,113,160,180,134,87,19,4,739,1761,2367,1899,1837,1950,1798,1126,563,13296,5520,13134,13521,13214,11643,7862,3099,926,68916,97,570,606,605,522,424,166,16,3004,128,369,433,311,242,148,26,7,1659,1106,2955,3137,3543,3970,3425,1544,329,20013,397,1314,1290,1430,1483,1175,520,105,7721,246,592,665,677,595,344,140,21,3276,788,2998,2715,2730,2642,1792,679,159,14504,291,1523,2051,2301,2139,1927,665,114,11014,1189,3613,4278,4181,3584,2211,679,110,19841,1077,2788,3062,3147,2682,1605,501,58,14930,281,687,677,560,474,344,125,24,3169,1124,1870,1801,1625,1132,647,199,39,8433,72,23,17,21,17,21,10,4,184,117,273,349,384,318,219,63,23,1743,3682,4865,3946,4022,4069,3961,2294,968,27811,10595,24427,25009,25530
307,1191,1139,866,419,119,20,5323,358,701,745,828,801,427,103,12,3987,50,124,108,94,98,71,23,0,574,360,587,446,390,229,129,33,3,2184,34,14,5,6,6,3,4,0,64,18,52,45,64,42,29,12,4,264,761,821,768,851,840,803,705,415,5963,2875,5290,5275,5380,4847,3308,1592,601,29175,31,120,123,167,117,112,31,3,712,57,105,103,93,74,51,13,3,505,728,1838,1797,1664,1620,1254,523,113,9543,236,572,483,506,510,432,171,31,2946,364,592,765,754,595,317,111,21,3516,378,978,876,959,1169,797,344,89,5587,247,765,915,990,926,812,347,65,5058,704,1512,1609,1624,1325,747,210,35,7759,472,918,948,1050,1005,609,196,23,5221,76,179,140,131,140,123,39,8,838,515,848,668,593,375,275,64,11,3339,43,12,5,6,7,12,7,0,92,50,111,144,162,126,101,35,7,738,1726,1965,1792,2075,2034,1750,1327,678,13361,5620,10519,10383,10764
308,2560,2044,1599,735,163,33,10414,684,1468,1620,1446,1353,618,138,17,7347,91,249,250,165,132,52,21,12,963,681,1046,844,719,420,215,70,14,4013,43,12,6,4,7,12,3,0,88,47,98,118,114,85,59,20,6,540,1196,1333,1371,1286,1280,1129,844,493,8931,5025,10426,10744,9319,8011,4672,1967,732,50897,90,299,376,347,298,200,80,11,1692,101,284,365,217,155,99,15,4,1235,1497,4580,4624,4284,4034,2690,1009,222,22932,350,1088,1055,1041,1026,790,305,66,5720,258,476,632,542,423,231,80,21,2664,750,2129,1887,1792,1799,1081,454,101,9994,388,1488,1943,1859,1662,1198,389,79,9015,1254,3046,3449,2928,2426,1302,289,48,14741,1031,1963,2035,1869,1710,896,214,33,9731,151,353,368,242,195,111,41,15,1469,927,1447,1284,1069,672,393,136,32,5948,85,29,17,12,20,8,4,0,175,156,273,324,347,264,141,56,12,1574,2705,3454,3660,3593,3383,2632,1661,820,21908,9737,20902,22013,20139
309,9646,8606,6161,3665,1275,282,41883,2612,5583,5890,5564,4228,2354,695,103,27034,1112,2290,1872,1252,677,440,223,56,7913,2146,3562,3133,2723,1762,1324,548,104,15313,71,54,39,23,32,21,19,3,270,171,367,436,374,309,204,96,36,1989,2790,3945,3396,3031,2622,2576,2683,2089,23129,16973,36880,36897,32678,24869,17062,8116,3325,176799,885,1351,1310,1108,859,740,317,73,6654,503,1648,2117,1488,802,421,81,8,7076,2346,6583,6742,7066,7232,6284,3606,844,40708,1578,4908,4947,4581,3730,2623,1372,302,24045,326,863,951,1059,767,387,213,47,4611,2938,9128,7836,6790,5799,3769,1549,452,38261,977,3841,5246,5144,4282,3766,1517,313,25080,6573,13574,15438,13967,10027,6659,2680,580,69492,4051,8257,8342,7905,5957,3731,1278,205,39727,2032,3823,3077,2006,1137,758,366,100,13303,3072,5437,4932,4372,2814,1955,859,165,23607,139,89,68,53,57,48,29,3,483,347,747,963,847,681,483,264,78,4410,5578,8096,6954,6225,5267,5078,4756,3229,45193,31348,68342,68925,62620
310,4821,3543,2328,981,266,54,18244,1537,3619,3529,3021,2202,1040,262,37,15240,390,751,590,404,183,125,60,17,2518,1425,1850,1403,941,544,292,89,13,6568,109,30,24,20,12,13,13,3,216,103,208,280,195,150,73,26,15,1043,1734,2084,1820,1431,1172,1014,930,561,10747,9302,19915,19299,14837,10624,5945,2579,910,83408,252,744,928,684,450,299,99,33,3483,357,1263,1565,780,389,147,29,0,4528,1742,4843,5156,4536,4099,2977,1295,317,24975,822,1837,1590,1298,1091,810,392,78,7920,309,657,665,622,408,214,90,16,2970,1408,4042,3530,2797,2221,1380,606,159,16143,512,2347,2811,2519,1994,1301,552,95,12130,2896,6903,7575,5667,3790,1705,535,100,29185,2370,5101,4900,4137,3072,1539,443,66,21635,689,1320,988,634,354,226,88,25,4316,1970,2716,2185,1541,867,490,176,28,9964,204,65,39,31,20,19,20,3,405,236,470,622,521,397,197,83,24,2549,3738,4408,3911,3145,2520,2034,1633,871,22264,17494,36724,36460,28916
311,4732,3467,2400,1257,341,80,18326,1584,3366,3386,2870,2051,978,219,31,14474,402,705,535,330,220,118,41,18,2372,1303,1878,1310,1035,513,344,134,25,6535,66,34,21,14,10,14,7,0,172,92,181,200,160,98,69,29,6,844,1943,2495,2053,1616,1145,1198,959,582,11997,9357,18922,18106,14267,10012,6292,2561,952,80459,227,570,626,483,320,255,78,17,2579,406,1145,1311,704,372,175,31,0,4144,1777,4359,4502,4222,4133,3224,1408,292,23918,998,2333,2119,1777,1384,1038,452,100,10196,239,439,563,480,340,173,78,10,2315,1397,3264,2803,2359,1952,1283,477,121,13660,567,2195,2674,2355,1787,1308,507,92,11481,2791,6619,7203,5368,3683,2055,659,118,28501,2417,4651,4531,3845,2684,1387,367,61,19935,739,1204,906,561,354,209,86,35,4091,1759,2627,2008,1534,862,566,229,42,9617,131,75,38,33,18,21,15,6,339,205,443,535,412,323,186,88,23,2219,4182,4999,4332,3457,2443,2230,1728,902,24271,17834,34925,34156,27605
312,2145,1665,1255,546,146,18,8622,580,1143,1191,1110,969,441,89,11,5530,116,271,250,160,110,60,21,3,998,522,961,838,617,430,236,54,4,3668,37,5,3,3,5,0,3,0,63,38,81,80,74,73,21,11,3,377,1337,1906,1544,1466,1398,1021,658,312,9644,4309,9700,9130,7854,6602,3819,1467,473,43347,63,296,317,253,223,156,54,10,1376,85,204,239,153,128,44,11,0,850,1311,4378,4527,4117,3646,2352,878,157,21361,279,1010,1002,913,903,696,262,36,5095,149,316,420,357,306,132,42,9,1733,538,1872,1494,1316,1380,847,263,74,7776,302,1094,1420,1451,1163,926,293,59,6709,878,2753,2882,2499,1952,998,262,37,12254,764,1490,1448,1375,1198,624,136,20,7054,177,380,326,226,169,112,46,7,1438,721,1369,1230,932,682,366,96,11,5412,80,16,11,6,11,3,5,0,138,80,200,224,254,213,91,34,6,1109,3036,5306,4891,4832,4311,2462,1391,548,26777,8469,20683,20424,18688
313,3069,2815,2314,1516,486,102,13740,1169,2133,2388,2368,2086,1230,329,45,11759,261,416,370,308,196,157,69,21,1792,841,1325,1032,895,626,431,173,18,5337,37,35,11,10,9,9,10,3,123,62,123,142,150,112,66,32,10,692,1067,1212,1182,1091,975,1205,1082,856,8661,5840,11197,12215,11690,9924,7615,3470,1348,63307,169,324,332,364,315,259,130,21,1908,299,452,611,475,302,209,39,4,2380,1047,2567,2935,3406,3456,3343,1933,446,19128,669,1543,1545,1441,1306,1127,600,149,8381,200,426,494,458,430,226,105,27,2375,888,2037,2045,2246,2241,1817,807,178,12258,336,1351,1837,1858,1641,1643,785,134,9598,1568,3551,4396,4214,3531,2619,901,182,20949,1709,2898,3107,3094,2689,1783,543,101,15918,471,670,546,479,332,267,130,28,2925,1150,1812,1534,1349,914,677,279,30,7743,77,63,26,12,19,20,13,10,251,142,249,322,340,285,219,101,30,1681,2304,2521,2480,2359,1999,2264,2020,1293,17234,11013,20459,22208,22094
314,3752,3093,1883,777,211,50,13408,1041,2068,2449,2005,1292,644,144,17,9658,441,614,558,372,187,91,36,12,2303,720,1168,888,695,364,189,63,10,4096,41,11,7,9,0,7,3,0,80,54,130,184,140,73,37,17,4,640,516,773,735,584,368,364,355,259,3955,5185,11730,13661,11443,7109,3870,1505,512,54999,153,427,655,575,380,227,83,9,2513,278,730,1302,802,390,103,18,0,3623,1006,2717,3339,3316,2750,1904,910,162,16112,545,1468,1361,1255,828,524,275,60,6317,124,310,436,406,230,126,49,3,1690,969,2658,2685,2483,1656,941,385,96,11880,358,1462,2141,2141,1450,1097,412,71,9134,1518,4151,5934,5218,3221,1567,482,88,22179,1626,2995,3402,2827,1770,999,267,35,13923,725,1066,933,581,307,172,54,22,3864,994,1665,1427,1065,576,298,110,17,6145,73,32,14,7,7,15,8,0,158,114,266,406,341,201,130,47,18,1520,1118,1553,1495,1235,764,692,616,379,7857,9602,21498,25529,22258
315,765,660,612,297,45,7,3511,207,506,479,473,528,275,41,4,2518,28,89,89,60,53,33,13,0,370,178,292,200,210,151,107,11,0,1152,3,0,0,3,0,0,0,0,18,13,15,29,28,34,19,7,0,149,847,990,796,860,1035,796,299,88,5713,2301,4443,3740,3525,3941,2462,631,129,21170,35,153,139,109,124,114,20,0,702,30,77,67,54,67,36,0,0,333,591,1740,1478,1344,1522,1151,289,26,8151,175,564,446,428,406,379,113,12,2520,269,356,313,297,290,151,49,8,1728,273,832,653,676,931,579,125,16,4086,256,784,665,602,675,535,117,5,3638,394,1013,1014,906,972,597,95,10,5006,267,703,630,632,709,402,77,8,3422,59,134,126,96,89,63,23,7,579,247,454,336,357,267,194,33,9,1894,19,10,0,3,5,4,5,0,47,30,51,70,72,86,49,9,0,373,1881,2449,2096,2264,2404,1969,724,169,13951,4516,9317,8037,7851
316,4853,5009,4272,2801,1001,263,23175,1301,2761,3466,3672,3332,2267,620,105,17528,531,1097,1188,917,671,456,218,55,5137,1201,1830,1636,1662,1187,790,355,58,8724,84,19,10,14,15,13,14,4,175,94,166,253,325,228,175,81,28,1353,1339,1650,1695,1662,1664,1683,1784,1379,12861,8016,17719,21352,21751,19468,14343,6890,2625,112170,304,733,867,874,776,746,393,78,4764,264,627,896,655,506,331,80,6,3372,1339,3518,4129,4627,5388,5218,3024,825,28073,835,2706,3209,3189,2744,2116,946,279,16021,293,689,950,1076,905,598,294,65,4858,1444,4910,5186,5188,5076,3365,1620,508,27301,422,2036,3492,4101,4041,3991,1839,375,20283,2195,5333,7454,7835,6743,5162,2128,494,37346,2130,3903,4682,5130,4552,3473,1175,201,25249,867,1704,1733,1390,994,777,330,89,7883,1671,2695,2634,2610,1810,1162,546,97,13226,150,36,24,29,32,17,18,8,314,229,363,539,682,522,387,226,70,3013,2755,3338,3503,3410,3194,3286,3262,2154,24906,14897,32595,39285,40794
317,1817,1607,1134,587,204,50,8128,696,1372,1370,1353,1040,581,159,32,6609,143,307,260,185,135,77,50,19,1180,703,811,548,409,295,159,79,8,3020,27,16,8,6,7,6,5,0,75,59,101,73,89,63,39,22,14,464,684,695,623,570,529,537,569,357,4564,4442,8578,7949,7137,5797,3902,1996,715,40520,137,281,329,320,224,156,78,15,1539,192,526,337,205,133,71,11,0,1480,841,2329,1994,1830,1795,1356,665,179,10996,395,922,715,662,615,463,232,55,4052,276,401,473,462,390,242,125,28,2402,817,2321,1917,1648,1501,1139,561,170,10078,309,1077,1491,1513,1437,1192,558,114,7688,1257,2828,2799,2539,1916,1101,385,79,12904,1007,1953,1920,1856,1422,898,299,64,9427,241,484,413,295,212,119,75,28,1873,962,1234,880,617,445,255,123,24,4525,52,31,19,16,11,13,5,0,151,114,218,192,232,159,108,59,23,1110,1443,1511,1312,1181,1090,1056,999,549,9141,8040,16118,14790,13383
318,2589,2275,1692,760,188,41,10591,887,1909,1955,1898,1583,828,229,33,9322,158,338,317,224,151,85,48,16,1337,703,1047,858,652,448,245,74,15,4040,51,16,11,8,11,8,0,4,113,53,91,123,98,85,55,23,4,536,1391,1459,1306,1263,1051,1039,744,482,8738,5823,11908,11568,10418,8378,5187,2107,786,56173,238,739,645,514,420,333,127,9,3023,201,463,378,267,179,95,16,0,1602,1345,3699,3225,3327,3356,2639,1106,227,18921,331,1150,1064,1033,1066,885,395,70,6009,214,391,454,417,374,213,82,15,2155,1129,3366,2613,2379,2017,1256,475,101,13334,460,1505,1830,1883,1685,1278,466,101,9214,1284,3159,3729,3398,2648,1369,387,69,16052,1278,2873,2685,2613,2162,1190,383,48,13225,278,548,469,329,270,162,72,20,2147,989,1531,1303,1051,733,432,143,28,6205,93,28,20,10,15,16,9,4,195,138,266,310,286,281,158,75,18,1541,3409,3260,2804,2695,2439,2238,1507,766,19120,11393,22992,21528,20215
319,2586,2602,2751,1779,548,69,13377,874,1850,2182,2592,2710,1604,334,30,12175,143,281,253,261,262,186,102,19,1510,911,1192,1059,1025,845,653,214,32,5923,25,10,11,8,12,17,11,10,102,48,98,105,117,141,119,58,14,705,1306,1318,1308,1567,1860,2165,1901,882,12320,5510,10411,11875,13003,13950,10822,4841,1420,71832,87,269,289,332,354,391,153,41,1915,132,307,342,293,311,228,49,3,1673,1248,2714,2800,3410,4739,5419,2740,493,23553,436,1132,1134,1466,1814,1956,841,171,8941,377,575,786,915,828,492,205,37,4212,770,2380,2363,2747,3230,2632,985,242,15346,317,1277,2215,2458,2613,2380,967,166,12392,1395,2982,3540,3657,3950,2927,1002,133,19583,1258,2491,2885,3370,3500,2263,578,79,16421,241,445,380,393,383,356,163,33,2392,1262,1755,1578,1567,1354,1084,384,60,9046,57,29,20,14,23,41,17,13,202,143,235,278,319,393,334,164,42,1902,2878,2805,2784,3411,3910,4443,3698,1483,25416,10603,19402,21390,24336
397,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,0,0,0,0,0,29,13,24,7,4,4,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,14,3,4,0,0,48,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,59,79,46,16,6,0,0,225,20,79,96,65
401,4993,4149,2783,1507,542,165,19430,1100,2913,3199,2975,2529,2045,761,147,15675,615,1224,1035,756,537,318,165,70,4719,486,867,765,744,567,387,177,63,4055,43,14,7,12,21,16,12,5,129,84,237,292,278,217,196,96,39,1435,905,1109,919,869,784,794,913,823,7122,6680,18190,18606,16656,13738,10683,5190,2146,91890,531,1403,1427,1458,1192,1033,517,135,7693,533,1616,1823,1067,574,319,56,3,5987,1063,3644,3577,3539,3370,2683,1459,547,19883,561,1794,1432,1403,1132,814,473,120,7727,262,557,626,656,552,327,155,39,3167,1408,5169,4717,4482,4168,3202,1569,607,25322,458,2092,2282,2444,2819,3470,1628,370,15565,2256,7399,8785,7800,5538,3456,1395,394,37018,1713,4512,4756,4520,3960,3453,1386,295,24593,1088,2144,1780,1258,892,586,269,100,8117,763,1634,1370,1212,909,547,242,86,6761,72,28,21,27,26,25,20,3,217,173,460,521,509,396,340,189,80,2682,1796,2368,2076,1939,1705,1522,1523,1268,14206,12676,34821,35184,32314
402,5899,4256,2770,1365,412,110,21732,1615,4591,4352,3719,2919,1415,338,59,19006,484,894,679,364,206,145,79,20,2875,1037,2238,1730,1157,739,393,155,42,7489,41,34,37,35,39,32,16,7,247,95,298,429,216,154,97,44,16,1349,1417,1811,1550,1351,1125,1260,1483,1030,11014,8951,24884,22866,16946,12716,7892,3838,1641,99739,415,1255,1411,912,538,433,161,36,5179,671,2368,2355,934,538,246,39,4,7159,1983,6423,6000,5585,5216,4271,2380,668,32524,1050,2520,1578,1343,1131,886,563,157,9236,323,834,725,608,478,224,70,18,3292,1815,5602,4580,3543,3140,1862,693,192,21430,689,3014,2856,2359,1910,1812,796,159,13599,2420,8943,9888,6890,4703,2598,849,203,36491,2430,6539,6216,5071,3924,2050,585,108,26924,935,1636,1203,632,425,286,132,34,5281,1470,3356,2668,1768,1188,682,264,55,11465,68,68,58,53,54,47,21,4,377,218,701,883,563,412,282,126,50,3233,3010,3900,3493,3010,2440,2412,2493,1616,22362,17513,47168,43916,33262
403,5172,4363,3178,1778,613,196,20122,1386,3783,3984,3762,3132,2032,604,136,18828,518,907,911,634,395,265,123,51,3807,854,1402,1322,1134,709,585,246,61,6313,23,28,26,23,33,34,12,4,175,68,212,285,265,203,148,58,34,1263,785,927,1027,914,917,1025,1156,855,7601,6811,19092,20858,18058,15176,11263,5075,2027,98364,478,1262,1379,1131,960,871,392,80,6563,366,1111,1607,964,640,274,57,4,5025,1115,3909,4266,4721,4794,4370,2404,785,26363,811,2361,1978,1685,1427,1130,613,235,10237,318,745,808,720,552,310,105,28,3581,1458,5299,5101,4424,4480,3089,1224,426,25507,566,2773,2930,2763,2843,3288,1539,315,17014,1632,6386,8576,7583,5744,3733,1473,427,35556,2047,5525,5707,5385,4481,3223,1093,244,27714,997,1696,1657,1115,699,502,226,76,6963,1217,2198,2099,1747,1144,864,371,98,9743,47,36,34,28,51,39,10,9,253,160,435,563,595,422,343,173,71,2763,1651,1971,2175,1997,1875,1923,1963,1319,14874,12871,35702,38878,34852
404,3529,2685,1866,890,285,101,13648,911,2552,2410,1969,1725,908,225,51,10751,339,827,662,410,235,152,54,23,2697,514,1134,871,784,528,326,151,37,4350,18,13,9,20,33,20,5,5,126,50,160,238,169,114,79,27,20,863,565,838,779,671,617,644,695,457,5261,5002,15548,13351,10451,8556,5337,2297,1028,61558,307,949,929,706,501,355,129,32,3910,378,1412,1256,651,339,156,21,0,4222,949,3552,3004,3090,3114,2391,1232,499,17824,551,1652,1056,960,809,509,281,115,5940,138,388,358,344,232,139,43,11,1644,1182,4334,2879,2151,2054,1286,499,187,14571,371,1986,1679,1487,1651,1557,539,154,9424,1534,6025,6139,4672,3335,1780,640,220,24340,1355,3832,3539,2814,2513,1467,427,79,16021,613,1505,1221,731,444,274,91,33,4908,773,1892,1451,1200,839,481,234,63,6924,34,40,15,30,37,20,6,3,188,109,373,481,361,270,181,76,32,1891,1253,1859,1619,1461,1400,1233,1165,729,10714,9543,29789,25624,20664
405,1051,970,783,419,126,36,4260,258,691,744,918,1011,553,119,9,4304,52,123,110,93,79,65,23,13,552,228,429,395,349,219,169,55,15,1861,8,10,6,6,0,4,4,4,37,16,36,50,56,54,21,15,8,251,381,372,446,532,627,730,655,341,4084,1717,3907,4537,4632,4839,3632,1638,584,25487,59,153,213,176,165,163,69,12,1009,37,93,115,92,73,58,10,0,481,462,1261,1219,1488,1711,1570,742,163,8627,173,457,337,361,472,378,188,43,2405,264,461,628,530,474,280,75,20,2734,300,809,821,904,1406,1066,353,98,5755,176,666,791,732,761,944,378,67,4519,256,957,1440,1447,1290,847,256,56,6553,349,867,918,1114,1264,802,210,25,5551,85,183,170,149,130,119,32,13,887,298,602,582,540,391,282,93,30,2817,5,10,6,12,10,9,11,3,57,30,89,123,116,128,83,42,15,617,882,794,948,1141,1362,1468,1210,578,8374,3376,7404,8314,8807
