SA4_CODE_2021,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85_yr_over,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85_yr_over,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85_yr_over,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85_yr_over,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_yr_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85_over,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85_ov,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85_yr_over,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85_yr_over,M_Tot_LF_Tot,M_NILF_15_19_yr,M_NILF_20_24_yr,M_NILF_25_34_yr,M_NILF_35_44_yr,M_NILF_45_54_yr,M_NILF_55_64_yr,M_NILF_65_74_yr,M_NILF_75_84_yr,M_NILF_85_yr_over,M_NILF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85_yr_over,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85_yr_over,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85ov,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85ov,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85_yr_over,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19_yr,F_Tot_emp_20_24_yr,F_Tot_emp_25_34_yr,F_Tot_emp_35_44_yr,F_Tot_emp_45_54_yr,F_Tot_emp_55_64_yr,F_Tot_emp_65_74_yr,F_Tot_emp_75_84_yr,F_Tot_emp_85_yr_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85_over,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85_ov,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85_yr_over,F_Tot_unemp_Total
597,3,49,219,432,404,198,25,6,0,1339,0,0,7,19,13,12,3,0,0,54,0,0,12,27,33,21,7,0,0,99,0,0,0,6,3,6,0,0,0,18,3,54,237,494,451,234,32,6,0,1517,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,5,0,0,0,7,6,54,242,491,457,240,32,6,0,1525,0,0,4,10,5,19,46,6,0,87,10,28,191,410,372,193,35,0,0,1247,13,81,430,908,842,449,117,15,0,2854,7,22,51,25,22,18,0,0,0,139,0,0,5,0,3,4,0,0,0,20,0,0,4,3,7,8,3,5,0,25,0,0,0,0,0,0,0,0,0,3,7,23,54,28,32,29,5,5,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,681,2652,10700,9626,8869,6362,1158,95,0,40143,1722,2082,4411,2482,1925,2322,1456,249,13,16659,115,148,381,357,384,401,143,16,0,1958,47,127,331,178,134,88,39,9,7,954,2566,5012,15827,12643,11311,9179,2796,366,23,59717,194,484,818,418,297,249,33,6,0,2496,533,363,405,135,109,111,57,6,0,1714,733,845,1220,549,408,357,90,3,0,4201,3293,5861,17041,13190,11720,9535,2886,368,23,63920,3319,1335,1994,1620,1893,4031,8593,5660,1903,30355,276,302,855,624,556,538,512,371,172,4198,6892,7497,19889,15438,14164,14104,11990,6404,2096,98480,250,1909,6776,5518,6136,4031,563,28,0,25215,2428,2871,6643,6259,5290,4670,1506,150,11,29827,148,235,1035,651,465,515,147,17,0,3215,51,94,271,123,88,86,26,10,5,764,2877,5112,14729,12544,11980,9299,2244,207,19,59019,112,240,596,261,182,118,14,0,0,1527,535,318,534,288,210,195,31,0,0,2110,650,561,1130,550,390,306,47,0,0,3643
602,568,1883,5598,5110,5366,4362,973,112,12,23993,1059,906,1692,1110,1184,1569,976,193,25,8713,86,81,210,176,241,292,98,10,3,1186,31,91,177,101,109,90,32,16,6,646,1743,2952,7680,6501,6897,6308,2076,326,44,34537,113,302,415,239,246,196,28,3,0,1552,242,150,145,76,85,92,29,0,0,816,357,451,567,321,334,285,56,4,0,2370,2103,3401,8247,6817,7228,6596,2132,331,44,36902,1932,663,979,889,1349,2898,6432,4229,1243,20615,226,261,557,396,439,469,476,324,161,3302,4254,4328,9785,8103,9013,9964,9043,4885,1449,60819,257,1211,3053,2678,3476,2426,384,23,0,13515,1597,1435,3155,3427,3490,3322,1003,103,5,17539,128,128,492,307,265,347,87,10,0,1761,52,57,110,73,88,69,20,14,3,479,2030,2832,6810,6486,7318,6162,1495,148,11,33286,78,140,217,124,148,122,21,0,0,845,229,146,196,133,139,182,31,0,0,1060,307,284,413,257,289,301,50,4,0,1905
603,171,454,1116,1280,1431,1214,308,47,5,6033,161,141,317,366,461,647,376,69,6,2544,20,21,74,72,103,133,52,9,4,488,13,29,35,54,56,40,27,12,0,272,367,656,1549,1768,2051,2034,757,138,8,9328,49,66,73,46,67,90,6,0,0,397,40,27,24,26,20,44,8,0,0,196,94,94,99,69,82,138,20,4,0,590,459,743,1649,1835,2131,2169,772,141,11,9921,571,137,229,260,474,1197,2309,1227,262,6681,78,75,167,151,188,235,242,135,55,1318,1111,955,2043,2252,2791,3610,3320,1507,329,17919,47,233,576,636,852,644,116,18,0,3118,264,243,694,965,930,1070,253,33,0,4455,14,21,129,116,84,128,40,7,0,538,16,11,34,25,47,23,17,4,0,189,344,513,1436,1744,1914,1868,432,58,3,8303,13,26,39,31,28,28,5,0,0,178,40,19,38,39,33,41,14,0,0,228,56,48,73,67,59,74,20,0,0,407
604,548,1499,3961,3633,4083,3561,748,68,4,18103,829,512,910,726,809,1120,678,151,12,5747,58,76,213,193,249,315,78,14,3,1204,41,61,116,88,103,102,34,20,7,569,1477,2149,5198,4643,5237,5092,1539,254,28,25627,103,192,266,183,209,164,22,0,0,1141,112,72,80,55,65,81,28,4,0,494,215,270,342,239,270,246,45,4,0,1636,1694,2416,5538,4887,5510,5338,1587,259,28,27260,1345,388,659,689,1200,2342,5193,3441,958,16213,171,169,418,381,412,412,413,306,147,2831,3215,2970,6612,5955,7126,8100,7197,4004,1127,46309,208,995,2035,1952,2503,1792,286,18,0,9793,1272,946,2234,2427,2651,2549,670,74,0,12827,51,99,407,204,255,293,62,18,0,1390,37,41,66,57,78,45,31,18,6,385,1568,2088,4747,4636,5487,4683,1053,120,10,24388,58,81,133,101,121,86,9,0,0,591,138,66,119,111,118,125,12,0,0,693,196,146,249,212,234,213,23,5,0,1281
697,0,8,42,54,52,35,7,0,0,208,0,0,4,0,0,0,0,0,0,11,0,0,3,4,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,8,52,60,58,44,10,0,0,228,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,52,60,57,44,10,0,0,230,3,3,0,0,3,5,16,0,0,31,0,0,0,4,15,11,0,0,0,31,0,9,58,65,70,62,25,4,0,289,0,6,3,9,11,4,0,0,0,30,0,0,3,0,3,6,0,0,0,11,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,12,12,16,7,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,552,2467,7943,7268,6134,4142,1036,79,4,29637,1074,915,1696,1114,874,868,538,87,3,7160,68,113,425,431,460,520,184,15,0,2220,50,109,242,162,135,98,34,3,3,838,1754,3608,10301,8974,7605,5627,1787,179,14,39852,123,168,295,190,199,193,46,3,0,1218,179,82,95,48,45,71,37,7,0,558,301,245,391,242,244,266,83,5,0,1772,2058,3854,10695,9213,7843,5895,1870,187,18,41625,1578,696,1217,1024,1036,1890,3969,1864,337,13617,331,576,1455,1187,1135,1063,789,236,43,6815,3969,5127,13365,11420,10017,8842,6629,2289,397,62064,334,1710,6177,5567,5056,3133,572,36,0,22582,1373,1194,3082,2685,1837,1469,571,56,6,12270,66,155,852,588,424,513,159,9,0,2769,42,73,202,118,89,75,31,7,0,635,1821,3121,10312,8956,7407,5185,1333,108,4,38261,72,119,234,155,108,103,15,0,0,807,196,85,184,130,87,60,13,3,0,762,267,201,423,288,196,170,30,0,0,1571
702,331,1040,3615,3224,2777,2316,635,62,0,13997,317,267,669,625,454,507,278,43,4,3168,21,64,293,320,365,566,212,9,0,1856,35,61,161,101,81,70,30,12,0,552,705,1432,4732,4274,3681,3452,1165,127,10,19578,135,212,384,257,179,103,14,0,0,1291,87,64,131,88,52,38,26,8,0,482,219,277,505,348,232,140,35,10,0,1772,925,1709,5245,4625,3912,3597,1197,133,10,21348,2187,1465,2573,2001,1702,1956,3041,942,119,15985,321,493,1377,1138,1149,1129,791,197,17,6623,3433,3673,9190,7761,6767,6678,5037,1273,143,43957,293,879,3087,2239,2321,1801,393,28,0,11051,399,367,1156,1183,843,718,297,27,0,4987,36,105,455,361,421,570,128,5,0,2078,26,52,123,88,70,62,16,8,0,441,756,1399,4824,3876,3648,3149,826,65,0,18550,114,161,306,215,138,63,13,0,4,1000,69,88,132,102,75,50,13,0,0,530,187,245,434,320,215,110,22,0,4,1527
797,5,8,24,60,64,54,6,0,0,215,0,0,3,5,3,4,0,0,0,12,0,0,0,0,4,0,0,0,0,11,0,0,7,0,0,0,0,0,0,12,3,12,33,60,75,60,4,0,0,249,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,33,59,75,63,4,0,0,253,0,0,0,0,0,3,8,4,0,29,4,5,15,41,43,33,7,0,0,136,10,17,51,101,111,97,19,4,0,414,0,10,3,6,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,4,6,4,3,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,1413,7059,25738,25356,20428,10995,2159,152,13,93307,4309,5237,5784,3835,2749,2824,1775,376,28,26922,311,381,827,821,668,628,211,29,8,3880,68,212,560,340,214,103,33,6,4,1550,6096,12885,32909,30347,24066,14544,4183,570,49,125659,206,489,816,553,465,357,67,3,0,2952,1083,544,344,159,121,160,85,12,0,2515,1288,1031,1164,707,585,519,151,18,0,5469,7388,13916,34072,31058,24651,15065,4338,590,56,131129,5478,2314,2685,1829,2229,5757,11305,7567,2543,41700,577,1000,1885,1355,952,739,573,430,260,7760,13445,17225,38646,34238,27823,21556,16210,8589,2860,180590,782,6213,20466,17694,16025,8250,1106,44,0,70590,5621,6684,8994,9702,6528,4867,1852,224,21,44490,388,523,2197,1717,851,729,208,23,5,6647,58,173,391,196,142,77,29,11,0,1072,6850,13594,32054,29313,23547,13928,3191,293,29,122796,119,261,588,368,263,179,17,0,0,1799,1019,452,429,337,229,214,60,3,0,2749,1133,714,1020,702,491,394,80,3,0,4548
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,39,77,195,176,198,223,79,9,0,998,28,12,33,42,41,65,40,15,0,268,5,4,4,16,15,15,17,3,0,68,0,0,11,3,3,4,4,0,0,32,70,98,242,228,257,306,142,22,3,1370,0,0,0,5,0,0,0,0,0,11,0,0,0,5,0,3,0,0,0,16,0,6,0,3,0,12,0,0,0,26,71,96,247,238,260,316,138,27,0,1397,29,25,119,64,50,58,159,88,25,620,10,26,85,60,77,76,62,35,5,430,110,149,448,365,389,452,361,148,30,2445,15,47,121,126,162,131,41,0,0,649,46,31,63,89,80,114,57,17,0,500,0,3,14,9,13,18,13,0,0,77,0,5,0,0,4,5,0,0,0,20,66,83,203,231,266,266,106,20,0,1244,0,0,0,3,0,10,0,0,0,15,0,0,0,4,5,8,4,0,0,14,0,0,0,9,4,11,4,0,0,33
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
