SA4_CODE_2021,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85_yr_over,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85_yr_over,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85_yr_over,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85_yr_over,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_yr_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85_over,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85_ov,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85_yr_over,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85_yr_over,M_Tot_LF_Tot,M_NILF_15_19_yr,M_NILF_20_24_yr,M_NILF_25_34_yr,M_NILF_35_44_yr,M_NILF_45_54_yr,M_NILF_55_64_yr,M_NILF_65_74_yr,M_NILF_75_84_yr,M_NILF_85_yr_over,M_NILF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85_yr_over,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85_yr_over,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85ov,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85ov,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85_yr_over,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19_yr,F_Tot_emp_20_24_yr,F_Tot_emp_25_34_yr,F_Tot_emp_35_44_yr,F_Tot_emp_45_54_yr,F_Tot_emp_55_64_yr,F_Tot_emp_65_74_yr,F_Tot_emp_75_84_yr,F_Tot_emp_85_yr_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85_over,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85_ov,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85_yr_over,F_Tot_unemp_Total
317,795,2442,6558,6123,5930,4502,927,96,7,27382,1661,1132,1472,1126,894,1022,665,159,10,8145,128,117,253,198,235,283,86,18,4,1311,45,85,167,101,81,56,29,11,5,589,2619,3783,8452,7545,7140,5871,1711,288,22,37426,147,235,334,224,200,153,20,5,0,1306,299,129,117,74,66,69,37,3,0,796,446,355,457,293,265,214,60,8,0,2099,3066,4136,8906,7834,7405,6088,1773,294,28,39529,2270,642,911,924,1137,2103,5203,3855,1249,18291,264,321,615,480,474,428,399,287,144,3410,5602,5102,10434,9237,9018,8619,7378,4436,1419,61232,379,1762,4196,3746,4387,2853,435,24,0,17795,2229,1708,3224,3505,2976,2527,866,109,7,17156,185,205,680,346,287,308,97,12,0,2127,42,64,106,98,72,40,21,17,5,463,2834,3742,8207,7693,7726,5726,1418,165,12,37535,89,131,184,132,127,101,11,3,0,767,343,139,189,166,129,123,21,0,0,1119,426,272,371,298,248,226,32,3,6,1885
318,1150,4198,9753,8916,9067,6954,1548,171,9,41776,2211,1557,1739,1153,1204,1564,948,183,17,10577,180,186,437,320,421,557,187,22,3,2311,74,173,287,214,173,115,65,25,6,1135,3615,6120,12211,10603,10868,9194,2751,407,36,55800,206,336,492,387,401,331,41,0,0,2191,399,179,173,98,103,126,50,6,0,1121,604,515,667,488,503,456,91,6,0,3317,4218,6629,12879,11093,11366,9654,2837,407,33,59118,2931,1066,1627,1628,1998,3725,8431,4997,1277,27688,646,1090,1498,1156,1098,1052,887,556,196,8171,7792,8785,16005,13872,14462,14427,12158,5961,1504,94969,613,2770,6271,6274,6829,4490,741,56,5,28064,3282,2558,4144,4494,4074,3666,1236,134,8,23592,181,278,944,543,472,577,176,10,9,3190,77,112,209,158,134,93,46,20,6,843,4154,5713,11565,11474,11514,8834,2197,222,21,55681,103,175,263,208,234,162,20,0,0,1162,422,182,247,220,183,183,50,3,0,1497,523,357,510,431,422,349,72,4,0,2660
319,1276,3040,7535,7897,9143,7718,1805,291,19,38740,2325,1311,1895,1709,2119,2708,1457,295,35,13860,161,150,374,401,565,755,249,43,8,2708,134,142,299,257,280,198,96,54,12,1477,3890,4652,10102,10268,12108,11384,3610,683,79,56782,408,525,671,464,571,670,83,7,0,3404,482,185,212,131,163,265,81,5,0,1536,888,714,886,595,740,935,164,7,0,4939,4781,5368,10990,10865,12847,12324,3769,697,81,61718,3438,1093,2067,2431,3702,8627,19874,12405,3005,56646,579,527,1124,1040,1308,1433,1542,1108,385,9053,8798,6988,14179,14333,17868,22382,25186,14205,3476,127416,591,2059,4466,5235,6777,4825,837,89,7,24874,3146,1940,4310,5209,5599,5763,1621,209,12,27814,195,241,746,482,571,797,206,23,3,3272,118,116,243,211,222,180,70,50,15,1220,4054,4358,9766,11138,13168,11564,2729,368,38,57179,186,235,304,281,359,366,36,0,0,1768,439,188,316,274,316,390,69,4,0,1991,630,425,620,553,669,757,102,0,0,3763
397,0,0,12,16,22,6,3,0,0,70,0,3,0,3,0,0,0,0,0,8,0,0,3,4,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,11,0,3,16,28,25,10,6,0,0,90,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,3,23,28,29,10,6,0,0,88,0,3,4,0,3,0,3,0,0,21,0,5,40,74,45,16,6,0,0,192,8,8,69,102,77,26,14,0,0,302,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,566,3214,12053,13651,13496,9570,2400,248,13,55207,2907,3823,3950,2492,2490,2934,2237,568,55,21445,207,294,425,362,381,449,198,35,5,2365,66,126,243,209,124,93,60,26,12,959,3754,7455,16676,16711,16494,13046,4893,876,82,79985,85,332,596,400,411,366,67,11,0,2267,581,507,333,142,143,163,97,7,0,1975,666,840,923,544,553,528,170,16,0,4249,4417,8292,17599,17256,17047,13573,5064,896,80,84231,4678,2397,1942,1483,1913,3997,9810,7614,3117,36950,254,414,1003,858,785,661,524,371,248,5128,9348,11107,20547,19599,19747,18231,15395,8883,3454,126310,208,2458,8659,8023,8789,5831,983,60,5,35016,3856,4862,6278,7654,7269,6174,2429,282,21,38815,270,346,1100,781,409,555,209,20,5,3692,62,101,188,136,123,89,42,15,4,762,4386,7773,16227,16592,16582,12648,3667,383,36,78282,44,206,386,288,252,170,16,0,0,1371,581,397,403,338,272,232,67,4,0,2295,625,608,788,629,527,396,85,4,0,3666
402,1292,5925,19352,19750,16428,11505,1885,81,3,76240,3559,4267,5782,4133,3314,3323,1500,240,13,26116,234,320,703,632,591,689,168,31,0,3373,92,270,617,464,306,189,58,17,6,2017,5182,10778,26452,24979,20640,15706,3619,362,27,107746,388,982,1391,989,857,660,70,5,0,5353,963,582,443,265,209,260,52,12,0,2793,1355,1566,1831,1261,1071,928,122,14,0,8146,6535,12349,28279,26236,21709,16630,3744,380,27,115893,6731,2811,3689,3665,4333,7356,14229,9435,3189,55432,536,618,1427,1284,1065,820,707,588,346,7378,13801,15768,33394,31184,27108,24807,18674,10405,3556,178703,472,3801,11001,10272,10158,6616,895,22,0,43244,4770,5328,9713,10381,8455,6989,1708,134,7,47495,277,425,1678,975,640,691,180,17,6,4884,101,198,380,234,185,134,42,26,5,1304,5628,9754,22771,21858,19435,14438,2831,195,13,96922,234,518,757,562,504,260,26,0,0,2855,946,585,734,677,464,358,50,0,4,3814,1175,1101,1489,1235,971,625,70,4,4,6668
403,935,3970,13791,15924,15306,10771,2043,159,5,62911,3539,3621,4048,3091,2987,3384,1961,357,25,23021,268,301,605,510,525,633,194,40,6,3071,62,131,288,207,201,142,55,21,4,1115,4803,8031,18728,19737,19020,14922,4251,577,44,90110,235,566,767,577,614,518,83,3,0,3362,807,440,290,173,161,224,88,11,0,2200,1051,1000,1058,751,776,745,169,15,0,5559,5847,9024,19794,20487,19793,15664,4421,595,46,95669,4757,1649,1989,1921,2618,5616,14541,9663,3546,46299,306,364,755,682,676,616,557,477,278,4709,10911,11038,22529,23089,23086,21899,19519,10737,3869,146684,392,2759,9043,8624,9805,6532,961,40,3,38173,4725,5045,7617,10173,8782,7774,2252,227,18,46615,276,403,1532,985,600,746,235,20,0,4803,62,120,218,169,157,141,52,18,9,950,5458,8330,18406,19951,19351,15185,3502,314,31,90533,119,259,360,315,268,200,26,0,4,1548,704,356,405,394,313,298,57,4,0,2526,820,614,766,706,584,499,81,4,4,4073
404,512,2913,11322,10561,9513,6815,1219,104,9,42970,1970,2786,3715,2337,1956,2173,1074,194,20,16231,109,180,410,309,292,368,113,18,0,1801,44,109,300,168,145,88,26,13,6,895,2629,5991,15744,13381,11912,9454,2442,332,25,61897,111,339,581,444,458,410,44,0,0,2396,424,275,235,140,114,172,46,3,0,1405,533,618,811,579,576,582,88,3,0,3797,3167,6602,16556,13959,12494,10032,2527,334,31,65699,2892,1324,1565,1432,2160,4352,8180,5591,2646,30149,195,314,711,570,509,493,352,294,157,3598,6257,8245,18828,15959,15158,14880,11057,6227,2831,99445,189,2215,7937,6118,6508,4297,622,27,0,27907,2604,3616,5797,5754,5013,4306,1216,128,8,28437,153,254,984,680,332,425,115,6,3,2950,44,113,188,127,98,70,35,6,4,700,2988,6191,14905,12682,11955,9098,1981,173,16,59988,60,168,333,225,256,160,15,0,0,1216,388,273,309,273,257,198,40,0,4,1731,448,436,638,502,507,360,53,0,4,2950
405,460,1320,3294,3686,4163,3833,1106,148,11,18029,839,481,618,578,716,1250,802,210,21,5512,59,43,147,142,177,292,118,16,4,1012,46,52,92,82,108,71,41,30,13,522,1406,1899,4155,4486,5161,5450,2069,408,42,25071,66,146,208,145,210,224,22,0,0,1011,95,63,61,33,50,102,17,0,0,417,157,208,267,176,257,327,36,5,3,1431,1562,2106,4420,4664,5412,5778,2104,404,45,26503,1328,343,552,598,1068,2649,6026,3852,1133,17550,185,150,309,370,451,523,504,349,150,2995,3069,2602,5283,5634,6935,8951,8632,4610,1333,47051,162,693,1531,1805,2458,1903,395,43,0,8988,1135,834,1803,2448,2639,2834,891,107,10,12709,98,93,342,221,199,263,98,31,4,1350,48,40,69,54,81,74,37,23,3,425,1446,1661,3744,4524,5380,5079,1417,200,17,23475,39,63,83,80,100,92,10,0,0,472,92,52,79,84,97,129,29,7,0,576,135,117,163,166,197,221,42,3,0,1049
406,367,1143,3776,3532,3646,3179,690,84,3,16425,616,339,686,477,596,790,454,80,4,4047,45,85,231,217,252,320,117,20,0,1287,47,41,117,83,101,86,33,12,0,528,1078,1610,4811,4307,4599,4376,1298,192,9,22283,69,138,210,156,174,189,18,0,0,951,78,66,49,43,53,76,22,0,0,387,148,201,263,198,230,261,40,0,0,1340,1225,1813,5072,4501,4828,4641,1336,192,9,23621,955,398,885,795,880,1749,3504,2104,641,11915,195,299,882,787,891,786,449,287,80,4653,2375,2509,6838,6088,6603,7173,5289,2590,727,40189,179,731,1827,1577,2071,1455,265,34,0,8139,740,558,1554,1700,1594,1560,428,50,3,8194,54,79,346,159,200,256,70,14,0,1178,36,42,74,55,80,64,21,19,0,393,1005,1416,3804,3493,3949,3334,784,116,9,17895,33,64,105,76,91,62,4,0,0,442,70,42,84,66,72,83,17,0,0,435,102,112,190,142,168,138,20,0,0,871
407,937,2329,5797,6031,6966,6224,1844,237,22,30383,1483,819,1324,1109,1495,2044,1424,381,28,10111,93,93,221,232,285,438,190,31,5,1593,93,98,175,166,170,164,83,50,11,1007,2612,3341,7521,7532,8918,8868,3542,703,61,43096,118,214,331,225,259,267,35,0,0,1455,172,92,119,86,102,157,41,4,3,786,288,305,447,318,360,425,77,9,3,2238,2901,3645,7973,7851,9280,9291,3619,707,65,45333,2069,637,1271,1531,1939,3902,9828,6596,2095,29873,308,286,658,612,757,847,825,574,241,5112,5280,4576,9899,9989,11974,14043,14274,7886,2405,80322,361,1256,2812,3007,4158,3183,657,70,7,15511,2031,1483,3328,4025,4229,4568,1499,227,17,21405,115,149,564,306,336,459,168,29,3,2119,81,74,134,104,136,131,70,36,7,771,2585,2958,6840,7438,8864,8341,2395,358,31,39813,61,105,155,110,170,134,11,0,0,751,187,97,142,139,159,186,41,3,0,952,246,203,297,246,335,324,50,4,3,1707
497,0,0,0,10,9,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,0,22,0,0,0,4,0,0,0,0,0,6,0,0,0,4,7,0,0,0,0,8,0,0,0,16,10,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,980,2197,5887,7341,7643,5938,1425,173,14,31591,1652,726,1174,1113,1251,1705,1285,236,27,9170,143,135,335,426,502,532,167,31,0,2269,71,80,191,168,156,106,43,27,11,854,2839,3135,7587,9047,9548,8287,2917,463,54,43881,135,191,311,238,225,223,40,0,0,1372,213,87,80,60,67,96,45,8,0,654,345,282,392,297,292,319,85,8,0,2021,3186,3419,7976,9344,9842,8607,3009,463,54,45905,2079,454,802,992,1198,2671,7176,4523,1313,21206,292,235,659,669,752,685,605,388,198,4484,5552,4110,9437,11001,11796,11962,10786,5380,1565,71596,514,1308,3183,3549,4596,3068,445,56,0,16718,2262,1184,3223,5214,4877,4100,1393,160,6,22415,138,151,564,447,371,495,112,11,0,2283,74,65,103,135,113,77,41,12,6,630,2984,2706,7071,9345,9959,7736,1988,241,12,42044,98,84,153,122,142,135,13,0,0,750,276,87,154,205,182,167,23,3,0,1100,378,171,307,327,323,302,38,3,0,1852
502,418,1077,2758,3160,3519,2862,594,40,0,14434,880,585,585,504,551,762,510,117,7,4496,67,77,195,217,260,289,78,6,5,1188,25,45,130,105,77,61,29,8,4,482,1392,1782,3673,3983,4405,3974,1207,176,14,20598,103,175,266,204,201,169,41,0,0,1160,216,60,57,32,31,75,35,4,0,512,319,232,323,236,236,243,71,3,0,1670,1712,2015,3997,4221,4639,4217,1277,182,12,22267,1134,323,457,539,739,1645,5012,3784,1093,14728,135,122,233,242,259,227,272,249,166,1917,2980,2466,4694,5006,5637,6089,6561,4207,1269,38908,170,705,1473,1755,2335,1553,194,8,0,8202,1270,976,1711,2190,2162,2017,565,44,4,10941,49,86,286,189,188,232,50,3,0,1079,35,35,73,54,64,45,20,8,4,340,1530,1798,3543,4181,4750,3846,828,68,5,20553,65,99,118,122,139,114,9,4,0,663,198,72,147,127,131,133,26,0,0,837,260,172,261,253,268,238,37,4,0,1499
503,210,1744,9307,9311,8197,5613,1441,170,14,35999,1733,2413,2516,1511,1193,1518,1436,392,36,12756,110,148,326,279,256,226,97,21,5,1478,28,65,186,131,75,46,29,9,3,571,2083,4367,12332,11229,9724,7404,3000,600,58,50803,31,146,335,266,277,274,58,8,0,1381,356,221,176,59,56,71,59,4,0,1005,385,364,510,326,336,345,111,13,0,2395,2465,4734,12845,11557,10055,7747,3112,616,58,53193,2495,1236,1204,759,922,1832,4357,3499,1424,17714,161,383,1168,919,752,633,495,371,219,5102,5121,6356,15208,13236,11731,10213,7961,4491,1705,76014,134,1647,7702,5091,4919,3055,570,43,0,23153,2170,3199,3934,4305,3973,3001,1362,223,14,22183,124,196,640,520,221,277,103,19,0,2102,27,94,168,96,79,46,22,19,9,560,2456,5135,12442,10010,9191,6383,2059,302,19,47995,19,113,235,175,196,114,10,0,0,862,359,213,219,203,159,142,30,8,0,1325,375,321,452,375,362,257,37,4,0,2182
504,1002,3453,12214,13389,11335,8257,1741,117,4,51501,2453,2365,2543,2060,1768,1971,1270,248,18,14685,118,162,505,500,445,498,141,13,0,2383,47,191,420,285,190,126,42,15,4,1316,3628,6169,15683,16229,13737,10846,3191,389,28,69893,200,416,608,440,450,397,60,3,0,2573,562,220,154,96,92,138,79,6,0,1358,763,631,762,532,538,537,144,6,0,3927,4394,6806,16445,16765,14279,11386,3329,393,27,73819,3533,1233,2025,1906,1934,3102,7259,4962,1475,27430,290,347,885,822,697,554,397,319,182,4507,8218,8390,19348,19499,16906,15037,10990,5678,1686,105750,398,2517,7960,7154,7491,4837,746,34,0,31130,3168,3115,5765,6923,5631,4567,1447,147,4,30770,113,198,1093,681,416,442,126,12,0,3084,92,148,252,156,158,96,27,8,0,930,3758,5968,15073,14916,13700,9939,2342,203,11,65917,118,225,360,291,304,220,28,0,0,1552,562,225,373,379,298,226,37,0,0,2112,684,447,730,675,604,446,71,0,0,3660
505,1845,6862,23832,28499,25702,17006,3270,202,8,107225,5703,5433,5319,4050,3796,4371,2997,560,42,32284,214,323,1033,1003,902,884,320,45,3,4729,112,317,728,556,388,251,76,29,8,2458,7881,12938,30906,34109,30784,22514,6664,830,57,146687,369,760,1077,841,895,793,125,8,0,4884,1476,499,362,189,174,263,141,19,0,3127,1845,1262,1447,1029,1066,1059,269,31,0,8006,9725,14202,32355,35143,31855,23574,6929,859,65,154695,7470,2202,2434,2358,2946,5650,15689,10794,3695,53242,512,680,1513,1462,1174,820,656,589,368,7779,17707,17078,36302,38967,35973,30049,23279,12245,4126,215718,760,5051,16267,14598,15826,9531,1416,56,0,63506,7383,7392,11681,15986,13692,10572,3318,281,11,70323,262,404,2268,1550,800,975,274,31,0,6563,119,219,513,388,306,217,67,25,6,1866,8523,13069,30739,32526,30631,21295,5067,389,22,142256,237,360,597,581,556,345,36,0,0,2724,1401,491,686,841,594,523,107,3,3,4642,1633,846,1291,1419,1151,866,144,9,7,7365
506,1722,6791,23530,27102,21130,14429,2980,192,15,97894,4448,5789,6179,4197,3384,3526,2556,473,28,30569,213,280,877,900,749,798,265,23,4,4108,109,370,839,540,423,269,74,23,6,2649,6492,13236,31425,32735,25687,19022,5871,712,51,135227,359,714,1256,1022,933,737,148,6,0,5173,1051,626,441,207,217,244,148,12,0,2945,1414,1339,1701,1228,1145,981,289,19,0,8112,7901,14582,33121,33966,26837,19995,6161,728,52,143344,7119,2778,3502,2998,3333,5433,13760,9210,2965,51102,663,923,2014,1769,1379,1047,789,660,497,9742,15688,18281,38642,38731,31540,26479,20713,10603,3518,204194,725,4740,14970,13588,12782,8104,1377,49,4,56337,5814,6890,11041,13151,9894,7786,2657,261,14,57511,243,417,1802,1264,711,744,217,22,4,5424,98,284,519,350,273,175,58,23,4,1773,6879,12334,28330,28356,23656,16805,4307,353,23,121044,259,427,778,659,586,388,36,5,0,3128,1136,563,846,869,547,422,90,5,0,4484,1390,985,1622,1531,1134,811,124,6,0,7610
507,1636,5419,18012,20999,18932,12919,2457,170,8,80543,4222,3855,3471,2669,2545,3037,2140,382,23,22343,184,276,842,835,796,828,260,21,4,4053,106,201,517,423,301,182,62,17,9,1807,6143,9752,22834,24930,22577,16958,4914,596,45,108750,355,618,925,709,719,605,103,10,0,4042,1045,427,310,139,170,231,130,11,0,2463,1396,1041,1235,841,889,836,237,16,3,6506,7545,10795,24074,25769,23467,17795,5151,617,45,115256,5365,1778,2410,2189,2598,4805,12083,8600,2946,42773,471,638,1422,1301,1034,833,711,644,462,7508,13380,13212,27903,29255,27101,23439,17944,9857,3451,165539,680,3914,11576,10784,11732,7238,1063,25,0,47023,5684,5481,8711,11865,9933,7717,2393,224,10,52018,183,338,1745,1121,683,723,208,16,0,5013,104,170,348,234,217,154,43,13,7,1298,6653,9909,22389,24003,22567,15828,3714,278,17,105350,199,311,501,463,463,274,20,5,0,2238,1100,437,601,658,502,390,90,4,0,3783,1305,747,1097,1118,962,669,108,8,0,6016
509,785,1653,4333,4737,5549,5232,1661,257,30,24238,845,454,726,754,880,1461,1073,310,39,6554,64,76,208,233,320,430,167,26,12,1531,55,81,139,128,124,113,70,38,13,763,1743,2257,5413,5845,6873,7234,2976,636,95,33086,87,139,203,181,188,199,46,8,0,1052,116,40,62,35,58,75,47,6,0,438,198,180,271,218,249,270,94,4,0,1490,1941,2437,5687,6071,7120,7511,3071,643,98,34579,1545,388,845,881,1026,2118,5524,3587,1111,17024,315,345,766,798,989,1008,758,465,169,5620,3803,3175,7298,7748,9135,10634,9349,4693,1379,57226,330,990,2113,2319,3269,2704,635,80,5,12451,1136,681,1943,2987,2953,3101,1182,187,13,14176,66,93,396,234,264,367,113,18,0,1557,55,45,102,69,98,64,53,22,3,510,1584,1808,4565,5613,6581,6229,1991,307,13,28695,56,57,84,78,119,86,8,0,0,500,120,46,93,108,101,112,33,0,0,616,177,104,181,188,224,197,42,0,0,1115
510,421,1603,7316,7874,6755,4628,894,46,0,29544,524,263,749,729,642,616,303,45,7,3867,44,108,540,765,731,772,275,35,0,3279,21,61,221,189,113,96,31,6,0,735,1006,2044,8830,9565,8244,6102,1492,135,4,37427,79,140,193,153,124,112,16,0,0,814,77,36,49,52,48,38,19,0,0,314,158,173,244,199,168,153,32,6,0,1129,1167,2213,9077,9765,8414,6250,1531,141,4,38552,1015,587,1104,962,899,1583,3323,1113,118,10697,437,891,3824,4105,3744,2778,957,245,35,17021,2618,3684,14005,14830,13060,10612,5804,1505,161,66273,284,1179,3974,3172,2883,1936,345,19,0,13792,574,399,1566,1770,1071,769,279,32,0,6474,38,147,656,499,468,649,193,7,0,2654,35,56,136,92,62,71,14,6,0,467,929,1779,6339,5535,4481,3423,828,64,0,23391,53,68,121,108,77,50,6,0,0,483,68,49,106,92,60,40,8,0,0,429,122,107,229,202,133,93,15,0,3,912
511,757,2114,6177,6121,6214,5103,1182,132,9,27807,801,395,800,713,778,985,607,141,12,5240,64,136,443,460,541,702,241,27,6,2621,51,87,193,152,156,130,40,25,3,831,1687,2732,7616,7443,7690,6921,2063,316,28,36498,97,135,192,177,203,185,25,0,0,1015,134,42,55,53,55,79,46,6,0,465,231,176,249,237,260,261,71,6,0,1486,1920,2907,7867,7678,7942,7181,2137,321,32,37982,1192,450,776,717,933,1985,5096,2719,644,14519,423,833,2615,2434,2407,1926,1091,473,121,12308,3532,4191,11258,10834,11281,11091,8315,3513,794,64811,414,1324,2993,2824,3448,2461,481,39,0,13983,1119,760,2001,2381,2164,2049,683,85,3,11237,67,148,524,386,364,546,134,18,0,2187,32,62,99,78,99,79,29,20,6,495,1632,2296,5610,5670,6080,5128,1325,159,8,27906,60,77,89,92,105,70,15,0,0,511,98,57,103,108,85,108,14,0,0,565,158,128,191,199,187,178,30,0,0,1074
