SA4_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Prim_Other_Non_Govt_M,Prim_Other_Non_Govt_F,Prim_Other_Non_Govt_P,Primary_Tot_M,Primary_Tot_F,Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_Ed_Ft_15_24_yr_M,Tert_Voc_Ed_Ft_15_24_yr_F,Tert_Voc_Ed_Ft_15_24_yr_P,Tert_Voc_Ed_Ft_25_yr_over_M,Tert_Voc_Ed_Ft_25_yr_over_F,Tert_Voc_Ed_Ft_25_yr_over_P,Tert_Voc_Ed_Pt_15_24_yr_M,Tert_Voc_Ed_Pt_15_24_yr_F,Tert_Voc_Ed_Pt_15_24_yr_P,Tert_Voc_Ed_Pt_25_yr_over_M,Tert_Voc_Ed_Pt_25_yr_over_F,Tert_Voc_Ed_Pt_25_yr_over_P,Tert_Voc_Ed_Ft_Pt_st_ns_M,Tert_Voc_Ed_Ft_Pt_st_ns_F,Tert_Voc_Ed_Ft_Pt_st_ns_P,Tert_Voc_Ed_Tot_M,Tert_Voc_Ed_Tot_F,Tert_Voc_Ed_Tot_P,Tert_Uni_oth_edu_Ft_15_24_M,Tert_Uni_oth_edu_Ft_15_24_F,Tert_Uni_oth_edu_Ft_15_24_P,Tert_Uni_oth_edu_Ft_25ov_M,Tert_Uni_oth_edu_Ft_25ov_F,Tert_Uni_oth_edu_Ft_25ov_P,Tert_Uni_oth_edu_Pt_15_24_M,Tert_Uni_oth_edu_Pt_15_24_F,Tert_Uni_oth_edu_Pt_15_24_P,Tert_Uni_oth_edu_Pt_25ov_M,Tert_Uni_oth_edu_Pt_25ov_F,Tert_Uni_oth_edu_Pt_25ov_P,Tert_Uni_oth_edu_F_Pt_st_ns_M,Tert_Uni_oth_edu_F_Pt_st_ns_F,Tert_Uni_oth_edu_F_Pt_st_ns_P,Tert_Uni_oth_edu_Tot_M,Tert_Uni_oth_edu_Tot_F,Tert_Uni_oth_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
213,10926,10140,21061,27999,25840,53837,8765,8813,17581,4512,4686,9198,41357,39396,80760,17581,16051,33635,6320,7157,13475,4060,4154,8214,28014,27398,55413,2443,1834,4282,2539,3091,5633,2408,1083,3491,3299,5064,8364,40,38,83,10749,11112,21854,8960,11140,20107,3849,5020,8868,1153,1335,2488,2878,4857,7737,45,55,101,16886,22417,39304,27695,33587,61279,2953,2635,5593,2892,4239,7132,70,69,140,5919,6948,12862,26752,22740,49495,813,1087,1905,141480,141298,282779
214,3494,3134,6628,9691,9035,18722,1612,1509,3118,1071,1099,2171,12384,11643,24025,6298,5839,12138,1761,1777,3540,1850,2007,3857,9918,9636,19557,562,637,1202,355,730,1079,1310,525,1838,1051,1659,2712,16,13,25,3292,3568,6853,1748,2661,4406,433,965,1394,260,438,695,856,1872,2722,8,17,29,3304,5944,9248,6607,9523,16132,384,329,714,534,965,1503,3,20,29,929,1312,2247,7910,8346,16260,128,142,270,41372,43745,85114
215,1547,1461,3011,4259,3853,8108,1288,1348,2636,469,482,947,6019,5682,11701,3467,3274,6746,737,900,1637,341,358,698,4552,4535,9085,192,248,439,126,265,382,520,296,814,411,872,1287,11,15,17,1255,1685,2945,281,570,853,137,345,479,71,139,214,244,722,968,0,6,7,737,1786,2518,1995,3476,5468,185,163,347,279,483,764,19,21,34,481,667,1146,7002,5944,12947,147,115,260,21742,21877,43616
216,1428,1229,2659,3629,3281,6910,1652,1774,3423,322,307,627,5611,5365,10978,2201,2140,4341,1714,1686,3393,558,569,1127,4475,4394,8871,167,240,406,118,314,441,615,406,1016,450,817,1268,21,13,32,1371,1797,3164,302,657,956,134,319,460,52,150,199,268,659,924,4,9,14,762,1792,2550,2136,3595,5728,143,143,286,229,420,657,13,5,22,387,572,962,5554,5010,10565,76,74,145,19669,20230,39905
217,1261,1213,2474,3015,2763,5777,1691,1644,3337,280,254,533,4988,4667,9655,2302,2166,4465,1355,1497,2857,420,371,790,4077,4032,8114,139,218,360,123,265,389,553,335,884,457,712,1169,11,9,26,1287,1535,2821,235,542,774,155,316,474,52,119,164,278,666,945,0,9,12,723,1653,2370,2007,3188,5200,115,108,224,159,293,449,5,9,21,277,409,692,4226,4037,8263,73,65,140,16908,17622,34532
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,49,384,0,0,0,337,49,389
301,2344,2046,4397,6753,6429,13185,2109,1886,3997,1501,1486,2988,10375,9818,20194,4559,4216,8771,2145,1838,3985,2279,2571,4849,8995,8647,17639,359,368,727,197,381,579,714,455,1169,823,1417,2243,11,5,16,2108,2626,4735,1797,2387,4191,444,834,1277,327,473,803,801,1728,2533,4,7,13,3383,5440,8821,5500,8067,13567,272,282,554,503,828,1334,10,11,15,786,1128,1910,3805,4162,7970,123,163,286,31929,34030,65963
302,2189,2037,4227,5654,5478,11135,2798,2646,5448,464,526,991,8926,8662,17588,3949,3497,7445,2732,2441,5167,812,971,1786,7503,6913,14417,439,420,862,454,648,1103,483,360,844,877,1483,2360,11,7,15,2268,2922,5191,2146,3032,5178,975,1413,2385,423,593,1016,1404,2223,3627,4,6,14,4951,7267,12220,7233,10204,17430,346,355,708,518,825,1343,8,8,15,872,1189,2061,4192,4258,8443,208,233,441,31120,33497,64615
303,3651,3326,6979,10803,10414,21213,3096,2942,6037,1685,1663,3347,15600,15046,30646,6980,6804,13785,3175,2905,6080,2211,2113,4325,12380,11839,24221,910,769,1678,1214,1682,2898,701,537,1238,1458,2395,3852,15,20,34,4293,5395,9693,6416,7568,13986,2925,3161,6087,863,1010,1871,2262,3330,5592,15,25,45,12480,15098,27576,16801,20516,37317,900,899,1799,1087,1493,2582,12,18,30,2002,2405,4407,6973,6660,13633,479,549,1030,57885,60344,118228
304,1917,1686,3604,6524,6363,12886,1545,1400,2937,904,793,1698,8971,8558,17538,4376,3886,8256,1889,1626,3514,1958,1840,3793,8219,7360,15579,290,243,528,223,368,595,379,284,663,548,1027,1577,4,3,9,1447,1925,3370,4808,5321,10124,1444,1633,3083,530,542,1074,1345,2050,3399,7,11,21,8134,9561,17700,9582,11493,21078,240,214,459,379,579,954,0,3,8,626,793,1418,2045,2069,4112,216,244,462,31578,32212,63785
305,2006,2027,4041,5701,5763,11464,2008,2050,4052,755,691,1443,8476,8500,16978,3015,2748,5763,2511,2427,4944,2495,2481,4982,8036,7662,15692,720,696,1411,1088,1451,2536,607,506,1111,1498,2095,3591,13,9,22,3916,4751,8672,7093,8985,16087,3521,3975,7499,1011,1283,2295,2800,3880,6683,11,26,40,14441,18160,32603,18377,22932,41305,613,725,1337,933,1303,2238,13,10,21,1559,2035,3594,9149,8462,17608,1011,743,1757,48614,52363,100978
306,1752,1653,3406,6747,6361,13106,2996,2891,5883,787,674,1454,10537,9934,20467,6052,5683,11736,2181,2291,4471,646,697,1347,8886,8687,17569,307,250,555,368,621,991,534,458,999,848,1823,2670,14,18,31,2071,3168,5240,705,1315,2019,522,1040,1561,182,342,524,878,1959,2843,7,8,14,2297,4668,6965,4379,7851,12231,316,366,681,604,1010,1619,19,21,37,942,1398,2335,13875,13026,26896,1215,765,1982,41578,43306,84889
307,836,777,1615,3819,3698,7514,1229,1244,2476,459,452,906,5509,5394,10896,2920,2795,5721,672,768,1437,597,554,1155,4194,4124,8318,139,90,230,83,143,230,281,246,535,327,723,1048,13,7,22,846,1214,2060,141,389,533,104,236,336,71,193,265,263,671,931,6,5,4,582,1489,2068,1429,2709,4137,106,133,236,233,414,643,8,7,15,342,550,896,6843,5585,12431,161,112,275,19314,19258,38569
308,1762,1659,3420,7277,6867,14149,2387,2381,4767,844,954,1802,10543,10214,20753,4885,4650,9538,2576,2343,4915,1088,1123,2211,8560,8130,16684,242,196,437,168,226,396,489,419,904,581,1345,1924,10,10,23,1494,2196,3687,477,964,1440,301,778,1083,213,477,687,698,1703,2398,6,7,10,1690,3935,5620,3189,6132,9323,268,276,545,559,787,1350,3,6,11,832,1079,1904,12677,8588,21264,518,177,702,38080,35971,74053
309,6181,5590,11771,16997,16104,33101,3477,3400,6879,5007,4986,9992,25524,24546,50069,12825,12090,24910,2454,2516,4967,6148,5880,12030,21465,20529,41998,1029,1131,2156,1383,2218,3599,1729,1243,2973,2761,4871,7629,23,18,41,6921,9481,16407,5478,8129,13606,2619,3849,6468,912,1377,2290,2203,4483,6683,26,24,57,11243,17870,29106,18190,27384,45576,958,1027,1982,1610,2587,4196,22,19,42,2584,3633,6223,19137,20130,39273,985,909,1891,94071,102721,196796
310,3469,3178,6644,13261,12400,25661,2558,2512,5069,2110,2091,4207,17969,17049,35016,9167,8764,17935,2259,2189,4449,2363,2474,4835,13815,13443,27259,582,686,1269,549,1066,1616,766,771,1538,1275,2386,3665,17,22,39,3199,4927,8121,2099,3283,5375,929,1618,2547,434,774,1206,1317,2687,4001,11,10,20,4787,8370,13155,7999,13316,21312,671,665,1334,955,1390,2338,13,24,36,1636,2074,3708,13823,10560,24380,255,294,547,58958,59916,118871
311,3375,3146,6512,12279,11530,23807,2534,2548,5084,2443,2440,4880,17299,16561,33856,9313,8899,18217,2096,2079,4174,2252,2385,4640,13698,13396,27094,576,693,1271,596,1227,1819,899,805,1705,1241,2256,3496,12,14,27,3326,4995,8320,1830,2746,4577,768,1392,2160,361,610,971,896,1898,2796,12,11,27,3875,6658,10530,7210,11671,18886,706,725,1431,829,1391,2217,28,12,40,1560,2130,3691,11881,11643,23521,217,238,452,55240,58785,114025
312,1363,1231,2600,5833,5418,11248,1641,1654,3291,480,531,1009,7961,7609,15572,4233,3836,8064,1327,1451,2780,492,515,1005,6055,5805,11866,206,123,327,138,209,345,439,359,792,518,1134,1651,17,5,22,1307,1820,3130,278,669,945,195,463,659,180,343,525,528,1214,1746,7,5,13,1191,2697,3881,2499,4524,7028,184,174,361,458,667,1126,3,4,7,646,851,1493,16506,9404,25908,388,296,683,35426,29721,65148
313,2100,1900,4003,7833,7528,15356,1501,1467,2966,1464,1376,2844,10815,10394,21202,6089,6029,12123,1414,1385,2797,1430,1378,2803,8949,8815,17766,294,358,650,220,520,744,626,546,1171,830,1637,2465,14,16,28,1985,3080,5058,1010,1597,2611,439,935,1374,219,384,604,530,1500,2032,6,9,21,2208,4433,6638,4194,7516,11708,336,347,678,606,938,1550,7,26,33,950,1308,2256,8322,7126,15449,409,264,667,35734,37320,73054
314,2415,2152,4568,7885,7385,15270,1618,1543,3163,1674,1518,3193,11192,10475,21670,5432,4948,10377,1700,1550,3244,1865,1917,3788,9008,8429,17438,306,343,650,272,524,795,593,491,1084,806,1565,2371,0,0,10,1984,2923,4910,1686,2366,4046,550,1058,1611,335,478,810,939,1840,2778,9,4,9,3517,5746,9264,5509,8676,14186,308,317,626,550,897,1449,8,7,20,871,1220,2092,3099,3325,6425,116,146,262,32213,34424,66638
315,633,628,1259,3193,2997,6185,717,696,1412,115,146,265,4032,3835,7870,1711,1559,3270,305,288,595,89,119,208,2100,1972,4071,42,56,99,93,96,190,144,148,291,200,416,610,5,3,10,487,718,1205,38,155,193,66,172,239,29,103,129,234,562,799,0,4,4,373,993,1363,859,1716,2571,81,77,159,124,169,290,9,6,20,216,258,469,8862,5490,14348,382,201,582,17088,14088,31180
316,3271,2927,6200,11167,10424,21593,1872,1916,3792,2725,2797,5526,15795,15171,30966,8154,7851,16001,1851,1967,3818,3460,3366,6832,13481,13204,26680,530,486,1010,449,725,1171,952,676,1628,1187,2408,3593,14,20,31,3122,4314,7433,2065,3758,5824,1119,2294,3413,466,726,1192,1343,2859,4204,8,20,26,5001,9661,14659,8137,13985,22125,440,473,914,896,1441,2334,22,17,38,1356,1933,3287,10298,10900,21201,573,517,1090,52908,58640,111551
317,1300,1246,2546,4525,4197,8723,1553,1480,3035,1102,1129,2235,7196,6817,14016,3338,3236,6572,1537,1509,3042,1611,1689,3304,6491,6439,12933,350,338,686,293,342,637,456,427,888,669,1176,1849,8,11,24,1777,2297,4077,806,1480,2291,593,850,1448,274,439,708,776,1494,2276,8,6,12,2459,4269,6729,4235,6592,10828,283,248,527,440,664,1102,6,9,20,730,926,1651,4107,4065,8171,104,117,224,24166,26199,50367
318,1865,1607,3475,5823,5498,11323,3133,2985,6117,1055,1007,2062,10034,9513,19540,4073,3913,7985,2558,2900,5453,1454,1401,2852,8085,8223,16311,390,264,664,249,462,713,495,396,893,668,1291,1965,4,8,10,1814,2424,4238,1537,2873,4415,710,1189,1899,303,491,795,981,1887,2858,6,13,20,3537,6447,9987,5356,8881,14237,340,314,655,501,766,1273,9,14,18,852,1099,1949,10627,8583,19215,441,210,650,37269,38115,75378
319,1737,1728,3467,8055,7482,15537,1660,1590,3250,1587,1502,3089,11312,10590,21899,6682,6384,13067,1605,1645,3247,1520,1439,2958,9820,9474,19293,257,291,546,208,441,646,568,599,1166,736,1626,2366,14,16,31,1780,2975,4755,408,967,1372,359,852,1215,154,390,543,608,1597,2200,6,15,22,1534,3817,5355,3321,6799,10121,319,336,662,560,867,1426,10,22,29,890,1223,2114,11609,10559,22162,595,308,903,39286,40676,79960
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,29,228,17,10,24,210,42,257
401,2510,2357,4868,8826,8137,16960,1987,1896,3884,2275,2182,4460,13103,12229,25333,4280,3933,8217,1954,2140,4103,3430,3421,6854,9675,9510,19183,501,356,856,632,912,1548,643,374,1017,1218,1776,2996,14,8,23,3008,3426,6434,6050,7208,13258,2481,2813,5296,614,665,1284,1729,2782,4511,7,24,36,10883,13491,24380,13906,16935,30838,440,445,882,702,992,1695,17,12,29,1159,1453,2617,6204,5923,12124,512,431,944,47067,48840,95901
402,4084,3735,7820,14383,13298,27684,3976,3798,7765,3746,3796,7544,22125,20928,43052,7774,7204,14979,3141,3338,6483,3157,3129,6287,14094,13692,27783,913,709,1624,1005,1558,2566,1133,874,2007,1978,3225,5205,19,26,42,5053,6392,11448,4232,5292,9525,1887,2481,4367,590,728,1323,1583,2665,4245,24,17,40,8310,11192,19500,13389,17613,31005,812,869,1678,1149,1707,2853,28,28,59,1984,2604,4590,9923,9497,19420,309,354,657,65904,68425,134332
403,3230,2959,6185,11137,10266,21407,2574,2483,5058,2535,2449,4981,16272,15224,31496,6131,5937,12067,2446,2230,4673,2713,2801,5522,11303,10985,22291,502,450,959,491,787,1279,1011,620,1635,1566,2206,3773,27,15,42,3594,4084,7679,3789,5226,9017,1730,2466,4198,521,810,1333,1552,3039,4587,16,15,30,7614,11552,19162,11222,15657,26873,397,418,819,822,1225,2040,11,14,28,1228,1656,2890,5583,5876,11463,200,276,475,49039,52627,101673
404,1888,1726,3612,5504,5020,10523,2675,2656,5336,829,843,1670,9032,8533,17565,3189,2908,6101,2261,2343,4607,879,942,1822,6339,6208,12551,537,397,938,673,871,1551,570,366,933,1008,1497,2501,12,8,22,2799,3137,5941,2894,3837,6732,1463,1824,3291,412,560,969,1156,1833,2985,23,21,44,5948,8077,14023,8760,11231,19988,387,386,774,567,838,1402,9,11,24,961,1236,2193,4181,4107,8287,190,224,413,31346,33263,64606
405,759,724,1488,3335,2980,6309,665,624,1290,884,859,1745,4882,4468,9358,2372,2202,4573,389,386,778,502,582,1080,3262,3170,6434,68,89,158,42,156,199,302,221,523,265,598,866,5,8,19,690,1078,1766,215,523,739,96,259,355,37,114,152,141,472,613,0,6,4,495,1376,1871,1184,2455,3634,60,70,127,118,226,344,5,9,11,176,304,480,3668,3495,7162,41,40,76,13973,14661,28633
406,669,681,1349,2883,2731,5611,602,611,1212,287,291,579,3785,3639,7422,1667,1521,3192,392,492,888,142,158,302,2210,2176,4387,60,71,127,61,111,172,213,123,336,254,433,687,9,10,13,595,749,1341,71,209,278,87,188,278,35,78,114,181,442,627,3,3,8,382,921,1300,974,1668,2647,50,57,103,97,218,316,5,7,13,155,281,431,6055,3539,9599,79,49,129,13927,12035,25960
407,1289,1203,2496,5808,5485,11293,1010,1000,2011,1040,1075,2107,7864,7564,15426,3793,3694,7484,435,400,834,865,885,1756,5101,4984,10083,130,160,288,126,302,430,533,353,882,587,1037,1628,16,13,26,1387,1860,3250,252,632,886,160,454,611,80,165,244,290,855,1143,0,4,8,779,2113,2892,2176,3978,6150,157,169,324,227,476,702,15,6,27,396,647,1049,7438,5849,13288,750,160,916,25007,24385,49395
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,7,0,7,12,0,12
501,1544,1515,3055,5552,5005,10561,1567,1496,3063,1109,1023,2129,8235,7527,15771,4331,4132,8463,1258,1381,2636,1011,1063,2073,6603,6580,13182,285,251,536,146,392,533,705,382,1078,496,1134,1622,8,5,17,1633,2160,3793,176,483,657,157,492,642,64,154,211,355,991,1348,0,3,8,744,2120,2864,2379,4287,6671,181,192,376,318,570,888,8,6,16,507,768,1281,6074,5397,11470,233,169,401,25580,26245,51824
502,788,781,1567,2727,2788,5515,692,711,1408,748,720,1462,4178,4226,8402,1993,1863,3852,603,691,1298,797,800,1594,3398,3350,6748,193,220,410,87,248,338,367,229,595,260,596,860,5,0,10,913,1290,2204,348,712,1064,111,353,460,72,134,205,202,481,677,0,5,5,736,1679,2416,1654,2978,4632,105,144,245,208,372,582,3,0,3,319,512,830,2433,2719,5152,51,59,116,12818,14629,27449
503,1441,1231,2669,4451,4235,8685,816,837,1655,1039,977,2018,6310,6058,12373,2449,2168,4618,1069,1145,2213,2383,2442,4827,5906,5762,11670,355,384,736,466,688,1157,243,187,424,546,912,1454,5,8,14,1616,2179,3794,4024,4713,8736,1751,1837,3580,453,544,992,1325,1854,3176,14,16,28,7562,8961,16524,9187,11148,20329,268,347,616,480,690,1168,3,9,16,754,1047,1801,5527,4657,10181,817,551,1368,29935,30449,60388
504,2712,2400,5108,8154,7466,15620,2182,2113,4290,1654,1585,3240,12014,11193,23209,5041,4596,9640,2162,2062,4229,2258,2036,4293,9472,8719,18195,606,603,1208,505,861,1364,827,490,1321,955,1623,2577,9,12,28,2913,3587,6495,2077,2748,4828,864,1222,2088,406,550,953,1012,1812,2819,17,12,31,4374,6345,10717,7300,9950,17252,400,446,848,716,1135,1849,13,12,22,1130,1590,2721,7399,5730,13130,229,280,505,40261,39856,80117
505,5301,4910,10215,17685,16382,34064,4553,4526,9077,3514,3447,6961,25787,24411,50196,11896,11062,22954,4232,4257,8487,4687,4564,9253,20831,19911,40746,1347,1275,2626,974,1705,2678,1708,930,2640,1798,3147,4953,20,17,38,5849,7078,12928,5677,7395,13075,2011,2844,4855,1050,1299,2349,2200,3878,6082,27,30,59,10972,15449,26419,16854,22568,39423,802,899,1703,1449,2373,3826,21,24,45,2279,3300,5573,9544,9938,19483,468,560,1028,81066,85596,166656
506,4824,4543,9370,16554,15453,32006,3357,3222,6577,3501,3515,7015,23454,22226,45676,11242,10590,21836,3506,2932,6437,3366,3436,6800,18131,16985,35113,1560,1302,2860,1274,2024,3299,1610,951,2565,1884,3282,5162,31,33,59,6359,7593,13946,6265,7609,13876,2748,3285,6037,972,1217,2182,2050,3273,5326,23,32,56,12058,15422,27473,18457,23044,41497,1075,1063,2135,1362,2043,3406,36,29,67,2468,3140,5611,13022,11965,24988,689,695,1379,81047,82595,163638
507,4157,3807,7962,14457,13750,28203,2997,3096,6094,1997,2074,4075,19483,18947,38426,8983,8404,17384,3704,3967,7669,2858,2742,5604,15563,15132,30697,855,855,1710,589,1107,1697,1475,845,2322,1345,2499,3843,26,20,46,4289,5320,9610,4006,5588,9601,1422,2284,3707,784,962,1746,1785,3183,4970,18,27,44,8019,12042,20068,12335,17393,29726,511,549,1060,1057,1666,2722,21,19,34,1592,2234,3827,10326,9092,19420,527,471,998,63979,67070,131052
509,967,910,1878,3930,3688,7615,689,707,1397,586,604,1195,5207,5004,10211,2940,2760,5700,411,447,860,617,738,1348,3979,3949,7928,183,170,354,84,189,279,442,243,685,303,794,1095,5,5,17,1019,1405,2423,128,256,383,92,230,329,50,128,179,210,636,846,0,3,4,485,1256,1737,1498,2655,4161,113,126,235,205,338,547,10,3,16,328,467,798,7500,5789,13291,194,106,301,19681,18889,38564
510,871,787,1656,3772,3516,7290,751,676,1424,251,231,481,4781,4428,9211,1934,1863,3796,387,404,785,121,140,263,2441,2414,4850,84,62,145,98,116,210,225,170,398,534,690,1229,13,3,17,954,1038,1997,55,171,224,115,234,347,33,85,129,442,667,1113,0,5,6,657,1162,1817,1610,2205,3818,90,101,191,168,273,437,4,4,7,264,377,635,18908,9131,28047,475,335,814,29347,19681,49027
511,997,1021,2014,3613,3292,6906,935,939,1877,460,483,937,5015,4722,9738,2153,1997,4153,891,936,1823,409,404,812,3456,3341,6799,174,208,379,102,151,256,418,292,706,481,874,1350,9,6,13,1177,1529,2707,140,247,384,144,259,398,53,110,161,339,698,1033,11,3,12,678,1314,1994,1861,2850,4714,122,100,222,219,337,560,14,3,15,355,441,793,13980,7892,21875,299,168,469,25958,20445,46404
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,5,6,3,9,22,0,21,0,0,0,30,3,32,3,0,3,5,0,5,0,0,0,21,5,27,0,0,0,33,5,36,60,10,69,0,0,0,8,3,7,0,0,0,8,3,7,1252,127,1379,143,16,164,1464,160,1629
601,1669,1557,3226,7221,6504,13727,2138,2273,4404,1125,1128,2256,10495,9912,20411,4092,3789,7877,1823,2005,3827,1485,1396,2887,7406,7197,14608,540,512,1060,1260,1300,2559,841,464,1308,1420,1447,2869,17,18,36,4079,3743,7826,1983,2423,4407,1562,1847,3409,308,412,714,1267,2304,3569,11,8,18,5133,6990,12118,9221,10750,19972,520,576,1093,517,818,1334,19,8,29,1047,1407,2458,5868,5499,11363,332,172,502,36037,36499,72541
602,887,845,1738,4721,4380,9098,852,803,1659,728,723,1457,6304,5912,12221,2832,2739,5568,782,773,1556,851,827,1682,4466,4349,8817,225,260,485,346,470,818,513,316,829,628,782,1412,12,13,21,1722,1843,3561,700,996,1696,512,697,1207,123,214,333,468,948,1414,5,3,7,1805,2855,4664,3528,4708,8236,280,258,535,275,456,725,8,3,10,556,719,1277,4145,4022,8161,183,121,309,20074,20682,40757
603,186,204,388,1084,1100,2182,300,314,618,132,124,258,1514,1536,3050,722,631,1355,210,211,425,141,127,275,1078,977,2050,51,63,112,59,61,120,131,76,204,155,218,372,10,0,8,401,416,822,68,113,189,76,109,179,18,32,49,108,258,363,4,3,6,275,515,789,674,930,1609,60,59,119,52,102,151,4,9,12,113,172,286,1642,1474,3112,39,23,57,5251,5315,10561
604,589,548,1140,3533,3410,6944,887,811,1695,374,415,795,4801,4642,9440,2395,2349,4740,628,681,1306,310,298,606,3331,3332,6666,227,214,444,165,221,393,427,254,683,410,606,1012,10,4,17,1240,1301,2540,188,436,628,152,329,482,55,110,161,319,643,963,0,8,10,718,1525,2243,1960,2835,4792,164,173,337,153,294,445,8,10,12,320,475,796,3613,3448,7063,92,68,163,14715,15349,30059
697,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,4,0,0,0,0,0,6,0,0,0,4,3,10,4,8,9,0,0,0,0,0,0,0,0,0,0,0,0,101,15,109,8,0,13,113,18,134
701,1395,1316,2706,4774,4513,9288,714,726,1444,795,871,1667,6291,6122,12414,2821,2827,5641,751,726,1472,800,845,1647,4374,4397,8771,183,142,327,326,349,680,307,246,552,648,1047,1691,4,5,16,1471,1787,3264,658,986,1648,812,1286,2104,229,379,607,996,2106,3094,8,11,19,2705,4765,7471,4187,6565,10748,359,370,732,362,685,1047,4,7,15,735,1065,1798,9015,7619,16639,2077,552,2629,28067,27630,55699
702,886,794,1678,3988,3577,7568,629,603,1236,400,394,793,5018,4580,9598,1659,1609,3266,379,400,781,509,400,905,2545,2415,4959,41,37,72,69,86,157,118,88,208,303,431,733,5,3,8,540,643,1181,60,150,205,138,288,429,38,116,153,443,875,1329,4,6,8,690,1430,2121,1235,2074,3304,115,116,236,141,236,383,12,9,21,272,370,641,8442,6172,14617,348,217,562,18751,16619,35364
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,7,0,0,0,3,0,9,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,135,19,151,12,7,17,154,19,172
801,4599,4228,8829,12924,12006,24931,4504,4192,8697,2173,2273,4445,19630,18490,38120,8461,7716,16177,3652,3466,7120,2234,2427,4653,14357,13622,27985,726,676,1402,1078,1145,2220,1579,957,2535,2472,3225,5695,18,14,28,5865,6018,11884,7770,9246,17010,3206,3521,6728,1149,1489,2636,4235,5880,10114,30,28,62,16385,20159,36551,22282,26206,48482,1069,947,2012,1637,2102,3739,11,18,30,2711,3070,5784,9260,8361,17617,553,597,1151,73391,74573,147967
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,46,33,81,180,172,354,0,0,0,0,0,0,180,172,354,116,117,224,0,4,3,0,0,3,116,117,230,6,0,9,4,0,3,11,6,20,18,23,43,0,0,0,40,36,84,4,6,12,0,10,12,0,10,5,15,22,39,0,0,3,29,46,71,69,83,153,6,0,6,5,8,17,0,0,0,15,10,26,703,427,1129,15,10,23,1147,846,1998
