SA4_CODE_2021,M_0_4_yr_Need_for_assist,M_0_4_yr_No_need_for_assist,M_0_4_yr_Need_for_assist_ns,M_0_4_yr_OS_vis,M_0_4_yr_Tot,M_5_14_yr_Need_for_assist,M_5_14_yr_No_need_for_assist,M_5_14_yr_Need_for_assist_ns,M_5_14_yr_OS_vis,M_5_14_yr_Tot,M_15_19_yr_Need_for_assist,M_15_19_No_need_for_assist,M_15_19_Need_for_assist_ns,M_15_19_yr_OS_vis,M_15_19_yr_Tot,M_20_24_yr_Need_for_assist,M_20_24_No_need_for_assist,M_20_24_Need_for_assist_ns,M_20_24_yr_OS_vis,M_20_24_yr_Tot,M_25_34_yr_Need_for_assist,M_25_34_No_need_for_assist,M_25_34_Need_for_assist_ns,M_25_34_yr_OS_vis,M_25_34_yr_Tot,M_35_44_yr_Need_for_assist,M_35_44_No_need_for_assist,M_35_44_Need_for_assist_ns,M_35_44_yr_OS_vis,M_35_44_yr_Tot,M_45_54_yr_Need_for_assist,M_45_54_No_need_for_assist,M_45_54_Need_for_assist_ns,M_45_54_yr_OS_vis,M_45_54_yr_Tot,M_55_64_yr_Need_for_assist,M_55_64_No_need_for_assist,M_55_64_Need_for_assist_ns,M_55_64_yr_OS_vis,M_55_64_yr_Tot,M_65_74_yr_Need_for_assist,M_65_74_No_need_for_assist,M_65_74_Need_for_assist_ns,M_65_74_yr_OS_vis,M_65_74_yr_Tot,M_75_84_yr_Need_for_assist,M_75_84_No_need_for_assist,M_75_84_Need_for_assist_ns,M_75_84_yr_OS_vis,M_75_84_yr_Tot,M_85_yr_over_Need_for_assist,M_85_over_No_need_for_assist,M_85_over_Need_for_assist_ns,M_85_over_OS_vis,M_85_yr_over_Tot,M_Tot_Need_for_assist,M_Tot_No_need_for_assist,M_Tot_Need_for_assist_ns,M_Tot_OS_vis,M_Tot_Tot,F_0_4_yr_Need_for_assist,F_0_4_yr_No_need_for_assist,F_0_4_yr_Need_for_assist_ns,F_0_4_yr_OS_vis,F_0_4_yr_Tot,F_5_14_yr_Need_for_assist,F_5_14_yr_No_need_for_assist,F_5_14_yr_Need_for_assist_ns,F_5_14_yr_OS_vis,F_5_14_yr_Tot,F_15_19_yr_Need_for_assist,F_15_19_No_need_for_assist,F_15_19_Need_for_assist_ns,F_15_19_yr_OS_vis,F_15_19_yr_Tot,F_20_24_yr_Need_for_assist,F_20_24_No_need_for_assist,F_20_24_Need_for_assist_ns,F_20_24_yr_OS_vis,F_20_24_yr_Tot,F_25_34_yr_Need_for_assist,F_25_34_No_need_for_assist,F_25_34_Need_for_assist_ns,F_25_34_yr_OS_vis,F_25_34_yr_Tot,F_35_44_yr_Need_for_assist,F_35_44_No_need_for_assist,F_35_44_Need_for_assist_ns,F_35_44_yr_OS_vis,F_35_44_yr_Tot,F_45_54_yr_Need_for_assist,F_45_54_No_need_for_assist,F_45_54_Need_for_assist_ns,F_45_54_yr_OS_vis,F_45_54_yr_Tot,F_55_64_yr_Need_for_assist,F_55_64_No_need_for_assist,F_55_64_Need_for_assist_ns,F_55_64_yr_OS_vis,F_55_64_yr_Tot,F_65_74_yr_Need_for_assist,F_65_74_No_need_for_assist,F_65_74_Need_for_assist_ns,F_65_74_yr_OS_vis,F_65_74_yr_Tot,F_75_84_yr_Need_for_assist,F_75_84_No_need_for_assist,F_75_84_Need_for_assist_ns,F_75_84_yr_OS_vis,F_75_84_yr_Tot,F_85_yr_over_Need_for_assist,F_85_over_No_need_for_assist,F_85_over_Need_for_assist_ns,F_85_over_OS_vis,F_85_yr_over_Tot,F_Tot_Need_for_assist,F_Tot_No_need_for_assist,F_Tot_Need_for_assist_ns,F_Tot_OS_vis,F_Tot_Tot,P_0_4_yr_Need_for_assist,P_0_4_yr_No_need_for_assist,P_0_4_yr_Need_for_assist_ns,P_0_4_yr_OS_vis,P_0_4_yr_Tot,P_5_14_yr_Need_for_assist,P_5_14_yr_No_need_for_assist,P_5_14_yr_Need_for_assist_ns,P_5_14_yr_OS_vis,P_5_14_yr_Tot,P_15_19_yr_Need_for_assist,P_15_19_No_need_for_assist,P_15_19_Need_for_assist_ns,P_15_19_yr_OS_vis,P_15_19_yr_Tot,P_20_24_yr_Need_for_assist,P_20_24_No_need_for_assist,P_20_24_Need_for_assist_ns,P_20_24_yr_OS_vis,P_20_24_yr_Tot,P_25_34_yr_Need_for_assist,P_25_34_No_need_for_assist,P_25_34_Need_for_assist_ns,P_25_34_yr_OS_vis,P_25_34_yr_Tot,P_35_44_yr_Need_for_assist,P_35_44_No_need_for_assist,P_35_44_Need_for_assist_ns,P_35_44_yr_OS_vis,P_35_44_yr_Tot,P_45_54_yr_Need_for_assist,P_45_54_No_need_for_assist,P_45_54_Need_for_assist_ns,P_45_54_yr_OS_vis,P_45_54_yr_Tot,P_55_64_yr_Need_for_assist,P_55_64_No_need_for_assist,P_55_64_Need_for_assist_ns,P_55_64_yr_OS_vis,P_55_64_yr_Tot,P_65_74_yr_Need_for_assist,P_65_74_No_need_for_assist,P_65_74_Need_for_assist_ns,P_65_74_yr_OS_vis,P_65_74_yr_Tot,P_75_84_yr_Need_for_assist,P_75_84_No_need_for_assist,P_75_84_Need_for_assist_ns,P_75_84_yr_OS_vis,P_75_84_yr_Tot,P_85_yr_over_Need_for_assist,P_85_over_No_need_for_assist,P_85_over_Need_for_assist_ns,P_85_over_OS_vis,P_85_yr_over_Tot,P_Tot_Need_for_assist,P_Tot_No_need_for_assist,P_Tot_Need_for_assist_ns,P_Tot_OS_vis,P_Tot_Tot
111,232,10187,417,12,10847,1623,21248,1006,9,23880,673,10180,542,0,11394,468,11958,711,16,13155,658,23584,1244,46,25534,636,21896,1051,31,23616,929,21465,973,20,23389,1386,20189,913,30,22520,1979,16433,851,20,19277,2257,8539,635,8,11448,1751,1885,333,0,3975,12587,167567,8675,191,189023,137,9775,433,10,10359,754,20748,927,11,22436,356,10049,521,7,10933,305,11901,612,14,12835,558,24400,1123,36,26118,642,23071,967,26,24702,966,22714,863,16,24562,1517,21863,830,33,24244,2096,18377,850,41,21362,3171,9738,791,8,13706,3694,2515,667,8,6881,14196,175150,8586,212,198141,371,19970,844,22,21206,2380,41996,1931,16,46322,1025,20223,1067,8,22324,769,23861,1325,33,25990,1215,47985,2372,80,51648,1277,44966,2018,53,48321,1896,44180,1836,41,47950,2900,42052,1741,64,46759,4073,34808,1701,56,40641,5430,18281,1425,19,25153,5441,4403,1006,7,10855,26782,342720,17259,408,387161
112,119,5704,506,12,6343,1003,13427,1364,8,15810,387,6155,542,0,7077,277,4958,504,34,5778,405,10847,1140,74,12468,407,12559,1247,24,14242,595,13956,1241,35,15836,1049,15692,1277,22,18042,1463,14868,1095,23,17452,1435,7149,631,15,9239,1256,1618,363,3,3236,8402,106943,9911,268,125517,53,5470,489,4,6017,476,13113,1284,8,14879,230,5980,515,3,6723,199,5005,479,24,5707,314,12279,1175,73,13843,423,14193,1277,35,15924,680,15540,1213,22,17460,1025,17384,1200,27,19631,1379,15734,1042,29,18173,1961,7679,712,9,10360,2472,2035,606,3,5119,9209,114410,9987,239,133848,167,11172,998,19,12363,1485,26542,2653,11,30690,610,12128,1055,10,13803,476,9965,984,53,11481,719,23134,2313,151,26310,828,26749,2528,64,30172,1282,29498,2453,60,33295,2072,33079,2478,50,37675,2837,30598,2132,51,35626,3401,14831,1346,33,19608,3729,3649,967,4,8350,17611,221354,19901,504,259364
113,102,4713,340,5,5161,644,9684,823,4,11163,185,5020,425,8,5640,180,4642,522,37,5377,281,9450,1104,106,10942,221,8418,1013,89,9739,338,8477,946,15,9779,520,8917,759,10,10216,771,6961,567,8,8307,741,3564,365,0,4670,648,805,132,0,1586,4636,70644,7008,284,82577,61,4667,321,0,5050,328,9517,789,0,10639,143,4729,340,0,5212,122,4654,354,13,5150,218,9633,686,34,10564,230,8788,629,12,9668,420,8782,630,7,9834,560,9147,617,17,10344,769,7115,490,9,8386,1071,3827,349,11,5259,1390,1020,221,0,2631,5318,71887,5428,107,82738,164,9383,661,6,10215,972,19203,1615,7,21799,333,9754,764,4,10850,312,9295,877,46,10530,496,19076,1792,138,21505,455,17202,1645,106,19409,760,17259,1572,23,19614,1085,18070,1379,28,20561,1545,14076,1053,20,16693,1808,7386,716,6,9927,2035,1823,353,3,4218,9963,142533,12436,390,165316
114,82,3812,267,15,4165,639,8191,626,8,9464,237,3900,281,6,4417,168,3204,335,4,3714,286,6894,747,12,7945,269,7155,730,8,8171,363,8205,678,11,9260,684,9809,598,12,11111,989,10268,498,8,11760,1110,5710,386,6,7216,789,1169,192,0,2155,5623,68315,5339,102,79381,57,3643,256,5,3963,283,8139,555,4,8992,156,3691,266,4,4119,101,3084,209,10,3406,208,7292,463,16,7971,250,7745,499,11,8503,438,9026,485,4,9950,689,10995,536,11,12231,974,11342,489,12,12814,1431,5845,424,10,7707,1487,1284,322,0,3087,6070,72075,4507,89,82742,138,7450,519,21,8124,929,16336,1186,12,18458,390,7592,544,11,8537,270,6286,543,18,7121,490,14183,1212,28,15915,522,14899,1232,23,16672,799,17230,1162,22,19211,1373,20807,1138,22,23337,1961,21609,984,22,24573,2539,11555,815,12,14924,2277,2449,509,0,5242,11688,140392,9842,197,162118
115,110,7083,210,5,7409,657,19240,592,12,20499,256,8979,254,10,9500,188,7796,201,13,8193,265,11951,380,37,12641,234,17899,523,20,18674,281,17539,487,25,18339,353,14437,363,41,15186,701,10589,342,66,11706,951,5042,279,28,6301,811,933,250,7,2005,4803,121496,3881,263,130441,59,6787,202,9,7054,327,18075,525,17,18937,164,8372,209,6,8744,116,7128,174,14,7430,167,12683,419,22,13287,224,19690,563,34,20510,319,18559,478,23,19385,516,14898,406,82,15906,895,11267,367,103,12632,1407,5120,323,16,6859,1641,989,399,10,3036,5832,123562,4056,341,133793,172,13872,414,7,14458,984,37309,1113,32,39439,417,17348,457,20,18248,304,14920,378,20,15625,431,24631,796,59,25927,458,37592,1085,58,39186,603,36101,963,53,37720,871,29332,765,123,31096,1596,21854,714,172,24336,2359,10164,598,40,13161,2451,1931,644,14,5041,10637,245061,7938,599,264232
116,313,14256,988,3,15562,1573,27563,1975,13,31120,536,11372,791,10,12696,363,12495,1081,12,13953,524,26172,2455,49,29196,545,31588,2137,40,34311,763,21904,1412,23,24100,1249,16463,973,71,18754,1694,10535,608,114,12949,1539,3917,389,27,5875,825,590,168,4,1590,9925,176841,12985,357,200105,148,13626,977,9,14764,732,26979,1936,14,29664,256,10854,658,7,11776,233,11673,753,21,12682,433,28543,1956,35,30974,588,31481,1872,28,33973,995,21621,1202,42,23857,1498,17021,866,189,19578,2256,11371,709,161,14488,2340,3963,422,24,6757,1764,694,363,5,2831,11251,177824,11721,544,201341,460,27881,1970,15,30329,2305,54544,3915,26,60780,789,22224,1448,11,24474,597,24170,1832,32,26631,960,54717,4416,80,60170,1141,63070,4009,63,68282,1756,43526,2612,65,47956,2745,33480,1843,261,38331,3947,21906,1316,273,27444,3883,7878,812,59,12629,2591,1283,534,12,4420,21176,354661,24706,901,401448
117,80,6550,396,39,7068,382,8923,664,53,10028,146,4530,373,46,5098,137,13873,1649,127,15788,276,45152,4174,415,50020,334,29424,2596,239,32590,476,18848,1791,165,21285,696,13793,1389,152,16036,865,8463,854,90,10275,1096,3556,516,31,5199,748,656,221,0,1626,5239,153771,14628,1360,175000,27,6153,387,35,6611,175,8593,565,48,9380,79,4656,360,32,5131,111,14479,1269,120,15980,304,43498,3285,324,47412,347,25401,1791,151,27692,449,16139,1069,127,17782,725,12140,851,177,13897,1047,8388,633,93,10161,1534,3567,495,24,5624,1265,718,333,3,2326,6067,143740,11049,1135,161993,111,12705,783,80,13681,559,17515,1234,100,19409,224,9185,732,85,10230,242,28358,2917,248,31766,579,88648,7457,736,97428,684,54818,4385,389,60276,928,34985,2867,294,39063,1426,25934,2244,328,29929,1909,16854,1488,179,20431,2624,7124,1017,57,10823,2014,1378,551,7,3950,11304,297509,25684,2501,336990
118,69,6327,331,11,6742,348,12398,599,15,13361,108,5790,351,19,6268,100,6817,515,70,7507,137,21428,1638,120,23330,165,17829,1263,79,19334,255,15101,916,70,16340,327,11898,714,65,13000,550,8682,532,58,9824,918,4763,442,20,6138,880,1193,401,6,2473,3859,112215,7703,533,124318,38,6061,332,19,6450,186,12173,579,17,12949,90,5481,271,14,5859,70,7533,426,79,8111,168,24472,1470,119,26229,172,18992,992,61,20225,266,16194,741,63,17268,443,12579,507,68,13596,712,9904,528,55,11198,1449,5564,598,23,7633,1665,1389,883,8,3944,5254,120343,7328,527,133455,111,12384,663,30,13185,535,24575,1172,32,26308,197,11267,623,33,12122,175,14350,940,148,15613,307,45899,3108,239,49557,337,36816,2262,136,39555,521,31296,1658,135,33609,768,24476,1222,130,26600,1252,18586,1054,118,21022,2365,10328,1038,41,13769,2545,2584,1279,15,6423,9109,232563,15032,1065,257767
119,294,17380,1326,21,19019,1560,33049,2473,28,37104,570,15926,980,27,17503,434,20371,1469,58,22329,703,44595,3468,122,48892,755,38534,2682,96,42060,1089,32836,1948,88,35963,2069,29667,1775,89,33605,2985,19891,1312,88,24281,3567,9519,1065,30,14177,2825,2309,781,7,5926,16849,264073,19290,641,300857,132,16280,1215,22,17652,642,31906,2210,36,34786,281,14946,883,25,16128,262,18731,1223,31,20244,567,43426,3162,102,47252,758,38727,2581,72,42138,1352,34848,2026,82,38318,2549,30760,1667,175,35149,3828,20952,1348,125,26247,5327,9715,1209,45,16298,4780,2460,1509,12,8760,20473,262744,19041,716,302969,425,33658,2540,42,36667,2200,64952,4684,55,71893,852,30868,1867,50,33634,688,39103,2697,85,42576,1264,88023,6632,221,96142,1511,77257,5265,164,84199,2444,67685,3976,170,74277,4623,60428,3443,259,68754,6811,40835,2660,214,50521,8894,19237,2276,75,30473,7604,4770,2294,17,14682,37314,526819,38335,1356,603825
120,89,7529,335,16,7968,485,13981,642,10,15110,151,6404,254,12,6826,117,10693,662,23,11499,238,26440,1541,92,28312,261,21607,1034,53,22959,352,17390,752,42,18535,534,14682,645,62,15911,940,9959,549,61,11508,1420,4682,435,16,6554,1388,1053,270,7,2714,5979,134415,7132,385,147911,32,7175,322,12,7544,231,14105,581,22,14942,105,6283,226,12,6630,123,10001,547,30,10703,255,26730,1486,63,28531,254,22121,960,45,23376,369,19500,747,45,20667,659,16221,594,109,17584,1290,11581,520,69,13456,2320,5129,463,22,7929,2532,1234,551,0,4314,8170,140081,7005,431,155680,120,14703,662,26,15515,720,28087,1223,30,30057,257,12687,486,23,13455,241,20700,1211,48,22200,490,53162,3027,153,56847,512,43723,1988,103,46338,724,36892,1499,89,39205,1191,30905,1243,161,33498,2230,21541,1067,127,24969,3740,9809,899,39,14490,3921,2281,814,8,7033,14147,274495,14128,813,303588
121,117,10668,384,31,11205,737,26185,729,31,27682,252,11736,324,25,12335,179,10701,339,35,11250,276,23510,936,73,24801,248,29910,1073,104,31332,380,27182,819,115,28492,483,21762,717,110,23069,808,16005,611,138,17561,1439,9019,474,49,10985,1607,2242,334,11,4197,6522,188923,6733,724,202900,68,10045,338,21,10475,380,25153,672,35,26237,170,11089,303,32,11589,158,10347,307,29,10843,252,26056,1062,90,27461,303,33499,1103,89,34994,368,30324,865,95,31654,649,23651,701,163,25160,1204,18598,701,159,20656,2224,10162,695,50,13133,3295,2700,731,7,6730,9064,201621,7470,777,218931,190,20715,723,51,21679,1115,51339,1398,63,53913,415,22822,632,56,23924,333,21054,640,61,22088,530,49564,1995,171,52259,549,63405,2173,193,66325,749,57508,1684,207,60149,1125,45416,1418,275,48232,2013,34605,1308,295,38215,3662,19180,1169,109,24116,4908,4939,1067,18,10930,15588,390543,14204,1495,421833
122,67,6874,224,12,7179,494,16629,520,14,17657,171,7989,264,15,8443,131,6744,225,13,7114,159,13205,527,51,13946,167,16030,586,39,16822,240,18316,583,34,19178,354,14957,500,36,15848,541,10301,367,24,11229,1006,6105,320,19,7444,1055,1459,223,6,2744,4394,118614,4341,256,127607,44,6616,214,14,6888,218,15836,523,17,16588,122,7399,214,3,7740,98,6238,210,15,6556,125,14037,563,71,14799,186,17612,603,35,18430,279,19533,607,36,20455,373,15350,467,38,16224,653,11435,392,31,12510,1458,6962,432,14,8868,2190,1871,429,3,4490,5741,122880,4653,280,133552,114,13494,436,22,14070,717,32465,1042,26,34248,295,15395,477,25,16184,228,12981,436,25,13666,282,27245,1097,124,28744,346,33636,1193,71,35249,521,37851,1189,71,39633,722,30307,967,74,32071,1187,21737,759,57,23744,2466,13072,755,27,16313,3247,3328,652,10,7236,10131,241491,8994,532,261159
123,268,10329,634,7,11242,1620,19724,1284,5,22634,535,8849,523,4,9913,320,8653,472,12,9456,512,18018,1027,31,19587,470,19593,1111,32,21204,624,16538,883,23,18060,917,13804,631,27,15377,1368,9784,460,49,11669,1193,3812,389,11,5403,573,579,152,9,1307,8398,129685,7562,214,145854,140,10010,633,4,10788,775,19471,1295,4,21544,294,8621,474,0,9391,203,8337,452,14,9007,414,20028,1146,27,21616,485,20484,1120,9,22102,808,16911,790,23,18541,1243,14806,629,70,16748,1661,10492,504,55,12709,1744,3857,490,12,6102,1253,714,393,7,2366,9021,133736,7920,236,150913,411,20345,1266,12,22024,2397,39188,2577,9,44181,830,17470,994,10,19306,524,16992,920,28,18468,924,38048,2177,60,41208,957,40077,2229,41,43309,1436,33452,1674,45,36603,2161,28611,1250,93,32118,3021,20275,970,109,24373,2934,7674,874,28,11502,1824,1291,544,14,3674,17417,263424,15484,454,296773
124,257,10585,589,4,11439,1752,19929,1229,15,22924,521,9431,599,0,10554,397,9503,667,4,10566,538,20163,1511,47,22259,534,20409,1391,32,22370,770,18754,1133,23,20675,1011,16670,863,28,18574,1382,12699,642,36,14769,1304,5269,475,4,7057,721,915,233,0,1862,9185,144322,9332,206,163051,131,9912,558,3,10599,807,19754,1236,3,21799,327,9073,488,10,9896,253,9090,592,10,9942,505,21601,1467,26,23604,572,21458,1289,20,23336,812,19811,1016,21,21663,1207,18094,769,38,20111,1593,13982,644,52,16272,1917,5810,606,12,8347,1687,1148,561,9,3398,9811,149738,9222,204,168967,392,20493,1148,9,22037,2557,39681,2466,18,44718,850,18510,1089,13,20454,648,18588,1263,15,20510,1039,41764,2980,75,45865,1107,41866,2679,47,45706,1583,38566,2145,40,42338,2221,34766,1628,62,38681,2975,26682,1290,93,31040,3223,11074,1079,24,15401,2406,2059,789,6,5263,18994,294051,18552,410,332011
125,261,15373,1433,18,17083,1125,27982,2428,26,31563,378,11786,869,12,13041,309,17321,1630,45,19303,559,43054,4232,97,47939,687,37792,3422,100,41998,1022,24785,2104,88,27990,1644,20727,1550,82,24001,2253,13415,1052,109,16830,2246,6017,720,34,9018,1462,1283,512,10,3269,11935,219527,19963,612,252040,145,14528,1268,19,15960,519,27396,2237,24,30172,239,11052,803,16,12104,216,15297,1129,40,16681,492,40511,3193,94,44292,679,34567,2577,62,37878,1226,24807,1605,68,27705,2035,21267,1346,168,24823,2719,14030,973,146,17871,3324,5889,778,48,10045,2617,1388,681,12,4696,14207,210742,16584,690,242233,409,29906,2697,30,33049,1644,55379,4660,56,61737,614,22840,1676,24,25147,525,32617,2760,84,35982,1050,83564,7431,189,92237,1364,72360,5996,158,79875,2245,49593,3711,156,55703,3676,41992,2900,249,48815,4974,27451,2025,252,34704,5567,11908,1501,80,19062,4077,2670,1195,23,7963,26146,430270,36551,1301,494269
126,54,5136,223,15,5428,368,11307,406,19,12096,100,4962,151,8,5229,84,6261,269,8,6630,183,14823,732,27,15767,171,14815,615,34,15636,221,11311,438,35,12002,372,9986,392,62,10806,552,7304,280,70,8210,780,3340,217,18,4354,833,889,219,0,1941,3725,90125,3939,301,98096,26,5064,216,15,5315,158,10887,355,8,11416,80,4731,156,16,4978,75,5915,260,24,6266,150,15697,702,36,16582,170,15542,593,36,16337,289,12162,395,38,12878,488,10955,382,96,11925,797,8075,297,93,9261,1343,3713,291,26,5368,1502,1140,463,0,3108,5071,93882,4109,384,103447,84,10191,438,25,10741,532,22193,760,28,23509,185,9694,311,25,10214,160,12180,530,32,12903,329,30515,1433,69,32346,339,30363,1201,72,31973,503,23468,829,77,24876,858,20941,772,160,22729,1344,15382,583,164,17474,2129,7050,506,35,9722,2333,2023,679,5,5047,8798,184010,8052,684,201544
127,297,15066,1170,17,16548,1525,30556,2319,19,34425,539,15042,982,5,16577,418,15284,988,14,16693,671,30336,2038,58,33109,916,28884,1986,55,31842,1456,25903,1612,46,29011,2690,22915,1499,39,27139,3331,13511,996,64,17903,2828,5135,702,9,8683,1484,922,446,8,2860,16158,203562,14742,331,234788,161,14239,1104,14,15520,679,29631,2094,10,32424,293,14359,866,6,15527,236,14828,872,16,15953,553,32057,2112,48,34765,948,30683,2022,30,33680,1798,27187,1576,40,30599,3302,22856,1378,113,27654,4225,14038,1011,76,19341,3937,4986,756,24,9702,2700,914,671,5,4296,18830,205767,14463,401,239460,456,29304,2273,29,32064,2210,60191,4411,37,66845,836,29402,1851,15,32101,650,30105,1860,30,32651,1224,62396,4149,106,67878,1864,59562,4013,88,65524,3247,53091,3187,80,59610,5991,45773,2878,157,54791,7550,27546,2006,137,37240,6770,10121,1460,39,18387,4188,1836,1114,15,7154,34986,409326,29205,726,474248
128,85,6484,197,5,6767,647,13902,477,10,15035,232,6796,177,4,7207,164,6191,183,3,6552,201,12084,439,15,12744,184,13822,509,14,14532,257,14542,461,23,15285,396,12846,396,20,13654,606,9803,298,19,10724,869,5095,281,8,6252,967,1230,243,4,2441,4606,102790,3660,130,111180,49,6189,202,6,6450,300,13248,409,11,13964,126,6428,163,0,6720,81,6003,144,8,6233,158,12772,481,14,13431,226,15077,490,24,15813,306,15591,444,18,16356,476,13653,347,30,14507,783,10634,341,24,11788,1398,5672,405,5,7478,1838,1549,591,3,3977,5743,106839,4010,147,116726,134,12677,394,11,13219,947,27152,885,18,28998,357,13228,341,7,13927,244,12193,325,13,12779,363,24856,924,28,26176,414,28894,992,39,30348,566,30134,904,38,31642,875,26498,741,47,28160,1387,20437,639,50,22513,2262,10771,682,14,13733,2801,2778,831,7,6415,10342,209626,7664,273,227909
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,16,0,0,16,0,10,0,0,10,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,0,18,0,0,18,0,8,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,32,0,3,38
201,110,4335,239,0,4687,836,9692,732,8,11262,328,4603,300,8,5238,235,4263,318,0,4815,364,9196,613,11,10178,341,8836,621,13,9810,496,9601,736,9,10846,722,9482,640,11,10855,1000,8222,595,7,9832,1005,3868,363,3,5244,665,772,174,0,1609,6102,72857,5336,77,84380,64,4302,272,5,4633,426,9493,583,3,10511,205,4429,314,3,4955,178,4295,263,3,4743,313,9572,593,8,10484,389,9737,591,9,10719,609,10361,617,8,11592,800,10386,534,14,11728,1049,8997,521,9,10574,1169,4255,363,5,5791,1395,1029,257,0,2683,6589,76856,4910,61,88419,172,8636,508,7,9324,1261,19189,1310,14,21767,534,9031,620,9,10194,413,8555,580,9,9559,676,18766,1203,22,20661,730,18571,1218,13,20532,1106,19964,1353,23,22445,1524,19866,1168,23,22584,2049,17220,1121,21,20410,2171,8119,728,8,11039,2061,1800,431,0,4290,12699,149718,10247,143,172802
202,112,4288,274,4,4679,855,9298,657,7,10820,296,4217,276,0,4792,207,3993,307,10,4518,332,8338,824,19,9509,291,8518,720,7,9540,422,9093,738,9,10267,586,9242,689,7,10526,817,8332,557,11,9722,881,3959,395,0,5239,687,827,239,0,1758,5496,70126,5675,82,81367,59,4122,269,3,4453,420,9089,609,3,10116,193,4189,280,0,4664,126,4078,237,6,4446,270,9157,613,9,10047,330,9428,606,4,10373,461,9945,601,6,11003,697,10340,630,7,11677,903,8851,500,12,10269,1125,4210,431,3,5776,1306,988,436,6,2738,5898,74388,5222,60,85564,170,8410,545,6,9140,1278,18382,1269,8,20936,492,8405,561,0,9462,331,8074,541,15,8964,597,17498,1436,26,19557,622,17942,1326,12,19914,882,19042,1337,10,21267,1286,19579,1322,13,22199,1723,17185,1061,26,19991,2016,8168,824,9,11016,1994,1819,676,9,4499,11389,144512,10893,135,166934
203,173,9132,427,8,9746,1468,18235,1028,10,20743,541,8479,429,12,9462,362,9025,624,11,10020,514,19724,1512,21,21765,444,18503,1261,23,20243,643,17861,1111,10,19635,908,16551,898,21,18377,1375,14451,738,15,16582,1575,6771,526,9,8876,1216,1523,260,5,3006,9221,140260,8823,139,158446,85,8737,400,8,9230,731,17786,1000,4,19524,311,8265,424,16,9017,234,8862,460,5,9560,458,20449,969,24,21897,528,20321,1014,25,21892,804,19358,888,18,21068,1160,18710,766,26,20665,1559,16123,755,21,18460,2258,7651,622,5,10542,2657,1780,448,5,4888,10792,148046,7745,170,166757,264,17867,829,14,18968,2195,36020,2024,17,40261,851,16745,852,31,18486,596,17886,1086,20,19586,968,40170,2479,45,43666,972,38832,2280,52,42136,1445,37224,2000,27,40706,2071,35269,1667,46,39041,2935,30573,1492,36,35044,3836,14419,1145,13,19416,3878,3307,711,9,7897,20019,288302,16571,313,325205
204,91,4341,311,0,4743,859,9954,902,9,11713,291,5044,405,3,5738,192,4336,445,10,4983,312,9006,789,44,10154,314,8969,812,20,10117,433,10250,837,10,11531,717,11433,911,8,13069,1009,10397,765,10,12183,1092,4851,426,6,6374,782,993,146,0,1923,6091,79570,6733,129,92523,49,4397,275,0,4721,446,9905,791,4,11149,157,4708,408,6,5273,109,4004,379,12,4506,243,9287,746,45,10328,321,9925,739,9,10992,486,11138,822,15,12469,773,12202,834,22,13823,956,10504,628,7,12101,1335,5011,471,6,6820,1547,1200,276,0,3024,6429,82280,6373,125,95210,143,8734,580,3,9462,1307,19857,1693,13,22862,446,9745,808,8,11010,299,8346,821,19,9487,561,18296,1530,94,20479,636,18889,1553,30,21107,917,21384,1663,28,23997,1484,23638,1744,29,26895,1965,20910,1397,17,24290,2426,9864,898,5,13195,2332,2194,421,0,4945,12518,161855,13111,255,187736
205,166,7266,583,4,8020,1309,15638,1405,7,18361,490,7156,548,8,8207,367,6219,550,18,7154,568,14014,1501,70,16147,538,13772,1557,43,15906,814,15138,1277,26,17255,1322,18108,1315,22,20774,1881,17636,1245,5,20768,1875,8274,730,3,10892,1272,1557,370,3,3197,10588,124782,11089,214,146677,101,6994,582,0,7683,638,15137,1352,4,17130,295,7042,539,0,7877,232,6080,474,11,6796,480,15222,1229,39,16968,623,14919,1299,21,16861,953,16739,1146,13,18855,1441,19817,1247,13,22528,1929,17934,1169,12,21048,2289,8446,791,12,11536,2367,1854,526,4,4751,11350,130183,10365,129,152035,264,14262,1173,8,15704,1942,30780,2759,14,35490,788,14197,1093,9,16084,596,12301,1025,28,13954,1051,29232,2731,108,33113,1154,28685,2855,62,32762,1767,31875,2426,43,36111,2760,37928,2568,39,43302,3813,35573,2412,16,41819,4164,16721,1524,13,22420,3633,3415,897,4,7952,21938,254965,21459,347,298708
