SUA_CODE_2021,F_Tot_LF_15_19_yr,F_Tot_LF_20_24_yr,F_Tot_LF_25_34_yr,F_Tot_LF_35_44_yr,F_Tot_LF_45_54_yr,F_Tot_LF_55_64_yr,F_Tot_LF_65_74_yr,F_Tot_LF_75_84_yr,F_Tot_LF_85_yr_over,F_Tot_LF_Tot,F_NILF_15_19_yr,F_NILF_20_24_yr,F_NILF_25_34_yr,F_NILF_35_44_yr,F_NILF_45_54_yr,F_NILF_55_64_yr,F_NILF_65_74_yr,F_NILF_75_84_yr,F_NILF_85_yr_over,F_NILF_Tot,F_LF_st_ns_15_19,F_LF_st_ns_20_24,F_LF_st_ns_25_34,F_LF_st_ns_35_44,F_LF_st_ns_45_54,F_LF_st_ns_55_64,F_LF_st_ns_65_74,F_LF_st_ns_75_84,F_LF_st_ns_85_yr_over,F_LF_st_ns_Total,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Emp_wrk_Ft_15_19,P_Emp_wrk_Ft_20_24,P_Emp_wrk_Ft_25_34,P_Emp_wrk_Ft_35_44,P_Emp_wrk_Ft_45_54,P_Emp_wrk_Ft_55_64,P_Emp_wrk_Ft_65_74,P_Emp_wrk_Ft_75_84,P_Emp_wrk_Ft_85_yr_over,P_Emp_wrk_Ft_Tot,P_Emp_wrk_Pt_15_19,P_Emp_wrk_Pt_20_24,P_Emp_wrk_Pt_25_34,P_Emp_wrk_Pt_35_44,P_Emp_wrk_Pt_45_54,P_Emp_wrk_Pt_55_64,P_Emp_wrk_Pt_65_74,P_Emp_wrk_Pt_75_84,P_Emp_wrk_Pt_85_yr_over,P_Emp_wrk_Pt_Tot,P_Emp_a_f_wrk_15_19,P_Emp_a_f_wrk_20_24,P_Emp_a_f_wrk_25_34,P_Emp_a_f_wrk_35_44,P_Emp_a_f_wrk_45_54,P_Emp_a_f_wrk_55_64,P_Emp_a_f_wrk_65_74,P_Emp_a_f_wrk_75_84,P_Emp_a_f_wrk_85_yr_over,P_Emp_a_f_wrk_Tot,P_Hr_wrk_ns_15_19,P_Hr_wrk_ns_20_24,P_Hr_wrk_ns_25_34,P_Hr_wrk_ns_35_44,P_Hr_wrk_ns_45_54,P_Hr_wrk_ns_55_64,P_Hr_wrk_ns_65_74,P_Hr_wrk_ns_75_84,P_Hr_wrk_ns_85_yr_over,P_Hr_wrk_ns_Tot,P_Tot_emp_15_19,P_Tot_emp_20_24,P_Tot_emp_25_34,P_Tot_emp_35_44,P_Tot_emp_45_54,P_Tot_emp_55_64,P_Tot_emp_65_74,P_Tot_emp_75_84,P_Tot_emp_85_yr_over,P_Tot_emp_Tot,P_UE_lk_fr_Ft_wrk_15_19,P_UE_lk_fr_Ft_wrk_20_24,P_UE_lk_fr_Ft_wrk_25_34,P_UE_lk_fr_Ft_wrk_35_44,P_UE_lk_fr_Ft_wrk_45_54,P_UE_lk_fr_Ft_wrk_55_64,P_UE_lk_fr_Ft_wrk_65_74,P_UE_lk_fr_Ft_wrk_75_84,P_UE_lk_for_Ft_wrk_85_over,P_UE_looking_for_Ft_wk_Tot,P_UE_lk_for_Pt_wk_15_19,P_UE_lk_for_Pt_wk_20_24,P_UE_lk_for_Pt_wk_25_34,P_UE_lk_for_Pt_wk_35_44,P_UE_lk_for_Pt_wk_45_54,P_UE_lk_for_Pt_wk_55_64,P_UE_lk_for_Pt_wk_65_74,P_UE_lk_for_Pt_wk_75_84,P_UE_looking_for_Pt_wk_85ov,P_UE_lk_for_Pt_wrk_Tot,P_Tot_unemp_15_19,P_Tot_unemp_20_24,P_Tot_unemp_25_34,P_Tot_unemp_35_44,P_Tot_unemp_45_54,P_Tot_unemp_55_64,P_Tot_unemp_65_74,P_Tot_unemp_75_84,P_Tot_unemp_85_yr_over,P_Tot_unemp_Total,P_Tot_LF_15_19_yr,P_Tot_LF_20_24_yr,P_Tot_LF_25_34_yr,P_Tot_LF_35_44_yr,P_Tot_LF_45_54_yr,P_Tot_LF_55_64_yr,P_Tot_LF_65_74_yr,P_Tot_LF_75_84_yr,P_Tot_LF_85_yr_over,P_Tot_LF_Tot,P_NILF_15_19_yr,P_NILF_20_24_yr,P_NILF_25_34_yr,P_NILF_35_44_yr,P_NILF_45_54_yr,P_NILF_55_64_yr,P_NILF_65_74_yr,P_NILF_75_84_yr,P_NILF_85_yr_over,P_NILF_Tot,P_LF_st_ns_15_19,P_LF_st_ns_20_24,P_LF_st_ns_25_34,P_LF_st_ns_35_44,P_LF_st_ns_45_54,P_LF_st_ns_55_64,P_LF_st_ns_65_74,P_LF_st_ns_75_84,P_LF_st_ns_85_yr_over,P_LF_st_ns_Total,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
2016,850,1114,2693,2400,2374,1915,497,23,9,11873,626,339,836,723,669,1086,2090,1537,756,8655,100,125,297,254,198,207,164,168,101,1620,1579,1577,3829,3378,3243,3204,2750,1735,865,22154,323,1216,3392,2927,3129,2290,479,36,6,13803,987,752,1476,1474,1318,1284,552,74,4,7915,130,106,253,173,157,184,68,5,6,1075,33,54,119,106,69,59,13,3,10,464,1470,2130,5241,4671,4670,3815,1115,124,23,23262,56,133,172,133,113,59,4,0,0,662,175,74,98,75,52,65,16,4,0,543,230,208,269,203,161,124,17,4,0,1210,1698,2337,5513,4875,4832,3936,1132,126,23,24466,1342,606,1230,1155,1190,1874,3735,2822,1225,15178,218,268,618,515,456,427,341,310,167,3317,3263,3210,7365,6545,6474,6244,5207,3256,1409,42967
2017,163,264,642,536,463,437,120,14,0,2636,84,52,162,128,105,190,433,432,253,1833,17,32,56,43,28,44,31,34,20,302,267,344,861,706,601,671,580,474,275,4775,91,340,826,692,595,546,106,9,0,3207,208,164,340,337,263,296,136,22,0,1767,24,12,93,27,18,49,18,0,0,257,6,6,28,13,19,13,0,0,0,93,329,523,1286,1072,895,916,267,39,0,5319,6,12,17,22,25,13,4,0,0,102,17,10,15,11,4,14,0,0,0,63,25,20,30,34,30,26,4,0,0,164,350,542,1315,1104,924,942,272,39,0,5487,184,88,216,177,181,318,775,705,385,3023,43,52,113,87,72,93,56,63,36,613,578,683,1649,1368,1175,1344,1105,802,425,9126
2018,750,934,2229,1921,1900,1540,323,25,0,9620,378,229,573,493,555,1170,1994,1334,626,7349,88,111,251,247,179,189,183,225,199,1669,1217,1266,3050,2659,2631,2905,2505,1581,824,18641,204,868,2713,2308,2339,1696,274,14,3,10426,908,676,1214,1200,1077,1037,368,48,0,6533,97,79,253,159,142,178,73,7,0,997,20,55,70,55,63,37,27,4,0,322,1230,1671,4254,3725,3621,2956,740,73,3,18281,67,123,189,127,130,113,19,0,0,766,149,55,98,58,60,58,17,0,4,503,210,178,290,191,191,169,36,0,4,1274,1442,1851,4544,3914,3815,3120,779,72,4,19548,855,440,839,802,978,2008,3699,2454,990,13059,171,209,498,467,382,393,380,399,323,3236,2467,2506,5877,5185,5176,5529,4854,2928,1315,35844
2019,372,400,962,900,1019,831,202,15,0,4698,170,96,178,212,209,411,979,842,434,3532,38,30,69,53,65,52,52,92,87,544,579,531,1205,1167,1292,1294,1237,948,526,8776,127,404,1155,1080,1200,871,172,13,3,5035,463,279,545,586,591,596,245,30,3,3327,62,31,115,67,46,92,43,8,0,468,17,22,22,28,18,21,8,0,0,136,669,744,1833,1757,1864,1575,464,46,8,8963,13,17,31,25,31,31,5,0,0,155,51,23,26,14,21,19,5,0,0,163,64,43,60,42,52,51,4,0,0,322,737,780,1894,1799,1915,1631,470,52,3,9289,388,159,284,313,374,706,1708,1476,676,6084,61,58,138,107,119,107,119,151,142,993,1187,996,2314,2225,2408,2441,2302,1675,821,16367
2020,677,901,2287,1941,2069,1692,414,49,7,10032,464,154,530,470,441,963,1917,1336,583,6864,55,53,175,131,118,115,109,101,41,895,1198,1107,2988,2545,2632,2764,2442,1485,629,17784,236,897,2856,2400,2432,1818,392,58,6,11090,805,637,1226,1228,1265,1254,506,100,13,7037,88,104,275,153,135,201,66,22,0,1046,21,43,82,73,58,41,27,12,6,359,1149,1683,4444,3855,3889,3308,992,183,25,19529,44,71,101,52,82,67,11,0,0,416,123,45,67,48,49,53,11,0,0,388,168,112,168,95,128,120,17,5,0,804,1318,1792,4608,3953,4013,3433,1005,188,25,20333,957,281,736,672,714,1520,3491,2461,930,11765,106,95,308,274,259,210,211,180,70,1716,2384,2174,5651,4896,4992,5161,4708,2833,1030,33817
2021,718,773,1844,1792,1918,1643,339,29,0,9060,283,134,344,309,356,717,1645,1146,576,5509,57,43,129,129,107,95,118,120,150,959,1055,949,2312,2234,2381,2454,2108,1303,723,15521,316,825,2326,2023,2243,1705,270,28,0,9730,869,537,1065,1217,1168,1213,465,59,3,6607,101,80,236,157,131,164,70,8,0,937,18,28,80,38,32,28,21,4,0,252,1299,1473,3705,3435,3581,3108,814,108,3,17530,12,47,50,55,47,44,4,0,0,259,94,35,42,46,38,45,6,0,0,303,105,80,86,100,84,91,8,0,0,565,1405,1551,3788,3539,3669,3205,826,108,3,18088,602,226,536,481,604,1175,2930,2012,904,9468,130,110,252,283,229,205,212,191,209,1829,2136,1889,4576,4297,4498,4580,3965,2315,1117,29383
3000,10618,11606,28245,31262,36204,32107,8785,1357,134,160322,7264,3507,8816,8060,9599,22676,37929,19632,6246,123730,1863,2044,4778,4262,4698,4985,4242,2511,1022,30408,19741,17159,41838,43577,50509,59768,50959,23496,7403,314455,5764,14769,37110,40398,47880,39420,10428,1774,127,197685,11700,6328,14476,17022,18376,20260,8596,1672,181,98605,1210,1239,3887,3270,3958,5363,1787,241,41,21000,720,836,1615,1398,1662,1330,674,370,81,8704,19403,23172,57095,62088,71881,66375,21490,4061,432,325991,1031,1358,1977,1656,2041,1990,283,14,4,10351,1354,657,988,821,913,1298,337,28,3,6389,2382,2017,2964,2477,2956,3283,615,40,9,16743,21785,25189,60056,64563,74830,69664,22108,4100,443,342737,15619,6232,13849,13169,17102,40134,76834,40817,11027,234779,3940,4710,12121,11523,12739,12514,9637,5211,1805,74217,41347,36129,86030,89259,104673,122309,108581,50125,13272,651734
3001,280,515,1203,941,806,637,151,17,0,4535,74,50,169,127,132,450,608,193,35,1839,33,99,276,173,151,232,148,41,0,1151,385,661,1646,1241,1087,1317,905,247,38,7524,148,566,1443,1147,1018,698,161,18,0,5188,292,286,624,511,443,436,205,23,0,2824,12,35,180,134,106,166,46,8,0,686,11,16,40,38,26,11,3,0,0,148,465,907,2283,1822,1588,1317,418,48,0,8843,8,17,77,24,42,41,4,0,0,220,31,14,35,20,18,31,8,3,0,157,39,29,113,45,68,71,11,3,0,377,502,937,2396,1867,1653,1387,431,50,0,9219,159,75,247,203,252,780,1248,448,61,3478,71,182,564,340,317,460,323,92,7,2352,733,1197,3207,2413,2219,2627,2006,582,68,15048
3002,43058,66175,145083,141305,127875,82298,17570,1510,120,624988,28595,14342,31160,30449,28986,47145,84220,54176,22353,341421,2975,4212,9774,7646,5863,4385,4039,3902,3623,46414,74627,84728,186020,179402,162721,133823,105829,59578,26093,1012815,10367,55359,179140,185755,172076,102528,17224,1139,54,723636,46238,50770,73956,72278,60386,48001,18436,2654,149,372877,11559,12999,21980,15960,12986,11721,3732,383,44,91365,1155,2599,5464,3816,2789,1696,501,182,65,18266,69312,121729,280543,277806,248233,163945,39898,4363,311,1206143,3121,6511,9692,6918,6411,4787,622,26,5,38097,10726,5537,5284,3863,3009,2894,857,66,14,32259,13848,12051,14972,10778,9422,7684,1480,89,21,70354,83158,133782,295519,288586,257654,171633,41379,4452,330,1276496,63534,27551,48617,45227,46087,77716,151365,99239,35988,595322,6124,8724,19756,15575,12327,9111,7953,6877,5338,91779,152816,170053,363889,349392,316069,258452,200701,110565,41657,1963599
3003,1277,1486,3163,3131,3356,2793,633,85,3,15918,632,374,829,802,961,2181,4541,3236,1259,14810,103,106,256,187,211,200,252,305,137,1750,2010,1963,4239,4115,4528,5167,5427,3620,1401,32472,483,1561,3731,3688,4064,3072,557,56,0,17209,1546,994,1751,1781,1791,1785,691,111,14,10463,64,99,303,198,235,310,79,13,0,1302,51,62,166,112,97,51,22,22,3,586,2147,2709,5945,5782,6186,5212,1347,202,15,29560,149,196,287,189,211,193,25,0,0,1253,255,111,153,105,117,138,33,4,0,913,402,308,436,293,335,334,63,4,0,2162,2553,3021,6390,6077,6517,5547,1409,201,15,31726,1429,608,1273,1274,1635,3736,8481,6206,2108,26753,202,199,516,380,453,446,504,514,239,3453,4179,3828,8180,7729,8605,9724,10396,6921,2363,61928
3004,2773,3056,7960,8679,9023,6341,1550,136,11,39532,1532,820,1729,1714,1644,2923,5554,3168,1137,20215,377,546,1357,948,862,867,743,503,252,6452,4678,4419,11052,11337,11532,10126,7843,3805,1393,66196,801,2962,9084,10065,10960,7202,1335,101,3,42511,3432,2252,4518,4950,4827,4051,1665,245,15,25964,218,299,868,745,715,784,247,33,0,3909,95,150,326,230,193,134,43,13,0,1187,4540,5664,14793,15982,16699,12174,3303,389,31,73573,185,364,590,440,516,457,56,0,0,2616,587,225,298,281,268,259,87,6,0,2019,773,597,889,723,781,715,141,10,0,4636,5318,6261,15686,16706,17480,12891,3441,405,31,78205,3401,1400,2601,2627,2872,5269,10738,6203,1908,37024,796,1154,2750,2013,1943,1790,1629,998,422,13490,9511,8814,21035,21347,22296,19945,15806,7596,2361,128725
3005,291,370,848,895,669,490,84,8,0,3650,98,72,191,153,119,195,254,107,27,1216,18,31,82,84,72,80,68,21,18,475,416,474,1120,1129,858,765,408,136,48,5341,163,508,1201,1231,1094,714,127,10,0,5043,408,177,395,451,298,256,89,20,0,2092,18,18,96,55,48,75,13,0,0,321,13,16,36,42,24,12,5,0,0,149,601,730,1723,1780,1459,1047,234,30,0,7609,13,30,37,22,32,19,0,0,0,152,27,17,25,15,12,11,4,0,0,110,47,40,61,37,40,36,5,0,0,268,649,773,1784,1814,1502,1086,231,30,0,7872,225,96,233,198,154,307,488,202,47,1958,67,92,207,219,163,195,145,59,37,1192,941,966,2232,2237,1819,1585,875,287,86,11022
3006,924,953,2241,2279,2317,1488,265,27,0,10489,474,224,701,618,646,1092,1385,761,261,6163,73,67,191,166,154,125,111,66,57,1009,1470,1248,3133,3058,3111,2707,1762,853,311,17670,370,1136,2931,3068,3278,2172,311,16,0,13282,1026,554,1166,1205,1124,887,278,40,0,6276,55,64,259,195,191,215,37,3,0,1013,27,46,100,76,54,42,6,0,0,354,1479,1806,4454,4541,4644,3306,638,60,0,20924,126,165,211,190,170,156,21,0,0,1042,246,76,107,100,76,82,18,0,0,714,370,244,317,288,252,240,37,0,0,1755,1849,2052,4766,4830,4901,3550,678,60,0,22680,996,347,902,841,970,1802,2727,1428,450,10468,144,138,389,398,360,331,263,130,76,2227,2986,2532,6058,6073,6229,5679,3665,1616,524,35371
3007,12062,16916,37373,37878,37178,26814,7081,682,53,176037,6620,3304,7498,7778,8217,14761,29626,20338,7949,106098,960,1441,3439,2810,2488,2220,2127,2097,1815,19395,19639,21663,48310,48469,47883,43793,38837,23112,9814,301519,2721,12996,40501,44214,44570,28355,5782,432,15,179580,13753,13290,22141,22556,20792,18121,7997,1218,93,119955,3051,3482,6264,4636,4149,3880,1397,197,17,27076,380,790,1720,1258,994,666,199,79,35,6117,19900,30556,70622,72661,70505,51018,15382,1930,162,332730,800,1426,2188,1698,1910,1644,236,12,0,9926,2483,1285,1446,1176,983,1202,380,50,4,9004,3288,2711,3640,2873,2892,2843,620,61,6,18927,23188,33268,74261,75535,73399,53863,16003,1987,163,351662,14726,6243,11470,11459,13243,24456,53261,38218,13330,186409,1976,2786,6966,5582,5014,4339,4205,3803,2781,37442,39887,42294,92701,92577,91651,82652,73463,44006,16276,575510
3008,417,422,856,913,1005,779,158,17,3,4562,252,134,323,361,379,660,1255,907,421,4685,41,27,67,65,64,50,71,62,35,490,711,582,1236,1337,1449,1489,1487,982,464,9740,144,466,1013,994,1136,779,141,13,0,4693,521,278,562,588,611,573,179,24,0,3335,25,42,98,59,82,81,18,3,0,410,23,27,51,46,31,17,9,0,3,202,717,816,1717,1679,1850,1455,349,41,8,8636,39,52,70,41,43,49,5,0,0,305,75,30,54,31,30,34,4,0,0,267,115,89,129,77,71,84,11,0,0,571,830,908,1844,1756,1926,1542,358,41,8,9213,571,205,469,550,627,1136,2250,1601,672,8070,84,65,171,143,144,135,132,110,61,1043,1477,1175,2483,2447,2702,2807,2738,1746,738,18323
3009,901,796,1897,2274,2647,2212,494,43,3,11263,535,233,606,621,787,2290,4871,3033,998,13967,73,56,147,154,196,244,313,352,191,1733,1511,1080,2647,3050,3634,4748,5667,3432,1200,26964,293,751,2014,2400,2809,1987,327,27,0,10607,1017,613,1182,1349,1409,1543,530,63,4,7702,63,61,203,173,214,305,118,8,0,1154,32,35,73,87,77,70,10,7,7,404,1401,1470,3468,4021,4509,3906,987,103,12,19868,119,132,179,132,180,196,22,7,0,972,233,69,102,96,101,139,37,0,0,775,351,202,284,230,280,334,63,4,0,1749,1758,1674,3748,4245,4790,4240,1047,104,12,21618,1122,406,911,1005,1442,3882,9161,6040,1717,25695,151,139,296,316,378,437,602,640,308,3275,3025,2213,4951,5568,6608,8564,10815,6788,2040,50583
3010,201,269,495,445,432,362,92,3,0,2299,114,73,159,120,141,235,533,329,167,1873,18,19,43,38,30,38,35,24,28,278,334,361,700,601,606,634,656,359,198,4444,94,301,678,562,525,414,83,12,0,2660,225,151,325,264,237,244,85,7,0,1537,12,19,43,36,38,39,18,0,0,207,8,6,13,23,15,11,5,0,0,90,340,480,1063,883,812,703,187,22,0,4492,20,23,33,19,19,14,3,0,0,125,29,15,17,11,11,6,0,0,0,97,46,42,49,21,26,26,4,3,0,219,388,522,1110,907,841,726,196,19,0,4711,218,123,223,186,234,406,941,623,273,3214,50,45,97,76,72,68,68,59,40,576,659,689,1431,1168,1145,1201,1199,699,313,8507
3011,1659,1956,4383,4563,4387,3131,716,58,3,20860,670,358,967,833,753,1710,2782,1893,818,10776,158,234,477,407,321,288,250,234,133,2492,2483,2545,5832,5794,5460,5130,3747,2182,964,34125,789,2562,5814,5979,6089,4299,802,48,0,26384,1968,1037,2098,2382,2010,1828,707,84,3,12114,91,119,449,312,279,341,98,16,0,1701,50,87,223,139,104,86,38,16,0,748,2900,3807,8588,8816,8492,6547,1633,160,10,40949,118,145,240,183,157,156,26,0,0,1029,254,101,130,103,79,100,30,0,0,789,374,242,365,290,238,261,59,0,0,1822,3275,4050,8948,9103,8725,6802,1696,159,9,42768,1513,579,1266,1154,1203,2748,5227,3407,1322,18426,315,444,960,847,728,705,514,444,231,5191,5094,5078,11180,11107,10653,10257,7436,4018,1559,66385
3012,425,425,825,972,1155,1027,204,21,0,5050,271,167,316,317,427,921,1785,1096,452,5765,41,38,81,84,70,84,102,103,49,668,734,636,1227,1381,1649,2027,2097,1220,500,11482,156,443,954,1058,1326,1013,153,18,0,5125,467,307,493,590,673,690,222,25,0,3473,40,41,92,67,75,111,36,7,0,460,11,23,41,26,33,33,10,6,4,193,683,813,1577,1745,2105,1851,421,50,7,9244,93,109,117,107,106,100,8,0,0,641,93,42,55,47,34,62,15,0,0,356,180,155,168,152,148,169,26,3,0,1002,866,968,1754,1895,2250,2018,443,56,7,10250,618,375,787,761,846,1730,3475,2119,732,11440,105,98,173,195,174,177,193,178,83,1361,1589,1438,2712,2844,3271,3926,4109,2352,816,23051
3013,308,489,1224,1017,845,607,136,17,0,4641,186,136,326,207,190,304,377,193,43,1958,60,99,176,141,144,150,101,48,14,934,552,723,1723,1366,1181,1063,615,251,65,7535,210,719,1903,1541,1366,1006,191,15,0,6948,344,167,366,377,234,235,101,24,0,1847,24,38,131,78,86,106,30,5,0,504,25,24,81,47,43,15,0,0,6,235,605,948,2481,2045,1721,1363,321,41,6,9535,29,36,68,47,56,33,4,0,0,274,44,13,29,22,11,15,10,0,0,148,77,55,89,66,69,50,12,0,0,420,685,1005,2571,2110,1794,1413,339,47,6,9952,401,209,422,305,300,537,777,411,81,3437,135,223,421,357,376,383,281,114,27,2297,1220,1433,3407,2770,2467,2326,1390,563,113,15696
3014,1539,1948,4201,3980,3734,2860,614,48,6,18926,860,429,998,800,782,1637,2723,2032,866,11132,143,175,324,308,261,219,197,217,170,2014,2537,2548,5525,5086,4781,4715,3531,2298,1044,32072,664,2099,5363,5147,4872,3541,616,29,6,22345,1859,1313,2031,2022,1693,1647,588,80,10,11248,123,138,473,301,301,346,77,7,3,1762,62,82,205,123,96,75,19,8,0,681,2704,3641,8075,7593,6967,5612,1301,120,15,36033,144,197,309,224,188,167,21,0,0,1241,272,129,147,121,103,98,17,0,0,896,409,327,461,347,287,267,35,0,0,2135,3111,3972,8539,7938,7255,5881,1335,121,19,38173,1826,794,1747,1462,1446,2762,5237,3621,1423,20303,309,351,723,655,581,476,447,377,269,4196,5252,5109,10999,10054,9278,9122,7026,4127,1701,62669
3015,7419,7797,16889,19752,21844,16608,3828,319,19,94476,3170,1336,3392,3938,4363,9934,20483,13710,5173,65495,485,537,1243,1252,1163,1194,1169,1146,965,9154,11079,9665,21526,24942,27372,27727,25483,15171,6154,169127,1900,6526,18162,21590,24662,15811,2870,206,3,91721,8261,5986,10077,12535,12852,12108,4727,655,40,67237,2201,1604,3108,2637,2734,2872,863,121,5,16147,210,356,767,615,540,341,108,51,15,3012,12562,14476,32115,37376,40788,31131,8570,1031,66,178113,399,512,856,668,808,730,98,5,0,4075,1257,464,572,505,539,644,227,20,5,4233,1656,976,1423,1172,1346,1369,321,24,7,8306,14222,15455,33539,38546,42129,32500,8897,1061,74,186418,7217,2450,5003,5681,6959,16511,37265,25917,8910,115917,965,1076,2483,2476,2328,2250,2258,2089,1469,17389,22408,18980,41025,46706,51416,51265,48420,29063,10456,319730
3016,2859,3610,7500,7085,7017,5241,1282,143,17,34758,1782,765,1776,1560,1527,2855,5893,4422,2011,22589,171,232,457,392,355,344,327,338,239,2861,4815,4611,9734,9032,8900,8443,7509,4905,2263,60209,1026,3790,9394,8757,9116,6428,1164,99,8,39790,3466,2567,4048,4107,3394,3080,1378,237,21,22299,239,251,821,432,406,492,163,21,4,2829,72,134,225,161,109,76,37,16,10,836,4807,6741,14488,13460,13031,10080,2742,370,38,65757,204,330,451,322,274,218,22,8,0,1828,591,240,291,214,179,177,55,3,0,1754,798,570,742,536,454,392,77,12,0,3586,5599,7309,15238,13995,13484,10471,2819,386,41,69338,3766,1313,2574,2362,2514,4638,10442,7866,3154,38627,377,484,969,784,749,699,663,588,367,5689,9746,9113,18778,17142,16743,15810,13926,8832,3557,113653
3017,3872,5212,9975,9628,9223,6613,1534,122,6,46186,2011,1152,2164,1781,1819,3306,5833,3773,1426,23260,370,473,915,770,669,504,445,321,247,4714,6253,6833,13055,12179,11708,10419,7819,4216,1678,74157,1284,5802,13290,12358,12221,8160,1434,88,0,54638,4583,3637,4853,4448,4046,3732,1489,189,5,26971,279,407,1144,683,675,766,223,17,4,4201,114,218,384,279,196,124,48,18,0,1375,6264,10075,19667,17771,17128,12781,3198,304,9,87187,264,433,640,476,473,345,34,0,0,2662,736,326,337,247,220,207,79,8,0,2157,1001,758,975,724,688,553,110,8,0,4817,7260,10827,20643,18499,17817,13335,3308,311,10,92009,4247,2045,3526,3097,3305,5764,11065,6933,2224,42208,826,1381,2051,1576,1331,1087,929,634,378,10181,12333,14255,26217,23166,22455,20185,15303,7875,2616,144399
3018,288,304,626,583,699,641,155,17,0,3308,142,85,196,150,187,367,819,640,249,2827,18,29,53,51,61,59,65,67,45,451,441,422,876,780,950,1068,1038,727,293,6593,137,362,778,690,816,751,140,17,0,3684,356,202,401,331,378,408,195,32,3,2303,26,34,70,42,51,57,26,3,0,300,10,5,22,17,21,21,10,4,5,112,529,604,1271,1079,1260,1232,370,57,6,6405,25,39,39,42,42,24,8,0,0,212,46,19,41,15,23,19,9,0,0,165,70,57,75,52,67,41,9,0,0,375,601,667,1347,1134,1321,1274,384,57,6,6782,298,142,270,228,304,629,1500,1160,396,4920,51,63,123,95,129,130,124,131,63,911,949,869,1737,1457,1758,2034,2006,1347,461,12614
3019,415,401,863,1017,1106,919,191,16,0,4922,173,58,159,175,180,566,1074,662,258,3303,16,32,59,55,56,81,97,72,23,500,609,490,1082,1246,1338,1567,1357,751,281,8728,177,455,1057,1188,1377,960,186,10,0,5414,520,247,406,555,514,540,195,28,0,3001,40,26,145,87,98,143,43,0,0,588,13,8,48,30,23,19,7,0,0,156,747,743,1653,1860,2010,1659,431,44,4,9158,23,25,37,36,49,56,9,0,0,231,76,23,13,28,22,49,5,0,0,215,96,50,45,66,73,104,15,0,0,447,850,792,1701,1928,2080,1766,447,44,4,9608,445,96,234,224,287,956,2061,1284,424,6004,48,57,129,107,128,168,197,137,42,1020,1336,947,2067,2264,2496,2885,2706,1463,467,16635
4000,3674,4214,9886,11325,13640,12898,3709,567,52,59959,2440,959,2652,2430,2881,6975,13847,8477,3418,44061,418,343,954,868,1117,1274,1280,875,501,7643,6527,5518,13491,14612,17636,21145,18835,9924,3967,111659,1751,5203,12990,14226,17321,15015,4063,578,37,71188,4452,2980,5995,7276,8169,9725,4300,896,78,43874,339,376,1256,972,1087,1520,587,114,12,6261,268,232,455,392,512,455,249,119,30,2704,6810,8799,20695,22867,27087,26711,9191,1716,162,124033,240,420,643,463,630,648,74,4,0,3114,434,208,325,282,338,499,121,5,5,2219,668,631,966,741,961,1149,194,10,4,5329,7476,9425,21665,23607,28045,27864,9386,1728,164,129363,5467,1794,4097,4093,5325,12733,27363,16461,5763,83101,908,859,2301,2210,2715,2951,2694,1771,834,17236,13847,12078,28062,29914,36084,43541,39448,19966,6760,229701
4001,21160,34438,75339,73246,68686,52142,12035,1040,102,338174,15399,7825,17063,16257,15760,30130,57797,40535,20436,221211,1168,1531,3557,3046,2535,2257,2312,2477,1831,20722,37728,43789,95961,92549,86983,84531,72145,44053,22366,580105,4451,26863,92361,91847,88415,60665,10766,711,35,376110,27509,33006,46523,45462,39520,36202,14075,2066,152,244514,1765,2494,7339,5153,3698,4424,1377,185,22,26454,510,1153,2391,1690,1309,926,342,142,50,8513,34232,63513,148612,144149,132949,102214,26560,3098,264,655585,1275,3339,5141,3782,3595,2701,339,16,4,20194,5333,3397,3133,2384,1919,1885,490,45,9,18588,6608,6729,8274,6161,5511,4590,832,63,14,38780,40835,70241,156888,150311,138463,106805,27389,3159,273,694365,34207,15943,26194,24698,26697,51151,103818,72427,32846,387968,2433,3220,7408,6403,5513,4786,4402,4197,2841,41191,77476,89401,190482,181410,170672,162740,135609,79785,35957,1123530
4002,616,624,1395,1388,1538,1249,257,28,4,7097,267,121,348,286,320,621,1306,954,419,4651,30,41,88,85,80,78,78,89,87,658,909,793,1833,1753,1943,1943,1652,1069,516,12407,266,687,1685,1622,1944,1495,287,17,0,8014,759,421,883,887,854,848,310,49,4,5020,48,43,146,85,82,102,35,3,0,541,26,32,63,37,33,31,14,0,0,244,1094,1187,2785,2630,2914,2481,650,70,11,13819,28,63,81,57,59,51,7,0,0,353,77,45,53,43,36,37,6,0,0,296,113,107,131,102,91,88,13,0,0,647,1203,1294,2912,2728,3006,2566,666,69,14,14459,577,226,495,447,526,1055,2381,1687,688,8077,76,90,201,174,184,156,157,152,118,1301,1854,1610,3607,3352,3725,3775,3204,1911,821,23847
