SUA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
2017,0,0,0,0,5,9,16,32,9,12,13,16,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,10,4,0,0,0,6,0,0,0,40,0,0,0,0,0,3,4,3,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,8,6,21,37,10,20,8,18,6,0,0,4,0,0,0,3,126,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,4,3,6,11,5,54,41,9,0,0,8,142,0,0,8,3,7,6,30,16,3,5,6,10,5,5,5,104,9,92,91,24,53,57,245,280,61,141,175,129,26,21,55,1471
2018,0,0,0,4,65,40,61,73,18,18,24,56,10,6,17,394,9,0,4,0,31,4,7,0,0,0,0,0,0,0,0,53,0,0,0,0,0,4,13,5,6,0,0,0,0,0,0,21,0,0,0,5,6,13,46,16,5,4,0,0,0,4,6,114,0,5,5,5,8,7,34,33,10,6,13,7,3,0,3,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,4,30,31,5,4,7,5,4,0,4,99,96,311,398,180,130,34,90,52,8,5,13,8,0,9,71,1399,0,0,6,7,0,7,26,9,0,4,3,3,4,0,0,74,0,0,0,3,4,14,14,12,8,3,0,5,3,3,11,80,20,112,121,104,72,60,213,128,16,9,17,23,8,4,32,945,206,922,870,510,533,321,932,646,144,119,185,245,80,37,273,6024
2019,0,0,0,4,18,13,9,22,13,7,10,27,17,0,6,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,9,0,0,0,4,0,3,18,6,3,6,0,0,0,0,0,52,0,0,6,0,0,0,17,5,10,7,3,0,3,0,0,48,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,5,6,4,5,0,0,3,0,0,0,26,16,56,120,57,44,33,45,27,3,3,0,5,11,0,21,437,0,0,0,8,0,6,12,6,0,0,0,4,0,0,0,31,0,0,0,0,0,0,0,5,5,0,4,0,0,0,0,17,17,15,34,33,27,21,36,27,4,5,6,7,0,0,12,238,68,274,275,164,129,123,268,200,81,67,77,83,43,14,71,1949
2020,0,0,0,0,31,21,30,34,7,7,7,12,3,0,14,177,3,0,10,5,19,3,3,0,0,0,0,0,0,0,0,49,0,0,0,9,0,7,10,8,0,0,0,0,0,0,0,34,0,0,3,9,19,21,52,23,5,6,6,7,6,0,8,172,0,0,7,9,12,16,43,26,5,7,4,3,0,0,4,138,0,0,0,0,0,5,3,6,3,6,20,35,13,0,0,100,0,0,0,0,3,4,16,21,0,5,6,8,0,0,0,68,57,244,485,271,175,101,225,92,10,5,6,13,3,4,62,1753,3,0,6,17,9,11,24,8,0,15,6,4,0,0,0,99,0,0,0,0,3,8,15,15,0,0,0,6,3,0,3,59,16,57,119,96,125,61,133,65,8,30,11,25,11,4,23,785,146,631,825,568,613,428,915,473,99,133,122,194,68,17,156,5400
2021,0,0,0,4,19,17,35,40,16,16,22,28,7,0,3,226,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,10,0,0,0,5,7,11,34,22,9,5,3,23,0,10,0,124,0,4,0,0,9,11,23,37,11,10,4,14,4,0,0,126,0,0,0,0,0,0,6,18,0,12,9,4,0,0,0,50,0,0,0,0,0,3,25,21,13,8,11,3,0,0,0,90,22,105,233,86,77,52,91,59,4,6,5,13,4,0,30,780,0,0,4,7,10,6,9,15,5,0,0,3,0,0,3,69,0,0,0,0,3,0,5,9,5,16,16,60,6,0,5,113,8,5,25,28,27,38,82,57,8,14,28,62,28,4,13,423,47,221,327,223,265,272,616,459,121,147,216,315,78,28,108,3459
3000,0,3,15,95,634,453,1129,1251,336,297,365,440,145,65,237,5470,8,18,28,46,120,21,33,22,0,6,4,4,5,0,13,333,3,11,29,76,45,30,46,37,9,7,12,3,11,0,11,343,4,25,99,187,248,409,1477,386,71,93,104,149,81,33,89,3468,0,11,39,33,28,23,45,66,13,23,21,26,11,3,8,348,0,0,0,3,20,24,91,129,53,50,155,223,67,0,17,828,0,0,6,29,82,98,342,239,74,53,64,77,32,11,76,1184,671,2545,6805,3941,2777,1811,3027,1132,181,153,149,314,144,23,1134,24800,11,42,219,333,249,248,388,208,43,53,45,64,32,15,55,2011,0,0,3,29,97,61,159,119,36,50,48,80,36,4,76,801,247,781,1574,1782,1576,1107,2144,1160,304,284,427,1156,611,491,783,14426,1691,6470,11933,11189,11505,8236,14545,7901,1722,1730,2333,3935,1729,837,4226,89980
3001,0,0,0,3,19,10,31,36,9,11,15,8,0,0,0,140,0,0,0,0,8,5,8,5,0,6,0,5,0,0,0,36,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,9,19,21,58,36,10,11,7,6,3,0,3,176,0,0,0,0,0,0,9,8,0,0,0,8,0,0,0,22,0,0,0,0,0,0,0,17,3,0,4,3,0,0,0,36,0,0,0,0,3,0,19,16,4,0,5,6,3,0,3,68,11,56,173,120,146,110,174,86,24,27,23,29,30,5,21,1035,0,0,0,11,9,11,14,10,4,3,12,11,10,0,4,94,0,0,0,0,4,4,9,9,6,0,0,0,4,0,3,35,9,16,31,56,54,56,78,81,18,33,61,174,81,0,14,752,31,122,263,320,436,344,689,531,139,124,179,356,178,22,73,3807
3002,9,7,90,708,4088,3470,7414,4995,994,1019,1274,1752,480,156,555,27007,135,85,110,269,1150,433,452,252,63,67,50,71,19,3,63,3231,6,42,155,482,561,628,1444,691,184,182,204,227,143,59,109,5125,16,73,274,1083,1962,3827,10958,3811,749,954,840,967,394,208,313,26430,20,84,263,393,892,1139,2692,1637,204,270,303,442,169,51,130,8696,0,0,16,60,1456,3415,2945,1901,484,480,665,747,322,35,254,12769,0,4,19,139,621,743,2269,1502,410,399,361,487,214,38,186,7403,1914,6329,19057,14566,12865,9892,25126,10297,1625,1467,1307,1526,844,350,2782,109951,46,99,459,868,867,1239,2613,1682,353,381,391,461,447,151,208,10272,0,18,45,2408,5268,2960,3316,2492,555,596,545,714,399,107,744,20179,722,1957,5292,8470,12046,14655,28027,17395,4784,4448,5357,6535,2565,593,2551,115396,5087,16315,35721,45948,74827,80768,178929,103744,22090,22219,25359,30646,12706,4264,15572,674200
3003,0,0,0,24,112,86,110,134,17,25,24,50,22,4,19,629,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,17,0,0,0,9,3,4,10,6,0,5,0,0,0,0,0,42,0,0,5,25,22,37,168,46,5,19,14,18,13,4,10,390,0,0,3,9,6,3,12,11,5,0,4,0,16,3,5,90,0,0,0,0,5,3,8,32,11,17,28,66,20,0,4,194,0,0,0,0,3,5,43,89,13,5,22,26,11,0,14,233,103,326,752,468,294,163,295,139,25,13,14,33,13,15,93,2750,0,0,13,25,17,18,48,21,3,3,0,3,5,0,0,165,0,0,0,7,14,33,42,32,8,14,0,8,4,0,3,166,33,86,132,142,117,120,152,111,34,35,41,122,74,18,47,1262,216,753,1219,1162,1071,841,1504,1070,218,287,324,594,275,92,321,9945
3004,0,0,11,74,327,308,507,408,78,90,70,74,42,11,28,2035,8,6,4,12,67,28,38,29,10,0,0,14,4,0,3,230,0,5,20,24,24,15,38,21,0,0,3,3,0,0,3,161,0,0,22,64,75,86,355,115,10,32,22,32,9,10,12,840,0,6,26,23,37,24,83,43,10,0,17,0,0,0,3,282,0,0,0,4,4,23,53,103,8,22,4,17,3,0,6,243,0,0,6,23,89,100,266,142,39,23,31,38,9,5,18,787,124,506,1283,981,963,845,1544,639,121,119,86,129,52,26,158,7573,0,6,38,73,83,104,134,91,23,24,43,34,21,8,14,693,0,0,0,21,39,30,90,85,12,27,26,25,13,0,15,378,35,176,490,769,961,886,1635,1230,267,281,316,565,227,54,243,8142,312,1272,2710,3218,4429,4326,8467,5218,1002,1041,1098,1546,650,203,938,36434
3005,0,0,0,0,10,4,78,78,16,14,17,20,0,0,4,252,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,8,86,42,15,4,7,15,19,7,0,205,0,0,0,0,0,0,3,7,6,5,5,5,0,0,0,22,0,0,0,0,0,0,6,5,0,0,5,7,0,0,6,23,0,0,0,0,0,0,10,9,0,3,4,3,0,0,0,35,3,13,52,30,18,17,36,32,0,6,0,0,5,0,4,229,0,0,5,5,0,0,6,6,0,0,0,0,0,0,0,28,0,0,0,0,0,3,6,6,0,3,0,7,0,0,0,21,0,3,11,17,15,20,105,49,13,13,5,7,6,22,15,302,6,31,84,130,143,164,618,406,88,82,90,129,58,36,67,2137
3006,0,0,0,18,59,36,221,292,76,29,37,30,13,0,12,817,0,0,0,0,10,8,9,6,0,0,0,0,0,0,0,31,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,23,0,0,3,12,15,37,283,139,11,28,19,58,3,6,10,618,0,0,0,0,0,3,23,14,0,6,0,0,8,0,3,61,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,4,8,30,37,7,7,0,4,6,0,8,108,19,76,282,221,148,83,182,133,15,9,16,12,6,8,30,1247,0,4,8,12,9,8,20,23,6,3,11,4,6,0,5,117,0,0,0,3,3,8,13,3,0,0,3,3,0,0,5,37,11,27,74,86,76,86,162,121,18,25,28,34,8,9,8,772,47,197,511,591,666,597,1646,1307,207,199,201,225,85,49,152,6685
3007,0,8,42,245,1038,917,1253,1015,235,216,307,462,137,69,202,6153,51,48,73,124,404,142,182,100,17,19,13,11,6,4,26,1234,5,21,43,121,139,183,235,109,28,44,31,45,18,7,25,1049,7,29,103,395,590,1380,3528,1283,301,274,259,304,208,93,119,8873,3,24,50,68,107,93,234,143,17,30,34,46,12,5,23,895,0,0,0,14,174,418,351,360,60,89,93,83,45,4,48,1750,0,0,3,41,161,243,710,454,119,83,120,149,75,15,74,2260,841,2762,6912,4785,4427,3692,8926,3926,674,565,615,619,360,122,1156,40386,24,47,171,278,344,465,800,525,136,117,144,167,136,24,63,3442,0,0,3,164,184,122,205,285,83,101,103,90,71,8,53,1478,390,1089,2117,2713,2826,3335,5743,4278,1433,1499,1585,2133,733,129,736,30736,2136,7101,13504,15250,22116,24083,47087,26264,5971,5853,6499,7595,3413,1162,5085,193124
3008,0,0,0,0,31,29,31,21,9,0,12,14,0,0,3,145,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,10,0,0,5,5,3,0,0,3,0,0,0,0,0,0,0,15,0,0,6,5,7,11,36,17,5,7,4,4,9,0,4,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,6,0,0,4,0,0,0,0,13,0,0,0,0,0,6,11,3,9,0,0,0,0,0,0,29,20,102,209,98,62,40,95,36,6,0,0,4,3,0,26,697,0,0,3,7,11,3,22,12,0,9,0,3,3,0,0,71,0,0,0,0,0,0,8,13,8,8,0,0,0,0,3,42,4,29,32,40,28,25,48,11,5,9,10,7,3,0,13,258,35,210,355,298,304,220,392,223,50,44,66,53,27,6,86,2378
3009,0,0,9,26,99,78,86,64,21,15,15,18,6,3,12,459,0,6,6,16,26,4,5,4,0,0,0,0,0,0,0,66,0,0,6,9,9,4,11,9,0,0,0,0,0,0,0,38,0,3,4,28,51,52,133,50,11,12,16,17,0,4,5,394,0,3,10,3,5,4,19,31,0,3,3,9,21,4,3,120,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,26,0,0,0,5,14,13,36,34,7,11,9,9,5,0,7,138,102,438,1151,683,480,237,462,138,8,24,17,35,29,3,183,3981,3,3,14,20,24,24,29,20,6,5,8,6,8,0,0,180,0,0,0,0,7,5,3,9,4,0,0,0,4,0,0,41,33,118,223,197,157,80,197,105,28,35,34,31,28,14,53,1327,240,945,1801,1510,1505,1016,1704,839,179,163,164,230,150,59,410,10924
3010,0,0,0,4,14,11,30,43,0,9,5,3,4,0,4,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,8,31,0,0,0,7,15,5,0,0,74,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,16,24,6,0,0,51,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,14,6,41,68,41,18,4,18,6,5,3,0,0,0,0,7,215,0,0,0,3,0,3,5,5,0,0,3,0,0,0,0,21,0,0,0,0,0,5,9,3,0,0,0,0,0,0,0,13,3,8,12,15,9,10,21,12,5,7,7,7,19,28,8,170,21,83,112,102,106,74,219,122,23,33,55,83,52,34,40,1152
3011,0,0,4,23,124,77,514,545,101,80,101,118,44,16,28,1769,0,0,0,0,9,6,4,10,0,0,0,0,8,0,0,41,0,0,0,3,3,0,10,4,5,0,0,0,0,6,0,31,0,4,5,8,19,66,574,149,19,38,49,76,36,5,16,1062,0,0,0,5,6,0,29,35,7,4,4,19,15,0,0,128,0,0,0,0,0,5,4,11,6,3,3,9,0,0,0,45,0,0,0,8,11,13,54,49,15,6,14,12,6,0,6,199,39,155,396,265,227,136,401,205,26,39,24,41,27,13,55,2055,0,0,13,11,11,23,38,19,3,9,6,0,0,0,4,152,0,0,0,6,5,6,24,22,6,5,3,11,0,0,4,86,59,92,134,146,116,125,546,228,57,51,38,92,28,24,46,1774,144,446,782,857,1013,874,3436,2100,395,403,367,597,260,91,264,12018
3012,0,0,0,16,43,30,39,27,4,16,9,10,3,0,12,211,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,4,0,17,13,20,0,0,0,0,3,0,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,3,6,20,4,3,4,6,0,0,4,61,37,125,279,160,77,46,60,12,0,3,6,5,0,0,54,868,0,0,3,3,0,4,11,5,9,0,0,5,0,0,0,41,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,19,8,35,52,42,40,21,31,21,7,4,8,0,6,0,18,283,68,253,436,386,364,239,268,168,39,49,47,51,17,3,146,2529
3013,0,0,0,9,59,53,161,106,18,12,23,20,18,6,13,493,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,13,59,34,5,19,8,35,15,4,8,207,0,0,0,0,0,0,4,22,0,4,0,5,4,0,0,38,0,0,0,0,0,5,7,0,0,0,0,0,4,0,0,13,0,0,0,0,4,8,7,8,3,0,0,4,0,0,0,35,0,21,81,38,22,28,51,27,0,10,9,12,0,4,7,311,0,3,0,0,0,0,9,8,0,0,0,0,3,0,0,29,0,0,0,0,0,3,5,9,0,0,0,3,0,0,0,16,6,15,45,26,27,45,128,116,14,25,19,26,21,19,13,562,13,77,192,142,211,315,758,669,81,114,111,177,79,72,92,3108
3014,0,0,0,22,83,69,223,311,59,45,42,79,20,4,22,976,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,4,0,0,8,7,5,4,5,0,42,0,6,3,7,20,31,197,56,18,7,13,26,14,0,11,401,0,0,0,0,5,7,59,85,10,12,11,21,16,10,0,247,0,0,0,0,0,3,5,11,0,0,3,9,0,0,0,37,0,0,0,0,8,13,28,38,8,3,8,5,9,0,4,112,46,150,295,190,122,97,147,78,24,14,14,29,16,0,39,1260,0,3,7,19,13,13,42,14,3,0,0,5,6,0,0,122,0,0,0,3,10,9,214,42,9,13,5,9,7,0,9,333,8,26,56,80,74,67,361,187,44,30,28,61,32,14,34,1105,88,291,475,559,628,578,2125,1387,305,336,349,465,235,88,262,8180
3015,3,7,12,60,277,209,361,338,100,96,112,107,71,12,58,1813,13,22,29,39,105,37,63,52,16,17,18,9,10,8,8,457,0,9,37,48,56,29,53,52,15,11,9,3,13,12,14,356,0,26,72,237,361,620,1648,787,212,134,147,238,65,55,88,4697,0,9,38,37,42,21,64,39,20,24,10,4,4,0,9,321,0,0,0,0,11,18,51,82,25,18,29,34,0,0,18,287,0,0,7,20,52,89,262,186,51,52,46,48,33,4,28,864,569,1795,4561,3249,2726,2221,6691,2536,545,461,435,463,244,113,670,27280,14,29,118,205,217,248,522,344,77,73,72,117,98,28,36,2212,3,0,6,18,33,28,95,107,18,40,29,43,21,0,11,468,171,536,997,1158,1024,989,2101,1469,378,391,399,517,287,72,283,10777,1230,4019,7796,8252,9406,8199,18790,10215,2289,2300,2217,2574,1262,474,2114,81126
3016,0,0,0,14,121,99,330,406,62,52,62,61,39,11,23,1277,3,4,9,0,21,6,5,4,0,0,0,0,0,0,0,51,0,5,20,12,8,10,37,21,0,11,22,45,28,13,3,233,0,3,8,36,38,115,498,114,27,40,17,29,19,15,6,975,0,0,3,7,13,17,115,115,31,38,27,42,9,7,3,421,0,0,0,0,4,38,42,41,8,5,31,20,9,0,3,215,0,0,0,0,11,21,62,42,4,4,16,9,7,0,8,174,121,384,829,490,294,182,450,202,20,30,24,27,13,19,89,3186,5,9,47,52,36,45,94,58,17,10,6,16,7,4,8,413,0,0,0,4,16,11,39,27,15,12,7,7,3,0,6,144,24,75,169,215,236,227,1229,664,143,305,244,256,63,7,69,3935,250,813,1425,1392,1528,1436,4797,3290,695,1114,1468,2078,591,149,476,21499
3017,0,0,5,43,256,204,653,416,73,54,98,99,46,13,42,2006,8,4,8,7,24,15,20,13,0,0,0,4,0,0,0,92,0,3,18,28,15,9,13,15,4,3,0,3,0,0,0,117,3,6,13,31,55,127,465,126,16,34,30,42,49,11,13,1011,0,0,7,17,38,26,94,59,20,5,12,27,24,4,7,337,0,0,0,0,3,14,9,11,8,5,0,3,5,0,0,58,0,0,0,9,29,45,132,77,15,4,16,25,0,5,16,380,127,397,1199,659,565,458,924,413,62,50,89,97,32,22,153,5252,3,5,33,36,41,45,141,98,20,30,31,49,35,9,8,571,0,0,0,16,40,38,65,59,26,16,23,13,10,5,10,321,46,121,311,389,438,418,1193,777,169,215,317,407,147,33,142,5124,304,988,2217,2057,2698,2425,6295,3620,681,700,971,1219,573,171,666,25605
3018,0,0,0,0,19,13,43,39,16,12,10,18,4,0,0,172,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,8,0,8,19,8,5,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,4,0,0,0,6,11,5,0,0,24,0,0,0,0,0,0,0,5,4,0,0,4,0,0,0,15,26,54,110,79,39,18,30,11,3,3,0,0,0,0,9,373,0,0,3,5,5,4,14,3,0,0,0,0,0,0,0,30,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,3,10,9,31,24,18,28,19,3,5,0,3,0,0,3,157,28,100,164,202,157,132,213,139,43,23,33,56,16,0,36,1361
3019,0,0,5,0,21,14,26,25,4,4,7,6,4,0,4,125,0,0,4,0,7,0,4,0,0,0,0,0,0,0,0,11,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,7,16,61,19,0,9,13,20,0,0,4,165,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,3,0,14,3,0,3,0,0,0,0,0,31,17,100,159,108,117,61,152,55,5,17,14,11,10,0,14,842,0,4,0,11,11,11,8,4,0,0,0,4,4,0,3,64,0,0,0,0,0,3,0,0,0,5,0,5,0,0,0,14,5,18,41,45,24,31,61,31,9,8,7,5,0,0,7,303,46,184,282,317,333,263,509,270,40,64,69,84,28,10,64,2574
4000,0,0,3,24,121,106,301,397,93,109,99,99,33,16,58,1465,6,5,17,19,60,21,17,7,0,0,0,0,0,0,5,162,0,0,8,12,17,5,5,9,0,0,3,7,6,0,6,73,0,12,31,50,37,87,260,130,27,18,41,50,32,7,17,799,0,0,4,18,4,6,38,53,17,23,22,12,4,0,3,208,0,0,0,0,3,10,21,31,9,8,13,27,8,0,3,122,0,0,0,12,19,28,80,80,25,17,22,25,14,6,23,356,245,1631,5350,2237,1037,608,1312,409,55,53,42,63,30,7,628,13702,0,18,47,69,78,62,118,56,9,5,9,12,13,4,20,539,0,0,3,15,33,25,35,50,10,8,9,15,7,0,19,230,96,298,445,322,257,230,402,272,66,81,87,180,129,81,205,3143,601,3464,7025,3607,2601,1888,3975,2503,623,657,664,996,440,163,1370,30578
4001,0,5,24,278,1647,1519,3331,2708,543,531,589,884,307,76,281,12723,205,219,298,295,1987,698,408,159,41,24,27,29,15,3,91,4503,4,30,100,263,282,255,637,375,133,138,133,164,82,21,37,2656,12,40,171,391,451,751,2397,901,248,206,409,487,262,47,91,6868,6,29,64,184,255,258,1093,1181,225,336,436,527,272,25,91,4978,0,0,0,11,97,176,320,429,88,103,118,114,57,8,33,1559,0,4,3,84,564,404,812,461,117,80,116,148,75,29,96,2983,1443,8361,28410,14612,7724,4909,13397,5307,619,576,609,714,426,211,2322,89632,15,41,236,465,476,550,997,666,156,146,171,159,180,58,96,4414,0,7,33,1892,4645,2425,2308,1802,526,522,639,726,416,66,524,16536,1181,2321,3571,3405,5377,7088,12522,8140,2791,2198,2533,2978,1256,263,1195,56828,5327,26312,46466,29026,32399,28421,76508,52115,13194,13743,16197,19556,8467,1784,8279,377784
4002,0,0,0,9,27,13,46,35,4,9,12,3,3,7,9,169,0,0,11,4,5,9,0,0,0,0,0,0,0,0,0,24,0,0,0,0,3,0,5,4,0,0,0,0,0,0,0,13,0,0,0,4,0,14,42,12,7,11,9,6,8,0,3,116,0,0,0,3,0,3,4,5,0,7,0,0,0,0,0,30,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,4,7,3,75,47,7,22,12,3,0,3,3,184,22,153,298,127,48,29,69,60,7,4,8,0,0,0,31,849,0,0,4,3,5,11,11,10,0,0,0,0,0,0,0,41,0,0,4,0,7,0,3,9,9,0,0,0,0,0,0,33,18,24,45,34,14,18,160,175,30,19,33,32,9,0,18,613,71,415,470,261,188,188,570,480,84,106,111,118,45,16,115,3234
4003,0,0,0,4,23,25,137,145,16,40,7,42,0,0,12,453,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,3,0,0,23,13,0,0,0,3,0,0,5,47,0,0,0,0,0,0,4,7,4,0,9,9,0,0,0,22,0,0,0,0,0,0,0,6,3,0,0,4,0,0,0,23,0,0,0,0,0,0,0,8,0,0,0,6,5,0,3,19,18,85,238,86,30,18,30,11,0,0,0,4,0,0,28,560,0,0,4,5,0,0,20,6,3,0,0,0,0,0,3,39,0,0,0,0,3,3,19,13,23,27,5,0,7,0,23,118,10,21,27,16,15,21,79,37,10,8,14,23,29,6,22,328,51,203,349,160,102,109,448,424,82,105,70,132,59,13,150,2455
