SUA_CODE_2021,M15_19_C_Own_chld_childr,M15_19_C_Oth_ch_chiln,M15_19_Ca_Ow_ch_ch_oth_ch_ch,M15_19_yr_C_for_Tot,M15_19_D_not_prov_ch_care,M15_19_U_ch_care_ns,M15_19_OS_vis,M15_19_yr_Tot,M20_24_C_Own_chld_childr,M20_24_C_Oth_ch_chiln,M20_24_Ca_Ow_ch_ch_oth_ch_ch,M20_24_yr_C_for_Tot,M20_24_D_not_prov_ch_care,M20_24_U_ch_care_ns,M20_24_OS_vis,M20_24_yr_Tot,M25_34_C_Own_chld_childr,M25_34_C_Oth_ch_chiln,M25_34_Ca_Ow_ch_ch_oth_ch_ch,M25_34_yr_C_for_Tot,M25_34_D_not_prov_ch_care,M25_34_U_ch_care_ns,M25_34_OS_vis,M25_34_yr_Tot,M35_44_C_Own_chld_childr,M35_44_C_Oth_ch_chiln,M35_44_Ca_Ow_ch_ch_oth_ch_ch,M35_44_yr_C_for_Tot,M35_44_D_not_prov_ch_care,M35_44_U_ch_care_ns,M35_44_OS_vis,M35_44_yr_Tot,M45_54_C_Own_chld_childr,M45_54_C_Oth_ch_chiln,M45_54_Ca_Ow_ch_ch_oth_ch_ch,M45_54_yr_C_for_Tot,M45_54_D_not_prov_ch_care,M45_54_U_ch_care_ns,M45_54_OS_vis,M45_54_yr_Tot,M55_64_C_Own_chld_childr,M55_64_C_Oth_ch_chiln,M55_64_Ca_Ow_ch_ch_oth_ch_ch,M55_64_yr_C_for_Tot,M55_64_D_not_prov_ch_care,M55_64_U_ch_care_ns,M55_64_OS_vis,M55_64_yr_Tot,M65_74_C_Own_chld_childr,M65_74_C_Oth_ch_chiln,M65_74_Ca_Ow_ch_ch_oth_ch_ch,M65_74_yr_C_for_Tot,M65_74_D_not_prov_ch_care,M65_74_U_ch_care_ns,M65_74_OS_vis,M65_74_yr_Tot,M75_84_C_Own_chld_childr,M75_84_C_Oth_ch_chiln,M75_84_Ca_Ow_ch_ch_oth_ch_ch,M75_84_yr_C_for_Tot,M75_84_D_not_prov_ch_care,M75_84_U_ch_care_ns,M75_84_OS_vis,M75_84_yr_Tot,M85ovr_C_Own_chld_childr,M85ovr_C_Oth_ch_chiln,M85ov_Ca_Ow_ch_ch_oth_ch_ch,M85ovr_C_for_Tot,M85ovr_D_not_prov_ch_care,M85ovr_U_ch_care_ns,M85ovr_OS_vis,M85ovr_Tot,MTot_C_Own_chld_childrn,MTot_C_Oth_ch_chiln,MTot_Ca_Ow_ch_ch_oth_ch_ch,MTot_C_for_Tot,MTot_D_not_prov_ch_care,MTot_U_ch_care_ns,MTot_OS_vis,MTot_Tot,F15_19_C_Own_chld_childr,F15_19_C_Oth_ch_chiln,F15_19_Ca_Ow_ch_ch_oth_ch_ch,F15_19_yr_C_for_Tot,F15_19_D_not_prov_ch_care,F15_19_U_ch_care_ns,F15_19_OS_vis,F15_19_yr_Tot,F20_24_C_Own_chld_childr,F20_24_C_Oth_ch_chiln,F20_24_Ca_Ow_ch_ch_oth_ch_ch,F20_24_yr_C_for_Tot,F20_24_D_not_prov_ch_care,F20_24_U_ch_care_ns,F20_24_OS_vis,F20_24_yr_Tot,F25_34_C_Own_chld_childr,F25_34_C_Oth_ch_chiln,F25_34_Ca_Ow_ch_ch_oth_ch_ch,F25_34_yr_C_for_Tot,F25_34_D_not_prov_ch_care,F25_34_U_ch_care_ns,F25_34_OS_vis,F25_34_yr_Tot,F35_44_C_Own_chld_childr,F35_44_C_Oth_ch_chiln,F35_44_Ca_Ow_ch_ch_oth_ch_ch,F35_44_yr_C_for_Tot,F35_44_D_not_prov_ch_care,F35_44_U_ch_care_ns,F35_44_OS_vis,F35_44_yr_Tot,F45_54_C_Own_chld_childr,F45_54_C_Oth_ch_chiln,F45_54_Ca_Ow_ch_ch_oth_ch_ch,F45_54_yr_C_for_Tot,F45_54_D_not_prov_ch_care,F45_54_U_ch_care_ns,F45_54_OS_vis,F45_54_yr_Tot,F55_64_C_Own_chld_childr,F55_64_C_Oth_ch_chiln,F55_64_Ca_Ow_ch_ch_oth_ch_ch,F55_64_yr_C_for_Tot,F55_64_D_not_prov_ch_care,F55_64_U_ch_care_ns,F55_64_OS_vis,F55_64_yr_Tot,F65_74_C_Own_chld_childr,F65_74_C_Oth_ch_chiln,F65_74_Ca_Ow_ch_ch_oth_ch_ch,F65_74_yr_C_for_Tot,F65_74_D_not_prov_ch_care,F65_74_U_ch_care_ns,F65_74_OS_vis,F65_74_yr_Tot,F75_84_C_Own_chld_childr,F75_84_C_Oth_ch_chiln,F75_84_Ca_Ow_ch_ch_oth_ch_ch,F75_84_yr_C_for_Tot,F75_84_D_not_prov_ch_care,F75_84_U_ch_care_ns,F75_84_OS_vis,F75_84_yr_Tot,F85ovr_C_Own_chld_childr,F85ovr_C_Oth_ch_chiln,F85ov_Ca_Ow_ch_ch_oth_ch_ch,F85ovr_C_for_Tot,F85ovr_D_not_prov_ch_care,F85ovr_U_ch_care_ns,F85ovr_OS_vis,F85ovr_Tot,FTot_C_Own_chld_childrn,FTot_C_Oth_ch_chiln,FTot_Ca_Ow_ch_ch_oth_ch_ch,FTot_C_for_Tot,FTot_D_not_prov_ch_care,FTot_U_ch_care_ns,FTot_OS_vis,FTot_Tot,P15_19_C_Own_chld_childr,P15_19_C_Oth_ch_chiln,P15_19_Ca_Ow_ch_ch_oth_ch_ch,P15_19_yr_C_for_Tot,P15_19_D_not_prov_ch_care,P15_19_U_ch_care_ns,P15_19_OS_vis,P15_19_yr_Tot,P20_24_C_Own_chld_childr,P20_24_C_Oth_ch_chiln,P20_24_Ca_Ow_ch_ch_oth_ch_ch,P20_24_yr_C_for_Tot,P20_24_D_not_prov_ch_care,P20_24_U_ch_care_ns,P20_24_OS_vis,P20_24_yr_Tot,P25_34_C_Own_chld_childr,P25_34_C_Oth_ch_chiln,P25_34_Ca_Ow_ch_ch_oth_ch_ch,P25_34_yr_C_for_Tot,P25_34_D_not_prov_ch_care,P25_34_U_ch_care_ns,P25_34_OS_vis,P25_34_yr_Tot,P35_44_C_Own_chld_childr,P35_44_C_Oth_ch_chiln,P35_44_Ca_Ow_ch_ch_oth_ch_ch,P35_44_yr_C_for_Tot,P35_44_D_not_prov_ch_care,P35_44_U_ch_care_ns,P35_44_OS_vis,P35_44_yr_Tot,P45_54_C_Own_chld_childr,P45_54_C_Oth_ch_chiln,P45_54_Ca_Ow_ch_ch_oth_ch_ch,P45_54_yr_C_for_Tot,P45_54_D_not_prov_ch_care,P45_54_U_ch_care_ns,P45_54_OS_vis,P45_54_yr_Tot
3019,0,39,0,44,638,52,0,731,24,23,0,50,377,23,0,451,310,21,12,341,568,76,0,984,540,24,21,585,367,63,3,1019,352,44,11,407,676,76,0,1156,68,101,0,166,1060,90,0,1318,11,115,0,128,1118,103,0,1349,0,34,0,30,617,58,0,714,0,0,0,0,174,16,0,187,1304,402,44,1756,5594,556,11,7912,3,60,0,61,518,28,0,609,51,35,5,87,371,34,0,490,488,34,31,557,460,62,3,1086,785,39,56,878,313,57,0,1249,376,97,18,496,789,58,0,1341,23,263,4,292,1184,91,0,1568,9,217,0,221,1044,94,0,1359,0,44,0,42,648,65,3,756,0,0,0,0,253,22,0,281,1739,792,108,2638,5573,518,8,8740,4,99,0,99,1157,82,0,1336,79,60,4,138,746,62,0,947,796,50,46,892,1032,143,5,2068,1323,60,75,1463,682,121,4,2262,732,142,25,902,1465,129,3,2500
4000,40,356,5,397,6166,757,3,7329,247,250,7,508,5435,615,92,6650,4254,414,148,4814,8153,1605,405,14974,7722,333,301,8355,5249,1693,183,15475,4667,615,127,5411,11201,1837,52,18500,867,1773,20,2663,17875,1863,17,22414,171,1974,14,2158,16923,1531,17,20632,36,359,0,388,8707,946,5,10050,4,9,0,19,2430,334,11,2796,18014,6085,620,24719,82133,11183,782,118816,65,599,9,669,5202,654,5,6528,545,427,35,1010,4139,363,20,5539,5913,632,390,6943,5555,989,56,13550,8868,514,600,9985,3720,911,22,14641,3922,1461,172,5563,10890,1185,15,17652,340,4022,36,4397,15430,1326,27,21173,95,2869,19,2983,14538,1314,18,18856,31,401,5,427,8617,872,14,9938,4,28,0,24,3440,501,0,3971,19781,10956,1274,32005,71541,8113,183,111839,105,953,9,1073,11372,1413,10,13852,802,678,50,1528,9575,977,116,12193,10167,1050,535,11756,13709,2596,464,28518,16591,846,903,18339,8967,2605,205,30117,8593,2080,306,10971,22097,3022,68,36154
4001,120,1624,13,1753,36285,1706,54,39800,834,1337,29,2197,41398,2013,82,45689,19191,2134,471,21793,68106,4625,234,94758,45879,1557,1277,48713,36182,3960,160,89018,27575,1916,746,30229,50111,3341,163,83846,5041,6043,119,11203,64229,2777,162,78368,859,10429,43,11327,49854,2278,186,63647,158,2692,9,2859,31148,1730,62,35797,9,145,0,160,12397,1039,18,13615,99664,27877,2697,130240,389717,23465,1113,544540,188,2690,17,2902,33283,1545,50,37772,1957,2432,106,4497,37536,1760,63,43853,30730,3666,1420,35812,56137,4008,195,96159,55940,2575,2727,61243,27948,3357,148,92696,25855,4774,1040,31667,52492,2825,141,87131,2339,16069,190,18594,63460,2476,252,84781,617,17114,84,17820,51877,2448,254,72397,153,3013,19,3180,38392,2476,75,44131,20,162,0,191,20295,1885,26,22393,117802,52493,5611,175907,381431,22768,1206,581312,308,4316,34,4656,69570,3251,103,77574,2794,3766,136,6691,78935,3775,143,89539,49917,5803,1886,57609,124248,8626,432,190916,101814,4132,4005,109958,64136,7318,309,181715,53424,6690,1788,61902,102610,6166,304,170976
4002,4,40,0,50,830,62,0,942,34,31,0,66,696,59,0,818,549,52,22,626,1019,128,7,1780,824,37,41,905,598,94,0,1598,493,55,14,559,1112,109,0,1781,77,176,0,255,1489,81,3,1826,21,181,0,198,1270,81,3,1558,3,36,0,35,739,66,0,840,0,0,0,0,274,29,0,306,2006,619,86,2703,8026,705,15,11455,12,80,0,89,777,40,0,909,85,74,0,157,589,48,0,793,824,81,67,975,768,92,0,1836,1018,59,65,1142,513,98,0,1753,450,146,18,610,1239,90,4,1946,34,411,3,445,1414,83,3,1953,16,248,0,260,1309,81,0,1652,5,40,0,47,924,97,0,1069,0,0,0,0,423,89,0,516,2442,1132,158,3735,7963,718,13,12422,18,120,0,141,1610,100,0,1853,121,105,5,225,1278,102,0,1609,1377,132,93,1600,1788,222,11,3613,1842,93,110,2052,1111,192,5,3357,945,195,31,1169,2352,198,4,3722
4003,3,20,0,25,447,40,0,513,28,15,3,44,433,63,0,543,318,38,13,371,582,243,0,1196,397,26,8,432,441,220,0,1101,234,33,9,276,647,140,0,1069,53,102,0,154,874,104,0,1134,10,76,0,85,843,61,0,993,0,26,0,26,622,50,0,698,0,0,0,0,194,24,0,221,1045,335,35,1413,5090,953,5,7461,0,39,0,40,397,46,0,484,69,39,3,114,364,31,0,507,494,45,26,568,473,60,0,1106,515,33,29,578,308,62,0,944,228,91,9,331,682,71,3,1084,20,227,0,242,946,49,4,1238,8,138,0,147,887,63,0,1100,0,32,0,32,663,63,0,759,0,0,0,0,318,35,0,355,1328,643,78,2048,5037,479,14,7584,4,54,0,59,848,89,0,1003,92,59,8,163,794,94,0,1052,814,88,41,941,1058,301,0,2306,915,55,40,1007,746,284,4,2043,466,123,23,609,1328,213,7,2154
4004,6,10,0,19,345,59,3,422,22,14,0,36,286,94,0,421,237,28,7,274,556,343,5,1181,286,11,11,308,321,259,13,896,165,33,9,201,507,167,3,872,31,91,0,124,721,120,0,966,8,57,0,64,581,82,4,735,0,10,0,10,347,42,3,403,0,3,0,3,86,9,0,97,755,260,28,1044,3738,1179,32,5989,3,33,0,32,275,45,0,350,56,26,3,83,236,29,0,351,340,45,19,412,481,72,0,967,376,29,31,438,281,74,0,794,151,94,8,255,517,76,0,850,18,176,0,199,622,71,3,895,4,94,0,104,539,64,6,708,0,22,0,22,337,42,0,401,0,0,0,0,147,12,0,158,956,523,65,1541,3442,486,9,5476,7,40,0,48,621,95,3,768,77,41,3,121,523,123,0,770,581,73,31,688,1033,423,5,2150,665,37,46,748,598,333,14,1688,313,127,19,452,1018,241,3,1720
4005,0,25,0,25,411,44,0,479,15,18,0,31,337,35,0,410,277,30,9,318,561,100,3,975,480,15,21,516,321,105,0,942,286,28,3,319,582,120,0,1024,43,87,0,142,823,100,0,1059,12,93,0,103,713,70,0,883,4,25,0,23,431,37,0,497,0,0,0,0,151,20,0,172,1119,322,36,1472,4341,620,4,6438,0,39,0,43,374,40,0,450,50,37,0,86,314,31,0,431,443,35,26,506,426,60,0,991,576,27,33,642,269,63,5,973,249,89,8,347,624,61,0,1028,18,211,8,236,773,59,0,1068,3,150,0,158,708,50,0,919,3,12,0,17,461,49,0,524,0,5,0,5,231,31,0,263,1342,605,81,2026,4177,431,5,6643,3,60,0,64,788,76,0,926,60,58,0,123,652,67,0,844,719,67,36,824,985,152,3,1958,1060,38,60,1156,593,168,5,1918,536,117,12,670,1206,172,0,2052
4006,4,22,4,24,363,38,0,423,24,4,0,34,379,37,0,448,202,26,3,231,519,69,0,818,309,10,14,334,283,64,0,678,180,37,9,226,590,66,0,882,38,87,3,121,766,75,0,962,8,73,0,77,627,53,0,759,0,10,0,13,456,26,0,495,0,0,0,0,154,21,0,174,760,271,29,1061,4141,441,5,5643,3,43,0,48,343,30,0,418,40,39,5,82,322,30,0,433,337,31,20,390,350,64,0,808,390,36,30,456,220,43,0,728,166,85,12,267,589,69,0,920,30,179,0,210,677,36,0,922,7,85,0,86,726,51,0,863,0,22,0,26,515,49,0,590,0,0,0,0,242,12,0,254,979,528,61,1563,3994,373,0,5935,8,59,4,68,707,67,0,841,62,42,5,110,704,63,0,881,539,56,19,618,871,133,0,1620,696,57,39,791,508,106,0,1404,347,123,18,497,1173,130,0,1801
4007,3,26,0,29,481,33,0,549,22,16,0,37,344,13,0,394,255,28,13,299,520,40,5,857,513,21,20,555,422,31,0,1014,396,48,12,456,810,46,3,1311,89,145,3,242,1526,72,0,1840,17,284,0,306,2401,93,4,2802,7,61,0,61,1879,90,0,2041,0,0,0,0,580,49,4,630,1303,634,49,1983,8974,472,18,11447,3,41,6,42,462,28,0,534,41,28,3,70,317,16,0,406,398,36,35,471,396,41,5,906,679,31,60,772,347,46,0,1165,388,95,22,504,875,62,0,1434,33,387,6,428,1759,65,5,2255,18,485,0,498,2805,114,4,3423,3,57,0,63,1956,120,0,2143,3,0,0,4,809,80,4,898,1567,1163,131,2853,9733,571,13,13175,9,68,6,79,944,59,0,1083,61,44,3,106,659,35,0,804,654,65,49,767,915,78,4,1767,1194,54,83,1331,768,80,3,2176,784,136,31,956,1682,107,3,2749
4008,4,28,0,34,567,37,0,636,30,18,0,57,530,56,0,643,421,31,19,475,868,108,6,1450,558,20,20,604,509,93,0,1207,316,57,6,383,1040,138,0,1556,60,128,5,189,1302,109,0,1593,8,80,0,92,900,53,0,1045,7,12,0,17,529,48,0,593,0,0,0,0,167,20,0,190,1402,388,54,1847,6399,665,6,8920,6,60,0,61,460,52,0,575,75,46,0,126,433,37,0,599,582,65,64,701,549,91,0,1348,647,42,46,726,373,88,0,1190,286,155,12,460,899,83,0,1437,23,276,0,301,1053,83,0,1441,3,118,0,122,855,65,5,1045,0,24,0,27,705,74,0,799,0,0,0,0,220,28,0,258,1617,786,133,2539,5545,604,10,8695,10,84,0,99,1026,83,0,1210,110,71,7,179,968,101,0,1245,996,96,84,1174,1415,195,9,2800,1203,64,67,1337,874,178,0,2391,603,210,23,837,1935,222,0,2992
5000,53,433,4,490,6035,1109,8,7635,377,329,34,740,5905,1918,167,8728,5183,579,238,5997,12328,6984,362,25676,9945,521,469,10937,8959,7168,206,27268,5758,752,203,6712,15089,6784,142,28721,1063,1582,45,2684,20328,5097,86,28195,171,1499,12,1682,17175,2520,41,21411,28,235,4,267,7382,1022,4,8683,3,12,0,17,1623,299,3,1944,22580,5930,1013,29528,94816,32904,1020,158262,92,731,25,849,5004,957,7,6820,722,497,78,1300,4284,1085,96,6764,6234,816,573,7626,7727,2666,229,18253,9462,750,844,11057,5119,2339,57,18575,3997,1535,262,5792,11736,2453,29,20019,389,3419,46,3859,16572,2352,45,22826,82,2275,19,2379,14007,1751,33,18167,32,310,8,346,6371,958,9,7691,0,20,5,24,1986,400,7,2419,21017,10355,1854,33235,72811,14971,514,121528,140,1162,39,1341,11043,2058,14,14459,1100,828,108,2039,10192,3002,260,15493,11417,1397,810,13624,20057,9657,593,43929,19405,1274,1319,22001,14073,9508,263,45840,9756,2288,457,12504,26822,9241,171,48735
5001,0,72,0,82,989,74,0,1146,30,38,0,71,695,69,8,845,535,48,16,593,1087,251,4,1936,899,42,46,985,630,201,9,1817,621,66,21,714,1161,161,0,2034,127,151,8,288,1766,126,3,2180,16,165,0,181,1681,119,0,1986,4,33,0,39,1043,72,4,1162,0,7,0,7,422,41,0,471,2240,614,89,2946,9478,1110,27,13564,7,99,3,108,883,56,0,1046,87,56,12,152,576,44,0,779,800,100,62,961,794,93,4,1853,1189,85,105,1377,541,92,0,2006,608,194,36,844,1380,92,0,2318,56,423,6,481,1891,110,3,2490,11,297,0,312,1737,114,0,2158,4,45,0,55,1280,108,0,1437,0,5,0,5,564,75,0,644,2757,1305,223,4286,9642,783,19,14731,6,175,0,185,1875,132,0,2190,114,93,12,223,1273,119,6,1621,1335,144,80,1550,1879,344,13,3791,2090,124,147,2364,1164,289,6,3822,1232,257,57,1550,2539,252,0,4350
5002,8,14,0,19,294,74,0,386,16,16,0,38,290,92,9,432,215,30,15,264,749,238,33,1276,558,29,28,616,476,226,6,1324,300,37,14,352,682,244,0,1285,50,64,0,109,952,237,6,1297,11,93,0,100,1107,155,7,1374,6,20,0,26,397,83,0,503,0,0,0,0,47,15,0,56,1163,304,54,1526,4999,1362,55,7936,3,39,0,45,306,86,0,438,41,33,0,73,338,93,19,515,375,69,24,471,933,338,37,1778,685,64,67,813,508,235,6,1559,282,71,14,365,722,225,3,1309,28,172,0,201,1076,246,0,1526,0,140,0,147,985,170,8,1314,0,28,0,32,284,67,0,375,0,0,0,0,39,15,0,56,1407,619,112,2139,5201,1470,74,8879,10,49,0,67,604,167,0,829,59,47,0,113,635,185,25,947,590,104,40,735,1683,579,67,3059,1243,90,94,1426,986,458,12,2885,577,109,30,718,1402,463,5,2594
5003,13,119,0,134,2092,123,4,2351,121,72,4,192,1596,152,0,1948,1287,123,47,1457,2506,445,14,4419,2500,100,109,2706,1599,404,9,4714,1359,143,39,1544,2727,315,6,4591,229,399,9,640,3476,229,5,4347,43,419,0,461,2802,197,0,3476,10,78,0,88,1614,107,3,1808,0,4,0,4,472,90,0,569,5561,1457,210,7226,18889,2064,44,28217,16,205,0,225,2044,104,0,2373,243,133,15,396,1396,89,0,1875,2152,201,169,2525,1951,261,7,4746,3138,163,240,3545,1333,201,4,5091,1340,392,76,1804,3055,204,6,5072,91,1071,15,1183,3339,186,7,4711,29,685,0,717,2895,168,3,3784,12,100,0,116,1877,159,7,2153,6,8,0,11,777,175,0,959,7035,2963,521,10518,18661,1545,41,30766,25,328,4,356,4138,226,6,4723,364,205,16,592,2994,243,3,3824,3438,323,215,3978,4459,704,26,9164,5637,264,352,6258,2929,610,8,9802,2698,537,116,3357,5785,520,9,9668
5004,4,51,0,60,1043,77,0,1172,23,26,0,49,650,35,0,729,484,45,18,548,1100,141,12,1802,1268,37,44,1351,751,141,0,2242,915,59,27,995,1324,142,5,2469,143,183,5,332,1919,159,6,2413,21,316,0,338,2071,145,0,2556,3,66,0,70,1205,97,4,1374,0,3,0,4,335,58,0,396,2862,785,93,3740,10397,995,31,15162,0,84,0,86,914,80,0,1084,43,42,4,92,530,43,0,665,816,83,63,969,915,140,12,2030,1798,86,115,1997,634,137,3,2769,926,148,52,1128,1606,127,4,2863,51,537,3,590,2093,173,7,2860,14,526,6,548,2059,167,5,2773,0,63,0,63,1279,126,0,1468,0,6,0,9,584,50,0,643,3655,1585,249,5480,10608,1037,32,17155,10,138,0,147,1957,158,0,2256,68,66,4,138,1178,77,0,1395,1302,135,78,1513,2015,279,23,3833,3064,120,160,3342,1385,279,5,5015,1841,205,79,2128,2928,266,13,5330
5005,4,14,0,13,331,53,0,401,11,6,0,22,240,41,5,301,169,27,11,200,365,89,4,662,330,15,11,357,249,75,0,692,201,26,10,241,462,111,0,817,28,74,0,109,629,86,5,822,0,46,0,47,520,74,0,641,0,15,0,16,320,63,0,400,0,0,0,0,94,6,0,100,747,228,34,1008,3204,612,14,4839,3,33,0,38,252,41,0,337,34,20,0,58,200,28,0,283,290,40,22,349,278,64,4,699,408,29,45,482,182,85,0,746,169,79,7,254,459,69,0,780,17,145,0,167,574,66,3,812,3,90,0,97,499,71,0,663,5,27,0,30,352,56,0,439,0,3,0,5,145,18,0,170,924,459,80,1459,2947,503,6,4917,4,46,0,55,590,101,0,739,42,24,0,74,443,64,5,583,456,63,31,551,639,157,9,1362,740,42,55,837,432,158,0,1429,373,100,18,495,915,182,0,1599
5006,0,54,0,54,1064,148,0,1275,45,34,5,80,795,107,4,983,617,71,24,708,1171,282,5,2167,1013,42,33,1090,844,297,0,2234,627,62,23,710,1445,228,0,2385,122,193,3,322,1901,195,3,2426,18,177,0,197,1575,138,0,1907,0,39,0,43,863,110,5,1018,0,0,0,0,295,53,3,357,2448,680,84,3215,9956,1555,21,14754,9,107,0,118,965,102,0,1190,128,71,5,207,734,105,0,1046,977,104,75,1158,971,226,10,2360,1358,89,118,1566,647,252,0,2462,608,220,39,862,1593,197,3,2652,67,475,8,547,1779,164,3,2490,11,330,6,345,1554,151,0,2051,3,49,0,51,928,125,4,1104,0,6,0,6,387,87,0,480,3160,1450,253,4862,9557,1402,16,15838,12,167,0,181,2026,255,0,2458,172,104,10,289,1524,214,5,2025,1593,175,102,1866,2143,512,11,4530,2374,133,151,2660,1495,545,0,4704,1226,282,59,1571,3040,420,7,5037
5007,0,39,0,47,720,88,0,853,66,28,0,94,835,165,0,1098,648,52,19,713,1445,408,11,2583,1008,44,38,1093,945,384,6,2425,463,49,9,523,1329,311,4,2171,98,116,0,218,1503,297,8,2033,4,59,0,69,821,185,3,1082,3,17,0,23,289,50,0,362,0,0,0,0,51,13,0,66,2301,410,74,2780,7931,1899,42,12662,8,71,0,79,593,78,0,750,123,51,6,180,631,100,9,918,950,81,75,1106,984,271,10,2367,1124,71,61,1251,618,222,3,2089,366,153,18,530,1140,178,3,1852,35,240,0,276,1122,184,4,1582,9,105,0,114,602,128,9,855,0,28,0,25,264,33,0,328,0,3,0,3,110,17,0,136,2618,798,159,3577,6072,1204,36,10888,13,108,0,123,1310,164,5,1600,186,75,13,277,1468,257,4,2015,1595,130,97,1826,2428,676,22,4949,2130,113,99,2343,1563,606,9,4519,828,198,28,1057,2467,495,10,4022
5008,0,18,0,23,407,77,0,506,18,13,0,31,382,123,4,547,418,35,9,459,978,414,22,1876,915,33,23,973,711,517,14,2213,404,38,9,451,830,430,8,1721,40,69,0,106,781,309,14,1207,6,41,0,41,319,94,0,458,0,7,0,7,83,21,3,113,0,0,0,0,3,6,0,9,1811,251,42,2094,4491,1992,65,8646,3,35,0,39,308,61,0,406,34,22,3,63,288,86,8,436,594,54,50,696,719,281,8,1697,833,45,60,936,413,234,0,1587,285,65,20,370,585,174,0,1127,12,120,0,131,437,111,4,681,0,46,0,49,227,60,9,339,0,0,0,0,69,4,0,77,0,0,0,0,8,4,0,13,1759,395,132,2287,3047,1014,25,6368,11,52,0,62,715,137,0,913,50,41,3,96,668,209,8,986,1013,89,58,1159,1697,690,27,3576,1750,78,84,1910,1127,748,16,3799,692,99,30,820,1414,605,9,2847
5009,201,2952,22,3178,56517,2781,63,62538,1386,2057,45,3487,57885,3762,209,65341,30146,3398,800,34351,97339,8978,581,141247,73192,2586,2079,77855,57632,7792,400,143672,43619,3062,1148,47821,73552,5944,377,127696,7910,8709,215,16831,88581,4506,408,110322,1402,13702,58,15161,67862,3522,345,86890,256,3548,21,3822,39866,2991,123,46802,36,182,0,223,13518,1930,28,15696,158139,40197,4385,202724,552749,42206,2529,800206,311,4798,48,5158,51858,2721,71,59808,3493,4034,204,7729,53159,3120,191,64199,52354,6485,2609,61447,82223,7693,488,151848,91865,4695,5249,101808,44586,6487,247,153127,42270,8420,1920,52608,78168,5004,268,136051,3537,24774,298,28608,86475,3965,517,119568,968,23724,137,24829,67159,3785,447,96213,227,4305,32,4557,45484,3947,140,54135,35,250,0,282,21177,3474,50,24977,195051,81486,10499,287033,530283,40188,2421,859927,514,7749,74,8334,108375,5506,134,122343,4879,6084,245,11213,111051,6879,394,129538,82504,9886,3411,95798,179560,16671,1069,293094,165057,7281,7328,179667,102212,14276,649,296804,85886,11480,3067,100434,151724,10947,641,263742
5010,5,22,0,33,317,77,0,424,27,17,3,51,306,117,0,473,418,38,17,468,946,508,7,1932,726,28,20,779,736,546,8,2075,278,27,14,320,867,476,9,1666,49,58,0,108,859,382,8,1351,4,29,0,32,317,121,4,470,0,4,0,4,83,20,0,113,0,0,0,0,9,5,0,16,1516,231,51,1796,4444,2247,34,8520,5,42,0,54,244,61,0,359,39,26,3,69,277,93,3,451,574,47,42,667,678,297,5,1651,626,44,52,718,412,211,0,1342,149,61,7,214,537,192,5,949,15,106,0,122,502,133,0,762,0,43,0,43,234,58,3,342,0,3,0,3,55,19,0,80,0,0,0,0,14,0,0,15,1413,371,109,1895,2958,1081,26,5958,14,70,0,85,560,140,0,790,69,45,4,116,588,212,3,926,989,87,60,1136,1625,809,12,3579,1350,74,73,1495,1144,758,18,3418,422,98,16,534,1398,669,9,2617
6000,19,160,0,185,3713,431,3,4329,205,135,0,347,3103,270,24,3739,2579,239,81,2899,4813,646,71,8432,4369,186,153,4708,3267,644,46,8671,2643,354,65,3063,6880,695,15,10651,621,971,18,1609,11121,874,9,13621,113,946,3,1062,10422,844,10,12337,19,168,0,188,4999,478,0,5668,0,3,0,5,1143,187,4,1339,10570,3169,323,14056,49458,5069,184,68774,25,319,3,351,3144,362,0,3853,397,240,17,659,2516,227,3,3401,3745,371,253,4368,3594,606,38,8596,5158,278,338,5773,2711,587,15,9084,2238,930,115,3274,7066,615,3,10963,232,2322,20,2582,10271,751,10,13613,56,1413,10,1478,9056,691,4,11232,7,187,0,195,4662,523,3,5390,0,3,0,6,1468,238,5,1718,11859,6069,759,18682,44493,4599,85,67862,43,479,6,530,6850,792,5,8181,603,380,20,1005,5615,498,29,7143,6320,607,332,7265,8405,1259,104,17028,9523,463,492,10485,5981,1227,66,17750,4877,1286,177,6339,13947,1304,20,21607
6001,10,43,0,46,686,63,0,800,52,24,0,78,650,46,0,775,515,48,18,589,909,91,5,1589,735,41,33,812,549,83,0,1441,340,60,13,417,1068,106,0,1592,73,150,5,232,1445,91,3,1774,9,120,4,130,1303,71,4,1502,3,28,0,36,844,59,0,942,0,0,0,0,263,24,0,282,1744,519,68,2338,7712,643,9,10701,8,68,0,80,689,56,0,824,116,73,11,198,577,39,0,813,760,84,57,899,703,71,4,1677,917,64,71,1056,518,81,0,1657,335,183,15,536,1152,92,0,1786,36,378,7,418,1462,65,0,1950,7,204,0,214,1415,86,4,1723,3,37,0,37,977,89,0,1109,0,0,0,5,425,38,0,465,2178,1101,164,3442,7923,618,11,11996,17,109,0,128,1376,124,0,1626,170,95,11,271,1230,83,0,1587,1279,137,78,1486,1615,162,7,3266,1654,109,108,1870,1064,170,0,3100,676,247,29,955,2220,202,0,3376
