SUA_CODE_2021,M_0_4_yr_Need_for_assist,M_0_4_yr_No_need_for_assist,M_0_4_yr_Need_for_assist_ns,M_0_4_yr_OS_vis,M_0_4_yr_Tot,M_5_14_yr_Need_for_assist,M_5_14_yr_No_need_for_assist,M_5_14_yr_Need_for_assist_ns,M_5_14_yr_OS_vis,M_5_14_yr_Tot,M_15_19_yr_Need_for_assist,M_15_19_No_need_for_assist,M_15_19_Need_for_assist_ns,M_15_19_yr_OS_vis,M_15_19_yr_Tot,M_20_24_yr_Need_for_assist,M_20_24_No_need_for_assist,M_20_24_Need_for_assist_ns,M_20_24_yr_OS_vis,M_20_24_yr_Tot,M_25_34_yr_Need_for_assist,M_25_34_No_need_for_assist,M_25_34_Need_for_assist_ns,M_25_34_yr_OS_vis,M_25_34_yr_Tot,M_35_44_yr_Need_for_assist,M_35_44_No_need_for_assist,M_35_44_Need_for_assist_ns,M_35_44_yr_OS_vis,M_35_44_yr_Tot,M_45_54_yr_Need_for_assist,M_45_54_No_need_for_assist,M_45_54_Need_for_assist_ns,M_45_54_yr_OS_vis,M_45_54_yr_Tot,M_55_64_yr_Need_for_assist,M_55_64_No_need_for_assist,M_55_64_Need_for_assist_ns,M_55_64_yr_OS_vis,M_55_64_yr_Tot,M_65_74_yr_Need_for_assist,M_65_74_No_need_for_assist,M_65_74_Need_for_assist_ns,M_65_74_yr_OS_vis,M_65_74_yr_Tot,M_75_84_yr_Need_for_assist,M_75_84_No_need_for_assist,M_75_84_Need_for_assist_ns,M_75_84_yr_OS_vis,M_75_84_yr_Tot,M_85_yr_over_Need_for_assist,M_85_over_No_need_for_assist,M_85_over_Need_for_assist_ns,M_85_over_OS_vis,M_85_yr_over_Tot,M_Tot_Need_for_assist,M_Tot_No_need_for_assist,M_Tot_Need_for_assist_ns,M_Tot_OS_vis,M_Tot_Tot,F_0_4_yr_Need_for_assist,F_0_4_yr_No_need_for_assist,F_0_4_yr_Need_for_assist_ns,F_0_4_yr_OS_vis,F_0_4_yr_Tot,F_5_14_yr_Need_for_assist,F_5_14_yr_No_need_for_assist,F_5_14_yr_Need_for_assist_ns,F_5_14_yr_OS_vis,F_5_14_yr_Tot,F_15_19_yr_Need_for_assist,F_15_19_No_need_for_assist,F_15_19_Need_for_assist_ns,F_15_19_yr_OS_vis,F_15_19_yr_Tot,F_20_24_yr_Need_for_assist,F_20_24_No_need_for_assist,F_20_24_Need_for_assist_ns,F_20_24_yr_OS_vis,F_20_24_yr_Tot,F_25_34_yr_Need_for_assist,F_25_34_No_need_for_assist,F_25_34_Need_for_assist_ns,F_25_34_yr_OS_vis,F_25_34_yr_Tot,F_35_44_yr_Need_for_assist,F_35_44_No_need_for_assist,F_35_44_Need_for_assist_ns,F_35_44_yr_OS_vis,F_35_44_yr_Tot,F_45_54_yr_Need_for_assist,F_45_54_No_need_for_assist,F_45_54_Need_for_assist_ns,F_45_54_yr_OS_vis,F_45_54_yr_Tot,F_55_64_yr_Need_for_assist,F_55_64_No_need_for_assist,F_55_64_Need_for_assist_ns,F_55_64_yr_OS_vis,F_55_64_yr_Tot,F_65_74_yr_Need_for_assist,F_65_74_No_need_for_assist,F_65_74_Need_for_assist_ns,F_65_74_yr_OS_vis,F_65_74_yr_Tot,F_75_84_yr_Need_for_assist,F_75_84_No_need_for_assist,F_75_84_Need_for_assist_ns,F_75_84_yr_OS_vis,F_75_84_yr_Tot,F_85_yr_over_Need_for_assist,F_85_over_No_need_for_assist,F_85_over_Need_for_assist_ns,F_85_over_OS_vis,F_85_yr_over_Tot,F_Tot_Need_for_assist,F_Tot_No_need_for_assist,F_Tot_Need_for_assist_ns,F_Tot_OS_vis,F_Tot_Tot,P_0_4_yr_Need_for_assist,P_0_4_yr_No_need_for_assist,P_0_4_yr_Need_for_assist_ns,P_0_4_yr_OS_vis,P_0_4_yr_Tot,P_5_14_yr_Need_for_assist,P_5_14_yr_No_need_for_assist,P_5_14_yr_Need_for_assist_ns,P_5_14_yr_OS_vis,P_5_14_yr_Tot,P_15_19_yr_Need_for_assist,P_15_19_No_need_for_assist,P_15_19_Need_for_assist_ns,P_15_19_yr_OS_vis,P_15_19_yr_Tot,P_20_24_yr_Need_for_assist,P_20_24_No_need_for_assist,P_20_24_Need_for_assist_ns,P_20_24_yr_OS_vis,P_20_24_yr_Tot,P_25_34_yr_Need_for_assist,P_25_34_No_need_for_assist,P_25_34_Need_for_assist_ns,P_25_34_yr_OS_vis,P_25_34_yr_Tot,P_35_44_yr_Need_for_assist,P_35_44_No_need_for_assist,P_35_44_Need_for_assist_ns,P_35_44_yr_OS_vis,P_35_44_yr_Tot,P_45_54_yr_Need_for_assist,P_45_54_No_need_for_assist,P_45_54_Need_for_assist_ns,P_45_54_yr_OS_vis,P_45_54_yr_Tot,P_55_64_yr_Need_for_assist,P_55_64_No_need_for_assist,P_55_64_Need_for_assist_ns,P_55_64_yr_OS_vis,P_55_64_yr_Tot,P_65_74_yr_Need_for_assist,P_65_74_No_need_for_assist,P_65_74_Need_for_assist_ns,P_65_74_yr_OS_vis,P_65_74_yr_Tot,P_75_84_yr_Need_for_assist,P_75_84_No_need_for_assist,P_75_84_Need_for_assist_ns,P_75_84_yr_OS_vis,P_75_84_yr_Tot,P_85_yr_over_Need_for_assist,P_85_over_No_need_for_assist,P_85_over_Need_for_assist_ns,P_85_over_OS_vis,P_85_yr_over_Tot,P_Tot_Need_for_assist,P_Tot_No_need_for_assist,P_Tot_Need_for_assist_ns,P_Tot_OS_vis,P_Tot_Tot
5010,0,621,88,0,714,45,1000,164,0,1209,6,345,73,0,424,4,354,113,0,473,5,1419,500,7,1932,5,1507,545,8,2075,28,1168,470,9,1666,25,944,374,8,1351,26,324,118,4,470,17,72,23,0,113,4,5,7,0,16,169,7762,2477,34,10442,4,583,71,0,656,22,1016,157,0,1204,4,301,53,0,359,6,349,90,3,451,10,1338,293,5,1651,12,1111,208,0,1342,29,729,197,5,949,30,595,141,0,762,22,254,60,3,342,23,39,17,0,80,8,4,0,0,15,167,6332,1293,21,7818,4,1208,152,0,1370,66,2013,329,0,2413,14,645,129,0,790,10,703,211,3,926,13,2757,795,12,3579,23,2622,753,18,3418,51,1892,665,9,2617,54,1537,517,7,2116,51,583,173,8,813,39,112,47,0,196,14,15,9,0,34,335,14090,3770,54,18260
6000,65,3710,314,0,4088,643,8189,683,0,9520,235,3775,309,3,4329,167,3294,251,24,3739,239,7474,644,71,8432,255,7717,647,46,8671,522,9398,717,15,10651,943,11814,844,9,13621,1159,10434,733,10,12337,937,4369,361,0,5668,489,716,133,4,1339,5651,70892,5643,189,82378,54,3466,284,0,3797,289,8114,598,3,9000,141,3459,257,0,3853,105,3064,232,3,3401,190,7752,623,38,8596,285,8178,609,15,9084,569,9742,647,3,10963,876,11968,761,10,13613,1047,9572,609,4,11232,996,4037,352,3,5390,811,738,161,5,1718,5355,70079,5137,88,80660,118,7179,594,0,7891,935,16300,1279,3,18517,378,7234,564,5,8181,270,6362,483,29,7143,427,15230,1273,104,17028,539,15894,1258,66,17750,1092,19132,1366,20,21607,1818,23782,1602,19,27233,2207,20010,1344,18,23573,1932,8397,711,10,11056,1295,1452,301,5,3057,11011,140980,10779,278,163039
6001,18,705,40,0,767,130,1461,107,0,1698,60,684,49,0,800,39,696,43,0,775,55,1445,84,5,1589,54,1303,83,0,1441,100,1386,106,0,1592,152,1527,90,3,1774,228,1203,72,4,1502,197,704,47,0,942,122,142,22,0,282,1155,11257,741,9,13161,17,697,30,0,748,78,1496,112,0,1691,30,743,56,0,824,22,755,41,0,813,58,1519,92,4,1677,69,1500,87,0,1657,129,1564,93,0,1786,186,1691,67,0,1950,205,1442,73,4,1723,251,798,56,0,1109,226,212,21,0,465,1275,12423,729,11,14437,37,1408,68,0,1515,210,2960,210,0,3380,91,1426,103,0,1626,56,1448,81,0,1587,112,2966,181,7,3266,127,2800,168,0,3100,226,2947,200,0,3376,332,3224,153,3,3722,433,2645,143,8,3227,445,1495,102,3,2049,349,351,43,0,746,2423,23685,1467,22,27597
6002,25,759,31,0,815,181,1600,103,0,1881,65,799,35,0,902,49,777,34,9,870,75,1798,104,12,1994,68,1452,79,11,1608,121,1658,99,0,1878,153,1618,94,0,1864,231,1484,83,3,1798,197,835,86,0,1118,139,167,39,0,340,1302,12937,789,39,15074,18,732,38,0,789,90,1658,98,0,1847,45,765,35,0,841,28,783,38,0,857,53,1918,107,8,2095,72,1649,70,3,1801,127,1832,77,0,2043,189,1865,95,8,2146,222,1737,89,0,2045,286,899,74,5,1261,271,231,55,0,553,1410,14068,769,27,16276,43,1492,67,0,1599,272,3266,192,0,3727,115,1562,70,0,1748,82,1559,76,9,1723,129,3718,212,22,4087,140,3100,153,13,3410,254,3487,177,0,3922,341,3483,186,4,4011,448,3216,175,3,3848,478,1735,157,4,2373,410,393,88,0,893,2706,27008,1561,66,31346
6003,117,5684,270,5,6071,891,11959,582,12,13441,303,5733,265,0,6302,214,6455,343,53,7068,355,17409,1030,148,18937,381,13029,769,42,14225,505,11764,618,22,12913,701,11267,537,22,12535,987,9309,461,22,10782,1099,4493,319,7,5922,836,1030,120,4,1988,6399,98131,5329,326,110176,67,5385,256,3,5710,454,11688,582,5,12730,214,5439,253,6,5915,177,6406,311,9,6908,339,17499,812,31,18677,381,14000,645,14,15040,631,12927,518,17,14097,830,12556,486,42,13914,1129,10679,468,22,12293,1600,5414,369,15,7395,1807,1299,222,4,3338,7629,103291,4917,172,116012,179,11068,524,8,11784,1345,23647,1166,16,26169,518,11171,520,6,12221,387,12862,654,69,13971,690,34911,1839,175,37614,762,27030,1421,49,29266,1137,24692,1135,41,27007,1538,23825,1025,63,26443,2116,19986,926,44,23075,2699,9910,690,19,13322,2645,2328,345,7,5326,14025,201420,10249,495,226189
6004,45,2297,102,0,2454,425,4877,249,6,5550,151,2421,150,3,2718,127,2710,211,44,3093,185,6344,412,10,6949,156,4852,256,10,5271,244,4857,235,3,5340,297,4545,227,3,5067,472,3566,182,5,4224,496,1973,123,0,2589,372,425,62,0,865,2966,38857,2205,94,44119,34,2239,113,0,2388,209,4814,223,0,5249,106,2449,107,5,2655,89,2655,183,4,2922,163,6171,291,39,6666,197,5283,216,11,5698,300,5415,221,10,5951,357,5035,208,10,5610,464,4287,204,5,4962,712,2342,163,0,3220,807,615,107,3,1526,3430,41310,2042,81,46860,80,4538,223,5,4841,629,9690,473,6,10798,249,4868,252,8,5380,218,5360,393,47,6017,346,12519,705,46,13617,350,10128,477,20,10973,543,10272,454,15,11285,656,9577,433,8,10679,933,7859,387,15,9184,1204,4313,285,3,5808,1180,1039,172,3,2392,6394,80173,4244,170,90982
6005,3,311,15,0,336,70,763,47,0,876,23,379,28,0,429,8,315,19,0,339,26,657,39,0,724,25,634,50,0,709,44,755,41,0,843,81,906,33,0,1018,106,813,57,0,971,114,437,30,0,576,57,125,14,0,197,561,6097,366,4,7022,6,312,15,0,333,33,727,40,0,801,26,372,14,0,407,12,327,17,0,354,20,723,28,6,777,21,736,39,0,796,45,894,40,0,972,84,1069,40,0,1190,109,930,49,0,1085,137,549,37,0,722,150,127,14,0,297,634,6758,330,7,7730,11,622,26,0,664,99,1493,82,0,1678,49,745,44,0,840,24,635,34,0,696,45,1383,64,6,1499,54,1365,85,0,1500,91,1648,79,0,1816,161,1977,72,0,2213,209,1747,101,0,2063,250,988,63,0,1299,203,252,33,0,493,1195,12857,694,13,14755
7000,19,2627,321,0,2967,179,5709,673,0,6566,45,2665,343,6,3064,49,2740,569,78,3431,60,6043,1520,119,7739,95,5175,1349,43,6663,163,4811,1283,25,6281,261,4659,1107,25,6058,297,3524,741,21,4582,154,816,180,0,1152,39,56,11,0,113,1380,38820,8100,319,48624,22,2361,255,0,2640,81,5327,610,0,6016,21,2450,296,5,2774,33,2684,391,24,3127,55,6377,979,91,7509,109,5223,775,12,6116,203,4808,761,9,5784,320,4638,812,29,5805,338,2920,551,9,3824,185,501,93,4,780,79,39,12,0,125,1434,37336,5536,189,44495,46,4992,577,0,5609,259,11040,1284,0,12579,65,5118,640,10,5841,83,5420,959,95,6559,112,12425,2502,217,15249,204,10390,2132,56,12784,367,9616,2041,35,12062,583,9304,1919,59,11862,637,6447,1291,32,8405,340,1315,271,5,1935,116,100,23,0,238,2815,76156,13636,507,93120
7001,11,949,74,0,1039,86,1715,130,0,1932,35,677,60,0,778,13,578,69,5,665,33,2084,233,16,2373,32,1875,207,10,2120,58,1473,171,0,1707,61,1513,215,9,1790,90,1039,177,3,1308,66,265,41,0,368,29,19,6,0,60,516,12185,1379,57,14133,9,835,64,0,912,28,1642,131,3,1805,6,687,66,0,759,14,650,72,0,739,36,2535,233,17,2809,44,1960,208,5,2215,57,1664,190,3,1920,90,1632,243,7,1970,105,995,159,3,1266,89,266,39,4,399,73,40,12,0,127,546,12894,1423,54,14915,21,1785,142,0,1943,114,3354,263,3,3741,47,1362,124,0,1534,28,1220,139,13,1399,66,4618,466,35,5185,74,3834,414,10,4333,120,3136,366,6,3622,145,3143,458,21,3763,196,2033,333,7,2573,154,529,81,8,763,103,59,24,0,180,1063,25079,2804,108,29048
7002,79,4216,429,11,4739,456,7586,854,14,8917,134,3106,334,89,3666,91,4014,698,1096,5898,144,10729,1770,504,13139,152,9026,1387,153,10720,233,7493,1207,68,9005,321,6457,1022,72,7871,462,4660,689,32,5848,384,1444,223,7,2051,166,167,44,0,378,2616,58907,8655,2058,72234,35,4023,437,20,4512,224,7556,824,18,8620,82,3075,334,12,3496,63,3685,442,114,4303,109,11855,1433,167,13568,157,9729,1142,46,11078,228,7629,993,24,8863,326,6549,874,73,7821,456,4387,561,44,5450,469,1274,191,8,1944,283,110,63,8,462,2419,59875,7284,532,70115,117,8237,864,35,9250,677,15141,1680,35,17539,215,6180,671,99,7165,154,7700,1132,1217,10204,250,22581,3200,675,26707,311,18759,2528,199,21793,460,15122,2203,84,17865,648,13011,1892,144,15693,923,9051,1248,77,11293,848,2715,413,24,4000,442,281,104,6,838,5036,118782,15941,2587,142347
8000,0,33,4,0,40,5,80,3,0,83,0,37,3,0,46,0,20,0,0,24,0,59,3,0,63,0,71,0,0,74,4,72,3,0,79,0,49,8,0,57,0,48,11,0,64,0,18,0,0,18,0,4,0,0,4,16,490,44,0,544,0,21,0,0,27,0,73,4,0,72,4,34,6,0,42,0,29,3,0,30,5,60,7,0,69,0,67,0,0,71,3,67,7,0,77,0,64,14,0,80,3,41,3,0,54,3,13,0,0,15,0,0,0,0,6,23,475,41,0,544,0,57,3,0,68,0,145,12,0,160,3,67,6,0,78,0,53,4,0,56,4,121,7,0,128,0,137,8,0,143,4,137,13,0,156,0,119,18,0,138,4,92,15,0,114,8,32,0,0,36,0,6,0,0,6,37,961,87,0,1084
8001,191,14126,528,26,14877,1651,28424,1093,29,31197,531,13254,690,19,14499,469,16832,1111,50,18465,616,38813,2222,90,41742,637,34584,1625,104,36952,791,28442,1176,76,30480,966,21980,939,63,23954,1333,15553,663,68,17614,1579,7184,437,22,9228,1304,1557,214,7,3079,10073,220745,10698,576,242093,109,13346,587,30,14068,810,27296,1081,50,29237,380,12936,672,18,14012,421,16985,943,43,18395,791,39363,1843,92,42086,858,35305,1346,74,37589,1029,28831,982,68,30910,1297,23262,771,129,25451,1745,17537,731,93,20110,2563,8172,501,20,11258,2520,1827,340,3,4693,12521,224859,9808,622,247810,297,27474,1114,61,28947,2471,55722,2176,77,60440,911,26184,1369,42,28509,891,33818,2057,96,36858,1410,78168,4063,182,83830,1500,69889,2969,183,74539,1820,57265,2155,141,61389,2264,45241,1714,195,49408,3074,33090,1392,166,37725,4142,15362,932,44,20487,3825,3379,563,8,7780,22595,445602,20503,1196,489903
9000,0,113,9,0,129,9,250,49,0,313,0,100,17,0,110,6,100,46,5,148,0,255,189,4,453,3,242,117,0,365,0,281,105,3,389,13,355,79,3,457,21,280,59,0,361,15,100,32,0,148,15,18,0,0,30,82,2100,705,15,2900,0,96,16,0,112,5,228,35,0,272,0,93,13,0,113,0,101,25,7,130,0,228,63,0,290,3,269,59,0,332,10,299,69,0,379,15,362,68,0,442,21,243,43,0,309,21,97,27,0,142,14,13,0,0,34,85,2035,420,10,2549,0,208,26,0,236,13,481,90,0,589,3,189,29,0,220,4,202,66,4,273,0,481,253,8,745,5,512,180,0,701,10,584,171,3,767,25,718,149,5,893,38,526,104,0,673,40,197,55,0,295,28,30,3,0,60,162,4140,1119,23,5446
