SUA_CODE_2021,Cntd_home_Cen_Nt_0_14_yr,Cntd_home_Cen_Nt_15_24_yr,Cntd_home_Cen_Nt_25_34_yr,Cntd_home_Cen_Nt_35_44_yr,Cntd_home_Cen_Nt_45_54_yr,Cntd_home_Cen_Nt_55_64_yr,Cntd_home_Cen_Nt_65_74_yr,Cntd_home_Cen_Nt_75_84_yr,Cntd_home_Cen_Nt_85_yr_over,Cntd_home_Cen_Night_Tot,Vis_from_Same_SA2_0_14,Vis_from_Same_SA2_15_24,Vis_from_Same_SA2_25_34,Vis_from_Same_SA2_35_44,Vis_from_Same_SA2_45_54,Vis_from_Same_SA2_55_64,Vis_from_Same_SA2_65_74,Vis_from_Same_SA2_75_84,Vis_from_Same_SA2_85_yr_over,Vis_from_Same_SA2_Tot,Vis_fro_Diff_SA2_NSW_0_14,Vis_fr_Diff_SA2_NSW_15_24,Vis_fr_Diff_SA2_NSW_25_34,Vis_fr_Diff_SA2_NSW_35_44,Vis_fr_Diff_SA2_NSW_45_54,Vis_fr_Diff_SA2_NSW_55_64,Vis_fr_Diff_SA2_NSW_65_74,Vis_fr_Diff_SA2_NSW_75_84,Vis_fr_Diff_SA2_NSW_85_over,Vis_fr_Diff_SA2_NSW_Tot,Vis_fro_Diff_SA2_Vic_0_14,Vis_fr_Diff_SA2_Vic_15_24,Vis_fr_Diff_SA2_Vic_25_34,Vis_fr_Diff_SA2_Vic_35_44,Vis_fr_Diff_SA2_Vic_45_54,Vis_fr_Diff_SA2_Vic_55_64,Vis_fr_Diff_SA2_Vic_65_74,Vis_fr_Diff_SA2_Vic_75_84,Vis_fr_Diff_SA2_Vic_85_over,Vis_fr_Diff_SA2_Vic_Tot,Vis_fro_Diff_SA2_Qld_0_14,Vis_fr_Diff_SA2_Qld_15_24,Vis_fr_Diff_SA2_Qld_25_34,Vis_fr_Diff_SA2_Qld_35_44,Vis_fr_Diff_SA2_Qld_45_54,Vis_fr_Diff_SA2_Qld_55_64,Vis_fr_Diff_SA2_Qld_65_74,Vis_fr_Diff_SA2_Qld_75_84,Vis_fr_Diff_SA2_Qld_85_over,Vis_fr_Diff_SA2_Qld_Tot,Vis_fro_Diff_SA2_SA_0_14,Vis_fr_Diff_SA2_SA_15_24,Vis_fr_Diff_SA2_SA_25_34,Vis_fr_Diff_SA2_SA_35_44,Vis_fr_Diff_SA2_SA_45_54,Vis_fr_Diff_SA2_SA_55_64,Vis_fr_Diff_SA2_SA_65_74,Vis_fr_Diff_SA2_SA_75_84,Vis_fr_Diff_SA2_SA_85_over,Vis_fr_Diff_SA2_SA_Tot,Vis_fro_Diff_SA2_WA_0_14,Vis_fr_Diff_SA2_WA_15_24,Vis_fr_Diff_SA2_WA_25_34,Vis_fr_Diff_SA2_WA_35_44,Vis_fr_Diff_SA2_WA_45_54,Vis_fr_Diff_SA2_WA_55_64,Vis_fr_Diff_SA2_WA_65_74,Vis_fr_Diff_SA2_WA_75_84,Vis_fr_Diff_SA2_WA_85_over,Vis_fr_Diff_SA2_WA_Tot,Vis_fro_Diff_SA2_Tas_0_14,Vis_fr_Diff_SA2_Tas_15_24,Vis_fr_Diff_SA2_Tas_25_34,Vis_fr_Diff_SA2_Tas_35_44,Vis_fr_Diff_SA2_Tas_45_54,Vis_fr_Diff_SA2_Tas_55_64,Vis_fr_Diff_SA2_Tas_65_74,Vis_fr_Diff_SA2_Tas_75_84,Vis_fr_Diff_SA2_Tas_85_over,Vis_fr_Diff_SA2_Tas_Tot,Vis_fro_Diff_SA2_NT_0_14,Vis_fr_Diff_SA2_NT_15_24,Vis_fr_Diff_SA2_NT_25_34,Vis_fr_Diff_SA2_NT_35_44,Vis_fr_Diff_SA2_NT_45_54,Vis_fr_Diff_SA2_NT_55_64,Vis_fr_Diff_SA2_NT_65_74,Vis_fr_Diff_SA2_NT_75_84,Vis_fr_Diff_SA2_NT_85_over,Vis_fr_Diff_SA2_NT_Tot,Vis_fro_Diff_SA2_ACT_0_14,Vis_fr_Diff_SA2_ACT_15_24,Vis_fr_Diff_SA2_ACT_25_34,Vis_fr_Diff_SA2_ACT_35_44,Vis_fr_Diff_SA2_ACT_45_54,Vis_fr_Diff_SA2_ACT_55_64,Vis_fr_Diff_SA2_ACT_65_74,Vis_fr_Diff_SA2_ACT_75_84,Vis_fr_Diff_SA2_ACT_85_over,Vis_fr_Diff_SA2_ACT_Tot,Vis_fro_Diff_SA2_OT_0_14,Vis_fr_Diff_SA2_OT_15_24,Vis_fr_Diff_SA2_OT_25_34,Vis_fr_Diff_SA2_OT_35_44,Vis_fr_Diff_SA2_OT_45_54,Vis_fr_Diff_SA2_OT_55_64,Vis_fr_Diff_SA2_OT_65_74,Vis_fr_Diff_SA2_OT_75_84,Vis_fr_Diff_SA2_OT_85_over,Vis_fr_Diff_SA2_OT_Tot,Vis_fro_Diff_SA2_TOT_0_14,Vis_fr_Diff_SA2_TOT_15_24,Vis_fr_Diff_SA2_TOT_25_34,Vis_fr_Diff_SA2_TOT_35_44,Vis_fr_Diff_SA2_TOT_45_54,Vis_fr_Diff_SA2_TOT_55_64,Vis_fr_Diff_SA2_TOT_65_74,Vis_fr_Diff_SA2_TOT_75_84,Vis_fr_Diff_SA2_TOT_85_over,Vis_fr_Diff_SA2_TOT_TTOT,Vis_from_Tot_Viss_0_14_yr,Vis_from_Tot_Viss_15_24_yr,Vis_from_Tot_Viss_25_34_yr,Vis_from_Tot_Viss_35_44_yr,Vis_from_Tot_Viss_45_54_yr,Vis_from_Tot_Viss_55_64_yr,Vis_from_Tot_Viss_65_74_yr,Vis_from_Tot_Viss_75_84_yr,Vis_from_Tot_Viss_85_over,Vis_from_Tot_Viss_Tot,OS_vis_0_14_yr,OS_vis_15_24_yr,OS_vis_25_34_yr,OS_vis_35_44_yr,OS_vis_45_54_yr,OS_vis_55_64_yr,OS_vis_65_74_yr,OS_vis_75_84_yr,OS_vis_85_yr_over,OS_vis_Tot,Tot_pop_pl_en_0_14_yr,Tot_pop_pl_en_15_24_yr,Tot_pop_pl_en_25_34_yr,Tot_pop_pl_en_35_44_yr,Tot_pop_pl_en_45_54_yr,Tot_pop_pl_en_55_64_yr,Tot_pop_pl_en_65_74_yr,Tot_pop_pl_en_75_84_yr,Tot_pop_pl_en_85_yr_over,Tot_pop_pl_en_Tot
2010,3115,1821,2159,1856,1843,2031,1726,1192,568,16316,4,10,7,4,4,9,4,8,0,46,0,0,4,4,5,0,0,0,0,15,32,107,96,55,60,57,38,20,24,494,0,0,3,3,8,3,3,0,0,21,0,0,3,0,7,3,0,0,0,18,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,109,102,64,77,72,45,23,24,557,39,114,107,70,86,83,48,31,24,598,0,0,3,0,0,0,0,0,0,7,3154,1938,2270,1928,1929,2118,1774,1221,594,16923
2011,859165,574665,756254,707548,601555,500253,376715,220429,94437,4691014,415,422,499,468,506,555,691,587,376,4520,197,716,769,396,411,474,341,124,33,3459,10191,14037,16641,11389,9678,8970,7245,4903,3073,86128,125,525,433,293,300,411,347,95,27,2541,69,172,220,135,102,146,113,35,18,999,56,204,184,110,126,163,114,34,8,1006,31,135,179,87,90,125,121,47,13,839,26,71,66,40,35,37,17,0,0,298,16,77,62,44,31,31,32,10,0,300,0,0,0,0,0,0,0,0,0,0,10702,15935,18560,12491,10777,10353,8337,5247,3172,95572,11119,16360,19052,12960,11288,10910,9019,5834,3543,100086,697,1131,1741,1234,1426,2177,1953,606,155,11129,870985,592156,777044,721741,614269,513338,387683,226869,98134,4802232
2012,9854,5830,6837,6048,6399,6494,5470,3237,1333,51497,8,13,19,12,20,21,17,14,12,126,37,37,45,40,45,46,43,19,6,316,166,229,283,171,213,291,218,111,53,1731,0,0,13,5,11,16,0,0,0,44,7,21,13,19,17,20,11,10,0,107,0,3,0,3,4,0,4,0,0,19,0,0,0,0,0,5,4,3,0,12,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,288,347,235,288,386,286,136,58,2234,216,304,361,245,306,406,309,150,69,2360,0,36,52,27,9,10,7,0,0,150,10073,6162,7254,6325,6715,6904,5782,3386,1400,54002
2013,3605,2303,2604,2325,2604,2984,2717,1420,578,21144,4,9,6,4,5,9,5,14,0,56,0,0,4,0,0,0,0,0,0,5,68,74,80,54,43,63,39,21,12,437,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,76,84,56,47,69,37,25,12,462,73,85,85,61,49,78,43,41,12,514,0,3,27,7,4,3,0,0,0,47,3677,2389,2713,2387,2653,3063,2754,1461,590,21702
2014,1719,1103,1019,1138,1407,1655,1481,751,325,10600,0,0,0,0,11,7,0,0,3,25,0,0,0,0,0,0,0,0,0,4,30,56,61,67,53,68,41,19,9,402,4,0,0,0,0,8,3,0,0,19,0,0,0,4,7,6,0,0,0,21,0,0,0,4,0,6,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,54,70,75,63,88,49,19,16,460,32,58,69,78,73,91,53,17,14,488,0,0,0,0,0,0,0,0,0,7,1747,1162,1092,1212,1484,1744,1535,773,344,11097
2015,2744,1609,1789,1715,1794,1790,1638,1037,451,14571,3,6,5,3,0,4,12,3,0,35,0,3,4,0,8,0,0,0,0,18,50,85,90,57,71,60,41,19,19,483,0,0,3,0,13,0,3,0,0,22,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,46,85,104,55,86,68,48,28,19,547,54,89,110,61,92,69,58,29,19,578,4,5,13,11,3,3,0,0,0,41,2802,1708,1907,1784,1892,1862,1705,1062,470,15186
2016,10464,6133,7044,6348,6225,6024,5066,3184,1363,51856,6,17,11,16,12,15,20,13,8,109,0,11,14,0,3,4,9,6,0,52,144,306,289,166,221,189,105,53,41,1519,0,4,6,3,3,5,3,4,0,23,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,144,318,313,179,239,204,123,63,41,1618,158,335,317,193,249,216,139,75,46,1727,4,7,18,9,16,7,5,4,3,76,10626,6477,7380,6556,6491,6250,5215,3261,1408,53661
2017,2115,1190,1570,1307,1104,1268,1040,766,408,10759,8,0,8,4,3,4,4,4,0,29,0,9,9,3,3,4,3,4,0,29,25,61,57,58,64,65,47,23,15,416,0,0,0,0,3,4,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,70,72,59,68,84,55,31,12,471,35,71,78,57,77,85,57,36,14,505,0,0,3,4,0,0,0,0,0,12,2144,1262,1654,1368,1176,1348,1103,802,425,11277
2018,7646,4695,5580,4936,4945,5282,4604,2711,1163,41559,11,4,0,7,13,11,19,15,6,95,0,5,3,7,4,4,7,4,0,43,208,255,290,225,203,207,222,201,145,1959,5,0,0,6,3,9,5,0,0,35,0,4,0,0,0,0,7,0,0,15,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,271,292,241,215,229,233,206,153,2056,225,277,296,246,224,245,251,216,157,2150,0,0,5,20,5,12,3,0,0,50,7872,4975,5890,5208,5180,5538,4858,2930,1322,43760
2019,3369,2060,2193,2155,2315,2351,2216,1625,768,19043,8,8,0,0,4,4,9,8,0,42,3,10,0,3,7,5,9,0,0,36,44,102,111,63,73,73,68,50,52,648,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,113,119,69,85,84,77,48,52,705,57,124,119,69,89,86,88,53,54,749,3,0,4,6,0,0,0,0,0,18,3428,2187,2311,2232,2403,2440,2301,1675,821,19809
2020,8151,4376,5466,4804,4896,5061,4618,2770,999,41139,0,9,8,0,13,11,7,7,5,51,5,3,3,4,0,6,0,0,5,12,123,175,167,92,76,80,77,42,24,857,0,0,6,4,7,0,0,0,0,17,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,7,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,172,181,93,83,92,79,42,22,901,128,180,184,91,94,101,87,59,28,953,5,5,14,16,3,0,0,0,0,47,8280,4556,5666,4910,4997,5166,4706,2830,1026,42142
2021,6102,3830,4358,4154,4358,4387,3827,2235,1023,34286,3,0,5,4,4,6,10,10,9,48,4,0,0,0,0,3,5,3,0,23,130,181,201,134,132,171,113,64,77,1211,0,0,4,0,0,4,10,0,0,21,0,5,4,0,0,0,4,0,3,19,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,196,218,138,141,180,128,71,81,1282,141,195,216,143,144,191,139,78,92,1335,4,3,25,19,4,7,0,0,0,66,6238,4031,4596,4315,4506,4587,3971,2317,1120,35689
3000,130601,70454,74802,78660,91536,103201,88174,44080,12461,693964,338,295,303,250,331,404,440,263,77,2704,427,398,632,611,786,2245,3704,1079,89,9969,375,208,453,369,496,2221,4414,1456,99,10098,3670,5894,9348,8914,10953,12854,9817,2681,488,64610,85,78,111,116,140,448,843,287,24,2129,74,60,170,142,164,309,336,55,9,1320,56,28,61,84,122,380,556,134,11,1430,49,32,70,55,71,73,67,20,0,436,44,27,77,61,76,180,232,75,7,788,3,0,0,3,0,0,0,0,0,6,4785,6736,10931,10350,12808,18711,19962,5776,730,90784,5117,7024,11230,10605,13141,19111,20402,6046,806,93488,73,502,1802,590,202,186,179,65,7,3605,135790,77983,87834,89851,104881,122496,108758,50193,13282,791056
3001,2171,1540,2450,1940,1717,1591,1063,365,55,12895,33,102,102,50,43,47,36,10,0,428,37,39,64,54,51,152,166,32,0,588,39,30,50,45,53,235,261,76,3,790,202,185,468,292,327,509,362,80,7,2427,12,10,7,10,9,17,29,12,0,100,0,4,12,0,0,19,18,3,0,70,12,11,12,17,12,42,36,9,0,144,0,0,13,0,0,0,3,0,0,24,3,5,24,3,7,13,27,4,3,86,0,0,0,0,0,0,0,0,0,0,303,284,652,422,460,988,900,208,15,4226,331,386,754,470,505,1033,939,218,15,4654,3,38,99,11,7,15,12,12,0,195,2514,1968,3310,2423,2227,2643,2018,595,68,17751
3002,463482,311380,352254,341467,308590,250703,194022,106891,39851,2368643,277,315,339,281,281,352,447,374,204,2869,342,555,842,565,575,735,675,289,104,4683,143,226,514,307,285,347,460,193,51,2519,6152,10130,9591,6469,6029,5856,4621,2658,1420,52930,14,55,72,77,45,90,135,40,7,534,40,86,89,93,91,117,84,29,8,643,19,19,50,28,54,117,131,53,10,485,32,62,68,49,62,46,39,10,0,375,22,37,71,54,62,91,69,30,6,430,0,0,0,0,0,5,11,0,0,20,6768,11173,11295,7638,7206,7401,6230,3302,1602,62617,7045,11494,11636,7920,7487,7754,6673,3674,1809,65489,391,675,1345,737,636,927,783,232,58,5800,470918,323547,365238,350129,316705,259383,201484,110795,41717,2439920
3003,12271,7563,7683,7368,8136,9032,9281,6423,2235,69989,14,19,10,7,14,22,23,29,16,155,11,9,19,20,26,60,193,90,11,431,10,12,19,10,16,106,298,135,25,623,311,397,443,311,406,477,497,195,77,3106,0,0,6,3,0,3,42,22,3,83,0,0,6,3,8,11,3,0,0,24,0,0,0,4,3,8,43,16,0,80,4,4,0,7,3,0,0,0,0,16,0,0,0,0,0,4,24,11,0,35,0,0,0,0,0,0,0,0,0,0,337,428,486,350,466,670,1094,469,113,4410,351,442,495,356,472,692,1121,503,125,4558,8,37,85,24,7,13,14,11,0,197,12631,8041,8268,7754,8619,9739,10406,6930,2366,74752
3004,28399,16894,19203,20122,20848,18063,13633,6575,2172,145917,13,29,21,31,28,38,26,15,10,221,69,92,165,115,141,253,337,155,19,1349,36,61,100,80,97,307,571,283,29,1564,746,1112,1346,846,972,1005,858,357,96,7345,0,29,23,22,27,61,141,80,10,395,18,41,55,32,33,73,79,37,0,375,25,10,28,27,52,72,92,58,10,373,25,40,52,33,51,19,18,7,0,253,15,15,35,29,46,55,60,22,0,281,0,0,0,0,0,0,0,0,0,0,935,1405,1807,1191,1426,1845,2152,1004,171,11940,952,1431,1829,1223,1449,1883,2177,1026,191,12157,21,153,367,72,78,86,76,36,10,894,29366,18473,21405,21423,22377,20031,15888,7630,2369,158970
3005,3487,1793,2069,2064,1621,1277,583,238,78,13209,4,3,5,3,0,5,0,5,0,18,5,4,16,10,8,27,42,10,5,118,7,0,0,3,17,39,53,7,3,132,64,104,144,155,166,225,163,33,4,1061,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,3,11,0,0,9,0,0,0,0,4,9,10,0,0,19,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,82,112,161,172,198,303,288,48,8,1370,86,112,165,175,198,306,288,54,8,1389,0,54,105,50,12,4,7,0,0,241,3569,1961,2337,2286,1834,1592,876,287,87,14836
3006,9685,5261,5703,5772,5862,5233,3262,1511,512,42801,5,3,7,6,8,12,16,9,0,59,16,16,19,24,26,45,79,18,0,244,10,3,9,10,16,61,111,26,4,244,188,231,310,256,289,303,174,60,15,1815,0,0,0,0,8,8,11,0,0,32,0,4,4,0,4,5,3,0,0,20,0,4,3,0,7,8,16,0,0,46,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,213,260,348,300,358,433,387,104,16,2417,216,258,350,302,360,448,406,110,16,2475,4,4,5,14,7,10,5,3,0,53,9904,5520,6065,6087,6231,5696,3679,1624,526,45325
3007,119164,78806,89057,89753,88785,78640,68525,41212,15483,669422,80,87,79,77,68,117,101,127,45,781,515,616,740,596,633,1011,1225,495,168,6003,88,142,210,196,207,603,1473,1031,166,4119,1615,2427,2469,1871,1842,1994,1634,882,358,15089,8,24,21,7,24,57,107,78,13,344,20,35,21,23,32,33,54,24,0,245,4,14,17,13,15,82,192,96,29,471,17,9,12,6,15,19,10,0,0,91,51,19,62,31,38,103,142,60,16,507,0,0,0,0,0,0,0,0,0,8,2320,3292,3558,2746,2798,3892,4830,2668,753,26872,2402,3380,3641,2821,2874,4008,4938,2795,801,27653,144,213,381,200,233,294,311,139,30,1949,121710,82393,93084,92773,91879,82947,73776,44147,16309,699021
3008,3938,2514,2337,2334,2554,2638,2632,1696,715,21357,4,4,0,4,7,3,12,6,0,46,0,0,5,0,11,8,7,4,0,37,0,0,0,0,0,9,5,0,0,21,76,128,138,112,121,151,81,39,26,854,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,3,3,0,11,5,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,85,132,147,112,133,169,98,43,21,946,86,138,147,114,141,172,109,47,25,988,0,3,4,0,4,4,3,0,0,19,4030,2654,2489,2451,2699,2815,2744,1750,738,22367
3009,8717,4923,4630,5250,6201,7700,9384,6116,1909,54826,9,11,5,8,14,30,42,27,9,159,21,6,16,14,29,85,208,93,6,479,31,4,12,27,36,157,565,260,24,1109,193,291,268,254,316,517,478,220,86,2615,0,0,0,0,0,14,47,41,4,114,0,0,0,0,0,11,13,0,0,24,0,4,3,3,4,20,64,34,3,133,5,4,0,8,4,6,0,0,0,33,6,0,8,0,8,25,23,5,0,61,0,0,0,0,0,0,0,0,0,0,247,315,312,312,392,836,1399,648,122,4569,251,323,322,318,405,868,1432,674,129,4729,9,3,19,9,17,26,25,11,4,119,8980,5253,4969,5575,6623,8587,10837,6807,2042,59675
3010,2054,1246,1351,1101,1074,1103,1104,663,299,10002,13,4,5,5,10,3,10,7,0,48,4,0,0,0,0,0,12,0,0,17,0,0,0,0,0,5,18,0,0,24,34,100,75,67,61,94,58,33,11,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,100,72,62,65,98,89,35,11,562,44,100,83,70,65,104,93,38,11,607,3,3,15,4,0,5,0,0,0,32,2103,1349,1448,1168,1145,1207,1200,699,313,10639
3011,16664,9620,10593,10595,10072,9412,6603,3659,1473,78686,18,16,19,12,13,21,20,13,3,140,9,18,14,18,31,82,144,51,3,374,12,8,13,10,15,54,136,59,0,310,276,489,514,459,505,649,452,214,79,3642,3,4,3,7,0,7,17,5,0,58,0,9,11,3,7,4,16,6,0,56,0,0,11,0,6,16,39,4,0,76,3,5,3,3,4,0,9,5,0,25,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,313,535,567,503,573,819,816,349,88,4565,330,556,590,513,578,841,837,357,91,4701,9,7,20,21,24,23,19,5,7,133,17007,10186,11198,11124,10675,10284,7459,4022,1564,83517
3012,4196,2875,2595,2734,3115,3729,3887,2249,775,26153,5,13,9,3,14,17,18,9,0,81,7,0,4,4,0,26,18,12,5,77,6,0,0,0,0,17,40,10,0,73,87,136,100,104,134,132,129,59,37,907,0,0,0,0,3,0,13,0,0,16,0,0,3,0,0,0,5,0,0,12,0,0,0,0,0,5,11,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,94,137,109,103,139,183,207,93,40,1111,102,148,118,108,157,199,222,103,40,1197,0,0,8,0,3,0,3,4,0,13,4298,3025,2715,2847,3271,3926,4110,2357,816,27361
3013,4203,2326,3086,2478,2083,1746,846,439,101,17311,3,22,0,5,11,0,6,0,0,50,20,20,17,17,20,80,95,18,0,289,23,7,6,25,29,68,103,33,0,290,160,275,269,226,307,368,292,70,9,1978,0,0,0,5,3,23,13,3,0,52,0,0,6,5,7,13,19,3,0,53,0,0,7,0,0,15,5,4,0,38,12,3,5,6,8,4,9,0,0,40,0,0,0,0,5,6,5,6,0,19,0,0,0,0,0,0,0,0,0,0,212,311,318,283,382,579,542,122,10,2752,215,325,322,290,387,579,544,122,16,2801,5,3,16,6,3,15,5,0,6,61,4427,2658,3424,2777,2467,2341,1398,563,114,20176
3014,15843,9764,10455,9631,8711,8429,6399,3815,1573,74621,22,25,14,20,16,16,18,23,6,166,10,15,21,16,21,50,68,26,3,225,3,0,3,0,20,32,57,27,7,157,422,549,498,379,504,569,442,219,105,3699,0,0,0,0,3,8,15,9,0,35,3,3,0,0,0,3,10,0,0,22,0,0,0,0,0,7,6,3,0,12,3,3,3,4,5,3,0,0,0,18,0,4,3,0,0,11,7,0,0,24,0,0,0,0,0,0,0,0,0,0,441,578,529,402,554,672,606,291,119,4186,455,598,547,432,570,693,628,305,127,4355,3,10,30,15,9,9,20,4,5,104,16308,10376,11036,10070,9285,9126,7040,4129,1707,79074
3015,64508,39309,38833,44918,49534,48158,43908,26513,9848,365526,42,41,43,38,59,96,120,92,38,561,218,178,207,204,155,321,549,277,41,2140,102,72,174,145,142,645,1692,1107,168,4248,1236,1739,1649,1349,1460,1842,1555,715,315,11848,3,12,16,11,15,45,144,91,17,358,6,8,15,7,18,22,37,12,0,128,11,22,80,19,29,80,268,182,26,705,0,7,5,9,9,11,5,6,0,56,9,9,13,3,10,47,132,70,5,292,0,0,0,0,0,0,0,0,0,9,1588,2036,2147,1745,1827,3009,4391,2460,568,19779,1632,2076,2191,1792,1883,3105,4511,2551,609,20339,69,78,256,134,123,115,156,93,19,1051,66205,41465,41279,46837,51541,51379,48572,29154,10471,386914
3016,27619,17703,17952,16521,15991,15026,13258,8454,3387,135922,20,19,19,8,22,27,43,30,14,208,39,68,33,36,41,56,62,27,9,368,7,12,14,4,14,33,64,20,0,160,533,1027,737,557,666,653,467,290,147,5064,0,5,3,3,0,3,12,0,0,32,0,8,4,0,8,0,8,3,0,32,0,0,0,4,5,11,8,8,0,39,3,5,8,0,0,0,0,0,0,21,6,9,8,5,8,5,0,0,0,45,0,0,0,0,0,0,0,0,0,0,590,1130,812,605,733,762,624,349,159,5762,606,1153,826,617,759,785,664,377,175,5967,6,19,31,19,23,23,15,11,0,147,28237,18877,18808,17161,16768,15833,13943,8847,3558,142036
3017,34022,25204,24890,22245,21377,18746,13735,7229,2428,169873,22,39,34,29,38,35,43,22,13,271,38,75,79,56,61,145,206,69,14,731,15,43,39,33,63,126,283,96,23,731,733,1183,1073,742,844,965,878,403,127,6952,8,12,5,11,7,27,53,27,3,150,19,11,28,22,16,33,19,7,0,148,6,3,6,3,12,42,52,15,6,150,8,14,39,10,28,29,13,0,0,143,11,8,21,11,15,33,18,3,0,123,0,0,0,0,0,0,0,0,0,0,827,1349,1287,888,1034,1405,1528,623,174,9119,848,1383,1323,915,1077,1441,1565,646,191,9392,11,82,100,47,33,35,40,15,8,363,34879,26666,26311,23211,22487,20226,15342,7887,2620,179626
3018,2847,1686,1650,1378,1670,1930,1924,1302,454,14846,0,6,3,3,0,10,3,8,0,37,6,10,3,10,5,10,8,3,0,50,0,0,0,0,0,0,0,4,0,10,75,114,81,61,78,79,62,27,12,584,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,130,79,69,86,94,79,34,13,660,87,130,83,73,82,99,78,40,13,697,0,0,0,0,0,0,0,0,0,8,2933,1820,1733,1457,1758,2034,2006,1347,461,15555
3019,3646,2100,1946,2159,2327,2552,2128,1244,443,18538,3,4,5,0,5,4,8,3,3,39,4,0,7,7,11,57,109,28,0,223,7,5,4,12,17,55,235,114,9,453,152,155,103,83,140,195,162,49,7,1046,0,3,0,0,0,10,29,12,0,54,3,0,0,0,0,8,14,0,0,26,3,7,0,0,0,11,14,4,4,42,0,6,0,0,0,0,0,0,0,6,0,0,0,3,0,3,5,4,0,20,0,0,0,0,0,0,0,0,0,0,173,171,113,106,164,330,576,212,27,1870,176,178,116,105,167,337,584,219,23,1908,0,0,5,4,3,0,0,0,0,18,3818,2285,2068,2262,2500,2889,2707,1469,467,20466
