SUA_CODE_2021,P_15_19_Mgrs,P_15_19_Profnls,P_15_19_Techs_trades_workers,P_15_19_Comm_psnl_serv_wrkrs,P_15_19_Cler_admin_wrkrs,P_15_19_Sales_wrkrs,P_15_19_Mach_oper_dvrs,P_15_19_Labrs,P_15_19_Inad_desc_Ns,P_15_19_Tot,P_20_24_Mgrs,P_20_24_Profnls,P_20_24_Techs_trades_wrkrs,P_20_24_Comm_psnl_serv_wrkrs,P_20_24_Cler_admin_wrkrs,P_20_24_Sales_wrkrs,P_20_24_Mach_oper_dvrs,P_20_24_Labrs,P_20_24_Inad_desc_Ns,P_20_24_Tot,P_25_34_Mgrs,P_25_34_Profnls,P_25_34_Techs_trades_wrkrs,P_25_34_Comm_psnl_serv_wrkrs,P_25_34_Cler_admin_wrkrs,P_25_34_Sales_wrkrs,P_25_34_Mach_oper_dvrs,P_25_34_Labrs,P_25_34_Inad_desc_Ns,P_25_34_Tot,P_35_44_Mgrs,P_35_44_Profnls,P_35_44_Techs_trades_wrkrs,P_35_44_Comm_psnl_serv_wrkrs,P_35_44_Cler_admin_wrkrs,P_35_44_Sales_wrkrs,P_35_44_Mach_oper_dvrs,P_35_44_Labrs,P_35_44_Inad_desc_Ns,P_35_44_Tot,P_45_54_Mgrs,P_45_54_Profnls,P_45_54_Techs_trades_wrkrs,P_45_54_Comm_psnl_serv_wrkrs,P_45_54_Cler_admin_wrkrs,P_45_54_Sales_wrkrs,P_45_54_Mach_oper_dvrs,P_45_54_Labrs,P_45_54_Inad_desc_Ns,P_45_54_Tot,P_55_64_Mgrs,P_55_64_Profnls,P_55_64_Techs_trades_wrkrs,P_55_64_Comm_psnl_serv_wrkrs,P_55_64_Cler_admin_wrkrs,P_55_64_Sales_wrkrs,P_55_64_Mach_oper_dvrs,P_55_64_Labrs,P_55_64_Inad_desc_Ns,P_55_64_Tot,P_65_74_Mgrs,P_65_74_Profnls,P_65_74_Techs_trades_wrkrs,P_65_74_Comm_psnl_serv_wrkrs,P_65_74_Cler_admin_wrkrs,P_65_74_Sales_wrkrs,P_65_74_Mach_oper_dvrs,P_65_74_Labrs,P_65_74_Inad_desc_Ns,P_65_74_Tot,P_75_84_Mgrs,P_75_84_Profnls,P_75_84_Techs_trades_wrkrs,P_75_84_Comm_psnl_serv_wrkrs,P_75_84_Cler_admin_wrkrs,P_75_84_Sales_wrkrs,P_75_84_Mach_oper_dvrs,P_75_84_Labrs,P_75_84_Inad_desc_Ns,P_75_84_Tot,P_85_yr_over_Mgrs,P_85_yr_over_Profnls,P_85ov_Techs_trades_wrkrs,P_85ov_Com_psnl_serv_wrkrs,P_85_yr_over_Cler_admin_wrkrs,P_85_yr_over_Sales_wrkrs,P_85_yr_over_Mach_oper_dvrs,P_85_yr_over_Labrs,P_85_yr_over_Inad_desc_Ns,P_85_yr_over_Tot,P_Tot_Mgrs,P_Tot_Profnls,P_Tot_Techs_trades_wrkrs,P_Tot_Comm_psnl_serv_wrkrs,P_Tot_Cler_admin_wrkrs,P_Tot_Sales_wrkrs,P_Tot_Mach_oper_dvrs,P_Tot_Labrs,P_Tot_Inad_desc_Ns,P_Tot_Tot
6001,12,15,97,108,38,299,27,147,12,751,41,102,242,205,109,170,75,142,15,1105,194,483,415,317,214,206,190,275,37,2328,230,468,324,329,261,171,198,246,45,2275,281,373,247,374,312,186,230,273,36,2316,216,350,250,310,297,146,245,301,25,2147,67,96,60,65,69,23,37,68,13,506,14,12,0,0,4,6,4,6,7,57,4,0,0,0,0,0,0,0,3,6,1063,1901,1641,1705,1306,1215,1009,1465,188,11502
6002,23,3,143,108,21,351,16,178,16,864,79,98,261,230,111,181,65,209,21,1249,241,475,560,518,266,222,185,536,53,3048,328,443,360,380,289,203,211,285,44,2545,360,426,357,443,357,218,224,366,42,2804,266,311,324,326,298,175,242,347,39,2322,93,98,74,57,63,42,61,73,14,579,26,15,6,0,14,5,6,9,16,92,3,0,0,0,0,0,0,0,3,8,1409,1872,2082,2060,1414,1397,1014,2006,248,13510
6003,82,90,608,960,261,1761,147,986,90,4985,419,1286,1633,2000,1032,1592,309,1005,146,9420,2485,7241,4302,4707,3203,2235,1293,2801,538,28802,3639,6882,2820,2855,2909,1147,896,1659,420,23230,3626,5889,2265,2475,3294,1161,866,1386,357,21325,2425,4170,1860,1851,2760,959,982,1340,251,16610,683,1309,494,416,663,294,247,442,90,4632,133,115,41,28,79,46,29,31,37,538,5,11,0,4,0,4,0,0,11,38,13502,26996,14023,15300,14198,9191,4770,9652,1946,109576
6004,39,35,286,459,94,911,105,533,39,2499,170,422,742,878,341,650,227,524,84,4039,905,2316,1605,1621,916,808,729,1164,180,10254,1160,2293,1066,1072,988,549,509,744,138,8514,1323,1969,921,1057,1291,622,582,815,125,8714,931,1429,788,798,1060,519,533,688,100,6857,246,419,184,190,270,147,144,183,23,1807,33,38,16,16,21,16,19,13,12,177,5,3,0,0,4,4,0,0,8,24,4816,8914,5615,6088,4988,4231,2838,4667,724,42876
6005,6,3,71,55,14,137,20,96,11,410,22,42,112,109,39,76,23,66,11,496,109,237,192,172,87,81,83,150,29,1141,152,245,165,149,112,84,90,125,21,1141,187,234,186,197,170,97,126,153,29,1379,138,208,165,176,193,78,129,184,19,1293,62,52,34,29,35,19,23,37,12,310,9,4,4,0,9,0,4,0,3,36,0,0,0,0,0,0,0,0,0,3,692,1030,928,890,658,570,504,813,129,6214
7000,23,60,169,211,63,230,42,345,70,1214,90,386,395,498,191,150,111,488,89,2400,691,1617,1079,1193,693,309,394,779,144,6905,1018,1480,1004,968,666,224,403,549,157,6462,1126,1226,905,872,785,225,542,610,118,6405,972,1250,720,597,679,182,460,505,105,5462,346,360,179,142,189,75,113,142,49,1593,48,27,11,10,20,8,17,13,14,160,0,4,0,0,0,0,0,0,0,7,4318,6393,4460,4492,3295,1401,2076,3422,748,30608
7001,5,16,83,156,58,208,16,96,11,650,36,148,155,202,124,104,25,74,17,877,329,1161,522,704,424,209,108,235,118,3816,435,917,408,555,385,112,107,175,75,3184,456,661,276,425,380,98,108,183,66,2655,374,604,273,324,344,105,116,171,60,2373,136,207,77,60,93,41,38,55,21,720,17,11,4,6,9,5,8,6,0,62,0,0,0,0,0,0,0,0,0,0,1791,3721,1806,2422,1815,872,531,992,375,14334
7002,57,64,362,649,244,1019,117,602,70,3178,313,746,1047,1631,865,707,303,540,144,6307,1787,5102,2851,3435,2596,1180,863,1300,378,19502,2463,4373,2343,2266,2271,767,710,1022,289,16504,2403,3098,1727,1625,2004,622,703,941,232,13361,1777,2238,1087,941,1530,520,660,727,157,9641,490,725,300,230,445,183,170,214,54,2810,63,58,17,9,39,19,14,21,9,255,7,0,0,0,4,0,0,0,7,20,9355,16410,9737,10793,10004,5019,3540,5364,1345,71567
8000,0,3,7,11,0,9,0,10,0,42,0,3,6,12,7,5,3,5,0,47,27,26,19,17,6,3,0,4,3,113,25,51,19,5,20,3,0,11,4,132,40,33,12,11,23,9,0,5,4,136,23,23,8,8,10,0,5,12,5,86,17,9,0,0,4,0,0,0,0,37,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,135,153,80,53,79,26,14,44,15,595
8001,561,602,1340,3671,912,4384,324,2068,179,14031,2032,5668,3774,5904,4537,3452,663,1745,547,28334,9281,24399,8282,7504,9559,3716,1853,3685,1599,69879,14466,22891,5705,5160,8811,1841,1298,2455,1434,64071,13171,16306,4212,3967,8498,1534,1262,1879,1126,51956,6551,9348,2612,2515,5726,1274,1220,1600,596,31439,1196,2680,643,622,1337,472,414,472,165,8006,146,298,76,47,143,77,30,50,36,918,14,23,5,0,7,10,0,11,14,81,47426,82220,26651,29398,39535,16754,7073,13958,5699,268706
9000,27,0,17,54,3,12,4,19,4,136,31,25,29,41,14,6,7,23,0,177,82,87,80,92,42,16,18,35,3,451,85,73,70,71,58,23,26,43,9,462,109,75,83,73,70,24,28,51,7,524,116,89,102,50,75,47,25,56,5,572,29,42,38,22,23,22,26,35,9,247,10,3,4,6,9,3,0,6,4,44,3,0,0,0,0,0,0,0,0,3,501,399,421,398,290,150,142,269,42,2614
