SUA_CODE_2021,M_SEO_Before_2005,M_SEO_2005_2010,M_SEO_2011_2015,M_SEO_2016,M_SEO_2017,M_SEO_2018,M_SEO_2019,M_SEO_2020,M_SEO_2021,M_SEO_Yr_arr_ns,M_SEO_Tot,M_Sol_sp_En_Vww_B_2005,M_Sol_sp_En_Vww_2005_2010,M_Sol_sp_En_Vww_2011_2015,M_Sol_sp_En_Vww_2016,M_Sol_sp_En_Vww_2017,M_Sol_sp_En_Vww_2018,M_Sol_sp_En_Vww_2019,M_Sol_sp_En_Vww_2020,M_Sol_sp_En_Vww_2021,M_Sol_sp_En_Vww_Yr_arr_ns,M_Sol_sp_En_Vww_Tot,M_Sol_sp_En_Nwna_B_2005,M_Sol_sp_En_Nwna_2005_2010,M_Sol_sp_En_Nwna_2011_2015,M_Sol_sp_En_Nwna_2016,M_Sol_sp_En_Nwna_2017,M_Sol_sp_En_Nwna_2018,M_Sol_sp_En_Nwna_2019,M_Sol_sp_En_Nwna_2020,M_Sol_sp_En_Nwna_2021,M_Sol_sp_En_Nwna_Yr_arr_ns,M_Sol_sp_En_Nwna_Tot,M_Sol_sp_E_Pr_E_ns_B_2005,M_Sol_sp_E_Pr_E_ns_2005_2010,M_Sol_sp_E_Pr_E_ns_2011_2015,M_Sol_sp_E_Pr_E_ns_2016,M_Sol_sp_E_Pr_E_ns_2017,M_Sol_sp_E_Pr_E_ns_2018,M_Sol_sp_E_Pr_E_ns_2019,M_Sol_sp_E_Pr_E_ns_2020,M_Sol_sp_E_Pr_E_ns_2021,M_So_sp_E_Pr_E_ns_Yr_ar_ns,M_Sol_sp_E_Pr_E_ns_Tot,M_Sol_sp_En_Tot_B_2005,M_Sol_sp_En_Tot_2005_2010,M_Sol_sp_En_Tot_2011_2015,M_Sol_sp_En_Tot_2016,M_Sol_sp_En_Tot_2017,M_Sol_sp_En_Tot_2018,M_Sol_sp_En_Tot_2019,M_Sol_sp_En_Tot_2020,M_Sol_sp_En_Tot_2021,M_Sol_sp_En_Tot_Yr_arr_ns,M_Sol_sp_En_Tot_YoA_Tot,M_LanProf_En_ns_B_2005,M_LanProf_En_ns_2005_2010,M_LanProf_En_ns_2011_2015,M_LanProf_En_ns_2016,M_LanProf_En_ns_2017,M_LanProf_En_ns_2018,M_LanProf_En_ns_2019,M_LanProf_En_ns_2020,M_LanProf_En_ns_2021,M_LanProf_En_ns_Yr_arr_ns,M_LanProf_En_ns_Tot,M_Tot_B_2005,M_Tot_2005_2010,M_Tot_2011_2015,M_Tot_2016,M_Tot_2017,M_Tot_2018,M_Tot_2019,M_Tot_2020,M_Tot_2021,M_Tot_Yr_arrival_ns,M_Tot_YoA_Tot,F_SEO_B_2005,F_SEO_2005_2010,F_SEO_2011_2015,F_SEO_2016,F_SEO_2017,F_SEO_2018,F_SEO_2019,F_SEO_2020,F_SEO_2021,F_SEO_Yr_arr_ns,F_SEO_Tot,F_Sol_sp_En_Vww_B_2005,F_Sol_sp_En_Vww_2005_2010,F_Sol_sp_En_Vww_2011_2015,F_Sol_sp_En_Vww_2016,F_Sol_sp_En_Vww_2017,F_Sol_sp_En_Vww_2018,F_Sol_sp_En_Vww_2019,F_Sol_sp_En_Vww_2020,F_Sol_sp_En_Vww_2021,F_Sol_sp_En_Vww_Yr_arr_ns,F_Sol_sp_En_Vww_Tot,F_Sol_sp_En_Nwna_B_2005,F_Sol_sp_En_Nwna_2005_2010,F_Sol_sp_En_Nwna_2011_2015,F_Sol_sp_En_Nwna_2016,F_Sol_sp_En_Nwna_2017,F_Sol_sp_En_Nwna_2018,F_Sol_sp_En_Nwna_2019,F_Sol_sp_En_Nwna_2020,F_Sol_sp_En_Nwna_2021,F_Sol_sp_En_Nwna_Yr_arr_ns,F_Sol_sp_En_Nwna_Tot,F_Sol_sp_En_Pr_En_ns_B_2005,F_Sol_sp_E_Pr_En_ns_2005_2010,F_Sol_sp_E_Pr_En_ns_2011_2015,F_Sol_sp_En_Prof_En_ns_2016,F_Sol_sp_En_Prof_En_ns_2017,F_Sol_sp_En_Prof_En_ns_2018,F_Sol_sp_En_Prof_En_ns_2019,F_Sol_sp_En_Prof_En_ns_2020,F_Sol_sp_En_Prof_En_ns_2021,F_So_sp_En_Pro_En_ns_Yr_ar_ns,F_Sol_sp_En_Prof_En_ns_Tot,F_Sol_sp_En_Tot_B_2005,F_Sol_sp_En_Tot_2005_2010,F_Sol_sp_En_Tot_2011_2015,F_Sol_sp_En_Tot_2016,F_Sol_sp_En_Tot_2017,F_Sol_sp_En_Tot_2018,F_Sol_sp_En_Tot_2019,F_Sol_sp_En_Tot_2020,F_Sol_sp_En_Tot_2021,F_Sol_sp_En_Tot_Yr_arr_ns,F_Sol_sp_En_Tot_YoA_Tot,F_LanProf_En_ns_B_2005,F_LanProf_En_ns_2005_2010,F_LanProf_En_ns_2011_2015,F_LanProf_En_ns_2016,F_LanProf_En_ns_2017,F_LanProf_En_ns_2018,F_LanProf_En_ns_2019,F_LanProf_En_ns_2020,F_LanProf_En_ns_2021,F_LanProf_En_ns_Yr_arr_ns,F_LanProf_En_ns_Tot,F_Tot_B_2005,F_Tot_2005_2010,F_Tot_2011_2015,F_Tot_2016,F_Tot_2017,F_Tot_2018,F_Tot_2019,F_Tot_2020,F_Tot_2021,F_Tot_Yr_arrival_ns,F_Tot_YoA_Tot,P_SEO_B_2005,P_SEO_2005_2010,P_SEO_2011_2015,P_SEO_2016,P_SEO_2017,P_SEO_2018,P_SEO_2019,P_SEO_2020,P_SEO_2021,P_SEO_Yr_arr_ns,P_SEO_Tot,P_Sol_sp_En_Vww_B_2005,P_Sol_sp_En_Vww_2005_2010,P_Sol_sp_En_Vww_2011_2015,P_Sol_sp_En_Vww_2016,P_Sol_sp_En_Vww_2017,P_Sol_sp_En_Vww_2018,P_Sol_sp_En_Vww_2019,P_Sol_sp_En_Vww_2020,P_Sol_sp_En_Vww_2021,P_Sol_sp_En_Vww_Yr_arr_ns,P_Sol_sp_En_Vww_Tot,P_Sol_sp_En_Nwna_B_2005,P_Sol_sp_En_Nwna_2005_2010,P_Sol_sp_En_Nwna_2011_2015,P_Sol_sp_En_Nwna_2016,P_Sol_sp_En_Nwna_2017,P_Sol_sp_En_Nwna_2018,P_Sol_sp_En_Nwna_2019,P_Sol_sp_En_Nwna_2020,P_Sol_sp_En_Nwna_2021,P_Sol_sp_En_Nwna_Yr_arr_ns,P_Sol_sp_En_Nwna_Tot,P_Sol_sp_En_Pr_En_ns_B_2005,P_Sol_sp_E_Pr_En_ns_2005_2010,P_Sol_sp_E_Pr_En_ns_2011_2015,P_Sol_sp_En_Prof_En_ns_2016,P_Sol_sp_En_Prof_En_ns_2017,P_Sol_sp_En_Prof_En_ns_2018,P_Sol_sp_En_Prof_En_ns_2019,P_Sol_sp_En_Prof_En_ns_2020,P_Sol_sp_En_Prof_En_ns_2021,P_So_sp_En_Pro_En_ns_Yr_ar_ns,P_Sol_sp_En_Prof_En_ns_Tot,P_Sol_sp_En_Tot_B_2005,P_Sol_sp_En_Tot_2005_2010
2012,783,89,101,22,20,21,32,11,6,59,1149,466,247,316,120,110,123,156,51,21,51,1674,162,59,135,64,83,103,99,41,5,39,792,8,0,0,0,0,4,8,0,0,10,31,637,310,457,185,192,231,264,90,28,101,2492,4,0,0,5,0,0,0,0,0,10,19,1423,400,558,213,216,250,299,104,30,169,3659,793,116,121,18,21,19,34,9,5,51,1193,511,226,309,116,124,151,174,59,28,47,1743,222,61,95,42,64,73,102,43,3,40,747,3,0,3,0,0,4,0,0,0,0,10,735,290,399,155,191,228,275,99,37,89,2504,4,0,0,0,0,0,0,0,0,6,8,1532,408,526,178,214,253,312,108,34,147,3710,1570,204,224,46,44,43,70,22,7,107,2337,977,475,629,235,231,278,333,110,48,96,3414,382,124,226,108,150,177,204,81,11,79,1540,9,3,3,0,0,3,8,0,0,12,40,1376,604
2013,753,36,27,4,3,0,3,0,5,26,855,180,31,20,0,5,4,14,32,8,10,300,33,0,3,0,0,0,0,3,0,0,51,0,0,0,0,0,0,0,0,0,0,0,213,34,24,10,5,3,12,30,7,10,356,0,0,0,0,0,0,0,0,0,6,5,966,66,52,10,5,8,16,34,18,44,1221,743,45,39,5,4,4,4,8,0,41,886,201,44,40,6,6,12,7,3,6,9,350,55,8,8,6,0,3,5,0,0,5,88,3,0,0,0,0,0,0,0,0,0,5,250,58,50,16,10,15,14,4,3,17,439,4,0,0,0,0,0,0,0,0,0,4,1001,104,86,16,13,18,17,11,3,58,1331,1489,79,64,9,11,3,5,7,4,66,1737,376,75,59,17,15,17,24,37,16,21,653,82,15,16,6,0,4,3,0,3,4,140,7,0,0,0,0,0,0,0,0,0,6,470,92
2014,297,31,14,3,4,5,0,0,0,18,369,46,23,25,0,21,8,3,4,0,0,130,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,47,23,31,9,21,8,3,4,3,0,137,0,0,0,0,0,0,0,0,0,0,0,345,50,37,7,19,12,6,4,3,19,508,295,26,22,0,8,5,7,3,0,11,375,72,19,32,15,11,20,7,0,0,4,177,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,72,19,32,13,11,20,7,0,0,3,182,0,0,0,0,0,0,0,0,0,0,0,365,40,59,16,18,22,12,7,0,12,565,590,50,35,4,11,9,10,3,0,23,744,112,44,61,20,32,20,12,4,0,4,307,7,0,0,3,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,117,44
2015,399,52,43,8,8,12,4,10,0,10,543,92,62,66,12,14,18,21,9,0,0,301,14,6,9,0,0,0,3,0,0,3,35,0,0,0,0,0,0,0,0,0,0,0,105,69,74,15,16,20,21,10,0,5,333,0,0,0,0,0,0,0,0,0,0,3,502,117,112,23,25,32,27,22,0,20,882,445,76,37,0,12,17,3,12,0,19,625,117,85,79,8,17,27,27,14,4,7,385,12,3,13,0,0,5,4,4,0,0,44,0,0,0,0,0,0,0,0,0,0,5,128,92,88,12,15,33,35,20,4,9,432,3,0,0,0,0,0,0,0,0,12,10,579,163,128,13,25,51,39,27,4,42,1070,839,129,79,8,19,24,10,21,0,33,1169,206,147,142,26,32,51,44,26,6,13,679,25,8,15,0,0,0,10,4,0,4,81,0,0,0,0,0,0,0,0,0,0,6,233,158
2016,810,133,111,17,25,25,25,16,8,54,1222,730,745,658,195,176,229,232,85,34,61,3139,203,104,206,34,60,47,83,25,11,30,798,3,4,8,0,0,0,0,3,0,6,23,942,857,864,233,237,277,312,116,38,95,3964,0,0,0,0,0,0,0,0,0,3,12,1748,991,979,250,259,303,340,131,44,155,5197,811,132,141,30,22,31,19,18,7,51,1254,671,637,659,179,190,235,288,86,36,59,3039,252,145,145,69,68,82,114,31,13,29,946,3,0,4,3,0,0,0,0,0,3,16,930,782,804,244,257,326,407,119,50,93,4008,4,0,0,0,0,0,0,0,0,12,16,1741,910,950,276,282,355,424,134,55,151,5279,1617,264,257,46,44,60,43,34,11,107,2478,1401,1385,1314,374,368,465,522,169,67,116,6186,458,245,353,98,123,131,201,55,19,62,1746,5,11,6,3,3,0,0,4,0,8,45,1872,1636
2017,116,10,23,0,0,6,0,0,0,3,163,56,65,96,26,50,46,43,4,6,17,411,13,10,29,9,18,43,12,0,4,10,141,0,0,0,0,0,0,0,0,0,0,0,73,79,126,30,67,87,55,7,14,21,550,4,0,0,0,0,0,0,0,0,0,4,186,92,149,30,69,92,58,5,14,27,712,116,27,21,8,0,0,7,3,0,8,185,57,70,93,21,48,52,52,11,6,6,427,24,12,18,6,22,30,15,0,0,6,142,0,0,0,0,0,0,0,0,0,0,3,83,75,114,32,74,82,68,17,13,17,562,0,0,0,0,0,0,0,0,0,5,5,197,100,133,33,74,86,70,14,13,29,754,232,35,47,8,8,9,6,4,0,13,351,119,136,190,45,97,99,90,19,15,24,833,36,18,47,17,43,70,29,0,4,12,276,0,0,0,0,0,0,0,0,0,0,4,157,158
2018,1220,133,87,21,11,23,25,3,7,62,1591,399,187,186,40,39,64,71,23,7,42,1051,68,19,23,4,0,6,14,5,8,13,154,0,3,0,0,0,0,0,0,0,3,9,463,203,209,41,36,74,84,30,13,57,1214,7,0,0,0,0,0,0,0,0,8,10,1692,340,298,64,53,91,111,29,20,127,2815,1303,105,100,23,12,28,22,5,3,89,1676,492,222,219,56,58,54,106,34,4,36,1282,106,32,41,3,3,8,15,11,5,12,238,4,0,0,0,0,0,0,0,0,4,4,599,253,257,59,66,63,119,43,7,56,1523,5,0,0,0,0,0,0,0,0,7,8,1899,357,357,81,76,90,138,49,13,146,3209,2520,236,185,41,21,47,43,8,12,147,3269,893,408,397,94,96,123,176,56,10,76,2333,168,49,61,7,7,15,25,16,11,24,390,6,3,0,0,0,0,0,0,0,8,17,1064,463
2019,382,41,40,15,4,3,11,8,0,17,518,106,62,58,20,21,33,25,7,4,8,337,22,0,3,6,0,0,5,0,0,4,40,0,0,0,0,0,0,0,0,0,0,3,130,63,60,26,27,31,29,7,4,8,383,0,0,0,0,0,0,0,0,0,0,4,516,105,97,35,30,33,38,16,7,31,905,406,47,30,12,6,4,3,9,0,24,541,134,59,64,40,27,36,38,18,5,6,423,36,3,8,0,4,0,5,4,0,3,66,0,0,0,0,0,0,0,0,0,0,0,167,63,71,34,32,33,40,22,9,8,486,4,0,0,0,0,0,0,0,0,3,12,579,114,101,50,35,37,49,28,9,38,1042,790,87,64,21,15,7,14,16,0,36,1061,233,121,123,57,51,63,59,25,7,13,761,58,3,12,5,0,7,9,4,0,6,108,5,0,0,0,0,0,0,0,0,0,3,298,129
2020,1317,181,107,18,17,15,20,7,5,63,1743,269,146,112,25,38,18,56,18,10,18,702,21,3,4,0,3,13,19,4,0,6,76,4,0,0,0,0,0,0,0,0,0,5,292,148,125,25,39,30,69,24,10,17,782,4,0,0,0,0,0,0,0,0,0,0,1609,334,225,43,58,50,92,36,10,80,2527,1468,180,109,23,26,20,17,11,7,56,1909,316,164,127,41,47,45,63,21,3,18,844,40,15,12,4,6,8,17,9,0,0,107,0,0,0,0,0,0,0,0,0,0,3,358,179,141,42,47,56,79,32,3,24,958,3,0,0,0,0,0,0,0,0,0,4,1827,355,246,59,76,75,103,40,5,81,2870,2783,365,214,37,40,32,43,18,10,115,3651,589,303,242,57,86,68,119,40,6,36,1548,65,16,17,4,13,15,37,15,0,4,182,4,4,0,0,0,0,0,0,0,0,5,650,321
2021,607,104,83,17,15,9,30,12,6,25,914,91,107,110,30,40,74,99,32,4,5,598,9,12,12,6,17,26,39,7,0,8,136,0,0,0,0,0,0,0,3,0,0,3,97,121,126,38,61,102,139,36,9,11,744,0,0,0,0,0,0,0,0,0,3,5,709,232,208,54,81,111,170,51,17,43,1660,672,93,96,22,11,18,22,6,4,30,979,136,124,146,45,40,58,89,20,12,4,671,11,12,9,5,12,21,30,3,0,6,117,0,0,3,0,0,5,0,0,0,5,12,146,137,156,51,57,82,121,22,10,18,799,0,0,0,0,0,0,0,0,0,14,14,819,232,252,73,70,103,148,29,19,66,1797,1279,200,178,34,31,30,58,15,13,57,1887,227,231,259,72,83,136,186,51,15,14,1266,18,30,21,13,30,42,71,10,0,12,251,0,0,3,0,0,3,3,3,0,3,16,244,258
3000,23900,2999,1819,293,280,301,432,240,92,1370,31735,3160,1803,1528,378,408,603,1145,535,251,374,10193,350,138,141,41,64,124,312,110,132,118,1531,24,6,9,8,0,0,15,6,22,30,122,3534,1948,1684,425,471,730,1467,650,414,525,11847,38,3,0,6,0,0,16,3,8,313,396,27479,4951,3509,719,755,1033,1910,895,514,2208,43974,23390,3290,2242,375,353,394,535,267,77,1399,32332,3776,1921,1936,547,530,739,1195,462,193,393,11693,492,168,196,71,85,162,277,102,42,82,1683,27,5,13,9,5,3,9,0,8,27,100,4300,2093,2145,621,619,898,1480,570,239,506,13470,55,8,7,0,5,5,12,0,4,118,205,27742,5389,4394,999,968,1302,2029,837,317,2020,46003,47296,6288,4068,672,637,701,967,503,172,2765,64062,6937,3723,3467,927,940,1347,2344,999,443,767,21883,845,307,342,108,148,281,587,211,180,207,3214,54,9,14,10,3,6,21,10,31,60,216,7835,4042
3001,789,165,132,33,26,35,39,28,7,29,1276,88,66,94,15,31,49,111,30,0,3,495,6,0,3,3,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,92,66,92,19,30,48,115,30,0,3,505,0,0,0,0,0,0,0,3,0,0,8,882,234,225,47,57,87,148,62,3,39,1793,720,185,162,36,42,25,57,36,4,24,1298,101,77,136,43,26,60,138,78,5,5,664,3,3,11,0,0,3,12,0,0,3,32,0,0,0,0,0,0,0,0,0,0,3,104,82,144,46,26,63,148,81,5,10,707,0,0,0,0,0,0,0,0,0,5,6,826,263,307,84,72,93,204,114,13,36,2008,1509,346,290,70,67,63,91,70,18,57,2578,193,143,229,62,59,113,247,107,0,9,1158,4,3,11,3,0,4,19,0,0,0,48,0,0,0,0,0,0,0,0,0,0,3,199,147
3002,97776,28580,18738,3036,2784,3116,3304,1729,889,3924,163887,43024,32901,26682,6338,6593,7757,9016,3253,814,2138,138515,6615,2833,3182,856,889,1186,2002,833,258,688,19340,91,52,51,21,15,31,31,27,21,65,406,49730,35782,29918,7215,7498,8973,11045,4110,1087,2885,158261,140,51,56,3,4,18,24,12,4,1187,1500,147652,64417,48717,10257,10279,12110,14380,5854,1988,8000,323647,99868,27347,18912,3150,3083,3207,3376,1740,845,3747,165287,48806,34700,31278,7359,7563,8486,9884,3802,1064,2277,155215,9931,4476,4719,1301,1256,1536,2931,1278,352,866,28648,126,61,46,21,12,11,47,25,12,80,430,58860,39230,36039,8675,8836,10037,12865,5102,1424,3224,184291,165,56,71,12,13,9,30,7,5,596,973,158899,66631,55027,11838,11935,13253,16266,6854,2279,7569,350551,197652,55932,37655,6189,5870,6323,6679,3471,1736,7674,329174,91832,67595,57959,13700,14159,16238,18904,7052,1878,4409,293734,16552,7306,7902,2152,2150,2724,4935,2107,608,1556,47987,213,104,96,41,32,45,69,50,30,148,832,108597,75009
3003,2296,284,198,35,32,34,48,26,17,93,3069,312,224,227,54,69,88,150,63,23,30,1234,41,12,50,14,25,30,72,26,4,23,298,0,0,0,0,0,0,0,4,0,0,11,362,237,273,66,91,117,232,93,30,47,1547,4,0,0,0,0,0,4,6,0,11,22,2657,524,473,99,126,156,282,120,47,145,4637,2455,310,210,38,37,32,59,25,12,108,3286,469,238,320,63,86,101,169,93,31,38,1612,66,27,60,19,32,40,82,32,3,9,375,4,0,0,0,0,0,0,7,0,3,19,541,269,384,89,116,142,255,130,38,51,2009,4,0,0,0,0,0,3,0,0,13,23,3005,582,592,123,152,169,312,156,51,168,5312,4756,592,408,71,79,62,104,52,33,198,6353,785,471,548,116,146,185,325,152,50,67,2845,102,39,114,36,57,71,154,59,11,31,678,8,3,0,0,0,0,4,9,0,6,31,900,510
3004,6679,1345,886,148,161,156,189,78,44,231,9921,1816,1292,1152,224,215,275,403,177,51,143,5748,209,142,163,28,34,51,88,34,6,22,774,5,3,5,0,0,5,3,3,0,12,29,2027,1438,1309,256,250,330,493,218,54,179,6552,17,0,5,0,0,4,0,6,0,41,64,8724,2778,2201,405,410,496,681,297,104,451,16539,6818,1558,1154,221,232,177,237,108,60,240,10801,2606,1659,1562,319,337,366,498,215,34,137,7744,340,236,290,60,63,56,120,31,6,39,1235,6,7,8,0,0,3,12,0,0,15,42,2951,1903,1861,377,401,427,624,242,43,197,9028,16,0,3,3,0,0,0,3,0,46,69,9781,3458,3021,604,635,604,863,353,104,481,19896,13497,2897,2038,369,390,337,422,187,102,474,20722,4421,2955,2706,543,554,642,903,389,87,289,13494,542,374,454,85,94,108,204,66,16,64,2011,5,7,9,0,0,6,12,3,0,24,74,4977,3341
3005,305,119,101,11,9,12,12,10,12,21,618,47,128,97,18,19,28,34,19,9,7,407,6,7,3,3,9,4,11,0,9,7,42,0,0,0,0,0,0,0,0,0,0,3,52,135,99,18,20,31,45,19,10,18,452,0,0,0,0,0,0,0,0,0,0,4,361,253,200,35,31,37,58,24,31,39,1076,276,114,93,18,10,7,14,8,5,11,552,56,107,110,32,41,37,48,18,5,8,442,5,8,5,5,4,7,17,9,0,10,62,0,0,0,0,0,0,0,0,0,0,0,57,111,114,33,39,44,60,25,5,18,503,0,0,0,0,0,0,0,0,0,0,9,331,230,209,53,49,55,73,33,11,25,1068,585,234,193,30,23,18,23,13,18,32,1166,100,236,204,48,56,60,83,42,13,19,854,8,11,10,9,9,15,26,9,9,13,103,0,0,0,0,0,0,0,0,0,0,3,106,246
3006,1274,343,287,38,29,36,44,18,14,54,2129,181,304,330,39,59,53,58,21,14,8,1060,27,10,10,3,0,0,6,4,0,0,63,0,3,0,0,0,0,0,0,0,0,7,210,322,339,37,59,57,62,23,11,11,1124,0,0,0,0,0,0,0,0,0,7,13,1475,666,629,74,85,90,104,39,24,71,3260,1190,312,303,46,39,39,42,19,3,49,2038,237,327,360,81,60,56,77,25,18,19,1271,26,16,22,7,10,5,10,6,4,0,99,0,0,0,0,0,0,0,0,0,0,7,261,344,376,88,72,67,88,29,22,19,1371,3,0,0,0,0,0,0,0,0,5,7,1451,655,681,136,111,109,124,51,22,78,3416,2459,654,585,79,67,78,79,31,14,109,4165,423,630,686,122,122,112,132,47,31,26,2326,48,30,33,10,9,9,17,12,5,4,163,0,4,0,0,0,0,0,0,0,0,7,471,660
3007,35478,10173,6705,1142,1054,1120,1187,708,339,1529,59428,9291,5357,4852,1446,1471,1703,1915,729,166,511,27447,1260,434,490,139,146,179,331,152,34,118,3281,26,11,8,4,3,3,8,3,0,10,83,10578,5800,5353,1583,1623,1884,2254,888,202,640,30810,52,18,13,4,0,3,3,3,3,306,409,46107,15990,12065,2730,2672,3007,3450,1599,547,2473,90650,37829,10463,7053,1306,1125,1262,1357,696,345,1504,62951,11861,6432,6290,1712,1789,1936,2270,873,224,628,34007,1752,714,841,207,256,294,505,234,45,158,5003,38,16,11,7,0,0,7,3,6,19,97,13653,7157,7140,1924,2053,2223,2783,1114,272,803,39116,63,14,8,4,3,0,9,0,0,310,412,51552,17639,14199,3233,3179,3488,4142,1815,611,2613,102479,73311,20635,13758,2450,2175,2377,2547,1407,685,3028,122374,21152,11788,11147,3156,3260,3639,4183,1607,393,1136,61456,3015,1150,1327,340,402,469,842,392,73,274,8287,65,21,18,10,3,3,10,7,8,35,184,24227,12957
3008,621,84,55,7,10,11,11,6,4,37,843,59,33,42,10,16,7,6,3,4,3,185,5,4,5,0,4,4,5,0,0,0,20,3,0,0,0,0,0,0,0,0,0,4,68,36,42,12,16,8,9,3,4,7,210,0,0,0,0,0,0,0,0,0,7,8,693,122,93,16,25,19,25,9,3,52,1062,710,97,72,8,6,21,10,10,0,30,964,117,60,44,21,12,15,21,6,0,13,318,7,6,3,0,0,7,3,0,0,0,33,0,0,0,0,0,0,0,0,0,3,5,125,70,53,23,16,26,21,9,3,14,350,0,0,0,0,0,0,0,0,0,0,3,831,167,124,32,23,38,33,11,3,45,1317,1333,186,126,15,17,28,16,13,4,63,1803,173,95,88,33,27,30,32,6,0,17,500,8,15,12,3,0,7,5,4,0,0,52,6,0,0,0,0,0,0,0,0,3,11,192,103
3009,3090,359,202,33,26,27,50,41,20,138,3991,381,146,153,35,33,37,55,20,8,21,894,19,3,3,7,0,0,9,5,6,0,45,0,4,0,0,0,0,0,0,0,3,7,403,152,161,41,33,38,58,24,13,25,946,7,0,0,0,0,0,0,0,0,10,20,3501,513,358,72,59,68,109,63,32,180,4959,3454,433,246,52,45,40,54,38,14,181,4558,549,209,222,50,59,47,50,41,10,25,1263,34,15,12,4,9,0,19,6,0,6,102,5,0,0,0,0,0,0,0,0,0,9,589,224,229,57,61,55,72,46,13,33,1376,10,0,0,0,0,0,0,0,0,16,30,4053,657,479,103,105,94,123,83,28,235,5961,6550,792,446,82,66,69,103,82,34,321,8546,928,355,377,91,92,88,105,58,20,45,2157,58,20,14,9,9,4,21,7,4,8,152,4,4,0,0,0,0,0,0,0,5,20,996,379
3010,231,39,22,0,9,5,6,7,0,16,340,27,35,23,10,6,15,21,21,28,0,186,4,6,0,0,0,4,14,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,25,37,26,10,6,22,29,23,33,0,214,0,0,0,0,0,0,0,0,0,0,4,257,75,48,15,14,29,36,26,37,23,557,241,41,18,5,6,5,11,3,0,9,332,42,51,60,9,9,14,22,12,4,9,218,6,4,0,0,0,5,15,11,0,0,35,0,0,0,0,0,0,0,0,0,0,0,47,49,60,9,13,22,32,23,4,9,257,0,0,0,0,0,0,0,0,0,0,5,284,89,70,14,20,25,40,19,4,16,591,473,73,37,5,14,13,17,10,0,25,673,64,84,85,17,17,32,40,28,34,11,410,5,4,0,0,0,11,26,14,0,0,65,0,0,0,0,0,0,0,0,0,0,0,70,92
3011,1891,622,428,62,70,48,95,44,21,81,3354,333,733,490,108,99,121,167,63,17,27,2160,26,24,11,3,5,10,25,6,6,12,122,0,0,3,0,0,0,5,0,0,0,11,354,756,509,108,108,125,198,73,19,33,2288,0,0,0,0,0,0,0,0,0,3,10,2251,1378,937,171,173,174,293,119,43,123,5652,1969,681,476,57,71,71,76,48,16,84,3552,503,684,636,158,134,113,199,85,27,41,2576,34,44,47,13,25,10,26,10,9,7,217,0,0,3,0,0,0,5,0,0,0,9,536,733,681,171,154,122,227,93,36,46,2803,0,0,0,0,0,0,0,0,0,11,16,2507,1412,1163,226,226,194,304,144,54,142,6369,3861,1302,905,117,141,115,173,93,35,163,6903,835,1410,1127,265,236,233,369,146,47,67,4735,54,72,58,15,29,13,46,20,11,17,336,0,0,5,0,0,0,3,3,0,0,19,891,1486
3012,774,49,35,9,9,5,11,5,0,36,938,63,15,18,8,19,8,13,3,6,0,146,9,5,4,0,6,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,76,23,20,8,20,7,13,3,6,3,166,0,0,0,0,0,0,0,0,0,47,47,854,64,58,17,28,14,21,5,6,86,1142,835,65,51,14,14,18,12,7,0,46,1055,117,50,49,16,9,15,14,3,0,14,293,16,7,6,0,0,3,0,0,0,4,39,0,0,0,0,0,0,0,0,0,0,0,133,52,62,18,9,21,17,3,0,15,328,4,0,0,0,0,0,0,0,0,4,8,969,120,108,28,25,33,28,10,0,60,1388,1608,110,93,22,20,26,27,7,0,81,1993,184,66,67,21,31,18,24,3,3,9,432,22,8,10,0,6,8,0,0,0,4,57,0,0,0,0,0,0,0,0,0,0,5,211,69
3013,436,133,174,11,25,16,32,9,14,30,881,116,175,116,21,39,28,56,21,22,21,611,8,5,3,0,0,0,11,3,7,0,27,0,0,0,0,0,0,0,0,0,0,0,123,170,122,21,39,28,62,24,22,21,637,5,0,0,0,0,0,0,0,0,0,5,559,311,295,33,62,45,90,37,33,50,1524,358,141,181,17,15,21,23,11,13,27,812,160,159,173,26,35,42,54,32,24,14,720,7,9,10,0,0,0,8,6,5,3,45,0,0,0,0,0,0,0,0,0,0,3,174,163,186,32,35,47,61,33,26,16,772,0,0,0,0,0,0,0,0,0,0,3,531,304,368,49,57,66,84,46,40,45,1584,800,274,355,31,42,36,56,19,22,53,1691,278,327,297,51,68,74,106,53,39,35,1334,13,10,10,0,0,0,15,5,11,3,71,0,0,0,0,0,0,0,0,0,0,5,291,336
