SUA_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_ns,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arr_ns,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_ns,Canada_Tot,Ch_ex_SARs_Taiw_Before_1951,Ch_ex_SARs_Taiw_1951_1960,Ch_ex_SARs_Taiw_1961_1970,Ch_ex_SARs_Taiw_1971_1980,Ch_ex_SARs_Taiw_1981_1990,Ch_ex_SARs_Taiw_1991_2000,Ch_ex_SARs_Taiw_2001_2010,Ch_ex_SARs_Taiw_2011_2015,Ch_ex_SARs_Taiw_2016,Ch_ex_SARs_Taiw_2017,Ch_ex_SARs_Taiw_2018,Ch_ex_SARs_Taiw_2019,Ch_ex_SARs_Taiw_2020,Ch_ex_SARs_Taiw_2021,Ch_ex_SARs_Taiw_Yr_arr_ns,Ch_ex_SARs_Taiw_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_ns,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_ns,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_ns,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arr_ns,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_ns,Greece_Tot,Ho_Ko_SAR_China_Before_1951,Ho_Ko_SAR_China_1951_1960,Ho_Ko_SAR_China_1961_1970,Ho_Ko_SAR_China_1971_1980,Ho_Ko_SAR_China_1981_1990,Ho_Ko_SAR_China_1991_2000,Ho_Ko_SAR_China_2001_2010,Ho_Ko_SAR_China_2011_2015,Ho_Ko_SAR_China_2016,Ho_Ko_SAR_China_2017,Ho_Ko_SAR_China_2018,Ho_Ko_SAR_China_2019,Ho_Ko_SAR_China_2020,Ho_Ko_SAR_China_2021,Ho_Ko_SAR_China_arrival_ns,Ho_Ko_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arr_ns,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
1010,0,0,0,4,3,8,0,6,0,0,0,0,0,0,0,20,0,0,0,0,0,12,33,38,6,12,10,8,3,0,0,134,5,13,58,82,65,114,165,81,15,23,8,16,9,3,10,662,16,57,42,35,209,277,596,362,85,61,38,71,17,3,45,1917,3,57,151,38,5,27,3,9,0,0,3,0,0,0,11,307,28,78,98,37,27,24,23,34,5,22,6,16,3,7,16,433,5,9,16,58,108,92,58,27,13,3,19,9,9,3,13,443,170,272,153,115,97,80,173,69,8,14,5,3,5,0,40,1213,11,102,140,43,9,8,9,5,0,0,0,3,0,0,8,340,12,8,26,48,86,56,53,29,14,6,6,10,7,7,10,374,22,21,65,88,80,137,601,679,136,165,144,140,49,8,38,2364,12,20,20,31,57,72,115,94,14,13,26,38,18,0,7,531,0,0,3,18,38,30,52,65
1011,0,0,0,0,0,0,3,33,11,11,0,10,0,0,0,66,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,8,18,33,32,22,40,24,3,9,3,0,8,0,6,192,0,8,6,0,17,24,44,32,5,25,14,28,0,0,7,208,4,0,7,4,0,0,0,0,0,0,0,0,0,0,0,23,9,7,4,3,0,0,13,6,0,0,0,0,0,0,0,41,0,0,6,16,14,13,20,4,0,3,4,0,0,0,8,90,29,82,49,35,43,35,35,19,0,5,0,0,0,0,9,354,0,7,8,0,0,0,0,0,0,0,5,0,0,0,0,23,0,0,6,11,11,5,6,14,0,8,9,0,0,0,0,65,8,21,56,54,106,82,387,268,57,58,74,112,33,3,33,1349,0,4,0,4,5,10,18,15,9,5,3,13,0,0,0,88,0,0,0,0,0,0,4,6
1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,41,26,13,10,11,0,0,0,146,0,0,0,3,5,0,8,3,0,0,0,0,0,0,0,19,0,0,0,6,11,15,47,35,0,9,5,15,15,10,0,168,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,3,0,0,0,0,0,6,0,0,13,0,0,0,0,8,3,16,13,0,8,0,4,0,13,0,66,7,10,5,0,6,5,4,8,0,0,0,0,0,0,0,48,0,7,10,0,0,4,0,0,0,0,0,0,0,0,0,18,0,3,0,5,10,3,7,3,0,0,0,0,0,0,0,29,0,0,3,6,0,12,188,236,65,77,66,50,20,11,10,755,0,0,0,0,0,9,6,4,0,3,0,0,0,0,0,21,0,0,0,0,5,0,0,0
1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,9,4,6,0,10,4,0,3,0,0,0,0,0,29,0,0,0,0,5,7,13,8,0,0,0,0,0,0,0,40,0,9,9,4,0,0,0,0,0,0,0,0,0,0,0,21,4,8,3,0,0,0,4,0,0,0,3,3,4,0,0,28,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,32,10,3,8,3,6,4,0,0,0,0,0,0,7,88,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,6,0,0,3,0,0,13,14,0,9,11,12,8,0,6,74,0,0,0,0,4,0,0,6,0,4,0,0,0,0,0,27,0,0,0,5,0,0,0,0
1014,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,4,12,3,0,4,14,0,0,3,32,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,17,0,0,0,0,11,9,31,19,0,3,0,21,0,11,11,129,0,4,10,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,5,5,9,11,3,0,0,0,11,5,0,5,55,8,12,5,11,3,0,5,6,0,0,0,0,0,0,5,50,4,10,11,0,0,0,6,0,0,0,0,0,0,0,3,30,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,0,4,6,49,76,17,20,19,34,5,0,6,231,0,0,0,0,0,0,8,10,0,3,0,3,6,0,0,33,0,0,0,0,0,0,7,3
1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,15,0,0,0,0,4,0,8,6,0,0,0,3,0,0,0,30,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,15,5,18,8,3,0,0,7,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,30,19,12,10,8,12,0,0,0,86,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,3
1016,0,0,0,0,0,0,4,24,0,0,6,9,0,0,0,48,0,0,0,0,0,0,9,10,5,3,0,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,4,20,7,3,11,6,11,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,7,21,22,26,26,4,15,7,15,0,0,14,168,0,3,0,7,0,0,10,5,0,0,0,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,11,0,0,3,5,20,112,447,269,155,156,209,293,94,6,35,1812,0,0,0,0,0,0,0,6,0,0,3,4,0,0,0,19,0,0,0,0,0,0,4,0
1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,3,18,0,0,0,0,4,0,10,6,5,0,0,0,0,0,12,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,18,4,17,13,7,0,7,0,0,0,0,0,0,0,0,5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,7,21,7,3,3,4,4,0,7,54,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0
1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,14,0,0,5,10,9,5,21,4,0,6,0,0,4,0,0,66,0,0,0,0,0,0,16,18,5,4,0,4,0,0,0,53,0,4,8,0,0,0,0,3,0,0,0,0,0,0,0,12,0,5,0,0,0,0,4,3,0,0,5,8,5,3,0,32,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,20,11,14,13,8,24,9,14,7,0,0,6,0,0,0,0,115,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,4,5,5,3,0,0,0,5,0,0,0,0,20,0,3,6,0,3,3,48,31,13,13,10,20,5,0,0,160,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,20,0,0,0,0,3,0,5,3
1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,3,12,18,7,0,5,0,0,0,0,7,51,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,12,12,16,4,0,0,0,3,0,0,0,0,0,0,0,0,35,0,7,6,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,16,3,0,5,3,0,8,16,6,11,4,4,11,0,0,3,69,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,3,0,4
1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,0,0,0,0,0,0,0,21,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,6,0,0,0,0,0,14,8,15,5,0,4,0,3,5,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,13,4,0,0,0,0,0,0,0,23,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,4
1021,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,6,0,0,0,4,0,0,0,22,0,0,3,9,4,4,5,7,0,0,0,0,0,0,0,36,3,5,0,0,8,6,9,8,4,5,0,0,0,0,4,47,0,0,5,4,0,3,0,0,0,0,0,0,0,0,4,16,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,18,7,6,3,11,11,7,6,0,0,0,0,0,0,0,0,45,12,30,13,4,3,4,5,0,0,0,0,0,0,0,4,89,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,4,0,0,5,0,0,0,0,4,0,0,20,8,0,3,5,6,7,5,20,4,8,7,0,0,0,6,81,4,3,0,0,0,5,4,0,0,0,0,0,0,0,0,20,0,0,0,0,6,6,0,3
1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,19,0,0,0,0,5,0,4,11,0,0,0,0,0,0,0,22,0,0,0,0,0,3,8,3,6,0,0,6,0,0,0,23,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,5,7,8,3,0,0,4,0,0,0,0,0,0,0,0,29,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,15,11,8,3,0,0,3,0,0,49,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0
1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,7,6,16,0,6,0,4,6,0,0,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,3,0,0,3,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,4,4,3,25,26,7,3,13,8,0,0,0,94,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,3,9,10,18,13,11,3,4,0,0,0,0,0,77,4,4,0,4,8,4,17,0,3,9,0,4,0,0,5,58,0,12,32,10,5,0,0,0,0,0,0,0,0,0,3,70,0,6,8,0,0,0,3,0,0,0,0,0,0,0,0,24,4,4,6,0,4,8,0,0,0,3,0,0,0,0,0,28,37,55,22,10,20,11,9,3,0,0,0,0,0,0,3,170,0,12,19,7,0,3,0,0,0,0,0,0,0,0,4,47,0,0,0,0,3,4,0,5,0,0,0,0,0,0,0,22,4,0,13,0,0,7,8,5,14,4,8,10,6,3,3,89,0,0,3,0,3,0,3,3,0,0,0,3,0,0,4,21,0,0,0,0,0,0,0,0
1025,0,0,0,0,0,5,16,184,27,28,5,37,7,11,8,325,0,0,0,0,6,28,101,109,18,72,38,35,9,0,4,439,4,11,61,76,88,105,221,136,23,24,34,26,9,3,12,838,11,22,29,47,153,192,652,420,126,197,144,184,43,7,74,2299,5,39,175,46,7,36,23,0,0,4,4,0,0,0,17,353,8,31,41,20,8,13,45,23,8,9,8,3,0,8,10,241,4,0,25,49,88,57,76,39,10,4,5,5,4,0,27,403,537,463,141,63,104,70,168,89,13,22,15,16,12,0,72,1797,28,152,201,45,22,13,3,8,5,0,0,0,0,6,22,500,0,4,16,68,103,75,63,55,32,39,24,21,18,4,17,540,17,21,70,100,86,177,1073,995,219,201,254,233,106,27,72,3651,6,11,11,20,33,60,149,79,30,36,40,38,20,4,16,543,0,0,0,4,16,11,66,112
1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,7,0,0,0,0,0,28,0,0,8,4,6,7,13,8,3,0,0,0,0,0,0,64,0,0,0,4,13,14,33,24,8,8,11,30,8,0,6,162,0,3,21,0,0,8,0,0,0,0,0,0,0,0,0,40,0,8,0,0,0,3,6,4,0,0,0,0,0,0,0,29,0,0,0,3,13,14,7,8,0,0,0,0,0,0,7,50,12,48,10,10,12,4,12,9,0,0,0,0,0,0,12,133,0,8,5,8,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,3,4,4,0,0,3,0,0,0,0,0,0,18,0,0,0,9,0,9,60,97,44,38,59,79,17,0,7,426,0,7,0,4,0,9,8,7,0,0,0,4,0,0,0,41,0,0,0,0,0,5,4,0
1027,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,11,11,0,3,0,0,0,0,0,28,0,0,0,5,8,3,16,7,0,4,3,3,8,0,0,63,3,11,5,30,17,9,52,20,0,9,11,6,4,0,4,183,0,5,18,8,0,0,0,0,0,0,0,0,0,0,0,26,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,14,5,5,3,0,0,0,5,0,0,0,43,27,28,5,5,6,10,6,0,10,0,0,0,0,0,0,109,0,3,10,3,0,0,0,0,0,3,0,0,0,0,0,29,0,0,3,0,12,7,5,10,0,0,0,0,0,0,0,33,3,0,4,5,6,10,100,173,33,49,57,49,17,3,4,514,0,0,0,0,0,3,15,8,0,3,0,0,0,0,0,39,0,0,0,0,7,0,0,3
1028,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,3,7,5,0,0,0,0,0,0,0,10,0,4,13,9,12,15,34,18,0,4,3,3,4,0,0,112,0,3,0,3,10,24,41,18,3,12,9,7,0,0,6,146,0,4,21,5,0,3,0,0,0,0,0,0,0,0,0,37,0,11,12,3,0,7,8,5,0,3,0,6,0,0,0,49,0,3,3,0,11,5,11,8,0,0,0,0,0,3,0,55,29,60,36,20,33,13,17,13,0,3,0,0,0,0,10,223,0,5,5,0,0,0,4,0,0,0,0,0,0,0,0,21,0,0,4,12,9,6,10,8,0,0,0,0,0,0,0,49,3,3,4,8,6,19,68,101,19,22,22,24,13,0,5,318,3,9,0,0,4,5,9,4,3,0,5,0,0,0,0,44,0,0,0,3,7,3,0,8
1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,11,7,0,5,6,4,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,4,0,17,0,40,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,20,13,16,5,6,13,6,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,6,4,3,9,4,0,0,0,0,0,0,0,35,0,9,0,4,5,5,12,3,0,0,3,0,3,0,0,41,3,7,36,12,0,3,0,0,0,0,0,0,0,0,3,62,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,9,4,4,0,0,0,0,0,0,0,0,0,22,11,50,15,8,18,4,7,0,0,0,0,0,0,0,8,128,0,22,39,11,3,0,3,0,0,0,0,0,0,0,7,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,5,3,3,3,4,0,0,0,0,0,0,0,32,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,18,0,0,0,0,0,0,0,0
1031,0,0,7,88,902,2829,4336,3127,523,481,477,498,219,179,258,13919,0,0,14,162,813,4043,10959,5658,1201,1302,1226,1155,552,226,391,27704,32,106,515,979,1060,1338,2159,1410,346,313,416,485,293,94,138,9677,383,1143,1389,2905,26851,37652,73555,40760,9944,11012,9575,11112,3829,660,5303,236081,76,1038,5349,1736,777,2095,678,195,39,27,39,24,9,9,401,12484,369,1079,2826,1867,2725,2538,2975,2169,493,529,456,378,183,62,529,19188,46,139,396,1966,8907,8618,7419,2636,564,491,648,734,321,55,738,33681,1947,2196,1700,1195,1413,1493,2698,1416,328,328,353,460,213,69,471,16282,334,5074,13092,3109,915,569,457,1126,164,129,100,85,47,17,1345,26575,90,325,933,4092,12110,12800,5635,3404,1010,1066,949,1082,1053,430,723,45701,175,203,1634,2656,6238,16057,53066,36197,12006,13244,15965,17441,6054,1641,2626,185202,61,180,299,1656,4093,7361,8569,4734,1374,1379,1586,1921,797,90,733,34819,9,12,276,998,3362,3357,5556,7375
1032,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,13,0,13,0,0,0,0,0,31,0,0,3,3,9,3,6,10,0,0,0,0,0,0,0,36,0,0,0,6,8,17,32,44,21,37,46,34,4,0,7,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,3,0,0,20,0,0,0,38,0,0,0,0,8,0,6,29,0,0,6,9,37,27,0,110,10,12,6,3,6,0,0,6,0,0,0,0,6,0,3,47,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,5,7,3,7,4,0,0,0,0,0,0,0,26,0,0,4,0,0,9,103,116,38,31,61,70,17,3,7,459,0,3,0,0,0,5,4,6,0,0,0,17,17,0,3,56,0,0,0,0,0,0,3,4
1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,12,0,0,0,6,0,4,5,0,0,0,0,0,5,0,0,18,0,0,0,3,5,3,23,18,0,0,4,0,0,0,0,66,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,5,0,5,0,0,5,0,0,0,19,0,0,0,0,4,3,5,3,0,0,0,0,0,0,0,16,12,26,16,0,4,3,7,0,0,0,0,0,0,0,3,68,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,7,3,0,0,28,36,12,9,13,26,22,0,5,157,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,4,4,0,0,0,0,0,0,0,29,0,0,0,0,0,7,4,5,3,0,0,0,0,0,0,30,0,3,10,7,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,9,33,9,6,7,5,4,3,0,0,0,0,0,0,0,76,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4,5,0,0,4,0,0,3,0,0,0,0,8,0,0,4,0,0,0,12,6,0,3,3,3,0,0,0,45,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,3,0
1035,0,0,0,0,0,0,9,17,4,13,0,0,0,0,0,44,0,0,0,0,0,0,16,44,5,7,3,3,0,0,0,83,0,0,0,3,9,11,16,5,0,3,3,0,0,0,0,54,0,0,5,0,12,21,80,55,39,43,36,41,7,0,7,341,0,5,9,3,0,5,0,0,0,0,0,0,0,0,0,15,0,0,5,0,3,13,37,42,0,0,5,3,3,0,3,119,0,3,3,3,8,11,9,9,0,4,7,18,24,48,5,143,19,40,14,6,7,6,13,0,0,0,0,0,0,0,0,103,0,7,11,3,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,4,10,6,12,4,0,0,0,0,0,0,0,45,0,0,6,0,4,20,194,291,81,71,69,55,29,11,15,846,0,4,0,0,0,8,5,6,4,3,0,0,0,0,0,32,0,0,0,0,0,10,4,29
1036,0,0,0,0,8,6,12,15,0,0,10,0,0,0,5,59,0,0,0,0,3,8,41,53,15,28,26,27,13,4,0,227,4,4,31,62,57,81,167,85,28,27,29,28,23,7,8,637,0,12,6,27,106,191,573,473,107,126,142,178,48,14,48,2054,0,137,378,88,33,183,113,4,0,0,0,0,0,0,25,966,15,35,42,25,21,16,37,47,5,14,13,23,3,3,12,313,0,7,13,40,61,58,53,27,13,8,15,12,4,3,9,325,196,633,259,93,95,71,100,47,8,13,19,12,5,4,48,1602,12,224,358,83,20,15,9,26,0,0,3,0,0,0,51,808,0,0,7,30,35,47,44,22,4,13,6,11,8,0,10,251,6,10,52,79,57,116,394,579,162,173,296,389,235,11,55,2627,3,10,8,13,19,62,92,52,9,26,15,29,3,0,3,356,3,0,0,7,35,54,75,118
2000,0,0,0,0,0,3,9,17,3,0,0,0,3,5,12,63,0,0,4,9,6,3,30,21,3,10,9,10,0,0,0,101,7,17,75,127,125,104,196,128,24,30,20,25,13,3,19,913,12,19,23,12,71,84,308,206,64,61,76,202,23,3,59,1230,11,92,251,90,19,33,12,4,0,0,0,0,0,0,27,544,13,64,69,19,9,14,21,11,0,0,0,5,0,0,15,246,3,8,17,25,64,48,55,40,8,15,11,13,14,0,14,347,428,1000,431,229,287,169,200,102,22,23,21,42,21,11,96,3084,8,176,325,96,20,12,3,7,3,0,0,0,0,0,61,733,5,7,15,20,38,38,44,44,3,8,11,19,7,5,19,287,39,34,117,93,92,85,694,505,128,172,221,222,74,17,126,2622,17,31,14,24,25,46,82,68,17,29,39,49,22,3,19,482,0,0,3,4,18,12,19,17
