SUA_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_ns,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arr_ns,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_ns,Canada_Tot,Ch_ex_SARs_Taiw_Before_1951,Ch_ex_SARs_Taiw_1951_1960,Ch_ex_SARs_Taiw_1961_1970,Ch_ex_SARs_Taiw_1971_1980,Ch_ex_SARs_Taiw_1981_1990,Ch_ex_SARs_Taiw_1991_2000,Ch_ex_SARs_Taiw_2001_2010,Ch_ex_SARs_Taiw_2011_2015,Ch_ex_SARs_Taiw_2016,Ch_ex_SARs_Taiw_2017,Ch_ex_SARs_Taiw_2018,Ch_ex_SARs_Taiw_2019,Ch_ex_SARs_Taiw_2020,Ch_ex_SARs_Taiw_2021,Ch_ex_SARs_Taiw_Yr_arr_ns,Ch_ex_SARs_Taiw_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_ns,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_ns,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_ns,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arr_ns,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_ns,Greece_Tot,Ho_Ko_SAR_China_Before_1951,Ho_Ko_SAR_China_1951_1960,Ho_Ko_SAR_China_1961_1970,Ho_Ko_SAR_China_1971_1980,Ho_Ko_SAR_China_1981_1990,Ho_Ko_SAR_China_1991_2000,Ho_Ko_SAR_China_2001_2010,Ho_Ko_SAR_China_2011_2015,Ho_Ko_SAR_China_2016,Ho_Ko_SAR_China_2017,Ho_Ko_SAR_China_2018,Ho_Ko_SAR_China_2019,Ho_Ko_SAR_China_2020,Ho_Ko_SAR_China_2021,Ho_Ko_SAR_China_arrival_ns,Ho_Ko_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arr_ns,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,25,0,0,6,3,0,3,7,9,0,0,0,3,0,0,0,29,0,0,0,0,3,0,16,13,0,5,0,0,0,0,0,45,0,5,18,5,0,3,4,3,0,0,0,0,0,0,3,41,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,8,3,0,4,0,0,0,0,0,24,29,28,18,6,7,0,8,0,0,0,0,0,0,0,5,106,0,8,16,4,0,4,0,6,0,0,0,0,0,0,0,39,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,0,0,5,6,8,7,206,176,59,45,57,89,24,4,17,708,0,0,0,0,0,5,4,6,0,4,0,0,0,0,0,15,0,0,0,0,5,0,0,3
2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,23,0,0,0,0,0,4,3,11,4,0,3,5,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,12,12,25,14,3,10,0,5,3,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,7,32,21,7,5,4,6,5,0,0,94,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6
2003,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,21,0,0,0,0,0,3,42,31,0,3,0,0,3,0,0,98,0,0,19,19,8,25,40,11,5,6,6,0,0,0,0,143,0,0,9,3,15,28,263,153,29,36,42,75,17,0,16,691,0,46,53,11,0,9,0,0,0,0,0,0,0,0,6,121,5,4,7,0,0,6,20,3,3,0,4,0,0,0,0,49,3,0,0,0,8,6,14,12,0,0,5,6,0,0,3,72,58,95,28,24,26,12,33,15,5,0,0,0,4,0,11,308,0,24,30,3,0,0,0,0,0,0,0,0,0,0,6,68,0,0,0,12,7,10,13,10,3,6,0,3,6,0,0,73,5,6,11,14,15,39,542,389,128,117,177,232,92,16,50,1833,0,3,0,3,8,12,22,28,3,3,0,4,3,0,0,90,0,0,0,0,7,0,21,19
2004,0,0,0,0,0,0,9,43,6,11,9,0,0,0,0,84,0,0,0,0,0,3,27,28,0,6,4,0,5,0,0,67,0,0,8,18,8,4,25,14,7,0,3,3,3,4,0,96,0,0,0,0,5,24,138,78,15,17,32,25,4,3,9,355,0,3,27,9,0,4,0,0,0,0,0,0,0,0,0,48,0,0,4,0,4,5,14,23,0,0,4,9,6,0,0,79,0,0,0,5,3,11,23,4,0,0,0,4,0,0,3,55,31,55,21,18,17,7,15,4,0,3,0,0,0,0,9,189,3,13,21,9,5,0,0,3,0,0,0,0,0,0,11,60,0,4,8,3,4,6,11,8,7,3,0,0,0,0,3,57,0,0,12,15,3,24,380,283,107,81,115,114,52,12,24,1209,0,0,0,3,8,10,25,15,7,0,5,7,4,0,0,84,0,0,0,0,0,0,18,27
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,14,3,0,0,0,0,0,0,5,33,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,19,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,6,5,12,3,9,6,0,0,0,0,0,0,3,59,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,3,0,0,4,7,9,3,5,0,5,4,0,8,53,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,0,7,7,0,3,0,0,0,0,0,25,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,23,8,11,43,48,18,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,10,22,4,4,6,5,5,0,0,61,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,9,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,4,14,0,0,0,3,3,0,4,34,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,4,0,4,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,10,21,0,8,0,0,3,0,0,0,0,0,0,0,4,45,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,4,23,39,7,10,18,24,7,0,3,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2008,0,0,0,0,5,13,55,369,59,31,9,59,17,10,3,620,0,0,0,0,0,8,59,50,4,26,12,16,4,0,0,168,0,13,26,36,41,58,128,93,22,17,11,35,12,10,13,516,9,9,74,13,44,109,531,362,96,119,123,146,41,13,30,1723,6,195,572,170,64,167,53,13,0,0,0,3,0,0,50,1295,8,17,24,9,3,11,39,22,7,7,12,13,11,11,7,215,0,0,4,13,28,28,38,48,6,0,0,6,6,5,4,190,275,472,140,61,81,53,114,58,20,14,9,10,6,0,58,1374,12,92,200,59,14,14,11,8,9,5,0,0,0,0,27,437,0,3,3,11,32,32,58,45,14,12,18,13,24,0,7,270,14,9,50,45,51,69,1166,1069,351,438,596,793,319,24,100,5103,0,16,9,5,20,55,77,44,11,12,22,21,22,4,10,328,0,0,0,3,31,32,65,256
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,11,0,7,13,4,0,0,0,0,0,0,0,42,3,0,0,0,0,8,8,10,3,0,0,0,3,0,0,45,0,4,19,9,5,5,0,0,0,0,0,0,0,0,0,38,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,21,44,16,12,8,3,7,4,0,0,0,0,0,0,7,117,0,7,8,5,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,14,4,0,5,5,4,9,32,12,4,4,3,0,0,0,5,89,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,29,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,10,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,62,47,8,10,13,19,12,0,4,179,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2011,0,0,3,29,535,2452,7027,7178,1174,1344,978,1388,532,453,408,23507,0,3,12,96,252,924,3748,2268,480,529,496,460,246,56,97,9671,10,86,369,799,872,1080,1818,1398,305,306,372,407,191,74,122,8216,128,423,721,1067,11484,17094,52029,35424,9175,9959,9487,11418,3778,779,2810,165768,51,1022,5682,1951,802,1912,655,183,27,17,19,31,7,3,353,12722,221,1331,2209,1042,1446,1384,2319,1683,244,278,335,219,111,44,336,13214,16,57,133,541,2661,2326,2921,1266,251,265,271,323,128,38,178,11382,2555,4195,2209,1165,1539,1390,2282,1219,258,278,280,326,156,68,500,18421,403,7820,23290,5755,1646,707,571,2080,254,214,151,161,59,18,1595,44727,45,156,455,1552,5326,5361,4175,2686,730,768,829,887,708,258,415,24348,239,185,2365,3428,6139,11988,81051,48301,13902,15806,21048,24110,7766,1696,3524,241554,46,148,212,488,1319,3831,5513,2614,783,936,972,1258,722,85,303,19225,11,15,66,236,1383,1227,4078,8817
2012,0,0,0,0,0,6,66,103,10,13,29,12,13,0,4,259,0,0,0,0,0,4,22,0,0,4,0,0,0,0,0,28,0,0,0,3,6,3,10,5,0,0,0,0,0,0,0,30,0,0,3,3,5,3,36,38,18,24,36,24,12,0,4,215,3,22,28,4,9,0,0,0,0,0,0,0,0,0,6,75,0,3,0,5,0,0,0,3,0,0,6,5,0,0,0,25,0,0,0,0,9,9,23,6,3,0,0,3,0,0,0,59,23,34,8,8,12,3,16,6,0,0,0,0,0,0,4,120,0,32,56,12,0,3,0,0,0,0,0,0,0,0,4,122,0,0,0,0,3,0,7,15,0,3,8,14,7,0,0,62,0,0,6,6,4,26,175,124,37,55,45,65,26,0,4,574,0,3,4,0,4,3,4,19,5,3,5,4,3,0,0,51,0,0,0,0,0,5,3,17
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,3,0,0,0,0,0,0,0,0,22,0,5,0,0,3,6,19,8,11,0,0,5,0,0,0,53,4,0,15,4,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,4,5,0,0,0,0,0,0,5,0,0,19,56,65,19,3,15,4,0,4,0,0,0,0,0,0,7,169,0,3,11,7,5,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,4,17,4,0,0,3,5,10,0,0,42,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,11,8,0,3,7,3,0,0,0,43,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,5
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,6,3,0,0,4,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,23,5,5,0,0,0,4,0,0,40,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,22,22,14,5,5,6,0,0,0,0,3,0,0,0,0,0,54,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,6,60,39,5,7,14,17,3,0,0,151,0,0,0,0,0,0,5,0,0,3,0,0,4,0,0,13,0,0,0,0,0,0,0,0
2016,0,0,0,0,0,38,233,266,46,46,27,41,17,9,12,734,0,0,0,0,0,8,8,8,7,0,0,3,5,0,0,40,0,0,0,3,4,6,10,4,0,5,6,0,0,0,0,36,0,0,0,5,18,15,55,42,27,19,35,24,0,0,8,242,0,9,16,3,0,5,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,13,8,3,0,8,8,0,0,0,49,0,0,0,0,4,5,9,16,3,3,5,16,10,0,0,75,15,26,14,0,6,7,15,3,0,0,0,0,0,0,4,93,12,51,42,3,3,4,4,6,3,0,0,4,0,0,5,142,0,0,0,0,0,7,6,10,0,0,0,0,5,7,5,42,0,0,3,16,20,52,712,395,94,96,142,174,77,10,46,1845,0,0,0,0,0,5,15,26,5,6,0,5,0,0,5,69,0,0,0,0,0,4,26,52
2017,0,0,0,0,0,0,13,33,0,0,0,5,0,5,4,66,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,13,12,0,22,37,0,0,0,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,65,50,14,17,21,37,9,0,0,213,0,0,0,0,0,0,16,4,0,8,0,10,3,0,0,38,0,0,0,0,0,0,0,3
2018,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,15,5,0,0,0,3,0,0,0,27,0,0,4,9,10,7,17,4,3,0,0,0,0,0,0,54,0,4,0,0,12,15,59,26,12,4,10,11,6,0,0,166,0,4,15,10,8,0,0,0,0,0,0,0,0,0,4,43,0,0,5,0,0,0,4,8,5,0,0,0,0,0,3,21,0,0,0,0,5,6,4,6,0,0,0,3,0,0,0,24,43,91,27,6,9,0,11,6,0,0,0,0,0,0,13,207,0,17,24,10,0,0,0,0,0,0,0,0,0,0,8,62,0,0,0,0,6,0,6,3,0,0,0,0,0,0,0,24,0,5,7,5,6,11,131,102,21,31,48,65,36,3,14,488,0,5,0,8,16,3,4,8,3,0,3,7,0,0,0,53,0,0,0,0,0,0,4,0
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,4,3,0,0,0,0,0,0,0,20,0,0,0,0,0,3,6,10,0,4,0,0,0,0,0,30,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,17,29,6,3,0,0,4,0,0,0,0,0,0,0,0,66,0,6,4,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,37,26,16,13,21,24,0,4,0,145,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,7,0,11,3,4,0,0,0,0,0,0,47,0,0,3,0,5,11,25,18,14,6,6,10,0,0,3,110,0,4,11,15,0,4,0,0,0,0,0,0,0,0,0,33,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,3,3,6,6,13,0,0,0,0,4,0,0,0,33,34,64,27,13,16,7,8,6,0,3,0,0,0,0,7,183,0,8,16,4,0,0,0,0,0,0,0,0,0,0,3,33,0,0,4,3,6,8,4,0,0,0,0,6,3,0,0,23,0,3,7,7,10,13,120,59,14,16,24,25,5,3,3,302,0,0,4,0,0,5,15,3,0,3,4,7,8,0,0,51,0,0,0,0,0,5,0,3
2021,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,5,6,0,11,4,0,5,4,3,0,0,0,40,0,0,0,3,3,0,51,17,18,25,56,52,5,0,8,239,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,4,0,10,4,0,0,5,0,0,0,0,24,0,0,0,0,0,3,13,3,0,0,0,0,0,0,0,21,10,18,6,4,0,3,9,4,0,0,0,0,0,0,0,66,0,4,4,4,0,0,0,3,0,0,0,0,0,0,0,19,0,0,0,0,5,5,0,3,0,0,0,0,0,0,0,15,0,0,0,3,0,4,56,36,9,10,18,20,7,4,3,183,0,0,0,0,0,0,9,12,3,0,5,0,10,0,0,38,0,0,0,0,0,3,0,6
3000,0,0,0,0,0,7,11,12,0,0,0,0,0,0,0,41,0,0,0,0,0,0,34,38,3,8,0,6,3,0,5,93,3,26,115,193,151,176,233,134,16,18,43,46,21,5,30,1215,10,29,24,10,45,46,200,147,47,80,120,231,50,12,45,1094,8,56,114,43,10,26,0,5,0,4,0,0,0,0,16,277,12,14,21,9,4,3,15,8,8,5,4,0,6,0,3,107,8,21,31,61,119,102,161,80,15,28,20,33,20,6,35,746,254,608,435,291,503,228,366,198,29,20,33,67,31,9,92,3151,7,43,46,15,8,3,6,0,0,0,0,0,0,0,14,136,9,3,27,29,27,29,47,40,13,11,19,24,17,7,7,300,20,27,79,59,65,69,675,500,161,129,169,282,97,24,81,2453,16,72,56,34,29,61,126,74,21,29,70,109,47,3,30,777,0,0,4,5,11,15,18,35
3001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,8,0,0,0,4,7,4,14,19,12,9,3,5,0,0,0,75,0,0,0,0,0,5,9,12,12,8,4,27,5,0,0,64,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,12,4,21,10,3,11,7,20,15,0,4,12,13,9,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,4,7,0,0,0,0,0,0,0,21,0,0,0,0,6,0,20,30,7,11,10,6,8,0,0,91,0,0,0,0,0,0,7,14,0,3,3,0,0,0,0,32,0,0,0,0,0,0,0,0
3002,0,0,0,7,85,297,1072,1645,239,229,152,208,138,118,99,4291,0,0,5,25,43,213,921,517,117,125,146,96,49,33,24,2310,15,51,270,573,677,710,1460,997,173,201,271,237,144,80,91,5949,74,288,275,306,1936,3026,13449,8477,2464,2756,2709,3824,1315,219,780,41898,11,135,633,238,128,512,147,52,7,9,10,6,7,4,44,1937,35,120,135,63,104,111,407,251,62,64,54,92,64,21,40,1632,16,43,205,544,2388,2404,2764,1131,197,192,216,239,110,59,210,10708,1070,1277,869,692,1181,790,1571,633,138,127,145,212,110,52,232,9094,107,594,693,232,130,82,76,121,14,15,16,11,3,7,135,2235,19,73,170,489,1664,2144,1695,1219,351,300,379,517,399,145,209,9771,99,103,516,607,1081,2082,18491,11712,2649,2912,3886,4614,1615,373,822,51560,57,191,166,237,481,851,1367,670,168,193,218,256,183,23,94,5154,4,16,18,62,350,363,1520,2445
3003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,0,0,0,0,0,3,0,32,4,0,9,21,15,11,20,18,4,3,0,3,0,3,0,104,3,3,0,3,0,5,27,33,8,4,13,28,3,0,0,145,0,3,16,0,3,0,5,0,0,0,0,0,0,0,3,31,0,0,6,0,0,0,4,0,0,0,8,0,0,0,4,30,0,7,0,8,13,17,26,18,0,3,0,12,0,0,6,118,31,78,43,25,33,19,21,9,3,4,6,5,3,0,7,290,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,3,4,9,4,11,4,0,0,7,0,0,4,53,3,3,12,4,5,11,81,105,23,27,35,32,11,11,14,370,3,7,6,3,3,16,8,8,0,0,7,10,8,0,3,84,0,0,0,0,0,0,6,3
3004,0,0,0,0,0,6,3,4,0,0,0,0,0,7,9,23,0,0,0,0,0,0,10,8,0,3,3,8,0,0,0,35,0,10,26,65,69,73,126,73,13,14,22,26,11,4,10,532,6,0,6,15,61,56,267,188,37,50,50,73,29,5,10,861,0,13,63,6,4,10,6,3,0,0,0,0,0,0,11,117,0,6,9,9,3,9,20,3,4,3,4,0,0,0,4,81,0,7,24,13,39,34,81,35,8,6,4,4,4,0,12,274,70,135,125,84,144,117,222,68,16,17,21,43,13,3,30,1106,3,16,22,11,3,0,0,0,3,0,0,0,0,0,7,66,5,3,7,25,38,40,33,54,18,3,24,14,3,0,6,274,7,5,27,37,47,63,520,475,114,80,113,154,85,15,62,1795,0,13,19,30,22,51,85,70,24,20,19,43,12,0,9,426,0,0,0,7,22,6,14,10
3005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,10,5,0,0,0,0,0,6,0,24,0,0,0,0,0,8,8,7,0,0,13,26,3,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,0,0,0,5,0,0,0,27,0,7,0,0,6,0,3,4,0,0,0,0,0,0,0,21,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,47,29,3,13,5,5,3,0,0,107,0,0,0,0,0,3,6,6,3,0,3,0,6,0,0,33,0,0,0,0,0,0,0,0
3006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,10,0,6,6,4,0,0,0,45,0,0,0,6,9,0,14,10,5,3,0,6,0,0,3,66,0,3,0,0,0,6,27,28,5,7,4,0,0,0,4,81,0,3,9,3,0,3,0,3,0,0,3,0,0,0,0,21,0,0,3,0,0,0,4,14,0,3,0,3,0,6,0,37,0,0,0,5,16,9,25,17,3,4,0,0,0,0,5,89,9,20,27,22,9,11,3,3,0,0,0,0,0,0,0,109,0,5,9,3,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,16,0,0,4,6,3,14,144,105,17,12,37,19,19,10,3,399,0,0,0,6,5,10,14,10,7,0,7,3,0,0,0,59,0,0,0,0,7,0,3,7
