SUA_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_pers_occ_private_dwgs_M,Count_pers_occ_private_dwgs_F,Count_pers_occ_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_inst_0_4_M,Age_per_att_educ_inst_0_4_F,Age_per_att_educ_inst_0_4_P,Age_per_att_educ_inst_5_14_M,Age_per_att_educ_inst_5_14_F,Age_per_att_educ_inst_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_inst_25ov_M,Age_per_att_educ_inst_25ov_F,Age_per_att_educ_inst_25ov_P,Hi_yr_sch_com_Yr_12_equiv_M,Hi_yr_sch_com_Yr_12_equiv_F,Hi_yr_sch_com_Yr_12_equiv_P,Hi_yr_sch_com_Yr_11_equiv_M,Hi_yr_sch_com_Yr_11_equiv_F,Hi_yr_sch_com_Yr_11_equiv_P,Hi_yr_sch_com_Yr_10_equiv_M,Hi_yr_sch_com_Yr_10_equiv_F,Hi_yr_sch_com_Yr_10_equiv_P,Hi_yr_sch_comp_Yr_9_equiv_M,Hi_yr_sch_comp_Yr_9_equiv_F,Hi_yr_sch_comp_Yr_9_equiv_P,Hi_yr_sch_comp_Yr_8_below_M,Hi_yr_sch_comp_Yr_8_below_F,Hi_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
2020,20251,21886,42142,1364,1375,2736,2846,2701,5549,1182,1198,2380,1074,1103,2176,2665,2998,5666,2360,2549,4910,2361,2636,4997,2393,2766,5166,2265,2440,4706,1343,1488,2830,400,629,1026,21,22,47,19998,21472,41469,254,416,673,281,285,565,8,6,12,7,4,7,296,297,591,16602,17854,34462,2527,2870,5400,18137,19537,37678,1072,1250,2322,18281,19738,38022,360,353,710,2645,2513,5153,878,976,1854,252,383,633,380,958,1328,6449,8755,15202,2615,2661,5276,3542,3074,6614,1492,1289,2782,907,893,1799,78,78,153
2021,17175,18516,35689,983,872,1857,2294,2099,4390,1080,1060,2141,934,958,1899,2277,2322,4596,2073,2244,4315,2122,2380,4506,2129,2459,4587,1863,2105,3971,1010,1303,2317,393,726,1120,42,31,66,16654,17942,34599,513,575,1092,360,329,688,9,0,10,8,0,10,377,336,706,14433,15681,30123,1660,1797,3459,15132,16447,31582,956,980,1940,15190,16636,31833,264,270,533,2112,1966,4077,745,808,1555,208,326,532,476,776,1250,5892,7691,13579,2332,2450,4778,2574,2316,4891,1212,1075,2289,786,804,1593,82,53,131
3000,410090,380970,791056,20285,19175,39465,50126,46207,96326,21619,19753,41373,19284,17325,36609,45452,42382,87834,46124,43724,89851,54301,50582,104881,62643,59852,122496,57721,51035,108758,26664,23531,50193,5875,7406,13282,2446,1167,3605,371121,365437,736559,38970,15529,54497,27132,27161,54290,4340,4182,8519,4171,4060,8230,35644,35400,71037,312318,296742,609056,43974,46003,89980,333392,320338,653734,22807,24436,47244,340380,327962,668352,4358,4145,8498,44297,41130,85424,12212,12519,24730,2050,3363,5414,5128,11890,17017,117316,135943,253258,27316,25583,52903,97965,84305,182268,23934,18029,41964,21662,16153,37823,1574,1149,2724
3001,8931,8818,17751,455,377,831,863,811,1681,345,385,733,557,682,1242,1598,1706,3310,1172,1245,2423,1140,1088,2227,1321,1317,2643,1100,917,2018,343,255,595,29,38,68,94,104,195,6677,6605,13285,2257,2215,4468,184,157,341,11,17,26,10,9,28,205,187,398,5730,5452,11181,1793,2008,3807,6880,6657,13539,637,791,1428,6601,6368,12970,89,92,183,774,716,1488,199,223,415,46,107,157,192,345,539,3573,3999,7571,702,617,1322,1571,1357,2928,316,246,565,129,101,227,15,15,28
3002,1195593,1244331,2439920,75530,71239,146771,166480,157667,324148,78287,74724,153011,85578,84955,170534,178665,186571,365238,170421,179709,350129,153689,163021,316705,125027,134359,259383,95247,106243,201484,51085,59711,110795,15593,26127,41717,2993,2808,5800,1166494,1217930,2384426,29099,26396,55501,31754,33133,64883,1909,1897,3810,2127,2176,4310,35795,37209,73006,817534,839442,1656973,323647,350551,674200,923023,951384,1874409,210205,234232,444439,996970,1037833,2034797,21514,20235,41751,156426,148560,304989,58449,59789,118236,30323,36085,66410,43112,69114,112229,586070,635480,1221553,66996,63394,130394,168855,179275,348135,41334,39129,80470,30326,35314,65638,6384,7583,13966
3003,36087,38663,74752,1865,1733,3602,4681,4353,9027,2171,2007,4181,1878,1984,3862,3975,4287,8268,3620,4130,7754,4084,4529,8619,4564,5176,9739,4973,5434,10406,3308,3623,6930,967,1401,2366,89,109,197,34850,37466,72320,1236,1196,2433,1709,1779,3488,101,76,175,129,125,251,1938,1981,3919,29363,31252,60611,4637,5312,9945,32052,34214,66263,2012,2428,4433,32152,34483,66634,475,467,941,4323,4068,8391,1348,1362,2710,271,428,698,686,1375,2062,11424,13514,24937,2420,2520,4942,8754,9617,18375,2358,2218,4584,2274,2319,4587,215,184,396
3004,78047,80925,158970,4345,4202,8547,10671,10148,20826,4843,4687,9524,4470,4483,8949,10201,11209,21405,10052,11372,21423,10813,11566,22377,9859,10175,20031,8009,7870,15888,3816,3817,7630,966,1402,2369,512,389,894,71718,75765,147484,6330,5160,11489,3609,4162,7771,1876,2183,4055,1634,1685,3318,7118,8029,15145,53100,53397,106496,16539,19896,36434,58932,59965,118896,10220,12765,22984,63413,64987,128402,1125,1087,2212,9624,9163,18790,3189,3319,6510,912,1336,2247,2356,4589,6945,31373,36236,67610,5639,5396,11037,12752,12297,25049,3023,2828,5857,1971,2037,4010,413,555,972
3005,7645,7193,14836,541,538,1079,1231,1262,2492,528,416,941,542,482,1020,1190,1142,2337,1150,1134,2286,972,856,1834,824,769,1592,468,405,876,154,136,287,43,48,87,186,51,241,6926,6910,13842,713,284,996,296,342,642,17,19,34,19,22,38,336,383,718,5592,5510,11101,1076,1068,2137,6064,5949,12016,580,603,1185,6013,5930,11943,135,146,277,1142,1166,2306,330,272,604,60,103,162,148,311,460,2585,2969,5556,546,408,955,1334,1117,2451,302,219,526,152,117,274,31,17,49
3006,22754,22576,45325,1556,1482,3040,3454,3407,6861,1518,1470,2986,1283,1253,2536,2923,3136,6065,3027,3063,6087,3112,3117,6231,2985,2711,5696,1916,1763,3679,766,857,1624,212,317,526,31,22,53,22109,22164,44266,649,412,1055,1303,1324,2628,55,58,117,146,170,319,1508,1549,3056,18020,17916,35942,3260,3416,6685,19824,19631,39452,1454,1690,3143,19874,19736,39615,419,379,801,3227,3149,6383,988,1049,2034,168,244,419,411,1053,1463,7794,8629,16425,1880,1691,3574,4793,4519,9313,1120,993,2113,728,706,1436,68,41,105
3007,337585,361430,699021,19085,17908,36990,43585,41131,84722,20272,19681,39953,20707,21730,42439,44598,48481,93084,44214,48559,92773,43893,47992,91879,39002,43941,82947,34769,38999,73776,20974,23173,44147,6484,9824,16309,1005,942,1949,327967,350958,678922,9617,10473,20095,7635,7851,15484,404,380,789,415,475,890,8460,8708,17163,226322,237405,463726,90650,102479,193124,274998,290412,565407,40839,48587,89427,274506,293202,567711,5910,5525,11439,40466,38412,78885,14767,15340,30105,6855,8820,15680,10978,19203,30176,150801,171178,321981,23474,23250,46723,57546,62247,119796,14120,14032,28157,7497,8300,15798,961,1102,2067
3008,10672,11702,22367,612,563,1174,1475,1377,2854,765,711,1477,592,583,1178,1249,1242,2489,1114,1337,2451,1253,1449,2699,1320,1493,2815,1251,1492,2744,762,986,1750,278,464,738,9,12,19,10320,11379,21704,352,320,668,498,515,1014,38,22,61,26,41,70,565,583,1147,8973,9788,18760,1062,1317,2378,9737,10685,20419,303,448,753,9657,10697,20350,154,143,301,1372,1279,2648,472,513,987,81,125,205,143,450,599,3325,4022,7336,756,796,1558,2567,2883,5449,656,673,1331,601,698,1299,30,33,71
3009,28254,31423,59675,1193,1146,2347,3389,3245,6635,1520,1511,3031,1137,1085,2223,2317,2655,4969,2519,3049,5575,2984,3642,6623,3827,4764,8587,5159,5683,10837,3369,3439,6807,842,1199,2042,56,64,119,27158,30158,57318,1094,1267,2354,1242,1292,2536,54,50,105,62,74,142,1360,1423,2783,21467,23490,44958,4959,5961,10924,25244,27861,53104,1262,1737,2998,25013,27772,52782,318,358,679,3152,3047,6197,940,1063,2012,162,272,433,508,1092,1601,9013,10897,19911,2228,2364,4594,7033,8055,15091,1936,2035,3974,1525,1511,3039,80,85,162
3010,5189,5442,10639,361,323,681,747,669,1418,325,334,659,330,360,689,741,705,1448,572,601,1168,540,606,1145,577,632,1207,542,659,1200,341,359,699,112,198,313,20,10,32,4993,5292,10280,201,155,356,315,301,618,0,3,7,20,9,30,343,315,654,4268,4493,8756,557,591,1152,4558,4802,9362,263,299,564,4553,4851,9401,81,89,174,683,602,1284,172,208,378,41,78,114,101,201,305,1583,1962,3549,360,341,697,1179,1190,2372,291,291,578,297,318,614,21,28,48
3011,41009,42509,83517,2711,2515,5224,5982,5801,11782,2618,2487,5104,2537,2543,5079,5353,5846,11198,5320,5805,11124,5212,5464,10675,5142,5141,10284,3705,3757,7459,1838,2189,4022,604,968,1564,59,72,133,39423,41222,80646,1586,1287,2870,1749,1790,3541,548,503,1051,509,542,1050,2805,2839,5644,32227,33205,65432,5652,6369,12018,34799,36007,70810,3021,3464,6481,35359,36779,72137,693,646,1336,5511,5339,10850,1663,1721,3382,446,602,1044,818,1830,2649,14297,16860,31154,2875,2791,5668,8687,8328,17017,1870,1769,3638,1532,1522,3051,106,104,211
3012,13779,13580,27361,609,565,1175,1595,1527,3123,850,734,1589,797,636,1438,1482,1232,2715,1462,1379,2847,1617,1650,3271,1896,2027,3926,2012,2099,4110,1134,1220,2357,320,500,816,6,7,13,12680,13274,25956,1098,301,1402,858,678,1537,52,35,94,58,37,98,973,752,1725,11723,11333,23058,1142,1388,2529,12016,12421,24436,270,415,686,11967,12438,24410,135,147,285,1469,1429,2899,474,484,964,63,118,176,196,450,651,3815,4149,7964,849,966,1818,4134,3769,7903,885,925,1808,942,813,1754,56,50,108
3013,10489,9682,20176,846,696,1540,1457,1426,2881,665,555,1220,716,728,1441,1694,1726,3424,1407,1373,2777,1288,1179,2467,1271,1070,2341,779,610,1398,314,251,563,54,61,114,32,26,61,9512,9096,18610,978,583,1562,1774,1948,3722,41,40,81,84,103,186,1901,2091,3990,7438,6996,14434,1524,1584,3108,8101,7598,15696,828,963,1794,8051,7692,15751,168,143,320,1316,1277,2595,345,307,653,70,124,184,225,425,649,3334,3752,7082,687,613,1302,1840,1504,3343,450,366,815,372,255,624,51,37,88
3014,39017,40058,79074,2597,2348,4938,5765,5607,11367,2712,2544,5255,2564,2552,5118,5493,5536,11036,4988,5084,10070,4506,4778,9285,4406,4721,9126,3502,3539,7040,1825,2304,4129,655,1044,1707,55,49,104,36561,38511,75074,2450,1552,4001,3031,2996,6033,191,188,378,280,242,523,3498,3429,6926,32547,33624,66177,4034,4137,8180,33098,35040,68139,2621,2699,5316,33892,35922,69819,632,631,1264,5332,5177,10509,1697,1749,3447,474,680,1154,844,1697,2540,13422,15660,29080,2360,2404,4767,8356,8081,16435,1902,1643,3546,1879,1847,3722,184,158,339
3015,185156,201757,386914,9662,9017,18682,24382,23139,47516,11342,11091,22431,9333,9696,19031,19637,21641,41279,21833,25010,46837,24112,27428,51541,23584,27794,51379,23007,25562,48572,13946,15212,29154,4308,6164,10471,550,496,1051,179274,195164,374437,5887,6590,12476,4086,4161,8249,189,191,379,180,184,366,4453,4536,8989,137613,148204,285817,37804,43318,81126,164467,178267,342735,10766,13047,23813,160528,174839,335371,2916,2739,5657,22831,21714,44548,7976,8561,16535,2527,3617,6141,4484,9177,13659,80521,93834,174351,13504,13919,27428,34611,38303,72913,7656,7458,15113,4741,4976,9718,393,358,757
3016,67848,74188,142036,4309,4234,8543,10031,9664,19701,4935,4817,9750,4511,4613,9127,9055,9757,18808,8114,9044,17161,7860,8906,16768,7375,8455,15833,6425,7516,13943,3932,4914,8847,1298,2264,3558,65,78,147,64905,71281,136185,2944,2905,5851,3121,3428,6550,78,125,199,104,132,237,3307,3687,6988,54330,59590,113915,10247,11259,21499,57379,63130,120512,7022,7575,14597,59355,65380,124737,1147,1115,2265,9473,9160,18635,3484,3664,7149,1210,1644,2857,2397,3990,6389,27120,31895,59018,3954,4110,8066,12834,14096,26927,2989,2939,5933,2989,3186,6174,439,714,1158
3017,88521,91106,179626,5596,5023,10618,12455,11810,24263,6087,6256,12344,7463,6851,14321,13226,13085,26311,11025,12194,23211,10770,11721,22487,9786,10435,20226,7503,7839,15342,3662,4220,7887,939,1679,2620,233,126,363,82940,87536,170480,5574,3570,9144,5678,5833,11512,1001,1032,2029,1127,1149,2276,7809,8015,15823,69948,71924,141870,12023,13581,25605,73820,76897,150713,6883,8034,14914,76210,79680,155891,1550,1400,2946,11449,10923,22370,3962,4581,8543,1655,2547,4206,2539,4672,7213,35816,40614,76431,6040,5688,11733,15896,16219,32108,3585,3438,7028,2652,2716,5368,352,362,715
3018,7506,8043,15555,446,411,859,1032,1039,2076,509,441,952,447,422,869,864,871,1733,675,784,1457,807,950,1758,965,1068,2034,966,1038,2006,620,727,1347,172,293,461,7,3,8,7228,7779,15007,281,267,544,527,589,1112,11,20,29,21,16,36,552,624,1175,6298,6753,13052,646,704,1361,6698,7175,13870,273,335,607,6715,7252,13966,108,84,188,932,952,1887,289,314,603,50,100,149,118,289,400,2297,2665,4962,499,512,1009,1754,1996,3753,473,454,922,424,384,810,40,36,72
3019,9890,10578,20466,550,506,1052,1425,1336,2762,731,609,1336,451,490,947,984,1086,2068,1019,1249,2262,1156,1341,2500,1318,1568,2889,1349,1359,2707,714,756,1469,187,281,467,11,8,18,9512,10299,19808,380,278,660,460,453,906,43,24,62,41,35,71,540,506,1046,8124,8597,16722,1188,1387,2574,8975,9594,18568,343,398,740,8841,9440,18274,158,136,293,1359,1254,2616,484,457,948,80,139,223,164,416,583,3518,4304,7823,722,737,1460,2181,2251,4432,527,493,1018,396,391,786,12,19,35
4000,141965,133821,275789,6699,6543,13243,16445,15433,31882,7329,6528,13852,6650,5539,12193,14974,13550,28518,15475,14641,30117,18500,17652,36154,22414,21173,43589,20632,18856,39487,10050,9938,19984,2796,3971,6771,789,188,977,132969,129543,262517,8995,4278,13275,5123,5184,10306,98,67,164,93,87,178,5312,5335,10649,114257,108361,222616,15051,15527,30578,122626,118029,240655,7049,6991,14043,124682,120109,244786,1516,1477,2999,15188,14293,29476,4771,4678,9442,998,1452,2456,1702,4011,5715,40936,48751,89687,25274,21961,47236,24682,19741,44424,8685,6371,15051,6743,5493,12237,558,361,923
4001,665018,695429,1360449,38054,35909,73967,82422,78211,160626,39800,37772,77574,45689,43853,89539,94758,96159,190916,89018,92696,181715,83846,87131,170976,78368,84781,163155,63647,72397,136051,35797,44131,79925,13615,22393,36004,1208,1280,2491,650657,678130,1328787,14363,17299,31657,11087,11390,22485,336,343,678,333,307,640,11753,12040,23804,458388,473867,932254,181536,196252,377784,496196,516576,1012783,142249,152677,294926,572750,599862,1172609,10499,9799,20296,78597,74694,153290,31130,31343,62479,18940,21102,40040,25068,37394,62459,305943,335968,641912,88567,83626,172192,73868,77320,151194,24415,25426,49843,20754,25028,45779,5578,7317,12893
4002,14176,15030,29210,800,816,1619,1920,1791,3716,942,909,1853,818,793,1609,1780,1836,3613,1598,1753,3357,1781,1946,3722,1826,1953,3780,1558,1652,3208,840,1069,1911,306,516,821,20,13,32,13810,14620,28429,369,411,777,379,393,764,12,12,16,14,5,19,398,408,805,11851,12459,24305,1507,1728,3234,12492,13200,25696,880,995,1879,12767,13610,26382,208,225,432,1801,1667,3468,610,641,1253,93,193,281,282,658,940,3965,5284,9241,2707,2589,5292,2323,2140,4459,871,778,1650,712,700,1417,80,94,172
4003,8960,9142,18101,480,472,948,1024,1082,2107,513,484,1003,543,507,1052,1196,1106,2306,1101,944,2043,1069,1084,2154,1134,1238,2373,993,1100,2095,698,759,1460,221,355,570,9,14,21,8370,8976,17342,595,165,758,552,520,1081,4,4,15,6,4,8,567,538,1103,7208,7286,14494,1165,1287,2455,7188,7759,14947,778,856,1635,7499,8076,15578,125,108,232,932,1002,1932,338,339,677,74,96,174,172,313,481,2312,2903,5216,1388,1396,2783,1879,1503,3378,615,583,1202,597,596,1193,58,48,105
4004,7270,6746,14014,410,392,799,867,881,1752,422,350,768,421,351,770,1181,967,2150,896,794,1688,872,850,1720,966,895,1861,735,708,1447,403,401,803,97,158,257,30,11,37,6352,6521,12877,920,224,1139,1471,1322,2795,16,17,33,27,37,57,1511,1373,2889,5924,5593,11520,668,593,1263,5524,5649,11173,478,519,998,5704,5866,11572,99,107,205,782,781,1558,245,213,462,40,55,99,115,240,359,1635,2009,3642,1293,1177,2472,1471,1017,2490,378,337,717,404,338,745,51,40,91
4005,8000,8079,16086,476,444,919,1090,987,2076,479,450,926,410,431,844,975,991,1958,942,973,1918,1024,1028,2052,1059,1068,2125,883,919,1800,497,524,1022,172,263,436,4,5,11,7610,7842,15454,390,234,627,466,478,949,14,12,27,5,4,12,493,490,983,6764,6805,13569,661,760,1416,6965,7240,14210,315,351,675,7061,7366,14430,107,87,195,1000,906,1902,298,314,612,51,89,131,105,275,381,2290,2990,5281,1429,1332,2763,1380,1126,2499,424,381,808,345,326,666,12,10,25
4006,6865,7080,13943,371,364,730,857,785,1637,423,418,841,448,433,881,818,808,1620,678,728,1404,882,920,1801,962,922,1883,759,863,1624,495,590,1083,174,254,431,5,0,0,6597,6867,13464,267,213,476,336,361,696,3,11,13,3,11,14,343,376,715,5831,6038,11869,522,571,1092,6065,6287,12349,306,350,659,6232,6468,12699,66,83,147,780,711,1493,267,276,547,44,104,147,98,194,296,1679,2061,3736,1372,1291,2657,1137,1141,2284,470,485,958,463,471,935,21,29,49
4007,13136,14740,27871,465,405,867,1222,1160,2384,549,534,1083,394,406,804,857,906,1767,1014,1165,2176,1311,1434,2749,1840,2255,4096,2802,3423,6227,2041,2143,4180,630,898,1532,18,15,36,12856,14249,27110,277,489,766,223,200,422,8,12,17,3,5,9,230,215,444,10049,11122,21167,2532,2937,5469,12262,13663,25929,398,505,906,12155,13573,25727,118,108,226,1155,1104,2263,385,408,796,81,122,206,205,428,634,4608,5431,10044,2461,2686,5151,2446,2844,5293,795,869,1663,552,556,1105,30,33,66
4008,10878,10543,21420,599,553,1154,1356,1300,2649,636,575,1210,643,599,1245,1450,1348,2800,1207,1190,2391,1556,1437,2992,1593,1441,3040,1045,1045,2086,593,799,1396,190,258,444,6,10,11,10527,10327,20847,350,213,566,507,580,1088,8,11,23,20,19,41,532,616,1148,8262,7881,16146,1844,1974,3820,9448,9163,18612,674,724,1400,9467,9203,18671,152,163,312,1237,1196,2432,419,394,814,87,141,229,171,415,586,3239,3481,6715,2268,1868,4127,1658,1641,3297,534,510,1047,429,421,849,38,44,79
5000,184690,146160,330848,8115,7498,15606,18313,17133,35444,7635,6820,14459,8728,6764,15493,25676,18253,43929,27268,18575,45840,28721,20019,48735,28195,22826,51021,21411,18167,39579,8683,7691,16368,1944,2419,4366,1041,526,1564,135631,132870,268504,49064,13281,62342,13981,13027,27005,182,144,325,214,170,389,14376,13341,27720,119923,101852,221772,31565,26400,57974,134812,116029,250843,14169,12726,26893,137918,119364,257279,1731,1701,3437,15886,14852,30744,4210,4045,8250,772,919,1697,2269,4283,6547,56057,54057,110119,16368,13523,29891,39617,28216,67837,8092,5600,13684,4954,3349,8305,824,517,1334
5001,16665,17689,34351,887,845,1733,2213,2114,4326,1146,1046,2190,845,779,1621,1936,1853,3791,1817,2006,3822,2034,2318,4350,2180,2490,4668,1986,2158,4141,1162,1437,2598,471,644,1110,31,19,47,15729,17101,32824,936,593,1522,751,624,1375,7,8,15,16,7,18,776,637,1416,12714,13225,25941,3089,3669,6760,14458,15671,30132,1053,1209,2257,14575,15852,30427,239,213,450,2065,1977,4045,762,747,1508,121,153,274,291,691,984,5522,7043,12562,1564,1760,3323,4096,3707,7802,854,763,1612,568,481,1042,76,73,149
5002,9897,10724,20620,608,582,1193,1345,1263,2614,386,438,829,432,515,947,1276,1778,3059,1324,1559,2885,1285,1309,2594,1297,1526,2824,1374,1314,2687,503,375,882,56,56,111,56,74,128,8440,9003,17442,1459,1723,3185,1592,1669,3263,16,23,39,83,93,178,1694,1793,3488,6928,7226,14158,1489,1856,3348,7533,7997,15529,763,1020,1783,7856,8352,16206,130,102,236,1112,1057,2167,200,256,456,52,115,174,178,439,614,3513,4524,8035,762,880,1643,1742,1537,3279,359,258,622,200,135,336,37,26,63
5003,36060,38077,74137,2340,2195,4533,5500,5117,10610,2351,2373,4723,1948,1875,3824,4419,4746,9164,4714,5091,9802,4591,5072,9668,4347,4711,9065,3476,3784,7257,1808,2153,3962,569,959,1528,43,49,92,34874,37418,72287,1185,661,1842,1260,1329,2583,14,15,27,32,33,70,1302,1376,2676,27225,28492,55717,7210,7936,15148,30887,32943,63823,2951,3456,6402,31262,33433,64691,674,595,1271,5176,4821,9994,1592,1673,3264,311,440,750,618,1496,2117,11598,14542,26142,3570,3792,7362,8604,8176,16785,1765,1588,3358,851,877,1732,124,95,219
5004,19088,20949,40044,1053,1057,2109,2874,2745,5614,1172,1084,2256,729,665,1395,1802,2030,3833,2242,2769,5015,2469,2863,5330,2413,2860,5276,2556,2773,5322,1374,1468,2845,396,643,1036,40,38,74,18343,20084,38426,749,871,1615,405,382,784,3,12,14,9,3,16,420,391,813,14394,15469,29871,3593,4269,7861,17012,18583,35594,959,1190,2150,16921,18429,35357,285,289,567,2703,2555,5257,814,775,1584,127,169,296,282,790,1071,7142,8830,15968,1754,1860,3611,3881,4098,7988,819,719,1536,433,435,870,69,45,107
5005,6039,6043,12083,344,322,666,859,805,1664,401,337,739,301,283,583,662,699,1362,692,746,1429,817,780,1599,822,812,1630,641,663,1302,400,439,838,100,170,271,14,6,23,5709,5829,11530,335,221,555,283,273,556,9,4,9,0,0,6,296,279,577,4591,4484,9071,724,897,1624,5097,5134,10228,245,308,555,5042,5072,10112,74,92,164,740,699,1442,227,219,448,33,66,102,67,185,252,1705,2159,3868,594,663,1260,1386,1106,2492,307,279,592,178,153,335,10,14,25
5006,18679,19644,38325,1156,1158,2315,2775,2648,5419,1275,1190,2458,983,1046,2025,2167,2360,4530,2234,2462,4704,2385,2652,5037,2426,2490,4916,1907,2051,3962,1018,1104,2128,357,480,833,27,19,47,17871,19099,36967,808,547,1355,1815,1924,3733,10,10,26,37,18,54,1863,1955,3814,14457,14949,29409,2591,3037,5630,15480,16284,31763,1349,1607,2956,15963,16918,32878,273,281,556,2483,2350,4837,741,778,1523,141,225,359,339,831,1169,5359,6901,12255,1932,2108,4038,4317,3876,8203,956,855,1815,643,529,1174,94,99,198
5007,15978,13964,29946,1141,1053,2198,2182,2021,4205,853,750,1600,1098,918,2015,2583,2367,4949,2425,2089,4519,2171,1852,4022,2033,1582,3617,1082,855,1934,362,328,690,66,136,199,47,40,85,14716,13445,28161,1261,520,1779,1163,1008,2172,30,21,44,38,30,69,1234,1055,2280,10456,9173,19631,3661,3463,7122,11862,10599,22467,1899,1854,3753,11640,10495,22140,270,285,555,1921,1804,3722,486,441,924,174,151,322,397,628,1019,4945,5226,10165,1512,1220,2733,3377,2375,5751,648,470,1113,301,266,565,67,43,113
5008,10965,8520,19488,789,683,1472,1529,1467,2998,506,406,913,547,436,986,1876,1697,3576,2213,1587,3799,1721,1127,2847,1207,681,1889,458,339,797,113,77,187,9,13,22,75,27,99,8906,8174,17078,2059,342,2404,658,662,1322,36,31,65,57,44,102,751,736,1484,6514,5421,11936,2113,1805,3918,7463,6083,13547,1120,1083,2204,7648,6266,13920,207,185,388,1281,1221,2498,301,261,563,55,68,116,215,379,596,3534,3400,6932,956,618,1579,1657,1013,2668,310,186,495,102,90,188,24,12,39
5009,1004978,1053827,2058802,66222,62571,128796,138546,131325,269879,62538,59808,122343,65341,64199,129538,141247,151848,293094,143672,153127,296804,127696,136051,263742,110322,119568,229888,86890,96213,183104,46802,54135,100938,15696,24977,40673,2715,2603,5323,983076,1032431,2015508,21905,21397,43304,19696,20084,39784,505,430,938,502,507,1011,20702,21028,41729,605761,622265,1228025,356093,388980,745077,749602,775117,1524711,206427,231600,438030,839008,876865,1715872,19139,17789,36923,131310,124508,255819,48058,48304,96362,25547,28443,53991,32313,52668,84981,472000,525290,997286,74907,75173,150083,150579,151195,301767,33593,32628,66221,19758,23583,43345,5503,6966,12473
5010,10442,7818,18260,714,656,1370,1209,1204,2413,424,359,790,473,451,926,1932,1651,3579,2075,1342,3418,1666,949,2617,1351,762,2116,470,342,813,113,80,196,16,15,34,34,21,54,8128,7308,15439,2311,514,2824,1250,1281,2530,70,51,125,79,83,163,1404,1419,2820,5962,4965,10926,2052,1616,3667,6656,5338,11994,1227,1127,2357,6940,5637,12584,147,151,294,1018,1014,2030,208,187,395,51,59,104,231,348,576,3145,2849,6000,980,617,1596,1631,1037,2665,320,195,516,129,114,243,29,34,64
6000,82378,80660,163039,4088,3797,7891,9520,9000,18517,4329,3853,8181,3739,3401,7143,8432,8596,17028,8671,9084,17750,10651,10963,21607,13621,13613,27233,12337,11232,23573,5668,5390,11056,1339,1718,3057,189,88,278,80144,78792,158933,2236,1865,4103,4692,4829,9520,200,213,409,206,210,421,5098,5254,10347,66675,65238,131911,9189,9373,18559,74269,72940,147209,2432,2622,5052,73834,72707,146537,882,871,1755,8682,8242,16915,2834,2772,5604,576,761,1337,1572,2776,4346,22838,27512,50344,6048,6595,12640,24410,21042,45452,6384,5206,11588,3161,2145,5309,200,135,328
