SUA_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85_yr_over_Married,M_85_yr_over_Separated,M_85_yr_over_Divorced,M_85_yr_over_Widowed,M_85_yr_over_Never_married,M_85_yr_over_Tot,M_OS_visitors_Married,M_OS_visitors_Separated,M_OS_visitors_Divorced,M_OS_visitors_Widowed,M_OS_visitors_Never_married,M_OS_visitors_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85_yr_over_Married,F_85_yr_over_Separated,F_85_yr_over_Divorced,F_85_yr_over_Widowed,F_85_yr_over_Never_married,F_85_yr_over_Tot,F_OS_visitors_Married,F_OS_visitors_Separated,F_OS_visitors_Divorced,F_OS_visitors_Widowed,F_OS_visitors_Never_married,F_OS_visitors_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85_yr_over_Married,P_85_yr_over_Separated,P_85_yr_over_Divorced,P_85_yr_over_Widowed,P_85_yr_over_Never_married,P_85_yr_over_Tot,P_OS_vis_Married,P_OS_vis_Separated,P_OS_vis_Divorced,P_OS_vis_Widowed,P_OS_vis_Never_married,P_OS_vis_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
3000,37,12,7,9,21538,21604,541,72,18,8,18340,18975,12503,850,672,52,30113,44192,24295,1991,2732,106,16550,45680,29895,3056,6565,392,14259,54164,37187,3320,10323,1178,10532,62543,37500,2896,9918,2708,4596,57624,17531,942,3567,3076,1516,26631,3130,122,472,1830,317,5867,992,32,86,36,1261,2402,163609,13294,34360,9401,119016,339680,32,10,0,0,19699,19741,889,66,23,11,16172,17159,14686,1108,861,90,25092,41838,24061,2364,3149,341,13667,43577,29229,2907,7017,968,10385,50509,37416,2855,10207,2915,6374,59768,32712,1706,7812,6329,2398,50959,12008,427,2454,7960,653,23496,1398,48,406,5368,184,7403,303,32,38,40,721,1132,152731,11515,31968,24031,95338,315593,70,18,11,10,41233,41347,1424,141,38,22,34506,36129,27184,1954,1537,141,55211,86030,48354,4355,5887,450,30216,89259,59125,5961,13579,1363,24643,104673,74610,6173,20530,4092,16907,122309,70207,4600,17730,9044,6993,108581,29540,1370,6022,11030,2166,50125,4529,169,873,7197,504,13272,1294,59,127,78,1981,3531,316343,24807,66333,33431,214357,655267
3001,0,0,0,0,345,345,9,0,0,0,534,541,255,17,20,3,1268,1561,505,49,70,0,551,1171,560,67,170,8,328,1132,790,67,244,21,191,1315,751,34,214,35,61,1097,223,16,55,27,18,337,21,0,3,3,0,29,14,5,0,0,66,83,3124,246,770,107,3363,7608,0,0,0,0,383,385,13,0,0,0,644,661,363,38,29,4,1214,1646,616,62,119,9,444,1241,578,70,186,24,224,1087,816,59,250,51,135,1317,626,25,135,82,35,905,128,9,45,61,0,247,4,0,3,25,0,38,14,0,4,6,86,104,3166,268,775,253,3167,7625,0,0,0,0,732,733,20,5,0,0,1179,1197,614,49,49,8,2481,3207,1116,110,187,7,998,2413,1139,141,357,30,555,2219,1613,122,497,71,331,2627,1376,58,348,119,102,2006,355,24,99,94,20,582,29,0,5,33,0,68,31,5,9,6,148,191,6290,512,1546,364,6534,15237
3002,77,23,18,19,78052,78190,1888,142,58,33,83205,85325,49858,2821,2770,133,122296,177873,100024,6652,9829,353,53129,169984,94807,8170,17472,866,32040,153349,80233,6211,19031,1937,17216,124630,65255,3986,14407,4017,7204,94871,35693,1553,5614,5710,2410,50984,8694,274,961,4972,665,15571,1317,79,163,82,1164,2805,437848,29917,70315,18120,397383,953584,100,21,14,15,74475,74627,3683,314,86,44,80606,84728,65957,4763,4524,273,110500,186020,107705,9326,14291,995,47083,179402,96153,10046,25027,2790,28708,162721,78318,7181,27467,6726,14135,133823,59456,4068,21259,14861,6187,105829,26051,1242,8649,21320,2316,59578,4398,166,1876,18613,1038,26093,1090,73,173,329,938,2603,442904,37196,103357,65968,365994,1015418,179,49,29,32,152529,152816,5572,455,144,77,163807,170053,115813,7588,7291,405,232797,363889,207729,15976,24120,1347,100218,349392,190958,18212,42496,3653,60749,316069,158552,13391,46497,8662,31353,258452,124708,8056,35662,18881,13391,200701,61740,2794,14264,27029,4727,110565,13094,438,2830,23586,1708,41657,2406,152,335,409,2097,5404,880756,67112,173675,84092,763376,1969004
3003,5,0,0,0,2167,2171,72,0,0,3,1785,1863,1085,96,75,12,2670,3936,1925,181,228,9,1271,3611,2185,293,512,27,1067,4080,2688,272,818,68,715,4553,3390,233,777,233,326,4966,2321,108,381,362,123,3302,549,15,73,297,32,964,25,0,0,3,53,89,14254,1194,2875,1009,10211,29539,6,6,0,0,2000,2010,143,16,9,0,1797,1963,1444,182,122,15,2486,4239,2157,299,358,25,1266,4115,2376,327,836,99,885,4528,2924,339,1079,312,509,5167,3328,212,908,777,205,5427,1743,78,408,1298,86,3620,282,10,74,1007,31,1401,26,4,8,6,64,104,14425,1474,3799,3550,9331,32581,9,6,0,4,4163,4179,212,15,6,3,3582,3828,2532,277,191,22,5161,8180,4084,479,585,43,2542,7729,4561,622,1349,129,1951,8605,5613,610,1899,382,1224,9724,6716,446,1686,1010,540,10396,4067,183,798,1666,213,6921,829,20,149,1304,62,2363,51,6,13,5,120,196,28678,2669,6677,4558,19542,62122
3004,3,6,0,0,4826,4831,98,9,0,6,4279,4393,2196,153,145,10,7475,9986,4717,406,637,22,4226,10007,5611,563,1369,64,3152,10766,5345,525,1716,166,2063,9818,4717,376,1473,363,1046,7967,2392,131,563,411,296,3791,496,29,77,305,60,967,126,9,30,4,326,498,25721,2210,6003,1336,27754,63029,10,4,0,0,4665,4678,152,15,4,8,4247,4419,3010,264,243,24,7499,11052,5644,587,993,78,4045,11337,5840,749,1903,235,2806,11532,5212,583,2217,571,1557,10126,4114,348,1692,1112,575,7843,1597,98,599,1371,144,3805,256,18,101,989,34,1393,95,8,14,26,235,373,25927,2666,7767,4416,25799,66576,13,4,0,4,9489,9511,257,30,3,7,8522,8814,5206,414,396,41,14979,21035,10364,993,1625,93,8272,21347,11451,1315,3269,301,5959,22296,10560,1107,3931,732,3619,19945,8829,725,3162,1472,1620,15806,3991,227,1160,1777,439,7596,751,46,180,1291,91,2361,226,19,45,24,559,882,51654,4881,13766,5751,53548,129600
3005,0,0,0,0,528,528,16,0,4,0,473,487,371,18,12,0,712,1113,702,38,75,0,290,1108,610,59,114,9,174,962,537,55,123,8,100,824,323,10,70,33,26,464,106,3,21,11,9,154,18,0,5,10,11,40,108,0,11,5,67,186,2793,186,424,81,2389,5871,0,0,0,0,410,416,24,0,0,0,447,474,434,35,31,0,614,1120,753,60,78,3,230,1129,562,47,115,14,122,858,504,54,120,37,53,765,268,15,59,52,20,408,56,3,14,57,3,136,9,0,0,34,3,48,19,0,10,0,19,51,2627,207,430,205,1923,5396,0,0,0,0,939,941,41,0,4,0,922,966,807,55,41,3,1323,2232,1460,97,156,3,524,2237,1170,104,219,26,298,1819,1040,105,242,46,154,1585,591,24,127,84,37,875,163,9,36,70,10,287,23,0,6,45,11,86,131,0,20,4,89,241,5415,396,854,286,4310,11264
3006,0,0,0,0,1508,1518,28,3,0,0,1249,1285,822,70,67,5,1956,2921,1585,187,202,4,1030,3015,1755,212,392,24,725,3113,1760,169,548,49,459,2976,1225,115,348,97,121,1906,494,29,98,101,49,763,102,5,12,82,8,212,13,3,0,3,10,36,7791,799,1665,362,7122,17740,0,0,0,0,1470,1470,59,12,4,0,1180,1248,1149,130,97,7,1754,3133,1702,228,236,22,876,3058,1799,235,508,43,530,3111,1667,156,507,148,224,2707,1031,66,328,285,48,1762,346,27,110,360,10,853,44,0,8,252,8,311,10,0,3,0,3,17,7811,843,1803,1121,6106,17680,0,0,0,0,2985,2986,84,12,9,0,2431,2532,1975,195,172,9,3707,6058,3288,415,439,29,1911,6073,3554,447,899,69,1253,6229,3426,323,1053,195,688,5679,2254,183,675,380,173,3665,843,47,206,457,64,1616,143,10,18,338,13,524,32,3,5,7,9,50,15605,1640,3469,1483,13227,35422
3007,14,0,10,5,20220,20244,359,24,6,16,20225,20630,10883,560,666,43,32232,44388,24261,1747,2749,90,15265,44106,25524,2430,5554,228,10036,43772,23761,1856,6877,581,5783,38853,22847,1570,6314,1335,2557,34630,14417,649,2839,2168,829,20896,3597,129,513,1978,255,6469,423,32,94,28,352,930,126075,8992,25627,6468,107748,274918,24,0,8,0,19607,19639,706,63,15,11,20867,21663,15149,1166,1100,61,30839,48310,27238,2567,4310,267,14083,48469,26921,3175,8254,803,8732,47883,24037,2485,10376,2141,4752,43793,21392,1565,8674,5167,2042,38837,10546,514,3720,7703,636,23112,1800,76,873,6836,219,9814,357,27,82,98,312,875,128171,11643,37402,23075,102096,302392,39,3,11,3,39830,39887,1066,84,21,22,41096,42294,26029,1721,1767,106,63074,92701,51497,4317,7064,351,29350,92577,52442,5603,13808,1031,18766,91651,47796,4342,17252,2724,10536,82652,44243,3133,14990,6500,4600,73463,24959,1163,6553,9873,1461,44006,5398,203,1391,8814,473,16276,777,61,176,126,668,1803,254250,20637,63028,29545,209849,577311
3008,0,0,0,0,766,765,18,4,0,0,573,590,358,31,28,6,829,1249,513,58,73,0,465,1115,649,83,185,6,320,1249,716,79,249,28,244,1317,802,58,233,58,97,1251,531,26,96,77,35,762,159,10,21,74,13,278,4,0,0,0,5,8,3748,345,890,249,3348,8585,0,0,0,0,711,711,41,4,0,0,533,582,417,51,37,3,727,1236,607,114,159,16,445,1337,703,120,296,36,302,1449,721,106,391,99,173,1489,785,58,336,222,81,1487,404,15,136,399,24,982,70,3,31,342,14,464,3,0,11,0,0,12,3754,480,1399,1112,3008,9753,0,0,0,0,1477,1477,59,7,3,0,1112,1175,775,81,62,8,1560,2483,1123,175,232,13,903,2447,1346,205,483,38,624,2702,1441,184,638,123,420,2807,1591,119,573,277,173,2738,931,46,235,478,55,1746,227,19,55,418,29,738,3,0,7,0,3,17,7501,830,2292,1361,6356,18341
3009,4,0,0,0,1513,1516,29,0,0,0,1103,1137,627,55,41,0,1588,2302,1265,142,165,10,937,2522,1605,178,414,26,762,2981,2287,206,697,65,553,3813,3546,221,860,229,285,5145,2397,106,367,383,105,3359,497,20,63,237,25,843,29,0,6,0,7,50,12294,935,2613,956,6875,23670,0,0,0,0,1506,1511,67,5,0,0,1007,1080,856,108,86,7,1583,2647,1505,225,315,32,970,3050,1825,295,680,77,750,3634,2685,302,1021,283,457,4748,3493,200,1001,743,233,5667,1741,65,404,1142,82,3432,238,9,87,839,23,1200,32,0,13,3,9,59,12443,1215,3606,3130,6635,27021,7,0,0,0,3021,3025,96,10,0,0,2111,2213,1486,163,119,7,3169,4951,2776,371,482,35,1903,5568,3428,477,1087,107,1514,6608,4975,516,1717,352,1012,8564,7037,423,1860,971,518,10815,4136,174,774,1526,181,6788,736,27,152,1075,49,2040,61,0,18,6,27,106,24733,2148,6216,4088,13505,50695
3010,0,0,0,0,328,325,20,4,0,0,308,329,205,19,11,0,494,731,289,32,40,0,208,564,307,45,57,9,127,540,356,34,98,8,74,569,359,22,88,28,43,542,225,8,55,39,13,341,65,7,3,34,10,112,8,0,0,0,13,18,1828,163,357,116,1613,4079,0,0,0,0,333,334,25,6,0,0,335,361,226,30,16,0,425,700,311,52,53,8,173,601,325,49,89,9,132,606,354,39,130,37,74,634,363,26,112,124,31,656,167,8,46,131,12,359,34,0,8,154,3,198,4,0,0,0,0,7,1813,204,455,465,1517,4451,0,0,0,0,661,659,47,3,0,0,638,689,438,49,33,0,915,1431,601,80,96,11,384,1168,633,89,152,16,258,1145,709,71,225,44,155,1201,726,51,198,150,74,1199,385,12,104,166,25,699,102,4,6,182,10,313,14,0,0,0,9,29,3646,364,813,580,3134,8538
3011,3,0,0,0,2611,2616,57,4,4,0,2463,2537,1488,76,82,4,3696,5347,2890,262,355,7,1792,5313,2945,304,728,35,1184,5197,3050,255,911,95,813,5129,2433,158,620,174,301,3696,1216,51,240,224,106,1833,322,14,39,205,30,600,39,8,6,0,4,60,14437,1134,2980,758,13005,32318,0,6,0,0,2472,2483,141,8,0,7,2383,2545,2099,185,175,8,3359,5832,3299,415,517,45,1530,5794,3150,416,909,88,897,5460,3057,291,997,284,502,5130,2197,136,638,619,149,3747,908,46,271,884,63,2182,172,5,54,708,23,964,21,4,3,12,31,64,15054,1512,3562,2657,11411,34194,3,5,0,0,5083,5094,203,16,3,7,4845,5078,3591,261,260,13,7060,11180,6190,674,870,56,3318,11107,6089,720,1640,122,2082,10653,6106,544,1912,384,1317,10257,4631,301,1256,800,452,7436,2129,103,512,1110,168,4018,494,19,88,911,52,1559,53,8,13,16,39,127,29487,2648,6549,3417,24418,66513
3012,6,0,0,0,850,850,38,3,0,0,753,797,373,44,23,0,1038,1487,615,100,96,8,636,1462,793,124,206,12,481,1619,976,126,380,35,376,1896,1275,101,367,95,179,2013,752,32,162,122,54,1128,168,13,23,103,13,320,3,0,0,0,0,6,5008,550,1252,380,4379,11579,3,0,0,0,733,734,41,0,0,0,594,636,423,44,28,0,723,1227,664,116,127,17,459,1381,827,131,270,46,381,1649,1106,153,417,129,224,2027,1185,86,398,328,102,2097,544,30,163,461,31,1220,85,6,33,367,8,500,0,0,3,0,0,7,4875,567,1442,1351,3249,11491,11,0,0,0,1578,1589,80,8,0,3,1351,1438,801,90,54,5,1764,2712,1283,222,223,25,1091,2844,1622,252,478,60,863,3271,2079,284,795,166,598,3926,2457,189,762,422,280,4109,1298,59,322,591,86,2352,251,16,55,469,20,816,0,0,3,0,4,13,9881,1118,2693,1735,7631,23067
3013,0,0,0,0,665,665,18,8,0,0,681,711,413,25,22,0,1225,1689,710,46,83,0,560,1399,709,63,140,13,362,1286,726,75,200,33,234,1263,483,38,137,38,78,777,169,15,42,65,31,314,27,0,4,15,13,53,11,0,0,0,10,29,3269,275,626,160,3856,8190,0,0,0,0,550,552,32,5,0,0,679,723,536,40,31,4,1107,1723,734,68,86,4,473,1366,623,66,146,32,315,1181,625,50,198,65,123,1063,348,29,101,101,42,615,100,6,29,102,8,251,7,0,3,48,0,65,12,0,0,0,13,29,3021,262,604,361,3315,7557,4,0,0,0,1217,1220,56,11,0,0,1363,1433,953,66,60,5,2332,3407,1444,111,166,9,1030,2770,1330,126,283,43,679,2467,1353,122,397,91,358,2326,832,63,234,137,125,1390,275,17,73,167,34,563,31,0,9,60,9,113,27,0,4,3,19,57,6292,533,1231,525,7177,15746
3014,4,0,0,0,2707,2713,74,10,0,3,2477,2557,1639,120,94,8,3619,5477,2671,241,341,14,1705,4971,2432,287,568,39,1181,4501,2576,257,683,109,779,4403,2272,164,536,182,340,3491,1223,47,230,236,100,1824,333,9,40,246,30,656,24,0,5,4,24,53,13233,1135,2494,841,12959,30657,6,0,0,0,2537,2537,144,12,3,0,2394,2548,2058,180,151,4,3125,5525,2812,315,463,31,1454,5086,2578,324,786,105,981,4781,2691,285,935,291,512,4715,1986,142,637,550,215,3531,958,35,272,949,86,2298,168,3,65,753,60,1044,17,0,3,9,17,43,13419,1313,3317,2693,11367,32112,9,0,0,0,5241,5252,220,18,3,5,4870,5109,3694,305,244,15,6745,10999,5485,554,805,46,3164,10054,5012,615,1354,147,2158,9278,5270,546,1617,400,1291,9122,4257,302,1176,729,557,7026,2174,85,500,1186,180,4127,495,17,103,998,86,1701,40,0,8,10,42,96,26657,2441,5809,3535,24326,62768
3015,6,0,4,0,11317,11333,219,15,8,6,9062,9312,5416,272,307,17,13489,19501,12630,846,1370,47,6867,21760,14813,1229,2998,132,4871,24046,15057,1087,3853,356,3178,23532,16383,784,3543,800,1430,22934,10166,316,1545,1366,495,13885,2605,72,287,1224,112,4297,272,9,35,13,186,508,77572,4631,13934,3963,51004,151109,12,6,0,0,11055,11079,444,38,18,3,9162,9665,7594,494,528,31,12870,21526,14561,1394,2095,153,6748,24942,15805,1727,4664,411,4764,27372,16344,1361,5928,1202,2901,27727,15544,832,5091,2947,1066,25483,7555,260,2177,4825,360,15171,1344,48,465,4162,133,6154,209,8,40,26,186,471,79420,6169,20998,13764,49251,169602,21,6,5,0,22372,22408,664,53,22,13,18226,18980,13013,770,838,53,26358,41025,27195,2238,3462,199,13608,46706,30620,2960,7660,539,9641,51416,31399,2449,9783,1556,6074,51265,31928,1617,8631,3749,2497,48420,17726,573,3722,6193,854,29063,3952,124,745,5385,248,10456,479,17,75,41,371,981,156992,10793,34936,17721,100260,320706
3016,4,0,0,4,4919,4927,193,10,5,6,4290,4502,3144,153,163,5,5579,9042,4938,393,552,18,2205,8105,4925,458,863,43,1552,7848,4809,355,1060,130,1014,7369,4617,232,837,265,465,6419,2887,91,346,438,165,3929,798,22,79,350,43,1297,19,6,5,3,32,59,26334,1715,3917,1268,20267,53507,17,0,0,0,4793,4815,377,25,8,0,4196,4611,4043,304,282,24,5084,9734,5367,597,775,86,2211,9032,5228,601,1468,182,1419,8900,5034,426,1653,443,889,8443,4354,255,1409,1078,407,7509,2268,94,634,1753,161,4905,419,16,123,1625,87,2263,27,0,6,16,24,74,27127,2322,6361,5205,19269,60289,26,3,0,4,9710,9746,568,37,18,7,8487,9113,7183,458,447,32,10666,18778,10307,988,1324,109,4407,17142,10152,1064,2336,222,2978,16743,9847,784,2712,571,1898,15810,8966,487,2247,1351,873,13926,5157,185,985,2183,328,8832,1212,29,204,1978,134,3557,49,6,7,18,56,134,53464,4040,10282,6472,39541,113791
3017,9,7,0,4,6058,6075,178,14,0,0,7219,7423,3348,231,207,14,9360,13160,5676,519,746,22,4023,10989,5935,677,1322,90,2724,10748,5753,500,1635,163,1715,9767,4893,342,1183,339,729,7481,2436,128,430,428,235,3654,531,12,53,278,63,939,63,9,14,10,132,232,28829,2438,5595,1354,32251,70465,5,0,0,3,6243,6253,268,24,6,5,6528,6833,4212,395,319,31,8109,13055,6463,806,1106,71,3728,12179,6286,851,2027,200,2339,11708,5870,578,2219,523,1227,10419,4335,353,1560,1167,401,7819,1786,104,585,1596,144,4216,257,9,98,1263,54,1678,40,4,9,16,55,121,29526,3129,7929,4880,28816,74281,20,9,0,7,12298,12333,449,42,9,11,13748,14255,7556,626,526,42,17469,26217,12147,1324,1856,94,7748,23166,12227,1525,3352,294,5055,22455,11620,1077,3853,688,2943,20185,9224,695,2738,1510,1132,15303,4227,229,1015,2026,379,7875,789,15,155,1540,114,2616,99,10,27,22,187,351,58346,5563,13528,6236,61070,144748
3018,0,0,0,0,507,507,13,4,0,0,430,447,246,19,19,3,575,859,335,31,55,0,254,675,434,56,121,5,189,807,594,47,147,16,162,965,628,53,157,45,90,966,428,11,65,96,26,620,99,4,6,53,3,172,0,0,0,0,5,5,2780,225,568,223,2233,6026,0,0,0,0,441,441,24,0,0,0,395,422,292,21,26,6,532,876,407,69,78,8,220,780,503,65,165,22,192,950,640,63,200,52,111,1068,598,34,187,161,61,1038,327,14,92,273,20,727,42,0,16,222,13,293,0,0,0,0,0,3,2844,267,762,735,1982,6593,0,0,0,0,949,949,40,4,0,0,826,869,547,38,41,3,1104,1737,747,101,132,9,469,1457,946,118,285,26,377,1758,1231,105,351,71,273,2034,1223,89,348,202,149,2006,754,28,152,367,44,1347,142,5,22,275,17,461,0,0,0,0,6,7,5625,489,1331,963,4219,12619
3019,0,4,0,0,728,731,14,0,0,0,433,451,305,11,5,0,657,984,563,33,61,0,354,1016,686,82,151,3,238,1155,828,61,195,24,203,1317,976,42,183,66,81,1349,540,19,67,58,24,711,112,0,10,60,0,187,4,0,0,0,5,11,4034,253,681,215,2720,7912,0,0,0,0,603,609,26,0,0,0,468,490,417,26,27,5,601,1082,743,74,109,5,315,1246,824,79,209,13,215,1338,957,72,315,73,151,1567,902,44,207,170,30,1357,411,10,66,243,25,751,55,0,18,202,6,281,8,0,3,0,5,8,4338,315,947,720,2427,8740,3,4,0,0,1333,1336,39,0,0,0,904,947,718,46,38,5,1259,2067,1306,113,170,12,669,2264,1504,159,358,25,452,2496,1783,131,517,102,354,2885,1885,90,388,235,111,2706,954,22,134,306,46,1463,166,0,27,262,14,467,7,0,3,0,7,18,8374,571,1629,937,5146,16653
4000,23,0,0,3,7296,7324,220,8,4,3,6318,6561,4275,205,191,16,9886,14569,8486,606,828,38,5340,15299,10604,911,2132,140,4665,18445,13442,1121,3728,387,3714,22391,13861,881,3389,919,1567,20616,7056,272,1121,1135,462,10042,1530,50,161,944,110,2790,426,13,22,10,317,782,59920,4062,11571,3589,39677,118816,30,0,0,0,6494,6527,339,29,9,3,5140,5518,5078,335,247,24,7804,13491,8754,750,1012,91,4013,14612,10583,967,2428,355,3311,17636,13515,911,3540,1040,2141,21145,12518,543,2651,2417,703,18835,5219,141,892,3449,217,9924,756,26,154,2943,98,3967,57,11,13,11,90,183,56850,3706,10943,10338,30011,111839,60,0,0,0,13787,13847,557,38,14,7,11460,12078,9352,534,441,36,17687,28062,17234,1362,1834,126,9351,29914,21182,1874,4557,488,7977,36084,26958,2033,7269,1427,5853,43541,26374,1425,6035,3335,2279,39448,12272,412,2014,4585,686,19966,2285,76,309,3893,203,6760,484,17,35,20,404,964,116766,7767,22510,13924,69690,230664
4001,24,13,10,14,39693,39744,876,61,24,14,44627,45613,27644,1170,1296,48,64368,94524,52220,3189,4936,153,28367,88859,48864,4133,9516,499,20677,83689,47483,3588,12348,1246,13541,78211,42970,2459,9776,2755,5502,63465,25558,892,3851,3930,1503,35736,7736,192,739,4540,379,13591,566,37,81,25,406,1113,253934,15739,42580,13227,219063,544540,57,13,9,6,37640,37728,2073,174,60,16,41473,43789,36793,2042,2147,127,54850,95961,55503,4438,7242,542,24823,92549,49695,5136,13637,1562,16948,86983,47642,4129,17612,4253,10891,84531,40536,2388,14600,9969,4658,72145,19944,752,5867,16016,1470,44053,3911,119,1501,16262,577,22366,535,26,101,199,353,1206,256683,19215,62778,48948,193684,581312,78,23,20,22,77339,77476,2951,233,86,32,86096,89401,64437,3214,3440,179,119212,190482,107720,7627,12182,691,53191,181410,98556,9270,23152,2056,37632,170672,95125,7721,29965,5502,24429,162740,83504,4849,24374,12725,10156,135609,45501,1650,9718,19949,2977,79785,11645,315,2244,20801,951,35957,1103,59,179,226,760,2322,510624,34955,105353,62177,412749,1125852
4002,0,0,0,0,936,940,24,0,0,0,790,820,465,40,28,0,1239,1774,846,84,99,3,559,1595,974,108,222,8,468,1781,1081,81,318,34,312,1829,1051,75,261,65,101,1553,607,19,72,111,34,840,166,0,19,110,11,306,3,0,0,0,10,15,5222,408,1029,337,4457,11455,0,0,0,0,914,909,40,5,0,0,747,793,624,70,60,0,1073,1833,940,97,182,3,534,1753,1049,134,320,38,398,1943,1109,98,424,109,206,1943,954,65,301,249,81,1652,465,20,103,449,33,1069,79,8,25,396,0,516,10,0,0,0,3,13,5270,497,1412,1242,3995,12422,0,0,0,0,1851,1854,64,7,0,0,1538,1610,1094,104,88,0,2317,3607,1786,181,279,14,1095,3352,2023,237,539,49,868,3725,2189,179,745,143,516,3775,2011,138,561,311,181,3204,1074,39,174,552,71,1911,248,11,43,504,16,821,15,0,0,0,9,25,10490,903,2437,1581,8459,23872
4003,0,0,0,0,510,513,18,0,0,0,518,543,335,32,14,0,814,1196,487,54,62,6,492,1098,517,66,148,7,334,1073,629,59,220,12,209,1128,642,61,172,52,67,993,463,36,74,95,26,698,128,3,8,74,3,221,5,0,0,0,0,5,3224,315,697,248,2970,7461,0,0,0,0,484,484,26,0,0,0,478,509,383,48,32,4,643,1104,461,77,88,8,311,944,549,77,181,31,241,1082,639,77,302,67,157,1236,594,52,222,176,48,1100,382,14,69,278,20,760,74,0,22,255,0,355,6,0,4,0,9,14,3118,352,919,820,2384,7584,5,0,0,0,999,1003,45,0,0,0,1000,1050,713,85,45,5,1458,2299,948,138,141,14,796,2036,1062,143,331,42,573,2147,1266,136,522,79,366,2371,1236,116,398,232,115,2094,850,48,140,372,45,1453,201,0,30,327,0,570,7,0,5,0,6,21,6335,664,1611,1068,5358,15046
