SUA_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_ns,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_ns,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_ns,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arr_ns,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_ns,Japan_Tot,Korea_Rep_South_Before_1951,Korea_Rep_South_1951_1960,Korea_Rep_South_1961_1970,Korea_Rep_South_1971_1980,Korea_Rep_South_1981_1990,Korea_Rep_South_1991_2000,Korea_Rep_South_2001_2010,Korea_Rep_South_2011_2015,Korea_Rep_South_2016,Korea_Rep_South_2017,Korea_Rep_South_2018,Korea_Rep_South_2019,Korea_Rep_South_2020,Korea_Rep_South_2021,Korea_Rep_South_Yr_arrival_ns,Korea_Rep_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_ns,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_ns,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_ns,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_ns,Pakistan_Tot
1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,4,0,0,0,3,0,0,0,0,0,0,4,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,3,0,0,0,7,0,0,0,0,3,0,4,19,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,8,16,29,36,44,37,4,0,0,5,0,0,13,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,8
1024,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,12,11,15,9,15,11,0,0,0,0,0,0,5,79,5,34,33,8,7,0,0,4,0,0,0,0,0,0,9,101,0,0,0,0,0,7,10,0,0,0,0,4,0,0,0,23,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,12,0,11,11,11,12,5,3,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,7,8,6,29,26,14,5,0,3,95,7,54,6,5,3,4,10,0,0,0,0,0,0,0,3,98,5,13,60,87,110,49,70,26,16,5,8,10,5,0,23,472,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1025,21,50,21,21,16,7,13,361,0,0,5,3,0,21,34,49,5,11,15,11,0,8,5,171,0,28,82,80,116,86,193,178,6,17,0,11,3,5,20,834,32,452,264,62,24,27,50,40,12,13,9,10,7,0,68,1060,0,3,6,15,20,39,78,52,5,5,24,16,21,4,8,292,0,0,0,19,79,91,280,138,24,24,36,26,8,4,24,756,0,3,17,24,13,6,26,14,11,0,0,4,0,0,23,133,0,15,86,176,166,58,166,102,39,43,80,68,24,5,24,1058,0,0,0,0,0,5,115,140,110,142,180,116,14,0,5,826,55,425,100,45,56,32,53,41,3,8,10,0,5,0,27,863,28,74,355,925,1036,805,908,471,78,59,82,91,18,29,205,5177,4,84,399,207,91,37,31,6,6,3,0,5,0,0,36,896,0,0,3,19,23,34,120,256,75,55,77,83,31,3,13,789
1026,0,0,11,7,4,0,4,40,0,0,0,0,0,0,4,5,6,0,0,0,0,0,0,15,0,4,10,10,3,4,10,8,0,0,0,5,0,0,6,53,3,21,20,7,8,5,0,5,0,0,0,0,0,0,6,79,0,0,0,0,3,0,5,4,0,0,0,0,0,0,0,26,0,0,0,0,3,8,16,15,0,0,0,4,0,0,0,43,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,18,0,0,6,4,6,0,11,3,0,4,3,0,0,0,0,39,0,0,0,0,3,5,29,37,14,14,9,3,4,0,5,116,4,61,12,11,0,5,9,0,0,0,0,0,0,0,0,106,4,14,36,101,80,60,48,31,3,9,0,3,3,0,30,417,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,14,5,0,4,16,0,0,0,47
1027,0,0,0,0,4,0,0,19,0,0,0,0,0,3,6,0,7,0,0,0,0,0,0,22,0,10,5,5,3,3,9,9,0,0,0,3,0,0,0,41,7,15,37,8,0,0,3,4,4,0,0,3,0,0,0,77,0,0,0,0,9,3,9,5,0,0,0,0,0,0,0,20,0,0,0,0,4,3,19,28,0,4,4,7,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,7,8,0,7,11,3,3,0,0,0,0,0,50,0,0,0,0,4,4,55,40,29,40,38,13,0,0,3,232,4,42,15,8,3,0,0,0,0,0,0,0,0,0,3,80,3,3,29,55,87,85,79,32,4,6,5,3,5,0,17,424,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,14,33,8,9,3,12,4,0,0,82
1028,5,0,0,0,0,0,0,24,0,0,0,3,0,0,6,4,0,0,0,0,0,0,0,11,0,3,15,21,21,12,18,32,0,0,0,0,0,0,3,130,5,27,26,4,0,4,0,11,0,0,0,0,0,0,0,84,0,0,0,4,3,8,17,0,0,5,3,0,0,4,0,40,0,0,0,5,0,9,14,22,0,0,0,0,0,0,3,51,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,3,8,11,0,13,11,0,3,0,0,0,0,6,69,0,0,0,0,0,0,17,10,16,29,19,19,12,0,0,129,15,73,29,7,13,9,14,5,0,0,0,0,0,0,7,181,4,29,98,166,177,103,117,39,3,8,12,0,8,6,33,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,4,3,0,9,6,5,0,0,35
1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,8,0,0,0,0,0,0,3,31,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,4,0,0,0,6,0,20,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,9,0,19,5,0,5,0,4,0,0,0,0,0,0,0,0,31,0,0,17,41,58,64,106,39,0,0,9,6,0,4,10,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,4
1030,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,16,7,10,10,6,4,0,0,0,0,0,0,4,59,4,26,37,0,0,0,0,3,0,5,0,0,5,0,4,86,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,8,0,0,4,5,4,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,14,0,36,6,0,6,0,0,0,0,0,0,0,0,0,5,59,7,4,29,71,58,41,31,12,0,0,5,3,0,0,7,278,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1031,881,958,816,1080,427,196,470,25782,13,17,667,1008,1096,10212,13867,10388,4465,3129,1807,4020,915,92,810,52498,62,275,1245,1409,2629,2151,4429,4087,627,833,1034,1241,494,101,354,20954,1087,10077,12261,3141,1177,962,1693,2982,556,536,488,601,206,44,1748,37557,19,81,132,450,1482,2471,3275,1726,435,451,536,674,324,195,295,12554,9,4,49,1970,7314,9458,16554,6919,1465,1297,1355,1508,601,156,1154,49818,221,1358,7876,14251,11544,8415,8031,3535,729,840,756,852,442,209,2172,61229,49,230,1348,3419,7581,3667,6418,3899,1502,1749,1605,1492,521,135,774,34388,0,0,4,11,83,1308,12283,8337,3538,7168,12072,10032,2449,138,1050,58471,317,2205,807,497,532,541,964,611,179,156,193,224,95,44,220,7590,292,651,3190,7715,12513,16157,17425,9586,1656,1690,1794,1769,891,810,2465,78613,8,203,3313,3243,1615,1392,893,347,87,81,61,75,25,13,330,11671,3,13,88,393,1651,3130,6419,8241,2103,2239,2316,2210,1120,393,480,30797
1032,0,0,0,3,0,0,0,22,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,9,0,0,4,3,9,5,4,11,0,0,0,0,0,0,0,39,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,15,0,0,0,0,0,0,12,3,0,0,0,3,0,0,0,25,0,3,7,6,6,0,0,0,0,0,0,0,0,0,0,13,0,0,5,5,0,0,8,15,13,10,5,10,0,0,0,72,0,0,0,0,0,0,24,32,28,41,43,30,3,0,0,204,0,26,13,3,0,0,0,0,0,0,0,0,0,0,0,44,7,5,17,65,41,43,50,37,0,10,0,7,5,0,11,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,10,32,0,6,8,4,5,3,4,76
1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,5,11,9,5,0,0,0,0,0,0,3,3,0,0,31,3,10,0,5,0,0,0,0,0,0,0,0,0,0,6,20,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,18,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,10,0,0,0,3,3,0,0,0,0,0,0,20,0,0,0,0,0,0,3,4,9,4,8,6,0,0,0,31,9,45,14,0,0,5,5,0,0,0,0,0,0,0,0,79,3,6,23,52,38,26,22,10,3,0,0,3,0,0,13,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,3,0,0,0,0,0,0,23
1034,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,0,0,0,0,0,0,0,0,0,26,7,30,23,3,4,0,0,5,0,0,0,0,0,0,11,74,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,5,4,0,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,6,0,3,9,0,0,0,0,0,0,0,0,61,8,0,23,59,51,25,40,16,0,0,0,0,3,0,10,237,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1035,10,9,3,0,0,0,0,62,0,0,0,0,0,7,18,12,108,116,153,309,74,0,13,810,0,3,3,8,3,4,20,24,0,5,0,0,0,0,0,77,6,23,10,0,0,0,0,5,0,0,3,8,0,0,0,65,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,18,0,0,0,4,5,5,13,17,0,0,5,0,0,0,0,43,0,0,0,0,0,3,0,4,0,0,0,4,0,0,0,16,0,0,12,16,8,8,17,25,13,4,4,20,7,0,7,147,0,0,0,0,0,0,42,40,11,29,22,11,9,0,0,161,3,41,9,0,4,0,5,0,0,0,0,0,0,0,4,79,5,6,29,74,55,70,58,62,4,4,8,12,9,3,10,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,44,9,7,4,13,0,3,0,107
1036,21,22,10,15,21,0,0,376,0,0,0,4,0,29,64,182,82,11,12,56,11,0,8,474,4,27,108,98,107,67,130,123,6,0,4,9,0,0,23,703,68,1050,1004,204,61,40,52,63,11,8,6,14,3,0,168,2763,0,4,4,3,35,42,51,40,11,9,7,11,6,0,5,231,0,0,0,12,53,62,124,60,17,8,10,9,11,0,8,378,3,25,103,186,144,87,99,50,8,11,6,6,5,0,25,770,0,3,39,51,63,49,64,57,12,29,29,26,15,0,13,452,0,0,0,0,0,12,70,63,41,53,36,57,26,0,5,373,66,549,105,45,38,25,44,25,13,6,3,12,5,0,38,971,24,43,220,520,578,574,637,317,50,41,31,54,25,19,114,3245,3,72,1399,1415,361,213,152,37,10,14,11,14,3,3,126,3841,0,4,5,5,14,29,68,137,30,59,67,54,47,0,10,529
2000,3,0,0,8,0,0,11,98,0,0,6,0,0,36,30,8,0,7,0,0,0,0,5,95,15,78,188,177,201,74,237,152,5,10,11,24,10,8,37,1223,177,1157,729,147,63,23,45,73,6,8,15,18,9,0,204,2677,0,8,9,28,28,52,95,41,4,10,15,9,6,0,8,315,3,0,0,4,11,11,50,32,3,3,7,13,0,0,4,148,5,6,29,25,20,4,18,3,7,0,0,0,0,0,12,134,8,20,92,90,111,62,179,221,186,209,202,173,47,14,99,1716,0,0,0,0,0,3,44,92,54,60,52,40,7,0,4,369,121,1827,395,214,225,116,157,77,18,9,8,14,5,4,109,3297,37,115,540,1347,1638,1345,1618,717,103,51,86,73,45,33,455,8202,0,12,59,49,19,14,10,8,0,0,0,0,0,0,10,183,0,3,6,0,0,9,47,41,8,18,15,9,11,4,7,183
2001,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,9,10,5,12,0,0,0,0,0,0,0,0,56,0,36,31,10,3,0,0,4,0,0,0,0,0,0,8,84,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,7,0,9,4,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,45,11,8,11,5,15,4,0,0,0,0,0,0,0,100,0,4,11,42,51,71,93,51,4,3,4,4,0,0,8,350,0,0,3,0,3,3,5,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,7,16,0,0,0,0,0,4,0,30
2002,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,7,0,0,0,4,0,0,0,0,0,0,0,0,17,4,28,15,0,0,0,0,0,0,0,0,0,0,0,6,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,5,4,5,0,9,9,0,5,7,7,0,0,0,47,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,15,0,40,11,5,4,0,0,0,0,0,0,0,0,0,6,68,0,6,13,39,26,26,11,3,0,7,7,0,3,0,10,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,15
2003,0,0,8,4,4,0,0,70,0,0,0,0,0,5,18,10,6,11,3,0,0,0,0,54,3,10,25,24,22,15,31,19,8,3,8,6,0,0,3,172,8,78,33,14,0,3,7,7,0,3,3,0,0,0,12,171,0,5,3,0,4,19,39,18,0,3,0,0,0,0,3,85,0,0,0,0,11,12,29,15,4,0,0,0,0,0,0,69,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,15,4,0,11,20,36,10,66,45,15,8,8,14,4,0,0,250,0,0,0,0,0,0,14,36,22,36,37,43,10,0,6,211,16,349,37,17,16,10,15,3,0,4,0,0,0,0,16,476,3,18,49,143,172,163,173,118,14,9,28,12,12,9,32,947,0,0,4,3,0,3,3,0,0,0,0,0,0,0,4,15,0,0,0,0,0,3,47,58,15,11,19,16,8,0,9,183
2004,6,0,4,0,0,0,0,54,0,0,0,0,0,10,7,7,0,0,0,0,0,0,0,21,0,13,9,16,16,10,25,20,0,0,0,0,0,0,6,120,9,50,36,9,4,3,3,6,0,3,0,0,0,0,7,121,0,0,0,0,5,4,10,6,0,0,3,6,0,0,0,30,0,0,0,0,7,6,11,23,3,4,9,4,0,0,5,75,0,0,0,0,6,4,6,0,8,0,0,0,0,0,0,19,0,0,7,23,32,16,58,30,18,23,25,30,5,0,8,286,0,0,0,0,0,0,22,22,18,20,13,15,11,0,0,123,14,112,26,17,9,6,5,9,0,0,0,3,0,0,5,202,3,9,39,117,141,113,160,55,5,26,11,10,9,10,29,729,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,31,39,14,4,14,4,0,0,0,117
2005,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,5,3,0,8,0,0,0,0,0,0,0,6,24,0,4,0,0,0,0,0,5,0,0,0,0,0,0,4,21,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,4,3,3,4,0,0,3,0,0,0,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,3,0,3,0,0,0,0,0,0,0,41,0,3,13,26,30,28,28,14,3,0,0,0,0,0,26,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,3,15,9,0,0,0,0,0,0,0,0,0,0,0,4,37,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,6,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,8,5,0,0,0,18,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,14,3,26,0,0,4,0,0,0,0,0,0,0,0,0,0,32,0,0,4,20,22,15,32,16,0,0,6,0,0,0,6,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8
2007,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,3,5,4,6,6,9,0,0,0,0,0,0,0,40,3,24,6,5,0,0,3,0,0,0,0,3,0,0,4,55,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,3,7,0,4,3,0,0,0,38,0,0,0,0,0,0,4,7,3,4,4,4,0,0,0,33,3,34,0,3,3,0,0,4,0,0,0,0,0,0,6,59,0,4,11,29,32,49,42,16,4,0,4,3,6,3,13,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,13
2008,24,27,31,31,12,14,12,523,0,0,0,0,0,21,32,62,89,18,17,23,8,0,13,280,3,45,88,64,107,60,168,148,15,14,10,15,5,0,20,758,93,617,507,100,26,23,56,60,10,0,7,14,5,0,77,1591,0,0,0,9,11,34,77,35,6,5,4,3,5,0,13,201,0,0,0,0,15,23,77,46,11,21,8,3,0,4,3,213,0,0,17,31,19,15,20,5,0,3,0,4,0,0,6,128,3,13,26,61,95,54,149,105,45,50,42,36,17,0,21,718,0,0,0,0,0,3,76,84,39,60,49,34,12,0,0,359,31,928,120,49,43,35,59,26,11,8,16,13,0,0,35,1369,15,26,152,379,525,486,685,419,64,45,58,69,32,20,131,3105,0,31,292,198,79,31,31,12,3,0,3,0,0,0,8,698,0,0,3,9,10,9,88,323,39,74,67,121,34,6,20,802
2009,0,0,0,0,5,0,0,3,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,4,0,0,7,10,13,3,19,8,0,0,0,0,0,0,5,72,4,42,39,3,0,5,0,3,0,0,0,0,0,0,6,99,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,20,4,5,5,5,3,0,0,4,0,0,0,0,0,51,0,3,8,39,61,43,96,27,12,0,9,0,0,0,8,312,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,8
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,19,3,27,10,4,6,0,0,0,0,0,0,0,0,0,4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,4,10,0,4,0,0,3,0,0,30,6,28,7,0,0,0,0,0,0,0,0,0,0,0,6,35,4,0,5,11,13,21,14,8,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,6,0,0,0,0,15
2011,1056,1048,954,1059,349,294,290,20896,0,6,57,175,356,4740,6501,4720,2493,1942,932,2095,569,58,359,25003,71,504,1270,1226,1970,929,2870,2685,412,450,585,793,292,69,249,14388,1752,20446,21098,3689,1269,908,1550,2555,478,422,418,401,134,34,2286,57432,20,67,77,235,614,1364,2637,1281,331,331,417,494,266,107,194,8421,4,3,15,185,793,1482,6275,3021,586,612,604,583,255,55,221,14701,29,228,1806,4469,3215,2286,2850,1387,297,307,289,289,140,91,605,18299,35,211,1321,3745,9577,5294,13635,9006,3147,3320,3188,2574,1018,181,884,57129,0,0,4,11,44,396,4399,3177,1162,2060,2995,3076,806,48,301,18483,402,4995,1252,694,782,485,917,466,127,131,139,136,59,25,288,10902,207,472,2104,5839,9966,12001,20412,15293,2564,2544,2720,2806,1109,1118,2094,81247,56,413,4269,5174,2916,2027,1449,650,133,125,129,103,34,27,466,17968,8,13,66,192,684,1513,6300,9394,1964,2372,2373,2249,1025,446,439,29034
2012,0,0,0,3,0,0,0,26,0,0,0,0,0,7,19,13,0,0,0,4,8,0,0,52,0,3,10,5,4,0,8,0,0,5,0,0,0,0,4,39,39,231,152,18,8,0,6,16,4,0,0,0,3,0,32,514,0,0,0,0,0,0,9,3,4,0,0,7,0,0,0,18,0,0,0,0,0,7,21,10,3,3,0,8,4,0,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,4,55,163,152,178,169,180,39,0,61,1018,0,0,0,0,0,0,9,15,17,11,7,12,0,0,0,74,3,42,10,10,3,3,4,0,0,0,0,0,0,0,0,82,0,0,19,60,86,93,56,64,6,8,11,3,4,4,21,444,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,3,13,13,6,8,16,0,5,4,0,54
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,4,0,0,0,0,0,0,0,0,0,5,28,8,38,9,5,0,0,0,0,0,0,0,0,0,0,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,6,0,9,3,4,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,124,31,10,21,3,3,0,0,0,0,0,0,0,6,200,0,0,15,39,37,23,31,22,0,6,0,0,7,0,5,178,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
