SUA_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
3002,..,5374,4875,1495,1013,825,443,158,36,14205,..,14406,14478,3450,3185,3680,2469,919,193,42780,..,5014,13761,10908,13320,20222,24321,19594,9434,116575,2423,4329,3564,1770,1780,2180,1991,992,435,19464,100,205,314,139,199,436,357,105,22,1875,219597,149240,176058,171694,156723,129135,101336,54315,17973,1176076,..,4653,105110,195788,180702,149118,116757,56137,10043,818300,..,29251,88763,47522,32733,19140,8203,2328,256,228189,..,3031,15188,27518,31637,16354,7740,4883,2999,109348,446386,..,..,..,..,..,..,..,..,446386,..,119990,..,..,..,..,..,..,..,119990,..,72211,38369,12992,8544,4206,824,42,0,137192,..,14962,11704,4523,4900,8372,8995,5807,2864,62138,..,10905,12166,4241,3033,2148,1129,366,88,34072,..,28790,34022,9357,7631,7855,5259,1929,390,95224,..,9521,28960,25679,29071,36253,38278,27817,12822,208404,4955,8092,7537,4314,3783,3868,3437,1628,610,38217,190,359,643,311,368,687,641,173,38,3411,451529,301760,342462,332242,302399,247999,191265,101109,30109,2300879
3003,..,177,115,28,30,25,18,3,0,395,..,177,228,70,121,184,137,55,13,982,..,132,234,226,428,884,1134,1211,595,4840,121,178,114,58,84,128,99,56,18,863,3,0,17,3,5,5,3,0,0,41,5800,3735,3879,3880,4273,4823,4821,3219,1011,35437,..,186,2276,3751,4176,5008,5658,3486,620,25169,..,918,1785,989,1006,725,495,179,36,6128,..,140,659,973,913,486,273,222,125,3792,11747,..,..,..,..,..,..,..,..,11747,..,2437,..,..,..,..,..,..,..,2437,..,2252,865,398,341,211,29,0,0,4090,..,329,221,109,165,260,245,214,100,1645,..,338,270,109,105,75,44,12,4,959,..,355,493,181,257,362,302,126,20,2089,..,266,563,526,858,1604,1916,1777,829,8340,240,327,265,172,188,238,215,99,31,1774,3,8,30,9,6,10,6,3,0,71,11993,7548,7432,7218,8023,8968,9174,6117,1763,68230
3004,..,248,242,82,74,51,26,10,7,733,..,527,717,303,314,367,244,59,16,2549,..,318,782,728,1167,1771,1793,1150,437,8140,230,389,260,156,190,269,266,130,37,1920,3,18,37,16,13,16,13,4,3,130,13150,7806,9324,10207,10419,8832,6576,3058,883,70247,..,204,4463,9211,10025,8794,6842,2973,507,43023,..,1631,5284,3526,2851,1852,778,190,24,16124,..,217,1155,2162,2288,1089,527,270,138,7845,26395,..,..,..,..,..,..,..,..,26395,..,5803,..,..,..,..,..,..,..,5803,..,4210,1693,646,429,217,46,0,0,7238,..,850,558,240,325,532,534,339,155,3521,..,523,589,243,231,147,84,26,7,1859,..,950,1533,688,725,795,572,175,27,5456,..,590,1605,1727,2424,3338,3152,1806,644,15289,479,676,545,378,390,459,483,241,65,3706,6,42,67,24,36,28,32,9,3,255,26879,15691,17487,18855,19726,17239,13052,6023,1568,136521
3005,..,25,19,8,5,0,0,0,0,53,..,49,55,12,14,11,3,0,0,142,..,60,86,45,72,103,52,40,17,477,25,20,30,15,14,19,25,13,3,157,0,3,3,0,0,0,0,0,0,3,1682,831,1028,1028,758,618,277,113,24,6366,..,34,686,1236,983,773,344,106,15,4180,..,346,564,272,177,101,27,5,0,1496,..,33,122,151,118,53,12,13,6,499,3308,..,..,..,..,..,..,..,..,3308,..,505,..,..,..,..,..,..,..,505,..,356,99,34,13,4,5,0,0,518,..,88,35,11,7,22,21,16,3,207,..,51,42,24,6,0,3,0,0,130,..,113,123,45,37,32,8,3,0,359,..,134,223,133,189,211,121,71,26,1111,43,42,65,28,24,30,49,20,3,306,0,3,3,0,0,0,4,0,0,16,3353,1700,1962,1937,1556,1230,592,220,52,12622
3006,..,68,32,17,6,8,3,0,0,139,..,167,91,47,65,69,41,19,0,495,..,144,239,160,296,419,393,294,100,2042,75,96,76,34,55,69,59,24,7,504,0,0,0,0,0,0,0,3,0,11,4636,2592,2926,2890,2932,2503,1569,744,201,20987,..,87,1823,3036,3220,2986,1862,721,122,13855,..,771,1584,909,704,476,141,47,8,4631,..,116,469,645,566,213,93,61,43,2214,9231,..,..,..,..,..,..,..,..,9231,..,1795,..,..,..,..,..,..,..,1795,..,1285,408,156,95,69,9,0,0,2024,..,215,126,49,90,128,107,59,27,797,..,126,99,56,34,26,16,6,0,351,..,343,276,110,133,141,101,31,3,1141,..,300,645,519,754,971,772,455,156,4575,157,182,190,108,131,131,111,37,9,1056,3,4,5,0,0,9,0,3,0,28,9387,5223,5612,5591,5726,5158,3208,1416,368,41696
3007,..,1583,1617,512,378,365,196,70,16,4736,..,3768,4586,1226,1122,1647,1177,518,114,14153,..,1047,2863,2519,3526,6748,8905,7144,3474,36237,628,1211,967,543,541,737,784,371,161,5948,31,55,99,35,52,91,96,38,7,516,55696,38265,44680,45422,45048,40746,35491,20260,6822,332433,..,911,23164,47750,48645,43306,39038,21425,4006,228233,..,6751,24603,14765,10696,7107,3880,1319,215,69327,..,554,3576,7916,9971,5004,2360,1621,1167,32168,113361,..,..,..,..,..,..,..,..,113361,..,30077,..,..,..,..,..,..,..,30077,..,20603,9961,3473,2530,1627,396,19,0,38605,..,3144,2538,1098,1241,2245,2678,1776,1012,15725,..,3104,3731,1345,1035,827,461,167,39,10710,..,6823,9742,2955,2673,3364,2577,1164,250,29539,..,2019,5867,5900,7860,11660,13774,10326,4844,62240,1268,2199,1989,1246,1197,1400,1351,660,217,11531,61,94,199,91,110,163,167,71,14,973,114692,76267,85373,86523,85952,76694,66681,38541,11763,642499
3008,..,55,31,6,13,11,6,0,0,131,..,53,59,27,43,53,39,16,0,297,..,36,78,60,152,316,404,355,189,1591,50,60,33,19,24,33,40,13,4,271,0,0,0,0,0,3,3,0,0,6,1872,1235,1170,1264,1378,1425,1412,887,319,10957,..,53,715,1053,1248,1303,1493,853,184,6897,..,320,551,365,276,203,133,45,8,1902,..,51,216,367,345,198,95,80,57,1409,3786,..,..,..,..,..,..,..,..,3786,..,878,..,..,..,..,..,..,..,878,..,694,268,166,111,79,17,0,0,1328,..,116,78,31,42,91,83,55,20,508,..,116,89,24,32,20,10,5,4,295,..,121,118,60,93,111,90,37,0,633,..,69,169,166,301,566,622,489,245,2621,79,111,91,59,61,66,56,21,7,546,0,3,4,0,0,4,3,0,0,14,3860,2529,2297,2287,2511,2630,2597,1579,527,20817
3009,..,112,57,33,35,41,19,5,0,306,..,112,121,66,134,180,172,83,14,883,..,59,148,124,319,732,1115,983,404,3890,68,106,78,60,76,130,111,47,21,696,4,4,5,0,10,5,0,3,0,34,4176,2447,2463,2858,3365,4252,4879,2928,772,28129,..,87,1330,2565,3107,4254,5707,3352,571,20975,..,480,1152,818,729,769,561,236,41,4788,..,84,483,749,743,364,234,199,113,2958,8349,..,..,..,..,..,..,..,..,8349,..,1760,..,..,..,..,..,..,..,1760,..,1513,610,322,311,188,28,0,0,2974,..,254,120,52,102,224,261,179,81,1276,..,202,155,90,91,88,51,12,4,681,..,205,263,131,236,341,354,167,28,1730,..,121,286,313,618,1213,1812,1487,555,6404,142,219,172,129,149,211,213,101,37,1374,10,3,7,4,5,12,7,13,0,61,8496,4927,4585,5176,6089,7666,9221,5752,1426,53341
3010,..,26,24,0,5,8,0,0,0,62,..,53,41,10,9,22,18,3,0,162,..,37,52,43,57,116,176,117,75,667,12,25,16,15,11,21,16,9,3,128,0,0,0,0,0,3,0,0,0,3,922,647,643,553,566,577,596,320,133,4959,..,39,373,530,568,614,633,347,72,3185,..,201,326,141,96,65,32,14,8,890,..,29,125,141,121,55,31,17,21,538,1940,..,..,..,..,..,..,..,..,1940,..,327,..,..,..,..,..,..,..,327,..,308,106,50,33,18,8,0,0,515,..,53,36,18,28,36,34,23,16,245,..,58,48,9,17,8,3,0,0,137,..,97,121,45,24,33,35,16,0,370,..,66,132,98,136,213,279,180,92,1204,24,62,32,27,18,35,30,14,4,249,0,0,6,0,0,3,0,0,0,16,1966,1238,1316,1067,1049,1085,1081,607,219,9619
3011,..,154,93,45,26,20,17,0,0,355,..,241,270,97,125,115,67,27,4,953,..,191,357,289,434,799,798,758,383,4016,120,184,149,76,94,136,136,70,18,989,3,0,13,4,4,8,7,4,3,47,7756,4536,5312,5348,5077,4690,3330,1869,651,38563,..,168,3215,5560,5493,5346,3867,1706,350,25694,..,1276,2975,1578,1185,833,291,92,9,8240,..,146,685,1045,973,444,218,147,110,3766,15655,..,..,..,..,..,..,..,..,15655,..,2984,..,..,..,..,..,..,..,2984,..,2646,872,387,257,142,25,0,0,4325,..,458,261,114,167,253,236,177,58,1728,..,308,253,121,83,56,32,6,0,863,..,509,643,256,281,259,141,61,13,2169,..,411,905,851,1074,1606,1427,1094,514,7883,238,352,291,189,196,242,256,124,29,1914,3,3,15,10,5,15,11,7,7,77,15895,9271,10106,10109,9717,9184,6512,3413,1081,75295
3012,..,67,24,20,14,17,4,0,0,137,..,36,28,29,55,73,66,27,4,318,..,32,53,79,164,349,471,421,216,1792,31,59,31,23,38,51,37,17,12,307,0,0,0,0,0,0,0,0,0,4,1983,1290,1143,1290,1566,1907,1952,1104,364,12608,..,70,669,1130,1476,1914,2266,1163,194,8889,..,292,518,385,312,327,223,60,10,2132,..,80,252,340,374,192,136,103,52,1521,3967,..,..,..,..,..,..,..,..,3967,..,848,..,..,..,..,..,..,..,848,..,913,374,166,160,95,6,0,0,1722,..,120,63,21,73,112,108,61,35,592,..,117,65,45,42,40,16,6,0,340,..,85,79,69,117,165,149,63,11,737,..,79,180,204,358,712,824,633,295,3284,67,118,81,45,75,83,77,25,13,583,0,0,0,0,0,0,0,0,0,10,4042,2724,2283,2414,2974,3645,3804,2122,616,24614
3013,..,24,19,4,7,0,6,0,0,58,..,73,94,13,20,20,6,0,0,229,..,73,132,84,105,134,85,59,18,687,45,67,48,36,41,49,40,10,6,343,0,0,0,0,0,8,0,0,0,12,1947,1105,1511,1207,995,789,409,182,37,8185,..,48,796,1199,988,826,389,163,17,4423,..,375,935,472,264,172,58,7,0,2285,..,55,209,213,205,96,46,38,18,881,3965,..,..,..,..,..,..,..,..,3965,..,548,..,..,..,..,..,..,..,548,..,526,201,50,50,15,4,0,0,846,..,173,62,37,52,67,53,37,0,498,..,63,49,21,19,11,8,4,0,177,..,156,180,48,48,54,10,6,0,504,..,188,373,240,288,358,194,119,24,1780,92,129,93,58,71,91,84,22,4,646,0,0,0,3,0,8,4,0,0,19,4062,2258,2898,2343,1985,1704,858,393,74,16570
3014,..,179,101,27,30,21,6,3,0,369,..,251,197,87,103,132,66,16,5,857,..,228,403,280,423,772,822,813,402,4138,138,194,112,62,81,132,94,44,23,886,4,3,4,0,0,4,5,0,0,29,7349,4559,5153,4748,4446,4377,3186,1990,710,36510,..,193,3258,4925,4477,4663,3710,1842,363,23424,..,1224,2497,1273,884,664,212,78,18,6856,..,180,851,1083,1021,494,234,184,120,4165,14852,..,..,..,..,..,..,..,..,14852,..,2861,..,..,..,..,..,..,..,2861,..,2505,927,400,306,160,27,4,0,4326,..,557,255,123,181,289,253,150,80,1895,..,377,267,110,90,59,18,15,9,947,..,518,562,268,245,254,158,46,8,2061,..,414,937,715,973,1463,1475,1150,560,7687,304,377,280,169,197,241,160,87,31,1855,3,7,9,3,3,4,16,0,0,51,15165,9209,9855,9058,8389,8299,6256,3546,1198,70976
3015,..,831,776,251,227,230,111,35,9,2465,..,1577,1752,471,618,949,646,252,47,6317,..,371,1033,1070,1983,4080,5235,4691,2204,20662,409,825,537,295,332,517,494,243,92,3744,12,27,59,23,30,35,37,14,3,235,30536,19309,20073,23443,25880,25642,22834,13205,4244,185167,..,584,11704,25260,28652,28132,27384,14828,2992,139542,..,3066,10414,7251,6150,4847,2640,870,127,35353,..,254,1688,4049,5153,2546,1149,804,573,16213,61999,..,..,..,..,..,..,..,..,61999,..,15804,..,..,..,..,..,..,..,15804,..,11138,4616,1711,1300,784,193,4,0,19749,..,1318,907,438,544,1017,1253,907,531,6913,..,1592,1701,639,578,501,276,95,26,5404,..,2708,3657,1121,1337,1797,1343,544,89,12583,..,704,2185,2516,4017,6807,8000,6578,3053,33866,782,1451,1075,694,680,905,899,439,139,7059,28,43,99,40,69,58,63,33,5,454,62806,38661,38045,43721,48479,47394,43198,25105,7532,354946
3016,..,264,129,53,44,28,15,3,4,547,..,618,440,138,146,194,131,47,12,1736,..,378,868,578,854,1575,1965,1783,992,8988,195,387,214,123,159,161,130,67,35,1477,0,3,8,9,6,12,11,4,0,49,13172,8463,9163,8577,8433,7969,7055,4387,1584,68803,..,487,6556,9654,9432,8983,8221,4590,866,48788,..,2012,3951,1798,1404,972,438,137,15,10735,..,248,1065,1752,1703,764,398,315,191,6438,26424,..,..,..,..,..,..,..,..,26424,..,6017,..,..,..,..,..,..,..,6017,..,4102,1629,580,474,258,42,0,0,7084,..,805,499,206,193,380,402,231,133,2849,..,575,369,158,119,72,33,20,4,1342,..,1194,1117,360,354,407,259,101,19,3801,..,749,1774,1364,1752,2656,2907,2410,1277,14884,384,698,455,293,314,294,246,109,53,2848,6,4,14,10,11,16,11,11,0,87,26819,16888,17437,16163,15752,14800,12972,7924,2547,131303
3017,..,378,205,62,51,60,13,9,0,784,..,1261,743,196,261,286,170,70,13,2988,..,576,1063,757,1087,1756,1775,1384,606,8992,267,421,322,177,230,309,319,155,56,2265,4,15,15,3,11,8,15,3,0,79,15674,11449,11897,11221,10885,9646,7074,3731,1140,82709,..,383,6661,10947,11121,10230,7849,3580,533,51305,..,3333,6883,3463,2528,1620,671,201,18,18716,..,335,1505,2459,2397,1081,514,339,194,8817,31887,..,..,..,..,..,..,..,..,31887,..,7230,..,..,..,..,..,..,..,7230,..,5015,2089,840,548,306,53,4,0,8860,..,1205,594,283,352,577,538,321,185,4052,..,749,594,217,190,145,60,18,3,1974,..,2339,1863,529,558,610,369,148,26,6435,..,1200,2383,1817,2418,3309,3025,2024,801,16977,579,778,670,406,467,556,578,276,79,4392,8,22,27,22,17,22,25,15,0,162,32477,22583,23270,20976,20597,18462,13683,6912,1840,160810
3018,..,25,17,4,5,0,5,3,0,62,..,37,25,10,14,26,21,7,0,149,..,37,66,40,97,173,255,274,121,1066,28,44,24,20,15,17,22,8,4,181,0,0,0,0,0,0,0,0,0,0,1340,781,820,729,877,996,970,656,196,7371,..,31,511,669,821,1081,1124,683,115,5036,..,205,385,193,177,156,113,35,0,1270,..,50,146,184,219,108,59,32,35,836,2643,..,..,..,..,..,..,..,..,2643,..,484,..,..,..,..,..,..,..,484,..,474,193,80,64,39,10,0,0,857,..,66,41,13,30,48,39,33,18,297,..,51,51,20,14,8,7,7,0,156,..,71,75,24,34,57,45,19,0,323,..,98,162,121,209,337,436,398,165,1927,63,85,60,36,32,27,32,21,6,367,0,0,0,0,0,0,0,0,0,3,2713,1630,1629,1346,1600,1864,1875,1221,334,14204
3019,..,38,17,3,7,5,3,0,0,71,..,36,38,15,19,38,15,5,0,167,..,30,52,70,96,205,251,206,123,1037,27,41,26,19,34,38,40,23,10,258,0,0,4,0,5,0,0,0,0,9,1711,1003,1006,1180,1250,1359,1086,624,203,9422,..,38,653,1207,1354,1457,1383,723,130,6938,..,242,597,333,275,259,97,31,4,1842,..,24,113,223,240,120,48,36,25,835,3425,..,..,..,..,..,..,..,..,3425,..,745,..,..,..,..,..,..,..,745,..,606,179,80,62,36,9,0,0,976,..,93,35,22,31,64,50,45,17,349,..,71,44,23,23,19,9,0,0,185,..,66,83,39,41,80,48,17,4,378,..,64,130,165,214,396,423,313,169,1877,64,75,57,44,70,62,68,39,13,493,0,0,0,3,3,0,0,3,0,11,3489,2021,1901,2128,2308,2499,2138,1206,354,18046
4000,..,274,172,66,58,46,36,17,3,671,..,311,434,158,302,466,308,117,14,2116,..,405,750,615,1425,2868,3526,3133,1577,14305,330,496,335,217,282,369,314,151,53,2549,8,10,9,17,11,17,6,3,0,79,20642,10927,12040,13430,15985,18746,16589,8757,2627,119751,..,481,7927,14822,18058,22523,22231,10553,1809,98393,..,2272,6573,4274,4289,3991,2101,538,50,24094,..,251,1310,2229,2577,1374,658,474,329,9201,41745,..,..,..,..,..,..,..,..,41745,..,8711,..,..,..,..,..,..,..,8711,..,7473,2998,1084,816,485,93,5,0,12948,..,955,550,241,355,658,599,423,213,3989,..,539,465,198,181,173,87,25,11,1680,..,732,1076,519,696,968,682,243,47,4972,..,971,2076,1992,3889,6868,7289,5022,2290,30404,682,940,793,533,596,714,626,271,80,5234,8,37,90,51,18,24,10,12,4,238,42432,23369,23853,25941,31472,37773,34379,17559,4839,241607
4001,..,2470,2444,591,343,252,130,30,13,6277,..,6005,6560,1602,1525,1881,1338,425,110,19443,..,2347,7054,6224,8111,14988,18836,16224,9268,83055,1459,2411,2007,1118,1001,1183,872,444,231,10726,27,65,117,65,88,206,198,50,11,827,110288,77108,92023,89177,84171,81889,69346,40312,15392,659700,..,2394,58530,101669,93785,90105,79179,41755,9077,476503,..,10698,40913,23087,17651,12796,6248,1720,246,113349,..,1210,7109,14842,18555,11359,4949,3159,2205,63389,223712,..,..,..,..,..,..,..,..,223712,..,68065,..,..,..,..,..,..,..,68065,..,41024,26689,7916,5401,3048,520,19,0,84619,..,7459,6092,2065,2252,4121,3961,2345,1434,29733,..,5069,5820,1764,1062,832,410,82,25,15070,..,12834,16781,4718,3890,4177,2846,911,190,46345,..,4629,15599,15149,19277,27949,29864,22509,12533,147516,2987,4515,4351,2707,2319,2224,1602,749,344,21805,63,146,231,142,183,309,337,89,21,1525,226761,158043,182111,174054,164386,156921,129925,73337,26088,1291628
4002,..,33,19,6,9,3,3,0,0,69,..,65,54,18,29,38,22,8,3,236,..,103,172,124,220,406,454,453,217,2154,41,66,49,26,22,24,24,13,9,269,0,0,0,0,0,3,0,0,0,11,2469,1622,1725,1648,1823,1849,1552,952,317,13963,..,60,1023,1685,1881,2041,1876,940,178,9680,..,395,939,460,406,320,132,33,3,2697,..,53,276,365,407,176,82,47,30,1435,4969,..,..,..,..,..,..,..,..,4969,..,1069,..,..,..,..,..,..,..,1069,..,1075,328,129,73,46,6,0,0,1657,..,133,63,33,35,62,56,32,14,429,..,70,51,12,24,14,6,4,0,186,..,134,151,49,71,81,50,11,4,554,..,152,408,328,491,772,743,606,313,3828,85,133,93,70,57,54,49,14,6,558,0,0,5,0,0,8,4,0,0,19,5059,3279,3346,3133,3454,3572,2996,1701,546,27077
4003,..,30,27,9,6,15,4,0,0,92,..,50,40,24,24,46,26,5,4,221,..,53,85,55,109,261,295,264,152,1272,27,32,27,20,23,33,22,10,8,188,0,0,0,0,0,0,0,0,0,3,1463,939,1050,885,1021,1183,1045,708,256,8538,..,34,602,828,942,1128,1146,771,172,5631,..,235,473,274,241,194,106,33,14,1571,..,38,193,207,256,144,62,45,21,964,2816,..,..,..,..,..,..,..,..,2816,..,606,..,..,..,..,..,..,..,606,..,590,251,119,60,29,12,0,0,1057,..,100,46,22,36,59,61,40,18,378,..,65,63,36,29,25,4,0,0,227,..,97,113,52,59,84,54,23,6,493,..,82,199,181,284,482,490,420,209,2343,64,59,79,50,38,47,32,16,5,383,0,0,0,0,0,3,5,0,0,7,2881,1908,2014,1759,1949,2196,1977,1342,442,16467
4004,..,6,10,0,0,3,0,0,0,27,..,20,63,25,15,18,8,5,0,156,..,46,96,53,99,151,157,156,87,847,29,18,32,18,21,23,15,9,3,174,0,0,0,0,0,3,3,0,0,5,1157,613,857,692,747,773,605,347,118,5922,..,20,354,471,557,738,663,356,59,3219,..,172,516,261,269,193,64,18,7,1497,..,45,147,185,171,98,48,21,5,717,2260,..,..,..,..,..,..,..,..,2260,..,382,..,..,..,..,..,..,..,382,..,367,145,69,52,25,0,0,0,659,..,94,42,34,44,50,38,22,7,329,..,20,29,6,16,11,3,0,0,87,..,53,127,61,35,38,26,13,4,358,..,85,202,148,217,351,304,237,101,1650,59,52,55,44,43,38,33,16,7,344,0,4,0,0,0,3,4,0,0,11,2325,1298,1628,1281,1395,1539,1187,680,189,11517
4005,..,21,12,7,7,0,0,0,0,53,..,56,45,15,17,16,16,5,5,170,..,59,76,53,114,224,222,194,107,1036,21,41,20,19,21,22,21,4,7,166,0,0,0,0,0,0,0,0,0,3,1346,801,908,902,947,968,834,477,186,7362,..,14,554,852,918,1019,982,549,129,5011,..,218,494,339,251,167,83,19,4,1572,..,30,142,174,203,100,45,33,24,748,2774,..,..,..,..,..,..,..,..,2774,..,497,..,..,..,..,..,..,..,497,..,421,152,75,57,23,0,0,0,734,..,80,44,25,22,38,38,13,10,278,..,52,32,20,19,8,0,0,0,135,..,113,111,44,31,47,35,8,4,396,..,106,175,144,275,423,391,269,145,1926,42,74,44,37,51,56,42,11,7,362,0,0,0,0,0,0,0,0,0,9,2816,1610,1755,1711,1823,1878,1614,905,323,14436
4006,..,26,15,3,0,0,0,0,0,47,..,50,31,13,11,18,17,6,0,148,..,63,74,33,113,187,260,236,131,1102,22,47,21,19,22,26,10,7,3,177,0,0,0,0,0,0,0,0,0,0,1059,787,740,683,851,881,816,536,180,6539,..,18,337,560,760,915,839,526,78,4028,..,218,433,238,209,122,69,22,4,1310,..,34,144,194,215,118,58,51,21,832,2163,..,..,..,..,..,..,..,..,2163,..,441,..,..,..,..,..,..,..,441,..,508,185,82,74,42,3,0,0,894,..,73,31,17,35,45,38,14,12,264,..,52,27,13,11,13,3,0,0,114,..,70,61,19,31,44,37,8,3,273,..,116,203,114,285,416,439,338,199,2127,47,85,50,43,47,46,34,13,4,368,0,0,0,0,0,0,0,0,0,4,2214,1609,1477,1280,1665,1752,1519,981,318,12816
