SUA_CODE_2021,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Samoan_Both_prnts_born_os,Samoan_Father_only_born_os,Samoan_Mother_only_born_os,Samoan_Bth_prnts_born_Aus,Samoan_bp_ns,Samoan_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_P_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
5008,183,670,677,4502,31,6068,7,75,52,1218,20,1373,206,0,9,30,0,250,17,13,9,63,5,106,134,62,28,113,3,345,1538,603,552,3375,35,6100,438,5,39,9,3,494,66,7,3,21,0,100,127,58,51,351,0,593,20,9,4,33,0,64,10,3,0,8,0,21,330,11,4,11,0,351,441,107,92,861,14,1512,103,94,34,327,5,565,7,0,0,0,0,15,5,0,0,0,0,5,19,3,5,8,0,35,10,8,0,20,0,40,310,31,21,7,8,369,143,72,53,24,0,286,46,18,12,40,0,116,18,0,0,9,0,30,31,4,0,0,0,37,448,129,109,809,9,1498,16,8,3,0,0,25,134,11,23,9,3,179,47,0,0,8,0,63,15,0,6,0,0,25,42,0,4,0,0,43,52,10,9,29,0,101,1232,136,166,340,17,1883,70,9,7,86,3482,3651,4908,1215,1131,8543,3594,19385
5009,28863,93451,76980,374593,4411,578300,581,2823,1755,32838,728,38732,101503,2262,4282,2980,524,111554,9400,2672,1443,7641,144,21307,20839,5708,3894,10465,197,41092,295708,83686,66995,310324,5621,762330,34196,542,2695,593,132,38163,9617,1107,947,2483,71,14227,23696,5209,4361,24643,372,58285,5960,2028,1065,5240,69,14367,3062,545,360,850,35,4857,66975,2300,1619,1748,192,72826,69013,15286,11240,84688,1028,181253,45766,14978,7329,45786,643,114503,7492,119,415,119,16,8158,1906,436,245,520,9,3121,6363,1104,689,2288,60,10504,1970,688,382,1371,25,4437,18333,2560,1680,806,182,23558,12990,5091,3047,1480,108,22717,11781,1880,1562,4185,104,19501,4437,361,615,753,42,6209,2264,318,104,60,19,2768,69639,17443,13508,76660,957,178203,6398,571,357,647,39,8005,23541,2246,1947,592,100,28425,7663,634,562,1759,58,10679,5463,478,312,365,31,6645,20569,517,941,415,68,22512,11618,2035,1437,4190,69,19345,249202,19372,19357,20916,1968,310822,12231,1014,847,5347,78974,98414,966306,165607,131722,696480,93364,2053484
5010,133,531,502,3599,33,4798,10,93,62,2258,55,2474,183,10,18,41,7,254,41,15,10,23,0,77,106,43,22,87,0,259,1317,482,383,2791,54,5026,464,9,51,15,0,534,60,0,4,21,0,91,131,41,35,327,0,544,27,11,4,23,0,59,15,3,0,0,0,24,245,5,5,12,0,270,354,85,73,827,11,1350,101,45,25,240,4,405,24,0,4,0,0,28,4,0,0,4,0,8,12,3,0,0,0,21,4,8,4,6,0,24,378,55,34,30,5,507,176,50,24,16,6,263,34,4,10,15,0,65,9,0,3,8,0,23,37,3,3,4,6,50,348,98,86,663,4,1201,11,5,0,3,0,17,110,10,12,0,0,134,57,0,3,15,0,78,17,0,3,0,0,26,32,0,7,0,0,41,39,5,12,22,0,65,1199,135,196,591,19,2141,65,8,6,87,3577,3744,4453,1010,910,8093,3738,18199
6000,595,4532,3479,60235,1013,69854,30,216,107,8548,154,9049,616,30,60,212,8,925,111,50,19,75,3,254,1519,466,336,921,22,3263,10748,4427,3296,54406,1211,74082,529,8,173,33,3,742,345,46,27,262,3,685,1541,505,303,3773,68,6192,142,56,27,133,7,353,193,54,22,70,8,344,306,31,39,55,4,439,1931,863,572,13040,188,16591,549,292,85,960,21,1907,74,9,18,0,0,100,33,19,3,34,0,81,17,8,3,8,0,34,105,38,27,100,6,267,252,69,41,71,5,438,441,174,119,118,6,859,417,120,57,317,4,913,163,25,18,58,0,262,24,8,3,9,0,44,2651,1095,757,11123,160,15782,47,15,7,22,3,88,268,38,43,17,6,367,169,11,20,80,6,292,45,5,4,15,0,65,71,8,23,0,5,100,458,86,63,334,8,951,3971,851,669,1896,88,7469,186,59,60,1455,9147,10902,22312,8131,6049,114746,11520,162761
6001,90,712,500,11040,192,12540,3,62,36,2116,18,2236,152,8,8,52,4,221,21,6,3,17,0,47,145,76,33,187,4,449,1245,604,460,9601,228,12134,106,0,30,14,4,151,25,0,6,32,0,65,183,52,22,608,9,888,20,11,6,17,0,48,18,9,3,13,0,37,160,3,5,20,0,195,252,123,64,2105,41,2582,39,27,5,157,5,241,6,0,0,0,0,8,7,0,0,4,0,15,0,0,0,0,0,0,22,9,3,28,0,59,28,12,13,9,0,52,65,26,22,23,0,138,42,9,5,28,0,85,12,0,0,19,0,32,15,0,0,6,0,17,320,149,121,1896,22,2508,12,3,0,4,0,21,46,6,0,3,0,52,34,0,5,20,0,56,39,0,5,4,0,45,24,0,0,0,0,24,49,12,9,49,0,119,792,117,118,332,17,1374,40,17,3,255,1170,1489,3285,1206,865,20619,1601,27574
6002,121,784,599,12259,177,13947,0,40,22,2035,20,2118,264,4,12,25,3,303,7,15,0,15,0,33,216,63,64,157,0,508,1461,781,591,11038,217,14088,171,13,52,18,8,252,31,5,3,47,0,86,136,71,40,653,7,906,27,8,3,36,0,86,17,8,4,4,0,26,195,9,0,5,0,219,220,111,80,2467,26,2900,68,51,9,144,0,268,23,0,7,5,0,27,7,8,0,5,0,19,5,0,0,0,0,6,25,6,0,15,0,49,25,10,13,15,0,70,55,34,17,36,4,138,55,23,4,55,0,132,20,8,0,8,0,33,8,6,0,4,0,15,370,175,139,2102,23,2816,8,3,0,4,0,12,38,4,3,3,0,57,39,0,0,22,0,57,19,9,4,8,0,30,56,3,4,0,0,62,68,21,13,75,0,172,995,123,97,398,15,1626,57,15,12,322,1213,1614,3993,1372,1035,23265,1616,31282
6003,1114,7763,5298,68787,780,83740,33,275,133,8519,115,9084,8198,132,262,329,31,8956,369,123,43,236,11,789,1735,705,452,1670,16,4575,12997,7541,5154,68357,965,95016,1170,44,268,46,9,1537,470,110,78,367,8,1029,2066,752,496,4944,60,8314,853,236,86,663,11,1843,227,121,30,152,5,539,3502,94,95,122,5,3815,2456,1561,960,18999,203,24178,1483,614,208,2034,30,4367,542,18,59,37,3,658,115,42,19,81,0,258,38,7,4,16,0,67,109,72,31,141,0,355,177,113,65,99,0,461,458,265,164,194,3,1081,1009,340,156,851,10,2359,325,46,44,143,3,563,40,23,11,5,0,80,3083,1838,1235,14943,121,21217,177,39,17,53,0,288,526,93,77,46,0,743,422,54,32,142,3,656,375,18,10,18,3,427,997,18,17,22,3,1062,549,181,122,597,8,1462,16985,1833,1344,3229,165,23552,669,79,51,1389,8555,10749,53080,14233,9565,138220,10588,225693
6004,426,2850,2128,31359,403,37170,8,101,59,3010,47,3231,1524,41,76,183,5,1828,61,25,5,62,0,163,851,348,250,936,5,2396,4498,2684,1946,29923,410,39462,444,15,149,24,5,634,116,32,19,158,4,332,576,285,155,2039,20,3065,104,40,18,95,3,261,62,36,8,48,0,160,1053,40,24,28,5,1150,832,456,311,6935,56,8593,436,241,57,814,13,1565,143,3,15,9,0,167,36,13,3,15,0,70,12,3,3,6,0,30,29,16,12,55,0,108,78,49,30,45,0,213,136,104,65,63,0,357,239,80,41,214,0,582,101,12,10,29,0,153,26,12,7,4,0,52,1126,655,458,6219,48,8509,29,4,5,12,0,44,152,30,24,12,0,219,119,10,13,61,4,209,128,13,8,4,0,148,234,8,19,5,0,266,180,42,36,180,0,439,6277,522,482,955,62,8298,230,27,29,665,3482,4428,17076,5053,3655,60647,4382,90809
6005,64,392,297,5725,81,6560,3,20,15,1070,10,1114,51,4,3,18,0,76,10,6,0,7,0,20,216,57,42,182,0,499,747,358,264,5333,108,6808,51,0,19,4,0,74,24,4,3,21,0,58,59,30,10,278,5,391,11,8,0,18,0,32,10,5,0,4,0,25,34,3,9,10,0,50,127,64,36,1146,12,1388,35,18,7,66,0,133,4,0,6,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,10,3,0,0,0,14,16,10,4,5,0,32,26,17,10,17,0,73,23,6,6,9,0,45,8,0,0,4,0,14,4,0,0,0,0,4,159,79,65,1080,16,1407,4,0,0,0,0,7,15,0,0,4,0,24,10,3,3,14,0,30,7,0,5,0,0,13,0,0,6,0,0,10,30,7,7,26,0,72,257,66,45,172,4,541,15,6,0,121,567,710,1668,672,497,11132,779,14742
7000,341,1517,1421,14873,234,18395,22,227,132,38741,557,39675,415,26,31,222,10,700,57,13,10,43,0,116,423,145,85,223,8,889,3332,1425,1201,11856,239,18049,663,4,120,41,11,845,173,26,13,71,3,284,600,199,147,1719,20,2691,100,35,16,114,3,261,48,17,10,24,0,100,338,13,3,8,0,373,804,314,249,3976,56,5401,336,148,64,581,19,1142,48,0,8,3,0,59,8,8,0,18,0,36,13,4,0,8,0,26,56,21,10,44,5,137,263,43,32,39,4,377,257,69,57,31,10,419,120,24,22,89,4,250,51,9,11,25,0,96,38,5,3,7,0,52,895,369,261,3365,42,4931,25,0,0,9,0,35,141,15,24,13,0,193,111,7,12,47,0,179,60,5,0,4,0,71,243,6,13,3,5,274,110,27,19,120,0,275,2733,329,335,1145,90,4634,131,13,17,491,11301,11956,10336,2936,2479,64445,12421,92613
7001,241,760,686,5747,49,7487,8,148,90,5052,84,5390,448,18,36,71,6,569,20,3,8,11,0,36,219,49,45,115,3,431,1902,696,583,4681,72,7932,622,13,66,12,0,709,107,12,18,43,0,185,437,94,73,847,8,1466,39,31,9,36,0,109,25,5,4,13,0,47,914,10,16,11,0,960,517,199,131,1741,27,2619,241,72,44,292,3,666,73,5,8,0,0,84,7,5,0,16,0,30,0,0,0,3,0,5,12,14,5,22,3,59,328,52,51,30,10,465,168,55,26,19,0,263,92,16,18,54,0,183,35,5,3,16,0,60,156,6,7,5,3,178,462,170,138,1413,22,2212,10,5,0,4,0,21,86,11,6,4,0,112,85,7,0,18,0,109,69,3,0,9,0,82,88,6,0,7,0,100,65,10,13,67,0,159,3149,263,233,472,40,4159,167,8,4,101,2463,2746,8681,1535,1302,14688,2728,28938
7002,1469,4173,4221,28136,277,38269,69,655,343,10734,409,12215,4538,195,341,735,41,5851,110,52,20,109,5,296,726,297,194,583,10,1817,8397,3372,3100,23035,325,38231,5746,121,583,219,27,6697,442,57,76,221,0,804,1253,434,397,3451,32,5572,2026,633,300,1032,29,4028,155,35,22,58,0,270,3871,78,58,57,11,4075,2242,846,733,8120,69,12004,1107,394,172,1576,16,3264,322,5,27,6,3,365,77,14,8,52,3,160,31,6,3,19,0,69,100,55,24,181,0,363,595,120,132,97,4,951,492,247,132,90,13,982,347,94,57,260,0,759,165,24,24,74,0,295,140,28,4,34,6,216,2034,814,716,6764,48,10381,79,19,0,27,0,120,384,66,42,30,3,518,503,32,31,88,9,664,536,27,26,24,3,616,1211,33,89,26,6,1370,309,70,75,316,0,767,17088,1243,1575,3140,170,23215,683,58,48,537,14473,15798,47954,8221,7691,60179,15716,139764
8000,6,41,34,403,4,486,0,0,0,25,0,33,3,0,3,9,0,13,8,3,0,0,0,3,12,0,0,19,0,34,58,35,32,275,3,406,5,0,0,0,0,6,4,5,0,0,0,7,13,5,5,32,0,49,0,0,0,6,0,3,0,0,0,4,0,6,9,0,0,0,0,9,12,6,6,118,5,149,4,4,0,10,0,17,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,12,3,0,0,3,0,6,3,0,0,0,0,3,0,0,0,0,0,0,19,18,7,108,0,144,0,0,0,4,0,4,3,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,49,10,8,8,6,73,0,0,0,0,73,78,163,75,66,706,82,1084
8001,5284,19451,16286,113853,681,155557,135,595,334,8884,89,10036,23182,687,1415,1285,110,26681,3478,612,305,1689,35,6119,2985,1364,892,3081,26,8343,27460,16673,13129,98662,723,156652,6583,199,865,238,28,7913,1550,376,291,1052,11,3282,5330,2006,1542,11628,92,20601,2796,666,360,2155,33,6008,1025,305,211,634,13,2186,20259,409,368,286,26,21358,6217,4226,3266,42479,222,56414,6073,2060,1051,7659,74,16920,3142,70,265,59,3,3537,848,275,116,472,3,1719,1689,289,132,434,18,2561,730,313,229,994,14,2277,923,304,232,230,14,1698,1361,760,566,401,12,3097,2721,554,520,1535,23,5356,1291,179,203,469,14,2159,846,190,72,42,15,1170,7444,4527,3600,32919,167,48664,1787,295,158,343,16,2596,1456,254,240,131,6,2089,2203,278,224,529,25,3265,1939,150,155,133,8,2389,5397,155,329,147,29,6047,1250,504,339,1758,11,3862,61135,5878,5763,7750,340,80864,2430,190,146,1477,17828,22073,177735,36334,29687,224925,20024,488707
9000,44,158,131,898,8,1240,3,4,0,149,0,158,339,14,16,29,0,390,0,4,0,6,0,15,22,4,12,14,0,55,398,110,103,517,22,1147,66,0,8,0,4,73,12,4,4,10,0,24,36,9,7,60,0,110,0,0,0,3,0,8,6,0,0,0,0,3,26,0,4,0,0,33,84,28,18,148,8,285,19,4,6,12,0,44,8,0,0,0,0,8,3,0,0,3,0,6,3,0,0,0,0,3,5,4,0,0,0,12,40,10,6,5,0,54,86,23,33,5,0,150,9,5,0,0,0,15,6,4,3,0,0,11,8,0,0,0,0,7,109,20,22,165,4,328,5,0,0,0,0,5,24,0,0,0,0,26,15,0,0,3,0,17,0,0,0,0,0,0,10,0,0,0,0,10,7,3,0,7,0,21,448,236,220,698,23,1627,17,7,4,27,1068,1122,1478,412,392,2008,1125,5425
