SUA_CODE_2021,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Samoan_Both_prnts_born_os,Samoan_Father_only_born_os,Samoan_Mother_only_born_os,Samoan_Bth_prnts_born_Aus,Samoan_bp_ns,Samoan_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_P_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
2008,1910,10537,7724,81950,1098,103222,45,162,121,3079,47,3460,3511,175,258,662,15,4621,2736,452,240,1107,42,4571,2987,1132,709,2838,45,7711,15836,9372,6888,78236,1040,111373,2247,97,386,117,27,2881,506,146,101,638,4,1399,2815,1087,711,8133,100,12851,1132,340,141,913,14,2540,639,154,92,361,9,1251,4591,138,93,124,15,4960,3860,2440,1640,29637,249,37815,4338,1434,592,6363,78,12812,222,5,25,15,0,273,232,89,45,181,8,555,1195,203,91,409,14,1916,921,270,179,928,12,2306,453,163,95,94,6,814,739,461,340,225,10,1777,1490,369,222,978,13,3077,494,95,79,192,8,866,127,46,18,19,0,211,4372,2637,1933,24546,204,33684,1095,141,75,208,16,1528,652,158,108,95,6,1027,721,137,108,302,4,1274,470,72,50,66,7,668,859,41,78,20,3,1000,635,259,187,940,13,2033,16943,2321,1842,3998,191,25296,805,113,120,1612,12445,15094,65888,20141,14395,171058,15095,286572
2009,156,954,743,6918,93,8854,3,7,15,164,0,186,88,15,32,63,5,199,102,26,11,53,0,189,161,77,59,186,3,488,1502,820,653,6086,72,9135,33,0,8,11,0,59,56,18,10,55,0,138,250,121,58,583,3,1016,106,31,20,76,4,240,40,3,6,14,0,65,89,10,3,11,0,114,396,237,160,2322,24,3139,366,130,70,598,5,1171,5,0,5,4,0,11,10,8,0,13,0,31,33,6,6,33,0,81,280,99,51,251,0,682,28,9,13,5,0,59,82,52,39,12,0,188,129,36,16,114,0,299,31,3,0,22,0,65,8,0,4,0,0,13,399,231,153,1919,17,2720,27,3,0,10,0,42,59,15,9,4,0,89,42,4,7,7,0,62,29,24,12,5,0,69,26,11,3,0,0,37,71,23,6,85,0,187,677,184,141,338,0,1335,41,3,11,126,784,969,4166,1765,1306,13631,961,21837
2010,45,319,228,6375,97,7070,0,12,6,295,9,321,100,5,9,22,0,135,9,11,0,7,0,24,74,39,30,107,3,247,338,304,233,6020,95,6995,127,0,28,13,3,164,15,0,0,57,0,70,59,42,37,1521,13,1667,21,7,4,15,3,52,12,0,0,7,0,25,196,0,0,6,0,207,96,54,30,1532,23,1735,141,36,22,329,0,532,4,0,0,0,0,4,8,0,0,4,0,15,0,0,3,0,0,10,8,9,0,11,0,25,14,0,3,0,0,16,18,19,4,6,0,50,31,8,0,31,0,77,3,4,4,5,0,12,0,0,0,0,0,5,91,70,59,1612,14,1854,5,0,0,3,0,7,23,8,0,0,0,35,18,0,0,4,0,23,13,3,0,6,0,17,11,0,0,3,0,16,13,7,3,49,0,76,489,59,37,125,0,714,28,6,4,196,745,981,1706,594,446,13216,950,16914
2011,75879,147460,112307,759025,8438,1103110,1203,2311,1294,25576,415,30810,379902,5692,11103,9229,2019,407944,26435,4089,2223,8461,268,41473,29871,10540,6590,22633,296,69922,278787,121537,90508,704926,9381,1205127,71583,1744,6899,1447,246,81927,15845,2440,1797,7504,142,27720,42730,13205,9340,68844,886,134999,99728,16206,8546,44672,1044,170197,11671,2401,1397,4409,140,20016,248695,4585,3279,2477,506,259538,66139,30727,21128,271541,2118,391662,147600,35888,17106,115390,1857,317839,18259,215,774,229,51,19527,30478,6916,3240,6399,232,47273,30904,4249,2392,8109,266,45926,33253,8099,4816,21899,387,68451,16112,2288,1728,1138,155,21417,17894,6006,4480,2479,147,31008,30067,5258,4038,11504,261,51128,17794,1590,1709,2878,141,24108,18821,1549,709,296,214,21598,65343,29655,22620,215153,1671,334442,20477,2144,1333,2429,205,26594,16122,2673,2164,973,77,22006,18378,1505,1277,3077,129,24366,40896,2834,1982,2209,160,48086,109331,1896,3667,1788,529,117218,8528,2466,1786,9299,70,22151,751261,50482,41990,58366,5136,907237,40919,2524,1989,13359,198252,257045,2398608,311216,228618,1623667,228989,4791106
2012,417,1157,748,16948,253,19525,22,98,33,2496,59,2709,1024,3,19,84,8,1136,181,39,14,141,5,381,190,70,37,165,5,461,1569,1054,690,15889,304,19513,370,9,47,9,0,439,56,6,7,97,0,169,276,118,70,2189,25,2676,285,76,23,269,7,655,59,18,3,50,4,136,505,13,4,9,0,537,238,219,107,4120,44,4723,1372,367,165,2006,47,3952,66,0,4,0,0,77,7,4,0,4,0,19,20,0,0,7,0,28,25,18,9,65,0,120,68,18,12,28,0,127,98,43,44,27,5,216,71,29,17,84,0,203,26,9,6,20,0,52,90,12,13,0,0,115,337,224,180,4028,40,4810,26,4,0,8,0,41,63,6,7,3,0,80,50,6,8,31,0,91,37,7,4,6,0,57,337,0,3,3,5,352,49,22,23,117,3,215,3515,364,181,587,57,4707,213,30,15,479,3944,4682,10013,2414,1485,35273,4662,53856
2013,182,766,537,7412,162,9057,0,14,7,447,14,483,114,0,9,24,0,151,56,5,7,15,3,90,386,108,61,288,7,853,1133,692,527,5897,166,8413,176,14,50,8,3,257,19,4,6,31,0,61,249,104,46,522,16,936,69,16,4,60,0,148,51,4,4,13,0,73,37,8,0,3,0,54,223,158,80,1582,29,2074,164,62,35,329,14,602,8,0,0,0,0,6,3,0,0,0,0,11,13,0,0,0,0,13,322,67,23,248,7,664,29,6,8,13,0,52,36,35,21,17,0,103,125,29,12,67,0,235,34,4,0,18,0,58,36,0,0,0,0,37,384,182,121,1497,37,2218,57,4,3,14,5,81,13,9,11,6,0,37,29,9,0,17,3,59,3,10,0,8,0,16,20,0,0,0,0,24,45,7,14,40,0,111,618,129,89,268,16,1124,69,22,10,247,1332,1679,3875,1436,979,13654,1716,21657
2014,39,296,211,4047,60,4660,3,9,7,278,8,312,29,0,4,28,0,62,13,3,0,8,0,20,96,27,27,82,0,237,472,294,191,3737,68,4768,69,3,18,4,0,88,18,0,0,17,0,41,79,26,26,477,4,609,17,6,0,13,0,36,8,0,0,0,0,10,51,4,0,12,0,66,81,61,32,978,15,1176,42,25,6,102,0,169,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,4,42,5,5,32,0,78,31,8,0,8,0,48,25,12,10,9,0,64,19,3,0,16,0,41,5,0,0,5,0,18,3,0,0,0,0,3,133,103,60,1051,9,1357,4,0,0,0,0,8,14,0,5,0,0,20,12,0,0,6,0,23,6,0,0,0,0,12,17,0,0,0,0,16,20,7,6,40,0,75,263,51,38,89,6,453,20,9,8,126,578,741,1327,573,383,8093,713,11092
2015,88,516,419,5336,76,6442,0,18,4,344,11,378,145,3,10,34,0,199,46,16,3,24,0,84,151,60,36,154,0,391,754,481,348,4547,77,6205,110,9,23,7,0,150,21,7,0,19,0,47,97,49,29,383,5,564,31,9,8,42,0,97,12,3,0,4,0,18,164,14,5,8,0,183,156,102,65,1387,20,1737,121,42,28,306,4,506,0,0,3,6,0,6,7,5,0,19,0,26,5,0,0,12,0,18,20,8,4,42,0,78,19,4,6,9,0,34,27,23,11,11,0,72,61,9,8,43,0,124,18,0,0,11,0,38,10,0,0,0,0,10,204,120,101,1215,19,1659,20,5,0,9,0,29,50,6,0,4,0,59,14,0,0,12,0,32,36,4,7,11,0,60,57,0,8,0,0,65,33,16,4,53,0,104,551,98,77,195,14,927,41,10,7,126,759,937,2482,926,698,10103,933,15145
2016,706,1172,757,14226,239,17090,8,90,36,2013,52,2191,719,17,26,96,4,858,51,26,7,45,3,132,247,109,61,310,3,733,1726,1081,722,13924,241,17692,675,6,102,11,9,801,35,3,5,96,0,142,242,99,79,1204,9,1638,304,48,11,243,5,616,41,11,11,19,0,77,1581,26,9,14,3,1637,277,237,130,4586,33,5265,1488,373,152,2058,30,4103,17,0,4,0,0,26,15,9,3,10,0,28,179,21,5,109,0,315,40,19,10,76,3,152,80,22,23,23,0,147,106,35,35,36,4,209,60,19,7,82,0,178,16,9,0,12,0,43,267,13,0,3,0,288,380,287,161,3730,39,4598,32,8,6,17,0,60,68,3,10,5,0,87,79,16,4,45,0,146,97,0,8,11,0,112,90,4,8,7,0,104,29,17,8,79,0,134,6851,335,216,675,70,8143,303,29,21,332,3472,4161,14813,2467,1560,30652,4096,53585
2017,43,187,144,3945,50,4373,0,8,4,405,8,430,168,4,13,20,0,206,5,0,0,4,0,10,34,24,7,49,0,122,292,171,179,3524,48,4209,125,0,10,0,3,140,6,0,0,23,0,31,35,20,9,371,3,433,6,0,7,13,0,21,5,3,0,13,0,23,138,11,0,0,0,154,53,26,24,1237,11,1341,235,58,6,354,6,662,6,0,0,3,0,8,3,0,0,7,0,5,0,0,0,0,0,0,4,6,0,10,0,14,3,8,0,8,0,19,16,8,3,4,0,19,6,0,0,7,0,14,0,0,0,0,0,0,0,4,0,0,0,4,57,38,47,958,12,1113,3,0,0,3,0,9,18,0,0,0,0,18,7,0,0,10,0,15,0,0,0,0,0,0,139,0,0,0,0,139,5,8,0,29,0,42,671,36,25,106,3,843,30,0,3,103,669,804,1865,369,290,7954,787,11263
2018,315,1323,956,13429,215,16238,0,24,9,754,12,808,405,18,18,54,3,492,88,14,4,44,0,146,532,216,161,574,3,1487,2102,1269,897,12213,270,16751,404,17,80,17,4,529,49,7,12,64,0,128,408,143,111,1102,26,1791,188,43,18,127,0,372,57,31,0,51,0,135,489,8,3,20,4,526,450,283,171,3154,45,4108,998,215,72,1065,31,2377,11,0,0,0,0,17,7,8,0,9,0,27,3,0,0,9,0,16,295,83,37,335,4,747,93,22,29,38,0,189,87,70,37,35,0,233,208,36,17,121,6,390,41,12,15,22,3,90,24,10,3,4,0,36,697,352,309,3232,38,4636,35,7,7,19,0,64,51,15,8,4,0,70,93,12,13,46,4,160,82,8,7,10,0,107,78,0,0,3,0,86,64,19,14,89,0,189,1864,199,153,531,41,2785,127,31,24,386,3607,4176,8636,2601,1825,26476,4177,43711
2019,100,564,355,6618,111,7751,6,16,5,389,4,409,99,0,11,58,0,174,36,5,0,11,0,51,127,50,33,114,6,325,608,576,389,6656,140,8371,147,0,22,8,9,182,26,8,0,54,0,86,127,64,32,648,11,876,35,8,10,34,0,86,31,9,5,24,0,68,131,3,0,9,0,147,127,142,74,2429,32,2806,485,149,56,719,10,1421,0,0,0,0,0,4,5,3,0,10,0,14,6,0,0,10,0,12,13,8,0,18,0,40,17,10,5,5,0,38,24,17,15,20,0,76,38,4,7,27,0,71,13,4,0,10,0,28,14,0,5,3,0,25,188,139,99,1823,28,2275,15,0,4,7,0,20,33,6,0,6,0,48,26,3,0,14,0,40,27,11,0,0,0,37,20,0,0,0,0,21,22,7,6,64,0,99,591,96,71,259,8,1017,45,11,6,185,979,1219,2641,1109,697,14074,1266,19791
2020,228,1613,1196,14336,165,17546,6,24,17,533,4,591,318,17,25,62,4,432,94,28,7,32,4,155,598,193,135,587,8,1521,2572,1517,1099,12905,199,18285,176,13,63,8,0,261,77,7,19,104,4,205,418,121,121,1128,23,1807,107,34,4,102,0,246,123,22,7,49,0,200,359,38,6,20,0,419,541,335,223,3695,50,4838,378,187,62,825,5,1452,19,0,3,0,0,23,10,0,0,11,0,25,12,4,0,4,0,24,58,29,23,88,0,195,78,19,10,19,0,133,122,77,71,45,0,313,145,36,21,96,0,298,57,11,12,30,0,104,15,4,3,0,0,21,609,366,287,3495,34,4788,51,16,5,9,0,85,112,15,17,8,0,155,70,17,7,35,4,129,88,21,5,11,0,124,69,0,7,0,0,76,87,38,10,107,0,241,1481,255,211,550,24,2526,96,19,20,321,1861,2311,7350,2915,2100,27450,2277,42095
2021,115,920,682,12020,164,13902,9,25,16,650,12,712,383,13,21,57,5,482,18,9,0,29,0,51,230,131,46,302,4,713,1129,819,569,11871,163,14553,237,5,43,12,4,293,32,13,10,115,0,178,156,78,63,1144,11,1447,49,12,7,70,0,140,11,4,3,14,0,30,176,18,4,7,0,207,297,263,151,5894,54,6655,100,72,24,424,4,620,38,0,0,0,0,45,10,3,0,13,0,29,0,0,0,10,0,11,36,12,7,38,0,100,86,28,28,11,3,154,78,42,32,24,0,175,37,21,4,47,0,115,26,7,3,10,0,46,12,5,4,0,0,21,347,219,169,3728,31,4496,10,0,0,0,0,10,92,9,8,3,0,114,26,5,0,25,0,64,63,6,3,0,0,78,110,0,5,0,0,110,30,14,13,99,0,159,987,178,142,319,16,1643,55,17,16,383,1850,2327,4127,1693,1201,26381,2224,35622
3000,3658,20371,16751,247064,3775,291623,150,1546,821,54951,984,58443,2894,192,312,2253,49,5699,736,213,61,489,17,1522,5156,1446,943,2744,81,10369,43308,19112,15028,213311,4005,294764,5535,106,1043,347,100,7130,1701,255,230,1369,28,3587,7015,2616,1993,43472,507,55601,590,278,101,1048,25,2040,732,171,71,287,15,1269,2285,156,122,279,23,2864,8561,4006,3001,65447,827,81847,7161,2841,1141,14985,260,26386,581,15,40,15,0,659,110,47,27,196,0,380,75,18,8,33,0,136,1168,497,257,2279,38,4233,2534,523,431,454,49,3992,3090,1281,943,671,64,6047,1313,335,201,1230,35,3124,620,132,99,504,17,1376,507,101,60,100,11,771,11138,4772,3625,56650,648,76830,282,67,26,86,7,462,1925,229,197,120,17,2492,1286,190,95,846,26,2447,192,35,33,67,0,332,831,21,55,23,9,941,1381,379,257,1867,45,3930,21294,3906,3552,23520,846,53114,1498,371,340,6582,81105,89889,109778,38860,30117,517938,90761,787451
3001,102,547,581,4011,31,5267,5,27,9,331,0,370,151,3,11,37,0,201,29,6,9,18,0,57,172,47,29,84,0,330,1763,514,536,4041,50,6906,137,6,21,5,4,166,117,3,6,29,3,166,255,63,52,473,4,862,30,16,5,40,0,89,28,11,0,13,0,54,92,0,4,4,0,108,376,88,90,1240,13,1803,223,53,24,264,5,572,24,0,5,0,0,23,24,3,0,8,0,35,8,0,0,3,0,13,24,17,12,44,0,102,104,24,23,15,4,169,132,49,41,16,0,239,80,11,12,16,0,123,26,7,6,11,0,50,16,5,3,0,0,21,473,104,116,980,5,1677,13,0,0,3,0,24,69,9,8,0,3,92,132,4,10,16,0,162,20,0,0,7,0,24,34,0,4,0,0,37,63,14,15,36,0,122,875,114,136,239,16,1373,58,12,13,82,2524,2696,4396,1044,1013,8468,2634,17553
3002,26025,96690,77641,556893,5998,763240,828,4618,2773,58238,874,67333,102660,2576,4864,6345,571,117022,4811,1116,602,2140,45,8711,17602,6183,3865,11740,187,39579,210179,84936,63912,517829,6435,883293,31755,1092,5537,1334,179,39898,8605,1603,1152,4855,90,16301,26040,9704,6967,91389,761,134864,7150,2823,1342,8338,98,19747,4376,991,554,1574,38,7524,63369,1967,1385,1482,172,68374,46720,20021,13955,188815,1373,270887,21789,8457,4120,33287,355,68007,16068,129,725,157,37,17117,2441,890,423,2102,23,5870,1230,233,162,334,16,1975,2339,1182,704,3842,39,8108,28519,4067,2983,1682,254,37511,19660,6962,5173,2581,227,34611,8923,1955,1520,5529,91,18025,6044,798,809,2293,80,10023,25002,2395,1178,471,276,29321,53951,21137,15686,153310,1190,245274,4710,576,364,700,42,6387,14905,1973,1539,607,68,19096,9592,981,759,2158,71,13566,5398,459,363,446,22,6688,25646,732,1212,678,122,28392,7050,1840,1220,7255,68,17436,231707,23428,22466,38061,2293,317952,13649,1384,1247,10930,104204,131417,842526,179378,140292,1150330,121600,2434126
3003,393,2282,1759,24972,340,29745,9,143,83,3293,52,3582,519,24,42,167,0,755,62,19,7,39,0,127,531,175,84,323,7,1119,4307,2150,1584,23348,319,31710,647,21,187,47,8,906,148,25,14,136,0,333,574,319,184,5291,35,6400,34,25,6,91,0,161,89,29,4,39,0,159,495,25,14,32,4,567,728,432,253,6108,53,7574,482,256,51,1103,12,1907,208,4,8,3,0,222,16,4,7,28,0,57,6,0,0,0,0,18,127,36,15,204,9,388,174,58,43,48,0,315,233,149,105,80,7,580,107,23,13,126,0,270,79,14,20,72,0,181,49,13,4,5,0,78,1069,520,366,5944,50,7949,35,9,5,21,0,66,220,18,10,11,0,265,101,10,5,65,0,185,51,16,13,8,0,88,163,12,4,9,0,188,136,36,26,195,3,400,2454,403,355,1572,37,4823,181,37,21,669,3426,4335,11708,4261,3070,51300,4201,74550
3004,1522,5242,5352,33332,400,45846,76,639,328,9629,196,10872,2312,135,225,586,18,3276,293,95,26,238,6,656,1263,362,247,658,12,2548,12895,4577,4066,31594,447,53579,2322,96,472,136,26,3057,719,92,84,277,3,1171,2393,587,549,4570,55,8152,294,107,62,404,4,870,286,59,32,90,4,466,1848,78,57,65,5,2052,2681,1072,890,11615,100,16360,2028,799,456,3900,42,7220,905,5,52,4,0,960,65,19,15,70,0,174,28,5,0,18,0,53,194,99,60,323,0,681,732,153,154,116,13,1167,880,374,258,165,16,1704,609,98,58,256,6,1028,244,47,44,116,9,454,362,95,40,47,8,563,3209,1157,938,9181,76,14566,115,24,9,45,0,198,482,60,51,31,5,625,572,56,26,198,11,856,201,30,17,29,0,277,416,12,55,10,0,491,481,94,80,419,4,1086,14840,2008,2554,8304,394,28099,562,70,101,646,14662,16036,44355,10479,9789,77381,16071,158075
3005,78,380,332,4759,33,5574,0,21,27,635,3,685,146,4,5,44,0,202,6,9,5,11,0,27,73,27,16,95,0,211,713,357,264,4052,31,5413,242,5,35,10,0,290,24,3,3,20,0,54,121,49,31,719,3,918,15,15,3,34,0,63,17,0,0,6,0,20,107,4,0,0,0,118,165,69,49,1285,9,1571,46,19,5,225,6,296,20,0,10,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,7,10,4,48,0,60,248,32,26,8,3,312,116,45,38,36,0,228,22,13,9,30,0,73,5,0,0,0,0,10,47,0,6,0,0,48,236,106,65,1176,5,1594,0,0,0,0,0,0,116,12,15,4,0,143,22,0,0,9,0,36,15,0,0,0,0,15,29,0,0,0,0,30,16,12,3,41,0,70,573,98,78,227,6,982,51,5,9,121,1332,1519,2530,746,589,9306,1418,14592
3006,274,1482,1204,15159,122,18239,12,113,73,2610,33,2837,244,11,25,159,0,439,39,16,4,29,0,88,274,96,50,243,0,661,2669,1286,1001,12937,139,18033,858,12,119,40,0,1026,95,10,14,65,0,189,369,167,104,2304,27,2975,56,37,5,108,7,210,37,18,7,27,0,91,484,12,10,23,0,533,579,231,156,3496,30,4489,201,124,41,622,0,988,21,3,4,0,0,33,8,4,0,16,0,29,7,4,0,0,0,18,22,13,9,66,0,110,405,72,45,56,0,582,279,115,74,65,4,534,94,19,16,66,0,200,71,16,12,55,4,154,86,19,10,4,0,117,785,295,227,3181,27,4510,29,5,3,3,0,44,347,32,35,13,0,421,77,14,3,42,0,135,53,8,0,4,0,61,34,4,7,0,0,36,70,26,12,124,3,235,1619,300,236,1070,33,3257,148,26,17,348,2568,3100,8065,2658,2026,29650,2874,45277
3007,6957,28378,23781,156825,1947,217885,258,1126,725,13975,143,16230,18502,533,940,1553,154,21675,2274,414,219,773,35,3713,5614,1559,1046,2985,47,11250,82124,24761,19918,152434,2236,281470,6958,285,1371,303,60,8972,3235,472,365,1556,37,5664,9139,2386,1951,18469,234,32180,2235,821,450,2026,40,5577,1902,303,147,426,19,2805,8463,378,245,290,22,9389,16331,5140,3740,49653,482,75351,8970,2507,1259,8768,144,21639,4286,30,187,43,10,4549,854,256,123,660,12,1900,564,99,65,174,4,911,1419,500,310,1394,20,3649,11114,1556,892,529,86,14179,8350,2399,1706,728,68,13253,3213,479,428,1224,16,5364,2314,239,256,505,23,3338,2357,401,157,78,26,3022,20167,5717,4430,40108,386,70811,1668,198,109,234,25,2226,4873,605,465,189,19,6149,3355,273,258,680,21,4592,636,90,68,94,6,896,1736,58,180,61,14,2051,2617,503,342,1624,30,5113,53666,6763,6915,9134,497,76975,3478,495,428,3451,39022,46880,232378,52014,42469,325766,44443,697078
3008,105,763,584,7937,115,9514,10,54,47,929,10,1058,73,6,3,64,0,149,11,4,0,13,0,29,159,54,43,86,0,341,1228,725,528,7318,140,9939,152,4,39,10,4,209,47,9,11,50,0,115,208,83,65,1330,19,1697,19,10,7,25,4,58,25,7,6,13,0,47,104,8,7,20,0,136,232,138,103,1998,26,2492,71,31,22,251,3,383,16,0,10,0,0,19,0,4,0,3,0,7,0,0,0,0,0,3,15,3,3,20,0,54,44,25,14,13,0,95,88,58,47,32,0,223,35,9,3,42,0,96,21,0,9,10,0,36,14,5,0,0,0,16,310,169,113,1871,17,2484,7,3,0,4,0,16,67,12,9,7,0,94,21,6,0,21,0,49,5,3,0,5,0,5,35,0,0,4,0,40,30,15,0,73,0,117,459,150,103,439,19,1164,39,12,15,248,1061,1376,2855,1379,1039,15744,1341,22353
3009,405,2039,1577,17687,324,22026,13,113,71,2351,37,2578,326,24,55,138,4,550,75,12,5,45,0,145,567,105,82,241,8,1006,5928,1940,1404,17316,346,26933,464,15,112,19,0,612,190,21,9,114,4,342,804,216,142,2945,39,4144,77,29,12,81,6,207,120,13,7,20,0,158,336,24,4,33,0,399,1058,337,223,4607,65,6284,361,151,53,611,12,1186,37,0,6,0,0,47,24,9,4,31,4,77,16,3,0,0,0,23,113,44,14,86,5,258,215,40,44,65,6,367,305,96,64,74,7,548,204,30,15,76,3,330,77,15,10,34,4,144,23,9,0,5,8,45,1467,474,322,4295,64,6624,44,11,4,10,0,59,215,19,17,12,3,265,112,3,10,48,3,180,48,5,7,4,0,64,50,0,3,5,0,60,196,30,20,144,0,398,2181,360,282,1025,56,3911,131,36,30,466,3207,3867,12780,3608,2681,36489,3993,59557
3010,33,303,231,3721,52,4335,0,31,20,561,3,619,98,3,12,29,0,139,6,4,5,7,0,19,57,16,17,47,0,144,450,291,208,3336,52,4338,135,0,27,7,4,175,17,5,0,14,0,30,77,52,43,1069,10,1247,4,8,0,15,0,25,12,3,3,8,0,23,50,7,0,8,0,64,66,47,41,848,8,1001,29,15,7,90,3,143,16,0,0,0,0,16,3,0,6,11,0,18,0,0,0,0,0,0,9,0,0,7,0,22,36,20,9,12,0,69,41,26,17,14,0,100,6,0,0,26,0,38,3,3,3,11,0,20,8,4,5,4,0,27,106,70,39,806,8,1025,7,9,0,4,0,9,35,10,0,4,0,46,15,0,0,12,0,30,0,0,0,0,0,0,10,0,0,0,0,16,15,3,6,31,0,56,301,49,43,215,10,612,33,3,0,114,610,768,1360,563,429,7534,726,10605
