SUA_CODE_2021,M_Part_a_r_mar_0_14,M_Part_a_r_mar_15_24,M_Part_a_r_mar_25_34,M_Part_a_r_mar_35_44,M_Part_a_r_mar_45_54,M_Part_a_r_mar_55_64,M_Part_a_r_mar_65_74,M_Part_a_r_mar_75_84,M_Part_a_r_mar_85ov,M_Part_a_r_mar_Tot,M_Part_de_f_mar_0_14,M_Part_de_f_mar_15_24,M_Part_de_f_mar_25_34,M_Part_de_f_mar_35_44,M_Part_de_f_mar_45_54,M_Part_de_f_mar_55_64,M_Part_de_f_mar_65_74,M_Part_de_f_mar_75_84,M_Part_de_f_mar_85ov,M_Part_de_f_mar_Tot,M_LPar_0_14_yr,M_LPar_15_24_yr,M_LPar_25_34_yr,M_LPar_35_44_yr,M_LPar_45_54_yr,M_LPar_55_64_yr,M_LPar_65_74_yr,M_LPar_75_84_yr,M_LPar_85_yr_over,M_LPar_Tot,M_Child_u_15_0_14_yr,M_Child_u_15_15_24_yr,M_Child_u_15_25_34_yr,M_Child_u_15_35_44_yr,M_Child_u_15_45_54_yr,M_Child_u_15_55_64_yr,M_Child_u_15_65_74_yr,M_Child_u_15_75_84_yr,M_Child_u_15_85_yr_over,M_Child_u_15_Tot,M_Dep_stu15_24_0_14,M_Dep_stu15_24_15_24,M_Dep_stu15_24_25_34,M_Dep_stu15_24_35_44,M_Dep_stu15_24_45_54,M_Dep_stu15_24_55_64,M_Dep_stu15_24_65_74,M_Dep_stu15_24_75_84,M_Dep_stu15_24_85_over,M_Dep_stu15_24_Tot,M_Non_dep_child_0_14,M_Non_dep_child_15_24,M_Non_dep_child_25_34,M_Non_dep_child_35_44,M_Non_dep_child_45_54,M_Non_dep_child_55_64,M_Non_dep_child_65_74,M_Non_dep_child_75_84,M_Non_dep_child_85_over,M_Non_dep_child_Tot,M_Oth_rel_ind_0_14,M_Oth_rel_ind_15_24,M_Oth_rel_ind_25_34,M_Oth_rel_ind_35_44,M_Oth_rel_ind_45_54,M_Oth_rel_ind_55_64,M_Oth_rel_ind_65_74,M_Oth_rel_ind_75_84,M_Oth_rel_ind_85ov,M_Oth_rel_ind_Tot,M_Unrel_ind_liv_fam_hh_0_14,M_Unre_ind_liv_fam_hh_15_24,M_Unre_ind_liv_fam_hh_25_34,M_Unre_ind_liv_fam_hh_35_44,M_Unre_ind_liv_fam_hh_45_54,M_Unre_ind_liv_fam_hh_55_64,M_Unre_ind_liv_fam_hh_65_74,M_Unre_ind_liv_fam_hh_75_84,M_Unrel_ind_liv_fam_hh_85ov,M_Unrel_ind_liv_fam_hh_Tot,M_Group_hh_mem_0_14,M_Group_hh_mem_15_24,M_Group_hh_mem_25_34,M_Group_hh_mem_35_44,M_Group_hh_mem_45_54,M_Group_hh_mem_55_64,M_Group_hh_mem_65_74,M_Group_hh_mem_75_84,M_Group_hh_mem_85ov,M_Group_hh_mem_Tot,M_LPer_0_14_yr,M_LPer_15_24_yr,M_LPer_25_34_yr,M_LPer_35_44_yr,M_LPer_45_54_yr,M_LPer_55_64_yr,M_LPer_65_74_yr,M_LPer_75_84_yr,M_LPer_85_yr_over,M_LPer_Tot,M_Vis_from_within_Aus_0_14,M_Vis_from_within_Aus_15_24,M_Vis_from_within_Aus_25_34,M_Vis_from_within_Aus_35_44,M_Vis_from_within_Aus_45_54,M_Vis_from_within_Aus_55_64,M_Vis_from_within_Aus_65_74,M_Vis_from_within_Aus_75_84,M_Vis_from_within_Aus_85ov,M_Vis_from_within_Aus_Tot,M_OS_vis_0_14_yr,M_OS_vis_15_24_yr,M_OS_vis_25_34_yr,M_OS_vis_35_44_yr,M_OS_vis_45_54_yr,M_OS_vis_55_64_yr,M_OS_vis_65_74_yr,M_OS_vis_75_84_yr,M_OS_vis_85_yr_over,M_Overseas_v_Total,M_Tot_0_14_yr,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Part_r_mar_0_14,F_Part_r_mar_15_24,F_Part_r_mar_25_34,F_Part_r_mar_35_44,F_Part_r_mar_45_54,F_Part_r_mar_55_64,F_Part_r_mar_65_74,F_Part_r_mar_75_84,F_Part_r_mar_85ov,F_Part_r_mar_Tot,F_Part_de_f_mar_0_14,F_Part_de_f_mar_15_24,F_Part_de_f_mar_25_34,F_Part_de_f_mar_35_44,F_Part_de_f_mar_45_54,F_Part_de_f_mar_55_64,F_Part_de_f_mar_65_74,F_Part_de_f_mar_75_84,F_Part_de_f_mar_85ov,F_Part_de_f_mar_Tot,F_LPar_0_14_yr,F_LPar_15_24_yr,F_LPar_25_34_yr,F_LPar_35_44_yr,F_LPar_45_54_yr,F_LPar_55_64_yr,F_LPar_65_74_yr,F_LPar_75_84_yr,F_LPar_85_yr_over,F_LPar_Tot,F_Child_u_15_0_14_yr,F_Child_u_15_15_24_yr,F_Child_u_15_25_34_yr,F_Child_u_15_35_44_yr,F_Child_u_15_45_54_yr,F_Child_u_15_55_64_yr,F_Child_u_15_65_74_yr,F_Child_u_15_75_84_yr,F_Child_u_15_85_yr_over,F_Child_u_15_Tot,F_Dep_stu15_24_0_14,F_Dep_stu15_24_15_24,F_Dep_stu15_24_25_34,F_Dep_stu15_24_35_44,F_Dep_stu15_24_45_54,F_Dep_stu15_24_55_64,F_Dep_stu15_24_65_74,F_Dep_stu15_24_75_84,F_Dep_stu15_24_85_over,F_Dep_stu15_24_Tot,F_Non_dep_child_0_14,F_Non_dep_child_15_24,F_Non_dep_child_25_34,F_Non_dep_child_35_44,F_Non_dep_child_45_54,F_Non_dep_child_55_64,F_Non_dep_child_65_74,F_Non_dep_child_75_84,F_Non_dep_child_85_over,F_Non_dep_child_Tot,F_Oth_rel_ind_0_14,F_Oth_rel_ind_15_24,F_Oth_rel_ind_25_34,F_Oth_rel_ind_35_44,F_Oth_rel_ind_45_54,F_Oth_rel_ind_55_64,F_Oth_rel_ind_65_74,F_Oth_rel_ind_75_84,F_Oth_rel_ind_85ov,F_Oth_rel_ind_Tot
4006,..,7,134,251,356,447,423,305,55,1984,..,88,215,119,109,58,35,10,4,638,..,0,18,44,56,34,16,9,4,187,1124,..,..,..,..,..,..,..,..,1124,..,201,..,..,..,..,..,..,..,201,..,331,130,61,47,23,0,0,0,598,..,48,29,7,17,23,14,3,3,147,..,22,11,9,9,5,3,0,0,63,..,23,30,9,21,23,20,3,3,128,..,55,135,82,167,230,176,106,68,1025,26,41,31,21,24,19,19,5,4,188,0,0,0,0,0,0,0,0,0,0,1150,820,733,603,809,870,706,445,137,6282,..,13,202,304,403,463,419,224,23,2045,..,130,215,124,104,57,33,9,0,674,..,32,122,149,159,80,42,43,11,647,1039,..,..,..,..,..,..,..,..,1039,..,238,..,..,..,..,..,..,..,238,..,171,55,20,23,18,4,0,0,299,..,24,5,8,14,21,21,12,9,123
4007,..,14,200,451,591,955,1863,1441,318,5838,..,62,190,167,198,206,189,63,9,1085,..,0,8,53,74,37,21,12,10,214,1586,..,..,..,..,..,..,..,..,1586,..,361,..,..,..,..,..,..,..,361,..,318,205,100,91,46,6,0,0,750,..,41,26,17,12,22,27,15,10,163,..,19,16,10,7,12,9,6,0,84,..,32,46,34,30,50,49,39,6,280,..,32,81,104,203,351,427,329,167,1685,37,30,31,31,28,28,26,14,6,228,0,0,0,0,0,0,0,0,0,4,1622,902,800,965,1227,1704,2611,1919,529,12278,..,22,280,564,654,1155,1976,1111,172,5921,..,91,222,175,197,214,186,44,10,1139,..,23,97,207,243,121,68,62,60,882,1470,..,..,..,..,..,..,..,..,1470,..,371,..,..,..,..,..,..,..,371,..,215,90,41,33,35,17,0,0,438,..,46,16,11,10,35,54,43,34,245
4008,..,5,272,458,586,699,596,366,82,3058,..,112,345,169,186,144,32,11,0,998,..,13,40,61,90,45,21,15,9,288,1780,..,..,..,..,..,..,..,..,1780,..,357,..,..,..,..,..,..,..,357,..,439,202,66,75,20,0,0,0,803,..,54,35,24,11,22,17,7,3,172,..,18,21,9,14,3,4,0,0,68,..,60,64,18,40,30,34,11,0,254,..,77,240,199,320,414,244,131,64,1702,33,41,49,40,45,28,15,6,7,266,0,0,7,0,0,0,0,0,0,7,1810,1177,1262,1051,1361,1412,967,543,164,9753,..,31,370,512,664,719,524,304,36,3159,..,168,355,188,172,127,23,8,3,1054,..,56,212,234,218,96,50,36,20,917,1668,..,..,..,..,..,..,..,..,1668,..,351,..,..,..,..,..,..,..,351,..,235,82,32,21,11,6,0,0,379,..,55,12,3,18,26,27,21,19,174
5000,..,202,3043,6490,7819,9153,8460,4228,823,40217,..,997,3263,2450,2279,2023,1055,283,22,12368,..,33,172,446,627,420,230,124,70,2115,22157,..,..,..,..,..,..,..,..,22157,..,3157,..,..,..,..,..,..,..,3157,..,4240,1614,797,559,238,37,0,0,7487,..,803,457,266,249,345,307,133,66,2621,..,264,331,169,148,134,93,26,5,1177,..,360,708,364,366,503,358,124,20,2807,..,614,1305,1356,2333,3265,3230,1456,445,14007,479,506,476,421,383,407,464,167,43,3334,10,19,47,12,8,10,9,3,0,107,22641,11181,11412,12774,14772,16495,14242,6547,1497,111563,..,340,4380,7979,8604,9698,7615,2952,357,41916,..,1522,3732,2673,2452,1880,741,174,23,13187,..,274,1257,1911,1747,834,484,341,184,7038,20711,..,..,..,..,..,..,..,..,20711,..,3294,..,..,..,..,..,..,..,3294,..,2663,832,332,249,155,36,0,0,4263,..,618,251,167,252,459,431,302,185,2672
5001,..,28,497,827,1014,1171,1200,762,238,5736,..,176,410,292,261,211,141,33,4,1530,..,6,20,70,111,62,23,7,11,310,2914,..,..,..,..,..,..,..,..,2914,..,596,..,..,..,..,..,..,..,596,..,644,256,91,61,31,3,0,0,1097,..,92,67,23,17,34,38,10,7,295,..,49,56,25,20,15,12,0,0,183,..,87,93,39,46,44,26,17,0,349,..,74,167,132,223,361,327,198,115,1611,60,60,46,57,51,47,35,11,10,371,0,0,0,0,0,0,0,4,0,12,2970,1813,1615,1566,1813,1980,1807,1046,394,15010,..,62,631,983,1190,1217,1154,586,117,5939,..,244,445,317,270,230,77,34,4,1612,..,33,183,330,330,145,55,54,38,1165,2775,..,..,..,..,..,..,..,..,2775,..,622,..,..,..,..,..,..,..,622,..,371,133,33,34,33,8,0,0,620,..,74,24,6,29,55,57,48,21,319
5002,..,7,168,425,354,263,176,32,6,1436,..,53,312,242,188,111,38,8,0,949,..,4,3,31,38,20,16,4,0,112,1469,..,..,..,..,..,..,..,..,1469,..,157,..,..,..,..,..,..,..,157,..,202,81,29,9,0,3,0,0,328,..,53,27,19,34,17,5,5,0,170,..,27,50,13,10,8,0,0,0,106,..,25,82,36,29,28,26,0,0,239,..,26,68,83,106,134,93,27,8,540,50,46,71,55,47,77,104,52,6,505,0,0,7,0,0,0,0,0,0,9,1517,604,865,938,812,658,456,138,24,6018,..,5,246,489,368,268,105,21,6,1508,..,75,384,268,164,100,19,9,0,1009,..,29,105,171,117,56,30,12,3,524,1385,..,..,..,..,..,..,..,..,1385,..,191,..,..,..,..,..,..,..,191,..,131,30,11,14,0,0,0,0,195,..,67,29,11,16,26,20,10,3,170
5003,..,50,1109,2377,2490,2527,2245,1236,274,12307,..,392,1115,620,474,404,207,51,7,3269,..,11,43,204,240,98,54,22,22,702,7419,..,..,..,..,..,..,..,..,7419,..,1351,..,..,..,..,..,..,..,1351,..,1434,495,217,119,63,7,0,0,2350,..,187,148,67,55,61,43,25,11,597,..,125,128,69,49,23,15,4,0,406,..,183,283,120,123,116,83,20,5,924,..,174,481,467,561,629,529,314,141,3290,116,139,134,97,69,61,49,26,3,692,4,9,7,8,3,4,3,3,0,36,7534,4051,3944,4235,4178,3985,3237,1697,465,33332,..,96,1679,2792,2792,2589,2067,911,132,13050,..,586,1225,668,539,386,141,36,0,3591,..,111,535,863,749,283,143,104,70,2855,6911,..,..,..,..,..,..,..,..,6911,..,1537,..,..,..,..,..,..,..,1537,..,993,276,98,71,51,19,0,0,1504,..,125,77,26,55,126,124,73,39,648
5004,..,6,439,1169,1376,1379,1575,885,194,7019,..,109,435,385,302,228,162,52,9,1673,..,0,14,60,122,54,21,13,10,292,3619,..,..,..,..,..,..,..,..,3619,..,708,..,..,..,..,..,..,..,708,..,654,254,79,58,21,0,0,0,1074,..,71,37,14,16,26,28,12,5,215,..,52,67,27,23,14,5,3,0,186,..,84,120,53,57,72,33,23,3,446,..,48,128,183,240,277,358,193,86,1501,55,56,54,51,44,38,43,29,4,370,0,0,3,0,0,5,0,4,0,16,3676,1786,1561,2016,2238,2110,2229,1203,311,17119,..,21,643,1539,1528,1496,1491,666,106,7487,..,170,545,405,349,229,126,32,0,1867,..,25,143,358,398,147,55,47,24,1196,3471,..,..,..,..,..,..,..,..,3471,..,693,..,..,..,..,..,..,..,693,..,399,99,31,32,25,8,0,0,598,..,50,28,11,19,47,67,37,30,289
5005,..,3,150,287,358,391,336,203,45,1765,..,57,160,126,98,84,36,6,0,565,..,4,7,24,29,22,9,3,8,100,1021,..,..,..,..,..,..,..,..,1021,..,179,..,..,..,..,..,..,..,179,..,190,69,25,43,15,0,0,0,341,..,26,20,6,9,13,18,8,0,99,..,23,12,9,0,6,0,0,0,47,..,39,44,14,14,16,15,0,0,139,..,48,68,66,98,122,104,92,32,631,14,21,16,9,11,14,15,5,0,112,0,0,0,0,0,0,0,0,0,5,1032,586,537,567,656,684,529,330,81,5003,..,12,220,341,368,403,330,147,24,1845,..,96,180,124,111,80,20,7,0,612,..,15,58,104,85,39,21,16,11,353,966,..,..,..,..,..,..,..,..,966,..,172,..,..,..,..,..,..,..,172,..,110,34,7,3,3,0,0,0,167,..,31,6,6,11,18,21,9,3,102
5006,..,16,499,942,1158,1190,1042,556,147,5547,..,193,544,320,263,260,99,26,16,1724,..,6,34,85,109,67,31,24,7,374,3501,..,..,..,..,..,..,..,..,3501,..,598,..,..,..,..,..,..,..,598,..,729,254,129,81,30,4,0,0,1240,..,139,59,45,41,39,36,16,10,392,..,50,54,24,21,12,10,4,0,169,..,91,121,51,43,54,42,11,6,404,..,107,224,223,321,428,319,186,74,1886,70,80,65,74,47,52,48,19,5,460,4,3,0,3,0,0,0,0,3,17,3579,2005,1851,1898,2094,2136,1627,839,266,16296,..,49,750,1157,1335,1206,968,424,62,5959,..,312,576,352,322,230,80,27,0,1906,..,62,257,392,348,192,87,64,30,1439,3348,..,..,..,..,..,..,..,..,3348,..,645,..,..,..,..,..,..,..,645,..,451,133,63,50,30,5,0,0,717,..,113,37,21,35,59,75,57,16,416
5007,..,19,494,963,898,852,433,146,22,3820,..,221,629,357,259,179,49,10,0,1708,..,3,31,64,88,43,27,8,0,265,2982,..,..,..,..,..,..,..,..,2982,..,394,..,..,..,..,..,..,..,394,..,557,174,63,48,15,0,0,0,860,..,104,69,47,29,43,27,13,0,339,..,56,50,26,20,12,8,4,0,171,..,131,180,80,65,43,14,7,4,525,..,104,283,273,300,346,231,88,10,1630,41,59,76,50,24,39,27,12,3,330,0,0,3,0,0,9,0,0,0,21,3020,1643,1991,1924,1740,1580,820,283,43,13045,..,27,718,1074,895,762,328,97,14,3922,..,348,683,348,282,125,34,9,0,1825,..,46,180,228,161,95,41,29,12,793,2789,..,..,..,..,..,..,..,..,2789,..,361,..,..,..,..,..,..,..,361,..,358,96,30,20,15,6,0,0,516,..,70,29,15,35,46,48,26,14,280
5008,..,6,354,824,582,336,86,13,0,2193,..,104,421,280,154,73,13,0,0,1052,..,0,13,34,35,22,4,0,0,108,1953,..,..,..,..,..,..,..,..,1953,..,255,..,..,..,..,..,..,..,255,..,226,55,14,4,0,0,0,0,302,..,42,23,9,3,17,8,7,0,108,..,28,32,18,9,8,0,0,0,92,..,41,92,51,45,17,14,4,0,259,..,55,173,147,136,123,46,4,0,685,16,33,28,24,27,37,65,28,0,256,5,0,0,0,0,0,0,0,0,11,1974,795,1196,1399,998,633,243,56,4,7284,..,11,545,833,547,256,54,10,0,2247,..,155,441,259,149,48,17,0,0,1074,..,12,58,94,72,16,8,0,0,264,1825,..,..,..,..,..,..,..,..,1825,..,225,..,..,..,..,..,..,..,225,..,132,25,11,0,0,0,0,0,172,..,29,16,4,17,27,17,5,0,112
5009,..,1018,36279,80900,76428,67787,57208,30820,7486,357918,..,6696,31863,19157,12884,8896,4357,1329,229,85419,..,180,1124,3507,5465,3620,1628,759,474,16753,194800,..,..,..,..,..,..,..,..,194800,..,51452,..,..,..,..,..,..,..,51452,..,37214,21529,7077,4282,1852,333,3,0,72292,..,6090,5479,2052,1664,1933,1587,891,465,20161,..,3092,4634,1851,1151,717,368,129,20,11967,..,8071,13950,4607,3234,2862,1932,705,151,35505,..,3702,14132,14171,14162,15681,13853,8021,3492,87208,2300,2797,3040,2284,1851,1452,1101,500,156,15479,121,116,239,181,174,247,270,91,19,1458,197222,120425,132273,135785,121287,105047,82645,43244,12484,950403,..,2416,54449,91225,80031,67735,52099,22410,3552,373907,..,10773,36370,19199,12953,8010,3328,863,106,91601,..,1601,9699,17532,19445,10796,4709,2994,2006,68782,184349,..,..,..,..,..,..,..,..,184349,..,52942,..,..,..,..,..,..,..,52942,..,26078,13078,3188,2065,1488,375,13,0,46292,..,5532,3560,1207,1634,3819,4564,2820,1703,24841
5010,..,13,302,572,386,330,85,14,0,1701,..,91,384,276,153,94,21,5,0,1019,..,8,15,45,37,16,8,0,0,130,1645,..,..,..,..,..,..,..,..,1645,..,149,..,..,..,..,..,..,..,149,..,218,82,26,8,4,0,0,0,337,..,74,39,31,14,17,8,4,0,195,..,18,29,10,18,6,4,0,0,81,..,20,61,32,32,38,13,0,0,203,..,47,183,167,165,174,45,18,0,807,27,18,32,28,25,32,35,12,0,209,0,0,0,0,0,0,0,0,0,5,1679,659,1129,1184,839,722,218,51,11,6488,..,11,439,610,345,244,60,4,0,1716,..,136,485,235,133,63,14,0,0,1061,..,20,93,110,67,47,18,6,0,366,1620,..,..,..,..,..,..,..,..,1620,..,154,..,..,..,..,..,..,..,154,..,141,33,21,3,3,0,0,0,200,..,54,21,6,17,44,24,9,3,180
6000,..,85,1931,3757,4948,6957,7116,3473,576,28836,..,591,2124,1717,1687,1625,910,230,24,8901,..,20,126,332,462,343,161,104,45,1597,12480,..,..,..,..,..,..,..,..,12480,..,2488,..,..,..,..,..,..,..,2488,..,3060,1431,555,436,178,32,0,0,5695,..,291,161,103,148,191,172,95,48,1201,..,220,226,105,97,65,48,13,0,784,..,183,371,153,228,306,281,119,24,1666,..,200,693,794,1402,2429,2431,1151,355,9460,239,285,295,205,199,215,137,47,11,1623,0,5,10,8,10,6,3,0,0,43,12715,7431,7367,7717,9612,12320,11292,5218,1089,74770,..,178,2609,4359,5581,7469,6299,2370,256,29120,..,849,2384,1794,1671,1450,647,133,7,8933,..,171,877,1190,1219,644,333,280,133,4849,11740,..,..,..,..,..,..,..,..,11740,..,2614,..,..,..,..,..,..,..,2614,..,1836,726,247,220,133,20,0,0,3201,..,189,69,46,95,272,246,183,97,1200
6001,..,28,386,657,727,923,884,626,118,4353,..,139,403,275,191,180,87,20,4,1299,..,0,30,70,76,50,25,23,9,273,2324,..,..,..,..,..,..,..,..,2324,..,453,..,..,..,..,..,..,..,453,..,512,225,84,82,34,10,0,0,947,..,77,43,21,33,28,18,5,7,214,..,42,50,11,11,12,6,0,0,135,..,53,93,19,38,62,43,12,8,323,..,80,183,170,275,359,325,194,78,1664,31,62,69,46,29,34,17,7,0,293,0,0,0,0,0,0,0,0,0,4,2353,1452,1483,1351,1465,1671,1412,887,220,12292,..,48,504,776,790,951,890,443,55,4461,..,218,430,243,253,150,65,12,0,1375,..,75,249,342,279,146,71,52,34,1239,2265,..,..,..,..,..,..,..,..,2265,..,518,..,..,..,..,..,..,..,518,..,329,113,38,34,29,8,0,0,545,..,69,19,7,18,51,28,31,16,246
6002,..,27,494,708,866,1012,1105,703,160,5079,..,159,504,269,261,168,100,39,0,1508,..,9,35,89,109,54,25,17,8,349,2550,..,..,..,..,..,..,..,..,2550,..,559,..,..,..,..,..,..,..,559,..,620,248,106,103,45,13,0,0,1136,..,71,61,31,31,45,30,18,4,280,..,57,100,23,16,12,9,3,0,221,..,54,178,41,49,61,45,21,4,457,..,57,179,195,286,344,350,200,88,1701,48,69,70,49,34,34,28,7,4,346,0,4,10,0,0,0,3,0,0,22,2599,1686,1879,1509,1767,1782,1694,1011,274,14195,..,57,611,837,966,1045,1069,522,72,5179,..,230,556,261,259,162,76,16,0,1552,..,59,291,400,370,149,74,67,44,1446,2480,..,..,..,..,..,..,..,..,2480,..,568,..,..,..,..,..,..,..,568,..,401,130,38,35,25,7,0,0,641,..,56,29,9,21,75,53,43,14,302
6003,..,130,4435,6927,6596,6800,6657,3705,908,36153,..,813,3986,2419,1803,1333,688,256,30,11323,..,27,181,506,729,490,199,95,55,2282,18448,..,..,..,..,..,..,..,..,18448,..,4623,..,..,..,..,..,..,..,4623,..,3766,2114,804,562,240,45,0,0,7531,..,574,596,180,173,242,211,108,54,2140,..,584,1643,316,120,79,44,18,7,2827,..,1082,2770,564,316,325,232,88,24,5404,..,283,1296,1241,1549,2071,1835,1071,508,9857,263,424,508,315,235,200,139,55,13,2163,0,6,16,4,7,13,12,3,0,75,18712,12327,17543,13276,12093,11790,10065,5404,1606,102835,..,310,5648,7318,6983,6920,6124,2838,425,36572,..,1197,4319,2379,1774,1207,564,135,19,11602,..,279,1347,2250,2300,1245,580,409,242,8644,17419,..,..,..,..,..,..,..,..,17419,..,4596,..,..,..,..,..,..,..,4596,..,2503,1217,377,250,185,42,0,0,4567,..,481,345,109,172,389,433,280,155,2367
6004,..,67,1723,2621,2774,2770,2611,1612,344,14517,..,443,1442,834,648,461,233,54,12,4127,..,21,111,181,265,172,57,49,31,876,7561,..,..,..,..,..,..,..,..,7561,..,1775,..,..,..,..,..,..,..,1775,..,1656,841,291,225,88,12,0,0,3111,..,234,221,70,59,80,83,41,14,796,..,181,376,59,34,32,17,5,0,700,..,418,834,195,136,149,123,40,13,1900,..,203,640,564,756,899,770,513,238,4578,99,207,188,126,92,94,37,20,3,874,3,6,3,3,3,4,4,0,0,30,7667,5199,6374,4945,4993,4744,3934,2334,655,40848,..,138,2189,2799,2959,2813,2404,1216,185,14699,..,664,1513,807,614,405,167,43,3,4218,..,144,630,954,1018,487,220,160,79,3704,7229,..,..,..,..,..,..,..,..,7229,..,1869,..,..,..,..,..,..,..,1869,..,1040,391,135,117,75,12,0,0,1771,..,184,130,44,66,145,150,103,64,893
6005,..,13,173,338,422,612,624,386,107,2678,..,50,180,110,120,96,53,16,7,627,..,6,11,37,46,30,8,9,3,147,1122,..,..,..,..,..,..,..,..,1122,..,268,..,..,..,..,..,..,..,268,..,284,111,55,44,19,4,0,0,515,..,37,19,12,7,22,13,3,4,110,..,14,26,10,10,3,4,4,0,71,..,14,62,16,14,20,20,18,0,157,..,21,69,78,110,158,160,109,49,753,30,23,31,17,27,18,12,7,0,166,0,0,0,0,0,0,0,0,0,0,1158,727,682,664,797,974,905,555,163,6612,..,15,250,390,492,643,608,284,47,2743,..,81,202,107,125,94,38,11,0,655,..,20,94,159,152,65,45,23,25,580,1066,..,..,..,..,..,..,..,..,1066,..,283,..,..,..,..,..,..,..,283,..,197,58,20,20,18,5,0,0,318,..,31,3,4,11,23,27,16,10,131
7000,..,501,1694,2122,1888,1537,895,256,24,8920,..,292,955,787,674,386,160,35,0,3291,..,31,107,160,193,146,90,34,7,764,8217,..,..,..,..,..,..,..,..,8217,..,799,..,..,..,..,..,..,..,799,..,1983,839,311,127,37,0,0,0,3296,..,974,562,433,372,316,151,62,22,2901,..,131,127,56,55,53,19,3,0,455,..,107,167,78,112,105,66,16,0,657,..,119,386,338,455,525,405,126,15,2375,222,201,227,126,115,158,217,64,4,1335,0,6,11,0,0,6,3,3,0,30,8439,5141,5081,4413,3991,3271,2006,600,83,33032,..,666,2041,2334,1954,1317,663,129,8,9119,..,398,1102,787,677,332,100,15,0,3413,..,242,712,742,584,380,184,90,21,2956,7530,..,..,..,..,..,..,..,..,7530,..,811,..,..,..,..,..,..,..,811,..,1499,592,211,117,31,6,0,0,2444,..,738,398,325,407,447,338,110,40,2792
7001,..,20,538,865,676,663,380,129,18,3281,..,115,485,336,221,167,66,6,4,1399,..,6,24,48,55,41,29,4,7,217,2564,..,..,..,..,..,..,..,..,2564,..,381,..,..,..,..,..,..,..,381,..,408,162,58,30,13,0,0,0,664,..,111,95,49,34,37,31,11,4,359,..,44,113,37,25,15,7,7,0,242,..,64,250,104,74,62,26,8,0,586,..,67,225,186,221,250,177,61,9,1194,52,42,77,59,26,45,49,19,5,371,0,0,3,0,0,3,3,0,0,14,2617,1245,1964,1744,1359,1295,773,240,40,11271,..,51,745,892,656,633,287,91,8,3362,..,153,566,335,235,143,43,10,0,1489,..,53,179,265,228,107,60,31,9,934,2370,..,..,..,..,..,..,..,..,2370,..,352,..,..,..,..,..,..,..,352,..,291,113,36,31,6,0,0,0,481,..,113,72,32,61,91,73,32,10,479
7002,..,98,2839,4679,3785,3015,2071,879,131,17491,..,643,2361,1417,1033,704,289,73,3,6525,..,25,98,267,334,231,124,44,21,1132,11878,..,..,..,..,..,..,..,..,11878,..,2110,..,..,..,..,..,..,..,2110,..,1928,987,375,188,65,3,0,0,3553,..,429,398,130,148,141,133,70,24,1478,..,283,633,168,108,86,51,13,0,1343,..,616,1318,420,324,288,185,54,7,3209,..,310,923,761,926,1013,857,318,71,5183,240,225,332,231,190,280,410,135,19,2057,7,11,32,10,10,9,20,3,0,110,12121,6682,9924,8467,7043,5828,4138,1586,278,56066,..,268,4070,5094,3819,2812,1658,489,43,18250,..,915,2668,1566,994,600,217,38,0,7002,..,158,735,1154,1058,527,258,125,59,4073,11391,..,..,..,..,..,..,..,..,11391,..,2157,..,..,..,..,..,..,..,2157,..,1264,540,195,99,58,9,0,0,2163,..,350,301,90,157,311,325,174,68,1775
8000,..,0,13,35,53,37,39,15,3,194,..,5,14,19,10,4,0,0,0,48,..,0,0,5,0,0,0,0,0,10,115,..,..,..,..,..,..,..,..,115,..,26,..,..,..,..,..,..,..,26,..,16,11,3,0,0,0,0,0,30,..,4,0,4,0,0,0,0,0,11,..,0,5,0,0,0,0,0,0,9,..,0,0,0,0,3,0,0,0,8,..,0,5,0,4,6,3,5,0,22,4,3,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,116,61,58,68,67,47,50,18,0,484,..,0,18,46,42,47,32,10,0,196,..,8,17,13,10,0,5,0,0,45,..,0,3,4,12,5,0,0,0,25,95,..,..,..,..,..,..,..,..,95,..,28,..,..,..,..,..,..,..,28,..,21,3,0,5,0,0,0,0,30,..,0,0,0,0,0,3,0,0,8
8001,..,306,11096,21502,18053,14458,11648,6191,1497,84751,..,2046,9252,4828,3300,2029,968,265,31,22727,..,25,271,965,1445,828,318,162,95,4108,44092,..,..,..,..,..,..,..,..,44092,..,11188,..,..,..,..,..,..,..,11188,..,7323,4249,1364,882,380,53,4,0,14253,..,1301,1418,410,351,373,303,170,97,4420,..,1161,2259,537,252,172,58,16,4,4458,..,3258,5104,1259,706,604,320,104,29,11391,..,1007,4342,3587,3472,3479,2691,1496,655,20735,465,832,954,589,513,369,286,114,29,4153,17,39,54,35,41,46,60,20,7,322,44576,28475,39010,35085,29010,22732,16708,8547,2447,226596,..,741,15006,22416,17639,13751,10573,4552,700,85389,..,2994,9571,4565,3087,1747,713,179,19,22872,..,245,1738,3676,4266,2279,937,633,391,14170,41333,..,..,..,..,..,..,..,..,41333,..,10992,..,..,..,..,..,..,..,10992,..,5189,2605,718,424,232,73,0,0,9249,..,1099,1020,315,318,775,916,651,283,5384
