SA1_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
10402109006,52,1441,546,335,1192,0.7,909,2
10402109007,54,1630,556,325,1262,0.8,962,2.1
10402109008,64,1582,582,310,1159,0.8,963,1.8
10402109009,48,1733,762,398,1875,0.8,1589,2.5
10402109010,55,1800,621,405,1471,0.7,1325,2.4
10402109011,59,1974,566,440,1275,0.7,1009,2.2
10402109012,45,1896,671,400,1774,0.8,1687,2.9
10402109013,56,1624,530,360,1320,0.8,913,2.1
10402109014,55,1712,675,415,1638,0.7,1528,2.5
10402109015,49,2000,560,383,1699,0.8,1525,2.7
10402109101,41,1667,653,360,1312,0.8,1220,2.7
10402109102,45,1400,605,380,1625,0.8,1161,2.6
10402109103,35,1842,717,390,1859,0.9,1862,3.2
10402109105,63,1621,581,365,1367,0.7,1080,2.1
10402109106,49,1950,769,450,1958,0.7,1778,2.6
10402109107,43,2167,786,500,2033,0.7,1857,2.8
10402109108,38,1950,679,350,1676,0.9,1670,3.2
10402109109,37,1647,744,355,1593,0.8,1424,2.6
10402109110,34,1430,669,370,1476,0.9,1375,2.6
10402109111,41,1712,734,430,1474,0.7,1384,2.5
10402109115,44,1435,575,400,1437,0.9,1192,2.6
10402109116,40,1899,699,400,1562,0.9,1524,3
10402109117,64,0,350,147,0,0,725,0
10402109118,61,1350,528,323,1317,0.8,1009,1.9
10402109121,47,1950,741,380,1671,0.8,1433,2.5
10402109123,46,1625,683,380,1792,0.8,1596,2.7
10402109124,38,1609,738,410,1855,0.9,1740,2.7
10402109125,48,1733,713,370,1452,0.8,1199,2.2
10402109126,47,1347,589,370,1375,0.8,1066,2.3
10402109127,38,1855,691,353,1653,0.9,1644,2.9
10402109128,55,1928,644,400,1458,0.7,1224,2.3
10402109129,46,1593,785,500,2250,0.7,2321,2.7
10402109130,43,1733,674,410,1687,0.8,1365,2.5
10402109131,38,2167,641,405,1803,0.8,1105,2.4
10402109132,34,1820,735,474,1892,0.8,1823,3
10402109133,35,1667,680,405,1476,0.9,1533,3.1
10402109134,44,1484,566,365,1196,0.9,1083,2.5
10402109135,61,1907,579,250,1196,1,693,1.5
10402109136,40,1733,786,410,1968,0.8,1765,2.5
10402109137,0,0,0,0,0,0,0,0
10402109138,37,1517,695,360,1451,0.8,1262,2.7
10402109139,50,1624,722,420,1555,0.7,1406,2.4
10402109140,49,0,575,300,2249,0.9,624,1.5
10402109141,62,1300,595,333,1471,0.8,1044,2.1
10402109142,69,672,487,400,860,0.8,675,1.5
10402109143,30,2145,898,480,2027,0.8,1986,3.1
10402109144,45,1975,636,336,1625,0.8,1352,2.6
10402109145,36,488,658,154,1406,1,1517,2.8
10402109146,70,692,482,250,844,0.7,721,1.6
10501109201,35,912,748,200,1821,0.8,1312,2.4
10501109202,37,867,969,160,2028,0.9,1887,2.6
10501109203,51,1100,806,80,1625,0.8,1416,2.8
10501109204,48,999,1064,160,2285,0.7,1833,2.4
10501109205,41,0,772,160,1625,0.7,1781,2.7
10501109207,33,750,572,175,1171,0.8,1062,2.3
10501109208,37,600,763,150,2094,0.8,1160,2.2
10501109210,51,1200,756,125,1625,0.7,1375,2.4
10501109211,33,1178,819,173,1416,1,1437,3.1
10501109212,32,1036,966,210,2208,0.8,1562,2.6
10501109213,39,804,809,200,1291,0.7,1274,2.1
10501109214,32,0,335,150,574,0.8,441,2.3
10501109215,43,2383,812,160,1406,0.7,1093,2.5
10501109216,33,0,395,140,1125,0.9,674,2.4
10501109301,39,0,367,150,754,0.7,662,2.3
10501109302,32,1066,1166,183,2791,0.7,2288,2.6
10501109303,33,998,1138,205,2454,0.7,1928,2.1
10501109304,45,1096,912,200,2018,0.8,1640,2.1
10501109305,43,1042,994,200,2125,0.7,1625,2.1
10501109306,39,1042,1019,175,2291,0.7,1771,2.3
10501109307,36,975,783,190,2187,0.6,1202,2.1
10501109308,35,1083,1031,200,2374,0.7,1906,2.3
10501109309,36,1300,852,185,2027,0.8,1708,2.7
10501109310,31,1040,1095,200,2285,0.7,2011,2.5
10501109311,42,1560,1006,185,2874,0.6,1946,2.2
10501109312,36,913,1102,225,2562,0.6,1875,2.1
10501109313,44,342,591,85,1224,0.7,1023,2.3
10501109315,0,0,0,0,0,0,0,0
10501109316,0,0,0,0,0,0,0,0
10501109317,40,1733,1040,220,2535,0.7,1968,2.7
10501109401,40,867,740,247,1625,0.7,1300,2.4
10501109402,38,962,779,190,1792,0.9,1050,2.4
10501109403,45,542,464,170,1107,0.8,766,2.3
10501109404,48,1268,743,200,1774,0.7,1449,2.4
10501109405,35,600,974,150,2175,0.7,1825,2.5
10501109406,37,1667,972,154,2269,0.7,2183,3.1
10501109407,49,2000,715,65,1625,0.8,1208,2.5
10501109408,33,1155,943,260,2200,0.8,1906,3.3
10501109409,45,1200,893,110,2218,0.6,1485,2.3
10501109410,41,817,462,188,1174,0.8,958,2.4
10501109411,33,704,564,180,1354,0.8,1226,2.4
10501109412,34,941,808,200,1518,0.7,1263,2.1
10501109413,46,1300,633,190,1699,0.7,1339,2.2
10501109414,36,650,483,190,1196,0.8,956,2.3
10501109501,44,902,777,250,1906,0.8,1541,2.3
10501109502,45,2000,862,150,1937,0.7,1375,2.6
10501109503,38,1018,848,198,2092,0.7,1446,2.2
10501109504,46,1279,1005,110,2471,0.8,2125,2.8
10501109505,41,1777,927,200,2237,0.8,1916,2.7
10501109506,36,867,725,123,1406,0.9,1312,2.9
10501109507,48,600,746,390,1766,0.8,1487,2.7
10501109508,40,1083,777,180,1978,0.8,1357,2.5
10501109509,47,1300,885,168,2139,0.7,1687,2.2
10501109510,35,895,694,230,1578,0.8,1166,2.4
10501109511,57,779,578,200,1212,0.7,961,2
10501109512,55,769,673,235,1416,0.6,1181,2
10501109513,43,867,725,220,1488,0.7,1205,2.1
10501109514,46,1029,707,200,1791,0.7,962,2
10501109515,0,0,0,0,0,0,0,0
10501109601,58,650,447,50,1083,0.9,545,1.6
10501109604,40,0,584,34,1375,0.8,1281,2.4
10501109605,38,750,885,0,1875,0.9,1625,2.8
10501109606,41,884,519,190,899,0.8,899,2.4
10501109607,38,1400,875,179,1812,0.9,1458,2.6
10501109608,41,0,317,168,900,1.2,1125,4.4
10501109610,36,1164,1542,78,3208,0.7,2291,2.2
10501109611,34,772,725,160,1468,1,1625,2.9
10501109612,34,867,886,190,1625,0.7,1300,2.1
10501109613,33,628,974,220,1812,0.8,1562,2.3
10501109614,47,325,677,118,1781,0.8,1321,2.5
10501109616,58,3000,491,83,1562,0.7,966,2.1
10501109618,46,867,523,160,1228,0.9,831,2.1
10501109619,61,2167,644,259,1050,0.9,1011,1.6
10501109620,45,1000,491,228,1312,0.9,1029,2.3
10501109621,59,597,515,195,1192,0.8,966,2
10501109622,61,867,432,125,875,0.9,653,1.6
10501109623,43,769,557,220,1354,0.8,1023,2.4
10501109624,41,650,502,172,1266,0.8,949,2.2
10501109625,0,0,0,0,0,0,0,0
10501109626,0,0,0,0,0,0,0,0
10501109627,42,1017,689,147,1562,0.8,1419,2.7
10501109628,28,0,274,168,664,0.9,593,3.3
10501109629,58,1100,550,150,1875,0.7,900,2.1
10501109630,37,1000,350,173,849,0.9,695,2.4
10501109631,39,1008,866,175,2015,0.7,1708,2.7
10502109701,51,938,612,200,1531,0.7,1062,1.9
10502109702,42,1255,813,280,1890,0.7,1375,2.2
10502109703,42,940,675,240,1687,0.7,1083,2.2
10502109704,48,775,527,115,1166,0.9,733,1.8
10502109705,53,963,653,225,1542,0.7,1042,1.9
10502109706,50,867,717,220,1524,0.6,985,1.8
10502109707,37,909,777,200,1468,0.7,1218,2
10502109708,40,702,593,250,1458,0.7,1052,2
10502109709,38,1014,757,250,1625,0.7,1336,2.3
10502109710,49,0,1645,65,3749,0.6,2666,2.3
10502109711,56,1300,665,198,1854,0.7,1172,2
10502109712,43,867,637,225,1724,0.7,1151,2
10502109713,40,1083,875,210,2250,0.7,1612,2.3
10502109714,46,889,697,215,1416,0.7,1062,2.1
10502109715,47,1255,790,275,1946,0.7,1375,2.3
10502109716,48,1177,738,122,2107,0.8,1226,2
10502109717,40,1181,728,200,2062,0.7,1573,2.4
10502109718,47,1000,683,233,1812,0.7,1281,2.4
10502109719,51,1400,682,274,1712,0.7,1259,2.4
10502109720,45,910,700,240,1550,0.7,1303,2.2
10502109721,41,867,595,230,1660,0.7,1230,2.1
10502109722,40,733,665,225,1550,0.7,1093,2
10502109723,41,884,759,225,1625,0.7,1347,2.3
10502109724,37,988,841,250,2192,0.7,1699,2.4
10502109725,42,1083,625,235,1491,0.7,1238,2.3
10502109726,41,934,495,200,1300,0.7,1156,2.2
10502109727,47,856,557,245,1275,0.8,1025,2.2
10502109728,41,881,666,218,1625,0.7,1234,2.1
10502109729,41,844,572,220,1198,0.7,1091,2
10502109730,40,1003,930,150,2276,0.7,1669,2.3
10502109731,45,953,594,210,1767,0.7,1267,2.3
10502109732,44,867,735,250,1562,0.8,1041,2
10502109733,41,867,641,250,1771,0.8,1277,2.3
10502109734,46,786,495,210,1478,0.7,987,2
10502109735,56,650,513,200,1312,0.8,698,1.7
10502109736,43,1000,659,220,1687,0.8,1125,2.4
10502109737,45,867,596,210,1488,0.7,946,2
10502109738,42,780,616,213,1420,0.8,1086,2.3
10502109739,40,820,779,233,1702,0.7,1375,2.3
10502109740,47,894,584,220,1489,0.7,1075,2.2
10502109741,47,788,555,200,1265,0.8,968,2.2
10502109742,45,780,639,220,1525,0.7,1145,2.2
10502109743,43,650,667,230,1674,0.7,1112,2.1
10502109744,68,715,545,178,1281,0.7,941,2
10502109745,35,786,680,220,1593,0.7,1262,2.3
10502109746,42,803,609,200,1444,0.7,993,2.1
10502109747,38,769,676,200,1792,0.7,1326,2.2
10502109748,44,867,698,200,1562,0.7,1149,2
10502109749,42,748,511,210,1328,0.7,959,2.3
10502109750,48,867,606,200,1481,0.7,1166,2.3
10502109751,41,867,658,225,1569,0.7,1307,2.3
10502109752,50,759,745,82,2437,0.8,2077,2.6
10502109801,65,433,426,98,762,0.7,575,1.4
10502109802,52,650,503,188,1125,0.7,852,2
10502109804,46,983,807,140,1875,0.8,1461,2.8
10502109805,40,1374,844,65,1218,0.8,1593,3.4
10502109806,55,1300,828,189,2208,0.7,1625,2.3
10502109807,53,802,815,110,1375,0.7,1300,2.3
10502109808,29,0,519,170,924,0.8,1125,2.6
10502109809,37,488,749,100,1104,0.9,1354,2.3
10502109810,44,200,718,130,1375,0.7,1109,2
10502109811,25,0,345,158,866,1.3,1031,4.6
10502109812,31,0,462,200,687,1,725,3
10502109813,40,2250,908,175,1666,0.8,1660,2.9
10503109901,49,761,479,170,1363,0.8,1136,2.4
10503109902,51,542,551,150,1047,0.7,854,2
10503109903,51,997,695,213,1652,0.7,1164,2.1
10503109904,62,867,550,215,1137,0.7,890,2.1
10503109905,50,628,493,200,1357,0.6,919,1.8
10503109906,42,867,520,210,1468,0.7,912,2.2
10503109907,51,844,541,210,1078,0.6,890,2.1
10503109908,46,953,492,253,1333,0.7,943,2.4
10503109909,53,542,437,150,780,0.7,725,2
10503109910,54,494,453,150,949,0.7,702,1.9
10503109911,43,1083,586,200,1812,0.9,1208,2.6
10503109912,44,867,488,200,1230,0.7,1042,2.3
10503109913,57,1088,588,195,1312,0.7,977,2
10503109914,60,950,485,150,1266,0.8,858,2
10503109915,47,1000,642,160,1687,0.8,1406,2.6
10503109916,45,1400,688,204,1486,0.8,1401,2.6
10503109917,54,451,715,200,2020,0.7,1416,2.2
10503109918,50,814,467,160,1125,0.9,966,2.3
10503109919,50,717,643,158,1625,0.8,1406,2.5
10503109920,48,867,682,188,1775,0.8,1447,2.7
10503109921,53,1213,539,145,1321,0.8,1178,2.4
10503109922,48,230,656,150,1375,0.7,1062,2.3
10503109923,49,1400,494,150,1350,0.7,969,2.3
10503109924,41,1200,813,150,1892,0.7,1696,2.8
10503109925,37,3000,856,135,2125,0.9,2150,3.3
10503109926,47,594,439,210,900,0.8,735,2.1
10503109927,43,943,871,200,1541,0.9,1575,2.4
10503109928,52,917,613,200,1237,0.7,1046,2.2
10503109929,52,867,548,165,1416,0.8,1231,2.5
10503110001,43,1733,959,350,2487,0.7,2295,2.7
10503110002,36,1324,830,300,1875,0.7,1726,2.5
10503110003,32,1546,869,355,1841,0.7,1777,2.5
10503110004,35,1602,1003,340,1897,0.8,1850,2.7
10503110005,32,1517,907,350,2065,0.8,2009,3
10503110006,28,1426,906,365,2035,0.7,1821,2.6
10503110007,32,1569,936,320,2097,0.7,1656,2.4
10503110008,29,1300,675,280,1462,0.9,1387,2.7
10503110009,26,867,624,250,1213,0.9,1083,2.7
10503110010,26,888,544,200,1025,1,1042,3.1
10503110011,34,1083,782,250,1612,0.8,1242,1.9
10503110012,37,1213,674,295,1649,0.8,1292,2.1
10503110013,37,1296,698,268,1583,0.9,1145,2.2
10503110014,45,1333,469,232,1408,1,927,2.4
10503110016,44,2000,903,465,2374,0.8,2215,3
10503110017,44,2134,1053,300,2687,0.7,2446,3
10503110018,37,1365,819,265,1800,0.8,1316,2.3
10503110019,40,1242,765,300,1638,0.8,1390,2.6
10503110020,40,1997,1074,325,2874,0.8,2908,3.3
10503110021,39,2265,877,320,2200,0.7,1474,2.8
10503110022,33,1345,787,320,1848,0.8,1625,2.6
10503110023,33,1383,856,320,1857,0.8,1765,2.5
10503110024,31,1230,851,260,1763,0.9,1305,2.2
10503110025,34,1330,693,315,1350,0.7,1262,2.5
10503110026,44,2090,1128,425,3016,0.7,2826,3
10503110027,42,2392,1199,725,2839,0.7,3028,3.1
10503110028,55,1257,707,330,1485,0.7,1392,2.3
10503110029,35,1733,1113,255,2250,0.8,2218,2.7
10503110101,79,1000,470,270,1375,0.7,641,1.5
10503110102,46,1500,735,340,1625,0.7,1439,2.5
10503110103,35,1311,850,320,1875,0.7,1577,2.6
10503110105,40,1811,897,410,2432,0.7,2194,3
10503110106,44,1600,958,275,2305,0.7,1521,2.2
10503110107,41,1517,993,325,2225,0.7,1733,2.2
10503110108,31,1300,960,260,2129,0.9,1674,2.2
10503110109,32,1300,787,320,1771,0.8,1399,2.4
10503110110,33,1408,943,275,1846,0.9,1514,2.2
10503110111,29,1300,808,250,1924,0.8,1421,2.4
10503110112,32,1198,910,310,2036,0.8,1663,2.5
10503110113,31,1300,894,355,1775,0.7,1528,2.4
10503110114,31,1493,943,320,1924,0.8,1702,2.6
10503110115,33,1300,840,200,2026,0.8,1174,2.2
10503110116,36,1414,963,320,2392,0.7,2083,2.7
10503110117,53,1733,794,180,3071,0.8,1625,2.3
10503110118,35,1300,666,248,1521,0.8,1081,2.1
10503110119,39,1330,863,340,2009,0.7,1453,2.2
10503110120,30,1517,862,280,1818,0.7,1459,2.3
10503110121,30,1387,896,360,1800,0.8,1666,2.8
10503110122,39,1276,555,325,1194,0.7,1021,2.3
10503110123,34,1333,809,325,1847,0.7,1585,2.4
10503110125,35,1343,855,333,2083,0.8,1625,2.3
10503110126,39,1400,919,345,1771,0.7,1571,2.2
10503110127,33,1347,870,335,2010,0.8,1681,2.5
10503110128,37,1619,825,350,1875,0.7,1593,2.6
10503110129,33,1600,881,330,1910,0.7,1529,2.5
10503110130,40,1300,783,300,1805,0.7,1286,2.1
10503110132,41,1560,925,350,2340,0.7,1861,2.4
10503110133,32,1484,796,330,1531,0.7,1375,2.3
10503110134,38,1639,989,363,2174,0.7,1908,2.5
10503110135,37,1458,944,270,1875,0.8,1421,2
10503110136,34,1083,911,230,1843,0.9,1363,1.9
10503110137,41,1000,836,258,1624,0.9,939,1.7
10503110139,32,1532,895,375,2159,0.7,1895,2.8
10503110142,29,1899,1266,478,2644,0.7,2507,2.9
10503110143,35,2119,1081,440,2523,0.8,2324,3
10503110144,38,1750,753,383,2312,0.9,1020,2.3
10503110145,35,2167,1095,455,2609,0.7,2529,3.1
10503110146,31,1825,1138,400,2404,0.8,2265,2.7
10503110147,38,1783,1108,450,2460,0.7,2250,2.5
10503110148,39,2383,1242,140,3194,0.8,3094,3.3
10503110149,32,1957,1133,480,2807,0.8,2660,3.2
10503110150,28,1733,1053,390,2316,0.8,2155,2.8
10503110201,38,932,738,285,1406,0.8,1202,2.4
10503110202,36,1430,957,275,1843,0.8,1542,2.2
10503110203,36,1000,700,270,1420,0.8,1125,2.2
10503110204,37,958,612,230,1271,0.8,1010,2.2
10503110205,27,1517,826,350,1775,0.9,1678,3.1
10503110206,34,1148,809,290,1645,0.8,1447,2.4
10503110208,34,1205,575,270,1354,0.8,1201,2.6
10503110209,29,1083,664,300,1339,0.9,1239,2.8
10503110210,28,1517,922,350,1803,0.8,1718,3
10503110213,36,1300,727,310,1778,0.8,1321,2.5
10503110214,48,1907,864,363,2021,0.6,1579,2.4
10503110215,41,1804,1024,460,2620,0.7,2558,2.9
10503110217,48,2383,844,300,2143,0.7,2035,2.8
10503110219,53,2167,588,220,1274,0.8,933,2.1
10503110220,33,1200,772,290,1656,0.8,1359,2.2
10503110221,43,0,1375,390,7000,1,7000,4
10503110222,28,1378,967,350,2050,0.8,1807,2.8
10503110223,50,0,1875,0,0,0,1875,0
10503110224,42,2600,1233,225,2624,0.9,2374,2.8
10503110225,39,2102,1327,475,3302,0.7,3119,3
10503110226,32,1560,860,350,1968,0.8,1735,2.7
10503110227,29,1800,1045,400,2224,0.8,2113,2.8
10503110228,62,2400,629,123,2200,0.7,1170,2.2
10503110229,63,1950,660,420,1343,0.7,916,2
10503110230,32,2000,1178,400,2586,0.8,2398,2.8
10503110301,41,1909,813,215,2166,0.8,2173,3.2
10503110302,45,1740,599,200,1825,0.8,1771,2.9
10503110303,46,1950,911,250,1916,0.8,1762,2.6
10503110304,46,2037,967,250,2430,0.7,2305,2.9
10503110305,50,2255,1029,170,2281,0.7,1949,2.5
10503110306,40,2084,1019,300,2482,0.9,2480,3.1
10503110307,40,2000,913,225,2449,0.8,2339,3.1
10503110308,49,2167,974,550,2250,0.7,2042,2.7
10503110309,37,1975,994,275,2656,0.8,2333,2.9
10503110310,44,1322,743,320,1949,0.8,1875,2.8
10503110311,35,1509,839,323,2016,0.8,1769,2.9
10503110312,47,1500,782,254,1958,0.7,1910,2.9
10503110313,42,1712,912,300,2856,0.8,2594,3.1
10503110314,45,1192,617,210,1458,0.8,1237,2.4
10503110315,40,1733,909,325,2071,0.8,1937,3
10503110316,45,1279,685,200,1724,0.8,1340,2.6
10503110317,43,1733,845,300,2250,0.8,2048,2.7
10503110318,44,1441,845,240,2062,0.8,1857,2.6
10503110401,39,1083,564,225,1224,0.8,990,2.2
10503110402,52,1083,668,225,1421,0.7,1257,2.3
10503110403,48,1667,599,150,1375,0.9,1403,2.8
10503110404,41,0,743,150,1542,0.8,1343,2.8
10503110405,45,433,840,120,1850,0.7,1420,2.5
10503110406,45,1083,707,145,1600,0.7,1153,2.3
10503110407,43,1500,620,108,1471,0.8,1330,2.7
10503110408,48,1500,697,215,1625,0.8,1562,2.8
10503110409,50,964,469,198,1202,0.7,806,2.1
10503110410,38,709,575,217,1187,0.8,1091,2.4
10503110411,59,691,583,180,1091,0.8,921,2
10503110412,41,867,636,210,1388,0.8,1021,2.2
10503110413,47,806,720,185,1406,0.8,1050,2.1
10503110414,52,1546,450,0,3750,0.5,2249,2
10503110415,62,1733,624,250,1625,0.7,1218,2.3
10503110416,47,1500,645,150,1446,0.7,1265,2.5
10503110501,51,995,592,245,1678,0.6,1312,2.2
10503110502,34,2085,825,238,2312,0.8,2025,3.1
10503110503,50,867,547,200,1261,0.7,927,2.2
10503110504,44,1005,630,170,1515,0.7,986,2
10503110506,36,1042,632,300,1410,0.7,1047,2.5
10503110507,48,1517,656,175,1375,0.7,1021,2.4
10503110508,33,971,614,220,1625,0.8,1196,2.6
10503110509,44,1083,626,250,1579,0.7,1159,2.2
10503110510,41,1270,684,166,1812,0.8,1125,2.3
10503110511,33,1000,640,259,1375,0.7,1031,2.3
10503110512,44,1408,669,260,1906,0.7,1093,2.2
10503110513,33,1010,720,280,1406,0.8,1258,2.6
10503110514,41,1400,1039,200,2536,0.7,2291,2.8
10503110515,38,1650,975,215,2268,0.8,2028,3
10503110516,50,1517,702,250,1687,0.8,1416,2.5
10503110517,41,1320,960,200,1937,0.8,1952,2.9
10503110518,37,1142,1062,160,2542,0.8,1731,2.7
10503110519,34,1473,614,290,1531,0.8,1233,2.7
10503110520,47,1506,612,160,1562,0.8,1399,2.5
10503110601,37,1200,492,180,1093,0.9,1031,2.9
10503110602,43,1083,412,170,1333,0.8,1187,2.7
10503110603,41,3000,424,125,1125,0.8,1292,2.9
10503110604,59,600,436,138,1031,0.6,553,1.7
10503110605,48,932,465,220,966,0.8,728,2.1
10503110606,40,867,480,220,1044,0.8,952,2.3
10503110607,38,809,590,245,1426,0.7,1224,2.2
10503110608,45,1025,630,230,1421,0.7,954,2.1
10503110609,47,867,532,200,1261,0.8,952,2.3
10503110610,42,1300,562,210,1375,0.8,1181,2.8
10503110611,49,1517,758,250,2109,0.7,1778,2.6
10503110612,53,672,539,205,1174,0.7,919,2.1
10503110613,40,1200,671,125,1875,0.7,1374,2.8
10503110614,47,2000,780,250,1989,0.7,1777,2.6
10503110615,42,1777,821,280,2062,0.8,1812,2.8
10503110616,38,2059,864,200,1916,0.7,1638,2.5
10503110617,41,1300,733,315,1553,0.7,1271,2.4
10503110618,39,1517,929,300,1968,0.7,1710,2.5
10503110619,43,1278,675,218,1390,0.7,1009,2.2
10503110620,38,897,654,280,1399,0.7,1102,2.2
10503110621,49,1000,482,240,1359,0.7,1017,2.3
10503110622,31,1300,521,216,1125,0.8,1047,2.6
10503110623,38,867,550,250,1388,0.8,930,2.3
10503110624,40,879,634,200,1487,0.7,1133,2.2
10601110701,30,1733,834,385,2169,0.8,1894,2.8
10601110702,36,1517,645,350,1759,0.8,1368,2.5
10601110703,32,2167,997,370,2555,0.7,2336,2.8
10601110704,44,2188,919,300,2899,0.8,2388,2.9
10601110705,44,2340,963,400,2700,0.8,2818,3
10601110706,46,2167,842,350,2250,0.8,1921,2.7
10601110707,54,2773,928,260,2178,0.7,1649,2.4
10601110708,41,2817,817,320,2208,0.8,2089,2.9
10601110709,40,1517,707,350,1946,0.8,1531,2.4
10601110710,34,1733,828,370,2050,0.8,1850,2.6
10601110712,37,1733,751,350,2156,0.8,1825,2.7
10601110713,39,1630,820,345,2031,0.8,1625,2.7
10601110714,33,1661,836,400,2058,0.8,1875,2.8
10601110716,38,2383,897,415,3008,0.8,3007,3.3
10601110717,42,2817,779,400,2428,0.9,2463,3.2
10601110718,42,2449,869,350,2824,0.8,2568,2.9
10601110719,33,1733,1028,380,2384,0.8,2107,2.8
10601110720,33,1690,814,360,2066,0.8,1875,2.7
10601110722,37,1400,814,345,2100,0.8,1947,2.6
10601110723,34,1712,778,380,2125,0.9,1974,3
10601110725,30,1733,1004,380,2285,0.7,1945,2.6
10601110726,32,2015,951,390,2750,0.8,2514,2.9
10601110727,28,2167,1212,450,2512,0.8,2301,2.8
10601110728,55,2600,1009,313,2333,0.7,2125,2.4
10601110729,30,2167,1111,450,2537,0.7,2422,2.9
10601110730,54,2351,1202,695,3463,0.6,3277,2.5
10601110731,42,2167,886,463,2681,0.8,2363,2.9
10601110732,30,2167,1166,450,2432,0.7,2266,2.8
10601110733,57,2500,1042,660,2356,0.6,2279,2.3
10601110801,40,1300,558,285,1216,0.8,944,2.1
10601110806,39,1400,549,280,1194,0.8,1036,2.4
10601110807,37,1300,612,318,1411,0.8,1255,2.4
10601110808,34,1278,643,310,1524,0.8,1292,2.4
10601110809,37,1478,612,310,1463,0.8,1286,2.4
10601110810,40,1452,743,300,1759,0.8,1330,2.5
10601110811,44,1509,623,355,1477,0.8,1399,2.5
10601110812,51,1473,487,230,1224,0.8,906,2.1
10601110813,52,1500,502,328,1476,0.8,1330,2.3
10601110814,50,1430,579,290,1275,0.7,822,2
10601110815,41,1344,734,345,1839,0.8,1350,2.3
10601110816,37,1550,677,310,1797,0.8,1319,2.5
10601110817,45,1509,585,310,1542,0.7,1136,2.4
10601110818,81,3609,462,121,3750,0.9,3625,2.2
10601110819,38,1462,666,293,1481,0.8,1287,2.4
10601110820,43,1387,535,310,1317,0.8,1068,2.3
10601110821,45,1415,555,305,1325,0.7,1132,2.2
10601110822,37,1434,675,315,1696,0.8,1343,2.6
10601110823,38,2167,616,300,2031,0.8,1625,3
10601110824,38,1279,596,335,1468,0.8,1224,2.5
10601110825,27,1157,487,345,1088,0.9,1066,3
10601110826,42,2167,725,330,2036,0.8,1696,2.7
10601110827,40,2124,575,370,1281,0.9,1300,3
10601110828,63,2200,1104,515,2083,0.6,1958,1.9
10601110829,38,1344,667,335,1583,0.8,1288,2.5
10601110830,35,1500,606,348,1509,0.8,1239,2.5
10601110831,38,1517,638,310,1458,0.8,1339,2.2
10601110832,36,1369,613,290,1406,0.9,974,2.3
10601110833,45,1522,606,310,1402,0.7,1239,2.2
10601110834,40,1408,672,300,1458,0.8,1142,2.2
10601110835,39,1539,665,340,1767,0.8,1375,2.4
10601110836,38,1504,714,310,1847,0.8,1389,2.4
10601110837,47,1338,545,295,1309,0.8,895,2
10601110838,39,1376,608,310,1474,0.8,1147,2.3
10601110839,34,1463,612,310,1625,0.8,1318,2.5
10601110840,40,1517,636,303,1375,0.8,1259,2.5
10601110841,34,1509,575,285,1521,0.8,1078,2.6
10601110842,39,1904,685,300,2203,0.8,2172,3.2
10601110843,42,1387,658,310,1575,0.8,1284,2.3
10601110844,39,1465,619,330,1649,0.8,1385,2.5
10601110845,68,1083,440,290,1260,0.8,717,1.8
10601110847,36,1517,643,343,1550,0.9,1430,2.8
10601110848,34,1344,639,313,1687,1,1449,2.8
10601110850,42,1708,730,370,1902,0.7,1758,2.6
10601110852,38,1733,646,310,1906,0.7,1458,2.4
10601110855,38,1950,791,380,2230,0.7,2083,2.9
10601110858,34,1333,549,300,1145,0.8,992,2.4
10601110859,24,1733,786,420,1823,0.9,1867,3.6
10601110860,35,1430,647,330,1442,0.8,1242,2.5
10601110861,38,0,1625,0,0,0,0,0
10601110862,50,867,449,255,1125,0.9,1125,3.1
10601110863,30,1755,737,378,1803,0.9,1767,3
10601110864,41,2000,846,340,2363,0.8,2261,3
10601110865,36,1517,599,320,1286,0.7,1133,2.4
10601110866,43,1733,696,403,1906,0.7,1445,2.6
10601110901,33,1717,687,365,1773,0.8,1678,3
10601110902,33,1733,661,405,1485,0.8,1465,3
10601110903,39,1463,550,325,1821,0.9,1778,2.9
10601110904,34,1549,729,360,2227,0.9,2042,3
10601110905,44,1858,756,373,2166,0.8,2015,2.8
10601110906,42,2297,864,345,2603,0.8,2359,3.1
10601110907,34,1436,544,335,1770,0.9,1483,2.9
10601110908,38,1517,634,300,1681,0.8,1553,2.7
10601110909,33,1387,681,310,1580,0.8,1375,2.6
10601110911,41,1900,790,200,2150,0.8,1875,2.9
10601110912,42,3033,907,450,2656,0.8,2399,3.1
10601110913,51,2392,739,100,1930,0.7,1828,2.8
10601110914,46,2000,719,350,2281,0.8,2250,2.9
10601110915,47,2400,900,365,2575,0.8,2575,2.9
10601110916,47,2327,793,400,2187,0.9,2140,2.9
10601110917,42,1733,740,310,1803,0.8,1767,2.7
10601110918,51,2100,589,315,1724,0.9,1575,2.5
10601110920,56,1842,796,400,1946,0.8,1735,2.1
10601110921,57,1500,738,413,1924,0.8,1437,2
10601110922,53,1674,632,305,1910,0.7,1402,2.1
10601110924,19,3900,1499,0,2750,1,2750,4
10601110925,33,2763,1073,650,2843,0.8,2928,3.5
10601110926,32,2290,833,150,2799,0.8,2562,3.4
10601110927,48,2000,641,525,2100,0.8,2023,3.1
