CED_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
CED231,174,3757,164,11,4094,267,4369,237,10,4877,702,10348,700,46,11788,1110,9277,525,37,10947,1688,7984,472,40,10186,1647,6228,355,19,8252,976,5101,231,10,6321,503,3147,211,4,3870,163,1226,106,0,1500,7226,51436,3004,167,61838,186,3467,154,4,3810,369,4098,222,4,4692,1006,10410,636,45,12095,1695,9313,514,28,11553,2681,7536,413,21,10647,2588,5995,299,25,8902,1492,5594,287,16,7396,643,3875,284,5,4811,105,1996,146,3,2246,10762,52292,2944,152,66153,357,7222,321,10,7905,640,8462,456,14,9574,1702,20763,1336,87,23884,2803,18594,1038,66,22496,4370,15525,885,60,20833,4232,12221,652,41,17158,2468,10698,523,31,13711,1144,7026,500,12,8678,269,3222,253,4,3748,17993,103729,5950,323,127991
CED232,259,4773,319,5,5356,243,3981,224,8,4445,653,8562,505,6,9716,1201,9902,538,8,11645,1419,8471,467,13,10359,1332,6661,390,7,8399,880,4921,291,12,6105,349,2488,201,10,3045,72,529,68,0,674,6395,50278,3009,65,59745,262,4399,282,3,4947,335,3489,170,4,3996,1175,8958,517,7,10655,1964,9760,536,7,12272,2562,8059,449,10,11083,2327,6128,376,20,8859,1270,5127,304,19,6723,368,2444,202,6,3024,46,916,107,0,1070,10319,49289,2945,79,62638,518,9175,602,7,10303,572,7473,387,8,8443,1827,17521,1015,6,20374,3162,19660,1077,17,23913,3980,16532,922,18,21446,3661,12791,775,30,17256,2149,10047,602,36,12830,716,4934,403,13,6069,124,1440,178,0,1746,16707,99567,5956,147,122380
CED233,136,3221,321,46,3727,405,11596,1122,106,13234,1277,29336,2794,219,33620,1134,13940,1609,108,16795,1166,7251,952,115,9484,1095,5547,746,77,7461,561,3913,466,29,4962,263,1947,268,8,2480,72,618,105,5,804,6100,77374,8386,708,92565,153,3936,348,33,4473,557,13341,1126,101,15121,1645,29602,2602,191,34040,1361,12376,1254,65,15061,1714,6686,743,71,9216,1652,5035,602,74,7367,960,4011,465,39,5475,327,2217,254,4,2805,66,1129,152,0,1348,8431,78342,7552,581,94902,291,7154,673,77,8202,958,24936,2256,203,28356,2920,58939,5397,405,67657,2500,26317,2867,175,31856,2877,13934,1694,187,18699,2746,10587,1346,149,14827,1516,7923,936,61,10437,585,4168,521,9,5285,130,1754,254,12,2145,14529,155713,15935,1288,187469
CED234,236,4908,176,6,5326,323,5144,215,10,5692,645,9082,496,19,10236,1158,9450,433,40,11071,1937,8810,399,50,11191,1947,7728,289,59,10027,1084,6242,241,33,7601,716,4587,240,16,5564,284,1911,199,3,2398,8328,57859,2675,241,69098,220,4449,141,7,4811,374,4496,187,14,5064,791,9087,494,24,10400,1780,9979,449,18,12228,2925,8890,373,42,12224,2915,7771,304,82,11074,1689,6974,288,52,9001,866,5609,375,13,6868,197,2842,313,4,3355,11764,60094,2919,244,75025,457,9354,312,7,10138,693,9640,399,20,10750,1432,18169,988,49,20638,2936,19433,876,57,23302,4863,17694,772,87,23419,4864,15504,596,135,21095,2773,13212,531,86,16604,1586,10202,611,30,12429,485,4750,508,7,5747,20091,117958,5595,489,144130
CED235,179,3356,350,3,3894,239,2829,221,15,3307,560,6366,504,32,7466,905,6067,592,16,7584,1210,6653,579,11,8449,1683,7726,605,5,10015,1343,8009,604,0,9961,682,4190,460,0,5334,146,1212,224,0,1581,6955,46399,4141,87,57585,262,3246,334,0,3846,295,2636,185,11,3121,989,6573,563,24,8154,1514,6088,588,15,8204,2207,6469,534,11,9226,2842,7561,573,4,10984,1846,7971,636,9,10453,704,4377,526,4,5607,99,1974,301,0,2373,10753,46898,4233,73,61966,441,6602,686,3,7736,531,5460,410,19,6425,1548,12943,1066,54,15621,2418,12162,1180,31,15786,3420,13120,1103,20,17672,4524,15282,1179,11,20997,3185,15975,1245,8,20413,1385,8566,987,10,10943,243,3180,520,0,3952,17712,93302,8382,159,119550
CED236,220,4221,493,0,4939,279,3726,393,8,4405,667,7560,954,27,9215,940,6793,819,8,8560,1407,7651,887,9,9963,1623,8254,846,6,10726,1170,7551,721,3,9454,615,4323,560,3,5500,138,1381,244,0,1764,7066,51454,5924,77,64522,279,3650,410,0,4338,341,3387,326,5,4060,1108,7527,764,22,9418,1667,6635,723,5,9034,2429,6964,697,17,10105,2609,7603,711,3,10925,1774,7073,645,15,9508,654,4458,629,9,5747,110,2113,451,3,2677,10970,49405,5362,80,65816,498,7874,902,0,9281,621,7116,719,14,8467,1776,15092,1718,48,18630,2607,13426,1544,14,17593,3837,14612,1587,26,20063,4229,15850,1556,11,21650,2949,14621,1370,22,18959,1272,8778,1192,7,11247,253,3492,688,3,4438,18035,100860,11285,156,130338
CED237,211,4465,295,4,4971,351,5193,419,13,5968,912,11457,890,24,13280,1372,11170,756,20,13319,1480,8314,538,20,10353,1384,6970,428,22,8808,840,5235,320,32,6429,455,2692,259,11,3417,135,860,166,0,1152,7131,56358,4063,152,67702,262,4112,244,0,4624,420,4632,312,0,5362,1289,11108,764,20,13179,2045,10442,669,16,13170,2490,7637,477,19,10628,2261,6862,378,54,9561,1223,5584,370,45,7218,423,3223,350,10,4009,68,1375,322,0,1772,10478,54983,3889,163,69521,473,8577,541,4,9592,765,9828,727,13,11333,2200,22565,1657,41,26458,3418,21614,1422,45,26490,3972,15952,1020,39,20981,3650,13835,800,80,18367,2057,10823,686,76,13644,877,5919,609,17,7422,204,2234,489,0,2926,17619,111341,7947,322,137224
CED238,201,3829,449,4,4474,200,3238,315,9,3760,593,7136,851,29,8606,886,6528,834,16,8263,1367,7434,912,10,9733,1880,8515,831,6,11232,1319,8181,762,7,10269,576,4121,521,0,5214,145,1314,240,0,1694,7168,50291,5709,83,63247,251,3468,402,3,4128,296,2937,235,9,3473,978,6928,550,13,8473,1523,6459,598,18,8592,2360,7105,601,7,10064,3077,7939,620,8,11657,1829,7684,649,5,10167,700,4522,537,3,5763,122,2288,422,0,2837,11139,49333,4614,72,65154,451,7298,845,3,8602,498,6177,545,18,7235,1567,14062,1403,47,17079,2405,12981,1431,33,16858,3726,14537,1513,21,19796,4960,16457,1452,16,22885,3150,15863,1410,14,20434,1274,8643,1059,0,10980,268,3605,661,0,4532,18301,99622,10323,153,128398
CED239,187,2994,172,0,3353,294,5124,366,11,5797,949,14708,984,32,16671,1219,11129,690,25,13062,1638,7255,464,11,9372,1359,5359,320,22,7061,660,3554,257,12,4485,372,2343,230,3,2945,196,1324,160,8,1687,6860,53794,3647,132,64425,217,2823,148,0,3190,397,5072,293,7,5770,1361,14893,865,28,17148,1757,10642,534,10,12949,2571,6592,370,12,9552,2131,5090,275,25,7525,1019,4017,257,21,5311,534,3278,287,10,4116,140,2306,316,6,2766,10123,54722,3350,133,68317,401,5815,327,5,6539,689,10203,649,27,11568,2314,29604,1847,57,33822,2975,21772,1220,37,26013,4204,13853,839,27,18916,3484,10450,601,50,14583,1677,7568,513,31,9793,907,5620,519,17,7062,332,3630,477,12,4452,16979,108511,6990,263,132750
CED297,0,0,0,0,0,0,4,9,0,4,4,12,19,0,30,3,39,84,0,131,3,43,121,0,163,3,35,99,0,141,0,7,13,0,16,0,0,0,0,0,0,0,0,0,0,16,138,335,0,493,0,0,0,0,0,0,0,0,0,0,0,7,16,0,17,0,5,8,0,14,0,7,13,0,18,0,6,16,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,49,0,72,0,0,0,0,0,0,4,9,0,4,4,13,38,0,52,3,43,96,0,140,3,48,129,0,182,3,49,111,0,158,0,7,13,0,16,0,0,0,0,0,0,0,0,0,0,16,159,383,0,565
CED301,327,5421,483,6,6242,347,5136,615,11,6110,819,11138,1340,32,13335,1340,10202,1092,28,12668,1445,8924,744,11,11123,1446,8047,552,15,10059,990,6053,458,16,7514,450,2981,325,0,3750,100,748,149,0,1003,7266,58657,5757,119,71802,369,5238,473,0,6078,423,5173,438,8,6044,1645,11752,941,21,14362,2245,9878,774,17,12911,2525,8719,691,9,11940,2432,7570,509,30,10544,1341,6074,450,24,7892,475,3362,437,11,4283,52,1216,313,3,1585,11518,58982,5023,117,75639,694,10665,956,7,12322,773,10301,1056,18,12152,2470,22888,2285,51,27695,3583,20081,1870,41,25576,3975,17644,1433,15,23064,3882,15621,1060,49,20605,2332,12134,912,37,15409,923,6342,763,11,8035,154,1970,466,3,2591,18782,117639,10778,237,147443
CED302,199,4931,176,4,5304,236,4590,241,13,5078,531,8742,469,33,9776,982,10103,433,19,11535,1403,9265,381,8,11061,1299,7081,274,24,8683,867,5294,195,31,6387,423,3010,184,7,3627,120,964,133,6,1227,6063,53984,2483,138,62676,229,4547,180,4,4962,292,4239,185,14,4726,797,9118,421,28,10360,1638,10717,395,12,12768,2372,9023,322,21,11735,2224,6838,242,39,9348,1252,5774,225,50,7304,531,3636,275,9,4451,101,1740,255,3,2100,9441,55641,2501,168,67750,424,9474,354,12,10264,527,8833,425,23,9809,1329,17868,885,56,20134,2619,20826,829,34,24306,3776,18285,708,25,22796,3524,13918,520,64,18024,2116,11068,419,83,13685,954,6645,466,16,8083,223,2712,386,3,3326,15498,109625,4985,315,130424
CED303,232,4841,187,4,5261,222,3923,177,0,4329,478,6911,346,17,7746,884,7974,346,9,9217,1221,8517,382,6,10133,1527,8254,312,8,10109,1161,7318,339,14,8832,570,3973,307,7,4854,151,1078,246,0,1478,6449,52794,2643,68,61960,218,4418,193,5,4836,245,3385,154,9,3791,837,7110,345,8,8308,1692,8135,371,12,10213,2266,8770,356,11,11399,2534,8379,334,14,11260,1683,7732,364,20,9799,667,4403,426,10,5502,84,1688,566,4,2348,10223,54027,3115,89,67458,457,9254,383,5,10096,464,7316,330,10,8119,1319,14023,689,25,16052,2582,16109,721,19,19433,3487,17288,744,21,21531,4057,16634,652,23,21367,2843,15051,703,36,18635,1237,8378,731,13,10351,234,2770,812,6,3824,16676,106822,5760,160,129415
CED304,179,4181,206,19,4588,304,7937,621,50,8909,852,19114,1762,186,21915,971,12914,1190,117,15197,1375,9965,956,89,12391,1355,7151,675,78,9255,676,4601,394,42,5716,269,2239,240,7,2761,60,665,95,4,834,6056,68777,6143,593,81570,200,4393,219,15,4833,433,9079,691,67,10267,1048,19115,1553,147,21861,1364,11730,959,78,14128,2118,9262,662,34,12071,1966,6376,576,62,8983,1028,4468,326,24,5842,329,2559,247,17,3148,70,1242,155,7,1468,8540,68221,5387,452,82606,382,8577,431,27,9415,739,17021,1305,120,19178,1899,38227,3318,333,43773,2335,24645,2144,202,29327,3494,19229,1621,121,24466,3318,13531,1254,138,18238,1706,9068,717,74,11562,598,4797,488,25,5908,130,1907,258,7,2299,14598,137002,11532,1044,164171
CED305,230,4388,571,0,5190,190,3841,1030,10,5076,579,8798,3091,58,12520,923,8599,3002,27,12551,1110,8517,2890,20,12541,1339,8544,2287,13,12181,898,6801,1012,22,8738,436,3190,443,3,4063,108,875,173,5,1164,5812,53550,14506,164,74028,217,4009,465,3,4693,263,3777,636,11,4683,953,8642,1315,31,10942,1518,7906,1069,13,10508,1828,7520,1075,13,10440,2164,7527,938,16,10633,1187,6035,654,10,7885,471,3411,455,8,4346,87,1353,246,0,1687,8678,50172,6851,100,65812,442,8390,1032,9,9883,450,7620,1667,24,9758,1526,17436,4410,87,23456,2439,16508,4075,42,23054,2941,16040,3972,31,22978,3498,16069,3228,24,22817,2091,12835,1667,37,16627,901,6601,894,11,8411,200,2228,421,5,2846,14495,103721,21360,266,139842
CED306,207,4323,425,3,4954,183,4134,606,57,4981,468,8590,1543,204,10804,800,8002,1261,76,10143,1081,8465,1114,32,10692,1274,8938,1086,24,11330,896,7562,866,32,9355,424,3583,502,14,4519,101,873,176,0,1152,5435,54473,7571,449,67931,217,4023,407,7,4654,243,4066,533,58,4898,860,8903,1196,137,11093,1407,8300,950,22,10675,1873,8173,848,18,10909,2011,8332,884,27,11256,1304,6791,748,28,8874,514,3539,497,4,4560,76,1473,280,3,1830,8504,53601,6342,303,68746,418,8350,836,6,9613,426,8199,1142,114,9880,1328,17491,2737,348,21898,2202,16301,2213,102,20817,2950,16640,1954,47,21596,3283,17272,1975,51,22582,2206,14359,1610,58,18228,941,7123,1000,18,9082,177,2341,456,0,2980,13934,108077,13917,755,136679
CED307,222,5165,214,4,5612,222,4341,182,8,4756,559,8229,405,12,9200,1094,8956,358,11,10422,1360,9467,342,6,11173,1348,7334,202,6,8889,978,5479,172,13,6647,435,2746,131,0,3316,85,592,73,0,753,6306,52309,2084,73,60760,306,4749,180,4,5239,276,3970,158,6,4405,892,8293,372,6,9566,1801,9365,380,5,11553,2474,9139,320,11,11942,2189,7118,206,21,9529,1343,5792,211,19,7364,459,3020,191,4,3675,48,1083,163,0,1294,9782,52527,2181,72,64568,525,9917,395,11,10852,496,8316,346,11,9165,1444,16527,776,18,18767,2897,18322,741,16,21972,3833,18598,666,17,23121,3538,14446,410,23,18419,2323,11271,385,31,14014,893,5763,324,8,6987,133,1676,232,0,2045,16087,104833,4270,142,125336
CED308,209,5246,352,4,5816,269,5315,422,22,6033,675,10675,1016,38,12400,1027,10261,791,19,12101,1326,9967,706,23,12029,1263,8849,457,32,10599,979,7580,479,44,9083,584,4593,358,21,5561,112,1150,134,3,1403,6456,63635,4710,210,75022,265,4997,399,8,5670,314,5277,429,16,6030,1202,11203,1000,24,13424,1889,10584,797,17,13289,2342,10443,749,21,13554,2276,9022,531,38,11874,1529,8425,535,46,10541,658,4846,439,19,5965,92,1773,290,5,2163,10575,66568,5171,190,82499,478,10237,750,17,11486,581,10587,851,39,12062,1876,21869,2014,64,25823,2919,20848,1582,34,25390,3672,20414,1455,45,25579,3540,17876,982,72,22466,2518,16005,1013,89,19619,1245,9435,800,44,11527,211,2924,425,5,3562,17030,130198,9881,405,157520
CED309,195,4431,256,3,4884,184,3507,295,8,3995,486,7538,596,32,8649,818,8545,666,19,10040,1241,8881,588,22,10733,1374,8525,489,26,10417,1129,8327,504,23,9989,619,4695,440,24,5777,192,1372,243,0,1804,6244,55813,4075,157,66287,184,4237,255,6,4679,245,3675,269,9,4206,778,8189,612,29,9613,1618,9069,634,20,11344,2284,9266,568,12,12132,2612,9025,573,14,12229,1695,8714,554,33,10998,729,5145,533,17,6419,127,2125,440,0,2693,10283,59443,4437,143,74307,379,8669,509,9,9559,429,7188,564,22,8197,1272,15726,1207,61,18262,2441,17606,1296,39,21380,3528,18151,1155,36,22866,3992,17543,1063,44,22647,2827,17039,1060,55,20984,1351,9840,970,37,12194,318,3499,687,5,4501,16529,115255,8511,300,140594
CED310,221,4684,293,6,5203,199,4009,276,13,4491,467,8112,632,92,9305,835,8187,565,41,9630,1292,8565,556,29,10443,1340,8302,512,10,10166,1162,8050,499,26,9734,707,4984,438,19,6156,194,1566,233,5,2005,6421,56458,4009,246,67137,247,4647,314,0,5212,234,4211,296,15,4758,854,8764,636,62,10321,1639,8833,588,30,11097,2228,9114,573,22,11940,2590,8786,538,30,11947,1812,8769,554,33,11166,795,5505,522,10,6827,151,2183,372,4,2714,10556,60810,4390,211,75965,465,9334,608,8,10415,431,8219,572,28,9249,1326,16877,1267,158,19627,2480,17012,1156,72,20727,3519,17678,1132,53,22378,3931,17088,1050,40,22110,2971,16821,1055,55,20899,1503,10489,960,33,12981,351,3751,605,9,4718,16974,117270,8402,453,143102
CED311,196,4231,519,0,4951,173,3625,571,154,4528,553,8018,1506,348,10429,929,8241,1698,171,11036,1191,8777,1789,51,11807,1404,9418,1594,23,12440,963,7640,1067,14,9681,420,3284,508,7,4223,76,687,135,0,902,5903,53922,9390,778,69995,230,3790,479,0,4501,245,3415,385,22,4067,991,7988,984,73,10038,1614,7710,940,20,10282,1875,7842,911,8,10633,2156,7987,926,10,11079,1191,6321,779,17,8311,409,2906,447,3,3770,69,864,218,6,1155,8783,48826,6067,161,63836,433,8025,1002,0,9455,421,7035,954,178,8591,1543,16008,2491,422,20469,2543,15946,2640,188,21319,3064,16622,2696,60,22441,3560,17399,2525,32,23517,2153,13959,1844,36,17991,834,6199,954,15,7994,142,1553,360,3,2058,14685,102750,15455,935,133832
CED312,271,5628,489,8,6396,317,5598,513,4,6436,877,11733,1127,27,13759,1297,10523,922,14,12754,1310,9398,737,14,11457,1235,7598,506,12,9349,862,6032,393,21,7308,504,3088,289,6,3886,87,799,139,3,1025,6754,60391,5110,110,72370,336,5241,428,4,6011,437,5560,534,11,6539,1539,11965,1163,19,14688,2184,10487,918,12,13595,2297,9259,708,20,12283,2069,7638,507,34,10250,1275,6523,442,21,8269,528,3475,429,8,4441,64,1242,283,3,1593,10734,61393,5402,125,77653,605,10865,916,17,12403,754,11159,1045,16,12967,2414,23697,2287,48,28448,3482,21009,1839,26,26351,3613,18661,1442,31,23741,3302,15241,1012,46,19599,2137,12557,841,42,15574,1030,6562,716,9,8321,154,2041,422,7,2621,17486,121788,10513,235,150023
CED313,188,4523,246,19,4982,274,7102,468,57,7896,710,16153,1181,119,18160,988,12168,816,55,14027,1332,9534,637,56,11564,1265,6557,497,31,8358,646,4233,435,29,5339,286,2043,301,12,2640,94,781,137,0,1016,5789,63095,4723,383,73992,211,4371,294,7,4882,397,8153,570,44,9162,1020,16711,1149,82,18963,1514,12187,734,32,14468,2153,9311,532,41,12036,1973,6220,425,41,8661,943,4396,360,20,5715,304,2550,328,3,3185,56,1385,282,0,1721,8569,65282,4678,269,78794,398,8893,540,31,9858,671,15258,1040,97,17064,1728,32867,2331,205,37125,2503,24360,1550,87,28495,3484,18847,1170,97,23600,3240,12775,925,75,17019,1586,8627,797,49,11057,589,4589,631,17,5825,154,2161,420,0,2741,14357,128377,9398,656,152784
CED314,281,4923,341,9,5551,244,4451,350,7,5057,602,8689,672,28,9987,905,7621,542,15,9083,1212,7250,521,12,8998,1285,6893,488,3,8669,969,6109,438,5,7511,575,3630,313,3,4523,164,1170,148,0,1484,6243,50727,3813,85,60863,301,4762,305,3,5368,304,4412,338,4,5059,1074,9025,586,16,10698,1663,7851,543,10,10066,2111,7561,475,9,10155,2274,6949,480,23,9723,1455,6601,440,12,8504,693,4353,438,6,5495,99,2140,272,0,2514,9965,53651,3878,88,67584,581,9689,641,10,10919,551,8864,687,12,10117,1673,17709,1252,45,20685,2569,15467,1088,21,19147,3321,14811,1001,23,19153,3555,13842,968,24,18388,2416,12706,878,17,16020,1270,7981,752,12,10017,261,3311,428,0,3998,16206,104375,7692,177,128446
CED315,244,4716,521,10,5496,270,5473,939,44,6722,693,9978,1188,79,11940,946,8140,865,33,9983,1128,7851,735,20,9738,1131,7367,667,21,9190,827,5791,532,22,7171,422,2693,309,11,3435,70,671,114,0,861,5729,52688,5880,242,64545,283,4959,439,4,5686,359,5371,505,19,6254,1082,10037,1016,35,12168,1752,8583,823,18,11172,1909,8074,722,14,10724,1954,7260,573,16,9800,1172,5775,498,22,7464,460,3103,318,4,3882,59,1220,227,0,1499,9027,54375,5124,139,68660,532,9676,959,17,11184,627,10843,1437,65,12977,1774,20020,2200,115,24109,2697,16726,1688,51,21157,3039,15929,1461,34,20464,3085,14627,1244,39,18992,2002,11558,1041,43,14636,882,5789,630,16,7320,131,1889,343,8,2362,14754,107064,11002,380,133200
CED316,210,3770,333,4,4307,194,3049,237,21,3506,540,6064,544,73,7221,820,5830,491,20,7156,1189,6783,603,9,8582,1586,8386,634,22,10624,1526,10527,775,17,12849,932,6334,630,13,7915,199,1536,260,5,1994,7199,52279,4499,178,64155,232,3584,279,0,4097,250,2992,241,28,3510,952,6325,549,74,7895,1577,6269,483,26,8346,2156,7083,554,21,9812,2865,8928,650,23,12466,2296,10488,772,23,13580,911,6319,775,13,8016,156,2281,378,0,2816,11391,54257,4682,201,70543,444,7347,608,3,8405,444,6038,483,50,7016,1493,12391,1092,144,15120,2392,12098,972,42,15503,3343,13866,1162,28,18391,4450,17316,1285,42,23095,3828,21014,1550,39,26423,1843,12653,1403,29,15932,355,3819,640,5,4813,18592,106539,9182,382,134699
CED317,247,4577,831,7,5664,207,3921,850,87,5066,582,8754,2088,462,11887,900,7847,1800,148,10693,1272,8752,1836,22,11876,1593,10383,1613,37,13630,1169,10332,1507,28,13040,542,4647,739,3,5934,113,1095,241,0,1455,6632,60307,11502,797,79235,270,4020,664,3,4952,254,3573,591,52,4462,977,8610,1304,176,11070,1530,7933,1193,71,10724,2093,8313,1233,24,11671,2431,9664,1301,36,13429,1582,8815,1167,22,11583,609,4109,652,12,5365,76,1404,343,0,1824,9821,56436,8440,383,75084,515,8600,1491,9,10609,454,7497,1442,139,9536,1561,17368,3398,633,22957,2428,15780,2996,214,21415,3364,17063,3070,44,23543,4026,20044,2912,74,27054,2755,19140,2672,55,24624,1152,8752,1383,12,11307,193,2500,581,6,3281,16450,116746,19946,1181,154318
CED318,214,4499,653,7,5368,221,4092,806,119,5236,598,9377,1992,363,12328,893,9308,1525,97,11824,1248,10025,1603,59,12936,1219,9890,1475,52,12636,912,8157,1377,47,10490,367,3613,631,29,4637,99,807,172,3,1082,5771,59759,10237,770,76537,296,4392,577,10,5262,290,4143,731,74,5241,981,10243,1836,263,13317,1569,10005,1280,51,12904,2015,9985,1239,44,13278,1931,9486,1342,55,12813,1244,7373,1090,32,9739,445,3321,582,11,4359,65,1180,225,4,1477,8824,60118,8898,547,78385,503,8884,1224,17,10632,507,8232,1541,193,10473,1585,19620,3829,626,25652,2456,19309,2806,144,24724,3263,20010,2844,99,26212,3150,19377,2816,106,25452,2153,15528,2464,79,20224,812,6930,1213,45,8993,166,1986,403,10,2561,14593,119877,19137,1312,154925
CED319,190,4053,187,3,4439,224,4540,309,16,5088,627,11167,697,21,12513,985,10481,577,18,12069,1326,8555,450,21,10357,1270,6601,326,30,8221,744,5033,310,22,6113,414,2872,266,3,3556,130,1150,206,7,1497,5927,54451,3328,141,63848,193,3829,154,8,4196,304,4669,261,11,5246,941,11589,650,14,13197,1562,10303,495,21,12383,2174,8332,379,26,10909,1991,6520,304,34,8848,1185,5432,299,21,6942,579,3883,349,10,4823,113,2185,474,8,2780,9053,56750,3366,153,69319,385,7886,347,17,8636,524,9214,571,21,10332,1569,22755,1347,39,25708,2553,20785,1068,40,24452,3506,16882,826,49,21272,3257,13123,629,57,17073,1930,10466,613,37,13052,999,6757,610,18,8381,247,3334,679,12,4271,14976,111197,6694,291,133169
