CED_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
CED121,285,4823,390,0,5502,265,4530,480,6,5271,783,9284,1198,15,11276,1075,8463,1065,13,10616,1380,8437,825,3,10648,1692,8216,635,10,10550,1219,7359,497,8,9086,583,4120,388,5,5100,148,1307,193,0,1648,7431,56545,5672,54,69704,307,4375,310,6,5002,373,4044,257,9,4680,1279,9231,541,8,11067,1861,8118,516,12,10508,2422,7934,459,6,10819,2562,7814,399,14,10785,1675,7443,458,10,9583,618,4642,491,3,5756,115,2241,351,0,2707,11212,55847,3790,70,70907,596,9200,705,7,10504,641,8567,736,14,9959,2063,18514,1741,25,22339,2932,16578,1587,23,21125,3802,16376,1282,15,21471,4254,16029,1032,20,21337,2891,14805,954,14,18668,1202,8767,879,8,10855,269,3553,540,0,4362,18639,112388,9464,124,140612
CED122,188,4009,292,17,4513,315,6279,552,66,7213,674,15772,1559,110,18113,1050,11579,1079,69,13785,1470,8789,819,61,11142,1364,7000,627,63,9055,662,5265,449,50,6427,403,3173,366,19,3950,128,1159,202,0,1487,6252,63034,5956,455,75692,181,3775,229,15,4203,332,6155,487,73,7043,877,16452,1241,119,18691,1486,11618,795,35,13939,2240,8732,546,47,11566,2012,6794,420,72,9296,1050,5800,423,48,7322,564,3874,415,21,4871,107,1743,421,0,2270,8854,64938,4978,425,79194,368,7787,527,32,8713,645,12434,1041,133,14257,1550,32224,2809,231,36804,2537,23198,1880,110,27721,3709,17523,1364,107,22710,3380,13793,1047,128,18352,1715,11063,874,97,13748,962,7045,777,33,8822,236,2899,624,4,3761,15104,127969,10935,876,154885
CED123,233,5200,439,0,5875,316,5730,492,0,6541,838,11772,1220,38,13867,1322,11292,1104,20,13738,1355,9231,871,15,11467,1078,7614,551,19,9258,774,5727,426,33,6957,365,2712,341,5,3424,80,624,166,0,873,6360,59899,5613,132,72004,292,5032,342,4,5667,414,5399,498,7,6314,1420,12426,1217,18,15074,2128,10926,1022,10,14080,2147,8825,706,11,11686,1902,7446,491,23,9858,1041,6244,457,30,7772,346,3126,441,7,3921,60,1140,403,3,1600,9741,60570,5562,112,75979,525,10235,780,7,11544,730,11131,986,15,12858,2256,24191,2436,57,28944,3451,22213,2125,28,27821,3504,18060,1578,25,23158,2977,15060,1041,43,19118,1812,11972,883,66,14727,704,5842,784,13,7344,137,1762,567,8,2477,16102,120467,11175,246,147989
CED124,199,3738,413,6,4360,206,2701,225,0,3128,502,5078,453,8,6037,827,5626,501,7,6966,1315,7039,565,12,8932,1807,9134,674,10,11623,1602,10813,773,8,13190,896,6234,590,5,7725,233,1693,300,3,2236,7584,52058,4487,60,64196,230,3561,342,0,4129,263,2508,193,0,2964,888,5315,488,11,6708,1499,5769,520,15,7796,2300,6979,527,3,9807,3124,9194,631,11,12954,2216,10288,749,7,13254,924,6273,691,3,7885,169,2597,526,0,3293,11596,52475,4668,51,68787,430,7300,756,3,8488,471,5209,419,4,6091,1389,10389,940,23,12743,2323,11387,1025,20,14760,3613,14015,1092,17,18736,4925,18325,1308,25,24580,3811,21097,1522,13,26449,1818,12510,1282,12,15613,398,4293,826,5,5523,19183,104528,9157,113,132983
CED125,273,5707,436,4,6422,350,5775,426,9,6560,1035,13076,918,20,15041,1660,13159,991,20,15833,1349,9645,651,14,11661,1119,8300,482,25,9924,786,6186,325,46,7342,354,2576,267,9,3202,68,511,82,9,668,6988,64931,4575,159,76653,347,5431,401,0,6181,395,5539,415,10,6357,1822,14210,1026,20,17081,2515,12462,946,16,15933,2220,8914,575,24,11734,1908,8404,464,68,10839,1133,6542,434,48,8153,349,2839,341,13,3541,48,860,202,5,1114,10729,65199,4799,201,80934,624,11138,835,6,12604,744,11312,836,22,12909,2851,27288,1944,42,32126,4170,25623,1937,36,31766,3573,18559,1233,37,23401,3029,16701,938,96,20761,1914,12729,755,93,15497,700,5421,603,23,6748,120,1370,286,11,1779,17722,130135,9374,363,157588
CED126,194,4773,183,12,5163,200,4000,139,5,4345,362,6495,321,19,7203,732,8061,363,19,9174,1284,9435,355,21,11096,1541,7752,329,17,9643,863,6234,258,17,7371,516,4301,259,4,5089,153,1433,221,6,1811,5856,52489,2432,121,60896,200,4293,155,0,4654,244,3487,130,10,3871,523,6498,326,36,7384,1166,8674,382,13,10232,2239,9318,389,17,11962,2359,7350,319,14,10049,1274,6625,286,17,8197,634,4945,383,8,5965,140,2441,470,4,3055,8777,53639,2847,118,65380,394,9073,342,15,9819,445,7488,275,10,8217,886,12995,645,55,14589,1899,16730,747,29,19404,3529,18755,743,39,23064,3905,15105,644,33,19691,2134,12859,540,32,15569,1149,9244,646,14,11059,297,3876,692,9,4868,14636,106123,5274,243,126273
CED127,238,4272,215,0,4731,205,3634,194,0,4040,492,6995,399,21,7908,858,7177,380,10,8430,1318,7956,393,16,9681,1418,7767,348,6,9527,934,6831,295,7,8069,413,3379,206,0,4006,111,903,87,0,1102,5988,48915,2521,65,57496,233,3893,198,8,4320,270,3189,136,4,3601,775,6890,347,9,8024,1496,7178,352,15,9037,2278,7822,387,9,10496,2290,7639,326,8,10260,1336,7105,306,14,8753,496,3973,301,11,4782,76,1554,245,0,1878,9255,49231,2581,70,61142,467,8162,416,6,9049,481,6820,334,9,7644,1269,13884,742,30,15930,2352,14353,728,21,17465,3598,15781,776,27,20182,3706,15406,667,15,19794,2274,13932,605,20,16823,909,7356,505,10,8783,192,2457,331,0,2981,15245,98152,5106,133,118635
CED128,268,5285,419,0,5969,363,5137,499,8,5994,959,10467,1076,19,12528,1278,9477,1007,25,11777,1376,8520,728,18,10640,1183,8242,608,17,10047,702,6089,457,13,7268,345,3118,273,13,3745,97,890,145,4,1130,6565,57224,5198,110,69100,311,4791,362,0,5471,464,4707,362,8,5544,1281,9914,986,17,12193,1920,9134,917,12,11981,2146,8157,690,21,11009,1924,8059,611,23,10609,970,6248,451,31,7695,360,3404,354,10,4132,51,1478,284,9,1819,9421,55886,5018,132,70460,578,10077,781,3,11444,824,9841,855,12,11539,2239,20380,2065,33,24718,3199,18615,1916,35,23763,3520,16672,1419,39,21654,3107,16295,1217,37,20659,1671,12341,902,48,14968,704,6525,625,19,7876,145,2370,431,13,2949,15984,113118,10219,242,139560
CED129,256,5937,174,3,6374,286,5063,158,10,5522,518,8498,359,30,9407,1352,13282,486,17,15135,1553,10986,325,16,12877,1256,7926,231,34,9443,800,6202,226,66,7295,433,3486,187,16,4123,114,914,168,4,1202,6585,62289,2313,188,71381,256,5639,145,3,6039,300,4765,152,4,5216,802,9145,389,15,10361,1936,14023,486,34,16476,2310,10814,319,19,13463,1855,7912,276,73,10117,1158,6916,231,83,8387,447,3877,233,13,4571,95,1413,217,5,1726,9152,64500,2451,252,76358,511,11577,322,8,12417,589,9824,314,12,10737,1325,17650,748,43,19762,3292,27305,967,43,31609,3864,21801,646,37,26342,3112,15838,506,103,19559,1960,13120,456,146,15684,878,7363,418,31,8692,213,2323,387,11,2931,15740,126792,4766,443,147739
CED130,257,4275,615,0,5145,249,3557,553,9,4365,660,7395,956,88,9090,888,6770,821,68,8544,1199,7175,892,20,9290,1545,7825,878,7,10254,1042,7602,767,0,9415,598,4174,597,0,5376,144,1159,276,0,1578,6581,49924,6349,201,63058,331,4116,688,8,5140,311,3553,513,4,4379,1066,7633,853,32,9576,1458,6744,797,24,9024,2061,6930,794,11,9799,2527,7476,762,8,10780,1521,7162,725,10,9417,668,4730,692,4,6098,122,2013,462,0,2598,10069,50350,6282,102,66807,588,8388,1305,8,10289,558,7106,1060,15,8748,1723,15024,1810,118,18667,2344,13510,1619,94,17572,3261,14106,1683,36,19085,4072,15300,1642,17,21033,2560,14761,1489,17,18828,1269,8906,1291,3,11474,272,3173,734,0,4181,16647,100277,12636,307,129866
CED131,171,4302,316,0,4788,261,6088,511,12,6871,748,11598,782,31,13163,1057,9077,572,14,10724,1377,8021,524,17,9936,1553,7149,491,15,9210,1006,5654,438,10,7106,433,3065,363,5,3864,126,1098,251,0,1479,6724,56049,4256,108,67136,232,4185,306,0,4729,368,6218,433,12,7029,1051,11329,643,24,13048,1564,8853,486,15,10924,2224,7806,444,13,10490,2485,6724,404,21,9635,1365,5840,408,29,7647,535,3647,480,6,4667,109,2053,617,0,2779,9944,56653,4230,120,70944,404,8485,623,0,9513,633,12304,943,25,13901,1799,22931,1430,52,26213,2625,17931,1070,32,21653,3605,15828,968,24,20425,4038,13871,896,42,18845,2371,11497,845,40,14747,968,6708,847,10,8532,234,3151,872,0,4259,16668,112700,8490,229,138082
CED132,148,3768,119,5,4041,197,3808,172,15,4194,495,11355,623,43,12517,991,11922,627,46,13584,1206,9124,437,53,10822,1257,6873,354,27,8510,776,5561,326,48,6710,383,3255,258,16,3919,113,1079,209,5,1406,5571,56749,3118,259,65700,157,3486,133,11,3792,202,3760,150,16,4119,645,12595,675,44,13959,1359,12767,648,51,14825,1940,9395,413,28,11776,1997,6980,360,50,9378,1234,6248,362,54,7901,524,3773,374,21,4691,115,1966,524,3,2607,8167,60969,3635,279,73053,308,7256,251,16,7830,398,7566,322,27,8318,1138,23947,1298,84,26473,2343,24692,1276,95,28409,3144,18521,848,85,22599,3254,13854,712,75,17889,2010,11813,683,99,14609,904,7032,630,43,8611,231,3047,742,8,4016,13737,117722,6753,536,138754
CED133,246,4127,507,6,4886,241,3322,481,38,4084,616,6640,1087,85,8434,930,6817,1040,46,8835,1458,7905,936,24,10329,2015,9629,975,16,12634,1495,9960,818,9,12284,646,4954,514,6,6119,185,1435,267,0,1883,7841,54797,6628,223,69490,240,3757,462,0,4461,316,3133,339,31,3827,1047,6928,801,57,8829,1696,6973,835,34,9533,2433,7859,763,20,11069,3169,9049,792,17,13029,2112,9279,782,4,12175,823,5147,614,5,6587,153,2328,463,0,2947,11980,54453,5844,167,72453,486,7890,968,7,9351,559,6457,818,69,7911,1667,13572,1887,141,17262,2623,13791,1871,75,18369,3892,15764,1699,43,21403,5180,18676,1767,34,25661,3605,19240,1602,13,24455,1470,10104,1125,12,12706,337,3760,728,6,4835,19822,109252,12469,393,141944
CED134,197,3565,721,0,4487,200,3457,642,13,4316,597,8164,1385,55,10201,770,6675,1200,18,8668,1170,6918,1229,14,9324,1445,7967,1334,11,10752,861,6987,1080,13,8936,451,3696,647,3,4794,136,1083,247,3,1461,5832,48516,8479,128,62951,233,3377,622,6,4236,268,3348,549,9,4177,1081,8296,1331,37,10738,1459,6424,1187,7,9077,1854,6383,1160,0,9402,2295,7129,1149,10,10581,1281,6222,919,6,8427,557,3975,783,6,5322,120,1765,432,0,2310,9142,46921,8130,88,64275,435,6947,1343,7,8725,470,6811,1187,25,8486,1678,16462,2709,92,20941,2231,13103,2393,23,17748,3021,13305,2388,16,18730,3743,15092,2481,18,21337,2147,13203,1999,23,17366,1005,7672,1431,8,10123,254,2850,679,3,3778,14972,95437,16612,214,127225
CED135,198,4204,364,4,4773,344,6843,794,11,7984,970,18086,2089,43,21189,1495,16058,1577,43,19163,1202,8791,860,41,10897,1070,7591,733,37,9425,545,5394,462,58,6462,303,2679,331,13,3314,107,893,245,9,1251,6233,70529,7455,251,84470,222,3769,359,6,4357,387,5852,546,17,6808,1269,17151,1688,45,20153,1907,13534,1320,25,16783,1880,8359,720,22,10977,1579,7421,588,93,9676,899,5506,456,78,6945,376,3085,364,17,3846,66,1319,262,9,1651,8588,65995,6302,318,81202,428,7973,721,10,9131,730,12693,1337,29,14787,2239,35238,3782,84,41346,3399,29591,2901,61,35947,3081,17148,1583,65,21873,2653,15013,1319,134,19106,1442,10898,923,139,13407,676,5763,692,33,7165,173,2211,505,12,2903,14822,136523,13756,567,165668
CED136,250,4761,300,3,5319,249,4488,265,5,5001,710,9578,598,6,10888,1153,8421,504,9,10087,1359,8308,453,10,10131,1503,8152,423,10,10086,1257,7662,432,11,9360,612,4321,395,3,5337,129,1031,178,0,1343,7220,56728,3553,63,67560,263,4381,269,3,4912,405,4224,245,4,4877,1331,9735,551,13,11636,2089,8199,482,0,10776,2413,7996,396,7,10808,2593,8068,401,14,11070,1756,7968,468,9,10200,683,4793,466,7,5948,107,1770,349,0,2227,11644,57135,3613,62,72456,511,9145,567,6,10228,649,8715,508,10,9877,2042,19313,1149,18,22524,3236,16621,989,19,20870,3776,16304,848,18,20943,4096,16219,820,25,21158,3017,15630,895,18,19564,1293,9120,855,12,11283,241,2805,523,8,3575,18867,113861,7162,122,140017
CED137,184,3732,193,10,4110,319,7788,783,19,8905,867,19944,2032,67,22918,1223,13571,1293,46,16133,1393,8881,669,26,10976,1483,7720,476,51,9717,739,5919,408,43,7112,383,3193,312,20,3911,140,1248,242,9,1632,6728,71993,6415,292,85420,181,3819,202,11,4213,371,7094,506,24,7987,1075,19512,1419,52,22060,1614,12788,890,43,15331,2252,9272,507,36,12065,2159,8197,435,94,10878,1131,6386,368,53,7939,509,3692,370,21,4591,116,1881,458,0,2462,9402,72644,5149,329,87525,363,7546,391,20,8321,686,14885,1280,40,16901,1941,39454,3458,128,44983,2834,26363,2180,88,31463,3641,18157,1176,65,23042,3640,15915,902,135,20596,1874,12302,778,97,15047,892,6885,688,34,8497,256,3134,696,6,4091,16131,144637,11554,620,172947
CED138,157,3778,399,0,4333,197,2976,310,23,3504,485,6763,820,45,8113,864,7866,894,9,9642,1320,8081,816,21,10239,1739,8751,804,13,11310,1311,9256,769,23,11357,685,5060,504,15,6263,217,1713,303,0,2233,6977,54238,5616,154,66986,221,3626,334,5,4192,228,2980,333,19,3558,795,7517,821,45,9180,1567,8302,846,16,10731,2293,8314,835,18,11453,3030,8955,799,17,12801,2030,9264,720,28,12039,832,5526,633,14,7006,170,2761,582,0,3515,11167,57256,5899,162,74482,378,7407,730,5,8526,430,5953,635,40,7059,1281,14283,1641,91,17295,2433,16170,1740,29,20370,3615,16398,1649,41,21694,4765,17706,1606,29,24108,3341,18520,1486,50,23398,1520,10586,1136,24,13269,391,4471,882,7,5752,18147,111495,11513,320,141467
CED139,244,4658,550,0,5457,242,4296,563,20,5116,647,8197,1009,66,9922,960,7070,956,54,9040,1271,7146,890,3,9315,1518,7880,805,4,10211,1092,7271,658,6,9025,566,4083,488,3,5140,155,1335,186,0,1677,6682,51944,6113,163,64906,309,4292,441,0,5043,378,4320,369,13,5076,1104,8038,670,13,9819,1621,6926,622,5,9177,2150,6831,579,6,9567,2432,7305,648,13,10397,1589,6912,621,6,9128,590,4545,540,4,5685,127,2268,347,0,2744,10300,51438,4833,60,66641,545,8957,987,3,10495,616,8615,931,27,10194,1750,16234,1678,75,19739,2578,13994,1582,63,18213,3426,13981,1465,13,18878,3953,15186,1459,19,20614,2678,14187,1281,12,18157,1155,8625,1034,6,10823,280,3604,537,0,4424,16981,103382,10945,226,131540
CED140,169,4009,223,0,4402,204,3514,203,11,3935,479,6713,496,12,7699,840,7527,425,14,8806,1233,7973,488,15,9709,1427,7808,447,13,9691,970,7092,443,6,8520,575,4454,412,10,5455,155,1316,324,0,1798,6061,50406,3461,80,60006,200,3757,189,3,4149,263,3343,198,0,3812,727,6744,429,8,7912,1461,7698,495,11,9656,2051,7791,408,19,10266,2422,8001,447,17,10887,1545,7894,514,14,9969,660,5010,602,6,6274,143,2264,684,4,3102,9474,52504,3965,89,66038,375,7765,414,3,8555,473,6862,397,10,7747,1206,13459,926,17,15611,2297,15226,917,26,18461,3278,15767,892,37,19971,3852,15808,898,31,20583,2519,14984,961,28,18494,1236,9464,1012,12,11724,303,3584,1005,9,4900,15540,102908,7431,167,126044
CED141,185,4151,232,0,4564,232,3754,184,3,4174,533,7070,425,8,8032,879,7331,385,9,8607,1324,7656,380,5,9370,1627,7347,321,8,9305,1133,6783,322,4,8250,616,4306,350,3,5275,180,1251,200,3,1630,6708,49648,2802,52,59202,210,3790,172,0,4173,282,3397,174,0,3852,958,7098,387,12,8446,1616,7354,363,6,9341,2240,7280,324,6,9852,2610,7297,320,5,10233,1692,7375,413,13,9491,746,4982,470,0,6204,144,2103,349,3,2606,10504,50675,2971,44,64194,394,7935,403,3,8739,513,7152,354,5,8027,1491,14172,808,15,16481,2495,14680,753,16,17945,3560,14935,706,15,19217,4239,14645,636,19,19533,2826,14157,743,12,17740,1369,9287,818,3,11474,328,3357,552,7,4240,17211,100324,5772,93,123396
CED142,86,2160,265,40,2548,272,9179,1402,105,10957,979,30390,3469,343,35182,1124,18476,2070,174,21847,1184,10421,1388,111,13108,1014,7607,1025,110,9763,530,4893,660,63,6148,216,2207,394,17,2833,54,574,170,0,804,5456,85913,10841,978,103180,92,2344,258,29,2720,281,9690,989,92,11050,1133,28564,2633,245,32574,1330,14574,1354,136,17388,1311,7547,740,87,9694,1312,5906,601,123,7946,732,4372,457,64,5621,262,2150,340,19,2773,39,789,223,3,1051,6489,75932,7611,791,90820,180,4500,526,65,5272,551,18867,2393,196,22008,2109,58960,6101,588,67753,2454,33049,3427,310,39241,2498,17967,2137,204,22800,2323,13514,1627,241,17708,1260,9267,1114,125,11767,475,4357,729,36,5602,90,1367,398,7,1856,11939,161843,18449,1765,194003
CED143,149,4044,143,7,4349,171,3381,127,13,3691,414,8455,401,42,9309,699,9221,415,31,10367,1174,9287,309,20,10793,1283,6995,257,31,8570,714,4857,186,18,5776,356,3179,149,9,3685,146,1150,111,0,1404,5116,50565,2091,165,57943,139,3816,105,10,4070,206,3395,119,9,3732,538,9423,413,44,10418,1114,9920,379,27,11446,2033,9362,328,25,11750,2055,6698,218,28,9002,1067,5470,199,25,6758,514,3846,224,9,4591,119,1759,278,3,2154,7793,53692,2257,186,63926,293,7863,240,20,8416,385,6773,244,25,7423,948,17883,813,84,19731,1819,19143,793,63,21812,3206,18649,640,52,22543,3339,13695,479,63,17573,1786,10321,384,38,12538,868,7027,371,14,8279,266,2909,387,3,3562,12908,104252,4356,354,121872
CED144,243,4757,401,6,5413,356,5834,621,16,6826,885,13155,1554,45,15632,1330,10649,1189,31,13201,1372,8804,822,33,11029,1255,8070,672,21,10017,610,5738,415,20,6790,381,3284,320,7,3985,130,1271,183,4,1587,6555,61560,6177,187,74479,273,4469,359,9,5120,441,5119,470,15,6054,1239,11485,1164,31,13914,1894,9598,979,25,12498,2126,8538,774,19,11463,1849,7685,636,40,10214,1036,5805,459,22,7320,456,3586,379,10,4433,95,1981,331,6,2404,9410,58272,5555,173,73410,518,9232,767,17,10535,801,10959,1095,28,12875,2118,24638,2713,77,29550,3227,20247,2167,54,25694,3496,17347,1595,51,22493,3102,15752,1307,65,20227,1642,11545,874,51,14111,839,6870,696,16,8420,224,3253,517,9,3997,15969,119832,11726,363,147892
CED145,140,2812,187,6,3141,177,2830,196,18,3225,486,11903,913,67,13369,762,9589,654,63,11063,1088,7625,421,49,9187,1212,5591,311,38,7158,615,4676,255,33,5584,311,2866,286,12,3472,132,977,309,3,1421,4919,48863,3543,298,57620,130,2704,143,8,2985,231,3395,204,27,3866,682,13794,949,74,15491,1115,9704,585,40,11437,1687,7472,411,47,9614,1727,5337,310,45,7418,997,4996,309,23,6324,472,3370,496,12,4353,98,1535,727,12,2368,7142,52309,4127,285,63866,268,5520,327,14,6127,408,6223,400,53,7087,1169,25696,1864,143,28869,1874,19288,1243,98,22506,2777,15099,833,101,18804,2939,10928,624,86,14572,1607,9676,569,57,11905,782,6237,782,24,7822,233,2509,1037,12,3791,12062,101162,7677,587,121483
CED146,296,6724,527,0,7544,430,6321,413,8,7171,993,10995,870,10,12872,1446,11467,928,15,13858,1489,10066,699,13,12263,1225,9122,621,23,10989,627,5630,369,27,6658,281,2445,292,3,3023,63,623,236,0,918,6844,63385,4957,103,75287,388,6188,450,5,7026,491,5822,388,12,6711,1597,11567,936,19,14129,2341,11516,993,12,14855,2315,9925,718,12,12970,1974,8557,545,43,11122,918,5679,423,36,7056,282,2706,369,13,3380,52,963,360,0,1371,10366,62926,5173,150,78615,680,12906,976,5,14570,919,12145,796,13,13882,2595,22564,1812,27,26996,3785,22982,1923,22,28707,3804,19993,1412,26,25233,3194,17680,1171,67,22106,1550,11307,791,70,13712,569,5150,660,19,6399,118,1586,597,0,2296,17212,126306,10131,250,153906
CED147,220,4747,274,7,5248,271,4248,239,6,4757,641,8387,470,8,9503,1014,8178,477,4,9674,1478,8210,451,10,10147,1626,8068,403,6,10102,1164,7259,393,13,8832,646,4491,393,8,5539,181,1323,355,0,1852,7241,54896,3456,59,65652,263,4506,255,0,5021,366,4010,219,6,4609,1142,8437,518,13,10111,1755,8080,471,9,10311,2348,8138,433,7,10920,2725,7909,395,24,11051,1618,8015,422,11,10071,699,5326,485,3,6523,128,2043,434,3,2613,11046,56473,3626,73,71225,483,9254,525,7,10272,639,8257,460,6,9366,1777,16824,982,19,19612,2766,16251,951,17,19985,3825,16348,881,16,21068,4343,15976,796,32,21148,2785,15273,817,25,18901,1350,9821,887,10,12065,308,3366,790,3,4464,18287,111372,7087,138,136883
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,0,16,0,10,0,0,10,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,29,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,15,0,0,18,0,8,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,28,0,3,38
CED201,219,4452,172,0,4843,263,4570,184,4,5019,672,8875,453,8,10008,1117,9316,413,20,10866,1510,8465,336,17,10326,1573,7918,259,27,9774,1010,6105,226,17,7366,513,3257,241,14,4020,136,1057,165,4,1364,7005,54021,2442,112,63588,231,4070,164,4,4465,338,4104,176,0,4624,1001,8780,402,11,10192,1677,9338,404,8,11431,2450,8426,299,15,11184,2652,7659,292,42,10640,1490,6554,286,40,8373,553,3916,327,20,4814,77,1837,304,0,2225,10461,54683,2653,149,67944,452,8527,333,5,9318,597,8677,364,10,9641,1669,17653,856,23,20194,2799,18659,815,32,22296,3953,16891,636,30,21510,4222,15576,550,68,20415,2500,12655,511,63,15733,1067,7177,567,31,8836,213,2894,463,8,3585,17467,108701,5096,265,131529
