CED_CODE_2021,M_0_4_yr_Need_for_assist,M_0_4_yr_No_need_for_assist,M_0_4_yr_Need_for_assist_ns,M_0_4_yr_OS_vis,M_0_4_yr_Tot,M_5_14_yr_Need_for_assist,M_5_14_yr_No_need_for_assist,M_5_14_yr_Need_for_assist_ns,M_5_14_yr_OS_vis,M_5_14_yr_Tot,M_15_19_yr_Need_for_assist,M_15_19_No_need_for_assist,M_15_19_Need_for_assist_ns,M_15_19_yr_OS_vis,M_15_19_yr_Tot,M_20_24_yr_Need_for_assist,M_20_24_No_need_for_assist,M_20_24_Need_for_assist_ns,M_20_24_yr_OS_vis,M_20_24_yr_Tot,M_25_34_yr_Need_for_assist,M_25_34_No_need_for_assist,M_25_34_Need_for_assist_ns,M_25_34_yr_OS_vis,M_25_34_yr_Tot,M_35_44_yr_Need_for_assist,M_35_44_No_need_for_assist,M_35_44_Need_for_assist_ns,M_35_44_yr_OS_vis,M_35_44_yr_Tot,M_45_54_yr_Need_for_assist,M_45_54_No_need_for_assist,M_45_54_Need_for_assist_ns,M_45_54_yr_OS_vis,M_45_54_yr_Tot,M_55_64_yr_Need_for_assist,M_55_64_No_need_for_assist,M_55_64_Need_for_assist_ns,M_55_64_yr_OS_vis,M_55_64_yr_Tot,M_65_74_yr_Need_for_assist,M_65_74_No_need_for_assist,M_65_74_Need_for_assist_ns,M_65_74_yr_OS_vis,M_65_74_yr_Tot,M_75_84_yr_Need_for_assist,M_75_84_No_need_for_assist,M_75_84_Need_for_assist_ns,M_75_84_yr_OS_vis,M_75_84_yr_Tot,M_85_yr_over_Need_for_assist,M_85_over_No_need_for_assist,M_85_over_Need_for_assist_ns,M_85_over_OS_vis,M_85_yr_over_Tot,M_Tot_Need_for_assist,M_Tot_No_need_for_assist,M_Tot_Need_for_assist_ns,M_Tot_OS_vis,M_Tot_Tot,F_0_4_yr_Need_for_assist,F_0_4_yr_No_need_for_assist,F_0_4_yr_Need_for_assist_ns,F_0_4_yr_OS_vis,F_0_4_yr_Tot,F_5_14_yr_Need_for_assist,F_5_14_yr_No_need_for_assist,F_5_14_yr_Need_for_assist_ns,F_5_14_yr_OS_vis,F_5_14_yr_Tot,F_15_19_yr_Need_for_assist,F_15_19_No_need_for_assist,F_15_19_Need_for_assist_ns,F_15_19_yr_OS_vis,F_15_19_yr_Tot,F_20_24_yr_Need_for_assist,F_20_24_No_need_for_assist,F_20_24_Need_for_assist_ns,F_20_24_yr_OS_vis,F_20_24_yr_Tot,F_25_34_yr_Need_for_assist,F_25_34_No_need_for_assist,F_25_34_Need_for_assist_ns,F_25_34_yr_OS_vis,F_25_34_yr_Tot,F_35_44_yr_Need_for_assist,F_35_44_No_need_for_assist,F_35_44_Need_for_assist_ns,F_35_44_yr_OS_vis,F_35_44_yr_Tot,F_45_54_yr_Need_for_assist,F_45_54_No_need_for_assist,F_45_54_Need_for_assist_ns,F_45_54_yr_OS_vis,F_45_54_yr_Tot,F_55_64_yr_Need_for_assist,F_55_64_No_need_for_assist,F_55_64_Need_for_assist_ns,F_55_64_yr_OS_vis,F_55_64_yr_Tot,F_65_74_yr_Need_for_assist,F_65_74_No_need_for_assist,F_65_74_Need_for_assist_ns,F_65_74_yr_OS_vis,F_65_74_yr_Tot,F_75_84_yr_Need_for_assist,F_75_84_No_need_for_assist,F_75_84_Need_for_assist_ns,F_75_84_yr_OS_vis,F_75_84_yr_Tot,F_85_yr_over_Need_for_assist,F_85_over_No_need_for_assist,F_85_over_Need_for_assist_ns,F_85_over_OS_vis,F_85_yr_over_Tot,F_Tot_Need_for_assist,F_Tot_No_need_for_assist,F_Tot_Need_for_assist_ns,F_Tot_OS_vis,F_Tot_Tot,P_0_4_yr_Need_for_assist,P_0_4_yr_No_need_for_assist,P_0_4_yr_Need_for_assist_ns,P_0_4_yr_OS_vis,P_0_4_yr_Tot,P_5_14_yr_Need_for_assist,P_5_14_yr_No_need_for_assist,P_5_14_yr_Need_for_assist_ns,P_5_14_yr_OS_vis,P_5_14_yr_Tot,P_15_19_yr_Need_for_assist,P_15_19_No_need_for_assist,P_15_19_Need_for_assist_ns,P_15_19_yr_OS_vis,P_15_19_yr_Tot,P_20_24_yr_Need_for_assist,P_20_24_No_need_for_assist,P_20_24_Need_for_assist_ns,P_20_24_yr_OS_vis,P_20_24_yr_Tot,P_25_34_yr_Need_for_assist,P_25_34_No_need_for_assist,P_25_34_Need_for_assist_ns,P_25_34_yr_OS_vis,P_25_34_yr_Tot,P_35_44_yr_Need_for_assist,P_35_44_No_need_for_assist,P_35_44_Need_for_assist_ns,P_35_44_yr_OS_vis,P_35_44_yr_Tot,P_45_54_yr_Need_for_assist,P_45_54_No_need_for_assist,P_45_54_Need_for_assist_ns,P_45_54_yr_OS_vis,P_45_54_yr_Tot,P_55_64_yr_Need_for_assist,P_55_64_No_need_for_assist,P_55_64_Need_for_assist_ns,P_55_64_yr_OS_vis,P_55_64_yr_Tot,P_65_74_yr_Need_for_assist,P_65_74_No_need_for_assist,P_65_74_Need_for_assist_ns,P_65_74_yr_OS_vis,P_65_74_yr_Tot,P_75_84_yr_Need_for_assist,P_75_84_No_need_for_assist,P_75_84_Need_for_assist_ns,P_75_84_yr_OS_vis,P_75_84_yr_Tot,P_85_yr_over_Need_for_assist,P_85_over_No_need_for_assist,P_85_over_Need_for_assist_ns,P_85_over_OS_vis,P_85_yr_over_Tot,P_Tot_Need_for_assist,P_Tot_No_need_for_assist,P_Tot_Need_for_assist_ns,P_Tot_OS_vis,P_Tot_Tot
CED236,84,4057,330,0,4472,743,8697,828,0,10266,246,4304,389,0,4939,188,3842,367,8,4405,280,8043,864,27,9215,306,7493,762,8,8560,448,8661,839,9,9963,755,9183,784,6,10726,921,7891,633,3,9454,1020,4041,440,3,5500,693,901,171,0,1764,5674,67110,6404,78,79263,59,3775,300,6,4139,344,8526,758,0,9628,139,3899,293,0,4338,114,3646,298,5,4060,233,8451,716,22,9418,308,8022,693,5,9034,527,8927,631,17,10105,713,9539,662,3,10925,904,8039,544,15,9508,1236,4086,427,9,5747,1313,1037,324,3,2677,5889,67964,5648,84,79580,144,7839,623,5,8611,1083,17224,1583,0,19890,386,8208,686,0,9281,304,7485,660,14,8467,509,16498,1576,48,18630,609,15514,1456,14,17593,979,17592,1473,26,20063,1463,18721,1452,11,21650,1833,15930,1179,22,18959,2257,8123,866,7,11247,2004,1942,489,3,4438,11560,135074,12048,162,158844
CED237,109,5415,314,0,5834,579,10312,599,6,11494,189,4545,240,4,4971,162,5461,335,13,5968,236,12300,721,24,13280,286,12418,593,20,13319,487,9366,484,20,10353,710,7695,372,22,8808,948,5179,264,32,6429,1030,2152,223,11,3417,627,391,131,0,1152,5356,75241,4279,160,85034,49,5063,310,12,5430,272,9926,543,3,10744,110,4300,210,0,4624,93,4999,273,0,5362,207,12327,628,20,13179,311,12254,590,16,13170,549,9653,407,19,10628,921,8249,340,54,9561,1307,5585,280,45,7218,1556,2156,284,10,4009,1125,356,281,0,1772,6504,74863,4152,179,85693,153,10480,619,7,11268,846,20239,1141,9,22237,294,8845,449,4,9592,254,10457,606,13,11333,447,24624,1345,41,26458,599,24667,1184,45,26490,1031,19019,891,39,20981,1629,15946,715,80,18367,2256,10764,546,76,13644,2586,4308,510,17,7422,1753,754,416,0,2926,11858,150107,8426,339,170731
CED238,60,3606,286,3,3951,562,8133,674,3,9373,214,3925,336,4,4474,148,3328,281,9,3760,275,7506,794,29,8606,253,7157,835,16,8263,398,8424,891,10,9733,599,9820,802,6,11232,807,8759,693,7,10269,844,3997,371,0,5214,667,868,160,0,1694,4833,65525,6132,87,76581,35,3461,245,0,3743,288,7800,595,3,8692,146,3696,275,3,4128,97,3148,220,9,3473,235,7710,518,13,8473,255,7745,573,18,8592,409,9057,592,7,10064,648,10423,580,8,11657,799,8813,551,5,10167,1063,4337,358,3,5763,1447,1098,286,0,2837,5427,67290,4792,75,77588,91,7073,524,3,7697,851,15928,1275,5,18071,361,7624,611,3,8602,250,6474,501,18,7235,511,15211,1309,47,17079,512,14903,1416,33,16858,808,17482,1486,21,19796,1241,20248,1381,16,22885,1602,17578,1245,14,20434,1909,8339,732,0,10980,2116,1962,449,0,4532,10258,132815,10926,161,154166
CED239,48,4309,206,5,4566,384,7039,367,9,7798,139,3060,153,0,3353,98,5386,297,11,5797,204,15601,831,32,16671,228,12199,610,25,13062,322,8606,430,11,9372,447,6281,312,22,7061,592,3668,215,12,4485,894,1868,172,3,2945,991,570,121,8,1687,4346,68595,3711,139,76790,22,4151,212,7,4395,195,6990,412,11,7610,68,2981,141,0,3190,120,5411,237,7,5770,303,16037,779,28,17148,234,12210,489,10,12949,362,8830,343,12,9552,513,6711,272,25,7525,823,4247,223,21,5311,1652,2249,206,10,4116,1809,723,230,6,2766,6115,70528,3540,145,80323,75,8456,422,5,8958,582,14030,782,14,15410,207,6041,291,5,6539,211,10798,533,27,11568,507,31644,1614,57,33822,463,24413,1099,37,26013,682,17434,778,27,18916,959,12990,580,50,14583,1410,7911,437,31,9793,2552,4113,375,17,7062,2800,1287,353,12,4452,10456,139125,7254,283,157115
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,4,0,12,19,0,30,0,43,84,0,131,0,49,121,0,163,0,45,100,0,141,0,7,13,0,16,0,0,0,0,0,0,0,0,0,0,0,153,339,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,17,0,5,8,0,14,0,7,13,0,18,0,6,16,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,49,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,4,0,17,38,0,52,0,47,96,0,140,0,52,129,0,182,0,53,111,0,158,0,7,13,0,16,0,0,0,0,0,0,0,0,0,0,0,179,389,0,565
CED301,148,6243,432,3,6820,1354,12508,923,10,14797,395,5454,382,6,6242,310,5222,566,11,6110,443,11652,1203,32,13335,469,11191,978,28,12668,595,9823,698,11,11123,860,8653,532,15,10059,1046,6041,414,16,7514,835,2674,241,0,3750,404,483,110,0,1003,6857,79953,6480,132,93418,102,5909,338,0,6352,658,12470,851,8,13989,279,5410,388,0,6078,214,5419,398,8,6044,412,13076,844,21,14362,464,11707,718,17,12911,727,10576,635,9,11940,1003,9042,463,30,10544,1050,6457,367,24,7892,1043,2900,328,11,4283,772,586,230,3,1585,6728,83564,5559,133,95982,244,12153,765,7,13173,2014,24980,1774,15,28783,675,10863,775,7,12322,523,10644,969,18,12152,856,24740,2050,51,27695,934,22902,1696,41,25576,1321,20399,1334,15,23064,1860,17697,992,49,20605,2093,12501,780,37,15409,1884,5572,567,11,8035,1179,1070,337,3,2591,13579,163517,12041,262,189401
CED302,83,4650,144,8,4880,588,10381,337,6,11316,191,4950,158,4,5304,147,4714,206,13,5078,189,9145,413,33,9776,169,10967,381,19,11535,260,10457,337,8,11061,338,8052,263,24,8683,573,5585,193,31,6387,700,2778,137,7,3627,530,606,86,6,1227,3769,72290,2653,158,78868,45,4424,117,5,4588,287,10280,356,15,10932,125,4670,163,4,4962,97,4450,171,14,4726,194,9772,369,28,10360,201,12169,378,12,12768,326,11086,308,21,11735,418,8669,223,39,9348,622,6440,195,50,7304,986,3274,185,9,4451,1114,830,160,3,2100,4403,76058,2622,189,83274,124,9069,264,14,9468,870,20658,697,20,22253,318,9624,321,12,10264,246,9167,379,23,9809,380,18916,780,56,20134,369,23140,760,34,24306,580,21545,644,25,22796,754,16723,485,64,18024,1195,12022,386,83,13685,1686,6050,326,16,8083,1643,1434,247,3,3326,8172,148349,5275,342,162139
CED303,96,3973,158,7,4222,809,9267,399,0,10473,266,4829,162,4,5261,163,4013,148,0,4329,240,7186,307,17,7746,225,8686,295,9,9217,314,9446,357,6,10133,559,9241,299,8,10109,848,7667,304,14,8832,917,3724,203,7,4854,595,761,122,0,1478,5036,68798,2753,77,76654,50,3787,158,4,4000,430,8926,347,4,9711,146,4555,125,5,4836,106,3546,133,9,3791,209,7770,314,8,8308,255,9599,353,12,10213,397,10654,336,11,11399,618,10300,330,14,11260,840,8642,297,20,9799,1137,4098,256,10,5502,1282,820,239,4,2348,5484,72695,2892,99,81167,142,7759,309,4,8226,1244,18193,750,9,20186,412,9389,289,5,10096,269,7562,280,10,8119,455,14954,621,25,16052,483,18288,645,19,19433,716,20100,697,21,21531,1178,19542,625,23,21367,1687,16312,605,36,18635,2056,7819,461,13,10351,1877,1584,363,6,3824,10517,141489,5641,176,157828
CED304,55,3696,189,14,3955,260,7284,319,27,7889,92,4302,181,19,4588,103,8212,548,50,8909,197,19886,1651,186,21915,223,13725,1124,117,15197,329,11044,929,89,12391,301,8209,669,78,9255,386,4903,381,42,5716,467,2072,215,7,2761,363,384,84,4,834,2781,83710,6287,631,93405,37,3611,186,18,3847,162,7352,280,27,7819,82,4532,206,15,4833,134,9456,614,67,10267,211,20035,1465,147,21861,220,12925,907,78,14128,287,11095,660,34,12071,321,8025,568,62,8983,411,5088,313,24,5842,645,2281,208,17,3148,780,565,117,7,1468,3286,84965,5522,498,94269,92,7310,373,30,7802,421,14633,598,55,15704,172,8826,386,27,9415,239,17662,1155,120,19178,411,39913,3118,333,43773,440,26654,2030,202,29327,614,22139,1588,121,24466,628,16231,1244,138,18238,799,9995,699,74,11562,1108,4350,426,25,5908,1143,953,198,7,2299,6068,168673,11806,1126,187676
CED305,106,4580,375,0,5067,751,9742,881,5,11375,223,4502,465,0,5190,152,3915,994,10,5076,216,9246,2999,58,12520,208,9379,2936,27,12551,272,9402,2846,20,12541,531,9393,2253,13,12181,768,6979,966,22,8738,751,2956,358,3,4063,487,539,131,5,1164,4475,70633,15185,174,90468,57,4258,326,3,4642,371,9498,790,0,10663,144,4164,381,3,4693,103,3942,621,11,4683,151,9499,1254,31,10942,222,9266,1014,13,10508,368,9006,1052,13,10440,615,9099,906,16,10633,718,6571,587,10,7885,986,3005,351,8,4346,957,593,138,0,1687,4705,68906,7403,104,81118,164,8835,696,3,9706,1125,19241,1672,8,22039,369,8663,839,9,9883,259,7862,1611,24,9758,371,18750,4254,87,23456,437,18642,3948,42,23054,646,18414,3893,31,22978,1143,18491,3158,24,22817,1486,13552,1553,37,16627,1738,5954,704,11,8411,1448,1131,265,5,2846,9182,139534,22594,273,171585
CED306,98,4268,326,3,4702,608,9582,807,0,10999,202,4392,358,3,4954,131,4236,550,57,4981,227,8952,1422,204,10804,220,8669,1170,76,10143,330,9261,1065,32,10692,545,9714,1042,24,11330,803,7730,786,32,9355,845,3264,401,14,4519,507,510,131,0,1152,4519,70590,8060,458,83630,50,3943,305,3,4295,284,9230,813,7,10336,139,4146,360,7,4654,85,4263,495,58,4898,164,9685,1111,137,11093,191,9544,912,22,10675,370,9697,821,18,10909,572,9816,841,27,11256,723,7455,667,28,8874,974,3221,360,4,4560,1010,646,166,3,1830,4559,71654,6858,311,83379,152,8209,632,8,8998,890,18814,1625,7,21330,341,8541,725,6,9613,216,8499,1047,114,9880,387,18637,2535,348,21898,412,18214,2079,102,20817,700,18961,1894,47,21596,1118,19527,1884,51,22582,1528,15191,1457,58,18228,1823,6482,761,18,9082,1514,1163,297,0,2980,9083,142238,14920,767,167008
CED307,105,4622,152,4,4879,910,10680,400,4,11998,302,5122,180,4,5612,180,4403,162,8,4756,244,8603,344,12,9200,268,9825,311,11,10422,340,10504,322,6,11173,406,8280,190,6,8889,592,5873,162,13,6647,591,2621,100,0,3316,342,354,48,0,753,4293,70882,2381,79,77634,56,4209,153,0,4417,425,10243,394,6,11069,180,4887,169,4,5239,135,4124,141,6,4405,244,8995,324,6,9566,278,10931,338,5,11553,372,11234,328,11,11942,459,8851,200,21,9529,683,6477,184,19,7364,788,2752,130,4,3675,738,444,107,0,1294,4356,73149,2470,77,80053,164,8826,302,5,9293,1337,20920,797,9,23060,483,10012,345,11,10852,312,8531,305,11,9165,487,17594,669,18,18767,545,20757,655,16,21972,713,21733,648,17,23121,866,17137,391,23,18419,1278,12348,356,31,14014,1375,5373,232,8,6987,1085,801,155,0,2045,8649,144033,4852,157,157685
CED308,128,5315,375,3,5817,960,10988,860,6,12821,292,5208,310,4,5816,198,5426,377,22,6033,297,11187,879,38,12400,291,11093,691,19,12101,373,11008,627,23,12029,565,9567,434,32,10599,922,7690,428,44,9083,1097,4157,279,21,5561,623,682,87,3,1403,5750,82324,5352,225,93654,60,5177,364,8,5604,435,10746,784,0,11970,188,5135,346,8,5670,141,5490,383,16,6030,252,12267,871,24,13424,312,12241,720,17,13289,504,12348,684,21,13554,651,10642,535,38,11874,980,9046,466,46,10541,1325,4308,311,19,5965,1264,724,173,5,2163,6118,88120,5635,206,100073,187,10491,731,11,11422,1398,21740,1650,17,24793,478,10337,654,17,11486,345,10917,760,39,12062,550,23460,1749,64,25823,605,23330,1413,34,25390,879,23349,1312,45,25579,1218,20209,974,72,22466,1895,16740,893,89,19619,2423,8467,595,44,11527,1894,1406,257,5,3562,11870,170443,10992,427,193736
CED309,87,4102,240,10,4434,694,9700,550,4,10952,225,4425,232,3,4884,137,3594,256,8,3995,241,7855,518,32,8649,282,9124,617,19,10040,316,9858,536,22,10733,498,9401,498,26,10417,795,8687,479,23,9989,926,4429,396,24,5777,721,896,188,0,1804,4913,72070,4517,168,81677,50,3893,180,3,4132,363,9490,593,0,10449,140,4308,231,6,4679,106,3844,243,9,4206,187,8849,547,29,9613,220,10535,565,20,11344,396,11198,522,12,12132,552,11107,559,14,12229,813,9633,522,33,10998,1248,4740,423,17,6419,1346,993,348,0,2693,5417,78583,4733,150,88890,136,7991,427,12,8565,1057,19190,1145,10,21406,360,8731,464,9,9559,244,7439,495,22,8197,429,16704,1069,61,18262,500,19657,1189,39,21380,710,21057,1059,36,22866,1043,20510,1055,44,22647,1607,18323,999,55,20984,2173,9167,814,37,12194,2068,1891,540,5,4501,10334,150657,9252,323,170568
CED310,81,4074,215,5,4388,739,9565,586,9,10890,256,4703,239,6,5203,168,4073,248,13,4491,216,8449,556,92,9305,199,8867,522,41,9630,319,9562,529,29,10443,536,9115,501,10,10166,821,8405,477,26,9734,1085,4719,333,19,6156,834,1013,158,5,2005,5246,72543,4358,262,82412,36,3914,169,0,4121,417,9338,539,3,10298,157,4771,284,0,5212,104,4370,263,15,4758,198,9459,600,62,10321,269,10226,569,30,11097,423,10930,556,22,11940,620,10756,537,30,11947,883,9745,505,33,11166,1277,5168,368,10,6827,1434,1073,205,4,2714,5827,79746,4603,213,90390,124,7988,385,9,8507,1160,18894,1120,13,21186,406,9475,524,8,10415,273,8444,504,28,9249,414,17898,1149,158,19627,463,19092,1089,72,20727,743,20495,1093,53,22378,1150,19879,1037,40,22110,1707,18154,986,55,20899,2363,9886,707,33,12981,2266,2078,364,9,4718,11072,152286,8967,478,172800
CED311,97,4474,407,4,4983,884,9910,1011,0,11811,299,4203,450,0,4951,156,3685,530,154,4528,231,8432,1414,348,10429,269,8942,1663,171,11036,409,9635,1711,51,11807,755,10088,1577,23,12440,926,7783,955,14,9681,716,3077,423,7,4223,352,455,98,0,902,5084,70680,10232,786,86784,64,4423,380,0,4868,419,9926,941,9,11286,157,3965,375,0,4501,97,3591,348,22,4067,167,8877,922,73,10038,252,9134,884,20,10282,451,9289,882,8,10633,745,9435,887,10,11079,763,6839,691,17,8311,832,2603,333,3,3770,555,435,163,6,1155,4504,68513,6799,166,79988,165,8897,788,6,9847,1306,19832,1948,12,23095,460,8172,825,0,9455,254,7273,882,178,8591,394,17312,2331,422,20469,517,18075,2547,188,21319,869,18924,2589,60,22441,1497,19521,2460,32,23517,1692,14617,1643,36,17991,1548,5682,757,15,7994,906,887,257,3,2058,9598,139196,17025,957,166771
CED312,140,6276,503,7,6932,1209,12251,1095,5,14564,398,5566,422,8,6396,243,5717,467,4,6436,356,12377,1001,27,13759,356,11570,819,14,12754,439,10312,693,14,11457,635,8220,473,12,9349,980,5964,341,21,7308,936,2713,223,6,3886,472,444,109,3,1025,6173,81421,6145,124,93866,103,6167,489,0,6757,618,12473,987,3,14083,225,5398,377,4,6011,151,5884,490,11,6539,331,13272,1064,19,14688,377,12354,860,12,13595,613,10984,666,20,12283,809,8942,464,34,10250,1087,6766,391,21,8269,1260,2858,310,8,4441,906,478,205,3,1593,6486,85577,6306,133,98491,247,12442,991,7,13685,1827,24725,2084,7,28642,625,10970,801,17,12403,401,11604,954,16,12967,695,25644,2068,48,28448,738,23916,1672,26,26351,1051,21295,1357,31,23741,1446,17165,940,46,19599,2068,12732,730,42,15574,2198,5574,535,9,8321,1375,921,317,7,2621,12658,166990,12451,256,192358
CED313,55,4232,194,3,4492,349,8518,364,16,9250,112,4621,231,19,4982,99,7307,431,57,7896,171,16798,1072,119,18160,207,13023,742,55,14027,260,10599,643,56,11564,351,7478,496,31,8358,430,4465,422,29,5339,476,1872,277,12,2640,440,436,138,0,1016,2960,79356,5019,404,87733,30,3983,198,11,4221,169,8217,346,11,8746,91,4507,278,7,4882,116,8478,534,44,9162,236,17566,1077,82,18963,226,13520,691,32,14468,305,11173,521,41,12036,352,7839,431,41,8661,495,4854,343,20,5715,756,2131,292,3,3185,878,581,271,0,1721,3640,82845,4977,298,91757,84,8218,393,13,8717,521,16736,714,30,17993,198,9128,505,31,9858,212,15789,963,97,17064,412,34359,2151,205,37125,433,26545,1434,87,28495,563,21771,1164,97,23600,704,15317,927,75,17019,928,9315,768,49,11057,1229,4008,575,17,5825,1318,1014,405,0,2741,6602,162200,9994,695,179495
CED314,89,4539,254,4,4891,741,10126,504,4,11376,274,4986,281,9,5551,192,4558,309,7,5057,305,9045,606,28,9987,319,8256,498,15,9083,392,8091,504,12,8998,565,7618,478,3,8669,821,6280,412,5,7511,922,3356,242,3,4523,629,739,114,0,1484,5247,67597,4183,91,77123,52,4504,232,0,4788,396,10108,469,0,10978,187,4938,232,3,5368,138,4619,299,4,5059,250,9898,530,16,10698,319,9234,508,10,10066,463,9204,481,9,10155,676,8560,469,23,9723,844,7234,408,12,8504,1239,3940,308,6,5495,1354,952,201,0,2514,5928,73197,4133,93,83352,139,9046,487,5,9680,1134,20237,973,5,22353,463,9931,511,10,10919,324,9169,606,12,10117,559,18947,1131,45,20685,631,17486,1004,21,19147,856,17297,979,23,19153,1243,16178,939,24,18388,1666,13516,817,17,16020,2160,7297,550,12,10017,1987,1696,317,0,3998,11174,140793,8317,186,160478
CED315,124,4788,357,0,5270,801,9895,842,3,11546,236,4778,469,10,5496,181,5592,897,44,6722,282,10467,1109,79,11940,337,8821,802,33,9983,456,8561,700,20,9738,642,7879,642,21,9190,779,5870,500,22,7171,719,2421,285,11,3435,366,398,94,0,861,4931,69476,6705,249,81362,78,4300,351,0,4737,390,9739,755,3,10897,136,5163,383,4,5686,135,5640,464,19,6254,239,10965,926,35,12168,311,10056,783,18,11172,499,9500,711,14,10724,657,8576,555,16,9800,796,6186,459,22,7464,990,2620,267,4,3882,798,524,175,0,1499,5021,73284,5840,141,84284,203,9095,710,0,10007,1192,19634,1601,9,22440,373,9947,848,17,11184,317,11237,1357,65,12977,524,21434,2042,115,24109,648,18877,1584,51,21157,949,18063,1410,34,20464,1294,16452,1199,39,18992,1576,12062,960,43,14636,1710,5043,550,16,7320,1165,922,269,8,2362,9954,142761,12541,389,165646
CED316,90,3243,226,3,3569,872,7984,599,0,9465,346,3728,240,4,4307,240,3030,208,21,3506,351,6323,482,73,7221,357,6344,433,20,7156,588,7435,544,9,8582,1108,8868,629,22,10624,1745,10421,666,17,12849,1607,5830,460,13,7915,795,1031,168,5,1994,8094,64239,4656,189,77188,49,3093,197,3,3343,446,7886,547,3,8887,230,3646,218,0,4097,152,3114,215,28,3510,285,7060,482,74,7895,360,7525,441,26,8346,623,8634,534,21,9812,1072,10781,601,23,12466,1501,11416,645,23,13580,1794,5699,507,13,8016,1425,1116,271,0,2816,7940,69962,4660,214,82772,143,6337,427,7,6913,1317,15880,1148,13,18352,570,7375,458,3,8405,389,6144,427,50,7016,630,13375,962,144,15120,712,13873,874,42,15503,1214,16069,1079,28,18391,2183,19650,1221,42,23095,3250,21833,1311,39,26423,3403,11536,965,29,15932,2221,2145,443,5,4813,16040,134202,9315,400,159958
CED317,78,4669,495,6,5248,587,10549,1335,7,12477,192,4821,643,7,5664,140,4037,794,87,5066,177,9268,1983,462,11887,239,8604,1705,148,10693,378,9736,1746,22,11876,711,11330,1555,37,13630,1088,10546,1371,28,13040,909,4417,607,3,5934,578,688,183,0,1455,5080,78662,12406,806,96956,27,4308,495,0,4833,250,10215,1167,4,11641,114,4306,526,3,4952,71,3793,552,52,4462,179,9491,1227,176,11070,218,9280,1159,71,10724,409,10073,1159,24,11671,772,11400,1224,36,13429,883,9664,1017,22,11583,1088,3775,498,12,5365,921,657,248,0,1824,4929,76962,9269,394,91561,108,8970,990,4,10075,834,20765,2504,17,24114,311,9122,1166,9,10609,216,7838,1343,139,9536,353,18762,3209,633,22957,456,17878,2866,214,21415,783,19813,2907,44,23543,1477,22732,2779,74,27054,1967,20208,2386,55,24624,1998,8189,1101,12,11307,1501,1347,428,6,3281,10010,155620,21680,1202,188512
CED318,69,4547,544,4,5164,552,10752,1100,8,12414,166,4678,516,7,5368,122,4253,738,119,5236,218,9892,1856,363,12328,264,10055,1413,97,11824,415,10956,1508,59,12936,631,10533,1426,52,12636,883,8252,1309,47,10490,821,3242,548,29,4637,464,491,131,3,1082,4593,77652,11085,782,94113,44,4453,454,10,4958,255,10379,1020,6,11664,117,4682,457,10,5262,83,4410,673,74,5241,176,11137,1748,263,13317,240,11398,1210,51,12904,393,11666,1181,44,13278,619,10835,1301,55,12813,863,7818,1020,32,9739,950,2924,465,11,4359,811,510,155,4,1477,4557,80217,9679,556,95012,114,9000,994,13,10117,806,21132,2123,19,24077,285,9361,969,17,10632,205,8663,1412,193,10473,394,21032,3602,626,25652,500,21453,2625,144,24724,808,22627,2684,99,26212,1255,21365,2727,106,25452,1743,16075,2325,79,20224,1773,6166,1012,45,8993,1272,998,281,10,2561,9151,157868,20763,1338,189123
CED319,96,4671,186,5,4947,506,8798,362,4,9669,180,4092,157,3,4439,129,4683,266,16,5088,217,11684,591,21,12513,228,11300,515,18,12069,298,9584,449,21,10357,436,7432,335,30,8221,541,5287,263,22,6113,691,2668,194,3,3556,664,700,132,7,1497,3985,70887,3449,147,78471,47,4451,180,5,4685,255,8468,326,14,9059,124,3919,138,8,4196,108,4905,225,11,5246,246,12359,573,14,13197,241,11637,485,21,12383,346,10161,376,26,10909,524,8014,284,34,8848,655,6004,263,21,6942,1076,3496,241,10,4823,1466,1013,293,8,2780,5093,74421,3381,174,83067,142,9122,366,9,9636,759,17268,687,16,18731,313,8006,302,17,8636,237,9586,493,21,10332,462,24047,1163,39,25708,468,22942,1000,40,24452,648,19747,826,49,21272,958,15441,613,57,17073,1194,11290,527,37,13052,1764,6164,431,18,8381,2129,1712,425,12,4271,9079,145314,6827,323,161535
