CED_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Oth_lt_health_cond_0_14,F_Oth_lt_health_cond_15_24,F_Oth_lt_health_cond_25_34,F_Oth_lt_health_cond_35_44,F_Oth_lt_health_cond_45_54,F_Oth_lt_health_cond_55_64,F_Oth_lt_health_cond_65_74,F_Oth_lt_health_cond_75_84,F_Oth_lt_health_cond_85_over,F_Oth_lt_health_cond_Tot,F_No_lt_health_cond_0_14,F_No_lt_health_cond_15_24,F_No_lt_health_cond_25_34,F_No_lt_health_cond_35_44,F_No_lt_health_cond_45_54,F_No_lt_health_cond_55_64,F_No_lt_health_cond_65_74,F_No_lt_health_cond_75_84,F_No_lt_health_cond_85_over,F_No_lt_health_cond_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Oth_lt_health_cond_0_14,P_Oth_lt_health_cond_15_24,P_Oth_lt_health_cond_25_34,P_Oth_lt_health_cond_35_44,P_Oth_lt_health_cond_45_54,P_Oth_lt_health_cond_55_64,P_Oth_lt_health_cond_65_74,P_Oth_lt_health_cond_75_84,P_Oth_lt_health_cond_85_over,P_Oth_lt_health_cond_Tot,P_No_lt_health_cond_0_14,P_No_lt_health_cond_15_24,P_No_lt_health_cond_25_34,P_No_lt_health_cond_35_44,P_No_lt_health_cond_45_54,P_No_lt_health_cond_55_64,P_No_lt_health_cond_65_74,P_No_lt_health_cond_75_84,P_No_lt_health_cond_85_over,P_No_lt_health_cond_Tot
CED315,8,27,23,50,94,146,189,198,118,853,30,21,16,76,173,445,530,392,124,1807,371,1729,2066,1897,1675,1354,767,355,174,10388,9,7,14,25,80,138,174,172,108,728,594,701,920,1064,1251,1323,968,553,326,7703,12274,7722,7298,6295,5368,3985,2348,812,221,46325,1640,1154,1179,1062,975,798,603,339,186,7933,15622,11917,12137,11158,10708,9785,7442,3874,1502,84145,26,144,480,957,2006,3499,3961,2583,910,14575,1995,1914,2224,1972,1800,1677,1335,633,158,13701,33,52,104,278,531,1107,1547,963,300,4908,4,3,6,7,24,90,210,421,398,1164,48,120,276,536,1273,1982,2109,1247,287,7872,98,89,130,251,624,1382,2034,1585,577,6761,31,40,55,90,155,297,422,385,179,1659,64,39,53,128,323,793,1054,757,199,3418,825,2581,3211,3119,2886,2367,1455,645,236,17327,13,18,29,60,156,293,407,357,189,1516,1558,1249,1560,1786,2180,2370,1754,1001,468,13926,24954,16056,15220,12416,10704,7991,4567,1535,352,93785
CED316,9,19,18,47,66,172,321,346,209,1213,28,18,37,77,238,746,1225,918,238,3527,455,1397,1552,1563,1754,1995,1404,640,298,11057,3,8,11,52,104,218,329,385,188,1292,528,506,693,878,1193,1815,1732,1087,499,8916,9391,4626,4521,4546,4825,5040,4158,1680,406,39189,1184,697,659,659,768,865,943,717,303,6803,12220,7578,7824,8326,9793,12445,13557,8003,2816,82564,32,118,347,909,2173,5096,8488,5959,1912,25035,1950,1472,1619,1820,1907,2401,2734,1531,344,15786,29,42,92,168,529,1378,2624,2071,592,7527,5,3,0,7,32,83,297,722,662,1812,65,113,213,449,1051,2192,3685,2475,608,10846,54,56,85,187,576,1754,3752,3427,1329,11214,16,31,33,88,139,344,672,774,370,2454,53,37,62,154,462,1382,2437,1908,477,6970,968,2228,2429,2580,3034,3415,2693,1276,464,19082,6,13,31,77,192,437,780,858,350,2740,1395,1002,1106,1492,2101,3262,3286,2019,748,16406,18867,9859,9198,8801,9306,9354,7953,3479,758,77574
CED317,9,6,18,49,94,152,242,191,107,873,13,8,19,35,147,456,638,384,96,1791,249,911,1205,1191,1301,1398,807,316,148,7535,4,5,10,21,67,150,214,181,88,736,396,406,571,741,1041,1473,1114,551,248,6556,13068,6338,6996,6428,6324,6087,4124,1416,313,51083,2094,1259,1434,1349,1454,1533,1317,607,272,11312,16466,9361,10892,10652,11642,13394,11563,5359,1822,91163,22,92,250,617,1666,3995,5649,3283,1069,16641,1719,1236,1577,1639,1715,2051,1911,761,187,12804,28,24,77,186,498,1238,2151,1197,301,5699,0,6,0,7,19,98,244,476,480,1333,44,133,236,583,1258,2447,2962,1621,377,9662,91,104,120,245,628,1779,2882,2082,812,8740,20,21,44,86,181,335,560,425,204,1879,43,24,33,88,299,939,1393,895,228,3951,582,1443,1840,1965,2220,2503,1671,595,242,13058,5,9,24,45,133,359,562,452,175,1758,1077,844,938,1268,1894,2731,2292,1085,402,12530,26476,13746,14576,12876,12828,12364,8713,3003,609,105189
CED318,9,15,30,41,89,154,162,146,73,717,18,6,24,47,119,330,513,310,89,1462,228,1048,1330,1347,1371,1238,659,288,138,7651,7,9,13,27,68,147,170,163,87,680,439,431,660,910,1227,1451,1153,626,340,7229,13405,7138,8519,8196,7590,5825,3405,1120,225,55419,2034,1396,1919,1468,1465,1607,1226,540,165,11827,16608,10422,13057,12852,13236,12756,9701,4348,1472,94453,31,75,216,609,1525,3301,4152,2407,805,13125,1227,1127,1434,1572,1664,1697,1391,628,158,10891,27,39,94,246,608,1214,1744,964,300,5228,0,6,3,12,7,75,227,469,421,1225,35,104,235,601,1229,1974,2206,1136,284,7809,88,102,134,239,571,1416,2145,1491,592,6785,23,25,55,81,189,327,392,313,148,1555,50,25,39,100,246,665,1106,705,175,3110,558,1600,2056,2221,2442,2203,1274,518,201,13075,9,17,24,56,130,328,486,394,143,1585,1093,821,1081,1528,2189,2706,2197,1148,521,13290,27114,14688,16732,15871,15126,11798,7057,2315,417,111122
CED319,8,11,30,50,63,114,135,174,170,756,19,14,22,39,142,285,426,413,214,1581,276,1733,2363,1758,1620,1220,739,387,308,10393,0,4,8,25,49,88,166,198,153,694,494,666,1132,1211,1289,1299,1135,737,507,8465,11527,6045,8352,7781,6081,4006,2282,1083,377,47540,926,596,792,728,659,505,395,341,420,5362,13729,9418,13176,12362,10888,8816,6922,4814,2769,82894,20,100,346,666,1484,2520,3178,2677,1442,12429,1360,1651,2525,2370,2032,1525,1345,840,321,13963,20,41,128,298,632,954,1349,1189,533,5145,0,0,5,10,17,44,125,445,620,1253,40,109,234,484,978,1583,1796,1301,474,7009,38,59,104,161,489,1124,1835,1811,1108,6724,24,30,56,95,122,226,314,349,281,1506,40,36,47,85,231,549,794,754,348,2876,578,2519,3674,2883,2761,2044,1273,626,418,16775,4,10,23,43,104,203,353,391,268,1409,1220,1150,1813,2010,2255,2344,1929,1223,734,14677,23511,12977,17118,16026,12193,7907,4287,1944,642,96601
CED320,9,17,63,76,104,161,289,310,166,1196,59,17,42,110,289,605,914,640,161,2832,723,2083,2585,2270,2196,1944,1221,529,222,13769,5,6,19,52,98,173,283,265,123,1010,887,768,1147,1357,1605,1834,1653,874,355,10477,13379,6607,6812,6141,5639,4551,3173,1221,237,47763,1635,981,991,875,844,654,636,391,226,7230,17573,10940,12156,11580,11811,11478,11001,5978,1993,94512,43,169,626,1251,2708,4493,6604,4311,1320,21528,2981,2157,2804,2682,2541,2327,2385,1162,256,19297,40,44,129,276,659,1313,2278,1694,442,6868,9,9,3,5,17,78,301,599,561,1583,61,147,309,697,1365,2392,3229,1929,425,10551,80,89,155,291,737,1712,3161,2617,924,9770,36,37,90,116,200,341,626,629,282,2349,121,45,77,211,505,1111,1779,1346,351,5548,1582,3328,3910,3623,3539,3151,2291,1007,349,22793,16,14,29,79,197,371,632,596,221,2149,2322,1577,1875,2186,2750,3189,2999,1581,561,19037,26613,13992,13866,12206,11462,8885,6081,2418,444,95974
CED321,20,19,21,40,79,141,235,249,116,912,19,15,22,46,169,468,641,366,124,1861,352,1184,1354,1295,1515,1548,953,360,168,8728,0,0,10,25,84,168,228,218,132,872,467,417,609,727,982,1340,1149,562,296,6556,10662,4820,5198,4851,5058,4803,3300,1341,318,40361,1715,960,1029,980,1100,1157,1008,592,321,8882,13904,7846,8777,8607,9937,11402,10208,5445,2050,78162,35,100,292,724,1847,4177,5845,3613,1237,17869,2065,1581,1824,1872,1998,2326,2195,1074,243,15180,15,32,77,193,547,1141,1827,1220,344,5408,3,7,4,6,28,63,184,408,425,1124,60,105,201,479,1115,2139,2908,1616,375,9002,44,54,93,164,570,1595,2731,2065,804,8119,30,35,39,72,166,288,522,485,231,1869,48,21,41,96,329,952,1392,908,243,4026,788,1889,2114,2092,2557,2723,1826,648,256,14904,5,4,27,42,129,371,578,490,236,1882,1165,802,1022,1255,1802,2466,2168,1062,451,12194,21412,10344,10970,9902,10418,9797,6945,2814,579,83179
CED322,6,10,15,29,52,100,146,219,195,768,20,11,21,37,92,303,496,453,201,1629,281,1204,1359,1348,1240,1091,731,451,364,8057,0,8,0,27,43,87,177,216,152,712,461,506,725,925,1000,1255,1153,714,512,7249,11652,6737,7416,8083,7225,5315,3554,1374,384,51735,1142,775,943,945,854,768,665,485,370,6936,14154,9665,11026,12111,11549,10393,9248,5455,2686,86281,27,73,231,578,1395,2693,4100,3129,1445,13672,1693,1392,1655,1841,1618,1363,1344,833,289,12028,24,31,87,249,547,1057,1683,1306,548,5520,0,0,0,7,13,51,196,584,736,1596,46,95,131,237,546,1030,1573,1259,431,5347,31,43,73,127,342,922,1855,1922,998,6311,19,25,31,63,111,201,285,423,301,1450,44,26,38,74,180,507,910,841,354,2969,642,1783,2059,2178,2148,1807,1268,722,485,13096,11,7,12,41,102,204,426,492,276,1575,1098,910,1104,1449,1727,2061,2059,1260,733,12402,23343,13695,14456,15442,14003,9986,6676,2644,698,100942
CED323,4,14,31,43,53,95,152,214,159,767,18,23,27,42,140,331,636,544,210,1972,289,1522,1633,1332,1446,1266,845,437,242,8998,0,3,10,31,46,116,178,258,149,791,374,581,912,835,1147,1331,1239,865,494,7776,9958,7705,10215,8012,7308,5839,4076,1791,400,55301,1104,1213,1651,1257,1192,1252,1049,762,438,9925,12297,11500,15026,12238,12327,11906,10648,6694,2639,95279,26,121,295,678,1558,3190,4622,3711,1475,15668,1471,1724,2062,1884,1805,1547,1604,974,295,13366,16,46,125,245,558,1175,1856,1497,543,6059,5,0,10,5,20,52,184,544,592,1411,58,103,215,336,760,1378,1949,1487,446,6746,41,56,91,166,388,1158,2169,2182,1092,7345,21,27,47,73,129,205,368,439,279,1590,38,38,53,100,275,624,1176,1034,374,3709,635,2274,2562,2316,2504,2152,1449,764,386,15036,7,9,19,56,116,270,460,581,301,1824,955,1058,1412,1420,1997,2392,2282,1479,764,13768,20252,15717,20702,15989,14471,11323,7755,3473,746,110429
CED324,0,16,30,41,53,87,124,127,109,590,10,19,19,40,108,174,314,286,127,1095,231,1680,1793,1456,1235,912,545,344,276,8466,0,4,12,26,43,96,132,171,132,623,475,630,998,1112,1140,1209,1060,696,461,7774,12564,7533,9821,8926,6400,4346,2583,959,285,53420,886,647,779,708,537,438,347,222,154,4723,14682,10901,13876,12994,10488,8605,6813,3959,2016,84341,19,95,249,540,1194,2106,2718,2279,1103,10299,1435,1786,2149,1953,1693,1285,1143,606,233,12289,26,32,115,253,495,871,1169,919,408,4288,0,3,7,0,13,47,162,401,572,1203,34,95,207,525,937,1490,1744,1238,408,6681,39,55,89,186,453,988,1539,1487,848,5682,14,33,55,80,123,175,274,281,178,1208,37,41,48,70,191,383,592,562,222,2143,490,2524,2960,2353,2092,1595,1004,571,382,13973,3,14,22,48,101,206,318,352,227,1288,1146,1163,1625,1896,2048,2184,1934,1176,670,13841,25383,16192,20718,18146,12782,8635,4883,1844,492,109073
CED325,11,15,41,68,91,125,130,151,82,711,38,15,30,48,172,364,427,312,115,1514,383,1638,1967,1766,1575,1181,644,362,220,9740,8,9,18,34,76,132,166,158,87,676,702,657,1041,1302,1437,1371,1017,596,346,8475,16207,8027,9146,8967,6570,4208,2233,755,219,56335,1706,915,1043,1013,739,564,328,202,79,6584,19913,11730,13919,14153,11960,9511,6671,3491,1361,92706,42,116,402,898,1886,2938,3191,2138,732,12346,2528,2088,2375,2429,2013,1739,1254,708,185,15317,42,51,128,270,517,921,1049,761,229,3958,8,3,5,7,21,45,162,376,355,983,45,134,332,803,1581,2330,2252,1211,324,9020,81,79,130,224,588,1202,1616,1299,564,5769,27,40,72,126,161,237,307,295,132,1404,80,34,59,101,289,628,795,574,194,2748,916,2561,3121,2885,2598,1995,1130,567,293,16076,16,10,31,67,145,307,375,351,158,1459,1820,1236,1717,2159,2443,2461,1813,998,483,15135,33007,17114,18243,17937,13293,8434,4317,1435,383,114153
CED326,22,22,44,62,92,138,203,302,184,1069,28,19,41,82,213,476,788,664,259,2570,538,1877,2229,2091,2088,1622,1066,569,320,12402,4,8,15,37,95,127,219,266,164,930,720,726,1039,1325,1553,1635,1494,970,653,10118,14435,6525,7317,8339,6555,4582,3033,1270,322,52367,1278,748,788,858,738,590,503,364,321,6182,17771,10289,12001,13668,12457,10799,9756,6011,2718,95464,35,146,450,1037,2172,3721,5234,3962,1681,18442,2350,1986,2399,2640,2388,1995,1937,1111,399,17205,33,43,126,300,653,1148,1804,1486,511,6107,4,5,10,5,23,54,208,569,696,1576,63,135,301,672,1460,2102,2676,1868,502,9778,76,64,103,250,674,1517,2658,2587,1169,9114,41,39,77,107,187,287,455,584,331,2095,70,36,68,155,382,835,1415,1238,452,4651,1174,2924,3433,3400,3391,2652,1768,968,448,20146,12,12,23,73,186,301,519,601,276,1992,1918,1419,1731,2191,2656,2778,2560,1636,941,17829,29028,14084,14644,16618,13091,8897,5653,2268,578,104865
CED327,12,17,39,66,104,126,183,165,89,793,29,21,29,73,221,385,508,318,101,1686,412,1579,1782,1764,1622,1269,688,333,216,9671,5,6,15,36,90,134,203,171,82,735,696,637,925,1230,1354,1428,1138,590,370,8371,16651,8092,8922,9022,6034,4196,2411,675,121,56122,1958,1083,1157,1154,856,579,449,261,192,7690,20760,11935,13455,14324,11522,9767,7485,3334,1271,93865,40,119,372,856,2011,3131,3822,2183,770,13302,2894,2136,2379,2540,2157,1834,1404,717,183,16239,27,50,101,277,556,891,1221,771,222,4124,3,5,6,5,23,36,193,445,388,1104,68,140,352,895,1739,2488,2628,1279,294,9874,70,79,103,249,619,1292,1939,1385,561,6308,32,30,74,138,190,277,398,337,157,1630,66,43,76,126,365,723,972,657,178,3207,944,2526,2909,2895,2693,2066,1223,588,311,16153,15,11,35,68,169,318,468,363,152,1591,1827,1241,1581,2137,2340,2461,2075,1062,526,15256,33294,17406,18054,18101,12369,8294,4644,1412,227,113799
CED328,13,14,26,30,63,52,75,119,102,493,13,20,12,29,67,155,261,285,147,991,317,2251,1767,1521,1315,859,562,313,246,9147,3,0,6,23,39,48,82,136,83,433,523,950,916,1153,1198,1073,1065,696,484,8060,12580,8791,6619,8037,7194,4315,2781,1190,287,51793,682,614,512,508,535,367,314,223,191,3945,14610,13123,10138,11991,11523,8211,6920,4157,1975,82653,26,116,271,529,1175,1915,2671,2144,1104,9948,1456,2328,1792,1942,1870,1302,1171,682,244,12789,35,67,106,293,612,918,1365,1065,434,4896,0,4,0,4,11,13,129,385,500,1046,60,118,164,340,664,888,1211,906,287,4638,39,67,58,126,413,821,1539,1609,855,5523,26,27,38,53,111,126,209,252,168,1011,48,41,36,62,133,285,493,543,231,1874,698,3385,2823,2519,2232,1470,952,563,353,14988,6,7,15,39,83,122,223,311,163,969,1321,1617,1461,1874,2015,1901,1864,1208,692,13948,25560,19306,13749,15814,14322,8392,5119,2133,494,104891
CED329,3,12,17,42,61,117,244,230,148,863,17,20,16,66,217,612,848,623,170,2578,393,1149,1197,1336,1702,1903,1158,506,236,9582,3,7,12,30,72,178,268,254,144,969,500,424,516,818,1207,1808,1581,805,369,8026,8981,4480,3919,4825,5651,5763,4289,1568,368,39842,1248,653,662,785,950,1005,885,567,303,7055,11628,7026,6632,8415,10604,12945,12317,6474,2315,78360,23,94,275,709,1953,4661,6775,4389,1425,20303,1600,1268,1266,1654,1862,2251,2301,1117,312,13636,23,22,63,191,566,1304,2423,1722,447,6755,3,0,4,13,19,91,254,553,551,1483,53,96,155,329,822,1830,2682,1727,456,8149,53,50,78,150,492,1569,3096,2629,1052,9171,14,22,39,79,133,274,513,536,241,1846,43,34,30,131,406,1165,1725,1315,331,5185,855,1875,1938,2251,2908,3268,2276,944,360,16688,6,15,19,61,145,362,657,625,276,2169,1256,875,874,1370,2128,3274,3036,1525,592,14943,18285,9754,8049,9183,11073,10950,8594,3288,636,79814
CED330,13,20,29,51,97,117,182,164,109,782,33,17,27,77,232,492,606,401,110,1987,580,1611,1783,1991,1869,1492,899,355,187,10763,9,3,14,36,82,125,208,176,96,744,778,646,884,1232,1490,1541,1186,574,257,8572,14455,6911,6664,7066,6696,5055,2803,989,203,50849,1718,1064,999,1109,1046,792,568,303,170,7761,18399,10736,10987,12354,12879,11503,8756,4098,1408,91112,40,124,414,1052,2436,4313,5156,2876,900,17313,2695,1884,2128,2535,2442,2213,1721,827,185,16625,35,46,141,274,728,1273,1691,1113,278,5575,6,0,7,8,21,59,183,377,310,968,61,121,254,510,1191,1940,2342,1308,303,8042,75,73,98,183,576,1352,2358,1704,681,7096,32,35,56,98,173,278,414,357,173,1615,71,34,56,150,427,903,1232,868,215,3956,1244,2570,2718,3085,3106,2557,1692,659,258,17893,18,11,25,59,159,281,502,410,164,1639,1942,1257,1401,1983,2575,2808,2248,1096,393,15699,29287,14500,13338,14233,13748,10265,5699,2011,368,103451
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,0,21,0,6,12,3,0,0,0,0,0,29,0,13,23,7,3,5,0,0,0,53,0,0,0,3,0,0,3,0,0,9,0,0,4,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,27,23,27,7,3,0,0,98
CED401,18,22,37,54,62,98,132,123,142,670,15,14,30,42,101,278,410,351,203,1442,174,1789,2382,1559,1477,1358,936,530,495,10701,3,9,11,23,62,107,179,208,202,796,416,738,1235,1163,1259,1547,1333,793,770,9253,12312,10109,13022,9568,6874,5318,3218,1226,436,62089,886,924,1091,910,800,702,553,335,267,6457,14305,14021,18298,14078,11637,10974,8946,5221,3285,100774,23,114,359,682,1513,2988,3920,2921,1848,14377,1403,1919,2595,2119,1788,1693,1477,800,368,14158,37,45,139,252,538,1020,1482,1132,504,5143,0,0,5,8,18,70,206,587,1013,1920,41,133,311,645,1220,2001,2354,1567,766,9038,57,50,112,164,517,1184,2003,1768,1330,7182,35,36,68,109,146,234,329,295,245,1498,32,33,55,89,213,571,783,683,363,2824,376,2622,3902,2842,2723,2495,1601,840,670,18077,9,8,24,43,126,290,471,456,342,1767,1145,1274,1941,2012,2288,2807,2398,1356,1094,16315,24837,20915,27546,19850,14184,10430,6071,2277,744,126862
CED402,17,19,13,43,67,108,184,169,120,735,17,21,23,65,216,451,637,472,165,2064,312,1335,1698,1582,1692,1720,1009,508,311,10165,0,0,21,37,73,131,174,224,158,819,483,455,767,918,1215,1471,1188,652,401,7554,11422,5283,5512,5586,5887,5460,3797,1609,451,45012,1241,681,650,684,905,905,844,558,339,6798,14255,8279,9063,9558,11021,12263,10790,6325,2818,84376,36,120,333,835,2022,4408,5714,4088,1749,19304,2237,1820,1990,2070,2182,2375,2117,1126,355,16277,24,35,66,219,522,1106,1839,1345,460,5622,0,3,0,5,19,65,227,589,689,1594,54,121,222,469,1235,2333,3310,2123,703,10559,34,52,82,171,562,1540,2735,2309,1110,8585,31,39,28,83,143,272,433,388,200,1607,47,33,45,129,383,906,1351,959,335,4200,683,2061,2610,2603,2841,2951,1929,848,430,16946,4,10,36,48,148,333,528,522,282,1911,1276,904,1210,1490,2109,2757,2300,1145,607,13792,22786,11938,11845,11361,12163,11222,7671,3051,797,92833
CED403,8,16,17,36,45,81,166,175,170,715,28,14,16,48,104,289,521,449,282,1741,219,1642,1747,1507,1476,1406,1027,598,574,10188,4,4,13,28,54,112,192,249,282,938,453,706,954,1082,1287,1560,1484,927,817,9267,11362,7156,7951,7830,6609,5496,3741,1641,611,52387,635,536,513,532,573,599,500,364,261,4510,13220,10444,11656,11802,11195,11322,10518,6623,4012,90793,17,92,298,596,1475,3120,4848,3956,2524,16931,1454,1702,1993,2010,1884,1884,1848,1085,510,14377,34,44,96,235,528,1164,1938,1506,783,6331,0,0,3,9,18,66,252,648,1066,2056,39,106,207,435,921,1625,2393,1797,812,8341,50,61,77,154,469,1176,2324,2385,1773,8475,31,31,47,60,103,198,365,379,282,1495,61,23,40,80,177,500,906,805,489,3085,428,2352,2822,2496,2574,2393,1765,943,771,16552,4,10,25,45,123,252,485,547,453,1951,1085,1186,1477,1798,2200,2734,2663,1579,1171,15893,22881,15086,16218,15476,13224,10582,7027,2954,980,104424
CED404,14,18,31,44,89,160,220,207,110,883,16,15,27,64,223,565,714,482,180,2279,248,1219,1633,1440,1684,1783,1097,500,285,9878,4,8,16,31,77,166,199,248,120,871,458,451,707,845,1140,1530,1208,663,440,7447,11532,5239,5891,5325,5810,5482,3899,1545,420,45148,1505,815,980,899,1015,1157,955,627,289,8239,14619,8287,9918,9418,11162,13027,11387,6396,2524,86740,38,110,423,856,2275,5109,6331,4230,1603,20977,2236,1811,2230,2185,2271,2755,2409,1280,368,17535,28,29,95,166,487,1255,1977,1472,453,5957,0,3,3,7,25,86,258,622,632,1635,78,125,309,580,1398,3038,3772,2394,723,12421,80,62,91,202,653,1852,2849,2386,1090,9255,31,24,52,89,171,352,479,466,214,1888,52,26,58,118,420,1139,1541,1066,341,4766,511,1934,2575,2357,2888,3178,2060,876,413,16782,6,12,21,52,151,383,540,573,251,1992,1170,900,1197,1407,2159,2947,2385,1254,663,14077,23165,11472,12932,11603,12279,11771,8026,3102,722,95064
CED405,16,18,32,54,72,121,158,196,169,826,12,8,19,54,159,330,482,414,233,1708,197,1249,1713,1423,1430,1464,932,564,531,9499,4,3,15,22,69,122,193,277,216,923,404,548,941,970,1245,1546,1325,901,759,8652,10919,6493,8131,7475,6701,5554,3422,1471,464,50628,818,593,613,649,674,630,476,355,160,4958,12915,9310,11947,11381,11391,11648,9593,6210,3359,87747,20,108,298,641,1632,3575,4723,3840,2265,17117,1606,1604,2046,2048,1875,1797,1625,973,417,13983,29,35,96,234,505,1139,1697,1296,640,5682,0,4,0,8,22,61,193,659,1020,1978,56,103,242,516,1168,2147,2605,1933,876,9644,38,54,67,134,485,1348,2223,2173,1537,8064,36,52,52,93,148,275,368,384,295,1698,37,14,42,96,260,645,942,781,434,3260,403,1958,2608,2399,2560,2517,1569,917,732,15659,12,15,29,40,143,315,459,553,393,1963,1072,986,1446,1577,2117,2739,2347,1514,1103,14902,21863,13830,16913,15063,13307,10984,6336,2741,850,101884
CED406,20,23,31,57,75,109,196,177,111,806,31,18,25,59,189,443,602,496,199,2050,408,1832,2302,2126,1836,1641,1028,423,251,11852,7,11,14,29,74,151,222,242,157,898,659,687,1081,1303,1480,1699,1476,722,409,9509,11277,5739,6087,6164,5519,4525,2975,1094,269,43636,1006,569,536,642,611,577,402,291,150,4787,14155,9234,10546,11183,10759,10918,9713,5040,2167,83712,30,112,444,1044,2142,3850,5389,3523,1519,18055,2238,1951,2577,2825,2233,2263,1974,997,307,17374,40,42,97,250,551,1121,1829,1141,448,5519,4,3,9,4,24,51,223,482,625,1414,65,127,258,629,1276,2379,3084,1734,570,10116,52,51,84,199,514,1437,2524,1966,972,7807,47,55,57,95,146,234,412,394,229,1671,67,35,60,115,314,745,1198,931,362,3832,839,2847,3513,3408,3040,2694,1828,742,368,19262,8,12,26,51,157,311,550,533,289,1945,1708,1296,1663,2061,2450,2924,2567,1263,595,16527,22783,12524,12953,12749,11510,8919,5686,2068,488,89676
