CED_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_mo_con_0_14,M_1_mo_con_15_24,M_1_mo_con_25_34,M_1_mo_con_35_44,M_1_mo_con_45_54,M_1_mo_con_55_64,M_1_mo_con_65_74,M_1_mo_con_75_84,M_1_mo_con_85_over,M_1_mo_con_Tot,M_2_mo_con_0_14,M_2_mo_con_15_24,M_2_mo_con_25_34,M_2_mo_con_35_44,M_2_mo_con_45_54,M_2_mo_con_55_64,M_2_mo_con_65_74,M_2_mo_con_75_84,M_2_mo_con_85_over,M_2_mo_con_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_OM_Lterm_Health_Tot_0_14,M_OM_Lterm_Health_Tot_15_24,M_OM_Lterm_Health_Tot_25_34,M_OM_Lterm_Health_Tot_35_44,M_OM_Lterm_Health_Tot_45_54,M_OM_Lterm_Health_Tot_55_64,M_OM_Lterm_Health_Tot_65_74,M_OM_Lterm_Health_Tot_75_84,M_OM_Lterm_Health_Tot_85_ov,M_OM_Lterm_Health_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_mo_con_0_14,F_1_mo_con_15_24,F_1_mo_con_25_34,F_1_mo_con_35_44,F_1_mo_con_45_54,F_1_mo_con_55_64,F_1_mo_con_65_74,F_1_mo_con_75_84,F_1_mo_con_85_over,F_1_mo_con_Tot,F_2_mo_con_0_14,F_2_mo_con_15_24,F_2_mo_con_25_34,F_2_mo_con_35_44,F_2_mo_con_45_54,F_2_mo_con_55_64,F_2_mo_con_65_74,F_2_mo_con_75_84,F_2_mo_con_85_over,F_2_mo_con_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_OM_Lterm_Health_Tot_0_14,F_OM_Lterm_Health_Tot_15_24,F_OM_Lterm_Health_Tot_25_34,F_OM_Lterm_Health_Tot_35_44,F_OM_Lterm_Health_Tot_45_54,F_OM_Lterm_Health_Tot_55_64,F_OM_Lterm_Health_Tot_65_74,F_OM_Lterm_Health_Tot_75_84,F_OM_Lterm_Health_Tot_85_ov,F_OM_Lterm_Health_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_mo_con_0_14,P_1_mo_con_15_24,P_1_mo_con_25_34,P_1_mo_con_35_44,P_1_mo_con_45_54,P_1_mo_con_55_64,P_1_mo_con_65_74,P_1_mo_con_75_84,P_1_mo_con_85_over,P_1_mo_con_Tot,P_2_mo_con_0_14,P_2_mo_con_15_24,P_2_mo_con_25_34,P_2_mo_con_35_44,P_2_mo_con_45_54,P_2_mo_con_55_64,P_2_mo_con_65_74,P_2_mo_con_75_84,P_2_mo_con_85_over,P_2_mo_con_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_OM_Lterm_Health_Tot_0_14,P_OM_Lterm_Health_Tot_15_24,P_OM_Lterm_Health_Tot_25_34,P_OM_Lterm_Health_Tot_35_44,P_OM_Lterm_Health_Tot_45_54,P_OM_Lterm_Health_Tot_55_64,P_OM_Lterm_Health_Tot_65_74,P_OM_Lterm_Health_Tot_75_84,P_OM_Lterm_Health_Tot_85_ov,P_OM_Lterm_Health_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
CED225,12310,7299,6922,7859,7373,5445,3229,1228,326,51986,1296,1374,1556,1918,2078,2224,2360,1347,487,14646,66,136,244,283,429,672,986,795,302,3910,3,8,26,47,110,280,526,566,245,1811,1364,1517,1821,2246,2620,3182,3870,2702,1035,20364,826,617,605,618,647,552,376,272,133,4647,14495,9437,9356,10723,10643,9176,7486,4207,1492,77000,12204,6017,6585,8052,7517,5853,3548,1380,441,51590,984,1733,2049,2297,2374,2563,2736,1712,736,17188,52,283,431,471,639,859,1224,974,563,5488,4,10,37,86,168,358,578,627,501,2371,1037,2022,2522,2852,3181,3780,4540,3307,1797,25047,750,518,532,581,590,520,465,298,206,4452,13989,8558,9640,11484,11285,10154,8553,4988,2438,81094,24513,13316,13509,15909,14887,11302,6777,2599,765,103585,2281,3111,3608,4210,4455,4798,5096,3061,1225,31834,119,414,672,753,1066,1529,2210,1766,865,9391,8,13,64,132,275,635,1112,1189,750,4183,2400,3539,4348,5101,5797,6958,8410,6015,2838,45415,1569,1139,1136,1204,1239,1069,840,571,334,9104
CED226,11220,9488,7818,7141,7748,6178,3532,1486,451,55074,1024,1572,1627,1333,1777,2101,2130,1300,557,13430,28,149,219,204,281,524,785,702,350,3239,0,9,26,16,62,140,326,438,324,1340,1058,1735,1872,1557,2120,2762,3236,2436,1238,18009,640,604,560,455,567,469,301,201,103,3886,12913,11830,10252,9152,10431,9413,7069,4126,1793,76973,11166,8523,7490,8254,9051,6608,4105,1817,649,57666,721,2046,2041,1555,2100,2392,2493,1794,1049,16185,29,255,358,238,390,588,909,890,703,4370,3,22,35,44,94,174,354,490,534,1741,750,2323,2438,1834,2579,3157,3760,3171,2287,22296,558,567,496,502,604,502,371,277,203,4075,12472,11418,10420,10583,12237,10270,8238,5261,3144,84032,22390,18014,15309,15392,16790,12790,7636,3306,1098,112734,1744,3622,3670,2884,3873,4495,4620,3092,1614,29615,58,408,576,440,674,1111,1691,1587,1054,7610,5,24,61,59,149,317,679,925,856,3080,1809,4056,4306,3389,4701,5922,6995,5606,3522,40304,1192,1170,1053,952,1171,966,676,473,311,7967
CED227,16624,8128,9332,9753,6700,4101,1993,732,168,57524,1928,1499,1858,2168,2130,1865,1593,930,226,14191,89,162,278,331,496,695,721,586,163,3508,7,10,32,61,150,277,460,439,170,1616,2027,1664,2166,2559,2779,2832,2778,1951,557,19318,1495,820,855,862,745,506,368,211,88,5940,20151,10616,12350,13171,10215,7442,5129,2894,811,82778,16579,7033,9583,9389,6414,4039,2261,858,211,56367,1346,1854,2497,2453,2382,2074,1911,1063,374,15960,80,364,605,636,762,837,877,622,247,5031,10,11,80,140,286,445,586,539,269,2371,1433,2222,3190,3231,3429,3362,3374,2225,891,23363,1453,732,882,835,737,567,382,264,162,6008,19470,9988,13649,13455,10586,7967,6019,3345,1263,85738,33204,15164,18912,19143,13112,8136,4254,1587,385,113888,3282,3352,4360,4619,4513,3942,3503,1990,599,30154,170,521,883,968,1255,1531,1599,1207,413,8541,17,20,115,203,440,719,1050,984,438,3983,3462,3891,5348,5794,6209,6196,6147,4179,1449,42682,2954,1549,1733,1697,1479,1078,745,473,242,11945
CED228,20898,10113,13745,14542,6987,4223,1985,588,110,73198,1915,1490,1741,2437,2170,2108,1648,667,137,14306,88,157,228,377,491,729,795,442,100,3403,6,20,52,80,189,362,506,384,136,1726,2006,1660,2015,2897,2844,3195,2944,1491,377,19437,2206,1115,1448,1331,872,595,321,165,78,8120,25111,12891,17207,18777,10708,8018,5252,2244,561,100757,20535,8430,14285,13006,6380,4344,2103,586,150,69831,1237,1782,2386,2608,2260,2271,1741,807,278,15367,85,332,544,614,753,950,859,503,207,4850,7,20,86,152,371,534,584,443,244,2430,1325,2132,3019,3377,3383,3752,3174,1748,729,22647,2024,936,1435,1251,823,535,372,196,155,7717,23881,11497,18741,17635,10581,8629,5650,2537,1033,100192,41436,18547,28031,27552,13372,8570,4088,1176,258,143024,3150,3266,4127,5041,4428,4382,3384,1470,419,29679,170,486,773,994,1241,1678,1648,946,309,8252,10,45,137,236,557,889,1084,828,379,4153,3331,3798,5034,6275,6228,6946,6122,3246,1106,42082,4223,2045,2882,2581,1689,1128,694,361,232,15840
CED229,8576,6493,15188,10569,7133,5006,2869,1103,252,57191,614,1106,2559,2098,1909,1907,1818,931,306,13246,31,129,335,307,368,556,756,547,204,3225,3,4,31,44,130,212,351,306,173,1260,652,1238,2924,2449,2410,2673,2925,1788,678,17736,661,725,1593,1162,948,760,548,320,173,6893,9893,8454,19709,14178,10489,8436,6337,3211,1099,81814,8466,6303,15144,10087,7261,5145,3226,1153,362,57144,421,1630,3441,2416,2096,1949,1836,1098,488,15371,21,276,609,453,495,622,727,567,326,4102,0,3,48,76,123,238,386,362,263,1508,439,1908,4101,2952,2718,2799,2951,2028,1078,20981,671,691,1528,1121,786,668,486,390,342,6694,9577,8900,20777,14159,10764,8614,6666,3575,1783,84814,17040,12790,30336,20655,14395,10152,6095,2262,613,114331,1034,2735,6003,4510,4009,3852,3657,2035,789,28620,51,404,945,763,860,1178,1485,1115,532,7332,5,13,82,123,256,444,736,670,439,2765,1092,3150,7029,5396,5128,5476,5874,3815,1757,38717,1338,1419,3123,2291,1732,1423,1038,711,516,13584
CED230,11239,6319,6792,5736,5861,5953,3940,1626,460,47925,1622,1465,1577,1557,2105,3038,3175,1808,635,16981,117,168,277,367,642,1198,1582,1066,370,5797,7,21,50,99,268,697,1121,890,326,3483,1749,1658,1905,2021,3009,4935,5879,3768,1333,26259,1679,1040,1002,1017,1066,1240,1013,620,308,8971,14672,9011,9702,8764,9931,12130,10836,6013,2100,83159,11151,5314,6328,5472,5770,5686,3834,1677,639,45869,1201,1667,2077,1908,2268,3065,3025,2101,1002,18319,87,358,483,573,934,1384,1574,1182,612,7180,0,26,103,199,469,903,1132,914,547,4291,1290,2049,2661,2677,3667,5358,5736,4200,2159,29794,1619,871,928,942,990,1043,910,674,521,8492,14058,8228,9915,9098,10427,12082,10474,6548,3320,84159,22394,11632,13117,11207,11633,11642,7771,3295,1100,93794,2825,3126,3656,3464,4371,6103,6201,3914,1638,35301,204,531,762,939,1572,2587,3154,2257,979,12978,13,49,156,298,734,1604,2254,1802,875,7774,3038,3707,4572,4700,6677,10291,11611,7972,3492,56055,3293,1907,1926,1958,2049,2283,1928,1290,823,17463
CED231,10677,6995,8660,8080,7160,4890,2697,1180,320,50654,1060,1228,1911,1761,1806,1912,1964,1224,459,13324,43,106,263,295,390,610,822,676,318,3523,4,9,26,48,99,237,473,544,309,1751,1111,1347,2199,2104,2300,2758,3257,2447,1087,18595,805,619,889,731,693,583,354,237,95,5006,12589,8959,11742,10909,10147,8234,6310,3865,1497,74252,10444,6115,8303,8282,7233,5125,3067,1298,435,50297,716,1528,2385,2049,2023,2169,2297,1605,701,15471,31,240,522,418,483,729,1029,956,497,4901,0,3,44,60,159,326,562,677,494,2333,741,1768,2949,2530,2670,3229,3885,3245,1690,22704,715,612,797,712,730,527,426,263,120,4896,11901,8495,12048,11521,10627,8876,7380,4807,2247,77905,21125,13107,16962,16356,14391,10020,5763,2478,750,100954,1774,2752,4297,3810,3831,4081,4258,2834,1158,28795,68,352,780,711,878,1337,1849,1632,814,8425,5,19,75,109,261,558,1036,1221,802,4080,1847,3118,5148,4637,4967,5984,7142,5686,2778,41306,1517,1230,1684,1438,1422,1113,777,503,214,9902
CED232,15245,7457,7336,8476,6926,4657,2439,805,135,53484,1816,1393,1458,1956,2114,2104,1866,958,201,13869,109,136,230,346,431,707,843,603,140,3554,6,10,30,68,119,297,548,455,144,1675,1930,1533,1725,2372,2672,3113,3260,2013,489,19098,1316,798,656,792,754,616,392,223,53,5598,18491,9785,9712,11641,10355,8392,6090,3038,674,78173,14696,6329,7369,8317,6860,4635,2569,837,172,51789,1313,1676,2121,2457,2520,2315,2130,956,333,15828,84,261,462,594,736,868,1007,574,244,4824,3,23,45,115,214,421,569,454,241,2083,1397,1954,2627,3171,3479,3601,3699,1984,819,22735,1332,652,656,781,742,601,432,196,79,5463,17432,8942,10646,12264,11073,8834,6707,3015,1070,79987,29944,13791,14711,16793,13783,9291,5006,1640,304,105270,3127,3070,3584,4414,4630,4426,3995,1918,540,29700,191,394,690,944,1169,1574,1852,1172,387,8377,5,30,74,183,339,717,1118,910,383,3761,3330,3491,4347,5544,6144,6709,6962,4000,1306,41833,2649,1448,1306,1566,1496,1214,822,418,134,11060
CED233,6869,13034,25199,11678,6116,4102,2111,781,187,70078,578,2025,4569,2679,1669,1705,1411,722,228,15588,32,224,591,503,372,481,541,399,135,3284,5,13,50,68,112,230,326,272,131,1205,608,2268,5209,3241,2150,2416,2277,1395,498,20072,796,1506,2999,1756,1101,873,554,296,110,9982,8275,16803,33407,16684,9363,7386,4936,2472,793,100130,6897,13922,24234,10249,5883,4138,2420,796,257,68797,414,3337,5630,2750,1804,1672,1542,909,389,18438,18,576,1068,496,434,542,614,504,265,4508,4,33,97,85,122,213,332,337,272,1491,431,3944,6785,3321,2359,2428,2491,1751,926,24434,778,1595,2829,1424,905,731,525,252,162,9197,8106,19468,33847,14991,9143,7295,5437,2797,1342,102430,13768,26964,49427,21929,11999,8237,4531,1586,442,138873,983,5362,10196,5426,3471,3377,2954,1632,621,34022,46,797,1655,991,806,1030,1154,903,396,7790,9,52,144,150,237,440,652,616,404,2698,1040,6209,12000,6569,4511,4840,4770,3148,1424,44506,1575,3098,5825,3180,2003,1598,1075,544,274,19175
CED234,12730,8894,8323,8836,8271,6420,3720,1900,579,59672,1080,1346,1211,1437,1871,2318,2267,1851,809,14186,49,126,147,179,342,562,799,898,451,3563,5,5,9,29,67,192,408,599,363,1678,1132,1474,1371,1650,2275,3070,3481,3351,1625,19426,710,626,524,554,597,479,365,294,188,4338,14573,10996,10216,11038,11143,9964,7564,5545,2390,83439,12311,7571,8218,9749,8808,6961,4434,2141,692,60894,724,1560,1338,1572,2166,2548,2647,2401,1068,16026,35,220,231,260,455,697,1004,1196,735,4819,0,17,22,56,121,248,421,712,575,2173,760,1791,1590,1886,2744,3494,4069,4305,2372,23016,690,501,562,571,629,539,438,401,281,4633,13765,9861,10372,12211,12186,10993,8952,6856,3351,88544,25044,16465,16536,18582,17082,13385,8154,4044,1268,120566,1799,2907,2547,3007,4039,4868,4917,4250,1878,30213,83,338,380,440,801,1251,1806,2098,1188,8379,5,18,33,81,193,437,833,1313,935,3846,1890,3267,2960,3535,5019,6556,7550,7656,4006,42446,1408,1130,1085,1125,1220,1017,807,700,471,8971
CED235,10062,5160,5169,4972,5257,5150,3770,1433,327,41307,1504,1151,1378,1492,1766,2609,3088,1644,416,15052,105,160,206,306,482,971,1441,952,314,4942,3,17,33,79,168,479,939,868,340,2927,1614,1328,1616,1878,2412,4064,5472,3461,1070,22928,1266,692,649,722,769,798,713,434,185,6218,12948,7179,7433,7566,8440,10008,9961,5335,1582,70449,9763,4575,5015,4871,5218,5328,3920,1441,430,40565,1046,1513,1862,1877,2179,2904,3147,1780,673,16979,79,271,498,555,753,1228,1557,1065,496,6504,0,28,79,144,342,710,1066,830,530,3729,1132,1806,2446,2581,3282,4835,5771,3673,1690,27212,1239,573,666,739,717,815,762,489,249,6247,12135,6956,8128,8192,9213,10976,10448,5603,2366,74024,19825,9737,10190,9843,10473,10476,7693,2882,757,81872,2551,2657,3239,3377,3947,5514,6234,3423,1083,32034,188,433,705,864,1236,2200,2997,2016,801,11449,3,41,114,222,510,1188,2008,1698,873,6657,2744,3135,4062,4465,5695,8896,11245,7133,2759,50138,2508,1270,1313,1452,1483,1613,1475,922,437,12466
CED236,11365,6690,6298,5606,5944,5335,3351,1386,363,46335,1639,1389,1511,1528,2070,2679,2937,1620,497,15878,124,196,257,363,591,1024,1386,1012,335,5285,3,15,49,80,242,598,948,947,362,3247,1768,1601,1820,1970,2902,4301,5269,3581,1196,24407,1604,1046,1069,973,1106,1078,823,530,203,8440,14735,9338,9183,8550,9949,10717,9447,5493,1766,79182,10988,5566,5957,5475,5544,5192,3382,1379,438,43921,1227,1613,1955,1903,2307,2768,2789,1882,773,17215,88,336,522,574,924,1240,1501,1050,549,6777,11,39,88,177,411,799,1059,883,559,4023,1325,1983,2554,2650,3642,4808,5347,3817,1887,28021,1446,840,887,900,898,919,765,547,348,7555,13758,8392,9398,9026,10091,10917,9491,5745,2673,79496,22351,12257,12251,11086,11486,10528,6730,2767,801,90259,2873,3003,3464,3432,4380,5447,5721,3502,1275,33093,206,530,776,933,1517,2270,2885,2064,884,12065,11,52,132,261,655,1395,2014,1829,920,7270,3096,3585,4375,4623,6548,9112,10616,7394,3085,52428,3054,1893,1962,1872,2005,2002,1594,1076,554,15991
CED237,14677,8653,10516,10286,7005,4910,2618,977,224,59874,1340,1301,1532,1845,1919,2193,1965,1010,311,13415,63,105,211,240,461,708,880,629,236,3529,0,7,30,63,166,369,532,516,235,1908,1402,1421,1773,2146,2547,3265,3382,2150,776,18851,1242,857,967,866,789,607,396,278,149,6150,17325,10927,13265,13295,10334,8779,6397,3402,1152,84880,14072,7647,9953,9741,6924,4952,2639,1013,279,57228,838,1404,1884,1996,2103,2494,2279,1204,424,14634,38,208,397,471,638,958,1111,788,329,4944,0,19,46,110,211,485,706,621,436,2629,870,1630,2326,2575,2955,3940,4095,2616,1189,22207,1213,712,876,838,732,611,435,372,298,6080,16157,9981,13159,13153,10608,9504,7171,4000,1772,85512,28752,16300,20478,20027,13925,9863,5261,1988,505,117100,2172,2705,3417,3843,4029,4690,4246,2219,736,28047,100,315,611,708,1097,1666,1993,1416,565,8472,0,23,72,171,377,850,1233,1136,668,4536,2272,3046,4099,4721,5502,7202,7474,4769,1968,41057,2458,1568,1846,1700,1514,1221,835,650,450,12233
CED238,10518,5925,5969,5379,5896,5922,4016,1509,397,45523,1396,1228,1375,1470,1932,2755,3117,1638,498,15414,91,159,214,289,512,1010,1401,910,309,4887,3,9,32,67,193,478,811,668,305,2565,1493,1394,1623,1824,2632,4244,5326,3216,1109,22862,1318,909,982,1044,1184,1059,915,494,188,8101,13322,8233,8573,8247,9719,11227,10258,5212,1700,76488,10224,5029,5414,5319,5889,5942,4049,1656,578,44103,988,1528,1866,1839,2256,2970,3071,1881,905,17308,57,288,440,518,779,1174,1342,1001,535,6130,5,16,84,157,318,725,885,722,489,3398,1052,1828,2385,2517,3348,4866,5299,3609,1925,26830,1151,735,655,742,819,830,814,501,325,6578,12430,7589,8459,8575,10058,11646,10163,5764,2835,77516,20738,10956,11380,10692,11786,11864,8067,3165,971,89628,2380,2752,3241,3315,4191,5727,6196,3521,1402,32716,151,443,654,810,1284,2185,2738,1913,843,11016,5,21,118,226,507,1206,1690,1391,794,5957,2541,3226,4010,4344,5981,9109,10626,6825,3036,49693,2476,1644,1644,1786,2004,1888,1730,991,518,14684
CED239,10450,7003,12295,9385,6302,3975,1805,840,345,52400,1022,1312,2753,2341,1819,1790,1404,929,484,13859,53,144,462,380,399,528,617,532,349,3463,0,13,24,52,117,278,353,421,356,1617,1079,1462,3240,2773,2343,2599,2373,1885,1192,18943,824,671,1108,875,712,466,287,222,140,5308,12354,9133,16642,13032,9359,7037,4475,2938,1682,76648,10383,6140,11241,8810,6179,3989,2074,1023,446,50284,722,1882,3926,2723,1996,1977,1657,1379,810,17071,29,329,831,551,575,724,770,809,650,5270,0,16,58,99,170,355,458,616,609,2378,751,2227,4818,3368,2747,3053,2883,2802,2071,24716,858,588,1059,754,610,455,331,276,242,5179,11992,8942,17118,12938,9538,7496,5295,4107,2758,80183,20835,13136,23542,18193,12483,7959,3882,1863,797,102684,1745,3195,6676,5059,3821,3765,3062,2313,1298,30925,85,470,1293,929,980,1251,1383,1340,999,8738,0,21,86,148,294,631,812,1035,969,4001,1829,3682,8061,6144,5090,5651,5259,4682,3264,43659,1682,1261,2168,1633,1324,926,617,498,388,10485
CED297,0,3,10,29,39,27,7,0,0,120,0,0,0,10,9,8,0,0,0,27,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,9,0,0,0,34,0,4,19,90,121,100,13,0,0,338,0,9,30,131,163,141,16,0,0,493,0,0,4,3,4,5,0,0,0,18,0,0,3,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,16,8,13,16,0,0,0,49,0,0,17,14,18,24,0,0,0,72,0,3,10,36,44,36,7,0,0,133,0,0,4,8,8,10,0,0,0,34,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,9,10,15,0,0,0,45,0,4,38,98,129,111,13,0,0,389
CED301,16853,8586,8775,8076,6375,4546,2450,881,195,56727,2481,2012,2411,2443,2543,2741,2218,1120,272,18247,248,349,488,584,816,1209,1252,738,207,5893,13,39,89,178,352,774,1047,724,207,3420,2737,2400,2986,3208,3712,4719,4520,2584,687,27556,2015,1347,1534,1356,1031,778,529,288,122,8998,21602,12330,13302,12636,11116,10044,7503,3754,1003,93289,16289,7626,8592,7570,6179,4382,2535,912,249,54334,1985,2671,3480,2962,2927,2944,2325,1359,441,21095,184,611,1001,1018,1224,1421,1376,834,329,7989,12,61,178,359,725,1076,1126,770,325,4624,2181,3346,4664,4336,4866,5432,4821,2962,1090,33705,1861,1142,1085,985,888,695,516,402,244,7817,20325,12116,14340,12897,11937,10511,7873,4275,1583,95852,33136,16208,17369,15652,12551,8932,4983,1792,442,111064,4470,4690,5893,5408,5467,5680,4546,2483,713,39344,429,962,1494,1607,2034,2624,2622,1571,536,13878,22,101,267,536,1072,1850,2174,1492,532,8038,4920,5749,7653,7543,8583,10155,9338,5548,1784,61262,3877,2492,2617,2342,1916,1475,1050,686,367,16816
CED302,13950,8150,7468,8726,7634,4938,2603,1068,257,54808,1261,1379,1472,1831,2159,2171,2001,1128,334,13738,85,164,212,291,452,738,878,707,270,3793,0,13,24,56,162,325,573,522,252,1921,1345,1552,1704,2176,2778,3230,3458,2351,850,19457,874,667,570,615,642,480,289,194,114,4451,16180,10370,9745,11521,11052,8656,6353,3619,1222,78714,13693,7033,7431,9245,7688,5196,3028,1253,386,54959,923,1785,1904,2272,2505,2377,2303,1434,638,16143,69,275,406,534,704,868,999,838,450,5147,5,17,52,107,237,419,599,656,385,2473,998,2084,2357,2906,3448,3669,3897,2923,1465,23762,817,556,543,597,582,443,323,266,242,4363,15506,9673,10335,12752,11720,9306,7253,4445,2099,83085,27645,15186,14900,17973,15321,10136,5632,2322,640,109758,2186,3168,3373,4105,4672,4545,4306,2561,970,29882,155,445,611,825,1164,1606,1874,1542,718,8940,9,34,79,157,395,745,1172,1173,633,4395,2347,3642,4062,5085,6228,6899,7359,5277,2319,43217,1690,1224,1111,1209,1216,923,611,461,366,8821
CED303,12020,7365,5617,6517,6560,5545,3397,1322,290,48632,1491,1371,1383,1795,2199,2637,2811,1584,453,15717,106,157,184,317,506,900,1320,913,337,4736,4,13,22,60,198,448,880,792,283,2700,1603,1540,1587,2167,2896,3984,5012,3295,1073,23155,1067,685,537,516,664,572,411,231,113,4793,14689,9583,7735,9207,10120,10105,8821,4845,1476,76578,11595,6060,5378,6666,6926,5759,3813,1487,387,48069,1126,1689,1909,2298,2648,3013,3035,1844,719,18273,89,272,454,584,826,1226,1498,1057,515,6512,0,20,65,114,348,661,968,827,527,3529,1210,1979,2424,2988,3824,4893,5497,3722,1765,28312,898,573,488,552,641,591,467,284,190,4694,13703,8615,8294,10200,11396,11248,9781,5494,2338,81071,23620,13424,10987,13185,13479,11307,7210,2807,681,96694,2612,3064,3289,4082,4844,5644,5846,3428,1175,33990,190,429,638,897,1334,2124,2816,1969,853,11252,7,33,82,174,548,1105,1845,1620,811,6229,2812,3523,4015,5161,6723,8878,10507,7015,2836,51470,1965,1254,1026,1065,1308,1158,884,515,309,9482
CED304,10252,10264,16015,10729,8144,5273,2534,826,201,64229,719,1951,3163,2469,2289,2149,1644,854,255,15489,31,210,504,417,480,622,696,492,150,3613,3,14,53,104,170,276,347,341,126,1442,757,2173,3723,2993,2939,3052,2687,1692,531,20542,793,997,1990,1356,1210,861,458,232,95,8001,11800,13432,21731,15079,12297,9181,5675,2752,829,92775,10320,10130,14966,9811,7913,5076,2685,955,352,62205,584,3157,4104,2484,2397,2138,1691,1023,455,18034,30,519,775,501,593,661,646,518,286,4520,5,42,88,97,207,289,361,368,214,1679,609,3722,4959,3081,3199,3077,2705,1913,957,24230,687,1164,1784,1158,936,756,431,265,155,7342,11621,15019,21712,14051,12039,8918,5819,3136,1468,93772,20569,20391,30983,20534,16056,10348,5211,1782,555,126438,1300,5112,7269,4951,4689,4287,3334,1882,711,33525,60,730,1276,920,1079,1278,1341,1011,435,8133,4,57,135,201,379,569,711,713,348,3119,1368,5897,8679,6077,6139,6126,5391,3609,1489,44776,1485,2162,3773,2519,2144,1623,891,497,252,15342
CED305,13020,7032,7461,7199,6586,5538,3076,1026,227,51170,1579,1267,1442,1723,2067,2669,2440,1181,322,14695,93,159,242,292,516,965,1196,785,236,4487,4,14,31,83,202,489,874,650,243,2589,1678,1442,1714,2100,2786,4121,4513,2620,797,21767,1732,1770,3282,3222,3148,2515,1130,418,137,17361,16433,10250,12463,12522,12518,12174,8713,4061,1161,90298,12402,6059,6863,6366,5787,4967,2745,1069,299,46567,1192,1726,2034,2050,2157,2608,2383,1302,520,15974,88,304,456,638,796,1126,1195,829,355,5786,7,21,90,176,374,714,793,695,338,3218,1285,2052,2585,2864,3326,4454,4375,2830,1216,24983,1613,1250,1461,1272,1317,1199,754,430,171,9465,15298,9360,10910,10501,10430,10623,7877,4331,1687,81008,25420,13092,14324,13567,12370,10505,5821,2098,525,97730,2769,2991,3479,3773,4219,5273,4827,2490,843,30669,179,461,699,931,1312,2093,2389,1613,590,10270,16,40,122,262,575,1205,1665,1345,582,5809,2965,3497,4298,4960,6115,8574,8882,5449,2017,46751,3347,3022,4745,4495,4465,3714,1882,848,307,26827
