CED_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
CED235,0,0,0,18,123,61,108,119,34,21,29,49,24,17,38,645,9,9,18,16,53,13,14,0,0,0,0,0,0,0,0,145,0,0,0,11,0,10,15,11,0,0,0,0,0,0,0,59,0,3,24,55,78,64,115,44,13,9,6,7,14,0,9,438,3,9,29,33,33,23,65,39,9,17,3,8,4,0,3,279,0,0,0,0,3,8,11,13,3,6,33,38,20,0,0,136,0,0,0,0,11,24,51,75,7,11,21,12,5,4,6,222,298,1080,2026,1089,789,285,615,236,28,32,15,45,17,6,300,6844,0,6,25,66,49,45,77,59,16,15,4,3,4,0,4,385,0,0,0,14,13,18,38,29,5,5,3,26,12,0,9,179,83,321,425,326,309,200,341,170,34,60,40,73,46,29,84,2538,648,2812,3402,2273,2275,1310,2446,1363,288,292,274,417,225,78,719,18814
CED236,0,0,0,10,114,105,214,342,93,85,102,151,49,30,46,1339,8,8,9,3,11,0,9,4,0,0,0,0,0,0,0,58,0,0,5,10,7,0,10,3,4,0,6,0,4,0,0,47,0,0,6,10,10,37,91,26,3,10,20,27,4,8,8,263,0,0,9,3,9,15,63,99,18,28,28,21,8,11,4,318,0,0,0,3,0,13,22,42,9,12,36,62,8,0,10,216,0,0,0,3,10,37,96,66,19,14,26,25,10,0,26,330,151,509,1098,424,254,153,257,172,14,18,31,26,21,6,169,3312,3,0,4,26,23,26,43,38,12,0,7,10,12,4,5,218,0,0,0,0,13,8,43,38,3,3,13,15,8,6,22,169,42,164,250,202,161,327,663,398,98,63,146,247,81,18,100,2970,398,1790,2170,1189,1068,1482,3772,2962,826,809,999,1261,423,168,777,20084
CED237,0,0,3,77,486,277,617,448,90,91,107,123,48,15,44,2430,3,12,32,27,74,39,12,21,0,0,4,0,0,0,0,219,0,0,0,10,32,38,146,55,12,10,15,29,10,0,6,364,0,0,4,15,24,37,138,43,3,6,7,12,15,0,4,308,0,5,10,68,319,536,979,495,92,116,117,106,50,11,44,2949,0,0,0,0,8,25,40,37,6,0,7,9,6,6,0,144,0,0,0,9,52,35,101,82,17,12,27,13,5,0,11,369,12,154,486,277,222,126,255,167,24,28,23,24,0,4,51,1857,0,4,5,13,19,33,79,42,18,11,15,19,9,3,3,274,0,0,6,264,1072,680,628,399,88,60,75,79,35,9,135,3524,50,411,938,1298,1384,1643,2133,1356,347,430,346,303,116,30,218,11012,274,2998,7727,5392,6798,7537,16195,10543,2271,2392,2771,2924,885,212,1520,70449
CED238,0,0,3,23,76,61,146,186,52,61,79,94,28,14,21,833,9,3,3,5,19,0,10,3,0,0,0,0,0,0,8,60,0,0,3,4,5,9,12,5,0,0,0,4,0,0,3,51,0,4,6,23,26,50,115,49,6,13,12,33,0,9,18,363,0,8,6,5,15,8,49,56,13,14,18,19,7,3,10,215,0,0,0,0,3,0,17,45,30,29,53,76,8,0,3,258,0,0,0,6,4,17,55,44,17,13,21,17,15,0,11,219,150,580,1140,559,393,231,381,176,31,23,33,40,21,0,199,3968,0,0,23,49,33,40,56,49,6,6,17,7,9,5,7,315,0,0,0,5,12,11,16,25,11,20,14,61,13,0,20,215,52,119,176,157,138,148,297,185,35,43,65,135,52,60,125,1778,303,1334,1762,1268,1285,1108,2314,1549,375,462,635,752,258,131,772,14296
CED239,0,0,5,49,225,154,230,217,58,72,93,128,32,7,25,1292,29,19,37,24,111,40,34,19,0,3,4,3,6,0,9,339,0,0,0,17,49,58,100,61,14,22,16,18,4,0,5,358,0,3,11,31,59,62,125,54,12,17,13,11,6,4,5,407,0,6,26,48,106,133,231,135,48,42,43,45,32,8,19,914,0,0,0,0,23,20,46,45,9,14,17,5,3,0,0,182,0,0,0,7,25,48,109,97,20,26,16,28,5,0,10,398,50,196,406,320,430,430,885,609,121,146,111,115,46,23,91,3973,0,4,22,47,93,115,208,203,42,64,37,75,36,12,16,975,0,5,3,153,339,185,171,115,41,27,30,49,9,10,28,1177,118,480,798,1146,1071,990,1328,1150,414,445,409,450,120,42,175,9134,474,3867,6119,4041,4545,4636,8928,7198,1986,2546,2762,2959,972,262,1187,52489
CED297,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,8,6,13,4,0,0,0,0,0,0,0,41
CED301,0,8,0,26,186,199,559,532,117,138,137,197,66,29,43,2226,4,0,3,16,45,12,19,7,0,0,0,0,0,0,3,114,0,3,8,18,15,24,23,30,11,4,11,6,0,0,6,153,0,3,13,44,57,145,443,171,26,9,45,31,12,4,17,1025,4,0,0,3,17,22,84,71,14,9,10,26,4,0,0,263,0,0,0,0,6,24,24,39,9,6,4,17,6,0,4,140,0,0,0,14,32,16,86,51,13,14,16,9,7,0,10,284,112,463,1578,1089,764,441,988,424,56,34,37,67,34,5,235,6318,3,9,33,44,41,58,129,59,11,15,16,19,13,7,9,472,0,0,0,42,138,38,88,57,16,24,20,20,5,3,35,496,28,104,245,376,565,610,1894,1045,258,180,211,165,58,43,195,5984,259,999,2405,2606,3348,3316,8547,5385,1038,887,1039,1114,391,199,1025,32570
CED302,0,0,8,61,356,268,464,258,48,44,44,95,20,16,28,1710,14,5,7,16,91,35,38,22,7,10,0,9,0,0,7,267,0,3,12,52,50,56,165,65,16,4,7,6,5,0,6,446,0,5,9,62,144,251,1004,355,66,152,105,111,32,13,30,2346,6,7,12,30,106,133,418,210,18,31,28,48,17,4,13,1073,0,0,0,7,134,295,324,186,48,42,50,60,24,8,23,1191,0,0,0,13,28,50,147,88,18,10,18,30,5,6,3,423,161,394,1036,849,735,614,1645,787,132,105,103,94,46,26,158,6870,0,9,24,73,69,81,170,103,9,23,18,24,15,13,12,645,0,3,3,186,282,104,142,101,15,24,28,40,18,9,28,975,54,141,435,681,796,1066,1495,870,185,186,178,173,80,30,119,6487,422,1225,2387,3234,5388,5975,14220,7753,1506,1572,1575,1665,744,286,910,48871
CED303,0,0,14,42,161,143,320,215,45,24,42,50,14,11,19,1096,15,12,6,16,92,25,33,8,4,0,0,3,0,0,4,220,0,9,10,25,19,25,24,11,0,0,0,3,4,0,10,141,0,6,23,76,151,353,1262,481,104,106,98,101,45,10,35,2856,0,3,12,19,28,25,70,31,0,4,0,8,0,0,5,210,0,0,0,3,35,51,46,14,8,4,5,4,0,0,11,180,0,0,0,10,10,39,104,74,24,11,13,15,17,0,9,324,229,702,2009,1424,1455,1021,3135,1117,139,123,135,108,47,23,323,11987,6,6,45,72,69,67,134,90,8,30,10,22,8,8,15,585,0,0,0,33,34,31,39,24,13,11,4,13,7,0,9,211,84,223,464,599,582,525,916,449,88,65,68,90,30,8,143,4347,542,1672,3348,3614,4916,4362,9794,4223,673,572,628,686,289,132,1004,36448
CED304,0,0,3,30,224,160,376,251,93,116,173,242,63,25,37,1806,4,6,15,24,97,41,48,26,8,9,14,22,5,4,5,336,0,6,10,42,44,69,161,95,23,41,61,57,42,11,5,672,5,7,16,83,158,255,625,176,35,62,45,95,31,22,19,1644,4,4,23,22,53,64,106,77,16,39,42,53,24,8,5,538,0,0,0,4,96,133,168,167,61,42,64,71,39,6,13,874,0,0,0,11,37,67,285,203,72,88,69,123,57,8,20,1061,76,290,828,826,856,1005,2121,989,217,186,189,292,205,66,159,8300,6,13,54,78,84,183,332,239,69,65,81,92,88,45,22,1448,0,0,7,118,98,55,109,152,32,73,82,102,57,12,21,923,54,100,317,475,653,866,1888,1657,710,843,1171,1712,789,105,186,11533,267,978,2077,2822,4467,5326,11289,8157,2521,3110,3874,5218,2440,661,970,54183
CED305,0,0,5,30,163,135,452,512,116,85,98,132,33,13,56,1826,5,0,4,0,5,0,9,5,0,0,0,3,0,0,0,33,0,0,5,14,9,0,11,0,0,7,7,0,4,5,0,68,0,3,9,22,44,74,504,104,23,28,36,69,26,8,21,974,0,0,6,4,7,6,69,100,10,14,13,26,22,18,0,289,0,0,0,0,0,3,9,24,3,4,3,9,0,0,0,53,0,0,0,4,14,24,80,65,12,11,16,11,11,6,13,247,94,351,770,461,384,268,487,215,35,45,32,57,32,0,107,3348,0,11,18,38,38,31,79,27,8,8,4,17,4,0,5,289,0,0,0,4,15,8,221,54,6,20,7,18,4,0,10,377,46,108,191,225,169,162,596,295,69,57,58,114,51,21,75,2228,221,742,1364,1497,1689,1424,4143,2440,484,538,584,771,352,124,544,16917
CED306,0,0,10,35,202,128,560,600,117,119,144,139,54,18,42,2172,4,0,8,3,19,11,24,18,0,6,0,5,8,0,0,107,0,0,10,25,9,7,10,7,8,0,0,0,0,6,0,83,0,5,10,29,45,118,795,241,34,44,82,112,65,5,27,1614,0,0,0,17,19,13,57,63,12,10,9,30,19,0,3,260,0,0,0,0,0,3,26,28,15,11,26,42,10,0,0,165,0,0,0,14,16,32,115,92,19,15,25,31,11,4,17,391,119,364,1015,624,568,389,833,412,79,72,79,128,83,14,158,4944,4,4,24,41,35,48,92,48,17,18,20,14,14,8,6,399,0,0,0,11,35,27,63,49,10,7,8,21,16,3,16,266,91,178,319,341,293,273,836,445,97,114,154,409,167,182,160,4056,353,1122,1968,1976,2280,1934,5545,3375,678,686,815,1444,681,311,717,23891
CED307,0,0,5,40,231,184,483,280,64,65,54,60,26,8,32,1530,7,0,6,5,82,26,40,17,0,5,3,0,0,0,0,186,0,4,6,31,18,23,43,14,0,4,3,0,0,0,3,156,0,5,25,68,125,374,1070,411,70,114,55,85,37,22,22,2486,0,10,19,44,29,34,82,46,6,4,5,6,4,0,9,293,0,0,0,3,7,23,36,26,3,3,0,7,0,0,7,118,0,0,0,3,22,24,159,92,18,16,11,11,0,0,9,366,126,456,1289,1004,912,830,2252,774,73,102,80,71,34,15,151,8170,4,9,24,51,58,86,144,96,17,3,12,11,10,0,21,548,0,0,3,36,28,18,38,31,11,0,4,0,0,0,7,175,23,135,305,477,554,603,1258,576,161,115,137,132,37,17,82,4615,279,1032,2261,2774,3929,4143,9252,4346,744,743,659,732,290,112,615,31920
CED308,0,0,10,73,310,294,455,367,88,82,82,117,39,15,55,1980,13,7,21,32,109,43,53,18,5,3,5,5,0,0,4,318,0,3,13,29,51,54,86,40,6,6,11,4,4,6,3,321,0,6,21,109,167,403,1213,508,107,98,96,120,69,31,46,2984,0,10,10,18,41,39,59,51,7,0,9,16,10,3,5,281,0,0,0,4,40,88,94,82,22,19,36,10,12,0,15,408,0,0,0,6,37,72,212,146,30,21,42,32,28,0,13,644,218,704,1963,1390,1406,1163,2989,1252,229,187,187,159,78,31,358,12318,3,13,38,57,86,103,189,125,33,30,24,21,25,7,7,760,0,0,0,41,57,47,75,84,27,22,33,23,21,0,14,452,79,276,582,774,880,1116,1774,1225,305,297,250,259,82,29,184,8115,537,1801,3652,4355,6825,7710,16280,8921,1899,1653,1845,1826,868,343,1546,60049
CED309,0,0,3,26,131,102,156,155,39,46,42,29,31,0,20,799,8,9,17,22,51,13,35,21,12,8,5,9,0,8,5,218,0,5,18,32,16,11,25,20,9,3,9,0,0,5,6,161,3,10,32,105,160,292,815,361,108,67,79,140,40,28,42,2268,0,5,15,14,16,12,28,14,12,9,8,0,0,0,3,139,0,0,0,0,0,4,16,41,15,7,10,10,0,0,8,122,0,0,5,10,27,46,145,94,14,26,17,16,12,0,20,431,247,760,2009,1418,1159,974,2915,1164,244,211,182,196,112,39,280,11896,4,11,51,102,84,113,224,177,29,28,33,50,43,5,17,974,0,0,3,8,17,8,37,45,13,14,18,22,17,0,6,203,68,225,451,507,477,425,961,667,172,168,174,211,78,26,128,4746,510,1693,3435,3648,4042,3596,8377,4642,1029,1012,977,1113,503,164,894,35632
CED310,0,0,4,17,112,82,171,157,45,30,54,68,26,9,25,791,7,17,10,17,30,17,21,24,4,9,11,0,8,0,4,182,0,4,12,18,19,16,26,26,11,7,0,5,4,4,0,151,0,14,29,96,131,233,683,349,72,60,63,83,24,24,41,1886,0,5,21,9,14,9,31,20,8,13,7,0,5,0,3,145,0,0,0,0,6,10,29,37,11,8,22,23,0,0,5,152,0,0,0,5,18,30,89,76,27,15,26,21,10,0,10,333,250,815,1969,1377,1119,882,2780,1056,240,201,216,205,95,49,268,11513,9,11,48,74,90,101,216,121,33,39,26,49,36,15,13,876,0,0,3,8,14,17,43,56,10,18,13,27,5,0,7,226,77,252,465,490,430,426,835,563,146,149,136,198,141,29,114,4463,520,1830,3397,3485,3993,3468,8104,4378,989,1043,983,1177,555,221,900,35047
CED311,0,0,0,32,155,101,444,548,122,68,87,102,28,7,45,1754,0,3,3,11,16,15,12,9,0,0,0,0,0,0,0,73,0,0,7,14,3,10,5,8,0,10,0,5,0,0,9,60,0,5,15,34,34,100,599,222,38,42,32,95,39,22,16,1291,0,0,3,3,3,5,38,24,11,12,14,6,10,3,3,147,0,0,0,0,3,3,9,12,0,0,19,11,4,0,6,60,0,0,0,4,16,18,87,93,19,19,19,18,10,3,17,315,84,403,1089,707,428,248,466,311,27,30,31,40,18,8,157,4027,0,5,36,60,37,33,68,44,13,5,11,7,13,4,14,354,0,0,0,6,7,14,49,22,0,12,9,7,0,0,8,140,28,108,236,290,224,200,557,315,49,73,71,157,70,93,116,2587,192,906,1857,1944,1961,1592,3977,2722,461,510,566,801,326,210,653,18673
CED312,0,0,10,56,324,288,581,424,98,67,86,76,30,0,41,2087,8,3,11,30,100,29,39,27,4,0,3,0,0,0,4,263,0,0,11,25,31,47,57,21,7,3,5,5,0,0,3,219,3,0,21,104,178,272,820,254,55,53,58,54,26,16,18,1924,0,3,17,34,23,35,124,74,12,19,23,10,4,0,4,376,0,0,0,0,42,159,119,89,9,17,18,13,8,0,7,480,0,0,0,5,69,74,152,87,9,18,19,25,11,0,15,481,140,553,1945,1612,1295,783,1827,613,87,83,63,59,24,4,306,9398,3,0,34,51,51,67,134,78,19,13,13,16,22,9,13,510,0,0,0,55,86,71,142,88,26,27,14,20,18,0,23,571,51,165,540,705,1192,1209,2240,1017,304,246,251,302,77,19,223,8537,346,1313,3344,4209,6520,6657,13891,7737,1552,1368,1390,1600,585,245,1400,52157
CED313,0,0,9,48,230,170,324,231,58,61,110,172,52,26,37,1527,6,3,4,23,82,22,42,45,10,6,11,13,3,0,3,284,0,0,9,38,44,59,144,87,30,30,49,47,28,12,12,588,0,6,24,78,166,252,657,207,42,60,48,71,46,12,27,1703,0,4,9,34,73,58,229,97,31,30,28,69,17,14,9,711,0,0,0,6,84,200,206,178,44,59,80,72,37,0,5,975,0,0,0,8,36,77,179,122,38,30,47,80,31,7,17,674,85,302,786,741,856,845,2095,1067,201,196,209,240,191,66,164,8051,0,3,29,83,72,120,269,181,54,61,65,85,105,24,14,1174,0,0,3,242,301,120,132,176,43,72,55,92,48,20,31,1328,56,140,356,594,810,1093,1948,1604,564,616,711,988,471,89,154,10207,306,1082,2051,3040,4821,5449,11733,8147,2230,2520,3029,4107,1872,560,996,51938
CED314,0,0,0,14,129,103,376,469,72,59,78,79,43,13,30,1472,3,4,9,0,21,6,5,4,0,0,0,0,0,0,0,51,0,5,17,14,8,10,41,21,0,11,22,45,28,13,3,239,0,3,10,38,46,122,516,133,27,51,17,28,19,15,11,1040,0,0,3,7,13,23,115,110,31,38,27,42,9,7,3,427,0,0,0,0,4,38,42,47,8,5,31,23,37,0,3,241,0,0,0,3,14,21,64,40,4,4,16,13,7,0,8,187,136,424,930,535,327,204,482,210,20,30,24,24,22,22,109,3493,5,9,55,55,37,54,101,63,17,10,6,14,7,4,6,446,0,0,0,4,16,11,43,27,15,12,7,7,3,0,6,143,28,88,180,230,256,236,1325,718,150,304,253,261,63,12,85,4182,264,890,1580,1503,1672,1531,5090,3500,722,1136,1492,2113,631,158,546,22832
CED315,0,0,3,41,241,185,592,394,72,45,90,99,39,13,38,1848,4,0,8,7,23,15,12,13,0,0,0,4,0,0,0,87,0,3,14,21,15,10,19,7,0,3,0,6,0,0,0,101,0,3,8,27,53,101,387,104,10,28,14,29,35,11,6,830,0,0,10,16,21,20,77,42,14,5,10,23,26,4,4,267,0,0,0,0,3,8,6,12,10,5,0,3,4,0,0,58,0,0,0,4,28,40,124,71,13,12,16,21,0,5,17,358,120,384,1163,670,543,431,848,363,57,52,74,110,37,19,143,5007,3,6,26,44,43,43,132,92,22,26,23,44,30,3,9,542,0,0,0,14,34,39,62,53,21,16,20,13,4,0,5,281,37,122,288,366,422,383,1075,716,169,198,281,391,137,28,110,4721,282,960,2112,1994,2559,2220,5496,3210,614,631,837,1132,515,145,576,23282
CED316,0,0,9,59,254,187,229,225,44,43,42,75,34,9,36,1240,5,7,4,18,32,8,11,9,0,0,0,0,0,0,0,100,0,0,6,24,8,4,18,13,0,0,0,0,0,0,9,83,0,5,24,61,73,113,349,110,22,31,29,32,23,3,21,904,0,5,11,16,15,4,35,43,9,3,6,10,37,9,7,216,0,0,0,0,3,13,19,45,10,17,28,69,20,0,6,229,0,0,0,8,19,18,88,121,9,24,28,35,14,0,36,398,247,899,2330,1414,901,480,893,324,45,46,35,88,48,26,325,8100,3,9,36,57,53,49,92,49,11,12,8,20,12,0,10,415,0,0,0,16,24,36,47,45,18,11,0,7,13,0,11,227,74,241,438,412,322,236,416,242,63,74,81,222,117,61,118,3109,538,2025,3691,3296,3079,2233,3670,2095,435,468,532,940,471,196,880,24556
CED317,0,4,4,42,236,180,421,369,78,50,68,81,38,14,66,1651,3,3,0,13,39,0,6,3,0,0,7,3,0,0,9,83,0,9,6,13,11,7,7,7,0,0,0,0,0,0,0,56,4,7,24,51,52,88,237,102,18,36,28,67,23,14,23,770,0,0,6,5,19,10,34,41,0,9,6,6,7,0,4,154,0,0,0,0,5,5,28,44,13,4,18,34,9,0,0,153,0,0,0,6,59,79,151,66,34,13,18,19,5,4,21,480,127,534,1307,771,486,384,566,254,55,54,46,85,30,18,224,4936,4,17,49,81,59,57,82,66,18,13,5,12,11,4,12,487,0,0,0,8,12,14,28,24,9,4,4,5,0,0,11,124,70,239,411,506,497,448,745,491,103,96,109,325,189,115,283,4632,475,1867,2767,2504,2652,2152,3971,2599,532,489,659,1038,449,240,1131,23520
CED318,0,0,12,67,324,284,478,379,92,90,76,82,44,11,26,1968,7,6,9,14,80,32,44,31,12,0,0,13,4,0,11,254,0,5,26,31,23,18,38,29,0,0,5,3,0,0,5,195,0,0,24,70,87,96,402,135,16,39,21,42,13,10,10,957,5,3,26,31,38,22,66,31,8,0,18,0,0,0,3,253,0,0,0,4,3,19,57,97,13,22,9,24,3,0,10,256,0,0,6,22,75,76,237,143,39,34,30,45,14,9,22,757,152,594,1545,1179,1148,949,1782,712,139,128,87,151,63,20,222,8875,4,11,43,108,98,124,155,96,21,28,46,46,30,8,16,835,0,0,0,21,43,29,96,89,15,29,26,24,16,0,17,408,48,198,556,875,1005,896,1566,1213,270,287,367,760,340,67,296,8753,384,1476,3170,3764,4881,4588,8770,5382,1077,1112,1192,1849,829,230,1140,39843
CED319,0,0,5,67,404,355,595,448,88,108,121,139,51,15,45,2444,12,7,14,15,86,23,37,16,8,0,7,3,0,0,3,242,0,0,17,42,19,25,74,44,3,23,10,5,3,10,11,283,0,11,12,46,88,176,431,108,24,35,53,53,22,22,16,1108,0,5,44,31,59,58,141,111,13,7,13,13,3,0,10,515,0,0,0,3,24,63,96,66,9,9,24,16,10,3,7,323,0,0,0,8,39,60,193,127,34,38,22,17,14,5,18,569,131,375,885,700,663,625,1429,651,110,115,88,78,37,24,146,6058,3,5,20,45,55,83,189,106,23,15,13,18,19,3,13,614,0,0,0,75,95,53,67,82,4,17,7,12,16,3,16,457,52,110,284,525,612,752,1522,973,256,322,260,312,111,33,138,6273,366,1146,2024,2671,4202,4360,10242,6070,1256,1474,1592,1811,654,244,911,39029
CED320,0,0,6,50,292,193,399,417,61,71,80,86,6,8,50,1714,7,16,13,14,41,24,12,7,5,3,4,3,0,0,6,147,0,6,5,34,11,17,16,12,0,0,0,5,0,0,8,114,8,8,25,69,119,185,554,237,42,50,34,36,11,3,33,1433,0,10,6,6,14,20,40,37,0,3,10,6,3,0,8,162,0,0,0,0,13,13,63,62,31,46,133,188,49,0,17,623,0,0,0,6,15,31,113,99,23,31,33,50,10,0,21,435,203,806,2187,1443,1118,629,1941,643,102,91,49,71,26,12,352,9669,5,3,43,53,56,68,147,75,15,10,14,12,7,0,10,536,0,0,0,19,48,27,70,26,11,6,4,12,0,4,24,260,60,211,384,522,514,441,925,575,136,85,111,110,46,25,148,4289,483,1711,3411,3516,4345,3452,7520,3992,760,661,837,1048,366,129,1243,33470
CED321,0,0,0,21,112,92,383,410,80,74,97,103,33,17,50,1473,0,7,6,6,6,6,4,9,0,0,0,0,0,0,0,52,0,0,6,8,3,9,5,9,0,0,0,0,0,0,4,51,0,7,17,34,38,66,279,90,14,14,19,43,22,11,11,662,0,3,3,3,3,3,11,14,6,8,6,4,0,0,0,67,0,0,0,0,3,11,14,32,5,9,41,67,9,0,4,195,0,0,0,4,4,6,42,29,10,5,12,13,0,0,4,127,145,457,1070,544,349,203,318,114,25,22,30,40,19,0,155,3489,0,8,41,47,25,41,65,39,5,11,7,3,6,0,9,305,0,0,0,3,5,5,44,32,18,18,21,42,0,0,13,202,30,84,222,246,218,140,311,150,52,56,123,182,126,67,56,2074,297,1007,1779,1607,1592,1176,2368,1479,338,326,511,712,308,124,552,14174
CED322,0,0,9,59,213,163,194,157,42,27,36,44,28,22,33,1028,10,14,18,34,103,33,42,28,10,8,4,4,3,0,4,313,0,6,14,33,23,35,35,16,7,6,8,16,4,3,7,211,5,8,29,99,136,381,851,276,84,71,81,90,57,16,30,2212,0,4,10,23,19,17,56,30,0,11,5,5,0,0,4,183,0,0,0,6,40,86,76,68,8,18,21,9,16,0,7,351,0,0,0,3,39,61,127,97,21,14,18,25,11,4,14,434,200,630,1471,1088,1027,885,2130,1014,188,126,156,136,105,37,249,9456,4,17,35,91,99,127,227,170,43,29,46,54,48,6,21,1006,0,0,0,30,38,30,27,45,17,7,18,14,6,0,6,232,97,265,454,620,538,661,1393,1033,364,333,343,403,142,34,170,6850,518,1652,2928,3484,4870,5304,9980,5140,1264,1124,1233,1340,685,256,1060,40829
CED323,0,6,9,75,356,334,354,292,71,79,154,259,54,33,89,2160,21,23,33,44,125,55,48,36,6,6,3,4,0,5,12,424,0,4,8,35,54,64,77,35,4,27,10,24,9,3,15,366,0,8,34,113,149,353,700,210,55,56,37,42,44,35,23,1861,3,4,23,22,27,26,64,47,11,18,18,24,4,0,12,304,0,0,0,10,92,217,159,175,28,53,35,54,17,0,25,865,0,0,0,23,58,63,237,163,51,31,44,67,32,7,35,815,233,727,1695,1157,1118,838,1714,804,149,145,176,214,129,26,245,9374,10,13,45,68,93,148,194,151,51,41,57,65,52,5,15,1006,0,0,3,74,71,43,78,128,25,63,44,52,40,8,30,651,147,375,722,884,928,1104,1634,1417,623,759,887,1368,456,53,280,11632,653,2227,3960,4460,6671,7136,12053,7716,2105,2433,2781,3716,1529,454,1575,59470
