CED_CODE_2021,F_Tot_LF_15_19_yr,F_Tot_LF_20_24_yr,F_Tot_LF_25_34_yr,F_Tot_LF_35_44_yr,F_Tot_LF_45_54_yr,F_Tot_LF_55_64_yr,F_Tot_LF_65_74_yr,F_Tot_LF_75_84_yr,F_Tot_LF_85_yr_over,F_Tot_LF_Tot,F_NILF_15_19_yr,F_NILF_20_24_yr,F_NILF_25_34_yr,F_NILF_35_44_yr,F_NILF_45_54_yr,F_NILF_55_64_yr,F_NILF_65_74_yr,F_NILF_75_84_yr,F_NILF_85_yr_over,F_NILF_Tot,F_LF_st_ns_15_19,F_LF_st_ns_20_24,F_LF_st_ns_25_34,F_LF_st_ns_35_44,F_LF_st_ns_45_54,F_LF_st_ns_55_64,F_LF_st_ns_65_74,F_LF_st_ns_75_84,F_LF_st_ns_85_yr_over,F_LF_st_ns_Total,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Emp_wrk_Ft_15_19,P_Emp_wrk_Ft_20_24,P_Emp_wrk_Ft_25_34,P_Emp_wrk_Ft_35_44,P_Emp_wrk_Ft_45_54,P_Emp_wrk_Ft_55_64,P_Emp_wrk_Ft_65_74,P_Emp_wrk_Ft_75_84,P_Emp_wrk_Ft_85_yr_over,P_Emp_wrk_Ft_Tot,P_Emp_wrk_Pt_15_19,P_Emp_wrk_Pt_20_24,P_Emp_wrk_Pt_25_34,P_Emp_wrk_Pt_35_44,P_Emp_wrk_Pt_45_54,P_Emp_wrk_Pt_55_64,P_Emp_wrk_Pt_65_74,P_Emp_wrk_Pt_75_84,P_Emp_wrk_Pt_85_yr_over,P_Emp_wrk_Pt_Tot,P_Emp_a_f_wrk_15_19,P_Emp_a_f_wrk_20_24,P_Emp_a_f_wrk_25_34,P_Emp_a_f_wrk_35_44,P_Emp_a_f_wrk_45_54,P_Emp_a_f_wrk_55_64,P_Emp_a_f_wrk_65_74,P_Emp_a_f_wrk_75_84,P_Emp_a_f_wrk_85_yr_over,P_Emp_a_f_wrk_Tot,P_Hr_wrk_ns_15_19,P_Hr_wrk_ns_20_24,P_Hr_wrk_ns_25_34,P_Hr_wrk_ns_35_44,P_Hr_wrk_ns_45_54,P_Hr_wrk_ns_55_64,P_Hr_wrk_ns_65_74,P_Hr_wrk_ns_75_84,P_Hr_wrk_ns_85_yr_over,P_Hr_wrk_ns_Tot,P_Tot_emp_15_19,P_Tot_emp_20_24,P_Tot_emp_25_34,P_Tot_emp_35_44,P_Tot_emp_45_54,P_Tot_emp_55_64,P_Tot_emp_65_74,P_Tot_emp_75_84,P_Tot_emp_85_yr_over,P_Tot_emp_Tot,P_UE_lk_fr_Ft_wrk_15_19,P_UE_lk_fr_Ft_wrk_20_24,P_UE_lk_fr_Ft_wrk_25_34,P_UE_lk_fr_Ft_wrk_35_44,P_UE_lk_fr_Ft_wrk_45_54,P_UE_lk_fr_Ft_wrk_55_64,P_UE_lk_fr_Ft_wrk_65_74,P_UE_lk_fr_Ft_wrk_75_84,P_UE_lk_for_Ft_wrk_85_over,P_UE_looking_for_Ft_wk_Tot,P_UE_lk_for_Pt_wk_15_19,P_UE_lk_for_Pt_wk_20_24,P_UE_lk_for_Pt_wk_25_34,P_UE_lk_for_Pt_wk_35_44,P_UE_lk_for_Pt_wk_45_54,P_UE_lk_for_Pt_wk_55_64,P_UE_lk_for_Pt_wk_65_74,P_UE_lk_for_Pt_wk_75_84,P_UE_looking_for_Pt_wk_85ov,P_UE_lk_for_Pt_wrk_Tot,P_Tot_unemp_15_19,P_Tot_unemp_20_24,P_Tot_unemp_25_34,P_Tot_unemp_35_44,P_Tot_unemp_45_54,P_Tot_unemp_55_64,P_Tot_unemp_65_74,P_Tot_unemp_75_84,P_Tot_unemp_85_yr_over,P_Tot_unemp_Total,P_Tot_LF_15_19_yr,P_Tot_LF_20_24_yr,P_Tot_LF_25_34_yr,P_Tot_LF_35_44_yr,P_Tot_LF_45_54_yr,P_Tot_LF_55_64_yr,P_Tot_LF_65_74_yr,P_Tot_LF_75_84_yr,P_Tot_LF_85_yr_over,P_Tot_LF_Tot,P_NILF_15_19_yr,P_NILF_20_24_yr,P_NILF_25_34_yr,P_NILF_35_44_yr,P_NILF_45_54_yr,P_NILF_55_64_yr,P_NILF_65_74_yr,P_NILF_75_84_yr,P_NILF_85_yr_over,P_NILF_Tot,P_LF_st_ns_15_19,P_LF_st_ns_20_24,P_LF_st_ns_25_34,P_LF_st_ns_35_44,P_LF_st_ns_45_54,P_LF_st_ns_55_64,P_LF_st_ns_65_74,P_LF_st_ns_75_84,P_LF_st_ns_85_yr_over,P_LF_st_ns_Total,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
CED101,1626,3851,8432,8357,7816,5845,1244,106,9,37299,2599,1186,2182,2548,2646,4386,6298,4361,2253,28452,145,225,566,467,385,336,307,348,461,3238,4374,5263,11188,11375,10843,10566,7852,4815,2721,68991,310,2638,9784,10135,9283,6397,1109,68,0,39722,1553,2841,4151,4162,3883,3464,1152,163,9,21386,892,1448,2200,1883,1679,1680,463,58,4,10312,37,168,413,275,205,123,42,10,0,1278,2783,7096,16552,16461,15055,11663,2770,302,16,72702,82,303,587,415,399,352,50,0,0,2194,311,328,295,203,172,249,71,0,0,1627,394,628,881,620,569,601,117,3,0,3815,3178,7727,17434,17073,15623,12264,2891,308,18,76517,5635,2723,3942,4043,4340,7536,11500,7800,3748,51259,290,484,1215,962,719,683,603,569,624,6142,9106,10945,22582,22077,20680,20480,14994,8670,4391,133924
CED102,1276,4492,12905,9805,8034,5279,1129,77,4,43004,2423,1570,3362,2956,2817,4161,6128,4505,1999,29908,167,374,1081,715,537,441,407,468,588,4784,3869,6432,17347,13478,11380,9884,7659,5053,2596,77696,242,2912,14763,12432,9535,5800,1071,57,3,46823,1333,3968,7182,5200,4108,3134,1082,104,7,26123,618,1334,2687,1987,1532,1475,400,47,5,10090,52,247,614,357,261,164,70,5,0,1766,2256,8465,25249,19965,15439,10576,2620,225,20,84802,80,378,912,575,522,404,46,5,0,2914,300,521,545,300,199,246,59,4,0,2187,376,902,1454,876,724,649,104,7,0,5102,2629,9363,26702,20839,16165,11226,2724,231,15,89899,5261,3473,6072,4901,4733,7082,11131,8242,3535,54433,361,808,2249,1449,1080,904,814,913,932,9504,8250,13644,35020,27195,21974,19215,14672,9384,4486,153846
CED103,1733,4358,13262,12155,8873,6337,1506,138,4,48367,2595,1371,2694,3130,2628,4337,6490,4278,2284,29810,121,249,761,568,374,328,278,290,365,3331,4457,5977,16718,15848,11871,11007,8277,4706,2658,81509,224,3098,17156,16724,11581,7419,1448,89,4,57742,1811,3465,5515,5608,4268,3850,1546,230,22,26311,799,1406,2210,1752,1212,1205,408,44,0,9042,28,156,466,366,182,144,46,10,3,1409,2857,8124,25347,24454,17245,12619,3446,376,29,94497,61,294,830,745,531,366,70,0,0,2907,406,459,411,343,225,262,72,8,0,2199,470,754,1239,1088,761,633,147,8,0,5098,3326,8882,26587,25537,18004,13250,3591,388,30,99602,5683,2958,4539,4540,4064,7047,11578,7649,3801,51849,242,492,1531,1183,768,694,538,480,547,6484,9254,12334,32658,31263,22832,20994,15705,8510,4382,157934
CED104,2241,3314,5188,8600,9469,6774,1831,209,11,37635,2736,678,910,1705,1905,3306,6036,4452,1995,23732,61,73,174,228,214,161,195,289,451,1846,5038,4062,6269,10531,11592,10244,8063,4949,2459,63208,500,2621,6711,11283,12868,8382,1796,168,9,44331,2422,2852,2389,4244,4733,4354,2028,382,24,23427,971,1003,889,940,932,990,405,76,6,6210,32,56,160,201,164,117,43,19,7,793,3926,6525,10140,16667,18696,13849,4265,638,45,74757,56,184,279,271,347,292,38,0,0,1471,473,241,146,159,183,166,90,16,0,1464,531,420,425,427,526,463,128,14,0,2940,4452,6947,10567,17090,19220,14307,4395,657,49,77694,5919,1562,1541,2355,2830,5266,10747,8228,3292,41738,159,160,325,451,438,341,347,500,675,3391,10534,8667,12431,19899,22489,19919,15488,9385,4018,122825
CED105,1367,4168,7945,5825,5321,3883,847,44,0,29416,3823,2361,5640,5060,4481,5424,5643,3362,1641,37432,380,554,1291,1073,806,680,557,411,472,6220,5567,7083,14879,11959,10606,9991,7051,3815,2108,73064,261,2534,8465,6790,5898,4347,880,47,0,29217,1321,3502,5120,3667,2770,2316,720,78,0,19492,573,1309,2484,1803,1739,1477,390,23,0,9799,74,347,739,426,314,199,48,6,6,2170,2235,7690,16806,12691,10723,8342,2037,156,5,60680,158,521,1067,739,650,499,61,0,0,3703,386,604,535,324,278,299,45,0,0,2478,548,1129,1601,1064,931,799,105,5,0,6176,2780,8816,18407,13752,11656,9138,2141,158,5,66856,8058,5145,10287,8740,8022,9512,10642,6455,2787,69648,840,1335,2847,2291,1738,1418,1076,805,727,13074,11678,15289,31542,24779,21414,20071,13857,7420,3526,149578
CED106,1960,3544,6678,10235,9918,6269,1910,298,22,40840,3317,831,1274,2649,2788,3582,6095,5180,2909,28629,101,108,281,295,265,210,242,265,417,2176,5382,4484,8229,13177,12970,10059,8249,5740,3350,71640,186,2369,8617,13923,13579,8045,1727,188,15,48651,2110,3163,2926,4625,4853,3968,2262,568,51,24540,929,1107,1027,1104,815,765,368,76,15,6196,15,69,219,236,175,109,43,12,9,887,3242,6707,12794,19895,19425,12891,4399,842,82,80277,39,204,374,480,456,376,63,0,0,1988,469,311,160,225,227,193,89,19,0,1695,508,515,538,709,682,570,153,17,0,3690,3749,7225,13326,20604,20105,13463,4553,862,82,83962,7119,1872,2031,3462,3844,5602,10355,9154,4834,48276,204,231,523,590,477,416,417,450,574,3892,11070,9330,15878,24649,24432,19478,15330,10472,5490,136132
CED107,2761,3363,7811,7715,8243,6829,1862,270,31,38875,1948,759,1788,1527,1798,3598,6952,4854,2181,25406,258,290,642,611,657,587,585,525,306,4462,4968,4410,10240,9854,10697,11011,9394,5647,2513,68744,1364,3828,10151,9986,11145,8282,2018,300,21,47094,3197,2239,4030,4268,4101,4437,2127,449,48,24893,344,315,969,587,510,662,253,43,4,3684,118,174,297,229,221,175,85,51,16,1366,5020,6554,15442,15074,15974,13561,4483,843,93,77039,198,293,377,306,353,289,29,0,0,1859,358,202,217,184,158,210,62,11,0,1394,559,495,590,491,515,495,95,12,0,3247,5577,7044,16041,15565,16490,14055,4572,849,90,80288,4267,1588,3200,2855,3324,6486,13010,9043,3458,47230,586,633,1322,1350,1367,1296,1194,958,473,9186,10432,9266,20560,19770,21183,21835,18775,10852,4029,136700
CED108,2106,4337,10383,10698,7452,4936,954,50,5,40924,3585,1833,4446,4037,3480,4641,6064,3212,1372,32683,373,454,1195,1092,715,496,472,319,254,5370,6071,6624,16027,15832,11650,10069,7495,3586,1631,78978,534,3376,11754,14779,9941,6414,1093,42,0,47935,2022,3124,5256,5008,3376,2460,741,58,4,22053,734,1345,2447,1973,1503,1317,338,33,0,9676,103,257,669,507,300,205,48,11,0,2115,3397,8095,20126,22270,15121,10391,2217,140,9,81783,260,572,895,784,542,367,65,0,0,3488,566,452,493,331,238,198,38,6,0,2329,831,1031,1392,1115,778,566,101,6,0,5820,4224,9125,21515,23386,15901,10958,2320,151,11,87595,7495,3690,6847,6194,5813,7737,10957,5866,2099,56695,847,995,2349,2134,1471,1078,866,566,359,10651,12563,13809,30714,31709,23184,19772,14138,6581,2464,154940
CED109,1971,3338,7668,8003,8509,6153,1691,176,21,37527,2071,598,1164,1592,1778,3147,5958,4941,2614,23858,116,134,431,370,358,273,277,374,495,2827,4159,4076,9258,9967,10642,9573,7924,5480,3131,64208,554,3016,9693,9808,10464,6735,1385,133,13,41796,2078,2220,3332,4370,4584,4169,1823,327,33,22936,909,972,1500,1312,1244,1178,479,73,9,7681,38,87,261,223,182,135,51,17,9,1006,3581,6296,14787,15713,16482,12219,3737,548,57,73421,58,164,314,257,325,289,26,0,0,1440,341,147,135,140,152,176,80,5,0,1174,403,307,453,397,477,458,104,10,0,2610,3979,6603,15234,16109,16958,12680,3844,552,65,76034,4280,1321,1840,2296,2860,5359,10554,8778,4303,41589,258,264,852,772,741,560,521,626,723,5309,8518,8195,17925,19169,20561,18602,14921,9956,5095,122934
CED110,2834,2882,6202,7101,8365,7529,1844,223,24,36992,1667,773,1808,1681,2033,4902,10158,7048,3013,33082,295,241,607,611,601,662,742,736,642,5143,4802,3892,8615,9395,10999,13095,12738,8008,3682,75221,879,2574,6717,7686,9340,6881,1461,145,11,35701,3499,2324,4164,4744,5023,5840,2277,352,38,28256,318,267,689,522,544,801,261,42,6,3462,118,166,284,240,243,223,65,46,14,1387,4814,5328,11857,13197,15150,13745,4066,588,66,68809,216,309,479,377,395,370,54,3,0,2197,500,221,271,239,269,346,99,12,5,1954,712,525,747,614,671,714,155,11,5,4147,5531,5858,12600,13806,15817,14462,4220,596,70,72957,3626,1541,3135,2986,3719,8836,19265,13191,5022,61324,623,498,1206,1243,1269,1356,1436,1304,977,9907,9773,7896,16939,18037,20803,24656,24921,15092,6073,144186
CED111,2504,4685,8368,7910,7962,5588,1180,87,10,38281,2005,1126,1843,1881,2082,4106,6590,4861,2293,26780,234,283,488,410,347,325,330,419,559,3398,4743,6097,10692,10203,10391,10021,8094,5363,2862,68464,700,3249,9828,9435,10085,6323,943,63,3,40626,2456,3700,4827,4822,4294,3874,1333,161,18,25490,931,1379,1765,1280,1044,1006,280,36,3,7723,52,152,250,172,144,108,36,8,4,927,4134,8479,16666,15710,15570,11313,2594,269,23,74762,147,369,486,337,338,250,30,4,0,1955,538,440,322,189,175,191,55,6,0,1913,691,809,806,521,511,441,81,11,0,3867,4830,9290,17471,16230,16083,11756,2674,274,23,78633,4344,2443,3186,2927,3493,7228,12144,8860,3754,48365,447,605,1021,841,761,664,636,741,775,6490,9617,12337,21676,19998,20338,19649,15450,9874,4550,133487
CED112,2766,3401,7290,7715,7940,5938,1326,119,6,36493,1835,912,2066,1973,2216,4077,7521,5255,2379,28234,245,216,535,488,440,408,469,613,649,4065,4846,4528,9890,10174,10596,10419,9317,5984,3043,68791,914,2811,7927,8848,9177,6150,1045,64,3,36940,2830,2473,4141,4672,4494,4151,1369,175,14,24323,991,1002,1740,1327,1232,1112,371,46,3,7823,84,127,302,245,226,133,49,23,6,1195,4815,6416,14115,15095,15129,11541,2831,313,26,70283,230,366,475,324,374,287,39,0,4,2106,550,208,209,204,175,201,49,8,0,1601,775,572,690,531,553,487,91,8,8,3704,5595,6987,14798,15624,15677,12027,2924,315,27,73981,3955,1686,3147,3055,3790,6931,13768,9574,3816,49717,504,465,1032,1004,920,788,886,1020,936,7551,10050,9136,18977,19675,20392,19749,17571,10906,4779,131245
CED113,2606,3257,8095,8439,9448,7232,1959,256,28,41318,1554,497,1302,1237,1499,4042,7142,4299,1739,23318,252,252,660,590,633,698,574,418,285,4363,4409,4012,10057,10266,11578,11965,9680,4978,2047,68997,1172,3590,10422,11268,12928,8910,1983,287,24,50591,3281,2591,4304,4260,4535,5126,2347,410,47,26901,332,259,977,682,672,777,270,45,5,4021,107,137,304,277,229,184,90,43,12,1378,4887,6579,16013,16481,18369,15002,4683,789,98,82890,108,189,323,265,300,265,44,5,0,1499,338,146,181,125,150,190,108,7,0,1246,445,329,510,396,451,451,145,10,0,2741,5330,6914,16520,16875,18817,15453,4834,791,98,85631,3340,910,2070,2031,2680,7219,13716,8285,2914,43159,538,575,1427,1265,1395,1545,1250,802,449,9237,9212,8391,20016,20167,22895,24219,19800,9876,3453,138025
CED114,2829,3307,7727,7714,8300,7433,2082,315,27,39743,1861,748,1790,1561,1677,3508,7156,5304,2377,25979,340,346,792,758,704,812,715,685,415,5563,5025,4403,10312,10033,10680,11757,9949,6298,2819,71283,1494,4015,10308,9944,11132,9238,2327,316,28,48802,3260,2099,4179,4499,4246,4940,2371,435,50,26072,270,243,803,474,472,586,247,52,7,3159,156,172,328,236,226,215,122,71,14,1534,5175,6529,15620,15154,16076,14986,5065,870,104,79567,201,267,384,323,334,297,39,4,0,1840,331,193,233,176,146,225,65,0,0,1370,530,454,619,493,479,516,103,4,0,3208,5702,6982,16237,15652,16556,15498,5174,872,101,82783,3832,1256,2627,2375,2920,6019,13448,9760,3852,46089,735,735,1743,1588,1608,1678,1491,1194,704,11477,10279,8972,20603,19608,21083,23197,20114,11829,4659,140349
CED115,1396,3703,7050,5779,5666,4182,816,45,5,28645,3794,2118,4260,4848,5072,6379,6938,3616,1642,38670,336,395,1041,859,699,647,573,510,513,5568,5523,6216,12353,11486,11441,11207,8333,4160,2161,72885,285,2554,8191,6474,6188,4849,958,40,0,29542,1229,2440,3385,3076,2958,2398,699,52,5,16249,603,1296,2022,1611,1653,1519,396,32,3,9132,73,218,422,317,306,176,32,6,0,1553,2188,6502,14013,11479,11105,8951,2085,136,13,56472,135,464,781,629,632,475,59,3,0,3171,431,392,373,292,301,322,52,3,0,2179,570,857,1153,921,931,800,113,6,0,5346,2761,7364,15171,12400,12032,9748,2198,141,12,61816,7792,4254,7470,7902,8651,11118,12807,6817,2724,69540,682,817,2071,1736,1474,1385,1126,942,818,11051,11235,12436,24713,22039,22165,22252,16127,7893,3553,142411
CED116,2348,2527,5962,6582,7438,7038,1746,173,18,33826,1414,589,1457,1459,1911,5504,10961,6801,2829,32925,263,205,490,517,516,595,598,586,388,4155,4029,3326,7912,8556,9860,13133,13313,7552,3231,70911,1015,2581,6948,7492,8492,6530,1259,129,8,34460,2737,1933,3682,4312,4632,5842,2309,312,20,25778,428,298,840,657,683,906,299,29,0,4144,127,119,263,198,214,201,55,33,9,1227,4314,4941,11737,12649,14028,13482,3925,501,40,65606,163,270,326,303,316,286,45,0,0,1715,301,169,190,170,174,319,85,3,0,1417,462,444,516,476,485,599,133,9,0,3132,4773,5380,12251,13125,14514,14083,4062,513,42,68736,3100,1188,2570,2617,3482,9730,20895,13223,4730,61536,551,450,991,1012,1125,1224,1197,1053,607,8218,8431,7024,15809,16747,19123,25040,26147,14795,5377,138495
CED117,1108,3615,12605,10841,9068,5480,1515,149,10,44383,1640,773,1512,1541,1537,2361,4344,2953,1344,17998,106,241,704,467,358,249,249,229,237,2836,2848,4627,14819,12852,10956,8084,6107,3324,1586,65217,148,2414,16251,14946,12542,6663,1354,92,6,54413,1148,2621,5205,4649,3787,2966,1448,213,14,22056,576,1134,1836,1377,781,737,262,37,0,6745,19,96,300,187,122,88,32,13,0,856,1893,6265,23594,21158,17232,10455,3096,357,20,84060,49,216,565,502,466,363,48,0,0,2201,229,317,346,177,191,168,69,5,0,1508,282,529,914,675,659,529,118,9,0,3713,2170,6789,24510,21834,17888,10983,3217,364,20,87773,3613,1628,2709,2497,2758,4305,7654,5317,2215,32694,196,481,1374,1021,806,656,554,455,379,5920,5984,8898,28593,25347,21450,15944,11415,6132,2612,126391
CED118,2342,4424,11153,14341,9162,5150,1058,48,3,47670,3146,1297,3093,3487,2534,3760,5536,2967,1105,26921,201,288,816,785,471,350,294,212,155,3564,5687,6006,15058,18614,12164,9261,6888,3223,1257,78157,500,3267,13272,20436,12894,6790,1158,40,0,58351,2329,3412,5115,6143,4117,2626,914,85,5,24738,1046,1501,2564,2291,1679,1324,391,21,0,10821,47,218,565,476,227,132,29,7,0,1705,3914,8400,21514,29348,18911,10864,2498,156,8,95618,149,422,725,801,477,362,52,4,0,2989,598,429,394,330,198,182,66,0,0,2199,752,847,1119,1129,667,542,120,6,0,5188,4664,9250,22633,30476,19586,11408,2617,167,8,100810,6782,2836,5320,5577,4289,6117,9901,5573,1793,48198,410,677,1708,1554,959,689,566,409,251,7226,11860,12764,29664,37616,24831,18217,13086,6147,2056,156237
CED119,2346,3355,7124,9026,9059,6013,1346,109,3,38386,2160,632,1200,1559,1555,2923,5445,3737,1407,20617,94,72,243,279,196,152,191,302,522,2054,4596,4062,8573,10856,10809,9091,6988,4146,1928,61052,807,3206,9172,11232,11702,7160,1223,72,4,44582,2424,2420,3015,4837,4471,3721,1423,191,3,22501,1020,1096,1624,1466,1247,1160,414,52,3,8073,47,77,224,195,154,102,38,9,0,837,4290,6801,14034,17728,17577,12140,3094,319,11,75998,73,217,293,250,280,207,17,3,0,1334,398,165,117,136,122,165,41,4,0,1162,474,384,407,388,401,366,63,8,0,2500,4765,7190,14445,18118,17979,12510,3163,325,12,78496,4675,1293,1866,2284,2448,4870,10016,6928,2374,36746,227,234,514,576,420,329,340,520,735,3885,9663,8712,16817,20978,20846,17703,13512,7781,3119,119131
CED120,2927,3748,8586,8932,9012,6506,1647,177,19,41540,2122,775,1953,1797,1914,3650,6576,4014,1592,24391,227,171,486,514,446,423,415,378,312,3373,5271,4693,11027,11242,11369,10572,8642,4575,1917,69311,1417,3937,10386,11106,11649,7845,1731,203,12,48284,2973,2387,4426,4929,4691,4264,1781,291,16,25753,935,910,1906,1346,1174,1159,355,47,4,7824,118,160,378,287,269,192,76,25,6,1514,5434,7397,17093,17665,17781,13462,3941,561,41,83372,191,238,346,286,294,224,43,0,0,1615,371,132,163,169,151,117,43,11,0,1154,568,374,511,453,449,338,83,9,0,2772,5999,7768,17598,18118,18227,13792,4020,572,43,86144,4465,1533,3085,2776,3224,6006,12038,7563,2590,43276,477,401,994,1017,942,894,824,700,461,6711,10937,9706,21679,21916,22389,20693,16881,8833,3093,136128
CED121,3076,3628,8442,8101,8256,5861,1348,128,16,38862,1706,823,2122,1939,2148,4554,7843,5176,2366,28686,217,220,490,451,407,359,385,448,324,3299,4994,4672,11058,10492,10810,10776,9574,5751,2703,70841,1489,4053,10560,10191,10516,7092,1204,112,3,45223,3193,2491,4645,4788,4669,4121,1526,248,15,25691,555,496,1265,879,757,813,260,22,3,5044,102,171,323,265,242,160,64,21,5,1356,5334,7203,16798,16121,16189,12183,3048,400,33,77317,305,351,476,367,365,320,34,0,0,2225,561,231,274,198,167,217,75,5,0,1726,865,585,745,570,533,534,104,5,4,3953,6203,7787,17542,16694,16716,12719,3154,408,38,81270,3789,1639,3673,3460,3880,7810,14735,9665,3820,52473,501,521,1095,946,863,791,759,768,508,6749,10497,9947,22316,21095,21460,21319,18654,10848,4355,140489
CED122,1668,4774,14787,10965,8973,5768,1500,161,7,48606,2327,1754,2660,2203,2059,3063,5375,4281,1853,25567,189,447,1124,727,485,397,391,409,412,4593,4192,6970,18573,13896,11517,9228,7268,4855,2272,78765,292,3407,18224,14622,11727,6725,1384,116,3,56509,1703,3517,6586,5225,4396,3622,1456,225,19,26758,749,1427,2286,1552,997,886,366,56,5,8320,34,184,583,311,175,142,51,20,5,1504,2780,8535,27681,21711,17304,11371,3261,411,38,93090,62,349,750,461,462,304,57,0,5,2448,351,522,545,248,203,210,51,8,0,2141,413,870,1297,709,663,508,112,12,3,4588,3200,9407,28980,22423,17963,11881,3372,426,36,97675,5049,3802,5190,3627,3549,5469,9541,7654,3112,46994,434,911,2412,1564,1086,875,738,708,608,9334,8679,14115,36579,27612,22597,18221,13651,8786,3761,154006
CED123,2861,4588,10860,10306,8526,5675,1181,81,4,44081,2517,1323,3243,2979,2574,3735,6131,3379,1186,27061,291,402,953,787,579,421,425,455,410,4736,5666,6310,15054,14073,11681,9834,7741,3915,1597,75871,1026,4430,12967,13544,11398,7072,1283,65,4,51787,2699,2966,5184,5219,4004,3269,1099,130,7,24567,1081,1318,2500,1788,1332,1163,364,35,0,9592,107,214,496,342,244,149,36,9,0,1603,4913,8923,21153,20893,16975,11645,2781,247,19,87551,231,456,652,530,438,339,34,0,0,2676,441,263,285,226,150,152,38,4,0,1571,672,720,943,757,587,490,71,7,0,4244,5590,9636,22094,21651,17561,12134,2853,250,22,91791,5310,2418,4958,4592,4330,6048,11000,6285,1876,46827,642,791,1837,1548,1239,884,803,796,575,9120,11542,12848,28890,27789,23136,19071,14661,7334,2469,147741
CED124,2463,2208,4880,5885,7416,7011,1760,211,25,31850,1456,584,1375,1435,1928,5343,10805,7040,2766,32736,216,168,435,461,465,587,679,631,507,4153,4126,2963,6697,7784,9801,12939,13248,7886,3289,68740,1100,2203,5355,6548,8348,6809,1488,190,17,32053,2788,1682,3022,3678,4560,5475,2179,359,28,23770,323,244,548,537,559,790,294,34,6,3341,141,120,216,228,262,216,94,63,15,1361,4347,4245,9139,10994,13730,13290,4056,651,70,60520,201,257,411,325,341,390,54,3,0,1984,307,162,203,164,199,294,82,4,0,1414,512,418,611,487,543,682,136,8,3,3398,4855,4665,9750,11482,14271,13976,4188,658,73,63917,3147,1079,2134,2359,3468,9371,20859,13786,4678,60869,482,348,839,902,981,1214,1389,1163,770,8081,8483,6091,12722,14735,18719,24551,26434,15599,5522,132870
CED125,2541,4339,11920,11116,8126,5737,1156,66,10,45011,3314,1637,4231,3992,3073,4599,6555,3140,918,31464,322,368,906,810,511,431,395,326,182,4257,6180,6348,17066,15917,11715,10769,8105,3531,1106,80734,789,3554,13420,14323,10625,7021,1247,46,0,51027,2438,2838,5737,5802,4041,3161,1035,102,5,25163,1019,1566,3111,2375,1643,1447,421,38,3,11624,87,228,580,459,231,179,49,11,0,1825,4326,8187,22848,22965,16543,11802,2750,200,14,89635,240,494,841,702,522,372,50,3,0,3219,527,343,402,316,186,191,45,6,0,2010,765,832,1244,1018,710,562,89,5,0,5229,5095,9021,24092,23982,17251,12370,2837,204,14,94868,6835,3138,6304,6089,5005,7438,11858,5942,1491,54106,667,732,1688,1654,1097,863,704,575,263,8254,12598,12892,32079,31729,23358,20668,15399,6725,1768,157227
CED126,2335,3223,6149,8462,9934,6875,1983,272,17,39246,2197,523,915,1431,1674,2873,5928,5320,2589,23440,123,121,286,329,334,286,274,369,454,2569,4651,3865,7353,10222,11946,10030,8177,5957,3060,65258,619,2632,7619,10146,12720,7825,1579,156,7,43310,2608,2828,3155,4840,5340,4922,2380,499,22,26600,1093,926,1128,1181,1100,1032,464,77,9,7001,41,92,191,213,163,125,34,20,7,891,4355,6475,12091,16383,19329,13904,4461,748,50,77801,62,133,242,235,322,263,40,7,0,1310,392,181,125,122,147,178,66,10,0,1224,451,319,364,360,473,442,110,13,0,2530,4814,6791,12457,16739,19798,14346,4565,760,53,80332,4727,1180,1506,2005,2579,4717,10462,9656,4131,40965,262,236,565,634,648,588,507,625,675,4736,9805,8209,14531,19377,23024,19656,15541,11039,4859,126037
CED127,2200,2849,6203,7127,8387,6403,1768,184,14,35129,1969,635,1496,1585,1758,3552,6701,4311,1628,23641,149,113,306,315,340,294,275,275,230,2306,4317,3597,8012,9023,10486,10255,8741,4774,1873,61071,907,2595,7144,8385,10033,7169,1468,116,7,37830,2204,2166,3497,4218,4681,4311,1906,300,23,23291,930,853,1562,1272,1176,1208,477,56,3,7534,53,97,232,199,171,118,46,20,5,932,4095,5706,12426,14080,16057,12803,3888,490,38,69590,137,219,274,216,295,264,40,0,0,1448,314,139,168,121,147,172,68,13,0,1133,444,361,439,333,438,437,113,12,0,2577,4542,6064,12866,14413,16498,13239,3997,506,38,72165,4179,1285,2371,2393,2968,5919,12260,7794,2618,41792,320,282,667,632,691,623,545,473,319,4549,9040,7629,15901,17443,20156,19781,16804,8774,2977,118504
