CED_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_ns,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_ns,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_ns,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arr_ns,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_ns,Japan_Tot,Korea_Rep_South_Before_1951,Korea_Rep_South_1951_1960,Korea_Rep_South_1961_1970,Korea_Rep_South_1971_1980,Korea_Rep_South_1981_1990,Korea_Rep_South_1991_2000,Korea_Rep_South_2001_2010,Korea_Rep_South_2011_2015,Korea_Rep_South_2016,Korea_Rep_South_2017,Korea_Rep_South_2018,Korea_Rep_South_2019,Korea_Rep_South_2020,Korea_Rep_South_2021,Korea_Rep_South_Yr_arrival_ns,Korea_Rep_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_ns,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_ns,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_ns,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_ns,Pakistan_Tot
CED405,10,26,15,27,11,0,6,358,0,0,0,0,0,28,90,55,0,4,0,3,0,4,4,187,6,30,54,45,63,23,82,92,4,7,8,5,0,0,7,428,191,1472,1168,183,62,50,77,91,21,10,16,12,0,0,118,3466,0,4,3,0,13,28,48,21,4,4,0,13,6,0,9,147,0,0,0,4,18,6,81,44,5,3,11,4,3,0,4,185,0,4,23,38,19,25,21,3,4,4,0,0,0,5,7,144,0,0,31,62,84,53,186,92,23,35,12,25,11,0,3,626,0,0,0,0,0,0,106,125,61,114,124,92,33,3,7,665,20,202,54,24,18,8,28,17,0,9,0,0,4,0,9,396,5,11,62,182,290,181,233,147,22,26,14,15,9,9,30,1236,7,24,31,17,19,15,7,7,0,0,0,0,0,0,4,135,0,0,0,7,0,15,88,145,44,45,83,66,37,8,0,536
CED406,11,0,0,17,0,0,5,390,0,0,0,0,0,11,30,33,8,16,3,0,0,0,5,111,5,17,83,70,66,31,67,70,0,0,0,0,0,0,12,426,11,152,114,39,14,17,25,27,4,6,0,0,0,0,17,425,0,3,0,0,8,26,54,19,6,3,9,5,0,0,0,134,0,0,0,4,17,18,84,19,3,3,3,8,4,0,4,165,0,3,20,55,23,25,33,12,6,7,0,3,0,0,5,185,0,6,28,30,77,18,73,65,5,5,6,9,3,0,3,336,0,0,0,0,0,0,67,31,8,3,8,5,5,0,0,129,21,442,139,54,43,13,44,25,0,3,0,5,0,0,15,813,4,14,62,280,430,285,271,114,13,22,20,8,10,5,48,1579,0,0,4,4,0,8,0,0,0,0,0,0,0,0,0,16,0,0,0,4,0,65,118,84,19,16,20,10,19,4,10,377
CED407,25,38,23,39,10,15,6,816,0,0,0,0,4,109,175,93,20,13,9,14,0,3,9,446,4,12,66,61,46,7,42,31,0,0,3,3,0,0,14,299,47,517,450,108,25,20,32,26,3,6,0,0,0,0,58,1296,0,3,0,3,4,22,34,14,7,0,0,5,4,0,3,104,0,0,0,10,30,34,186,89,8,15,15,9,4,0,4,392,0,3,28,63,65,43,68,30,6,7,6,13,3,0,8,347,0,5,47,47,80,56,184,136,32,21,29,34,28,3,9,716,0,0,0,0,0,13,175,125,42,24,37,26,21,0,10,467,9,354,105,22,14,10,26,0,0,0,0,0,0,0,30,576,3,12,59,150,251,153,168,114,13,14,18,13,12,6,38,1017,5,9,15,14,5,8,0,3,0,0,0,5,0,0,0,69,0,0,0,0,5,12,116,344,62,100,112,104,40,17,17,936
CED408,0,0,0,9,0,0,0,91,0,0,0,0,0,6,7,5,0,0,0,0,0,0,0,18,4,19,64,57,42,30,65,56,3,0,0,0,0,0,15,351,26,190,102,34,12,18,16,22,3,0,4,0,6,0,20,454,0,0,0,6,10,23,46,25,4,0,0,0,3,0,8,132,0,0,0,0,15,9,41,20,0,8,3,4,0,0,7,108,0,3,0,8,7,6,10,3,0,0,3,0,0,0,0,34,3,5,35,43,43,38,62,29,17,3,0,4,9,0,9,307,0,0,0,3,0,0,9,0,0,7,3,4,4,0,0,46,21,503,136,74,53,19,65,18,3,4,0,8,0,0,29,942,10,14,143,329,379,220,252,122,16,10,10,7,11,12,53,1589,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,14,9,0,10,0,0,3,0,0,42
CED409,38,22,14,28,9,4,6,463,0,0,0,0,0,44,95,43,6,0,4,11,0,5,0,214,0,29,108,56,41,5,30,23,0,0,3,0,0,0,9,317,42,366,352,67,15,12,17,19,10,3,3,0,3,0,78,974,0,0,0,0,7,6,10,8,3,0,4,3,0,0,5,45,0,0,0,5,12,11,24,17,0,0,0,0,0,0,3,67,0,0,7,19,18,6,37,12,19,9,8,8,0,0,3,141,0,0,18,30,32,25,34,128,46,51,68,56,16,0,18,510,0,0,0,0,0,0,214,500,111,168,82,109,10,13,21,1234,9,345,112,25,32,9,17,3,0,0,0,0,0,0,17,571,0,3,48,183,247,220,238,80,9,32,15,18,11,22,30,1160,0,0,13,4,7,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,3,120,365,57,92,53,89,37,10,19,845
CED410,56,60,78,149,26,0,10,1249,0,0,3,0,0,35,60,28,0,16,3,7,0,0,6,173,0,26,56,43,63,23,53,43,5,3,4,4,0,0,8,350,177,2672,1926,293,93,60,82,114,19,27,29,40,8,7,184,5731,0,7,4,4,20,61,117,48,4,12,11,32,22,7,3,362,0,0,6,8,52,92,641,278,63,41,57,48,27,0,25,1342,8,27,34,70,81,45,46,33,7,8,10,10,8,0,19,413,3,13,89,232,477,273,708,433,114,139,130,104,70,12,18,2804,0,0,0,0,4,5,185,161,80,97,110,97,25,0,10,776,17,244,57,42,13,25,40,14,3,5,3,0,0,0,14,478,14,27,106,195,227,167,226,116,22,18,30,17,12,12,39,1212,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,10,21,121,222,65,91,111,66,42,14,9,777
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,0,4,0,5,4,0,8,106,0,0,0,0,0,5,20,16,5,8,0,0,0,0,0,54,3,7,79,70,139,47,213,283,6,7,16,3,0,0,14,888,14,108,118,16,11,10,25,50,0,3,3,0,0,0,10,378,0,0,0,0,11,24,79,21,4,0,10,0,3,0,0,149,0,0,0,5,13,10,120,41,6,5,3,4,3,0,12,223,0,0,0,14,4,0,8,3,0,0,5,0,0,0,7,49,0,4,30,52,83,59,164,100,29,13,22,15,15,0,19,607,0,0,0,0,0,3,48,34,14,9,4,3,9,0,0,118,22,234,72,52,54,26,82,22,6,6,0,4,0,0,9,584,3,8,139,477,982,1055,2544,2133,142,122,158,149,73,84,253,8325,0,0,4,8,8,4,8,0,0,0,0,0,0,0,3,45,0,0,3,3,7,3,78,65,12,13,3,4,6,0,6,198
CED502,9,4,14,15,0,4,0,372,0,0,8,0,0,160,173,77,7,14,18,0,0,0,17,469,0,8,84,79,127,38,103,110,14,9,10,9,0,0,12,594,26,205,200,55,13,10,29,42,8,3,0,0,0,0,10,610,0,6,3,0,9,35,74,31,3,9,0,7,3,0,6,190,0,0,0,0,9,51,319,149,26,19,6,27,9,0,7,626,0,0,9,30,53,32,23,24,8,4,0,5,0,5,13,205,0,11,62,204,714,304,1242,709,132,94,84,101,37,6,71,3761,0,0,0,0,0,5,172,77,9,14,19,36,7,5,4,349,31,369,93,52,84,28,53,22,7,0,0,0,0,0,18,750,6,18,121,358,827,765,1460,1112,97,62,101,130,29,41,157,5270,0,0,4,4,3,0,0,4,0,0,0,0,0,0,0,19,0,0,5,12,29,60,376,611,100,92,104,147,73,15,22,1637
CED503,0,0,0,5,0,8,0,100,0,0,0,0,0,3,4,0,0,0,0,0,0,0,4,16,3,12,59,74,116,51,160,199,7,5,0,0,0,0,14,704,41,199,126,29,16,3,16,17,3,0,0,0,0,0,18,480,0,0,0,0,8,25,31,11,0,0,0,6,0,4,5,90,0,0,0,0,6,3,37,31,0,0,0,4,3,0,3,92,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,11,3,13,40,52,67,37,107,55,9,6,20,14,0,0,9,437,0,0,0,0,0,0,18,14,4,6,4,8,4,0,0,52,30,358,67,67,93,33,63,36,0,6,4,6,7,6,13,789,7,19,177,595,906,743,1245,936,56,42,52,91,52,51,172,5136,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,4,6,0,23,56,9,4,0,10,9,0,0,118
CED504,47,30,27,35,12,11,10,967,0,0,0,5,9,336,410,249,68,50,35,50,19,4,34,1261,6,10,77,89,154,51,290,509,32,35,37,50,22,0,12,1376,92,1029,984,265,91,75,109,235,37,24,19,12,12,0,136,3116,0,3,0,9,28,63,126,39,7,8,9,5,0,0,7,317,0,0,0,5,26,19,129,74,8,6,9,19,0,0,7,295,0,0,13,26,49,18,40,12,3,0,0,0,3,4,6,179,8,21,95,226,774,255,483,275,91,98,111,92,37,5,70,2652,0,0,0,0,0,3,89,66,20,15,31,32,10,0,12,267,32,170,38,26,31,19,22,24,4,9,5,0,4,0,10,392,0,4,115,361,728,577,852,705,29,32,69,49,36,19,106,3682,21,72,329,411,360,273,160,81,20,13,13,17,6,4,56,1843,0,4,6,19,22,58,156,290,70,77,66,124,60,7,16,970
CED505,15,5,36,39,5,0,10,656,0,0,3,0,0,21,25,17,5,0,3,0,0,0,0,85,17,74,80,102,304,122,318,413,23,32,43,114,105,55,33,1847,90,323,144,80,48,43,133,229,30,23,18,32,24,3,46,1259,0,5,3,18,45,125,190,116,39,46,64,79,46,14,31,819,0,0,0,10,33,32,108,81,7,25,7,11,4,0,10,326,0,4,8,12,15,0,3,0,0,0,0,5,0,0,0,55,22,37,155,381,598,297,425,272,62,67,66,60,67,17,33,2561,0,0,0,0,8,6,29,25,30,42,45,46,9,0,0,239,20,180,26,42,49,52,137,63,13,20,8,24,13,6,15,663,16,34,205,428,617,423,601,396,37,36,46,58,31,43,77,3057,0,7,12,17,30,8,5,6,0,0,0,0,0,0,5,96,0,0,3,7,4,18,44,47,15,27,8,12,7,0,5,206
CED506,0,0,3,0,4,0,30,111,0,0,3,0,0,9,15,4,6,0,0,0,0,0,15,54,7,25,53,81,129,71,259,315,10,11,15,71,23,0,23,1092,37,155,113,33,8,9,35,87,8,8,16,41,23,0,25,614,0,0,6,4,6,18,38,23,0,0,20,15,6,3,3,141,0,0,0,5,4,10,38,25,3,3,3,18,0,0,3,124,0,0,0,6,0,5,0,3,0,0,4,3,0,0,8,30,0,12,39,64,80,46,135,67,9,32,41,21,3,0,24,575,0,0,0,0,0,0,28,23,21,13,18,9,4,0,0,128,27,309,75,57,47,52,81,25,9,4,7,9,12,0,23,750,7,20,259,921,1396,1142,1945,1264,110,116,123,144,56,77,356,7925,6,5,8,16,18,13,8,4,0,0,0,0,0,0,0,76,0,5,0,4,3,11,46,69,12,9,10,8,3,3,9,188
CED507,3,0,0,0,0,0,3,52,0,0,0,0,6,10,11,10,4,0,0,0,0,0,0,40,7,17,46,78,122,41,131,163,6,7,3,3,4,0,11,635,49,261,118,18,5,8,41,71,11,10,10,17,11,0,48,677,0,0,4,4,3,21,43,42,0,5,5,12,4,3,0,156,0,0,0,0,6,8,69,63,13,3,14,19,8,0,8,214,0,0,4,10,6,8,10,4,0,0,0,0,3,0,0,48,4,14,33,34,37,29,51,44,12,21,20,13,0,0,5,331,0,0,0,0,0,0,21,20,15,12,9,0,0,0,0,82,24,233,60,36,61,38,62,37,3,3,7,4,3,0,13,593,11,19,171,512,829,592,1014,574,31,68,38,43,32,22,193,4152,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,8,0,0,24,55,6,7,11,7,5,10,0,134
CED508,19,21,19,14,5,3,4,453,0,0,0,0,5,7,22,17,0,4,0,0,0,0,0,64,0,9,69,73,166,107,256,342,14,9,26,22,29,14,18,1156,108,865,734,143,91,63,135,227,43,17,22,26,9,0,91,2570,0,0,3,5,36,63,127,49,11,10,10,14,3,0,3,340,0,0,3,4,15,29,191,131,11,16,10,15,4,0,14,451,0,0,3,21,13,13,11,7,0,0,0,0,0,0,4,81,0,11,62,114,303,196,476,285,68,57,49,46,37,7,29,1737,0,0,0,0,0,0,71,51,10,16,14,16,4,0,0,178,19,158,47,29,54,27,77,43,8,0,15,19,4,3,13,509,5,13,99,380,767,612,1000,776,75,56,59,92,33,25,120,4113,0,4,0,13,12,4,4,0,0,0,0,0,0,0,4,38,0,0,6,5,4,15,57,90,15,19,18,27,5,9,5,264
CED509,5,6,6,4,5,7,4,204,0,0,0,0,3,120,103,59,3,11,11,4,0,4,12,334,3,10,90,77,195,81,195,235,20,0,5,3,7,0,23,942,61,413,269,65,26,18,33,33,12,6,0,9,3,3,45,1000,0,0,0,0,19,36,86,19,0,7,0,0,0,0,4,170,0,0,0,0,7,9,48,26,11,6,0,3,0,0,4,113,0,0,5,11,27,13,8,3,0,0,0,0,0,0,8,66,9,16,58,63,171,111,207,86,16,8,15,14,3,0,30,793,0,0,0,0,0,0,93,52,0,3,8,17,4,0,0,181,25,222,68,57,71,36,77,29,0,0,0,4,0,0,27,619,9,17,158,492,1001,798,1514,1202,84,109,71,84,43,41,203,5828,3,0,12,16,21,26,18,14,0,0,0,0,0,0,0,115,0,4,5,3,15,18,90,96,5,16,13,21,3,3,10,309
CED510,24,15,15,16,3,0,4,471,0,0,0,0,0,17,17,14,0,9,0,0,0,0,0,54,0,21,71,113,544,201,667,706,22,27,26,21,6,7,21,2459,46,248,170,78,33,31,76,88,13,3,5,20,16,0,30,849,0,0,0,9,35,66,88,37,6,3,9,10,6,0,0,267,0,0,0,3,28,8,57,30,5,3,5,9,0,0,0,152,0,0,5,7,15,6,6,5,0,0,0,0,0,0,3,46,4,19,76,146,292,112,205,82,19,12,25,34,8,5,16,1049,0,0,0,0,0,0,11,4,8,5,5,3,3,0,0,41,16,212,69,46,90,48,79,40,9,11,3,6,9,0,11,637,7,12,116,507,983,649,775,556,45,40,25,56,22,22,84,3903,0,11,28,36,20,26,9,5,0,0,0,0,0,0,3,149,0,3,4,3,12,7,22,23,8,10,17,7,10,0,3,123
CED511,5,7,8,0,0,0,4,98,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,22,3,10,44,34,58,24,108,128,11,6,15,22,8,0,16,483,18,180,118,22,5,9,12,35,4,4,9,13,4,0,39,470,0,0,0,8,6,19,23,6,0,0,0,8,0,0,3,71,0,0,0,0,8,6,30,30,8,3,5,5,0,0,0,99,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,13,0,12,26,35,53,23,70,32,8,15,13,9,0,0,25,324,0,0,0,0,0,0,14,13,0,0,4,4,7,0,0,49,21,285,79,38,77,35,35,24,5,0,4,10,4,0,18,629,10,25,199,602,1089,985,1565,922,99,104,118,151,46,53,301,6275,3,11,8,4,5,5,6,0,0,0,0,0,0,0,0,40,0,0,5,0,0,0,16,48,13,8,3,10,6,5,4,114
CED512,12,10,4,12,0,3,0,378,0,0,0,0,3,90,105,56,11,8,16,0,0,3,5,288,0,11,51,77,258,104,568,624,14,13,29,25,6,0,16,1804,30,148,178,40,38,21,56,100,6,5,0,9,0,0,18,654,0,0,0,4,5,32,59,29,0,9,3,0,3,0,3,150,0,0,0,0,15,23,77,35,4,5,5,8,3,5,4,182,0,0,5,5,24,0,17,11,3,0,0,0,0,0,3,74,0,7,38,55,201,97,291,148,38,32,62,40,38,0,22,1071,0,0,0,0,0,0,44,19,7,0,10,17,3,0,4,103,12,164,40,19,39,37,62,31,3,5,3,3,0,0,14,430,4,3,75,409,947,986,1799,1380,102,110,80,125,68,44,140,6274,0,7,38,58,117,107,101,35,10,6,4,9,0,0,7,503,0,0,0,6,17,42,82,66,7,16,9,6,14,0,4,273
CED513,37,36,39,57,18,5,7,786,0,0,10,0,4,48,78,53,11,3,14,3,7,4,8,236,6,18,105,99,293,99,407,603,45,48,75,100,51,14,26,1978,135,1040,751,188,62,47,126,325,62,30,54,61,28,5,87,3000,0,0,3,11,43,116,238,135,34,40,63,112,64,60,26,935,0,0,0,14,63,43,309,236,51,57,61,82,15,4,8,950,0,0,4,11,20,11,10,4,0,0,4,0,0,0,0,83,5,18,124,236,524,244,568,355,98,115,117,95,60,12,71,2641,0,0,0,0,0,5,110,162,61,104,145,140,69,8,19,832,29,177,49,36,38,37,51,31,7,5,15,24,9,0,7,503,3,17,156,412,766,570,792,558,43,57,76,81,49,26,97,3708,12,47,94,87,64,53,39,7,5,3,0,0,0,0,9,414,0,5,12,8,15,16,110,173,49,49,56,92,45,4,17,649
CED514,31,17,44,59,18,8,10,726,0,4,0,0,6,53,95,109,3,5,21,6,3,0,6,318,8,16,89,93,195,63,252,378,23,17,19,34,25,15,25,1248,73,495,356,77,34,36,72,156,17,22,22,20,13,0,43,1426,0,5,0,7,31,84,169,83,19,20,48,33,12,3,21,529,0,0,0,32,54,83,385,272,51,51,51,60,10,4,32,1095,0,0,10,38,23,16,37,19,6,4,0,6,4,0,0,178,6,19,84,260,745,410,1076,692,201,229,230,211,104,11,85,4365,0,0,0,0,6,15,245,313,159,165,298,292,105,0,22,1620,22,227,39,31,46,32,41,29,0,10,17,6,5,0,20,528,4,11,157,456,882,671,1165,956,91,71,99,79,47,49,112,4848,0,5,5,7,8,8,8,6,0,0,4,0,0,3,3,48,0,0,11,19,22,28,237,448,110,130,150,213,136,16,21,1532
CED515,23,27,25,29,13,4,9,949,0,0,4,4,6,86,99,106,13,13,13,10,0,0,4,350,9,21,84,90,207,80,178,189,14,3,4,7,0,0,16,900,59,403,284,43,27,29,50,89,10,13,10,13,8,5,52,1095,0,3,4,18,45,98,137,35,5,5,0,11,8,0,7,387,0,0,0,31,81,151,622,368,44,56,37,35,15,4,40,1479,0,0,19,28,33,34,16,8,0,0,5,0,0,0,5,145,5,28,201,615,2409,1059,2424,1348,280,253,226,216,155,17,125,9369,0,0,0,0,0,6,75,54,8,17,19,28,5,0,0,221,22,241,48,24,43,22,52,22,0,0,6,0,0,0,13,510,4,25,171,336,738,397,655,528,39,40,37,36,27,19,117,3175,0,0,8,5,3,3,3,0,0,0,0,0,0,0,0,30,4,5,4,13,24,65,183,254,37,66,83,76,52,9,7,887
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,6,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,10,0,0,0,13,14,27,37,27,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
CED601,49,34,4,24,6,0,0,241,0,0,0,0,0,3,0,9,0,3,0,0,0,0,0,14,5,4,16,35,22,8,20,10,3,0,3,7,0,0,9,141,0,88,35,7,0,3,4,5,3,3,3,0,4,0,11,166,0,3,0,5,7,11,17,4,3,0,0,3,6,0,0,55,0,0,4,5,12,19,32,34,0,5,8,7,3,0,3,130,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,15,0,6,20,15,24,15,68,72,41,36,28,26,16,0,4,366,0,0,0,0,0,0,146,441,241,282,191,105,15,4,24,1457,29,235,64,34,47,17,22,3,0,3,0,0,0,0,19,471,4,14,76,177,226,170,183,81,10,8,3,8,5,6,44,1025,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,30,153,28,30,49,57,18,4,10,384
CED602,0,4,0,0,3,0,0,19,0,0,0,0,0,0,3,13,0,4,3,4,0,0,0,30,3,12,25,19,21,4,9,14,0,0,0,0,0,0,3,105,5,23,26,5,3,0,5,4,0,0,0,10,3,0,8,87,0,0,0,0,0,5,7,7,6,0,9,8,0,0,0,35,0,0,0,0,7,0,12,9,3,0,4,6,4,0,5,63,0,0,3,5,0,0,0,0,0,0,0,3,0,0,0,18,0,3,16,7,12,0,20,20,9,3,5,8,4,0,0,117,0,0,0,0,0,0,13,79,55,109,82,37,3,0,4,377,28,237,76,32,31,18,27,7,3,0,0,0,0,0,14,472,9,14,91,201,270,269,178,67,9,13,7,14,18,9,44,1206,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,7,99,15,21,10,23,18,3,0,206
CED603,24,23,12,18,6,0,0,194,0,0,0,0,0,9,3,20,9,5,0,0,0,0,0,47,0,9,20,31,54,20,42,16,5,3,3,9,0,0,3,210,13,135,87,19,9,9,16,25,9,3,8,4,3,0,15,351,0,0,0,7,11,29,55,35,7,3,3,8,4,0,5,188,0,0,0,11,32,24,64,49,20,20,20,27,3,0,13,287,0,0,8,18,6,3,3,3,3,3,0,4,0,0,0,53,0,11,21,33,40,43,88,118,56,52,40,33,21,0,6,568,0,0,0,0,0,5,287,1099,492,546,398,211,38,4,62,3143,15,114,30,30,36,23,16,10,0,0,0,3,6,0,7,276,6,16,78,172,196,163,157,56,13,8,9,19,14,17,22,959,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,45,299,42,37,63,67,19,0,12,589
CED604,10,15,0,3,9,0,0,74,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,18,6,6,22,29,31,23,16,19,0,0,0,5,0,0,3,167,4,53,29,8,4,6,16,15,3,0,0,6,0,0,4,149,0,4,0,3,9,27,37,17,5,8,0,3,0,0,3,129,0,0,0,0,26,20,66,52,22,21,9,7,5,0,5,237,0,0,0,4,3,0,0,7,3,0,0,0,0,0,0,15,0,11,20,20,27,23,68,74,18,10,6,11,0,0,6,287,0,0,0,0,0,9,96,355,150,137,94,65,21,0,22,955,25,231,57,42,37,25,36,8,8,0,3,3,0,0,11,488,4,17,94,232,247,154,194,94,15,14,10,14,12,3,34,1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,17,81,21,16,27,22,8,0,4,195
CED605,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,16,0,9,24,25,26,7,18,13,7,0,0,0,0,0,5,127,10,37,23,9,9,7,7,3,0,3,0,0,0,0,10,107,0,3,0,3,4,9,14,13,0,0,0,5,0,0,0,49,0,0,0,4,14,5,15,6,0,0,0,6,0,0,5,58,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,9,15,15,12,5,16,13,5,3,3,5,0,0,6,117,0,0,0,0,0,0,25,91,41,73,39,22,4,0,6,302,17,157,51,34,30,14,25,9,0,0,5,0,0,0,19,362,11,8,91,252,292,173,145,58,16,6,14,8,12,0,70,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,58,5,4,3,18,0,0,0,103
