CED_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_ns,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_ns,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_ns,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arr_ns,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_ns,Japan_Tot,Korea_Rep_South_Before_1951,Korea_Rep_South_1951_1960,Korea_Rep_South_1961_1970,Korea_Rep_South_1971_1980,Korea_Rep_South_1981_1990,Korea_Rep_South_1991_2000,Korea_Rep_South_2001_2010,Korea_Rep_South_2011_2015,Korea_Rep_South_2016,Korea_Rep_South_2017,Korea_Rep_South_2018,Korea_Rep_South_2019,Korea_Rep_South_2020,Korea_Rep_South_2021,Korea_Rep_South_Yr_arrival_ns,Korea_Rep_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_ns,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_ns,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_ns,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_ns,Pakistan_Tot
CED140,7,3,0,5,0,0,3,130,0,0,5,3,0,10,4,3,0,3,0,0,0,0,0,29,0,17,51,74,93,71,155,91,3,0,0,0,0,0,7,575,20,139,123,35,8,16,23,26,0,6,8,10,0,0,18,439,0,3,4,13,16,56,73,37,11,3,8,4,0,0,9,227,0,0,0,12,62,60,192,79,16,5,8,5,3,0,11,452,3,15,20,22,16,12,9,0,0,0,0,0,0,0,0,107,5,11,17,39,50,23,30,26,8,18,6,9,7,0,9,260,0,0,0,0,0,6,60,71,34,54,81,27,0,0,11,332,38,177,52,35,45,24,42,14,0,5,4,0,0,0,24,466,18,41,209,516,629,501,457,169,34,30,21,33,17,12,93,2798,0,0,8,5,5,0,0,0,0,0,0,0,0,0,0,17,0,0,3,0,6,4,22,25,15,6,10,9,0,0,4,101
CED141,0,0,0,0,0,3,0,50,0,0,0,0,0,0,3,4,0,9,3,5,0,8,0,35,0,14,46,37,44,37,72,34,0,6,3,0,0,0,8,303,10,151,95,22,13,3,19,8,0,3,4,0,0,0,19,343,0,0,3,0,7,13,22,11,0,3,9,4,3,0,0,82,0,0,0,9,18,14,60,17,5,4,4,4,0,0,3,146,0,4,8,14,8,3,4,0,0,0,0,0,0,0,0,46,0,6,28,67,63,10,44,17,7,5,10,8,4,0,5,271,0,0,0,0,0,0,9,29,17,31,18,12,0,0,0,111,16,191,49,24,18,8,15,11,0,0,0,0,0,0,11,349,10,28,151,354,347,277,262,126,23,19,18,22,4,8,45,1685,0,17,101,49,21,3,9,0,0,0,0,0,0,0,11,206,0,0,0,0,0,3,3,14,6,0,4,6,0,0,0,51
CED142,55,45,51,65,29,20,12,898,0,0,10,4,4,55,27,20,0,0,4,8,5,0,7,145,0,12,37,32,135,125,442,530,119,182,236,282,116,11,16,2282,15,85,114,55,33,65,172,488,108,111,116,160,67,8,41,1634,0,0,10,23,94,262,345,219,64,85,108,155,76,41,46,1520,0,0,5,60,205,254,574,398,137,121,158,239,80,12,74,2325,3,22,94,88,80,34,37,32,7,3,5,0,12,7,12,442,0,12,69,186,445,263,547,339,140,211,209,172,77,28,53,2754,0,0,0,0,6,22,80,40,31,55,84,77,23,5,19,427,10,31,21,21,24,46,76,90,26,29,42,36,17,14,0,482,13,25,185,461,800,927,1056,667,157,149,214,250,160,220,125,5404,0,3,33,33,22,23,24,14,5,4,0,0,0,0,3,162,0,0,3,0,19,26,54,94,26,34,30,35,21,12,6,349
CED143,0,4,11,12,6,0,8,416,0,0,3,7,5,11,8,10,0,0,0,0,0,0,0,52,3,17,55,84,163,161,280,203,19,49,29,30,5,0,13,1113,34,249,303,69,32,45,113,210,33,41,31,50,15,0,59,1295,0,0,12,41,108,150,229,80,14,22,27,23,20,8,11,737,0,0,0,35,104,69,126,44,14,9,12,10,6,0,7,446,0,7,31,30,39,13,7,3,0,0,0,0,0,0,6,136,5,12,57,101,149,58,76,49,3,6,9,16,11,0,13,557,0,0,0,0,0,10,90,67,19,46,85,72,22,0,5,421,24,85,43,26,29,61,96,96,38,28,31,40,30,12,15,658,26,54,257,474,632,630,817,381,76,61,69,64,33,35,59,3674,0,3,10,8,19,34,6,3,0,0,0,0,4,0,0,78,0,0,4,7,8,10,13,16,0,0,4,0,3,0,0,75
CED144,5,4,4,3,0,0,3,193,0,0,10,6,8,161,188,170,12,6,21,13,5,0,11,612,4,4,32,44,45,46,92,73,3,10,9,0,3,0,9,368,39,627,1039,262,81,61,80,121,17,20,10,12,3,0,102,2474,0,4,0,11,25,53,62,33,7,5,3,0,0,0,0,216,0,0,4,247,699,750,1041,362,66,85,63,107,29,7,104,3566,33,207,1556,2984,2149,1460,1280,530,95,118,102,108,53,35,367,11072,0,8,28,86,247,110,293,340,184,252,215,209,35,9,99,2100,0,0,0,0,5,73,641,446,267,540,779,684,139,12,59,3649,0,23,9,9,7,0,6,4,0,4,0,0,0,0,0,64,5,9,57,135,296,384,449,182,35,20,27,34,20,14,72,1741,0,3,81,76,67,19,26,5,0,0,0,0,0,0,9,288,0,0,0,20,141,305,703,796,177,186,272,306,129,39,72,3149
CED145,7,12,4,6,0,0,12,323,6,3,18,18,12,10,4,10,0,0,0,3,0,0,5,97,5,12,62,53,112,162,369,327,66,92,149,205,89,14,28,1748,37,161,144,65,50,59,158,330,67,95,76,86,24,4,44,1392,3,5,19,40,69,117,130,77,16,16,30,19,13,7,8,539,0,0,0,22,56,68,115,39,13,9,3,12,8,8,3,361,9,10,40,54,44,16,16,10,0,0,0,0,0,0,5,207,0,5,55,115,127,84,83,34,18,10,8,11,4,5,15,571,0,0,0,0,0,7,20,19,5,7,22,13,8,0,5,100,10,43,26,23,13,25,49,52,28,26,26,38,11,3,15,386,23,49,220,398,584,553,713,454,79,94,119,125,64,58,99,3639,0,0,12,13,13,7,3,5,0,0,0,0,0,0,0,56,0,0,3,4,8,8,12,14,0,0,3,0,0,0,3,63
CED146,8,8,9,7,6,6,15,766,0,4,97,150,272,2351,3859,2198,933,596,254,548,125,17,148,11548,0,3,24,18,35,14,24,49,3,3,6,5,0,0,6,182,46,547,679,238,106,52,52,46,10,8,4,4,3,0,173,1961,0,0,0,0,5,10,28,13,3,0,0,6,0,0,0,74,0,0,0,6,25,26,93,28,7,3,4,0,0,0,6,204,5,22,263,793,819,717,766,339,68,61,48,61,25,13,127,4121,0,0,17,44,134,68,110,25,13,8,10,14,0,0,15,455,0,0,0,0,0,105,1289,627,107,100,120,124,41,4,22,2540,3,48,14,9,3,3,5,4,0,0,0,0,0,0,0,95,0,6,32,160,412,857,883,607,115,98,88,88,35,17,127,3531,0,4,189,231,160,185,92,38,5,6,8,6,0,0,17,943,0,0,7,22,163,295,554,428,116,95,70,73,30,24,31,1890
CED147,6,8,4,6,5,0,0,114,0,0,5,3,0,7,23,32,10,3,8,5,0,0,0,107,3,16,75,57,63,39,48,59,0,0,0,0,4,0,11,364,29,326,344,89,32,17,25,27,6,0,6,6,5,0,42,947,0,0,0,6,6,13,21,8,0,0,0,0,0,5,6,72,0,0,0,7,17,26,47,24,3,4,0,0,0,0,3,138,0,8,42,83,72,48,55,27,8,4,4,0,0,0,13,361,0,8,18,20,23,25,36,14,0,6,3,5,6,0,8,178,0,0,0,0,0,5,131,105,43,50,59,41,15,0,4,457,36,311,59,37,29,8,10,0,0,3,3,0,0,0,24,517,22,37,170,320,348,324,342,157,21,31,13,19,6,8,83,1892,0,15,547,664,206,107,75,28,4,4,4,4,0,0,38,1707,0,0,4,8,5,9,35,56,3,8,6,7,3,0,5,149
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,47,49,32,57,7,0,8,957,0,0,4,3,8,18,58,27,11,24,0,4,0,0,0,155,3,23,49,81,87,20,32,39,5,0,4,6,0,0,6,365,35,350,434,86,32,15,22,23,3,0,0,3,0,3,48,1054,0,4,4,6,11,29,70,27,3,5,3,0,0,0,3,171,0,0,0,0,35,97,424,153,12,10,14,11,3,6,0,768,0,0,20,60,53,14,22,11,0,0,4,0,0,0,6,206,0,8,70,204,858,435,1271,623,117,97,83,63,36,12,54,3936,0,0,0,0,0,20,100,44,13,13,10,17,3,0,3,224,21,424,96,45,40,9,24,5,3,0,0,3,0,0,10,688,9,17,90,190,397,314,457,259,25,28,37,33,15,11,35,1909,0,5,13,25,11,9,0,0,3,0,0,0,0,0,6,72,0,0,0,11,25,35,76,85,6,21,24,29,8,6,5,329
CED202,0,3,8,4,4,0,5,79,0,0,0,0,0,5,21,10,6,11,3,0,0,0,0,53,3,15,40,40,35,25,56,34,8,3,8,6,0,0,3,275,12,110,52,21,6,9,11,11,5,3,3,3,4,0,11,258,0,5,3,4,6,17,45,24,3,4,4,0,0,0,5,117,0,0,0,0,11,12,28,16,4,0,0,0,0,0,0,78,0,0,6,3,9,0,5,0,3,0,0,0,0,0,0,23,4,6,18,34,57,18,70,45,13,8,8,14,4,0,3,300,0,0,0,0,0,3,15,44,32,44,39,50,10,0,3,241,18,472,60,30,35,16,21,10,0,4,4,0,0,0,23,699,8,21,81,237,290,260,240,149,19,9,28,15,11,5,47,1411,0,0,14,11,4,0,3,0,0,0,0,0,0,0,4,38,0,0,0,0,0,4,52,64,15,11,19,16,8,0,9,188
CED203,9,0,7,4,0,0,4,62,0,0,0,0,0,9,13,7,0,0,0,0,0,0,3,31,3,16,31,26,30,16,39,27,0,0,3,0,4,0,12,210,15,96,61,9,13,5,8,7,0,3,0,0,0,0,21,235,0,3,0,4,3,12,19,4,0,0,3,6,0,0,4,66,0,0,0,0,7,5,17,27,10,4,9,10,0,0,5,83,0,0,0,0,6,4,6,0,8,0,0,0,0,0,9,35,0,6,17,30,44,23,68,36,20,26,28,35,5,0,19,364,0,0,0,0,0,0,22,28,18,20,13,15,11,0,0,123,23,192,60,30,13,12,12,20,0,0,0,3,0,0,12,372,3,11,84,243,262,218,268,95,12,33,17,17,8,10,78,1355,0,0,6,5,0,0,4,0,0,0,0,0,0,0,5,20,0,0,0,0,0,4,30,39,14,4,14,4,0,0,0,116
CED204,88,91,47,51,19,7,11,1354,0,0,3,9,8,153,143,112,43,25,7,17,13,0,9,542,0,12,56,51,64,12,33,39,6,0,0,0,0,0,6,286,59,497,770,176,51,25,31,32,8,7,0,3,0,0,77,1736,0,0,3,0,8,17,46,10,0,0,6,0,0,0,0,98,0,0,0,0,16,63,313,106,10,19,10,4,0,0,5,548,4,4,89,240,169,123,103,39,11,11,5,13,6,4,32,850,0,3,13,86,262,153,412,265,96,110,83,68,24,7,19,1594,0,0,0,0,0,6,44,35,9,20,14,20,10,0,9,168,28,357,79,25,43,6,15,8,0,3,0,3,0,0,20,583,0,10,46,218,404,490,759,525,57,71,58,65,24,29,88,2836,3,8,72,110,103,61,52,4,0,3,0,4,0,0,11,439,0,0,3,14,74,160,520,1010,142,217,201,228,116,80,43,2821
CED205,19,16,3,28,3,6,38,832,0,0,9,62,160,2612,4169,2983,1465,1249,568,1382,393,29,214,15289,0,6,32,20,15,13,18,23,0,3,0,5,0,0,4,128,39,741,1134,204,63,46,53,71,17,10,4,0,0,0,69,2437,0,4,0,0,0,8,20,14,4,3,3,0,0,0,0,56,0,0,0,0,3,4,57,28,0,3,0,3,0,0,0,115,0,20,193,702,620,493,867,427,110,102,83,77,51,25,129,3889,0,0,5,15,39,37,135,105,32,33,25,14,3,0,12,455,0,0,0,0,0,21,840,587,122,205,232,261,84,10,32,2399,3,37,18,3,3,4,11,7,0,0,0,0,0,0,5,89,0,3,15,82,248,369,754,728,140,118,116,114,50,42,77,2862,0,8,75,109,51,52,32,21,6,6,3,3,0,0,7,385,0,0,5,0,44,177,855,1200,335,312,325,280,128,25,70,3753
CED206,33,11,9,10,0,0,0,312,0,0,4,0,0,3,7,3,0,0,0,0,0,0,0,18,6,22,60,67,72,25,61,45,6,3,0,9,0,0,4,375,46,344,263,36,26,7,34,26,0,0,0,5,0,3,29,824,0,0,3,8,8,25,39,26,4,4,5,0,0,0,4,131,0,0,0,0,12,9,51,30,0,3,0,8,0,0,5,117,0,0,4,18,15,4,9,0,0,0,5,4,0,0,3,68,0,7,22,37,73,28,123,93,13,16,18,14,3,0,8,463,0,0,0,0,0,4,41,18,8,0,4,3,0,0,0,79,40,683,241,99,122,44,53,22,0,0,8,0,0,0,27,1352,14,17,111,313,395,327,364,160,17,20,9,23,8,12,46,1842,0,4,13,15,9,0,4,0,0,0,0,0,0,0,0,54,0,5,0,4,0,5,8,10,7,9,4,12,0,0,0,54
CED207,62,50,74,75,44,25,6,1024,0,0,7,0,9,23,42,27,0,0,6,0,0,0,0,117,7,21,31,30,48,25,54,36,4,5,8,0,0,0,11,279,60,613,583,97,25,26,42,59,10,5,15,11,0,4,78,1618,4,0,9,25,56,113,180,102,17,21,14,23,25,0,3,582,0,0,0,35,120,204,829,296,48,56,75,34,12,5,26,1746,0,9,23,63,38,16,19,9,0,7,4,6,0,0,0,193,6,23,189,502,1555,715,1441,957,350,377,362,319,125,15,118,7046,0,0,0,0,0,21,55,48,24,44,67,68,13,0,4,344,12,145,32,24,18,16,39,13,0,9,0,0,0,6,14,328,16,28,108,185,269,258,405,283,54,32,50,89,47,28,32,1877,0,6,28,16,7,6,0,0,0,0,0,0,0,0,0,81,0,3,0,4,11,29,152,159,48,61,98,70,52,17,12,733
CED208,13,16,23,15,0,3,4,443,0,0,0,5,8,79,69,48,4,4,5,0,3,0,0,237,0,10,25,38,77,51,147,86,12,10,16,7,4,0,3,489,136,2030,2112,267,76,70,99,199,44,25,22,19,4,5,222,5315,0,0,0,6,16,78,152,49,12,11,7,7,5,0,5,360,0,0,0,11,20,16,76,47,13,12,5,6,3,0,9,211,0,37,233,365,244,140,89,44,4,12,5,15,11,0,61,1253,0,8,22,74,220,116,248,144,74,61,42,40,14,0,14,1087,0,0,0,0,4,10,114,149,93,157,271,231,53,5,18,1115,0,47,15,10,13,22,37,18,5,5,0,0,5,0,6,190,3,11,44,176,310,410,762,501,72,74,80,77,23,15,41,2604,12,67,347,312,205,88,65,18,9,7,4,5,0,0,31,1170,0,0,0,0,17,24,68,136,37,30,51,37,18,4,12,433
CED209,4,5,0,8,0,4,3,156,0,0,0,0,0,3,13,14,21,0,0,0,5,0,0,59,5,24,46,33,56,29,98,72,5,6,9,11,0,0,9,398,33,248,150,42,15,14,23,32,5,0,0,3,0,0,27,598,0,0,0,3,13,19,36,15,0,0,0,0,0,0,11,101,0,0,0,0,5,17,30,12,7,5,7,5,0,0,6,82,0,0,4,11,8,3,4,0,0,0,0,0,0,0,0,36,0,3,25,27,36,22,61,42,17,21,13,16,3,0,3,288,0,0,0,0,0,0,38,27,9,20,10,10,4,0,0,131,20,404,71,27,24,24,38,18,4,5,8,12,0,0,23,680,9,20,108,203,320,244,382,260,39,25,34,34,17,13,49,1752,0,10,23,8,10,0,7,0,0,0,0,0,0,0,0,60,0,0,0,0,4,0,19,54,10,15,14,22,11,0,0,158
CED210,14,22,29,20,9,6,11,374,0,0,0,0,0,19,18,52,66,16,17,18,8,0,13,227,6,18,45,33,63,35,84,83,8,4,4,5,6,0,16,406,61,425,393,69,18,11,40,25,7,4,8,8,4,0,64,1132,0,0,0,0,3,18,43,22,6,4,4,3,5,0,4,111,0,0,0,0,10,8,49,29,12,13,5,5,0,3,0,127,0,0,14,24,12,15,14,8,0,3,0,4,0,0,10,103,3,9,9,32,64,37,88,64,31,25,33,25,17,0,13,442,0,0,0,0,0,0,39,56,27,35,39,26,4,0,0,224,19,579,55,29,19,14,26,6,4,0,6,0,0,0,18,777,5,13,72,209,267,270,354,189,23,25,28,39,18,7,92,1605,0,27,276,197,71,33,23,14,3,0,3,0,0,0,8,653,0,0,0,7,7,6,67,266,35,54,49,97,23,6,21,642
CED211,76,82,66,68,13,12,9,1143,0,0,0,0,4,15,26,23,0,12,0,0,0,0,0,74,12,14,59,74,79,22,60,53,6,3,3,0,0,0,13,389,31,379,291,53,16,20,27,41,3,7,5,8,0,0,58,938,5,5,3,13,20,45,73,40,9,9,0,9,0,0,3,235,0,0,0,4,26,72,357,142,26,14,17,5,3,0,9,680,0,0,22,22,29,15,22,11,3,3,5,3,5,0,7,140,0,10,71,176,466,277,857,529,124,117,79,76,36,13,41,2865,0,0,0,0,0,3,55,33,10,37,39,39,12,0,0,224,28,341,71,51,35,27,30,12,3,0,0,0,4,0,22,621,20,25,102,239,369,286,390,192,20,12,13,31,23,4,39,1777,3,10,21,5,5,0,4,0,0,0,0,0,0,0,0,48,0,0,7,3,19,17,98,126,17,42,41,37,10,0,11,430
CED212,4,5,8,4,3,0,0,147,0,0,0,6,3,10,12,5,7,0,3,0,0,0,4,50,5,32,74,71,120,44,101,102,15,7,8,0,0,0,20,601,35,205,200,52,28,15,31,34,10,5,6,5,0,0,24,659,0,4,0,0,3,30,47,15,4,0,3,3,3,0,0,111,0,0,0,6,14,15,46,16,15,0,3,0,0,0,0,122,0,3,22,43,32,32,27,7,3,0,0,0,0,3,3,185,0,10,29,49,94,50,103,44,14,16,16,0,3,0,4,435,0,0,0,0,0,0,20,17,3,15,10,5,3,0,3,83,23,343,85,29,47,18,38,16,8,4,0,0,0,0,31,637,8,33,136,353,665,567,781,422,46,43,54,39,12,17,81,3249,0,3,6,19,8,12,8,0,0,4,0,0,0,0,0,65,3,0,12,7,9,13,25,19,3,4,7,0,0,0,0,102
CED213,0,0,0,0,0,0,0,31,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,18,0,36,90,74,104,44,136,86,10,10,0,0,3,0,21,621,51,471,362,68,21,15,23,45,5,7,10,8,0,0,89,1170,0,5,6,4,9,15,25,13,3,0,6,3,8,0,4,89,0,0,0,0,5,9,10,4,0,0,4,0,0,0,0,40,0,0,13,4,6,4,7,6,0,0,0,0,0,0,0,41,6,13,21,37,45,15,29,13,5,9,7,5,0,0,3,210,0,0,0,0,0,0,14,0,3,0,0,3,0,0,0,30,52,394,88,43,61,19,30,9,4,3,0,0,0,0,34,744,15,28,164,414,430,261,367,158,35,14,18,13,3,3,95,2034,0,6,18,21,22,5,0,0,0,0,0,0,0,0,3,76,0,0,7,3,0,0,3,3,0,0,0,0,0,0,0,18
CED214,11,15,16,16,6,7,9,421,0,0,0,5,0,33,49,72,172,133,71,144,40,6,15,746,0,9,31,31,38,25,106,58,13,8,3,8,0,0,4,330,40,603,634,114,47,21,45,73,15,15,12,7,3,0,67,1686,0,0,0,3,15,43,84,42,15,7,15,15,3,3,5,257,0,0,0,4,22,27,106,62,8,15,18,12,4,0,7,286,0,0,38,107,63,51,49,13,6,3,7,7,3,5,13,375,0,6,10,64,225,164,365,256,107,106,126,52,17,5,30,1528,0,0,0,0,3,23,209,199,119,198,312,315,82,4,32,1493,0,68,10,6,11,9,24,18,5,3,7,0,0,0,0,174,0,3,34,123,250,415,805,606,105,80,106,88,30,18,65,2732,0,6,453,561,221,122,88,33,7,5,11,4,0,0,53,1570,0,0,0,5,19,36,205,664,67,95,110,114,60,18,20,1427
CED215,29,25,30,29,4,4,6,602,0,0,0,0,3,42,73,43,6,19,0,4,0,5,10,205,0,30,41,33,62,50,194,189,11,6,18,24,4,3,13,688,39,513,649,113,33,26,84,77,24,15,13,5,3,0,78,1677,0,0,0,4,13,37,105,54,13,14,5,4,0,0,8,247,0,0,0,3,34,50,296,136,16,21,21,17,3,0,7,612,0,10,88,244,179,174,246,136,17,17,17,22,14,12,43,1214,0,0,20,58,189,115,626,427,93,81,73,87,47,15,31,1872,0,0,0,0,0,21,222,128,30,38,62,74,16,3,5,604,6,82,24,15,11,24,45,24,3,4,12,0,4,0,3,267,4,11,40,212,429,596,1486,1324,212,183,250,224,93,83,176,5334,0,10,297,338,164,116,67,26,0,5,9,11,4,0,20,1067,0,0,0,3,15,63,368,552,141,170,183,177,76,41,30,1821
CED216,0,5,0,0,0,0,3,35,0,0,0,0,0,4,4,4,0,0,4,7,0,0,4,22,3,29,43,38,35,13,26,28,0,0,0,3,3,0,10,227,29,288,281,50,9,11,9,8,0,0,0,7,0,0,52,752,4,0,0,8,3,9,3,0,0,0,0,8,7,3,8,52,0,0,0,0,6,5,14,7,0,0,0,0,0,0,0,40,0,0,3,4,5,0,3,4,6,0,0,0,0,0,5,27,0,6,19,36,41,12,48,58,14,23,23,20,4,0,33,327,0,0,0,0,0,0,5,16,18,17,15,3,5,0,0,79,38,620,110,50,53,30,32,5,0,0,4,0,0,0,45,991,8,29,95,294,312,263,280,166,24,19,28,31,8,7,105,1670,0,0,5,4,0,4,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,9,27,46,3,13,15,6,0,0,0,116
CED217,9,8,7,9,0,6,9,263,0,0,6,3,7,10,16,5,0,0,0,0,0,0,0,48,4,18,54,59,119,67,241,234,27,41,42,38,14,8,10,975,62,353,287,66,27,25,52,90,7,15,13,11,3,0,40,1053,6,4,4,21,32,95,145,90,13,16,31,59,43,19,19,609,0,0,0,7,25,41,115,77,11,18,19,17,9,0,0,335,3,3,23,61,28,16,8,0,0,3,0,3,0,0,3,166,0,10,58,108,202,117,169,94,37,32,31,28,13,0,20,924,0,0,0,0,0,9,22,33,14,23,62,45,12,0,4,227,13,109,23,21,26,35,81,33,11,6,10,11,0,3,12,403,16,29,101,284,435,414,647,337,54,44,52,40,21,18,46,2545,0,5,14,20,24,17,12,5,0,0,3,0,0,0,0,92,0,0,4,13,6,10,13,31,5,0,14,5,5,0,0,103
CED218,16,14,13,7,5,0,16,399,0,0,0,4,16,93,146,149,452,202,111,306,89,0,15,1590,0,7,24,22,18,10,31,42,7,0,6,0,0,0,10,181,37,621,881,208,71,43,52,64,3,3,0,0,0,0,75,2072,0,0,0,0,6,29,39,11,4,0,0,0,3,0,0,98,0,0,0,0,9,28,73,41,0,11,5,0,0,0,0,173,0,0,58,204,139,95,99,67,15,7,11,13,6,0,28,753,0,0,15,57,148,101,273,214,31,30,23,25,4,0,39,950,0,0,0,0,3,8,154,57,8,9,19,21,4,3,3,293,7,63,12,11,11,4,4,3,0,0,0,0,0,0,9,122,0,6,16,104,199,335,828,737,155,101,100,89,38,38,142,2873,0,10,651,1035,386,305,240,115,9,12,25,12,7,4,67,2891,0,0,0,18,62,82,420,517,107,142,97,104,44,36,29,1652
CED219,4,7,0,0,0,0,6,117,0,0,0,12,0,28,39,65,27,8,9,6,0,0,10,192,3,16,64,38,91,30,53,48,0,9,4,0,0,0,4,370,17,260,344,92,22,27,31,29,0,4,3,0,3,0,24,864,0,0,0,0,0,9,37,19,0,5,3,0,0,0,3,87,0,0,0,0,15,13,66,12,4,3,0,0,0,0,0,124,0,0,25,52,39,41,58,15,7,3,3,7,0,0,6,264,0,5,10,40,69,38,101,120,21,23,17,9,0,4,15,462,0,0,0,0,0,3,85,55,5,3,5,10,0,0,0,177,15,204,45,35,31,8,29,9,4,0,3,0,3,0,3,389,5,8,50,201,393,512,866,764,138,113,104,103,35,35,118,3448,0,4,124,142,76,63,41,18,10,4,3,0,3,0,8,488,0,0,0,6,21,51,251,269,57,74,33,37,10,21,10,839
