CED_CODE_2021,M_15_19_Ud_wk_L_5_hrs,M_15_19_Ud_wk_5_14_hrs,M_15_19_Ud_wk_15_29_hrs,M_15_19_Ud_wk_30h_more,M_15_19_no_Ud_wk,M_15_19_Ud_wk_ns,M_15_19_OS_vis,M_15_19_yr_Tot,M_20_24_Ud_wk_L_5_hrs,M_20_24_Ud_wk_5_14_hrs,M_20_24_Ud_wk_15_29_hrs,M_20_24_Ud_wk_30h_more,M_20_24_no_Ud_wk,M_20_24_Ud_wk_ns,M_20_24_OS_vis,M_20_24_yr_Tot,M_25_34_Ud_wk_L_5_hrs,M_25_34_Ud_wk_5_14_hrs,M_25_34_Ud_wk_15_29_hrs,M_25_34_Ud_wk_30h_more,M_25_34_no_Ud_wk,M_25_34_Ud_wk_ns,M_25_34_OS_vis,M_25_34_yr_Tot,M_35_44_Ud_wk_L_5_hrs,M_35_44_Ud_wk_5_14_hrs,M_35_44_Ud_wk_15_29_hrs,M_35_44_Ud_wk_30h_more,M_35_44_no_Ud_wk,M_35_44_Ud_wk_ns,M_35_44_OS_vis,M_35_44_yr_Tot,M_45_54_Ud_wk_L_5_hrs,M_45_54_Ud_wk_5_14_hrs,M_45_54_Ud_wk_15_29_hrs,M_45_54_Ud_wk_30h_more,M_45_54_no_Ud_wk,M_45_54_Ud_wk_ns,M_45_54_OS_vis,M_45_54_yr_Tot,M_55_64_Ud_wk_L_5_hrs,M_55_64_Ud_wk_5_14_hrs,M_55_64_Ud_wk_15_29_hrs,M_55_64_Ud_wk_30h_more,M_55_64_no_Ud_wk,M_55_64_Ud_wk_ns,M_55_64_OS_vis,M_55_64_yr_Tot,M_65_74_Ud_wk_L_5_hrs,M_65_74_Ud_wk_5_14_hrs,M_65_74_Ud_wk_15_29_hrs,M_65_74_Ud_wk_30h_more,M_65_74_no_Ud_wk,M_65_74_Ud_wk_ns,M_65_74_OS_vis,M_65_74_yr_Tot,M_75_84_Ud_wk_L_5_hrs,M_75_84_Ud_wk_5_14_hrs,M_75_84_Ud_wk_15_29_hrs,M_75_84_Ud_wk_30h_more,M_75_84_no_Ud_wk,M_75_84_Ud_wk_ns,M_75_84_OS_vis,M_75_84_yr_Tot,M_85ov_Ud_wk_L_5_h,M_85ov_Ud_wk_5_14_h,M_85ov_Ud_wk_15_29_h,M_85ov_Ud_wk_30h_more,M_85ov_no_Ud_wk,M_85ov_Ud_wk_ns,M_85ov_OS_vis,M_85_yr_over_Tot,M_Tot_Ud_wk_L_5_hrs,M_Tot_Ud_wk_5_14_hrs,M_Tot_Ud_wk_15_29_hrs,M_Tot_Ud_wk_30h_more,M_Tot_no_Ud_wk,M_Tot_Ud_wk_ns,M_Tot_OS_vis,M_Total_Tot,F_15_19_Ud_wk_L_5_hrs,F_15_19_Ud_wk_5_14_hrs,F_15_19_Ud_wk_15_29_hrs,F_15_19_Ud_wk_30h_more,F_15_19_no_Ud_wk,F_15_19_Ud_wk_ns,F_15_19_OS_vis,F_15_19_yr_Tot,F_20_24_Ud_wk_L_5_hrs,F_20_24_Ud_wk_5_14_hrs,F_20_24_Ud_wk_15_29_hrs,F_20_24_Ud_wk_30h_more,F_20_24_no_Ud_wk,F_20_24_Ud_wk_ns,F_20_24_OS_vis,F_20_24_yr_Tot,F_25_34_Ud_wk_L_5_hrs,F_25_34_Ud_wk_5_14_hrs,F_25_34_Ud_wk_15_29_hrs,F_25_34_Ud_wk_30h_more,F_25_34_no_Ud_wk,F_25_34_Ud_wk_ns,F_25_34_OS_vis,F_25_34_yr_Tot,F_35_44_Ud_wk_L_5_hrs,F_35_44_Ud_wk_5_14_hrs,F_35_44_Ud_wk_15_29_hrs,F_35_44_Ud_wk_30h_more,F_35_44_no_Ud_wk,F_35_44_Ud_wk_ns,F_35_44_OS_vis,F_35_44_yr_Tot,F_45_54_Ud_wk_L_5_hrs,F_45_54_Ud_wk_5_14_hrs,F_45_54_Ud_wk_15_29_hrs,F_45_54_Ud_wk_30h_more,F_45_54_no_Ud_wk,F_45_54_Ud_wk_ns,F_45_54_OS_vis,F_45_54_yr_Tot,F_55_64_Ud_wk_L_5_hrs,F_55_64_Ud_wk_5_14_hrs,F_55_64_Ud_wk_15_29_hrs,F_55_64_Ud_wk_30h_more,F_55_64_no_Ud_wk,F_55_64_Ud_wk_ns,F_55_64_OS_vis,F_55_64_yr_Tot,F_65_74_Ud_wk_L_5_hrs,F_65_74_Ud_wk_5_14_hrs,F_65_74_Ud_wk_15_29_hrs,F_65_74_Ud_wk_30h_more,F_65_74_no_Ud_wk,F_65_74_Ud_wk_ns,F_65_74_OS_vis,F_65_74_yr_Tot,F_75_84_Ud_wk_L_5_hrs,F_75_84_Ud_wk_5_14_hrs,F_75_84_Ud_wk_15_29_hrs,F_75_84_Ud_wk_30h_more,F_75_84_no_Ud_wk,F_75_84_Ud_wk_ns,F_75_84_OS_vis,F_75_84_yr_Tot,F_85ov_Ud_wk_L_5_h,F_85ov_Ud_wk_5_14_h,F_85ov_Ud_wk_15_29_h,F_85ov_Ud_wk_30h_more,F_85ov_no_Ud_wk,F_85ov_Ud_wk_ns,F_85ov_OS_vis,F_85_yr_over_Tot,F_Tot_Ud_wk_L_5_hrs,F_Tot_Ud_wk_5_14_hrs,F_Tot_Ud_wk_15_29_hrs,F_Tot_Ud_wk_30h_more,F_Tot_no_Ud_wk,F_Tot_Ud_wk_ns,F_Tot_OS_vis,F_Total_Tot,P_15_19_Ud_wk_L_5_hrs,P_15_19_Ud_wk_5_14_hrs,P_15_19_Ud_wk_15_29_hrs,P_15_19_Ud_wk_30h_more,P_15_19_no_Ud_wk,P_15_19_Ud_wk_ns,P_15_19_OS_vis,P_15_19_yr_Tot,P_20_24_Ud_wk_L_5_hrs,P_20_24_Ud_wk_5_14_hrs,P_20_24_Ud_wk_15_29_hrs,P_20_24_Ud_wk_30h_more,P_20_24_no_Ud_wk,P_20_24_Ud_wk_ns,P_20_24_OS_vis,P_20_24_yr_Tot,P_25_34_Ud_wk_L_5_hrs,P_25_34_Ud_wk_5_14_hrs,P_25_34_Ud_wk_15_29_hrs,P_25_34_Ud_wk_30h_more,P_25_34_no_Ud_wk,P_25_34_Ud_wk_ns,P_25_34_OS_vis,P_25_34_yr_Tot,P_35_44_Ud_wk_L_5_hrs,P_35_44_Ud_wk_5_14_hrs,P_35_44_Ud_wk_15_29_hrs,P_35_44_Ud_wk_30h_more,P_35_44_no_Ud_wk,P_35_44_Ud_wk_ns,P_35_44_OS_vis,P_35_44_yr_Tot,P_45_54_Ud_wk_L_5_hrs,P_45_54_Ud_wk_5_14_hrs,P_45_54_Ud_wk_15_29_hrs,P_45_54_Ud_wk_30h_more,P_45_54_no_Ud_wk,P_45_54_Ud_wk_ns,P_45_54_OS_vis,P_45_54_yr_Tot
CED223,2071,387,35,23,1833,438,0,4790,1362,632,81,50,1451,376,10,3963,2345,2495,579,238,2033,692,45,8431,2031,3070,953,431,1349,710,18,8561,2421,3463,1001,430,1723,735,7,9784,2556,3638,1263,555,2321,780,4,11116,1781,2956,1409,884,2668,749,5,10456,782,1204,638,485,1842,475,3,5432,205,241,100,117,790,192,0,1651,15556,18086,6064,3217,16010,5150,101,64182,2114,541,67,21,1309,437,0,4493,1109,1018,236,149,915,351,4,3781,1252,2793,1275,1404,1240,669,47,8683,886,3029,2145,1868,814,647,9,9402,1027,3941,2304,1465,1085,733,11,10574,1124,4111,2615,1677,1640,737,15,11912,684,2392,2299,2108,2229,635,5,10356,440,1014,940,1004,1849,566,6,5812,225,303,191,166,1334,337,0,2564,8861,19135,12071,9869,12421,5107,105,67568,4184,927,100,46,3145,873,0,9281,2474,1646,321,194,2371,729,21,7748,3598,5280,1856,1648,3271,1357,86,17109,2917,6103,3099,2294,2162,1355,27,17962,3449,7400,3307,1899,2820,1466,17,20354
CED224,2116,275,14,0,2060,160,0,4633,1649,534,61,25,1900,174,7,4351,2849,2677,422,176,3065,502,23,9711,2896,4138,1101,391,2452,438,11,11433,2985,4229,984,314,2335,366,17,11226,2350,3109,780,268,2283,320,15,9130,1323,1932,723,315,1994,266,17,6573,663,871,380,188,1482,259,5,3853,200,236,115,83,732,135,0,1502,17031,18006,4578,1759,18307,2624,105,62415,2253,394,24,13,1651,134,0,4472,1660,879,150,65,1240,134,0,4118,2003,3379,1099,992,2041,449,23,9977,1317,3957,2624,2200,1765,464,13,12337,1281,4490,2638,1537,1787,340,13,12082,1146,3325,1996,1081,1864,287,44,9735,673,1938,1559,1067,2083,338,25,7683,489,929,743,603,1739,343,8,4859,278,351,179,118,1468,208,8,2605,11101,19634,10991,7670,15630,2706,127,67863,4363,667,36,15,3710,300,4,9101,3312,1414,206,83,3140,306,5,8467,4857,6052,1518,1167,5106,952,42,19689,4217,8099,3716,2592,4212,906,29,23769,4263,8714,3620,1852,4117,704,29,23309
CED225,2448,314,15,9,1870,165,6,4829,1872,653,58,33,1797,197,11,4623,2925,2908,544,182,2401,395,20,9374,2617,4227,1316,407,1759,407,11,10732,2707,4411,1122,384,1675,349,14,10655,2211,3532,945,347,1838,304,9,9184,1463,2499,1006,435,1812,265,13,7497,693,1147,551,289,1309,213,10,4213,208,231,115,73,711,150,4,1496,17150,19927,5667,2153,15167,2442,94,62607,2286,429,44,8,1434,121,8,4319,1766,1014,131,54,1135,151,3,4247,2061,3536,1127,931,1619,367,25,9659,1114,3831,2766,2287,1120,369,10,11499,1096,4236,2831,1710,1117,290,13,11300,1053,3677,2312,1444,1395,270,19,10171,634,2204,2063,1522,1775,342,25,8582,452,1007,954,770,1527,275,11,4995,266,352,189,130,1282,223,5,2444,10720,20295,12422,8853,12397,2411,110,67220,4730,738,59,13,3304,286,14,9149,3641,1669,194,80,2924,348,6,8865,4982,6445,1674,1109,4016,760,41,19037,3729,8061,4077,2693,2877,773,18,22233,3802,8650,3953,2087,2796,635,23,21951
CED226,2958,407,27,12,2251,161,16,5825,2543,1143,119,53,1977,184,20,6044,3465,3107,444,149,2670,410,25,10273,2321,3579,976,316,1640,316,28,9181,2785,4280,1196,389,1427,350,88,10515,2403,3779,1048,376,1542,267,53,9471,1589,2723,925,324,1305,212,43,7112,770,1303,580,195,1104,167,11,4134,281,361,126,89,823,113,3,1796,19110,20680,5439,1904,14742,2180,286,64340,2995,548,28,4,1833,166,9,5586,2575,1500,183,51,1346,178,13,5845,2762,3793,934,571,1997,372,24,10447,1282,3424,2226,1967,1342,334,31,10607,1082,4247,3163,2161,1236,339,43,12278,1025,3785,2578,1452,1173,252,54,10324,704,2491,2197,1319,1296,234,37,8280,525,1254,1139,737,1344,259,17,5276,295,521,304,161,1584,282,0,3148,13254,21564,12756,8417,13149,2422,227,71786,5951,951,58,15,4081,326,17,11414,5120,2651,296,102,3325,365,28,11882,6229,6897,1380,721,4663,785,48,20717,3600,7005,3198,2288,2989,653,53,19792,3872,8526,4365,2549,2665,691,127,22790
CED227,2462,414,36,19,2280,314,4,5519,1810,718,99,29,2159,285,0,5095,3337,3338,707,276,3981,709,14,12367,3106,4434,1236,570,3167,665,8,13182,2567,3604,939,365,2247,496,17,10233,1828,2442,660,278,1926,300,15,7456,898,1432,636,367,1543,260,23,5156,472,600,317,231,1080,198,16,2913,107,119,65,40,383,105,0,813,16576,17102,4688,2160,18768,3331,109,62738,2295,570,55,27,1817,291,0,5059,1595,1144,276,147,1522,246,5,4935,1763,3906,1909,2277,3066,726,15,13669,1012,3816,2827,3043,2143,617,14,13467,992,3678,2245,1612,1585,476,13,10594,817,2580,1590,1117,1480,378,53,8026,440,1388,1245,1063,1566,303,42,6056,299,632,510,470,1141,296,15,3364,114,139,97,51,660,197,4,1266,9324,17852,10759,9821,14984,3533,171,66436,4755,985,88,38,4098,606,9,10580,3411,1866,369,179,3684,526,7,10037,5100,7250,2614,2552,7043,1442,37,26034,4120,8249,4063,3609,5310,1277,18,26646,3552,7277,3187,1979,3829,974,26,20829
CED228,2041,563,54,25,2768,410,7,5869,1865,838,166,71,3534,559,11,7037,3636,3747,912,393,7015,1510,17,17225,3598,5517,1673,867,5849,1266,25,18796,2412,3102,842,420,3274,655,22,10729,1723,2203,670,307,2692,423,37,8059,902,1232,592,295,1957,271,62,5311,309,443,201,144,978,166,17,2263,71,50,33,17,305,85,0,565,16549,17700,5148,2530,28373,5345,198,75845,1856,722,112,34,2325,370,0,5418,1549,1308,325,202,2247,455,5,6093,2065,4252,2473,2963,5579,1410,19,18761,1206,4200,3191,3788,4160,1092,11,17641,943,2982,1899,1661,2508,590,26,10609,841,2214,1538,1352,2294,386,123,8753,444,1094,950,945,1887,324,94,5742,249,422,314,252,1094,209,15,2547,95,98,45,33,607,155,3,1040,9236,17295,10839,11241,22707,4991,298,76607,3893,1283,169,55,5091,778,13,11284,3410,2149,489,273,5776,1018,14,13134,5702,8003,3379,3355,12592,2920,37,35988,4801,9713,4862,4657,10008,2354,29,36441,3349,6087,2735,2088,5785,1246,51,21338
CED229,1381,208,17,4,1133,177,8,2926,1712,1138,156,63,2044,425,21,5565,5805,5623,814,264,5721,1475,79,19783,3947,4933,1012,398,2885,999,43,14227,3029,3757,834,270,1839,748,46,10533,2288,2970,643,206,1736,598,52,8488,1494,1957,566,220,1644,465,24,6367,637,818,278,103,1065,312,10,3226,161,164,55,41,503,184,0,1101,20444,21582,4376,1567,18571,5387,291,72216,1437,319,35,8,996,157,13,2965,1892,1642,259,106,1625,419,26,5979,5108,7378,1495,852,4600,1351,67,20844,2678,4875,2108,1586,1981,931,37,14201,1855,4148,1874,1059,1243,587,45,10810,1375,3315,1489,684,1264,480,56,8668,755,2156,1250,673,1422,402,31,6696,414,818,559,392,1042,348,14,3586,190,233,123,61,816,350,3,1788,15710,24886,9201,5432,14988,5029,288,75525,2821,527,51,9,2126,330,20,5891,3605,2782,415,170,3666,848,53,11544,10908,13006,2308,1112,10316,2830,147,40629,6628,9817,3118,1988,4868,1936,81,28426,4889,7906,2712,1330,3084,1337,89,21345
CED230,1929,360,34,22,1836,500,4,4685,1401,746,117,63,1663,348,14,4351,2460,2604,620,267,2856,899,56,9756,2096,2661,783,403,1974,845,29,8796,2409,3008,884,408,2325,894,10,9949,2807,3491,1076,586,3167,1000,12,12143,1754,2684,1279,855,3321,954,3,10837,792,1156,662,533,2203,664,0,6012,264,288,151,108,980,312,0,2099,15912,16990,5599,3240,20325,6421,136,68623,1860,563,65,33,1342,431,0,4294,1002,1033,315,201,1073,314,16,3953,1214,2726,1400,1725,2068,776,30,9943,691,2512,1923,1927,1247,794,18,9116,936,3388,2217,1606,1504,771,5,10434,1090,3523,2589,1912,2143,822,17,12098,612,1999,2148,2265,2627,823,11,10493,454,980,943,1193,2220,767,6,6556,303,373,243,194,1683,526,0,3322,8169,17107,11844,11048,15903,6036,113,70212,3793,931,97,50,3173,933,4,8983,2402,1773,430,259,2733,665,34,8302,3680,5328,2022,1989,4931,1680,87,19704,2786,5179,2701,2329,3227,1639,42,17909,3340,6402,3100,2015,3828,1670,25,20381
CED231,1791,255,21,3,1857,162,11,4094,1746,777,80,37,1990,243,10,4877,3483,3477,521,177,3392,697,46,11788,2845,3962,1012,373,2211,507,37,10947,2672,3639,905,320,2153,463,40,10186,2000,2704,784,293,2091,362,19,8252,1149,1805,742,327,2040,240,10,6321,641,865,402,244,1499,205,4,3870,215,256,95,53,774,109,0,1500,16540,17726,4560,1832,18017,2996,167,61838,1856,360,28,7,1396,151,4,3810,1791,1217,167,62,1242,217,4,4692,2701,4359,1228,863,2268,634,45,12095,1458,3767,2261,2030,1494,506,28,11553,1124,3782,2320,1518,1484,403,21,10647,919,2907,1871,1227,1657,299,25,8902,604,1745,1496,1207,2034,298,16,7396,447,933,741,685,1706,293,5,4811,250,315,164,102,1270,146,3,2246,11153,19392,10282,7697,14545,2935,152,66153,3650,616,46,13,3253,318,10,7905,3533,1994,250,94,3234,451,14,9574,6182,7834,1745,1047,5659,1331,87,23884,4304,7730,3271,2404,3704,1013,66,22496,3793,7416,3226,1836,3633,863,60,20833
CED232,2495,369,34,10,2132,309,5,5356,1684,588,66,37,1855,210,8,4445,2692,2789,623,254,2865,489,6,9716,2782,4255,1209,535,2340,520,8,11645,2603,3834,1092,416,1946,461,13,10359,1985,2867,936,399,1813,396,7,8399,1053,1756,909,494,1576,295,12,6105,448,710,386,285,1020,193,10,3045,78,104,57,42,322,70,0,674,15812,17267,5314,2475,15865,2947,65,59745,2395,502,52,16,1689,288,3,4947,1418,910,221,111,1178,159,4,3996,1377,3239,1580,1907,2046,499,7,10655,935,3661,2765,2865,1529,506,7,12272,994,3940,2643,1799,1251,446,10,11083,820,2846,2000,1427,1360,373,20,8859,438,1545,1540,1352,1512,311,19,6723,244,541,545,536,950,203,6,3024,96,129,51,60,618,110,0,1070,8721,17314,11405,10062,12139,2904,79,62638,4887,872,90,24,3821,598,7,10303,3095,1496,291,140,3036,370,8,8443,4066,6037,2202,2159,4913,987,6,20374,3718,7914,3973,3399,3868,1025,17,23913,3598,7775,3734,2213,3199,901,18,21446
CED233,1274,381,46,26,1639,324,46,3727,3524,2560,344,179,5428,1092,106,13234,9375,9475,1449,449,9928,2737,219,33620,4328,5525,1251,406,3597,1580,108,16795,2345,3119,781,255,1912,955,115,9484,1776,2435,589,208,1636,738,77,7461,1011,1548,479,165,1270,465,29,4962,408,609,235,81,879,264,8,2480,115,127,48,17,380,110,5,804,24157,25779,5218,1778,26660,8259,708,92565,1745,644,85,34,1595,346,33,4473,4133,3674,638,236,5229,1117,101,15121,8398,11383,2140,1003,8380,2546,191,34040,2803,5134,1958,1373,2512,1213,65,15061,1412,3299,1473,842,1382,738,71,9216,1060,2532,1211,615,1270,604,74,7367,579,1658,991,548,1210,450,39,5475,292,623,444,255,929,254,4,2805,151,171,84,59,724,151,0,1348,20574,29118,9032,4954,23226,7421,581,94902,3014,1023,129,57,3231,664,77,8202,7655,6237,983,412,10660,2213,203,28356,17774,20858,3587,1450,18301,5284,405,67657,7134,10656,3210,1773,6110,2795,175,31856,3763,6413,2253,1094,3296,1689,187,18699
CED234,2585,361,29,15,2157,165,6,5326,2210,788,94,41,2344,203,10,5692,2900,2512,465,208,3658,472,19,10236,2599,3730,1127,420,2747,413,40,11071,2702,4197,1122,411,2320,392,50,11191,2421,3538,1081,404,2234,286,59,10027,1404,2356,1039,475,2049,235,33,7601,936,1462,698,371,1825,254,16,5564,358,399,195,113,1133,192,3,2398,18108,19354,5845,2461,20475,2623,241,69098,2439,504,42,12,1680,132,7,4811,2050,1103,159,56,1501,185,14,5064,2124,2939,1070,898,2883,472,24,10400,1151,3386,2484,2371,2390,427,18,12228,1110,3984,2924,2056,1747,359,42,12224,1002,3439,2488,1772,2000,291,82,11074,647,2122,2008,1670,2201,298,52,9001,640,1377,1277,1056,2118,384,13,6868,343,470,297,180,1763,292,4,3355,11506,19330,12752,10069,18277,2840,244,75025,5027,870,69,26,3843,300,7,10138,4254,1895,254,99,3839,389,20,10750,5018,5454,1533,1106,6539,940,49,20638,3748,7114,3614,2788,5134,839,57,23302,3814,8188,4045,2469,4064,756,87,23419
CED235,1773,328,13,8,1437,332,3,3894,1221,524,89,34,1210,216,15,3307,2136,2234,535,247,1781,502,32,7466,1829,2650,868,401,1248,576,16,7584,2130,2888,882,412,1555,569,11,8449,2222,3311,1091,592,2183,608,5,10015,1641,2854,1498,899,2469,598,0,9961,733,1200,722,532,1690,459,0,5334,183,218,135,103,721,224,0,1581,13862,16210,5835,3237,14293,4068,87,57585,1847,468,62,17,1142,309,0,3846,970,866,206,149,750,177,11,3121,1062,2571,1253,1588,1116,540,24,8154,710,2442,1818,1927,724,563,15,8204,937,3263,2071,1415,1002,528,11,9226,985,3545,2435,1765,1660,587,4,10984,639,2414,2403,2103,2239,650,9,10453,415,967,963,984,1757,523,4,5607,215,260,174,147,1273,296,0,2373,7783,16796,11390,10091,11662,4175,73,61966,3620,794,80,27,2577,636,3,7736,2192,1389,296,186,1953,397,19,6425,3204,4805,1794,1831,2894,1033,54,15621,2545,5094,2687,2328,1973,1139,31,15786,3072,6151,2948,1821,2561,1097,20,17672
CED236,2019,358,28,9,2038,484,0,4939,1386,659,100,47,1828,376,8,4405,2336,2391,553,258,2710,935,27,9215,1998,2697,768,359,1926,803,8,8560,2445,3043,799,394,2382,881,9,9963,2555,3141,927,497,2768,820,6,10726,1611,2422,1071,674,2939,731,3,9454,759,1089,547,448,2076,567,3,5500,221,229,132,100,842,241,0,1764,15329,16025,4932,2798,19523,5837,77,64522,1871,516,64,24,1473,387,0,4338,1119,1075,264,189,1090,320,5,4060,1158,2726,1339,1557,1861,760,22,9418,736,2543,1865,1919,1266,706,5,9034,923,3423,2085,1480,1486,683,17,10105,968,3293,2328,1651,1995,683,3,10925,596,1971,1946,1868,2454,654,15,9508,419,886,817,950,2026,648,9,5747,198,310,165,169,1402,429,3,2677,7992,16745,10871,9809,15055,5266,80,65816,3891,869,92,34,3516,874,0,9281,2500,1732,365,233,2922,697,14,8467,3491,5116,1896,1817,4568,1691,48,18630,2731,5234,2631,2277,3192,1506,14,17593,3369,6469,2888,1880,3870,1565,26,20063
CED237,1640,329,51,19,2644,285,4,4971,1617,697,105,43,3097,404,13,5968,3073,2825,572,296,5608,888,24,13280,2862,3583,1071,498,4559,729,20,13319,2415,2648,688,364,3688,531,20,10353,1869,2171,576,306,3442,422,22,8808,1085,1435,536,323,2687,321,32,6429,558,609,267,181,1525,261,11,3417,144,133,66,51,613,150,0,1152,15261,14419,3928,2075,27869,3993,152,67702,1616,547,63,25,2127,239,0,4624,1488,1113,250,109,2105,303,0,5362,1845,3323,1511,1707,4027,742,20,13179,1006,3170,2335,2760,3224,665,16,13170,876,2869,1942,1800,2668,452,19,10628,765,2359,1621,1486,2879,400,54,9561,643,1366,1113,1095,2594,367,45,7218,419,691,490,448,1594,349,10,4009,165,165,89,69,954,315,0,1772,8833,15600,9414,9498,22178,3834,163,69521,3260,877,113,48,4771,523,4,9592,3103,1810,355,152,5200,706,13,11333,4913,6148,2085,2004,9637,1625,41,26458,3866,6745,3407,3256,7788,1397,45,26490,3295,5513,2626,2162,6363,985,39,20981
CED238,1972,347,34,11,1673,435,4,4474,1304,661,93,48,1334,319,9,3760,2393,2431,515,238,2170,828,29,8606,1998,2724,821,392,1467,844,16,8263,2521,3144,941,407,1783,920,10,9733,2690,3487,1143,563,2528,818,6,11232,1836,2788,1307,838,2714,779,7,10269,758,1169,610,489,1682,510,0,5214,199,232,143,94,790,240,0,1694,15668,16983,5603,3073,16146,5695,83,63247,1928,474,54,15,1275,386,3,4128,989,1010,216,137,869,229,9,3473,1169,2732,1310,1434,1270,544,13,8473,729,2601,1927,1934,815,565,18,8592,983,3538,2346,1513,1077,599,7,10064,1072,3732,2671,1881,1684,611,8,11657,624,2250,2324,2207,2080,671,5,10167,368,1011,929,1084,1825,546,3,5763,279,328,203,166,1430,422,0,2837,8141,17682,11992,10380,12321,4569,72,65154,3895,822,85,31,2946,820,3,8602,2292,1670,309,188,2207,547,18,7235,3559,5169,1830,1671,3436,1374,47,17079,2731,5326,2749,2328,2279,1409,33,16858,3503,6682,3285,1919,2866,1518,21,19796
CED239,1412,260,19,16,1467,180,0,3353,1879,1071,126,55,2309,352,11,5797,4854,5078,843,301,4613,955,32,16671,3105,4790,1348,460,2667,663,25,13062,2180,3325,916,371,2111,453,11,9372,1553,2187,638,257,2076,322,22,7061,796,1136,506,228,1548,254,12,4485,491,578,267,117,1265,218,3,2945,244,250,96,68,867,165,8,1687,16508,18676,4767,1872,18916,3555,132,64425,1476,381,45,20,1117,154,0,3190,1955,1599,256,121,1555,273,7,5770,4026,6376,1637,1180,3041,858,28,17148,1720,4525,2375,2046,1754,514,10,12949,1051,3378,1948,1399,1385,376,12,9552,814,2413,1439,988,1571,279,25,7525,501,1276,949,737,1580,252,21,5311,416,762,570,528,1531,302,10,4116,295,371,205,142,1424,317,6,2766,12246,21079,9425,7163,14962,3316,133,68317,2885,640,62,34,2577,331,5,6539,3830,2669,385,172,3863,622,27,11568,8879,11453,2478,1484,7655,1815,57,33822,4819,9320,3723,2505,4422,1183,37,26013,3235,6705,2865,1770,3500,824,27,18916
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,7,0,0,6,19,0,30,8,4,5,0,15,84,0,131,4,10,3,0,27,121,0,163,10,3,0,3,22,100,0,141,0,0,0,0,4,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,23,14,3,83,339,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,0,0,0,3,8,0,14,0,6,0,0,0,13,0,18,4,3,0,0,0,16,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,9,49,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,3,0,0,8,38,0,52,5,4,5,4,21,96,0,140,8,10,9,0,26,129,0,182
CED301,2491,617,66,25,2571,467,6,6242,1930,1024,158,64,2305,612,11,6110,3358,3764,916,428,3505,1329,32,13335,2726,4211,1291,616,2729,1063,28,12668,2594,3738,1064,448,2526,739,11,11123,2156,3122,1029,542,2667,536,15,10059,1206,1839,1010,710,2295,447,16,7514,493,729,460,373,1369,332,0,3750,137,141,76,53,455,149,0,1003,17093,19180,6068,3256,20426,5670,119,71802,2491,782,139,55,2154,457,0,6078,1456,1560,427,390,1762,433,8,6044,1859,4425,2114,2462,2563,906,21,14362,1194,4050,2684,2456,1769,749,17,12911,1339,4220,2254,1616,1849,653,9,11940,1180,3182,2043,1547,2054,499,30,10544,552,1730,1499,1609,2044,441,24,7892,393,714,626,636,1465,443,11,4283,161,197,103,73,741,309,3,1585,10623,20854,11893,10840,16416,4892,117,75639,4986,1398,207,85,4718,923,7,12322,3393,2586,591,451,4066,1041,18,12152,5216,8187,3037,2893,6072,2237,51,27695,3918,8259,3976,3067,4500,1811,41,25576,3937,7958,3315,2062,4375,1398,15,23064
CED302,2692,420,19,8,1994,159,4,5304,1986,791,95,38,1918,240,13,5078,2876,2858,584,246,2735,451,33,9776,2810,4473,1319,447,2060,411,19,11535,2841,4367,1204,387,1886,375,8,11061,2170,3174,925,358,1763,277,24,8683,1210,1979,881,411,1669,203,31,6387,541,955,449,248,1236,183,7,3627,166,208,105,62,558,127,6,1227,17291,19230,5577,2199,15812,2423,138,62676,2605,537,44,16,1571,176,4,4962,1719,1206,206,77,1338,173,14,4726,1979,3532,1294,1198,1933,400,28,10360,1314,4236,2936,2322,1566,374,12,12768,1387,4441,2650,1612,1308,317,21,11735,1171,3289,1898,1219,1484,244,39,9348,591,1845,1680,1239,1669,234,50,7304,420,900,790,660,1413,267,9,4451,246,338,166,101,1013,235,3,2100,11436,20320,11670,8438,13295,2421,168,67750,5302,958,65,24,3565,335,12,10264,3701,1998,304,112,3253,413,23,9809,4857,6388,1875,1442,4664,850,56,20134,4126,8713,4257,2771,3630,784,34,24306,4219,8804,3853,1997,3192,691,25,22796
