CED_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
CED501,1080,641,393,189,72,6,3055,59,441,578,496,344,163,43,11,2127,792,3424,4072,2695,1448,872,323,63,13686,711,2420,3138,2946,2119,1074,408,108,12914,3541,7656,6674,5876,4633,2429,1142,273,32226,1270,689,372,293,225,110,42,6,3005,223,328,487,571,467,336,179,29,2618,5033,8674,7538,6743,5323,2881,1362,302,37848,81,133,181,169,171,143,89,33,1004,1384,1646,1547,1282,1062,988,920,513,9339,8100,17364,18137,14965,10852,6307,3214,1035,79983
CED502,2495,968,457,219,71,11,5824,52,456,660,398,278,164,53,4,2068,1057,5250,6305,2934,1562,924,339,74,18441,835,2808,3457,2388,1716,1007,395,94,12707,3124,5808,5561,4348,3590,2424,1005,199,26058,1102,557,380,272,180,107,43,8,2647,200,328,447,491,390,316,150,37,2359,4427,6694,6386,5114,4155,2844,1197,247,31060,68,177,258,187,156,137,78,25,1092,1346,1800,1747,1332,1095,1041,881,586,9828,7860,18726,21303,13322,9416,6338,3022,1043,81024
CED503,615,536,444,311,107,16,2376,29,294,402,447,387,276,85,17,1936,542,2229,2620,2236,1698,1402,586,120,11433,475,1563,2106,2260,2243,1655,785,171,11258,2765,5455,5183,4962,4699,3352,1565,367,28346,952,398,313,233,229,164,58,10,2363,187,240,365,474,501,424,261,65,2533,3900,6094,5857,5674,5432,3940,1888,446,33242,56,94,131,130,173,199,155,46,985,933,986,1076,1125,1074,1374,1360,824,8744,5975,11572,12807,12404,11446,9161,4969,1640,69969
CED504,1812,898,542,321,113,11,5773,64,645,673,537,383,237,92,4,2640,1637,6360,5648,3306,2161,1501,551,100,21263,939,2866,2860,2401,2077,1487,612,122,13368,2567,5050,4403,4064,3873,2565,1128,277,23934,846,416,333,295,227,139,46,3,2307,205,324,415,559,588,397,186,47,2721,3621,5790,5149,4922,4693,3100,1364,332,28959,82,196,218,201,191,192,109,39,1224,1195,1715,1600,1190,1112,1094,967,447,9325,7677,19514,17959,13456,11151,7940,3807,1054,82557
CED505,4579,3979,2746,1814,821,226,18010,77,980,1241,1417,1131,717,318,63,5935,3227,9336,9351,8424,5821,4249,2118,653,43177,596,1676,2094,2401,2338,1963,1351,494,12915,1398,2412,2015,1730,1695,1184,719,301,11455,442,168,137,108,112,89,61,17,1133,116,168,210,375,416,373,279,136,2069,1959,2745,2357,2215,2220,1648,1059,458,14651,73,158,209,197,155,238,192,102,1315,777,1239,1115,865,829,1040,1156,943,7971,7004,19672,20947,19494,15235,11660,7008,2940,103970
CED506,1229,857,852,577,131,6,4951,48,651,744,695,681,505,61,4,3392,1019,5580,4901,3582,2891,2112,595,75,20763,473,2347,3151,3235,3439,2534,649,79,15905,3159,9481,9375,8404,7465,4707,1289,183,44061,1205,813,612,425,401,251,50,6,3769,195,378,499,599,700,611,180,39,3204,4564,10677,10488,9424,8572,5568,1515,227,51035,58,152,154,178,191,213,114,29,1091,4242,8304,8015,7703,6694,4198,1949,591,41695,10490,28921,28689,25669,23326,15709,5014,1011,138825
CED507,700,616,491,445,152,21,2886,28,301,583,605,493,336,103,13,2468,413,2788,3694,3218,2325,1798,676,168,15079,304,1396,2113,2263,2317,1738,730,181,11037,2783,5211,5757,5285,4576,2960,1129,256,27950,1009,488,342,297,252,164,46,15,2608,162,211,377,533,521,428,182,39,2439,3951,5906,6480,6114,5351,3549,1360,306,33004,37,98,139,126,153,201,103,32,889,1008,1260,1306,1372,1419,1444,1133,666,9602,5770,12183,15007,14314,12544,9506,4258,1386,74957
CED508,2556,1716,1243,749,213,42,8505,69,835,1008,872,694,366,102,12,3960,1659,7274,6865,4675,2993,1812,636,121,26051,702,2234,2915,2759,2194,1521,546,106,12976,2362,4870,4519,4091,3470,2125,876,233,22546,792,326,277,243,193,107,45,11,1989,179,247,375,497,512,358,156,49,2372,3332,5446,5167,4832,4169,2593,1071,293,26903,74,155,216,185,194,178,86,38,1122,856,1327,1305,1177,1001,1063,908,760,8398,6780,19176,20029,16215,12485,8284,3569,1370,87909
CED509,1550,997,686,461,197,29,4918,56,494,733,688,521,274,111,11,2894,972,4306,4879,3657,2183,1639,661,153,18457,651,2384,3135,2834,2239,1529,750,164,13680,2914,6204,5554,4913,4074,2485,1100,240,27479,940,475,346,272,166,125,47,4,2381,186,295,457,542,518,389,189,55,2629,4041,6977,6362,5723,4756,2997,1338,304,32489,79,144,213,167,179,156,113,39,1100,955,1241,1285,1165,1026,956,911,656,8196,6810,16503,18161,15231,11590,8008,4071,1357,81729
CED510,1880,1810,1256,698,196,37,7037,62,520,988,1055,853,485,120,19,4096,1675,4696,6510,5634,3777,2527,793,148,25762,658,1533,2661,3292,3156,2316,796,183,14595,2202,3579,4208,4191,4309,2997,1139,260,22877,641,181,196,152,201,175,56,5,1606,154,173,367,598,580,516,247,61,2691,2994,3930,4774,4938,5085,3693,1442,323,27177,51,97,167,219,194,237,150,39,1155,552,671,799,838,766,855,775,617,5874,6081,12497,17774,17785,15090,10817,4271,1375,85694
CED511,707,587,524,358,132,25,3032,36,351,452,495,487,316,70,14,2223,674,3229,3285,2704,2294,1579,593,135,14498,295,1380,1941,2198,2376,1721,706,156,10762,2864,6435,5898,5664,5285,2970,1052,235,30409,1116,590,405,351,280,150,55,5,2951,151,245,343,492,560,453,168,43,2450,4130,7267,6643,6502,6124,3568,1284,286,35807,42,93,113,163,154,177,102,39,873,2529,3863,3746,3931,3696,2732,1756,807,23058,7765,16821,16889,16573,15653,10459,4640,1452,90246
CED512,1483,922,475,215,84,23,4123,71,513,705,598,318,157,42,10,2404,1214,4654,5356,3539,1747,853,344,73,17784,844,2665,3481,3384,2166,1149,424,115,14232,3020,6519,6002,5507,4044,2161,871,202,28328,1015,460,335,301,194,96,30,0,2443,259,318,529,632,436,296,161,45,2678,4297,7307,6866,6433,4671,2551,1063,252,33450,81,160,246,230,158,135,87,27,1131,987,1125,1224,1088,806,672,692,447,7050,7568,17289,19365,16200,10349,5730,2739,941,80179
CED513,4305,2301,1443,844,241,51,14352,90,1343,1368,1139,892,474,112,21,5434,2749,13439,10018,5855,3910,2308,820,247,39356,1186,3347,3193,2720,2385,1566,689,208,15289,2019,4338,3571,3031,2819,1780,843,331,18744,682,359,243,178,160,119,39,12,1793,154,262,350,459,467,368,180,78,2316,2861,4956,4163,3668,3448,2273,1061,423,22851,85,278,249,178,159,186,142,50,1328,1302,2741,2066,1611,1404,1225,985,622,11949,8567,30977,25362,17475,13635,8868,4051,1626,110564
CED514,3664,1835,1156,702,236,41,12247,130,963,974,771,652,405,102,14,4011,2713,11022,8277,4800,3095,1993,730,210,32832,1483,3385,3154,2511,2204,1543,648,188,15130,2946,5115,4095,3495,3188,2098,907,303,22148,1013,404,270,202,186,106,51,4,2241,163,304,351,459,464,373,173,76,2372,4128,5830,4713,4155,3839,2580,1131,386,26762,115,275,230,207,171,187,130,52,1373,1603,2518,1924,1490,1347,1180,1216,1115,12390,10423,28345,22934,15776,12470,8590,4198,2004,104749
CED515,4015,3029,1936,1172,391,70,13108,53,671,1077,1171,954,622,193,36,4780,2622,7213,9233,7137,4635,3332,1345,372,35885,747,1611,2580,2975,2805,2350,1137,371,14580,1998,2503,2916,3216,3082,2272,1106,389,17491,771,201,169,179,186,151,57,23,1736,166,157,285,477,561,493,268,110,2516,2934,2855,3377,3877,3827,2922,1428,520,21741,76,136,193,222,220,253,216,68,1382,823,848,928,861,846,962,998,822,7087,7471,15606,21404,19286,15219,11608,5713,2256,98566
CED597,10,16,12,0,0,0,55,0,3,7,8,7,6,0,0,31,6,69,69,62,43,21,3,0,277,8,29,90,89,58,13,7,0,292,35,129,215,193,110,17,7,0,703,7,8,4,6,4,0,0,0,28,0,3,10,13,11,0,0,0,41,44,141,231,211,122,22,3,0,776,0,4,9,3,6,4,0,0,20,53,223,434,404,223,52,10,0,1408,112,476,858,801,465,123,24,0,2853
CED601,903,635,593,457,202,25,4509,23,277,345,343,342,283,97,14,1734,620,3127,2528,2126,1775,1336,491,113,12110,221,885,1146,1460,1427,1136,553,144,6973,1506,3477,3023,3099,2948,1829,872,231,16990,373,423,270,195,210,110,37,8,1615,112,179,178,264,266,331,135,59,1521,1993,4084,3467,3562,3418,2269,1039,300,20133,49,86,62,86,86,97,78,25,565,937,1004,750,822,940,1059,980,527,7026,3890,11112,9199,9031,8579,6643,3444,1157,53055
CED602,398,348,355,259,105,10,2228,16,198,225,277,274,225,71,13,1300,359,1838,1713,1383,1322,1125,399,76,8211,143,759,1015,1446,1445,1107,520,128,6563,1629,3967,3494,3628,3635,2201,914,224,19698,430,415,264,248,217,139,43,10,1768,126,172,186,264,393,326,128,42,1630,2184,4554,3947,4144,4250,2668,1085,275,23094,43,68,56,68,71,87,56,17,478,841,894,838,972,1139,1377,1176,516,7759,3614,9047,8199,8633,8858,6852,3408,1033,49636
CED603,2449,1561,1180,836,302,72,11703,49,553,659,659,592,439,121,15,3084,1501,6401,3829,2998,2366,1908,730,216,19963,349,1308,1233,1362,1325,1077,525,179,7368,1108,2633,2319,2255,2072,1259,619,199,12468,315,289,204,130,142,79,29,12,1196,98,158,158,195,271,274,106,71,1334,1518,3085,2679,2578,2491,1614,762,284,15001,45,129,101,78,78,96,72,25,618,689,1233,803,736,782,855,820,478,6396,4316,17835,11746,9978,8813,6826,3338,1280,64135
CED604,1460,956,844,632,230,58,6305,30,449,584,564,576,431,113,26,2770,687,3518,3643,2588,2129,1773,685,174,15209,224,1037,1382,1708,1695,1398,666,174,8289,1304,3271,3139,2908,2840,1766,817,216,16253,301,267,204,168,176,94,39,11,1264,104,138,168,249,351,335,180,56,1588,1704,3675,3509,3326,3373,2198,1035,280,19107,31,87,85,73,93,99,82,29,574,595,719,665,623,693,868,808,394,5366,3316,11564,11337,9835,9402,7403,3620,1138,57615
CED605,485,403,418,329,110,14,2407,10,183,227,260,319,247,69,8,1320,365,1801,1726,1392,1459,1250,428,81,8505,159,824,1165,1424,1658,1263,438,105,7039,1557,4109,3690,3673,3610,2264,836,167,19910,351,452,325,233,221,124,35,12,1747,79,162,229,266,378,308,146,25,1602,1989,4725,4244,4172,4217,2702,1017,198,23265,21,60,65,69,99,102,71,19,500,956,972,960,1070,1326,1438,1034,343,8100,3519,9190,8877,8786,9493,7331,3172,760,51124
CED697,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,11,10,9,3,7,0,0,46,0,4,13,12,14,10,0,0,44,7,15,18,17,11,13,0,0,76,4,0,0,3,0,0,0,0,6,0,0,0,3,10,0,0,0,13,6,15,20,23,24,12,0,0,98,0,3,0,0,0,0,0,0,3,0,25,25,29,25,0,0,0,114,10,58,67,71,70,27,4,0,303
CED701,1134,651,700,436,83,0,4264,27,414,497,469,477,284,42,0,2206,540,3725,2736,1851,1773,1230,224,12,12102,281,1355,1555,1651,1714,1080,217,19,7864,1708,4035,3677,3467,3250,2037,422,45,18637,526,453,342,285,209,115,20,0,1948,147,280,312,343,325,259,52,5,1728,2388,4765,4329,4097,3783,2409,496,55,22318,29,80,69,56,53,57,23,5,366,2637,3929,3186,3149,3170,2345,600,119,19141,5936,15492,13504,11927,11673,7838,1684,210,68257
CED702,1976,1120,906,520,129,11,7487,49,648,686,621,534,291,51,6,2886,1069,5828,4131,2493,1819,1202,347,60,16947,379,1683,1884,1883,1448,848,274,38,8440,1548,3666,3338,2795,2361,1336,418,62,15526,447,311,231,142,107,85,12,4,1345,120,191,248,301,243,219,88,12,1412,2117,4166,3814,3243,2712,1634,518,79,18282,47,153,132,100,78,89,24,16,624,1493,2498,2026,1881,1734,1216,510,136,11492,5234,17712,14645,11351,9222,5795,1860,340,66162
CED797,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,5,5,6,11,7,0,0,0,42,0,6,16,14,18,4,0,0,63,7,11,23,30,20,5,0,0,96,0,0,3,0,3,0,0,0,10,3,0,3,9,5,0,0,0,23,12,13,29,32,30,5,0,0,131,0,0,3,3,0,0,0,0,0,10,17,38,40,38,14,3,0,157,27,46,97,109,96,35,6,0,406
CED801,3527,2370,1826,1209,486,94,12396,82,812,1154,1101,998,705,235,24,5119,1528,6631,6226,4558,3344,2602,1171,299,26357,545,2012,2714,2782,2373,1565,721,206,12915,1589,3738,3175,2953,2627,1498,753,219,16552,355,267,196,161,179,113,48,19,1330,130,181,264,407,498,471,240,74,2271,2072,4180,3631,3526,3311,2076,1042,307,20154,51,127,124,109,112,120,95,30,768,634,1010,935,681,651,726,629,338,5594,4983,17600,18313,15127,12611,9005,4369,1296,83305
CED802,6012,4636,3187,2071,929,234,23826,128,1491,1394,1335,1158,964,304,39,6822,4130,10707,6463,5013,3895,2995,1529,506,35231,697,1525,1616,1599,1433,1099,631,261,8843,1195,1960,1415,1266,1164,733,491,222,8450,314,145,95,87,89,79,39,17,867,107,129,153,163,263,308,193,93,1405,1623,2237,1660,1520,1515,1124,724,329,10725,78,116,128,83,72,99,75,57,708,2018,1808,1166,976,872,783,655,550,8832,8975,24332,18436,15156,12142,9130,4843,1973,94980
CED803,5249,2899,1600,853,285,63,16324,97,970,1314,1010,672,509,179,19,4762,2135,8556,7946,4550,2371,1681,749,158,28149,727,2622,3356,2715,1684,1034,430,96,12659,1678,3852,3510,2801,1688,1020,494,138,15181,385,300,240,178,103,102,24,10,1336,128,193,311,399,374,359,155,33,1955,2188,4346,4062,3384,2161,1477,671,177,18470,58,159,165,96,103,71,60,11,719,822,1425,1141,738,502,463,366,174,5635,6212,23249,23236,15399,9100,6084,2744,699,86722
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
