CED_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
CED131,2742,1866,1341,821,287,67,9556,74,659,757,719,619,550,136,29,3553,2028,8387,6248,4445,2905,2102,758,190,27064,691,2278,2347,2656,2188,1387,597,171,12316,2582,5130,4074,3956,3887,2319,1048,359,23359,437,264,217,255,273,174,63,15,1702,172,221,277,456,559,512,245,80,2526,3192,5613,4577,4670,4720,3007,1357,460,27592,79,124,100,122,120,137,105,36,824,1525,1507,1190,1179,1169,1216,1208,1074,10066,7688,20909,17963,15652,13070,9217,4453,2025,90978
CED132,7392,4886,3131,2133,893,179,23809,47,888,1206,1113,851,657,279,51,5098,2728,12865,11722,8367,5666,3835,1889,582,47658,548,1805,2520,2583,2220,1718,980,372,12743,549,1584,1405,1278,1204,841,488,217,7569,97,96,113,119,134,118,61,18,756,66,168,273,424,508,515,273,118,2340,711,1839,1790,1825,1847,1475,820,354,10662,52,182,227,198,175,218,136,65,1249,552,1401,1422,1002,891,982,926,888,8061,4788,24025,26281,19970,14778,11016,5919,2493,109278
CED133,769,825,769,719,237,27,3933,35,251,447,555,639,628,131,24,2710,387,2635,3343,3213,2803,2559,766,178,15888,324,1319,1829,2431,2722,2244,870,206,11956,2316,4805,4767,5144,5987,4250,1597,385,29260,397,384,315,336,404,300,83,23,2235,165,252,352,476,775,760,354,92,3227,2879,5443,5433,5947,7176,5310,2031,502,34721,39,83,74,102,163,212,146,41,857,1785,2051,2013,2021,2281,2410,1787,1022,15367,5471,12349,13911,15094,16555,14079,5969,1996,85434
CED134,711,446,396,219,72,13,2912,33,329,377,368,380,237,44,7,1771,675,3567,2813,2088,1565,1085,375,85,12245,293,1419,1567,1740,1812,1067,426,118,8445,2074,5215,4387,4234,4252,2584,984,210,23945,315,383,254,301,322,171,53,5,1801,153,233,252,394,538,464,216,46,2293,2544,5829,4891,4932,5107,3211,1254,269,28032,34,78,73,85,120,122,76,31,625,2478,2777,2545,2618,2969,2633,1941,933,18898,6108,15002,12984,12282,12351,8574,4188,1449,72938
CED135,8048,2570,1459,669,198,31,22291,108,805,927,547,391,250,77,20,3124,3186,14333,11491,4893,3303,1926,732,190,40050,1640,3373,3478,2671,1992,1092,485,138,14877,1397,2717,2701,2504,2187,1173,574,200,13452,205,212,200,249,205,116,36,10,1232,154,299,393,541,479,385,180,58,2487,1759,3224,3298,3292,2866,1676,797,265,17177,120,447,407,209,230,164,88,35,1715,1971,3704,2970,1698,1610,1260,956,681,14849,9247,34739,30623,15888,11859,7038,3328,1357,114073
CED136,870,669,568,412,160,19,3334,57,340,379,411,394,386,93,15,2073,614,3250,3066,2280,1673,1561,637,148,13220,530,2146,2522,2567,2399,1694,733,133,12722,2977,7454,6472,6074,5487,3701,1752,346,34269,445,494,391,313,318,239,76,10,2279,203,304,346,507,668,639,298,82,3041,3620,8254,7207,6890,6478,4577,2129,431,39590,35,78,97,101,131,206,109,47,800,1033,1262,1127,1129,1239,1494,1438,707,9434,5919,15939,15267,14052,12879,10327,5287,1489,81168
CED137,6430,3207,2120,1218,382,79,23407,152,936,942,759,590,441,160,29,4010,4138,17077,10929,6650,4671,2765,1073,291,47591,2503,3989,3590,3045,2516,1535,618,188,17975,1187,2667,2227,2219,2178,1332,687,231,12729,147,181,190,219,209,107,50,11,1115,161,343,382,547,651,499,219,79,2879,1495,3189,2803,2983,3040,1942,957,323,16733,144,343,292,218,237,225,115,51,1612,1656,3630,2278,1354,1163,1113,942,831,12961,10489,38717,27268,18210,14338,9234,4243,1791,124284
CED138,1309,1191,1107,983,274,45,5784,19,333,596,640,695,662,160,34,3142,587,4123,5034,4345,3332,2959,1034,234,21657,438,1844,2534,2754,2970,2440,1036,284,14298,1759,3844,4343,4767,5204,3785,1728,521,25962,242,222,234,269,315,257,64,21,1623,128,259,387,500,719,746,359,121,3227,2138,4321,4969,5539,6237,4791,2152,658,30812,50,91,109,125,184,234,150,81,1023,1395,1766,1929,1883,2061,2180,1888,1402,14494,4648,13329,16484,16467,16591,14245,6701,2742,91211
CED139,810,660,546,384,124,23,3331,50,369,411,461,422,329,87,9,2130,824,3554,3230,2557,1773,1394,531,144,14000,467,1468,1729,1988,1960,1464,616,185,9892,2857,5524,4789,4610,4581,2947,1125,279,26699,400,428,302,283,352,221,66,18,2076,151,246,278,473,636,568,239,69,2664,3410,6196,5371,5363,5566,3734,1434,361,31438,57,97,80,94,128,144,102,36,746,1876,1805,1710,1740,1924,1979,1591,852,13480,6708,14243,13343,12868,12316,9434,4482,1618,75019
CED140,1517,1301,1092,846,312,53,6201,66,299,480,549,575,529,155,22,2674,907,3904,4689,3789,2842,2364,976,250,19717,518,1583,2388,3031,2681,1940,980,231,13357,1888,3630,4080,4421,4586,2961,1602,447,23624,243,210,221,252,298,266,110,21,1620,147,211,318,539,712,774,427,111,3249,2281,4056,4617,5220,5595,4003,2139,578,28488,47,89,116,152,196,262,174,49,1085,800,970,1040,1089,1262,1511,1565,1285,9529,4654,11939,14846,15128,14232,11462,6300,2481,81049
CED141,1185,942,704,532,181,40,4372,46,273,478,477,470,423,92,14,2279,733,3613,4024,3136,2134,1697,750,141,16228,396,1556,2152,2536,2362,1657,804,198,11660,2307,4782,4782,5072,4983,3418,1833,541,27722,333,262,242,262,281,224,88,14,1694,168,208,295,489,699,699,373,103,3036,2802,5248,5324,5821,5961,4342,2292,658,32451,40,58,93,94,168,179,125,54,818,745,878,916,899,965,1266,1314,709,7700,4796,12391,14175,13910,12768,10102,5554,1815,75502
CED142,8517,4049,2612,1543,517,87,30390,125,1675,1316,868,679,439,130,7,5250,6693,27944,13876,6422,4133,2338,859,220,62484,1851,6072,4074,2630,1849,1089,444,124,18130,1258,3942,2362,1689,1375,783,332,81,11820,178,298,201,145,139,107,20,5,1096,169,480,382,427,411,285,122,30,2310,1604,4721,2945,2263,1931,1172,471,121,15230,214,492,322,211,164,149,95,28,1657,3045,6448,3680,2303,1816,1356,844,428,19919,14188,59762,34737,18743,13176,8095,3359,1010,153063
CED143,4251,3865,2481,1355,687,113,15512,41,527,849,975,786,562,205,26,3983,1907,9294,8986,8192,5325,3091,1505,482,38789,473,1760,2369,2941,2294,1651,1009,302,12796,729,1944,1786,1897,1761,1058,634,258,10060,109,87,100,171,183,144,66,21,876,88,159,281,481,582,517,350,120,2585,922,2193,2164,2553,2526,1719,1052,400,13524,29,163,170,194,174,157,176,44,1113,458,893,943,849,677,672,734,636,5859,3907,17500,19741,19570,14271,9217,5360,2005,91569
CED144,3229,1619,1011,467,125,33,10677,74,486,539,430,305,199,70,16,2108,2637,9030,6342,3797,2684,1313,506,174,26482,1231,2875,3256,2769,1900,907,322,140,13393,1271,2702,2704,2786,2224,1171,635,221,13721,197,189,209,251,201,93,31,8,1182,192,339,431,577,574,300,125,43,2587,1673,3231,3342,3604,2999,1571,794,274,17493,88,265,286,204,202,145,68,34,1292,1784,2778,2311,1803,1582,1203,967,776,13205,7683,22664,19300,14226,10687,5801,2854,1444,84660
CED145,4826,3715,2439,1653,753,158,17855,36,700,746,780,643,492,177,40,3619,2229,14542,9578,7051,4757,3228,1549,492,43430,473,2126,2055,2028,1653,1341,747,281,10714,433,1741,1285,1126,1004,775,550,203,7127,41,109,97,106,116,88,44,6,607,77,273,230,343,385,377,219,91,1992,550,2123,1613,1575,1508,1239,812,301,9721,40,257,201,149,170,208,159,59,1233,710,2032,1427,1007,786,843,1047,1120,8965,4146,25979,20451,16303,11959,9000,5243,2453,95533
CED146,2665,1256,670,283,56,12,7096,86,398,491,327,219,115,22,9,1666,2278,6900,5705,3459,2195,1184,285,46,22058,1044,2905,3685,3071,2057,849,268,56,13939,1990,4064,4224,4026,3185,1590,646,119,19853,269,289,358,324,259,108,26,8,1635,212,365,562,715,617,309,111,28,2912,2463,4717,5146,5066,4072,2006,778,156,24397,76,165,225,201,194,116,33,11,1026,1688,1929,2134,1678,1504,1085,853,577,11458,7785,19022,20052,15064,10914,5646,2300,861,81645
CED147,1190,943,756,733,315,77,4991,66,407,480,409,433,436,125,14,2376,867,3635,3404,2734,2045,1858,860,199,15604,618,2144,2575,2786,2289,1772,816,207,13213,2885,6039,5606,5444,5090,3267,1594,425,30353,332,336,311,318,348,225,88,22,1971,209,289,356,661,772,717,372,55,3436,3427,6660,6276,6423,6211,4211,2048,503,35756,46,67,99,131,167,211,133,43,898,1012,1085,1112,1139,1178,1338,1502,1044,9410,6072,14944,15133,14559,13073,10559,5804,2093,82242
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,15
CED201,3051,1561,1089,523,154,31,8748,93,563,854,741,607,379,115,23,3380,1691,6220,6611,4430,2967,1897,667,182,24664,813,2276,2980,3113,2532,1679,724,212,14323,1668,3715,3555,4163,3802,2364,1206,338,20812,255,209,229,191,170,138,39,12,1232,99,206,322,404,505,375,187,61,2161,2025,4131,4096,4758,4478,2871,1437,405,24198,32,100,131,108,139,156,91,38,790,658,930,936,811,825,868,982,741,6754,5447,16433,18661,15508,12634,8366,4165,1636,82857
CED202,1376,1225,1034,761,247,35,6036,47,543,835,862,789,706,170,29,3975,921,4080,4214,3325,2358,1889,710,146,17641,507,1803,2250,2364,2131,1688,681,162,11586,2099,5004,4445,4312,3806,2443,999,272,23378,330,343,267,214,191,156,47,11,1546,107,199,247,319,353,305,148,43,1730,2543,5543,4959,4846,4345,2902,1189,328,26657,32,76,75,94,90,111,62,30,576,1221,1206,1102,1289,1278,1478,1254,764,9598,5354,14528,14812,14007,12020,9544,4310,1494,76069
CED203,1177,1049,909,762,274,33,5349,68,576,900,918,838,665,159,21,4137,805,3820,4040,3240,2355,2073,817,187,17339,481,1685,2016,2235,2186,1908,883,177,11559,1860,4853,4305,4321,4106,2613,1176,302,23545,299,279,286,219,242,182,41,11,1559,121,184,236,335,399,332,161,59,1826,2285,5317,4829,4875,4753,3121,1385,373,26931,17,92,53,83,90,95,83,43,549,1108,1326,1234,1367,1477,1551,1514,1056,10635,4853,13865,14247,13757,12603,10169,5118,1888,76494
CED204,2509,1227,696,369,108,19,7439,95,551,605,531,404,231,75,11,2502,1704,6457,5324,3216,2232,1270,415,88,20713,1054,3038,3447,3049,2337,1252,437,134,14750,2010,4075,3857,4213,3793,2168,886,251,21259,319,286,263,253,218,116,40,7,1504,139,304,406,533,515,289,132,31,2342,2464,4667,4524,4996,4527,2581,1061,283,25109,75,169,189,136,146,152,73,34,965,1499,2286,1898,1584,1439,1295,1007,538,11551,7032,19541,18501,14751,11774,7149,3176,1102,83026
CED205,3166,911,432,193,38,0,7902,135,738,680,419,226,111,23,4,2334,1840,7326,5869,2470,1460,660,154,33,19809,1105,4130,4141,2447,1516,635,156,27,14167,2088,4761,3926,3155,2603,1096,400,82,18107,325,362,304,221,147,64,16,6,1438,214,443,487,443,363,142,51,16,2162,2619,5565,4714,3819,3110,1301,470,95,21700,79,202,263,144,107,69,30,4,909,1774,2633,2262,1518,1246,824,523,214,10991,7767,23538,21095,11745,8099,3798,1386,390,77811
CED206,1488,1091,769,572,209,26,5251,69,549,816,819,723,562,161,14,3707,888,4303,4373,3458,2445,1879,722,135,18206,670,2333,2935,3008,2478,1751,754,163,14087,2190,5555,5153,5317,4674,2731,1192,280,27083,312,228,259,222,215,138,61,9,1433,136,228,340,425,485,388,184,44,2225,2640,6004,5752,5967,5376,3256,1426,324,30750,29,89,66,97,101,123,99,33,630,794,887,927,1081,1076,971,862,454,7058,5127,15212,16355,15516,12960,9123,4238,1154,79684
CED207,6012,3684,2329,1238,569,110,20518,93,685,987,1136,999,667,281,56,4903,3790,9698,8887,7358,4971,3106,1583,563,39950,1373,2170,2471,2833,2500,1944,1318,472,15083,1243,1813,1505,2197,2019,1279,1087,472,11621,204,144,110,143,141,105,58,14,931,122,157,216,405,436,390,305,143,2168,1571,2110,1834,2741,2599,1774,1455,641,14721,91,144,200,161,173,189,162,79,1203,1335,1763,1193,1023,850,921,1121,1063,9272,8739,22676,21579,18931,14421,9834,6494,2981,105645
CED208,4435,2678,1523,653,169,28,14709,71,1084,1492,1390,946,484,89,13,5574,2116,11146,8586,5494,2802,1347,379,101,31968,893,2755,2723,2456,1629,777,258,85,11582,1151,2947,2484,2417,1905,1040,506,189,12639,202,201,165,168,121,73,14,5,946,84,211,274,387,358,184,76,39,1613,1435,3358,2928,2968,2382,1291,593,227,15192,43,143,160,124,90,82,41,21,708,930,1625,1292,1128,916,869,815,674,8253,5757,25080,21616,16243,10290,5501,2340,1144,87979
CED209,1611,1102,966,735,256,33,6428,65,660,936,823,775,701,208,22,4185,1233,5140,5395,3751,2667,2355,938,204,21684,666,2099,2706,2695,2377,2179,1005,256,13978,1775,4424,4652,4177,3751,2579,1164,344,22866,216,180,241,188,166,148,45,7,1179,120,188,293,330,332,400,202,65,1931,2108,4796,5186,4699,4247,3126,1413,415,25981,33,76,86,68,89,124,138,34,656,875,850,872,861,926,1210,1278,909,7771,5091,15210,16795,14003,12046,10434,5235,1876,80691
CED210,1699,1198,825,480,194,16,7006,73,775,868,782,618,433,116,15,3685,1494,5987,4957,3447,2381,1728,577,141,20709,760,2327,2375,2519,2027,1550,674,167,12406,2156,5059,4174,4103,3752,2261,981,323,22802,308,269,247,219,160,128,43,3,1383,127,223,263,327,346,298,147,45,1770,2597,5555,4684,4640,4257,2688,1170,379,25955,57,87,101,91,90,108,87,42,668,1219,1523,1337,1267,1166,1221,1187,658,9567,6376,18665,16012,13939,11370,8218,4008,1414,79998
CED211,3865,2127,1208,744,293,56,11318,65,710,1137,1107,885,692,237,42,4871,1655,6799,7988,5492,3281,2303,1031,284,28834,850,2123,2861,3134,2511,1894,1052,362,14791,1550,3184,3118,3636,3382,1899,1131,394,18305,194,193,204,186,152,130,38,8,1101,137,177,291,438,508,386,283,119,2337,1884,3552,3614,4257,4045,2419,1448,525,21744,33,93,150,108,128,152,124,63,853,561,871,901,871,796,894,1110,1170,7165,5162,17053,20514,17098,12859,9085,5300,2488,89569
CED212,1319,1070,713,454,145,31,4872,70,542,825,762,571,404,111,13,3293,873,4282,4593,3545,2207,1550,700,173,17932,681,2567,3315,3087,2312,1572,690,183,14401,1806,5209,5031,4926,4091,2393,1175,309,24932,271,256,285,217,212,142,38,8,1433,129,261,381,438,448,374,196,53,2282,2207,5720,5692,5585,4746,2915,1413,367,28645,39,91,109,106,112,118,102,52,727,1002,1328,1327,1382,1164,1126,1136,837,9311,4931,15602,17183,15531,11831,8135,4303,1664,79179
CED213,838,938,909,860,355,63,4654,39,299,572,690,767,685,242,31,3318,647,3052,3416,3438,2829,2747,1353,338,17831,539,1632,2246,2787,2568,2427,1322,371,13886,1580,3949,4029,4518,4418,3080,1653,504,23742,231,185,198,210,238,178,69,15,1333,93,214,274,410,444,468,304,100,2316,1910,4351,4496,5140,5112,3729,2036,624,27388,30,59,62,86,120,175,156,78,766,983,878,1055,1401,1404,1810,1891,1195,10623,4182,10916,12676,14485,13721,12437,7355,2695,78470
CED214,3165,1441,710,324,66,5,11274,82,975,1040,770,452,204,37,7,3566,2363,10862,7656,3934,1863,1020,304,55,28060,1104,3461,3047,2149,1409,727,199,57,12152,1389,3432,2973,2605,2169,1289,553,172,14582,223,280,259,221,175,82,17,0,1259,125,325,358,458,387,213,83,21,1973,1738,4037,3591,3286,2736,1585,650,197,17817,72,255,173,87,104,83,33,4,810,1613,3131,2145,1615,1441,1238,1042,787,13008,7372,27881,20812,13286,8710,5180,2328,1121,86687
CED215,6730,2510,1158,526,137,18,15580,96,820,1399,1055,660,315,71,12,4431,1669,8694,11912,5648,2745,1381,409,79,32541,850,3147,4208,3249,1851,975,333,75,14683,1397,3543,3711,3327,2548,1432,574,218,16750,177,200,189,179,143,87,20,6,1010,118,258,429,498,368,228,63,19,1988,1696,4005,4336,4005,3063,1742,663,242,19751,56,218,284,137,114,100,45,7,957,1201,2169,2090,1271,935,765,593,366,9390,5771,23347,30953,17877,10520,5808,2246,792,97324
CED216,652,522,530,436,138,23,3032,52,383,485,507,543,484,131,12,2596,616,2814,2436,1978,1929,1672,645,102,12197,328,1627,1808,2103,2238,1919,826,171,11009,1990,5200,4788,4804,5199,3736,1549,339,27605,256,315,318,256,269,196,52,10,1672,81,197,268,289,409,410,158,48,1862,2325,5714,5374,5349,5875,4343,1758,396,31131,30,65,73,74,102,126,98,28,592,1532,1619,1689,1654,2037,2379,1806,1085,13797,4935,12897,12516,12184,13256,11354,5409,1815,74366
CED217,3718,3713,2454,1334,542,136,14397,57,517,949,1446,1211,837,273,65,5349,2028,6202,7971,8726,5906,3689,1628,510,36659,578,1330,2031,2884,2532,2047,1120,425,12952,648,1428,1347,1921,1981,1211,740,319,9605,116,79,101,108,143,89,45,16,697,90,117,235,413,464,439,302,108,2176,854,1627,1680,2443,2595,1743,1091,442,12476,25,81,137,170,157,176,125,77,950,523,744,864,929,740,898,920,830,6461,4182,12882,17351,20310,15610,10726,5698,2483,89239
CED218,2595,1069,479,214,56,7,6752,87,627,771,581,323,130,35,4,2553,2043,6876,6680,4041,1978,1035,281,61,22986,899,3102,3694,2770,1678,747,253,43,13194,1664,3781,4151,3882,2930,1584,653,134,18775,241,233,288,260,197,95,15,0,1329,156,350,491,587,474,266,76,24,2429,2063,4362,4938,4730,3595,1949,742,164,22533,49,148,187,144,115,97,39,11,786,1335,2041,1836,1349,1045,915,566,266,9356,6664,19307,20691,14684,9211,5078,1970,550,78163
CED219,1623,700,417,233,68,9,4613,105,630,720,522,340,278,56,9,2658,988,4541,4472,2496,1362,915,273,56,15107,773,3114,3373,2430,1743,1057,371,77,12951,2202,6219,5550,4746,3754,2184,759,176,25590,298,356,335,271,203,125,15,7,1605,187,315,446,457,371,262,97,22,2164,2682,6890,6333,5474,4329,2565,873,205,29355,32,129,148,97,92,76,37,25,640,1269,1804,1674,1323,1126,1011,728,256,9197,5930,18599,18350,13047,9407,6137,2406,641,74515
CED220,4952,3184,2251,1415,636,132,19348,74,1145,1137,1284,1053,729,227,35,5698,3601,14043,9126,7108,5009,3390,1617,482,44383,835,2348,1956,2070,1916,1556,953,324,11962,779,2019,1292,1306,1212,767,460,186,8017,125,146,113,94,92,67,32,11,671,83,186,219,333,348,313,189,86,1741,982,2344,1622,1730,1653,1143,678,274,10434,60,192,159,142,131,151,117,51,1005,741,1690,1095,913,751,861,899,701,7660,6667,28180,20040,16434,12764,9254,5134,2008,100488
CED221,3101,982,347,161,44,9,7007,101,613,751,416,256,105,36,3,2275,1392,6243,6386,2898,1344,700,208,43,19216,1162,4219,4802,2814,1609,787,261,60,15715,2438,6084,5634,4483,3225,1562,595,138,24157,379,384,329,270,191,59,24,4,1636,190,415,501,466,365,204,78,18,2239,3003,6889,6456,5217,3787,1822,695,155,28032,60,163,226,126,100,74,36,8,801,1341,2117,1847,1289,1068,772,514,234,9171,7169,22488,23575,13743,8512,4424,1794,513,82217
CED222,4152,1859,895,428,135,39,14520,94,732,866,773,504,303,76,9,3348,3204,10531,8006,4852,2668,1588,552,180,31581,1351,3443,3274,2786,1945,1153,474,157,14571,1509,3000,2736,3015,2668,1783,958,308,15985,200,216,202,200,174,113,33,3,1144,154,325,380,486,466,262,175,59,2310,1866,3543,3322,3695,3305,2158,1165,372,19431,101,267,264,157,130,114,79,39,1152,1509,2533,1602,1250,1160,1101,1038,747,10936,8655,27536,21480,15374,10605,6844,3519,1535,95549
CED223,888,817,758,608,140,23,4055,51,467,687,800,782,676,189,16,3664,599,3114,3445,2906,2470,2199,746,173,15649,469,1719,2304,2604,2681,2170,884,208,13046,2314,5129,4988,5102,5221,3290,1309,317,27671,306,296,272,256,286,205,56,13,1692,152,189,222,389,451,414,214,60,2096,2777,5618,5479,5748,5958,3913,1573,388,31460,30,59,64,80,111,145,102,43,630,1631,1420,1475,1685,1981,2074,1733,863,12862,5597,13167,14337,14641,14743,11789,5370,1716,81372
CED224,3042,1877,1005,570,201,35,8892,66,562,1005,1047,730,419,126,32,3983,1509,6669,7417,5404,3018,1753,666,191,26629,710,2171,3179,3458,2308,1526,649,238,14241,1274,2997,3230,3677,3171,1882,973,363,17562,184,175,202,211,184,131,40,7,1127,90,194,374,501,507,380,154,80,2275,1550,3360,3807,4386,3859,2388,1160,447,20965,45,109,145,149,132,138,96,59,869,577,1058,1057,917,824,962,975,667,7026,4567,15986,19648,17241,11876,7755,3870,1669,82604
CED225,3785,2518,1666,1166,467,68,12634,61,777,1205,1392,1086,781,228,33,5565,1834,6669,7837,5937,3950,2738,992,279,30230,633,1848,2424,2877,2368,1862,839,232,13075,1349,2785,2751,3211,2994,1877,1056,335,16350,201,157,149,156,144,121,31,9,974,107,173,245,432,505,430,213,76,2183,1660,3118,3142,3802,3638,2429,1302,422,19509,44,86,135,115,121,141,102,35,781,649,843,885,829,804,910,858,560,6333,5030,16140,19411,17474,13632,10019,4786,1630,88127
CED226,4843,4496,3284,2025,947,249,20558,70,746,1082,1552,1434,984,352,83,6315,3411,9216,8396,8772,6569,4376,2106,797,43638,836,1514,1560,2349,2248,1986,1154,512,12159,812,1406,980,1195,1302,802,549,240,7289,136,104,85,89,109,83,37,16,660,76,115,172,321,365,365,198,116,1733,1030,1624,1239,1606,1772,1255,794,370,9685,58,124,142,150,149,174,125,76,995,660,844,817,801,698,719,754,607,5902,6377,18460,18085,19720,16151,11518,6234,2698,99244
CED227,2793,1124,532,297,97,4,6987,86,627,815,629,361,242,85,16,2855,1188,5508,6073,3273,1584,1066,379,86,19154,875,3612,4224,2922,1789,1028,456,101,15005,2054,6286,5285,4665,3350,1726,810,189,24370,365,300,291,187,165,93,24,6,1420,169,328,401,456,349,242,109,34,2089,2581,6914,5985,5308,3866,2065,941,229,27877,47,165,223,110,76,72,44,11,755,1148,1571,1422,1188,948,875,834,447,8438,6004,20463,21524,14552,9154,5646,2833,894,81080
CED228,6458,1495,569,289,80,8,14352,104,772,1123,570,343,184,45,0,3149,1804,8872,9495,3376,1636,966,226,39,26413,1140,4324,4595,2579,1750,843,259,39,15527,2331,5137,4582,3900,2955,1508,538,114,21068,308,348,288,212,188,94,17,0,1462,189,372,536,436,369,222,64,16,2206,2834,5850,5414,4548,3516,1823,620,134,24741,79,315,366,144,117,93,43,6,1166,1767,3027,2509,1415,1033,890,590,349,11581,8000,28357,29952,14121,8966,5100,1865,573,96928
CED229,5780,3422,2381,1543,616,90,21999,96,1349,1258,1268,1042,728,194,26,5971,3218,16587,10532,6818,4598,3180,1207,332,46465,1072,3390,2898,2378,1994,1537,672,200,14137,952,3087,2005,1631,1452,826,417,157,10521,165,207,138,129,88,65,29,5,824,96,285,309,363,372,283,155,52,1915,1221,3574,2450,2120,1906,1172,592,219,13260,80,321,215,146,121,142,83,39,1140,1181,2958,2148,1539,1300,1135,956,759,11969,7324,35880,25279,17692,13350,9432,4319,1657,114937
CED230,545,405,369,267,70,15,2451,43,402,450,525,498,369,102,8,2394,562,3109,2571,2098,1698,1332,498,124,11994,438,1643,1872,2187,2182,1636,626,156,10750,2189,5327,4648,4773,5089,3154,1151,268,26594,334,400,314,262,283,173,56,7,1836,134,219,301,376,409,328,119,38,1909,2659,5946,5259,5410,5775,3653,1332,306,30342,20,86,75,74,88,114,84,38,569,1714,1805,1812,1989,2382,2650,2136,1259,15745,5513,13707,12593,12690,13002,10006,4838,1901,74245
CED231,3338,1904,1243,712,156,23,11204,75,864,1112,1051,821,512,127,21,4590,2363,8432,7562,5384,3154,1821,498,115,29326,760,2272,2463,2583,1914,1232,517,146,11891,1047,2966,2623,2858,2338,1513,893,297,14548,151,210,164,156,154,88,35,4,963,110,228,309,464,389,290,147,53,1996,1310,3413,3095,3481,2885,1894,1078,352,17505,21,120,125,110,98,95,70,20,661,792,1425,1200,1039,882,897,848,459,7539,5522,20161,18891,15544,11002,7167,3295,1134,82713
CED232,2163,1254,785,499,172,22,6536,62,577,978,894,670,405,82,21,3685,993,4583,5590,3634,2117,1464,507,91,18962,724,2635,3482,2931,2076,1393,506,81,13825,2019,5143,5291,4842,3728,1987,802,152,23972,263,250,231,214,171,96,32,3,1277,146,262,389,468,371,301,120,39,2101,2431,5663,5917,5528,4276,2385,956,192,27346,30,93,148,114,100,99,70,25,680,1017,1074,1157,1137,1011,911,668,284,7260,5319,16191,19424,15488,11037,7159,2967,718,78307
