SOSR_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85_yr_over_Married,M_85_yr_over_Separated,M_85_yr_over_Divorced,M_85_yr_over_Widowed,M_85_yr_over_Never_married,M_85_yr_over_Tot,M_OS_visitors_Married,M_OS_visitors_Separated,M_OS_visitors_Divorced,M_OS_visitors_Widowed,M_OS_visitors_Never_married,M_OS_visitors_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85_yr_over_Married,F_85_yr_over_Separated,F_85_yr_over_Divorced,F_85_yr_over_Widowed,F_85_yr_over_Never_married,F_85_yr_over_Tot,F_OS_visitors_Married,F_OS_visitors_Separated,F_OS_visitors_Divorced,F_OS_visitors_Widowed,F_OS_visitors_Never_married,F_OS_visitors_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85_yr_over_Married,P_85_yr_over_Separated,P_85_yr_over_Divorced,P_85_yr_over_Widowed,P_85_yr_over_Never_married,P_85_yr_over_Tot,P_OS_vis_Married,P_OS_vis_Separated,P_OS_vis_Divorced,P_OS_vis_Widowed,P_OS_vis_Never_married,P_OS_vis_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
SOSR715,64,5,3,0,766,833,198,8,0,3,504,715,652,26,17,10,879,1583,743,46,52,11,545,1398,589,55,81,24,354,1101,413,74,115,44,175,825,216,26,51,39,50,384,43,0,11,17,6,87,5,0,3,4,0,10,5,0,6,0,11,14,2921,241,337,158,3292,6945,81,6,0,0,638,726,261,9,0,4,444,718,709,41,26,29,916,1716,713,65,60,46,511,1390,521,59,97,74,351,1106,357,44,96,122,165,785,134,19,37,80,46,312,18,6,6,43,11,82,0,0,0,11,0,18,11,0,0,0,16,26,2799,252,326,399,3095,6879,144,4,0,0,1402,1560,456,20,3,9,941,1430,1354,67,44,35,1797,3301,1452,116,112,56,1052,2786,1113,113,180,97,706,2208,775,121,206,164,345,1610,352,36,91,120,94,696,59,5,19,66,17,165,8,0,4,13,4,27,12,0,4,0,22,43,5723,492,663,558,6390,13831
SOSR721,43,4,0,0,473,511,151,9,0,0,378,541,485,16,25,4,629,1167,529,27,34,3,352,950,470,51,87,20,237,862,488,32,64,21,130,736,293,19,49,22,47,434,63,0,14,22,9,106,3,0,0,0,3,12,7,0,0,0,24,28,2525,160,286,101,2275,5346,71,0,0,0,441,510,162,10,5,4,398,574,560,41,15,22,638,1275,522,39,44,21,348,980,455,43,66,51,248,864,420,30,121,102,162,833,210,19,45,74,57,409,27,8,7,34,7,76,0,0,0,15,3,17,10,0,0,0,24,33,2431,192,309,317,2324,5577,107,3,0,0,909,1029,313,16,5,4,776,1114,1049,64,43,28,1265,2442,1053,68,86,27,699,1924,921,97,152,71,480,1723,906,64,183,126,291,1569,511,38,95,101,99,844,87,11,19,53,23,185,3,0,0,13,11,24,15,0,3,0,48,65,4960,355,591,414,4596,10920
SOSR722,44,0,0,0,440,481,180,9,0,0,286,485,458,14,17,5,522,1013,468,25,43,5,286,829,410,34,43,16,230,739,461,41,95,26,140,757,465,19,95,38,68,678,95,4,23,16,15,160,9,0,0,12,0,21,0,0,0,0,3,9,2597,158,315,123,1992,5171,69,0,0,0,375,448,201,7,0,0,279,494,532,48,25,7,490,1107,484,48,26,18,294,868,423,32,102,49,263,863,490,34,97,105,147,877,353,15,75,118,54,618,33,0,12,54,13,116,5,0,0,11,0,12,0,3,0,0,3,8,2592,196,343,366,1917,5410,116,0,0,0,812,929,384,20,8,3,565,978,993,65,35,15,1014,2120,949,75,66,24,580,1699,831,70,138,66,497,1597,955,71,193,128,283,1631,821,41,166,157,120,1303,135,14,34,72,29,281,5,0,0,21,3,34,3,3,0,0,4,17,5189,349,653,487,3909,10585
SOSR731,39,6,0,0,1213,1256,182,9,3,0,1317,1515,1034,61,43,3,2350,3494,1735,121,138,5,1210,3209,1978,178,386,32,980,3556,2271,165,525,87,664,3708,2209,142,449,130,246,3175,565,41,111,79,46,835,31,0,9,22,9,67,82,0,17,5,139,248,10124,726,1678,368,8171,21060,57,0,0,0,1068,1125,179,7,3,4,992,1185,995,47,62,10,1812,2932,1553,105,174,37,918,2797,1717,141,336,78,717,2989,2137,131,466,205,418,3350,1769,64,326,273,134,2568,283,10,72,161,22,539,13,0,3,49,8,75,15,0,4,7,76,98,8733,508,1438,816,6155,17650,95,3,0,0,2280,2380,370,16,8,4,2312,2699,2029,103,111,17,4160,6425,3288,231,314,42,2130,6001,3696,323,720,112,1696,6547,4411,291,994,291,1074,7058,3980,205,774,405,380,5743,844,48,177,242,65,1378,50,0,16,68,13,145,98,0,16,10,217,343,18846,1235,3121,1183,14334,38714
SOSR779,0,0,0,0,10,10,0,0,0,0,17,17,14,5,0,0,32,51,47,6,10,0,42,101,70,6,15,0,29,111,48,0,21,0,23,97,20,0,0,0,0,19,3,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,12,204,18,53,4,151,429,0,0,0,0,0,0,3,0,0,0,9,15,0,0,0,0,12,12,0,0,3,0,0,3,4,0,6,0,0,7,0,0,4,0,3,12,17,0,4,0,0,21,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,7,27,0,14,0,34,67,0,0,0,0,11,11,3,0,0,0,25,27,14,5,0,0,44,58,47,6,14,0,51,105,70,6,22,0,27,120,50,0,25,0,22,106,33,0,3,0,0,42,4,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,6,17,223,18,69,4,182,494
SOSR802,6,0,0,0,13367,13381,372,14,6,3,16763,17161,12074,405,536,23,25510,38545,21752,995,1780,64,9562,34158,17818,1188,2869,118,5744,27736,14168,899,2953,278,3201,21494,11639,490,2103,642,1274,16146,6297,215,815,918,321,8571,1684,38,158,898,76,2856,267,9,39,11,169,494,86080,4243,11262,2953,75993,180542,11,0,6,4,12984,13001,890,35,31,4,16271,17233,15522,643,811,31,21884,38891,22126,1311,2462,147,8805,34854,17097,1430,3963,419,5238,28151,13635,979,4485,1074,2945,23111,10638,593,3704,2489,1182,18615,4693,185,1529,3650,376,10430,828,29,376,2971,126,4333,261,8,34,71,149,523,85700,5205,17405,10861,69962,189138,15,0,8,0,26353,26383,1268,46,39,8,33032,34392,27594,1043,1348,51,47398,77435,43882,2305,4246,212,18366,69014,34913,2617,6834,536,10984,55886,27798,1875,7433,1349,6147,44609,22277,1079,5808,3133,2456,34756,10994,397,2341,4569,703,18995,2513,69,537,3867,206,7190,532,19,72,90,312,1016,171781,9453,28672,13819,145956,369675
SOSR822,0,0,0,0,28,28,0,0,0,0,13,13,10,0,5,0,16,30,31,3,0,0,19,47,41,0,0,0,8,47,23,0,0,0,0,25,23,0,5,3,0,30,11,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,136,9,13,10,81,239,0,0,0,0,23,23,0,0,0,0,17,17,8,0,0,0,11,23,31,0,3,0,10,46,31,0,8,5,7,52,31,0,7,0,0,41,23,0,0,0,0,25,8,0,0,10,0,16,0,0,0,3,0,3,0,0,0,0,0,0,141,5,17,9,65,239,0,0,0,0,47,47,0,0,0,0,24,24,25,0,4,0,27,54,65,3,7,0,28,94,76,0,7,5,16,99,50,4,8,6,0,69,49,0,3,3,0,55,16,0,0,10,0,33,0,0,0,3,0,6,0,0,0,0,0,0,276,11,33,22,145,479
SOSR831,0,0,0,0,33,33,0,0,0,0,55,55,14,3,0,0,58,70,16,6,4,0,10,30,21,0,4,0,7,38,24,6,0,0,5,30,24,0,6,0,0,33,4,0,4,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,103,12,19,0,169,303,0,0,0,0,19,19,0,0,0,0,36,36,15,6,0,0,42,58,14,5,4,0,9,30,19,0,0,0,14,32,25,4,7,0,9,45,15,0,3,0,0,21,7,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,100,11,19,8,121,255,0,0,0,0,51,51,0,0,0,0,87,87,28,4,0,0,99,133,32,6,7,0,15,61,41,3,4,0,22,71,50,8,9,0,11,74,44,0,11,0,0,58,7,0,4,0,0,9,3,0,0,0,0,7,0,0,0,0,0,0,207,19,32,7,289,553
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR915,0,0,0,0,27,27,0,0,0,0,37,36,50,0,0,0,107,159,61,0,6,3,41,110,70,8,25,0,25,125,71,9,20,0,16,117,86,4,10,3,14,113,16,5,0,3,0,24,4,0,0,0,0,4,0,0,0,0,0,5,358,26,67,9,270,728,0,0,0,0,32,32,0,0,0,0,28,28,39,8,0,0,57,106,79,3,10,0,41,131,77,3,22,3,23,127,67,10,14,0,8,111,34,0,8,10,7,57,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,311,24,53,16,197,604,0,0,0,0,59,59,0,0,0,0,64,67,89,8,5,0,166,261,139,7,21,3,79,240,150,10,44,3,49,258,145,18,39,0,32,227,119,10,12,10,22,175,25,5,4,9,0,36,4,0,0,0,0,4,0,0,0,0,7,6,664,49,120,29,465,1332
SOSR921,0,0,0,0,40,40,0,0,0,0,27,29,13,0,0,0,42,59,43,7,6,0,39,97,57,11,11,0,31,113,94,14,53,3,28,185,87,5,23,0,7,124,43,0,9,9,4,64,8,0,0,5,0,13,0,0,0,0,4,5,343,37,108,17,230,733,0,0,0,0,40,40,0,0,0,0,37,35,16,3,0,0,59,74,50,4,3,0,56,112,54,13,31,0,36,133,95,9,59,3,23,196,81,4,30,24,17,156,29,0,12,28,0,72,4,0,4,15,0,20,0,0,0,0,0,3,327,34,143,72,262,841,0,0,0,0,83,83,4,0,0,0,64,70,30,3,0,0,99,133,97,12,11,0,91,209,111,19,43,0,69,247,191,26,109,7,51,379,168,7,59,24,19,279,68,0,22,35,6,139,13,0,9,22,0,37,3,0,0,0,3,8,673,72,254,89,485,1578
SOSR922,0,0,0,0,30,30,5,0,0,0,42,48,29,0,0,0,58,85,41,0,0,0,12,60,35,0,3,0,7,51,69,0,7,4,5,84,44,4,0,0,0,49,25,0,0,3,0,31,3,0,0,0,0,3,0,0,0,0,3,3,251,5,15,15,160,445,0,0,0,0,21,21,9,0,0,0,24,39,28,0,0,0,41,75,36,0,4,0,17,53,33,0,8,0,11,50,67,0,7,0,5,75,40,0,4,6,0,41,15,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,5,5,227,8,17,12,117,377,0,0,0,0,50,50,14,0,0,0,71,86,59,5,0,0,95,160,79,0,8,0,27,116,73,5,10,0,18,100,130,10,9,4,11,164,80,4,4,5,4,92,40,0,0,7,0,45,3,0,0,3,0,10,0,0,0,0,3,3,484,17,35,21,277,828
SOSR931,0,0,0,0,17,17,3,0,0,0,30,38,24,4,5,0,112,139,39,4,8,0,47,99,48,9,8,0,31,95,35,0,11,4,9,58,41,3,8,6,7,70,21,5,0,6,0,26,0,0,0,4,0,9,0,0,3,0,0,4,211,30,38,16,254,554,0,0,0,0,19,15,0,0,0,0,19,19,16,0,0,0,30,44,15,0,3,0,10,33,34,3,11,4,21,70,28,6,7,5,12,60,26,0,7,8,3,49,18,0,3,16,0,41,0,0,0,6,0,4,0,0,0,0,0,0,142,16,37,32,112,340,0,0,0,0,30,37,4,0,0,0,51,52,35,6,5,0,138,186,62,10,3,0,58,130,79,10,21,4,53,162,58,6,16,6,27,121,72,9,18,13,12,120,36,5,8,21,0,69,0,0,0,6,0,10,0,0,3,0,3,5,351,48,72,52,368,893
SOSR979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
