UCL_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
UCL214001,23,132,0,159,737,53,0,950,0,105,0,102,741,44,0,890,0,20,0,20,496,43,0,557,0,0,0,0,241,19,0,269,849,434,44,1321,4206,372,9,5907
UCL214002,34,85,0,116,371,0,0,489,10,76,0,86,381,7,0,475,0,13,0,13,233,14,0,258,0,0,0,0,103,12,0,117,1404,276,46,1729,2656,146,0,4531
UCL214003,35,152,0,193,1118,106,0,1416,6,142,0,150,1193,87,0,1434,7,18,0,22,889,106,0,1022,0,0,0,0,419,74,0,496,1014,477,55,1548,6006,762,9,8316
UCL214004,18,58,0,80,516,21,0,621,7,63,0,77,603,42,0,723,3,17,0,16,488,34,0,542,0,0,0,0,206,23,0,225,664,238,27,927,3236,306,11,4471
UCL214005,3,15,0,24,108,3,0,134,0,14,0,14,133,4,0,162,0,3,0,3,65,5,0,75,0,0,0,0,17,4,0,25,140,61,3,207,566,48,0,823
UCL214006,41,101,0,149,833,65,0,1047,5,149,0,155,1040,91,3,1293,0,17,0,17,614,70,0,703,0,0,0,0,222,76,0,293,828,353,33,1217,4047,458,9,5728
UCL214007,18,67,3,85,357,21,3,460,3,37,0,40,216,11,0,274,0,3,0,4,89,0,0,90,0,0,0,0,15,0,0,16,1052,187,24,1260,2476,182,5,3926
UCL214008,44,129,8,173,1023,49,0,1244,9,136,0,139,1006,59,0,1209,4,42,0,47,730,65,0,839,0,0,0,0,360,42,0,406,1350,472,51,1873,5623,431,7,7934
UCL214009,51,180,0,230,950,73,0,1248,7,172,0,175,804,46,0,1027,3,30,0,29,614,51,0,697,0,3,0,3,277,23,0,295,1332,507,53,1901,4858,388,4,7143
UCL214010,32,127,0,159,707,17,0,888,10,160,0,169,934,43,0,1142,6,23,0,24,608,41,0,680,0,0,0,0,200,25,0,232,807,390,30,1235,3594,201,3,5033
UCL214011,45,111,6,166,753,63,5,978,4,109,0,114,751,52,4,918,0,17,0,18,560,45,0,621,0,3,0,3,219,19,0,244,1519,411,44,1977,4713,425,7,7122
UCL214012,18,110,3,132,603,28,0,758,9,85,0,92,619,49,0,761,0,21,0,22,492,61,0,572,0,0,0,0,248,61,3,311,822,304,33,1155,3429,360,4,4946
UCL214013,23,72,0,96,485,17,0,599,6,100,0,102,490,20,0,611,0,27,0,22,406,21,0,451,0,0,0,0,237,27,0,263,810,272,37,1112,2957,189,9,4273
UCL214014,17,108,0,131,740,101,3,964,6,99,0,107,1067,103,0,1282,0,21,0,19,630,79,0,730,0,0,0,0,221,44,0,264,674,330,30,1031,3951,632,6,5622
UCL214015,27,104,0,131,531,23,0,682,6,99,0,102,617,44,0,762,0,20,0,26,438,40,0,501,0,0,0,5,192,21,0,213,886,336,36,1257,3015,251,0,4531
UCL214016,28,99,4,135,845,50,0,1035,10,116,0,129,1019,69,0,1220,8,29,0,31,831,87,5,946,0,0,0,3,329,48,0,376,887,378,54,1323,4832,458,3,6613
UCL214017,39,102,0,149,670,43,0,862,5,255,0,263,847,69,0,1175,5,50,0,51,634,58,0,743,0,0,0,0,272,15,0,290,632,456,7,1098,3326,277,9,4708
UCL214018,42,184,6,237,1299,84,0,1622,17,255,0,270,1681,130,0,2085,0,31,0,31,873,125,0,1031,0,0,0,0,207,82,0,287,857,607,44,1500,5845,588,3,7936
UCL214019,21,98,0,120,662,82,0,859,6,71,0,82,639,57,0,773,0,14,0,14,385,25,0,426,0,0,0,0,187,16,0,201,724,288,26,1042,3583,485,0,5117
UCL214020,25,81,5,112,618,57,0,789,6,68,0,77,628,70,0,772,0,10,0,10,398,80,0,494,0,3,0,0,139,76,0,214,692,259,33,987,3249,477,5,4717
UCL214021,29,69,0,98,435,21,0,552,8,90,0,96,410,26,0,530,0,11,0,12,286,31,0,327,0,0,0,0,179,31,0,209,976,264,17,1258,2894,211,3,4363
UCL214022,37,126,5,163,928,64,0,1156,4,120,0,121,1103,92,0,1317,0,23,0,23,749,92,0,867,0,3,0,3,304,68,0,374,1020,413,49,1481,5109,526,8,7132
UCL215001,16,44,0,60,302,16,0,374,0,58,0,62,221,28,0,305,0,10,0,10,99,11,0,115,0,0,0,0,25,0,0,27,189,123,14,318,973,95,4,1391
UCL215002,21,19,0,38,319,22,0,374,3,48,0,54,361,13,0,425,0,8,0,8,236,21,0,261,0,0,0,0,96,0,0,98,331,105,16,449,1547,120,0,2123
UCL215003,21,77,3,106,433,21,0,560,0,125,0,128,438,29,0,590,0,18,0,16,250,14,0,293,0,0,0,0,100,8,0,103,453,243,17,718,1949,142,3,2814
UCL215004,7,15,0,19,225,31,0,277,0,42,0,42,177,28,0,246,0,3,0,3,100,14,0,121,0,0,0,0,35,10,0,44,177,79,3,267,935,158,3,1359
UCL215005,0,6,0,9,116,10,0,142,0,11,0,12,177,15,0,204,0,0,0,0,98,16,0,114,0,0,0,0,43,7,0,54,142,41,3,187,647,98,0,931
UCL215006,11,44,0,59,285,15,0,360,5,46,0,43,229,20,0,290,0,12,0,12,161,6,0,181,0,0,0,0,63,8,0,75,429,146,10,589,1401,93,5,2086
UCL215007,15,48,0,65,256,12,0,334,10,86,0,91,234,9,0,341,0,22,0,22,203,13,0,234,0,0,0,0,76,5,0,77,433,180,20,630,1251,99,0,1987
UCL215008,9,37,3,53,166,0,0,221,0,17,0,17,132,3,0,147,0,4,0,4,41,0,0,43,0,0,0,0,11,0,0,11,429,99,23,555,838,33,0,1416
UCL215009,3,17,0,24,131,13,0,162,0,24,0,24,147,17,0,186,0,3,0,3,92,3,0,99,0,0,0,0,16,4,0,14,99,57,4,166,559,80,0,801
UCL215010,16,52,0,66,227,15,0,301,0,42,0,42,154,14,0,210,0,13,0,13,78,4,0,94,0,0,0,0,30,3,0,33,455,133,4,595,1045,90,0,1734
UCL215011,4,12,0,22,131,13,0,165,0,21,0,17,172,15,0,205,0,0,0,0,114,16,0,131,0,0,0,0,44,13,0,52,117,57,8,175,718,86,0,983
UCL215012,23,41,0,59,388,14,0,467,5,61,0,69,450,16,0,533,0,14,0,10,271,17,0,294,0,0,0,0,103,9,0,108,501,162,5,673,1923,112,0,2703
UCL215013,15,55,0,67,205,14,3,289,0,34,0,34,100,4,0,136,0,3,0,0,24,0,0,23,0,0,0,0,4,0,0,4,1046,163,25,1231,1588,128,10,2955
UCL215014,0,25,0,27,122,8,0,155,3,9,0,12,80,5,0,96,0,4,0,4,45,4,0,49,0,0,0,0,12,0,0,12,242,61,11,310,599,43,0,956
UCL215015,16,39,0,58,288,31,0,375,3,27,0,32,307,22,0,363,0,12,0,12,199,35,0,245,0,0,0,0,57,23,0,78,339,108,15,467,1496,279,5,2246
UCL215016,20,57,0,73,410,24,0,508,4,40,4,48,329,15,0,397,0,4,0,6,187,14,0,206,0,0,0,0,61,12,0,73,669,196,39,905,2149,176,5,3236
UCL215017,9,60,0,68,233,19,0,318,0,35,0,35,178,7,0,221,0,9,0,9,148,17,0,173,0,0,0,0,65,13,0,76,495,160,20,674,1260,142,3,2081
UCL215018,5,43,0,57,338,24,0,413,6,39,0,42,373,19,0,440,0,9,0,9,295,26,0,331,0,0,0,0,108,11,0,120,340,142,11,493,1792,166,0,2445
UCL215019,24,31,0,53,249,28,0,329,0,37,0,39,196,37,0,270,0,7,0,7,73,18,0,95,0,0,0,0,21,0,0,18,394,105,14,512,1103,229,0,1843
UCL215020,10,16,0,24,197,15,0,232,0,8,0,8,210,17,0,240,0,5,0,5,168,18,0,187,0,0,0,0,88,10,0,96,121,53,7,185,916,88,0,1188
UCL215021,0,27,0,30,165,9,0,198,0,13,0,12,164,21,0,194,0,4,0,4,87,7,0,100,0,0,0,0,16,3,0,17,161,61,4,224,716,90,0,1025
UCL215022,26,80,0,111,449,24,0,584,4,81,0,83,422,20,0,531,0,12,0,19,250,12,0,279,0,0,0,0,40,7,0,42,692,280,16,989,2410,336,4,3743
UCL215023,6,36,0,44,165,7,0,210,0,33,0,33,149,12,0,186,0,8,0,10,138,7,0,158,0,0,0,0,71,4,0,77,182,116,3,299,861,64,0,1228
UCL215024,8,24,0,29,180,20,0,233,9,32,0,40,295,19,0,351,0,9,0,8,204,23,0,239,0,0,0,0,109,14,0,123,211,100,12,325,1124,125,0,1578
UCL215025,3,33,0,34,164,10,0,207,0,18,0,15,186,9,0,219,0,0,0,0,74,4,0,76,0,0,0,0,14,7,0,19,120,54,10,178,641,57,0,874
UCL215026,4,15,0,24,157,13,0,191,0,16,0,20,156,11,0,190,0,0,0,0,91,14,0,105,0,0,0,0,18,0,0,17,140,54,5,200,647,90,0,942
UCL215027,6,13,0,17,147,11,0,175,0,6,0,6,132,15,0,157,0,6,0,6,102,17,0,124,0,0,0,0,60,15,0,73,131,54,3,190,665,113,0,969
UCL215028,9,60,0,73,310,42,0,425,0,43,0,50,339,41,0,423,3,9,0,12,226,36,0,280,0,0,0,0,98,38,0,136,352,154,15,522,1573,266,3,2360
UCL215029,32,51,0,80,581,39,0,709,8,71,0,78,510,57,0,641,3,15,0,17,268,41,0,320,0,0,0,0,115,28,0,148,434,197,23,650,2404,252,4,3312
UCL215030,4,26,0,29,180,7,0,214,8,22,0,29,165,6,0,205,0,0,0,0,130,12,0,138,0,0,0,0,57,14,0,73,141,70,7,213,851,66,0,1140
UCL215031,0,18,0,16,169,16,0,208,5,25,0,22,165,11,0,200,0,0,0,0,128,12,0,140,0,0,0,0,71,13,0,91,144,66,5,216,822,107,0,1146
UCL215032,8,43,0,47,327,39,0,416,5,59,0,61,418,40,0,517,0,13,0,13,294,22,0,333,0,0,0,0,170,17,0,192,362,165,21,547,1866,213,0,2626
UCL215033,9,30,0,39,188,8,0,228,0,26,0,26,144,0,0,175,0,4,0,5,33,0,0,33,0,0,0,0,3,0,0,3,740,108,21,873,1083,41,0,1994
UCL215034,6,15,0,21,142,11,0,174,0,17,0,14,207,15,5,248,0,3,0,3,183,19,0,209,0,0,0,0,103,6,0,112,92,49,7,148,898,88,5,1137
UCL215035,3,24,0,28,129,19,0,167,0,37,0,43,111,17,0,175,0,3,0,3,84,12,0,99,0,0,0,0,17,3,0,26,309,103,7,427,727,95,0,1245
UCL215036,13,12,0,18,132,8,0,164,0,27,0,30,81,9,0,123,0,0,0,0,58,7,0,65,0,0,0,0,13,0,0,12,202,62,9,273,598,72,0,942
UCL215037,3,40,0,47,171,9,0,227,0,27,0,31,180,15,0,227,0,0,0,0,94,16,0,109,0,0,0,0,14,3,0,18,182,98,4,285,784,93,0,1168
UCL215038,7,19,0,30,239,32,0,298,0,17,0,22,299,21,0,343,0,3,0,4,206,22,0,237,0,0,0,0,95,14,0,108,164,65,7,240,1181,180,0,1600
UCL215039,10,18,0,31,144,18,0,192,3,34,0,32,187,28,0,245,0,8,0,8,131,8,0,146,0,0,0,0,55,3,0,61,198,92,9,302,823,134,0,1259
UCL215040,0,27,0,29,151,17,0,202,4,18,0,21,175,24,0,227,0,0,0,0,84,12,0,91,0,0,0,0,45,16,0,58,148,76,9,226,732,133,0,1094
UCL215041,7,65,0,70,419,30,0,515,4,55,0,58,418,44,0,517,3,3,0,11,349,31,0,387,0,0,0,0,183,19,0,201,459,190,16,672,2140,247,8,3068
UCL215042,6,30,0,34,146,11,0,191,0,12,3,20,100,8,0,125,0,3,0,3,42,0,0,47,0,0,0,0,0,0,0,6,197,65,11,275,663,70,0,1007
UCL215043,6,49,0,57,232,7,0,299,3,16,0,19,196,12,0,225,0,11,0,14,116,7,0,134,0,5,0,5,80,11,0,95,702,152,37,891,1510,86,6,2490
UCL215044,4,48,0,51,161,9,0,222,0,31,0,31,156,10,0,190,0,11,0,11,77,19,0,99,0,0,0,0,22,8,0,33,295,114,11,425,813,81,0,1324
UCL215045,31,76,4,106,374,27,0,509,0,72,0,75,424,23,0,522,0,11,0,11,271,23,0,305,0,6,0,6,158,19,0,176,534,245,24,810,2152,181,9,3154
UCL215046,7,26,0,42,172,15,0,232,6,30,0,35,159,13,0,205,0,0,0,0,78,10,0,82,0,0,0,0,17,0,0,19,305,99,8,410,847,78,0,1341
UCL215047,5,45,0,47,147,6,0,200,0,32,0,32,118,20,0,163,0,0,0,0,82,8,0,91,0,0,0,0,27,4,0,29,416,139,16,568,972,98,0,1634
UCL215048,11,27,0,35,161,17,0,211,4,14,0,11,127,7,0,150,0,3,0,4,69,7,0,80,0,0,0,0,14,0,0,21,349,77,23,450,870,99,0,1425
UCL215049,17,22,0,36,201,24,0,262,9,67,0,71,207,23,0,308,0,3,0,3,101,10,0,116,0,0,0,0,41,19,0,55,181,114,5,300,915,107,0,1325
UCL215050,23,47,0,70,331,16,0,411,0,93,3,93,290,25,0,414,0,9,0,9,154,4,0,171,0,0,0,0,19,4,0,28,555,181,23,761,1407,120,4,2282
UCL215051,20,88,0,101,440,23,0,566,3,73,0,76,477,32,0,581,0,13,0,14,336,18,0,369,0,3,0,3,135,8,0,143,658,256,40,953,2428,185,8,3574
UCL215052,4,31,0,38,228,13,0,278,0,32,0,31,278,14,0,331,0,4,0,4,147,9,0,161,0,0,0,0,57,0,0,59,135,90,3,231,978,57,0,1263
UCL215053,16,62,0,78,439,27,0,545,0,66,0,70,402,24,0,498,4,19,0,22,294,26,0,340,0,3,0,3,129,8,0,140,632,212,28,873,2103,196,4,3178
UCL215054,3,38,5,45,234,30,0,299,0,19,0,18,193,22,0,243,0,5,0,4,133,25,0,164,0,0,0,0,90,16,0,105,249,96,12,356,1122,181,0,1667
UCL215055,11,28,0,33,282,14,0,339,0,40,0,37,355,13,0,408,0,6,0,8,148,11,0,165,0,0,0,0,19,3,0,21,168,77,3,250,1092,86,0,1436
UCL215056,3,20,0,26,181,16,0,221,0,11,0,12,132,15,0,160,0,6,0,6,47,11,0,60,0,0,0,0,23,0,0,26,235,58,13,309,802,138,0,1247
UCL215057,9,37,0,42,186,16,0,244,0,34,0,37,163,5,0,212,3,12,0,11,107,13,0,134,0,0,0,0,62,5,0,67,294,113,13,415,875,79,0,1373
UCL215058,9,16,0,20,146,16,0,183,0,10,0,13,143,15,0,181,0,7,0,7,110,7,0,117,0,0,0,0,53,6,0,57,140,53,11,201,680,72,0,959
UCL215059,15,19,0,38,271,16,0,329,5,40,0,43,335,18,0,401,0,8,0,5,164,11,0,177,0,0,0,0,59,6,0,63,329,97,11,434,1361,115,3,1914
UCL215060,15,45,0,55,334,13,0,409,0,40,0,40,291,19,0,355,0,7,0,7,252,18,0,275,0,0,0,0,146,12,0,154,369,133,21,521,1725,113,3,2366
UCL215061,9,29,0,34,246,22,0,298,7,29,0,29,276,22,0,329,0,10,0,10,162,24,0,193,0,0,0,0,68,23,0,93,263,99,6,369,1203,134,3,1713
UCL215062,9,35,0,44,175,12,0,223,0,18,0,22,178,20,0,224,0,6,0,3,130,5,0,142,0,0,0,0,71,4,0,72,214,89,4,303,909,81,0,1293
UCL215063,8,18,0,26,102,0,0,129,3,14,0,19,133,7,0,162,0,0,0,0,86,8,0,88,0,0,0,0,33,7,0,41,162,63,10,228,594,45,0,868
UCL215064,8,19,0,31,207,8,0,250,0,20,0,23,173,14,0,204,0,6,0,6,187,17,0,211,0,0,0,0,109,17,0,120,220,84,12,318,1238,100,0,1654
UCL215065,19,66,0,85,395,63,0,545,6,63,0,69,421,64,0,559,0,6,0,6,333,43,0,393,0,0,0,0,173,25,0,189,440,222,25,685,2165,469,0,3317
UCL215066,11,34,3,46,259,24,0,331,3,25,0,28,274,32,0,336,0,6,0,10,188,27,0,222,0,0,0,0,69,9,0,81,208,90,16,316,1171,214,0,1698
UCL215067,0,17,0,17,107,15,0,144,0,13,0,11,140,8,0,166,0,0,0,0,79,11,0,97,0,0,0,0,71,5,0,75,118,40,4,157,654,84,0,901
UCL215068,18,44,0,64,497,13,0,571,6,65,0,71,761,32,0,864,0,10,0,10,510,25,0,547,0,0,0,0,180,8,0,188,288,161,8,460,2521,105,0,3097
UCL215069,12,62,0,75,376,30,0,477,4,119,0,123,453,49,0,626,0,19,0,20,304,26,0,348,0,0,0,0,133,24,0,153,519,261,17,795,1855,204,7,2868
UCL215070,18,41,0,57,290,27,0,381,0,34,0,38,269,40,0,346,0,7,0,7,169,29,0,209,0,0,0,0,110,9,0,120,426,128,15,574,1639,256,8,2470
UCL215071,31,79,0,107,396,14,0,518,0,75,0,74,245,7,0,335,0,10,0,10,157,6,0,168,0,0,0,0,29,0,0,30,678,216,16,907,1779,98,4,2783
UCL215072,13,20,0,39,207,37,0,280,7,20,0,26,190,44,0,258,0,5,0,5,86,25,0,117,0,0,0,0,40,15,0,62,255,84,7,347,1326,372,32,2079
UCL215073,9,52,0,62,347,22,0,433,5,35,0,38,335,26,0,400,0,0,0,0,281,34,0,322,0,0,0,0,141,26,0,161,281,126,15,429,1751,184,0,2362
UCL215074,22,84,0,114,416,22,0,548,3,88,0,95,326,21,0,448,0,14,0,11,187,8,0,212,0,0,0,0,38,0,0,44,953,279,31,1260,2408,143,0,3811
UCL215075,5,24,0,29,135,19,0,183,0,10,0,11,131,13,0,156,0,4,0,4,76,3,0,86,0,0,0,0,13,0,0,15,176,65,15,259,660,99,9,1022
UCL215076,16,23,0,39,265,14,0,317,0,33,0,36,294,14,0,350,0,9,0,4,170,14,0,191,0,0,0,0,68,7,0,79,331,126,13,463,1310,93,4,1873
UCL215077,4,33,0,43,222,29,0,293,3,34,0,38,223,19,0,283,0,3,0,3,116,17,0,139,0,0,0,0,39,14,0,54,242,91,11,347,926,185,0,1456
UCL215078,12,31,0,38,188,6,0,238,0,21,0,21,108,6,0,138,0,3,0,6,61,4,0,70,0,0,0,0,13,0,0,13,398,73,21,487,894,64,0,1448
UCL215079,4,31,0,29,252,18,0,305,0,18,0,19,275,26,0,314,0,3,0,4,216,28,0,252,0,0,0,0,84,29,0,110,222,79,14,310,1354,158,0,1828
UCL215080,11,33,0,43,201,8,0,248,0,33,0,34,248,12,0,295,0,6,0,6,110,8,0,127,0,0,0,0,28,3,0,31,355,122,20,494,1146,86,0,1724
UCL215081,19,54,0,79,454,27,0,561,4,66,0,68,402,32,3,501,0,11,0,11,318,39,0,366,0,0,0,0,109,17,0,126,639,207,21,865,2319,244,4,3436
UCL215082,12,34,0,46,207,6,0,268,0,37,0,40,147,3,0,187,0,3,0,3,48,0,0,47,0,0,0,0,15,3,0,16,456,112,13,581,993,78,0,1657
UCL215083,6,53,0,54,252,12,0,319,0,30,0,35,206,13,0,259,0,12,0,14,162,13,0,190,0,0,0,0,78,14,0,99,247,130,19,394,1179,104,0,1677
UCL215084,3,25,0,31,103,5,0,144,4,23,0,27,134,5,0,165,0,6,0,8,78,6,0,96,0,0,0,0,57,4,0,61,197,75,15,286,688,63,0,1043
UCL215085,3,29,0,26,94,14,0,136,0,22,0,26,88,8,0,121,0,0,0,0,32,9,0,41,0,0,0,0,11,0,0,14,229,66,17,314,506,66,0,885
UCL215086,12,61,0,77,286,14,0,380,0,64,0,66,342,18,0,424,0,16,0,19,212,25,0,259,0,0,0,3,76,34,0,118,633,225,31,885,1907,159,0,2955
UCL215087,12,32,0,40,190,21,0,255,0,33,0,34,131,14,0,184,0,3,0,3,44,6,0,57,0,0,0,0,10,0,0,10,305,107,12,428,789,116,0,1328
UCL215088,16,44,0,56,248,34,0,332,0,30,0,34,204,31,0,266,0,9,0,9,109,18,0,132,0,0,0,0,52,9,0,67,250,112,11,366,1054,216,0,1628
UCL215089,4,40,0,45,263,9,0,320,0,24,0,24,276,30,0,331,0,5,0,10,174,40,0,218,0,0,0,3,65,36,0,109,259,102,13,378,1292,190,5,1863
UCL215090,6,39,0,45,206,21,0,268,0,24,0,24,208,15,0,255,0,0,0,0,105,25,0,123,0,0,0,0,33,34,0,58,306,102,11,422,1065,166,0,1664
UCL215091,16,34,0,54,226,14,0,292,0,57,0,61,112,6,0,176,0,9,0,9,43,0,0,49,0,0,0,0,11,0,0,13,241,130,12,373,839,29,0,1241
UCL215092,29,60,0,90,438,15,0,545,4,96,0,105,455,8,0,570,0,27,0,31,302,20,0,347,0,3,0,3,123,5,0,136,928,242,21,1186,2336,123,3,3649
UCL215093,18,95,0,106,357,13,0,475,9,73,0,81,294,12,0,387,0,7,0,9,130,5,0,150,0,0,0,0,42,0,0,45,855,255,44,1152,1997,101,4,3245
UCL215094,5,23,0,24,118,13,0,160,0,16,0,21,82,8,0,105,0,0,0,0,34,0,0,39,0,0,0,0,3,0,0,3,166,64,4,233,513,58,0,800
UCL215095,4,27,0,29,128,10,0,170,0,15,0,15,96,16,0,123,0,0,0,0,43,0,0,43,0,0,0,0,14,0,0,15,159,66,18,240,584,58,0,886
UCL215096,14,29,0,45,218,10,0,272,4,43,0,46,210,12,0,271,0,10,0,8,136,10,0,151,0,0,0,0,33,4,0,34,452,133,18,608,1209,81,0,1894
UCL215097,19,58,0,80,271,16,0,365,5,53,3,59,269,28,0,356,0,11,0,11,198,17,0,223,0,0,0,5,103,4,0,104,557,183,36,774,1656,185,0,2619
UCL215098,9,44,0,53,135,3,0,190,3,25,0,24,154,3,0,187,0,0,0,0,85,5,0,91,0,0,0,0,32,3,0,33,238,96,6,337,746,39,0,1123
UCL215099,0,27,0,29,200,10,0,240,0,15,0,15,244,19,0,275,0,4,0,7,182,22,3,211,0,0,0,0,90,16,0,109,154,67,14,232,1091,147,7,1483
UCL215100,6,26,0,36,155,15,0,203,0,23,0,22,162,13,0,196,0,4,0,4,142,19,0,167,0,0,0,0,53,7,0,59,143,67,6,221,757,86,0,1063
UCL221001,7,16,0,19,55,0,0,81,0,11,0,17,47,5,0,70,0,0,0,0,16,5,0,23,0,0,0,0,4,0,0,5,133,43,3,173,336,31,0,540
UCL221002,0,23,0,24,104,10,0,136,4,13,0,16,105,4,0,133,0,5,0,5,52,3,0,62,0,0,0,0,12,0,0,17,116,59,4,170,498,34,0,702
UCL221003,0,15,0,15,67,13,0,88,0,3,0,3,37,6,0,44,0,0,0,0,23,0,0,28,0,0,0,0,3,0,0,3,104,36,0,136,252,52,0,435
UCL221004,4,27,0,31,105,5,0,140,0,16,0,10,66,0,0,81,0,4,0,4,29,0,0,34,0,0,0,0,5,4,0,7,212,62,9,281,543,30,0,845
UCL221005,6,10,0,12,69,9,0,83,0,5,0,5,91,9,0,104,0,0,0,3,45,10,0,60,0,0,0,0,25,6,0,29,84,19,0,104,401,46,0,559
UCL221006,4,12,0,13,58,3,0,78,0,8,0,8,78,9,5,96,0,4,0,4,31,0,0,35,0,0,0,0,6,0,0,6,119,25,3,145,323,16,7,487
UCL221007,0,11,0,11,84,9,0,103,0,3,0,3,52,5,0,56,0,0,0,0,26,0,0,30,0,0,0,0,4,0,0,4,77,33,5,108,271,35,0,418
UCL221008,6,14,0,18,75,26,0,113,0,7,0,7,99,28,0,132,0,0,0,0,74,26,0,99,0,0,0,0,53,36,0,89,93,27,0,125,412,154,0,691
UCL221009,4,9,0,16,66,0,0,84,0,10,0,9,60,4,0,78,0,0,0,0,18,0,0,21,0,0,0,0,4,0,0,4,92,35,3,132,320,34,0,482
UCL221010,5,17,0,20,72,4,0,99,0,6,0,9,51,6,0,59,0,0,0,6,21,0,0,24,0,0,0,0,3,0,0,3,100,32,3,134,285,27,0,444
UCL221011,3,15,0,18,64,3,0,92,0,17,0,16,35,4,0,54,0,0,0,0,23,0,0,23,0,0,0,0,3,0,0,3,116,46,4,159,302,17,0,474
UCL221012,5,29,0,26,55,3,0,89,0,10,0,10,30,6,0,46,0,0,0,0,13,4,0,11,0,0,0,0,8,0,0,3,88,50,4,136,221,39,0,399
UCL221013,0,20,0,25,72,13,0,108,0,5,0,5,34,4,0,44,0,0,0,0,19,0,0,26,0,0,0,0,7,0,0,7,102,36,3,148,304,41,0,495
UCL221014,3,23,0,30,140,8,0,180,0,21,0,22,145,3,0,167,0,3,0,3,71,11,0,82,0,0,0,0,21,0,0,25,133,56,0,195,602,37,0,835
UCL221015,0,7,0,7,80,7,0,94,3,11,0,12,76,4,0,97,0,5,0,5,29,0,0,32,0,0,0,0,0,0,0,4,62,26,5,97,286,31,0,420
UCL221016,0,14,0,14,55,0,0,69,0,15,0,16,38,0,0,56,0,0,0,0,13,3,0,14,0,0,0,0,5,0,0,4,236,50,10,296,322,19,0,637
UCL221017,8,23,0,32,109,0,0,138,0,10,0,10,117,14,0,147,0,0,0,3,50,7,0,59,0,0,0,0,11,0,0,11,140,48,6,196,496,41,0,732
UCL221018,4,18,0,22,132,23,0,181,0,13,0,18,160,16,0,198,0,3,0,3,85,16,0,108,0,0,0,0,45,17,0,62,99,42,4,144,633,128,0,902
UCL221019,6,14,0,24,131,5,0,167,0,10,0,10,125,5,0,140,0,4,0,4,62,4,0,73,0,0,0,0,30,0,0,35,115,45,3,167,567,37,0,774
UCL221020,0,10,0,12,129,14,0,153,0,7,0,13,133,6,0,157,0,4,0,4,76,8,0,88,0,0,0,0,66,11,0,73,72,32,3,109,586,63,0,760
UCL221021,8,11,0,22,87,6,0,103,0,11,0,6,53,7,0,72,0,0,0,0,19,0,0,25,0,0,0,0,0,0,0,9,125,37,0,170,362,43,0,570
UCL221022,0,9,0,15,53,0,0,68,0,9,0,11,79,6,0,98,0,6,0,6,37,5,0,43,0,0,0,0,9,10,0,11,80,32,0,114,298,27,0,438
UCL221023,3,8,0,11,113,6,0,129,0,3,0,5,120,7,0,134,0,0,0,0,89,11,0,98,0,0,0,0,19,4,0,24,56,24,3,85,450,45,0,582
UCL221024,8,13,0,24,156,5,0,177,4,11,0,15,201,0,0,219,0,4,0,10,85,3,0,95,0,0,0,0,25,3,0,28,99,50,3,145,671,17,0,837
UCL221025,0,7,0,4,94,0,0,106,0,8,0,8,105,17,0,131,0,0,0,0,67,11,0,83,0,0,0,0,47,9,0,55,73,24,4,101,466,55,4,634
UCL221026,4,14,0,17,104,11,0,128,0,5,0,6,104,15,0,124,0,0,0,0,59,10,0,75,0,0,0,0,36,11,0,44,53,40,3,97,488,65,0,646
UCL221027,0,14,0,18,96,7,0,116,0,10,0,10,77,7,0,99,0,0,0,4,67,17,0,92,0,0,0,0,20,3,0,20,88,44,0,133,397,74,0,603
UCL221028,3,24,0,29,128,20,0,174,7,33,0,40,151,11,0,200,0,5,0,5,109,5,0,121,0,0,0,0,15,5,0,19,77,68,4,150,536,72,4,760
UCL221029,6,28,0,34,76,0,0,109,0,9,0,9,37,4,0,43,0,0,0,3,30,0,0,37,0,0,0,0,3,0,0,8,135,53,0,192,325,26,0,541
UCL221030,0,8,0,13,155,11,0,179,0,0,0,0,109,7,0,119,0,0,0,0,48,5,0,48,0,0,0,0,4,0,0,4,31,12,6,45,424,28,0,498
