UCL_CODE_2021,Cntd_home_Cen_Nt_0_14_yr,Cntd_home_Cen_Nt_15_24_yr,Cntd_home_Cen_Nt_25_34_yr,Cntd_home_Cen_Nt_35_44_yr,Cntd_home_Cen_Nt_45_54_yr,Cntd_home_Cen_Nt_55_64_yr,Cntd_home_Cen_Nt_65_74_yr,Cntd_home_Cen_Nt_75_84_yr,Cntd_home_Cen_Nt_85_yr_over,Cntd_home_Cen_Night_Tot,Vis_from_Same_SA2_0_14,Vis_from_Same_SA2_15_24,Vis_from_Same_SA2_25_34,Vis_from_Same_SA2_35_44,Vis_from_Same_SA2_45_54,Vis_from_Same_SA2_55_64,Vis_from_Same_SA2_65_74,Vis_from_Same_SA2_75_84,Vis_from_Same_SA2_85_yr_over,Vis_from_Same_SA2_Tot,Vis_fro_Diff_SA2_NSW_0_14,Vis_fr_Diff_SA2_NSW_15_24,Vis_fr_Diff_SA2_NSW_25_34,Vis_fr_Diff_SA2_NSW_35_44,Vis_fr_Diff_SA2_NSW_45_54,Vis_fr_Diff_SA2_NSW_55_64,Vis_fr_Diff_SA2_NSW_65_74,Vis_fr_Diff_SA2_NSW_75_84,Vis_fr_Diff_SA2_NSW_85_over,Vis_fr_Diff_SA2_NSW_Tot,Vis_fro_Diff_SA2_Vic_0_14,Vis_fr_Diff_SA2_Vic_15_24,Vis_fr_Diff_SA2_Vic_25_34,Vis_fr_Diff_SA2_Vic_35_44,Vis_fr_Diff_SA2_Vic_45_54,Vis_fr_Diff_SA2_Vic_55_64,Vis_fr_Diff_SA2_Vic_65_74,Vis_fr_Diff_SA2_Vic_75_84,Vis_fr_Diff_SA2_Vic_85_over,Vis_fr_Diff_SA2_Vic_Tot,Vis_fro_Diff_SA2_Qld_0_14,Vis_fr_Diff_SA2_Qld_15_24,Vis_fr_Diff_SA2_Qld_25_34,Vis_fr_Diff_SA2_Qld_35_44,Vis_fr_Diff_SA2_Qld_45_54,Vis_fr_Diff_SA2_Qld_55_64,Vis_fr_Diff_SA2_Qld_65_74,Vis_fr_Diff_SA2_Qld_75_84,Vis_fr_Diff_SA2_Qld_85_over,Vis_fr_Diff_SA2_Qld_Tot,Vis_fro_Diff_SA2_SA_0_14,Vis_fr_Diff_SA2_SA_15_24,Vis_fr_Diff_SA2_SA_25_34,Vis_fr_Diff_SA2_SA_35_44,Vis_fr_Diff_SA2_SA_45_54,Vis_fr_Diff_SA2_SA_55_64,Vis_fr_Diff_SA2_SA_65_74,Vis_fr_Diff_SA2_SA_75_84,Vis_fr_Diff_SA2_SA_85_over,Vis_fr_Diff_SA2_SA_Tot,Vis_fro_Diff_SA2_WA_0_14,Vis_fr_Diff_SA2_WA_15_24,Vis_fr_Diff_SA2_WA_25_34,Vis_fr_Diff_SA2_WA_35_44,Vis_fr_Diff_SA2_WA_45_54,Vis_fr_Diff_SA2_WA_55_64,Vis_fr_Diff_SA2_WA_65_74,Vis_fr_Diff_SA2_WA_75_84,Vis_fr_Diff_SA2_WA_85_over,Vis_fr_Diff_SA2_WA_Tot,Vis_fro_Diff_SA2_Tas_0_14,Vis_fr_Diff_SA2_Tas_15_24,Vis_fr_Diff_SA2_Tas_25_34,Vis_fr_Diff_SA2_Tas_35_44,Vis_fr_Diff_SA2_Tas_45_54,Vis_fr_Diff_SA2_Tas_55_64,Vis_fr_Diff_SA2_Tas_65_74,Vis_fr_Diff_SA2_Tas_75_84,Vis_fr_Diff_SA2_Tas_85_over,Vis_fr_Diff_SA2_Tas_Tot,Vis_fro_Diff_SA2_NT_0_14,Vis_fr_Diff_SA2_NT_15_24,Vis_fr_Diff_SA2_NT_25_34,Vis_fr_Diff_SA2_NT_35_44,Vis_fr_Diff_SA2_NT_45_54,Vis_fr_Diff_SA2_NT_55_64,Vis_fr_Diff_SA2_NT_65_74,Vis_fr_Diff_SA2_NT_75_84,Vis_fr_Diff_SA2_NT_85_over,Vis_fr_Diff_SA2_NT_Tot,Vis_fro_Diff_SA2_ACT_0_14,Vis_fr_Diff_SA2_ACT_15_24,Vis_fr_Diff_SA2_ACT_25_34,Vis_fr_Diff_SA2_ACT_35_44,Vis_fr_Diff_SA2_ACT_45_54,Vis_fr_Diff_SA2_ACT_55_64,Vis_fr_Diff_SA2_ACT_65_74,Vis_fr_Diff_SA2_ACT_75_84,Vis_fr_Diff_SA2_ACT_85_over,Vis_fr_Diff_SA2_ACT_Tot,Vis_fro_Diff_SA2_OT_0_14,Vis_fr_Diff_SA2_OT_15_24,Vis_fr_Diff_SA2_OT_25_34,Vis_fr_Diff_SA2_OT_35_44,Vis_fr_Diff_SA2_OT_45_54,Vis_fr_Diff_SA2_OT_55_64,Vis_fr_Diff_SA2_OT_65_74,Vis_fr_Diff_SA2_OT_75_84,Vis_fr_Diff_SA2_OT_85_over,Vis_fr_Diff_SA2_OT_Tot,Vis_fro_Diff_SA2_TOT_0_14,Vis_fr_Diff_SA2_TOT_15_24,Vis_fr_Diff_SA2_TOT_25_34,Vis_fr_Diff_SA2_TOT_35_44,Vis_fr_Diff_SA2_TOT_45_54,Vis_fr_Diff_SA2_TOT_55_64,Vis_fr_Diff_SA2_TOT_65_74,Vis_fr_Diff_SA2_TOT_75_84,Vis_fr_Diff_SA2_TOT_85_over,Vis_fr_Diff_SA2_TOT_TTOT,Vis_from_Tot_Viss_0_14_yr,Vis_from_Tot_Viss_15_24_yr,Vis_from_Tot_Viss_25_34_yr,Vis_from_Tot_Viss_35_44_yr,Vis_from_Tot_Viss_45_54_yr,Vis_from_Tot_Viss_55_64_yr,Vis_from_Tot_Viss_65_74_yr,Vis_from_Tot_Viss_75_84_yr,Vis_from_Tot_Viss_85_over,Vis_from_Tot_Viss_Tot,OS_vis_0_14_yr,OS_vis_15_24_yr,OS_vis_25_34_yr,OS_vis_35_44_yr,OS_vis_45_54_yr,OS_vis_55_64_yr,OS_vis_65_74_yr,OS_vis_75_84_yr,OS_vis_85_yr_over,OS_vis_Tot,Tot_pop_pl_en_0_14_yr,Tot_pop_pl_en_15_24_yr,Tot_pop_pl_en_25_34_yr,Tot_pop_pl_en_35_44_yr,Tot_pop_pl_en_45_54_yr,Tot_pop_pl_en_55_64_yr,Tot_pop_pl_en_65_74_yr,Tot_pop_pl_en_75_84_yr,Tot_pop_pl_en_85_yr_over,Tot_pop_pl_en_Tot
UCL522053,38,30,25,17,19,19,6,0,0,149,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,43,33,28,17,19,18,6,0,0,165
UCL522054,32,22,12,16,29,22,8,7,5,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,26,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,24,3,0,51,0,0,4,3,4,4,24,3,0,51,0,0,0,0,0,0,0,0,0,0,32,24,21,28,30,31,37,11,5,213
UCL522055,36,11,35,30,42,41,27,8,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,0,0,0,0,0,13,23,6,0,37,0,0,0,0,0,5,5,0,0,10,0,0,0,0,0,0,8,0,0,5,0,8,10,12,22,42,132,44,3,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,12,13,31,63,164,46,3,344,0,8,12,13,31,63,164,46,3,344,0,0,5,0,0,0,0,0,0,5,37,21,52,42,72,104,191,54,3,573
UCL522056,62,37,40,44,49,47,25,10,8,319,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,12,32,27,29,31,9,0,0,135,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,34,25,29,32,11,0,0,144,0,14,34,25,29,35,18,0,0,146,0,0,0,0,0,0,0,0,0,0,65,47,72,68,74,79,39,11,8,463
UCL522057,11,23,49,16,21,22,3,0,0,144,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,26,27,21,60,58,30,0,259,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,24,28,21,60,58,30,0,259,11,22,32,28,18,64,58,30,0,272,0,0,0,0,0,0,0,0,0,4,24,44,75,52,37,81,60,35,3,412
UCL522058,57,37,20,26,24,43,23,21,5,268,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,54,41,24,29,27,45,23,28,11,277
UCL522059,70,25,34,40,37,43,47,40,4,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,8,17,8,18,6,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,12,18,9,0,0,61,0,0,8,17,12,18,9,0,0,62,0,0,0,0,0,0,0,0,0,0,68,23,43,60,43,59,58,42,6,394
UCL522060,9,0,5,5,9,11,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,3,5,0,0,10,0,0,0,0,0,0,0,0,0,0,9,0,5,5,11,13,5,0,0,47
UCL522061,24,9,18,19,32,66,55,47,3,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,11,0,10,5,7,20,13,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,5,7,17,10,0,0,73,11,0,15,5,7,17,10,0,0,73,0,0,0,0,0,0,0,0,0,3,33,8,29,23,41,85,72,51,7,354
UCL522062,63,36,40,29,27,10,6,4,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,14,0,5,3,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,69,36,43,33,33,13,6,4,0,233
UCL522063,40,27,25,33,15,15,3,0,0,167,0,0,0,4,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,13,0,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,3,4,0,0,0,28,3,12,7,7,3,8,0,0,0,43,0,0,0,0,0,0,0,0,0,0,45,36,33,35,19,29,3,3,0,207
UCL522064,104,93,71,54,51,15,13,4,0,415,0,0,0,0,3,0,0,6,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,4,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,3,3,6,4,6,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,11,8,15,13,3,0,58,5,0,10,11,15,15,13,12,0,65,0,3,6,0,0,0,0,0,0,6,108,95,84,64,62,32,26,15,0,485
UCL522065,48,19,26,12,19,49,34,27,7,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,17,26,12,19,49,30,27,7,246
UCL522066,104,26,47,59,40,42,37,31,11,403,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,15,5,0,0,0,0,10,3,0,0,14,0,0,0,0,0,0,0,0,0,0,110,25,55,61,46,48,36,31,13,419
UCL522067,38,32,30,34,39,13,21,0,0,216,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,17,66,64,68,40,11,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,66,61,71,45,11,0,0,286,4,17,72,61,75,43,11,0,0,286,0,0,0,0,0,0,0,0,0,0,49,51,101,100,116,62,39,0,0,508
UCL522068,81,60,37,47,62,56,39,18,5,404,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,79,60,34,45,62,59,39,18,5,411
UCL522069,39,13,26,28,26,38,51,43,3,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,4,0,0,0,18,0,6,0,0,3,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,40,22,31,28,32,40,51,42,3,290
UCL522070,76,34,32,31,42,50,54,13,4,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,11,0,0,5,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,76,35,36,33,40,57,54,13,4,344
UCL522071,141,88,75,51,40,17,5,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,0,7,0,0,0,17,6,3,0,4,0,6,3,0,0,22,0,0,0,0,0,0,0,0,0,0,143,86,75,52,48,26,11,0,0,446
UCL531001,25613,15037,15992,19385,23326,24522,17961,7439,1515,150795,40,75,74,60,88,96,108,53,9,596,176,61,239,264,210,368,380,41,0,1744,313,67,168,307,299,494,549,62,3,2259,119,79,258,347,355,537,452,54,0,2198,83,59,115,147,209,265,247,45,0,1170,1279,3245,8843,8051,8259,7219,3987,970,121,41988,32,14,39,54,74,108,65,0,0,383,25,15,74,58,54,47,29,5,0,306,19,10,9,18,14,20,14,0,0,114,0,0,0,0,0,0,0,0,0,3,2048,3554,9750,9238,9468,9067,5718,1174,129,50156,2092,3631,9820,9300,9558,9160,5825,1223,141,50751,38,117,290,126,74,75,40,12,5,774,27741,18781,26105,28811,32959,33753,23823,8679,1662,202315
UCL579997,0,42,113,170,111,60,13,0,0,511,0,0,0,0,0,0,0,0,0,0,0,7,3,24,59,23,22,0,0,134,0,4,8,11,32,21,8,0,0,82,0,4,24,68,28,40,24,0,0,192,0,0,11,20,13,16,3,0,0,64,0,81,342,647,628,346,104,29,0,2175,0,0,4,3,18,18,5,0,0,42,0,0,17,10,8,6,0,0,0,47,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,93,403,785,784,472,161,32,0,2739,3,93,403,785,784,472,161,32,0,2739,0,0,33,37,61,29,0,0,4,164,3,141,549,999,951,560,178,32,3,3413
UCL603001,31636,21796,32643,24453,22078,21468,19043,11380,4665,189159,34,27,30,36,37,42,37,55,12,316,5,54,51,28,29,53,41,7,0,264,37,90,182,102,59,92,53,12,7,629,13,45,66,45,63,78,36,7,0,349,4,20,45,37,40,50,57,9,0,258,12,13,48,26,34,53,30,10,3,231,583,963,1030,690,714,672,569,262,170,5651,4,5,11,10,11,7,6,0,0,47,8,9,25,19,13,18,4,4,0,92,0,0,0,0,0,0,0,0,0,0,660,1198,1447,955,967,1018,791,312,176,7520,698,1220,1482,992,1003,1058,830,362,186,7837,21,71,169,51,34,56,44,14,7,476,32359,23092,34293,25494,23122,22581,19915,11761,4857,197474
UCL611001,13377,9566,11811,9367,9439,8901,7810,4998,2113,77384,16,14,14,14,4,22,24,24,8,137,10,18,36,14,14,17,11,6,0,125,11,38,46,26,35,30,23,9,0,221,9,19,40,17,10,39,9,3,0,136,4,7,12,5,18,8,6,3,0,66,13,14,21,15,14,13,0,0,0,93,233,577,430,310,385,347,225,174,50,2746,4,5,3,4,4,4,0,0,0,25,0,3,8,3,0,5,0,0,0,29,0,0,0,0,0,0,0,0,0,0,281,683,604,396,475,461,293,202,57,3443,297,693,615,407,485,484,319,220,63,3584,11,53,46,20,10,8,15,3,3,170,13685,10309,12473,9793,9935,9388,8144,5220,2182,81130
UCL612001,3520,2305,2423,2224,2377,2519,2089,1317,524,19300,3,5,6,5,4,10,14,10,0,51,0,0,9,0,0,6,0,0,0,16,3,3,12,3,6,9,4,0,0,38,7,0,3,4,10,8,3,0,0,34,0,0,7,0,0,5,0,0,0,10,0,0,0,0,11,5,4,0,0,14,73,201,121,73,108,78,50,18,26,756,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,210,152,77,126,112,60,20,26,877,94,213,153,88,131,116,77,28,28,929,0,0,3,0,0,7,9,3,0,20,3609,2514,2581,2309,2515,2637,2169,1356,550,20247
UCL612002,4049,2520,3104,2498,2840,2959,2848,1815,699,23330,9,3,3,0,3,11,7,13,3,64,0,3,0,0,0,0,0,3,0,17,0,5,4,4,3,9,8,3,0,33,5,4,11,3,10,0,8,3,0,55,0,0,0,0,0,5,5,0,0,9,0,4,0,0,3,4,0,0,0,13,98,141,140,98,100,112,65,35,10,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,108,159,162,112,117,127,89,42,10,925,112,163,163,113,122,139,102,55,15,989,0,6,17,16,4,3,3,5,0,55,4162,2696,3283,2623,2966,3097,2951,1874,711,24371
UCL613001,1876,1273,1175,1192,1429,1758,1689,1165,450,12003,6,3,0,0,0,4,4,6,8,38,0,0,0,0,0,5,8,0,0,8,0,0,0,0,4,5,7,0,0,20,6,0,0,0,4,6,0,0,0,23,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,43,57,65,33,59,43,30,13,6,342,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,55,61,44,69,65,50,13,4,409,47,64,69,46,69,64,57,20,11,447,7,0,6,0,0,0,0,0,0,13,1930,1336,1244,1238,1500,1823,1740,1183,461,12458
UCL614001,923,511,594,651,624,802,573,198,43,4914,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,17,20,17,10,22,21,9,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,17,12,24,32,13,0,0,148,17,30,16,16,23,27,13,0,0,156,0,0,4,0,0,0,0,0,0,5,942,538,609,662,650,829,590,198,43,5075
UCL614002,1125,669,793,685,699,782,639,405,141,5926,0,0,3,4,5,3,5,0,0,18,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,6,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,29,20,23,30,28,12,0,4,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,29,29,25,30,29,18,3,4,209,30,32,33,29,35,35,23,10,8,223,0,0,0,0,0,0,0,0,0,0,1156,700,821,719,732,814,659,411,145,6156
UCL614003,846,456,474,489,546,723,814,560,165,5078,0,3,0,0,4,5,0,0,0,12,0,0,0,0,0,0,3,0,0,3,0,0,6,0,5,0,3,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,6,14,21,11,21,17,21,11,5,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,21,25,22,28,21,8,0,162,15,27,21,25,28,27,20,10,3,175,0,0,0,0,0,0,0,0,0,6,858,479,499,516,567,757,836,573,172,5258
UCL615001,182,117,105,128,122,184,119,86,20,1066,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,3,8,0,8,7,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,3,8,0,6,7,0,49,4,4,13,3,8,3,6,3,0,52,0,0,0,0,0,0,0,0,0,0,186,124,114,137,123,190,132,95,22,1120
UCL615002,144,86,94,72,140,221,274,123,24,1185,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,4,0,0,15,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,8,5,4,0,3,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,6,4,4,14,8,0,0,60,13,9,6,4,4,14,13,0,0,62,0,0,0,0,0,0,0,0,0,0,156,96,97,80,150,235,283,130,23,1246
UCL615003,192,94,136,98,122,214,207,125,50,1231,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,7,11,11,24,3,7,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,5,11,11,25,3,7,0,88,10,12,7,11,11,25,3,9,0,95,0,0,0,0,0,0,0,0,0,0,201,106,144,112,136,239,211,128,48,1330
UCL615004,201,114,80,113,129,114,164,81,16,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,3,0,0,0,24,0,5,0,9,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,202,122,84,120,132,117,168,82,16,1039
UCL615005,378,259,271,247,285,301,387,285,106,2512,0,0,0,0,0,0,6,0,0,10,0,0,0,0,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,6,3,3,11,15,12,10,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,4,17,21,18,10,0,93,0,13,6,4,17,23,14,10,0,101,0,0,0,0,0,0,0,0,0,7,382,269,277,252,308,320,404,299,109,2619
