UCL_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL222077,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,4,..,0,7,0,3,8,11,17,8,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,18,18,24,23,29,41,22,10,214,..,0,11,25,23,41,59,16,5,184,..,0,8,3,8,3,3,5,0,32,..,0,0,4,0,4,0,4,3,14,64,..,..,..,..,..,..,..,..,64,..,13,..,..,..,..,..,..,..,13,..,12,0,0,0,0,0,0,0,17,..,0,0,0,0,0,4,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,11,..,0,10,7,8,15,17,17,12,89,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,63,25,36,44,42,70,89,42,18,442
UCL222078,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,4,4,5,8,3,18,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,23,13,11,5,29,9,14,15,4,126,..,0,0,3,13,15,11,8,0,53,..,6,14,5,7,3,4,0,0,44,..,0,0,6,9,0,6,3,0,15,43,..,..,..,..,..,..,..,..,43,..,10,..,..,..,..,..,..,..,10,..,10,0,0,5,0,0,0,0,17,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,4,0,9,..,0,3,5,5,19,8,8,8,56,3,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,50,30,23,22,43,38,33,26,7,274
UCL222079,..,0,0,0,0,0,0,0,0,0,..,5,4,0,0,0,0,0,0,8,..,0,0,0,0,9,8,5,0,22,0,0,0,0,3,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,32,25,16,24,36,46,26,14,5,227,..,0,4,35,40,44,38,20,3,189,..,0,9,3,12,12,0,0,0,39,..,0,0,4,6,8,3,0,0,18,84,..,..,..,..,..,..,..,..,84,..,25,..,..,..,..,..,..,..,25,..,14,11,3,0,0,0,0,0,31,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,14,..,0,0,3,0,12,11,9,3,36,0,0,0,0,3,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,84,49,28,53,62,78,60,27,4,447
UCL222080,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,8,5,14,5,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,13,16,12,21,30,28,20,6,157,..,0,12,14,19,38,35,15,3,141,..,7,4,3,6,0,3,0,0,19,..,0,6,4,7,0,0,0,0,17,36,..,..,..,..,..,..,..,..,36,..,12,..,..,..,..,..,..,..,12,..,6,3,0,0,0,0,0,0,13,..,3,0,0,0,0,0,0,0,10,..,0,0,5,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,3,3,3,14,22,15,6,51,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,42,24,27,28,32,56,58,32,7,311
UCL222081,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,5,3,0,12,0,0,0,6,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,17,7,3,10,16,21,21,13,0,105,..,0,0,10,8,25,29,19,0,91,..,0,5,0,4,11,0,0,0,23,..,0,0,0,3,0,0,0,0,10,29,..,..,..,..,..,..,..,..,29,..,3,..,..,..,..,..,..,..,3,..,4,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,5,0,0,0,5,..,0,0,0,0,0,0,0,0,5,..,0,0,3,9,5,15,4,6,45,5,0,0,8,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,28,8,4,22,32,50,47,26,6,221
UCL222082,..,0,0,0,0,0,0,0,0,0,..,3,3,0,0,0,0,0,0,7,..,0,0,5,0,4,0,0,0,11,0,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,17,9,8,25,19,13,10,3,0,102,..,0,0,15,14,8,9,7,0,59,..,0,0,14,11,4,0,0,0,31,..,0,0,0,4,0,0,0,0,8,33,..,..,..,..,..,..,..,..,33,..,5,..,..,..,..,..,..,..,5,..,5,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,5,5,0,4,0,0,0,0,17,..,0,0,5,6,15,7,0,0,37,0,7,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,33,22,10,36,36,32,22,10,0,207
UCL222083,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,8,17,3,26,4,4,6,99,..,0,6,30,8,26,11,7,0,84,..,0,3,6,5,0,0,0,0,13,..,0,0,0,0,6,4,0,4,10,41,..,..,..,..,..,..,..,..,41,..,7,..,..,..,..,..,..,..,7,..,9,4,3,0,3,0,0,0,25,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,4,0,0,3,4,4,0,0,7,..,0,0,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,41,25,20,42,20,34,23,9,6,212
UCL222084,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,8,..,0,0,0,6,7,8,12,8,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,18,20,25,37,21,21,9,194,..,0,3,13,14,39,22,16,0,113,..,0,5,15,11,6,0,0,0,33,..,0,3,4,9,0,0,3,0,29,54,..,..,..,..,..,..,..,..,54,..,19,..,..,..,..,..,..,..,19,..,8,8,0,4,0,0,0,0,18,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,3,3,0,0,15,..,0,4,8,17,15,25,16,9,93,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,54,28,24,40,54,76,55,38,12,381
UCL222085,..,0,3,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,11,0,3,0,23,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,21,8,11,19,20,34,16,12,0,143,..,0,3,21,14,42,28,6,0,116,..,0,11,4,3,9,4,0,0,31,..,0,0,4,0,0,0,0,0,6,38,..,..,..,..,..,..,..,..,38,..,9,..,..,..,..,..,..,..,9,..,0,3,0,0,0,0,0,0,4,..,4,0,0,0,0,0,0,0,4,..,0,3,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,10,..,6,4,3,5,17,9,9,0,49,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,38,21,28,35,30,70,34,18,3,278
UCL222086,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,17,15,20,21,26,30,7,0,170,..,0,13,21,29,28,49,4,0,143,..,0,10,14,3,8,4,0,0,39,..,0,0,3,5,4,0,0,0,15,64,..,..,..,..,..,..,..,..,64,..,17,..,..,..,..,..,..,..,17,..,19,10,0,0,0,0,0,0,28,..,6,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,14,..,0,0,0,0,3,4,5,0,15,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,69,39,29,41,48,53,61,16,0,353
UCL222087,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,3,5,3,6,11,7,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,39,17,25,28,24,40,31,19,7,236,..,0,11,20,30,41,31,24,9,152,..,10,16,4,8,4,0,0,0,50,..,0,12,9,6,3,3,0,0,30,77,..,..,..,..,..,..,..,..,77,..,5,..,..,..,..,..,..,..,5,..,14,8,0,0,0,0,0,0,27,..,0,0,0,0,0,0,0,0,10,..,5,4,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,9,7,3,13,19,18,7,79,0,0,4,0,0,4,5,0,0,17,0,0,0,0,0,0,0,0,0,0,79,39,53,43,48,72,62,46,13,457
UCL222088,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,4,..,0,0,0,3,5,8,5,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,7,18,33,22,19,3,111,..,0,0,9,10,28,28,11,0,88,..,0,0,0,4,10,4,0,0,21,..,0,0,0,5,0,0,0,3,11,12,..,..,..,..,..,..,..,..,12,..,7,..,..,..,..,..,..,..,7,..,10,5,0,4,4,0,0,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,10,..,0,0,3,3,12,18,13,7,60,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,12,17,10,10,32,67,64,20,13,241
UCL222089,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,9,4,22,19,11,4,4,101,..,0,6,5,14,24,16,9,0,72,..,4,0,7,4,0,0,0,0,21,..,0,3,0,6,3,0,0,0,16,29,..,..,..,..,..,..,..,..,29,..,10,..,..,..,..,..,..,..,10,..,4,0,5,4,0,0,0,0,9,..,4,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,6,7,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,20,18,13,28,40,20,10,9,205
UCL222090,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,4,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,10,13,14,13,17,6,3,4,97,..,0,3,16,14,31,10,0,0,83,..,6,8,10,0,0,0,0,0,21,..,0,0,0,3,4,0,0,0,3,46,..,..,..,..,..,..,..,..,46,..,9,..,..,..,..,..,..,..,9,..,3,8,3,0,0,0,0,0,7,..,3,0,0,4,0,4,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,10,0,3,4,15,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,50,20,14,29,23,37,19,4,4,208
UCL222091,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,12,4,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,19,22,26,23,33,18,10,3,199,..,0,11,34,25,30,19,15,0,139,..,3,14,6,9,3,0,0,0,36,..,0,3,9,3,9,4,0,0,21,89,..,..,..,..,..,..,..,..,89,..,15,..,..,..,..,..,..,..,15,..,12,8,0,0,0,0,0,0,26,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,6,0,0,0,15,14,7,0,41,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,94,39,38,47,42,57,39,18,3,390
UCL222092,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,5,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,43,19,13,26,31,15,9,3,0,159,..,0,11,40,34,24,23,9,0,139,..,0,4,7,9,6,0,0,0,30,..,0,0,4,0,0,0,0,0,7,86,..,..,..,..,..,..,..,..,86,..,10,..,..,..,..,..,..,..,10,..,13,5,0,3,0,0,0,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,3,0,0,0,0,0,0,0,..,0,4,0,3,3,3,0,0,16,5,3,4,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,92,30,33,56,49,36,26,5,0,333
UCL222093,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,16,16,9,0,41,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,28,22,8,16,19,35,40,20,3,190,..,0,6,6,20,20,37,27,0,125,..,5,8,7,3,3,0,0,0,30,..,0,0,8,12,3,0,0,0,28,53,..,..,..,..,..,..,..,..,53,..,6,..,..,..,..,..,..,..,6,..,16,3,3,0,4,0,0,0,19,..,0,0,0,0,0,6,0,0,7,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,6,3,6,6,25,33,10,8,91,0,7,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,54,43,26,32,38,61,80,42,12,384
UCL222094,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,4,..,0,0,0,3,5,3,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,27,14,25,9,17,36,24,14,0,155,..,0,8,6,7,31,37,16,0,108,..,8,16,5,5,7,0,0,0,35,..,0,6,3,8,6,4,0,0,20,56,..,..,..,..,..,..,..,..,56,..,4,..,..,..,..,..,..,..,4,..,11,4,7,0,4,0,0,0,27,..,0,0,0,0,7,0,3,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,4,0,0,11,..,0,0,0,9,15,6,9,5,45,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,56,25,41,19,30,66,52,22,5,315
UCL222095,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,9,10,8,14,8,13,4,0,88,..,0,7,10,13,14,20,8,0,67,..,0,13,3,4,0,0,0,0,19,..,0,0,0,6,0,0,0,0,8,32,..,..,..,..,..,..,..,..,32,..,7,..,..,..,..,..,..,..,7,..,3,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,8,3,0,0,21,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,22,24,18,20,23,27,10,0,169
UCL222096,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,6,10,4,0,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,23,23,32,35,26,20,8,3,214,..,0,3,44,37,28,25,3,0,149,..,0,17,12,16,4,4,0,0,56,..,0,0,0,4,4,0,3,0,13,93,..,..,..,..,..,..,..,..,93,..,18,..,..,..,..,..,..,..,18,..,10,10,0,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,5,9,11,15,0,0,36,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,93,32,37,61,63,50,47,10,3,395
UCL222097,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,5,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,27,17,17,19,25,5,3,6,163,..,0,11,22,30,35,10,10,4,116,..,5,11,7,4,6,0,0,0,30,..,0,5,0,5,0,0,0,0,10,65,..,..,..,..,..,..,..,..,65,..,20,..,..,..,..,..,..,..,20,..,18,10,3,0,0,0,0,0,32,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,5,..,0,0,0,6,7,5,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,52,38,28,44,45,18,10,7,314
UCL222098,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,0,..,0,0,0,0,4,4,4,5,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,35,16,8,28,24,26,15,10,0,170,..,0,9,30,29,29,30,7,0,138,..,0,8,11,13,13,0,3,0,40,..,0,0,3,5,0,0,0,0,11,74,..,..,..,..,..,..,..,..,74,..,13,..,..,..,..,..,..,..,13,..,10,6,0,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,9,..,0,0,0,0,6,3,3,0,23,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,74,20,25,48,46,49,37,14,7,334
UCL222099,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,4,..,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,21,9,6,24,9,7,0,106,..,0,7,10,7,30,11,7,0,67,..,0,12,3,0,0,0,0,0,29,..,0,0,3,5,0,0,4,0,11,50,..,..,..,..,..,..,..,..,50,..,4,..,..,..,..,..,..,..,4,..,10,4,0,0,0,0,0,0,21,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,0,0,0,5,..,0,0,3,3,0,6,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,11,35,23,23,40,17,10,0,205
UCL222100,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,0,0,0,5,0,3,5,3,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,3,3,7,13,22,22,18,3,96,..,0,3,3,8,19,28,8,0,73,..,4,0,0,0,4,3,0,0,17,..,0,0,0,4,4,0,9,0,18,14,..,..,..,..,..,..,..,..,14,..,3,..,..,..,..,..,..,..,3,..,5,5,4,4,0,0,0,0,15,..,0,0,0,0,0,0,5,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,4,0,10,..,0,0,0,13,15,11,10,3,52,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,16,11,10,29,45,42,37,5,214
UCL222101,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,16,13,20,19,18,8,0,129,..,0,6,24,13,28,19,11,0,96,..,5,5,3,8,0,0,0,0,25,..,0,3,3,9,0,0,0,0,13,62,..,..,..,..,..,..,..,..,62,..,10,..,..,..,..,..,..,..,10,..,7,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,6,12,4,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,62,23,19,26,26,38,31,15,3,243
UCL222102,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,0,0,0,0,9,..,0,0,0,0,9,4,0,0,28,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,37,16,24,22,22,36,21,11,0,194,..,0,8,24,27,40,26,13,0,143,..,5,14,12,5,11,0,0,0,40,..,0,0,3,5,5,0,0,0,14,71,..,..,..,..,..,..,..,..,71,..,12,..,..,..,..,..,..,..,12,..,13,3,0,0,0,0,0,0,14,..,0,0,0,4,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,4,0,0,4,7,0,0,0,16,..,0,4,8,5,16,13,6,4,54,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,71,34,38,48,44,71,42,19,0,369
UCL222103,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,8,5,14,18,10,10,15,0,96,..,0,3,23,28,24,9,19,0,106,..,0,0,0,4,0,0,0,0,6,..,0,0,0,3,0,0,0,0,3,45,..,..,..,..,..,..,..,..,45,..,18,..,..,..,..,..,..,..,18,..,13,5,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,27,6,18,38,24,12,22,0,204
UCL222104,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,5,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,11,17,16,15,17,23,10,3,137,..,0,5,16,12,20,34,8,4,105,..,4,7,6,0,4,8,3,0,27,..,0,0,5,3,0,3,0,0,17,53,..,..,..,..,..,..,..,..,53,..,10,..,..,..,..,..,..,..,10,..,14,9,0,0,0,0,0,0,30,..,0,0,0,5,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,6,0,3,0,0,0,6,..,0,3,3,3,7,4,7,3,31,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,48,25,33,26,27,41,47,18,7,289
