UCL_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
UCL314017,2254,1243,2146,2137,1721,1102,313,80,19,11011
UCL314018,1819,737,903,1218,991,605,302,99,25,6690
UCL314019,948,524,541,627,670,620,536,324,161,4953
UCL314020,1410,941,935,933,841,807,597,310,116,6889
UCL314021,1588,949,726,990,1257,1267,1830,1041,200,9842
UCL314022,1297,687,530,863,1165,1283,1262,703,194,7981
UCL314023,2146,1048,1033,1230,1414,1389,987,366,95,9707
UCL315001,220,91,165,178,204,377,414,118,12,1786
UCL315002,575,298,293,353,361,323,220,76,11,2510
UCL315003,181,83,73,91,142,236,287,128,28,1255
UCL315004,248,188,198,140,150,108,42,5,0,1085
UCL315005,190,103,101,128,127,195,195,94,37,1167
UCL315006,379,191,180,158,118,111,66,11,0,1214
UCL315007,505,286,245,359,408,520,579,304,110,3312
UCL315008,1068,705,1104,1097,1057,720,199,42,6,5997
UCL315009,390,255,280,239,270,379,405,288,189,2695
UCL315010,380,231,203,237,338,535,671,292,43,2931
UCL315011,81,28,47,54,125,363,607,278,60,1639
UCL315012,1316,471,651,619,459,386,285,97,20,4314
UCL315013,481,249,384,183,182,158,97,56,8,1806
UCL315014,134,76,97,85,131,305,416,187,60,1487
UCL315015,442,266,238,243,337,286,175,80,18,2081
UCL315016,798,419,384,471,466,300,186,67,22,3112
UCL315017,423,284,400,249,308,458,374,144,90,2718
UCL315018,423,196,165,120,116,100,33,16,5,1169
UCL315019,188,153,167,127,154,203,220,193,66,1464
UCL315020,512,214,324,278,225,306,235,129,46,2260
UCL315021,247,120,108,113,129,146,211,142,72,1290
UCL315022,602,352,473,395,366,459,405,95,21,3170
UCL315023,239,116,209,150,209,215,144,73,21,1386
UCL315024,371,219,210,263,309,482,524,123,12,2516
UCL315025,299,166,137,198,300,490,814,356,55,2828
UCL315026,574,374,311,425,437,423,466,327,171,3510
UCL315027,213,141,133,121,176,251,341,284,131,1804
UCL315028,288,144,189,172,183,133,141,47,9,1303
UCL315029,504,222,229,300,324,274,236,74,24,2189
UCL315030,443,268,253,174,152,123,36,6,4,1458
UCL315031,581,406,719,702,665,473,139,25,0,3717
UCL315032,891,377,462,512,520,735,857,500,148,5006
UCL315033,128,89,71,95,147,243,311,163,31,1284
UCL315034,255,103,128,141,169,151,109,40,13,1113
UCL315035,864,322,430,464,392,320,257,81,13,3152
UCL315036,258,203,200,164,211,229,240,154,52,1721
UCL315037,808,439,417,529,525,504,463,228,62,3982
UCL315038,507,227,220,292,269,270,140,64,12,1986
UCL315039,238,175,144,141,121,96,33,27,0,985
UCL315040,134,411,740,284,257,314,196,41,0,2377
UCL315041,236,127,150,181,190,198,153,59,9,1307
UCL315042,437,285,253,246,328,412,461,249,127,2808
UCL315043,139,90,68,75,118,167,232,124,44,1047
UCL315044,693,453,430,387,513,680,622,467,255,4493
UCL315045,540,273,314,392,448,441,296,120,17,2839
UCL315046,468,220,381,405,235,252,260,134,63,2413
UCL315047,500,216,270,253,260,220,155,90,23,1982
UCL315048,235,140,95,152,250,291,313,128,28,1631
UCL315049,450,211,199,329,349,434,343,165,37,2516
UCL315050,733,451,418,388,429,465,520,357,167,3934
UCL315051,837,522,565,526,662,608,493,260,68,4558
UCL315052,682,397,396,453,463,391,422,226,41,3476
UCL315053,560,324,394,379,345,434,392,167,82,3077
UCL315054,844,475,427,409,451,522,459,232,59,3875
UCL315055,253,164,140,214,362,674,853,397,74,3125
UCL315056,293,147,116,162,210,255,292,185,76,1733
UCL315057,342,213,177,240,353,440,623,418,168,2964
UCL315058,1023,423,516,556,380,263,151,70,13,3393
UCL315059,325,198,142,211,230,132,107,127,40,1516
UCL315060,704,257,337,375,254,221,123,49,11,2331
UCL315061,368,289,677,631,614,477,103,3,0,3173
UCL315062,247,191,206,167,186,184,177,113,59,1527
UCL315063,250,124,193,158,174,176,173,122,30,1406
UCL315064,414,186,212,200,161,142,149,73,40,1572
UCL315065,132,108,83,83,123,157,179,99,73,1044
UCL315066,660,359,341,448,435,398,315,141,37,3130
UCL315067,369,215,161,199,294,393,498,207,34,2374
UCL315068,385,187,170,200,236,275,233,121,41,1847
UCL315069,340,220,168,214,312,424,432,212,66,2391
UCL315070,455,242,338,365,310,298,201,69,12,2303
UCL315071,258,99,107,155,138,233,255,106,11,1365
UCL315072,153,135,248,125,124,158,125,89,41,1186
UCL315073,366,225,195,159,221,283,281,169,95,1993
UCL315074,533,315,282,309,401,498,656,353,102,3441
UCL315075,146,66,108,154,170,340,332,140,35,1488
UCL315076,892,526,443,472,554,520,453,296,117,4271
UCL315077,635,332,308,228,249,206,89,15,0,2070
UCL315078,612,336,277,293,306,277,320,263,185,2863
UCL315079,278,165,132,200,262,314,250,109,28,1730
UCL315080,598,419,1152,756,785,1237,1294,557,93,6889
UCL315081,656,386,328,372,442,464,414,297,127,3495
UCL315082,150,86,100,142,175,299,312,115,11,1391
UCL315083,156,134,92,122,164,183,108,37,12,997
UCL315084,248,172,143,170,259,430,362,123,18,1923
UCL315085,617,406,340,339,333,389,339,195,86,3043
UCL315086,355,222,168,278,507,798,844,386,46,3608
UCL315087,559,354,156,286,469,437,302,116,26,2704
UCL315088,721,420,391,404,385,469,406,205,80,3489
UCL315089,546,323,375,281,322,360,316,157,45,2718
UCL315090,760,445,491,490,573,629,805,496,213,4905
UCL315091,773,423,449,384,337,291,140,53,12,2853
UCL315092,141,117,77,121,197,493,740,410,104,2411
UCL315093,120,69,65,67,111,150,187,138,50,958
UCL315094,365,162,154,205,259,405,500,217,30,2308
UCL315095,367,280,397,258,262,264,242,159,74,2301
UCL315096,799,416,508,401,429,410,275,123,47,3412
UCL315097,450,247,306,222,239,193,175,61,15,1905
UCL315098,1060,565,870,683,674,490,159,43,5,4545
UCL315099,1034,530,485,578,507,334,227,82,10,3789
UCL315100,261,151,139,169,167,175,173,63,8,1313
UCL315101,432,183,183,279,226,237,132,47,12,1729
UCL315102,250,163,171,154,211,254,292,237,89,1825
UCL315103,230,101,146,168,182,316,362,133,15,1664
UCL315104,394,421,853,639,441,376,353,150,79,3697
UCL315105,111,55,72,80,137,360,637,239,33,1734
UCL315106,533,213,371,264,174,158,117,37,8,1873
UCL315107,555,243,467,331,296,293,236,112,32,2570
UCL315108,395,236,206,131,119,101,51,11,3,1261
UCL315109,167,87,79,117,142,204,253,113,28,1187
UCL321001,105,80,48,67,73,86,91,40,9,596
UCL321002,134,73,72,63,77,117,139,93,60,831
UCL321003,89,43,64,61,80,91,104,52,4,580
UCL321004,107,54,63,70,52,88,59,41,14,545
UCL321005,148,77,79,96,99,77,100,52,3,731
UCL321006,221,81,88,105,74,54,30,9,0,663
UCL321007,331,170,284,235,216,186,132,64,3,1622
UCL321008,122,68,63,81,131,229,264,120,9,1080
UCL321009,230,134,152,140,167,216,194,131,41,1403
UCL321010,225,82,135,103,78,120,89,49,9,890
UCL321011,164,79,42,107,136,111,71,31,0,733
UCL321012,74,73,32,49,82,94,146,110,30,692
UCL321013,106,74,52,82,127,124,116,59,0,754
UCL321014,133,50,78,83,62,51,36,16,0,515
UCL321015,160,89,106,105,111,184,219,115,55,1141
UCL321016,75,46,40,46,56,94,163,79,19,610
UCL321017,188,92,76,107,117,181,126,67,6,957
UCL321018,176,48,84,96,98,84,99,37,4,721
UCL321019,262,90,96,167,149,123,73,20,4,987
UCL321020,149,90,80,88,121,145,110,53,9,839
UCL321021,132,64,66,95,95,125,100,52,9,733
UCL321022,162,89,46,101,124,76,65,21,6,677
UCL321023,133,70,74,81,87,129,125,45,18,754
UCL321024,119,61,57,71,72,71,49,30,8,541
UCL321025,76,33,34,39,40,144,134,49,9,561
UCL321026,87,54,55,65,58,76,72,29,7,502
UCL321027,153,74,74,122,128,117,79,50,9,809
UCL321028,251,104,145,133,91,108,120,42,12,1010
UCL321029,62,43,26,38,104,199,228,89,20,809
UCL321030,74,50,33,50,83,94,72,35,10,498
UCL321031,200,95,101,138,143,159,119,51,9,1013
UCL321032,388,211,134,213,322,308,248,109,12,1942
UCL321033,233,75,104,142,162,162,130,45,5,1054
UCL321034,270,112,127,118,156,180,167,84,34,1249
UCL321035,361,181,179,213,253,324,288,109,14,1914
UCL321036,234,105,156,133,153,114,98,33,5,1041
UCL321037,145,76,60,81,113,115,125,54,15,782
UCL321038,157,80,65,77,111,200,247,109,14,1061
UCL321039,101,64,72,78,111,188,207,111,40,971
UCL321040,115,69,36,96,92,135,68,30,5,644
UCL321041,134,115,83,80,112,159,190,104,43,1021
UCL321042,125,100,61,72,94,94,62,40,9,652
UCL321043,118,108,47,79,122,128,69,35,4,706
UCL321044,225,128,115,166,274,464,423,137,14,1951
UCL321045,267,111,123,186,159,128,81,24,3,1076
UCL321046,71,71,34,36,99,95,90,53,8,545
UCL321047,169,81,83,63,83,107,112,58,8,759
UCL321048,90,49,53,56,54,93,88,56,14,557
UCL321049,140,47,80,61,73,77,40,30,0,543
UCL321050,194,100,123,70,99,107,75,41,11,823
UCL321051,182,129,64,63,103,183,162,96,38,1022
UCL321052,266,122,150,95,105,62,32,9,3,848
UCL321053,142,105,97,67,74,69,28,5,0,578
UCL321054,74,44,67,55,88,200,208,57,6,810
UCL321055,192,108,159,90,151,198,248,79,29,1252
UCL321056,145,53,86,74,98,119,96,75,29,767
UCL321057,124,38,63,48,83,129,118,89,39,738
UCL321058,201,99,106,127,111,114,134,63,20,971
UCL321059,246,134,93,146,192,165,132,41,9,1157
UCL321060,89,68,31,51,90,113,122,82,38,675
UCL321061,112,45,43,72,84,178,272,133,17,958
UCL321062,272,172,186,102,162,85,53,12,0,1040
UCL321063,152,106,65,88,152,162,135,64,11,941
UCL321064,59,55,48,35,103,187,256,106,18,864
UCL321065,222,124,93,133,173,218,168,102,15,1259
UCL321066,19,33,8,27,67,121,127,61,19,485
UCL321067,153,107,94,66,84,46,33,13,6,589
UCL321068,169,61,101,138,122,106,78,35,11,806
UCL321069,118,66,60,83,117,173,212,137,23,984
UCL321070,150,64,72,107,84,91,85,36,8,689
UCL321071,103,64,60,61,89,83,77,39,3,584
UCL321072,214,94,107,107,133,91,81,21,10,854
UCL321073,140,82,142,102,148,250,299,139,16,1319
UCL321074,158,90,88,87,85,108,138,63,18,838
UCL321075,300,138,119,175,190,134,91,32,10,1185
UCL321076,242,153,118,116,105,80,32,4,0,853
UCL321077,114,83,202,171,172,146,65,17,0,972
UCL321078,69,56,51,41,96,106,108,25,5,553
UCL321079,356,187,196,178,186,197,163,61,3,1533
UCL321080,384,256,459,429,289,262,209,82,10,2381
UCL321081,90,68,44,62,68,91,55,27,6,519
UCL321082,113,57,42,69,90,93,92,33,4,589
UCL321083,324,178,195,212,179,193,155,85,15,1540
UCL321084,127,97,104,111,160,243,176,82,17,1109
UCL321085,21,19,18,19,42,162,261,65,6,602
UCL321086,131,90,95,116,104,62,33,9,0,647
UCL321087,99,67,39,76,81,90,86,52,5,590
UCL321088,129,81,65,57,112,145,187,79,29,890
UCL321089,46,17,22,34,75,162,189,78,18,645
UCL321090,164,74,34,90,141,75,111,96,31,820
UCL321091,64,29,27,40,86,146,224,86,13,708
UCL321092,66,38,27,45,59,120,128,95,6,581
UCL321093,99,90,36,68,77,111,112,58,6,657
UCL321094,99,66,45,71,82,89,104,46,16,614
UCL321095,169,69,66,100,152,205,235,91,14,1107
UCL321096,128,72,90,90,81,125,79,77,27,774
UCL321097,200,107,79,112,161,145,91,51,8,966
UCL321098,88,75,38,65,79,75,49,26,8,496
UCL321099,139,93,96,78,85,101,91,38,24,745
UCL321100,101,52,70,53,64,63,62,70,22,556
UCL321101,123,59,67,61,67,108,111,80,37,720
UCL321102,136,100,71,102,118,108,73,38,0,737
UCL321103,194,87,114,117,144,188,139,63,11,1054
UCL321104,195,109,135,166,150,109,13,0,0,878
UCL321105,260,117,115,168,180,216,227,109,19,1422
UCL321106,246,123,178,160,126,164,196,96,30,1329
UCL321107,79,46,57,52,84,151,122,74,19,688
UCL321108,124,52,60,66,63,77,78,28,10,558
UCL321109,157,87,119,116,177,251,280,97,20,1296
UCL321110,139,63,59,78,131,138,182,95,22,907
UCL321111,170,70,74,72,111,130,183,68,13,901
UCL321112,357,161,168,98,110,70,36,8,0,1007
UCL321113,117,58,58,101,74,133,95,22,3,664
UCL321114,143,78,68,81,106,140,187,126,24,961
UCL322001,73,32,26,45,52,68,40,15,0,349
UCL322002,34,19,38,25,41,47,35,23,8,265
UCL322003,24,14,6,16,25,46,92,33,5,249
UCL322004,44,26,34,44,57,84,107,54,5,464
UCL322005,48,21,31,24,30,48,49,27,0,289
UCL322006,18,11,20,21,31,88,103,65,9,357
UCL322007,57,23,41,33,47,77,51,29,16,366
UCL322008,46,29,21,28,28,23,28,20,0,215
UCL322009,37,20,35,39,42,55,32,32,8,315
UCL322010,14,16,19,12,62,106,103,36,3,366
UCL322011,55,30,35,59,57,97,74,23,3,441
UCL322012,28,20,21,34,30,57,74,61,13,341
UCL322013,115,60,58,69,51,59,34,20,0,465
UCL322014,48,22,13,29,28,27,42,24,10,242
UCL322015,68,24,24,40,56,78,57,20,9,374
UCL322016,25,20,33,23,48,62,31,6,0,247
UCL322017,58,34,38,16,25,25,8,0,0,197
UCL322018,54,18,8,38,42,106,167,47,4,480
UCL322019,21,15,13,28,44,83,85,37,14,316
UCL322020,55,18,25,27,38,50,41,15,0,267
UCL322021,10,0,11,8,16,55,86,27,5,215
UCL322022,27,37,32,20,29,49,48,14,0,256
UCL322023,44,30,21,25,67,100,104,35,5,420
UCL322024,83,44,46,70,67,76,74,39,6,500
UCL322025,50,15,28,23,29,46,52,5,0,237
UCL322026,45,25,35,19,39,36,22,21,0,240
UCL322027,25,10,12,15,36,37,31,9,5,176
UCL322028,19,21,22,18,29,34,38,26,9,210
UCL322029,77,31,62,35,26,38,30,11,0,303
UCL322030,49,37,25,31,32,65,68,37,4,348
UCL322031,43,14,22,24,33,78,71,28,5,308
UCL322032,14,11,10,18,25,35,42,12,0,161
UCL322033,55,10,14,10,10,12,0,0,0,115
UCL322034,67,43,43,23,63,50,50,48,10,398
UCL322035,58,32,39,32,57,66,62,30,12,392
UCL322036,36,25,40,39,45,104,108,64,3,471
UCL322037,41,17,22,9,38,36,48,12,9,232
UCL322038,87,42,35,46,42,69,75,41,8,450
UCL322039,35,27,21,25,26,41,25,17,7,229
UCL322040,94,54,33,62,72,45,21,13,0,398
UCL322041,88,45,57,38,36,40,27,6,3,338
UCL322042,74,23,38,52,29,36,29,16,0,292
UCL322043,52,42,26,32,46,53,18,10,3,293
UCL322044,59,12,24,27,32,50,69,28,3,305
UCL322045,69,52,24,38,66,88,88,33,8,460
UCL322046,70,109,50,33,50,45,48,9,5,408
UCL322047,13,34,46,22,38,87,50,7,0,296
UCL322048,54,10,32,27,40,60,63,13,5,315
UCL322049,40,25,23,30,37,51,52,27,0,278
UCL322050,103,55,131,131,149,101,16,0,0,682
UCL322051,35,32,19,25,33,29,45,5,3,225
UCL322052,30,28,16,23,24,29,25,15,3,194
UCL322053,41,27,48,35,45,90,44,23,6,362
UCL322054,25,22,11,29,39,105,82,29,3,341
UCL322055,42,34,16,27,41,81,84,40,6,387
UCL322056,81,40,31,22,38,12,8,7,0,249
UCL322057,106,68,49,63,61,63,52,29,0,485
UCL322058,41,19,16,30,44,133,186,67,12,549
UCL322059,71,33,54,24,35,28,8,0,0,260
UCL322060,77,47,23,49,61,106,91,33,10,489
UCL322061,205,86,64,45,14,31,17,5,0,472
UCL322062,60,30,44,24,51,57,62,24,10,362
UCL322063,69,48,76,55,61,97,85,29,6,530
UCL322064,52,29,24,33,41,50,29,17,0,265
UCL322065,51,22,27,26,34,36,33,18,3,252
UCL322066,10,3,6,14,21,64,70,23,0,225
UCL322067,96,41,81,88,142,333,484,187,15,1469
UCL322068,47,18,26,28,27,52,57,23,5,283
UCL322069,28,21,18,22,48,94,91,48,8,374
UCL322070,73,18,21,39,66,72,94,46,19,447
UCL322071,31,8,23,14,18,21,26,6,0,150
UCL322072,46,25,22,27,38,38,28,21,3,249
UCL322073,62,19,30,50,57,124,224,89,16,663
UCL322074,8,9,5,13,16,71,85,30,6,241
UCL322075,82,32,32,27,25,15,5,0,0,220
UCL322076,128,70,78,54,41,45,31,7,0,454
UCL322077,92,61,48,57,40,34,30,9,0,375
UCL322078,42,24,25,29,30,48,29,11,4,244
UCL322079,92,40,37,50,42,32,16,8,3,314
UCL322080,24,10,7,20,24,55,61,30,3,249
UCL322081,55,25,30,40,37,72,67,22,16,363
UCL322082,55,34,35,39,55,65,65,38,7,385
UCL322083,50,18,17,25,28,29,33,13,4,213
UCL322084,53,11,28,23,44,49,40,19,6,270
UCL322085,84,57,47,49,76,69,65,22,6,469
UCL322086,49,22,18,25,28,48,47,17,3,263
UCL322087,62,29,45,61,78,76,56,19,0,420
UCL322088,43,18,23,27,32,37,59,19,4,265
UCL322089,71,31,44,45,58,59,46,24,14,394
UCL322090,45,21,29,33,33,44,18,3,3,229
UCL322091,42,10,25,15,25,48,31,12,4,221
UCL322092,131,66,71,31,45,21,10,0,0,373
UCL322093,28,16,29,31,62,92,62,48,4,383
UCL322094,7,16,14,18,28,58,34,16,5,195
UCL322095,43,20,20,33,38,75,102,59,20,397
UCL322096,132,44,47,72,77,55,40,26,3,495
UCL322097,31,54,69,38,46,110,112,25,6,491
UCL322098,64,57,22,48,56,54,30,9,4,341
UCL322099,44,32,23,21,31,37,55,33,0,276
UCL322100,92,23,60,57,59,93,76,28,7,500
UCL322101,112,32,71,59,66,96,100,31,7,578
UCL322102,128,29,53,39,25,23,18,7,5,330
UCL322103,52,33,32,44,80,67,60,30,4,412
UCL322104,61,39,17,42,70,88,42,23,3,385
UCL322105,60,24,30,16,28,45,41,18,6,269
UCL322106,90,50,67,58,72,101,85,15,0,535
UCL322107,24,17,30,21,28,125,159,31,0,437
UCL322108,34,22,22,14,33,35,31,12,3,206
UCL322109,66,34,41,39,44,54,51,14,5,362
UCL322110,71,40,53,43,62,86,43,19,9,438
UCL322111,77,43,33,34,35,43,28,13,0,304
UCL322112,44,21,26,48,42,48,36,11,4,278
UCL322113,74,22,37,31,32,35,24,13,0,272
UCL322114,79,18,51,42,47,73,79,29,12,442
UCL322115,49,21,31,27,37,59,68,29,4,330
UCL322116,44,8,9,19,29,57,43,21,3,237
UCL322117,10,13,12,23,32,90,124,70,11,387
UCL322118,44,28,38,24,31,32,32,20,4,251
UCL322119,40,13,27,37,31,55,37,6,0,252
UCL322120,93,40,84,54,56,73,79,66,17,565
UCL322121,61,26,41,31,51,88,112,47,8,462
UCL322122,14,29,24,29,41,81,94,59,6,378
UCL322123,32,22,18,25,43,32,30,17,6,221
UCL322124,22,13,18,14,24,46,33,29,0,200
UCL322125,96,43,38,38,47,61,71,27,4,418
UCL322126,37,24,15,21,19,36,38,28,42,260
UCL322127,55,35,18,39,54,125,152,85,17,574
UCL322128,166,69,67,46,40,39,6,3,0,430
UCL322129,37,11,18,18,19,56,72,39,3,273
UCL322130,44,18,24,38,35,78,84,16,6,343
UCL322131,31,18,19,21,29,41,30,17,4,206
UCL322132,108,50,82,56,64,79,46,28,5,514
UCL322133,93,38,47,45,23,15,8,0,4,277
UCL322134,3,0,0,5,13,31,39,25,8,128
UCL322135,77,31,54,29,36,36,13,8,0,279
UCL322136,69,30,31,33,58,59,40,18,0,348
UCL322137,39,16,7,18,24,39,28,10,3,191
UCL322138,39,25,18,20,20,23,39,24,4,216
UCL322139,87,22,51,26,21,29,13,3,0,260
UCL331001,78835,47639,45278,54695,70455,78639,64062,26853,5159,471627
UCL379997,6,24,87,111,79,34,14,0,0,354
UCL401001,211678,152538,177179,166703,154004,146810,122359,72376,33254,1236891
UCL412001,5163,3493,3337,3319,3609,3758,2822,1902,837,28237
UCL412002,4322,2675,2963,2817,2679,2126,2015,1143,409,21160
UCL412003,4834,3132,3395,3029,3296,3328,2899,1790,797,26502
UCL412004,3781,2412,2768,2373,2931,2959,2055,1380,439,21103
UCL413001,3038,1721,1195,1965,2391,2018,1947,852,274,15400
UCL413002,2926,1967,2223,1947,2040,2228,1993,1432,551,17309
UCL413003,2374,1457,2060,1595,1629,1751,1404,778,256,13293
UCL413004,2582,1618,1796,1611,1771,1886,1609,956,429,14250
UCL413005,2343,1709,1602,1390,1764,1845,1610,1071,427,13770
UCL413006,1939,1106,1061,1286,1518,2310,3600,2604,1053,16467
UCL414001,859,517,507,604,826,1264,2158,1375,428,8537
UCL414002,1129,581,722,663,696,566,447,157,31,4988
UCL414003,945,533,763,711,560,600,535,383,189,5205
UCL414004,970,667,673,722,728,741,840,556,230,6124
UCL414005,1094,643,637,633,778,819,883,637,215,6333
UCL415001,411,188,186,257,299,310,280,163,52,2144
UCL415002,919,548,536,509,555,440,268,180,64,4024
UCL415003,359,194,206,160,227,233,249,181,108,1923
UCL415004,284,176,177,198,216,207,193,115,35,1600
UCL415005,277,174,213,189,218,230,302,201,122,1932
UCL415006,659,508,520,485,514,528,556,295,158,4218
UCL415007,488,307,420,379,308,308,275,213,102,2816
UCL415008,473,230,366,251,336,321,329,144,42,2488
UCL415009,551,324,421,376,424,453,497,306,130,3475
UCL415010,225,118,239,204,228,348,380,225,28,1995
UCL415011,259,86,130,136,129,183,194,142,67,1323
UCL415012,621,296,362,321,265,275,215,69,44,2464
UCL415013,357,216,135,255,315,299,312,249,187,2339
UCL415014,232,131,158,129,146,210,177,141,74,1394
UCL415015,783,483,487,485,533,627,602,401,178,4573
UCL415016,444,236,256,251,291,421,365,251,78,2586
UCL415017,281,150,241,183,222,338,308,189,79,1992
UCL415018,206,143,127,126,163,224,301,187,84,1566
UCL415019,361,286,201,225,397,396,179,73,26,2140
UCL415020,398,204,247,251,266,301,201,164,68,2112
UCL415021,693,370,430,398,471,488,537,414,195,3985
UCL415022,340,194,201,236,243,248,227,110,26,1830
UCL415023,159,96,90,91,107,175,151,138,66,1071
UCL415024,343,207,201,157,289,384,516,348,116,2562
UCL415025,301,141,77,189,195,103,82,42,6,1137
UCL415026,438,274,215,302,398,502,517,435,185,3275
UCL415027,277,96,190,184,134,124,64,32,11,1115
UCL415028,166,100,95,123,138,171,177,69,11,1051
UCL415029,705,542,404,470,593,704,661,378,203,4664
UCL415030,555,281,352,315,484,744,1036,615,192,4589
UCL415031,279,144,122,176,163,145,127,36,3,1189
UCL415032,264,126,106,180,201,433,598,248,75,2226
UCL415033,178,96,156,107,118,126,130,63,12,995
UCL415034,219,116,150,141,184,216,186,102,36,1344
UCL415035,184,116,100,143,187,279,290,145,40,1482
UCL415036,129,60,76,67,92,184,252,181,82,1128
UCL415037,732,496,654,524,560,627,670,416,198,4867
UCL415038,172,71,117,123,145,216,250,130,27,1250
UCL415039,995,412,778,697,482,343,63,15,3,3788
UCL415040,208,169,132,126,168,227,192,148,42,1420
UCL415041,705,351,378,508,584,618,635,397,215,4392
UCL415042,187,103,101,134,152,226,321,223,107,1559
UCL415043,628,348,483,360,380,342,234,97,30,2907
UCL415044,436,159,384,259,175,144,74,33,13,1677
UCL415045,247,144,183,144,149,201,325,196,121,1715
UCL415046,547,307,309,388,473,750,857,480,130,4247
UCL415047,455,256,255,268,317,298,214,76,49,2190
UCL415048,408,232,143,259,343,312,311,155,42,2205
UCL415049,278,181,171,216,231,256,243,181,86,1829
UCL421001,128,71,96,90,91,199,287,168,76,1200
UCL421002,63,23,33,44,52,82,131,62,15,501
UCL421003,196,106,95,95,143,116,99,41,19,912
UCL421004,131,76,75,80,107,203,201,99,30,1001
UCL421005,136,60,83,79,86,117,113,89,44,803
UCL421006,145,78,54,98,94,116,62,24,7,675
UCL421007,86,40,61,73,90,144,165,83,7,750
UCL421008,136,68,103,94,108,158,192,82,31,966
UCL421009,149,64,77,86,87,86,99,68,38,753
UCL421010,139,67,75,94,91,64,58,11,3,610
UCL421011,75,49,49,44,68,98,117,84,32,621
UCL421012,108,55,50,58,68,98,108,54,8,612
UCL421013,195,108,110,119,166,178,103,31,16,1029
UCL421014,109,91,70,71,101,99,65,45,61,710
UCL421015,109,66,52,79,74,99,71,34,33,610
UCL421016,66,68,38,40,88,103,75,22,0,507
UCL421017,130,52,50,88,68,54,36,5,0,487
UCL421018,204,126,135,139,148,160,143,79,42,1166
UCL421019,99,37,73,58,68,98,85,68,35,619
UCL421020,98,37,72,53,67,79,66,72,30,571
UCL421021,99,34,54,52,60,70,77,61,27,531
UCL421022,160,90,110,99,147,166,137,46,9,954
UCL421023,162,87,134,120,84,112,76,55,18,852
UCL421024,129,60,92,73,60,133,145,104,39,843
UCL421025,90,67,79,56,95,155,183,63,16,805
UCL421026,95,49,68,62,77,101,138,106,63,762
UCL421027,111,46,73,64,71,74,91,50,26,615
UCL421028,91,67,39,52,87,120,51,18,7,527
UCL421029,64,40,40,46,66,84,97,48,48,537
UCL421030,72,50,95,82,55,112,79,41,24,606
UCL421031,74,53,45,50,77,123,129,60,20,632
UCL421032,99,62,76,61,83,84,83,50,8,613
UCL421033,136,109,91,85,53,42,25,12,8,553
UCL421034,161,91,105,90,121,192,233,127,37,1155
UCL421035,99,73,51,52,84,116,132,106,62,777
UCL421036,203,149,85,124,149,129,64,22,10,952
UCL421037,160,77,105,83,104,164,190,87,53,1022
UCL421038,165,106,94,123,104,144,103,44,20,903
UCL421039,163,62,81,103,91,88,39,10,0,651
UCL421040,120,91,42,67,113,81,87,33,7,637
UCL421041,96,27,67,68,53,87,81,30,31,545
UCL421042,86,56,47,55,87,109,161,115,66,794
UCL421043,83,54,43,46,81,100,140,65,25,630
UCL422001,68,24,28,38,37,35,30,3,4,270
UCL422002,105,63,91,37,47,41,15,8,0,404
UCL422003,26,12,23,23,32,70,89,36,0,302
UCL422004,27,22,17,22,32,60,64,24,10,263
UCL422005,36,10,25,21,20,44,58,15,10,240
UCL422006,37,26,28,32,54,72,84,32,8,378
UCL422007,28,7,16,24,33,62,69,20,7,264
UCL422008,81,53,52,50,34,68,54,32,3,431
UCL422009,27,19,18,16,22,44,42,45,33,270
UCL422010,70,19,14,47,50,66,61,31,5,360
UCL422011,23,9,8,18,30,42,55,37,5,225
UCL422012,84,70,58,49,76,74,44,20,0,469
UCL422013,67,30,35,39,59,47,22,13,0,311
UCL422014,28,22,14,17,25,44,27,9,0,192
UCL422015,32,17,22,16,40,104,105,40,11,389
UCL422016,28,15,9,11,27,45,31,23,7,196
UCL422017,21,20,9,9,34,36,35,29,15,203
UCL422018,20,9,24,21,22,37,43,19,3,192
UCL422019,52,27,33,38,41,98,161,73,12,538
UCL422020,71,24,19,59,38,73,72,34,8,406
UCL422021,34,17,40,26,39,83,107,23,7,385
UCL422022,75,79,69,41,39,24,16,4,6,350
UCL422023,48,28,22,28,47,46,42,22,0,282
UCL422024,46,58,49,38,26,18,8,3,0,247
UCL422025,55,24,28,23,28,47,64,36,31,335
UCL422026,94,42,69,48,58,55,27,12,3,404
UCL422027,12,11,30,19,21,46,45,8,3,196
UCL422028,37,25,30,29,23,49,57,24,7,283
UCL422029,69,59,70,31,36,26,4,0,0,297
UCL422030,54,24,25,30,35,61,67,29,5,324
UCL422031,44,37,17,27,47,60,54,24,4,320
UCL422032,60,33,28,46,46,58,36,7,3,315
UCL422033,25,42,25,21,67,80,32,16,5,299
UCL422034,46,32,36,15,50,62,43,17,7,315
UCL422035,101,59,53,49,62,62,36,22,3,440
UCL422036,83,34,43,49,54,66,67,32,3,437
UCL422037,64,31,25,44,36,31,43,25,0,290
UCL422038,45,26,19,24,36,37,35,32,3,249
UCL422039,30,17,21,16,28,54,55,18,0,237
UCL422040,34,15,24,37,40,48,42,33,10,294
UCL422041,42,32,20,24,28,69,97,54,3,363
