UCL_CODE_2021,Separate_house_NB0_i_sa_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sd_r_or_t_h_t_1_s_NB0_i_sa_b,Sd_r_or_t_h_t_1_st_NofB_1,Sd_r_or_t_h_t_1_st_NofB_2,Sd_r_or_t_h_t_1_st_NofB_3,Sd_r_or_t_h_t_1_st_NofB_4,Sd_r_or_t_h_t_1_st_NofB_5,Sd_r_or_t_h_t_1_st_NofB_6_m,Sd_r_or_t_h_t_1_st_NofB_NS,Sd_r_or_t_h_t_1_st_Total,Sd_r_or_t_h_t_2m_s_NB0_i_sa_b,Sd_r_or_t_h_t_2m_sts_NofB_1,Sd_r_or_t_h_t_2m_sts_NofB_2m,Sd_r_or_t_h_t_2m_sts_NofB_3,Sd_r_or_t_h_t_2m_sts_NofB_4,Sd_r_or_t_h_t_2m_sts_NofB_5,Sd_r_or_t_h_t_2m_st_NofB_6_m,Sd_r_or_t_h_t_2m_sts_NofB_NS,Sd_r_or_t_h_t_2m_sts_Total,Sd_r_or_t_h_t_T_NB0_i_sa_b,Sd_r_or_t_h_t_Total_NofB_1,Sd_r_or_t_h_t_Total_NofB_2,Sd_r_or_t_h_t_Total_NofB_3,Sd_r_or_t_h_t_Total_NofB_4,Sd_r_or_t_h_t_Total_NofB_5,Sd_r_or_t_h_t_Tot_NofB_6_m,Sd_r_or_t_h_t_Tot_NofB_NS,Sd_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NB0_i_sa_b,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NB0_i_sa_b,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_to_8_s_b_NB0_i_sa_b,Fl_a_4_to_8_s_b_NofB_1,Fl_a_4_to_8_s_b_NofB_2,Fl_a_4_to_8_s_b_NofB_3,Fl_a_4_to_8_s_b_NofB_4,Fl_a_4_to_8_s_b_NofB_5,Fl_a_4_to_8_s_b_NofB_6_m,Fl_a_4_to_8_s_b_NofB_NS,Fl_a_4_to_8_s_b_Total,Fl_a_9_or_m_s_b_NB0_i_sa_b,Fl_a_9_or_m_s_b_NofB_1,Fl_a_9_or_m_s_b_NofB_2,Fl_a_9_or_m_s_b_NofB_3,Fl_a_9_or_m_s_b_NofB_4,Fl_a_9_or_m_s_b_NofB_5,Fl_a_9_or_m_s_b_NofB_6_m,Fl_a_9_or_m_s_b_NofB_NS,Fl_a_9_or_m_s_b_Total,Fl_a_At_to_a_h_NB0_i_sa_b,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NB0_i_sa_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NB0_i_sa_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NB0_i_sa_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NB0_i_sa_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
UCL321023,0,6,43,179,56,3,0,27,311,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,7,45,179,56,3,0,29,325
UCL321024,0,3,3,79,74,13,4,9,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,79,74,13,4,9,189
UCL321025,0,0,11,97,100,9,0,7,238,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,103,100,11,0,13,249
UCL321026,0,4,23,89,72,3,0,7,200,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,94,72,3,0,7,212
UCL321027,3,4,32,120,88,13,3,13,274,0,0,3,0,0,0,0,0,5,0,0,3,6,0,0,0,0,10,0,0,3,6,0,0,0,0,16,0,0,13,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,5,13,11,8,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,13,11,42,127,88,13,3,17,315
UCL321028,0,6,29,140,88,17,3,53,336,0,0,9,0,4,0,0,12,26,0,0,0,0,0,0,0,0,4,0,0,11,0,4,0,0,12,27,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,14,19,0,3,0,0,0,3,38,0,4,0,6,0,0,0,0,8,11,28,46,145,93,18,3,67,416
UCL321029,4,12,140,195,52,8,3,26,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,139,193,52,8,3,26,436
UCL321030,0,4,29,106,39,10,4,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,106,39,10,4,0,199
UCL321031,5,15,67,214,66,7,0,35,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,67,214,66,7,0,35,409
UCL321032,7,10,43,207,251,79,24,35,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0,0,0,4,0,0,3,7,0,0,0,0,6,7,12,41,211,258,79,24,35,668
UCL321033,3,0,41,203,106,5,0,28,389,0,0,20,4,0,0,0,4,25,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,4,25,0,0,15,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,78,211,106,5,0,32,434
UCL321034,4,24,112,209,64,8,4,14,440,0,21,7,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,21,7,0,0,0,0,0,24,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,12,16,5,0,0,0,0,11,46,0,0,0,0,0,0,0,0,0,13,56,125,210,62,8,4,32,518
UCL321035,11,23,80,314,188,33,11,47,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,3,0,0,0,37,0,0,0,0,0,0,0,0,0,10,23,92,332,192,35,11,47,745
UCL321036,0,0,10,88,182,37,15,18,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,9,94,183,37,15,18,355
UCL321037,0,11,61,124,59,9,5,30,302,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,8,0,0,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,4,25,75,127,59,9,5,26,334
UCL321038,0,4,78,194,76,14,5,10,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,14,29,37,8,0,3,0,0,3,81,0,0,0,0,0,0,0,0,0,35,41,97,191,79,17,5,15,475
UCL321039,3,9,31,193,122,29,10,16,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,16,35,197,127,29,10,16,432
UCL321040,0,5,22,109,79,16,0,10,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,109,84,14,0,14,253
UCL321041,0,8,56,154,62,9,0,32,323,0,18,12,8,0,0,0,4,38,0,0,0,0,0,0,0,0,0,0,18,12,8,0,0,0,4,38,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,17,0,3,0,0,0,18,52,0,0,0,0,0,0,0,0,3,12,45,67,172,65,9,0,53,422
UCL321042,0,0,27,104,73,18,3,15,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,104,74,14,3,15,235
UCL321043,0,4,7,56,103,40,4,8,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,62,103,40,4,8,228
UCL321044,37,110,248,326,97,9,3,94,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,46,115,246,327,95,9,7,92,947
UCL321045,0,10,26,98,165,37,12,21,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,98,165,37,12,21,371
UCL321046,0,0,0,73,103,21,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,103,21,0,0,203
UCL321047,0,7,38,153,65,10,4,16,301,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,41,158,65,10,4,17,310
UCL321048,0,6,55,84,37,3,0,25,212,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,8,5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,19,3,8,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,9,21,65,84,42,3,0,31,249
UCL321049,0,0,13,105,47,7,0,11,194,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,108,47,7,0,16,208
UCL321050,0,5,30,97,118,14,0,32,295,0,0,13,9,0,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,47,106,121,14,0,36,322
UCL321051,0,23,69,160,50,7,4,35,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,3,0,0,15,0,0,4,28,0,0,0,0,0,0,0,0,4,0,32,84,159,70,7,4,38,398
UCL321052,0,9,46,112,55,7,0,16,250,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,6,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,56,115,55,7,0,18,269
UCL321053,0,9,29,48,27,3,3,11,135,0,3,18,11,0,0,0,3,36,0,0,3,0,0,0,0,0,10,0,8,19,12,0,0,0,3,40,0,4,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,7,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,3,19,51,64,24,7,7,17,191
UCL321054,0,12,71,123,44,5,0,13,277,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,3,10,6,0,0,0,0,34,0,0,0,0,0,0,0,0,0,14,15,93,134,44,5,5,14,322
UCL321055,5,21,73,156,46,9,0,29,351,9,17,16,23,20,0,0,12,101,0,0,0,0,0,0,0,0,0,9,17,16,23,20,0,0,12,101,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,15,30,3,0,0,0,0,20,72,3,4,4,0,0,0,0,4,12,33,71,101,189,72,13,0,62,536
UCL321056,3,6,56,175,55,10,0,17,319,0,0,5,3,0,0,0,7,18,0,0,0,0,0,0,0,0,4,0,0,8,3,0,0,0,4,20,0,0,5,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,18,66,182,56,10,0,29,361
UCL321057,3,11,62,139,46,3,0,31,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,0,0,0,5,24,0,0,0,0,0,0,0,3,4,6,18,75,136,47,3,4,40,337
UCL321058,0,10,33,177,111,13,6,27,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,13,35,175,116,13,6,27,384
UCL321059,0,0,23,97,151,64,17,13,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,95,151,64,17,13,373
UCL321060,0,6,55,145,48,5,4,21,275,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,57,145,48,5,4,23,289
UCL321061,4,0,25,113,39,10,0,22,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,46,35,0,0,0,0,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,46,35,0,0,0,0,5,100,25,41,10,5,7,0,0,6,101,15,24,3,0,0,0,0,4,53,59,119,77,120,52,7,4,41,467
UCL321062,0,6,35,104,37,7,0,22,210,0,0,30,6,0,0,0,7,41,0,0,3,7,0,0,0,9,20,0,0,35,13,0,0,0,13,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,0,5,0,6,78,127,37,7,0,36,286
UCL321063,4,5,20,139,127,17,5,13,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,27,140,127,17,5,15,345
UCL321064,6,16,51,142,37,3,0,37,291,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,59,4,6,3,0,0,10,108,4,4,0,0,0,0,0,0,8,38,82,62,142,35,3,0,49,414
UCL321065,0,0,26,183,189,39,4,30,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,26,185,189,39,4,26,480
UCL321066,4,25,137,81,16,0,0,19,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,25,141,81,16,0,0,24,284
UCL321067,0,9,34,54,39,0,4,18,159,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,17,0,0,4,5,0,0,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,11,44,56,42,0,4,20,178
UCL321068,3,12,54,157,63,19,7,16,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,55,160,61,19,7,16,326
UCL321069,0,6,53,205,90,15,0,15,383,0,0,16,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,41,13,3,0,0,0,16,88,0,0,0,0,0,0,0,0,0,20,48,74,209,89,15,0,28,484
UCL321070,0,0,32,123,82,10,5,18,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,5,32,123,82,10,5,18,284
