UCL_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
UCL114002,42,4,0,0,0,52,13,7,0,0,0,22,16,0,0,0,0,18,34,9,0,0,0,39,22,3,0,0,0,28,78,5,6,0,0,88,99,6,0,0,0,111,116,4,0,0,0,119,33,0,0,0,0,33,25,0,0,0,0,31,13,0,0,0,0,18,27,4,0,0,0,35,532,42,14,3,0,591
UCL114003,36,3,3,0,0,41,28,4,0,0,0,35,23,0,0,0,0,28,79,0,0,0,0,80,123,3,0,0,0,132,345,5,5,0,0,356,193,4,0,0,0,199,82,0,0,0,0,82,16,0,0,0,0,16,12,0,0,0,0,12,6,0,0,0,0,6,43,0,0,0,0,46,1006,17,9,3,0,1042
UCL114004,36,0,0,0,0,42,25,0,0,0,0,23,19,0,0,0,0,20,55,0,0,0,0,56,67,0,0,0,0,67,209,3,4,0,0,215,139,0,0,0,0,139,98,0,0,0,0,100,21,0,0,0,0,27,16,0,0,0,0,16,9,0,0,0,0,7,35,0,0,0,0,35,739,12,4,0,0,757
UCL114005,23,0,0,0,0,23,20,0,0,0,0,23,21,0,0,0,0,21,62,0,0,0,0,59,89,0,0,0,0,94,159,4,0,0,0,162,79,0,0,0,0,79,44,0,0,0,0,44,8,0,0,0,0,8,9,0,0,0,0,9,8,0,0,0,0,8,26,0,0,0,0,27,553,11,0,0,0,563
UCL114006,22,0,0,0,0,24,21,0,0,0,0,24,10,0,0,0,0,9,43,13,0,0,0,55,81,4,0,0,0,92,161,5,0,0,0,170,105,0,0,0,0,107,63,0,0,0,0,65,12,0,0,0,0,12,11,0,0,0,0,11,9,0,0,0,0,14,46,5,0,0,0,47,594,32,0,5,0,629
UCL114007,32,4,0,0,0,41,31,6,0,0,0,32,23,0,0,0,0,23,68,4,0,0,0,72,128,0,0,0,0,128,221,0,0,0,0,222,155,0,0,0,0,159,80,0,0,0,0,82,23,0,0,0,0,23,14,0,0,0,0,14,8,0,0,0,0,8,52,0,0,0,0,53,831,11,3,0,0,852
UCL114008,28,7,0,0,0,32,28,0,0,0,0,32,40,0,0,0,0,42,93,4,0,0,0,99,125,0,0,0,0,131,185,0,3,0,4,188,112,0,0,0,0,111,60,0,0,0,0,60,11,0,0,0,0,11,11,0,0,0,0,11,5,0,0,0,0,5,29,0,0,0,0,29,736,7,6,0,4,749
UCL114009,17,0,0,0,0,16,10,0,0,0,0,10,6,0,0,0,0,10,13,3,0,0,0,18,27,0,0,0,0,27,114,0,0,0,0,112,253,5,0,0,0,262,354,0,0,0,0,353,62,0,0,0,0,62,34,0,0,0,0,34,29,0,0,0,0,27,43,0,0,0,0,41,967,17,0,0,0,989
UCL114010,28,0,0,0,0,29,24,0,0,0,0,26,31,0,0,0,0,31,80,0,0,0,0,86,100,0,0,0,0,109,215,4,0,0,0,220,141,4,0,0,0,149,92,0,0,0,0,92,24,0,0,0,0,26,17,0,0,0,0,15,0,0,0,0,0,0,35,0,0,0,0,35,791,14,5,8,0,814
UCL114011,26,0,0,0,0,26,28,0,0,0,0,28,22,0,0,0,0,22,86,0,0,0,0,86,85,0,0,0,0,87,131,0,0,0,0,128,42,0,0,0,0,46,30,0,0,0,0,29,11,0,0,0,0,11,6,0,0,0,0,6,7,0,0,0,0,7,29,0,0,0,0,30,500,0,0,4,0,508
UCL114012,10,0,0,0,0,10,4,0,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,3,18,0,0,0,0,18,40,9,0,0,0,46,83,22,3,0,0,108,308,20,6,0,0,331,396,3,0,0,0,396,287,7,0,0,0,296,111,0,0,0,0,111,37,3,0,0,0,49,1303,70,10,0,0,1378
UCL114013,26,6,0,0,0,30,19,0,0,0,0,19,18,0,0,0,0,18,47,0,0,0,0,49,84,0,0,0,0,84,253,5,0,0,0,255,231,6,0,0,0,238,122,0,0,0,0,127,36,0,0,0,0,34,19,0,0,0,0,19,12,0,0,0,0,16,54,3,0,0,0,51,921,24,0,0,0,946
UCL114014,33,0,0,0,0,35,6,0,0,0,0,5,8,0,6,0,0,12,8,0,0,0,0,12,25,0,8,0,0,29,58,0,4,0,0,71,100,4,20,0,0,124,168,10,35,0,0,218,177,4,22,0,0,214,214,8,12,0,0,239,104,0,3,0,0,108,55,0,5,0,0,64,965,31,125,0,4,1126
UCL114015,29,0,0,0,0,32,20,0,0,4,0,23,41,0,0,0,0,41,82,3,0,0,0,85,135,0,0,0,0,136,339,6,0,0,0,348,134,0,0,0,0,140,84,0,0,0,0,84,19,0,0,0,0,19,6,0,0,0,0,6,9,0,0,0,0,9,41,0,0,0,0,40,945,14,0,9,4,964
UCL114016,31,0,3,0,0,32,20,0,0,0,0,21,25,0,0,0,0,24,46,0,7,0,0,54,81,0,8,3,0,93,203,3,10,3,0,220,123,0,0,0,0,125,118,0,0,0,0,120,30,0,0,0,0,30,22,0,0,0,0,24,11,0,0,0,0,11,55,0,0,0,0,58,767,8,24,12,3,820
UCL114017,34,4,5,0,0,42,12,5,0,0,0,10,9,5,0,0,0,10,18,6,0,0,0,19,27,4,0,0,0,28,64,10,3,0,0,79,81,9,4,0,0,95,148,43,4,0,0,194,124,18,4,0,0,149,149,22,0,0,0,170,76,18,3,0,0,98,53,11,0,0,0,63,789,157,26,0,0,971
UCL114018,37,9,3,0,0,46,20,7,0,0,0,29,7,0,3,0,0,16,22,3,11,0,0,37,32,4,17,0,0,57,93,30,24,0,0,142,119,17,6,0,0,148,171,6,7,0,3,188,68,0,0,0,0,71,39,3,0,0,0,47,33,5,3,0,0,42,40,5,6,0,0,48,691,88,79,0,11,872
UCL114019,14,0,0,0,0,14,14,4,0,0,0,20,18,0,0,0,0,19,34,0,0,0,0,34,49,0,0,0,0,60,163,12,0,0,0,174,129,5,0,0,0,131,55,3,0,0,0,60,23,0,0,0,0,22,19,0,0,0,0,16,10,0,0,0,0,11,38,0,0,0,0,42,573,22,0,6,0,604
UCL114020,52,0,0,0,0,54,17,0,0,0,0,16,14,0,0,0,0,17,23,0,0,0,0,26,32,0,0,0,0,40,114,12,0,0,0,118,144,3,5,0,0,149,259,6,3,0,0,262,166,0,0,0,0,167,114,3,0,0,0,117,71,0,0,0,0,71,45,5,0,0,0,48,1042,36,13,5,0,1086
UCL114021,46,0,0,0,0,51,23,0,0,0,0,26,21,0,3,0,0,27,35,4,3,0,0,42,40,6,0,0,0,45,160,3,0,0,0,165,250,3,6,0,0,261,332,3,0,0,0,343,89,0,0,0,0,86,62,0,0,0,0,62,19,0,0,0,0,19,74,0,4,0,0,79,1160,24,18,3,0,1208
UCL114022,23,0,0,0,0,27,20,0,0,0,0,18,18,6,0,0,0,25,28,5,4,0,0,30,40,0,4,0,0,43,86,11,3,3,0,102,92,3,3,0,0,100,62,0,0,0,0,66,21,0,0,0,0,19,7,0,7,0,0,16,5,0,4,0,0,5,20,6,0,0,0,24,427,30,21,3,0,489
UCL114023,17,4,0,0,0,14,6,0,0,0,0,6,9,0,0,0,0,10,26,0,0,0,0,30,65,0,0,0,0,62,175,0,0,0,0,174,143,0,0,0,0,144,74,0,0,0,0,74,21,0,0,0,0,21,15,0,0,0,0,15,9,0,0,0,0,9,36,0,0,0,0,31,593,12,0,0,0,602
UCL114024,34,0,0,0,0,33,24,0,0,0,0,26,35,0,0,0,0,36,90,0,0,0,0,96,142,0,0,0,0,142,362,0,0,0,0,368,204,0,0,0,3,215,140,0,0,0,0,147,32,0,0,0,0,33,25,0,0,0,0,24,17,0,0,0,0,17,66,0,0,0,0,70,1176,9,9,5,4,1202
UCL114025,27,5,3,0,0,41,22,3,0,0,0,24,8,0,0,0,0,16,15,3,0,0,0,22,36,5,0,0,0,38,76,11,0,0,0,87,92,31,7,0,0,129,208,31,0,0,0,241,152,14,0,0,0,164,106,5,0,0,0,107,37,0,0,0,0,42,49,7,0,3,0,64,832,121,21,3,0,972
UCL114026,30,0,0,0,0,36,3,0,0,0,0,3,9,0,0,0,0,12,16,0,0,0,0,17,7,6,0,0,0,15,34,16,0,0,0,56,68,32,0,0,0,99,113,26,0,0,0,138,128,14,0,0,0,137,122,0,0,0,0,122,56,4,0,0,0,61,44,12,0,0,0,56,632,111,5,0,6,754
UCL114027,26,4,0,0,0,28,8,0,0,0,0,14,7,3,0,0,0,8,18,4,5,0,0,33,15,6,0,0,0,26,54,15,3,0,0,74,63,9,3,0,0,74,93,13,9,0,0,118,55,10,0,0,0,62,43,8,0,0,0,48,33,8,0,0,0,37,26,9,0,0,0,36,444,81,27,0,0,560
UCL114028,25,0,0,0,0,28,10,0,0,0,0,9,9,0,0,0,0,9,15,0,0,0,0,15,40,8,0,0,0,44,137,6,0,0,0,149,154,3,0,0,0,154,125,4,0,0,0,132,44,0,0,0,0,44,23,0,0,0,0,23,12,0,0,0,0,12,31,5,0,0,0,38,624,22,3,0,0,647
UCL114029,32,0,0,0,0,32,9,0,0,0,0,9,11,0,0,0,0,11,17,0,0,0,0,17,21,0,0,0,0,21,81,0,0,0,0,81,104,0,0,0,0,104,197,0,0,0,0,200,179,0,0,0,0,179,169,0,0,0,0,174,106,0,0,0,0,106,68,0,0,0,0,67,996,0,0,0,0,997
UCL114030,25,0,0,0,0,20,11,0,3,0,0,13,10,4,0,0,0,14,22,0,6,0,0,32,31,0,3,0,0,36,70,4,11,0,0,85,97,3,6,0,0,113,97,0,0,0,0,97,31,0,0,0,0,31,21,0,0,0,0,21,6,0,0,0,0,6,19,0,4,0,0,23,440,8,36,5,0,490
UCL114031,48,0,0,0,0,46,16,0,0,0,0,16,17,0,0,0,0,17,31,0,0,0,0,31,32,0,0,0,0,32,122,0,3,0,0,125,191,0,0,0,0,195,242,0,0,0,0,244,115,0,0,0,0,115,59,0,0,0,0,59,18,0,0,0,0,18,67,0,0,0,0,64,960,0,8,0,0,968
UCL114032,23,0,0,0,0,23,9,0,0,0,0,11,10,0,0,0,0,10,12,4,0,0,0,14,13,0,0,0,0,16,70,5,0,0,0,73,99,13,0,0,0,114,211,7,0,0,0,216,108,0,0,0,0,114,72,0,0,0,0,78,24,0,0,0,0,24,31,0,0,0,0,40,686,31,3,0,0,723
UCL114033,25,0,0,0,0,23,22,0,0,0,0,23,14,0,0,0,0,14,41,6,0,0,0,45,68,7,0,0,0,75,211,7,0,0,0,220,158,0,0,0,0,158,89,0,0,0,0,93,22,0,0,0,0,22,17,0,0,0,0,17,10,0,0,0,0,10,39,0,0,0,0,40,719,18,0,0,0,737
UCL114034,25,5,0,0,0,29,17,3,0,0,0,22,16,4,0,0,0,14,27,0,0,0,0,30,42,0,0,0,0,42,165,10,0,0,0,176,219,16,0,0,0,236,197,7,0,0,0,207,58,0,0,0,0,58,21,0,0,0,0,20,6,0,0,0,0,6,52,3,0,0,0,55,848,40,5,0,0,894
UCL114035,29,3,0,0,0,30,13,0,0,0,0,13,9,0,0,0,0,9,19,0,0,0,0,19,20,0,0,0,0,14,69,7,0,0,0,75,66,5,0,0,0,70,128,3,0,0,0,133,45,0,0,0,0,45,20,0,0,0,0,24,8,0,0,0,0,8,36,4,0,0,0,39,453,25,0,0,0,484
UCL114036,23,3,0,0,0,26,13,0,0,0,0,13,12,4,0,0,0,10,18,3,0,0,0,19,24,6,0,0,0,37,60,16,0,0,0,84,69,9,5,0,0,85,92,3,3,5,0,104,36,4,0,0,4,37,24,0,0,0,0,31,17,0,0,0,0,19,30,12,0,3,0,44,416,65,18,11,3,508
UCL114037,30,0,0,0,0,29,15,3,0,0,0,21,9,0,0,0,0,9,29,3,0,0,0,30,34,0,0,0,0,32,120,3,0,0,0,127,181,7,0,0,0,190,221,4,0,0,3,223,78,0,0,0,0,76,47,0,0,0,0,50,19,0,0,0,0,18,31,0,0,0,0,28,808,22,4,0,3,840
UCL114038,36,5,0,0,0,42,13,5,0,0,0,20,21,0,0,0,0,21,62,5,0,0,0,69,100,7,5,0,0,110,229,7,0,0,0,239,130,0,0,0,0,126,75,0,0,0,0,75,18,0,0,0,0,19,10,0,0,0,0,10,3,0,0,0,0,3,34,0,0,0,0,38,737,31,9,0,0,779
UCL115001,10,0,0,0,0,10,8,0,0,0,0,8,3,0,0,0,0,3,10,0,0,0,0,7,15,0,0,0,0,15,70,0,0,0,0,70,69,0,0,0,0,69,49,0,0,0,0,51,13,0,0,0,0,13,7,0,0,0,0,10,3,0,0,0,0,3,18,0,0,0,0,19,282,0,0,0,0,281
UCL115002,28,0,0,0,0,28,3,0,0,0,0,9,9,5,0,0,0,15,22,0,0,0,0,17,21,4,0,0,0,23,63,7,0,0,0,75,78,23,0,0,0,98,133,15,0,0,0,156,68,0,0,0,0,72,38,0,0,0,0,41,15,0,0,0,0,18,21,6,0,0,0,26,512,71,0,3,0,583
UCL115003,4,0,0,0,0,9,6,0,0,0,0,6,4,0,0,0,0,4,8,0,0,0,0,8,12,0,0,0,0,12,31,0,0,0,0,31,41,0,0,0,0,41,103,5,0,0,0,108,137,4,0,0,0,140,94,0,0,0,0,94,33,0,0,0,0,33,30,0,0,0,0,34,504,5,0,0,0,513
UCL115004,14,0,0,0,0,17,3,0,0,0,0,8,3,0,0,0,0,10,4,0,0,0,0,12,3,0,0,0,0,3,19,0,0,0,0,17,24,0,0,0,0,28,28,0,0,0,0,28,18,0,0,0,0,15,9,0,0,0,0,10,8,0,0,0,0,5,6,0,0,0,0,6,151,5,0,5,0,159
UCL115005,8,0,0,0,0,8,4,0,0,0,0,4,4,0,0,0,0,4,13,0,0,0,0,17,12,0,0,0,0,12,22,0,0,0,0,22,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,94,0,0,3,0,98
UCL115006,20,0,0,0,0,20,6,0,0,0,0,8,12,0,0,0,0,10,9,0,0,0,0,9,12,0,0,0,0,12,26,0,0,0,0,26,44,0,0,0,0,43,48,0,0,0,0,51,38,0,0,0,0,40,52,3,0,0,0,51,42,0,0,0,0,42,24,0,0,0,0,24,314,7,0,5,0,320
UCL115007,18,0,0,0,0,18,17,0,0,0,0,12,3,0,0,0,0,4,10,0,0,0,0,10,16,0,0,0,0,16,44,0,0,0,0,47,66,0,0,0,0,64,149,0,0,0,0,149,100,0,0,0,0,100,57,0,0,0,0,60,23,0,0,0,0,23,29,0,0,0,0,29,532,6,0,0,0,539
UCL115008,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,6,19,0,0,0,0,19,27,3,0,0,0,33,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,81,3,0,0,0,86
UCL115009,5,0,0,0,0,4,6,0,0,0,0,8,0,0,0,0,0,4,15,0,0,0,0,14,18,0,0,0,0,18,73,0,0,0,0,69,41,0,0,0,0,41,44,0,0,0,0,44,12,0,0,0,0,12,7,0,0,0,0,7,0,0,0,0,0,0,14,0,0,0,0,14,232,7,0,0,0,237
UCL115010,10,0,0,0,0,10,10,0,0,0,0,10,9,0,0,0,0,9,15,0,0,0,0,15,12,0,0,0,0,12,14,0,0,0,0,14,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,89,0,0,0,0,89
UCL115011,14,0,0,0,0,14,3,0,0,0,0,3,4,0,0,0,0,4,10,0,0,0,0,10,27,0,0,0,0,27,36,0,0,0,0,36,53,0,0,0,0,53,55,0,0,0,0,55,16,0,0,0,0,14,14,0,0,0,0,14,3,0,0,0,0,3,4,0,0,0,0,8,239,0,0,0,0,240
UCL115012,6,0,0,0,0,6,4,0,0,0,0,4,5,0,0,0,0,5,24,0,0,0,0,27,28,0,0,0,0,28,22,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,115,0,0,3,0,115
UCL115013,15,0,0,0,0,14,8,0,0,0,0,12,9,0,0,0,0,14,19,0,0,0,0,19,29,5,0,0,0,35,119,3,0,0,0,124,102,0,0,0,0,100,62,0,0,0,0,63,14,0,0,0,0,14,6,0,0,0,0,7,5,0,0,0,0,5,19,0,0,0,0,23,420,15,0,0,5,432
UCL115014,20,0,0,0,0,27,15,0,0,0,0,15,11,3,0,0,0,14,13,0,0,0,0,10,34,0,0,0,0,34,77,0,0,0,0,84,69,0,0,0,0,69,80,0,0,0,0,81,26,0,0,0,0,34,15,0,0,0,0,13,4,0,0,0,0,4,24,0,0,0,0,19,387,8,0,0,3,398
UCL115015,6,0,0,0,0,10,4,0,5,0,0,11,0,0,0,0,0,0,10,0,0,0,0,9,9,0,0,0,0,9,27,0,4,0,0,31,29,0,0,0,0,29,26,7,0,0,0,32,13,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,4,5,0,0,0,0,5,135,6,6,0,0,151
UCL115016,11,0,0,0,0,13,0,0,0,0,0,5,4,0,0,0,0,4,8,0,0,0,0,8,13,5,0,0,0,20,36,0,0,0,0,34,21,0,0,0,0,25,16,0,0,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,122,7,0,0,0,136
UCL115017,14,0,0,0,0,15,0,0,0,0,0,0,6,0,0,0,0,6,13,0,0,0,0,13,4,0,0,0,0,4,20,0,0,0,0,21,25,0,0,0,0,26,43,0,0,0,0,43,39,0,0,0,0,44,35,0,0,0,0,37,26,0,0,0,0,29,13,0,0,0,0,13,234,7,3,0,0,244
UCL115018,3,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,9,10,0,0,0,0,10,7,0,0,0,0,7,19,0,0,0,0,19,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,67,0,0,0,0,72
UCL115019,32,0,0,0,0,33,27,0,0,0,0,27,13,0,0,0,0,13,28,0,0,0,0,29,31,0,0,0,0,36,76,0,0,0,0,74,107,0,0,0,0,105,147,0,0,0,0,147,66,0,0,0,0,66,48,0,0,0,0,47,24,0,0,0,0,24,28,0,0,0,0,28,613,4,3,0,0,621
UCL115020,4,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,3,22,0,0,0,0,24,31,4,0,0,0,33,115,0,0,0,0,116,86,0,0,0,0,86,48,0,0,0,0,46,12,0,0,0,0,9,10,0,0,0,0,10,0,0,0,0,0,4,14,0,0,0,0,14,357,5,0,4,0,371
UCL115021,5,0,0,0,0,5,4,0,0,0,0,4,8,0,0,0,0,8,17,0,0,0,0,17,24,0,0,0,0,24,54,0,0,0,0,49,13,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,142,0,0,0,0,145
UCL115022,25,0,0,0,0,26,4,0,0,0,0,4,8,0,0,0,0,9,9,0,0,0,0,7,13,0,0,0,0,20,39,0,0,0,0,40,58,0,0,0,0,58,84,0,0,0,0,84,39,0,0,0,0,39,26,0,0,0,0,26,9,0,0,0,0,9,19,0,0,0,0,19,334,4,0,6,0,341
UCL115023,8,0,0,0,0,7,8,0,0,0,0,8,7,0,0,0,0,7,11,0,0,0,0,10,15,0,0,0,0,15,38,0,0,0,0,38,27,0,0,0,0,27,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,143,0,0,0,0,145
UCL115024,6,0,0,0,0,6,9,0,0,0,0,9,9,0,0,0,0,9,17,0,0,0,0,17,21,0,0,0,0,21,20,0,0,0,0,20,18,0,0,0,0,19,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,113,0,0,0,0,115
UCL115025,16,0,0,0,0,16,8,0,0,0,0,8,4,0,0,0,0,4,12,0,0,0,0,12,11,0,0,0,0,11,30,0,0,0,0,30,34,0,0,0,0,34,96,0,0,0,0,96,63,0,0,0,0,63,34,0,0,0,0,34,10,0,0,0,0,10,18,0,0,0,0,18,324,0,0,0,0,324
UCL115026,6,0,0,0,0,6,3,0,0,0,0,3,5,0,0,0,0,5,3,3,0,0,0,9,8,0,0,0,0,8,26,3,0,0,0,27,29,0,0,0,0,29,36,0,0,0,0,46,8,0,0,0,0,8,11,0,0,0,0,13,3,0,0,0,0,3,8,0,0,0,0,8,149,11,0,5,0,154
UCL115027,17,0,0,0,0,23,7,0,0,0,0,7,5,0,0,0,0,5,14,0,0,0,0,10,13,0,0,0,0,14,68,10,0,0,0,79,120,8,0,0,0,132,118,9,0,0,0,121,42,0,0,0,0,43,24,0,0,0,0,24,11,0,0,0,0,11,24,0,0,0,0,23,448,37,3,0,0,481
UCL115028,14,0,0,0,0,18,4,3,0,0,0,10,7,0,0,0,0,10,9,0,0,0,0,8,11,0,0,0,0,9,40,0,0,0,0,42,38,5,0,0,0,44,59,0,0,0,0,68,28,0,0,0,0,30,21,0,0,0,0,21,12,0,0,0,0,12,15,0,0,0,0,15,253,13,5,0,0,268
UCL115029,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,4,4,0,0,0,0,4,14,0,0,0,0,12,16,0,0,0,0,16,13,0,4,0,0,17,18,0,0,0,0,20,14,0,0,4,0,19,11,0,0,0,0,13,5,0,0,0,0,10,108,5,7,4,0,125
UCL115030,3,0,0,0,0,3,4,0,0,0,0,4,7,0,0,0,0,7,7,0,0,0,0,7,16,0,0,0,0,16,22,0,0,0,0,25,19,0,0,0,0,19,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,103,0,0,0,0,107
UCL115031,25,0,0,0,0,25,6,0,0,0,0,6,6,0,0,0,0,6,13,0,0,0,0,13,18,0,0,0,0,18,33,0,0,0,0,33,34,0,0,0,0,34,47,0,0,0,0,47,41,0,0,0,0,41,27,0,0,0,0,27,17,0,0,0,0,17,17,0,0,0,0,23,294,0,0,0,0,294
UCL115032,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,12,0,0,0,0,12,23,0,0,0,0,23,39,0,0,0,0,41,43,0,0,0,0,44,64,0,0,0,0,70,51,0,0,0,0,51,13,0,0,0,0,13,282,0,5,0,0,296
UCL115033,22,4,0,0,0,23,13,0,0,0,0,13,7,0,0,0,0,7,7,0,0,0,0,7,18,0,0,0,0,18,39,0,0,0,0,41,75,4,3,0,0,82,196,4,0,0,0,206,174,5,0,0,0,180,150,4,0,0,0,155,46,0,0,0,0,46,26,0,0,0,0,28,777,17,13,3,0,803
UCL115034,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,10,0,0,0,0,10,29,0,0,0,0,29,55,0,0,0,0,55,112,0,0,0,0,112,56,0,0,0,0,56,24,0,0,0,0,24,7,0,0,0,0,7,21,0,0,0,0,25,357,0,0,0,0,357
UCL115035,10,0,0,0,0,10,0,0,0,0,0,0,14,0,0,0,0,13,12,0,0,0,0,17,39,0,0,0,0,39,123,0,0,0,0,123,156,0,0,0,0,158,135,0,0,0,0,135,48,0,0,0,0,48,19,0,0,0,0,19,15,0,0,0,0,14,30,0,0,0,0,30,600,3,0,0,0,607
UCL115036,19,0,0,0,0,22,4,0,0,0,0,4,6,0,0,0,0,6,14,0,0,0,0,14,10,0,0,0,0,11,44,0,0,0,0,43,49,0,0,0,0,49,60,0,0,0,0,58,39,0,0,0,0,39,25,0,0,0,0,25,10,0,0,0,0,10,24,0,0,0,0,24,307,5,3,0,0,310
UCL115037,8,0,0,0,0,10,0,0,0,0,0,0,8,0,0,0,0,8,5,0,0,0,0,5,9,0,0,0,0,9,22,0,0,0,0,22,23,0,0,0,0,25,47,0,0,0,0,47,24,0,0,0,0,24,20,0,0,0,0,20,5,0,0,0,0,5,6,0,0,0,0,6,174,0,0,0,0,182
UCL115038,5,0,0,0,0,5,9,0,0,0,0,9,12,0,0,0,0,12,20,0,0,0,0,22,14,0,0,0,0,10,39,0,0,0,0,39,15,0,0,0,0,15,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,134,3,0,0,0,139
UCL115039,12,0,0,0,0,17,11,0,0,0,0,11,22,0,0,0,0,22,30,0,0,0,0,36,48,0,0,0,0,48,76,0,0,0,0,74,35,0,0,0,0,37,31,0,4,0,0,34,0,0,0,0,0,0,8,0,0,0,0,8,5,0,0,0,0,7,15,0,0,0,0,15,310,0,5,7,0,322
UCL115040,9,0,0,0,0,9,4,0,0,0,0,4,9,0,0,0,0,9,3,0,0,0,0,3,6,0,0,0,0,6,25,0,0,0,0,25,30,0,0,0,0,30,71,0,0,0,0,67,40,0,0,0,0,39,23,0,0,0,0,23,12,0,0,0,0,12,20,0,0,0,0,20,241,0,0,0,0,248
UCL115041,17,0,0,0,0,17,16,0,0,0,0,17,17,0,0,0,0,14,43,0,0,0,0,43,42,0,0,0,0,42,53,0,0,0,0,53,18,0,0,0,0,23,13,0,0,0,0,13,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,3,18,0,0,0,0,18,238,0,0,4,0,240
UCL115042,5,0,0,0,0,5,7,0,0,0,0,7,6,0,0,0,0,6,16,0,0,0,0,16,24,0,0,0,0,26,60,0,0,0,0,62,61,0,0,0,0,61,31,0,0,0,0,31,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,233,0,0,0,0,236
