UCL_CODE_2021,Neg_Nil_Inc_CF_no_chldren,Neg_Nil_Inc_CFwith_chldren,Neg_Nil_Inc_OnePF,Neg_Nil_Inc_Oth_family,Neg_Nil_Inc_Total,1_149_CF_no_chldren,1_149_CFwith_chldren,1_149_One_PF,1_149_Oth_family,1_149_Total,150_299_CF_no_chldren,150_299_CFwith_chldren,150_299_OnePF,150_299_Oth_family,150_299_Total,300_399_CF_no_chldren,300_399_CFwith_chldren,300_399_OnePF,300_399_Oth_family,300_399_Total,400_499_CF_no_chldren,400_499_CFwith_chldren,400_499_OnePF,400_499_Oth_family,400_499_Total,500_649_CF_no_chldren,500_649_CFwith_chldren,500_649_OnePF,500_649_Oth_family,500_649_Total,650_799_CF_no_chldren,650_799_CFwith_chldren,650_799_OnePF,650_799_Oth_family,650_799_Total,800_999_CF_no_chldren,800_999_CFwith_chldren,800_999_OnePF,800_999_Oth_family,800_999_Total,1000_1249_CF_no_chldren,1000_1249_CFwith_chldren,1000_1249_OnePF,1000_1249_Oth_family,1000_1249_Total,1250_1499_CF_no_chldren,1250_1499_CFwith_chldren,1250_1499_OnePF,1250_1499_Oth_family,1250_1499_Total,1500_1749_CF_no_chldren,1500_1749_CFwith_chldren,1500_1749_OnePF,1500_1749_Oth_family,1500_1749_Total,1750_1999_CF_no_chldren,1750_1999_CFwith_chldren,1750_1999_OnePF,1750_1999_Oth_family,1750_1999_Total,2000_2499_CF_no_chldren,2000_2499_CFwith_chldren,2000_2499_OnePF,2000_2499_Oth_family,2000_2499_Total,2500_2999_CF_no_chldren,2500_2999_CFwith_chldren,2500_2999_OnePF,2500_2999_Oth_family,2500_2999_Total,3000_3499_CF_no_chldren,3000_3499_CFwith_chldren,3000_3499_OnePF,3000_3499_Oth_family,3000_3499_Total,3500_3999_CF_no_chldren,3500_3999_CFwith_chldren,3500_3999_OnePF,3500_3999_Oth_family,3500_3999_Total,4000orMore_CF_no_chldren,4000orMore_CFwith_chldren,4000orMore_OnePF,4000orMore_Oth_family,4000orMore_Total,Part_IncStated_CF_no_chldren,Part_IncStated_CFwith_chldren,Part_IncStated_OnePF,Part_IncStated_Oth_family,Part_IncStated_Total,All_Inc_NS_CF_no_chldren,All_Inc_NS_CFwith_chldren,All_Inc_NS_OnePF,All_Inc_NS_Oth_family,All_Inc_NS_Total,Total_CF_no_chldren,Total_CFwith_chldren,Total_OnePF,Total_Oth_family,Total_Total
UCL121046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,5,4,3,3,0,11,5,5,0,0,9,5,7,0,0,10,7,4,0,0,16,6,16,0,0,27,8,6,0,0,18,11,37,3,0,46,0,0,5,0,11,0,0,0,0,0,50,86,19,0,147
UCL121047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,3,0,9,3,4,0,0,8,4,0,0,0,12,0,0,0,0,0,4,4,0,0,8,9,17,7,0,28,6,10,0,0,20,9,11,0,0,21,4,8,0,0,8,11,11,0,0,23,3,14,0,0,15,0,0,0,0,0,58,85,19,3,171
UCL121048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,11,0,0,0,14,12,0,0,0,17,10,8,0,0,16,5,4,3,0,13,8,6,0,0,13,4,0,0,0,9,6,8,6,0,19,3,6,0,0,5,0,7,0,0,7,0,7,0,0,9,3,12,0,0,16,3,6,0,0,11,0,0,0,0,5,91,54,14,0,163
UCL121049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,4,0,4,6,0,0,0,3,3,4,0,0,5,6,3,9,0,13,9,3,6,0,9,4,4,0,0,14,4,11,0,0,15,5,8,0,0,19,3,12,0,0,9,0,12,0,0,16,0,6,0,0,6,9,8,0,0,14,0,9,0,0,5,0,0,0,0,5,51,78,22,4,155
UCL121050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,3,3,0,9,36,0,0,0,43,18,0,6,0,26,12,0,8,0,22,16,0,3,0,21,5,0,0,0,10,5,3,0,0,10,7,0,0,0,7,0,0,0,0,4,5,0,0,0,4,3,3,0,0,7,0,4,0,0,0,0,0,0,0,3,0,0,0,0,8,127,22,26,4,178
UCL121051,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,3,5,0,13,23,3,12,0,36,13,0,3,0,20,21,5,3,0,25,12,3,0,0,20,3,3,0,0,9,7,7,0,0,12,13,7,5,0,16,5,7,0,0,10,8,10,0,0,14,3,0,0,0,6,3,9,0,0,11,7,4,0,0,15,0,0,3,0,7,137,62,43,4,246
UCL121052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,3,0,0,0,3,14,0,0,0,15,6,0,5,0,10,13,0,4,0,19,18,4,3,0,27,7,3,3,0,12,3,0,4,0,11,24,5,5,0,26,13,10,0,0,22,7,10,0,0,16,0,3,0,0,3,6,5,3,0,17,6,4,0,0,10,0,5,0,0,3,121,56,27,0,204
UCL121053,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,3,0,10,0,0,0,0,3,13,0,8,0,25,6,0,0,0,10,7,0,7,0,9,12,3,0,0,18,5,3,0,0,13,3,8,0,0,11,4,16,6,0,21,4,3,0,0,11,0,5,0,0,6,3,0,0,0,9,4,8,0,0,6,7,0,0,0,10,5,0,0,0,4,99,52,26,5,176
UCL121054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,5,10,0,0,0,10,0,0,0,0,5,4,0,3,0,11,7,6,0,0,13,3,3,0,0,10,10,8,0,0,13,17,8,0,0,27,10,15,6,0,26,7,16,0,0,24,4,10,0,0,12,7,46,0,0,50,4,8,0,0,13,0,0,0,0,0,82,127,17,0,220
UCL121055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,14,7,0,0,0,10,7,8,8,0,17,20,0,0,0,19,4,5,3,0,8,5,10,0,0,17,13,10,3,0,23,6,14,0,0,24,3,13,0,0,11,0,3,0,0,7,6,8,0,0,10,5,6,0,0,16,0,0,0,0,0,82,77,19,0,182
UCL121056,4,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,9,0,5,0,11,3,0,3,0,3,22,0,10,0,33,7,0,9,0,19,5,9,3,0,17,5,7,9,0,30,5,12,4,0,24,7,9,4,0,19,13,13,8,0,41,0,16,0,0,17,7,7,0,0,12,0,9,0,0,6,0,3,0,0,7,0,6,3,0,11,6,0,0,0,8,104,95,61,6,257
UCL121057,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,7,7,0,4,0,9,9,0,0,0,12,9,9,6,0,21,9,3,0,0,11,3,4,0,0,7,6,6,0,0,11,17,17,6,0,34,3,26,0,0,26,0,14,0,0,16,3,8,0,0,9,0,19,0,0,17,4,8,0,0,11,3,0,0,0,0,70,104,30,5,206
UCL121058,5,3,0,0,9,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,7,0,9,9,0,3,0,11,29,4,0,0,36,23,4,3,0,27,22,5,5,0,28,23,11,3,0,35,20,4,3,0,29,16,18,5,0,37,24,42,0,0,68,15,45,0,0,61,8,47,3,0,57,9,15,4,0,27,11,58,0,0,68,5,21,3,0,31,0,3,0,0,6,230,278,41,3,556
UCL121059,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,15,0,4,0,16,12,0,6,0,21,17,6,5,0,25,9,5,5,0,15,11,9,5,0,17,5,7,0,0,16,8,14,4,0,26,8,6,0,0,16,0,5,0,0,5,3,3,0,0,5,5,8,0,0,14,3,3,0,0,10,0,0,0,0,0,99,62,34,0,190
UCL121060,0,0,0,0,0,6,0,0,0,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,4,0,10,19,0,3,0,18,7,6,3,0,17,12,4,3,0,17,12,4,0,6,20,8,15,3,0,21,8,3,0,0,20,15,17,5,0,42,9,7,0,0,22,15,21,0,0,33,6,16,0,0,19,5,22,0,0,34,4,12,0,0,16,0,0,0,0,0,140,135,26,3,300
UCL121061,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,0,0,4,3,0,0,0,9,7,0,4,0,9,3,3,6,0,9,10,3,7,0,12,0,3,4,0,8,3,4,0,0,9,6,14,0,0,15,3,18,0,0,22,0,14,0,0,15,0,8,0,0,8,0,6,0,0,6,0,12,4,0,12,0,0,0,0,0,37,80,27,0,146
UCL121062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,4,0,0,0,11,10,0,0,0,7,3,5,0,0,6,4,6,0,0,7,6,0,0,0,10,6,7,0,0,21,15,6,8,0,34,9,20,0,0,33,18,15,0,0,28,8,19,0,0,26,16,38,3,0,55,5,8,5,0,19,0,6,0,0,8,113,131,35,5,277
UCL121063,8,0,0,0,8,4,0,0,0,4,0,0,0,0,0,5,0,0,0,5,4,0,6,0,4,8,0,0,0,15,29,0,3,0,30,24,0,0,0,27,15,4,0,0,22,31,0,0,0,29,0,9,0,0,8,7,0,0,0,12,7,4,0,0,8,12,0,0,0,14,9,0,0,0,7,0,0,0,0,0,0,5,0,0,6,5,9,3,0,14,3,0,0,0,4,168,30,11,0,219
UCL121064,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,6,0,3,0,12,21,3,4,0,24,7,0,4,0,18,14,5,0,0,16,10,9,3,0,22,6,5,0,0,12,9,9,0,0,15,6,4,5,0,16,3,3,0,0,6,0,7,0,0,10,0,0,0,0,4,0,0,0,0,7,4,10,7,0,21,0,0,0,0,0,101,53,31,0,189
UCL121065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,6,0,8,4,0,4,0,5,52,0,4,0,55,17,0,0,0,20,15,7,8,0,26,16,9,0,0,31,3,10,0,0,15,3,9,0,0,13,9,14,6,0,28,5,7,0,0,11,3,3,0,0,10,0,0,0,0,0,7,4,0,0,8,8,15,5,0,28,8,0,5,0,13,167,78,40,3,286
UCL121066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,0,3,9,0,0,0,9,4,0,0,0,4,3,0,3,0,10,3,3,0,0,10,5,0,0,0,9,0,0,0,0,4,9,10,3,0,28,8,9,3,0,19,6,12,3,0,14,0,5,0,0,3,9,3,0,0,13,0,10,4,0,11,3,0,0,0,6,61,61,23,3,147
UCL121067,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,9,5,0,9,0,12,12,4,0,0,18,17,0,8,4,25,14,3,6,0,23,7,4,3,0,16,10,6,5,0,20,5,5,4,0,10,23,13,0,0,32,8,3,0,0,7,0,5,0,0,10,0,4,0,0,6,5,7,0,0,13,4,4,5,0,18,7,0,0,0,4,118,51,43,6,222
UCL121068,9,0,0,0,9,0,0,0,0,0,0,3,0,0,10,0,0,5,0,5,12,0,3,0,16,14,4,6,0,30,59,0,11,0,71,33,3,13,0,52,40,12,17,0,72,48,28,4,0,78,21,18,3,0,44,23,13,9,0,45,40,40,5,0,85,16,17,3,0,42,12,23,0,0,37,7,8,0,0,11,15,22,0,0,35,7,9,5,0,30,4,0,0,0,3,363,204,89,6,665
UCL121069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,3,0,0,4,3,0,0,0,8,3,7,4,0,16,5,16,0,0,24,10,20,0,0,28,8,13,0,0,17,11,66,5,0,79,6,10,0,0,16,0,0,0,0,5,63,148,8,0,222
UCL121070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,0,0,5,3,0,0,0,9,4,0,0,0,7,9,0,0,0,9,3,3,0,0,7,4,0,0,0,10,9,7,0,0,18,13,3,3,0,18,4,7,0,0,16,9,3,0,0,11,15,18,0,0,32,4,5,0,0,9,0,0,0,0,0,77,60,19,0,156
UCL121071,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,20,0,3,0,15,3,4,0,0,4,4,0,0,0,12,8,9,0,0,11,0,0,4,0,3,7,0,0,0,14,10,16,0,0,18,3,13,0,0,24,3,10,0,0,13,0,5,0,0,5,4,4,0,0,5,3,3,0,0,6,0,0,5,0,5,65,61,16,0,144
UCL121072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,0,0,7,0,5,6,0,5,0,12,6,0,5,0,17,0,5,3,0,9,12,4,7,0,15,6,7,3,0,14,5,12,3,0,16,11,14,0,0,28,12,12,0,0,26,4,14,0,0,17,0,3,0,0,3,4,4,0,0,11,8,10,0,0,13,8,0,0,0,7,78,88,38,0,204
UCL121073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,5,3,0,0,0,7,21,0,0,0,27,8,0,10,0,21,14,9,3,0,21,8,5,0,0,22,6,6,5,0,14,5,4,0,0,9,7,3,0,0,8,3,3,0,0,11,0,4,0,0,7,0,7,0,0,7,0,0,0,0,0,4,3,0,0,7,4,3,0,0,12,83,49,30,3,173
UCL121074,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,12,5,0,0,4,7,10,0,9,0,22,13,5,3,0,21,4,4,0,0,11,5,0,3,0,6,10,6,4,0,20,8,4,4,0,15,11,6,0,0,12,0,3,0,0,4,5,4,0,0,9,0,6,0,0,7,0,0,0,0,0,85,39,25,7,158
UCL121075,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,8,0,0,0,8,5,0,0,0,4,21,0,0,0,21,16,0,0,0,16,23,0,0,0,22,13,4,0,0,14,0,3,0,0,6,0,0,0,0,4,3,7,0,0,11,3,3,0,0,5,4,6,0,0,8,0,0,0,0,0,8,24,0,0,30,3,4,0,0,9,0,0,0,0,4,112,57,9,0,173
UCL121076,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,3,0,7,3,0,8,0,7,7,0,5,0,14,18,0,5,0,25,9,5,0,0,15,7,8,7,0,24,5,7,6,0,18,14,6,0,0,21,10,13,0,0,32,7,16,0,0,26,6,22,0,0,25,0,18,0,0,15,4,16,0,0,18,4,14,4,0,19,0,3,0,0,8,105,136,39,6,281
UCL121077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,5,0,12,10,0,0,0,10,3,3,6,6,11,9,3,9,0,15,3,9,0,0,8,4,3,5,0,14,7,15,0,0,25,4,19,3,0,21,5,7,0,0,16,7,7,0,0,11,8,14,0,0,24,3,15,4,0,17,3,0,0,0,5,72,87,36,11,197
UCL121078,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,12,12,0,0,0,13,3,9,3,0,17,3,0,3,0,12,4,5,5,0,15,3,9,5,0,17,0,11,6,0,13,12,8,3,0,26,5,15,0,0,25,5,9,0,0,9,0,16,0,0,19,3,8,0,0,10,0,0,0,0,0,64,93,36,3,194
UCL121079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,4,8,0,0,0,4,5,0,0,0,8,8,7,0,0,17,4,3,0,0,13,3,6,0,0,13,3,3,5,0,11,7,8,0,0,22,6,8,0,0,16,3,15,0,0,18,5,5,0,0,7,4,4,0,0,6,0,5,0,0,7,0,0,0,0,0,64,74,18,0,153
UCL121080,0,0,0,0,0,4,0,0,0,6,5,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,3,0,9,11,0,6,0,19,7,0,4,0,13,11,6,10,0,18,18,4,8,0,32,14,4,0,0,21,13,11,4,0,29,17,15,7,0,37,8,20,4,0,28,13,12,0,0,31,5,12,0,0,16,7,26,0,0,33,6,5,3,0,12,4,0,0,0,3,149,113,47,0,316
UCL121081,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,5,4,0,5,0,9,8,0,0,0,9,5,0,0,0,8,3,4,3,0,12,0,6,0,0,8,3,5,0,0,10,12,14,0,0,24,7,6,0,0,15,7,11,0,0,15,0,5,0,0,5,8,17,0,0,24,0,6,0,0,9,0,0,0,0,0,71,78,16,0,164
UCL121082,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,5,0,6,6,0,0,0,4,4,0,3,0,12,24,0,3,0,28,12,4,7,0,19,12,8,8,0,22,16,5,8,0,30,20,11,3,0,30,14,4,0,0,16,12,19,3,0,42,8,20,0,0,28,5,12,0,0,14,3,3,0,0,6,10,13,0,0,22,0,7,4,0,11,0,0,3,0,3,157,102,40,3,304
UCL121083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8,3,0,4,0,4,14,0,0,0,18,9,3,5,0,13,12,8,8,0,30,6,7,3,0,23,4,8,3,0,12,6,10,5,0,14,14,15,3,0,31,9,6,0,0,15,4,3,0,0,9,6,3,0,0,11,21,11,0,0,32,9,6,0,0,12,0,0,0,0,0,124,76,39,3,250
UCL121084,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,6,5,0,0,0,7,5,0,4,0,7,3,4,5,0,8,9,6,0,0,14,0,6,0,0,8,0,16,9,0,24,8,11,0,0,14,0,21,0,0,27,0,13,0,0,11,5,51,4,0,58,4,6,0,0,14,0,0,0,0,3,58,138,18,5,217
UCL121085,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,15,0,7,0,21,16,4,5,0,22,25,5,0,0,29,11,9,5,0,18,10,3,4,0,22,14,15,5,0,33,13,11,3,0,27,19,9,0,0,25,4,20,0,0,25,23,42,0,0,65,8,18,3,0,21,3,0,0,0,3,172,132,29,0,334
UCL121086,8,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,4,0,0,0,4,0,0,4,0,9,26,3,0,0,32,14,4,0,0,19,7,5,0,0,17,14,8,0,0,25,4,0,4,0,10,3,3,6,0,7,12,3,0,0,24,3,6,0,0,11,4,7,0,0,8,0,4,0,0,7,4,5,0,0,9,8,8,3,0,18,0,0,0,0,3,114,64,26,4,206
UCL121087,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,12,0,13,22,0,3,0,26,3,0,7,0,13,4,0,9,0,17,12,12,4,0,24,9,7,0,0,16,6,3,0,0,6,6,16,0,0,24,11,3,0,0,14,3,5,0,0,7,0,4,0,0,4,0,6,0,0,6,4,10,5,0,14,0,0,0,0,0,73,66,48,0,187
UCL121088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,5,0,10,0,13,3,0,9,0,15,3,6,7,0,18,4,9,10,0,18,5,6,5,0,14,13,11,4,0,32,10,7,0,0,22,3,9,0,0,12,0,0,0,0,5,0,3,0,0,9,0,4,6,0,10,0,0,0,0,0,50,67,47,0,165
UCL121089,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,5,3,0,0,6,13,0,3,0,24,7,0,3,0,6,14,7,3,0,21,18,8,3,0,24,7,5,4,0,12,5,6,0,0,10,6,13,14,0,30,8,15,3,0,25,14,14,0,0,23,3,4,0,0,8,14,19,0,0,28,3,16,3,0,18,0,0,0,0,0,118,103,42,3,262
UCL121090,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,3,0,15,14,4,0,0,15,7,0,0,0,16,12,5,6,0,24,4,3,6,0,14,12,9,0,0,17,11,22,0,0,34,7,16,0,0,20,10,7,0,0,15,6,7,0,0,14,6,19,0,0,26,0,15,3,0,20,5,0,0,0,5,93,113,36,0,245
UCL121091,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,6,11,0,5,0,12,9,5,4,0,13,12,4,0,0,11,7,8,3,0,19,4,4,3,0,12,8,8,0,0,16,13,13,5,0,28,13,14,0,0,24,0,8,0,0,12,0,9,0,0,8,0,14,0,0,15,9,7,4,0,16,0,0,0,0,6,93,92,25,0,209
UCL121092,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,0,0,3,0,3,9,0,3,0,11,3,0,3,0,8,8,9,5,0,17,12,12,7,0,27,3,10,5,0,11,11,14,3,0,29,24,21,3,0,46,20,25,5,0,44,14,23,0,0,35,6,12,0,0,19,8,20,0,0,27,12,7,3,0,24,3,0,0,0,9,131,152,37,3,325
UCL121093,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,10,0,0,16,0,14,5,3,8,0,13,9,6,7,4,18,10,5,6,0,20,22,12,0,0,30,13,8,6,0,27,8,11,9,0,20,10,23,7,0,43,17,29,0,0,43,8,15,0,0,19,0,8,0,0,10,0,18,0,0,17,4,9,4,0,17,0,0,0,0,0,99,145,69,5,319
UCL121094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,8,0,12,0,0,5,0,6,15,0,3,0,17,5,0,9,0,19,9,5,8,0,27,4,7,0,0,9,0,3,5,0,10,5,8,8,0,9,10,5,0,0,17,3,0,0,0,6,0,7,4,0,11,0,0,0,0,0,4,3,0,0,8,6,10,5,0,13,0,0,0,0,4,65,47,65,0,176
UCL121095,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,4,0,6,3,0,4,0,4,7,3,0,0,11,3,4,0,0,8,3,3,0,0,9,9,8,0,0,16,7,11,0,0,15,6,11,0,0,14,9,13,0,0,21,29,36,0,0,69,0,10,0,0,12,4,0,0,0,4,94,97,11,0,207
UCL121096,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0,4,26,0,0,0,26,15,3,3,0,18,19,3,4,0,19,15,0,0,0,22,8,0,0,0,16,8,7,0,0,22,4,7,0,0,18,13,12,0,0,19,10,9,0,0,14,0,4,0,0,5,10,12,0,0,21,5,13,3,0,24,0,0,0,0,5,149,78,27,0,250
UCL121097,3,0,0,0,3,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,13,8,3,0,0,13,12,0,0,0,16,18,6,0,0,25,8,5,0,0,13,3,4,0,0,8,9,12,0,0,24,10,13,3,0,28,5,14,0,0,17,9,8,0,0,8,0,12,0,0,13,0,3,0,0,9,0,0,0,0,0,110,73,23,0,204
UCL121098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,3,8,0,0,0,14,10,0,0,0,17,12,5,0,0,14,21,7,0,5,29,10,8,4,0,17,11,7,0,0,17,21,23,0,0,38,18,6,0,0,32,9,12,0,0,24,6,8,0,0,18,15,19,0,0,30,7,11,0,0,18,0,0,0,0,0,163,100,21,3,285
UCL121099,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,5,0,6,15,4,3,0,20,9,0,0,0,14,13,5,4,0,22,7,5,0,0,9,3,5,0,0,13,3,6,0,0,13,8,13,0,0,24,4,9,0,0,17,0,4,0,0,5,4,0,0,0,3,3,0,0,0,3,0,3,0,0,7,0,0,0,0,5,87,55,24,0,167
UCL121100,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,3,0,0,0,4,11,0,6,0,19,12,0,3,0,17,23,0,4,0,25,30,13,3,0,42,8,4,5,0,17,14,6,3,0,17,13,23,4,0,45,13,20,0,0,36,13,23,0,0,35,3,9,0,0,12,0,26,0,0,31,3,13,0,0,18,0,3,0,0,0,167,140,36,0,338
UCL121101,0,0,0,0,5,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,8,0,13,3,0,3,0,8,21,0,0,0,25,9,6,3,0,17,5,3,11,0,16,19,3,9,0,34,5,9,0,0,14,7,15,0,0,26,12,19,0,0,34,4,18,0,0,22,5,17,0,0,22,3,6,0,0,12,4,13,6,0,18,10,20,5,0,30,6,0,0,0,9,130,126,53,3,309
UCL121102,7,0,0,0,4,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,3,0,8,4,0,6,0,9,13,8,0,0,21,14,3,5,0,26,16,6,6,0,33,18,5,3,0,27,6,8,0,0,19,6,8,0,0,15,8,12,0,0,25,11,17,0,0,28,5,13,0,0,17,3,4,0,0,8,3,4,0,0,9,10,9,0,0,19,3,0,0,0,3,147,100,34,3,278
UCL121103,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,12,0,3,6,0,6,19,0,5,0,26,14,0,3,0,19,3,8,9,0,22,19,10,3,0,28,8,12,9,0,25,3,7,3,0,16,3,17,6,0,29,6,9,4,0,19,0,9,0,0,12,4,6,0,0,8,3,3,0,0,8,7,11,3,0,21,7,0,0,0,13,107,100,51,5,260
UCL121104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,9,21,0,6,0,25,10,6,0,0,18,7,5,3,0,19,12,4,0,0,11,6,0,0,0,7,0,9,0,0,16,10,17,0,0,30,3,13,0,0,15,3,13,0,0,16,0,3,0,0,11,5,4,0,0,5,4,6,3,0,13,3,0,0,0,6,92,77,23,3,200
UCL121105,0,4,0,0,5,0,0,0,0,5,0,0,0,0,3,0,0,4,0,8,4,0,0,0,4,4,0,7,0,14,21,0,9,0,32,4,0,10,0,17,14,4,0,0,14,8,0,3,0,13,3,12,4,0,17,4,0,0,0,5,7,3,0,0,7,3,0,0,0,6,3,5,0,0,8,0,0,0,0,0,0,0,0,0,4,4,0,0,0,7,4,0,0,0,5,89,37,42,4,177
UCL121106,10,0,0,0,10,4,0,0,0,4,5,0,0,0,5,8,0,0,0,8,8,0,0,0,8,4,0,5,0,8,34,3,0,0,39,23,6,0,4,28,23,3,0,0,33,33,0,0,0,39,10,3,0,0,15,9,8,0,0,22,21,6,0,0,32,17,7,4,0,25,9,10,0,0,21,7,4,0,0,11,9,14,0,0,23,5,9,5,0,18,0,0,0,0,0,230,78,26,3,339
UCL121107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,12,0,0,0,0,3,17,0,4,0,23,12,0,0,0,16,13,4,6,0,23,17,15,7,0,33,4,9,3,0,15,7,8,4,0,18,9,11,0,0,23,7,16,0,0,27,12,11,0,0,18,0,0,0,0,9,0,3,0,0,3,3,15,0,0,23,3,5,0,0,3,110,93,40,5,249
